date,quarterlyNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyBasicEPS,quarterlyNonCurrentDeferredRevenue
2006-03-31,110741000.0,,,,-150971000.0,142488000,783366000.0,183557000.0,-24114000.0,29320000.0,-96763000.0,1334530000.0,238836000.0,61299000.0,444662000.0,472337000,666360000.0,,123931000,345024000.0,1648248000.0,10853000.0,66547000.0,7485000.0,,,194205000.0,86086000.0,178193000.0,,,99638000.0,294144000.0,,110741000,2728885000.0,110741000.0,81888000.0,-327000.0,125084000.0,,17034000.0,201029000.0,358257000.0,-5918000.0,-308103000.0,1022202000.0,92153000.0,126558000.0,783366000.0,,,170213000.0,22651000.0,127775000.0,0.0,86396000.0,-107881000.0,1019307000.0,41233000.0,-22484000.0,83783000.0,,3173547000.0,61376000.0,376815000.0,159459000.0,-125000000.0,1525299000.0,,18557000.0,71004000.0,15809000.0,623907000.0,3426000.0,,
2006-06-30,82491000.0,341853000.0,,29577000.0,-189489000.0,110233000,829238000.0,10875000.0,-30830000.0,1241000.0,21973000.0,1338916000.0,239783000.0,140307000.0,414557000.0,481362000,679851000.0,,93063000,308513000.0,1670833000.0,9562000.0,0.0,8806000.0,0.24,,152214000.0,114695000.0,192059000.0,348988000.0,,106044000.0,289303000.0,,82491000,2715136000.0,82491000.0,96627000.0,-981000.0,125084000.0,,24976000.0,194640000.0,358531000.0,-437000.0,-321320000.0,1069021000.0,97238000.0,103141000.0,829238000.0,,,196240000.0,20610000.0,107467000.0,8883000.0,97582000.0,-118268000.0,954635000.0,28679000.0,-12958000.0,153265000.0,,3129693000.0,18144000.0,214303000.0,45872000.0,-125000000.0,1458860000.0,,17170000.0,72533000.0,7880000.0,783366000.0,3397000.0,0.24,
2006-09-30,93046000.0,339431000.0,,21302000.0,-368830000.0,110448000,903584000.0,79043000.0,-30331000.0,3792000.0,-14089000.0,1352416000.0,335274000.0,105466000.0,436171000.0,467180000,692683000.0,,93156000,347532000.0,1866798000.0,-4731000.0,0.0,5043000.0,0.27,,186224000.0,108348000.0,180580000.0,343192000.0,,88639000.0,286600000.0,,93046000,2698167000.0,93046000.0,95462000.0,0.0,124939000.0,,26242000.0,198958000.0,359736000.0,0.0,-332947000.0,1238858000.0,83596000.0,109775000.0,903584000.0,,,193444000.0,18572000.0,119288000.0,4174000.0,95951000.0,-124194000.0,764293000.0,26963000.0,-14031000.0,119497000.0,,3134338000.0,55579000.0,461904000.0,74346000.0,-125000000.0,1267540000.0,,17292000.0,73830000.0,1513000.0,829238000.0,3358000.0,0.27,
2006-12-31,87509000.0,334062000.0,,26204000.0,-736788000.0,99221000,540048000.0,-392124000.0,-30059000.0,-24317000.0,67015000.0,1327592000.0,617605000.0,152568000.0,431253000.0,450725000,708253000.0,,82190000,324507000.0,1724733000.0,13373000.0,0.0,1321000.0,0.26,,147711000.0,121610000.0,177963000.0,339669000.0,,106746000.0,272762000.0,,87509000,2667814000.0,87509000.0,89973000.0,-583000.0,124898000.0,,15608000.0,185232000.0,367748000.0,-4013000.0,-340505000.0,1157653000.0,105425000.0,96144000.0,540048000.0,,,190572000.0,16566000.0,103117000.0,5999000.0,96092000.0,-144585000.0,865122000.0,29475000.0,-20605000.0,173173000.0,,3099067000.0,46682000.0,365852000.0,-363536000.0,-150000000.0,1374334000.0,,17031000.0,60071000.0,6682000.0,903584000.0,3317000.0,0.26,
2007-03-31,87626000.0,,,25720000.0,-569475000.0,101789000,635879000.0,18435000.0,-29613000.0,29907000.0,-60136000.0,916292000.0,502036000.0,42450000.0,1406615000.0,443472000,760197000.0,,79358000,303369000.0,1700102000.0,10413000.0,48340000.0,1320000.0,,999597000.0,182295000.0,75288000.0,168041000.0,,,1103246000.0,275431000.0,,87626000,1772740000.0,87626000.0,95657000.0,0.0,117955000.0,,13648000.0,174572000.0,413036000.0,0.0,-347161000.0,1137915000.0,102329000.0,89052000.0,635879000.0,,,196073000.0,14626000.0,101274000.0,8357000.0,98476000.0,-28237000.0,875834000.0,43019000.0,-63183000.0,105633000.0,,3179355000.0,60117000.0,651093000.0,95831000.0,-1030000000.0,1479253000.0,,22431000.0,78912000.0,3601000.0,540048000.0,2959000.0,,
2007-06-30,84278000.0,297720000.0,,16799000.0,-530970000.0,114519000,627964000.0,-146567000.0,-35718000.0,18222000.0,-10783000.0,973790000.0,574037000.0,110725000.0,1411533000.0,445912000,775532000.0,,97468000,288807000.0,1758570000.0,28554000.0,0.0,35377000.0,0.28,998798000.0,208392000.0,130758000.0,168478000.0,303198000.0,,1122726000.0,277434000.0,,84278000,1895966000.0,84278000.0,90199000.0,-1600000.0,117955000.0,,26723000.0,145623000.0,416189000.0,-3395000.0,-359343000.0,1202001000.0,88551000.0,98180000.0,627964000.0,,8000000.0,179966000.0,12729000.0,111001000.0,7843000.0,87870000.0,12328000.0,1002056000.0,40203000.0,-15599000.0,126324000.0,,3307499000.0,0.0,401602000.0,-7915000.0,,1548929000.0,,17051000.0,59869000.0,4689000.0,635879000.0,2981000.0,0.28,
2007-09-30,89698000.0,298008000.0,,16425000.0,-590084000.0,113361000,368302000.0,-249783000.0,-35683000.0,9094000.0,10670000.0,955363000.0,852986000.0,132047000.0,1426402000.0,444894000,779816000.0,,94377000,295604000.0,1772138000.0,16805000.0,0.0,41504000.0,0.3,999119000.0,236600000.0,115445000.0,170122000.0,302226000.0,,1130798000.0,274772000.0,,89698000,1842056000.0,89698000.0,90204000.0,-1041000.0,117955000.0,,24183000.0,128954000.0,414827000.0,2009000.0,-364989000.0,1221288000.0,90175000.0,101943000.0,368302000.0,,8000000.0,180395000.0,10833000.0,113881000.0,2378000.0,88294000.0,-154945000.0,952705000.0,28360000.0,-13019000.0,145066000.0,,3268458000.0,0.0,354361000.0,-259662000.0,,1496320000.0,,18984000.0,78216000.0,3957000.0,627964000.0,2938000.0,0.3,
2007-12-31,103592000.0,289703000.0,,17765000.0,-762936000.0,133171000,400398000.0,47222000.0,-34480000.0,22165000.0,46152000.0,870283000.0,965716000.0,197007000.0,1478028000.0,474806000,790638000.0,,115346000,338073000.0,1893136000.0,-3284000.0,0.0,32717000.0,0.35,999810000.0,229293000.0,140650000.0,174414000.0,293036000.0,,1139955000.0,300392000.0,,103592000,1734726000.0,103592000.0,92453000.0,8776000.0,117955000.0,,26139000.0,132054000.0,412068000.0,-1908000.0,-378570000.0,1366114000.0,107428000.0,105645000.0,400398000.0,,8000000.0,185046000.0,9250000.0,129731000.0,1835000.0,91011000.0,-222870000.0,780345000.0,9775000.0,-10737000.0,207744000.0,,3212754000.0,14044000.0,812119000.0,32096000.0,-200000000.0,1319618000.0,,17825000.0,77734000.0,185000.0,368302000.0,2862000.0,0.36,
2008-03-31,96479000.0,,,11877000.0,-263838000.0,135098000,866995000.0,541147000.0,-34093000.0,-49703000.0,21176000.0,805042000.0,429440000.0,95628000.0,1465284000.0,475760000,789446000.0,,117003000,340666000.0,1820196000.0,1572000.0,13654000.0,40281000.0,,999851000.0,249147000.0,130328000.0,173974000.0,,,1124618000.0,301786000.0,,96479000,1671823000.0,96479000.0,92469000.0,-750000.0,117955000.0,,23002000.0,130250000.0,404430000.0,-8827000.0,-385016000.0,1296435000.0,84486000.0,111678000.0,866995000.0,,8001000.0,184783000.0,7825000.0,119481000.0,10403000.0,90888000.0,-176416000.0,720629000.0,47274000.0,-6238000.0,101866000.0,,3137107000.0,39258000.0,811973000.0,466597000.0,-200000000.0,1316911000.0,,18095000.0,59402000.0,5804000.0,400398000.0,2805000.0,,
2008-06-30,83929000.0,278165000.0,,18194000.0,-270827000.0,146223000,769476000.0,-98619000.0,-38928000.0,25602000.0,11531000.0,780931000.0,469237000.0,148624000.0,1481464000.0,488246000,798258000.0,,126577000,337470000.0,1732498000.0,-10213000.0,0.0,43894000.0,0.3,999552000.0,205480000.0,167027000.0,176506000.0,280881000.0,,1143994000.0,311740000.0,,83929000,1609591000.0,83929000.0,93004000.0,0.0,117955000.0,,24196000.0,140372000.0,398882000.0,-24747000.0,-399376000.0,1238713000.0,100548000.0,99789000.0,769476000.0,,8000000.0,185163000.0,6399000.0,108125000.0,2864000.0,90734000.0,-157397000.0,835321000.0,28667000.0,-9873000.0,158497000.0,,3091055000.0,6787000.0,182081000.0,-97519000.0,-150000000.0,1358557000.0,,19646000.0,63867000.0,3008000.0,866995000.0,2761000.0,0.3,
2008-09-30,81825000.0,276169000.0,,40019000.0,-394233000.0,144649000,701406000.0,-48929000.0,-38697000.0,23470000.0,-65266000.0,764949000.0,599607000.0,82923000.0,1488934000.0,483537000,807908000.0,,127113000,318963000.0,1822691000.0,-1484000.0,0.0,74749000.0,0.29,999563000.0,234078000.0,132763000.0,177407000.0,277714000.0,,1169971000.0,306130000.0,,81825000,1559894000.0,81825000.0,88080000.0,-493000.0,117955000.0,,22300000.0,141704000.0,397350000.0,-31488000.0,-410558000.0,1301013000.0,95659000.0,94141000.0,701406000.0,,,179017000.0,4974000.0,104125000.0,1695000.0,89501000.0,-113841000.0,705858000.0,48161000.0,-11777000.0,94700000.0,,3048828000.0,9172000.0,357574000.0,-68070000.0,-125000000.0,1226137000.0,,17536000.0,82887000.0,-12507000.0,769476000.0,2739000.0,0.3,
2008-12-31,139374000.0,273997000.0,,-56828000.0,-167859000.0,137140000,1007782000.0,359586000.0,-38357000.0,20998000.0,6828000.0,865966000.0,282148000.0,117418000.0,1212978000.0,458387000,816136000.0,,119582000,279296000.0,1754268000.0,-7600000.0,0.0,71150000.0,0.51,760107000.0,213590000.0,151567000.0,165331000.0,274223000.0,,933682000.0,293056000.0,,139374000,1668483000.0,139374000.0,85032000.0,0.0,117955000.0,,49765000.0,149421000.0,394973000.0,70132000.0,-421163000.0,1289930000.0,102425000.0,,1007782000.0,,575000.0,173474000.0,3499000.0,189139000.0,200000.0,86967000.0,-181689000.0,610766000.0,2792000.0,-11061000.0,128479000.0,,2881461000.0,74322000.0,538506000.0,306376000.0,0.0,1127193000.0,,17558000.0,53407000.0,-20109000.0,701406000.0,2741000.0,0.51,
2009-03-31,70512000.0,,,106621000.0,-112150000.0,170626000,1065987000.0,62502000.0,-38552000.0,-9579000.0,-12905000.0,897771000.0,258946000.0,54456000.0,1087615000.0,395014000,776808000.0,10171000.0,78259000,233066000.0,1752468000.0,29319000.0,0.0,81776000.0,,690125000.0,216390000.0,112330000.0,149907000.0,,,854549000.0,245107000.0,388340000.0,70512000,1737900000.0,70512000.0,77652000.0,-300000.0,117955000.0,,26283000.0,119832000.0,387907000.0,13547000.0,-388901000.0,1324933000.0,82648000.0,62364000.0,1065987000.0,,,166848000.0,2493000.0,96795000.0,20000.0,88190000.0,-65151000.0,75126000.0,20239000.0,-6398000.0,60854000.0,,2825515000.0,0.0,181350000.0,58205000.0,0.0,1073047000.0,,16777000.0,48201000.0,-18858000.0,1007782000.0,2755000.0,,
2009-06-30,38006000.0,275523000.0,13729000.0,-723000.0,-436610000.0,75624000,836381000.0,-321943000.0,-38574000.0,,59918000.0,878549000.0,588166000.0,142253000.0,933102000.0,376235000,742994000.0,0.0,73131000,245314000.0,1833190000.0,18744000.0,1424547000.0,138500000.0,0.14,352333000.0,195929000.0,127133000.0,143822000.0,276258000.0,20247000.0,687788000.0,232413000.0,350053000.0,38006000,1912078000.0,38006000.0,73556000.0,-716000.0,117955000.0,,8444000.0,101166000.0,379612000.0,-15771000.0,-363382000.0,1424547000.0,196955000.0,49732000.0,836381000.0,,6729000.0,159282000.0,0.0,46450000.0,-16492000.0,83233000.0,-54630000.0,282325000.0,436000.0,-4714000.0,146967000.0,,2845180000.0,0.0,120097000.0,-229606000.0,0.0,1011990000.0,20460000.0,18316000.0,68449000.0,-3159000.0,1065987000.0,2755000.0,0.14,
2009-09-30,64038000.0,276353000.0,11762000.0,173000.0,-366712000.0,88007000,1028120000.0,96830000.0,-38744000.0,,22376000.0,903844000.0,489490000.0,113843000.0,994547000.0,414950000,732976000.0,919000.0,88007000,292456000.0,1944432000.0,118000.0,1517610000.0,141906000.0,0.23,353471000.0,226673000.0,123616000.0,158177000.0,276988000.0,23718000.0,702091000.0,256773000.0,352375000.0,64038000,1966138000.0,64038000.0,78621000.0,-2100000.0,117955000.0,,16272000.0,100957000.0,371689000.0,-5915000.0,-361287000.0,1517610000.0,206714000.0,75755000.0,1028120000.0,,6363000.0,168766000.0,0.0,80310000.0,195000.0,90145000.0,-23067000.0,292189000.0,15482000.0,-4133000.0,117976000.0,,2960685000.0,0.0,469775000.0,191739000.0,0.0,1016253000.0,-30743000.0,15316000.0,92166000.0,4715000.0,836381000.0,2768000.0,0.23,
2009-12-31,106908000.0,276832000.0,15519000.0,8000.0,-522651000.0,142125000,1037564000.0,-120281000.0,-44299000.0,,54846000.0,959909000.0,452429000.0,176785000.0,1088043000.0,513349000,720990000.0,4028000.0,142125000,361968000.0,1958726000.0,-27745000.0,1489993000.0,123793000.0,0.38,354460000.0,231078000.0,172093000.0,184320000.0,278566000.0,16285000.0,726075000.0,329029000.0,503106000.0,106908000,2033908000.0,106908000.0,85037000.0,-156000.0,117955000.0,,26103000.0,128935000.0,367514000.0,-8572000.0,-353476000.0,1489993000.0,247822000.0,77395000.0,1037564000.0,,6440000.0,186904000.0,0.0,133011000.0,429000.0,101867000.0,-55753000.0,292605000.0,13117000.0,-8693000.0,185478000.0,,3121951000.0,0.0,411219000.0,9444000.0,-25000000.0,1163225000.0,-4405000.0,16077000.0,108452000.0,3486000.0,1028120000.0,2765000.0,0.39,
2010-03-31,148532000.0,,15471000.0,-662000.0,-343175000.0,183904000,1031457000.0,8662000.0,-44031000.0,,-123111000.0,1016545000.0,355148000.0,93258000.0,1063848000.0,529020000,714905000.0,14452000.0,158950000,357161000.0,1907066000.0,-1896000.0,0.0,57740000.0,,354798000.0,262735000.0,123250000.0,185484000.0,,-12283000.0,706687000.0,343536000.0,635458000.0,148532000,2120470000.0,148532000.0,90346000.0,702000.0,117955000.0,0.0,13462000.0,130628000.0,365878000.0,-3894000.0,-349027000.0,1386605000.0,294149000.0,80132000.0,1031457000.0,,6457000.0,184586000.0,0.0,161994000.0,14553000.0,94240000.0,-118639000.0,62224000.0,35836000.0,-10612000.0,103870000.0,,3184318000.0,0.0,361747000.0,-6107000.0,-124997000.0,1277252000.0,-31657000.0,15453000.0,96169000.0,-1221000.0,1037564000.0,2735000.0,,
2010-06-30,158587000.0,272097000.0,15120000.0,484000.0,-583707000.0,208019000,912445000.0,-275310000.0,-43817000.0,,-83765000.0,886835000.0,631220000.0,86775000.0,1605881000.0,594737000,727654000.0,8012000.0,208019000,373092000.0,2222172000.0,-20966000.0,1543665000.0,60620000.0,0.58,849505000.0,355406000.0,168511000.0,208176000.0,275541000.0,26193000.0,1232789000.0,386561000.0,580386000.0,158587000,1867123000.0,158587000.0,84058000.0,-1000000.0,117955000.0,,44302000.0,151630000.0,371954000.0,-1876000.0,-355700000.0,1543665000.0,322664000.0,74207000.0,912445000.0,,7773000.0,178542000.0,,202889000.0,-111298000.0,94484000.0,51256000.0,298492000.0,4796000.0,-18267000.0,105042000.0,,3473004000.0,0.0,327664000.0,-119012000.0,-433333000.0,1250832000.0,-92671000.0,13934000.0,122362000.0,1124000.0,1031457000.0,2580000.0,0.58,
2010-09-30,170895000.0,260151000.0,15421000.0,-109000.0,-724182000.0,222654000,774505000.0,-146395000.0,-41645000.0,,-159235000.0,1009448000.0,632159000.0,26439000.0,1688620000.0,619666000,740633000.0,1393000.0,222654000,390834000.0,2343913000.0,-18570000.0,1406664000.0,62694000.0,0.65,884390000.0,556766000.0,164825000.0,213260000.0,263286000.0,8646000.0,1297786000.0,406406000.0,704586000.0,170895000,2027231000.0,170895000.0,87174000.0,0.0,117955000.0,,48275000.0,170180000.0,374384000.0,1980000.0,-366249000.0,1406664000.0,350702000.0,93608000.0,774505000.0,,10006000.0,183752000.0,,219170000.0,1058000.0,96578000.0,-33161000.0,292968000.0,40758000.0,-15177000.0,41616000.0,,3715851000.0,0.0,592964000.0,-137940000.0,-32976000.0,1371938000.0,-201360000.0,14690000.0,131008000.0,8406000.0,912445000.0,2590000.0,0.66,
2010-12-31,152341000.0,259418000.0,14754000.0,-434000.0,-517832000.0,183511000,1101050000.0,-17064000.0,-41489000.0,,147901000.0,1120112000.0,663715000.0,317647000.0,1684827000.0,567190000,745670000.0,814000.0,187787000,375019000.0,2530655000.0,-72139000.0,1764765000.0,54090000.0,0.58,887197000.0,369657000.0,27436000.0,194419000.0,263612000.0,16152000.0,1309808000.0,372771000.0,660167000.0,152341000,2173606000.0,152341000.0,86531000.0,1000000.0,117955000.0,,27868000.0,242532000.0,376764000.0,-4276000.0,-368906000.0,1764765000.0,368521000.0,80536000.0,1101050000.0,,3302000.0,184984000.0,,180209000.0,143131000.0,98453000.0,11082000.0,290847000.0,24393000.0,-14880000.0,332527000.0,,3858433000.0,0.0,514648000.0,326545000.0,-2634000.0,1327778000.0,187109000.0,14373000.0,147160000.0,7465000.0,774505000.0,2600000.0,0.59,
2011-03-31,160052000.0,,14963000.0,641821000.0,-752672000.0,198301000,1222359000.0,-186672000.0,-42121000.0,114037000.0,-64681000.0,1238044000.0,704054000.0,228312000.0,1726233000.0,587852000,747941000.0,,187285000,368140000.0,2622786000.0,-22049000.0,0.0,17817000.0,,890980000.0,286464000.0,43543000.0,203703000.0,,-48158000.0,1358093000.0,384149000.0,766452000.0,160052000,2414617000.0,160052000.0,92863000.0,-34085000.0,133580000.0,,8760000.0,264745000.0,380570000.0,-9694000.0,-367371000.0,1926413000.0,403990000.0,99763000.0,1222359000.0,,13594000.0,196864000.0,26896000.0,168812000.0,4729000.0,102967000.0,63014000.0,210566000.0,100406000.0,-16655000.0,244967000.0,,4140850000.0,0.0,616740000.0,121309000.0,0.0,1518064000.0,83223000.0,15895000.0,99252000.0,10517000.0,1101050000.0,2646000.0,,
2011-06-30,154374000.0,265313000.0,13767000.0,154016000.0,-1014822000.0,189918000,961237000.0,-414156000.0,-50456000.0,5301000.0,49709000.0,1322378000.0,1012149000.0,223905000.0,1831104000.0,615463000,758706000.0,,188295000,434126000.0,2621040000.0,14484000.0,1973386000.0,81919000.0,0.56,894478000.0,244683000.0,129293000.0,223132000.0,276077000.0,-12843000.0,1396978000.0,392331000.0,899570000.0,154374000,2500068000.0,154374000.0,96396000.0,-29989000.0,148564000.0,,26110000.0,250158000.0,380661000.0,-7811000.0,-378045000.0,1973386000.0,420581000.0,92125000.0,961237000.0,,13614000.0,204036000.0,42278000.0,180484000.0,6029000.0,106017000.0,-84660000.0,429901000.0,25421000.0,-13789000.0,237694000.0,,4331172000.0,0.0,644444000.0,-261122000.0,-65654000.0,1710132000.0,41781000.0,17408000.0,86409000.0,13319000.0,1222359000.0,2643000.0,0.58,
2011-09-30,126286000.0,264006000.0,16899000.0,127735000.0,-1272194000.0,156821000,602952000.0,-424353000.0,-50348000.0,1230000.0,34758000.0,1361552000.0,1204593000.0,181956000.0,1775385000.0,555209000,772928000.0,,158208000,367449000.0,2414258000.0,2787000.0,1807545000.0,74642000.0,0.47,899803000.0,216416000.0,94188000.0,200564000.0,267927000.0,-2224000.0,1407936000.0,354645000.0,1048492000.0,126286000,2492414000.0,126286000.0,88681000.0,-4518000.0,149693000.0,,19955000.0,247652000.0,384893000.0,-3369000.0,-388035000.0,1807545000.0,433491000.0,72504000.0,602952000.0,,8598000.0,196437000.0,40296000.0,146241000.0,1899000.0,105774000.0,-133516000.0,420156000.0,26470000.0,-17628000.0,199584000.0,,4267799000.0,0.0,869987000.0,-358285000.0,-111537000.0,1853541000.0,28267000.0,17722000.0,84186000.0,6370000.0,961237000.0,2624000.0,0.48,
2011-12-31,127014000.0,261257000.0,17843000.0,126373000.0,-1133191000.0,139107000,661325000.0,-42601000.0,-49566000.0,508000.0,15595000.0,1429913000.0,1099306000.0,161986000.0,1784124000.0,511091000,784461000.0,,137125000,382437000.0,2352554000.0,2355000.0,1760631000.0,49458000.0,0.47,903059000.0,211132000.0,104796000.0,174805000.0,267884000.0,14668000.0,1401687000.0,336286000.0,1190812000.0,127014000,2560976000.0,127014000.0,88934000.0,621000.0,149701000.0,,2924000.0,245476000.0,390014000.0,581000.0,-394447000.0,1760631000.0,449170000.0,63225000.0,661325000.0,,7187000.0,199161000.0,38314000.0,129938000.0,645000.0,108245000.0,-79996000.0,411720000.0,11372000.0,-18984000.0,180970000.0,,4345100000.0,0.0,1108953000.0,58373000.0,-42447000.0,1992546000.0,5284000.0,18189000.0,98853000.0,43000.0,602952000.0,2615000.0,0.49,
2012-03-31,122405000.0,,18909000.0,121999000.0,-913301000.0,173091000,788822000.0,-79787000.0,-49991000.0,82204000.0,-33528000.0,1502327000.0,1128805000.0,188821000.0,1756437000.0,558973000,788422000.0,,162914000,342776000.0,2450309000.0,40495000.0,0.0,29568000.0,,906569000.0,214965000.0,111099000.0,187577000.0,,-20241000.0,1413661000.0,371396000.0,1209228000.0,122405000,2707685000.0,122405000.0,91261000.0,-4933000.0,149538000.0,,17983000.0,204866000.0,394982000.0,-15121000.0,-393440000.0,1917627000.0,463045000.0,67002000.0,788822000.0,,13674000.0,208482000.0,36332000.0,140388000.0,3384000.0,115240000.0,-1207000.0,223733000.0,45400000.0,-19670000.0,208491000.0,,4464122000.0,25730000.0,858117000.0,127497000.0,0.0,2013813000.0,-3833000.0,19029000.0,78613000.0,7264000.0,661325000.0,2636000.0,,
2012-06-30,129831000.0,263055000.0,17608000.0,130460000.0,-1150526000.0,166725000,526189000.0,-285833000.0,-58066000.0,617000.0,-7029000.0,1546026000.0,1216938000.0,154604000.0,1789151000.0,582784000,794389000.0,,164577000,360160000.0,2302180000.0,11137000.0,1743127000.0,40234000.0,0.47,911135000.0,257944000.0,87940000.0,198411000.0,273820000.0,23065000.0,1428991000.0,384373000.0,1399684000.0,129831000,2704080000.0,129831000.0,96201000.0,-3788000.0,149538000.0,,25074000.0,193316000.0,388721000.0,-1769000.0,-405668000.0,1743127000.0,477622000.0,56700000.0,526189000.0,,9672000.0,219796000.0,34184000.0,154905000.0,806000.0,121447000.0,-139746000.0,402646000.0,8221000.0,-8342000.0,162946000.0,,4493231000.0,0.0,876823000.0,-262633000.0,-90707000.0,2191051000.0,-42979000.0,18870000.0,101678000.0,4917000.0,788822000.0,2612000.0,0.49,
2012-09-30,123437000.0,260605000.0,19246000.0,123451000.0,-870267000.0,150405000,595119000.0,-12371000.0,-57255000.0,2665000.0,34699000.0,1563676000.0,1111338000.0,189734000.0,1796943000.0,543933000,798801000.0,,148086000,342656000.0,2250058000.0,-10462000.0,1706457000.0,39469000.0,0.46,915109000.0,222269000.0,74171000.0,187713000.0,270265000.0,-5200000.0,1454287000.0,356220000.0,1497394000.0,123437000,2751691000.0,123437000.0,91928000.0,-23861000.0,158990000.0,,14646000.0,204067000.0,382206000.0,-2557000.0,-416595000.0,1706457000.0,499709000.0,47967000.0,595119000.0,,10003000.0,208134000.0,41096000.0,138083000.0,3960000.0,113887000.0,-116069000.0,418976000.0,24667000.0,-7636000.0,197370000.0,,4548634000.0,0.0,889393000.0,68930000.0,-87441000.0,2298576000.0,35674000.0,18339000.0,96478000.0,18572000.0,526189000.0,2608000.0,0.47,
2012-12-31,103648000.0,260690000.0,19762000.0,-242034000.0,-944233000.0,123396000,623137000.0,-38230000.0,-57326000.0,2072000.0,-22497000.0,1602924000.0,1063494000.0,114493000.0,4612907000.0,509767000,794089000.0,,120842000,335542000.0,2263571000.0,-21693000.0,232257000.0,19600000.0,0.38,918883000.0,232257000.0,186960000.0,170493000.0,271174000.0,2088000.0,1461240000.0,339274000.0,1560132000.0,103648000,2816125000.0,103648000.0,86823000.0,-4700000.0,158990000.0,,12045000.0,225985000.0,373369000.0,1248000.0,-420720000.0,1686631000.0,506995000.0,50017000.0,623137000.0,,13517000.0,218432000.0,38541000.0,115693000.0,1546000.0,129055000.0,-56320000.0,415835000.0,19062000.0,-8075000.0,122568000.0,,4612907000.0,50017000.0,918778000.0,28018000.0,-19602000.0,2349336000.0,-9987000.0,18103000.0,98565000.0,15163000.0,595119000.0,2612000.0,0.4,
2013-03-31,130620000.0,263035000.0,21246000.0,6782000.0,-945372000.0,149714000,623558000.0,-175081000.0,-57822000.0,-40470000.0,41834000.0,1675722000.0,1091187000.0,167441000.0,4729451000.0,532168000,784796000.0,60632000.0,147227000,386788000.0,2297639000.0,24907000.0,229175000.0,3680000.0,0.47,922666000.0,229175000.0,73436000.0,180589000.0,277090000.0,-25799000.0,1379367000.0,351579000.0,1651033000.0,130620000,2963296000.0,130620000.0,90732000.0,-52727000.0,158990000.0,,7705000.0,201250000.0,365687000.0,-1767000.0,-419109000.0,1714745000.0,415442000.0,53358000.0,623558000.0,,13526000.0,204352000.0,36054000.0,138325000.0,3844000.0,111133000.0,1849000.0,415092000.0,55766000.0,-6212000.0,173653000.0,,4729451000.0,53358000.0,829230000.0,421000.0,61000.0,2431812000.0,3082000.0,18248000.0,72766000.0,8660000.0,623137000.0,2636000.0,0.5,
