date,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyCurrentAssets,quarterlyGoodwill,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue
2000-06-30,884256000.0,174633713.0,,,30041.0,279724092.0,-61558660.0,,110996004,110996004,1740417345.0,896847713.0,-11839574.0,5169453900.0,316708598.0,65117656.0,161314193.0,,275270090.0,2989934.0,2929853.0,359627053.0,0.116953,513541513.0,,-676321490.0,2899812.0,5912387154.0,103596271,5344087613.0,14799467.0,,5919787.0,5919787.0,,89209437.0,,353707267.0,3577031227.0,38824944.0,,,,544620394.0,819890484,,7105224212.0,146514726,-216715527.0,5919787.0,884256000.0,,,-4409799.0,-30229795.0,,235724163,2891815895.0,176113660.0,,398105668.0,1291993488.0,685215332.0,435940977.0,219032115.0,2335355927.0,568299541.0,,41438508.0,-1935770312.0,,0.116953,254550837.0,,,,
2000-09-30,886805140.0,160805530.0,,,-1479947.0,234985914.0,275934221.0,-109478915.0,49594229,49594229,2021340547.0,951307484.0,-219416892.0,5426810941.0,318605350.0,61617072.0,160805531.0,,266005410.0,3074437.0,120251342.0,389239555.0,0.05506,513976555.0,,125506999.0,5919787.0,6308987075.0,43582807,5587616471.0,25548542.0,,126239856.0,126239856.0,6011422.0,89960477.0,,369702435.0,3943492636.0,1654098.0,,,,596633604.0,862639014,,7362488729.0,199879772,-389188845.0,126239856.0,886805140.0,,,5965603.0,-27990654.0,,291553953,3229636309.0,111211301.0,,396753832.0,1318004208.0,713856327.0,23679148.0,210399760.0,2365494439.0,721370604.0,,45085662.0,-1935677788.0,,0.05506,256988278.0,,,,
2000-12-31,,284943012.0,,,1499701.0,249067860.0,186351819.0,-932075983.0,110419305,110419305,2192561488.0,1079784043.0,-10106635.0,5883323335.0,347930413.0,41568783.0,191961608.0,,308863385.0,1483923.0,-105234588.0,406418716.0,,514397121.0,,-683008123.0,126239856.0,6832633473.0,104461524,6168266347.0,64487103.0,,20995801.0,20995801.0,1487078.0,93913138.0,,424415117.0,4359628074.0,34672957.0,,,,614282463.0,923145848,,7702459508.0,157866983,-542153967.0,20995801.0,,,,-1506011.0,-29807835.0,,251780121,3522795441.0,151988088.0,,456415480.0,1421715657.0,836832633.0,-26994601.0,270085749.0,2473005399.0,664367127.0,,44991002.0,-1819136173.0,,,250449910.0,,,,
2001-03-31,888460000.0,302695885.0,,,0.0,143465237.0,279047769.0,-397288349.0,124546744,124546744,2528771875.0,1172946555.0,-75673971.0,6214724894.0,277471229.0,94592464.0,214409585.0,,307425508.0,6306164.0,23648116.0,,0.12991,513952388.0,,-253823112.0,20495034.0,7223711178.0,124546744,6517420779.0,31530821.0,,45719691.0,45719691.0,4729623.0,88286300.0,,373640233.0,4644489989.0,-132429450.0,77250512.0,,,693678071.0,1001103579,,8034053288.0,288507016,-397288349.0,45719691.0,888460000.0,-23648116.0,,1576542.0,-28377739.0,,376793316,3961847706.0,219139208.0,,405171055.0,1519785590.0,682642283.0,0.0,230174996.0,2579221189.0,706290399.0,,45719692.0,-1819328394.0,,0.13384,260129276.0,,,,
2001-06-30,952000000.0,299546143.0,,,1512859.0,301315398.0,129424243.0,-460502876.0,163388805,163388805,2588502269.0,1172465961.0,-164901664.0,6479576399.0,335854765.0,-15128593.0,201210287.0,,406959153.0,1258133.0,-40289568.0,393343419.0,0.17304,514372163.0,,-159187478.0,45719691.0,7446293495.0,157337368,6779122542.0,54462935.0,,4538578.0,4538578.0,4538578.0,85692520.0,,361573374.0,4726172466.0,56786485.0,-1607547.0,,,691376702.0,1098335855,,8298033283.0,255673223,-474118610.0,4538578.0,952000000.0,14570960.0,,,-32136633.0,,341906203,3974281392.0,148260212.0,,435703479.0,1659606657.0,751891074.0,-13615734.0,257186082.0,2720121029.0,667170953.0,,68078669.0,-1818456884.0,,0.17805,213313162.0,,,,
2001-09-30,892000000.0,175161749.0,,,65175.0,178542704.0,227475597.0,-426728264.0,72589553,72589553,2876755563.0,1222976172.0,-104150229.0,6829730156.0,31560675.0,47341013.0,238283099.0,268265741.0,392930409.0,6638007.0,-3872987.0,348745463.0,0.07259,514439009.0,,-248185560.0,4538578.0,7795486823.0,72589553,7150071012.0,22092473.0,,1578034.0,1578034.0,6312135.0,84818718.0,,369259902.0,5022881490.0,1475378.0,34819399.0,,,620167271.0,1013097680,,8743885119.0,190942085,-408378428.0,1578034.0,904000000.0,-38263857.0,,,-31011587.0,,276155909,4322234496.0,119930567.0,,429225186.0,1762663721.0,700646994.0,-586570.0,249329336.0,2772605334.0,645415812.0,,6312135.0,-1914154963.0,,0.07507,222502761.0,,,,
2001-12-31,,184654568.0,,,13816.0,188520023.0,212508297.0,-393290126.0,27041601,27041601,3113658071.0,1179560649.0,-157448935.0,7141037886.0,42979942.0,-2078423.0,257879656.0,,305782854.0,124344.0,-179607.0,305635148.0,,514167463.0,14326648.0,-204770103.0,1578034.0,8094555874.0,22086444,7472142630.0,30245145.0,,1591850.0,1591850.0,3308043.0,100960501.0,,671760586.0,5316778096.0,55065390.0,10518215.0,,,577877373.0,883660227,,9172238141.0,111486503,-399616078.0,1591850.0,,-17924826.0,,,-27862771.0,,212447004,4543139128.0,24963178.0,,466390870.0,1708054760.0,773638968.0,-20818391.0,272290957.0,2777777778.0,622413244.0,,28653295.0,-2031200255.0,,,249920408.0,,,,
2002-03-31,892540000.0,221478648.0,,,0.0,125876354.0,98789038.0,-216698534.0,89228808,89228808,3266411727.0,1217335883.0,-20713830.0,7264181007.0,46207776.0,46207776.0,251752709.0,,299553856.0,4780115.0,4780115.0,395156150.0,0.09261,524219248.0,,-90822180.0,1593372.0,8333333333.0,89228808,7617909496.0,9560229.0,,4780115.0,4780115.0,30274060.0,132249841.0,,689929892.0,5484384959.0,-55768005.0,35054175.0,,,752071383.0,1051625239,,9295729764.0,189611217,-221478649.0,4780115.0,892540000.0,,,1593371.0,-30274060.0,,321861058,4710006373.0,135436584.0,,562460166.0,1762268961.0,774378585.0,-4780115.0,342574888.0,2848948375.0,715423837.0,,30274060.0,-2031548757.0,,0.09261,226258763.0,,,,
2002-06-30,896000000.0,219730262.0,,,1515381.0,252968926.0,-110912087.0,-163662127.0,228822549,228822549,3147446583.0,1315350811.0,50007577.0,7337475375.0,45461433.0,92438248.0,221245643.0,,416729808.0,5827553.0,1281409.0,372783755.0,0.25593,513714199.0,,89306799.0,4780115.0,8357326868.0,221245643,7684497651.0,4546143.0,,7576906.0,7576906.0,3030762.0,137487998.0,,536444916.0,5299287771.0,-98800869.0,83145552.0,,,842551901.0,1259281709,,9368086074.0,306106985,-139182057.0,7576906.0,944000000.0,,,-1593370.0,-30341185.0,,443594983,4693135324.0,321260797.0,,536444916.0,1976056978.0,606152447.0,-37650556.0,307622367.0,3058039097.0,672829217.0,,30307623.0,-2030610699.0,,0.26095,230337930.0,,,,
2002-09-30,896000000.0,188888889.0,,,-1515382.0,441789641.0,-246607110.0,-199004418.0,184126984,184126984,2966666667.0,1406349206.0,-26984127.0,7441269841.0,46031746.0,106349206.0,266666667.0,,279365079.0,5265348.0,-6061524.0,360317460.0,0.18487,523809524.0,,242785223.0,7576906.0,8431746032.0,177777778,7757142857.0,,,1587302.0,1587302.0,68253968.0,152484383.0,,531746032.0,5207936508.0,-4161285.0,91324083.0,,,946031746.0,1225396825,,9473015873.0,385714286,-202831357.0,1587302.0,948000000.0,,,0.0,-29860945.0,,538198669,4612698413.0,290476190.0,,560317460.0,2125396825.0,595238095.0,-3601075.0,314285714.0,3223809524.0,674603175.0,,3174603.0,-2031746032.0,,0.18987,239682540.0,,,,
2002-12-31,,184135977.0,,,1573812.0,635140968.0,-322006385.0,-297248078.0,258550295,258550295,2686496695.0,1515580737.0,-26808759.0,7640856154.0,70821530.0,137991817.0,265974189.0,,311093125.0,3012725.0,14164306.0,402895814.0,,522505508.0,,337892890.0,1587302.0,8682719547.0,250856603,7960339943.0,,,15738118.0,15738118.0,29093035.0,163235757.0,,716084356.0,5225055083.0,174468277.0,98943297.0,,,1056396420.0,1367489545,,9952785647.0,444197130,-297382976.0,15738118.0,,67449.0,,,-30707316.0,,607432887,4428706327.0,396542110.0,,612199290.0,2357570035.0,796348757.0,-5904042.0,348999506.0,3457664463.0,722379603.0,,-1.0,-2311929493.0,,,226628895.0,,,,
2003-03-31,898000000.0,171881887.0,,,-1469076.0,599382988.0,-305567798.0,-295284266.0,367268988,367268988,2331423535.0,1693844572.0,2938152.0,7830174820.0,66108417.0,189510798.0,298222418.0,,487733216.0,4407228.0,-7345380.0,517114735.0,0.38549,505362127.0,,304098722.0,14690760.0,9002497429.0,359923608,8140149846.0,4407228.0,,7345380.0,7345380.0,26443367.0,155722051.0,,847656824.0,5200528867.0,-14690760.0,167474658.0,,,1188482444.0,1676215660,,10142500367.0,577346848,-301160570.0,7345380.0,952000000.0,-32319671.0,,1469076.0,-29381519.0,,733068899,4272072866.0,556779786.0,,611135596.0,2713383282.0,928456001.0,-8814456.0,365799912.0,3801968562.0,862347583.0,,-1469077.0,-2312325547.0,,0.42054,246804759.0,,,,
2003-06-30,898000000.0,267459139.0,,,2819880.0,454243920.0,-107778143.0,,121572336,121572336,2185600432.0,1873564771.0,-40524112.0,7980548426.0,51330541.0,199918952.0,298527624.0,,371471025.0,995987.0,-7513461.0,367418614.0,0.13078,486289342.0,,749528186.0,7345380.0,9090909091.0,116169121,8391192760.0,1350804.0,,,,,,,806429826.0,5195191139.0,97089787.0,,,2701607.0,919897339.0,1291368364,,10293124409.0,329596110,-352628434.0,0.0,948000000.0,-99618.0,,,,,472781305,4326624341.0,321491287.0,,590301229.0,2821828988.0,868566797.0,-644974548.0,356612184.0,3895717952.0,699716331.0,,1350804.0,-2312575983.0,,0.14586,267459138.0,,,,
2003-09-30,900000000.0,282279849.0,,,-183.0,509041920.0,136468577.0,,294435440,294435440,2358184765.0,2043490005.0,-5402485.0,8391410049.0,78336035.0,167477039.0,355213398.0,,560507834.0,4051134.0,62130586.0,491626148.0,0.30973,484873042.0,,509041920.0,0.0,9759589411.0,287682334,8820907618.0,6753106.0,,62128579.0,62128579.0,6753106.0,,,795515937.0,5602377093.0,-74295299.0,,,-6753106.0,1139924365.0,1700432199,,10703673690.0,474068071,-583380094.0,62128579.0,950000000.0,31068668.0,,,,,628038898,4712317666.0,463263101.0,,665856294.0,3087520259.0,890059427.0,-583380094.0,387628309.0,4157212318.0,938681794.0,,1.0,-2312263641.0,,0.31972,310642896.0,,,,
2003-12-31,,285971918.0,,,-1350621.0,655545780.0,136467729.0,,301271884,301271884,2447507407.0,2183434239.0,24849831.0,8724719825.0,57967280.0,163626472.0,370990596.0,,105204403.0,11156240.0,326295175.0,504959423.0,,476619863.0,,533170410.0,62128579.0,10426381554.0,294479806,9134355275.0,30915883.0,,387736700.0,387736700.0,,,,972562154.0,6000257632.0,128441422.0,,,-19322427.0,1532600410.0,1637804813,,11339688265.0,418985236,-464492631.0,387736700.0,,-17971806.0,,,-31696366.0,,577115795,4924642535.0,462259573.0,,1113615174.0,3363390442.0,1075615097.0,-348558070.0,832992851.0,4426123921.0,1292026279.0,,1.0,-2614968440.0,,,293700889.0,,,,
2004-03-31,904000000.0,310860441.0,,,1.0,376442812.0,-358079748.0,,226915005,226915005,2607555089.0,2296694648.0,-9181532.0,9147429171.0,66894019.0,55089192.0,403987408.0,,564008395.0,17051417.0,-330535152.0,637460651.0,0.23046,0.0,,376442812.0,388247639.0,10827649528.0,220356768,9690451207.0,38037775.0,,56400839.0,56400839.0,44596013.0,,,1080797482.0,6739244491.0,-45907660.0,,,-11804827.0,1231636936.0,1795645331,,11762854145.0,330535152,-348898216.0,56400839.0,930000000.0,-32791186.0,,,-30167891.0,-493179434.0,504984260,5537775446.0,282004197.0,,901101784.0,3475865687.0,1201469045.0,-348898216.0,607292760.0,4088405037.0,1137198321.0,,0.0,-2615424974.0,,0.24048,633525709.0,,,,
2004-06-30,906000000.0,337558372.0,,,-1.0,464117562.0,-138251139.0,,202801868,202801868,2520346898.0,2457638426.0,-145430287.0,9391594396.0,50700466.0,133422282.0,473649099.0,,811207472.0,2961926.0,-20365448.0,724482989.0,0.21605,0.0,,464117562.0,56400839.0,11259506338.0,202801868,9961307538.0,37358239.0,,37358239.0,37358239.0,53368913.0,,,1223482322.0,6977985324.0,-24806149.0,,,1334223.0,1390260173.0,2201467645,,12006671114.0,535023348,-347566094.0,37358239.0,920000000.0,-69943971.0,,,-23201022.0,-483008.0,712474982,5657104736.0,337558372.0,,855236825.0,3653102068.0,1320880587.0,-347566094.0,555036691.0,4281521014.0,1298198799.0,,0.0,-2615076718.0,,0.22108,679119412.0,,,,
2004-09-30,906000000.0,318760237.0,,,11339297.0,721742763.0,-142449509.0,,336399143,336399143,2334635253.0,2396371425.0,-5039688.0,9725337029.0,62996094.0,180168830.0,438452816.0,,816429381.0,6445017.0,97656301.0,681617740.0,0.36663,0.0,,721742763.0,37358239.0,11361975558.0,336399143,10044097266.0,12599219.0,,134811642.0,134811642.0,,,,1268741338.0,6774599975.0,136229747.0,,,-36537735.0,1498047121.0,2314476502,,12340934862.0,473730629,-477782887.0,134811642.0,920000000.0,37219219.0,,,-27266088.0,1032985.0,656419302,5429003402.0,516567973.0,,1024316492.0,3962454328.0,1345596573.0,-477782887.0,713115787.0,4587375583.0,1317878292.0,,0.0,-2615597833.0,,0.37165,697996724.0,,,,
2004-12-31,,319174466.0,,,13858688.0,639520717.0,-36765560.0,,333019547,333019547,2217422606.0,2531797456.0,-100911065.0,10289176866.0,73194145.0,167199979.0,423566115.0,,759740305.0,14338376.0,-46731703.0,627549796.0,,0.0,,-1205931647.0,134811642.0,11803455724.0,333319637,10608351332.0,29997600.0,,87592993.0,87592993.0,-40797643.0,,,1305495560.0,6906647468.0,114469663.0,,,-22798176.0,1550621269.0,2310361574,,13308135349.0,974180248,-649606895.0,87592993.0,,13920066.0,,,-24956552.0,-531090.0,1157515966,5497960163.0,499019622.0,,576441021.0,4269258459.0,1408687305.0,1119051612.0,267961983.0,4896808255.0,1195104392.0,,-1199904.0,-3018958483.0,,,748740101.0,,,,
2005-03-31,910000000.0,373639662.0,,,15719469.0,255139057.0,310761790.0,,97944377,97944377,2555018138.0,2613059250.0,-123337364.0,10737605804.0,49576784.0,76178960.0,434099154.0,,833131802.0,31438936.0,-49576784.0,928657799.0,0.10506,0.0,,255139057.0,88270859.0,12591293833.0,97944377,11111245466.0,8464329.0,,38694075.0,38694075.0,7255139.0,,,1519951632.0,7561064087.0,-38694075.0,,,-18137848.0,1227327690.0,2060459492,,13253929867.0,304715840,-615477630.0,38694075.0,926000000.0,-3627570.0,,,-25392987.0,,469165659,5983071342.0,174123337.0,,922611850.0,4363966143.0,1577992745.0,-615477630.0,638452237.0,5030229746.0,1480048368.0,,0.0,-2516324063.0,,0.11006,814993954.0,,,,
2005-06-30,912000000.0,441880447.0,,,14966674.0,553747650.0,358196109.0,,111697557,111697557,2918865840.0,2674604149.0,-128881797.0,11482754388.0,44188045.0,78556524.0,499570394.0,,1040873941.0,20113783.0,9071076.0,882533448.0,0.11974,0.0,,553747650.0,38694075.0,13440530257.0,111697557,11924634835.0,9819565.0,,47870382.0,47870382.0,20866577.0,,,1763839450.0,8295077943.0,247359842.0,,,-9819565.0,1339143243.0,2380017184,,13999018043.0,340002455,-902872683.0,47870382.0,932000000.0,-36878138.0,,,-26159732.0,,508162514,6477230883.0,190254081.0,,999140788.0,4448263164.0,1817847060.0,-902872683.0,704553823.0,5145452314.0,1515895422.0,,0.0,-2516263655.0,,0.11974,883760894.0,,,,
2005-09-30,914000000.0,473867595.0,,,9964263.0,401333967.0,471576363.0,,341463415,341463415,3335656214.0,2893147503.0,-117305459.0,12178861789.0,29036004.0,198606272.0,456445993.0,,1340301974.0,10003611.0,37021387.0,1265969803.0,0.36474,0.0,,-1887864639.0,47870382.0,14548199768.0,341463415,12652729384.0,3484321.0,,84785134.0,84785134.0,4645761.0,,,1916376307.0,9103368177.0,-248154733.0,,,-39488966.0,1801393729.0,3141695703,,15267131243.0,660859467,-835888944.0,84785134.0,936000000.0,43990029.0,,,-25102333.0,,835075495,7154471545.0,540069686.0,,1140534262.0,4761904762.0,1948896632.0,1489314308.0,806039489.0,5444831591.0,1895470383.0,,-1161441.0,-3088269454.0,,0.37473,925667828.0,,,,
2005-12-31,,468659147.0,,,10518335.0,1210991095.0,-296250043.0,,694971014,694971014,3007326433.0,3273636469.0,1146154666.0,12965461100.0,55820444.0,388868922.0,523316665.0,,970502472.0,7056299.0,80237432.0,1138504477.0,,0.0,,3500189701.0,84785134.0,15350622165.0,694971014,13434120247.0,48842889.0,,165135481.0,165135481.0,,,,1830445401.0,9220839633.0,-15168552.0,,,-31399000.0,2532627366.0,3503129838,,16430980346.0,1239023148,-832177768.0,165135481.0,,-66282321.0,,,-25682429.0,,1451324932,7285730899.0,1083839935.0,,1293604218.0,5428538202.0,1935108734.0,-3157381020.0,958675204.0,6129782533.0,1916501919.0,,6977556.0,-3465519246.0,,,1004767997.0,,,,
2006-03-31,916000000.0,300093414.0,,,9341430.0,715787015.0,-107426436.0,,713451658,713451658,2914525922.0,3625642223.0,-346800560.0,13560252219.0,51377861.0,419196637.0,447220925.0,,1294955628.0,22185894.0,-47874825.0,1556515647.0,0.7593,0.0,,715787015.0,164642690.0,16081270434.0,713451658,13860345633.0,29191966.0,,116767865.0,116767865.0,5838393.0,,,1715319944.0,9363615133.0,-597851471.0,,,-22185894.0,2563054648.0,3858010276,,17024754788.0,1485287250,-657403083.0,116767865.0,940000000.0,75899113.0,,-1.0,-24521252.0,,1651097619,7567725362.0,1131480617.0,,1077767398.0,5980850070.0,1795889771.0,-657403083.0,771835591.0,6717655301.0,2220924801.0,,17515180.0,-3464502569.0,,0.77928,1027557217.0,,,,
2006-06-30,918000000.0,277746793.0,,,6274855.0,1399104229.0,-558496598.0,,1218070273,1218070273,2340211935.0,3544896821.0,6692694.0,14214166202.0,104852202.0,-69157836.0,549916341.0,,1562744004.0,11277575.0,43413029.0,1260457334.0,1.29111,0.0,,1399104229.0,116767865.0,16557724484.0,1218070273,14491912995.0,7808143.0,,158393753.0,158393753.0,6692694.0,,,1626324596.0,8672615728.0,79167701.0,,,-117122142.0,2507529281.0,4070273285,,17678750697.0,1139988846,-797142372.0,158393753.0,942000000.0,-102669888.0,,,-33482094.0,,1306190742,6933630786.0,1148912437.0,,1367540435.0,7163413274.0,1738984941.0,-797142372.0,1059676520.0,7885108756.0,2065811489.0,,31232572.0,-3464584495.0,,1.32102,1048522030.0,,,,
2006-09-30,918000000.0,260422488.0,,,10090657.0,1285131110.0,-286351471.0,,681792780,681792780,2069967587.0,3851570359.0,-15647703.0,14848552587.0,57002347.0,306247904.0,648261987.0,,1686598860.0,6773482.0,129643421.0,1210461607.0,0.72367,0.0,,-1126850560.0,158393753.0,17344361238.0,681792780,15108975075.0,7823852.0,,289482508.0,289482508.0,,,,1788308930.0,8792891472.0,131961964.0,,,-117357774.0,2427629373.0,4114228233,,18313401140.0,994746843,-865785382.0,289482508.0,940000000.0,-98410850.0,,,-33647487.0,,1174695429,6939756343.0,988040684.0,,1432882530.0,7809321560.0,1853135129.0,1529430892.0,1096456913.0,8551469766.0,2235386163.0,,1117693.0,-3464848553.0,,0.73865,1018218397.0,,,,
2006-12-31,,290074557.0,,,1087094.0,1164283331.0,233495381.0,-1200553279.0,357476633,357476633,2384669152.0,4071528425.0,-19459500.0,16189422181.0,39608575.0,179189091.0,589468779.0,,1207019076.0,5196413.0,231295542.0,1049627213.0,,0.0,,-36269948.0,289482508.0,18781453868.0,357476633,16479496738.0,6989748.0,,520736253.0,520736253.0,,,,2110904007.0,9829916123.0,417010716.0,,,-71062442.0,2580405804.0,3787424880,,20217847158.0,599904314,-1168718557.0,520736253.0,,58779015.0,,,-35329596.0,,791304697,7672413793.0,536665724.0,,1980501490.0,8129077353.0,2157502330.0,27630873.0,1631943225.0,8951537745.0,2301957130.0,,32618827.0,-4028424977.0,,,1216216216.0,,,,
2007-03-31,920000000.0,306734317.0,,,3459409.0,704566421.0,343634686.0,-1131226937.0,551199262,551199262,2739852399.0,4100553506.0,-11531365.0,17121771218.0,159132841.0,231780443.0,599630996.0,,2815959410.0,4612546.0,-50738007.0,1193496310.0,0.58526,0.0,,-426660516.0,521217712.0,19754381919.0,551199262,17428505535.0,5765683.0,,468173432.0,468173432.0,,190267528.0,,2082564576.0,10265221402.0,-85332103.0,70341328.0,,-79566421.0,1134686346.0,3950645756,,21149677122.0,782979704,-1100092251.0,468173432.0,942000000.0,-11531365.0,,11531365.0,-33440959.0,,973247232,8017758303.0,782979705.0,,351706642.0,8648523985.0,2247463100.0,31134686.0,3459410.0,9489160517.0,2325876384.0,,0.0,-4027905904.0,,0.60027,1177352398.0,,,,
2007-06-30,922000000.0,317747077.0,,,-271312.0,1300747075.0,528841403.0,,640807651,640807651,3151965994.0,4202975558.0,49946865.0,18107332625.0,213602550.0,149840595.0,622741764.0,,1735387885.0,23017635.0,482193905.0,1127523911.0,0.69569,0.0,,2431974012.0,468173432.0,21229543039.0,640807651,18425079702.0,6376196.0,,952178533.0,952178533.0,,,,2431455898.0,11176408077.0,415831572.0,,,-157279490.0,2622741764.0,4358129649,,22134962806.0,730074389,-1321799354.0,952178533.0,944000000.0,-22475011.0,,-10468666.0,-44136087.0,,934112646,8524973433.0,790648247.0,,1892667375.0,9243358130.0,2651434644.0,-2453026291.0,1524973433.0,10053134963.0,2804463337.0,,0.0,-4027630181.0,,0.69569,1170031881.0,,,,
2007-09-30,918178800.0,367683593.0,,,786861.0,620146108.0,419385185.0,,676736560,676736560,3468150651.0,4378415979.0,77511677.0,19275563947.0,255391037.0,242472424.0,673755341.0,,1960647918.0,16094354.0,-236682967.0,1254099175.0,0.71497,0.0,,-3208731961.0,952178533.0,22496273477.0,676736560,19643247540.0,4968697.0,,716486137.0,716486137.0,,,,2507204611.0,11844380403.0,-407017406.0,,,-232535029.0,2704958760.0,4665606678,,23556593461.0,830766173,-1255938068.0,716486137.0,938052800.0,-51455216.0,,101292463.0,-42665426.0,,1046407632,9076816059.0,919208983.0,,1874192587.0,9873795091.0,2767564345.0,2566977564.0,1493590381.0,10651893074.0,2853025937.0,,-993738.0,-4281029514.0,,0.73497,1230249429.0,,,,
2007-12-31,,0.0,,,25042.0,1267540396.0,272138726.0,-1584767776.0,962776111,962776111,3811000000.0,4212000000.0,-236286296.0,20945000000.0,0.0,-111068369.0,608000000.0,,4593135447.0,18275465.0,-99772931.0,1416000000.0,,0.0,,5096418465.0,716486137.0,24167000000.0,962776111,21349000000.0,6000000.0,,569000000.0,569000000.0,,253882120.0,,2775000000.0,12554000000.0,164517937.0,,,-253000000.0,334608665.0,4927744112,244000000.0,25693713378.0,834768657,-1684170327.0,569000000.0,,66461592.0,,3702644838.0,-41757528.0,,1088612640,9457000000.0,851707741.0,,-500159992.0,10791000000.0,3097000000.0,-5507085959.0,-1058071649.0,11613000000.0,2818000000.0,,0.0,-4749230311.0,,,0.0,,,,
2008-03-31,926000000.0,466001440.0,,,1.0,853821623.0,631622261.0,,707746117,707746117,4552000823.0,4344203271.0,-34975826.0,22194218702.0,160477317.0,309638926.0,1154202243.0,,3494496451.0,23660117.0,88468265.0,1846517848.0,0.74807,0.0,,853821623.0,568871515.0,26434523197.0,707746117,22660220142.0,7200905.0,,657339780.0,657339780.0,79209958.0,,,3248636972.0,13758872544.0,-307581525.0,,,-205740150.0,2493570620.0,5988067071,,26943730069.0,1115111614,-1410348730.0,657339780.0,946000000.0,-141960704.0,,,-43205432.0,,1363028495,10277749203.0,1018413743.0,,1378459006.0,11736446868.0,3481123341.0,-1410348730.0,980351816.0,12675650653.0,3774303055.0,,-1.0,-4749511367.0,,0.76303,1381545109.0,,,,
2008-06-30,931000000.0,652350906.0,,,-2035417.0,1160222749.0,2109065710.0,,829432119,829432119,6546916344.0,4568491757.0,-12212498.0,23567066965.0,95664564.0,331772848.0,1603907999.0,,2213515164.0,145279431.0,1488979323.0,1995725626.0,0.87,0.0,,1160222749.0,657339780.0,30092611439.0,829432119,24219417871.0,6106249.0,,2146346428.0,2146346428.0,6106249.0,,,3820476287.0,16518420517.0,-245033985.0,,,-265621820.0,5745980053.0,7959495217,,28315693059.0,1163240383,-1778130814.0,2146346428.0,953000000.0,-450345423.0,,,-44317466.0,,1415631997,12495420313.0,1161204966.0,,4582739670.0,12518827600.0,4023000204.0,-1778130814.0,4163443924.0,13574190922.0,5873193568.0,,0.0,-4748626094.0,,0.89,1380012212.0,,,,
2008-09-30,815000000.0,767511178.0,,,2035417.0,1228450838.0,-182672216.0,,815414094,815414094,6568022142.0,4661486055.0,-36193315.0,25212901852.0,131999149.0,328933362.0,1348733234.0,,6186927826.0,15220554.0,-831226596.0,1784117522.0,0.86,0.0,,1228450838.0,2146346428.0,30531190121.0,815414094,25980413030.0,7451565.0,,1314668938.0,1314668938.0,156482861.0,,,3147753885.0,16038961039.0,-115896306.0,,,-161805408.0,2759208005.0,8946135831,,29961677666.0,1319991484,-1892423160.0,1314668938.0,953000000.0,254856691.0,,-2082217.0,-46605269.0,,1582925272,12575047903.0,1144347456.0,,1439216521.0,13287204599.0,3463913136.0,-1892423160.0,1005961252.0,14492229082.0,4550777092.0,,0.0,-4748775814.0,,0.87,1345539706.0,,,,
