date,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyDilutedEPS,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue
1984-03-31,,,,,,,,,,,,25760000.0,,,,,,,,,,,,,,418100000,,,418100000,,,,0.75,,,,,,418100000,,,,,,,,25760000.0,,,,,,,,,,,0.75,,,24700000,,,,,,,,,,,,,,,,
1984-06-30,,,,,,,,,,,,25760000.0,,,,,,,,,,,,,,446500000,,,446500000,,,,1.15,,,,,,446500000,,,,,,,,25760000.0,,,,,,,,,,,1.15,,,35600000,,,,,,,,,,,,,,,,
1984-09-30,,,,,,,,,,,,25760000.0,,,,,,,,,,,,,,423300000,,,423300000,,,,1.1,,,,,,423300000,,,,,,,,25760000.0,,,,,,,,,,,1.1,,,33500000,,,,,,,,,,,,,,,,
1984-12-31,,,43900000.0,,,,,734300000.0,17600000.0,-541400000.0,,,69300000.0,9800000.0,69300000.0,,,,,,,,,,,-1102400000,1114600000.0,,387200000,184600000.0,573200000.0,,,,,,,,-1102400000,,552400000.0,,661500000.0,194400000.0,450100000.0,,,,1481100000.0,,1031000000.0,57000000.0,,,746800000.0,413900000.0,,,,,38500000,,,74600000.0,420800000.0,152700000.0,,,,,,,,,,,
1985-03-31,,,,,,,,,,,,25760000.0,,,,,,,,,,,,,,377400000,,,377400000,,,,1.1,,,,,,377400000,,,,,,,,25760000.0,,,,,,,,,,,1.1,,,28200000,,,,,,,,,,,,,,,,
1985-06-30,,,,,,,,,,,,25800000.0,,,,,,,,,,,,,,404300000,,,404300000,,,,0.65,,,,,,404300000,,,,,,,,25800000.0,,,,,,,,,,,0.65,,,16000000,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,25496400.0,,,,,,,,,,,,,,386000000,,,386000000,,,,1.4,,,,,,386000000,,,,,,,,25496400.0,,,,,,,,,,,1.4,,,35100000,,,,,,,,,,,,,,,,
1985-12-31,,,46200000.0,,,,,789000000.0,21200000.0,-543400000.0,,,80400000.0,1300000.0,80400000.0,,,,,,,,,,,-973100000,1100700000.0,,379300000,214200000.0,557300000.0,,,,,,,,-973100000,,551700000.0,,701300000.0,215500000.0,454600000.0,,,,1556200000.0,,1101600000.0,51900000.0,,,767200000.0,498100000.0,,,,,37900000,,,100300000.0,399500000.0,139000000.0,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,25118000.0,,,,,,,,,,,,,,378000000,,,378000000,,,,1.25,,,,,,378000000,,,,,,,,25118000.0,,,,,,,,,,,1.25,,,32000000,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,25118000.0,,,,,,,,,,,,,,406000000,,,406000000,,,,1.8,,,,,,406000000,,,,,,,,25118000.0,,,,,,,,,,,1.8,,,45100000,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,25157000.0,,,,,,,,,,,,,,404900000,,,404900000,,,,1.85,,,,,,404900000,,,,,,,,25157000.0,,,,,,,,,,,1.85,,,46800000,,,,,,,,,,,,,,,,
1986-12-31,,,46500000.0,,,,,940700000.0,24300000.0,-611600000.0,,,53800000.0,800000.0,53800000.0,,,,,,,,,,,-949400000,1205800000.0,,390400000,202600000.0,594200000.0,,,,,,,,-949400000,,570200000.0,,782800000.0,203400000.0,456600000.0,,,,1714300000.0,,1257700000.0,30700000.0,,,773600000.0,617000000.0,,,,,53700000,,,131500000.0,408000000.0,142400000.0,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,25218600.0,,,,,,,,,,,,,,389000000,,,389000000,,,,1.85,,,,,,389000000,,,,,,,,25218600.0,,,,,,,,,,,1.85,,,46400000,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,25234400.0,,,,,,,,,,,,,,420300000,,,420300000,,,,1.95,,,,,,420300000,,,,,,,,25234400.0,,,,,,,,,,,1.95,,,47800000,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,24688600.0,,,,,,,,,,,,,,440400000,,,440400000,,,,1.85,,,,,,440400000,,,,,,,,24688600.0,,,,,,,,,,,1.85,,,46300000,,,,,,,,,,,,,,,,
1987-12-31,,,105400000.0,,,,,956700000.0,23100000.0,-664000000.0,,,62000000.0,800000.0,62000000.0,,,,,,,,,,,-1005500000,1338100000.0,,470600000,227200000.0,674100000.0,,,,,,,,-1005500000,,796300000.0,,822900000.0,228000000.0,535800000.0,,,,1981000000.0,,1445200000.0,27900000.0,,,1024300000.0,665700000.0,,,,,52900000,,,160500000.0,607900000.0,154200000.0,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,24157600.0,,,,,,,,,,,,,,480100000,,,480100000,,,,2.2,,,,,,480100000,,,,,,,,24157600.0,,,,,,,,,,,2.2,,,53100000,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,24157600.0,,,,,,,,,,,,,,493400000,,,493400000,,,,2.35,,,,,,493400000,,,,,,,,24157600.0,,,,,,,,,,,2.35,,,56900000,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,24195400.0,,,,,,,,,,,,,,522600000,,,522600000,,,,2.55,,,,,,522600000,,,,,,,,24195400.0,,,,,,,,,,,2.55,,,62200000,,,,,,,,,,,,,,,,
1988-12-31,,,142800000.0,,,,,1128600000.0,28200000.0,-740900000.0,,,106900000.0,700000.0,106900000.0,,,,,,,,,,,-1205900000,1460500000.0,,515500000,261300000.0,719600000.0,,,,,,,,-1205900000,,3860000000.0,,992300000.0,262000000.0,642700000.0,,,,5250600000.0,,4607900000.0,2903300000.0,,,4122000000.0,3745500000.0,,,,,58800000,,,349100000.0,607600000.0,198500000.0,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,24054000.0,,,,,,,,,,,,,,729100000,,,729100000,,,,2.35,,,,,,729100000,,,,,,,,24054000.0,,,,,,,,,,,2.35,,,56400000,,,,,,,,,,,,,,,,
1989-06-30,400000.0,,128500000.0,75500000.0,74600000.0,,,1216200000.0,25300000.0,-590700000.0,,24000000.0,104500000.0,400000.0,104500000.0,16500000.0,,,110000000.0,,,,,,,89700000,1138400000.0,,602600000,117700000.0,547700000.0,23600000.0,2.4,,,,,,109500000,,4160400000.0,,1065200000.0,228100000.0,521800000.0,55700000.0,24000000.0,,5604700000.0,57600000.0,5082900000.0,3218900000.0,,,4388500000.0,4406700000.0,,2.4,165200000.0,57600000.0,51000000,,,333600000.0,607900000.0,177900000.0,1300000.0,437400000.0,,,,,,,,,
1989-09-30,400000.0,,126300000.0,76700000.0,83700000.0,0.0,-168100000.0,1042700000.0,24300000.0,-600400000.0,,24355556.0,166500000.0,100400000.0,166500000.0,16700000.0,,,88500000.0,,,,139500000.0,-30000000.0,120700000.0,95100000,1161100000.0,,613700000,118600000.0,560700000.0,28900000.0,2.25,,,,64200000.0,-30200000.0,115600000,62100000.0,4238600000.0,109500000.0,892000000.0,307500000.0,575400000.0,56200000.0,24355556.0,,5588800000.0,54800000.0,5013400000.0,3390100000.0,,20500000.0,4546100000.0,4326400000.0,165700000.0,2.25,171800000.0,54800000.0,54800000,-198100000.0,0.0,340600000.0,507900000.0,169500000.0,5300000.0,441900000.0,,-14400000.0,,,,,,,
1989-12-31,200000.0,,124700000.0,165200000.0,87200000.0,0.0,-101600000.0,901500000.0,19200000.0,-607100000.0,,,79800000.0,400000.0,79800000.0,11700000.0,,,95800000.0,,,,124400000.0,-40600000.0,-77700000.0,96200000,1186900000.0,,645000000,113300000.0,579800000.0,24600000.0,,,,,55300000.0,-1900000.0,117900000,-86700000.0,4520700000.0,83800000.0,757200000.0,209500000.0,502500000.0,143500000.0,,,5631700000.0,62600000.0,5129200000.0,3681700000.0,,21700000.0,4730200000.0,4424700000.0,48900000.0,,261400000.0,62600000.0,62600000,-133500000.0,0.0,341800000.0,497200000.0,164400000.0,2800000.0,383600000.0,,-14300000.0,,,,,,,
1990-03-31,400000.0,,143800000.0,287000000.0,79600000.0,79800000.0,-31100000.0,940400000.0,22600000.0,-626400000.0,,23818182.0,39600000.0,400000.0,39600000.0,15700000.0,42100000.0,,101300000.0,,,,123300000.0,-29000000.0,31100000.0,94200000,1219300000.0,,609700000,113500000.0,592900000.0,27200000.0,2.2,,,,71800000.0,-2600000.0,115200000,-40200000.0,4663700000.0,94300000.0,789400000.0,215200000.0,482000000.0,266000000.0,23818182.0,,5819300000.0,52400000.0,5337300000.0,3632300000.0,-176600000.0,21000000.0,4878900000.0,4600600000.0,49600000.0,2.2,381200000.0,52400000.0,52400000,-194600000.0,0.0,353100000.0,678300000.0,189200000.0,1200000.0,228500000.0,,-197000000.0,,,,,,,
1990-06-30,400000.0,,141300000.0,268600000.0,83700000.0,0.0,-1100000.0,981200000.0,22600000.0,-643200000.0,,23791667.0,41600000.0,400000.0,41600000.0,15900000.0,32200000.0,,91100000.0,,,,67100000.0,-37900000.0,78500000.0,97100000,1255700000.0,,603300000,105800000.0,612500000.0,26600000.0,2.4,,,,49300000.0,-800000.0,118100000,1900000.0,4833300000.0,29200000.0,827900000.0,197300000.0,490700000.0,247600000.0,23791667.0,,6011800000.0,57100000.0,5521100000.0,3763900000.0,-136800000.0,21000000.0,5030600000.0,4767300000.0,66500000.0,2.4,365700000.0,57100000.0,57100000,-143600000.0,0.0,361200000.0,708200000.0,194900000.0,2500000.0,237600000.0,,-17900000.0,,,,,,,
1990-09-30,200000.0,,139100000.0,271600000.0,79900000.0,0.0,-36900000.0,1017300000.0,22800000.0,-663800000.0,,23914894.0,61200000.0,400000.0,61200000.0,17000000.0,58200000.0,,93200000.0,1600000.0,,,114800000.0,-53200000.0,155600000.0,94200000,1337100000.0,,624200000,113600000.0,673300000.0,23700000.0,2.35,,,,59200000.0,-200000.0,116700000,19700000.0,5119600000.0,61600000.0,866100000.0,207200000.0,542500000.0,249100000.0,23914894.0,,6344100000.0,56200000.0,5801600000.0,3963400000.0,-218900000.0,22500000.0,5326800000.0,4989200000.0,102000000.0,2.35,365800000.0,56200000.0,56200000,-250800000.0,0.0,371500000.0,784700000.0,216500000.0,2700000.0,258400000.0,,-17900000.0,,,,,,,
1990-12-31,200000.0,,101100000.0,304900000.0,112100000.0,0.0,-31200000.0,1047800000.0,25400000.0,-656800000.0,,,39000000.0,2200000.0,39000000.0,16200000.0,119600000.0,,100300000.0,21000000.0,,,229700000.0,-45700000.0,33600000.0,96300000,1333800000.0,,676600000,150400000.0,677000000.0,45700000.0,,,,,115400000.0,-28200000.0,120300000,-22200000.0,5389000000.0,184000000.0,887900000.0,252900000.0,532600000.0,280900000.0,,,6689700000.0,66300000.0,6157100000.0,4543200000.0,-436300000.0,24000000.0,5641900000.0,5379000000.0,180500000.0,,401200000.0,66400000.0,66400000,-285600000.0,0.0,162000000.0,683800000.0,217900000.0,32200000.0,275400000.0,,-18000000.0,,,,,,,
1991-03-31,200000.0,,99300000.0,304400000.0,78500000.0,39000000.0,-10800000.0,1079500000.0,27000000.0,-669200000.0,,23511111.0,75800000.0,2000000.0,75800000.0,14600000.0,164400000.0,,119900000.0,,,,50700000.0,-39500000.0,197400000.0,90600000,1360900000.0,,653900000,131000000.0,691700000.0,25600000.0,2.25,,,,2600000.0,-400000.0,112200000,36800000.0,5644000000.0,11200000.0,923000000.0,252900000.0,567700000.0,282800000.0,23511111.0,,6976400000.0,52900000.0,6408700000.0,4513600000.0,-325400000.0,21600000.0,5896900000.0,5617700000.0,151400000.0,2.25,395000000.0,52900000.0,52900000,-211300000.0,0.0,390700000.0,739700000.0,224000000.0,2400000.0,258900000.0,,-17800000.0,,,,,,,
1991-06-30,200000.0,,99800000.0,129300000.0,72600000.0,0.0,-10600000.0,1109700000.0,28600000.0,-682900000.0,,23857143.0,43300000.0,1500000.0,43300000.0,14600000.0,170000000.0,,96400000.0,,,,114300000.0,-44200000.0,108000000.0,86600000,1388700000.0,,638100000,134000000.0,705800000.0,22500000.0,2.1,,,,53600000.0,-100000.0,119700000,-32500000.0,5855900000.0,70100000.0,955400000.0,231900000.0,510800000.0,96200000.0,23857143.0,,7197500000.0,50100000.0,6686700000.0,4731300000.0,-369900000.0,33100000.0,6087800000.0,5881100000.0,121000000.0,2.1,215900000.0,50100000.0,50100000,-254700000.0,0.0,388200000.0,736400000.0,226600000.0,700000.0,422200000.0,,-17700000.0,,,,,,,
1991-09-30,200000.0,,97800000.0,121300000.0,77100000.0,0.0,-28800000.0,1167100000.0,29700000.0,-708300000.0,,23531915.0,62100000.0,1500000.0,62100000.0,14600000.0,170900000.0,4600000.0,84100000.0,,,,60400000.0,-40700000.0,220800000.0,93400000,1442200000.0,,623100000,139000000.0,733900000.0,21800000.0,2.35,,,,41200000.0,-1300000.0,121000000,18800000.0,6191700000.0,19700000.0,991900000.0,224600000.0,556700000.0,93700000.0,23531915.0,,7583400000.0,55300000.0,7026700000.0,4986600000.0,-363900000.0,27600000.0,6416300000.0,6195000000.0,185900000.0,2.35,214700000.0,55300000.0,55300000,-262500000.0,0.0,407200000.0,797900000.0,234400000.0,-1900000.0,408400000.0,,-17800000.0,,,,,,,
1991-12-31,200000.0,,119700000.0,897200000.0,66500000.0,0.0,-15700000.0,1219500000.0,28400000.0,-731400000.0,,,41400000.0,15100000.0,41400000.0,15300000.0,123900000.0,9100000.0,120000000.0,-9200000.0,,,102000000.0,-55100000.0,117200000.0,92500000,1498100000.0,,659800000,119300000.0,766700000.0,18100000.0,,,,,52300000.0,0.0,100100000,-20700000.0,6431400000.0,46900000.0,1022500000.0,254400000.0,578500000.0,889600000.0,,,7905300000.0,48400000.0,7326800000.0,5193900000.0,-293000000.0,7600000.0,6685800000.0,6440400000.0,121800000.0,,989700000.0,48400000.0,48400000,-239900000.0,0.0,426700000.0,810800000.0,253300000.0,-10700000.0,-329900000.0,,-17700000.0,,,,,,,
1992-03-31,200000.0,,117300000.0,130500000.0,94000000.0,41400000.0,-5800000.0,1255500000.0,33000000.0,-745000000.0,,23663800.0,45100000.0,13900000.0,45100000.0,14600000.0,170100000.0,-2700000.0,97700000.0,,,,91500000.0,-37700000.0,80900000.0,109000000,1512900000.0,,681600000,120700000.0,767900000.0,30800000.0,0.9,,,,35300000.0,,141100000,3700000.0,6593700000.0,53800000.0,1068000000.0,232300000.0,564400000.0,98400000.0,23663800.0,,8081500000.0,63200000.0,7517100000.0,5358400000.0,-295300000.0,32100000.0,6826000000.0,6631900000.0,84200000.0,0.9,239500000.0,63200000.0,63200000,-168700000.0,0.0,419500000.0,815800000.0,236900000.0,-400000.0,442100000.0,,-17800000.0,,,,,,,
1992-06-30,200000.0,,135400000.0,135300000.0,77200000.0,0.0,-133400000.0,1306500000.0,29300000.0,-767900000.0,,23665800.0,45900000.0,14900000.0,45900000.0,14400000.0,147000000.0,1000000.0,119400000.0,,,,129200000.0,-42600000.0,181400000.0,91400000,1589600000.0,,662000000,120900000.0,821700000.0,24600000.0,0.75,,,,56100000.0,,125300000,800000.0,6890100000.0,86600000.0,1102800000.0,255200000.0,658600000.0,101400000.0,23665800.0,,8451800000.0,52600000.0,7793200000.0,5519800000.0,-280800000.0,33900000.0,7145300000.0,6836100000.0,82200000.0,0.75,226700000.0,52600000.0,52600000,-309800000.0,0.0,429100000.0,941200000.0,259100000.0,300000.0,435300000.0,,-17700000.0,,,,,,,
1992-09-30,200000.0,,131700000.0,154600000.0,106300000.0,0.0,-8500000.0,1370800000.0,30400000.0,-793400000.0,,23669000.0,71500000.0,15500000.0,71500000.0,17300000.0,316300000.0,600000.0,138600000.0,14900000.0,,,150900000.0,-37300000.0,135500000.0,123000000,1629300000.0,,794700000,137700000.0,835900000.0,34300000.0,1.0,,,,70800000.0,0.0,164500000,25700000.0,7191700000.0,113600000.0,1157100000.0,291800000.0,716200000.0,113100000.0,23669000.0,,8854300000.0,72000000.0,8138100000.0,5790000000.0,-531200000.0,41500000.0,7483500000.0,7170500000.0,132500000.0,1.0,277600000.0,72000000.0,72000000,-260700000.0,0.0,435600000.0,966100000.0,275600000.0,600000.0,517100000.0,,-17800000.0,,,,,,,
1992-12-31,200000.0,,134800000.0,1041500000.0,165700000.0,0.0,-693100000.0,1401300000.0,29600000.0,-809400000.0,,,175700000.0,114500000.0,175700000.0,16000000.0,,-1900000.0,159400000.0,285600000.0,,,124700000.0,-39800000.0,-18000000.0,97800000,1639200000.0,,836800000,187200000.0,829800000.0,84100000.0,,,,,-340400000.0,-400000.0,96100000,104200000.0,7180600000.0,84900000.0,1206500000.0,461100000.0,801700000.0,1043200000.0,,,9204300000.0,67200000.0,8402600000.0,6105600000.0,,-1700000.0,7641700000.0,7438000000.0,135600000.0,,1139300000.0,67200000.0,81600000,-2600000.0,0.0,363300000.0,711700000.0,279800000.0,85000000.0,-302500000.0,,-17700000.0,,,,,,,
1993-03-31,200000.0,,127100000.0,111800000.0,41300000.0,163000000.0,-125400000.0,1463100000.0,29000000.0,-834800000.0,,23540984.0,29300000.0,14800000.0,29300000.0,11300000.0,,,148500000.0,-103600000.0,,,-46600000.0,-45100000.0,83400000.0,51100000,1771500000.0,,469800000,136900000.0,936700000.0,15000000.0,3.05,,,,-49300000.0,,83000000,-133700000.0,909200000.0,-91700000.0,1260600000.0,300200000.0,719100000.0,79900000.0,23540984.0,,2672500000.0,71800000.0,1953400000.0,102200000.0,,31900000.0,1209400000.0,889600000.0,200000.0,3.05,162900000.0,71800000.0,26300000,-170500000.0,0.0,145200000.0,661800000.0,302000000.0,1400000.0,306900000.0,,-17800000.0,,,,,,,
1993-06-30,200000.0,,290700000.0,116500000.0,47500000.0,0.0,-500000.0,840600000.0,697300000.0,-855000000.0,,23656250.0,50500000.0,,50500000.0,11900000.0,,,,58200000.0,,,56100000.0,-38000000.0,3600000.0,57400000,1799400000.0,,495000000,,944400000.0,16700000.0,3.2,,,,-48400000.0,,88400000,21200000.0,1601500000.0,18100000.0,1228200000.0,298000000.0,747800000.0,85500000.0,23656250.0,,2740100000.0,75700000.0,1992300000.0,783600000.0,,31000000.0,1899500000.0,757200000.0,300000.0,3.2,173900000.0,75700000.0,30800000,-38500000.0,0.0,139100000.0,678800000.0,,2000000.0,321100000.0,,-17700000.0,,,,,,,
1993-09-30,200000.0,,293700000.0,129000000.0,42000000.0,0.0,125200000.0,766100000.0,699200000.0,-878600000.0,,23529412.0,58600000.0,,58600000.0,11000000.0,,,,,,,62500000.0,-181500000.0,1900000.0,52500000,1849900000.0,,486900000,,971300000.0,22000000.0,0.85,,,,,,83600000,8100000.0,951800000.0,-119000000.0,1228200000.0,304900000.0,757800000.0,97900000.0,23529412.0,,2022800000.0,20000000.0,1265000000.0,105500000.0,,30400000.0,1256700000.0,0.0,200000.0,0.85,181500000.0,20000000.0,20000000,-56300000.0,0.0,148500000.0,697800000.0,,500000.0,305400000.0,,-17700000.0,,,,,,,
1993-12-31,200000.0,,112800000.0,153200000.0,2800000.0,0.0,-124200000.0,752600000.0,49500000.0,-910400000.0,,,48200000.0,14100000.0,48200000.0,9900000.0,,,155000000.0,,,,83200000.0,59600000.0,-29000000.0,11300000,1908700000.0,,486700000,157400000.0,998300000.0,-10100000.0,,,,,,,45500000,-10400000.0,930100000.0,142800000.0,633500000.0,326500000.0,733700000.0,119000000.0,,,2009200000.0,7900000.0,1275500000.0,99400000.0,,34200000.0,1256600000.0,164400000.0,800000.0,,164500000.0,7900000.0,12900000,-64600000.0,0.0,143700000.0,687000000.0,290800000.0,1200000.0,322200000.0,,-17800000.0,,,,,,,
