date,quarterlyNetIncomeCommonStockholders,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyGrossProfit,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyTaxProvision,quarterlyInventory,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue
1995-07-31,99700000.0,183900000,,906363636.0,,-64100000.0,-15000000.0,0.0,-55500000.0,,-3700000.0,1421700000.0,601600000.0,,523800000,432400000.0,746400000.0,,147800000,-29800000.0,1225100000.0,0.11,449000000.0,9500000.0,,130200000.0,,,114200000.0,409600000.0,99700000.0,,1426300000.0,173900000.0,99700000,,169200000.0,0.0,,6400000.0,344700000.0,52500000.0,212400000.0,-401700000.0,141600000.0,39000000.0,141600000.0,42000000.0,1800000.0,261800000.0,100000.0,328600000.0,906363636.0,51800000.0,-6500000.0,129500000.0,1900000.0,-33500000.0,106000000.0,152200000.0,,2027900000.0,43300000.0,320400000.0,72500000.0,42100000.0,,802800000.0,36100000.0,70000000.0,,98300000.0,,0.11,,,
1995-10-31,104600000.0,183900000,,871666667.0,,-105000000.0,-15000000.0,0.0,-59600000.0,,0.0,1499500000.0,566200000.0,,518600000,391300000.0,760200000.0,,154500000,-61200000.0,1197700000.0,0.12,428900000.0,-18400000.0,,142100000.0,,,115800000.0,402800000.0,104600000.0,,1508600000.0,164700000.0,104600000,,174900000.0,4400000.0,,7500000.0,345700000.0,55100000.0,228400000.0,-414500000.0,124300000.0,32800000.0,124300000.0,22200000.0,2200000.0,248300000.0,0.0,319000000.0,871666667.0,54200000.0,-30900000.0,212400000.0,2500000.0,-24600000.0,73000000.0,159700000.0,,2074800000.0,-17300000.0,308600000.0,48400000.0,65600000.0,,877100000.0,29400000.0,60500000.0,,0.0,,0.12,,,
1996-01-31,109000000.0,187900000,,908333333.0,0.0,-249800000.0,-15200000.0,0.0,-136400000.0,,-29900000.0,1660500000.0,574700000.0,,529200000,390400000.0,780400000.0,,161800000,15800000.0,1237400000.0,0.12,451800000.0,-18700000.0,,144900000.0,,,117100000.0,412100000.0,109000000.0,,1655600000.0,163000000.0,109000000,,184300000.0,-23300000.0,,6400000.0,363100000.0,57400000.0,245200000.0,-417300000.0,120100000.0,39400000.0,120100000.0,30500000.0,1700000.0,250300000.0,-100000.0,375700000.0,908333333.0,61200000.0,-16600000.0,254100000.0,21000000.0,-36600000.0,149900000.0,166400000.0,,2230300000.0,-4200000.0,292300000.0,113300000.0,173300000.0,,992900000.0,26100000.0,67600000.0,,0.0,,0.12,,,
1996-04-30,125400000.0,204900000,,,-200000.0,-236600000.0,-15200000.0,0.0,-178400000.0,,0.0,1797200000.0,714000000.0,,596100000,525000000.0,833700000.0,,184700000,59300000.0,1343200000.0,,518800000.0,-3000000.0,15300000.0,128000000.0,,,129700000.0,466400000.0,125400000.0,,1789300000.0,192700000.0,125400000,,189000000.0,-56900000.0,,8900000.0,415300000.0,66100000.0,257300000.0,-418400000.0,110300000.0,45700000.0,110300000.0,60500000.0,2300000.0,281700000.0,0.0,471700000.0,,68800000.0,-4400000.0,273100000.0,-600000.0,-69100000.0,171600000.0,191500000.0,,2503300000.0,-9800000.0,367100000.0,102500000.0,184200000.0,,1160100000.0,20200000.0,97400000.0,,0.0,,,,,
1996-07-31,127400000.0,226700000,,980000000.0,-100000.0,-185800000.0,-22700000.0,0.0,-63000000.0,,,1915900000.0,649200000.0,,600900000,459200000.0,877500000.0,,187900000,-101800000.0,1428000000.0,0.14,566200000.0,-3200000.0,19100000.0,143400000.0,,,116800000.0,484100000.0,127400000.0,,1919000000.0,191700000.0,127400000,,190000000.0,-2800000.0,,8700000.0,435400000.0,67100000.0,265700000.0,-442100000.0,121100000.0,27500000.0,121100000.0,47100000.0,2000000.0,296200000.0,0.0,456700000.0,910000000.0,65700000.0,-33300000.0,248100000.0,1400000.0,-39000000.0,64300000.0,194500000.0,,2568200000.0,-30000000.0,337300000.0,25300000.0,164600000.0,,1140200000.0,38800000.0,74800000.0,,151100000.0,,0.13,,,
1996-10-31,128300000.0,221400000,,986923077.0,200000.0,-123600000.0,-22700000.0,0.0,-143200000.0,,,2025100000.0,652800000.0,,598200000,471100000.0,916800000.0,,189800000,-66000000.0,1467300000.0,0.14,599800000.0,-24900000.0,20400000.0,135500000.0,,,119500000.0,478700000.0,128300000.0,,2019700000.0,189000000.0,128300000,,181700000.0,-55800000.0,,8700000.0,456500000.0,67600000.0,285500000.0,-460300000.0,89000000.0,25800000.0,89000000.0,78400000.0,2600000.0,288900000.0,0.0,495400000.0,916428571.0,68300000.0,19400000.0,253300000.0,6800000.0,-47500000.0,94200000.0,195900000.0,,2672500000.0,-32100000.0,316200000.0,46700000.0,83700000.0,,1205200000.0,31600000.0,76500000.0,,0.0,,0.13,,,
1997-01-31,128700000.0,216400000,,990000000.0,,-190200000.0,-22800000.0,0.0,-100200000.0,,,2070300000.0,662000000.0,,598700000,488400000.0,930200000.0,,188400000,-17300000.0,1504600000.0,0.14,660800000.0,-22100000.0,17700000.0,137700000.0,,,124300000.0,474400000.0,128700000.0,,2033200000.0,188500000.0,128700000,,173600000.0,-8000000.0,,9700000.0,462600000.0,67800000.0,292600000.0,-467600000.0,61100000.0,18200000.0,61100000.0,87200000.0,1500000.0,286000000.0,0.0,482700000.0,919285714.0,69500000.0,-61600000.0,245300000.0,27500000.0,-52100000.0,139300000.0,196500000.0,,2695200000.0,-27800000.0,306500000.0,87200000.0,150100000.0,,1190600000.0,28000000.0,94700000.0,,0.0,,0.13,,,
1997-04-30,145500000.0,236900000,,,,0.0,-22500000.0,0.0,384400000.0,,-402100000.0,1807700000.0,663000000.0,,640400000,518700000.0,965000000.0,,218400000,-200000.0,1237900000.0,,240900000.0,33300000.0,14000000.0,128100000.0,,,132700000.0,507700000.0,145500000.0,,1746200000.0,194100000.0,145500000,,144300000.0,-32500000.0,,7000000.0,487200000.0,76700000.0,282600000.0,-477800000.0,197400000.0,2200000.0,197400000.0,106400000.0,3300000.0,289300000.0,100000.0,491000000.0,,76700000.0,-415600000.0,193100000.0,8500000.0,-51600000.0,165800000.0,222200000.0,,2409200000.0,136200000.0,302000000.0,114200000.0,468500000.0,,1171300000.0,18500000.0,110300000.0,,0.0,,,,,
1997-07-31,146500000.0,254500000,,915625000.0,,,-25700000.0,0.0,-13200000.0,,-40100000.0,1892500000.0,674900000.0,,646300000,517500000.0,972800000.0,,220500000,-28400000.0,1323800000.0,0.16,230300000.0,-25800000.0,18900000.0,132200000.0,,,126200000.0,520100000.0,146500000.0,,1840800000.0,194900000.0,146500000,,157400000.0,-24500000.0,,5100000.0,480600000.0,77200000.0,300200000.0,-492200000.0,280200000.0,6300000.0,280200000.0,95100000.0,2000000.0,299600000.0,-100000.0,490800000.0,915625000.0,70700000.0,-54000000.0,220500000.0,18300000.0,-21500000.0,152100000.0,223700000.0,,2515700000.0,82800000.0,351500000.0,130600000.0,32800000.0,,1191900000.0,34000000.0,70900000.0,,197400000.0,,0.16,,,
1997-10-31,143500000.0,245900000,,956666667.0,,,-25700000.0,0.0,-24600000.0,,-40900000.0,1978500000.0,667500000.0,,642100000,498700000.0,1009700000.0,,215800000,-72400000.0,1384900000.0,0.16,219100000.0,-18000000.0,16100000.0,140900000.0,,,128800000.0,513300000.0,143500000.0,,1941800000.0,196700000.0,143500000,,168800000.0,6300000.0,,5300000.0,490300000.0,75600000.0,325500000.0,-519400000.0,297900000.0,11800000.0,297900000.0,100100000.0,1900000.0,297500000.0,100000.0,491300000.0,896875000.0,70700000.0,-62500000.0,242800000.0,4300000.0,-33900000.0,101100000.0,219100000.0,,2609300000.0,17800000.0,319200000.0,67200000.0,3000000.0,,1224400000.0,30100000.0,79400000.0,,0.0,,0.15,,,
1998-01-31,7300000.0,233100000,,730000000.0,,,-25800000.0,0.0,-61500000.0,,-41400000.0,1943600000.0,767500000.0,,631400000,600700000.0,971900000.0,,202300000,-75400000.0,1496000000.0,0.01,318900000.0,-1400000.0,15500000.0,142600000.0,,,140000000.0,491400000.0,7300000.0,,1891800000.0,184000000.0,7300000,,166800000.0,36400000.0,,-185500000.0,474400000.0,7500000.0,320200000.0,-497500000.0,310600000.0,8700000.0,310600000.0,94400000.0,2000000.0,289100000.0,0.0,471900000.0,730000000.0,74300000.0,-42100000.0,217000000.0,30500000.0,-27800000.0,119200000.0,14800000.0,,2659300000.0,12600000.0,426300000.0,91400000.0,16300000.0,,1163300000.0,30800000.0,80000000.0,,0.0,,0.01,,,
1998-04-30,160100000.0,283700000,,,,0.0,-25700000.0,0.0,-74500000.0,,-45800000.0,2092300000.0,730500000.0,,685000000,572000000.0,1023400000.0,,241000000,60900000.0,1551600000.0,,271700000.0,-14600000.0,16200000.0,128900000.0,,,137900000.0,547100000.0,160100000.0,,2044200000.0,181900000.0,160100000,,158500000.0,-60500000.0,,5700000.0,508800000.0,84300000.0,331100000.0,-514600000.0,382700000.0,13400000.0,382700000.0,93300000.0,2400000.0,306100000.0,-100000.0,466600000.0,,81500000.0,-70000000.0,247700000.0,1200000.0,-65000000.0,217700000.0,244400000.0,,2774700000.0,72100000.0,389600000.0,152700000.0,51000000.0,,1223100000.0,42700000.0,89100000.0,,0.0,,,,,
1998-07-31,150400000.0,256900000,,940000000.0,,-162000000.0,-30400000.0,0.0,-177700000.0,,-59000000.0,2127900000.0,719800000.0,,653200000,577400000.0,1053000000.0,,221000000,-46400000.0,1594700000.0,0.16,418200000.0,-12800000.0,16400000.0,125300000.0,,,133800000.0,519400000.0,150400000.0,,2072900000.0,187900000.0,150400000,,142400000.0,-34100000.0,,7000000.0,518200000.0,75700000.0,342400000.0,-534800000.0,259200000.0,700000.0,259200000.0,99200000.0,1900000.0,298400000.0,-100000.0,456400000.0,940000000.0,74600000.0,-83500000.0,223400000.0,1100000.0,-29200000.0,139900000.0,226100000.0,,2792700000.0,-123500000.0,404000000.0,110700000.0,47600000.0,,1198000000.0,35900000.0,74200000.0,,382700000.0,,0.16,,,
1998-10-31,145000000.0,275300000,,966666667.0,,-169000000.0,-31700000.0,0.0,-454600000.0,,-47800000.0,2963400000.0,924500000.0,,728400000,774100000.0,1138400000.0,,231300000,-137000000.0,2271500000.0,0.15,568100000.0,-37200000.0,19500000.0,130400000.0,,,162100000.0,566300000.0,145000000.0,,2910100000.0,210200000.0,145000000,,150400000.0,-27200000.0,,-10900000.0,565100000.0,72400000.0,424600000.0,-573300000.0,572300000.0,500000.0,572300000.0,201300000.0,3000000.0,335000000.0,0.0,673400000.0,966666667.0,80800000.0,705400000.0,324600000.0,696700000.0,-283000000.0,56100000.0,217400000.0,,3834600000.0,309700000.0,476600000.0,-226900000.0,24600000.0,,1563100000.0,44000000.0,96200000.0,,0.0,,0.15,,,
1999-01-31,-35100000.0,379500000,,1170000000.0,-123100000.0,-316200000.0,-31800000.0,0.0,-583600000.0,,0.0,3602400000.0,1335300000.0,,1038900000,1166500000.0,1435100000.0,,298500000,-59600000.0,2526300000.0,-0.03,720400000.0,-12200000.0,22600000.0,140200000.0,,,214000000.0,824900000.0,-35100000.0,,3574900000.0,337900000.0,-35100000,,168800000.0,48200000.0,,-267400000.0,749600000.0,52100000.0,525500000.0,-685500000.0,346600000.0,6000000.0,346600000.0,225300000.0,14100000.0,526400000.0,100000.0,1229300000.0,1170000000.0,107500000.0,47100000.0,405000000.0,116500000.0,-786200000.0,176900000.0,17000000.0,,4910200000.0,-359100000.0,801700000.0,-609300000.0,470600000.0,,2383900000.0,81000000.0,139500000.0,,0.0,,-0.03,,,
1999-04-30,158100000.0,399900000,,,,-37000000.0,-38000000.0,0.0,-91300000.0,,-270400000.0,3715700000.0,1215700000.0,,1119000000,990300000.0,1408000000.0,,347700000,-124600000.0,2395200000.0,,614500000.0,-24500000.0,17600000.0,177000000.0,,,247600000.0,871400000.0,158100000.0,,3654600000.0,356100000.0,158100000,,225400000.0,-17600000.0,,-102300000.0,748800000.0,83400000.0,554000000.0,-659200000.0,222100000.0,30800000.0,222100000.0,239200000.0,3900000.0,523700000.0,0.0,1326000000.0,,115400000.0,-112900000.0,400300000.0,186700000.0,-145400000.0,82400000.0,241500000.0,,4870300000.0,-124500000.0,597900000.0,-63000000.0,108700000.0,,2475100000.0,52200000.0,153200000.0,,0.0,,,,,
1999-07-31,248900000.0,415100000,,1185238095.0,,-80000000.0,-47000000.0,230000000.0,-77000000.0,60100000.0,-118100000.0,3873000000.0,1191700000.0,82100000.0,1104900000,984000000.0,1458000000.0,,365400000,-126600000.0,2400400000.0,0.21,440800000.0,-47500000.0,18900000.0,147000000.0,,,225700000.0,879200000.0,248900000.0,,3810900000.0,351400000.0,248900000,,207700000.0,-63500000.0,,0.0,781300000.0,119900000.0,600400000.0,-676700000.0,312100000.0,41800000.0,230000000.0,188500000.0,3100000.0,513800000.0,0.0,1355100000.0,1185238095.0,112700000.0,-146500000.0,465800000.0,73600000.0,-52500000.0,232100000.0,368800000.0,,5002600000.0,7900000.0,603400000.0,179600000.0,119000000.0,,2602200000.0,49700000.0,192100000.0,-120700000.0,222100000.0,58600000.0,0.21,,,
1999-10-31,257500000.0,469300000,,1170454545.0,,-45000000.0,-46800000.0,157800000.0,-150000000.0,-30700000.0,-158400000.0,3871100000.0,1311600000.0,59200000.0,1160500000,1103600000.0,1529600000.0,,377700000,-63900000.0,2523700000.0,0.22,470000000.0,-97800000.0,18100000.0,152200000.0,,,210200000.0,950300000.0,257500000.0,,3865400000.0,365200000.0,257500000,,208000000.0,-32100000.0,,0.0,824400000.0,123300000.0,683300000.0,-705200000.0,217000000.0,37700000.0,157800000.0,186200000.0,3500000.0,572600000.0,0.0,1351000000.0,1170454545.0,115800000.0,-175900000.0,477900000.0,4400000.0,-111900000.0,254500000.0,380800000.0,,5177000000.0,-72200000.0,719900000.0,142600000.0,39000000.0,,2653300000.0,91600000.0,197500000.0,-122900000.0,230000000.0,117200000.0,0.22,,,
2000-01-31,263200000.0,431100000,,1196363636.0,,-22000000.0,-47700000.0,154800000.0,-23700000.0,-71900000.0,-147100000.0,4143400000.0,1302500000.0,82800000.0,1258800000,1120400000.0,1622500000.0,,403800000,-173100000.0,2733300000.0,0.22,548000000.0,5500000.0,24400000.0,157700000.0,,,310300000.0,948500000.0,263200000.0,,4119200000.0,400200000.0,263200000,,182100000.0,45400000.0,,-14700000.0,883000000.0,129400000.0,709800000.0,-739500000.0,237600000.0,,154800000.0,293200000.0,3000000.0,544700000.0,0.0,1389500000.0,1196363636.0,117200000.0,-39600000.0,415900000.0,81600000.0,-56100000.0,56700000.0,392600000.0,,5421700000.0,-9400000.0,574300000.0,600000.0,9000000.0,,2688400000.0,27300000.0,252900000.0,-143700000.0,157800000.0,119500000.0,0.22,,,
2000-04-30,322200000.0,545500000,,,,-111400000.0,-48000000.0,448400000.0,-125900000.0,113600000.0,-73800000.0,4543100000.0,1177900000.0,109700000.0,1432200000,991500000.0,1677600000.0,,470800000,-15800000.0,3013400000.0,,554600000.0,20700000.0,14100000.0,157100000.0,,,307600000.0,1124600000.0,322200000.0,,4491500000.0,447800000.0,322200000,,186400000.0,5200000.0,,900000.0,946500000.0,154900000.0,690600000.0,-731100000.0,558100000.0,15200000.0,448400000.0,316300000.0,3800000.0,653800000.0,0.0,1361400000.0,,131300000.0,-80500000.0,348100000.0,34400000.0,-121600000.0,498700000.0,477100000.0,,5669400000.0,293600000.0,475200000.0,377100000.0,101900000.0,,2656000000.0,74700000.0,200000000.0,-171400000.0,154800000.0,119800000.0,,,,
2000-07-31,289000000.0,505800000,,1225000000.0,,-197000000.0,-59900000.0,575200000.0,-264000000.0,100000.0,,4776400000.0,1147000000.0,238200000.0,1309900000,964100000.0,1745000000.0,,433400000,125800000.0,3124800000.0,0.24,405500000.0,-38300000.0,15500000.0,151800000.0,,,258100000.0,1051800000.0,289000000.0,,4739100000.0,410100000.0,289000000,,182900000.0,-38500000.0,,-16900000.0,969700000.0,138600000.0,751400000.0,-775300000.0,813400000.0,15600000.0,575200000.0,252900000.0,3300000.0,618400000.0,0.0,1340600000.0,1198200000.0,135900000.0,-112800000.0,451000000.0,4200000.0,-65500000.0,504200000.0,427600000.0,,5886100000.0,126800000.0,530900000.0,438700000.0,37000000.0,,2761300000.0,72400000.0,180300000.0,-157200000.0,448400000.0,119900000.0,0.24,,,
2000-10-31,314100000.0,521200000,,1225600000.0,,-278000000.0,-60000000.0,587500000.0,-326200000.0,300000.0,,5050600000.0,1207400000.0,236100000.0,1361400000,1020300000.0,1818800000.0,,450700000,42500000.0,3212300000.0,0.26,470100000.0,-19300000.0,15000000.0,156700000.0,,,296300000.0,1065100000.0,314100000.0,,4964100000.0,400800000.0,314100000,,187100000.0,-13400000.0,,0.0,1019500000.0,150700000.0,754800000.0,-799300000.0,823600000.0,15400000.0,587500000.0,214800000.0,4300000.0,614400000.0,500000.0,1301000000.0,1199700000.0,143100000.0,-76800000.0,638700000.0,20300000.0,-115800000.0,410500000.0,464800000.0,,6171500000.0,12300000.0,594800000.0,294700000.0,81000000.0,,2959200000.0,70500000.0,210700000.0,-206500000.0,575200000.0,120000000.0,0.26,,,
2001-01-31,302800000.0,540500000,,1225800000.0,,-494000000.0,-60400000.0,448800000.0,-490300000.0,15300000.0,,5399200000.0,1153500000.0,221400000.0,1361600000,949400000.0,1954000000.0,,465500000,-37700000.0,3081400000.0,0.25,434100000.0,1700000.0,15900000.0,165700000.0,,,270400000.0,1091200000.0,302800000.0,,5358700000.0,406800000.0,302800000,,204100000.0,-53700000.0,,-39600000.0,1103600000.0,141900000.0,763800000.0,-850400000.0,670200000.0,22500000.0,448800000.0,151900000.0,,625700000.0,0.0,1303300000.0,1207200000.0,143900000.0,-19700000.0,1023900000.0,98700000.0,-121600000.0,355900000.0,444700000.0,,6512200000.0,-158100000.0,616100000.0,234300000.0,179000000.0,,3430800000.0,75000000.0,181400000.0,-161300000.0,587500000.0,120800000.0,0.25,,,
2001-04-30,150000000.0,594900000,,,,-421000000.0,-60400000.0,1030300000.0,55000000.0,-167900000.0,,5576300000.0,1529400000.0,201400000.0,1517900000,1359300000.0,2057300000.0,,515500000,192700000.0,3756800000.0,,0.0,11400000.0,13300000.0,156800000.0,1008000000.0,1226100000.0,318000000.0,1199900000.0,150000000.0,,5509500000.0,455400000.0,150000000,1235300000.0,170100000.0,-13200000.0,,-323200000.0,1176500000.0,72200000.0,729500000.0,-880800000.0,1231700000.0,,1030300000.0,145400000.0,,684400000.0,-500000.0,,,149600000.0,-36400000.0,870300000.0,25500000.0,-136800000.0,560900000.0,222200000.0,,7038900000.0,581500000.0,0.0,424100000.0,626000000.0,,3282100000.0,79400000.0,205900000.0,-187800000.0,448800000.0,121000000.0,,,,
2001-07-31,301500000.0,547500000,,1223300000.0,61500000.0,-225000000.0,-69600000.0,1170200000.0,-160300000.0,18100000.0,,5812600000.0,1501200000.0,188400000.0,1455700000,1319900000.0,2116800000.0,,481800000,-69800000.0,3912900000.0,0.25,0.0,7600000.0,13900000.0,163200000.0,991400000.0,1246400000.0,378100000.0,1077600000.0,301500000.0,,5772500000.0,444800000.0,301500000,,181300000.0,-32200000.0,,-62800000.0,1200200000.0,138800000.0,717600000.0,-916600000.0,1358600000.0,4200000.0,1170200000.0,127900000.0,,595800000.0,0.0,1234200000.0,1209900000.0,151000000.0,-77200000.0,926400000.0,4400000.0,-84100000.0,377000000.0,440300000.0,,7273700000.0,139900000.0,0.0,292900000.0,181000000.0,,3360800000.0,65700000.0,200600000.0,-161100000.0,1030300000.0,121000000.0,0.25,,,
2001-10-31,66700000.0,587400000,,1222600000.0,,-167000000.0,-69600000.0,283100000.0,-3318600000.0,-13200000.0,,5869600000.0,3886900000.0,64600000.0,1571200000,3559400000.0,2374400000.0,,524600000,-11100000.0,3127900000.0,0.06,0.0,5600000.0,14100000.0,175100000.0,1042800000.0,1398300000.0,405000000.0,1166200000.0,66700000.0,,5831500000.0,479200000.0,66700000,,327500000.0,-49200000.0,,-296200000.0,1401000000.0,151700000.0,763000000.0,-973400000.0,347700000.0,138300000.0,283100000.0,2282300000.0,10000000.0,641600000.0,3600000.0,4590900000.0,1210100000.0,162400000.0,2067900000.0,598600000.0,10200000.0,-97100000.0,359900000.0,218400000.0,,9718400000.0,-887100000.0,0.0,262800000.0,646000000.0,,6590500000.0,62800000.0,234300000.0,-159100000.0,1170200000.0,121000000.0,0.05,,,
2002-01-31,314900000.0,612500000,,1225500000.0,,-213000000.0,-69800000.0,458800000.0,-374900000.0,-8700000.0,0.0,6206000000.0,3982300000.0,73400000.0,1592400000,3643700000.0,2448700000.0,,522700000,-12000000.0,3313000000.0,0.26,0.0,11400000.0,13600000.0,181500000.0,1067900000.0,1417200000.0,412800000.0,1179600000.0,314900000.0,,6163200000.0,493500000.0,314900000,3765800000.0,338600000.0,-34800000.0,,-66600000.0,1431300000.0,128200000.0,738100000.0,-1017400000.0,532200000.0,143500000.0,458800000.0,2364600000.0,13000000.0,656900000.0,-3600000.0,858600000.0,1212400000.0,163400000.0,113000000.0,776800000.0,91700000.0,-101200000.0,424500000.0,443100000.0,,10145500000.0,175700000.0,0.0,323300000.0,41000000.0,,6832500000.0,89800000.0,211200000.0,-164200000.0,283100000.0,121400000.0,0.26,,,
2002-04-30,300900000.0,731400000,,,,-116000000.0,-69800000.0,410700000.0,-527900000.0,54700000.0,-100000.0,6493000000.0,4473400000.0,123000000.0,1791500000,3984900000.0,2489100000.0,,619900000,-217800000.0,3488000000.0,,0.0,5800000.0,9500000.0,245200000.0,1200600000.0,1522500000.0,456800000.0,1334700000.0,300900000.0,,6431100000.0,545300000.0,300900000,4034600000.0,488500000.0,-41500000.0,,-192600000.0,1451800000.0,121500000.0,748100000.0,-1037300000.0,533700000.0,233800000.0,410700000.0,2516100000.0,4900000.0,714800000.0,0.0,1060300000.0,,169500000.0,61800000.0,869800000.0,14200000.0,-104000000.0,428800000.0,422400000.0,,10904500000.0,-48100000.0,0.0,324800000.0,73000000.0,,7416500000.0,111500000.0,268200000.0,-183400000.0,458800000.0,121500000.0,,,,
2002-07-31,383300000.0,682100000,,1224200000.0,,-42000000.0,-76000000.0,872100000.0,291400000.0,-40900000.0,-63700000.0,6753700000.0,4460300000.0,16600000.0,1713900000,3893400000.0,2608700000.0,,584200000,-112100000.0,4012000000.0,0.32,0.0,-53700000.0,9700000.0,336200000.0,1110300000.0,1576700000.0,414200000.0,1299700000.0,383300000.0,,6731300000.0,536100000.0,383300000,4052700000.0,566900000.0,-18500000.0,,-36300000.0,1493500000.0,163100000.0,850700000.0,-1115200000.0,888700000.0,221000000.0,872100000.0,2508500000.0,1500000.0,715500000.0,0.0,1046700000.0,1215200000.0,179400000.0,-146300000.0,586700000.0,17000000.0,-91100000.0,332200000.0,546400000.0,,11191600000.0,461400000.0,0.0,241100000.0,443000000.0,,7179600000.0,97900000.0,274600000.0,-143800000.0,410700000.0,121400000.0,0.31,,,
2002-10-31,301700000.0,740800000,,1223800000.0,,-18000000.0,-75900000.0,990900000.0,-77300000.0,111500000.0,-65100000.0,7174900000.0,4268800000.0,49800000.0,1891000000,1699700000.0,2666300000.0,,638200000,-194200000.0,4194600000.0,0.25,0.0,-51100000.0,1983100000.0,335000000.0,1028000000.0,1642100000.0,460700000.0,1430300000.0,301700000.0,,7181100000.0,598600000.0,301700000,,2569100000.0,16800000.0,,-151500000.0,1486000000.0,186300000.0,894200000.0,-1180300000.0,1040700000.0,251000000.0,990900000.0,405300000.0,-1300000.0,792100000.0,3700000.0,5225700000.0,1215600000.0,193500000.0,-234600000.0,543600000.0,26900000.0,-71200000.0,424800000.0,488000000.0,,11449900000.0,118800000.0,0.0,353600000.0,-3000000.0,,7255300000.0,102600000.0,266400000.0,-115700000.0,872100000.0,121900000.0,0.25,,,
2003-01-31,427700000.0,767800000,,1232800000.0,,-37300000.0,-76300000.0,1468600000.0,-76400000.0,102800000.0,-109100000.0,7502300000.0,4340400000.0,16700000.0,1912500000,1752400000.0,2790900000.0,,662800000,17100000.0,4577800000.0,0.35,0.0,-52400000.0,1984100000.0,348400000.0,1032400000.0,1721600000.0,474800000.0,1437700000.0,427700000.0,,7572800000.0,587800000.0,427700000,,2588000000.0,23100000.0,,-48500000.0,1541800000.0,183400000.0,994100000.0,-1249100000.0,1485300000.0,255500000.0,1468600000.0,419600000.0,3200000.0,774900000.0,0.0,5218100000.0,1220500000.0,187100000.0,-94000000.0,575500000.0,84300000.0,-108200000.0,650100000.0,611100000.0,,11913200000.0,477700000.0,0.0,541900000.0,46000000.0,,7335400000.0,105000000.0,300400000.0,-51500000.0,990900000.0,122000000.0,0.35,,,
2003-04-30,487100000.0,871000000,,,,-319200000.0,-76000000.0,1470100000.0,-387300000.0,29200000.0,-180600000.0,7808400000.0,4414400000.0,22700000.0,2147800000,1813300000.0,2872900000.0,,768400000,52400000.0,4605500000.0,,0.0,65500000.0,1980300000.0,316500000.0,,1761400000.0,540600000.0,1607200000.0,487100000.0,,7906400000.0,649400000.0,487100000,,2601100000.0,-17700000.0,,-68800000.0,1583000000.0,208700000.0,942400000.0,-1289900000.0,1492800000.0,304300000.0,1470100000.0,385300000.0,3800000.0,838800000.0,-3700000.0,5216800000.0,,189400000.0,-268900000.0,915500000.0,27700000.0,-109900000.0,671100000.0,695800000.0,,12320800000.0,1500000.0,1158600000.0,561200000.0,59500000.0,,7715300000.0,102600000.0,269400000.0,-23800000.0,1468600000.0,121800000.0,,,,
