date,quarterlyNetIncomeCommonStockholders,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyGrossProfit,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyTaxProvision,quarterlyInventory,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue
2017-01-31,821000000.0,1965000000,82000000.0,1383100000.0,194000000.0,-1244000000.0,-590000000.0,2768000000.0,-942000000.0,-354000000.0,-615000000.0,52266000000.0,48085000000.0,8690000000.0,7283000000,12672000000.0,10436000000.0,821000000.0,1554000000,600000000.0,22423000000.0,0.6,1792000000.0,-74000000.0,25923000000.0,1710000000.0,2547000000.0,5453000000.0,2268000000.0,5015000000.0,821000000.0,,49387000000.0,2388000000.0,820000000,41224000000.0,35413000000.0,-11000000.0,-140000000.0,-407000000.0,4947000000.0,147000000.0,3720000000.0,-5489000000.0,11458000000.0,3643000000.0,2768000000.0,6226000000.0,268000000.0,3461000000.0,-18000000.0,26209000000.0,1372200000.0,530000000.0,-1317000000.0,1291000000.0,49000000.0,-326000000.0,2085000000.0,967000000.0,-22000000.0,97578000000.0,-186000000.0,0.0,1759000000.0,661000000.0,107000000.0,75155000000.0,730000000.0,1557000000.0,-2879000000.0,2954000000.0,0.0,0.59,,,
2017-04-30,1163000000.0,2443000000,76000000.0,1380600000.0,-149000000.0,-1017000000.0,-594000000.0,4967000000.0,-272000000.0,-55000000.0,-135000000.0,23356000000.0,49400000000.0,8741000000.0,7916000000,14220000000.0,9691000000.0,633000000.0,1904000000,11000000.0,24873000000.0,0.85,1865000000.0,34000000.0,25921000000.0,1515000000.0,2442000000.0,5591000000.0,2436000000.0,5480000000.0,1163000000.0,,50294000000.0,2479000000.0,1164000000,38515000000.0,35180000000.0,1000000.0,-473000000.0,-273000000.0,4361000000.0,271000000.0,3338000000.0,-5330000000.0,13708000000.0,2978000000.0,4967000000.0,7520000000.0,290000000.0,3576000000.0,-4000000.0,23407000000.0,1369000000.0,553000000.0,685000000.0,7151000000.0,119000000.0,-330000000.0,1773000000.0,1435000000.0,4000000.0,99816000000.0,2199000000.0,34000000.0,1443000000.0,1070000000.0,-93000000.0,74943000000.0,718000000.0,1731000000.0,-2613000000.0,2768000000.0,0.0,0.84,,,
2017-07-31,1016000000.0,2117000000,92000000.0,1375600000.0,-5000000.0,-615000000.0,-625000000.0,4691000000.0,83000000.0,58000000.0,-1233000000.0,24043000000.0,49380000000.0,8397000000.0,7390000000,15148000000.0,9890000000.0,717000000.0,1488000000,-1063000000.0,24779000000.0,0.75,2000000000.0,-164000000.0,25953000000.0,943000000.0,3251000000.0,5784000000.0,2349000000.0,5041000000.0,1016000000.0,,50672000000.0,2485000000.0,1009000000,39142000000.0,34232000000.0,5000000.0,-8000000.0,-99000000.0,4387000000.0,186000000.0,3538000000.0,-5503000000.0,13088000000.0,2610000000.0,4691000000.0,8058000000.0,286000000.0,3553000000.0,-5000000.0,23006000000.0,1361900000.0,548000000.0,-1141000000.0,7255000000.0,143000000.0,-278000000.0,737000000.0,1195000000.0,0.0,100167000000.0,-276000000.0,59000000.0,459000000.0,971000000.0,-88000000.0,75388000000.0,636000000.0,1759000000.0,-1924000000.0,4967000000.0,0.0,0.74,,,
2017-10-31,2017000000.0,2679000000,106000000.0,1365800000.0,-36000000.0,-1070000000.0,-622000000.0,5529000000.0,6042000000.0,-888000000.0,-655000000.0,25438000000.0,42880000000.0,7997000000.0,7050000000,10496000000.0,10115000000.0,872000000.0,1366000000,-279000000.0,25162000000.0,1.49,2246000000.0,-109000000.0,25941000000.0,933000000.0,3273000000.0,5752000000.0,2120000000.0,4930000000.0,2017000000.0,,51469000000.0,2438000000.0,2013000000,39077000000.0,32384000000.0,-7000000.0,-4343000000.0,535000000.0,4441000000.0,-285000000.0,3638000000.0,-5674000000.0,13526000000.0,1841000000.0,5529000000.0,3131000000.0,273000000.0,3564000000.0,-36000000.0,22625000000.0,1355100000.0,555000000.0,-6136000000.0,1404000000.0,87000000.0,-246000000.0,907000000.0,1728000000.0,-76000000.0,94458000000.0,838000000.0,1502000000.0,661000000.0,1383000000.0,20000000.0,69296000000.0,678000000.0,1718000000.0,-2060000000.0,4691000000.0,0.0,1.48,,,
2018-01-31,-1389000000.0,1963000000,72000000.0,1354000000.0,53000000.0,-794000000.0,-623000000.0,6358000000.0,-378000000.0,-212000000.0,-76000000.0,23426000000.0,45460000000.0,8078000000.0,7369000000,10933000000.0,10006000000.0,925000000.0,1520000000,2572000000.0,26607000000.0,-1.03,2645000000.0,-45000000.0,25918000000.0,964000000.0,3652000000.0,5775000000.0,2191000000.0,5178000000.0,-1389000000.0,,50234000000.0,2499000000.0,-1392000000,39795000000.0,34527000000.0,-3000000.0,-251000000.0,-321000000.0,4517000000.0,2419000000.0,3751000000.0,-5489000000.0,14436000000.0,1363000000.0,6358000000.0,2902000000.0,270000000.0,3658000000.0,-4000000.0,22178000000.0,1354000000.0,558000000.0,-849000000.0,1166000000.0,103000000.0,-252000000.0,2002000000.0,1027000000.0,-35000000.0,95800000000.0,829000000.0,1645000000.0,1750000000.0,706000000.0,87000000.0,69193000000.0,666000000.0,1809000000.0,-1382000000.0,5529000000.0,0.0,-1.03,,,
2018-04-30,1460000000.0,2706000000,74000000.0,1366000000.0,61000000.0,-721000000.0,-624000000.0,3669000000.0,111000000.0,123000000.0,-207000000.0,24379000000.0,40571000000.0,7558000000.0,8144000000,10084000000.0,10259000000.0,979000000.0,1969000000,-1403000000.0,22980000000.0,1.08,2187000000.0,126000000.0,23699000000.0,889000000.0,3431000000.0,5987000000.0,2395000000.0,5749000000.0,1460000000.0,,50720000000.0,2552000000.0,1465000000,39543000000.0,30487000000.0,-17000000.0,-3062000000.0,-34000000.0,4604000000.0,260000000.0,3579000000.0,-5655000000.0,11227000000.0,1423000000.0,3669000000.0,2058000000.0,317000000.0,3780000000.0,-5000000.0,21723000000.0,1354900000.0,592000000.0,-3828000000.0,1078000000.0,70000000.0,-292000000.0,1038000000.0,1725000000.0,-26000000.0,91393000000.0,-2689000000.0,,746000000.0,1167000000.0,-294000000.0,68413000000.0,664000000.0,1628000000.0,-1786000000.0,6358000000.0,0.0,1.07,,,
2018-07-31,1075000000.0,2088000000,64000000.0,1365400000.0,3000000.0,-982000000.0,-677000000.0,4380000000.0,643000000.0,3000000.0,-824000000.0,24730000000.0,39392000000.0,6624000000.0,7384000000,9112000000.0,10336000000.0,784000000.0,1401000000,-126000000.0,22460000000.0,0.79,2101000000.0,-180000000.0,23678000000.0,801000000.0,3623000000.0,5674000000.0,2204000000.0,5180000000.0,1075000000.0,,50224000000.0,2597000000.0,1077000000,38955000000.0,30280000000.0,,-517000000.0,21000000.0,4524000000.0,103000000.0,3681000000.0,-5812000000.0,11004000000.0,1347000000.0,4380000000.0,1545000000.0,242000000.0,3779000000.0,-5000000.0,21270000000.0,1352700000.0,585000000.0,-1573000000.0,1099000000.0,450000000.0,-291000000.0,1702000000.0,1180000000.0,-104000000.0,89721000000.0,711000000.0,,1411000000.0,2020000000.0,138000000.0,67261000000.0,666000000.0,1789000000.0,-2323000000.0,3669000000.0,0.0,0.79,,,
2018-10-31,1115000000.0,2219000000,104000000.0,1360900000.0,52000000.0,-462000000.0,-674000000.0,3911000000.0,121000000.0,-83000000.0,-1223000000.0,25171000000.0,38436000000.0,6222000000.0,7481000000,8463000000.0,10512000000.0,536000000.0,1568000000,-698000000.0,21653000000.0,0.83,2014000000.0,-132000000.0,23673000000.0,724000000.0,3179000000.0,5743000000.0,2203000000.0,5278000000.0,1115000000.0,,49607000000.0,2605000000.0,1120000000,38605000000.0,29973000000.0,,500000000.0,28000000.0,4536000000.0,235000000.0,3763000000.0,-5976000000.0,10133000000.0,1325000000.0,3911000000.0,1343000000.0,,3710000000.0,16000000.0,20819000000.0,1349200000.0,590000000.0,-1730000000.0,1123000000.0,350000000.0,-206000000.0,1163000000.0,1355000000.0,-15000000.0,88150000000.0,-469000000.0,,957000000.0,804000000.0,-175000000.0,66497000000.0,651000000.0,1742000000.0,-2612000000.0,4380000000.0,0.0,0.82,,,
2019-01-31,1269000000.0,2306000000,60000000.0,1352700000.0,56000000.0,-543000000.0,-671000000.0,3703000000.0,-1009000000.0,-125000000.0,-681000000.0,25769000000.0,38789000000.0,5439000000.0,7546000000,8853000000.0,10746000000.0,648000000.0,1631000000,95000000.0,20877000000.0,0.95,2015000000.0,-55000000.0,23674000000.0,719000000.0,3347000000.0,5854000000.0,2265000000.0,5281000000.0,1269000000.0,,49829000000.0,2596000000.0,1271000000,40003000000.0,29936000000.0,,-12000000.0,-18000000.0,4593000000.0,99000000.0,3866000000.0,-6153000000.0,9142000000.0,1356000000.0,3703000000.0,1356000000.0,243000000.0,3650000000.0,-1000000.0,20835000000.0,1342800000.0,561000000.0,-1268000000.0,926000000.0,91000000.0,-302000000.0,2055000000.0,1370000000.0,-1496000000.0,88730000000.0,-208000000.0,,1753000000.0,1335000000.0,-103000000.0,67853000000.0,675000000.0,1706000000.0,-2458000000.0,3911000000.0,0.0,0.94,,,
2019-04-30,1172000000.0,2677000000,62000000.0,1350800000.0,146000000.0,-545000000.0,-671000000.0,4393000000.0,-529000000.0,-99000000.0,-149000000.0,26270000000.0,39482000000.0,5455000000.0,8146000000,8472000000.0,10920000000.0,567000000.0,2032000000,-351000000.0,21967000000.0,0.87,2144000000.0,93000000.0,24486000000.0,757000000.0,2925000000.0,6222000000.0,2483000000.0,5663000000.0,1172000000.0,,50091000000.0,2620000000.0,1182000000,39959000000.0,31010000000.0,39000000.0,-7919000000.0,-22000000.0,4675000000.0,110000000.0,3753000000.0,-6245000000.0,9848000000.0,1278000000.0,4393000000.0,838000000.0,718000000.0,3631000000.0,4000000.0,20560000000.0,1340600000.0,594000000.0,-860000000.0,1014000000.0,101000000.0,-335000000.0,2087000000.0,1292000000.0,-212000000.0,89694000000.0,690000000.0,,1752000000.0,524000000.0,-441000000.0,67727000000.0,667000000.0,1953000000.0,-2711000000.0,3703000000.0,0.0,0.87,,,
2019-07-31,864000000.0,2243000000,61000000.0,1351900000.0,58000000.0,-1669000000.0,-724000000.0,5080000000.0,-551000000.0,18000000.0,-333000000.0,26377000000.0,40771000000.0,5603000000.0,7493000000,8518000000.0,11136000000.0,500000000.0,1579000000,-592000000.0,22705000000.0,0.64,2196000000.0,-122000000.0,24804000000.0,1590000000.0,3147000000.0,5894000000.0,2366000000.0,5127000000.0,864000000.0,,50363000000.0,2543000000.0,877000000,40082000000.0,32253000000.0,-5000000.0,-5035000000.0,7000000.0,4711000000.0,100000000.0,3932000000.0,-6425000000.0,10683000000.0,1346000000.0,5080000000.0,1458000000.0,609000000.0,3548000000.0,-47000000.0,20234000000.0,1340800000.0,587000000.0,-274000000.0,1991000000.0,210000000.0,-301000000.0,1510000000.0,977000000.0,-145000000.0,91268000000.0,687000000.0,,1209000000.0,1569000000.0,319000000.0,68563000000.0,657000000.0,1906000000.0,-2484000000.0,4393000000.0,0.0,0.64,,,
2019-10-31,1364000000.0,2130000000,108000000.0,1351400000.0,61000000.0,-2557000000.0,-723000000.0,3962000000.0,-1216000000.0,-263000000.0,-629000000.0,27018000000.0,40334000000.0,6436000000.0,7706000000,8170000000.0,11364000000.0,442000000.0,1499000000,-100000000.0,22653000000.0,1.02,2095000000.0,-145000000.0,24752000000.0,1758000000.0,3115000000.0,6118000000.0,2394000000.0,5312000000.0,1364000000.0,,50578000000.0,2620000000.0,1371000000,39952000000.0,32164000000.0,-11000000.0,-559000000.0,-40000000.0,4756000000.0,-77000000.0,4042000000.0,-6608000000.0,10398000000.0,1376000000.0,3962000000.0,875000000.0,165000000.0,3813000000.0,-7000000.0,19775000000.0,1340800000.0,603000000.0,-1741000000.0,2113000000.0,222000000.0,-283000000.0,1867000000.0,1294000000.0,-56000000.0,91053000000.0,-1118000000.0,,1584000000.0,1691000000.0,-280000000.0,68400000000.0,671000000.0,1965000000.0,-2611000000.0,5080000000.0,0.0,1.01,,,
