date,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyCapitalExpenditure,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyDilutedEPS,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyLongTermDebt,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable
1996-06-30,,233900000.0,,94600000.0,,780000000.0,,15400000.0,374200000.0,15400000.0,-1500000.0,,41100000.0,53500000.0,,,-46000000.0,20500000.0,,64400000.0,-8700000,,,-40500000.0,-8300000.0,146500000.0,,800000.0,6700000.0,13200000.0,29300000.0,-20500000.0,,41200000,-0.011667,-1300000.0,-12400000,328100000.0,192500000.0,-7400000.0,100000.0,17600000.0,489700000.0,,,47300000.0,,,,100000.0,-9100000,780000000.0,,4200000.0,-9100000,16600000.0,51000000.0,-9100000,11800000.0,,-60800000.0,50100000.0,1700000.0,,50100000.0,-0.011667,6800000.0,,13200000.0,3700000.0,8300000.0,-11700000.0,161600000.0,-27900000.0,115500000.0,,
1996-09-30,,269300000.0,,91800000.0,,845625000.0,,9900000.0,461100000.0,4000000.0,-100000.0,,90300000.0,53700000.0,,,-49300000.0,19400000.0,0.0,66300000.0,40500000,,,4600000.0,40800000.0,157200000.0,,-4300000.0,7900000.0,11200000.0,30400000.0,-15000000.0,,96800000,0.05,-34400000.0,36600000,414600000.0,206500000.0,10400000.0,0.0,12500000.0,587400000.0,,,54700000.0,,,,6500000.0,45100000,902000000.0,,4100000.0,45100000,16800000.0,60000000.0,45100000,-9000000.0,,-85700000.0,62600000.0,1700000.0,,62600000.0,0.053333,15600000.0,,11200000.0,3900000.0,,-38300000.0,172800000.0,-4600000.0,126300000.0,,
1996-12-31,,23533000.0,,65752000.0,-809000.0,,,15722000.0,484370000.0,,-15074000.0,,83465000.0,58736000.0,,,,20032000.0,-866000.0,87948000.0,28793000,,,12831000.0,11829000.0,165323000.0,,3599000.0,-21618000.0,15874000.0,48184000.0,-15036000.0,-41000.0,104790000,,40304000.0,24729000,435754000.0,165323000.0,52139000.0,0.0,-538000.0,634572000.0,42952000.0,259349000.0,0.0,16003000.0,62254000.0,68209000.0,21325000.0,8230000,,,-12800000.0,8230000,,62254000.0,8230000,-68651000.0,,-104293000.0,62032000.0,4017000.0,725000.0,321381000.0,,7034000.0,,,4064000.0,10458000.0,,198818000.0,37103000.0,150202000.0,,
1997-03-31,,334100000.0,,106500000.0,,850000000.0,62000000.0,19400000.0,535800000.0,-3500000.0,-12600000.0,,87400000.0,63500000.0,,,-56300000.0,21200000.0,,82400000.0,28300000,,,29800000.0,28600000.0,166300000.0,,11600000.0,8800000.0,23300000.0,37900000.0,-8500000.0,9500000.0,94800000,0.018333,-7200000.0,23900000,479400000.0,222600000.0,25900000.0,0.0,39400000.0,684200000.0,,,58200000.0,,,,7400000.0,17000000,927272727.0,,4900000.0,17000000,,66000000.0,17000000,-9800000.0,,-95200000.0,101500000.0,4800000.0,,101500000.0,0.02,26200000.0,,23300000.0,4400000.0,12300000.0,-900000.0,204800000.0,17400000.0,148400000.0,,
1997-06-30,,365300000.0,,86300000.0,,852857143.0,,11500000.0,558900000.0,-100000.0,9100000.0,,85700000.0,57500000.0,,,-57700000.0,20800000.0,,81700000.0,32900000,,,49800000.0,33400000.0,167300000.0,,13500000.0,9300000.0,900000.0,32000000.0,-5000000.0,11200000.0,92400000,0.021667,-22900000.0,28200000,498400000.0,225000000.0,13300000.0,0.0,-28200000.0,704900000.0,,,65300000.0,,,,6700000.0,19900000,918461538.0,,5200000.0,19900000,,64300000.0,19900000,-42400000.0,,-132800000.0,73300000.0,4900000.0,,73300000.0,0.023333,26600000.0,,900000.0,4700000.0,12600000.0,-16000000.0,206500000.0,8300000.0,146000000.0,,
1997-09-30,,403900000.0,,82000000.0,,878571429.0,,19900000.0,587900000.0,13600000.0,-14100000.0,,92600000.0,64100000.0,,,-61500000.0,22600000.0,-800000.0,95900000.0,33000000,,,70300000.0,34100000.0,171500000.0,,13600000.0,9200000.0,0.0,37000000.0,-7400000.0,10400000.0,100600000,0.023333,15100000.0,28500000,525800000.0,233000000.0,50200000.0,0.0,-10700000.0,747300000.0,,,71100000.0,,,,8000000.0,20500000,878571429.0,,5600000.0,20500000,,63500000.0,20500000,-60800000.0,,-121300000.0,62600000.0,4900000.0,,62600000.0,0.023333,35200000.0,,0.0,4500000.0,14800000.0,500000.0,221500000.0,42800000.0,159400000.0,,
1997-12-31,,31973000.0,,98330000.0,-2270000.0,,,15820000.0,536293000.0,,6600000.0,,118056000.0,49488000.0,,,,25298000.0,-1682000.0,123883000.0,74264000,,,25327000.0,52868000.0,174492000.0,,21101000.0,-24605000.0,41697000.0,38501000.0,-14650000.0,-8638000.0,146144000,,-20988000.0,68568000,596066000.0,174492000.0,8232000.0,15132000.0,7826000.0,813825000.0,86802000.0,369730000.0,0.0,17095000.0,153649000.0,78358000.0,28088000.0,31767000,,,-15800000.0,31767000,,61846000.0,31767000,-42203000.0,,-132483000.0,70358000.0,29705000.0,741000.0,440088000.0,,11237000.0,,-1036000.0,5696000.0,14935000.0,,217759000.0,-6418000.0,277532000.0,,
1998-03-31,,459100000.0,-21500000.0,198900000.0,,877894737.0,70400000.0,16400000.0,575100000.0,-6600000.0,-6500000.0,,105300000.0,68700000.0,,,-71300000.0,26000000.0,-2300000.0,115400000.0,42200000,,,73100000.0,43400000.0,173800000.0,,15600000.0,11100000.0,-12600000.0,37100000.0,-4400000.0,8500000.0,114500000,0.03,-300000.0,36600000,598700000.0,245100000.0,42300000.0,72300000.0,-4800000.0,823800000.0,,,70800000.0,,,,9200000.0,27800000,926666667.0,,6900000.0,27800000,,61000000.0,27800000,-34500000.0,,-222500000.0,65600000.0,28200000.0,,65600000.0,0.031667,35700000.0,,-12600000.0,5600000.0,15600000.0,12800000.0,225100000.0,37900000.0,248700000.0,,
1998-06-30,,454900000.0,-7300000.0,132900000.0,,856363636.0,,17800000.0,619500000.0,-800000.0,-1500000.0,,117600000.0,76600000.0,,,-76300000.0,28500000.0,-10400000.0,105600000.0,47000000,,,127900000.0,47200000.0,177800000.0,,15800000.0,12200000.0,-15100000.0,42100000.0,-8700000.0,4700000.0,128800000,0.035,-15300000.0,41000000,612300000.0,254100000.0,26200000.0,49100000.0,6300000.0,833600000.0,,,68300000.0,,,,11200000.0,31400000,897142857.0,,6300000.0,31400000,,59400000.0,31400000,-4800000.0,,-127500000.0,71800000.0,19500000.0,,71800000.0,0.036667,27400000.0,,-15100000.0,6000000.0,16100000.0,-11600000.0,221300000.0,17500000.0,214100000.0,,
1998-09-30,,487000000.0,-22100000.0,26100000.0,,867692308.0,,17500000.0,668800000.0,22300000.0,-800000.0,,132800000.0,83900000.0,,,-81300000.0,28400000.0,3400000.0,131600000.0,55300000,,,185400000.0,56000000.0,178700000.0,,18400000.0,12600000.0,-5300000.0,49100000.0,-6400000.0,-1700000.0,145900000,0.041667,14600000.0,48900000,671400000.0,260000000.0,57300000.0,29600000.0,22300000.0,888600000.0,,,90400000.0,,,,13100000.0,37600000,902400000.0,,7000000.0,37600000,,58600000.0,37600000,-29800000.0,,-48700000.0,94200000.0,23700000.0,,94200000.0,0.043333,22400000.0,,-5300000.0,6400000.0,16100000.0,-4600000.0,217200000.0,50900000.0,219800000.0,,
1998-12-31,,49365000.0,-14650000.0,96052000.0,-13165000.0,,,24896000.0,718613000.0,,3800000.0,,127478000.0,62539000.0,,,,31611000.0,-20403000.0,135089000.0,71529000,,,213507000.0,63493000.0,182551000.0,,21596000.0,-36788000.0,-21078000.0,48928000.0,-14111000.0,-4014000.0,168387000,,-1040000.0,64939000,694144000.0,182551000.0,42045000.0,14053000.0,-68713000.0,924715000.0,101281000.0,491469000.0,0.0,12668000.0,71013000.0,105305000.0,40909000.0,41897000,,,-1446000.0,41897000,,56960000.0,41897000,-89580000.0,,-175321000.0,25445000.0,4888000.0,741000.0,516914000.0,,19483000.0,,,6590000.0,15869000.0,,230571000.0,27934000.0,206102000.0,,
1999-03-31,,599600000.0,,110700000.0,,884516129.0,25400000.0,17400000.0,848600000.0,-22700000.0,-1100000.0,,153400000.0,91500000.0,,,-92400000.0,33900000.0,-800000.0,110500000.0,68500000,,,257400000.0,68200000.0,189300000.0,,22500000.0,13200000.0,78700000.0,51000000.0,-12600000.0,-1500000.0,171700000,0.048333,-20700000.0,61900000,798700000.0,281700000.0,29800000.0,14700000.0,66000000.0,1030000000.0,,,88200000.0,,,,18300000.0,45700000,945517241.0,,6200000.0,45700000,,56200000.0,45700000,-42500000.0,,-139500000.0,91400000.0,4900000.0,,91400000.0,0.051667,25800000.0,,78700000.0,6600000.0,16200000.0,-900000.0,231300000.0,17200000.0,181400000.0,,
1999-06-30,,643500000.0,,147600000.0,,897931034.0,,23600000.0,866900000.0,11000000.0,-500000.0,,170800000.0,96800000.0,,,-98600000.0,37000000.0,-1600000.0,119000000.0,82900000,,,285000000.0,64800000.0,196500000.0,,21400000.0,17800000.0,-44100000.0,50900000.0,-13400000.0,3600000.0,188900000,0.046667,-10300000.0,74000000,816600000.0,295100000.0,61600000.0,15000000.0,-38800000.0,1055400000.0,,,90500000.0,,,,18100000.0,43400000,930000000.0,,-9300000.0,43400000,,54500000.0,43400000,-56300000.0,,-190000000.0,52700000.0,4900000.0,,52700000.0,0.048333,28300000.0,,-44100000.0,8900000.0,14000000.0,-11000000.0,238800000.0,48200000.0,188500000.0,,
1999-09-30,,77000000.0,-37900000.0,98400000.0,,907317073.0,,20000000.0,942500000.0,9700000.0,-1400000.0,,187000000.0,102600000.0,,,-104400000.0,36500000.0,-800000.0,128300000.0,91500000,,,304800000.0,92600000.0,208400000.0,,30600000.0,14200000.0,9700000.0,59000000.0,-17800000.0,-400000.0,208400000,0.065,1500000.0,84400000,879500000.0,312800000.0,71400000.0,15500000.0,20800000.0,1140000000.0,,599100000.0,103400000.0,,,,21400000.0,62000000,953846154.0,,8100000.0,62000000,,53700000.0,62000000,-60300000.0,,-139500000.0,73500000.0,4900000.0,1500000.0,672600000.0,0.068333,37900000.0,,9700000.0,7100000.0,14200000.0,-16700000.0,260500000.0,53600000.0,197500000.0,,
1999-12-31,,67759000.0,-91217000.0,649765000.0,45618000.0,,73500000.0,30125000.0,979530000.0,,-7000000.0,56920000.0,172030000.0,76379000.0,,,,38726000.0,-1687000.0,190270000.0,104150000,,,352016000.0,103516000.0,239777000.0,,34166000.0,-24751000.0,-75033000.0,60253000.0,-42527000.0,-25681000.0,225335000,,53771000.0,95651000,910226000.0,239777000.0,109488000.0,0.0,-16525000.0,1277973000.0,137363000.0,597619000.0,0.0,98017000.0,108173000.0,155257000.0,53305000.0,69350000,,,7765000.0,69350000,,108173000.0,69350000,-50980000.0,,-651218000.0,56920000.0,4888000.0,1507000.0,654539000.0,,16082000.0,,,8499000.0,13871000.0,,367747000.0,66961000.0,298443000.0,,
2000-03-31,,92253000.0,-149470000.0,321948000.0,24519000.0,451080000.0,56920000.0,24227000.0,1017778000.0,,0.0,102039000.0,188225000.0,104189000.0,,,-117881000.0,41183000.0,-805000.0,162681000.0,92269000,,,382328000.0,183060000.0,263818000.0,0.0,61694000.0,-93227000.0,-62172000.0,63006000.0,-35902000.0,273000.0,216848000,0.256667,-18917000.0,84036000,954652000.0,381699000.0,17728000.0,57873000.0,45119000.0,1289600000.0,135494000.0,566791000.0,0.0,44228000.0,109141000.0,133566000.0,28623000.0,121366000,473136000.0,,99024000.0,121366000,,51268000.0,121366000,89563000.0,,-196483000.0,102039000.0,4888000.0,1512000.0,668830000.0,0.27,13019000.0,,88103000.0,8233000.0,13883000.0,,334948000.0,-18174000.0,271822000.0,,
2000-06-30,,75613000.0,-101257000.0,173191000.0,29599000.0,445929000.0,102039000.0,23467000.0,1003193000.0,,0.0,67462000.0,199719000.0,112622000.0,,,-124715000.0,40921000.0,-1638000.0,212159000.0,95185000,,,435481000.0,103834000.0,302799000.0,0.0,31774000.0,-5205000.0,-93392000.0,71701000.0,-46748000.0,-5000.0,230514000,0.156667,21461000.0,87097000,941832000.0,427514000.0,96399000.0,56279000.0,-34577000.0,1321261000.0,154301000.0,584725000.0,0.0,46422000.0,105909000.0,183804000.0,30795000.0,72060000,462450000.0,,16737000.0,72060000,,49630000.0,72060000,-37584000.0,,-164027000.0,67462000.0,4888000.0,1514000.0,652187000.0,0.16,16646000.0,,9503000.0,8088000.0,13562000.0,,379429000.0,49651000.0,318068000.0,,
2000-09-30,,68237000.0,-29679000.0,130954000.0,34400000.0,444222000.0,67462000.0,20382000.0,1061206000.0,,0.0,35849000.0,200727000.0,136243000.0,,,-128997000.0,41745000.0,-806000.0,235812000.0,70047000,,,472328000.0,97688000.0,350704000.0,0.0,29307000.0,-16000.0,-16218000.0,94498000.0,-53321000.0,-52000.0,233754000,0.146667,3104000.0,64484000,929240000.0,479701000.0,76980000.0,57214000.0,-31613000.0,1403056000.0,145690000.0,623185000.0,0.0,86780000.0,106038000.0,210542000.0,33027000.0,68381000,461106000.0,,33204000.0,68381000,,48824000.0,68381000,-92375000.0,,-170008000.0,35849000.0,4888000.0,1516000.0,659034000.0,0.153333,22917000.0,,14267000.0,5563000.0,13415000.0,,473816000.0,23659000.0,341850000.0,,
2000-12-31,,62634000.0,-19786000.0,100193000.0,22376000.0,,35849000.0,37869000.0,1106402000.0,,-5000000.0,48737000.0,212583000.0,119844000.0,,,,46209000.0,-1639000.0,221021000.0,109679000,,,543913000.0,102523000.0,400429000.0,35955000.0,30753000.0,77773000.0,-97343000.0,73635000.0,-63144000.0,24987000.0,245336000,,-16638000.0,92739000,928271000.0,400429000.0,174832000.0,0.0,12888000.0,1431856000.0,143178000.0,633675000.0,0.0,71982000.0,104433000.0,178264000.0,32753000.0,71770000,,,9784000.0,71770000,,104433000.0,71770000,-64601000.0,,-96650000.0,48737000.0,4888000.0,1517000.0,682412000.0,,17664000.0,,-113512000.0,16940000.0,13510000.0,,503585000.0,111688000.0,325454000.0,,
2001-03-31,,61565000.0,-5047000.0,406398000.0,6477000.0,148188000.0,48737000.0,41707000.0,1180357000.0,,0.0,28455000.0,207901000.0,121330000.0,,,-145000000.0,48560000.0,-805000.0,226187000.0,95348000,,,571189000.0,103034000.0,428625000.0,0.0,30911000.0,9618000.0,4526000.0,72770000.0,-37401000.0,-70000.0,237047000,0.47,-1094000.0,86571000,1004872000.0,573625000.0,89354000.0,0.0,-20282000.0,1505583000.0,146804000.0,719572000.0,0.0,39393000.0,99039000.0,179592000.0,29146000.0,72123000,153491000.0,,16463000.0,72123000,,99039000.0,72123000,-114162000.0,,-483159000.0,28455000.0,4888000.0,1517000.0,748027000.0,0.49,18755000.0,,10378000.0,8777000.0,13938000.0,,500711000.0,51953000.0,325226000.0,,
2001-06-30,,56683000.0,-16396000.0,173117000.0,13721000.0,148602000.0,28455000.0,49239000.0,1260743000.0,,0.0,75972000.0,225460000.0,134384000.0,,,-153865000.0,55266000.0,-1639000.0,234982000.0,100369000,,,610900000.0,102609000.0,474104000.0,,30757000.0,10100000.0,-11221000.0,79118000.0,-55920000.0,156000.0,260662000,0.47,-8536000.0,91076000,1027133000.0,627969000.0,82865000.0,0.0,47517000.0,1593896000.0,166457000.0,684024000.0,0.0,57241000.0,98171000.0,180855000.0,35202000.0,71852000,153337000.0,,11533000.0,71852000,,98171000.0,71852000,-24127000.0,,-141324000.0,75972000.0,4888000.0,1517000.0,759996000.0,0.48,20332000.0,,6814000.0,9293000.0,15086000.0,,566763000.0,26945000.0,333153000.0,,
2001-09-30,,61280000.0,-41688000.0,106780000.0,4603000.0,148412000.0,75972000.0,46482000.0,1292468000.0,,0.0,59611000.0,228735000.0,139148000.0,,,-163472000.0,60253000.0,-805000.0,254950000.0,99630000,,,667965000.0,99734000.0,505275000.0,,29911000.0,31560000.0,-34841000.0,78895000.0,-41835000.0,,265193000,0.46,-24255000.0,89587000,1059543000.0,668747000.0,87085000.0,0.0,-16361000.0,1644584000.0,158998000.0,730118000.0,0.0,31729000.0,97166000.0,203580000.0,36458000.0,69823000,152636000.0,,10147000.0,69823000,,97166000.0,69823000,-68605000.0,,-133550000.0,59611000.0,4888000.0,1517000.0,789729000.0,0.47,32330000.0,,7652000.0,10043000.0,15707000.0,,585041000.0,45250000.0,352116000.0,,
2001-12-31,,77930000.0,-25153000.0,84131000.0,9469000.0,,59611000.0,50944000.0,1348832000.0,,0.0,54042000.0,244754000.0,151790000.0,,,,68017000.0,-1639000.0,294942000.0,101764000,,,705893000.0,84120000.0,555998000.0,,25235000.0,-20671000.0,-16602000.0,83773000.0,-60378000.0,,280458000,,28140000.0,92964000,1097727000.0,555998000.0,57054000.0,0.0,-5569000.0,1721046000.0,177582000.0,744065000.0,0.0,12183000.0,77272000.0,239110000.0,35704000.0,58885000,,,-8844000.0,58885000,,77272000.0,58885000,-46021000.0,,-69774000.0,54042000.0,4888000.0,1517000.0,798107000.0,,38576000.0,,-26483000.0,8800000.0,16562000.0,,623319000.0,-3324000.0,372214000.0,,
2002-03-31,,87495000.0,-8384000.0,100425000.0,3103000.0,148660000.0,54042000.0,42186000.0,1425323000.0,,0.0,94519000.0,249025000.0,155857000.0,,,-181790000.0,73390000.0,-805000.0,277015000.0,103614000,,,754832000.0,100196000.0,594043000.0,,28055000.0,10818000.0,1349000.0,82467000.0,-48988000.0,-214000.0,288343000,0.47,-31862000.0,93168000,1116069000.0,775833000.0,61329000.0,0.0,40477000.0,1775705000.0,172936000.0,713036000.0,0.0,6955000.0,73367000.0,229941000.0,39318000.0,72141000,152202000.0,,7028000.0,72141000,,73367000.0,72141000,-22201000.0,,-73638000.0,94519000.0,4888000.0,1517000.0,807555000.0,0.49,41579000.0,,10538000.0,10446000.0,17059000.0,,659636000.0,12341000.0,350382000.0,,
2002-06-30,,105331000.0,0.0,102025000.0,2658000.0,149231000.0,94519000.0,59682000.0,1482876000.0,,0.0,30235000.0,233054000.0,180915000.0,,,-191689000.0,91567000.0,-1638000.0,291215000.0,62223000,,,780601000.0,60243000.0,652833000.0,,16868000.0,9810000.0,6314000.0,89348000.0,-66022000.0,109000.0,269263000,0.29,-23809000.0,52139000,1131126000.0,844522000.0,39569000.0,0.0,-64284000.0,1846124000.0,181904000.0,763230000.0,0.0,,72033000.0,226645000.0,36209000.0,43375000,152033000.0,,8104000.0,43375000,,72033000.0,43375000,-110898000.0,,-146901000.0,30235000.0,4888000.0,1517000.0,793465000.0,0.29,44986000.0,,7952000.0,10084000.0,17179000.0,,714998000.0,-26453000.0,363248000.0,,
2002-09-30,,117023000.0,0.0,98692000.0,14705000.0,149521000.0,30235000.0,43442000.0,1543119000.0,,0.0,50507000.0,246278000.0,177197000.0,,,-202036000.0,72646000.0,-806000.0,274000000.0,79908000,,,812131000.0,58622000.0,690829000.0,,16414000.0,21833000.0,2649000.0,104551000.0,-47664000.0,,288328000,0.28,-8273000.0,69081000,1146917000.0,892865000.0,66700000.0,0.0,20272000.0,1884972000.0,158177000.0,777890000.0,0.0,,67853000.0,225670000.0,42050000.0,42208000,151397000.0,,-10459000.0,42208000,,67853000.0,42208000,-48398000.0,,-99426000.0,50507000.0,4888000.0,1517000.0,828397000.0,0.28,31652000.0,,3455000.0,10827000.0,15574000.0,,738055000.0,19036000.0,341853000.0,,
2002-12-31,,43878000.0,0.0,104159000.0,15999000.0,,50507000.0,64876000.0,1595421000.0,,-6000000.0,45113000.0,259848000.0,177599000.0,33678000.0,,-215746000.0,86398000.0,-1638000.0,326333000.0,79496000,,,838756000.0,57534000.0,738059000.0,,16110000.0,,3949000.0,91201000.0,-58881000.0,,302430000,,11095000.0,82249000,1216024000.0,953805000.0,99479000.0,14146000.0,-5394000.0,2006988000.0,171067000.0,821996000.0,89824000.0,3757000.0,85234000.0,92921000.0,42582000.0,41424000,,,-62386000.0,41424000,95378000.0,37410000.0,41424000,-108013000.0,,-147291000.0,45113000.0,4888000.0,1517000.0,867109000.0,,33154000.0,,-21792000.0,13743000.0,15994000.0,,790964000.0,40598000.0,411567000.0,,
2003-03-31,-1714000.0,58236000.0,-45785000.0,121366000.0,16709000.0,149611000.0,45113000.0,42317000.0,1618679000.0,,7217000.0,36260000.0,274433000.0,180529000.0,33673000.0,,-230126000.0,95423000.0,-805000.0,271010000.0,108548000,,,892458000.0,88240000.0,749183000.0,,24707000.0,7949000.0,-43214000.0,85106000.0,-24346000.0,,320699000,0.42,-78955000.0,93904000,1180476000.0,979309000.0,7171000.0,0.0,-8853000.0,1975889000.0,177966000.0,776121000.0,0.0,,86200000.0,135035000.0,46266000.0,63533000,151494000.0,,-5664000.0,63533000,93708000.0,52527000.0,63533000,27468000.0,,-76769000.0,36260000.0,4888000.0,1517000.0,812381000.0,0.42,29871000.0,,3376000.0,14644000.0,16359000.0,,795413000.0,-17175000.0,357210000.0,,
2003-06-30,4067000.0,46268000.0,0.0,120952000.0,28483000.0,149493000.0,36260000.0,31924000.0,1710142000.0,,0.0,62151000.0,280000000.0,208230000.0,33702000.0,,-244119000.0,92147000.0,-1639000.0,240485000.0,85892000,,,913296000.0,80377000.0,764598000.0,,22506000.0,13463000.0,11812000.0,116083000.0,-26855000.0,,325646000,0.38,-38388000.0,71770000,1216378000.0,1008717000.0,47068000.0,19053000.0,25891000.0,2038348000.0,197154000.0,795744000.0,0.0,,87721000.0,132757000.0,45646000.0,57871000,151440000.0,,8607000.0,57871000,83505000.0,34966000.0,57871000,-33382000.0,,-127479000.0,62151000.0,4888000.0,1517000.0,857895000.0,0.39,40610000.0,,13451000.0,14122000.0,16762000.0,,821970000.0,20213000.0,328206000.0,,
2003-09-30,-18401000.0,37169000.0,0.0,177553000.0,34193000.0,150134000.0,62151000.0,34345000.0,1776926000.0,,0.0,114360000.0,287518000.0,213813000.0,33696000.0,,-259976000.0,89379000.0,-805000.0,283629000.0,89833000,,,957484000.0,76675000.0,779379000.0,,21469000.0,11163000.0,2774000.0,124434000.0,-29316000.0,,341782000,0.36,15354000.0,73705000,1296759000.0,1039355000.0,97851000.0,21835000.0,52209000.0,2150247000.0,211747000.0,811185000.0,0.0,,89692000.0,155188000.0,54264000.0,55206000,151823000.0,,2970000.0,55206000,93983000.0,34161000.0,55206000,-48260000.0,,-196497000.0,114360000.0,4888000.0,1517000.0,925545000.0,0.37,56864000.0,,3579000.0,16128000.0,17245000.0,,853488000.0,68535000.0,373321000.0,,
2003-12-31,7328000.0,66545000.0,45785000.0,698904000.0,1054000.0,,114360000.0,63364000.0,7053328000.0,,132103000.0,314850000.0,-447507000.0,661541000.0,1108318000.0,7155000.0,-68304000.0,-102353000.0,,404825000.0,-1088407000,,,-611921000.0,-1125916000.0,1252783000.0,,-74209000.0,212190000.0,53067000.0,730714000.0,-220731000.0,,-308944000,,21176000.0,-1109048000,1838664000.0,1321087000.0,67123000.0,50204000.0,-104526000.0,9503945000.0,198524000.0,521109000.0,0.0,1622620000.0,2045792000.0,240130000.0,138563000.0,-1051707000,,1151066000.0,-35296000.0,-1051707000,496349000.0,887270000.0,-1051707000,-224757000.0,,-832506000.0,314850000.0,,166000.0,835959000.0,,0.0,,-17157000.0,16414000.0,3638812000.0,,7665281000.0,-153608000.0,2450617000.0,,
2004-03-31,-7413000.0,67767000.0,,1701893000.0,9327000.0,333699000.0,314850000.0,78382000.0,7197481000.0,,0.0,302785000.0,286975000.0,370840000.0,1038058000.0,6038000.0,,130830000.0,,362834000.0,36377000,,,-653116000.0,-72139000.0,1297862000.0,105884000.0,-30941000.0,202923000.0,105884000.0,159150000.0,-65683000.0,-32581000.0,541742000,-0.12,-38213000.0,-83865000,1568164000.0,,197961000.0,51937000.0,-12065000.0,9511603000.0,201368000.0,458762000.0,0.0,1936881000.0,1951288000.0,183479000.0,254767000.0,-41198000,333699000.0,1151066000.0,1209000.0,-41198000,311395000.0,861293000.0,-41198000,-315910000.0,,-1952120000.0,302785000.0,,171000.0,761547000.0,-0.12,0.0,3809000.0,0.0,104707000.0,3557630000.0,-2844000.0,7943439000.0,132278000.0,2314122000.0,,
2004-06-30,-23273000.0,68499000.0,,849450000.0,-16138000.0,337018000.0,302785000.0,85817000.0,6934167000.0,,0.0,483311000.0,387034000.0,388504000.0,978100000.0,6479000.0,,139016000.0,,396636000.0,114578000,,,-725516000.0,4943000.0,1354016000.0,65437000.0,4116000.0,106041000.0,-278232000.0,170180000.0,-78080000.0,-25018000.0,538763000,0.002361,-40020000.0,-1470000,1507600000.0,,159555000.0,52210000.0,180526000.0,9227342000.0,209280000.0,258064000.0,0.0,1736621000.0,1896539000.0,181514000.0,151729000.0,827000,350279000.0,1151105000.0,-5072000.0,827000,232765000.0,866229000.0,826000,299203000.0,,-472167000.0,483311000.0,,171000.0,741375000.0,0.002451,0.0,3452000.0,0.0,106183000.0,3478000000.0,-7912000.0,7719742000.0,81475000.0,2293175000.0,,
2004-09-30,-26689000.0,77830000.0,-354721000.0,385712000.0,-3208000.0,334777000.0,483311000.0,77493000.0,6710262000.0,,0.0,179018000.0,478816000.0,407983000.0,985672000.0,14955000.0,,132040000.0,,428601000.0,194330000,,,-744499000.0,69260000.0,1415689000.0,37447000.0,32492000.0,26096000.0,-317274000.0,168889000.0,-83244000.0,16168000.0,543276000,0.1,-45761000.0,70833000,1264235000.0,,178909000.0,50359000.0,-304293000.0,9020598000.0,237572000.0,266862000.0,0.0,1818945000.0,1881735000.0,197777000.0,64460000.0,36768000,355232000.0,1151105000.0,-12383000.0,36768000,246369000.0,845704000.0,36714000,-165928000.0,,-468396000.0,179018000.0,,173000.0,445880000.0,0.11,0.0,2984000.0,0.0,122086000.0,3370624000.0,-28292000.0,7756363000.0,95665000.0,2310336000.0,,
