date,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyNetPPE,quarterlyTaxProvision,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlyRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyAccountsReceivable,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentAssets,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
2015-06-30,9758000000.0,0.0055,24913000000.0,6569000000.0,2624000000.0,192427000000.0,,28104000000.0,182618000000.0,182618000000.0,,,,19177000000.0,,5840000000.0,,1540000000.0,792545454545.0,,141208000000.0,10342000000.0,,2571713000000.0,4359000000.0,0.0055,2370331000000.0,1028635000000.0,792545454545.0,4359000000.0,5029000000.0,,24781000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,0.00625,,6097000000.0,1276000000.0,192495000000.0,,,126324000000.0,126324000000.0,,,,16090000000.0,,5408000000.0,,634000000.0,836640000000.0,,,9039000000.0,,2548523000000.0,5229000000.0,0.00625,2347094000000.0,1029220000000.0,836640000000.0,5229000000.0,5463000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,9842000000.0,-0.00175,8311000000.0,-858000000.0,3166000000.0,188460000000.0,,,133112000000.0,98934000000.0,,,,14990000000.0,9923000000.0,-1414000000.0,9923000000.0,230000000.0,757142857143.0,,143976000000.0,11542000000.0,16294000000.0,2409656000000.0,-1325000000.0,-0.00175,2212138000000.0,933660000000.0,757142857143.0,-1325000000.0,-1088000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,0.005,,6106000000.0,2972000000.0,191568000000.0,,,126265000000.0,126265000000.0,,,,17776000000.0,,5551000000.0,,1571000000.0,860200000000.0,,,8264000000.0,,2595666000000.0,4301000000.0,0.005,2395299000000.0,1079876000000.0,860200000000.0,4301000000.0,4535000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,9906000000.0,,24053000000.0,3608000000.0,21446000000.0,191257000000.0,,29011000000.0,163867000000.0,163867000000.0,,,,16840000000.0,,2925000000.0,,720000000.0,,,145710000000.0,11375000000.0,,2608149000000.0,2611000000.0,,2409852000000.0,1135143000000.0,,2611000000.0,2888000000.0,,21669000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,-0.00075,,843000000.0,3717000000.0,188108000000.0,,,120270000000.0,120270000000.0,,,,14720000000.0,,225000000.0,,803000000.0,797968146520.0,,,12438000000.0,,2557261000000.0,-204000000.0,-0.00075,2361949000000.0,1108630000000.0,797968146520.0,-204000000.0,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,10096000000.0,-0.0055,9016000000.0,-3445000000.0,2363000000.0,175386000000.0,,31228000000.0,164240000000.0,,,,,11472000000.0,9373000000.0,-3943000000.0,9373000000.0,572000000.0,807272727273.0,,136795000000.0,12459000000.0,12330000000.0,2374986000000.0,-4440000000.0,-0.0055,2192408000000.0,1007579000000.0,807272727273.0,-4229000000.0,-4017000000.0,,20984000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,0.004,,4961000000.0,3539000000.0,178784000000.0,,,132265000000.0,132265000000.0,,,,16330000000.0,,4429000000.0,,1201000000.0,782500000000.0,,,8328000000.0,,2416467000000.0,3130000000.0,0.004,2230441000000.0,969393000000.0,782500000000.0,3465000000.0,3760000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,10188000000.0,,22653000000.0,5282000000.0,19018000000.0,188396000000.0,,31943000000.0,202425000000.0,202425000000.0,,,,15424000000.0,,4631000000.0,,994000000.0,,,140837000000.0,-1428000000.0,,2492443000000.0,3869000000.0,,2296657000000.0,984142000000.0,,4045000000.0,4288000000.0,,21213000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,0.00375,,4620000000.0,3244000000.0,191013000000.0,,,162555000000.0,162555000000.0,,,,16332000000.0,,3984000000.0,,1115000000.0,788800000000.0,,,8546000000.0,,2526214000000.0,2958000000.0,0.00375,2327470000000.0,969069000000.0,788800000000.0,3236000000.0,3505000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,10160000000.0,,9865000000.0,2304000000.0,37857000000.0,190250000000.0,,34186000000.0,221438000000.0,,,,,15353000000.0,10027000000.0,4123000000.0,10027000000.0,1978000000.0,,,139999000000.0,-9282000000.0,13588000000.0,2521771000000.0,-274000000.0,,2323900000000.0,885372000000.0,,52000000.0,326000000.0,,19826000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,0.00375,,4755000000.0,2838000000.0,195924000000.0,,,184445000000.0,,,,,16507000000.0,,,,1017000000.0,822933333320.0,,,,,2652123000000.0,3086000000.0,0.00375,2448561000000.0,931996000000.0,822933333320.0,3396000000.0,3738000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,10159000000.0,,,5957000000.0,20471000000.0,183607000000.0,,,233677000000.0,,,,,16181000000.0,,,,1279000000.0,,,140908000000.0,,,2607314000000.0,4087000000.0,,2416020000000.0,925550000000.0,,4352000000.0,4678000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,0.00475,,5922000000.0,2799000000.0,185351000000.0,,,166843000000.0,,,,,16443000000.0,,,,1406000000.0,820842105280.0,,,,,2603035000000.0,3899000000.0,0.00475,2409803000000.0,902822000000.0,820842105280.0,4185000000.0,4516000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,10180000000.0,,11371000000.0,3256000000.0,35907000000.0,186253000000.0,,,204489000000.0,,,,,14456000000.0,10060000000.0,,10060000000.0,1163000000.0,,,138191000000.0,,12986000000.0,2558124000000.0,1537000000.0,,2363875000000.0,885168000000.0,,1794000000.0,2093000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,0.00525,,6213000000.0,5191000000.0,188362000000.0,,,172731000000.0,,,,,18769000000.0,,,,1303000000.0,807080000000.0,,,,,2658996000000.0,4134000000.0,0.00525,2462668000000.0,926611000000.0,803280000000.0,4566000000.0,4910000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,10281000000.0,,,6194000000.0,20618000000.0,192676000000.0,,,216255000000.0,,,,,17229000000.0,,,,1167000000.0,,,142593000000.0,,,2751273000000.0,4373000000.0,,2550399000000.0,998081000000.0,,4650000000.0,5027000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,0.00375,,4837000000.0,3765000000.0,189517000000.0,,,151185000000.0,,,,,16257000000.0,,,,1042000000.0,805960000000.0,,,,,2728347000000.0,2971000000.0,0.00375,2530560000000.0,998761000000.0,805960000000.0,3477000000.0,3795000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
