date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyResearchAndDevelopment
2007-12-31,700000.0,42400000.0,,326700000.0,281300000.0,1248500000.0,512700000.0,0.0,2253200000.0,0.0,-2545400000.0,,0.14,530300000.0,349300000.0,535400000.0,17100000.0,,33800000.0,-22100000.0,340800000.0,456300000.0,,64500000.0,807600000.0,2767600000,,-263600000.0,-467700000.0,333100000,5538400000.0,2993000000.0,0.0,118600000.0,1463200000.0,,186100000.0,0.14,21600000.0,36500000.0,-311300000.0,68000000.0,472900000,981400000.0,544000000.0,2148600000.0,2253200000.0,1737600000.0,1138900000.0,216100000.0,5506400000.0,208100000,3768800000.0,431400000.0,-44000000.0,139800000.0,,3234600000.0,517300000.0,3000000.0,,1581600000.0,1489800000.0,208100000,208100000,349300000.0,-273800000.0,,550000000.0,111900000.0,23600000.0,580900000.0,869400000.0,,1186000000.0,316200000.0,
2008-03-31,700000.0,58100000.0,,167200000.0,349300000.0,231200000.0,376300000.0,0.0,2440800000.0,0.0,-2654200000.0,,0.075,702500000.0,303400000.0,371500000.0,11200000.0,,57400000.0,6400000.0,313400000.0,-349600000.0,,85100000.0,-42500000.0,2526000000,,-241500000.0,213800000.0,178200000,5706500000.0,3052300000.0,0.0,58500000.0,1457400000.0,,68100000.0,0.075,45400000.0,40300000.0,-100000.0,-45900000.0,324500000,995900000.0,-284000000.0,2315600000.0,2079400000.0,1579200000.0,117600000.0,223400000.0,5534100000.0,108700000,3954900000.0,446000000.0,-39500000.0,146300000.0,,3075300000.0,621100000.0,-3700000.0,,409400000.0,1478600000.0,108700000,108700000,303400000.0,-223600000.0,,549900000.0,-24100000.0,24500000.0,607300000.0,687200000.0,,2116600000.0,300300000.0,
2008-06-30,700000.0,65800000.0,,33200000.0,303400000.0,1264800000.0,373500000.0,-22500000.0,2477300000.0,0.0,-2777600000.0,,-0.005,616600000.0,297000000.0,349700000.0,12500000.0,,0.0,-73900000.0,329400000.0,43700000.0,,79600000.0,313600000.0,2574000000,,-228800000.0,-53600000.0,146100000,5725000000.0,2947400000.0,0.0,-26500000.0,1463400000.0,,52700000.0,-0.005,21900000.0,199800000.0,0.0,-6400000.0,291400000,995600000.0,84800000.0,2357600000.0,2061900000.0,1657300000.0,1154000000.0,234800000.0,5552300000.0,-6700000,3895000000.0,445800000.0,-13600000.0,145300000.0,,3057500000.0,647000000.0,11300000.0,,1410900000.0,1463400000.0,-6700000,-6700000,297000000.0,-264900000.0,,549800000.0,-55200000.0,-138700000.0,662700000.0,742400000.0,,1163100000.0,284100000.0,
2008-09-30,700000.0,66600000.0,,-1200000.0,297000000.0,-2532600000.0,368400000.0,0.0,2490900000.0,0.0,-2760900000.0,,,713700000.0,269800000.0,322300000.0,12600000.0,,4700000.0,-27500000.0,324900000.0,-74900000.0,,48400000.0,180000000.0,2515400000,,-250600000.0,123000000.0,113400000,5717300000.0,2956400000.0,152500000.0,-6600000.0,,,52500000.0,,23400000.0,112500000.0,0.0,-27200000.0,286500000,973700000.0,-70600000.0,2402400000.0,2189700000.0,1748000000.0,-2634300000.0,266500000.0,5672600000.0,5400000,3924600000.0,424100000.0,-26700000.0,173100000.0,,3163400000.0,635100000.0,2400000.0,,-2419200000.0,,5400000,5400000,269800000.0,-324300000.0,,549600000.0,-33200000.0,-62700000.0,692800000.0,630200000.0,,4934600000.0,329500000.0,
2008-12-31,700000.0,66800000.0,,98300000.0,269800000.0,1225200000.0,598300000.0,0.0,2584600000.0,0.0,-2812400000.0,,0.045,290800000.0,356800000.0,395500000.0,19400000.0,,,-1900000.0,268600000.0,394600000.0,,44900000.0,693500000.0,2615200000,,-172600000.0,-410400000.0,193200000,5634900000.0,2822500000.0,145300000.0,34000000.0,1472600000.0,,38700000.0,0.045,7600000.0,98400000.0,,87000000.0,334200000,974500000.0,520900000.0,2466700000.0,1953000000.0,1693900000.0,1114400000.0,261900000.0,5530400000.0,64300000,3836500000.0,425000000.0,-10500000.0,141000000.0,,2927500000.0,685300000.0,5100000.0,,1418400000.0,1478200000.0,64300000,64300000,356800000.0,-183100000.0,,549500000.0,99100000.0,-52000000.0,590400000.0,650000000.0,,1196800000.0,332000000.0,
2009-03-31,700000.0,67300000.0,,34900000.0,356800000.0,302400000.0,431400000.0,0.0,2630400000.0,0.0,-2932200000.0,,0.015,226500000.0,253200000.0,294500000.0,8900000.0,,,-28000000.0,266500000.0,-209000000.0,,37400000.0,21900000.0,2333300000,,-64300000.0,-54800000.0,167800000,5590200000.0,2658000000.0,148300000.0,9900000.0,1476000000.0,,41300000.0,0.015,9500000.0,-88200000.0,,-103600000.0,185000000,965000000.0,-42400000.0,2491700000.0,1685900000.0,1604100000.0,104300000.0,261100000.0,5281300000.0,25000000,3677200000.0,415600000.0,-7200000.0,141200000.0,,2650900000.0,303400000.0,-5900000.0,387400000.0,470200000.0,1479800000.0,25000000,25000000,253200000.0,-71500000.0,,549400000.0,-39200000.0,-126900000.0,627800000.0,613200000.0,,1863100000.0,309300000.0,
2009-06-30,700000.0,67700000.0,,217300000.0,253200000.0,1134600000.0,419700000.0,0.0,2818000000.0,0.0,-3068700000.0,-543200000.0,0.1,400000.0,292000000.0,336700000.0,8600000.0,,12400000.0,-18900000.0,258900000.0,-25400000.0,,47800000.0,301300000.0,2403900000,,-107300000.0,-216300000.0,225900000,5662900000.0,2594200000.0,153000000.0,65800000.0,1478800000.0,20600000.0,44700000.0,0.1,9500000.0,-5900000.0,,38800000.0,366900000,957200000.0,194000000.0,2643200000.0,1557900000.0,1717700000.0,931700000.0,257200000.0,5333100000.0,151500000,3615400000.0,407800000.0,-2900000.0,141000000.0,-13100000.0,2515100000.0,287900000.0,-400000.0,408400000.0,1360500000.0,1493400000.0,151500000,151500000,292000000.0,-55700000.0,,549400000.0,-72300000.0,-21900000.0,703600000.0,725900000.0,,1043400000.0,295200000.0,
2009-09-30,700000.0,68200000.0,,208700000.0,292000000.0,1171900000.0,388700000.0,0.0,3045700000.0,0.0,-3164500000.0,-25200000.0,,200000.0,599800000.0,666100000.0,8600000.0,,103600000.0,-20800000.0,267100000.0,70600000.0,,65400000.0,372300000.0,2422200000,127800000.0,-101400000.0,39300000.0,209100000,5700900000.0,2536400000.0,154300000.0,58700000.0,,20100000.0,66300000.0,,30700000.0,1100000.0,,307800000.0,357400000,950100000.0,270900000.0,2793200000.0,1581000000.0,2035800000.0,980700000.0,259100000.0,5576800000.0,150000000,3541000000.0,400800000.0,-113400000.0,140100000.0,7400000.0,2531100000.0,253800000.0,15500000.0,423500000.0,1381000000.0,,150000000,150000000,599800000.0,-110800000.0,,549300000.0,40900000.0,-131600000.0,664900000.0,642900000.0,,1041200000.0,271000000.0,
2009-12-31,700000.0,68600000.0,-10600000.0,369500000.0,599800000.0,1235500000.0,569900000.0,0.0,3351300000.0,0.0,-3213300000.0,-6500000.0,0.16,200000.0,1306300000.0,1356700000.0,8200000.0,,21800000.0,1000000.0,241900000.0,330200000.0,,58200000.0,768700000.0,2722700000,,-99700000.0,39800000.0,341500000,5696000000.0,2482700000.0,156300000.0,126000000.0,1488400000.0,24300000.0,50400000.0,0.16,38100000.0,-7300000.0,,706500000.0,515900000,958300000.0,669000000.0,3034600000.0,1779200000.0,2583900000.0,1033000000.0,262500000.0,6101600000.0,241500000,3517700000.0,409000000.0,-11500000.0,138200000.0,-43800000.0,2737500000.0,310500000.0,-400000.0,393400000.0,1577000000.0,1525800000.0,243500000,241500000,1306300000.0,-100000000.0,,549300000.0,120700000.0,-18300000.0,544900000.0,810900000.0,,1145700000.0,263400000.0,
2010-03-31,700000.0,69100000.0,0.0,336500000.0,1306300000.0,1157300000.0,433900000.0,0.0,3541000000.0,0.0,-3291000000.0,0.0,0.14,,1086000000.0,1293900000.0,8000000.0,,3300000.0,-11600000.0,286800000.0,-177500000.0,,47900000.0,189100000.0,2534700000,,-84800000.0,29300000.0,313300000,5705600000.0,2414600000.0,152500000.0,118700000.0,1494200000.0,29100000.0,207900000.0,0.145,24600000.0,-1200000.0,,-220300000.0,478800000,943400000.0,104300000.0,3177100000.0,1646600000.0,2490400000.0,967000000.0,262800000.0,6144700000.0,217300000,3654300000.0,394100000.0,-348300000.0,134300000.0,47100000.0,2590000000.0,319000000.0,-500000.0,588800000.0,1470600000.0,1533800000.0,217800000,217300000,1086000000.0,-429800000.0,,549300000.0,54000000.0,-7900000.0,488700000.0,773400000.0,,1064100000.0,299700000.0,
2010-06-30,700000.0,69700000.0,0.0,318400000.0,1086000000.0,1224000000.0,434300000.0,0.0,3520900000.0,0.0,-3384900000.0,0.0,0.135,,1125200000.0,1395100000.0,7900000.0,,38400000.0,-5300000.0,288200000.0,45000000.0,,30400000.0,417600000.0,2612000000,,-101100000.0,-209400000.0,311800000,5746400000.0,2361500000.0,214600000.0,109900000.0,1492200000.0,28500000.0,269900000.0,0.14,27900000.0,15300000.0,,39200000.0,458300000,945700000.0,316500000.0,3288300000.0,1726600000.0,2610900000.0,1021600000.0,260900000.0,6206900000.0,207900000,3596000000.0,327200000.0,-102000000.0,132000000.0,-2000000.0,2672300000.0,311100000.0,20400000.0,592800000.0,1535800000.0,1533400000.0,208500000,207900000,1125200000.0,-160200000.0,,549400000.0,-11100000.0,15900000.0,496600000.0,789500000.0,,1076200000.0,282500000.0,
2010-09-30,700000.0,70800000.0,-1400000.0,412600000.0,1125200000.0,1307700000.0,414100000.0,0.0,3674700000.0,0.0,-3472200000.0,-100000.0,,,1164000000.0,1449700000.0,8600000.0,,148700000.0,-26100000.0,282600000.0,-65300000.0,,57200000.0,329500000.0,2838000000,100200000.0,-155100000.0,-205700000.0,357700000,5888700000.0,2416500000.0,146200000.0,134100000.0,,31700000.0,285700000.0,,37300000.0,-8600000.0,-116500000.0,38800000.0,557500000,924500000.0,174400000.0,3471200000.0,1779100000.0,2756400000.0,1099300000.0,262400000.0,6385900000.0,278900000,3629500000.0,375100000.0,-87200000.0,136300000.0,-4900000.0,2703600000.0,346500000.0,-30200000.0,533300000.0,1665400000.0,,278500000,278900000,1164000000.0,-99500000.0,,549400000.0,-40400000.0,-106500000.0,543300000.0,836000000.0,-96200000.0,1172600000.0,302700000.0,
2010-12-31,700000.0,71900000.0,0.0,508400000.0,1164000000.0,1282600000.0,608200000.0,0.0,4051700000.0,0.0,-3563200000.0,0.0,0.225,,1792000000.0,2050600000.0,7900000.0,,113800000.0,53700000.0,296800000.0,119200000.0,,62600000.0,673600000.0,2950800000,115800000.0,-128900000.0,-9900000.0,467400000,5956800000.0,2393600000.0,151300000.0,160800000.0,1491400000.0,36500000.0,258600000.0,0.23,62300000.0,8100000.0,-11800000.0,628000000.0,651600000,914400000.0,544700000.0,3720100000.0,1956400000.0,3400400000.0,1062300000.0,263800000.0,6931100000.0,346600000,3530700000.0,365000000.0,-21700000.0,135300000.0,15400000.0,2870800000.0,317900000.0,36500000.0,483500000.0,1750000000.0,1533400000.0,347600000,346600000,1792000000.0,-36800000.0,,549400000.0,-77600000.0,0.0,620500000.0,784300000.0,-96900000.0,1200800000.0,316100000.0,
2011-03-31,800000.0,72600000.0,0.0,388900000.0,1792000000.0,1267800000.0,487000000.0,-9600000.0,4317800000.0,0.0,-3663000000.0,0.0,0.17,,1645200000.0,1927500000.0,7100000.0,,100800000.0,12400000.0,330200000.0,-414600000.0,,84600000.0,-4100000.0,2785700000,,-110200000.0,-51400000.0,337800000,6041500000.0,2378500000.0,145500000.0,126500000.0,1500600000.0,34700000.0,282300000.0,0.175,64100000.0,594900000.0,-48700000.0,-146800000.0,532300000,906200000.0,-114300000.0,3883700000.0,1794200000.0,3540300000.0,1037700000.0,265300000.0,7027600000.0,261600000,3487300000.0,356800000.0,-83300000.0,136300000.0,30700000.0,2700400000.0,323400000.0,30600000.0,447500000.0,1605600000.0,1543600000.0,262400000,261600000,1645200000.0,-102300000.0,,549400000.0,-148600000.0,19900000.0,772400000.0,767600000.0,-97400000.0,1180100000.0,355700000.0,
2011-06-30,700000.0,74500000.0,0.0,409700000.0,1645200000.0,1225800000.0,489900000.0,9600000.0,4338900000.0,0.0,-3775200000.0,0.0,0.18,,1720800000.0,1952500000.0,8500000.0,,119100000.0,17400000.0,339900000.0,29700000.0,,97500000.0,457200000.0,2932200000,,-133300000.0,-306100000.0,460300000,6160000000.0,2384800000.0,347800000.0,129900000.0,1501000000.0,37000000.0,231700000.0,0.185,61000000.0,-617000000.0,-261400000.0,75600000.0,554800000,896900000.0,323900000.0,4065700000.0,1859400000.0,3587000000.0,1096300000.0,265700000.0,7097800000.0,279100000,3510800000.0,74400000.0,-73300000.0,136600000.0,9400000.0,2756300000.0,312100000.0,-7900000.0,473700000.0,1686100000.0,1543800000.0,279800000,279100000,1720800000.0,-77900000.0,,549400000.0,-82300000.0,-58100000.0,856700000.0,150500000.0,-97800000.0,1246100000.0,361500000.0,
2011-09-30,700000.0,111900000.0,-55800000.0,504000000.0,1720800000.0,1644300000.0,449300000.0,0.0,4384900000.0,0.0,-3808100000.0,-4300000.0,,,1148100000.0,2050700000.0,9800000.0,,96300000.0,22700000.0,540000000.0,17600000.0,215200000.0,46300000.0,485700000.0,3031700000,,-159500000.0,-240600000.0,65000000,6163100000.0,2355000000.0,145600000.0,145900000.0,,37000000.0,902600000.0,,48000000.0,11100000.0,-234000000.0,-572700000.0,655600000,897300000.0,326200000.0,4297400000.0,2075800000.0,3794900000.0,1105100000.0,321600000.0,7360400000.0,358300000,3565500000.0,82500000.0,-800900000.0,141800000.0,172000000.0,2973100000.0,297700000.0,16300000.0,479300000.0,1709300000.0,,358100000,358300000,1148100000.0,-802500000.0,,549500000.0,-113800000.0,-116900000.0,965800000.0,467300000.0,-97400000.0,1322400000.0,386500000.0,
2011-12-31,800000.0,110800000.0,-29700000.0,570600000.0,1148100000.0,1428700000.0,673800000.0,4800000.0,4772800000.0,0.0,-3921600000.0,,0.25,,1569600000.0,2273200000.0,8600000.0,,780800000.0,30000000.0,365900000.0,-119800000.0,214500000.0,42100000.0,466300000.0,3435900000,,-153500000.0,-26600000.0,511100000,6268900000.0,2347300000.0,156000000.0,188400000.0,1495800000.0,39800000.0,703600000.0,0.255,40000000.0,-1700000.0,-15700000.0,421500000.0,722800000,901500000.0,312800000.0,4551200000.0,2158800000.0,4237100000.0,1187200000.0,337100000.0,7835600000.0,382100000,3598500000.0,85600000.0,-622100000.0,143600000.0,-178200000.0,3060300000.0,275200000.0,75900000.0,528100000.0,1939800000.0,1537000000.0,382200000,382100000,1569600000.0,-19700000.0,,549500000.0,-157700000.0,0.0,1124000000.0,366200000.0,-126800000.0,1496100000.0,431000000.0,
2012-03-31,800000.0,112500000.0,0.0,456900000.0,1569600000.0,1405800000.0,530900000.0,-14300000.0,5133900000.0,0.0,-4053500000.0,,0.2,,1432200000.0,2234300000.0,8800000.0,,526100000.0,14600000.0,388300000.0,-386400000.0,211300000.0,41700000.0,109300000.0,3195900000,,-160300000.0,14700000.0,378200000,6436000000.0,2382500000.0,155900000.0,146800000.0,1509200000.0,36200000.0,802100000.0,0.205,83800000.0,900000.0,0.0,-137400000.0,610000000,898400000.0,-51000000.0,4732100000.0,1971400000.0,4351500000.0,1163400000.0,340700000.0,8006500000.0,309900000,3655000000.0,84300000.0,-618800000.0,144300000.0,18900000.0,2869800000.0,279600000.0,59100000.0,539700000.0,1784000000.0,1546600000.0,310100000,309900000,1432200000.0,-267300000.0,,549600000.0,-78800000.0,35300000.0,1205000000.0,343100000.0,-128200000.0,1411900000.0,437400000.0,
2012-06-30,800000.0,117800000.0,0.0,492400000.0,1432200000.0,1311700000.0,520800000.0,-2800000.0,5385000000.0,0.0,-4135700000.0,,0.215,,1501300000.0,2497600000.0,8900000.0,,146000000.0,-11000000.0,402200000.0,59000000.0,,-2500000.0,551300000.0,3303600000,,-202700000.0,-76600000.0,545800000,6579900000.0,2444200000.0,390400000.0,159100000.0,1517800000.0,38800000.0,996300000.0,0.22,31400000.0,10800000.0,0.0,69100000.0,641100000,902700000.0,348600000.0,4935800000.0,2018200000.0,4569600000.0,1175000000.0,336700000.0,8308900000.0,333100000,3739300000.0,92600000.0,-337700000.0,139800000.0,20200000.0,2920900000.0,286200000.0,21000000.0,554400000.0,1857500000.0,1553600000.0,333300000,333100000,1501300000.0,-397200000.0,,549600000.0,-48600000.0,-54200000.0,1249200000.0,125700000.0,-129000000.0,1446100000.0,433000000.0,
2012-09-30,700000.0,143700000.0,-99400000.0,539200000.0,1501300000.0,1765200000.0,510200000.0,-29500000.0,5109000000.0,0.0,-4244200000.0,,,,1188600000.0,2037000000.0,6500000.0,,343500000.0,27500000.0,398100000.0,43200000.0,,22700000.0,623400000.0,3364100000,,-339700000.0,-657000000.0,139700000,6903100000.0,2658900000.0,167700000.0,180200000.0,,38800000.0,848400000.0,,81400000.0,13600000.0,-533400000.0,-312700000.0,698600000,894900000.0,283700000.0,5046200000.0,2209800000.0,4199600000.0,1193600000.0,399100000.0,8219200000.0,358700000,4019600000.0,345300000.0,-170000000.0,152900000.0,33900000.0,3104700000.0,144700000.0,-45200000.0,575900000.0,1904900000.0,,359000000,358700000,1188600000.0,-289800000.0,,549600000.0,11800000.0,263500000.0,1241500000.0,456500000.0,-129000000.0,1459200000.0,485900000.0,
2012-12-31,700000.0,146600000.0,0.0,621100000.0,1188600000.0,513300000.0,785500000.0,-5300000.0,5169300000.0,178300000.0,-4341900000.0,,0.285,,1852100000.0,2459700000.0,6600000.0,,287900000.0,16700000.0,380800000.0,431000000.0,,11900000.0,1067300000.0,3799600000,,-242300000.0,-434000000.0,576100000,7053000000.0,2711100000.0,169100000.0,188700000.0,1492200000.0,37400000.0,607600000.0,0.29,98300000.0,5600000.0,-424800000.0,663500000.0,784500000,924200000.0,825000000.0,5117300000.0,2390900000.0,4416000000.0,231900000.0,400200000.0,8490100000.0,432200000,4074100000.0,128000000.0,-11600000.0,156800000.0,-9600000.0,3315100000.0,183700000.0,48600000.0,534300000.0,1089400000.0,1522600000.0,432400000,432200000,1852100000.0,28700000.0,84200000.0,549600000.0,150100000.0,54500000.0,1093200000.0,460100000.0,-156100000.0,2710200000.0,469200000.0,
2013-03-31,700000.0,267400000.0,-568800000.0,588800000.0,1852100000.0,495500000.0,667900000.0,-4000000.0,5321400000.0,256700000.0,-4433200000.0,,0.255,,1223200000.0,1697700000.0,6100000.0,,282000000.0,-23600000.0,355700000.0,-223800000.0,,-17300000.0,305200000.0,3555900000,,-242600000.0,-284500000.0,491600000,7278500000.0,2845300000.0,170700000.0,198100000.0,1496600000.0,33500000.0,474500000.0,0.260858,42700000.0,5600000.0,-163300000.0,-628900000.0,756200000,905600000.0,62600000.0,5298600000.0,2269700000.0,3810200000.0,230300000.0,863600000.0,8502800000.0,390400000,4692600000.0,116500000.0,-108300000.0,161300000.0,-27600000.0,3175300000.0,179200000.0,28700000.0,468900000.0,987100000.0,1522600000.0,390700000,390400000,1223200000.0,-641700000.0,90100000.0,549600000.0,-11500000.0,52500000.0,1124500000.0,482000000.0,-157400000.0,2568800000.0,520000000.0,
2013-06-30,800000.0,268800000.0,-8100000.0,612400000.0,1223200000.0,508200000.0,682000000.0,12300000.0,5741500000.0,302000000.0,-4473000000.0,0.0,0.275,,1430800000.0,2044300000.0,6300000.0,4900000.0,233300000.0,10800000.0,415200000.0,60400000.0,,14500000.0,665300000.0,3741700000,,-297300000.0,-65300000.0,551800000,7460100000.0,2987100000.0,566400000.0,194600000.0,1502200000.0,34700000.0,613500000.0,0.278125,58500000.0,7100000.0,0.0,207600000.0,779900000,890400000.0,368000000.0,5558500000.0,2424400000.0,4239700000.0,249600000.0,860900000.0,9062400000.0,417800000,4822700000.0,104800000.0,-375900000.0,161200000.0,58000000.0,3314800000.0,186100000.0,33600000.0,488900000.0,1060000000.0,1523800000.0,417800000,417800000,1430800000.0,-385400000.0,81000000.0,549700000.0,-49800000.0,63400000.0,1173800000.0,507100000.0,-157400000.0,2681700000.0,506800000.0,
2013-09-30,800000.0,274800000.0,-33500000.0,-2052200000.0,1430800000.0,499600000.0,653700000.0,-30200000.0,4480200000.0,287700000.0,-4581600000.0,0.0,-0.82,,2575700000.0,3233800000.0,9100000.0,-48000000.0,237000000.0,-1049800000.0,491700000.0,209100000.0,,67000000.0,870500000.0,3795000000,,-369000000.0,675600000.0,587800000,7782100000.0,3200500000.0,178500000.0,-820100000.0,1506400000.0,36700000.0,658100000.0,-0.817844,47700000.0,2788800000.0,0.0,1144900000.0,-1866800000,1657100000.0,501500000.0,4130300000.0,5377300000.0,5471400000.0,226200000.0,862900000.0,11516700000.0,-1232000000,6045300000.0,357700000.0,-290100000.0,176300000.0,67900000.0,7034400000.0,185300000.0,36200000.0,554800000.0,1087400000.0,1506400000.0,-1232100000,-1232000000,2575700000.0,-412800000.0,,1299400000.0,63700000.0,-2703100000.0,1111200000.0,3312400000.0,-158000000.0,2707600000.0,561400000.0,
2013-12-31,800000.0,276100000.0,,818800000.0,2575700000.0,527200000.0,1013400000.0,-19400000.0,4887400000.0,271100000.0,-4704600000.0,,0.355,,1545800000.0,1702800000.0,14500000.0,-26100000.0,659400000.0,35700000.0,444200000.0,-2204500000.0,,68700000.0,-1401900000.0,4239600000,,-256100000.0,568900000.0,742200000,7937600000.0,3233000000.0,186200000.0,278100000.0,1513000000.0,47800000.0,157000000.0,0.357369,61600000.0,700000.0,-38500000.0,-1029900000.0,1013400000,2412700000.0,-1658000000.0,4474200000.0,2953000000.0,3759400000.0,242600000.0,862600000.0,10255200000.0,540700000,6495800000.0,364800000.0,-577200000.0,180100000.0,-41800000.0,5365700000.0,205800000.0,-6800000.0,969300000.0,1269400000.0,1532400000.0,540700000,540700000,1545800000.0,-193300000.0,,2047900000.0,167900000.0,71300000.0,943300000.0,520800000.0,-195900000.0,2970200000.0,589800000.0,
2014-03-31,800000.0,277200000.0,,645200000.0,1545800000.0,525900000.0,816300000.0,5000000.0,4945100000.0,286100000.0,-4840600000.0,,0.28,,1190300000.0,1489500000.0,16700000.0,-2500000.0,284500000.0,400000.0,472600000.0,-229100000.0,,64300000.0,418400000.0,3873800000,,-247500000.0,-411500000.0,584200000,8118700000.0,3278100000.0,184500000.0,218300000.0,1508200000.0,43800000.0,299200000.0,0.283119,27900000.0,10700000.0,-251600000.0,-355500000.0,846000000,2416400000.0,170900000.0,4705400000.0,2733500000.0,3579000000.0,240600000.0,860800000.0,10097000000.0,427000000,6518000000.0,368400000.0,-397700000.0,184100000.0,32200000.0,5149900000.0,195900000.0,8600000.0,962600000.0,1110100000.0,1529200000.0,426900000,427000000,1190300000.0,-355700000.0,,2048000000.0,-11700000.0,59900000.0,954700000.0,551300000.0,-196400000.0,2763700000.0,590000000.0,
2014-06-30,800000.0,278700000.0,0.0,771500000.0,1190300000.0,570100000.0,830800000.0,-10000000.0,5068800000.0,289400000.0,-4996400000.0,0.0,0.335,,1019400000.0,1196300000.0,16400000.0,9600000.0,314000000.0,-4000000.0,474500000.0,95100000.0,,70900000.0,850100000.0,4153700000,,-307600000.0,-453100000.0,695600000,8370100000.0,3373700000.0,202600000.0,259000000.0,1502000000.0,51000000.0,176900000.0,0.341278,28100000.0,22100000.0,-305100000.0,-170900000.0,977700000,2430600000.0,542500000.0,4957700000.0,2883900000.0,3356900000.0,269400000.0,861700000.0,10385300000.0,512600000,7028400000.0,382500000.0,-570300000.0,189800000.0,6500000.0,5314500000.0,193000000.0,19400000.0,1374200000.0,1265700000.0,1522000000.0,512500000,512600000,1019400000.0,-573900000.0,,2048100000.0,-71000000.0,72900000.0,1025800000.0,602300000.0,-195500000.0,2888000000.0,580900000.0,
2014-09-30,700000.0,273500000.0,0.0,924100000.0,1019400000.0,535100000.0,794500000.0,5300000.0,5272000000.0,285600000.0,-5062100000.0,0.0,0.385,,1708400000.0,1843800000.0,16400000.0,-60700000.0,653000000.0,-21900000.0,533700000.0,128700000.0,,25300000.0,741200000.0,4180700000,,-349700000.0,-327600000.0,770400000,8581100000.0,3519000000.0,196100000.0,336600000.0,1499000000.0,40600000.0,135400000.0,0.392195,22100000.0,2700000.0,-163400000.0,689000000.0,1134900000,2440500000.0,391500000.0,5206600000.0,3038700000.0,4168700000.0,238700000.0,856200000.0,10752900000.0,587800000,6584200000.0,392200000.0,-107300000.0,194400000.0,63500000.0,5479200000.0,198900000.0,9000000.0,833300000.0,1305500000.0,1521600000.0,587500000,587800000,1708400000.0,305200000.0,,2048300000.0,-70900000.0,84400000.0,1090900000.0,564700000.0,-195300000.0,2875200000.0,631000000.0,
2014-12-31,800000.0,555500000.0,-284300000.0,1299500000.0,1708400000.0,633800000.0,1230900000.0,1800000.0,5775400000.0,600500000.0,-5177600000.0,,0.65,,1857000000.0,1953100000.0,16300000.0,-9300000.0,184900000.0,100000000.0,547700000.0,507700000.0,,-97000000.0,1425200000.0,4803200000,,-291800000.0,-668300000.0,862700000,8999900000.0,3822300000.0,217200000.0,315000000.0,1500800000.0,51900000.0,96100000.0,0.655051,64100000.0,-382100000.0,-215000000.0,148600000.0,1532100000,2635800000.0,1133400000.0,5832200000.0,3557500000.0,4546100000.0,298400000.0,1584900000.0,12351100000.0,983100000,7805000000.0,587400000.0,-133100000.0,216300000.0,-20800000.0,6193300000.0,382200000.0,-277900000.0,628400000.0,1496500000.0,1516800000.0,984500000,983100000,1857000000.0,-522500000.0,,2048400000.0,92000000.0,443400000.0,1018300000.0,615700000.0,-239500000.0,3306700000.0,664900000.0,
