date,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetPPE,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfBusiness,quarterlyGoodwill
2003-03-31,33487000000.0,31442000000.0,757000000.0,7556000000.0,-89000000.0,,-2091000000.0,-58000000.0,874000000.0,1581000000.0,631000000.0,289000000.0,429000000,690000000.0,1742000000.0,18280000000.0,155000000,298000000.0,311000000.0,-473000000.0,13000000.0,429000000,8712000000.0,151000000.0,311000000.0,311000000.0,268000000.0,335000000.0,,-58000000.0,,653000000.0,20965000000.0,0.4225,1013600000.0,247000000.0,-10000000.0,,65000000.0,1496000000.0,,522000000.0,40000000.0,3154000000.0,369000000.0,689000000.0,11022000000.0,-207000000.0,-69000000.0,88000000.0,-1369000000,30099000000.0,0.4175,,-8073000000.0,10000000.0,,1024800000.0,7968000000.0,72000000.0,,243000000.0,-424000000.0,80000000.0,335000000.0,,3077000000,42000000.0,-1658000000,2685000000.0,38172000000.0,2045000000.0,,,,,
2003-06-30,33937000000.0,31661000000.0,772000000.0,8101000000.0,285000000.0,,-1614000000.0,188000000.0,880000000.0,1556000000.0,668000000.0,267000000.0,288000000,718000000.0,1750000000.0,18951000000.0,288000000,288000000.0,499000000.0,-278000000.0,5000000.0,288000000,8842000000.0,150000000.0,499000000.0,499000000.0,170000000.0,395000000.0,,-59000000.0,,470000000.0,21642000000.0,0.2825,1015600000.0,265000000.0,10000000.0,,-37000000.0,1710000000.0,,581000000.0,83000000.0,3117000000.0,311000000.0,689000000.0,11295000000.0,-651000000.0,166000000.0,172000000.0,-1140000000,30473000000.0,0.275,,-8230000000.0,29000000.0,,1086800000.0,8197000000.0,130000000.0,,460000000.0,-467000000.0,-286000000.0,752000000.0,,3266000000,59000000.0,-1407000000,2691000000.0,38703000000.0,2276000000.0,,,,,
2003-09-30,33815000000.0,32033000000.0,728000000.0,8058000000.0,275000000.0,,-605000000.0,-274000000.0,785000000.0,1428000000.0,540000000.0,239000000.0,317000000,722000000.0,1503000000.0,19263000000.0,300000000,269000000.0,223000000.0,-375000000.0,15000000.0,317000000,9057000000.0,140000000.0,223000000.0,223000000.0,162000000.0,-4000000.0,,-58000000.0,,1190000000.0,21739000000.0,0.3125,1017200000.0,252000000.0,8000000.0,,-11000000.0,1528000000.0,-16000000.0,533000000.0,2000000.0,2781000000.0,499000000.0,689000000.0,11576000000.0,-540000000.0,-8000000.0,167000000.0,-986000000,30121000000.0,0.3025,,-7908000000.0,19000000.0,,1060000000.0,8456000000.0,144000000.0,,467000000.0,-409000000.0,-583000000.0,684000000.0,,2956000000,-63000000.0,-1253000000,2476000000.0,38029000000.0,1782000000.0,,,,,
2003-12-31,33460000000.0,31371000000.0,550000000.0,7822000000.0,199000000.0,,386000000.0,304000000.0,394000000.0,-227000000.0,498000000.0,272000000.0,551000000,726000000.0,-547000000.0,18650000000.0,333000000,267000000.0,527000000.0,270000000.0,-370000000.0,551000000,9169000000.0,134000000.0,527000000.0,527000000.0,167000000.0,3000000.0,,-59000000.0,,362000000.0,21106000000.0,,,279000000.0,2000000.0,,42000000.0,3192000000.0,-124000000.0,511000000.0,-46000000.0,-3314000000.0,223000000.0,689000000.0,12354000000.0,-719000000.0,37000000.0,168000000.0,6440000000,30283000000.0,,,-8037000000.0,,-262000000.0,,8930000000.0,148000000.0,,501000000.0,-452000000.0,-617000000.0,651000000.0,,2965000000,-8000000.0,6506000000,2456000000.0,38320000000.0,2089000000.0,,,,,
2004-03-31,33464000000.0,31612000000.0,554000000.0,7670000000.0,-57000000.0,,-251000000.0,-252000000.0,779000000.0,1621000000.0,513000000.0,274000000.0,165000000,746000000.0,1634000000.0,18577000000.0,165000000,273000000.0,275000000.0,-483000000.0,28000000.0,165000000,9240000000.0,135000000.0,275000000.0,275000000.0,270000000.0,-13000000.0,,-77000000.0,,431000000.0,20987000000.0,0.16,1034800000.0,312000000.0,-6000000.0,,-15000000.0,1272000000.0,-16000000.0,483000000.0,-13000000.0,3054000000.0,527000000.0,689000000.0,12477000000.0,-55000000.0,-112000000.0,42000000.0,-1508000000,30435000000.0,0.1575,,-8260000000.0,44000000.0,,1050000000.0,9017000000.0,109000000.0,,207000000.0,-389000000.0,-101000000.0,332000000.0,,2893000000,-203000000.0,-1782000000,2410000000.0,38695000000.0,1852000000.0,,,,,
2004-06-30,34170000000.0,31758000000.0,665000000.0,8016000000.0,153000000.0,,-231000000.0,382000000.0,793000000.0,1707000000.0,562000000.0,277000000.0,158000000,749000000.0,1644000000.0,19062000000.0,158000000,290000000.0,657000000.0,-431000000.0,8000000.0,158000000,9344000000.0,130000000.0,657000000.0,657000000.0,171000000.0,604000000.0,,-78000000.0,,385000000.0,21606000000.0,0.1525,1035600000.0,424000000.0,-17000000.0,,-49000000.0,1322000000.0,-19000000.0,557000000.0,94000000.0,3149000000.0,275000000.0,689000000.0,12564000000.0,-339000000.0,24000000.0,79000000.0,-1550000000,30624000000.0,0.15,,-8432000000.0,5000000.0,,1046400000.0,9097000000.0,139000000.0,,237000000.0,-468000000.0,192000000.0,621000000.0,,3029000000,55000000.0,-1827000000,2544000000.0,39056000000.0,2412000000.0,,,,,
2004-09-30,34392000000.0,31931000000.0,660000000.0,7996000000.0,271000000.0,,-220000000.0,257000000.0,808000000.0,1677000000.0,583000000.0,278000000.0,202000000,757000000.0,1553000000.0,19109000000.0,202000000,282000000.0,914000000.0,-393000000.0,30000000.0,202000000,9424000000.0,132000000.0,914000000.0,914000000.0,163000000.0,-7000000.0,,-77000000.0,,346000000.0,21699000000.0,0.195,1036000000.0,203000000.0,8000000.0,,-21000000.0,1399000000.0,-19000000.0,581000000.0,32000000.0,3083000000.0,657000000.0,689000000.0,12693000000.0,-617000000.0,63000000.0,114000000.0,-1406000000,30828000000.0,0.1925,,-8659000000.0,5000000.0,,1046400000.0,9221000000.0,83000000.0,,316000000.0,-491000000.0,-112000000.0,762000000.0,,3076000000,262000000.0,-1684000000,2590000000.0,39487000000.0,2461000000.0,,,,,
2004-12-31,34589000000.0,32299000000.0,379000000.0,7981000000.0,-6000000.0,,480000000.0,63000000.0,549000000.0,-57000000.0,538000000.0,282000000.0,79000000,767000000.0,-664000000.0,19418000000.0,79000000,309000000.0,977000000.0,-405000000.0,-672000000.0,79000000,9180000000.0,130000000.0,977000000.0,977000000.0,150000000.0,137000000.0,,-78000000.0,,518000000.0,21934000000.0,,,178000000.0,-27000000.0,,45000000.0,3274000000.0,-237000000.0,590000000.0,-13000000.0,-4008000000.0,914000000.0,689000000.0,12655000000.0,423000000.0,44000000.0,17000000.0,6958000000,31014000000.0,,,-8893000000.0,,,,9222000000.0,28000000.0,,96000000.0,-528000000.0,-54000000.0,522000000.0,,3217000000,-18000000.0,7282000000,2516000000.0,39907000000.0,2290000000.0,,,,,
2005-03-31,35014000000.0,32648000000.0,628000000.0,7919000000.0,-25000000.0,,-402000000.0,-245000000.0,825000000.0,1804000000.0,593000000.0,289000000.0,128000000,777000000.0,1642000000.0,19656000000.0,128000000,336000000.0,732000000.0,-620000000.0,20000000.0,128000000,9461000000.0,132000000.0,732000000.0,732000000.0,145000000.0,-20000000.0,,-78000000.0,,641000000.0,22206000000.0,0.1225,1045600000.0,173000000.0,-27000000.0,,-55000000.0,1348000000.0,-237000000.0,601000000.0,32000000.0,3287000000.0,977000000.0,689000000.0,12808000000.0,-54000000.0,-168000000.0,73000000.0,-1650000000,31230000000.0,0.12,,-9090000000.0,76000000.0,,1057200000.0,9272000000.0,36000000.0,,201000000.0,-476000000.0,-76000000.0,451000000.0,,3152000000,-38000000.0,-1939000000,2550000000.0,40320000000.0,2366000000.0,,,,,
2005-06-30,35109000000.0,33248000000.0,686000000.0,7565000000.0,84000000.0,,-385000000.0,-568000000.0,906000000.0,1849000000.0,686000000.0,292000000.0,233000000,786000000.0,1623000000.0,19339000000.0,233000000,348000000.0,164000000.0,-846000000.0,29000000.0,233000000,9521000000.0,128000000.0,164000000.0,164000000.0,139000000.0,214000000.0,,-78000000.0,,916000000.0,22124000000.0,0.2225,1051200000.0,168000000.0,-12000000.0,,-93000000.0,1495000000.0,-236000000.0,690000000.0,84000000.0,3320000000.0,732000000.0,689000000.0,12985000000.0,-585000000.0,-307000000.0,136000000.0,-1533000000,31546000000.0,0.22,,-9312000000.0,41000000.0,,1062400000.0,9427000000.0,119000000.0,,369000000.0,-602000000.0,-408000000.0,686000000.0,,3344000000,141000000.0,-1825000000,2785000000.0,40858000000.0,1861000000.0,,,,,
2005-09-30,35171000000.0,33110000000.0,659000000.0,7323000000.0,-40000000.0,,-348000000.0,173000000.0,922000000.0,1949000000.0,736000000.0,294000000.0,369000000,780000000.0,1667000000.0,19029000000.0,369000000,377000000.0,337000000.0,-152000000.0,42000000.0,369000000,9421000000.0,124000000.0,337000000.0,337000000.0,143000000.0,-209000000.0,,-79000000.0,,509000000.0,21800000000.0,0.35,1056000000.0,204000000.0,-29000000.0,,-42000000.0,1512000000.0,-235000000.0,701000000.0,28000000.0,3445000000.0,164000000.0,689000000.0,13371000000.0,-23000000.0,401000000.0,30000000.0,-1639000000,31821000000.0,0.345,,-9551000000.0,78000000.0,,1068400000.0,9716000000.0,-3000000.0,,399000000.0,-598000000.0,-233000000.0,558000000.0,,3461000000,-121000000.0,-1933000000,2771000000.0,41372000000.0,2061000000.0,,,,,
2005-12-31,35620000000.0,33295000000.0,458000000.0,6760000000.0,407000000.0,,556000000.0,436000000.0,608000000.0,220000000.0,747000000.0,300000000.0,296000000,806000000.0,-557000000.0,18529000000.0,296000000,331000000.0,773000000.0,-429000000.0,-357000000.0,296000000,9482000000.0,120000000.0,773000000.0,773000000.0,656000000.0,276000000.0,,-79000000.0,,514000000.0,21913000000.0,,,170000000.0,46000000.0,,-11000000.0,3401000000.0,-230000000.0,783000000.0,80000000.0,-4502000000.0,337000000.0,689000000.0,13707000000.0,-37000000.0,11000000.0,171000000.0,7937000000,31975000000.0,,,-9722000000.0,,,,9932000000.0,168000000.0,,467000000.0,-493000000.0,-35000000.0,900000000.0,,3621000000,169000000.0,7903000000,3384000000.0,41697000000.0,2325000000.0,,,,,
2006-03-31,35544000000.0,33684000000.0,668000000.0,6712000000.0,-142000000.0,,-308000000.0,-515000000.0,902000000.0,2040000000.0,730000000.0,303000000.0,311000000,830000000.0,1716000000.0,18489000000.0,311000000,416000000.0,258000000.0,-636000000.0,10000000.0,311000000,9511000000.0,120000000.0,258000000.0,258000000.0,393000000.0,103000000.0,,-80000000.0,,620000000.0,21479000000.0,0.29,1073200000.0,163000000.0,-85000000.0,,17000000.0,1670000000.0,-227000000.0,614000000.0,-177000000.0,3582000000.0,773000000.0,690000000.0,14065000000.0,-309000000.0,-100000000.0,184000000.0,-1609000000,32234000000.0,0.2875,,-9974000000.0,,,1084000000.0,10162000000.0,43000000.0,,495000000.0,-549000000.0,-286000000.0,407000000.0,,3710000000,-192000000.0,-1912000000,2990000000.0,42208000000.0,1860000000.0,,,,,
2006-06-30,36007000000.0,34120000000.0,756000000.0,6678000000.0,244000000.0,,-303000000.0,4000000.0,914000000.0,2129000000.0,748000000.0,308000000.0,390000000,831000000.0,1731000000.0,18478000000.0,390000000,433000000.0,262000000.0,-748000000.0,29000000.0,390000000,9534000000.0,120000000.0,262000000.0,262000000.0,391000000.0,-83000000.0,,-80000000.0,,798000000.0,21592000000.0,0.3625,1077200000.0,164000000.0,-17000000.0,,-18000000.0,1794000000.0,-233000000.0,665000000.0,68000000.0,3687000000.0,258000000.0,690000000.0,14415000000.0,-33000000.0,-198000000.0,236000000.0,-1585000000,32491000000.0,0.36,,-10154000000.0,,,1088400000.0,10472000000.0,38000000.0,,626000000.0,-582000000.0,-74000000.0,826000000.0,,3923000000,90000000.0,-1893000000,3114000000.0,42645000000.0,1887000000.0,,,,,
2006-09-30,36372000000.0,34007000000.0,811000000.0,6657000000.0,182000000.0,,-287000000.0,457000000.0,846000000.0,2130000000.0,770000000.0,311000000.0,420000000,858000000.0,1698000000.0,18499000000.0,420000000,427000000.0,719000000.0,-182000000.0,22000000.0,420000000,9582000000.0,119000000.0,719000000.0,719000000.0,393000000.0,3000000.0,,-81000000.0,,505000000.0,21602000000.0,0.39,1079200000.0,181000000.0,6000000.0,,-22000000.0,1853000000.0,-230000000.0,666000000.0,-2000000.0,3685000000.0,262000000.0,690000000.0,14770000000.0,-29000000.0,338000000.0,235000000.0,-1521000000,32644000000.0,0.385,,-10360000000.0,0.0,7000000.0,1087600000.0,10811000000.0,62000000.0,,655000000.0,-564000000.0,-107000000.0,746000000.0,,3983000000,-46000000.0,-1832000000,3103000000.0,43004000000.0,2365000000.0,,,,,
2006-12-31,36515000000.0,34104000000.0,629000000.0,6000000000.0,-182000000.0,,596000000.0,108000000.0,517000000.0,149000000.0,679000000.0,315000000.0,485000000,877000000.0,-546000000.0,17664000000.0,485000000,395000000.0,827000000.0,-476000000.0,-353000000.0,485000000,9696000000.0,118000000.0,827000000.0,827000000.0,780000000.0,172000000.0,,-81000000.0,,354000000.0,21203000000.0,,,191000000.0,32000000.0,,91000000.0,3813000000.0,-142000000.0,684000000.0,9000000.0,-5118000000.0,719000000.0,690000000.0,15312000000.0,-286000000.0,563000000.0,264000000.0,8954000000,32873000000.0,,,-10575000000.0,,,,11215000000.0,92000000.0,,749000000.0,-1083000000.0,-317000000.0,901000000.0,,3962000000,162000000.0,8931000000,3539000000.0,43448000000.0,2411000000.0,,,,,
2007-03-31,36686000000.0,34430000000.0,844000000.0,6594000000.0,-62000000.0,,138000000.0,-229000000.0,826000000.0,1978000000.0,660000000.0,325000000.0,386000000,894000000.0,1671000000.0,18276000000.0,386000000,414000000.0,598000000.0,-677000000.0,15000000.0,386000000,9710000000.0,113000000.0,598000000.0,598000000.0,137000000.0,21000000.0,,-83000000.0,,470000000.0,21239000000.0,0.3575,1082400000.0,265000000.0,-19000000.0,,19000000.0,1871000000.0,-141000000.0,668000000.0,-3000000.0,3552000000.0,827000000.0,690000000.0,15447000000.0,-53000000.0,105000000.0,235000000.0,-1356000000,33066000000.0,0.3525,,-10818000000.0,18000000.0,56000000.0,1091200000.0,11499000000.0,,-186000000.0,621000000.0,-793000000.0,-283000000.0,731000000.0,,3849000000,-7000000.0,-1681000000,2963000000.0,43884000000.0,2256000000.0,,,,,
2007-06-30,37302000000.0,35030000000.0,1077000000.0,7098000000.0,-472000000.0,,-3000000.0,-76000000.0,816000000.0,2139000000.0,720000000.0,327000000.0,446000000,906000000.0,1729000000.0,18722000000.0,446000000,445000000.0,522000000.0,-830000000.0,36000000.0,446000000,9794000000.0,120000000.0,522000000.0,522000000.0,138000000.0,17000000.0,,-95000000.0,,765000000.0,21857000000.0,0.415,1072800000.0,265000000.0,-31000000.0,,-60000000.0,1907000000.0,-137000000.0,741000000.0,63000000.0,3727000000.0,598000000.0,690000000.0,15445000000.0,-31000000.0,365000000.0,257000000.0,-1493000000,33359000000.0,0.4125,,-11059000000.0,34000000.0,-34000000.0,1082800000.0,11851000000.0,,-418000000.0,703000000.0,-1225000000.0,1000000.0,753000000.0,,4046000000,80000000.0,-1820000000,3135000000.0,44418000000.0,2272000000.0,,,,,
2007-09-30,37917000000.0,35054000000.0,989000000.0,7697000000.0,-175000000.0,,28000000.0,500000000.0,828000000.0,2098000000.0,820000000.0,332000000.0,532000000,924000000.0,1582000000.0,19388000000.0,532000000,475000000.0,1022000000.0,-301000000.0,25000000.0,532000000,9882000000.0,124000000.0,1022000000.0,1022000000.0,144000000.0,18000000.0,,-94000000.0,,337000000.0,22534000000.0,0.505,1052800000.0,224000000.0,-30000000.0,,-100000000.0,2093000000.0,-140000000.0,754000000.0,20000000.0,3599000000.0,522000000.0,690000000.0,15383000000.0,-33000000.0,704000000.0,374000000.0,-1174000000,33793000000.0,0.5,,-11216000000.0,-5000000.0,11000000.0,1062800000.0,12292000000.0,97000000.0,-548000000.0,906000000.0,-1058000000.0,-82000000.0,883000000.0,,4191000000,-84000000.0,-1506000000,3146000000.0,45009000000.0,2863000000.0,,,,,
2007-12-31,38033000000.0,35439000000.0,675000000.0,7543000000.0,869000000.0,,553000000.0,-144000000.0,474000000.0,460000000.0,632000000.0,337000000.0,491000000,923000000.0,-391000000.0,19407000000.0,491000000,453000000.0,878000000.0,-618000000.0,-281000000.0,491000000,10050000000.0,125000000.0,878000000.0,878000000.0,139000000.0,94000000.0,,-92000000.0,,358000000.0,22448000000.0,,,295000000.0,22000000.0,,188000000.0,3737000000.0,-74000000.0,732000000.0,-50000000.0,-4966000000.0,1022000000.0,690000000.0,15585000000.0,-675000000.0,-605000000.0,288000000.0,8835000000,34158000000.0,,,-11496000000.0,,,,12667000000.0,136000000.0,-223000000.0,779000000.0,-41000000.0,-436000000.0,910000000.0,,4197000000,39000000.0,8703000000,3041000000.0,45654000000.0,2594000000.0,,,,,
2008-03-31,38555000000.0,35908000000.0,0.0,7930000000.0,51000000.0,,1835000000.0,-51000000.0,,2352000000.0,703000000.0,340000000.0,443000000,946000000.0,1474000000.0,19866000000.0,443000000,514000000.0,827000000.0,-771000000.0,25000000.0,443000000,10101000000.0,126000000.0,827000000.0,827000000.0,188000000.0,10000000.0,,-115000000.0,,523000000.0,22998000000.0,0.4275,1036800000.0,247000000.0,-61000000.0,,-71000000.0,1918000000.0,-76000000.0,2944000000.0,42000000.0,3824000000.0,878000000.0,691000000.0,15557000000.0,-416000000.0,-15000000.0,244000000.0,-1566000000,34439000000.0,0.425,,-11740000000.0,19000000.0,14000000.0,1045600000.0,12996000000.0,36000000.0,-455000000.0,687000000.0,-784000000.0,-115000000.0,835000000.0,,4270000000,-42000000.0,-1906000000,3132000000.0,46179000000.0,2647000000.0,,,,,
2008-06-30,39112000000.0,36436000000.0,788000000.0,8154000000.0,154000000.0,,1818000000.0,-216000000.0,942000000.0,1991000000.0,877000000.0,346000000.0,531000000,979000000.0,1101000000.0,20192000000.0,531000000,580000000.0,611000000.0,-711000000.0,-184000000.0,531000000,10220000000.0,128000000.0,611000000.0,611000000.0,145000000.0,89000000.0,,-115000000.0,,497000000.0,23546000000.0,0.515,1028600000.0,262000000.0,-66000000.0,,-174000000.0,2577000000.0,-69000000.0,770000000.0,,1447000000.0,827000000.0,1382000000.0,15566000000.0,-81000000.0,164000000.0,291000000.0,1296000000,34960000000.0,0.51,,-11909000000.0,,,1038000000.0,12721000000.0,124000000.0,-480000000.0,822000000.0,-847000000.0,-506000000.0,1001000000.0,,4568000000,10000000.0,1130000000,3354000000.0,46869000000.0,2676000000.0,,,,,
2008-09-30,39551000000.0,36662000000.0,599000000.0,8116000000.0,430000000.0,,1866000000.0,246000000.0,914000000.0,1942000000.0,860000000.0,348000000.0,703000000,1009000000.0,1123000000.0,20375000000.0,703000000,569000000.0,857000000.0,-527000000.0,-199000000.0,703000000,10393000000.0,130000000.0,857000000.0,857000000.0,346000000.0,28000000.0,,-114000000.0,,351000000.0,23816000000.0,0.695,1013200000.0,260000000.0,11000000.0,,17000000.0,2904000000.0,-68000000.0,791000000.0,,1471000000.0,611000000.0,1382000000.0,15735000000.0,-238000000.0,245000000.0,405000000.0,1586000000,35302000000.0,0.69,17000000.0,-12077000000.0,,17000000.0,1022600000.0,13289000000.0,165000000.0,-503000000.0,1108000000.0,-772000000.0,-429000000.0,1202000000.0,,4846000000,-84000000.0,1433000000,3441000000.0,47379000000.0,2889000000.0,,,,,
2008-12-31,39722000000.0,36909000000.0,546000000.0,8607000000.0,267000000.0,,2506000000.0,392000000.0,850000000.0,1510000000.0,594000000.0,353000000.0,661000000,974000000.0,1101000000.0,21395000000.0,661000000,450000000.0,1249000000.0,-755000000.0,-161000000.0,661000000,10282000000.0,127000000.0,1249000000.0,1249000000.0,320000000.0,7000000.0,,-137000000.0,,234000000.0,24275000000.0,,,244000000.0,119000000.0,,266000000.0,2776000000.0,-704000000.0,629000000.0,,1454000000.0,857000000.0,1382000000.0,15447000000.0,-473000000.0,10000000.0,378000000.0,1519000000,35701000000.0,,17000000.0,-12214000000.0,,17000000.0,,13813000000.0,222000000.0,-199000000.0,1039000000.0,-765000000.0,115000000.0,1032000000.0,,4286000000,-134000000.0,1322000000,2880000000.0,47915000000.0,2813000000.0,,,,,
2009-03-31,40199000000.0,37182000000.0,452000000.0,9058000000.0,610000000.0,,2488000000.0,217000000.0,746000000.0,468000000.0,548000000.0,345000000.0,362000000,947000000.0,1296000000.0,21863000000.0,362000000,446000000.0,1466000000.0,-633000000.0,21000000.0,362000000,10317000000.0,141000000.0,1466000000.0,1466000000.0,137000000.0,1000000.0,-526000000.0,-136000000.0,,379000000.0,24545000000.0,0.36,1005400000.0,267000000.0,4000000.0,,46000000.0,2947000000.0,-730000000.0,644000000.0,-15000000.0,1641000000.0,1249000000.0,1384000000.0,15654000000.0,-581000000.0,6000000.0,192000000.0,1040000000,35856000000.0,0.36,12000000.0,-12474000000.0,,-22000000.0,1009200000.0,14040000000.0,20000000.0,0.0,554000000.0,-113000000.0,127000000.0,723000000.0,,3415000000,12000000.0,1306000000,2682000000.0,48330000000.0,3017000000.0,,,,,
2009-06-30,41550000000.0,38204000000.0,2660000000.0,9816000000.0,-384000000.0,,2394000000.0,190000000.0,834000000.0,454000000.0,629000000.0,355000000.0,468000000,990000000.0,976000000.0,22697000000.0,468000000,507000000.0,1656000000.0,-519000000.0,135000000.0,468000000,10487000000.0,150000000.0,1656000000.0,1656000000.0,174000000.0,94000000.0,,-136000000.0,,451000000.0,25531000000.0,0.465,1005800000.0,1690000000.0,-61000000.0,,-81000000.0,2849000000.0,-714000000.0,667000000.0,,1484000000.0,1466000000.0,1384000000.0,16019000000.0,-47000000.0,137000000.0,268000000.0,1241000000,36763000000.0,0.46,,-12758000000.0,,,1010600000.0,14371000000.0,190000000.0,,736000000.0,-1182000000.0,-89000000.0,798000000.0,,3303000000,-31000000.0,1365000000,2834000000.0,49521000000.0,3346000000.0,,,,,
2009-09-30,41689000000.0,38472000000.0,481000000.0,9620000000.0,65000000.0,,2297000000.0,-221000000.0,824000000.0,1159000000.0,727000000.0,367000000.0,517000000,1013000000.0,999000000.0,22512000000.0,517000000,490000000.0,1435000000.0,-589000000.0,-166000000.0,517000000,10595000000.0,156000000.0,1435000000.0,1435000000.0,173000000.0,1000000.0,,-136000000.0,,337000000.0,25260000000.0,0.515,1006200000.0,266000000.0,17000000.0,,-98000000.0,2512000000.0,-713000000.0,615000000.0,,1366000000.0,1656000000.0,1384000000.0,16429000000.0,-198000000.0,47000000.0,308000000.0,1348000000,37122000000.0,0.51,,-12924000000.0,,,1014000000.0,14752000000.0,104000000.0,,825000000.0,-636000000.0,-333000000.0,701000000.0,,3671000000,-161000000.0,1146000000,2748000000.0,50046000000.0,3217000000.0,,,,,
2009-12-31,42410000000.0,38730000000.0,480000000.0,9636000000.0,459000000.0,,2021000000.0,415000000.0,807000000.0,1228000000.0,666000000.0,377000000.0,551000000,1036000000.0,1018000000.0,22787000000.0,551000000,475000000.0,1850000000.0,-434000000.0,-106000000.0,551000000,11130000000.0,153000000.0,1850000000.0,1850000000.0,212000000.0,18000000.0,,-136000000.0,,266000000.0,25469000000.0,,,350000000.0,15000000.0,,61000000.0,2526000000.0,-654000000.0,612000000.0,,1395000000.0,1435000000.0,1384000000.0,16941000000.0,-45000000.0,119000000.0,321000000.0,1402000000,37428000000.0,,,-13124000000.0,,,,15167000000.0,409000000.0,,872000000.0,-553000000.0,-163000000.0,1012000000.0,,3754000000,-113000000.0,1131000000,2682000000.0,50552000000.0,3680000000.0,,,,,
2010-03-31,42712000000.0,38600000000.0,2670000000.0,9480000000.0,656000000.0,,1994000000.0,-97000000.0,807000000.0,725000000.0,1218000000.0,367000000.0,516000000,1036000000.0,1059000000.0,22590000000.0,516000000,506000000.0,1753000000.0,-495000000.0,1000000.0,516000000,11116000000.0,155000000.0,1753000000.0,1753000000.0,239000000.0,8000000.0,-461000000.0,-135000000.0,,263000000.0,25499000000.0,0.51,1009000000.0,2359000000.0,-31000000.0,,-552000000.0,3240000000.0,-648000000.0,685000000.0,,1672000000.0,1850000000.0,1385000000.0,17213000000.0,-531000000.0,-34000000.0,318000000.0,1356000000,37301000000.0,0.505,,-13171000000.0,,-281000000.0,1017400000.0,15406000000.0,54000000.0,,834000000.0,-461000000.0,-258000000.0,656000000.0,,3965000000,-313000000.0,1568000000,2909000000.0,50472000000.0,4112000000.0,,,,,
2010-06-30,42535000000.0,38833000000.0,2787000000.0,9117000000.0,1039000000.0,,1871000000.0,-436000000.0,827000000.0,798000000.0,1250000000.0,368000000.0,711000000,1064000000.0,1051000000.0,22177000000.0,711000000,496000000.0,1317000000.0,-573000000.0,19000000.0,711000000,11189000000.0,152000000.0,1317000000.0,1317000000.0,248000000.0,11000000.0,-595000000.0,-137000000.0,,242000000.0,25212000000.0,0.71,1003600000.0,2385000000.0,10000000.0,,-32000000.0,3384000000.0,-648000000.0,710000000.0,,1541000000.0,1753000000.0,1385000000.0,17323000000.0,-354000000.0,22000000.0,435000000.0,1666000000,37527000000.0,0.7,,-13340000000.0,,-105000000.0,1013000000.0,15951000000.0,65000000.0,,1146000000.0,-595000000.0,-902000000.0,1039000000.0,,4182000000,100000000.0,1843000000,3035000000.0,50867000000.0,3702000000.0,,,,,
