date,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlySaleOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyDilutedAverageShares,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyIncomeTaxPayable,quarterlyOperatingExpense,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyTotalRevenue,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,quarterlyChangeInAccountPayable,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables
2017-06-30,,2511000000,1572000000.0,2349000000.0,37665000000.0,44459000000.0,12520000000.0,912000000,2.37,-61000000,1239000000,4714000000.0,6794000000.0,3545000000.0,5000000.0,1495000000.0,-3059000000,2899000000.0,-2636000000,,3871000000,2.37,2640000000,24758000000.0,-1000000.0,63000000.0,1000000.0,759000000.0,,0.0,2188000000.0,3548000000,1113300000.0,152000000,489000000.0,489000000.0,893000000.0,1113300000.0,-54000000,19701000000.0,138000000.0,1412000000,38359000000.0,-14326000000.0,3263000000,868000000,447000000,,682000000,4081000000,3263000000,1136000000.0,489000000,158000000,-14706000000,34957000000.0,,1570000000,,5968000000.0,58000000,,-3402000000.0,10288000000,-327000000,2581000000,2640000000,20044000000.0,3560000000.0,269000000.0,,,,,,,
2017-09-30,,2287000000,1609000000.0,2339000000.0,37363000000.0,42572000000.0,12094000000.0,149000000,-0.06,-62000000,592000000,3706000000.0,5209000000.0,3414000000.0,6000000.0,1639000000.0,143000000,0.0,35000000,-1000000.0,898000000,-0.06,-69000000,23139000000.0,0.0,61000000.0,,620000000.0,,0.0,2009000000.0,489000000,1228800000.0,168000000,632000000.0,632000000.0,,1228800000.0,80000000,19433000000.0,58000000.0,1728000000,38414000000.0,-63000000.0,178000000,-182000000,-390000000,,-110000000,4453000000,-101000000,1122000000.0,632000000,438000000,512000000,34652000000.0,-950000000.0,2166000000,,5765000000.0,116000000,,-3762000000.0,-1009000000,-443000000,288000000,-69000000,19433000000.0,1840000000.0,285000000.0,,,,,,,
2017-12-31,2132000000.0,3729000000,193000000.0,2272000000.0,35925000000.0,40933000000.0,9513000000.0,313000000,0.5,-61000000,900000000,4436000000.0,5008000000.0,3937000000.0,21000000.0,1672000000.0,-22000000,0.0,931000000,0.0,-660000000,0.5,584000000,20952000000.0,0.0,71000000.0,,643000000.0,,0.0,337000000.0,632000000,1228800000.0,166000000,610000000.0,610000000.0,0.0,1228800000.0,106000000,19981000000.0,129000000.0,1933000000,37675000000.0,-3000000.0,-1485000000,-174000000,83000000,,-673000000,5212000000,-851000000,1389000000.0,610000000,-450000000,1787000000,33269000000.0,-2650000000.0,1483000000,37000000.0,5613000000.0,91000000,94000000.0,-4406000000.0,-2712000000,-587000000,-812000000,584000000,16516000000.0,1111000000.0,199000000.0,,,,,,,
2018-03-31,,2559000000,1508000000.0,2272000000.0,35881000000.0,39809000000.0,9781000000.0,-652000000,-0.53,-60000000,-123000000,3518000000.0,3928000000.0,3223000000.0,12000000.0,1164000000.0,-205000000,,131000000,,-309000000,-0.53,-654000000,20428000000.0,1000000.0,58000000.0,6000000.0,756000000.0,,0.0,2336000000.0,610000000,1228800000.0,128000000,405000000.0,405000000.0,,1228800000.0,31000000,19381000000.0,18000000.0,2347000000,38342000000.0,0.0,-1072000000,-8000000,-82000000,,-158000000,4703000000,-722000000,1393000000.0,405000000,-203000000,-39000000,33277000000.0,,2144000000,,5612000000.0,179000000,,-5065000000.0,-60000000,-529000000,-914000000,-654000000,16910000000.0,,267000000.0,,,,,,,
2018-06-30,,2782000000,2274000000.0,2272000000.0,35733000000.0,40299000000.0,9992000000.0,200000000,-0.34,-62000000,533000000,3916000000.0,4566000000.0,2743000000.0,7000000.0,1174000000.0,-29000000,0.0,454000000,,303000000,-0.34,-418000000,21296000000.0,-1000000.0,54000000.0,3000000.0,855000000.0,,0.0,2713000000.0,405000000,1228800000.0,134000000,376000000.0,376000000.0,,1229300000.0,-171000000,19003000000.0,29000000.0,2317000000,38724000000.0,0.0,-390000000,52000000,-241000000,,20000000,6027000000,-1165000000,1407000000.0,376000000,928000000,-501000000,33091000000.0,-14000000.0,3245000000,,5677000000.0,109000000,,-5633000000.0,-77000000,-333000000,-410000000,-418000000,17380000000.0,,459000000.0,,,,,,,
2018-09-30,,3163000000,1898000000.0,2272000000.0,33813000000.0,39722000000.0,8788000000.0,992000000,-0.2,-61000000,1259000000,4692000000.0,5909000000.0,2441000000.0,4000000.0,870000000.0,1489000000,0.0,-43000000,,165000000,-0.2,-241000000,21098000000.0,,61000000.0,,777000000.0,,0.0,2712000000.0,376000000,1228800000.0,133000000,1865000000.0,1865000000.0,1036000000.0,1229300000.0,-73000000,18624000000.0,33000000.0,2712000000,37399000000.0,0.0,-507000000,-254000000,282000000,,-265000000,6143000000,-597000000,1641000000.0,1865000000,268000000,300000000,31301000000.0,-7000000.0,2980000000,,5415000000.0,78000000,,-6098000000.0,-68000000,-267000000,-242000000,-241000000,16406000000.0,,371000000.0,,,,,,,
2018-12-31,790000000.0,5039000000,251000000.0,2272000000.0,31979000000.0,35174000000.0,8482000000.0,198000000,-1.1,-62000000,485000000,2600000000.0,3195000000.0,1023000000.0,2000000.0,18000000.0,-1084000000,0.0,1746000000,,-1438000000,-1.1,-1356000000,17706000000.0,0.0,64000000.0,0.0,1038000000.0,,0.0,767000000.0,1865000000,1228800000.0,121000000,781000000.0,781000000.0,682000000.0,1228900000.0,-82000000,17468000000.0,17000000.0,1796000000,36009000000.0,0.0,-1957000000,-584000000,521000000,,-607000000,4516000000,492000000,1013000000.0,781000000,-2319000000,-373000000,29483000000.0,-1144000000.0,-523000000,38000000.0,4861000000.0,87000000,,-6526000000.0,-1206000000,-287000000,-1350000000,-1356000000,15106000000.0,,159000000.0,,,,,,,
2019-03-31,,2871000000,1673000000.0,2272000000.0,32615000000.0,35993000000.0,7715000000.0,115000000,0.09,-61000000,436000000,3070000000.0,3378000000.0,1072000000.0,4000000.0,242000000.0,-537000000,,294000000,-2000000.0,855000000,0.09,110000000,18574000000.0,,76000000.0,,938000000.0,,0.0,1998000000.0,781000000,1228800000.0,132000000,244000000.0,244000000.0,668000000.0,1229100000.0,9000000,17419000000.0,17000000.0,1749000000,37336000000.0,,157000000,41000000,-612000000,,47000000,5195000000,-296000000,1381000000.0,244000000,575000000,-314000000,30267000000.0,-591000000.0,2324000000,,4893000000.0,72000000,,-7069000000.0,-652000000,-321000000,110000000,110000000,15504000000.0,,249000000.0,,,,,,,
2019-06-30,,3253000000,1430000000.0,2272000000.0,32432000000.0,35359000000.0,6498000000.0,1024000000,1.45,-62000000,1275000000,2870000000.0,2927000000.0,2794000000.0,6000000.0,67000000.0,-180000000,,-116000000,-7000000.0,1589000000,1.45,1784000000,16309000000.0,,79000000.0,,844000000.0,,0.0,1967000000.0,244000000,1228800000.0,127000000,64000000.0,64000000.0,654000000.0,1229400000.0,-51000000,19050000000.0,17000000.0,1949000000,37666000000.0,,918000000,-877000000,193000000,,-866000000,5927000000,303000000,1385000000.0,64000000,725000000,-309000000,30081000000.0,-1079000000.0,2674000000,,4006000000.0,65000000,,-7585000000.0,-1136000000,-251000000,1784000000,1784000000,13439000000.0,,165000000.0,,,,,,,
2019-09-30,,2768000000,1306000000.0,2272000000.0,32523000000.0,35779000000.0,6577000000.0,542000000,0.15,-60000000,834000000,2909000000.0,3256000000.0,2921000000.0,6000000.0,67000000.0,373000000,,40000000,,914000000,0.15,187000000,16552000000.0,,,,892000000.0,104000000.0,0.0,1978000000.0,64000000,1228800000.0,117000000,437000000.0,437000000.0,662000000.0,1229400000.0,-35000000,19227000000.0,16000000.0,1863000000,38195000000.0,,239000000,46000000,-82000000,,52000000,5068000000,-63000000,1497000000.0,437000000,437000000,-343000000,30042000000.0,-40000000.0,2300000000,70000000.0,4055000000.0,72000000,,-8153000000.0,-100000000,-292000000,187000000,187000000,13643000000.0,,103000000.0,,,,,,,
