date,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyEbitda,quarterlyChangeInWorkingCapital,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyPurchaseOfBusiness,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyNonCurrentDeferredRevenue
2009-06-30,-73310000,352097000,24688000,-163155000.0,14901000.0,7821000.0,19997000.0,0.2,37772000,2167000.0,537428000,36102000,25347000,-309010000.0,10264000.0,161643000,,405297000,981759000,-844000.0,,0.0,48815000.0,84436000.0,154251000.0,,55750000.0,132131000,112828000,4632000.0,76726000,24688000,139465000.0,228734000.0,-59288000.0,,24688000,41939000,939740000,,0.0,,10335000.0,0.0,70666000.0,103907000,11082000.0,734569000,279703000.0,352097000,,24595000,33117000,,0.18,44805000.0,35023000.0,39133000.0,-14022000.0,39133000.0,39369000,0.0,1477168000,495409000,103867000.0,-13366000.0,382472000.0,123511000.0,,951000,351146000,1421000.0,2837000.0,41158000,,,
2009-09-30,-158994000,238528000,17077000,-228526000.0,14573000.0,8217000.0,-13039000.0,0.14,32294000,-17216000.0,539596000,30624000,3354000,-291932000.0,6920000.0,158360000,,412642000,1031356000,-9462000.0,,0.0,49564000.0,86183000.0,162905000.0,,55450000.0,126954000,108796000,854000.0,78172000,17077000,139874000.0,228734000.0,-139297000.0,,17077000,42096000,1002120000,,0.0,,10386000.0,-1325000.0,80849000.0,116701000,11501000.0,759930000,284708000.0,238528000,,24031000,34406000,,0.12,43087000.0,27463000.0,25341000.0,-19697000.0,25341000.0,23051000,0.0,1541716000,510360000,90554000.0,-6971000.0,521402000.0,124557000.0,,-113569000,352097000,1430000.0,3237000.0,41751000,,,
2009-12-31,16404000,144633000,11705000,-133147000.0,16477000.0,7915000.0,-1248000.0,,44523000,7029000.0,565689000,35687000,52394000,-280226000.0,3745000.0,180564000,191342000.0,441236000,981590000,-12746000.0,,0.0,53368000.0,98253000.0,157751000.0,,0.0,124453000,127196000,-211000.0,91509000,11705000,,213452000.0,0.0,,11705000,49471000,864248000,-74154000.0,0.0,,10583000.0,-8783000.0,92776000.0,117188000,3745000.0,693527000,290202000.0,144633000,,26548000,40368000,0.0,,43788000.0,22288000.0,242000.0,-8934000.0,-171149000.0,61328000,0.0,1429937000,448347000,158485000.0,6452000.0,548894000.0,,,-93895000,238528000,1436000.0,2830000.0,52781000,,,
2010-03-31,-23931000,213225000,21208000,-130190000.0,16999000.0,9011000.0,-3886000.0,0.18,39316000,2177000.0,563414000,38225000,55364000,-259018000.0,4652000.0,192131000,,445840000,1040514000,-8101000.0,,0.0,59953000.0,102886000.0,156030000.0,,,117574000,132178000,7294000.0,93953000,21208000,136407000.0,213452000.0,-23931000.0,,21208000,50278000,941797000,,0.0,,12153000.0,-1113000.0,100623000.0,118014000,26160000.0,747980000,295404000.0,213225000,5955000.0,43682000,43675000,-10000000.0,0.16,42063000.0,33361000.0,34306000.0,-10447000.0,34306000.0,55364000,0.0,1505211000,464697000,126706000.0,-788000.0,534755000.0,120668000.0,,68592000,144633000,1456000.0,2652000.0,47550000,,,
2010-06-30,-95735000,237187000,29796000,-200477000.0,16845000.0,10008000.0,-3056000.0,0.24,52660000,15591000.0,604925000,48753000,74959000,-229218000.0,3388000.0,212003000,,481856000,1088267000,-18907000.0,,0.0,65912000.0,123577000.0,147939000.0,,,123069000,146091000,9089000.0,97338000,29796000,140951000.0,271819000.0,-95735000.0,,29796000,53671000,1036960000,,0.0,,16730000.0,2156000.0,119445000.0,122398000,33775000.0,785380000,300705000.0,237187000,6134000.0,43524000,43667000,-65069000.0,0.21,70298000.0,46526000.0,43216000.0,-14417000.0,43216000.0,74959000,0.0,1641885000,553618000,184228000.0,6950000.0,548193000.0,123095000.0,,23962000,213225000,1483000.0,2612000.0,57574000,,,
2010-09-30,-95330000,210767000,35447000,-355213000.0,17960000.0,11102000.0,-2613000.0,0.28,60900000,-18656000.0,617100000,57335000,60769000,-193779000.0,10804000.0,237309000,,500424000,1140347000,-9455000.0,,0.0,80164000.0,134526000.0,170618000.0,,,116676000,157145000,1116000.0,99810000,35447000,145205000.0,278112000.0,-95330000.0,,35447000,55006000,1108121000,,0.0,,19263000.0,774000.0,130029000.0,126269000,21863000.0,806816000,306106000.0,210767000,6190000.0,70622000,44804000,-23141000.0,0.24,72333000.0,54710000.0,12408000.0,-19070000.0,12408000.0,60769000,0.0,1725221000,584874000,302094000.0,-18914000.0,596049000.0,124684000.0,,-26420000,237187000,1495000.0,2565000.0,59792000,,,
2010-12-31,-70057000,248947000,38440000,-188005000.0,19841000.0,11888000.0,-36027000.0,,68990000,-1239000.0,641438000,67342000,68947000,-155335000.0,29852000.0,261298000,231378000.0,534517000,1258398000,-12120000.0,,0.0,87367000.0,156164000.0,165598000.0,,,106921000,173931000,5651000.0,106589000,38440000,,278206000.0,0.0,,38440000,62034000,1197675000,-101504000.0,0.0,,12343000.0,-11872000.0,142211000.0,129874000,20218000.0,894289000,311609000.0,248947000,6319000.0,63114000,45801000,-1000.0,,70024000.0,50783000.0,27894000.0,-12534000.0,26544000.0,81481000,0.0,1839113000,580715000,130483000.0,4908000.0,645342000.0,,-28010000.0,38180000,210767000,1516000.0,1765000.0,66744000,,,
2011-03-31,-152876000,410341000,24137000,-361132000.0,22039000.0,15814000.0,3899000.0,0.19,69388000,-7498000.0,1058923000,69388000,88578000,-131204000.0,6636000.0,282515000,,345313000,1511473000,-3950000.0,652083000.0,0.0,94474000.0,167703000.0,181924000.0,61527000.0,,713610000,188041000,-630000.0,118653000,24137000,153129000.0,320543000.0,-152876000.0,43763000.0,24137000,68453000,1064226000,,-253135000.0,,11871000.0,-33380000.0,150708000.0,125185000,15424000.0,1134638000,111323000.0,410341000,7390000.0,45522000,50200000,-58302000.0,0.16,118419000.0,36008000.0,225481000.0,-12414000.0,225481000.0,88578000,0.0,2123149000,611676000,278972000.0,-11112000.0,724297000.0,126517000.0,-338320000.0,161394000,248947000,1608000.0,1120000.0,66287000,,,
2011-06-30,-272264000,261084000,30620000,-452561000.0,23666000.0,16488000.0,58268000.0,0.25,70780000,3050000.0,1088682000,70780000,71220000,-100584000.0,-2515000.0,287450000,,284455000,1623315000,8474000.0,757274000.0,0.0,94094000.0,185536000.0,193431000.0,46953000.0,,804227000,193356000,-9339000.0,122576000,30620000,141765000.0,321853000.0,-272264000.0,52833000.0,30620000,71775000,1168304000,,-87774000.0,,18404000.0,-21756000.0,142583000.0,129762000,26485000.0,1233914000,40649000.0,261084000,9418000.0,52358000,50801000,0.0,0.22,112708000.0,49024000.0,51517000.0,-17191000.0,51517000.0,71220000,0.0,2256986000,633671000,197488000.0,-9639000.0,972830000.0,123456000.0,-28006000.0,-149257000,410341000,1651000.0,2347000.0,58270000,,,
2011-09-30,67101000,229846000,20151000,-274365000.0,24571000.0,17502000.0,23708000.0,0.17,34166000,23116000.0,1111519000,34166000,90042000,-80432000.0,2088000.0,235499000,,297213000,1504214000,4791000.0,765077000.0,0.0,78384000.0,211171000.0,169052000.0,49229000.0,,814306000,157115000,-4928000.0,122949000,20151000,135966000.0,321853000.0,67101000.0,63197000.0,20151000,72550000,1035540000,,-8965000.0,,7640000.0,-6375000.0,139265000.0,135393000,18148000.0,1132190000,33793000.0,229846000,8797000.0,56476000,50399000,0.0,0.15,109767000.0,27791000.0,-187830000.0,-22181000.0,-187830000.0,90042000,26373000.0,2147059000,642845000,363647000.0,18207000.0,902344000.0,122079000.0,-204080000.0,-31238000,261084000,1661000.0,2086000.0,52249000,,,
2011-12-31,-42960000,302978000,11720000,-235980000.0,21816000.0,18460000.0,-73546000.0,,47867000,18364000.0,1120625000,33912000,80536000,-68707000.0,-33336000.0,250071000,280165000.0,237580000,1544619000,12837000.0,807369000.0,0.0,79485000.0,52785000.0,173886000.0,69954000.0,,883045000,170586000,-6200000.0,136674000,11720000,,321853000.0,0.0,63615000.0,11720000,91161000,1075215000,-136682000.0,0.0,,8502000.0,-6648000.0,128781000.0,143483000,1881000.0,1189568000,0.0,302978000,9185000.0,59735000,45513000,0.0,,106475000.0,20222000.0,5967000.0,-27764000.0,7848000.0,108300000,0.0,2195840000,651221000,220784000.0,-4467000.0,886590000.0,,0.0,73132000,229846000,1668000.0,2117000.0,49806000,,,
2012-03-31,-141870000,260194000,26202000,-339152000.0,23029000.0,15154000.0,33344000.0,0.21,53971000,-999000.0,1141302000,53971000,65440000,-42510000.0,-5323000.0,272770000,,292926000,1637291000,159000.0,780943000.0,0.0,91759000.0,198040000.0,202234000.0,67433000.0,,848376000,181011000,10259000.0,127040000,26202000,133859000.0,321853000.0,-141870000.0,68515000.0,26202000,78201000,1160172000,,0.0,,14071000.0,-13698000.0,128684000.0,143494000,24122000.0,1266363000,35025000.0,260194000,9202000.0,69350000,48839000,0.0,0.2,103007000.0,40273000.0,33616000.0,-13084000.0,33616000.0,65440000,0.0,2301474000,664183000,210366000.0,-29158000.0,1006169000.0,122642000.0,0.0,-42784000,302978000,1681000.0,2263000.0,59861000,,,
2012-06-30,-9648000,316412000,23401000,-238119000.0,24047000.0,14713000.0,27633000.0,0.19,44734000,26769000.0,1167955000,44734000,96329000,-19108000.0,-22429000.0,280607000,,299141000,1664372000,-4969000.0,789008000.0,0.0,87610000.0,206813000.0,188562000.0,79806000.0,,868814000,192997000,2775000.0,148263000,23401000,133011000.0,321853000.0,-9648000.0,65433000.0,23401000,77040000,1180783000,,0.0,,11386000.0,-9947000.0,133844000.0,147917000,3898000.0,1301686000,35660000.0,316412000,9508000.0,76730000,71223000,0.0,0.18,89007000.0,34787000.0,-30264000.0,-20946000.0,-30264000.0,96329000,0.0,2348738000,684366000,249417000.0,15945000.0,985274000.0,123214000.0,-32499000.0,56218000,260194000,1685000.0,2203000.0,56668000,,,
2012-09-30,-17105000,343089000,29748000,-240112000.0,23072000.0,15827000.0,31314000.0,0.24,48595000,-35736000.0,1215769000,48595000,51228000,10640000.0,-8687000.0,285874000,,303099000,1646236000,-8650000.0,797162000.0,0.0,90001000.0,191821000.0,218145000.0,115508000.0,,912670000,195873000,5400000.0,147278000,29748000,132507000.0,370189000.0,-17105000.0,76567000.0,29748000,93222000,1222214000,,0.0,,13897000.0,-4950000.0,147684000.0,154869000,10687000.0,1233066000,36307000.0,343089000,9483000.0,77450000,54056000,-83156000.0,0.22,134829000.0,43645000.0,-8065000.0,-28979000.0,-8065000.0,51228000,0.0,2437983000,791747000,335142000.0,-23832000.0,889977000.0,122930000.0,-20010000.0,26677000,316412000,1690000.0,2447000.0,74971000,,,
2012-12-31,18611000,433981000,71903000,-108095000.0,24176000.0,18096000.0,-25165000.0,0.58,67025000,-8007000.0,1247504000,67025000,78876000,82547000.0,14741000.0,309265000,319571000.0,304571000,1787048000,-10247000.0,805406000.0,0.0,105618000.0,201877000.0,214975000.0,134369000.0,,942933000,203647000,-3322000.0,136622000,71903000,135393000.0,369327000.0,6000000.0,69582000.0,71903000,79715000,1318581000,-153404000.0,0.0,,32000000.0,36878000.0,158718000.0,166167000,15651000.0,1350204000,36967000.0,433981000,9586000.0,73164000,56907000,-15938000.0,0.53,130196000.0,103903000.0,8320000.0,-18000000.0,-6042000.0,78876000,0.0,2566085000,779037000,103825000.0,2604000.0,916223000.0,123211000.0,-30013000.0,90892000,343089000,1703000.0,2123000.0,65727000,,,
2013-03-31,-65021000,443082000,-22587000,-97480000.0,24219000.0,20531000.0,13580000.0,-0.18,72768000,98799000.0,1432361000,72768000,87840000,59960000.0,-36704000.0,330958000,186792000.0,409941000,1550773000,-8266000.0,822782000.0,0.0,111666000.0,295356000.0,210831000.0,197154000.0,,1022420000,219292000,8459000.0,146524000,-22587000,123768000.0,604493000.0,0.0,63399000.0,-22587000,85074000,1311827000,,-58000.0,,-24975000.0,-120330000.0,167959000.0,186792000,10770000.0,1067470000,37958000.0,443082000,9747000.0,73270000,61450000,-345111000.0,-0.18,307214000.0,-47562000.0,1293000.0,-21942000.0,-13006000.0,87840000,0.0,2744188000,1193415000,389514000.0,6129000.0,624388000.0,123768000.0,-25011000.0,9101000,433981000,1711000.0,1703000.0,76627000,,,
2013-06-30,247477000,783611000,35877000,-60019000.0,24452000.0,23349000.0,1332000.0,0.29,67101000,3933000.0,1434610000,67101000,88606000,95837000.0,7871000.0,346094000,187362000.0,418880000,1646391000,-93000.0,822169000.0,0.0,122685000.0,321501000.0,207413000.0,192167000.0,,1015730000,223409000,-10457000.0,156308000,35877000,139377000.0,596588000.0,0.0,71948000.0,35877000,88700000,1388592000,,-9082000.0,,13483000.0,-17741000.0,168070000.0,187362000,30309000.0,1129463000,29731000.0,783611000,10045000.0,78677000,67608000,-4479000.0,0.26,304469000.0,49360000.0,9566000.0,-13876000.0,5784000.0,88606000,0.0,2823202000,1176811000,325848000.0,5825000.0,345852000.0,124362000.0,-25009000.0,340529000,443082000,1726000.0,1163000.0,67648000,,,
2013-09-30,-101295000,691836000,31357000,-21013000.0,27409000.0,26878000.0,3451000.0,0.25,43366000,9660000.0,1443232000,43366000,83136000,127187000.0,-29810000.0,356800000,193649000.0,418925000,1537646000,7961000.0,830690000.0,0.0,146860000.0,326989000.0,235437000.0,192807000.0,,1024307000,209940000,-8878000.0,166574000,31357000,140601000.0,667192000.0,0.0,62834000.0,31357000,95617000,1374464000,,-1581000.0,,5790000.0,-6219000.0,159866000.0,193649000,39147000.0,1027991000,28810000.0,691836000,9954000.0,78002000,70957000,-91918000.0,0.22,297911000.0,37147000.0,12381000.0,-18932000.0,-75053000.0,83136000,0.0,2817696000,1280050000,30568000.0,-24458000.0,336155000.0,125465000.0,0.0,-91775000,783611000,1739000.0,1368000.0,63126000,,,
2013-12-31,-150810000,711637000,80661000,-185489000.0,29746000.0,27167000.0,6247000.0,0.64,70869000,41011000.0,1485804000,70869000,126839000,207855000.0,21980000.0,387326000,380167000.0,322063000,1617535000,6615000.0,839305000.0,0.0,128080000.0,219120000.0,238946000.0,324154000.0,,1163741000,259246000,13265000.0,188377000,80661000,143854000.0,723061000.0,0.0,64403000.0,80661000,111649000,1533202000,-177501000.0,-131000.0,,39708000.0,49500000.0,154099000.0,202666000,14234000.0,1165603000,29288000.0,711637000,9944000.0,56091000,76728000,-81993000.0,0.56,331173000.0,120369000.0,29453000.0,-35809000.0,43556000.0,126839000,0.0,3019006000,1401471000,66902000.0,-3424000.0,453966000.0,126711000.0,0.0,19801000,691836000,1753000.0,1234000.0,73655000,,,
2014-03-31,-144387000,518513000,59977000,-253255000.0,33424000.0,28407000.0,6596000.0,0.47,91678000,-77149000.0,1479957000,91678000,37087000,267832000.0,33943000.0,420781000,210372000.0,1149779000,1631943000,-9991000.0,0.0,0.0,142489000.0,215292000.0,293045000.0,330178000.0,,330178000,278292000,10060000.0,186614000,59977000,150619000.0,723259000.0,0.0,73847000.0,59977000,109573000,1573613000,,-29654000.0,,23811000.0,-7890000.0,164231000.0,210372000,32045000.0,1091802000,848016000.0,518513000,9743000.0,69676000,77041000,-4600000.0,0.4,316984000.0,83788000.0,41702000.0,-19637000.0,-85924000.0,37087000,0.0,3053570000,1421627000,133105000.0,-52156000.0,573289000.0,128146000.0,-130017000.0,-193124000,711637000,1778000.0,1208000.0,86471000,,,
2014-06-30,114777000,675221000,46605000,-105619000.0,35996000.0,27526000.0,11292000.0,0.36,102906000,54419000.0,1954619000,102906000,178030000,314437000.0,-2431000.0,447568000,230113000.0,649207000,1620721000,-13196000.0,972945000.0,0.0,147028000.0,259676000.0,258694000.0,332467000.0,,1305412000,300540000,3824000.0,197634000,46605000,149121000.0,721648000.0,0.0,81574000.0,46605000,114649000,1080436000,,-1244814000.0,,13861000.0,-42440000.0,177534000.0,230113000,22107000.0,1103056000,298018000.0,675221000,9922000.0,87597000,82985000,-7082000.0,0.31,304850000.0,60466000.0,26222000.0,-23324000.0,-136521000.0,178030000,0.0,3035055000,1414334000,250802000.0,34967000.0,427835000.0,130583000.0,-72414000.0,156708000,518513000,1785000.0,1333000.0,91513000,,,
2014-09-30,-44231000,829895000,93489000,-69826000.0,44669000.0,26689000.0,15316000.0,0.66,128971000,-3809000.0,2003893000,128971000,145605000,407926000.0,-1084000.0,480630000,247643000.0,856401000,1906954000,-21506000.0,979836000.0,0.0,146689000.0,459213000.0,276675000.0,167656000.0,,1147492000,333941000,864000.0,204970000,93489000,147512000.0,724887000.0,0.0,87213000.0,93489000,119888000,1274313000,,-133000.0,,18954000.0,-16528000.0,199298000.0,247643000,30581000.0,1271427000,301119000.0,829895000,10987000.0,59648000,85082000,1642000.0,0.63,299345000.0,112443000.0,25047000.0,-34923000.0,55495000.0,145605000,0.0,3278206000,1371252000,58876000.0,-20544000.0,441532000.0,141142000.0,0.0,154674000,675221000,1794000.0,361000.0,96069000,,,
2014-12-31,-332783000,636154000,153280000,-362552000.0,38462000.0,29952000.0,-94857000.0,1.08,119817000,-29934000.0,1874642000,119817000,140549000,561206000.0,69418000.0,512379000,480001000.0,722158000,1889944000,8151000.0,986780000.0,0.0,127442000.0,335276000.0,289458000.0,165704000.0,,1152484000,384937000,-16854000.0,265120000,153280000,148657000.0,724904000.0,0.0,95568000.0,153280000,122173000,1462798000,-214737000.0,-111000.0,,38781000.0,72244000.0,191144000.0,265264000,11595000.0,1338371000,304256000.0,636154000,11076000.0,64717000,142947000,-5000000.0,1.03,314500000.0,192061000.0,23470000.0,-64332000.0,202000.0,140549000,0.0,3337440000,1447496000,99101000.0,-12648000.0,702217000.0,142342000.0,-34752000.0,-193741000,829895000,1805000.0,-1080000.0,82626000,,,
2015-03-31,-154147000,533537000,136658000,-325383000.0,31918000.0,30102000.0,1537000.0,0.95,166938000,-97861000.0,1875767000,166938000,66779000,697864000.0,53452000.0,538565000,280628000.0,710251000,2060281000,-14044000.0,993777000.0,0.0,163538000.0,296150000.0,350044000.0,171739000.0,,1165516000,375027000,28867000.0,208089000,136658000,148683000.0,724904000.0,0.0,95703000.0,136658000,116317000,1623326000,,-114000.0,,41388000.0,11108000.0,205184000.0,280628000,29727000.0,1366489000,307427000.0,533537000,11164000.0,68856000,91772000,,0.92,301302000.0,178046000.0,-7394000.0,-36551000.0,-12534000.0,66779000,0.0,3499093000,1438812000,194720000.0,-59474000.0,832952000.0,143771000.0,-34753000.0,-102617000,636154000,1823000.0,2334000.0,106674000,,,
2015-06-30,-142470000,591057000,102247000,-253042000.0,32957000.0,30700000.0,14652000.0,0.71,155742000,-6756000.0,1909213000,155742000,171445000,800111000.0,27129000.0,539378000,302840000.0,725053000,2237691000,-18482000.0,1000829000.0,0.0,163013000.0,314722000.0,368611000.0,183331000.0,,1184160000,376365000,1851000.0,220623000,102247000,148969000.0,724904000.0,0.0,97916000.0,102247000,124441000,1793912000,,-8550000.0,,38925000.0,-14570000.0,223620000.0,302840000,12786000.0,1510382000,302447000.0,591057000,11205000.0,82790000,96182000,,0.69,288177000.0,141172000.0,23574000.0,-41626000.0,27810000.0,171445000,0.0,3703125000,1465434000,164339000.0,-15715000.0,919325000.0,144220000.0,0.0,57520000,533537000,1829000.0,599000.0,107884000,,,
2015-09-30,-38927000,551529000,118177000,-135437000.0,32229000.0,32856000.0,9631000.0,0.81,151665000,2496000.0,1796981000,151665000,180994000,918288000.0,3098000.0,550271000,308722000.0,583857000,2210428000,-11072000.0,1007935000.0,0.0,162732000.0,358259000.0,413474000.0,173061000.0,,1213124000,387539000,18814000.0,235874000,115621000,149672000.0,756687000.0,-35226000.0,113215000.0,118177000,136648000,1936567000,,-207543000.0,,13296000.0,-22748000.0,233781000.0,308722000,23155000.0,1439406000,102166000.0,551529000,12821000.0,84538000,99226000,,0.79,286346000.0,128917000.0,40994000.0,-29459000.0,-180897000.0,180994000,0.0,3733548000,1523120000,166221000.0,-46120000.0,887877000.0,145349000.0,-37503000.0,-39528000,591057000,1849000.0,1040000.0,123432000,,,
2015-12-31,229398000,768770000,104477000,-83160000.0,35489000.0,32761000.0,13510000.0,0.72,148761000,63679000.0,1839194000,148761000,240378000,1022765000.0,-3175000.0,591548000,609437000.0,610494000,2096823000,-36947000.0,1015649000.0,0.0,181189000.0,396339000.0,385529000.0,180505000.0,,1228700000,410359000,-3236000.0,261598000,102864000,148952000.0,752629000.0,0.0,117555000.0,104477000,147251000,1848553000,-266743000.0,-28745000.0,,32143000.0,-13754000.0,270777000.0,342694000,6171000.0,1386220000,74929000.0,768770000,6931000.0,87465000,114347000,-3303000.0,0.7,273621000.0,135007000.0,-28499000.0,-35611000.0,-253141000.0,240378000,0.0,3687747000,1590924000,351472000.0,25396000.0,617450000.0,145963000.0,-202068000.0,217241000,551529000,1859000.0,36000.0,139226000,,,
2016-03-31,-43553000,754910000,89587000,-84882000.0,35292000.0,33219000.0,6676000.0,0.61,123827000,-57475000.0,1722783000,123827000,39738000,1112352000.0,-6200000.0,571763000,385253000.0,481228000,2073798000,-17149000.0,1022646000.0,0.0,174709000.0,326548000.0,402514000.0,185526000.0,,1241555000,397054000,3057000.0,273227000,87219000,148357000.0,776029000.0,0.0,125173000.0,89587000,149233000,2070923000,,-75675000.0,,28377000.0,-8231000.0,287919000.0,385253000,23053000.0,1343092000,0.0,754910000,8525000.0,92852000,123994000,-20717000.0,0.6,269576000.0,115596000.0,40273000.0,-53418000.0,-12349000.0,39738000,0.0,3793706000,1719908000,115464000.0,-12630000.0,588182000.0,146866000.0,0.0,-13860000,768770000,1876000.0,1982000.0,154680000,,,
2016-06-30,43537000,951662000,121971000,-217665000.0,31970000.0,34353000.0,11764000.0,0.83,150681000,13764000.0,1845178000,150681000,217047000,1232764000.0,34029000.0,600124000,813161000.0,581507000,2143021000,-23437000.0,1031370000.0,0.0,176319000.0,330326000.0,372480000.0,198568000.0,,1263671000,423805000,4592000.0,273124000,116394000,147889000.0,775995000.0,0.0,118885000.0,120412000,148535000,2139912000,-301807000.0,4103000.0,,40581000.0,6294000.0,311364000.0,511354000,3508000.0,1425256000,511000.0,951662000,8147000.0,99789000,124589000,-3495000.0,0.82,268469000.0,156975000.0,21955000.0,-67813000.0,-63345000.0,217047000,0.0,3985090000,1842069000,332510000.0,26120000.0,473594000.0,146778000.0,-100000000.0,196752000,754910000,1878000.0,2318000.0,250670000,,,
2016-09-30,-341231000,794697000,128682000,-376517000.0,34583000.0,35912000.0,9092000.0,0.88,161087000,-50218000.0,1908150000,161087000,150300000,1361652000.0,29710000.0,607139000,952884000.0,628855000,2277836000,-1171000.0,1040765000.0,0.0,180989000.0,315204000.0,381632000.0,204273000.0,,1279295000,426150000,-14956000.0,265063000,116935000,147901000.0,775995000.0,0.0,133949000.0,128888000,139146000,2319677000,-319028000.0,1050000.0,,37429000.0,-6723000.0,312242000.0,633856000,20595000.0,1536266000,1250000.0,794697000,8208000.0,102458000,125917000,-2704000.0,0.87,255560000.0,154364000.0,22141000.0,-68612000.0,34473000.0,150300000,178311000.0,4227827000,1949991000,106602000.0,-8491000.0,741569000.0,146705000.0,-13075000.0,-156965000,951662000,1882000.0,1314000.0,134090000,,,
2016-12-31,-173292000,734516000,123884000,-215305000.0,27220000.0,37431000.0,4308000.0,0.84,143433000,48914000.0,2010365000,143433000,280153000,1485414000.0,36023000.0,619347000,1040147000.0,704665000,2318091000,12071000.0,1047805000.0,0.0,199908000.0,342751000.0,381316000.0,213955000.0,,1305700000,419439000,5338000.0,276006000,107542000,148015000.0,775995000.0,0.0,141149000.0,123762000,146091000,2270235000,-326813000.0,4625000.0,,26701000.0,-9190000.0,300170000.0,713334000,505000.0,1558724000,1250000.0,734516000,8301000.0,107211000,129915000,-4767000.0,0.84,242652000.0,134243000.0,-33062000.0,-81538000.0,-163492000.0,280153000,222734000.0,4280600000,1962509000,128318000.0,-1760000.0,824208000.0,146804000.0,-136267000.0,-60181000,794697000,1887000.0,-1037000.0,137930000,,,
2017-03-31,163000000,981000000,372000000,-61000000.0,50000000.0,38000000.0,5000000.0,2.54,60000000,71000000.0,2041000000,60000000,168000000,1897000000.0,86000000.0,598000000,1080000000.0,715000000,2517000000,1000000.0,1055000000.0,0.0,230000000.0,380000000.0,368000000.0,212000000.0,,1326000000,368000000,-3000000.0,308000000,354000000,147000000.0,771000000.0,-52000000.0,153000000.0,373000000,163000000,2557000000,-346000000.0,-1000000.0,,157000000.0,451000000.0,299000000.0,734000000,22000000.0,1778000000,1000000.0,981000000,8000000.0,286000000,145000000,-59000000.0,2.52,207000000.0,511000000.0,-6000000.0,-83000000.0,-86000000.0,168000000,192000000.0,4598000000,2081000000,366000000.0,16000000.0,797000000.0,146000000.0,-101000000.0,246000000,735000000,2000000.0,-1000000.0,142000000,,,
2017-06-30,36000000,1219000000,128000000,-25000000.0,39000000.0,38000000.0,5000000.0,0.87,135000000,-4000000.0,2143000000,135000000,178000000,2025000000.0,-20000000.0,662000000,1208000000.0,682000000,2643000000,-10000000.0,1169000000.0,0.0,228000000.0,378000000.0,372000000.0,212000000.0,,1461000000,434000000,3000000.0,299000000,120000000,147000000.0,771000000.0,0.0,154000000.0,128000000,169000000,2715000000,-371000000.0,-5000000.0,,21000000.0,6000000.0,309000000.0,837000000,9000000.0,1893000000,5000000.0,1219000000,8000000.0,308000000,130000000,-18000000.0,0.87,196000000.0,141000000.0,15000000.0,-69000000.0,24000000.0,178000000,124000000.0,4858000000,2215000000,147000000.0,-2000000.0,674000000.0,146000000.0,0.0,238000000,981000000,2000000.0,0.0,175000000,,,
