date,quarterlyNetOtherFinancingCharges,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyDilutedEPS,quarterlyDeferredIncomeTax,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyIncomeTaxPayable,quarterlyChangeInInventory,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2007-05-31,-68000.0,5231000,,-5696000,9571000,309000.0,-14765000,-1155000,5206000,173569000,4340000,90211000,3819000.0,28549000.0,37000.0,9152000.0,1321000.0,6605000.0,-21887000,29345000,4476000.0,22492000.0,185934000,2474000,33441000,3000.0,5231000,362009000,11554000,11554000,-15920000,3812000.0,,,129000.0,,234415000,,0.18,337000.0,29250000.0,,67736000,-8000.0,38378000,-9875000.0,116110000,224312000,238217000.0,9033000,-9688000.0,,-6102000.0,11507000,,475000.0,11554000,-14703000,,0.18,6313000,-103157000,,242900000,29277000,109797000,31727000.0,9199000.0,0.0,,,127594000,1661000.0,-64648000.0,4955000,,
2007-08-31,-137000.0,-2921000,,12192000,8295000,3453000.0,-8576000,17308000,-2993000,179985000,-18182000,95979000,2326000.0,,8008000.0,9422000.0,1474000.0,6634000.0,20511000,37396000,2705000.0,31026000.0,190627000,2217000,11554000,3000.0,-2921000,395419000,32065000,32065000,8732000,4712000.0,,,214000.0,,239467000,,,-1904000.0,,,80633000,0.0,39508000,-8373000.0,146958000,230135000,245695000.0,2112000,10084000.0,,-5769000.0,4329000,,6508000.0,32065000,-8518000,4000.0,,14531000,-106087000,,245316000,31077000,132427000,31652000.0,2093000.0,0.0,,,155952000,1380000.0,-65710000.0,5049000,,
2007-11-30,-85000.0,6694000,,4879000,6157000,333000.0,-9737000,276000,6676000,197479000,-66000,120872000,3715000.0,28781000.0,15838000.0,2725000.0,1438000.0,7286000.0,-12796000,31334000,2429000.0,23253000.0,208860000,2506000,32065000,3000.0,6694000,423749000,19269000,19269000,-9461000,6191000.0,,2000000.0,59000.0,,254626000,,0.23,-217000.0,29494000.0,,98784000,,41551000,-8634000.0,168013000,250411000,264121000.0,10217000,-9031000.0,,-24893000.0,12723000,,389000.0,19269000,-17029000,-4678000.0,0.23,29774000,-99393000,,252466000,31315000,138239000,31594000.0,10521000.0,0.0,,,169123000,1491000.0,-66642000.0,12498000,,
2008-02-29,8982000.0,9516000,,7383000,6168000,468000.0,-6618000,15135000,9489000,199255000,1851000,109301000,890000.0,28848000.0,15582000.0,29332000.0,1663000.0,7920000.0,6643000,37509000,1888000.0,25427000.0,245653000,2871000,19269000,3000.0,9516000,426070000,25912000,25912000,8517000,5722000.0,,0.0,470000.0,,264226000,,0.33,-254000.0,29233000.0,,92755000,,48191000,-7932000.0,189792000,293844000,268151000.0,10682000,5032000.0,,11571000.0,13553000,,-2183000.0,25912000,-17313000,0.0,0.33,28636000,-99268000,,236009000,34109000,161156000,38609000.0,10539000.0,-647000.0,,,161844000,1540000.0,-68896000.0,11391000,,
2008-05-31,-130000.0,10601000,,-3237000,4070000,120000.0,-4098000,7968000,10575000,199910000,6533000,112162000,3675000.0,28914000.0,15174000.0,16822000.0,3305000.0,,195000,32587000,2326000.0,19280000.0,236438000,2988000,25912000,3000.0,10601000,426676000,26107000,26107000,3870000,7083000.0,,,437000.0,,263449000,,0.36,1322000.0,29224000.0,,90300000,-63000.0,47227000,-7686000.0,163452000,283665000,271444000.0,14640000,-11865000.0,,-2861000.0,17628000,,4126000.0,26107000,-3991000,-4785000.0,0.37,29967000,-88808000,,262879000,33950000,133485000,38953000.0,14326000.0,-8209000.0,,,163227000,1542000.0,-71534000.0,11488000,,
2008-08-31,-200000.0,11291000,,4555000,4185000,0.0,-3118000,20339000,11466000,199576000,-15045000,113894000,838000.0,,23028000.0,8877000.0,1376000.0,7764000.0,22014000,36319000,2455000.0,20148000.0,242762000,3005000,26107000,3000.0,11291000,449963000,48121000,48121000,17221000,6210000.0,,,495000.0,,264937000,,,-2749000.0,,,96120000,-1365000.0,49201000,-8334000.0,174977000,291963000,271422000.0,12882000,7417000.0,,-1732000.0,15887000,,1333000.0,48121000,-3192000,0.0,,35858000,-77510000,,274506000,36850000,139119000,39248000.0,11936000.0,8196000.0,,,185026000,1247000.0,-71846000.0,11454000,,
2008-11-30,2000.0,10698000,,-4706000,11564000,,-11318000,2220000,10717000,209739000,-273000,134304000,3647000.0,28860000.0,22273000.0,5039000.0,1237000.0,8149000.0,-23429000,35072000,3287000.0,19345000.0,255226000,2972000,48121000,3000.0,10698000,466660000,24692000,24692000,-9098000,7572000.0,,,581000.0,,282036000,,0.37,-107000.0,29111000.0,,107965000,-161000.0,49982000,-10448000.0,182247000,305208000,283900000.0,14910000,-12241000.0,,-20410000.0,17882000,,949000.0,24692000,-20976000,-4744000.0,0.37,34177000,-66812000,,283863000,34824000,148070000,38836000.0,14435000.0,-6857000.0,,,184624000,1340000.0,-74161000.0,10667000,,
2009-02-28,-9645000.0,12687000,7610000.0,-10097000,4388000,,-12267000,27580000,12750000,217934000,-58000,120753000,4090000.0,28916000.0,33572000.0,249000.0,1339000.0,8707000.0,5196000,36455000,3765000.0,21092000.0,280854000,3487000,24692000,3000.0,12687000,475626000,29888000,29888000,15313000,7275000.0,,,609000.0,,287818000,,0.43,187000.0,29179000.0,,102430000,-1075000.0,53939000,-16096000.0,194531000,334793000,294257000.0,17484000,9906000.0,6055000.0,13551000.0,21028000,,-954000.0,29888000,-13057000,-7392000.0,0.44,41217000,-68907000,,280459000,36356000,153314000,37902000.0,16932000.0,-766000.0,,,187808000,882000.0,-76323000.0,0,,
2009-05-31,9468000.0,8683000,7607000.0,10513000,4386000,,-12010000,7892000,8628000,225423000,74000,112990000,3960000.0,29010000.0,32322000.0,291000.0,1360000.0,8484000.0,9147000,36530000,4292000.0,19853000.0,256822000,3241000,29888000,3000.0,8683000,473849000,39035000,39035000,-4118000,9403000.0,,2104000.0,685000.0,,295259000,,0.3,-781000.0,29202000.0,,92010000,-37000.0,49722000,-16870000.0,183947000,306544000,303622000.0,13192000,-4356000.0,6225000.0,7763000.0,16583000,788000.0,263000.0,39035000,-9860000,0.0,0.3,40072000,-60244000,,289202000,36530000,143875000,37741000.0,12657000.0,0.0,-6034000.0,-7628000.0,178590000,1157000.0,-78199000.0,0,,
2009-08-31,159000.0,10250000,7658000.0,166000,4659000,,-13752000,17666000,10516000,231798000,-38000,115841000,1372000.0,,40578000.0,299000.0,1026000.0,8340000.0,5158000,38545000,2187000.0,18853000.0,255137000,4198000,39035000,3000.0,10250000,487373000,44193000,44193000,3914000,6893000.0,,,-175000.0,,302591000,,,-1104000.0,,,101412000,-16000.0,49946000,-17230000.0,186205000,305083000,311078000.0,11401000,6615000.0,5942000.0,-2851000.0,15701000,818000.0,-3103000.0,44193000,-10858000,-7415000.0,,44277000,-49998000,,300398000,38545000,141928000,37538000.0,11678000.0,2104000.0,-4028000.0,2854000.0,184782000,900000.0,-79280000.0,0,,
2009-11-30,61000.0,10377000,7761000.0,7562000,4650000,,-8625000,-3642000,10421000,236857000,4000,147390000,5401000.0,29105000.0,46357000.0,121000.0,1224000.0,8977000.0,-5154000,36913000,,17196000.0,262271000,3636000,44193000,3000.0,10377000,517257000,39039000,39039000,-12267000,8337000.0,,,630000.0,102000.0,306532000,,0.35,1036000.0,29163000.0,11868000.0,113280000,0.0,53148000,-17149000.0,204420000,315419000,319958000.0,16235000,-19579000.0,5937000.0,-31549000.0,20090000,770000.0,-62000.0,39039000,-8665000,0.0,0.35,50374000,-39621000,,312033000,36802000,154046000,37415000.0,15824000.0,-100000.0,-6427000.0,0.0,210725000,947000.0,-83101000.0,0,,
2010-02-28,512000.0,13697000,8097000.0,-1513000,4805000,,-18019000,44072000,13722000,251398000,-10000,124077000,6190000.0,29222000.0,50672000.0,109000.0,1091000.0,9490000.0,24008000,39883000,,16596000.0,305802000,3627000,39039000,3000.0,13697000,530103000,63047000,63047000,26053000,10346000.0,,,634000.0,,320923000,,0.46,805000.0,29250000.0,-183000.0,113097000,-1326000.0,60320000,-17108000.0,217717000,366122000,337956000.0,20437000,24766000.0,5785000.0,23313000.0,24176000,1070000.0,16000.0,63047000,-18363000,-7433000.0,0.46,54665000,-40786000,,311520000,39708000,163052000,37455000.0,19915000.0,-333000.0,-6122000.0,0.0,209180000,820000.0,-86558000.0,0,,
2010-05-31,-6223000.0,12024000,8096000.0,-3343000,9860000,,-11518000,10693000,12048000,259619000,-240000,133059000,5309000.0,29336000.0,53454000.0,117000.0,1088000.0,9433000.0,-7956000,41426000,,20694000.0,289114000,3928000,63047000,3000.0,12024000,547585000,55091000,55091000,-825000,10840000.0,0.0,,595000.0,,333127000,,0.4,488000.0,29345000.0,401000.0,113494000,-62000.0,59502000,-16952000.0,225936000,348616000,346931000.0,18076000,-7052000.0,6199000.0,-8982000.0,21886000,989000.0,2000.0,55091000,-15282000,0.0,0.4,57547000,-28762000,,321649000,40586000,168389000,37533000.0,17363000.0,0.0,-6570000.0,-3800000.0,214458000,980000.0,-87312000.0,0,,
2010-08-31,-11000.0,13217000,8091000.0,-3841000,9981000,,-12045000,31906000,13241000,265544000,-254000,131190000,5886000.0,,56569000.0,109000.0,1198000.0,9729000.0,18255000,42494000,,23006000.0,303077000,4069000,55091000,3000.0,13217000,572565000,73346000,73346000,19861000,11266000.0,0.0,0.0,864000.0,,337724000,,,1233000.0,,10903000.0,124401000,-46000.0,62657000,-16672000.0,236522000,365734000,354788000.0,20163000,12223000.0,6615000.0,1869000.0,24071000,949000.0,33000.0,73346000,-11848000,-7462000.0,,61039000,-15578000,,336043000,43620000,175483000,37471000.0,19138000.0,0.0,-5803000.0,0.0,234841000,692000.0,-89244000.0,0,,
2010-11-30,-8001000.0,14853000,8092000.0,-4871000,18000000,,-14199000,-5881000,14846000,277467000,-46000,169355000,6845000.0,29356000.0,59437000.0,115000.0,1554000.0,9999000.0,-24892000,44346000,,23603000.0,319157000,4237000,73346000,3000.0,14853000,609901000,48454000,48454000,-20080000,11706000.0,0.0,,956000.0,,356365000,,0.5,827000.0,29362000.0,19414000.0,143813000,0.0,66915000,-16820000.0,258215000,386072000,370431000.0,22569000,-26564000.0,4054000.0,-38165000.0,26889000,932000.0,-7000.0,48454000,-14195000,,0.5,64516000,-725000,,351686000,44346000,193699000,37445000.0,21696000.0,0.0,-9828000.0,,253536000,924000.0,-92964000.0,0,,
2011-02-28,882000.0,17917000,8061000.0,-13257000,17971000,,-7436000,43546000,18010000,280919000,-260000,151692000,8049000.0,29414000.0,57546000.0,212000.0,1718000.0,11014000.0,22205000,46098000,,20932000.0,376331000,4599000,48454000,3000.0,17917000,615506000,70659000,70659000,36110000,10745000.0,0.0,,1071000.0,,359828000,,0.6,1489000.0,29423000.0,-1248000.0,142567000,-2513000.0,73286000,-16565000.0,264088000,449617000,377276000.0,27188000,18837000.0,6216000.0,17663000.0,31766000,1032000.0,-78000.0,70659000,-7298000,,0.6,63008000,-746000,,351418000,46098000,201080000,37533000.0,26096000.0,0.0,-15267000.0,,255678000,803000.0,-96357000.0,0,,
2011-05-31,-6925000.0,16290000,8063000.0,545000,24717000,,-13175000,1117000,16365000,281389000,1838000,167687000,7199000.0,29493000.0,60030000.0,194000.0,1824000.0,10950000.0,-4813000,48396000,3865000.0,22769000.0,360339000,4839000,70659000,3000.0,16290000,637691000,65846000,65846000,-12058000,12409000.0,0.0,,984000.0,,366086000,,0.55,591000.0,29502000.0,-4811000.0,137756000,-91000.0,70809000,-17091000.0,269454000,431148000,377423000.0,22413000,-20695000.0,7141000.0,-15995000.0,29390000,1112000.0,246000.0,65846000,-5874000,0.0,0.55,68836000,15543000,,368237000,48396000,200618000,37465000.0,23567000.0,7406000.0,-7081000.0,,271605000,507000.0,-96034000.0,3087000,,
2011-08-31,-2124000.0,12690000,8063000.0,-13057000,28016000,,-12223000,36817000,12615000,281111000,5000,177232000,5375000.0,,60451000.0,40000.0,1888000.0,11416000.0,10971000,53822000,3655000.0,25121000.0,374877000,7479000,65846000,3000.0,12690000,664328000,76817000,76817000,24594000,10030000.0,,,904000.0,,371551000,,,-2265000.0,,25675000.0,163432000,-107000.0,72533000,-22915000.0,288490000,447410000,385051000.0,18711000,17752000.0,7655000.0,-9546000.0,26380000,961000.0,-75000.0,76817000,-12078000,-8965000.0,,70263000,28238000,,375838000,53822000,218227000,37361000.0,17997000.0,0.0,-7056000.0,0.0,292777000,464000.0,-103940000.0,471000,,
2011-11-30,-6000000.0,13989000,7582000.0,1634000,33819000,,-8280000,-12377000,13996000,272997000,-1269000,219593000,7933000.0,29503000.0,63490000.0,2000.0,1714000.0,12027000.0,-18541000,51782000,3981000.0,10905000.0,402642000,5811000,76817000,3000.0,13989000,688042000,58276000,58276000,-20657000,13099000.0,,,1254000.0,,367291000,,0.47,679000.0,29517000.0,16421000.0,179852000,3000.0,76043000,-31349000.0,305680000,478685000,374150000.0,24261000,-34284000.0,4869000.0,-42362000.0,28987000,966000.0,966000.0,58276000,-8266000,,0.47,73712000,42227000,,382362000,51782000,231968000,37236000.0,21922000.0,0.0,-38192000.0,,320751000,41000.0,-101153000.0,975000,,
2012-02-29,-7362000.0,20220000,7584000.0,-14385000,42222000,,-13482000,59992000,20217000,282264000,832000,179904000,9843000.0,29541000.0,76396000.0,2000.0,1615000.0,13185000.0,32523000,56891000,4118000.0,11573000.0,462605000,5739000,58276000,3000.0,20220000,697527000,90799000,90799000,46510000,7417000.0,,,1317000.0,,384425000,,0.67,1085000.0,29553000.0,-12434000.0,167418000,-2842000.0,87228000,-33828000.0,316276000,549833000,388487000.0,30337000,32142000.0,7754000.0,39688000.0,37113000,1386000.0,748000.0,90799000,-13459000,,0.67,88448000,44324000,,381251000,56891000,227828000,37221000.0,30057000.0,0.0,-21085000.0,,313102000,46000.0,-106223000.0,2760000,,
2012-05-31,99000.0,15706000,7565000.0,31000,42157000,,-14007000,28366000,15708000,289700000,-538000,180263000,8078000.0,29584000.0,73317000.0,0.0,1624000.0,13079000.0,14144000,57231000,4327000.0,13969000.0,424134000,6060000,90799000,3000.0,15706000,715940000,104943000,104943000,14359000,9435000.0,,,1344000.0,,391473000,,0.52,-36000.0,29595000.0,-2661000.0,164756000,-174000.0,82639000,-32121000.0,315818000,506773000,401553000.0,25408000,5062000.0,8107000.0,-357000.0,31209000,1533000.0,1434000.0,104943000,-13958000,0.0,0.52,83441000,60030000,,400122000,57231000,232377000,37104000.0,23805000.0,0.0,-4120000.0,,324467000,10000.0,-111853000.0,1520000,,
2012-08-31,701000.0,17706000,7559000.0,-12362000,41973000,,-16936000,13908000,17725000,297845000,138000,201043000,9199000.0,,71422000.0,0.0,2191000.0,13747000.0,-13695000,58135000,6231000.0,31859000.0,429399000,6129000,104943000,3000.0,16369000,735712000,91248000,91248000,-3028000,7237000.0,,,1368000.0,,399098000,,,400000.0,,8440000.0,173198000,-141000.0,86055000,-33182000.0,316798000,515454000,412782000.0,27920000,-11297000.0,8578000.0,-20780000.0,34427000,1584000.0,883000.0,91248000,-16884000,-9060000.0,,82057000,77739000,,418914000,57518000,234741000,36886000.0,26930000.0,0.0,-3862000.0,,336614000,0.0,-114937000.0,4108000,,
2012-11-30,0.0,20005000,8105000.0,2058000,41915000,0.0,-14663000,7918000,20005000,307346000,-58000,239978000,8779000.0,29592000.0,73165000.0,0.0,2351000.0,15002000.0,-6898000,57737000,6085000.0,26475000.0,447779000,5684000,91248000,3000.0,19598000,779904000,84350000,84350000,-6745000,7798000.0,,,1218000.0,,407702000,,0.66,1209000.0,29604000.0,27631000.0,200829000,0.0,87507000,-34782000.0,358891000,535286000,427289000.0,29770000,-20862000.0,6690000.0,-38935000.0,35690000,1823000.0,1823000.0,84350000,-15168000,,0.66,83795000,79615000,,421013000,57000000,275096000,36821000.0,28788000.0,0.0,-1921000.0,-550000.0,372202000,0.0,-119943000.0,3911000,,
2013-02-28,-6189000.0,24882000,8100000.0,-11260000,40330000,,-24013000,53199000,24882000,326636000,-312000,219454000,10393000.0,29626000.0,71389000.0,0.0,2322000.0,16723000.0,16852000,60248000,3447000.0,29393000.0,510711000,6031000,84350000,3000.0,24342000,792725000,101202000,101202000,29186000,7791000.0,,,1306000.0,,425164000,,0.82,822000.0,29636000.0,-4657000.0,196171000,-3235000.0,96699000,-36804000.0,349544000,607410000,451765000.0,36451000,20572000.0,7735000.0,20524000.0,42616000,1668000.0,1668000.0,101202000,-23997000,,0.82,82486000,104496000,,443181000,60101000,267058000,36699000.0,35279000.0,0.0,-1836000.0,0.0,367561000,0.0,-125129000.0,4375000,,
2013-05-31,-2706000.0,18539000,8107000.0,-4738000,53020000,,-10559000,5819000,18539000,329914000,-1034000,220923000,9082000.0,29683000.0,68068000.0,0.0,2465000.0,16568000.0,-8794000,61350000,3352000.0,35144000.0,481634000,6228000,101202000,3000.0,18167000,792494000,92408000,92408000,-4740000,7784000.0,,,427000.0,,442307000,,0.61,112000.0,29692000.0,-24282000.0,175037000,-51000.0,90088000,-36656000.0,328794000,571722000,459074000.0,28738000,-20231000.0,7208000.0,-1469000.0,34270000,1363000.0,921000.0,92408000,-10550000,0.0,0.61,77800000,123035000,,463700000,60825000,250994000,36622000.0,27615000.0,0.0,-2060000.0,0.0,350187000,0.0,-129160000.0,2844000,,
2013-08-31,3213000.0,20839000,8104000.0,-7866000,53136000,,-20692000,63697000,20839000,338478000,-439000,217413000,10688000.0,29687000.0,60263000.0,0.0,2622000.0,16528000.0,29466000,63114000,3130000.0,37998000.0,489304000,6501000,92408000,3000.0,20403000,826039000,121874000,121874000,43005000,12757000.0,-1599000.0,,1265000.0,,450458000,,0.69,906000.0,29722000.0,24388000.0,199425000,-181000.0,96090000,-41475000.0,344990000,585394000,471264000.0,32976000,33538000.0,8059000.0,3510000.0,39295000,1448000.0,1383000.0,121874000,-22097000,-9068000.0,0.69,70112000,143871000,,481049000,62998000,274878000,36364000.0,31529000.0,0.0,-1829000.0,0.0,375581000,0.0,-132786000.0,2198000,,
2013-11-30,8000000.0,21432000,8108000.0,10818000,51222000,,-18288000,-37642000,21432000,351210000,227000,298721000,10385000.0,29690000.0,46907000.0,0.0,2603000.0,17231000.0,-44648000,63430000,3481000.0,33817000.0,509728000,6654000,121874000,3000.0,20992000,880562000,77226000,77226000,-55930000,29375000.0,,,1038000.0,-20345000.0,460191000,,0.71,-5000.0,29702000.0,34413000.0,230890000,,95873000,-40326000.0,375502000,605601000,489673000.0,32443000,-67240000.0,7455000.0,-81308000.0,39505000,1430000.0,1430000.0,77226000,-18266000,,0.71,56606000,165303000,,505060000,62956000,318896000,36289000.0,31813000.0,0.0,-10182000.0,0.0,420371000,0.0,-138463000.0,2644000,,
2014-02-28,1345000.0,28278000,8858000.0,-28485000,51268000,,-39808000,73352000,28278000,374335000,608000,236471000,11116000.0,29724000.0,41308000.0,0.0,3107000.0,18042000.0,-1889000,66820000,3614000.0,33163000.0,568075000,7139000,77226000,3000.0,27774000,834316000,75337000,75337000,33544000,18887000.0,,,886000.0,,485693000,,0.93,1862000.0,29736000.0,-34332000.0,194959000,,106299000,-52914000.0,335923000,674374000,516462000.0,39479000,35424000.0,8431000.0,62250000.0,47419000,1891000.0,1891000.0,75337000,-41388000,,0.93,51710000,172418000,,498393000,66480000,284213000,36321000.0,39394000.0,-850000.0,-1830000.0,-750000.0,348623000,23763000.0,-142127000.0,2623000,,
2014-05-31,128000.0,21320000,8861000.0,32431000,51928000,,-24678000,40483000,21320000,396749000,-69000,230693000,9534000.0,29784000.0,78353000.0,0.0,2716000.0,17770000.0,48422000,67346000,4507000.0,36737000.0,515930000,7139000,75337000,3000.0,20972000,898451000,123759000,123759000,15805000,15742000.0,0.0,,1043000.0,,507305000,,0.7,12000.0,29792000.0,2665000.0,197671000,-53000.0,99107000,-50323000.0,374523000,615037000,543806000.0,31761000,10036000.0,6867000.0,5778000.0,39033000,1549000.0,1421000.0,123759000,-24642000,0.0,0.7,88954000,193738000,,523928000,66221000,285569000,36176000.0,30851000.0,0.0,-5378000.0,0.0,391146000,23378000.0,-147057000.0,2769000,,
2014-08-31,16000.0,21856000,8863000.0,-12888000,53511000,,-35327000,61082000,21856000,426325000,-1227000,226383000,10337000.0,29788000.0,79591000.0,0.0,2290000.0,17932000.0,13339000,68155000,7910000.0,38829000.0,519931000,7543000,123759000,3000.0,21500000,940218000,137098000,137098000,25755000,11848000.0,0.0,,1328000.0,,537727000,,0.73,493000.0,29796000.0,25054000.0,225761000,-172000.0,102624000,-49286000.0,391953000,622555000,572374000.0,34469000,28934000.0,7664000.0,4310000.0,41062000,1581000.0,1565000.0,137098000,-35263000,-10574000.0,0.73,89762000,215613000,,548265000,66763000,302191000,36108000.0,32191000.0,0.0,-6366000.0,0.0,402491000,22075000.0,-146049000.0,2290000,,
2014-11-30,0.0,20647000,10069000.0,24791000,58880000,,-26332000,-13866000,20647000,432872000,-2604000,323408000,12102000.0,29791000.0,85378000.0,7000.0,2398000.0,20190000.0,-17885000,72709000,6467000.0,41266000.0,547055000,7797000,137098000,3000.0,20314000,1037132000,119213000,119213000,-40198000,27998000.0,-2023000.0,,1174000.0,,551358000,,0.68,2607000.0,29799000.0,57474000.0,282435000,,108966000,-58705000.0,476083000,656021000,584496000.0,36257000,-46439000.0,7577000.0,-97025000.0,41714000,1556000.0,1556000.0,119213000,-29516000,,0.68,96448000,236260000,,561049000,69560000,379635000,36162000.0,32743000.0,-2023000.0,-10625000.0,-1200000.0,485774000,22212000.0,-151624000.0,2721000,,
2015-02-28,-10579000.0,24835000,10245000.0,-10581000,56699000,,-15828000,25810000,24835000,424360000,-2050000,281256000,13526000.0,29827000.0,90328000.0,0.0,2432000.0,21992000.0,30000,76387000,7078000.0,37481000.0,631810000,8636000,119213000,3000.0,24576000,986366000,119243000,119243000,9982000,19262000.0,1675000.0,,1970000.0,,543382000,,0.82,-129000.0,29833000.0,-49443000.0,233266000,,118486000,-68399000.0,432455000,750296000,581984000.0,42099000,-8239000.0,8359000.0,42152000.0,48951000,1784000.0,1784000.0,119243000,-14312000,,0.82,101394000,239967000,,553911000,76158000,331061000,36069000.0,38345000.0,1675000.0,-6033000.0,-160000.0,442984000,26004000.0,-157624000.0,2527000,,
2015-05-31,-237000.0,21195000,10315000.0,-7391000,41404000,,-20881000,53794000,21195000,442723000,-1035000,266184000,10750000.0,29883000.0,74852000.0,0.0,2458000.0,21244000.0,26350000,75001000,8261000.0,46683000.0,587860000,8740000,119243000,3000.0,20938000,1016183000,145593000,145593000,32913000,26956000.0,,,1615000.0,,541321000,,0.7,910000.0,29888000.0,6972000.0,240426000,-59000.0,109243000,-70056000.0,441748000,697103000,606973000.0,34242000,20779000.0,8769000.0,15072000.0,42230000,1282000.0,1519000.0,145593000,-19603000,0.0,0.7,86976000,261162000,,574435000,74968000,354772000,35965000.0,31875000.0,1251000.0,-11125000.0,0.0,474862000,26630000.0,-164250000.0,2903000,,
2015-08-31,23986000.0,22447000,10317000.0,3146000,36517000,,-26144000,44765000,22447000,433040000,-704000,267175000,11188000.0,29888000.0,73365000.0,66000.0,2193000.0,20184000.0,11479000,77295000,9662000.0,41469000.0,586114000,9272000,145593000,3000.0,22166000,991692000,157072000,157072000,18621000,23775000.0,,,1681000.0,,527338000,,0.75,-416000.0,29895000.0,1420000.0,241978000,-177000.0,113068000,-101512000.0,425108000,699182000,598648000.0,35773000,2644000.0,9595000.0,-991000.0,44586000,1347000.0,1361000.0,157072000,-25651000,-10562000.0,0.75,88011000,283611000,,566584000,76969000,337097000,35871000.0,33633000.0,192000.0,-69265000.0,0.0,464354000,22535000.0,-165608000.0,5858000,,
2015-11-30,0.0,23672000,10382000.0,-602000,39736000,,-17708000,1882000,23672000,443062000,-257000,322623000,12130000.0,29890000.0,78437000.0,129000.0,2117000.0,20383000.0,-17066000,76608000,7691000.0,39717000.0,598015000,9203000,157072000,3000.0,23338000,1047594000,140006000,140006000,-15826000,17921000.0,,,1373000.0,-10473000.0,540250000,,0.78,470000.0,29896000.0,32291000.0,275908000,,113916000,-102108000.0,455834000,711931000,616798000.0,37308000,-33630000.0,7777000.0,-55448000.0,46432000,2100000.0,2100000.0,140006000,-17709000,,0.78,93981000,307283000,,591760000,76303000,361853000,35846000.0,35856000.0,0.0,-10227000.0,-119000.0,507344000,0.0,-173736000.0,1358000,,
2016-02-29,-11947000.0,25942000,10811000.0,-17276000,38637000,,-14469000,67698000,25942000,440523000,-604000,260101000,11815000.0,29914000.0,75047000.0,216000.0,1544000.0,21804000.0,33002000,81018000,7178000.0,37557000.0,657725000,9529000,140006000,3000.0,25571000,1008843000,173008000,173008000,53229000,16018000.0,,,1536000.0,,544055000,,0.85,-454000.0,29919000.0,-38033000.0,237810000,,120206000,-112743000.0,421874000,777931000,621875000.0,39188000,31138000.0,6398000.0,62522000.0,48393000,2478000.0,2478000.0,173008000,-14533000,,0.85,91442000,311967000,,586969000,80947000,330432000,35701000.0,37328000.0,-75000.0,-8724000.0,0.0,464788000,0.0,-181352000.0,1050000,,
2016-05-31,21000.0,16837000,10798000.0,6685000,47000000,,-19285000,42588000,16837000,456584000,-556000,253778000,9168000.0,29951000.0,71462000.0,192000.0,1879000.0,21127000.0,29608000,79197000,5949000.0,40220000.0,597242000,10271000,173008000,3000.0,16549000,1049823000,202616000,202616000,23303000,26226000.0,,,1571000.0,,568932000,,0.55,-1238000.0,29955000.0,6373000.0,245096000,-61000.0,107020000,-106431000.0,437592000,704262000,647280000.0,27823000,14239000.0,5425000.0,6323000.0,37860000,2153000.0,2132000.0,202616000,-19685000,0.0,0.55,88677000,328804000,,612231000,79184000,348915000,35652000.0,26018000.0,-367000.0,-6454000.0,0.0,480891000,0.0,-190696000.0,1044000,,
