date,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyBasicEPS,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyStockholdersEquity,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingExpense,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,quarterlyChangeInAccountPayable,quarterlyGoodwill,quarterlyResearchAndDevelopment
2011-03-31,1260272000.0,,6745000.0,388051000,1446832000.0,-36738000.0,283904000,173804000,483073000,125371000.0,4167263000,3348000.0,,1206000.0,6316592000,864535000,1745317000,,1817000.0,1.4,-24996000.0,182846000,,2420695000,123757000.0,-4444000.0,777199000,75470000,306144000,3031000.0,3163945000,226335000,173804000,87661000,0.0,-100980000.0,3302728000,61118000,-32347000.0,2675000.0,58263000,1.39,81649000,933000.0,77665000.0,80896000,-97793000.0,-1462468000,2401000,3934000.0,383556000.0,188333000.0,199169000,323179000.0,2106000.0,4854124000,228441000.0,,11185000.0,5037850000,,6783167000,290832000.0,1446832000,,39091000.0,101347000.0,154834000,-9000.0,1446832000,1258499000.0,1375000,,,,,
2011-06-30,1367353000.0,,5931000.0,320845000,1684989000.0,-207794000.0,213033000,122031000,521841000,125729000.0,4369977000,84182000.0,,1171000.0,6324940000,1158251000,2070862000,,5014000.0,0.98,155331000.0,242490000,99289000.0,2508440000,123970000.0,-16915000.0,845512000,99906000,300372000,5966000.0,2995256000,155331000,122031000,91912000,0.0,-21024000.0,3211726000,140404000,-18931000.0,150898000.0,58231000,0.97,95350000,6563000.0,76066000.0,75368000,-62384000.0,-1554490000,4183000,76898000.0,468413000.0,238157000.0,308808000,507819000.0,5231000.0,4770450000,160562000.0,,10338000.0,5036850000,,7107712000,488888000.0,1684989000,,37978000.0,102052000.0,166711000,921000.0,1784278000,1446832000.0,1378000,,,,,
2011-09-30,1298304000.0,-109639000.0,5642000.0,347439000,1776024000.0,-119726000.0,239845000,127063000,462288000,125860000.0,4567656000,4262000.0,-5812000.0,2590000.0,6327084000,1325757000,2205130000,-64883000.0,3250000.0,1.02,10840000.0,307061000,134419000.0,2574778000,124176000.0,-13489000.0,836016000,147703000,310719000,1301000.0,2933366000,185185000,127063000,117597000,0.0,-41906000.0,3241899000,232023000,-34526000.0,170565000.0,57462000,1.01,336472000,2777000.0,76510000.0,77411000,-106958000.0,-1640057000,4409000,110228000.0,546324000.0,91035000.0,222443000,318054000.0,4270000.0,4687027000,189455000.0,,79043000.0,5223844000,,7428974000,283528000.0,1776024000,,36864000.0,100522000.0,140254000,-2867000.0,1910443000,1684989000.0,1378000,,,,,
2011-12-31,1343863000.0,-34905000.0,5563000.0,377189000,1262587000.0,-94842000.0,274806000,190473000,492557000,,4676042000,9509000.0,-770000.0,2017000.0,6585952000,1579893000,1726452000,-905779000.0,-20903000.0,,6112000.0,36368000,122066000.0,2089022000,,-25287000.0,851306000,144631000,367968000,870000.0,2809785000,258262000,190473000,108124000,0.0,-37991000.0,3096149000,232070000,-98342000.0,407934000.0,55962000,,125712000,721000.0,54294000.0,72061000,-790506000.0,-1720620000,5250000,95877000.0,576011000.0,-513437000.0,217751000,366783000.0,-31153000.0,4865332000,227109000.0,,17896000.0,5173044000,,6899496000,268441000.0,1262587000,63305000.0,35751000.0,94118000.0,171608000,840000.0,1384653000,1776024000.0,1379000,,,,,
2012-03-31,1313498000.0,-7231000.0,2648000.0,352758000,1871070000.0,-12027000.0,260099000,140564000,486804000,114008000.0,6962075000,9506000.0,-355000.0,1841000.0,6602285000,1348509000,2319938000,-50367000.0,-2450000.0,1.25,10905000.0,126981000,121633000.0,248675000,112704000.0,-1565000.0,826694000,150737000,366315000,-1370000.0,5328006000,198409000,140564000,116236000,0.0,-558878000.0,5613566000,233591000,-35493000.0,168023000.0,62061000,1.23,120796000,-10176000.0,51969000.0,68163000,280810000.0,-1799912000,-1311000,71956000.0,603750000.0,608483000.0,226705000,338490000.0,-117000.0,4802373000,198292000.0,,15659000.0,5083129000,,7403067000,302997000.0,1871070000,31964000.0,34637000.0,92405000.0,162488000,2307000.0,1992703000,1262587000.0,1134000,,,,,
2012-06-30,1253207000.0,-114177000.0,5206000.0,361890000,1933189000.0,-167948000.0,264123000,138064000,443624000,101010000.0,6885119000,7813000.0,-492000.0,727000.0,6629852000,1337048000,2470718000,-50492000.0,-4959000.0,1.38,40418000.0,214791000,219130000.0,341642000,99782000.0,-2003000.0,809583000,128124000,309553000,4370000.0,5292218000,199293000,138064000,103317000,0.0,-38557000.0,5548071000,209978000,-79848000.0,165796000.0,73874000,1.37,119970000,-2401000.0,45875000.0,66287000,-91616000.0,-1885278000,1821000,58647000.0,608929000.0,62119000.0,179501000,322332000.0,-4740000.0,4744574000,194553000.0,,30731000.0,5009873000,,7480591000,242484000.0,1933189000,28044000.0,33523000.0,93463000.0,158665000,2096000.0,2152319000,1871070000.0,1134000,,,,,
2012-09-30,2688626000.0,-176373000.0,5850000.0,326901000,2330937000.0,-171155000.0,1637223000,112035000,1875286000,100892000.0,7236927000,11395000.0,-64000.0,1480000.0,6663117000,1205557000,2841284000,-53200000.0,-8405000.0,1.12,30227000.0,276565000,198897000.0,411335000,99871000.0,-185000.0,813340000,121722000,309632000,2216000.0,5781471000,165171000,112035000,138506000,0.0,-424673000.0,6031370000,213181000,-52974000.0,1400000.0,75082000,1.11,307089000,-32644000.0,36718000.0,65531000,238332000.0,-1965425000,-18224000,4094000.0,595243000.0,397748000.0,238063000,328414000.0,-7626000.0,4697692000,157545000.0,,29594000.0,5114943000,,7956227000,275440000.0,2330937000,58160000.0,32410000.0,94274000.0,186645000,3625000.0,2529834000,1933189000.0,1134000,,,,,
2012-12-31,1289084000.0,15173000.0,5944000.0,353407000,1725219000.0,6276000.0,261393000,111373000,487126000,101122000.0,7172662000,11399000.0,0.0,2019000.0,6778470000,1131377000,2202378000,-801434000.0,12159000.0,1.11,-111506000.0,44775000,138887000.0,-259037000,100080000.0,-316897000.0,801958000,144806000,238573000,-1572000.0,5781770000,165826000,111373000,120187000,0.0,-739000.0,6041285000,214016000,-72670000.0,1050000.0,77742000,1.1,140334000,-22233000.0,45499000.0,63799000,-810005000.0,-2050571000,-5779000,4270000.0,544649000.0,-605718000.0,225733000,196482000.0,16782000.0,4727899000,182608000.0,,31763000.0,5074216000,,7276594000,123812000.0,1725219000,97883000.0,31297000.0,93057000.0,164858000,4177000.0,1864106000,2330937000.0,1137000,,,,,
2013-03-31,1378654000.0,-22881000.0,1122000.0,434897000,2056705000.0,14829000.0,338994000,202963000,533877000,101373000.0,7261250000,7677000.0,-2461000.0,575000.0,6857912000,1234466000,2504504000,-101709000.0,-6030000.0,2.02,50255000.0,147612000,96648000.0,-157027000,100237000.0,33154000.0,844777000,98370000,243578000,-7904000.0,5781181000,272144000,202963000,94909000,0.0,-350000.0,6026784000,207366000,-58797000.0,1050000.0,75377000,2.0,102621000,1232000.0,38237000.0,67909000,-102328000.0,-2134829000,-837000,3714000.0,633230000.0,331486000.0,194883000,420870000.0,-5142000.0,4723083000,267002000.0,,29552000.0,5031422000,-12131000.0,7535926000,362073000.0,2056705000,63075000.0,30183000.0,92518000.0,200670000,2382000.0,2153353000,1725219000.0,1138000,,,,,
2013-06-30,1332273000.0,-103175000.0,28746000.0,360822000,2028229000.0,-139935000.0,279636000,129785000,494444000,101549000.0,7595775000,2156000.0,-11401000.0,1061000.0,6972990000,1368044000,2490335000,-336539000.0,272000.0,1.29,180037000.0,176088000,146386000.0,-88028000,100484000.0,79790000.0,837829000,126823000,207031000,-1097000.0,6010763000,192716000,129785000,132381000,0.0,-275055000.0,6227731000,187295000,-130925000.0,1050000.0,73764000,1.28,324269000,-272535000.0,29673000.0,70153000,-381353000.0,-2212104000,-16190000,4105000.0,744225000.0,-28476000.0,214808000,489936000.0,1124000.0,4760886000,193840000.0,,31361000.0,5283004000,48225000.0,7773339000,359011000.0,2028229000,14653000.0,29243000.0,93218000.0,208005000,2678000.0,2174615000,2056705000.0,1141000,,,,,
2013-09-30,1390112000.0,-64421000.0,5204000.0,408404000,2041155000.0,-365472000.0,316591000,182020000,526973000,101547000.0,7828289000,7576000.0,-90000.0,1551000.0,7107525000,1627162000,2765556000,-193450000.0,-8105000.0,1.81,9459000.0,256992000,,1297000,100685000.0,-201563000.0,863139000,115981000,216247000,-2615000.0,5986557000,248811000,182020000,105026000,0.0,-350000.0,6201127000,193546000,-135106000.0,223452000.0,73549000,1.79,304039000,535000.0,21024000.0,73038000,6895000.0,-2297147000,-4727000,3942000.0,750324000.0,12926000.0,210382000,370528000.0,-7281000.0,4810378000,241530000.0,,31542000.0,5304072000,-20516000.0,8069628000,235422000.0,2041155000,35618000.0,31146000.0,93325000.0,213519000,3078000.0,2041155000,2028229000.0,1141000,,,,,
2013-12-31,1519897000.0,-32379000.0,4465000.0,452473000,2435041000.0,-187002000.0,372008000,213884000,586820000,101807000.0,8244679000,10994000.0,-1520000.0,2058000.0,7313411000,1455534000,2968814000,-403288000.0,-5963000.0,2.12,-12298000.0,66130000,174399000.0,-184507000,100748000.0,-5431000.0,933077000,149181000,241932000,-6133000.0,6586518000,290486000,213884000,116472000,0.0,-225645000.0,6789145000,188284000,-181958000.0,1050000.0,76332000,2.1,279925000,213177000.0,14343000.0,74739000,185643000.0,-2378962000,-15643000,4148000.0,704401000.0,393886000.0,214812000,395308000.0,-6335000.0,4934449000,284151000.0,,32919000.0,5408216000,-30453000.0,8377030000,213350000.0,2435041000,32766000.0,30767000.0,91990000.0,272861000,2913000.0,2609440000,2041155000.0,1142000,,,,,
2014-03-31,1513613000.0,-46635000.0,3921000.0,457567000,3273621000.0,17938000.0,386765000,226896000,575046000,102009000.0,8792479000,16401000.0,-1426000.0,,7470436000,1255325000,3839184000,-126406000.0,1583000.0,2.25,-188008000.0,166664000,218876000.0,-72465000,100822000.0,197628000.0,938567000,124749000,230690000,1465000.0,7329777000,303043000,226896000,111277000,0.0,-12350000.0,7537154000,164624000,-178050000.0,1050000.0,75256000,2.22,95740000,-4967000.0,42753000.0,71865000,612797000.0,-2434006000,-10610000,40007000.0,511153000.0,838580000.0,188281000,209222000.0,2609000.0,5036430000,305652000.0,,32346000.0,5274037000,13941000.0,9113221000,31172000.0,3273621000,44995000.0,30172000.0,76659000.0,270299000,2528000.0,3492497000,2435041000.0,1142000,,,,,
2014-06-30,1412063000.0,-45904000.0,8424000.0,419282000,3035111000.0,-272126000.0,343442000,203906000,552604000,102018000.0,8783177000,7455000.0,-535000.0,,7723164000,1285165000,3618180000,-307925000.0,-76000.0,2.02,16179000.0,243921000,242148000.0,21410000,100915000.0,-37645000.0,859459000,146638000,218905000,-4296000.0,7310134000,258402000,203906000,128520000,0.0,-20350000.0,7498012000,149229000,-237533000.0,1050000.0,81765000,2.0,126855000,-13114000.0,38649000.0,70132000,-337254000.0,-2507441000,-8016000,12619000.0,616223000.0,-238510000.0,209162000,368871000.0,764000.0,5215723000,259166000.0,,30084000.0,5453162000,14552000.0,9071342000,131338000.0,3035111000,48956000.0,29576000.0,78351000.0,223961000,3114000.0,3277259000,3273621000.0,1143000,,,,,
2014-09-30,1370010000.0,-32219000.0,10369000.0,415969000,2890878000.0,-311302000.0,334215000,191406000,551489000,101999000.0,8888284000,10270000.0,-101000.0,,8031405000,1344312000,3470319000,-256042000.0,-1969000.0,1.9,39471000.0,308641000,250732000.0,94715000,100959000.0,-18955000.0,818521000,160369000,206466000,-1499000.0,7341227000,253006000,191406000,126834000,0.0,-36750000.0,7543972000,166077000,-291500000.0,1050000.0,79048000,1.88,152511000,-3076000.0,36668000.0,69975000,-226623000.0,-2570434000,-3087000,4067000.0,636217000.0,-144233000.0,217274000,396035000.0,4888000.0,5460971000,257894000.0,,30039000.0,5711380000,7628000.0,9181699000,104535000.0,2890878000,31372000.0,28980000.0,79027000.0,243276000,2350000.0,3141610000,3035111000.0,1143000,,,,,
2014-12-31,1137975000.0,-75500000.0,16482000.0,295225000,2182164000.0,-548862000.0,212293000,109346000,438211000,101935000.0,8851770000,12989000.0,0.0,,8476787000,1313165000,2782331000,-252555000.0,-7624000.0,1.08,-132747000.0,164487000,240140000.0,-28779000,101010000.0,90728000.0,699764000,174905000,237957000,-2587000.0,7345262000,148193000,109346000,125833000,0.0,-130289000.0,7538605000,168118000,-638857000.0,0.0,78993000,1.07,977000,-37525000.0,25225000.0,72223000,-284545000.0,-2620945000,-1519000,14416000.0,548818000.0,-708714000.0,225918000,124189000.0,-12043000.0,5855842000,136150000.0,,30814000.0,6280530000,-36083000.0,9062861000,-514668000.0,2182164000,74767000.0,112367000.0,80082000.0,303284000,2505000.0,2422304000,2890878000.0,1144000,,,,,
2015-03-31,1092238000.0,-89898000.0,10696000.0,150144000,1641908000.0,-521597000.0,187563000,-44601000,414799000,101135000.0,9298832000,8715000.0,-6912000.0,,8936139000,1247552000,2382852000,-346812000.0,2621000.0,-0.44,-232359000.0,-32388000,163968000.0,-224046000,101135000.0,-24110000.0,677439000,141855000,290757000,-1154000.0,7834420000,-13902000,-44601000,122200000,0.0,-1422374000.0,8051280000,189362000,-495743000.0,150937000.0,77983000,-0.44,1802000,-288290000.0,27498000.0,69911000,-3434000.0,-2690609000,-121977000,91796000.0,504703000.0,-540256000.0,227236000,-15013000.0,3197000.0,6245530000,-10705000.0,,30825000.0,6768828000,-58832000.0,9151680000,-510756000.0,1641908000,88154000.0,112772000.0,82866000.0,186964000,1953000.0,1805876000,2182164000.0,1146000,,,,,
2015-06-30,1040458000.0,-48013000.0,10372000.0,247650000,1488220000.0,-442902000.0,169593000,56460000,386390000,101710000.0,9393702000,5245000.0,0.0,,9366274000,1227090000,2087703000,-50113000.0,12630000.0,0.56,3895000.0,-26583000,128441000.0,-208447000,101157000.0,-33340000.0,654068000,194722000,267960000,6295000.0,7985463000,77203000,56460000,113707000,0.0,-71137000.0,8166612000,141156000,-414186000.0,80099000.0,75236000,0.56,1823000,58797000.0,39993000.0,66576000,87570000.0,-2747775000,-5354000,120642000.0,507332000.0,-153688000.0,216797000,201343000.0,13298000.0,6618499000,90501000.0,,31604000.0,7195339000,18518000.0,9283042000,-212843000.0,1488220000,52637000.0,112176000.0,81913000.0,214981000,1963000.0,1616661000,1641908000.0,1146000,,,,,
2015-09-30,996285000.0,-44689000.0,9256000.0,241807000,1900209000.0,-461426000.0,153761000,73766000,373401000,101581000.0,10041967000,-11405000.0,0.0,,9882725000,1113453000,2348198000,-50579000.0,-3218000.0,0.73,-17156000.0,-3560000,125031000.0,-176834000,101161000.0,-36302000.0,622884000,206235000,204650000,-3951000.0,8748449000,90985000,73766000,116639000,0.0,-1848414000.0,8928514000,143496000,-421747000.0,,74079000,0.73,1841000,35048000.0,36569000.0,66583000,713934000.0,-2792276000,5932000,126360000.0,423168000.0,411989000.0,219640000,159178000.0,-3906000.0,7090449000,87079000.0,,31613000.0,7632987000,60430000.0,9981185000,-262569000.0,1900209000,41312000.0,111580000.0,80649000.0,232999000,1743000.0,2025240000,1488220000.0,1146000,,,,,
2015-12-31,946902000.0,-70684000.0,8151000.0,239413000,2080089000.0,-465633000.0,158432000,87221000,370919000,101459000.0,10500414000,-25147000.0,-287000.0,,10318079000,1110171000,2505778000,-51603000.0,-5535000.0,0.86,48657000.0,55332000,115297000.0,-111979000,101200000.0,131006000.0,575983000,219134000,187887000,-24803000.0,9212765000,104794000,87221000,112247000,0.0,-181000.0,9390243000,141121000,-593476000.0,,73608000,0.86,2060000,-30267000.0,36357000.0,74493000,418188000.0,-2840601000,1206000,136983000.0,436409000.0,179880000.0,212487000,227305000.0,-16190000.0,7477478000,88604000.0,,16000000.0,8016481000,26895000.0,10522259000,-366171000.0,2080089000,65620000.0,110972000.0,77201000.0,210372000,1092000.0,2195386000,1900209000.0,1146000,,,,,
2016-03-31,997678000.0,-4991000.0,10628000.0,232453000,2107253000.0,-272721000.0,159819000,75221000,389710000,101686000.0,10565625000,13881000.0,-6291000.0,,10540886000,970616000,2605493000,-50571000.0,3397000.0,0.74,-98817000.0,79697000,178540000.0,-84326000,101392000.0,-45000.0,607968000,207150000,188476000,-13809000.0,9408555000,105792000,75221000,117445000,0.0,0.0,9595009000,146709000,-273162000.0,,44772000,0.74,223883000,-7956000.0,39745000.0,72604000,184822000.0,-2907452000,-8816000,73374000.0,429346000.0,27164000.0,229891000,115373000.0,3918000.0,7633434000,109710000.0,,15993000.0,8041067000,-1303000.0,10646560000,-157789000.0,2107253000,4750000.0,110376000.0,77971000.0,111114000,1927000.0,2285793000,2080089000.0,1149000,,,,,
2016-06-30,1058364000.0,-82598000.0,10454000.0,235555000,1902323000.0,-333050000.0,158870000,70391000,406551000,101881000.0,10608656000,11313000.0,0.0,,10732378000,991937000,2414543000,-162218000.0,-3393000.0,0.69,63529000.0,99379000,210470000.0,-69585000,101438000.0,2577000.0,651813000,153871000,173550000,-5530000.0,9457016000,89442000,70391000,119505000,0.0,0.0,9616719000,123387000,-283829000.0,,69257000,0.69,212963000,-12018000.0,36316000.0,74790000,-125659000.0,-2957134000,-5847000,92821000.0,420582000.0,-204930000.0,247681000,254573000.0,-2893000.0,7775244000,86549000.0,,0.0,8195808000,18414000.0,10610351000,-29256000.0,1902323000,30800000.0,114780000.0,79749000.0,173459000,2097000.0,2112793000,2107253000.0,1149000,,,,,
2016-09-30,1109822000.0,-39046000.0,8278000.0,166925000,1510808000.0,-409457000.0,95445000,-17437000,414528000,101439000.0,10990376000,31165000.0,0.0,,11319447000,1430270000,2057197000,-50891000.0,-99000.0,-0.17,188019000.0,32148000,225996000.0,-133998000,101439000.0,1397000.0,695294000,246852000,177591000,-17762000.0,9440856000,-19331000,-17437000,144206000,0.0,-240386000.0,9560106000,83157000,-409834000.0,,79669000,-0.17,406967000,-202013000.0,36093000.0,88728000,-293603000.0,-3049400000,-38665000,77549000.0,529192000.0,-391515000.0,319083000,310897000.0,120000.0,8270047000,-19211000.0,,0.0,8868747000,-7648000.0,10925944000,-98937000.0,1510808000,38026000.0,114184000.0,106467000.0,356533000,2022000.0,1736804000,1902323000.0,1149000,,,,,
2016-12-31,1300433000.0,-70115000.0,14362000.0,369759000,2453122000.0,-273022000.0,162350000,113800000,481486000,101910000.0,11695676000,-54406000.0,-7726000.0,,11434936000,1416301000,2990367000,-61537000.0,6451000.0,1.12,51557000.0,95097000,173437000.0,157949000,101509000.0,-57000.0,818947000,190023000,218968000,459000.0,10125352000,126566000,113800000,166985000,0.0,-160321000.0,10279375000,87462000,-274103000.0,,95667000,1.12,461948000,227574000.0,66561000.0,91541000,926306000.0,-3175305000,63270000,128023000.0,599566000.0,942314000.0,319136000,289703000.0,6983000.0,8259631000,133549000.0,,0.0,8963190000,-48735000.0,11953557000,15600000.0,2453122000,71253000.0,113588000.0,140543000.0,298505000,1484000.0,2626559000,1510808000.0,1150000,,,,,
2017-03-31,1475680000.0,-77514000.0,8207000.0,373497000,2543431000.0,-122455000.0,252966000,100816000,554361000,102069000.0,11476869000,29887000.0,-8489000.0,,11578530000,1508170000,3081410000,-51334000.0,2170000.0,0.99,105370000.0,142441000,133409000.0,219964000,101753000.0,19734000.0,921319000,151176000,186002000,682000.0,9812876000,132525000,100816000,159962000,0.0,-331159000.0,9968699000,87203000,-145632000.0,,98262000,0.99,196997000,189946000.0,68620000.0,86466000,-201036000.0,-3304773000,-25760000,164371000.0,732786000.0,90309000.0,301395000,414584000.0,2890000.0,8273757000,135415000.0,,0.0,8748118000,37043000.0,11829528000,268952000.0,2543431000,80957000.0,112993000.0,139820000.0,341423000,709000.0,2676840000,2453122000.0,1156000,,,,,
2017-06-30,1529261000.0,-55947000.0,10580000.0,344828000,2486423000.0,-274831000.0,254054000,74916000,560584000,102494000.0,11499193000,36131000.0,0.0,,11737855000,1539909000,3040189000,-128234000.0,2410000.0,0.73,74879000.0,166256000,136202000.0,273423000,101944000.0,480000.0,968677000,149120000,196179000,-1596000.0,9806296000,106796000,74916000,164169000,0.0,-1028802000.0,9959284000,81957000,-260104000.0,1740000.0,97739000,0.73,193606000,-67567000.0,71031000.0,84508000,-168000000.0,-3416078000,-53992000,176430000.0,775379000.0,-57008000.0,306530000,388968000.0,2607000.0,8321777000,109403000.0,,0.0,8816710000,-8374000.0,11856899000,128864000.0,2486423000,40740000.0,124897000.0,137686000.0,299348000,-1068000.0,2622625000,2543431000.0,1159000,,,,,
2017-09-30,1612331000.0,-57686000.0,10503000.0,339368000,2935985000.0,-265873000.0,285620000,79767000,610672000,102794000.0,12029744000,75189000.0,0.0,,11906044000,2062058000,3556552000,-90523000.0,16250000.0,0.78,105627000.0,194814000,156866000.0,329076000,102173000.0,89000.0,1001659000,160348000,224132000,-18673000.0,9771815000,105969000,79767000,178506000,0.0,-1056358000.0,9967686000,108590000,-257954000.0,405339000.0,95874000,0.78,196890000,-34164000.0,87281000.0,82897000,240993000.0,-3519201000,-92681000,163368000.0,883204000.0,449562000.0,325052000,473953000.0,-457000.0,8386843000,105512000.0,,0.0,8871402000,-29867000.0,12427954000,215999000.0,2935985000,49678000.0,124301000.0,137982000.0,279416000,-673000.0,3092851000,2486423000.0,1161000,,,,,
2017-12-31,1689096000.0,-38181000.0,14681000.0,443608000,2804474000.0,-294474000.0,292501000,491682000,617358000,103065000.0,11603389000,-12490000.0,-9282000.0,,12137438000,1930290000,3423784000,-50669000.0,-331684000.0,4.8,237540000.0,635067000,166773000.0,947846000,102402000.0,71000.0,1071738000,180484000,224128000,15215000.0,9565936000,543964000,491682000,182848000,0.0,-543524000.0,9673099000,107163000,-285355000.0,62690000.0,96789000,4.77,234279000,154642000.0,,71636000,-435669000.0,-3638682000,5032000,160682000.0,1049629000.0,-131511000.0,324857000,599072000.0,-334025000.0,8498756000,209939000.0,,0.0,9257955000,2027000.0,12681739000,313717000.0,2804474000,28991000.0,123705000.0,136880000.0,285437000,-1845000.0,2971247000,2935985000.0,1164000,,,,,
2018-03-31,1715578000.0,-32040000.0,7304000.0,-13939000,2033679000.0,-408113000.0,385314000,-204307000,702292000,102570000.0,11443786000,95305000.0,-499000.0,,12648287000,2098909000,2448299000,-51456000.0,-110173000.0,-1.99,-47818000.0,388523000,29208000.0,711562000,102570000.0,93000.0,1013286000,160312000,228226000,-7492000.0,9234679000,-137478000,-204307000,169585000,,-1977045000.0,9344877000,110198000,-603834000.0,121714000.0,98227000,-1.99,218184000,43320000.0,,67579000,-307247000.0,-3760444000,-542830000,100494000.0,1036946000.0,-772955000.0,316978000,-53646000.0,-111045000.0,8887843000,-248523000.0,,,9766875000,-5169000.0,12215174000,-657480000.0,2031662000,227668000.0,,136357000.0,301577000,-1874000.0,2060870000,2806634000.0,1166000,,,,,
2018-06-30,1605424000.0,-2058000.0,9626000.0,423346000,1448973000.0,-340305000.0,288363000,155756000,619670000,108405000.0,9996961000,17204000.0,0.0,,12931647000,1746819000,1888458000,-218565000.0,-9595000.0,1.44,-252047000.0,462950000,59670000.0,1712985000,107792000.0,1320000.0,985754000,147045000,230114000,5156000.0,8133602000,205280000,155756000,183631000,,-1051741000.0,8250142000,116540000,-339567000.0,179075000.0,89898000,1.44,220519000,-1652000.0,,66765000,-351001000.0,-3877725000,-9748000,72083000.0,839721000.0,-584706000.0,331307000,106948000.0,-9702000.0,9053922000,195578000.0,,,9928098000,-471000.0,11816556000,-232619000.0,1445163000,0.0,,137870000.0,247390000,-1938000.0,1504833000,2033679000.0,1220000,,,,,
2018-09-30,1709072000.0,0.0,11832000.0,446353000,1953000000.0,-180475000.0,309813000,156115000,656597000,108533000.0,10837208000,12527000.0,-2306000.0,,13206017000,2047405000,2336320000,-80673000.0,-3748000.0,1.44,63209000.0,537771000,0.0,1804993000,108064000.0,974000.0,1052475000,166910000,232672000,3481000.0,8695335000,219772000,156115000,192327000,,-1740000.0,8789803000,94468000,-313242000.0,236835000.0,93007000,1.44,235447000,-305468000.0,,63076000,234528000.0,-3984989000,-7866000,0.0,836700000.0,504027000.0,346784000,444587000.0,-3884000.0,9221028000,215888000.0,-26000.0,,10041171000,-5398000.0,12377491000,131345000.0,1949253000,131793000.0,,137458000.0,315959000,-2083000.0,1949253000,1448973000.0,1221000,,,,,
2018-12-31,1687586000.0,0.0,6278000.0,394175000,2219323000.0,-293917000.0,287617000,476616000,652826000,107974000.0,11401480000,38186000.0,-156739000.0,,13473809000,1882063000,2641376000,-219087000.0,-375138000.0,4.43,129419000.0,921785000,0.0,2034123000,107619000.0,51826000.0,1034760000,181550000,276644000,-6357000.0,9411140000,527260000,476616000,204122000,,-1741000.0,9519417000,108277000,-345743000.0,11960000.0,100717000,4.41,230015000,-18769000.0,,66627000,99463000.0,-4087889000,-41190000,0.0,955450000.0,266323000.0,365209000,463600000.0,-372713000.0,9385920000,154547000.0,53000.0,,10574893000,-48119000.0,13216269000,117857000.0,2215001000,0.0,222506000.0,138911000.0,321796000,-1950000.0,2215001000,1953000000.0,1221000,,,,,
2019-03-31,1651546000.0,0.0,10338000.0,391153000,1826793000.0,-310875000.0,257950000,104872000,644964000,107073000.0,11245984000,16727000.0,-5401000.0,,13909427000,1877930000,2241827000,-80773000.0,-76000.0,0.98,-66350000.0,945972000,,2078220000,106792000.0,404000.0,1006582000,208677000,259804000,-13939000.0,9133562000,159731000,104872000,217322000,,-500503000.0,9368054000,77477000,-311279000.0,36470000.0,93180000,0.98,243031000,-10496000.0,,67373000,-343109000.0,-4103423000,-10641000,,916090000.0,-392530000.0,387014000,263858000.0,1685000.0,9806004000,161416000.0,,,10919400000,11088000.0,13161227000,-47421000.0,1822891000,0.0,,136557000.0,345527000,-2591000.0,1822891000,2219323000.0,1226000,,,,,
