date,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyOtherNonCashItems,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyNetPPE,quarterlyBeginningCashPosition,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyResearchAndDevelopment
2016-12-31,129491000,125858000,442470000.0,233176000.0,323991000.0,,0.0,5818683000.0,298291000.0,-112748000.0,2289000,200492000.0,24328000.0,9993364000.0,27996000.0,-3200643000.0,329722000.0,285887000.0,2966081000.0,213502000,29764000.0,-1683000.0,342694000.0,4174681000.0,173826000.0,204000.0,0.0,1812174000.0,3235007000.0,87745000,3235007000.0,3855989000.0,3001831000.0,389617000,12527000.0,0.0,152112000.0,0.0,0.44,3855989000.0,166963000.0,584731000.0,208929000.0,30809000.0,16148000.0,-4503000.0,-152321000.0,922000.0,185718000,1669923000,4577207000.0,125858000,0.0,217284000,277473000.0,189576000,0.0,1611126000.0,1266921000,895837000.0,171504000.0,3235007000.0,0.45,-240687000.0,5399600000.0,141649000.0,26065000.0,1064321000.0,167000.0,,39690000.0,21606000.0,403002000,96329000.0,749793000.0,7134000,
2017-03-31,147991000,148083000,178489000.0,-859515000.0,332542000.0,,0.0,5830149000.0,296670000.0,-185942000.0,2358000,221495000.0,26174000.0,9953437000.0,28364000.0,,-7453000.0,287313000.0,2736705000.0,204988000,14837000.0,-765023000.0,339354000.0,4123288000.0,173204000.0,204000.0,,1960257000.0,2375492000.0,52343000,2375492000.0,3782792000.0,3235007000.0,380550000,15799000.0,38613000.0,98144000.0,,0.52,3782792000.0,157613000.0,459979000.0,916022000.0,2955000.0,-151114000.0,1609000.0,-78609000.0,6174000.0,167343000,1593106000,4361286000.0,148083000,0.0,224868000,278472000.0,199611000,-1000000.0,1624581000.0,1200895000,962135000.0,171504000.0,2375492000.0,0.53,-1064529000.0,5580165000.0,135569000.0,-73568000.0,1135342000.0,-1748000.0,,-39822000.0,23354000.0,392211000,97327000.0,739912000.0,21671000,
2017-06-30,387202000,389639000,814229000.0,1071883000.0,350273000.0,,0.0,10425887000.0,162721000.0,-157087000.0,15870000,345655000.0,17224000.0,15003483000.0,3523550000.0,-3427329000.0,657142000.0,,3079152000.0,518363000,48485000.0,-2980236000.0,1806383000.0,4577596000.0,189210000.0,204000.0,,2349896000.0,2980375000.0,130183000,2980375000.0,4605774000.0,2375992000.0,723443000,16021000.0,87593000.0,195137000.0,,,8033103000.0,167241000.0,600330000.0,240112000.0,-2088000.0,159282000.0,32743000.0,-216917000.0,-4904000.0,442706000,1989181000,8955759000.0,389639000,0.0,194466000,,180951000,-266764000.0,5876607000.0,1352009000,1065785000.0,2136710000.0,3447875000.0,,-3261396000.0,6029016000.0,163737000.0,5251000.0,1282714000.0,-4697000.0,3658041000.0,1432000.0,33239000.0,637172000,458760000.0,799238000.0,69735000,
2017-09-30,471919000,470061000,888479000.0,352733000.0,363226000.0,,0.0,10685291000.0,132871000.0,-212937000.0,34797000,369351000.0,15191000.0,15779445000.0,-11142000.0,,675542000.0,289317000.0,3618727000.0,633644000,42063000.0,0.0,1800250000.0,5094154000.0,218081000.0,205000.0,107729000.0,2519957000.0,3440837000.0,158446000,3333108000.0,4619522000.0,2980375000.0,886522000,15302000.0,110000.0,232722000.0,,1.62,4619522000.0,167349000.0,656553000.0,256941000.0,2823000.0,163180000.0,98063000.0,-271102000.0,-7798000.0,591344000,2373011000,9468270000.0,470061000,,272781000,279631000.0,205286000,-26913000.0,5849543000.0,1508886000,1237853000.0,2136710000.0,3333108000.0,1.68,-519927000.0,6289959000.0,171536000.0,-35998000.0,1485610000.0,5527000.0,3583793000.0,11114000.0,27712000.0,864125000,454696000.0,822586000.0,45290000,
2017-12-31,229535000,229419000,554193000.0,141611000.0,380578000.0,,0.0,11666318000.0,130815000.0,-271411000.0,34295000,364660000.0,42719000.0,17427442000.0,1012537000.0,-3716416000.0,282782000.0,298903000.0,3676501000.0,251392000,106286000.0,-330000.0,1643972000.0,5761124000.0,208756000.0,212000.0,129911000.0,2753715000.0,3604630000.0,18986000,3474719000.0,4662986000.0,3333108000.0,494443000,19245000.0,1857000.0,218238000.0,,0.78,4662986000.0,171735000.0,766565000.0,329140000.0,-81100000.0,21884000.0,167965000.0,-856682000.0,10735000.0,236120000,2214898000,10953162000.0,229419000,-306343000.0,349093000,279861000.0,320081000,-1650916000.0,7276661000.0,1629685000,1264902000.0,2264758000.0,3474719000.0,0.82,-1403402000.0,6438696000.0,162910000.0,-290520000.0,2361969000.0,3684000.0,4921774000.0,35417000.0,24006000.0,585213000,422090000.0,832021000.0,8854000,
2018-03-31,125793000,128524000,420179000.0,88640000.0,401000000.0,,,15609472000.0,345888000.0,-370977000.0,51457000,351617000.0,86769000.0,21140594000.0,3757468000.0,,49202000.0,293243000.0,3835930000.0,173818000,31840000.0,0.0,1634631000.0,5531122000.0,215671000.0,213000.0,110841000.0,2681883000.0,3658372000.0,44465000,3547531000.0,4793181000.0,3956067000.0,440946000,17129000.0,2182000.0,99218000.0,,0.44,4793181000.0,396444000.0,720854000.0,313216000.0,2672000.0,-113694000.0,252499000.0,-3789845000.0,-36160000.0,306586000,2091224000,14636519000.0,128524000,0.0,275761000,280701000.0,224578000,0.0,10800589000.0,1508877000,1302380000.0,2264759000.0,4044707000.0,0.46,-4023311000.0,6468574000.0,198529000.0,134144000.0,6039743000.0,-3210000.0,8181918000.0,-11315000.0,27217000.0,582347000,419950000.0,1003154000.0,-115504000,
2018-06-30,339551000,338427000,1140034000.0,442203000.0,403942000.0,,,15478294000.0,290132000.0,-161996000.0,58827000,362560000.0,18995000.0,21468806000.0,-534541000.0,,978038000.0,303963000.0,4122396000.0,513789000,35636000.0,-39042000.0,1624259000.0,5990512000.0,223815000.0,213000.0,108984000.0,3020310000.0,4255455000.0,163575000,4146471000.0,4813975000.0,4044707000.0,796431000,18630000.0,105207000.0,126077000.0,,1.14,4813975000.0,407484000.0,810151000.0,357850000.0,-429000.0,249950000.0,85754000.0,-152808000.0,-13166000.0,671036000,2521280000,14762832000.0,338427000,,273007000,281495000.0,272604000,-635495000.0,10640436000.0,1577237000,1348283000.0,2264758000.0,4486910000.0,1.2,-193842000.0,6666514000.0,204840000.0,50130000.0,5889394000.0,-2950000.0,7984121000.0,8618000.0,30139000.0,944043000,417439000.0,1028480000.0,-137420000,
2018-09-30,675143000,667752000,914105000.0,60530000.0,424089000.0,,,17280625000.0,578633000.0,-349485000.0,63306000,359185000.0,-70986000.0,23391175000.0,541687000.0,,564620000.0,303605000.0,4576847000.0,948418000,893000.0,-430890000.0,1849233000.0,6110550000.0,221552000.0,213000.0,89591000.0,3688062000.0,4017152000.0,254843000,3927561000.0,5177785000.0,4486910000.0,1233276000,20397000.0,66238000.0,239868000.0,,2.23,5177785000.0,433999000.0,829655000.0,417917000.0,4332000.0,146613000.0,-61982000.0,-651309000.0,21849000.0,774772000,2767561000,15988370000.0,667752000,,333301000,282149000.0,324675000,-90000.0,11411523000.0,1659488000,1489216000.0,2572907000.0,4547440000.0,2.37,-1394928000.0,7203930000.0,195639000.0,-29482000.0,6750741000.0,-6697000.0,8661135000.0,-14372000.0,39137000.0,1108073000,473699000.0,1063012000.0,195082000,
2018-12-31,-413000000,-419000000,574682000.0,336627000.0,453000000.0,,,17019000000.0,948000000.0,-312542000.0,70000000,471000000.0,-76778000.0,23993000000.0,483386000.0,-4349000000.0,262140000.0,282500261.0,5969000000.0,-243000000,99631000.0,-26068000.0,1834000000.0,6974000000.0,229962000.0,0.0,89000000.0,2610000000.0,4351000000.0,106000000,4262000000.0,5238000000.0,4547440000.0,56962000,26844000.0,3373000.0,265000000.0,,-1.48,9587000000.0,458000000.0,890000000.0,540000000.0,-97575000.0,-222869000.0,-42000000.0,-365038000.0,-8523000.0,592000000,2683000000,17674000000.0,-419000000,0.0,346000000,282500261.0,377000000,-291415000.0,11705000000.0,1745000000,341000000.0,2630000000.0,4884000000.0,-1.48,-732919000.0,6174000000.0,195000000.0,-34792000.0,6152000000.0,-1143000.0,8812000000.0,28069000.0,41000000.0,938000000,475000000.0,1005000000.0,-797000000,
2019-03-31,99000000,106000000,147000000.0,-427000000.0,474000000.0,,2819000000.0,37158000000.0,1437000000.0,-384000000.0,77000000,498000000.0,5000000.0,42891000000.0,-194000000.0,,-237000000.0,293449989.0,8181000000.0,163000000,-18000000.0,-36000000.0,1665000000.0,5733000000.0,237000000.0,0.0,84000000.0,2716000000.0,3924000000.0,31000000,3840000000.0,25859000000.0,4884000000.0,477000000,26000000.0,188000000.0,82000000.0,,0.36,25859000000.0,450000000.0,788000000.0,536000000.0,,-307000000.0,51000000.0,0.0,,264000000,2387000000,36345000000.0,106000000,-658000000.0,381000000,283251520.0,283000000,-2186000000.0,28164000000.0,1742000000,1538000000.0,2657000000.0,4457000000.0,0.37,-378000000.0,6403000000.0,226000000.0,-146000000.0,5747000000.0,,8583000000.0,,41000000.0,645000000,482000000.0,1082000000.0,-57000000,
2019-06-30,605000000,613000000,1161000000.0,-392000000.0,507000000.0,,,38200000000.0,3042000000.0,-301000000.0,83000000,521000000.0,13000000.0,43689000000.0,-1054000000.0,,860000000.0,304526084.0,10430000000.0,934000000,42000000.0,-25000000.0,1662000000.0,5489000000.0,252000000.0,0.0,76000000.0,3329000000.0,3422000000.0,286000000,3346000000.0,26437000000.0,4457000000.0,1269000000,31000000.0,0.0,255000000.0,,2.05,26437000000.0,475000000.0,930000000.0,634000000.0,,382000000.0,-13000000.0,-148000000.0,,657000000,2859000000,36552000000.0,613000000,0.0,442000000,284029267.0,349000000,-2756000000.0,26122000000.0,1760000000,1665000000.0,2657000000.0,4065000000.0,2.16,-553000000.0,6987000000.0,253000000.0,-79000000.0,6130000000.0,,6126000000.0,,37000000.0,1099000000,479000000.0,1154000000.0,319000000,
2019-09-30,432000000,431000000,1007000000.0,386000000.0,537000000.0,,,37823000000.0,2831000000.0,-390000000.0,72000000,566000000.0,-37000000.0,43687000000.0,-638000000.0,,617000000.0,304311266.0,10359000000.0,683000000,174000000.0,-23000000.0,1659000000.0,5864000000.0,257000000.0,0.0,63000000.0,3760000000.0,4076000000.0,191000000,4013000000.0,26450000000.0,4065000000.0,1012000000,31000000.0,533000000.0,230000000.0,,1.45,26450000000.0,518000000.0,991000000.0,639000000.0,,20000000.0,-78000000.0,-118000000.0,,703000000,3055000000,36186000000.0,431000000,,507000000,284657577.0,390000000,-605000000.0,25827000000.0,1845000000,1762000000.0,2657000000.0,4451000000.0,1.51,11000000.0,7386000000.0,194000000.0,9000000.0,5730000000.0,,5880000000.0,,47000000.0,1210000000,476000000.0,1156000000.0,6000000,
