date,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicEPS,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyTaxProvision,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyOtherIntangibleAssets,quarterlyOtherCurrentAssets,quarterlyInventory,quarterlyIncomeTaxPayable
2009-06-30,,,380028000.0,5245666000,70313000,70313000,125281000.0,-391452000.0,,38929971.0,-476970000.0,-108818000.0,,21063000,4721000.0,,-53013000.0,5367100000.0,63023000.0,2118000.0,-9208000.0,44236000,0.0,,-2257000.0,,,4890130000.0,,3694000.0,-54968000.0,0.82,,43071925.0,,,29722000.0,-39428000.0,-2700000.0,37862000,,,111623000,-2083000.0,,-45795000.0,5286653000,32298000,,,0,,44236000,39754000,0.83,70313000.0,,-108783000.0,,0.0,312313000.0,,2826584000,66068000.0,,,,,,,,,,,,,
2009-09-30,,,380075000.0,5352047000,68280000,68280000,70313000.0,-356411000.0,,39094018.0,-500765000.0,-99804000.0,,20909000,582000.0,,-44162000.0,4971165000.0,52520000.0,1615000.0,49173000.0,25272000,233533000.0,,-6217000.0,,,4971165000.0,,4141000.0,-2033000.0,0.47,,39105950.0,,,28336000.0,-21802000.0,-3106000.0,40393000,,,114605000,-5537000.0,,-47284000.0,5393337000,18203000,,,0,,25272000,25492000,0.47,68280000.0,,-103726000.0,,0.0,325720000.0,,2666096000,71080000.0,,,,,,,,,,,,,
2009-12-31,,,380076000.0,2323408000,70628000,70628000,68280000.0,-156026000.0,,,-520647000.0,-104717000.0,,19406000,-2970000.0,,-33730000.0,5559775000.0,22286000.0,1654000.0,54041000.0,17151000,0.0,,-35653000.0,,,5039128000.0,,3194000.0,2348000.0,,,,,,29004000.0,-23556000.0,-7064000.0,37527000,,,83709000,-2453000.0,,-82431000.0,5457227000,21660000,,,3092589000,,28405000,28981000,,70628000.0,,-73979000.0,,25445000.0,282516000.0,,2746946000,72882000.0,,,,,,,,,,,,,
2010-03-31,-918000.0,,380077000.0,5427442000,70980000,70980000,70628000.0,-28714000.0,,43706383.0,-538570000.0,-96322000.0,,17562000,-2786000.0,,-26990000.0,5593793000.0,51134000.0,1071000.0,30026000.0,28058000,0.0,,-8243000.0,,,5055223000.0,,2731000.0,352000.0,0.47,,43706383.0,,,29738000.0,-23668000.0,-4135000.0,41132000,,,98925000,-4201000.0,,-45188000.0,5468534000,20542000,,,0,,28058000,27850000,0.47,70980000.0,,-80808000.0,,9048000.0,284830000.0,,2762814000,76918000.0,,,,,,,,,,,,,
2010-06-30,,-12224000.0,380134000.0,2498348000,73254000,73254000,70980000.0,-105460000.0,,44870142.0,-562755000.0,-122919000.0,1446000000.0,18778000,-7345000.0,,-40377000.0,5718492000.0,70134000.0,1588000.0,54327000.0,29272000,0.0,,7842000.0,,,5155737000.0,36896000.0,2658000.0,2274000.0,-0.45,,44870142.0,,,30342000.0,-21517000.0,-3305000.0,38618000,,,98232000,-3882000.0,,-52785000.0,5565159000,-20393000,,,3025143000,,-12224000,-13154000,-0.45,73254000.0,,-122187000.0,,2108000.0,300035000.0,,2684411000,77088000.0,,,,,,,,,,,,,
2010-09-30,,,380187000.0,5706999000,110811000,110811000,73254000.0,-362977000.0,,49807241.0,-588167000.0,-138088000.0,,16111000,1014000.0,,-33348000.0,5825876000.0,40687000.0,868000.0,136433000.0,99169000,342342000.0,,-21036000.0,,,5237709000.0,,2660000.0,37557000.0,0.45,,49830339.0,,,32009000.0,-27776000.0,36496000.0,25660000,,,105518000,-3766000.0,,-97401000.0,5748625000,22235000,,,0,,30461000,29541000,0.45,110811000.0,,-139563000.0,,3876000.0,294833000.0,,2519463000,80941000.0,,,,,,,,,,,,,
2010-12-31,,,380188000.0,2928825000,91232000,91232000,110811000.0,-312096000.0,,,-616007000.0,-359774000.0,,17191000,1042000.0,,-18335000.0,6060821000.0,57391000.0,1187000.0,17126000.0,78159000,0.0,,-6960000.0,,,5444814000.0,,2767000.0,-19579000.0,,,,734000.0,,34551000.0,-27496000.0,-51888000.0,45170000,,,157782000,-6547000.0,,-302383000.0,5905861000,83474000,,,2919533000,,32991000,91056000,,91232000.0,,-94096000.0,,-12579000.0,304257000.0,,2584162000,83899000.0,,,,,,,,,,,,,
2011-03-31,,,380189000.0,2942332000,78196000,78196000,91232000.0,-380581000.0,,54948345.0,-647034000.0,-83742000.0,,17842000,-15249000.0,,-7193000.0,6145499000.0,45789000.0,2495000.0,29701000.0,30189000,,,-20183000.0,,,5498465000.0,,2356000.0,-13036000.0,0.44,,54967755.0,360000.0,,36707000.0,-33077000.0,-6707000.0,50581000,,,119972000,-7271000.0,,-37953000.0,5983343000,24365000,,,2983651000,,32684000,31696000,0.44,78196000.0,,-88526000.0,,-8000.0,283013000.0,,2669466000,88694000.0,,,,,,,,,,,,,
2011-06-30,,,380252000.0,3398583000,60925000,60925000,78196000.0,-1365623000.0,,58500055.0,-679081000.0,-387666000.0,,16571000,-2877000.0,,-6272000.0,6534433000.0,66151000.0,6086000.0,305650000.0,34349000,,,-9857000.0,,,5855352000.0,,2749000.0,-17271000.0,0.44,,58513122.0,0.0,,40363000.0,-33087000.0,-2885000.0,51445000,,,127405000,-7488000.0,,-321515000.0,6343284000,25986000,,,2887427000,,34349000,33373000,0.44,60925000.0,,-389072000.0,,-4000.0,300030000.0,,2553329000,88862000.0,,,,,,,,,,,,,
2011-09-30,,,380252000.0,3373494000,73056000,73056000,60925000.0,-179733000.0,,61295659.0,-710580000.0,-136200000.0,,14273000,-1636000.0,,-32202000.0,6635872000.0,73901000.0,5915000.0,61978000.0,33855000,0.0,,1079000.0,,,5925292000.0,,3344000.0,12131000.0,0.4,,61303969.0,0.0,,39990000.0,-33829000.0,-6653000.0,52905000,,,129154000,-4904000.0,,-62299000.0,6455556000,24662000,,,3024697000,,33855000,32029000,0.4,73056000.0,,-123748000.0,,-2642000.0,330044000.0,,2659366000,88777000.0,,,,,,,,,,,,,
2011-12-31,,,380254000.0,3374301000,78539000,78539000,73056000.0,-646351000.0,,,-742535000.0,-127460000.0,,14757000,-1941000.0,,-34511000.0,6750975000.0,61119000.0,2353000.0,81827000.0,35892000,0.0,,-10625000.0,,,6008440000.0,,3306000.0,5483000.0,,,,0.0,,40966000.0,-36516000.0,-9558000.0,55694000,,,126438000,-8336000.0,,-66341000.0,6574129000,26960000,,,3141236000,,35892000,34320000,,78539000.0,,-132233000.0,,-4785000.0,184551000.0,30493000.0,2779264000,95777000.0,,,,,,,,,,,,,
2012-03-31,,30940000.0,380616000.0,3379770000,77361000,77361000,78539000.0,-787489000.0,,61507807.0,-779177000.0,-140531000.0,716536000.0,16227000,-21314000.0,,-23088000.0,6892429000.0,49685000.0,4785000.0,71351000.0,30940000,,,-19801000.0,,,6113252000.0,90572000.0,3293000.0,-1178000.0,0.3,,61508967.0,0.0,,42605000.0,-37475000.0,-8796000.0,53771000,,,128739000,-5438000.0,,-90846000.0,6718091000,18368000,,,3279089000,,30940000,32064000,0.3,77361000.0,,-124248000.0,,16936000.0,323002000.0,,2072951000,98152000.0,,,,,,,,,,,,,
2012-06-30,,25435000.0,380622000.0,3396521000,80937000,80937000,77361000.0,-71984000.0,,61663367.0,-822369000.0,98360000.0,928783000.0,17922000,-124166000.0,,-37370000.0,7030723000.0,92935000.0,12774000.0,77217000.0,25435000,,,21753000.0,,,6208354000.0,96512000.0,3274000.0,3576000.0,0.29,,61663540.0,,,53155000.0,-37494000.0,-5195000.0,56830000,,,136183000,-10906000.0,,191295000.0,6841739000,17616000,,,3385154000,,25435000,24790000,0.29,80937000.0,,-167576000.0,,-11136000.0,348037000.0,,2069977000,104454000.0,,,,,,,,,,,,,
2012-09-30,,,380632000.0,3455890000,94904000,94904000,80937000.0,-63600000.0,,62364210.0,-854332000.0,0.0,962794000.0,17094000,-4812000.0,,-19729000.0,7154359000.0,84870000.0,2346000.0,47636000.0,24086000,61058000.0,,10403000.0,,,6300027000.0,,3845000.0,13967000.0,0.17,,62364210.0,,,48173000.0,-39122000.0,-5225000.0,57099000,,,128361000,-5653000.0,,84870000.0,6965017000,10646000,,,3448397000,,24086000,17477000,0.17,94904000.0,,-116571000.0,,-22295000.0,376785000.0,,2069350000,107808000.0,,,,,,,,,,,,,
2012-12-31,,25224000.0,380632000.0,3441851000,140971000,140971000,94904000.0,-89242000.0,,63091781.0,-875035000.0,-549030000.0,549805000.0,17941000,128902000.0,,-24833000.0,7270957000.0,78043000.0,7138000.0,118656000.0,46816000,-553000.0,20661000.0,2932000.0,423708000.0,143878000.0,6424578000.0,91237000.0,3748000.0,46067000.0,0.33,189367000.0,63091781.0,,465109000.0,48072000.0,-40226000.0,-2097000.0,12643000,2709000.0,3196513000.0,154170000,-14297000.0,12170000.0,120214000.0,7150116000,21000000,6960749000.0,107531000.0,3661622000,90679000.0,25224000,27795000,0.33,140971000.0,-3651000.0,-149705000.0,8449000.0,7118000.0,83104000.0,178292000.0,3181949000,115048000.0,46639000.0,60715000.0,,,,,,,,,,,
2013-03-31,-2074000.0,29423000.0,380633000.0,3433603000,87001000,87001000,140971000.0,-193749000.0,-818000.0,63161319.0,-849891000.0,-139245000.0,549816000.0,18020000,8183000.0,,-22890000.0,7186540000.0,47241000.0,1972000.0,-31509000.0,47443000,,,-29093000.0,367153000.0,,6375182000.0,93508000.0,3349000.0,-53970000.0,0.36,126270000.0,63161319.0,,411108000.0,46995000.0,-42158000.0,-4527000.0,11648000,,3199064000.0,150380000,-10363000.0,14534000.0,47241000.0,7090919000,22442000,6964649000.0,105156000.0,3610172000,135952000.0,29423000,29255000,0.36,87001000.0,60000.0,-69524000.0,9261000.0,-17000.0,367153000.0,,3184530000,123543000.0,45224000.0,57713000.0,-10722000.0,,,,,,,,,,
2013-06-30,-3382000.0,33094000.0,380710000.0,3937622000,302205000,302205000,87001000.0,-858687000.0,1665000.0,66973000.0,-878199000.0,-159682000.0,1048395000.0,15978000,5759000.0,,-39565000.0,7297740000.0,95833000.0,7572000.0,268101000.0,48860000,,,20481000.0,368249000.0,,6453379000.0,95652000.0,4463000.0,215204000.0,0.38,340696000.0,66973000.0,,420390000.0,46580000.0,-44716000.0,-6520000.0,12472000,,2973929000.0,154235000,-4470000.0,14505000.0,95833000.0,7379289000,25483000,7038593000.0,107912000.0,3394319000,120740000.0,33094000,32357000,0.38,302205000.0,212000.0,-146948000.0,7577000.0,-8872000.0,368249000.0,,2959424000,122605000.0,46323000.0,59052000.0,18937000.0,,,,,,,,,,
2013-09-30,-8425000.0,32517000.0,380711000.0,3919028000,53839000,53839000,302205000.0,-103068000.0,-1118000.0,70900000.0,-915494000.0,-175750000.0,1048190000.0,16171000,-31366000.0,0.0,-40026000.0,7486718000.0,93302000.0,3206000.0,-169735000.0,50120000,150000.0,,12403000.0,452139000.0,,6613761000.0,97790000.0,3729000.0,-248366000.0,0.35,93164000.0,70900000.0,,506552000.0,49102000.0,-52907000.0,-3767000.0,11666000,,2885318000.0,158630000,-8002000.0,14475000.0,93302000.0,7358369000,24579000,7265205000.0,110888000.0,3391870000,159567000.0,32517000,31493000,0.35,53839000.0,-1432000.0,-174645000.0,8671000.0,14600000.0,452139000.0,,2870843000,129163000.0,47742000.0,60768000.0,43222000.0,,,,,,,,,,
2013-12-31,-4106000.0,44365000.0,380712000.0,3916789000,57696000,57696000,53839000.0,-221715000.0,-1248000.0,71000000.0,-952106000.0,-240781000.0,1048230000.0,17783000,-2961000.0,0.0,-36204000.0,7682376000.0,76351000.0,3775000.0,130713000.0,58096000,-1217000.0,6191000.0,-8576000.0,435342000.0,188241000.0,6776914000.0,110232000.0,4011000.0,3857000.0,0.51,95323000.0,71000000.0,,489762000.0,48101000.0,-55180000.0,-5972000.0,12751000,,3075505000.0,168823000,-13243000.0,10850000.0,76351000.0,7529764000,36247000,7434441000.0,118931000.0,3565267000,134156000.0,44365000,43112000,0.51,57696000.0,4052000.0,-200258000.0,9918000.0,1944000.0,78098000.0,223375000.0,3061061000,140288000.0,49892000.0,60835000.0,5521000.0,,,,,,,,,,
2014-03-31,-747000.0,40911000.0,380712000.0,3922736000,74970000,74970000,57696000.0,-268844000.0,-690000.0,71073000.0,-992818000.0,-153925000.0,1048270000.0,19123000,19473000.0,,-18429000.0,7875690000.0,73259000.0,3998000.0,106474000.0,60034000,,,-8861000.0,443893000.0,,6930262000.0,110455000.0,3228000.0,17274000.0,0.46,116043000.0,71073000.0,,499753000.0,50421000.0,-55185000.0,-9932000.0,13224000,,3266194000.0,176186000,-11905000.0,14413000.0,73259000.0,7756039000,32709000,7639996000.0,123679000.0,3765947000,145707000.0,40911000,39554000,0.46,74970000.0,2346000.0,-162719000.0,10619000.0,-140000.0,443893000.0,,3251781000,169322000.0,52507000.0,63645000.0,16716000.0,,,,,,,,,,
2014-06-30,-658000.0,36263000.0,380713000.0,3906802000,61701000,61701000,74970000.0,-220583000.0,-45000.0,71126000.0,-1039810000.0,-154652000.0,1048310000.0,17433000,-1144000.0,,-16245000.0,8069927000.0,71232000.0,4796000.0,25380000.0,52899000,,,-15157000.0,434528000.0,,7030117000.0,111010000.0,3076000.0,-13269000.0,0.39,96874000.0,71126000.0,,491905000.0,57314000.0,-56625000.0,-10681000.0,13836000,,3349242000.0,176402000,-13453000.0,14381000.0,71232000.0,7815649000,27932000,7718775000.0,124049000.0,3841147000,105442000.0,36263000,34809000,0.39,61701000.0,797000.0,-110458000.0,10654000.0,35641000.0,434528000.0,,3334861000,174802000.0,52353000.0,71150000.0,-16631000.0,,,,,,,,,,
2014-09-30,-66120000.0,36123000.0,380714000.0,3875198000,67023000,67023000,61701000.0,-816482000.0,-204000.0,71195000.0,-1083169000.0,-141574000.0,1747290000.0,20555000,-10020000.0,,-28711000.0,8166631000.0,110633000.0,5089000.0,98126000.0,57195000,0.0,,21387000.0,504535000.0,,7197630000.0,115066000.0,3068000.0,5322000.0,0.39,102098000.0,71195000.0,,562084000.0,58388000.0,-58144000.0,-8899000.0,12609000,,3515463000.0,185615000,-10126000.0,14348000.0,110633000.0,8020314000,27626000,7918216000.0,128192000.0,4077547000,117668000.0,36123000,34603000,0.39,67023000.0,-517000.0,-201162000.0,10830000.0,1059000.0,504535000.0,,3501115000,177577000.0,57423000.0,70997000.0,36361000.0,,,,,,,,,,
2014-12-31,-3233000.0,-7752000.0,367878000.0,3828439000,86011000,86011000,67023000.0,-118142000.0,266000.0,71314000.0,-1120245000.0,-175509000.0,1747370000.0,22188000,-3384000.0,,-628000.0,8346261000.0,79201000.0,5090000.0,101332000.0,59959000,0.0,909000.0,-12997000.0,489085000.0,193699000.0,7226016000.0,72409000.0,4624000.0,18988000.0,-0.23,123443000.0,71314000.0,,547899000.0,57973000.0,-58317000.0,-7033000.0,13861000,,3692894000.0,188674000,-24746000.0,21390000.0,79201000.0,8136036000,-16154000,8012593000.0,131793000.0,4240793000,114266000.0,-7752000,-7392000,-0.23,86011000.0,-45523000.0,-160490000.0,10548000.0,-15294000.0,91110000.0,229930000.0,3678579000,236389000.0,56881000.0,71834000.0,-9794000.0,,,,,,,,,,
2015-03-31,-2539000.0,25051000.0,367879000.0,3780548000,90641000,90641000,86011000.0,-57934000.0,-102000.0,71366000.0,-1153830000.0,-198570000.0,1747450000.0,23236000,-11438000.0,,29213000.0,8541889000.0,106841000.0,2345000.0,67671000.0,58026000,,3417000.0,16590000.0,156269000.0,204688000.0,7388059000.0,107207000.0,3690000.0,4630000.0,0.25,157972000.0,71366000.0,,313263000.0,58920000.0,-59542000.0,-8082000.0,14387000,,4309388000.0,192556000,-15118000.0,130572000.0,106841000.0,8405221000,17786000,8247249000.0,131333000.0,4622651000,133093000.0,25051000,24516000,0.25,90641000.0,-10224000.0,-170052000.0,10627000.0,-23786000.0,85769000.0,231410000.0,3903926000,283062000.0,61223000.0,73307000.0,27121000.0,,,,,,,,,,
2015-06-30,-643000.0,38430000.0,367880000.0,3822876000,68617000,68617000,90641000.0,-572141000.0,1345000.0,71412000.0,-1205025000.0,-165225000.0,1747531000.0,26668000,-55191000.0,,83980000.0,8647900000.0,44559000.0,20129000.0,79448000.0,62246000,,3951000.0,-46271000.0,126510000.0,202372000.0,7442875000.0,127269000.0,4054000.0,-22024000.0,0.44,122087000.0,71412000.0,,260416000.0,62171000.0,-59554000.0,-11509000.0,14989000,,4439604000.0,201656000,-37620000.0,74103000.0,44559000.0,8524891000,31291000,8402804000.0,139406000.0,4700020000,131179000.0,38430000,38167000,0.44,68617000.0,2473000.0,-145988000.0,9279000.0,12532000.0,59849000.0,230152000.0,4092966000,360614000.0,62250000.0,77160000.0,-28731000.0,,,,,,,,,,
2015-09-30,-4797000.0,39699000.0,367881000.0,3759162000,76383000,76383000,68617000.0,-300142000.0,-863000.0,71500000.0,-1259740000.0,-247353000.0,1747613000.0,27679000,-4923000.0,,35238000.0,8913949000.0,95011000.0,17116000.0,154519000.0,60018000,0.0,8679000.0,62000.0,143556000.0,209584000.0,7654209000.0,135331000.0,5178000.0,7766000.0,0.46,123500000.0,71500000.0,,305208000.0,67953000.0,-61924000.0,-11885000.0,15143000,,4671176000.0,211960000,-15227000.0,78770000.0,95011000.0,8737344000,32659000,8613844000.0,143114000.0,4976384000,138768000.0,39699000,39529000,0.46,76383000.0,6088000.0,-241450000.0,10124000.0,8811000.0,83805000.0,236884000.0,4314232000,330570000.0,68846000.0,83096000.0,33033000.0,,,,,,,,,,
2015-12-31,-1048000.0,42977000.0,367888000.0,3975087000,125098000,125098000,76383000.0,-1482598000.0,-373000.0,,-1315339000.0,-201991000.0,2046578000.0,28230000,454494000.0,,49191000.0,13682000.0,96200000.0,27546000.0,117488000.0,57122000,73411000.0,4314000.0,-1008000.0,239838000.0,211605000.0,13682000.0,143452000.0,4590000.0,48715000.0,,198736000.0,,,311934000.0,72245000.0,-62070000.0,-11494000.0,15102000,,4319440000.0,213382000,-27980000.0,74140000.0,96200000.0,8911120000,35131000,8712384000.0,144469000.0,4631374000,60642000.0,42977000,42005000,,125098000.0,11243000.0,-164905000.0,10485000.0,1224000.0,589356000.0,239269000.0,3965795000,480677000.0,68913000.0,87347000.0,12377000.0,,,,,,,,,,
2016-03-31,-449000.0,9966000.0,344593000.0,3865720000,146197000,146197000,125098000.0,-465657000.0,521000.0,72584000.0,-1376592000.0,-159501000.0,2031284000.0,24855000,-408000.0,-25618000.0,-8533000.0,14185000.0,101782000.0,10913000.0,90780000.0,59235000,25278000.0,10546000.0,583000.0,266266000.0,213072000.0,14185000.0,105687000.0,5439000.0,21099000.0,-0.05,198038000.0,72584000.0,,346814000.0,70866000.0,-62737000.0,-10438000.0,15188000,,4451645000.0,211126000,-22085000.0,81609000.0,101782000.0,8971532000,-3818000,8773494000.0,145289000.0,4798459000,60895000.0,9966000,5936000,-0.05,146197000.0,-25268000.0,-171122000.0,9979000.0,0.0,628467000.0,239333000.0,4091499000,443328000.0,65837000.0,86054000.0,8999000.0,,,,,,,,,,
2016-06-30,-5497000.0,-108116000.0,319630000.0,4021709000,256000000,256000000,146197000.0,-1332511000.0,756000.0,74319000.0,-1425960000.0,-203560000.0,2448713000.0,25025000,-32008000.0,-33692000.0,8272000.0,9200568000.0,70326000.0,10630000.0,242779000.0,62948000,342524000.0,,-44070000.0,,,7774608000.0,-12922000.0,6117000.0,109803000.0,-1.72,,74319000.0,,,70169000.0,-64938000.0,-470000.0,15384000,,,215826000,-30281000.0,,70326000.0,9144830000,-127648000,,148501000.0,4777353000,,-108116000,-111616000,-1.72,256000000.0,-146613000.0,-202842000.0,,8961000.0,593628000.0,36043000.0,1667824000,492483000.0,67325000.0,85553000.0,-34206000.0,,,,,,,,,,
2016-09-30,-978000.0,28559000.0,292560000.0,3910078000,157928000,157928000,256000000.0,-719928000.0,-434000.0,76651000.0,-1473064000.0,-293615000.0,2377482000.0,25850000,21582000.0,-39323000.0,-31745000.0,31991000.0,119743000.0,13752000.0,124161000.0,60329000,0.0,7705000.0,13781000.0,269915000.0,218309000.0,31991000.0,131542000.0,7451000.0,-98072000.0,0.07,204790000.0,77402000.0,,347961000.0,77133000.0,-67778000.0,-14001000.0,15854000,,4662031000.0,225318000,-16018000.0,47893000.0,119743000.0,9293901000,5452000,9089111000.0,153316000.0,5009992000,51832000.0,28559000,24475000,0.07,157928000.0,-6715000.0,-341337000.0,9635000.0,-54905000.0,605181000.0,253092000.0,4329094000,454569000.0,72002000.0,92987000.0,31370000.0,,,,,,,,,,
2016-12-31,-4605000.0,19792000.0,217791000.0,4895796000,125032000,125032000,157928000.0,-2232807000.0,-1128000.0,,-1546798000.0,-902914000.0,2378262000.0,31223000,147664000.0,-108193000.0,5355000.0,32730000.0,100650000.0,3651000.0,647801000.0,59699000,1064375000.0,3587000.0,-12936000.0,366174000.0,231416000.0,32730000.0,146237000.0,6426000.0,-32896000.0,,161528000.0,,,449770000.0,95222000.0,-67308000.0,-21115000.0,17458000,,4534147000.0,245623000,-33900000.0,33464000.0,100650000.0,10354888000,-25127000,10193360000.0,172379000.0,4983917000,87464000.0,19792000,15304000,,125032000.0,-13141000.0,-781327000.0,9744000.0,60692000.0,731671000.0,265842000.0,4164025000,429995000.0,73244000.0,112680000.0,-841000.0,,,,,,,,,,
2017-03-31,0.0,47555000.0,75285000.0,4952431000,151209000,151209000,125032000.0,-1367829000.0,-235000.0,88147000.0,-1623228000.0,-436116000.0,2799508000.0,29784000,-4575000.0,-17934000.0,21460000.0,33213000.0,107464000.0,5707000.0,386884000.0,75353000,217759000.0,1813000.0,-2551000.0,391030000.0,239136000.0,33213000.0,174522000.0,5252000.0,26177000.0,0.29,195077000.0,88200000.0,,476098000.0,97183000.0,-77322000.0,-38652000.0,19229000,,4957521000.0,268852000,-43974000.0,30853000.0,107464000.0,10868626000,25661000,10673549000.0,191765000.0,5433619000,84300000.0,47555000,41711000,0.29,151209000.0,1448000.0,-468356000.0,9979000.0,3200000.0,782637000.0,267014000.0,4430686000,482608000.0,77087000.0,116412000.0,17923000.0,,,,,,,,,,
2017-06-30,-163000.0,41496000.0,75307000.0,5157164000,124877000,124877000,151209000.0,-630848000.0,1589000.0,90215000.0,-1694254000.0,-480804000.0,2800398000.0,31748000,-3585000.0,-130350000.0,22677000.0,34267000.0,114144000.0,6870000.0,372341000.0,72772000,241848000.0,975000.0,-16415000.0,327363000.0,241544000.0,34267000.0,177342000.0,5504000.0,-26332000.0,0.35,160957000.0,90745000.0,,417901000.0,104098000.0,-78989000.0,-20691000.0,19234000,,5184685000.0,273084000,-37218000.0,36844000.0,114144000.0,11245667000,31630000,11084710000.0,196104000.0,5602586000,87051000.0,41496000,34221000,0.35,124877000.0,-28000.0,-513364000.0,8393000.0,-2750000.0,734189000.0,270577000.0,4775385000,520870000.0,76980000.0,123332000.0,-4640000.0,,,,,,,,,,
2017-09-30,-85000.0,59546000.0,75329000.0,5406970000,118562000,118562000,124877000.0,-552205000.0,-1578000.0,92598000.0,,-334841000.0,3115290000.0,31031000,-14205000.0,0.0,43864000.0,38706000.0,134722000.0,6319000.0,190160000.0,74844000,245784000.0,583000.0,-2138000.0,338296000.0,240501000.0,38706000.0,198365000.0,7893000.0,-6315000.0,0.55,168138000.0,93296000.0,,429738000.0,107788000.0,-81820000.0,-23222000.0,17636000,,5222192000.0,283737000,-46998000.0,33098000.0,134722000.0,11545323000,51273000,11377185000.0,200268000.0,5651930000,90719000.0,59546000,53773000,0.55,118562000.0,15145000.0,-332044000.0,9899000.0,4250000.0,430684000.0,268248000.0,4817040000,557011000.0,83469000.0,125424000.0,17336000.0,,,,,,,,,,
2017-12-31,-77919000.0,45607000.0,75384000.0,5949666000,254381000,254381000,118562000.0,-1881358000.0,-278000.0,,-1875810000.0,-317508000.0,3395804000.0,36082000,30002000.0,0.0,50024000.0,43143000.0,93995000.0,11587000.0,466042000.0,84141000,570006000.0,103000.0,-35243000.0,349884000.0,248924000.0,43143000.0,189403000.0,6961000.0,135819000.0,,299034000.0,,,449529000.0,107714000.0,-83619000.0,-35496000.0,18910000,,5182764000.0,298838000,-43691000.0,41387000.0,93995000.0,12103953000,36831000,11804919000.0,210765000.0,5632293000,93447000.0,45607000,39388000,,254381000.0,-3083000.0,-424362000.0,10262000.0,-8000000.0,763832000.0,276877000.0,4764807000,672254000.0,88073000.0,126624000.0,-5046000.0,,,,,,,,,,
2018-03-31,-58247000.0,141518000.0,75393000.0,6194597000,221645000,221645000,277186000.0,-596189000.0,-988000.0,99855000.0,-1969084000.0,-509560000.0,3396912000.0,36915000,-641000.0,,1228000.0,53706000.0,128921000.0,27842000.0,451319000.0,91728000,99369000.0,41325000.0,-10670000.0,370183000.0,252259000.0,53706000.0,292652000.0,7248000.0,-18204000.0,1.32,291479000.0,100125000.0,,470245000.0,114219000.0,-92362000.0,-36833000.0,22421000,,5627816000.0,320139000,-50287000.0,41325000.0,128921000.0,12821196000,132387000,12529717000.0,228368000.0,6098061000,125384000.0,141518000,135630000,1.33,258982000.0,86705000.0,-598038000.0,11258000.0,-7786000.0,,280380000.0,5210798000,932749000.0,91771000.0,136640000.0,18416000.0,,,,,,,,,,
