date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
1998-09-30,,,31300000.0,527000000.0,1017800000.0,131100000.0,2508400000.0,-27400000.0,300400000.0,,-4113600000.0,125000000.0,160900000.0,160900000.0,67600000.0,457700000.0,,,256800000.0,37200000.0,-84400000.0,-144200000.0,,170400000.0,-46800000.0,-66400000.0,10336800000.0,112800000,,974400000,0.04,20200000.0,6223200000.0,100000.0,0.0,96000000.0,,29800000.0,208700000,0.0,700800000.0,,125000000.0,104000000.0,,864600000.0,,972500000.0,5000000.0,9691000000.0,10555600000.0,6823400000.0,,,639800000.0,,3255300000.0,100000.0,7947200000.0,,11100000.0,11100000,0.04,160900000.0,-93800000.0,3292200000.0,2108300000.0,,-14600000.0,209300000.0,194000000.0,-6200000.0,334600000.0,257900000.0,,,
1998-12-31,,,-172300000.0,614300000.0,989000000.0,160900000.0,2351200000.0,-29400000.0,356800000.0,,-4224400000.0,,136200000.0,136200000.0,71600000.0,548000000.0,,,338600000.0,-21400000.0,-36700000.0,-139200000.0,,115800000.0,-38700000.0,-72500000.0,10395300000.0,43000000,,959600000,,-38400000.0,6170900000.0,100000.0,2300000.0,273400000.0,,-24700000.0,316500000,-13500000.0,560800000.0,,,43300000.0,,932900000.0,,1127800000.0,-140000000.0,9454500000.0,10387400000.0,6665000000.0,,,657300000.0,,3188400000.0,-200000.0,7936200000.0,,-133900000.0,-133900000,,136200000.0,-101900000.0,3282100000.0,1992100000.0,,-143500000.0,202700000.0,237200000.0,-6100000.0,302300000.0,241100000.0,,,
1999-03-31,,,40400000.0,552300000.0,987800000.0,136200000.0,2370900000.0,-26500000.0,306300000.0,,-4309100000.0,132142857.0,335700000.0,335700000.0,71500000.0,630600000.0,,,319300000.0,-17500000.0,63800000.0,-135800000.0,,309900000.0,2400000.0,-86400000.0,10451100000.0,110700000,,1043400000,0.14,16000000.0,6142000000.0,630600000.0,1300000.0,193900000.0,,199500000.0,304700000,-1500000.0,579200000.0,,132142857.0,223500000.0,,1067900000.0,,1209300000.0,18500000.0,9316800000.0,10384700000.0,,,,663000000.0,,3005900000.0,0.0,7913800000.0,,24400000.0,24400000,0.14,335700000.0,-112900000.0,3218100000.0,1964200000.0,,2000000.0,199700000.0,226200000.0,-5900000.0,380400000.0,259400000.0,,,
1999-06-30,,,25300000.0,571600000.0,963400000.0,335700000.0,2350900000.0,-15000000.0,306400000.0,,-4376500000.0,132142857.0,220300000.0,220300000.0,66100000.0,581500000.0,,,480400000.0,13500000.0,7000000.0,-132400000.0,,118500000.0,-140100000.0,-78700000.0,10486800000.0,89600000,,1038600000,0.002188,19100000.0,6110300000.0,581500000.0,1700000.0,102800000.0,,-115300000.0,192500000,-25000000.0,579400000.0,,132142857.0,39800000.0,,1067500000.0,,1270900000.0,300000.0,9281000000.0,10348500000.0,6487800000.0,,,661200000.0,,3020500000.0,-100000.0,7897600000.0,,6200000.0,6200000,0.002188,220300000.0,-93700000.0,3151000000.0,1950600000.0,,2100000.0,198300000.0,342500000.0,-6000000.0,377400000.0,209000000.0,,,
1999-09-30,,,74700000.0,480800000.0,959700000.0,220300000.0,2367900000.0,-37100000.0,304300000.0,,-6428200000.0,130000000.0,335400000.0,335400000.0,67400000.0,780900000.0,,,335400000.0,-26600000.0,-28600000.0,-129700000.0,,181700000.0,-17000000.0,-60900000.0,10469700000.0,166900000,,1240500000,0.24,37800000.0,4041500000.0,200000.0,0.0,193000000.0,,115100000.0,359700000,-3800000.0,597500000.0,,130000000.0,120800000.0,,1176700000.0,,1443800000.0,31200000.0,9088200000.0,10264900000.0,6217400000.0,,,647700000.0,,4915600000.0,100000.0,7797000000.0,,36900000.0,36900000,0.24,335400000.0,-49600000.0,2946600000.0,1902600000.0,,-24900000.0,204700000.0,332300000.0,-5600000.0,592800000.0,327300000.0,,,
1999-12-31,,,15100000.0,442800000.0,944500000.0,335400000.0,2340800000.0,-6000000.0,257200000.0,,-6088300000.0,,255200000.0,255200000.0,58700000.0,899800000.0,,,347300000.0,-152800000.0,38500000.0,-126200000.0,,4100000.0,-491700000.0,-103600000.0,10035700000.0,158300000,,1148800000,,25500000.0,3947400000.0,899800000.0,2300000.0,463500000.0,,-80300000.0,621800000,-16000000.0,581800000.0,,,-99500000.0,,1071300000.0,,1570500000.0,-15700000.0,8616800000.0,9688100000.0,5536400000.0,,,601100000.0,,4530700000.0,200000.0,7247300000.0,,-10400000.0,-10400000,,255200000.0,407400000.0,2372300000.0,1828500000.0,,-76300000.0,173000000.0,310200000.0,-18500000.0,547700000.0,323400000.0,,,
2000-03-31,345372000.0,,133934000.0,416115000.0,998720000.0,255154000.0,2619988000.0,-293343000.0,296385000.0,,-6373365000.0,135668372.0,369738000.0,369738000.0,66248000.0,1445408000.0,,,437492000.0,-10395000.0,-39541000.0,-123102000.0,,114106000.0,361876000.0,-68055000.0,10674400000.0,197834000,,1382321000,0.55,54589000.0,4301035000.0,1445408000.0,124000.0,,,114584000.0,315414000,-1500000.0,642092000.0,,135668372.0,46051000.0,,1377839000.0,,2196578000.0,74587000.0,9363169000.0,10741008000.0,,,,613949000.0,,4625190000.0,0.0,8021020000.0,,79345000.0,79345000,0.55,369738000.0,-361398000.0,2443989000.0,1866145000.0,1719000.0,2847000.0,174442000.0,448356000.0,-19070000.0,768372000.0,313678000.0,,,
2000-06-30,,,63564000.0,452271000.0,894604000.0,369738000.0,2517054000.0,-25611000.0,398164000.0,,-6431583000.0,152575000.0,301636000.0,301636000.0,80158000.0,1695330000.0,,,547509000.0,-7640000.0,-28940000.0,-119857000.0,,153098000.0,-97518000.0,-98071000.0,11683341000.0,146537000,,1414973000,0.09,47445000.0,5251758000.0,1695330000.0,2332000.0,,,-68102000.0,273801000,-124539000.0,639973000.0,,143284493.0,55027000.0,,1447711000.0,,2532281000.0,12206000.0,9314532000.0,10762243000.0,5470549000.0,,,598808000.0,,3575482000.0,0.0,8145189000.0,,16119000.0,16119000,0.08,301636000.0,-123682000.0,2211019000.0,1841528000.0,2876000.0,-490000.0,171566000.0,488432000.0,-18239000.0,816165000.0,289442000.0,,,
2000-09-30,,,113848000.0,485826000.0,894680000.0,301636000.0,2564985000.0,243713000.0,399380000.0,,-6493571000.0,145651111.0,237972000.0,237972000.0,77446000.0,1780339000.0,,,481411000.0,-10291000.0,-18180000.0,-115855000.0,,149224000.0,-105391000.0,-90863000.0,11775796000.0,177343000,,1581947000,0.46,45553000.0,5282225000.0,1780339000.0,243000.0,,,-63664000.0,310506000,0.0,691164000.0,,143535147.0,58361000.0,,1360565000.0,,2574051000.0,65543000.0,9204815000.0,10565380000.0,5170342000.0,,,663169000.0,,3536082000.0,0.0,7900395000.0,,68295000.0,68295000,0.45,237972000.0,-107497000.0,2042929000.0,1830589000.0,313000.0,16276000.0,171253000.0,479957000.0,-17104000.0,918778000.0,312301000.0,,,
2000-12-31,,,90955000.0,506388000.0,844545000.0,237972000.0,2369783000.0,7213000.0,192674000.0,,-7041279000.0,,200017000.0,200017000.0,75450000.0,1762663000.0,,,538983000.0,12209000.0,47012000.0,102306000.0,,161955000.0,-50090000.0,-157033000.0,10588494000.0,173080000,,1497379000,,35257000.0,3547215000.0,1762663000.0,1570000.0,,,-37955000.0,328523000,-732000.0,495873000.0,,,4922000.0,,1150355000.0,,2541796000.0,-180922000.0,9066794000.0,10217149000.0,5052415000.0,,,679468000.0,,4850627000.0,0.0,7747366000.0,,-178183000.0,55698000,,200017000.0,-149820000.0,2029593000.0,1738649000.0,7542000.0,-4350000.0,163711000.0,472863000.0,-17107000.0,817911000.0,240150000.0,,,
2001-03-31,334512000.0,,249598000.0,315261000.0,860237000.0,200017000.0,2435282000.0,-1104282000.0,226066000.0,,-3487588000.0,144314339.0,1472454000.0,1472454000.0,67195000.0,1500115000.0,,,653281000.0,-226451000.0,327083000.0,-105519000.0,,232277000.0,1210413000.0,-101156000.0,7106162000.0,318311000,,1800544000,0.78,112299000.0,3618574000.0,1500115000.0,411000.0,,,1272437000.0,1098796000,-36500000.0,593646000.0,,143912698.0,131121000.0,,2614215000.0,,2809768000.0,112163000.0,8631720000.0,11245935000.0,,,,633572000.0,,4321839000.0,1438400000.0,8710653000.0,,114867000.0,137299000,0.777213,1472454000.0,-170253000.0,2148297000.0,1490420000.0,69516000.0,807000.0,94195000.0,702573000.0,-17094000.0,1166972000.0,656372000.0,,,
2001-06-30,,,75212000.0,431896000.0,860644000.0,1472454000.0,2238862000.0,-198695000.0,218868000.0,,-3435530000.0,134149873.0,197646000.0,197646000.0,71545000.0,480696000.0,,,685485000.0,105946000.0,-372480000.0,-134592000.0,,-16957000.0,-944943000.0,-114163000.0,7413470000.0,141521000,,1583294000,0.35,28480000.0,3977940000.0,480696000.0,1314000.0,,,-1274808000.0,277510000,-343605000.0,610248000.0,,133908739.0,-131120000.0,,1389059000.0,,1425521000.0,46732000.0,8771649000.0,10160708000.0,6369903000.0,,,573417000.0,,4077781000.0,-1438400000.0,7921846000.0,,46732000.0,46732000,0.35,197646000.0,-312908000.0,1930142000.0,1573958000.0,-8388000.0,7673000.0,102583000.0,784053000.0,-32567000.0,1009877000.0,259340000.0,,,
2001-09-30,,,60820000.0,432226000.0,860653000.0,197646000.0,2250051000.0,-170000000.0,253244000.0,,-3466409000.0,133869227.0,130913000.0,130913000.0,70282000.0,461775000.0,,,634824000.0,-20955000.0,66147000.0,-138307000.0,,255140000.0,-49197000.0,-102726000.0,7190812000.0,113378000,,1723894000,0.26,25185000.0,3724403000.0,461775000.0,26000.0,,,-66733000.0,261408000,-22252000.0,644886000.0,,133540631.0,152414000.0,,1265743000.0,,1446150000.0,34631000.0,9027129000.0,10292872000.0,6473425000.0,,,545604000.0,,4452607000.0,0.0,8042821000.0,,35635000.0,35635000,0.26,130913000.0,-272676000.0,1930620000.0,1532540000.0,-983000.0,17724000.0,103566000.0,699061000.0,-998000.0,1178290000.0,349551000.0,,,
2001-12-31,,,59076000.0,1219448000.0,860653000.0,130913000.0,2233840000.0,123984000.0,222861000.0,,-3418577000.0,,96658000.0,96658000.0,70636000.0,340962000.0,,,669545000.0,24756000.0,-239799000.0,-134279000.0,,-93722000.0,72397000.0,-124542000.0,7240716000.0,-675689000,,1766094000,,7988000.0,3822139000.0,340962000.0,0.0,,,-34255000.0,-546180000,341589000.0,678460000.0,,,-218264000.0,,1385654000.0,,1250440000.0,45597000.0,8855755000.0,10241409000.0,6637058000.0,,,543759000.0,,4478618000.0,427085000.0,8007569000.0,,51088000.0,51088000,,96658000.0,-12930000.0,2292556000.0,1611465000.0,-4950000.0,805401000.0,108516000.0,831221000.0,-17513000.0,1222335000.0,239933000.0,,,
2002-03-31,334995000.0,,33402000.0,443560000.0,861784000.0,96658000.0,2255045000.0,-44154000.0,219344000.0,,-3454054000.0,129754946.0,106810000.0,106810000.0,66887000.0,543536000.0,,,502199000.0,-22803000.0,34298000.0,-102260000.0,,220982000.0,-69312000.0,-97364000.0,7971742000.0,114286000,,1910683000,0.14,13370000.0,4517688000.0,543536000.0,1130000.0,,,10152000.0,254958000,-18250000.0,680934000.0,,129504005.0,123618000.0,,1290421000.0,,1336226000.0,18642000.0,8859136000.0,10149557000.0,,,,557846000.0,,4006453000.0,-177000.0,7894512000.0,,20032000.0,20032000,0.14,106810000.0,-141518000.0,2023432000.0,1595694000.0,-368000.0,-13997000.0,108884000.0,733998000.0,-17561000.0,1352837000.0,290491000.0,,,
2002-06-30,,,26696000.0,420815000.0,862556000.0,106810000.0,2259919000.0,-7993000.0,219661000.0,,-3496147000.0,129993412.0,94023000.0,94023000.0,69008000.0,342063000.0,,,654575000.0,-30286000.0,29767000.0,-94118000.0,,126245000.0,-15915000.0,-115124000.0,8077441000.0,94051000,,1673193000,0.22,-3550000.0,4581294000.0,342063000.0,4835000.0,,,-12787000.0,187833000,0.0,678593000.0,,129677793.0,11121000.0,,1384919000.0,,1284737000.0,28857000.0,8929740000.0,10314659000.0,6656257000.0,,,514866000.0,,4016134000.0,-181000.0,8054740000.0,,30246000.0,30246000,0.22,94023000.0,-123117000.0,2273861000.0,1596884000.0,-11849000.0,1653000.0,120732000.0,844219000.0,-17597000.0,1158327000.0,288099000.0,,,
2002-09-30,,,82441000.0,445452000.0,863075000.0,94023000.0,2305451000.0,59104000.0,447362000.0,,-3531643000.0,129508794.0,70726000.0,70726000.0,67713000.0,368172000.0,,,571550000.0,-1118000.0,-24971000.0,-85887000.0,,119871000.0,-72141000.0,-114831000.0,8175546000.0,118095000,,1361045000,0.38,32476000.0,4643903000.0,368172000.0,1480000.0,,,-23297000.0,283138000,-11886000.0,727204000.0,,129344724.0,5040000.0,,1411949000.0,,1312242000.0,48575000.0,8904252000.0,10316201000.0,6587924000.0,,,563547000.0,,3916478000.0,-190000.0,8010750000.0,,49965000.0,49965000,0.375071,70726000.0,-71027000.0,2272402000.0,1599816000.0,-11068000.0,32059000.0,131937000.0,665205000.0,-19175000.0,797498000.0,372520000.0,,,
2002-12-31,,,97433000.0,600850000.0,863079000.0,70726000.0,2326721000.0,-46717000.0,422553000.0,,-2484549000.0,,85393000.0,85393000.0,66903000.0,112906000.0,,,766128000.0,-95118000.0,143293000.0,-72819000.0,,145547000.0,-324726000.0,-141523000.0,7212918000.0,-46890000,,1446229000,,40008000.0,4728369000.0,112906000.0,13000.0,,,14667000.0,262413000,,765611000.0,,,4024000.0,,1521124000.0,,1304352000.0,56035000.0,8746493000.0,10267617000.0,6530073000.0,,,553960000.0,,3672257000.0,-411527000.0,7940896000.0,,57425000.0,57425000,,85393000.0,193846000.0,2287144000.0,1542978000.0,-4305000.0,211226000.0,119853000.0,767089000.0,-19019000.0,892269000.0,425318000.0,,,
2003-03-31,344965000.0,,101063000.0,455110000.0,865623000.0,54678000.0,2345764000.0,6571000.0,533322000.0,,-2516514000.0,127111272.0,98959000.0,98959000.0,63545000.0,150749000.0,,,687735000.0,-22468000.0,-57708000.0,-72899000.0,,144935000.0,-9180000.0,-98045000.0,7295448000.0,164032000,,1688437000,0.47,39469000.0,4778934000.0,150749000.0,6979000.0,,,44281000.0,316273000,-23209000.0,808352000.0,,127013678.0,46890000.0,,1562272000.0,,1309661000.0,60204000.0,8710931000.0,10273203000.0,,,,619142000.0,,3587032000.0,-204000.0,7927439000.0,,61594000.0,61594000,0.47,98959000.0,-91474000.0,2324432000.0,1520510000.0,8622000.0,576000.0,111230000.0,702669000.0,-18859000.0,1069295000.0,471177000.0,,,
2003-06-30,,,46323000.0,458510000.0,865782000.0,98959000.0,2330694000.0,-21364000.0,526858000.0,,-2542716000.0,126860208.0,57028000.0,57028000.0,59527000.0,121345000.0,,,652984000.0,12085000.0,-23572000.0,-78381000.0,,75841000.0,42275000.0,-138683000.0,7414060000.0,105096000,,1457541000,0.21,18065000.0,4871344000.0,121345000.0,484000.0,,,-41931000.0,212588000,0.0,798796000.0,,126747117.0,-62842000.0,,1427675000.0,,1182899000.0,26869000.0,8992041000.0,10419716000.0,6801561000.0,,,563606000.0,,3776634000.0,-86453000.0,8089022000.0,,28258000.0,28258000,0.21,57028000.0,-160047000.0,2465483000.0,1511756000.0,-12830000.0,754000.0,124060000.0,626435000.0,-18806000.0,893935000.0,408570000.0,,,
2003-09-30,,,71058000.0,479065000.0,866692000.0,57028000.0,2370492000.0,3133000.0,522333000.0,,-2564544000.0,127303973.0,118138000.0,118138000.0,63347000.0,99327000.0,,,787024000.0,-38432000.0,82717000.0,-79832000.0,,241900000.0,-34653000.0,-149270000.0,7539844000.0,129727000,,2054274000,0.31,25689000.0,4975300000.0,99327000.0,2477000.0,,,61110000.0,275330000,0.0,837963000.0,,127167690.0,92630000.0,,1533408000.0,,1284354000.0,39238000.0,9064960000.0,10598368000.0,6839915000.0,,,608792000.0,,3745756000.0,82093000.0,8227876000.0,,40628000.0,45369000,0.308223,118138000.0,-146137000.0,2505222000.0,1466320000.0,-36340000.0,4678000.0,160400000.0,637039000.0,-20463000.0,1445482000.0,398003000.0,,,
2003-12-31,,,-31871000.0,512689000.0,868192000.0,118138000.0,2380320000.0,-34890000.0,750685000.0,,-2244263000.0,,37196000.0,37196000.0,59939000.0,169936000.0,,,768783000.0,-71788000.0,-106231000.0,-47703000.0,,110896000.0,-6350000.0,-146253000.0,7674179000.0,34511000,,868904000,,-23361000.0,5429916000.0,169936000.0,3714000.0,,,-76597000.0,175679000,2672000.0,808932000.0,,,-35357000.0,,1772731000.0,,1446235000.0,-9900000.0,9536153000.0,11308884000.0,7379677000.0,,,547200000.0,,3763295000.0,-169580000.0,8928564000.0,,-8510000.0,-8510000,,37196000.0,-181143000.0,2481331000.0,1390006000.0,6325000.0,-6443000.0,154076000.0,704893000.0,-20521000.0,321704000.0,507516000.0,,,
2004-03-31,342040000.0,,111695000.0,489284000.0,869012000.0,37196000.0,2449556000.0,390000.0,900957000.0,,-2283625000.0,128061086.0,76050000.0,76050000.0,62780000.0,77676000.0,,,839865000.0,20028000.0,48476000.0,-27808000.0,,256162000.0,-85625000.0,-132073000.0,7803023000.0,172788000,,1838287000,0.53,42863000.0,5519398000.0,77676000.0,2522000.0,,,38854000.0,309840000,-915000.0,857197000.0,,127879766.0,124089000.0,,1943993000.0,,1509341000.0,67442000.0,9594757000.0,11538750000.0,,,,662072000.0,,3733319000.0,-238000.0,9089194000.0,,68832000.0,68832000,0.526639,76050000.0,-131683000.0,2564737000.0,1415139000.0,31589000.0,1687000.0,122487000.0,727378000.0,-20567000.0,1176215000.0,591800000.0,,,
2004-06-30,,,34143000.0,516047000.0,869094000.0,76050000.0,2439658000.0,-269000.0,882495000.0,,-2320807000.0,128182645.0,75265000.0,75265000.0,63138000.0,94921000.0,,,903122000.0,14450000.0,95030000.0,-20629000.0,,251884000.0,-84225000.0,-168175000.0,7962557000.0,94419000,,1524666000,0.18,9871000.0,5641750000.0,94921000.0,264000.0,,,-785000.0,230365000,,840082000.0,,128033513.0,83709000.0,,1863475000.0,,1550905000.0,22883000.0,9650314000.0,11513789000.0,6182528000.0,,,610466000.0,,3667425000.0,-248000.0,9074131000.0,,24272000.0,24272000,0.178519,75265000.0,-168444000.0,2510927000.0,1447602000.0,-31538000.0,2862000.0,154459000.0,648659000.0,-20591000.0,914200000.0,552862000.0,,,
2004-09-30,,,55827000.0,525314000.0,869618000.0,75265000.0,2435109000.0,-82074000.0,748721000.0,,-2357086000.0,128442701.0,97852000.0,97852000.0,63472000.0,90006000.0,,,704559000.0,30655000.0,-150417000.0,-65754000.0,,24089000.0,244499000.0,-163452000.0,8096571000.0,111131000,,1667985000,0.3,15320000.0,5739485000.0,90006000.0,1684000.0,,,23062000.0,254328000,,879153000.0,,128279814.0,-139363000.0,,1805125000.0,,1339126000.0,39117000.0,9736327000.0,11541452000.0,6503382000.0,,,636445000.0,,3656605000.0,-457000.0,9106343000.0,,40507000.0,40507000,0.3,97852000.0,-245526000.0,2839694000.0,1503878000.0,-48735000.0,8168000.0,202760000.0,656384000.0,-22232000.0,1031540000.0,544561000.0,,,
2004-12-31,,,-27762000.0,513006000.0,872355000.0,97852000.0,2412911000.0,55788000.0,519357000.0,,-2382927000.0,,46989000.0,46989000.0,64124000.0,270759000.0,,,825247000.0,46577000.0,-80097000.0,-61767000.0,,-15068000.0,81888000.0,-180122000.0,8247088000.0,34614000,,1655761000,,-16298000.0,5864161000.0,270759000.0,6467000.0,,,-57514000.0,170653000,,845343000.0,,,-195190000.0,,1667221000.0,,1563402000.0,-12854000.0,9988613000.0,11655834000.0,6510555000.0,,,547620000.0,,3785105000.0,-16481000.0,9242923000.0,,-11464000.0,-11464000,,46989000.0,-124334000.0,2789974000.0,1533527000.0,17580000.0,1748000.0,185180000.0,771257000.0,-22346000.0,1108141000.0,467396000.0,,,
2005-03-31,1184968000.0,,-183681000.0,759004000.0,873517000.0,46989000.0,2287577000.0,-6036000.0,782008000.0,,-2413986000.0,129278505.0,74021000.0,74021000.0,65829000.0,351157000.0,,,873600000.0,-16306000.0,95002000.0,-51422000.0,,188454000.0,11434000.0,-166820000.0,8368257000.0,-119893000,,2264812000,-0.91,-67352000.0,5954271000.0,351157000.0,3984000.0,141150000.0,,27032000.0,8082000,,706619000.0,,129278505.0,21634000.0,,1978129000.0,,1952299000.0,-117719000.0,10100857000.0,12078986000.0,,,,639111000.0,,2961618000.0,914000.0,9791409000.0,,-116329000.0,-116329000,-0.910584,74021000.0,-172856000.0,2783144000.0,1446419000.0,41941000.0,2041000.0,143239000.0,833321000.0,-21005000.0,1625701000.0,727542000.0,,,
2005-06-30,,,-50632000.0,607242000.0,874488000.0,74021000.0,2218569000.0,11579000.0,754115000.0,,-2459733000.0,129520644.0,55483000.0,55483000.0,73154000.0,222242000.0,,,809423000.0,-76151000.0,-51934000.0,-52665000.0,,88474000.0,22867000.0,-165250000.0,8534949000.0,13458000,,1557920000,-0.21,-24317000.0,6075216000.0,222242000.0,3581000.0,,,-18538000.0,167401000,,635221000.0,,129520644.0,-76776000.0,,1801447000.0,,1712251000.0,-27704000.0,10149109000.0,11950556000.0,6829818000.0,,,620700000.0,,3783102000.0,15483000.0,9731987000.0,,-26315000.0,-26315000,-0.213896,55483000.0,-129879000.0,2994490000.0,1466276000.0,-33800000.0,9064000.0,177039000.0,700689000.0,-20624000.0,937220000.0,680586000.0,,,
2005-09-30,,,-120363000.0,681157000.0,875457000.0,55483000.0,2147724000.0,1679000.0,1583032000.0,,-2496041000.0,129957408.0,86194000.0,86194000.0,67165000.0,348387000.0,,,887689000.0,-29555000.0,6088000.0,-32194000.0,,75828000.0,154287000.0,-189467000.0,8723921000.0,-61371000,,1754862000,-0.73,-29794000.0,6227880000.0,348387000.0,596000.0,,,30711000.0,123617000,,540642000.0,,129957408.0,-113639000.0,,2748646000.0,,2691757000.0,-94492000.0,10180746000.0,12929392000.0,6770279000.0,,,619786000.0,,3662075000.0,223000.0,10781668000.0,,-93102000.0,-90569000,-0.73,86194000.0,-199404000.0,2998359000.0,1455233000.0,-42120000.0,8173000.0,204789000.0,763976000.0,-23156000.0,1135076000.0,1455681000.0,,,
2005-12-31,,,-62066000.0,660247000.0,990689000.0,86194000.0,2545444000.0,42293000.0,1047135000.0,,-2551322000.0,,45782000.0,45782000.0,66962000.0,54673000.0,,40628000.0,972368000.0,-80777000.0,-99611000.0,-26897000.0,,88448000.0,68546000.0,-253818000.0,8968552000.0,-17503000,,1877834000,,-52733000.0,6417230000.0,54673000.0,442666000.0,,,-40412000.0,179286000,,504301000.0,,,-165370000.0,,2376843000.0,,1975230000.0,-13573000.0,10192232000.0,12569075000.0,6679456000.0,-33316000.0,,642744000.0,,3487411000.0,-31070000.0,10023631000.0,,-12183000.0,-9333000,,45782000.0,-197406000.0,3027288000.0,1401784000.0,16131000.0,22399000.0,206557000.0,901516000.0,-22769000.0,1235090000.0,948189000.0,,,
2006-03-31,287591000.0,,-37590000.0,602751000.0,991590000.0,45782000.0,2494329000.0,-5501000.0,1787468000.0,,-2501402000.0,153442640.0,36268000.0,36268000.0,61232000.0,296995000.0,,18335000.0,691103000.0,171578000.0,-49814000.0,-42659000.0,,42726000.0,157904000.0,-203825000.0,8229876000.0,7437000,,2147388000,-0.07,-18305000.0,5728474000.0,296995000.0,3202000.0,-19081000.0,,-9514000.0,174598000,,466954000.0,,153442640.0,-161099000.0,,2675209000.0,,2064918000.0,-10106000.0,9459367000.0,12134576000.0,,-19153000.0,,610188000.0,,3443302000.0,-53408000.0,9640247000.0,,-8716000.0,-19285000,-0.07,36268000.0,-210144000.0,2699981000.0,1516840000.0,50728000.0,16205000.0,134738000.0,544547000.0,-27241000.0,1537200000.0,1076820000.0,,,
2006-06-30,,,24609000.0,488994000.0,991835000.0,36268000.0,2470064000.0,-15067000.0,1595933000.0,,-2552349000.0,153922635.0,48744000.0,48744000.0,63324000.0,157731000.0,,66360000.0,563332000.0,-3053000.0,25350000.0,-35558000.0,,170421000.0,28240000.0,-176878000.0,8439373000.0,75257000,,1670531000,0.14,8920000.0,5887024000.0,157731000.0,866000.0,26432000.0,,12476000.0,221125000,,433273000.0,,153628709.0,-6457000.0,,2322443000.0,,1615481000.0,22242000.0,9136509000.0,11458952000.0,6435510000.0,-60750000.0,,564251000.0,,2961894000.0,54467000.0,8988888000.0,,23631000.0,15689000,0.14,48744000.0,-186185000.0,2945024000.0,1494155000.0,-17620000.0,12676000.0,159120000.0,439730000.0,-26784000.0,1106280000.0,894418000.0,,,
2006-09-30,,,28340000.0,464569000.0,992455000.0,48744000.0,2589400000.0,-30818000.0,1569215000.0,,-2600329000.0,154320675.0,50455000.0,50455000.0,62781000.0,304309000.0,,42315000.0,511614000.0,-38093000.0,-56814000.0,-31610000.0,,167119000.0,104786000.0,-219599000.0,8646613000.0,77250000,,1594096000,0.72,-75702000.0,6046284000.0,304309000.0,2242000.0,-179648000.0,,1711000.0,193176000,,544700000.0,,153883480.0,-52480000.0,,2190376000.0,,1615735000.0,111449000.0,9302163000.0,11492539000.0,6480592000.0,-43416000.0,,541819000.0,,2968288000.0,-117826000.0,8903139000.0,,112839000.0,104042000,0.72,50455000.0,-270194000.0,2956551000.0,1522771000.0,-18277000.0,13871000.0,175886000.0,331836000.0,-29535000.0,1052277000.0,799812000.0,,,
