date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyNetPPE,quarterlyEbitda,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax
2010-03-31,151000000.0,-6979000000.0,62057000000.0,20894000000.0,24356000000.0,34000000.0,-8506000000.0,50000000.0,2135000000.0,19137000000.0,,-1068000000.0,1701000000.0,-112000000.0,79000000.0,-11199000000.0,,,,2683000000.0,18033000000.0,0.5,3462000000.0,3379000000,0.0,530000000.0,,,,4569000000.0,22826000000.0,3836000000,149111000000.0,,79193000000.0,,,3089000000.0,37701000000.0,-11514000000.0,118212000000.0,42857000000.0,31566000000,-18341000000.0,1615000000.0,197405000000.0,2085000000.0,191968000000.0,14434000000.0,2085000000.0,2085000000,5212000000.0,0.0,9522000000.0,6292000000.0,1167000000.0,284000000.0,24356000000.0,,44445000000.0,25139000000.0,41000000.0,-5475000000.0,1600000000.0,3365000000.0,,0.62,111400000000.0,2544000000.0,3048000000.0,6427000000.0,,,,,,
2010-06-30,144000000.0,-7728000000.0,54449000000.0,24356000000.0,18322000000.0,35000000.0,-18130000000.0,251000000.0,2847000000.0,15533000000.0,,-959000000.0,1636000000.0,-11061000000.0,-40000000.0,-12277000000.0,,,,3774000000.0,34006000000.0,0.61,-6034000000.0,4233000000,0.0,312000000.0,,,,4610000000.0,22210000000.0,4483000000,139485000000.0,,75207000000.0,,,3137000000.0,36127000000.0,-8915000000.0,108084000000.0,40265000000.0,35067000000,-33798000000.0,2815000000.0,183291000000.0,2599000000.0,179750000000.0,13269000000.0,2599000000.0,2596000000,5017000000.0,0.0,10156000000.0,6076000000.0,1677000000.0,123000000.0,18322000000.0,,43698000000.0,27828000000.0,39000000.0,-3574000000.0,901000000.0,3412000000.0,,0.76,102166000000.0,2523000000.0,3006000000.0,7239000000.0,,,,,,
2010-09-30,123000000.0,-6887000000.0,57158000000.0,18322000000.0,17992000000.0,35000000.0,-13973000000.0,199000000.0,1887000000.0,15768000000.0,,-919000000.0,1433000000.0,-2397000000.0,-34000000.0,-12609000000.0,,,,3781000000.0,22588000000.0,0.43,-330000000.0,3006000000,0.0,388000000.0,,,,4174000000.0,22956000000.0,3320000000,142867000000.0,,76868000000.0,,,2654000000.0,39166000000.0,-7228000000.0,101950000000.0,34211000000.0,29893000000,-26957000000.0,2862000000.0,178818000000.0,1687000000.0,177078000000.0,6255000000.0,1687000000.0,1688000000,-229000000.0,0.0,8633000000.0,6855000000.0,-2224000000.0,206000000.0,17992000000.0,,43726000000.0,24233000000.0,,-1773000000.0,1027000000.0,3446000000.0,,0.49,101152000000.0,2676000000.0,2654000000.0,5660000000.0,,,,,,
2010-12-31,102000000.0,-7185000000.0,35570000000.0,17992000000.0,14805000000.0,38000000.0,-8770000000.0,92000000.0,280000000.0,15456000000.0,-33900000000.0,-1146000000.0,1554000000.0,-10851000000.0,-7207000000.0,-14313000000.0,,,57079000000.0,1239000000.0,26450000000.0,,-3187000000.0,2148000000,4159000000.0,109000000.0,16362000000.0,,1622000000.0,,23179000000.0,1834000000,118945000000.0,,48883000000.0,,,3029000000.0,20765000000.0,-7038000000.0,116446000000.0,45742000000.0,32428000000,-21054000000.0,93000000.0,165329000000.0,190000000.0,164687000000.0,6214000000.0,190000000.0,188000000,4387000000.0,0.0,9679000000.0,5917000000.0,6288000000.0,-361000000.0,14805000000.0,77458000000.0,8379000000.0,27251000000.0,,-673000000.0,1135000000.0,,2069000000.0,,88532000000.0,14244000000.0,3029000000.0,5177000000.0,,,,,,
2011-03-31,98000000.0,-8068000000.0,46105000000.0,14805000000.0,21318000000.0,38000000.0,-13199000000.0,220000000.0,2776000000.0,10869000000.0,,-929000000.0,1174000000.0,-3282000000.0,88000000.0,-13684000000.0,,,,2497000000.0,26479000000.0,0.61,6513000000.0,3604000000,4924000000.0,0.0,19984000000.0,,,4266000000.0,23407000000.0,3950000000,133222000000.0,,78238000000.0,,,2734000000.0,24787000000.0,-4487000000.0,86688000000.0,34169000000.0,33114000000,-19194000000.0,1568000000.0,164926000000.0,2551000000.0,167391000000.0,6177000000.0,2551000000.0,2556000000,0.0,0.0,8606000000.0,7414000000.0,6894000000.0,183000000.0,21318000000.0,,42092000000.0,26776000000.0,,2426000000.0,1212000000.0,3771000000.0,,0.68,85476000000.0,2525000000.0,2734000000.0,6338000000.0,,,,,,
2011-06-30,103000000.0,-9287000000.0,45676000000.0,21318000000.0,17472000000.0,38000000.0,-13093000000.0,206000000.0,2606000000.0,10146000000.0,,-1093000000.0,1127000000.0,-3723000000.0,24000000.0,-13236000000.0,,,,3729000000.0,20201000000.0,0.59,-3846000000.0,3346000000,5067000000.0,0.0,19424000000.0,,,4102000000.0,23263000000.0,3733000000,133208000000.0,,78159000000.0,,,2907000000.0,28204000000.0,-2089000000.0,84577000000.0,34878000000.0,35527000000,-22567000000.0,2636000000.0,162736000000.0,2398000000.0,168086000000.0,6816000000.0,2398000000.0,2400000000,129000000.0,0.0,8531000000.0,7036000000.0,-4071000000.0,229000000.0,17472000000.0,,43262000000.0,29253000000.0,,5309000000.0,1371000000.0,3799000000.0,,0.63,83077000000.0,2593000000.0,2928000000.0,6274000000.0,,,,,,
2011-09-30,100000000.0,,45518000000.0,17472000000.0,16460000000.0,38000000.0,-9623000000.0,194000000.0,1846000000.0,11499000000.0,,-1113000000.0,1096000000.0,-2209000000.0,-33000000.0,-14269000000.0,,,,3793000000.0,15760000000.0,0.41,-1012000000.0,2564000000,4931000000.0,0.0,18924000000.0,,,4031000000.0,22304000000.0,2942000000,129555000000.0,,76925000000.0,,,2861000000.0,29058000000.0,-440000000.0,79789000000.0,33185000000.0,33047000000,-42754000000.0,2680000000.0,156714000000.0,1649000000.0,162740000000.0,6479000000.0,1649000000.0,1652000000,109000000.0,0.0,8914000000.0,7212000000.0,-1832000000.0,101000000.0,16460000000.0,,41441000000.0,27617000000.0,,5982000000.0,1109000000.0,3800000000.0,,0.43,78571000000.0,2608000000.0,2866000000.0,5430000000.0,,,,,,
2011-12-31,100000000.0,,35766000000.0,16460000000.0,17148000000.0,38000000.0,-7180000000.0,-12161000000.0,1453000000.0,40311000000.0,-32874000000.0,-1158000000.0,1034000000.0,4973000000.0,13000000.0,-18734000000.0,,,55245000000.0,-235000000.0,8355000000.0,,688000000.0,1773000000,10155000000.0,0.0,17724000000.0,,1739000000.0,,22371000000.0,2487000000,120208000000.0,,73038000000.0,,,3076000000.0,18618000000.0,12985000000.0,90239000000.0,58140000000.0,34576000000,15792000000.0,-1393000000.0,163277000000.0,13615000000.0,178348000000.0,4770000000.0,13615000000.0,13614000000,3219000000.0,0.0,8731000000.0,5901000000.0,-4032000000.0,848000000.0,17148000000.0,78541000000.0,253000000.0,29699000000.0,,15028000000.0,696000000.0,,2216000000.0,,59177000000.0,15774000000.0,3104000000.0,4877000000.0,,,,,,
2012-03-31,97000000.0,,49503000000.0,17148000000.0,15244000000.0,39000000.0,-8164000000.0,640000000.0,2038000000.0,16172000000.0,,-1093000000.0,1011000000.0,370000000.0,84000000.0,-18314000000.0,-27000000.0,,,2075000000.0,17704000000.0,0.35,-1904000000.0,2705000000,0.0,,19638000000.0,,1832000000.0,4055000000.0,23150000000.0,3049000000,136335000000.0,-190000000.0,50969000000.0,,,2886000000.0,34259000000.0,14190000000.0,114456000000.0,45740000000.0,32445000000,-20017000000.0,982000000.0,165425000000.0,1396000000.0,182075000000.0,4994000000.0,1396000000.0,1398000000,3436000000.0,0.0,-1110000000.0,7031000000.0,-4511000000.0,241000000.0,15244000000.0,,5672000000.0,26854000000.0,,16606000000.0,583000000.0,3803000000.0,2494000000.0,0.37,84318000000.0,2964000000.0,2886000000.0,5591000000.0,,,,,,
2012-06-30,95000000.0,,50777000000.0,15244000000.0,15101000000.0,39000000.0,-8935000000.0,557000000.0,1595000000.0,13640000000.0,,-1191000000.0,986000000.0,-717000000.0,-36000000.0,-18928000000.0,-32000000.0,,,3904000000.0,17207000000.0,0.26,-143000000.0,2483000000,0.0,,19661000000.0,,,4014000000.0,22808000000.0,2581000000,136320000000.0,-191000000.0,77305000000.0,,,2979000000.0,35676000000.0,15230000000.0,86852000000.0,44916000000.0,33211000000,-16820000000.0,2713000000.0,164157000000.0,1040000000.0,181236000000.0,5011000000.0,1040000000.0,1038000000,14190000000.0,0.0,16506000000.0,7289000000.0,-3038000000.0,-49000000.0,15101000000.0,,44004000000.0,27769000000.0,,17036000000.0,595000000.0,3815000000.0,,0.27,72067000000.0,2938000000.0,2959000000.0,5442000000.0,,,,,,
2012-09-30,89000000.0,,51652000000.0,15101000000.0,13539000000.0,39000000.0,-5942000000.0,613000000.0,2246000000.0,15777000000.0,,-1319000000.0,962000000.0,-35000000.0,114000000.0,-18541000000.0,-33000000.0,,,3427000000.0,28208000000.0,0.41,-1552000000.0,2720000000,2832000000.0,,20793000000.0,,1942000000.0,3972000000.0,24347000000.0,3208000000,138929000000.0,-191000000.0,51630000000.0,,,2909000000.0,38113000000.0,16670000000.0,113844000000.0,45751000000.0,32172000000,-30076000000.0,2108000000.0,165474000000.0,1631000000.0,184680000000.0,5073000000.0,1631000000.0,1633000000,4477000000.0,0.0,-20878000000.0,8208000000.0,-5074000000.0,403000000.0,13539000000.0,79069000000.0,252000000.0,26543000000.0,,18841000000.0,593000000.0,3814000000.0,3012000000.0,0.43,84827000000.0,2716000000.0,2909000000.0,5629000000.0,,,,,,
2012-12-31,87000000.0,,35943000000.0,13539000000.0,15659000000.0,40000000.0,-6169000000.0,246000000.0,1841000000.0,38762000000.0,-32835000000.0,-1885000000.0,-2246000000.0,4087000000.0,-3000000.0,-22854000000.0,-33000000.0,,57777000000.0,-361000000.0,29893000000.0,,2110000000.0,-1492000000,9985000000.0,,19308000000.0,,1893000000.0,,24942000000.0,-405000000,125643000000.0,-191000000.0,73428000000.0,,,3408000000.0,20284000000.0,18077000000.0,101137000000.0,64911000000.0,36424000000,-28222000000.0,-2246000000.0,174565000000.0,1598000000.0,190554000000.0,5000000000.0,1598000000.0,1595000000,6591000000.0,0.0,-1454000000.0,7362000000.0,-1667000000.0,1019000000.0,15659000000.0,71510000000.0,277000000.0,34527000000.0,,15947000000.0,470000000.0,,2796000000.0,,66296000000.0,19697000000.0,3389000000.0,1897000000.0,,,,,,
2013-03-31,84000000.0,,34341000000.0,15659000000.0,13820000000.0,40000000.0,-8976000000.0,511000000.0,2123000000.0,39547000000.0,,-1483000000.0,206000000.0,1967000000.0,103000000.0,-22533000000.0,-10000000.0,,,211000000.0,38544000000.0,0.4,-1839000000.0,1803000000,9677000000.0,,20600000000.0,,2073000000.0,4072000000.0,25795000000.0,2329000000,126542000000.0,-392000000.0,74675000000.0,,,3285000000.0,20521000000.0,19296000000.0,100697000000.0,66468000000.0,35810000000,-38953000000.0,-1272000000.0,175372000000.0,1611000000.0,193010000000.0,5554000000.0,1611000000.0,1612000000,6637000000.0,1197000000.0,-1968000000.0,8423000000.0,-3851000000.0,468000000.0,13820000000.0,71823000000.0,234000000.0,30711000000.0,,17595000000.0,638000000.0,3923000000.0,2432000000.0,0.41,67809000000.0,20556000000.0,3296000000.0,5099000000.0,,,,,,
2013-06-30,82000000.0,,36706000000.0,13820000000.0,13362000000.0,40000000.0,-7924000000.0,585000000.0,1819000000.0,44708000000.0,,-1594000000.0,207000000.0,708000000.0,47000000.0,-21837000000.0,-77000000.0,,,6078000000.0,28308000000.0,0.3,-458000000.0,1468000000,9970000000.0,,20961000000.0,,2136000000.0,4084000000.0,25863000000.0,2026000000,128519000000.0,-393000000.0,81637000000.0,,,3375000000.0,23344000000.0,20136000000.0,95351000000.0,67691000000.0,38095000000,-30820000000.0,4484000000.0,176988000000.0,1233000000.0,196210000000.0,4978000000.0,1233000000.0,1234000000,7514000000.0,0.0,-3106000000.0,8192000000.0,-7212000000.0,501000000.0,13362000000.0,72004000000.0,248000000.0,33229000000.0,,19179000000.0,676000000.0,3933000000.0,3443000000.0,0.31,63149000000.0,23074000000.0,3398000000.0,4866000000.0,,,,,,
2013-09-30,86000000.0,,37642000000.0,13362000000.0,14752000000.0,40000000.0,-6615000000.0,818000000.0,2091000000.0,45228000000.0,,-1582000000.0,204000000.0,1667000000.0,104000000.0,-21509000000.0,-77000000.0,,,3840000000.0,27375000000.0,0.31,1390000000.0,1730000000,10483000000.0,,21640000000.0,,2503000000.0,4096000000.0,26836000000.0,2295000000,131650000000.0,-394000000.0,83287000000.0,,,3436000000.0,22890000000.0,21014000000.0,97274000000.0,69421000000.0,35976000000,-26841000000.0,2258000000.0,180561000000.0,1272000000.0,201071000000.0,5051000000.0,1272000000.0,1273000000,7591000000.0,0.0,-3209000000.0,8799000000.0,-4257000000.0,515000000.0,14752000000.0,73418000000.0,239000000.0,30792000000.0,,20467000000.0,637000000.0,3942000000.0,3232000000.0,0.32,65394000000.0,24425000000.0,3454000000.0,5184000000.0,,,,,,
2013-12-31,,,36568000000.0,14752000000.0,14468000000.0,40000000.0,-7365000000.0,-2061000000.0,968000000.0,38063000000.0,-31476000000.0,-1938000000.0,212000000.0,3791000000.0,3000000.0,-18231000000.0,-49000000.0,,59092000000.0,315000000.0,24298000000.0,,-284000000.0,557000000,11038000000.0,,19531000000.0,,2534000000.0,,27616000000.0,1180000000,131585000000.0,-395000000.0,74131000000.0,,,3080000000.0,22100000000.0,23658000000.0,101479000000.0,70441000000.0,37036000000,-23379000000.0,-1623000000.0,175610000000.0,3039000000.0,202026000000.0,5847000000.0,3039000000.0,3029000000,5812000000.0,0.0,-3392000000.0,7708000000.0,-4411000000.0,575000000.0,14468000000.0,77481000000.0,262000000.0,33362000000.0,,26383000000.0,598000000.0,,2817000000.0,,76625000000.0,23663000000.0,3117000000.0,3674000000.0,,,,,,
2014-03-31,,,36529000000.0,14468000000.0,12983000000.0,40000000.0,-9310000000.0,270000000.0,1259000000.0,44970000000.0,,-1516000000.0,208000000.0,1988000000.0,18000000.0,-18190000000.0,0.0,,,2220000000.0,13708000000.0,0.24,-1485000000.0,798000000,11196000000.0,,22209000000.0,,2516000000.0,4094000000.0,28447000000.0,1467000000,135264000000.0,-493000000.0,83617000000.0,,,3372000000.0,23546000000.0,23882000000.0,96658000000.0,71818000000.0,35876000000,-15291000000.0,704000000.0,180275000000.0,989000000.0,207082000000.0,6231000000.0,989000000.0,989000000,5687000000.0,0.0,-2563000000.0,8874000000.0,-5662000000.0,588000000.0,12983000000.0,77773000000.0,194000000.0,31699000000.0,,26773000000.0,590000000.0,3946000000.0,2592000000.0,0.25,72034000000.0,24006000000.0,3379000000.0,4177000000.0,,,,,,
2014-06-30,,,35669000000.0,12983000000.0,11573000000.0,40000000.0,-9803000000.0,803000000.0,2118000000.0,46558000000.0,,-1912000000.0,207000000.0,-186000000.0,-9000000.0,-18107000000.0,-862000000.0,,,4750000000.0,10718000000.0,0.32,-1410000000.0,1932000000,11628000000.0,,22062000000.0,,2641000000.0,4088000000.0,29294000000.0,2325000000,137913000000.0,-494000000.0,87505000000.0,,,3476000000.0,24096000000.0,24699000000.0,96633000000.0,73032000000.0,37411000000,-11177000000.0,2838000000.0,184138000000.0,1311000000.0,210945000000.0,5717000000.0,1311000000.0,1315000000,5666000000.0,0.0,-3652000000.0,9365000000.0,-6023000000.0,333000000.0,11573000000.0,80026000000.0,240000000.0,31930000000.0,,26776000000.0,588000000.0,3940000000.0,4281000000.0,0.33,72149000000.0,25425000000.0,3549000000.0,5481000000.0,,,,,,
2014-09-30,,,33963000000.0,11573000000.0,13320000000.0,40000000.0,-6183000000.0,188000000.0,1021000000.0,47435000000.0,,-1881000000.0,204000000.0,611000000.0,27000000.0,-18165000000.0,-1102000000.0,,,5369000000.0,14681000000.0,0.21,1747000000.0,523000000,11094000000.0,,21155000000.0,,2622000000.0,4010000000.0,30048000000.0,1225000000,134284000000.0,-483000000.0,86844000000.0,,,3484000000.0,20643000000.0,25051000000.0,95826000000.0,74551000000.0,34920000000,-11320000000.0,3488000000.0,182670000000.0,835000000.0,208835000000.0,6078000000.0,835000000.0,833000000,5909000000.0,0.0,-5389000000.0,9296000000.0,-3909000000.0,625000000.0,13320000000.0,79882000000.0,182000000.0,30870000000.0,,26136000000.0,576000000.0,3861000000.0,4272000000.0,0.22,71758000000.0,26113000000.0,3527000000.0,4050000000.0,,,,,,
2014-12-31,,,31150000000.0,13320000000.0,10757000000.0,40000000.0,-7433000000.0,-105000000.0,-56000000.0,39172000000.0,-29134000000.0,-2154000000.0,178000000.0,1010000000.0,-11000000.0,-20032000000.0,0.0,,59260000000.0,2168000000.0,11438000000.0,,-2563000000.0,312000000,11024000000.0,,20035000000.0,,2686000000.0,,30126000000.0,122000000,131835000000.0,-482000000.0,77141000000.0,,,3785000000.0,20393000000.0,24556000000.0,106554000000.0,76692000000.0,35870000000,-10906000000.0,14000000.0,183695000000.0,52000000.0,208527000000.0,6353000000.0,52000000.0,49000000,6096000000.0,0.0,-3908000000.0,7866000000.0,-5530000000.0,-325000000.0,10757000000.0,81111000000.0,222000000.0,31716000000.0,,24805000000.0,570000000.0,,3923000000.0,,79999000000.0,26574000000.0,3842000000.0,4154000000.0,,,,,,
2015-03-31,,,33100000000.0,10757000000.0,12368000000.0,41000000.0,-8686000000.0,480000000.0,1405000000.0,45297000000.0,,-1800000000.0,165000000.0,4584000000.0,-249000000.0,-20406000000.0,,,,2413000000.0,11440000000.0,0.23,1611000000.0,900000000,10233000000.0,,22366000000.0,,2747000000.0,4001000000.0,29612000000.0,1570000000,134791000000.0,-593000000.0,84408000000.0,,,3609000000.0,20732000000.0,24887000000.0,102992000000.0,77583000000.0,33900000000,-11711000000.0,613000000.0,187400000000.0,924000000.0,212374000000.0,7490000000.0,924000000.0,925000000,6151000000.0,0.0,-2889000000.0,9519000000.0,-4960000000.0,619000000.0,12368000000.0,79167000000.0,159000000.0,29349000000.0,,24947000000.0,525000000.0,3963000000.0,4301000000.0,0.23,77479000000.0,27542000000.0,3651000000.0,4551000000.0,,,,,,
2015-06-30,,,31302000000.0,10757000000.0,12897000000.0,41000000.0,-19787000000.0,982000000.0,2868000000.0,45933000000.0,,-3533000000.0,190000000.0,3741000000.0,-279000000.0,-20260000000.0,-91000000.0,,,7623000000.0,23414000000.0,0.47,2140000000.0,2264000000,10663000000.0,,21844000000.0,,2825000000.0,4007000000.0,30750000000.0,3058000000,136227000000.0,-1190000000.0,86159000000.0,,,3718000000.0,18405000000.0,26175000000.0,103531000000.0,79818000000.0,37263000000,-21282000000.0,4090000000.0,189690000000.0,1885000000.0,216045000000.0,6954000000.0,1885000000.0,1886000000,6199000000.0,0.0,-7549000000.0,9438000000.0,-8950000000.0,712000000.0,12897000000.0,82821000000.0,239000000.0,31209000000.0,,26334000000.0,578000000.0,3974000000.0,5393000000.0,0.47,77593000000.0,29617000000.0,3790000000.0,6054000000.0,,,,,,
2015-09-30,,,31847000000.0,10757000000.0,14686000000.0,41000000.0,-27366000000.0,950000000.0,2859000000.0,46032000000.0,,-5358000000.0,206000000.0,7137000000.0,-303000000.0,-20442000000.0,-129000000.0,,,14078000000.0,32900000000.0,0.48,3929000000.0,2240000000,10377000000.0,,22386000000.0,,2874000000.0,3999000000.0,30137000000.0,3065000000,139924000000.0,-1785000000.0,85927000000.0,,,3731000000.0,17161000000.0,27489000000.0,106020000000.0,79507000000.0,38144000000,-29493000000.0,8720000000.0,191947000000.0,1909000000.0,219431000000.0,7524000000.0,1909000000.0,1909000000,6104000000.0,0.0,-14713000000.0,9496000000.0,-16664000000.0,747000000.0,14686000000.0,85208000000.0,195000000.0,32085000000.0,,27465000000.0,529000000.0,3969000000.0,4906000000.0,0.48,80393000000.0,30412000000.0,3819000000.0,6059000000.0,,,,,,
2015-12-31,,,35176000000.0,14686000000.0,14272000000.0,41000000.0,-5992000000.0,469000000.0,3120000000.0,42998000000.0,-27466000000.0,-1838000000.0,212000000.0,7185000000.0,-14000000.0,-6257000000.0,0.0,,57629000000.0,2092000000.0,8000000000.0,,-414000000.0,2376000000,11048000000.0,,20272000000.0,,2833000000.0,,30163000000.0,3332000000,145470000000.0,-595000000.0,81262000000.0,,,3941000000.0,20904000000.0,14414000000.0,115006000000.0,79455000000.0,40251000000,-11786000000.0,254000000.0,196268000000.0,2655000000.0,224925000000.0,7466000000.0,2655000000.0,2651000000,5792000000.0,2913000000.0,-3874000000.0,8319000000.0,-9498000000.0,855000000.0,14272000000.0,90691000000.0,255000000.0,33852000000.0,,28642000000.0,502000000.0,,4559000000.0,,89856000000.0,30317000000.0,4023000000.0,6399000000.0,,,,,,
2016-03-31,,,39473000000.0,14272000000.0,15917000000.0,41000000.0,-9552000000.0,1196000000.0,3651000000.0,54335000000.0,,-1511000000.0,200000000.0,4336000000.0,-2000000.0,-6046000000.0,-145000000.0,,,4092000000.0,5783000000.0,0.61,1645000000.0,2854000000,11904000000.0,,22072000000.0,,2989000000.0,3996000000.0,31164000000.0,3851000000,154775000000.0,-1588000000.0,95714000000.0,,,3823000000.0,23556000000.0,15278000000.0,111953000000.0,82513000000.0,37718000000,-8231000000.0,2581000000.0,207667000000.0,2452000000.0,237288000000.0,8716000000.0,2452000000.0,2455000000,5716000000.0,0.0,-3016000000.0,9770000000.0,-6975000000.0,921000000.0,15917000000.0,94280000000.0,233000000.0,30939000000.0,,29605000000.0,556000000.0,3970000000.0,5020000000.0,0.62,86660000000.0,32054000000.0,3925000000.0,6779000000.0,,,,,,
2016-06-30,,,39297000000.0,14272000000.0,17063000000.0,41000000.0,-21104000000.0,903000000.0,2875000000.0,44861000000.0,,-3206000000.0,212000000.0,3045000000.0,-30000000.0,-5976000000.0,-145000000.0,,,11834000000.0,15602000000.0,0.49,2791000000.0,2259000000,12772000000.0,,23084000000.0,,3499000000.0,3997000000.0,31940000000.0,3087000000,110767000000.0,-2184000000.0,89408000000.0,,,2661000000.0,22234000000.0,16652000000.0,119116000000.0,128911000000.0,39485000000,-16757000000.0,8628000000.0,208524000000.0,1970000000.0,239678000000.0,6905000000.0,1970000000.0,1972000000,4223000000.0,3053000000.0,-7748000000.0,9829000000.0,-12109000000.0,740000000.0,17063000000.0,58588000000.0,946000000.0,32348000000.0,,31141000000.0,552000000.0,3973000000.0,5639000000.0,0.5,95053000000.0,32817000000.0,4878000000.0,7137000000.0,,,,,,
2016-09-30,,,34165000000.0,14272000000.0,13340000000.0,41000000.0,-30019000000.0,426000000.0,1387000000.0,47273000000.0,,-4912000000.0,238000000.0,168000000.0,-44000000.0,-6046000000.0,-145000000.0,,,16994000000.0,22352000000.0,0.24,-932000000.0,800000000,11925000000.0,,22384000000.0,,3639000000.0,4000000000.0,32257000000.0,1625000000,103515000000.0,-2780000000.0,89188000000.0,,,2535000000.0,20825000000.0,17013000000.0,114276000000.0,131448000000.0,35943000000,-22049000000.0,12082000000.0,203464000000.0,957000000.0,234963000000.0,7111000000.0,957000000.0,961000000,4515000000.0,3552000000.0,-13449000000.0,10219000000.0,-18058000000.0,750000000.0,13340000000.0,55579000000.0,761000000.0,30446000000.0,,31484000000.0,577000000.0,3974000000.0,4715000000.0,0.24,89951000000.0,32991000000.0,4697000000.0,5497000000.0,,,,,,
2016-12-31,,,38827000000.0,13340000000.0,15905000000.0,41000000.0,-8778000000.0,-336000000.0,-1117000000.0,49669000000.0,-27804000000.0,-2080000000.0,244000000.0,7348000000.0,53000000.0,-7013000000.0,0.0,,59876000000.0,2740000000.0,7827000000.0,,2565000000.0,-1641000000,12411000000.0,,21296000000.0,,3687000000.0,,32072000000.0,-873000000,108461000000.0,-596000000.0,90281000000.0,,,4438000000.0,22922000000.0,15634000000.0,118483000000.0,129490000000.0,38654000000,-9379000000.0,660000000.0,208764000000.0,-783000000.0,237951000000.0,5656000000.0,-783000000.0,-781000000,3979000000.0,3368000000.0,-3662000000.0,8898000000.0,-7294000000.0,713000000.0,15905000000.0,57368000000.0,974000000.0,33509000000.0,,29170000000.0,691000000.0,,3866000000.0,,93301000000.0,32133000000.0,6786000000.0,5145000000.0,,,,,,
2017-03-31,,,39989000000.0,15905000000.0,17823000000.0,41000000.0,-11911000000.0,649000000.0,2243000000.0,49257000000.0,,-1706000000.0,279000000.0,1120000000.0,-85000000.0,-6929000000.0,0.0,,,4336000000.0,9707000000.0,0.4,1918000000.0,1442000000,14157000000.0,,23257000000.0,,3699000000.0,3999000000.0,32668000000.0,2522000000,113228000000.0,-795000000.0,91304000000.0,,,2764000000.0,22166000000.0,16992000000.0,122149000000.0,130866000000.0,39146000000,-8878000000.0,2630000000.0,213453000000.0,1587000000.0,244094000000.0,5893000000.0,1587000000.0,1594000000,4302000000.0,3414000000.0,-2762000000.0,10535000000.0,-3639000000.0,987000000.0,17823000000.0,59290000000.0,848000000.0,32708000000.0,,30619000000.0,749000000.0,3976000000.0,1902000000.0,0.4,96720000000.0,31556000000.0,4996000000.0,6438000000.0,,,,,,
