date,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyNetIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyEbitda,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyNonCurrentDeferredRevenue
2005-12-31,3983000000.0,19000000.0,16427000000.0,19436000000,1699000000.0,1616000000,,,823000000.0,-44000000.0,,,6366000000.0,,250000000,9019000000.0,253000000,-14000000.0,322000000.0,1560000000.0,407000000,-300000000,249000000,-128000000,236000000,407000000.0,54000000.0,407000000.0,300000000.0,2000000.0,9473000000.0,434000000,4482000000.0,,1395000000.0,,6000000.0,,,245000000.0,-127000000.0,0.0,451000000,788000000,1730000000.0,,236000000,-14000000.0,1058000000.0,9963000000,,231000000,,788000000,484000000,1531000000.0,,,552000000,6992000000.0,,-42000000,191000000.0,4301000000.0,3009000000,3107000000,2404000000,679000000,-2770000000.0,-422000000,-245000000,,,,,,
2006-03-31,3971000000.0,64000000.0,16409000000.0,19077000000,1421000000.0,1564000000,,,833000000.0,-122000000.0,,0.231303,6331000000.0,588458537.0,137000000,9023000000.0,174000000,38000000.0,332000000.0,1527000000.0,285000000,-198000000,136000000,-140000000,224000000,285000000.0,53000000.0,285000000.0,452000000.0,8000000.0,9200000000.0,125000000,4355000000.0,589225378.0,1561000000.0,,32000000.0,0.231303,,306000000.0,-168000000.0,0.0,407000000,367000000,1237000000.0,,224000000,-14000000.0,1116000000.0,9877000000,,-46000000,,367000000,128000000,1470000000.0,,,143000000,6835000000.0,,-17000000,-195000000.0,4240000000.0,2668000000,2869000000,1931000000,229000000,-2770000000.0,-153000000,-104000000,,,,,,
2006-06-30,3984000000.0,133000000.0,16560000000.0,19230000000,1437000000.0,1568000000,,,835000000.0,-61000000.0,,0.29739,6358000000.0,584586855.0,173000000,9190000000.0,179000000,3000000.0,345000000.0,1539000000.0,224000000,-209000000,171000000,-140000000,227000000,224000000.0,57000000.0,224000000.0,425000000.0,8000000.0,9335000000.0,331000000,4294000000.0,586324069.0,1630000000.0,,88000000.0,0.286375,,392000000.0,-123000000.0,0.0,285000000,533000000,1346000000.0,,228000000,-11000000.0,1073000000.0,9895000000,,72000000,,533000000,251000000,1446000000.0,,,305000000,6753000000.0,,22000000,-8000000.0,4216000000.0,2670000000,2977000000,2101000000,467000000,-2770000000.0,-319000000,-136000000,,,,,,
2006-09-30,3785000000.0,109000000.0,16625000000.0,19776000000,1654000000.0,1632000000,,,844000000.0,267000000.0,,0.715938,6159000000.0,583220514.0,419000000,9299000000.0,388000000,-5000000.0,323000000.0,1530000000.0,491000000,-310000000,418000000,-139000000,249000000,491000000.0,60000000.0,491000000.0,795000000.0,5000000.0,9583000000.0,478000000,4348000000.0,585068178.0,1534000000.0,26000000.0,72000000.0,0.715938,,455000000.0,-67000000.0,0.0,224000000,798000000,1501000000.0,,249000000,-14000000.0,1019000000.0,10193000000,,96000000,,798000000,484000000,1444000000.0,,,549000000,6970000000.0,,-8000000,-67000000.0,4214000000.0,3151000000,3424000000,2430000000,633000000,-2770000000.0,-58000000,-155000000,,,,,,
2006-12-31,3681000000.0,862000000.0,16867000000.0,20132000000,1369000000.0,-33000000,,,1233000000.0,-157000000.0,,,5912000000.0,,391000000,6552000000.0,178000000,-35000000.0,73000000.0,998000000.0,334000000,-573000000,390000000,-134000000,-19000000,334000000.0,52000000.0,334000000.0,597000000.0,12000000.0,9651000000.0,738000000,4108000000.0,,5582000000.0,-1000000.0,1039000000.0,,,513000000.0,-54000000.0,0.0,491000000,243000000,1309000000.0,,-19000000,13000000.0,971000000.0,10481000000,,-3000000,,243000000,175000000,625000000.0,,,262000000,7169000000.0,,-118000000,225000000.0,1720000000.0,3265000000,3739000000,210000000,796000000,-1095000000.0,-382000000,-58000000,,,,,,
2007-03-31,3275000000.0,654000000.0,16999000000.0,20038000000,1285000000.0,1267000000,,,1241000000.0,16000000.0,,0.385505,5503000000.0,582028987.0,224000000,6674000000.0,210000000,6000000.0,80000000.0,987000000.0,350000000,-316000000,223000000,-154000000,176000000,350000000.0,53000000.0,350000000.0,1252000000.0,10000000.0,9528000000.0,189000000,4123000000.0,584491253.0,5602000000.0,-8000000.0,868000000.0,0.385505,,526000000.0,-55000000.0,0.0,334000000,402000000,1058000000.0,,176000000,-4000000.0,1061000000.0,10510000000,,-31000000,,402000000,179000000,600000000.0,,-1000000.0,226000000,7152000000.0,,-42000000,-103000000.0,1695000000.0,3039000000,4025000000,1669000000,287000000,-1095000000.0,45000000,-98000000,,,,,,
2007-06-30,3375000000.0,486000000.0,16944000000.0,20025000000,1269000000.0,1276000000,,,1250000000.0,72000000.0,,0.649851,5591000000.0,581859403.0,377000000,6749000000.0,264000000,6000000.0,82000000.0,966000000.0,422000000,199000000,375000000,-155000000,179000000,422000000.0,51000000.0,422000000.0,866000000.0,5000000.0,9256000000.0,301000000,3459000000.0,584834305.0,5448000000.0,0.0,798000000.0,0.638837,,543000000.0,-20000000.0,0.0,350000000,534000000,1288000000.0,,179000000,-8000000.0,1025000000.0,10769000000,,46000000,,534000000,310000000,1288000000.0,,,355000000,7352000000.0,,-19000000,7000000.0,2383000000.0,3081000000,3665000000,1810000000,443000000,-1095000000.0,-570000000,-142000000,,,,,,
2007-09-30,3418000000.0,79000000.0,13355000000.0,22918000000,1327000000.0,1307000000,,,889000000.0,7033000000.0,,5.099681,5338000000.0,582223501.0,2969000000,6804000000.0,315000000,-6000000.0,85000000.0,1031000000.0,7455000000,7294000000,2968000000,-154000000,182000000,7455000000.0,-40000000.0,7455000000.0,406000000.0,4000000.0,9334000000.0,284000000,3484000000.0,585115884.0,1730000000.0,-2000000.0,92000000.0,5.077652,,517000000.0,-76000000.0,0.0,422000000,494000000,2562000000.0,,182000000,-21000000.0,949000000.0,13584000000,,31000000,,494000000,346000000,1337000000.0,,,312000000,10163000000.0,,-9000000,-110000000.0,2432000000.0,9563000000,3996000000,1801000000,427000000,-1095000000.0,-689000000,-143000000,,,,,,
2007-12-31,4264000000.0,4000000.0,13153000000.0,22831000000,1565000000.0,1427000000,,,783000000.0,42000000.0,,,6021000000.0,,434000000,6935000000.0,307000000,-40000000.0,,974000000.0,7497000000,-1294000000,432000000,-155000000,187000000,7497000000.0,-52000000.0,7497000000.0,595000000.0,-62000000.0,9260000000.0,434000000,3438000000.0,,1328000000.0,,4000000.0,,,284000000.0,-17000000.0,0.0,7455000000,591000000,1532000000.0,,187000000,-4000000.0,1108000000.0,13571000000,,109000000,,591000000,416000000,1452000000.0,,0.0,404000000,10355000000.0,,-54000000,73000000.0,4178000000.0,9678000000,3239000000,2018000000,659000000,-2726000000.0,750000000,-225000000,,,,,,
2008-03-31,5899000000.0,0.0,13216000000.0,24502000000,1454000000.0,1435000000,,,852000000.0,1725000000.0,,0.330433,7672000000.0,581117442.0,194000000,7008000000.0,193000000,-90000000.0,,921000000.0,9222000000,-149000000,192000000,-128000000,121000000,9222000000.0,71000000.0,9222000000.0,543000000.0,2000000.0,10694000000.0,176000000,3422000000.0,583210526.0,1331000000.0,,0.0,0.330433,,368000000.0,,0.0,7497000000,399000000,1256000000.0,,183000000,-12000000.0,1223000000.0,13740000000,,34000000,,337000000,227000000,1455000000.0,,62000000.0,216000000,10374000000.0,,-53000000,-113000000.0,4181000000.0,11286000000,3022000000,1834000000,284000000,-2726000000.0,1507000000,-108000000,,,,,,
2008-06-30,7733000000.0,0.0,34232000000.0,37830000000,1811000000.0,2428000000,,,1270000000.0,-8433000000.0,,0.242317,11625000000.0,719550851.0,173000000,19994000000.0,179000000,-255000000.0,,2622000000.0,789000000,-8390000000,172000000,-391000000,192000000,789000000.0,95000000.0,789000000.0,671000000.0,192000000.0,16091000000.0,648000000,8618000000.0,724291930.0,1994000000.0,,0.0,0.242317,,305000000.0,,0.0,9222000000,700000000,2560000000.0,,405000000,-11000000.0,1235000000.0,21666000000,,20000000,,487000000,199000000,3626000000.0,,213000000.0,295000000,10341000000.0,,-77000000,283000000.0,6352000000.0,3598000000,4466000000,3128000000,880000000,-2726000000.0,-841000000,-232000000,,,,,,
2008-09-30,7440000000.0,0.0,32283000000.0,36090000000,1710000000.0,2470000000,,,1400000000.0,194000000.0,,0.506664,11470000000.0,747910750.0,381000000,18683000000.0,392000000,-42000000.0,,2630000000.0,983000000,-182000000,380000000,-147000000,212000000,983000000.0,115000000.0,983000000.0,848000000.0,11000000.0,15944000000.0,343000000,8473000000.0,753037023.0,1723000000.0,,0.0,0.506664,,-1517000000.0,-53000000.0,0.0,789000000,863000000,2570000000.0,,370000000,-10000000.0,1056000000.0,20077000000,,110000000,,705000000,502000000,3404000000.0,,158000000.0,493000000,10539000000.0,,45000000,-124000000.0,6130000000.0,3807000000,4474000000,3333000000,592000000,-2726000000.0,-182000000,-249000000,,,,,,
2008-12-31,6834000000.0,0.0,32347000000.0,36020000000,1780000000.0,2367000000,,,1723000000.0,-142000000.0,,,11231000000.0,,657000000,19348000000.0,641000000,602000000.0,,2674000000.0,841000000,-541000000,656000000,65000000,717000000,841000000.0,-57000000.0,841000000.0,685000000.0,-244000000.0,15822000000.0,688000000,2853000000.0,,1550000000.0,,0.0,,,-1978000000.0,-11000000.0,0.0,983000000,1045000000,2710000000.0,,356000000,251000000.0,1196000000.0,20126000000,,187000000,,1406000000,828000000,8596000000.0,,-361000000.0,689000000,10969000000.0,,117000000,146000000.0,10886000000.0,3673000000,4591000000,3412000000,1005000000,-2290000000.0,-598000000,-317000000,,,,,,
2009-03-31,7370000000.0,0.0,31706000000.0,35743000000,1760000000.0,2378000000,,,1760000000.0,410000000.0,,0.29739,11899000000.0,751967779.0,228000000,19044000000.0,224000000,-1000000.0,,2769000000.0,1251000000,-197000000,227000000,-229000000,372000000,1251000000.0,99000000.0,1251000000.0,669000000.0,-2000000.0,16061000000.0,58000000,9689000000.0,757754031.0,1493000000.0,,0.0,0.29739,4000000.0,-2522000000.0,,11160000000.0,841000000,746000000,2216000000.0,,372000000,-6000000.0,1277000000.0,19604000000,,49000000,-13000000.0,748000000,277000000,1480000000.0,,54000000.0,374000000,10966000000.0,-20000000.0,-11000000,-388000000.0,,4037000000,4162000000,3124000000,251000000,,365000000,-193000000,,,,,,
2009-06-30,7255000000.0,34000000.0,31427000000.0,35517000000,1746000000.0,2452000000,,,193000000.0,321000000.0,,0.418548,11996000000.0,752708628.0,315000000,18640000000.0,323000000,-34000000.0,,2686000000.0,1572000000,-290000000,315000000,-226000000,382000000,1572000000.0,108000000.0,1572000000.0,735000000.0,-3000000.0,16398000000.0,733000000,10228000000.0,759452361.0,956000000.0,,114000000.0,0.418548,,-1728000000.0,,10099000000.0,1251000000,841000000,,,366000000,5000000.0,1183000000.0,19049000000,,14000000,-187000000.0,827000000,337000000,1508000000.0,,205000000.0,475000000,10678000000.0,-25000000.0,-55000000,180000000.0,,4090000000,4402000000,3293000000,1006000000,,-416000000,-273000000,,,,,,
2009-09-30,7535000000.0,34000000.0,31168000000.0,35615000000,1729000000.0,2444000000,,,97000000.0,288000000.0,,0.209274,11825000000.0,753301269.0,162000000,18468000000.0,156000000,-333000000.0,,2246000000.0,1860000000,-293000000,162000000,-229000000,387000000,1860000000.0,,1860000000.0,1049000000.0,-1000000.0,16432000000.0,259000000,10127000000.0,760345478.0,1000000000.0,,222000000.0,0.209274,,-1583000000.0,0.0,10140000000.0,1572000000,772000000,,,394000000,17000000.0,1021000000.0,19114000000,,-232000000,-205000000.0,765000000,-77000000,1483000000.0,,408000000.0,378000000,10557000000.0,-53000000.0,-380000000,-123000000.0,,4447000000,4607000000,3216000000,513000000,,63000000,-254000000,,,,,,
2009-12-31,6821000000.0,359000000.0,30910000000.0,34573000000,1854000000.0,2612000000,1685000000.0,76000000.0,1584000000.0,-749000000.0,298000000.0,,10526000000.0,,177000000,18130000000.0,176000000,-237000000.0,79000000.0,1785000000.0,1111000000,-585000000,177000000,-223000000,415000000,1111000000.0,,1187000000.0,782000000.0,0.0,15238000000.0,519000000,10189000000.0,,734000000.0,,284000000.0,,,-1471000000.0,0.0,10177000000.0,1860000000,745000000,422000000.0,,399000000,43000000.0,1187000000.0,19267000000,,-150000000,-844000000.0,163000000,28000000,1546000000.0,,155000000.0,346000000,10561000000.0,-251000000.0,-98000000,112000000.0,3465000000.0,3663000000,4712000000,3357000000,896000000,-1919000000.0,-1063000000,-377000000,,,,,,
2010-03-31,6690000000.0,138000000.0,30420000000.0,33845000000,1716000000.0,2412000000,,76000000.0,29000000.0,-283000000.0,,0.165216,10302000000.0,754365196.0,127000000,17879000000.0,134000000,-63000000.0,,1719000000.0,828000000,-264000000,127000000,-232000000,408000000,828000000.0,93000000.0,904000000.0,1002000000.0,-6000000.0,14941000000.0,-5000000,9988000000.0,757860666.0,1093000000.0,,0.0,0.165216,,-1827000000.0,,10218000000.0,1111000000,728000000,,,407000000,-1000000.0,1286000000.0,18834000000,,31000000,-471000000.0,666000000,165000000,1447000000.0,,80000000.0,321000000,10443000000.0,-63000000.0,-38000000,-431000000.0,,3425000000,4639000000,3140000000,209000000,,-218000000,-214000000,,,,,,
2010-06-30,6573000000.0,191000000.0,30316000000.0,33349000000,1620000000.0,2377000000,,,75000000.0,-320000000.0,,0.385505,10519000000.0,755338672.0,290000000,17961000000.0,303000000,39000000.0,,1603000000.0,508000000,-655000000,290000000,-232000000,370000000,508000000.0,95000000.0,508000000.0,648000000.0,0.0,14936000000.0,640000000,,758847595.0,9343000000.0,,122000000.0,0.385505,,-2149000000.0,,10276000000.0,828000000,839000000,,,404000000,22000000.0,1211000000.0,18348000000,,79000000,-442000000.0,844000000,379000000,2966000000.0,,82000000.0,435000000,10221000000.0,-415000000.0,-28000000,167000000.0,,3033000000,4417000000,3216000000,888000000,,-541000000,-248000000,,,,,,
2010-09-30,6792000000.0,165000000.0,31104000000.0,34843000000,1685000000.0,2533000000,1643000000.0,,54000000.0,650000000.0,,0.352462,10669000000.0,756106911.0,268000000,18515000000.0,271000000,0.0,,1672000000.0,1158000000,-347000000,268000000,-233000000,385000000,1158000000.0,103000000.0,1158000000.0,1308000000.0,1000000.0,15629000000.0,217000000,10045000000.0,759748286.0,1045000000.0,,61000000.0,0.352462,,-1573000000.0,,10317000000.0,508000000,723000000,300000000.0,,367000000,11000000.0,1103000000.0,19147000000,,33000000,-6000000.0,789000000,301000000,1485000000.0,,143000000.0,356000000,10403000000.0,-100000000.0,-2000000,-266000000.0,,3739000000,4960000000,3256000000,475000000,,505000000,-258000000,,,,,,
2010-12-31,6873000000.0,142000000.0,31872000000.0,35531000000,1809000000.0,2739000000,,,71000000.0,-294000000.0,,,10845000000.0,,224000000,18892000000.0,225000000,0.0,,1684000000.0,864000000,-409000000,224000000,-204000000,411000000,864000000.0,80000000.0,864000000.0,645000000.0,-2000000.0,15856000000.0,706000000,10327000000.0,,1018000000.0,,74000000.0,,,-1480000000.0,,10284000000.0,1158000000,719000000,,,412000000,2000000.0,1300000000.0,19322000000,,-4000000,-764000000.0,710000000,219000000,1567000000.0,,200000000.0,307000000,10518000000.0,-34000000.0,-137000000,475000000.0,3837000000.0,3659000000,5011000000,3458000000,1083000000,-2270000000.0,-965000000,-377000000,,,,,,
2011-03-31,6931000000.0,250000000.0,31848000000.0,35541000000,1895000000.0,2552000000,,,58000000.0,-253000000.0,,0.330433,10830000000.0,758252234.0,250000000,18967000000.0,255000000,0.0,,1665000000.0,611000000,-201000000,250000000,-218000000,415000000,611000000.0,101000000.0,611000000.0,693000000.0,0.0,15561000000.0,-94000000,10227000000.0,762369357.0,1072000000.0,,66000000.0,0.330433,,-1268000000.0,,10366000000.0,864000000,778000000,,,382000000,50000000.0,1352000000.0,19625000000,,52000000,-5000000.0,818000000,302000000,1524000000.0,,288000000.0,396000000,10527000000.0,-54000000.0,-32000000,-547000000.0,,3693000000,4731000000,3330000000,124000000,,-180000000,-218000000,,,,,,
2011-06-30,6955000000.0,336000000.0,31715000000.0,35984000000,1653000000.0,2478000000,,,24000000.0,102000000.0,,0.737967,10786000000.0,760000109.0,563000000,18906000000.0,572000000,9000000.0,,1600000000.0,713000000,-480000000,563000000,-249000000,422000000,713000000.0,102000000.0,713000000.0,634000000.0,-14000000.0,15481000000.0,632000000,,762496396.0,9711000000.0,,97000000.0,0.737967,,-1062000000.0,,10407000000.0,611000000,969000000,,,136000000,497000000.0,1223000000.0,20153000000,,174000000,-68000000.0,1268000000,744000000,3037000000.0,,-124000000.0,833000000,10808000000.0,-672000000.0,-142000000,356000000.0,,4269000000,4695000000,3447000000,955000000,,-374000000,-323000000,,,,,,
2011-09-30,6754000000.0,252000000.0,31253000000.0,35394000000,1745000000.0,2363000000,,,89000000.0,-124000000.0,,0.484635,10760000000.0,757774666.0,369000000,18815000000.0,381000000,-35000000.0,,1455000000.0,589000000,-597000000,369000000,-247000000,414000000,589000000.0,111000000.0,589000000.0,1083000000.0,-17000000.0,15679000000.0,358000000,8433000000.0,759651055.0,936000000.0,,56000000.0,0.484635,,-1472000000.0,,10276000000.0,713000000,1090000000,,,431000000,-508000000.0,1130000000.0,19366000000,,145000000,-573000000.0,1047000000,522000000,3025000000.0,,-3000000.0,659000000,10562000000.0,-388000000.0,-55000000,-158000000.0,,4141000000,4919000000,3453000000,576000000,,-93000000,-218000000,,,,,,
2011-12-31,7160000000.0,116000000.0,28562000000.0,32476000000,2062000000.0,2604000000,,,27000000.0,-167000000.0,,,11122000000.0,,-2572000000,15932000000.0,-2604000000,-3006000000.0,,1422000000.0,422000000,-529000000,-2572000000,-249000000,458000000,422000000.0,95000000.0,422000000.0,434000000.0,-8000000.0,15726000000.0,660000000,8471000000.0,,960000000.0,,100000000.0,,,-1516000000.0,-7000000.0,10288000000.0,589000000,973000000,,,556000000,425000000.0,1379000000.0,16405000000,,-78000000,-2000000.0,-2131000000,-2684000000,3149000000.0,,-22000000.0,417000000,7633000000.0,-172000000.0,27000000,70000000.0,8181000000.0,3914000000,4604000000,3577000000,942000000,-5032000000.0,-580000000,-282000000,,,,,,
2012-03-31,7210000000.0,315000000.0,28032000000.0,31878000000,1796000000.0,2553000000,,,21000000.0,45000000.0,,0.418548,11054000000.0,752504614.0,314000000,15752000000.0,328000000,0.0,,1263000000.0,467000000,177000000,314000000,-257000000,437000000,467000000.0,114000000.0,467000000.0,296000000.0,8000000.0,15050000000.0,-10000000,8256000000.0,753820163.0,981000000.0,,64000000.0,0.418548,,-1464000000.0,-24000000.0,10320000000.0,422000000,801000000,,,415000000,5000000.0,1230000000.0,16479000000,,-33000000,0.0,853000000,302000000,2997000000.0,,92000000.0,386000000,7623000000.0,-159000000.0,-172000000,-373000000.0,,3846000000,3996000000,3354000000,273000000,,-409000000,-283000000,,,,,,
2012-06-30,7158000000.0,80000000.0,27646000000.0,31924000000,1733000000.0,2365000000,,,32000000.0,1331000000.0,,1.222602,11089000000.0,752179417.0,922000000,15706000000.0,936000000,-16000000.0,,1218000000.0,1782000000,1161000000,922000000,-257000000,422000000,1801000000.0,91000000.0,1801000000.0,8000000.0,12000000.0,14873000000.0,648000000,8077000000.0,754233215.0,857000000.0,,91000000.0,1.222602,,-1629000000.0,-144000000.0,10292000000.0,451000000,944000000,,,-374000000,10000000.0,1220000000.0,16704000000,,279000000,-2000000.0,1726000000,1211000000,2963000000.0,,-48000000.0,1318000000,8041000000.0,-101000000.0,44000000,311000000.0,,4278000000,3784000000,3309000000,855000000,,-678000000,-207000000,,,,,,
2012-09-30,6255000000.0,115000000.0,28825000000.0,32192000000,1772000000.0,2371000000,,,8000000.0,-1031000000.0,,0.616808,10128000000.0,752104360.0,462000000,16583000000.0,472000000,30000000.0,,1176000000.0,751000000,-1405000000,462000000,-254000000,433000000,769000000.0,90000000.0,769000000.0,1007000000.0,32000000.0,14830000000.0,363000000,9894000000.0,752104360.0,942000000.0,,81000000.0,0.616808,,-1508000000.0,0.0,10331000000.0,1782000000,845000000,,,455000000,14000000.0,1138000000.0,17020000000,,-140000000,0.0,857000000,330000000,1364000000.0,,-43000000.0,390000000,8197000000.0,-1191000000.0,-104000000,-159000000.0,,3367000000,4702000000,3216000000,591000000,,-222000000,-228000000,,,,,,
2012-12-31,6223000000.0,130000000.0,28421000000.0,32572000000,1835000000.0,2473000000,1764000000.0,72000000.0,37000000.0,532000000.0,360000000.0,,10079000000.0,,372000000,16256000000.0,385000000,-40000000.0,55000000.0,1305000000.0,1301000000,-178000000,372000000,-256000000,450000000,1301000000.0,103000000.0,1373000000.0,1008000000.0,13000000.0,15074000000.0,703000000,9817000000.0,,515000000.0,,236000000.0,,,-1537000000.0,0.0,10371000000.0,769000000,926000000,461000000.0,,369000000,5000000.0,1224000000.0,17145000000,,51000000,0.0,1007000000,458000000,1423000000.0,,-20000000.0,557000000,8311000000.0,-26000000.0,98000000,52000000.0,4126000000.0,4151000000,4995000000,3399000000,954000000,-2703000000.0,-242000000,-251000000,,,,,,
2013-03-31,6170000000.0,109000000.0,28632000000.0,32045000000,1920000000.0,2324000000,2069000000.0,104000000.0,31000000.0,-860000000.0,352000000.0,-0.044058,10125000000.0,752052589.0,-31000000,16525000000.0,-17000000,-55000000.0,,1523000000.0,423000000,-1046000000,-31000000,-259000000,455000000,423000000.0,115000000.0,527000000.0,1340000000.0,8000000.0,14967000000.0,-234000000,9777000000.0,752052589.0,604000000.0,,349000000.0,-0.044058,,-1776000000.0,0.0,10402000000.0,1283000000,851000000,,,461000000,4000000.0,1324000000.0,16715000000,,247000000,-440000000.0,845000000,220000000,1325000000.0,,65000000.0,390000000,8089000000.0,-730000000.0,172000000,-545000000.0,,3413000000,4842000000,3175000000,116000000,,82000000,-350000000,,,,,,
2013-06-30,6907000000.0,48000000.0,28333000000.0,32424000000,1760000000.0,2256000000,2011000000.0,95000000.0,84000000.0,1190000000.0,299000000.0,0.330433,10953000000.0,753485558.0,248000000,16545000000.0,256000000,-17000000.0,,1652000000.0,1613000000,33000000,248000000,-261000000,446000000,1613000000.0,124000000.0,1708000000.0,1021000000.0,-2000000.0,15377000000.0,716000000,9585000000.0,755835623.0,595000000.0,,56000000.0,0.330433,,-1886000000.0,0.0,10431000000.0,423000000,907000000,,,310000000,17000000.0,1344000000.0,16686000000,,209000000,0.0,1043000000,456000000,1254000000.0,,60000000.0,597000000,8141000000.0,-118000000.0,70000000,208000000.0,,4091000000,4424000000,3163000000,904000000,,259000000,-188000000,,,,,,
2013-09-30,6976000000.0,112000000.0,28496000000.0,31765000000,1709000000.0,2302000000,2044000000.0,65000000.0,45000000.0,-1006000000.0,322000000.0,0.363476,11073000000.0,753039122.0,271000000,16741000000.0,283000000,38000000.0,,1732000000.0,607000000,-327000000,271000000,-259000000,462000000,607000000.0,109000000.0,672000000.0,24000000.0,-3000000.0,14488000000.0,463000000,9552000000.0,755433641.0,569000000.0,,227000000.0,0.363476,,-1613000000.0,-100000000.0,10428000000.0,1613000000,784000000,,,468000000,12000000.0,1235000000.0,16913000000,,-33000000,-1000000000.0,778000000,245000000,1257000000.0,,87000000.0,316000000,8098000000.0,-139000000.0,54000000,-209000000.0,,3269000000,3415000000,3086000000,676000000,,-1360000000,-213000000,,,,,,
2013-12-31,7470000000.0,413000000.0,28539000000.0,32439000000,1733000000.0,621000000,1626000000.0,183000000.0,573000000.0,709000000.0,389000000.0,-0.47362,11248000000.0,749263086.0,-351000000,16871000000.0,-347000000,-23000000.0,46000000.0,1917000000.0,1316000000,-282000000,-354000000,-261000000,467000000,1316000000.0,112000000.0,1499000000.0,596000000.0,-23000000.0,16009000000.0,154000000,9512000000.0,749263086.0,334000000.0,,214000000.0,-0.47362,,-1614000000.0,-300000000.0,110000000.0,607000000,2657000000,406000000.0,,2458000000,34000000.0,1348000000.0,16036000000,,425000000,-800000000.0,631000000,82000000,1291000000.0,,-738000000.0,199000000,7303000000.0,-254000000.0,138000000,606000000.0,3896000000.0,3900000000,4761000000,3278000000,407000000,-2605000000.0,585000000,-253000000,,,,,,
2014-03-31,7379000000.0,191000000.0,28308000000.0,31617000000,1825000000.0,2313000000,2045000000.0,133000000.0,205000000.0,-657000000.0,163000000.0,0.374491,11207000000.0,742592232.0,282000000,16911000000.0,292000000,28000000.0,,1861000000.0,655000000,-247000000,281000000,-263000000,455000000,667000000.0,108000000.0,800000000.0,580000000.0,4000000.0,15450000000.0,-135000000,9304000000.0,745336860.0,599000000.0,,0.0,0.374491,-69000000.0,-1586000000.0,-264000000.0,10266000000.0,1312000000,817000000,,-507000000.0,458000000,1000000.0,1427000000.0,15766000000,,-13000000,0.0,814000000,279000000,1241000000.0,,34000000.0,359000000,7086000000.0,0.0,-40000000,-629000000.0,,3309000000,4243000000,3130000000,113000000,,-523000000,-248000000,,,,,,
2014-06-30,7467000000.0,143000000.0,28343000000.0,31578000000,1798000000.0,2315000000,2074000000.0,143000000.0,142000000.0,41000000.0,181000000.0,0.341447,11224000000.0,735345682.0,249000000,17060000000.0,260000000,29000000.0,,1801000000.0,699000000,-349000000,249000000,-258000000,461000000,704000000.0,111000000.0,847000000.0,591000000.0,125000000.0,15461000000.0,651000000,9205000000.0,738452809.0,603000000.0,,0.0,0.341447,,-1477000000.0,-353000000.0,10208000000.0,655000000,844000000,,,463000000,1000000.0,1429000000.0,15645000000,,40000000,0.0,842000000,299000000,1224000000.0,,77000000.0,381000000,6914000000.0,-137000000.0,-35000000,113000000.0,,3235000000,4237000000,3159000000,876000000,,-486000000,-225000000,,,,,,
