date,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyNetIncome,quarterlyTaxProvision,quarterlyNetPPE,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyPurchaseOfInvestment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2009-03-31,24453000.0,1389000.0,-229038000.0,,292722000.0,94889000.0,93585000,-50216000.0,93585000,56282000.0,1061683000.0,1681336000.0,48650000.0,,-104000.0,279010000.0,664406000.0,13544000.0,0.99,861648000.0,,407568000.0,45155000.0,242506000.0,37358000.0,10000.0,93585000,3001728000.0,50902000.0,50902000.0,9080000.0,7611000.0,1147934000.0,27195000.0,,1005379000.0,2180000.0,118869000.0,141892000.0,821988000.0,0.98,-8544000.0,1821923000.0,1683636000,157582000,1900668000.0,-58248000.0,3559000.0,4171000.0,0.0,202633000,50902000.0,-50140000.0,-11378000.0,94473000.0,1127492000.0,351246000.0,1179805000.0,149867000.0,1853794000.0,664406000.0,0.0,34603000.0,,1470677000.0,34037000.0,-403934000.0,-838985000.0,72236000.0,,,,,,,,
2009-06-30,20629000.0,994000.0,-27013000.0,,141082000.0,95745000.0,80330000,-40621000.0,80330000,49215000.0,1067432000.0,1635754000.0,52916000.0,,250000.0,278835000.0,517875000.0,75489000.0,0.84,670194000.0,,413009000.0,34413000.0,100461000.0,50902000.0,10000.0,80330000,3044971000.0,126391000.0,126391000.0,834000.0,5480000.0,1149585000.0,26921000.0,,954666000.0,9204000.0,-34212000.0,13310000.0,652650000.0,0.83,-8034000.0,1781883000.0,1322844000,134775000,1930024000.0,45582000.0,3940000.0,5248000.0,-14369000.0,135025000,126391000.0,-38580000.0,-5740000.0,94868000.0,1202082000.0,360458000.0,1263088000.0,129545000.0,1895386000.0,517875000.0,0.0,34603000.0,,1421425000.0,43848000.0,-24525000.0,-862592000.0,81623000.0,,,,,,,,
2009-09-30,21968000.0,234487000.0,-63485000.0,3866000.0,194646000.0,95474000.0,61979000,-41785000.0,61979000,38024000.0,1070217000.0,1657067000.0,59041000.0,,487000.0,278149000.0,516604000.0,89824000.0,0.65,641117000.0,,400965000.0,35288000.0,152861000.0,126391000.0,10000.0,61979000,3165898000.0,216215000.0,216215000.0,1307000.0,5339000.0,1153242000.0,26670000.0,,1011645000.0,44629000.0,83705000.0,47314000.0,621459000.0,0.65,-7946000.0,1873342000.0,1262576000,104855000,1954244000.0,-21313000.0,1826000.0,4027000.0,-35198000.0,140630000,216215000.0,-41337000.0,-5654000.0,94656000.0,1258407000.0,400384000.0,1292556000.0,100003000.0,2012656000.0,516604000.0,0.0,34387000.0,,1472958000.0,46381000.0,-260986000.0,-884027000.0,122235000.0,,,,,,,,
2009-12-31,24201000.0,-103618000.0,-131955000.0,,71240000.0,,34479000,-60312000.0,34479000,17761000.0,1100338000.0,1631867000.0,73257000.0,,-26000.0,202927000.0,490956000.0,-116197000.0,,595438000.0,,393060000.0,36061000.0,10928000.0,216215000.0,10000.0,34479000,3072963000.0,100018000.0,100018000.0,1344000.0,4907000.0,1185345000.0,26419000.0,,998366000.0,10609000.0,6582000.0,-16536000.0,548129000.0,,-6699000.0,1790598000.0,1143567000,57173000,2014383000.0,25200000.0,5631000.0,6236000.0,-50495000.0,93208000,100018000.0,-55482000.0,-31000.0,,1287268000.0,324571000.0,1282365000.0,52240000.0,1887618000.0,490956000.0,0.0,34387000.0,,1466027000.0,63173000.0,18765000.0,-914045000.0,121644000.0,,,,,,,,
2010-03-31,23105000.0,526000.0,-244154000.0,4691000.0,338004000.0,91473000.0,109431000,-60675000.0,109431000,67309000.0,1095935000.0,1745555000.0,68122000.0,,524000.0,277695000.0,728605000.0,33268000.0,1.2,919829000.0,,424961000.0,49683000.0,277329000.0,100018000.0,10000.0,109431000,3202808000.0,133286000.0,133286000.0,1293000.0,5956000.0,1179512000.0,26085000.0,,1203339000.0,-1883000.0,219508000.0,173096000.0,910777000.0,1.19,-6230000.0,2093425000.0,1830606000,182172000,2021324000.0,-113688000.0,1812000.0,6674000.0,-289407000.0,232379000,133286000.0,-60582000.0,-10903000.0,90712000.0,1391383000.0,395710000.0,1109383000.0,176740000.0,2023296000.0,728605000.0,0.0,34387000.0,,1697715000.0,33984000.0,-24061000.0,-925389000.0,118015000.0,,,,,,,,
2010-06-30,28235000.0,1556000.0,-91323000.0,,157496000.0,86410000.0,100911000,-38652000.0,100911000,61813000.0,1098901000.0,1816998000.0,82963000.0,,-1702000.0,301254000.0,543666000.0,27532000.0,1.18,702688000.0,,452490000.0,37250000.0,118844000.0,133286000.0,11000.0,100911000,3328727000.0,160818000.0,160818000.0,1075000.0,7176000.0,1187357000.0,25834000.0,,1309686000.0,-235000.0,80462000.0,14853000.0,715268000.0,1.16,-4465000.0,2262277000.0,1417956000,171602000,2035572000.0,-71443000.0,2048000.0,4669000.0,-167964000.0,207150000,160818000.0,-38641000.0,-5107000.0,85394000.0,1487187000.0,416063000.0,1066450000.0,162724000.0,2141370000.0,543666000.0,0.0,34387000.0,,1846214000.0,48669000.0,-180469000.0,-936671000.0,114809000.0,,,,,,,,
2010-09-30,28313000.0,1029000.0,-19572000.0,,100994000.0,84802000.0,87598000,-47831000.0,87598000,52329000.0,1104380000.0,1839498000.0,91508000.0,,-293000.0,301043000.0,560563000.0,33684000.0,1.04,698726000.0,,429262000.0,38508000.0,53163000.0,160818000.0,11000.0,87598000,3394325000.0,194502000.0,194502000.0,1176000.0,7002000.0,1192663000.0,25583000.0,,1305918000.0,,-10636000.0,-57858000.0,707785000.0,1.03,-2080000.0,2252287000.0,1406511000,147222000,2010676000.0,-22500000.0,27386000.0,4398000.0,-20709000.0,185437000,194502000.0,-47738000.0,-5017000.0,83695000.0,1569768000.0,424423000.0,1142038000.0,139927000.0,2201662000.0,560563000.0,0.0,34387000.0,,1827864000.0,51931000.0,-4662000.0,-906296000.0,123380000.0,,,,,,,,
2010-12-31,27029000.0,3057000.0,-152569000.0,,69665000.0,,48113000,-52427000.0,48113000,29551000.0,1143170000.0,1863870000.0,119229000.0,51117000.0,454000.0,300851000.0,543548000.0,-135293000.0,,642645000.0,,348424000.0,38996000.0,17238000.0,194502000.0,11000.0,48113000,3354217000.0,59209000.0,59209000.0,973000.0,6727000.0,1229946000.0,25360000.0,,1323761000.0,,36505000.0,-37616000.0,627485000.0,,-1597000.0,2314843000.0,1270130000,83937000,2070734000.0,-24372000.0,-25358000.0,6570000.0,-144362000.0,123387000,59209000.0,-52389000.0,-24000.0,,1612927000.0,466794000.0,1039374000.0,77664000.0,2124271000.0,543548000.0,0.0,34387000.0,,1848049000.0,76965000.0,3997000.0,-927564000.0,114826000.0,,,,,,,,
2011-03-31,26520000.0,2394000.0,-190130000.0,,272450000.0,81019000.0,109583000,-88883000.0,109583000,66730000.0,1151926000.0,2118119000.0,114508000.0,,55000.0,430832000.0,772224000.0,-5542000.0,1.37,939862000.0,,386552000.0,52539000.0,183567000.0,59209000.0,11000.0,109583000,3573383000.0,53667000.0,53667000.0,923000.0,9719000.0,1237895000.0,25062000.0,,1574347000.0,14109000.0,282234000.0,91425000.0,958201000.0,1.35,379000.0,2689499000.0,1898063000,185977000,2099604000.0,-254249000.0,1526000.0,5960000.0,-280389000.0,238571000,53667000.0,-87862000.0,-9701000.0,79468000.0,1717739000.0,613169000.0,883884000.0,176313000.0,2335488000.0,772224000.0,0.0,34387000.0,,2076330000.0,48278000.0,94081000.0,-947678000.0,182337000.0,,,,,,,,
2011-06-30,29944000.0,-33288000.0,-119242000.0,,197100000.0,77426000.0,113107000,-62712000.0,113107000,67601000.0,1172132000.0,2091913000.0,118537000.0,,-212000.0,565420000.0,546921000.0,15153000.0,1.48,743991000.0,,396187000.0,40434000.0,134388000.0,53667000.0,11000.0,113107000,3603468000.0,68820000.0,68820000.0,991000.0,8007000.0,1261302000.0,24839000.0,,1570320000.0,11853000.0,-4027000.0,28614000.0,735848000.0,1.46,1614000.0,2839190000.0,1479839000,188927000,2137574000.0,26206000.0,223838000.0,4032000.0,-248787000.0,229149000,68820000.0,-62705000.0,-4454000.0,75979000.0,1826392000.0,753155000.0,764278000.0,180708000.0,2342166000.0,546921000.0,0.0,34387000.0,,2086035000.0,59245000.0,170919000.0,-965442000.0,187735000.0,,,,,,,,
2011-09-30,31993000.0,-23000.0,-70329000.0,,141432000.0,74730000.0,105553000,-55910000.0,105553000,63503000.0,1191453000.0,2109721000.0,128338000.0,,-614000.0,599438000.0,546683000.0,-2891000.0,1.43,740485000.0,,390283000.0,41507000.0,85522000.0,68820000.0,11000.0,105553000,3678068000.0,65929000.0,65929000.0,949000.0,8150000.0,1303946000.0,29122000.0,,1586058000.0,19412000.0,15402000.0,-30440000.0,724503000.0,1.41,7621000.0,2900442000.0,1464988000,177820000,2155298000.0,-17808000.0,107032000.0,4240000.0,-100013000.0,218713000,65929000.0,-73994000.0,-4386000.0,73381000.0,1927559000.0,794814000.0,777626000.0,169056000.0,2374122000.0,546683000.0,-18170000.0,51378000.0,,2105628000.0,67063000.0,24645000.0,-963845000.0,195376000.0,,,,,,,,
2011-12-31,31066000.0,35986000.0,-160482000.0,,217867000.0,,66439000,-60624000.0,66439000,40720000.0,1223099000.0,2043158000.0,148098000.0,,314000.0,415136000.0,538820000.0,-8028000.0,,676834000.0,15023000.0,333266000.0,41469000.0,157243000.0,65929000.0,11000.0,66439000,3655754000.0,57901000.0,57901000.0,848000.0,5073000.0,1361934000.0,31380000.0,,1653183000.0,7663000.0,67069000.0,99366000.0,650738000.0,,2804000.0,2807840000.0,1327572000,111918000,2206721000.0,66563000.0,66741000.0,5321000.0,-1960000.0,153701000,57901000.0,-65413000.0,-13000.0,,1989629000.0,619965000.0,847914000.0,107159000.0,2293820000.0,538820000.0,0.0,76389000.0,-4963000.0,2187875000.0,52754000.0,-278293000.0,-983622000.0,204829000.0,,,,,,,,
2012-03-31,34912000.0,-6303000.0,153041000.0,,235417000.0,74223000.0,133506000,-82463000.0,133506000,81706000.0,1233689000.0,2106944000.0,133761000.0,,502000.0,599841000.0,756109000.0,306183000.0,1.83,976619000.0,,376807000.0,55799000.0,152954000.0,57901000.0,7000.0,133506000,4045112000.0,364084000.0,364084000.0,807000.0,9854000.0,1375278000.0,30288000.0,,1737339000.0,294000.0,84156000.0,56751000.0,980673000.0,1.79,2909000.0,3066463000.0,1957292000,224564000,2249324000.0,-63786000.0,134369000.0,5590000.0,-5174000.0,280865000,364084000.0,-82275000.0,-8784000.0,72888000.0,473944000.0,817749000.0,978649000.0,215212000.0,2669834000.0,756109000.0,0.0,76389000.0,,2248714000.0,52578000.0,-131147000.0,-1015635000.0,217908000.0,,,,,,,,
2012-04-30,,-6303000.0,153041000.0,,235417000.0,74223000.0,133506000,-82463000.0,133506000,81706000.0,,,,,502000.0,,756109000.0,306183000.0,1.83,976619000.0,,,55799000.0,152954000.0,57901000.0,,133185000,,,,,9854000.0,,,-6221000.0,,294000.0,84156000.0,56751000.0,980673000.0,1.79,,,1957292000,224564000,,-63786000.0,481000.0,5590000.0,-5174000.0,280865000,364084000.0,-82275000.0,-8784000.0,72888000.0,,,,215212000.0,,756109000.0,,,0.0,,,-189647000.0,,,,,,,,,,
2012-06-30,34442000.0,-5119000.0,-27718000.0,,175966000.0,74084000.0,99606000,-63818000.0,99606000,61587000.0,1263680000.0,2096341000.0,135517000.0,,-55000.0,599696000.0,559663000.0,84510000.0,1.36,732125000.0,,417663000.0,42728000.0,112148000.0,364084000.0,7000.0,99606000,4169146000.0,448594000.0,448594000.0,760000.0,7947000.0,1403979000.0,29468000.0,,1738101000.0,1232000.0,762000.0,30640000.0,728858000.0,1.34,2796000.0,3110045000.0,1460983000,169195000,2308882000.0,10603000.0,100975000.0,3690000.0,-19868000.0,211868000,448594000.0,-63738000.0,-4412000.0,73150000.0,569138000.0,818004000.0,1059101000.0,161193000.0,2765167000.0,559663000.0,0.0,76389000.0,,2292041000.0,60883000.0,-34000.0,-1045202000.0,218308000.0,,,,,,,,
2012-09-30,33847000.0,-464000.0,-2429000.0,,93399000.0,73992000.0,89503000,-54929000.0,89503000,53121000.0,1270432000.0,2193369000.0,141043000.0,,312000.0,599550000.0,574990000.0,30789000.0,1.22,732177000.0,204555000.0,413950000.0,45240000.0,38470000.0,448594000.0,7000.0,89503000,4357206000.0,479383000.0,479383000.0,699000.0,8048000.0,1409317000.0,28649000.0,,1825162000.0,16876000.0,87061000.0,-60783000.0,725350000.0,1.21,2683000.0,3209728000.0,1457527000,150360000,2346185000.0,-95576000.0,90396000.0,2852000.0,-151000.0,195912000,479383000.0,-60181000.0,-4390000.0,73166000.0,654251000.0,828874000.0,1147478000.0,142624000.0,2947889000.0,574990000.0,-5332000.0,76389000.0,,2380854000.0,70582000.0,1654000.0,-1075753000.0,229324000.0,,,,,,,,
2012-12-31,32621000.0,-1456000.0,5013000.0,,180499000.0,74002000.0,65055000,-69972000.0,65055000,39990000.0,1291759000.0,2308609000.0,149558000.0,100235000.0,-159000.0,604461000.0,549959000.0,118728000.0,0.89,666046000.0,229866000.0,379639000.0,45777000.0,110527000.0,479383000.0,7000.0,65055000,4613814000.0,598111000.0,598111000.0,627000.0,7992000.0,1429614000.0,28845000.0,,2029814000.0,8491000.0,204652000.0,58148000.0,663155000.0,0.88,2667000.0,3403120000.0,1329201000,113196000,2393906000.0,-111539000.0,-321459000.0,3104000.0,-1902000.0,158814000,598111000.0,-66784000.0,-10000.0,73221000.0,714900000.0,843482000.0,1210694000.0,105045000.0,3184200000.0,549959000.0,0.0,76389000.0,-3037000.0,2559638000.0,47614000.0,7068000.0,-1102147000.0,239021000.0,,,,,,,,
2013-03-31,40023000.0,-9834000.0,-84829000.0,2434000.0,135285000.0,73806000.0,121790000,-63124000.0,121790000,72576000.0,1284805000.0,2423772000.0,140588000.0,,958000.0,604265000.0,804138000.0,-190387000.0,1.66,1007098000.0,272208000.0,381315000.0,64027000.0,72161000.0,598111000.0,7000.0,121790000,4747485000.0,407724000.0,407724000.0,689000.0,10660000.0,1584611000.0,57994000.0,-19247000.0,2101549000.0,-3249000.0,35363000.0,-38565000.0,1008206000.0,1.65,4891000.0,3477038000.0,2015304000,204068000,2438063000.0,-70728000.0,589000.0,2664000.0,-59918000.0,269053000,407724000.0,-240843000.0,-8800000.0,73194000.0,832286000.0,852897000.0,1270447000.0,194366000.0,3162874000.0,804138000.0,9004000.0,201789000.0,-186859000.0,2624141000.0,59170000.0,-8711000.0,-1153258000.0,248632000.0,,,,,,,,
2013-04-30,40023000.0,-9834000.0,-84829000.0,,135285000.0,73806000.0,121790000,-63124000.0,121790000,72576000.0,1284805000.0,2423772000.0,140588000.0,,958000.0,604265000.0,804138000.0,-190387000.0,1.66,1007098000.0,272208000.0,381315000.0,64027000.0,72161000.0,598111000.0,7000.0,121790000,4747485000.0,407724000.0,407724000.0,689000.0,10660000.0,1584611000.0,57994000.0,-19247000.0,2101549000.0,-3249000.0,35363000.0,-38565000.0,1008206000.0,1.65,4891000.0,3477038000.0,2015304000,204068000,2438063000.0,-70728000.0,589000.0,2664000.0,-59918000.0,269053000,407724000.0,-240843000.0,-8800000.0,73194000.0,832286000.0,852897000.0,1270447000.0,194366000.0,3162874000.0,804138000.0,9004000.0,201789000.0,-186859000.0,2624141000.0,59170000.0,-8711000.0,-1153258000.0,248632000.0,,,,,,,,
2013-06-30,35034000.0,-553000.0,-20234000.0,595000.0,174805000.0,73343000.0,116871000,-48780000.0,116871000,70152000.0,1285029000.0,2407041000.0,140332000.0,,365000.0,604117000.0,584541000.0,113245000.0,1.6,770330000.0,281714000.0,450253000.0,48045000.0,126025000.0,407724000.0,7000.0,116871000,4852288000.0,520969000.0,520969000.0,878000.0,8024000.0,1576009000.0,56155000.0,-14019000.0,2048202000.0,-2644000.0,-54278000.0,12511000.0,779223000.0,1.59,4749000.0,3483309000.0,1549553000,194682000,2474960000.0,16731000.0,692000.0,1929000.0,-15870000.0,195047000,520969000.0,-41326000.0,-4393000.0,72930000.0,944764000.0,843644000.0,1368979000.0,187023000.0,3276279000.0,584541000.0,7794000.0,199791000.0,-352000.0,2639665000.0,66555000.0,-13000.0,-1189931000.0,239527000.0,,,,,,,,
2013-09-30,33555000.0,-254000.0,-6834000.0,580000.0,88377000.0,73128000.0,103830000,-35786000.0,103830000,59312000.0,1278655000.0,2463978000.0,148528000.0,,366000.0,604027000.0,592216000.0,46332000.0,1.42,757204000.0,278977000.0,429171000.0,47987000.0,52591000.0,520969000.0,7000.0,103830000,4944699000.0,567301000.0,567301000.0,1030000.0,7948000.0,1566008000.0,53963000.0,2737000.0,2057615000.0,2096000.0,9413000.0,-67202000.0,762940000.0,1.42,4608000.0,3476851000.0,1520144000,170724000,2509774000.0,-56937000.0,347000.0,1917000.0,-2849000.0,219077000,567301000.0,-35211000.0,-4370000.0,72747000.0,1044224000.0,840507000.0,1467848000.0,163142000.0,3378691000.0,592216000.0,0.0,199835000.0,0.0,2636344000.0,68435000.0,59000.0,-1231119000.0,236480000.0,,,,,,,,
2013-12-31,41713000.0,-9063000.0,443114000.0,2000.0,146783000.0,73248000.0,49267000,-48067000.0,49267000,32600000.0,1283970000.0,2556557000.0,154630000.0,91957000.0,1009000.0,1052668000.0,610933000.0,545170000.0,0.68,707036000.0,277595000.0,428625000.0,47736000.0,98716000.0,567301000.0,7000.0,49267000,5564774000.0,1112471000.0,1112471000.0,916000.0,9986000.0,1575390000.0,49872000.0,-1899000.0,2180614000.0,1560000.0,122999000.0,41041000.0,701777000.0,0.67,3683000.0,4048569000.0,1408813000,90844000,2539444000.0,-92579000.0,1650000.0,6681000.0,-2158000.0,139589000,1112471000.0,-44727000.0,-11000.0,72761000.0,1089112000.0,1283784000.0,1516205000.0,81867000.0,3989384000.0,610933000.0,2244000.0,199835000.0,1074000.0,2764785000.0,42761000.0,5739000.0,-1255474000.0,231116000.0,,,,,,,,
2014-03-31,45049000.0,815000.0,1007602000.0,2979000.0,81131000.0,73355000.0,147726000,-60529000.0,147726000,85037000.0,1425117000.0,3910948000.0,75956000.0,,603000.0,2001740000.0,1097320000.0,-1029113000.0,2.02,1616377000.0,576606000.0,541451000.0,88205000.0,20602000.0,1112471000.0,7000.0,147726000,7913074000.0,83358000.0,83358000.0,70865000.0,23642000.0,3271290000.0,789825000.0,-45507000.0,2975975000.0,5202000.0,101381000.0,-164217000.0,1353122000.0,2.01,259000.0,6246443000.0,2969499000,255802000,2703964000.0,-196062000.0,1247000.0,7133000.0,-615000.0,344610000,83358000.0,-2117433000.0,-8781000.0,72869000.0,1232425000.0,2582196000.0,1666631000.0,232763000.0,4641784000.0,1097320000.0,0.0,1011299000.0,-2056937000.0,3664247000.0,70872000.0,-5796000.0,-1278847000.0,580456000.0,,,,,,,,
2014-04-30,45049000.0,815000.0,1007602000.0,,81131000.0,73355000.0,147726000,-60529000.0,147726000,85037000.0,1425117000.0,3910948000.0,75956000.0,,603000.0,2001740000.0,1097320000.0,-1029113000.0,2.02,1616377000.0,576606000.0,541451000.0,88205000.0,20602000.0,1112471000.0,7000.0,147726000,7913074000.0,83358000.0,83358000.0,70865000.0,23642000.0,3271290000.0,789825000.0,-45507000.0,2975975000.0,5202000.0,101381000.0,-164217000.0,1353122000.0,2.01,259000.0,6246443000.0,2969499000,255802000,2703964000.0,-196062000.0,1247000.0,7133000.0,-615000.0,344610000,83358000.0,-2117433000.0,-8781000.0,72869000.0,1232425000.0,2582196000.0,1666631000.0,232763000.0,4641784000.0,1097320000.0,,1011299000.0,-2056937000.0,3664247000.0,70872000.0,-5796000.0,-1278847000.0,580456000.0,,,,,,,,
2014-06-30,52052000.0,-10250000.0,-205543000.0,1229000.0,239430000.0,73399000.0,139488000,-45741000.0,139488000,84532000.0,1422083000.0,3935157000.0,69940000.0,,208000.0,1797795000.0,821435000.0,-15912000.0,1.91,1285589000.0,622432000.0,579199000.0,64498000.0,193689000.0,83358000.0,7000.0,139488000,7969525000.0,67446000.0,67446000.0,70694000.0,16861000.0,3254749000.0,779401000.0,-41858000.0,3054340000.0,6999000.0,67971000.0,23044000.0,1062108000.0,1.89,6774000.0,6155000000.0,2347697000,240673000,2734114000.0,-21310000.0,1144000.0,5230000.0,-142000.0,240881000,67446000.0,-47891000.0,-4397000.0,72930000.0,1367516000.0,2380827000.0,1814525000.0,224020000.0,4714776000.0,821435000.0,0.0,1001213000.0,-2247000.0,3774173000.0,89741000.0,-348204000.0,-1312031000.0,583032000.0,,,,,,,,
2014-09-30,48842000.0,-445000.0,-139167000.0,1298000.0,219733000.0,73427000.0,122177000,-55272000.0,122177000,71476000.0,1424569000.0,3941549000.0,114288000.0,,398000.0,1730150000.0,825284000.0,22218000.0,1.67,1255014000.0,634828000.0,573183000.0,65912000.0,164461000.0,67446000.0,7000.0,122177000,7997737000.0,89664000.0,89664000.0,5580000.0,15903000.0,3234464000.0,763338000.0,-14697000.0,3090991000.0,20042000.0,40109000.0,5429000.0,1034442000.0,1.66,-4818000.0,6072238000.0,2289456000,209158000,2766264000.0,-10185000.0,3127000.0,3606000.0,-82000.0,275468000,89664000.0,-56324000.0,-4383000.0,72955000.0,1485310000.0,2288196000.0,1925499000.0,193653000.0,4763273000.0,825284000.0,0.0,997715000.0,-1632000.0,3784042000.0,97232000.0,-395800000.0,-1341695000.0,558046000.0,,,,,,,,
2014-12-31,45737000.0,2328000.0,-86981000.0,1072000.0,168697000.0,73494000.0,84434000,-66904000.0,84434000,46524000.0,1432030000.0,3936955000.0,126446000.0,360903000.0,1883000.0,1636311000.0,857864000.0,15007000.0,1.15,1233268000.0,579825000.0,520673000.0,66078000.0,101793000.0,89664000.0,7000.0,84434000,7962358000.0,104671000.0,104671000.0,582000.0,17002000.0,3221318000.0,748125000.0,53853000.0,3095365000.0,16225000.0,6951000.0,-9381000.0,1003941000.0,1.15,-12337000.0,5959446000.0,2237209000,146077000,2804389000.0,-100000.0,10394000.0,5736000.0,-4315000.0,214038000,104671000.0,-66589000.0,-19000.0,72997000.0,1565341000.0,2216380000.0,2002912000.0,130958000.0,4741040000.0,857864000.0,0.0,995426000.0,33000.0,3743066000.0,119589000.0,-396400000.0,-1372359000.0,580069000.0,,,,,,,,
2015-03-31,88839000.0,-1184000.0,-25307000.0,1352000.0,102211000.0,73653000.0,148112000,-57038000.0,148112000,90731000.0,1397950000.0,4104777000.0,148386000.0,,-1908000.0,1609687000.0,1131396000.0,19150000.0,2.02,1644309000.0,631926000.0,536931000.0,83247000.0,45173000.0,104671000.0,7000.0,148112000,8146695000.0,123821000.0,123821000.0,587000.0,21777000.0,3209830000.0,729765000.0,-53526000.0,3138574000.0,-5206000.0,45678000.0,-132578000.0,1393924000.0,2.0,-19978000.0,6000107000.0,3038233000,262528000,2813940000.0,-171865000.0,6189000.0,8945000.0,-1590000.0,343867000,123821000.0,-57176000.0,-8813000.0,73122000.0,1709024000.0,2175629000.0,2146588000.0,238843000.0,4936865000.0,1131396000.0,0.0,993276000.0,-433000.0,3824478000.0,76341000.0,-26700000.0,-1415990000.0,565942000.0,,,,,,,,
2015-04-30,88839000.0,-1184000.0,-25307000.0,,102211000.0,73653000.0,148112000,-57038000.0,148112000,90731000.0,1397950000.0,4104777000.0,148386000.0,,-1908000.0,1609687000.0,1131396000.0,19150000.0,2.02,1644309000.0,631926000.0,536931000.0,83247000.0,45173000.0,104671000.0,7000.0,148112000,8146695000.0,123821000.0,123821000.0,587000.0,21777000.0,3209830000.0,729765000.0,-53526000.0,3138574000.0,-5206000.0,45678000.0,-132578000.0,1393924000.0,2.0,-19978000.0,6000107000.0,3038233000,262528000,2813940000.0,-171865000.0,6189000.0,8945000.0,-1590000.0,343867000,123821000.0,-57176000.0,-8813000.0,73122000.0,1709024000.0,2175629000.0,2146588000.0,238843000.0,4936865000.0,1131396000.0,,993276000.0,-433000.0,3824478000.0,76341000.0,-26700000.0,-1415990000.0,565942000.0,,,,,,,,
2015-06-30,83161000.0,-177000.0,-162023000.0,1160000.0,228605000.0,73682000.0,149998000,-57497000.0,149998000,87805000.0,1400342000.0,4119592000.0,156908000.0,,-3808000.0,1453044000.0,830240000.0,-9285000.0,2.04,1282748000.0,653309000.0,547848000.0,62613000.0,171108000.0,123821000.0,7000.0,149998000,8167875000.0,114536000.0,114536000.0,591000.0,15438000.0,3189947000.0,714702000.0,-22598000.0,3174411000.0,-3275000.0,40229000.0,10155000.0,1087289000.0,2.03,-32730000.0,5878746000.0,2370037000,257049000,2835919000.0,-10639000.0,2270000.0,8781000.0,-144000.0,253241000,114536000.0,-73313000.0,-4414000.0,73183000.0,1854608000.0,1998988000.0,2289129000.0,237803000.0,4977928000.0,830240000.0,0.0,991742000.0,-15998000.0,3879758000.0,90491000.0,-156700000.0,-1435577000.0,545944000.0,,,,,,,,
2015-09-30,81763000.0,-355000.0,-149923000.0,1358000.0,189272000.0,73763000.0,120469000,-46697000.0,120469000,71948000.0,1396093000.0,4141562000.0,187483000.0,,1276000.0,1293102000.0,826862000.0,-9190000.0,1.64,1262816000.0,664614000.0,582661000.0,61636000.0,142575000.0,114536000.0,7000.0,120469000,8181536000.0,105346000.0,105346000.0,595000.0,14384000.0,3173151000.0,702719000.0,-10486000.0,3180175000.0,-5005000.0,5683000.0,2490000.0,1032387000.0,1.63,-32053000.0,5768460000.0,2295203000,205525000,2865347000.0,-20397000.0,3323000.0,8215000.0,-86000.0,268437000,105346000.0,-49458000.0,-4415000.0,73215000.0,1970662000.0,1817546000.0,2413076000.0,192417000.0,5008385000.0,826862000.0,0.0,992576000.0,-2462000.0,3950914000.0,96863000.0,-160000000.0,-1469254000.0,524444000.0,,,,,,,,
