date,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment
1996-06-30,1827800000.0,,96400000.0,,,-2300000.0,621400000.0,1935100000.0,32500000.0,32900000,,32900000.0,218600000.0,131200000.0,840000000.0,0.0,7900000.0,-52600000.0,17400000.0,,11400000.0,0.25,224600000.0,969200000.0,,,32800000.0,,200000.0,6400000.0,90100000.0,32400000.0,-5500000.0,5500000.0,,965900000.0,131200000.0,512800000.0,,0.0,10100000.0,,13900000.0,13900000.0,5000000.0,,50000000.0,,186500000,-58100000.0,90200000,-1300000.0,-499400000.0,52200000.0,1589800000.0,,,129200000.0,107300000.0,0.25,55800000.0,,1900000.0,57700000,61800000.0,1200000.0,1200000.0,-7100000.0,1300000.0,439200000.0,19300000.0,1090400000.0,,,,,
1996-09-30,1856700000.0,,100800000.0,,,31300000.0,589800000.0,1960800000.0,33300000.0,36400000,,36400000.0,222000000.0,134074074.0,811800000.0,0.0,11300000.0,-53400000.0,21300000.0,,11000000.0,0.27,233800000.0,961300000.0,,,36200000.0,,100000.0,7100000.0,92300000.0,33300000.0,-5500000.0,1200000.0,,999500000.0,134074074.0,509600000.0,,0.0,10100000.0,,15500000.0,15500000.0,5400000.0,,50000000.0,,193100000,-54600000.0,92300000,-30900000.0,-518700000.0,58000000.0,1632000000.0,,,149500000.0,104100000.0,0.27,85900000.0,,1500000.0,59000000,78200000.0,1400000.0,1800000.0,21500000.0,1700000.0,470100000.0,21600000.0,1113300000.0,,,,,
1996-12-31,1919300000.0,,107600000.0,,,-15800000.0,625900000.0,2028500000.0,35500000.0,30100000,,30100000.0,230400000.0,,856300000.0,0.0,6700000.0,-91500000.0,19900000.0,,10700000.0,,237900000.0,1000400000.0,,,30000000.0,,100000.0,8200000.0,86700000.0,35500000.0,-5500000.0,-22500000.0,,1028100000.0,,532400000.0,,0.0,10000000.0,,8400000.0,8400000.0,6200000.0,,60500000.0,,194300000,-69000000.0,86700000,31200000.0,-536700000.0,46300000.0,1685700000.0,,,144100000.0,109200000.0,,53200000.0,,-7000000.0,51200000,63700000.0,4200000.0,1300000.0,-15300000.0,3300000.0,494700000.0,16200000.0,1149000000.0,,,,,
1997-03-31,1962200000.0,,106000000.0,,,45700000.0,614700000.0,2069800000.0,35300000.0,33100000,,33100000.0,235400000.0,132000000.0,850100000.0,0.0,6800000.0,-64500000.0,20500000.0,-4000000.0,11300000.0,0.25,247800000.0,1007800000.0,,,33000000.0,,100000.0,8000000.0,93000000.0,35300000.0,-5700000.0,-16500000.0,,1062000000.0,132000000.0,545600000.0,,8400000.0,10000000.0,,13700000.0,13700000.0,5000000.0,,54900000.0,,199000000,-44000000.0,93000000,-20000000.0,-575900000.0,52800000.0,1744700000.0,,,157700000.0,107600000.0,0.25,89700000.0,,5300000.0,57700000,82300000.0,2000000.0,2200000.0,22300000.0,2200000.0,522200000.0,19700000.0,1168800000.0,,,,,
1997-06-30,2099400000.0,,111800000.0,,,-2700000.0,630200000.0,2224500000.0,36400000.0,83200000,,83200000.0,279100000.0,136229508.0,909300000.0,0.0,79000000.0,-55000000.0,20600000.0,,11100000.0,0.61,416200000.0,1057500000.0,,,83100000.0,,0.0,6600000.0,98800000.0,36300000.0,-5600000.0,-15600000.0,,1167000000.0,136229508.0,543500000.0,,0.0,10000000.0,,12100000.0,12100000.0,4000000.0,,57600000.0,,210600000,-43400000.0,98900000,12800000.0,-604400000.0,128800000.0,1744100000.0,,,148200000.0,125100000.0,0.61,40700000.0,,-1600000.0,62500000,70000000.0,3500000.0,2100000.0,-36900000.0,27500000.0,599700000.0,45600000.0,1139700000.0,,,,,
1997-09-30,2149800000.0,,111500000.0,,,51200000.0,565600000.0,2273700000.0,37000000.0,41400000,,41400000.0,308200000.0,137666667.0,873800000.0,0.0,9500000.0,-19800000.0,19000000.0,,11200000.0,0.3,458500000.0,1026100000.0,,,41300000.0,,-3200000.0,9100000.0,106900000.0,37100000.0,-5700000.0,16100000.0,,1247600000.0,137666667.0,545700000.0,,0.0,8100000.0,,11300000.0,11300000.0,3400000.0,,53300000.0,,218400000,-35900000.0,106900000,-68100000.0,-635600000.0,66300000.0,1781200000.0,,,152300000.0,123900000.0,0.3,87100000.0,,-800000.0,69800000,80000000.0,4500000.0,6600000.0,4900000.0,2000000.0,635500000.0,24900000.0,1145600000.0,,,,,
1997-12-31,4425900000.0,,145000000.0,,,21900000.0,2609500000.0,4709400000.0,50800000.0,98300000,,98300000.0,477600000.0,,3087100000.0,0.0,107200000.0,-1363800000.0,55200000.0,,23000000.0,,399900000.0,3409100000.0,,,98200000.0,,1700000.0,22000000.0,128600000.0,50800000.0,-5700000.0,-1508600000.0,,1300300000.0,,1767400000.0,,0.0,8100000.0,,26000000.0,26000000.0,8200000.0,,83400000.0,,273600000,-57900000.0,128600000,1298700000.0,-1586900000.0,160400000.0,3845500000.0,,,322000000.0,283500000.0,,79800000.0,,14700000.0,77800000,183400000.0,-10100000.0,3300000.0,67300000.0,-15500000.0,728000000.0,62100000.0,2258600000.0,,,,,
1998-03-31,4481100000.0,,182400000.0,,,83700000.0,2576600000.0,4708200000.0,79200000.0,57700000,,57700000.0,510000000.0,140731707.0,3086600000.0,0.0,31800000.0,-53800000.0,33400000.0,,42800000.0,0.42,478000000.0,3352400000.0,,,57700000.0,,-40000000.0,21800000.0,189300000.0,79200000.0,-6000000.0,-800000.0,,1355800000.0,137380952.0,1759300000.0,,26000000.0,8100000.0,,15300000.0,15300000.0,8000000.0,,72600000.0,,371700000,-63200000.0,189300000,-103800000.0,-1652200000.0,96500000.0,3896000000.0,,,265800000.0,227100000.0,0.41,146900000.0,,-10700000.0,110100000,159800000.0,-600000.0,4400000.0,12600000.0,26600000.0,779700000.0,38800000.0,2243800000.0,,,,,
1998-06-30,4419400000.0,,185400000.0,,,-18300000.0,2451800000.0,4655600000.0,81500000.0,64200000,,64200000.0,508200000.0,139565217.0,2960000000.0,0.0,35300000.0,68000000.0,47500000.0,,42100000.0,0.47,438400000.0,3239300000.0,,,64200000.0,,-6800000.0,23300000.0,203000000.0,81500000.0,-6100000.0,9700000.0,,1416300000.0,136595745.0,1744800000.0,,0.0,8100000.0,,17000000.0,17000000.0,8700000.0,,76500000.0,,388400000,-63800000.0,203000000,-111800000.0,-1718700000.0,110700000.0,3954900000.0,,,279300000.0,236200000.0,0.46,45500000.0,,1600000.0,121500000,155300000.0,-1200000.0,4500000.0,-67300000.0,-1100000.0,837900000.0,46500000.0,2236200000.0,,,,,
1998-09-30,4417900000.0,,192200000.0,,,42100000.0,2392700000.0,4636200000.0,81600000.0,54700000,,54700000.0,510000000.0,140256410.0,2902700000.0,0.0,10300000.0,-74100000.0,45000000.0,,41900000.0,0.4,431000000.0,3167600000.0,,,54700000.0,,400000.0,24800000.0,209700000.0,81600000.0,-6000000.0,140900000.0,,1468600000.0,136750000.0,1741500000.0,,0.0,8100000.0,,3900000.0,3900000.0,7500000.0,,77200000.0,,401900000,-82700000.0,209700000,-63800000.0,-1781300000.0,93000000.0,4026700000.0,,,264900000.0,218300000.0,0.39,124800000.0,,-13000000.0,128100000,142700000.0,7800000.0,3200000.0,-18500000.0,4700000.0,886500000.0,38300000.0,2245400000.0,,,,,
1998-12-31,4709300000.0,,208700000.0,,,-176200000.0,2558000000.0,4935500000.0,86300000.0,52200000,,52200000.0,541200000.0,,3099200000.0,0.0,88400000.0,-315700000.0,53000000.0,,40800000.0,,401100000.0,3404000000.0,,,51800000.0,,500000.0,23700000.0,128600000.0,86300000.0,-6100000.0,-121200000.0,,1531500000.0,,1956700000.0,,0.0,8100000.0,,5700000.0,5700000.0,11400000.0,,87600000.0,,337300000,-326800000.0,128600000,167000000.0,-1938200000.0,87300000.0,4289700000.0,,,304800000.0,226200000.0,,150600000.0,,1800000.0,42300000,164200000.0,9100000.0,2900000.0,20800000.0,-12500000.0,932600000.0,35100000.0,2351500000.0,,,,,
1999-03-31,4664500000.0,,193700000.0,,,96600000.0,2426000000.0,4897200000.0,90000000.0,61100000,,61100000.0,539900000.0,142093023.0,2965900000.0,0.0,42200000.0,-39100000.0,54600000.0,,42200000.0,0.44,391200000.0,3300800000.0,,,61100000.0,,200000.0,24800000.0,197800000.0,90000000.0,-6300000.0,3800000.0,,1596400000.0,138863636.0,1941100000.0,,5700000.0,8100000.0,,4100000.0,4100000.0,10100000.0,,84600000.0,,391500000,-63000000.0,197800000,-122200000.0,-2010400000.0,104500000.0,4342600000.0,,,334900000.0,232700000.0,0.43,159600000.0,,-1700000.0,107800000,195700000.0,-12000000.0,10400000.0,31900000.0,2500000.0,987400000.0,43400000.0,2332200000.0,,,,,
1999-06-30,4242700000.0,,200100000.0,,,29100000.0,2017500000.0,4558700000.0,86000000.0,53500000,,53500000.0,461800000.0,140789474.0,2479300000.0,0.0,52300000.0,345400000.0,53400000.0,,37500000.0,0.38,436200000.0,2909500000.0,,,53500000.0,,800000.0,20600000.0,216700000.0,86000000.0,-6400000.0,-14200000.0,,1649200000.0,140789474.0,1625000000.0,,0.0,8100000.0,,93900000.0,93900000.0,7400000.0,,113900000.0,,416800000,-86100000.0,216700000,-370700000.0,-1797800000.0,126700000.0,3979300000.0,,,430200000.0,316000000.0,0.38,115200000.0,,89900000.0,130700000,262900000.0,-1400000.0,1500000.0,5400000.0,1800000.0,1034500000.0,73200000.0,2181500000.0,,,,,
1999-09-30,4255900000.0,,204800000.0,,,-89000000.0,2042200000.0,4541200000.0,84300000.0,64500000,,64500000.0,468400000.0,140217391.0,2510600000.0,37200000.0,13100000.0,-94600000.0,53300000.0,,35000000.0,0.46,431400000.0,2827000000.0,,,64500000.0,,100000.0,27900000.0,214400000.0,84300000.0,-6300000.0,475900000.0,,1714200000.0,140217391.0,1629600000.0,,0.0,147700000.0,,37200000.0,37200000.0,5200000.0,2400000.0,107600000.0,,419200000,-104700000.0,214400000,22200000.0,-1868600000.0,104700000.0,4063500000.0,,,316400000.0,285300000.0,0.46,15700000.0,,-56700000.0,130100000,155500000.0,-2300000.0,3200000.0,-124600000.0,2300000.0,1092700000.0,40200000.0,2194900000.0,,,,,
1999-12-31,4419300000.0,,221200000.0,,,-39000000.0,2078300000.0,4705400000.0,88500000.0,60700000,,60700000.0,469900000.0,,2548200000.0,56600000.0,14900000.0,-141900000.0,62100000.0,,35900000.0,,517900000.0,2857400000.0,,,60700000.0,,400000.0,28800000.0,205300000.0,88500000.0,-6400000.0,-469200000.0,,1848000000.0,,1644900000.0,,37200000.0,147900000.0,,56600000.0,56600000.0,7700000.0,59700000.0,78500000.0,,426500000,-157200000.0,205300000,43100000.0,-1938200000.0,93500000.0,4194700000.0,,,309200000.0,286100000.0,,118200000.0,,19400000.0,116800000,168600000.0,15800000.0,4100000.0,-13000000.0,-23700000.0,1147000000.0,32800000.0,2256500000.0,,,,,
2000-03-31,4422282000.0,,216723000.0,,,101924000.0,1998430000.0,4729184000.0,84811000.0,49284000,,49284000.0,475321000.0,141728000.0,2473751000.0,62629000.0,12680000.0,-72750000.0,62311000.0,,36042000.0,0.35,557721000.0,2839819000.0,,,49284000.0,,266000.0,26404000.0,196233000.0,84811000.0,-6742000.0,-30434000.0,,1889365000.0,139737000.0,1632171000.0,,56640000.0,148204000.0,,62629000.0,62629000.0,8907000.0,53119000.0,114884000.0,,412956000,-58165000.0,196233000,-81350000.0,-2007218000.0,85768000.0,4239608000.0,,,366068000.0,306902000.0,0.35,160089000.0,,5989000.0,111422000,188873000.0,-13946000.0,1054000.0,42868000.0,3231000.0,1189509000.0,36484000.0,2232390000.0,,,,,
2000-06-30,4429266000.0,,212495000.0,,,16502000.0,1953844000.0,4721867000.0,85769000.0,57845000,,57845000.0,483760000.0,141732000.0,2437604000.0,49685000.0,11859000.0,-76847000.0,75022000.0,,35267000.0,0.41,571884000.0,2774316000.0,,,57845000.0,,266000.0,24699000.0,210661000.0,85769000.0,-6648000.0,4395000.0,,1947551000.0,139995000.0,1621491000.0,,62629000.0,148515000.0,,49685000.0,49685000.0,10484000.0,55359000.0,110186000.0,,423156000,-81242000.0,210661000,-33841000.0,-2082816000.0,98613000.0,4318707000.0,,,336712000.0,292601000.0,0.41,97744000.0,,-12944000.0,124892000,151504000.0,25342000.0,4166000.0,-66848000.0,2240000.0,1240706000.0,40768000.0,2235891000.0,,,,,
2000-09-30,5939903000.0,,235835000.0,,,36372000.0,3129988000.0,6310882000.0,99740000.0,67224000,,67224000.0,531657000.0,141848000.0,3661645000.0,71645000.0,17984000.0,-1603526000.0,349204000.0,,48904000.0,0.48,524862000.0,4327430000.0,,,67224000.0,,266000.0,30040000.0,246799000.0,99740000.0,-6656000.0,66958000.0,,1983452000.0,140220000.0,2523254000.0,,49685000.0,148617000.0,,71645000.0,71645000.0,10703000.0,27562000.0,129851000.0,,482634000,-143274000.0,246799000,1445840000.0,-2875149000.0,113250000.0,5766936000.0,,,665785000.0,370979000.0,0.47,179646000.0,,21960000.0,147059000,186730000.0,11118000.0,2032000.0,16338000.0,4386000.0,1301274000.0,46026000.0,2891787000.0,,,,,
2000-12-31,6016786000.0,307165000.0,267404000.0,,,-41869000.0,3050292000.0,6393290000.0,117736000.0,57121000,,57121000.0,567549000.0,,3617841000.0,19039000.0,11752000.0,-160953000.0,425962000.0,,63089000.0,,548460000.0,4361211000.0,,,57121000.0,,-7927000.0,38532000.0,259776000.0,117736000.0,-6769000.0,5903000.0,,2032079000.0,,2509033000.0,,71645000.0,148642000.0,,19039000.0,19039000.0,11768000.0,21971000.0,127287000.0,,527180000,-166856000.0,259776000,-16640000.0,-2955223000.0,88554000.0,5914516000.0,,,743370000.0,376504000.0,,124987000.0,,-52606000.0,142040000,190121000.0,-53059000.0,744000.0,-23319000.0,31963000.0,1351626000.0,31433000.0,2959293000.0,,,,,
2001-03-31,6053406000.0,271468000.0,266368000.0,179418000.0,2526785000.0,62499000.0,2980442000.0,6388725000.0,115432000.0,46722000,,46722000.0,540376000.0,142482000.0,3520818000.0,15873000.0,48597000.0,-163571000.0,474921000.0,,61703000.0,0.33,571954000.0,4313719000.0,,41335000.0,46722000.0,,552000.0,33858000.0,249640000.0,115432000.0,-7132000.0,4145000.0,,2075006000.0,140572000.0,,,19039000.0,148968000.0,,15873000.0,15873000.0,14120000.0,19344000.0,97227000.0,,516008000,-120585000.0,249640000,-22679000.0,-3046600000.0,78100000.0,6001267000.0,,,792901000.0,335319000.0,0.33,183084000.0,,-3166000.0,134208000,0.0,19092000.0,1242000.0,12633000.0,-8123000.0,1391216000.0,31378000.0,2954667000.0,,,,,
2001-06-30,6082011000.0,351421000.0,267535000.0,263828000.0,,39438000.0,2961748000.0,6511905000.0,116196000.0,154241000,,154241000.0,537790000.0,142059000.0,3499538000.0,39323000.0,171711000.0,-9353000.0,369987000.0,,57358000.0,1.1,605703000.0,4275186000.0,,,154241000.0,,554000.0,28493000.0,251401000.0,116196000.0,-7236000.0,5319000.0,,2236719000.0,140720000.0,2511255000.0,,15873000.0,148995000.0,,39323000.0,39323000.0,10657000.0,32796000.0,101804000.0,,518936000,-122733000.0,251401000,-129368000.0,-3143285000.0,246295000.0,6108338000.0,,,775648000.0,429894000.0,1.09,162171000.0,,23450000.0,135205000,40029000.0,,692000.0,87345000.0,-12649000.0,1538221000.0,92054000.0,2965053000.0,,,,,
2001-09-30,6025517000.0,308277000.0,275357000.0,312722000.0,2489276000.0,120659000.0,2802301000.0,6389322000.0,120209000.0,92305000,,92305000.0,536201000.0,142260000.0,3338502000.0,21372000.0,60870000.0,-58687000.0,314385000.0,,54438000.0,0.66,550543000.0,4100891000.0,,,92305000.0,,-144000.0,24344000.0,264020000.0,120209000.0,-7140000.0,17666000.0,,2288431000.0,140772000.0,,,39323000.0,149064000.0,,21372000.0,21372000.0,9812000.0,-2750000.0,96123000.0,,539377000,-140937000.0,264020000,-220860000.0,-3230162000.0,147424000.0,6215860000.0,,,762389000.0,363805000.0,0.65,261596000.0,,-17951000.0,143811000,39159000.0,,1223000.0,66299000.0,21923000.0,1623386000.0,55119000.0,2985698000.0,,,,,
2001-12-31,6018411000.0,147259000.0,276906000.0,157969000.0,2471484000.0,-63961000.0,2087500000.0,6318684000.0,121547000.0,49763000,,49763000.0,599848000.0,,2687348000.0,13362000.0,-8353000.0,-44055000.0,1008834000.0,,52024000.0,,547364000.0,3981304000.0,,,49763000.0,,587000.0,20239000.0,266242000.0,121547000.0,-7145000.0,84817000.0,,2337380000.0,,,,21372000.0,149208000.0,,13362000.0,13362000.0,12578000.0,-2500000.0,87439000.0,,543148000,-122472000.0,266242000,-22466000.0,-3308447000.0,81237000.0,6308010000.0,,,1293956000.0,300273000.0,,58511000.0,,-8010000.0,144695000,39714000.0,-47112000.0,4194000.0,-129450000.0,55494000.0,1666004000.0,31474000.0,2999563000.0,,,,,
2002-03-31,6102743000.0,203267000.0,211642000.0,183381000.0,,192116000.0,2081396000.0,6379440000.0,92227000.0,42857000,,70767000.0,664181000.0,142654000.0,2745577000.0,52138000.0,-2268000.0,-119809000.0,921966000.0,,50648000.0,0.5,1258179000.0,3975035000.0,,,70767000.0,,556000.0,9388000.0,211276000.0,92227000.0,-7508000.0,-2509000.0,,2404405000.0,141051000.0,2116265000.0,,3496000.0,149302000.0,,52138000.0,52138000.0,11904000.0,-2250000.0,93959000.0,,422918000,-73532000.0,211276000,-97197000.0,-3308447000.0,66133000.0,6036746000.0,,,1229458000.0,276697000.0,0.5,265648000.0,,48642000.0,119049000,30152000.0,1455000.0,2477000.0,66899000.0,14606000.0,1729263000.0,23276000.0,2728299000.0,,,,,
2002-06-30,6141490000.0,174837000.0,235167000.0,152876000.0,,7974000.0,2750188000.0,6637308000.0,94004000.0,40208000,,78763000.0,732477000.0,142705000.0,3482665000.0,302070000.0,64397000.0,-99579000.0,432397000.0,,54157000.0,0.56,1301081000.0,4179219000.0,,,78763000.0,,-15202000.0,9848000.0,145332000.0,35801000.0,-7512000.0,5922000.0,,2458089000.0,141243000.0,2115313000.0,,52138000.0,149636000.0,,302070000.0,302070000.0,9063000.0,-2000000.0,81087000.0,,380499000,-105501000.0,203535000,162859000.0,-3149617000.0,61568000.0,5874713000.0,,,696554000.0,495818000.0,0.55,113475000.0,,249932000.0,109531000,30194000.0,12801000.0,6100000.0,3122000.0,14653000.0,1800514000.0,21360000.0,2725096000.0,,,,,
2002-09-30,7471213000.0,281733000.0,259267000.0,562049000.0,,165523000.0,3650046000.0,8065375000.0,107514000.0,63619000,,607749000.0,652329000.0,142770000.0,4302375000.0,294239000.0,-573000.0,-2286919000.0,28431000.0,,60021000.0,4.29,442041000.0,5001452000.0,,,607749000.0,,-11548000.0,9318000.0,265230000.0,107514000.0,-7543000.0,1936000.0,,3063923000.0,141692000.0,3693948000.0,,302070000.0,150018000.0,,294239000.0,294239000.0,8872000.0,-2408000.0,67417000.0,,524497000,-91741000.0,265230000,463366000.0,-3242000000.0,97122000.0,6577224000.0,,,699077000.0,594162000.0,4.26,257264000.0,,-7831000.0,157716000,41180000.0,29059000.0,5552000.0,42988000.0,14084000.0,2400720000.0,33503000.0,3335224000.0,,,,,
2002-12-31,7474506000.0,161319000.0,267613000.0,210658000.0,3427281000.0,43522000.0,3578132000.0,7770408000.0,117881000.0,43235000,,44345000.0,716168000.0,,4294300000.0,3661000.0,-63458000.0,-122220000.0,70737000.0,,57019000.0,,11805000.0,4682404000.0,,,44345000.0,,2194000.0,10150000.0,318266000.0,129156000.0,-7593000.0,-2583000.0,,3088004000.0,,503775000.0,,294239000.0,150931000.0,,3661000.0,3661000.0,9099000.0,-38203000.0,64825000.0,,585879000,-115493000.0,306991000,-22687000.0,-3337547000.0,68633000.0,6869192000.0,,,388104000.0,295902000.0,,159015000.0,,-290578000.0,189110000,41884000.0,14866000.0,14996000.0,-44736000.0,27769000.0,2437472000.0,25398000.0,3531645000.0,,,,,
2003-03-31,7423423000.0,235950000.0,277759000.0,254643000.0,,259632000.0,3291591000.0,7699825000.0,117998000.0,83919000,,83919000.0,741288000.0,143797000.0,4032879000.0,18738000.0,637000.0,-58988000.0,119894000.0,,55592000.0,0.59,529006000.0,4541265000.0,,,83819000.0,,1168000.0,9491000.0,302771000.0,117998000.0,-7961000.0,681000.0,,3158560000.0,142901000.0,3429663000.0,,3661000.0,151080000.0,,18738000.0,18738000.0,12223000.0,-48139000.0,89052000.0,,580530000,-59669000.0,302771000,-245236000.0,-3450042000.0,129818000.0,6914796000.0,,,508386000.0,276402000.0,0.58,319301000.0,,15077000.0,184773000,44797000.0,7537000.0,4031000.0,101914000.0,9502000.0,2513430000.0,45899000.0,3464754000.0,,,,,
2003-06-30,7410310000.0,238089000.0,284962000.0,252789000.0,,165183000.0,3137772000.0,7693048000.0,116805000.0,87367000,,87367000.0,765220000.0,144475000.0,3902992000.0,24322000.0,2564000.0,-131286000.0,118941000.0,,55957000.0,0.61,507928000.0,4422524000.0,,,87268000.0,,23643000.0,9417000.0,305186000.0,116805000.0,-8001000.0,-1113000.0,,3270524000.0,143329000.0,3428699000.0,,18738000.0,151793000.0,,24322000.0,24322000.0,10910000.0,-32293000.0,103640000.0,,590148000,-94589000.0,305186000,-122902000.0,-3544565000.0,134988000.0,7018248000.0,,,519532000.0,282738000.0,0.6,259772000.0,,5584000.0,188381000,44162000.0,11999000.0,16898000.0,10852000.0,34339000.0,2592796000.0,47621000.0,3473683000.0,,,,,
2003-09-30,7388820000.0,246344000.0,296114000.0,255931000.0,,147148000.0,3119378000.0,7811821000.0,116857000.0,90979000,,90979000.0,795853000.0,145171000.0,3915231000.0,157944000.0,660000.0,-108210000.0,115167000.0,,54360000.0,0.63,504131000.0,4450248000.0,,,90879000.0,,840000.0,9301000.0,307638000.0,116857000.0,-8024000.0,-3648000.0,,3361573000.0,143897000.0,3429479000.0,,24322000.0,152152000.0,,157944000.0,157944000.0,9412000.0,-32463000.0,119234000.0,,603752000,-102201000.0,307638000,-7517000.0,-3647723000.0,137081000.0,7102933000.0,,,535017000.0,423001000.0,0.63,249349000.0,,133622000.0,190781000,44685000.0,14520000.0,7982000.0,4548000.0,24181000.0,2675751000.0,46102000.0,3455210000.0,,,,,
2003-12-31,7432913000.0,236187000.0,300873000.0,241044000.0,,118062000.0,3109302000.0,7895852000.0,118981000.0,82442000,,82442000.0,836651000.0,,3945953000.0,203181000.0,4453000.0,-166154000.0,72453000.0,,60842000.0,,552431000.0,4417336000.0,,,82342000.0,,-21477000.0,9229000.0,305442000.0,118981000.0,-8031000.0,3624000.0,,3478516000.0,,3425001000.0,,157944000.0,152339000.0,,203181000.0,203181000.0,14342000.0,-500000.0,113274000.0,,606315000,-121480000.0,305442000,-28151000.0,-3728674000.0,130072000.0,7184155000.0,,,471383000.0,462939000.0,,239542000.0,,45237000.0,186461000,44612000.0,-41442000.0,5069000.0,20142000.0,60684000.0,2750162000.0,47630000.0,3455481000.0,,,,,
2004-03-31,7383405000.0,213681000.0,181549000.0,265263000.0,,221695000.0,3016992000.0,7896505000.0,126992000.0,83279000,101606000.0,83279000.0,854432000.0,143347000.0,3871424000.0,273293000.0,4363000.0,-61766000.0,172258000.0,,52543000.0,0.58,567875000.0,4481861000.0,,,83179000.0,,858000.0,9488000.0,412155000.0,228598000.0,-8253000.0,-21000.0,,3414644000.0,142585000.0,3426714000.0,,203181000.0,139494000.0,,273293000.0,273293000.0,16638000.0,4962000.0,127833000.0,,593704000,-61745000.0,310549000,-151562000.0,-3838323000.0,135377000.0,7227139000.0,,,610437000.0,513100000.0,0.58,283440000.0,-139256000.0,70112000.0,183557000,45083000.0,-4989000.0,2118000.0,53544000.0,26673000.0,2825188000.0,52098000.0,3388816000.0,,,,,
2004-06-30,7347458000.0,219694000.0,190226000.0,229529000.0,,125649000.0,2883784000.0,7684338000.0,130751000.0,83284000,92667000.0,83284000.0,913513000.0,138889000.0,3797297000.0,96386000.0,-1685000.0,-95316000.0,121456000.0,,53089000.0,0.6,572721000.0,4331194000.0,,,83185000.0,,1806000.0,6739000.0,413329000.0,223418000.0,-8036000.0,953000.0,,3353144000.0,138066000.0,3426766000.0,,273293000.0,142968000.0,,96386000.0,96386000.0,14061000.0,-507000.0,137886000.0,,603555000,-94269000.0,320662000,-301509000.0,-3906613000.0,135137000.0,7254584000.0,,,533897000.0,336880000.0,0.6,219918000.0,-144624000.0,-176907000.0,189911000,45026000.0,2508000.0,5040000.0,-24864000.0,30365000.0,2900436000.0,51853000.0,3347971000.0,,,,,
2004-09-30,7359498000.0,242764000.0,191000000.0,222776000.0,,134853000.0,2900964000.0,7790334000.0,113857000.0,86192000,108153000.0,86192000.0,941539000.0,135737000.0,3842503000.0,168975000.0,1107000.0,-123624000.0,121156000.0,,52174000.0,0.64,593657000.0,4382589000.0,,,86092000.0,,807000.0,5965000.0,412879000.0,222010000.0,-7870000.0,-1041000.0,,3407745000.0,134885000.0,3430302000.0,,96386000.0,142422000.0,,168975000.0,168975000.0,13132000.0,-1237000.0,144977000.0,,603879000,-97583000.0,304726000,-36223000.0,-3998332000.0,139802000.0,7333871000.0,,,540086000.0,430836000.0,0.63,232436000.0,-34501000.0,72589000.0,190869000,51177000.0,29904000.0,11028000.0,-13958000.0,18370000.0,2978758000.0,53610000.0,3335539000.0,,,,,
