date,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyNetPPE,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEbitda,quarterlyOtherCurrentAssets,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
2002-09-30,-41409000000.0,24469000000.0,,-4165000000.0,8711000000,3287000000.0,611769000000,2233000000,-902000000.0,,,-23251000000.0,313000000.0,,46870000000,2964000000.0,,,48239000000,,6193000000.0,65985000000,2235000000,2235000000,2578000000.0,-1631000000.0,34421000000,-226000000.0,2883000000,146488000000,-18000000.0,24979000000.0,,-17651000000.0,3287000000,,3163000000.0,,1052000000,6758000000,660008000000,-17877000000.0,31277000000.0,12516000000.0,277000000.0,734000000,30866000000,635000000.0,21309000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,-27875000000.0,24973000000.0,,9465000000.0,9108000000,3111000000.0,610139000000,2613000000,-961000000.0,,,-15192000000.0,-655000000.0,,48517000000,1592000000.0,,,50319000000,,-5685000000.0,67176000000,2614000000,2614000000,2685000000.0,-1540000000.0,25234000000,-182000000.0,2747000000,133144000000,-37000000.0,2675000000.0,,-11668000000.0,3111000000,,472000000.0,,497000000,6717000000,660458000000,-11850000000.0,43207000000.0,12484000000.0,277000000.0,554000000,31786000000,1248000000.0,24469000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,-46216000000.0,25069000000.0,,-10232000000.0,9167000000,3617000000.0,629713000000,2423000000,-962000000.0,,,-14495000000.0,-94000000.0,,49978000000,1423000000.0,,,50052000000,,711000000.0,69473000000,2424000000,2424000000,2689000000.0,-3051000000.0,29729000000,-150000000.0,2516000000,142171000000,-32000000.0,21028000000.0,,-10737000000.0,3617000000,,59000000.0,,1193000000,6643000000,679765000000,-10887000000.0,35494000000.0,12461000000.0,278000000.0,184000000,30592000000,-110000000.0,24973000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,-107167000000.0,25220000000.0,,-68627000000.0,9916000000,4086000000.0,718163000000,2737000000,-960000000.0,,,-4627000000.0,-133000000.0,,51374000000,1880000000.0,,,51016000000,,-15394000000.0,67737000000,2738000000,2738000000,2933000000.0,-3423000000.0,43584000000,,2630000000,181476000000,-27000000.0,68915000000.0,,-161000000.0,4086000000,,127000000.0,,1348000000,5899000000,769179000000,-11000000.0,53813000000.0,12436000000.0,277000000.0,71000000,32010000000,-429000000.0,25069000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,-47541000000.0,22142000000.0,,16293000000.0,9976000000,4255000000.0,686643000000,2921000000,-1194000000.0,,,34789000000.0,-283000000.0,,52320000000,-1044000000.0,,,50445000000,,-29434000000.0,66462000000,2922000000,2922000000,2844000000.0,-3123000000.0,41739000000,,2551000000,130224000000,-1000000.0,-55859000000.0,,36419000000.0,4255000000,,-3147000000.0,,1333000000,5956000000,737088000000,36419000000.0,93309000000.0,12422000000.0,268000000.0,70000000,29023000000,-1945000000.0,25220000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,-27796000000.0,27084000000.0,,-10859000000.0,9768000000,3903000000.0,688465000000,2725000000,-1165000000.0,,,-5067000000.0,247000000.0,,50213000000,741000000.0,,,47980000000,,318000000.0,75343000000,2726000000,2726000000,2965000000.0,315000000.0,42478000000,,2482000000,136787000000,-12000000.0,16964000000.0,,-1208000000.0,3903000000,,4897000000.0,,1177000000,6036000000,736445000000,-1417000000.0,16827000000.0,12363000000.0,284000000.0,68000000,35135000000,-2301000000.0,22142000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,-85488000000.0,22296000000.0,,-73620000000.0,10013000000,3972000000.0,767236000000,2679000000,-1159000000.0,,,-22337000000.0,-66000000.0,,51823000000,3899000000.0,,,48776000000,,-4657000000.0,81231000000,2680000000,2680000000,3043000000.0,-2507000000.0,64621000000,-249000000.0,2771000000,214792000000,-23000000.0,84891000000.0,,-16055000000.0,3971000000,,-4784000000.0,,1291000000,6076000000,816012000000,-16304000000.0,16789000000.0,12322000000.0,263000000.0,67000000,30857000000,-3114000000.0,27084000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,-38814000000.0,31789000000.0,,9462000000.0,13816000000,5826000000.0,941381000000,3844000000,-1643000000.0,,,5504000000.0,55000000.0,,54045000000,-3155000000.0,,,95821000000,,8067000000.0,98319000000,3849000000,3849000000,4006000000.0,-4878000000.0,69495000000,-336000000.0,3427000000,252625000000,14000000.0,-5881000000.0,,5927000000.0,5826000000,,9508000000.0,,1977000000,7797000000,1037202000000,5591000000.0,40530000000.0,48594000000.0,469000000.0,45976000000,42207000000,-4200000000.0,22296000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,-58678000000.0,29252000000.0,,-31496000000.0,13292000000,5648000000.0,990985000000,3759000000,-1838000000.0,,,-15634000000.0,-391000000.0,,55979000000,276000000.0,,,98011000000,,-18871000000.0,100586000000,3764000000,3764000000,3904000000.0,-3901000000.0,71434000000,-385000000.0,3853000000,266783000000,-32000000.0,41183000000.0,,-12271000000.0,5648000000,,-2584000000.0,,1884000000,7884000000,1088996000000,-12656000000.0,40845000000.0,48435000000.0,446000000.0,45027000000,40273000000,-2996000000.0,31789000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,-53509000000.0,28936000000.0,,-31478000000.0,13896000000,5775000000.0,1010812000000,3844000000,-1828000000.0,,,11942000000.0,0.0,,58006000000,2296000000.0,,,99645000000,,-8552000000.0,98078000000,3849000000,3849000000,3869000000.0,-5618000000.0,78598000000,107000000.0,4379000000,318895000000,-50000000.0,12682000000.0,,18444000000.0,5775000000,,-352000000.0,,1926000000,7517000000,1110457000000,18551000000.0,36069000000.0,49149000000.0,458000000.0,44507000000,41297000000,-2868000000.0,29252000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,-122588000000.0,28698000000.0,,-81794000000.0,14681000000,7044000000.0,1113720000000,4690000000,-1835000000.0,,,-13247000000.0,-85000000.0,,60843000000,-3127000000.0,,,98519000000,,-8687000000.0,98763000000,4695000000,4695000000,4038000000.0,-2702000000.0,93440000000,-254000000.0,5280000000,370092000000,-37000000.0,93554000000.0,,-11975000000.0,7044000000,,-215000000.0,,2349000000,7531000000,1212239000000,-12229000000.0,49851000000.0,49057000000.0,448000000.0,43860000000,39921000000,-6184000000.0,28936000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,-127740000000.0,33935000000.0,,-20280000000.0,14340000000,6446000000.0,1145790000000,4292000000,-1814000000.0,,,65000000.0,476000000.0,,63328000000,-276000000.0,,,100540000000,,-675000000.0,96894000000,4296000000,4296000000,4017000000.0,-5012000000.0,93763000000,-309000000.0,6641000000,386263000000,-21000000.0,20920000000.0,,4678000000.0,6446000000,,5318000000.0,,2150000000,7602000000,1246330000000,4369000000.0,108444000000.0,51219000000.0,442000000.0,42778000000,43617000000,-5566000000.0,28698000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,4226000000.0,32771000000.0,,-14878000000.0,14636000000,6192000000.0,1151001000000,4122000000,-2023000000.0,,,-6468000000.0,-129000000.0,,65439000000,-977000000.0,,,101258000000,,-29288000000.0,99885000000,4127000000,4127000000,4144000000.0,-5362000000.0,107655000000,-295000000.0,7436000000,374746000000,-46000000.0,16697000000.0,,-3037000000.0,6192000000,,-1218000000.0,,2065000000,7659000000,1252259000000,-3332000000.0,10481000000.0,48654000000.0,439000000.0,42819000000,44007000000,-7000000000.0,33935000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,-17238000000.0,36999000000.0,,-33493000000.0,13518000000,4798000000.0,1190270000000,3343000000,-2011000000.0,,,-7570000000.0,1433000000.0,,67552000000,533000000.0,,,101533000000,,-21519000000.0,100848000000,3347000000,3347000000,4110000000.0,-2031000000.0,116269000000,-370000000.0,8532000000,377022000000,-13000000.0,39646000000.0,,-1889000000.0,4798000000,,4264000000.0,,1451000000,7786000000,1291803000000,-2259000000.0,5516000000.0,51354000000.0,439000000.0,41964000000,49799000000,-7983000000.0,32771000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,-26548000000.0,32575000000.0,,-12134000000.0,17691000000,7497000000.0,1245654000000,4986000000,-2334000000.0,,,3085000000.0,326000000.0,,70204000000,-603000000.0,,,129426000000,,-9854000000.0,123178000000,4986000000,4986000000,5388000000.0,-1330000000.0,99389000000,,9349000000,355254000000,125000000.0,-791000000.0,,8498000000.0,7497000000,,-4427000000.0,,2511000000,9267000000,1375080000000,8498000000.0,27764000000.0,80022000000.0,718000000.0,68976000000,43732000000,-9754000000.0,36999000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,-8247000000.0,34545000000.0,,-54685000000.0,18221000000,8499000000.0,1317352000000,5471000000,-2286000000.0,,,-13677000000.0,177000000.0,,73393000000,8828000000.0,,,127841000000,,-50542000000.0,129056000000,5475000000,5475000000,5031000000.0,-5414000000.0,136886000000,,10667000000,370554000000,189000000.0,55069000000.0,,1532000000.0,8497000000,,1916000000.0,,3022000000,9334000000,1445193000000,1326000000.0,4333000000.0,79664000000.0,720000000.0,66093000000,49197000000,-11645000000.0,32575000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,-3770000000.0,31239000000.0,,6097000000.0,18184000000,8156000000.0,1315614000000,5416000000,-2538000000.0,,,-15464000000.0,819000000.0,,76271000000,853000000.0,,,133597000000,,-6481000000.0,137739000000,5416000000,5416000000,5061000000.0,-6763000000.0,135056000000,-192000000.0,12086000000,336363000000,149000000.0,-2252000000.0,,-7188000000.0,8156000000,,-3343000000.0,,2740000000,9205000000,1449211000000,-7380000000.0,16636000000.0,78667000000.0,719000000.0,64755000000,44245000000,-7429000000.0,34545000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,-5393000000.0,36429000000.0,,-7582000000.0,18486000000,7823000000.0,1324465000000,5243000000,-2503000000.0,,,9633000000.0,528000000.0,,79024000000,-4441000000.0,,,135272000000,,-45611000000.0,146000000000,5256000000,5256000000,5067000000.0,-4261000000.0,141300000000,-350000000.0,11892000000,345898000000,-298000000.0,1107000000.0,,11667000000.0,7823000000,,5192000000.0,,2567000000,9255000000,1459737000000,11317000000.0,40157000000.0,75084000000.0,712000000.0,64425000000,50381000000,-8177000000.0,31239000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,-6282000000.0,31549000000.0,,-24598000000.0,18155000000,7823000000.0,1367301000000,5255000000,-2548000000.0,,,-27222000000.0,244000000.0,,79996000000,1490000000.0,,,134856000000,,-28779000000.0,152562000000,5255000000,5255000000,5580000000.0,-10050000000.0,234133000000,-358000000.0,12292000000,356104000000,138000000.0,39357000000.0,,-19631000000.0,7823000000,,-4872000000.0,,2568000000,9271000000,1502157000000,-19989000000.0,11281000000.0,78054000000.0,664000000.0,2851000000,43586000000,-8527000000.0,36429000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,338000000.0,35499000000.0,,-23900000000.0,19563000000,8660000000.0,1398608000000,5721000000,-2534000000.0,,,9367000000.0,-34000000.0,,83223000000,1147000000.0,,,135751000000,,-33509000000.0,169317000000,5761000000,5761000000,5274000000.0,-6678000000.0,159542000000,-491000000.0,12846000000,355731000000,16000000.0,10883000000.0,,16910000000.0,8660000000,,3893000000.0,,2899000000,9482000000,1534359000000,16419000000.0,9987000000.0,78073000000.0,671000000.0,2851000000,48650000000,-10672000000.0,31549000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,-1389000000.0,34956000000.0,,-23005000000.0,15929000000,5356000000.0,1440253000000,3655000000,-2894000000.0,,,-8316000000.0,-423000000.0,,84027000000,5867000000.0,,,138510000000,,-28887000000.0,185484000000,3698000000,3698000000,4721000000.0,-6290000000.0,201155000000,-469000000.0,13418000000,356661000000,27000000.0,20872000000.0,,1529000000.0,5356000000,,-604000000.0,,1658000000,9762000000,1578763000000,1060000000.0,10749000000.0,80485000000.0,710000000.0,63677000000,43785000000,-9194000000.0,35499000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,-20997000000.0,42531000000.0,,-36977000000.0,12672000000,-915000000.0,1568943000000,215000000,-2902000000.0,,,6398000000.0,-540000000.0,,81393000000,5412000000.0,,,146803000000,,-23471000000.0,197508000000,268000000,268000000,5534000000.0,-5924000000.0,191089000000,-825000000.0,14315000000,376120000000,35000000.0,32300000000.0,,12228000000.0,-915000000,,7551000000.0,,-1183000000,11240000000,1715746000000,11403000000.0,24438000000.0,87826000000.0,799000000.0,64737000000,54304000000,673000000.0,34956000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,-35594000000.0,40512000000.0,,1803000000.0,17003000000,1798000000.0,1580193000000,1020000000,-3049000000.0,,,-16805000000.0,-1041000000.0,,79554000000,12255000000.0,,,156309000000,,-3152000000.0,202800000000,1210000000,1210000000,5363000000.0,-7618000000.0,190856000000,-431000000.0,11868000000,388693000000,10000000.0,22000000.0,,-3832000000.0,1798000000,,-2007000000.0,,588000000,11297000000,1736502000000,-4263000000.0,40980000000.0,91163000000.0,774000000.0,78386000000,49319000000,-1631000000.0,42531000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,-47494000000.0,39127000000.0,,-19726000000.0,20315000000,4921000000.0,1554184000000,3224000000,-3044000000.0,,,7600000000.0,272000000.0,,79920000000,3080000000.0,,,162691000000,,-18944000000.0,206605000000,3410000000,3410000000,4991000000.0,-6132000000.0,177753000000,-678000000.0,9406000000,417696000000,-2000000.0,3341000000.0,,15030000000.0,4921000000,,-1355000000.0,,1511000000,11627000000,1716875000000,14352000000.0,47390000000.0,9603000000.0,795000000.0,85260000000,46776000000,-2489000000.0,40512000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,-26971000000.0,39341000000.0,,30471000000.0,19621000000,1511000000.0,1670138000000,704000000,-3402000000.0,,,15651000000.0,-660000000.0,,77695000000,3058000000.0,,,161039000000,,2133000000.0,257710000000,1177000000,1177000000,5803000000.0,-12809000000.0,145812000000,-417000000.0,10554000000,433536000000,-59000000.0,-50250000000.0,,20078000000.0,1511000000,,299000000.0,,334000000,13000000000,1831177000000,19661000000.0,49076000000.0,112054000000.0,862000000.0,89512000000,51050000000,-6168000000.0,39127000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,-75013000000.0,32857000000.0,,-15478000000.0,13476000000,-3802000000.0,1640891000000,-2392000000,-2033000000.0,,,-38695000000.0,-4372000000.0,,73823000000,17488000000.0,,,177052000000,,-6154000000.0,268292000000,-1789000000,-1789000000,4582000000.0,-8513000000.0,158056000000,-572000000.0,8496000000,437111000000,37000000.0,36192000000.0,,-27242000000.0,-3802000000,,-6528000000.0,,-2013000000,13161000000,1817943000000,-27814000000.0,66261000000.0,103525000000.0,888000000.0,114467000000,42427000000,-11238000000.0,39341000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,-6584000000.0,173460000000.0,,176611000000.0,35758000000,5376000000.0,2290368000000,2814000000,-1097000000.0,,,44553000000.0,486000000.0,,76877000000,-7469000000.0,126030000000.0,86910000000.0,228766000000,,3125000000.0,440751000000,4247000000,4247000000,13562000000.0,-44846000000.0,185816000000,-531000000.0,9659000000,286249000000,11000000.0,-90726000000.0,,54797000000.0,5376000000,,140603000000.0,0.0,1129000000,15549000000,2519134000000,54266000000.0,67460000000.0,28128000000.0,1098000000.0,174141000000,197407000000,-11164000000.0,32857000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,-38905000000.0,140366000000.0,,6463000000.0,26831000000,2379000000.0,1999242000000,2419000000,-1288000000.0,,,-13490000000.0,-239000000.0,,79210000000,13375000000.0,116754000000.0,86246000000.0,255152000000,,16095000000.0,447187000000,3224000000,3224000000,13296000000.0,-115097000000.0,96236000000,-709000000.0,7962000000,466709000000,-29000000.0,-50418000000.0,,10814000000.0,2379000000,,-33094000000.0,13468000000.0,-845000000,15667000000,2254394000000,10105000000.0,42637000000.0,32102000000.0,1107000000.0,187377000000,166076000000,-11227000000.0,173460000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,-39565000000.0,152412000000.0,,24751000000.0,25989000000,-1976000000.0,1993360000000,-2241000000,-1148000000.0,,,18507000000.0,3313000000.0,,76881000000,11705000000.0,126019000000.0,86009000000.0,257683000000,,-9408000000.0,456288000000,-1001000000,-1001000000,12803000000.0,-54031000000.0,62280000000,-292000000.0,7100000000,461583000000,-19000000.0,-44928000000.0,,32066000000.0,-1976000000,,12046000000.0,0.0,-975000000,15373000000,2251043000000,31774000000.0,61728000000.0,30565000000.0,1096000000.0,187663000000,175404000000,-6705000000.0,140366000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,-104005000000.0,121339000000.0,,-49900000000.0,20856000000,-1419000000.0,1991855000000,-5202000000,-1330000000.0,,,22204000000.0,-3190000000.0,,71233000000,10110000000.0,127854000000.0,86314000000.0,231444000000,81996000000.0,1434000000.0,438521000000,-194000000,-194000000,12711000000.0,112767000000.0,69524000000,-708000000.0,6086000000,493647000000,-5000000.0,-13496000000.0,,32054000000.0,-1419000000,,-31073000000.0,0.0,-1225000000,15500000000,2223299000000,31346000000.0,55050000000.0,31800000000.0,1013000000.0,165942000000,145541000000,-5619000000.0,152412000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,-64899000000.0,144794000000.0,,5807000000.0,31969000000,4389000000.0,2103377000000,2834000000,-450000000.0,,,9875000000.0,736000000.0,,67811000000,9805000000.0,135656000000.0,86305000000.0,229823000000,,2884000000.0,511653000000,3182000000,3182000000,14506000000.0,-29005000000.0,85406000000,-213000000.0,6130000000,316360000000,34000000.0,-6234000000.0,,23876000000.0,4389000000,0.0,23455000000.0,,1207000000,15147000000,2333200000000,23663000000.0,56519000000.0,30694000000.0,1012000000.0,167012000000,165050000000,-4929000000.0,121339000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,-34905000000.0,151034000000.0,,-25880000000.0,29153000000,3795000000.0,2130704000000,2783000000,-440000000.0,,,2770000000.0,528000000.0,,70497000000,8105000000.0,132814000000.0,85801000000.0,233174000000,,4021000000.0,490083000000,3123000000,3123000000,13867000000.0,-33455000000.0,73358000000,64000000.0,6231000000,315200000000,-21000000.0,16699000000.0,,15475000000.0,3795000000,0.0,6240000000.0,,672000000,14536000000,2363878000000,15539000000.0,46105000000.0,25837000000.0,986000000.0,215181000000,171752000000,-4447000000.0,144794000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,-38534000000.0,131116000000.0,,-36882000000.0,26466000000,-5912000000.0,2097316000000,-7647000000,-449000000.0,,,38024000000.0,1830000000.0,,62515000000,5396000000.0,139896000000.0,75602000000.0,230495000000,,-6103000000.0,478858000000,-7299000000,-7299000000,13549000000.0,-16588000000.0,64818000000,-322000000.0,5774000000,530557000000,-9000000.0,-21256000000.0,,38032000000.0,-5912000000,0.0,-19918000000.0,0.0,1387000000,14320000000,2327811000000,37710000000.0,32831000000.0,22942000000.0,964000000.0,167667000000,150062000000,336000000.0,151034000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,-60921000000.0,108427000000.0,,26608000000.0,36781000000,12183000000.0,2036661000000,-1565000000,-423000000.0,,,-10612000000.0,-2486000000.0,,60849000000,5129000000.0,144580000000.0,73861000000.0,228248000000,85704000000.0,14512000000.0,448431000000,-1244000000,-1244000000,15372000000.0,-31871000000.0,59962000000,-516000000.0,5851000000,532725000000,1000000.0,-54596000000.0,,5211000000.0,-3595000000,,-22689000000.0,0.0,-2351000000,14306000000,2264909000000,4695000000.0,35471000000.0,25100000000.0,950000000.0,167467000000,134860000000,-66000000.0,131116000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,-23479000000.0,97542000000.0,,-13968000000.0,25490000000,2780000000.0,2043656000000,1739000000,-415000000.0,,,-14176000000.0,292000000.0,,62483000000,7099000000.0,128221000000.0,73869000000.0,230876000000,,77000000.0,434436000000,2049000000,2049000000,17255000000.0,-27957000000.0,58324000000,-352000000.0,5743000000,539537000000,39000000.0,3557000000.0,,-576000000.0,2780000000,,-10885000000.0,,731000000,14151000000,2274532000000,-928000000.0,29125000000.0,25120000000.0,892000000.0,167941000000,121249000000,463000000.0,108427000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,-36367000000.0,119527000000.0,,-1436000000.0,12069000000,-12875000000.0,2039143000000,-9127000000,-403000000.0,,,47788000000.0,-3710000000.0,,53254000000,10691000000.0,154520000000.0,71074000000.0,222176000000,,-390000000.0,426659000000,-8826000000,-8826000000,17108000000.0,-25972000000.0,50632000000,-137000000.0,5802000000,527991000000,0.0,-28496000000.0,,51779000000.0,-12875000000,,21985000000.0,,-4049000000,13793000000,2261319000000,51642000000.0,41026000000.0,21818000000.0,877000000.0,168129000000,139818000000,793000000.0,97542000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,-44366000000.0,82865000000.0,,-6194000000.0,27092000000,7433000000.0,1989376000000,5889000000,-445000000.0,,,-5439000000.0,438000000.0,,59043000000,-16130000000.0,139743000000.0,70832000000.0,230252000000,,7670000000.0,398965000000,6232000000,6232000000,14324000000.0,-23918000000.0,33869000000,-253000000.0,5363000000,527123000000,6000000.0,-18603000000.0,,-11358000000.0,7433000000,,-36662000000.0,,1201000000,13552000000,2219628000000,-11611000000.0,39447000000.0,16801000000.0,871000000.0,173281000000,101195000000,-2071000000.0,119527000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,-30876000000.0,120102000000.0,,74027000000.0,21443000000,2432000000.0,1898945000000,1584000000,-475000000.0,,,24163000000.0,1031000000.0,,60520000000,-5708000000.0,123049000000.0,69967000000.0,230101000000,66999000000.0,9120000000.0,372265000000,1991000000,1991000000,15787000000.0,-48231000000.0,35698000000,-565000000.0,4712000000,480735000000,-42000000.0,-61154000000.0,,24645000000.0,2432000000,,37237000000.0,,441000000,13637000000,2129046000000,24080000000.0,67861000000.0,15531000000.0,845000000.0,175018000000,146106000000,-5437000000.0,82865000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,-66902000000.0,128792000000.0,,-11406000000.0,21553000000,719000000.0,1948950000000,328000000,-483000000.0,,,-26199000000.0,-195000000.0,,60734000000,7685000000.0,135396000000.0,69976000000.0,232499000000,,-160000000.0,354912000000,653000000,653000000,16286000000.0,-30770000000.0,39254000000,,4615000000,541020000000,27000000.0,35139000000.0,,-15603000000.0,719000000,,8690000000.0,,66000000,13104000000,2181449000000,-15603000000.0,43370000000.0,15419000000.0,787000000.0,176761000000,149271000000,-4996000000.0,120102000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,-35399000000.0,123717000000.0,,7767000000.0,21606000000,3147000000.0,1924879000000,2098000000,-483000000.0,,,17824000000.0,354000000.0,,62712000000,-4421000000.0,133900000000.0,69976000000.0,235975000000,,-78000000.0,301848000000,2463000000,2463000000,14142000000.0,-54364000000.0,39019000000,,4444000000,539942000000,45000000.0,-30373000000.0,,18356000000.0,3147000000,,-5075000000.0,,684000000,12653000000,2160854000000,18356000000.0,37812000000.0,13215000000.0,763000000.0,176763000000,146067000000,-3500000000.0,128792000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,-37902000000.0,106415000000.0,,-17960000000.0,20196000000,1110000000.0,1927556000000,-33000000,-471000000.0,,,3568000000.0,672000000.0,,62583000000,2531000000.0,144976000000.0,69976000000.0,238606000000,66341000000.0,68000000.0,286534000000,340000000,340000000,14635000000.0,-26138000000.0,35291000000,,4038000000,556937000000,79000000.0,-9345000000.0,,9298000000.0,1110000000,,-17302000000.0,,770000000,12436000000,2166162000000,9152000000.0,31427000000.0,12272000000.0,752000000.0,176834000000,122365000000,-811000000.0,123717000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,-45279000000.0,110752000000.0,,-15578000000.0,17961000000,-1904000000.0,1973018000000,367000000,-472000000.0,,,-32687000000.0,-3566000000.0,286906000000.0,62843000000,6843000000.0,148579000000.0,69976000000.0,236956000000,71467000000.0,-150000000.0,275585000000,732000000,732000000,15353000000.0,-13117000000.0,30731000000,,3647000000,573613000000,98000000.0,46995000000.0,,-25909000000.0,-1904000000,,4337000000.0,,-2636000000,11858000000,2209974000000,-25763000000.0,39427000000.0,12535000000.0,736000000.0,176910000000,129446000000,-2797000000.0,106415000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,-36290000000.0,100980000000.0,,1670000000.0,22934000000,3632000000.0,1936178000000,2250000000,-482000000.0,,,19142000000.0,-146000000.0,,64984000000,3317000000.0,132685000000.0,69930000000.0,238433000000,71281000000.0,-64000000.0,279641000000,2623000000,2623000000,15523000000.0,-12556000000.0,42148000000,,3437000000,577737000000,1000000.0,-36552000000.0,,26468000000.0,3632000000,,-9772000000.0,,1009000000,11085000000,2174611000000,26468000000.0,40071000000.0,12275000000.0,687000000.0,176937000000,113720000000,-3488000000.0,110752000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
