date,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyBasicEPS,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyChangeInInventory
1984-03-31,,,7600000.0,,,,,,,7600000,,,,,,,7600000,,,,7600000,1.0,,,,,,,,,,,,,,,,,,,,7600000.0,,,,,,,,,,,,,,,,14900000,,14900000,,,14900000,1.0,,,,,,,,,,,,,
1984-06-30,,,7408537.0,,,,,,,24300000,,,,,,,24300000,,,,24300000,3.28,,,,,,,,,,,,,,,,,,,,7408537.0,,,,,,,,,,,,,,,,59200000,,59200000,,,59200000,3.28,,,,,,,,,,,,,
1984-09-30,,,7500000.0,,,,,,,2400000,,,,,,,2400000,,,,2400000,0.32,,,,,,,,,,,,,,,,,,,,7500000.0,,,,,,,,,,,,,,,,6600000,,6600000,,,6600000,0.32,,,,,,,,,,,,,
1984-12-31,41300000.0,,,,,,,,139600000.0,900000,,,,,,,900000,,,98900000.0,900000,,,,,24000000.0,,,,,,,,,,,40700000.0,,,,,,,,,,,,,,,,,,,,,4300000,,33800000,,,33800000,,,,,,,,,,,,,,
1985-03-31,,,4250000.0,,,,,,,1700000,,,,,,,1700000,,,,1700000,0.4,,,,,,,,,,,,,,,,,,,,4250000.0,,,,,,,,,,,,,,,,7200000,,7200000,,,7200000,0.4,,,,,,,,,,,,,
1985-06-30,,,4318182.0,,,,,,,1900000,,,,,,,1900000,,,,1900000,0.44,,,,,,,,,,,,,,,,,,,,4318182.0,,,,,,,,,,,,,,,,20800000,,20800000,,,20800000,0.44,,,,,,,,,,,,,
1985-09-30,,,4166667.0,,,,,,,2500000,,,,,,,2500000,,,,2500000,0.6,,,,,,,,,,,,,,,,,,,,4166667.0,,,,,,,,,,,,,,,,6500000,,6500000,,,6500000,0.6,,,,,,,,,,,,,
1985-12-31,47700000.0,,,,,,,,130400000.0,3300000,,,,,,,3300000,,,84900000.0,3300000,,,,,30800000.0,,,,,,,,,,,45500000.0,,,,,,,,,,,,,,,,,,,,,6300000,,29600000,,,29600000,,,,,,,,,,,,,,
1986-03-31,,,4285714.0,,,,,,,1200000,,,,,,,1200000,,,,1200000,0.28,,,,,,,,,,,,,,,,,,,,4285714.0,,,,,,,,,,,,,,,,4600000,,4600000,,,4600000,0.28,,,,,,,,,,,,,
1986-06-30,,,4296875.0,,,,,,,11000000,,,,,,,11000000,,,,11000000,2.56,,,,,,,,,,,,,,,,,,,,4296875.0,,,,,,,,,,,,,,,,22300000,,22300000,,,22300000,2.56,,,,,,,,,,,,,
1986-09-30,,,4298246.0,,,,,,,9800000,,,,,,,9800000,,,,9800000,2.28,,,,,,,,,,,,,,,,,,,,4298246.0,,,,,,,,,,,,,,,,12900000,,12900000,,,12900000,2.28,,,,,,,,,,,,,
1986-12-31,74000000.0,,,,,,,,145200000.0,7600000,,,,,,,7600000,,,73200000.0,7600000,,,,,12700000.0,,,,,,,,,,,72000000.0,,,,,,,,,,,,,,,,,,,,,16100000,,28500000,,,28500000,,,,,,,,,,,,,,
1987-03-31,,,7222222.0,,,,,,,2600000,,,,,,,2600000,,,,2600000,0.36,,,,,,,,,,,,,,,,,,,,7222222.0,,,,,,,,,,,,,,,,4600000,,4600000,,,4600000,0.36,,,,,,,,,,,,,
1987-06-30,,,6111111.0,,,,,,,2200000,,,,,,,2200000,,,,2200000,0.36,,,,,,,,,,,,,,,,,,,,6111111.0,,,,,,,,,,,,,,,,4800000,,4800000,,,4800000,0.36,,,,,,,,,,,,,
1987-09-30,,,6944444.0,,,,,,,2500000,,,,,,,2500000,,,,2500000,0.36,,,,,,,,,,,,,,,,,,,,6944444.0,,,,,,,,,,,,,,,,5000000,,5000000,,,5000000,0.36,,,,,,,,,,,,,
1987-12-31,107000000.0,,,,,,,,145400000.0,3800000,,,,,,,3800000,,,32300000.0,3800000,,,,,,,,,,,,,,,,113100000.0,,,,,,,,,,,,,,,,,,,,,4500000,,11200000,,,11200000,,,,,,,,,,,,,,
1988-03-31,,,6363636.0,,,,,,,2800000,,,,,,,2800000,,,,2800000,0.44,,,,,,,,,,,,,,,,,,,,6363636.0,,,,,,,,,,,,,,,,4900000,,4900000,,,4900000,0.44,,,,,,,,,,,,,
1988-06-30,,,6666667.0,,,,,,,1600000,,,,,,,1600000,,,,1600000,0.24,,,,,,,,,,,,,,,,,,,,6666667.0,,,,,,,,,,,,,,,,4900000,,4900000,,,4900000,0.24,,,,,,,,,,,,,
1988-09-30,,,6750000.0,,,,,,,2700000,,,,,,,2700000,,,,2700000,0.4,,,,,,,,,,,,,,,,,,,,6750000.0,,,,,,,,,,,,,,,,4900000,,4900000,,,4900000,0.4,,,,,,,,,,,,,
1988-12-31,101900000.0,,,,,,,,149400000.0,2600000,,,,,,,2600000,,,40400000.0,2600000,,,,,11900000.0,,,,,,,,,,,109000000.0,,,,,,,,,,,,,,,,,,,,,5000000,,13600000,,,13600000,,,,,,,,,,,,,,
1989-03-31,,,6500000.0,,,,,,,2600000,,,,,,,2600000,,,,2600000,0.4,,,,,,,,,,,,,,,,,,,,6500000.0,,,,,,,,,,,,,,,,4200000,,4200000,,,4200000,0.4,,,,,,,,,,,,,
1989-06-30,100900000.0,,6250000.0,1300000.0,,,,,153400000.0,1500000,,,,,,,1500000,,,46400000.0,1500000,0.24,,,,19900000.0,,,,,,,-1200000.0,,,,107000000.0,,,,,6250000.0,6100000.0,0.0,,,,,,,,,,,,,,4100000,,5300000,,,5300000,0.24,55100000.0,,,,6100000.0,,,,,,,,
1989-09-30,100700000.0,200000.0,6666667.0,1200000.0,,,,,158200000.0,2400000,,-1200000.0,,-400000.0,,600000.0,2400000,,,51400000.0,2400000,0.36,-4900000.0,,,20800000.0,,,-2600000.0,,,,-700000.0,,,,106800000.0,-100000.0,-300000.0,,,6666667.0,,,,,4300000.0,,-100000.0,,0.0,,,-4100000.0,1600000.0,2900000.0,,4500000,1000000.0,5200000,,,5400000,0.36,59300000.0,,,,,-600000.0,-400000.0,,,,,,
1989-12-31,101300000.0,300000.0,,1500000.0,,,,,157200000.0,8700000,,-2800000.0,,,,-500000.0,8700000,,,49300000.0,8700000,,1100000.0,,,25700000.0,,,-8000000.0,,,,-200000.0,,,,107900000.0,0.0,5600000.0,,,,,,,100000.0,4800000.0,,100000.0,,100000.0,,,-5000000.0,-3100000.0,2200000.0,,10300000,-800000.0,10500000,,,10800000,,59200000.0,,,,,-6000000.0,100000.0,,,,,,
1990-03-31,106700000.0,300000.0,6370968.0,1200000.0,,,,,167100000.0,7900000,,-2500000.0,,-200000.0,,100000.0,7900000,,,53800000.0,7900000,1.24,-12100000.0,,,31000000.0,,,-2600000.0,,,8400000.0,-500000.0,18000000.0,,,113300000.0,,-7400000.0,,,6370968.0,,,,200000.0,5300000.0,,-100000.0,,,,,-4500000.0,2700000.0,2000000.0,,10200000,0.0,10700000,,500000.0,11000000,1.24,62900000.0,,,,,-6200000.0,-7400000.0,,,,,,
1990-06-30,106500000.0,500000.0,6666667.0,1300000.0,,,,,167800000.0,2400000,,1500000.0,,0.0,,0.0,2400000,,,54700000.0,2400000,0.36,-400000.0,,,31900000.0,,,-2600000.0,,,2600000.0,-900000.0,,,,113100000.0,,-100000.0,,,6666667.0,,,,500000.0,900000.0,,200000.0,,,,,-300000.0,-1700000.0,1800000.0,,5200000,400000.0,6100000,,200000.0,6600000,0.36,63000000.0,,,,,-1600000.0,-300000.0,,,,,,
1990-09-30,108500000.0,500000.0,6617647.0,1200000.0,,,,,167100000.0,4500000,,2300000.0,,100000.0,,-2400000.0,4500000,,,52000000.0,4500000,0.68,-1600000.0,,,32700000.0,,,-2600000.0,,,1200000.0,-500000.0,,,,115100000.0,,-1000000.0,,,6617647.0,,,,400000.0,800000.0,,-500000.0,,,,,-700000.0,-1800000.0,3000000.0,,3400000,-5800000.0,3900000,,-3300000.0,4400000,0.68,62700000.0,,,,,3800000.0,-500000.0,,,,,,
1990-12-31,108800000.0,600000.0,,800000.0,,,,,168400000.0,2900000,,1200000.0,,,,-700000.0,2900000,,,53100000.0,2900000,,-5500000.0,,,34300000.0,,,-2600000.0,,,3200000.0,-1000000.0,,,,115300000.0,,-4200000.0,,,,,,,300000.0,1600000.0,,800000.0,,,,,-1400000.0,-1000000.0,2600000.0,,5300000,200000.0,6300000,,300000.0,6900000,,63700000.0,,,,,-1100000.0,-3700000.0,,,,,,
1991-03-31,108400000.0,500000.0,6388889.0,1200000.0,,,,,169500000.0,2300000,,2400000.0,,,,-200000.0,2300000,,,54600000.0,2200000,0.36,-700000.0,,,35100000.0,,,-2600000.0,,,2500000.0,-2000000.0,6000000.0,,,114900000.0,,-200000.0,,,6388889.0,2900000.0,0.0,,300000.0,800000.0,,-100000.0,,,,,-500000.0,-1800000.0,2900000.0,,6000000,-600000.0,8000000,,300000.0,8500000,0.36,63300000.0,,,,2900000.0,800000.0,400000.0,,,,,,
1991-06-30,107500000.0,600000.0,6428571.0,1400000.0,,,,,169400000.0,1800000,,2700000.0,,,,500000.0,1800000,,,55200000.0,1700000,0.28,-400000.0,,,,,,-2600000.0,,,1800000.0,-1300000.0,,,,114200000.0,,-200000.0,,,6428571.0,2800000.0,0.0,,300000.0,100000.0,,300000.0,,,,,-200000.0,-2500000.0,2900000.0,,4700000,1600000.0,6000000,,100000.0,6600000,0.28,63000000.0,,,,2800000.0,-900000.0,0.0,,,,,,
1991-09-30,106900000.0,600000.0,7142857.0,1300000.0,,,,,169600000.0,2000000,,2800000.0,,,,400000.0,2000000,,,56000000.0,1900000,0.28,-600000.0,,,35300000.0,,,-2600000.0,,,1800000.0,-1500000.0,,,,113600000.0,,1300000.0,,,7142857.0,2700000.0,0.0,,300000.0,100000.0,,200000.0,,,,,-200000.0,-2500000.0,3000000.0,,4900000,1200000.0,6400000,,-100000.0,7000000,0.28,62700000.0,,,,2700000.0,-700000.0,-100000.0,,,,,,
1991-12-31,107500000.0,500000.0,,,,,,,169400000.0,3200000,,1500000.0,,,,-600000.0,3200000,,,55300000.0,3400000,,-100000.0,,,,,,-2600000.0,,,3500000.0,-5700000.0,,,,114100000.0,,-1300000.0,,,,2500000.0,0.0,34700000.0,200000.0,-100000.0,,,,,,,-500000.0,-2700000.0,2000000.0,,5600000,-2000000.0,11300000,,100000.0,11800000,,63600000.0,,,,2500000.0,100000.0,-800000.0,,,,,,
1992-03-31,107400000.0,700000.0,6944444.0,1200000.0,,,,,169400000.0,2500000,,2100000.0,,-300000.0,,,2500000,,,55400000.0,2500000,0.36,-600000.0,,,,,,-2600000.0,,,2600000.0,-1800000.0,5600000.0,,,114000000.0,-200000.0,300000.0,,,6944444.0,2300000.0,0.0,35100000.0,200000.0,-100000.0,100000.0,100000.0,,,,,-700000.0,-2200000.0,2800000.0,,5900000,200000.0,7700000,,100000.0,8400000,0.36,63400000.0,,,,2300000.0,-600000.0,100000.0,,,,,,
1992-06-30,97600000.0,400000.0,6730769.0,1100000.0,,,,,170700000.0,3500000,,3700000.0,,-200000.0,,,3500000,,,55800000.0,3500000,0.52,-200000.0,,,,,,-2600000.0,,,4300000.0,-1200000.0,,,,114900000.0,-400000.0,400000.0,,,6730769.0,2200000.0,0.0,34800000.0,300000.0,-300000.0,200000.0,0.0,,,,,-600000.0,-2900000.0,4300000.0,,6700000,3000000.0,7900000,,800000.0,8300000,0.52,63200000.0,,,,2200000.0,-2600000.0,1100000.0,,,,,,
1992-09-30,102300000.0,700000.0,6521739.0,1200000.0,,,,,168800000.0,7500000,,-200000.0,,0.0,,-200000.0,7500000,,,49100000.0,7500000,2.08,-1200000.0,,,,,,-2600000.0,,,7200000.0,-1700000.0,,,,119700000.0,-300000.0,-5000000.0,,,6521739.0,2000000.0,0.0,34500000.0,300000.0,-300000.0,6000000.0,0.0,,,,,-2200000.0,-2900000.0,2000000.0,,10400000,-400000.0,12100000,,-300000.0,12800000,2.08,63000000.0,,,,2000000.0,-5700000.0,-2100000.0,,,,,,
1992-12-31,100900000.0,500000.0,,,,,,,195800000.0,2300000,,-200000.0,,,,-400000.0,2300000,,,19700000.0,2300000,,-4600000.0,,,,,,-3700000.0,,,2100000.0,-6400000.0,,,,176100000.0,-34100000.0,3700000.0,,,,1900000.0,0.0,9100000.0,0.0,32300000.0,,-300000.0,,,,,-2500000.0,28600000.0,2300000.0,,4900000,-1400000.0,11300000,,-200000.0,11800000,,64500000.0,,,0.0,1900000.0,900000.0,26400000.0,,,,,,
1993-03-31,98700000.0,700000.0,7000000.0,1800000.0,,,,,192500000.0,1400000,,2600000.0,,,,-1300000.0,1400000,,,18600000.0,1200000,0.2,-700000.0,,,9100000.0,,,-3700000.0,,,700000.0,-2400000.0,31000000.0,,,173900000.0,,-300000.0,,,7000000.0,1800000.0,0.0,,,0.0,,600000.0,,,,,-400000.0,-3700000.0,3000000.0,,4800000,-1400000.0,7200000,,-500000.0,7900000,0.2,64200000.0,,,,1800000.0,2500000.0,-1400000.0,,,,,,
1993-06-30,98200000.0,700000.0,8000000.0,1800000.0,,,,,191700000.0,3200000,,-6400000.0,,,,100000.0,3200000,,,18200000.0,2700000,0.4,-10700000.0,,,9100000.0,,,-3700000.0,,,,-1300000.0,,,,173500000.0,,-300000.0,,,8000000.0,,,,,0.0,,1800000.0,,,,,-10200000.0,-3700000.0,3800000.0,,5800000,3800000.0,7100000,,,7800000,0.4,74300000.0,,,,,-3400000.0,-10600000.0,,,,,,
1993-09-30,97400000.0,1000000.0,9062500.0,1800000.0,,,,,195900000.0,2900000,,-1600000.0,,,,3300000.0,2900000,,,19500000.0,1700000,0.32,-9000000.0,,,9400000.0,,,-3700000.0,,,1300000.0,-2400000.0,,,,172700000.0,,-800000.0,,,9062500.0,,,,,0.0,,400000.0,,,,,-8400000.0,-3700000.0,6800000.0,,5500000,7400000.0,7900000,,-400000.0,8900000,0.32,85000000.0,,,,,-3300000.0,-5800000.0,,,,,,
1993-12-31,95700000.0,800000.0,,2000000.0,,,,,319700000.0,4400000,,-10900000.0,,,,-3200000.0,4400000,,,45500000.0,4400000,,-103100000.0,,,35200000.0,,,-6100000.0,,,4500000.0,-1900000.0,,,,270600000.0,,-90700000.0,,,,1300000.0,0.0,,,126300000.0,,-100000.0,,,,,-12400000.0,120200000.0,1500000.0,,8500000,-6600000.0,10400000,,100000.0,11200000,,98800000.0,,,,1300000.0,2900000.0,18500000.0,,,,,,
1994-03-31,94400000.0,800000.0,10909091.0,2100000.0,,,,,320800000.0,4800000,,-3500000.0,,,,-1300000.0,4800000,,,47800000.0,4800000,0.44,-31500000.0,,,37000000.0,,,-6100000.0,,,,-1900000.0,31700000.0,,,269400000.0,-800000.0,-23200000.0,,,10909091.0,1000000.0,0.0,,,2700000.0,,-200000.0,,,,,-8300000.0,-4200000.0,4800000.0,,8600000,-3000000.0,10500000,,,11300000,0.44,107800000.0,,,,1000000.0,2200000.0,-31000000.0,,,,,,
1994-06-30,96300000.0,900000.0,10657895.0,2000000.0,,,,,296300000.0,8100000,,0.0,,,,1600000.0,8100000,,,21400000.0,8100000,0.76,24600000.0,,3200000.0,9500000.0,,,-6200000.0,,,8200000.0,-2300000.0,,,,271300000.0,-47000000.0,33500000.0,,,10657895.0,800000.0,0.0,,300000.0,-2600000.0,,-800000.0,,,,,-8900000.0,-33700000.0,8900000.0,,12800000,1600000.0,15100000,,100000.0,16000000,0.76,114600000.0,,,,800000.0,-1700000.0,0.0,,,,,,
1994-09-30,96300000.0,1000000.0,10166667.0,1800000.0,,,,,307900000.0,6100000,,-100000.0,,,,1900000.0,6100000,,,32900000.0,6100000,0.6,-13300000.0,,1700000.0,20100000.0,,,-6100000.0,,,5900000.0,-5500000.0,,,,271400000.0,-15600000.0,-6900000.0,,,10166667.0,700000.0,0.0,,,900000.0,,700000.0,,,,,-11300000.0,4600000.0,11200000.0,,13200000,5200000.0,18700000,,-200000.0,19700000,0.6,121200000.0,,,,700000.0,-1100000.0,2400000.0,,,,,,
1994-12-31,97539000.0,962000.0,,1638000.0,,,,,330817000.0,7895000,,-14366000.0,,,,300000.0,7895000,130838000.0,,54288000.0,7895000,,-25345000.0,,7680000.0,41799000.0,,,-6664000.0,,,1473000.0,32402000.0,,,27864000.0,272898000.0,-3714000.0,2144000.0,,,,3407000.0,3407000.0,,111000.0,21625000.0,40111000.0,-300000.0,,,,,-25073000.0,14961000.0,10707000.0,1345000.0,-3594000,-1857000.0,-35996000,,-66000.0,-35034000,,137130000.0,,,,,3702000.0,323000.0,,,,,,
1995-03-31,96700000.0,1100000.0,10535714.0,2000000.0,,,,,353600000.0,5900000,,-16000000.0,,,,1300000.0,5900000,,,77600000.0,5900000,0.56,-30300000.0,,,65900000.0,,,-6700000.0,,,6100000.0,-3200000.0,3400000.0,,,272300000.0,-500000.0,-4800000.0,,,10535714.0,,,,200000.0,-100000.0,,700000.0,,,,,-25500000.0,17600000.0,9500000.0,,11400000,4000000.0,14600000,,200000.0,15700000,0.56,159100000.0,,,200000.0,,-1500000.0,-3300000.0,,,,,,
