date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyEbitda,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyCashDividendsPaid,quarterlyInventory,quarterlyNonCurrentDeferredRevenue
2014-05-31,255353000,72398000,220998000,667264000.0,220998000,242617025.0,2027325000,691000,205055000,16906000,-173518000.0,0.0,107892000.0,14610000,-26426000,140911000.0,-176020000,,915000,1077083000,-3417000.0,,-58641000,0.0,,221113000,15943000,0.227746,87710000,0.0,-4032000,57372000,83385000,136150000,267250000,,36032000.0,1073127000,820875000,1308434000,49142000,-825000.0,206478000,2148014000,4427591000,,568008000,194687000,55492000,244327750.0,5248466000,55492000,55492000,3221141000,51775000,18627000,59896000,416771000,224945000,146601000,3064631000.0,4066000,-937000,0.227746,349434000,1715595000.0,,343063000,-23365000,1101000.0,220998000,,,,,,
2014-08-31,260657000,61734000,261813000,613134000.0,261813000,242805525.0,2111170000,691000,220998000,15217000,-91231000.0,-133938000.0,54363000.0,12295000,-32278000,218793000.0,41198000,,1282000,1100556000,-3853000.0,,-62807000,35330000.0,,167476000,40815000,0.191194,76146000,0.0,-20570000,47111000,46274000,124597000,281952000,,47727000.0,1137315000,811747000,1354951000,50568000,-430000.0,209957000,2104307000,4541045000,,556011000,135198000,46517000,245088862.0,5352792000,46517000,46517000,3241622000,54152000,17195000,60965000,365591000,219208000,136529000,3141342000.0,1084000,-2368000,0.191194,338336000,1681483000.0,,336803000,-165096000,-9801000.0,261813000,,,,,,
2014-11-30,269204000,74405000,153156000,596187000.0,153156000,243100723.0,2159546000,694000,261813000,14287000,-2377919000.0,-76457000.0,-56816000.0,13233000,-31139000,36257000.0,-83871000,-248580000.0,-17306000,1091109000,-8646000.0,549999000.0,-106725000,0.0,,85649000,-108657000,0.244616,91140000,0.0,-18622000,52245000,-37653000,140436000,301419000,,39636000.0,955057000,770587000,1415069000,52798000,-11372000.0,217945000,2233827000,4577843000,,582317000,54510000,60118000,246404804.0,5348430000,60118000,60118000,3188884000,51171000,27991000,60973000,421374000,221973000,168493000,3157324000.0,-8454000,-3753000,0.247427,347419000,1806098000.0,,360344000,-111236000,-1743000.0,153156000,,,,,,
2015-02-28,251429000,48592000,209719000,737039000.0,209719000,244341976.0,2142751000,700000,153156000,9072000,-39272000.0,-168618000.0,-16096000.0,16994000,-38812000,35987000.0,82585000,,5128000,1107309000,-53271000.0,,-144608000,,,188038000,56563000,0.160265,79886000,0.0,12975000,47763000,51744000,121505000,308510000,,33490000.0,1053122000,849910000,1454589000,55919000,-978000.0,196434000,2369827000,4715790000,,546261000,149226000,39520000,246483049.0,5565700000,39520000,39520000,3422949000,52638000,26734000,72195000,439180000,214946000,175865000,3273237000.0,-1779000,-14460000,0.163077,351434000,1937097000.0,,331315000,-207543000,-19562000.0,209719000,,,,,,
2015-05-31,271905000,65655000,225879000,680863000.0,225879000,244701193.0,2163154000,700000,209719000,14703000,-113991000.0,-201290000.0,83724000.0,17454000,-30226000,36001000.0,104098000,,65000,1129553000,-51976000.0,,-155487000,7772000.0,,146246000,16160000,0.208064,90599000,0.0,-16919000,52116000,18591000,142019000,316999000,,34344000.0,988580000,795669000,1505541000,58910000,-1307000.0,210977000,2541095000,4897160000,,591407000,116020000,50952000,245800182.0,5692829000,50952000,50952000,3529675000,57852000,24326000,70490000,365265000,228903000,151283000,3426282000.0,1440000,-7670000,0.208064,362285000,2093091000.0,,362504000,-229323000,12560000.0,225879000,,,,,,
2015-08-31,268401000,76876000,263605000,607073000.0,263605000,243111393.0,2190982000,701000,225879000,17632000,-68995000.0,0.0,33661000.0,18125000,-28650000,36014000.0,-86661000,,687000,1111796000,-43353000.0,,-171848000,31733000.0,,162377000,37726000,0.241804,96733000,0.0,-17320000,57713000,28115000,154929000,322802000,,33335000.0,962670000,790248000,1564785000,59928000,-733000.0,208239000,2495947000,4859351000,,587945000,133727000,59244000,244765212.0,5649599000,59244000,59244000,3458617000,63321000,24114000,64787000,330673000,222811000,141159000,3400639000.0,3601000,-2006000,0.244616,355932000,2049083000.0,,365134000,-26630000,8999000.0,263605000,,,,,,
2015-11-30,265096000,59516000,291580000,552498000.0,291580000,241646073.0,2200877000,703000,263605000,12162000,-38894000.0,0.0,-45231000.0,18411000,-25233000,36019000.0,-54548000,-297530000.0,-386000,1014691000,-100268000.0,611896000.0,-191213000,23339000.0,,115978000,29543000,0.371141,95814000,32097000.0,-13663000,59180000,-59720000,133503000,314366000,,34217000.0,960133000,955342000,1655262000,60744000,-2836000.0,209273000,2440071000,4645739000,,555706000,90745000,90477000,244505580.0,5601081000,90477000,47354000,3400204000,58619000,22593000,57135000,355913000,194796000,151523000,3287459000.0,-6989000,-18206000,0.373953,259524000,2095183000.0,,360910000,-32463000,-6128000.0,293148000,,,,,,
2016-02-29,248654000,51636000,60499000,663258000.0,60499000,239814424.0,2139157000,711000,293148000,10409000,-194001000.0,-1113440000.0,-41334000.0,28140000,-24490000,588158000.0,747234000,,-15430000,1339396000,-104335000.0,,-217314000,15280000.0,,151902000,-231948000,0.18557,88997000,42022000.0,12891000,50244000,3326000,140291000,319339000,,30575000.0,1595412000,805778000,1700306000,60515000,-856000.0,186922000,2827869000,5756660000,,548446000,127412000,45044000,242147554.0,6562438000,45044000,41227000,4423281000,74065000,28483000,74049000,408844000,210795000,173616000,4062812000.0,2059000,-9485000,0.188382,317463000,2410043000.0,,337651000,-1130389000,-16463000.0,61200000,,,,,,
2016-05-31,271272000,58254000,345540000,649794000.0,345540000,240333688.0,2255942000,711000,61200000,13406000,-75881000.0,0.0,54370000.0,27237000,-28170000,473796000.0,-38501000,,60000,1320421000,-1680000.0,,-182571000,45498000.0,,176666000,284340000,0.208064,104410000,0.0,12718000,45399000,59397000,149785000,318451000,,33864000.0,1450080000,863359000,1750408000,64294000,-800000.0,207333000,2910170000,5752833000,,587969000,148496000,50102000,241165932.0,6616192000,50102000,44848000,4360250000,66906000,26248000,69575000,378026000,212287000,166081000,4081083000.0,192428000,-19200000,0.208064,329838000,2487524000.0,,375682000,154628000,-3410000.0,345540000,,,,,,
2016-08-31,420300000,-52900000,200700000,803400000.0,200700000,340100000.0,8365800000,4500000,345540000,-23100000,-2606918000.0,99040000.0,52764000.0,36500000,-46640000,126000000.0,-379033000,,-5630000,4565200000,-158585000.0,,-218800000,32700000.0,,146532000,-144792000,-0.09,98400000,0.0,-19509000,57400000,24477000,75300000,391600000,,80461000.0,1453000000,929500000,1718800000,91691000,-544000.0,331400000,4481200000,13370500000,,724600000,99892000,-31700000,340100000.0,14300000000,-31700000,-31000000,5934200000,111900000,12000000,152400000,514700000,205900000,299400000,8395100000.0,-3987000,-115100000,-0.09,1125800000,3140000000.0,,518700000,58161000,-20727000.0,200700000,,,,,,
2016-11-30,375900000,85200000,138900000,770200000.0,138900000,416600000.0,8105000000,4500000,200700000,-5800000,-488000000.0,0.0,-74300000.0,27400000,-48300000,104600000.0,-152200000,-591500000.0,3800000,4351800000,-341200000.0,1007700000.0,-438800000,11900000.0,,163200000,-61800000,0.21,152400000,0.0,600000,58900000,-109500000,231800000,416200000,,61300000.0,1412400000,933500000,1806900000,119200000,-3500000.0,254800000,4424000000,13007900000,,873800000,114900000,89300000,432900000.0,13941400000,89300000,87700000,5836400000,74700000,10500000,147200000,565800000,345500000,292800000,8214600000.0,-195000000,-40200000,0.21,974500000,3279300000.0,,528300000,-65200000,28100000.0,138900000,,,,,,
2017-02-28,390100000,64400000,154800000,906900000.0,154800000,406200000.0,7691700000,4600000,138900000,-3600000,-1057500000.0,0.0,-16700000.0,31800000,-71700000,582900000.0,-166600000,,-9500000,4255900000,-591900000.0,,-460700000,13700000.0,,250700000,15900000,0.16,127100000,0.0,8800000,52500000,-21300000,217000000,445000000,,75200000.0,1967400000,1044600000,1872300000,120800000,-600000.0,268400000,4346600000,12961100000,,844200000,179000000,66000000,422200000.0,14005700000,66000000,66000000,6314000000,110900000,47000000,97600000,668800000,327000000,315500000,8198400000.0,2600000,-31400000,0.16,1013300000,3131500000.0,,517200000,-66400000,-12600000.0,154800000,,,,,,
2017-05-31,401700000,99700000,162500000,869400000.0,162500000,399700000.0,7608600000,4700000,154800000,-1000000,-127700000.0,0.0,6300000.0,37700000,-58800000,561200000.0,-126600000,,0,4236300000,-484100000.0,,-309800000,5500000.0,,200600000,7700000,0.24,166700000,0.0,-31300000,60000000,-53700000,260200000,470100000,,64600000.0,1859600000,1024200000,1971000000,122800000,-700000.0,274600000,4603000000,13047000000,,906100000,141800000,99300000,415600000.0,14071200000,99300000,98800000,6462600000,114900000,48700000,93200000,669700000,337700000,279000000,8277100000.0,-2900000,-29900000,0.25,974100000,3423200000.0,,568400000,-55400000,-1200000.0,162500000,,,,,,
2017-08-31,395800000,111500000,153800000,814100000.0,153800000,397600000.0,7702100000,4700000,162500000,-36700000,-670900000.0,0.0,22100000.0,41500000,-61300000,561100000.0,-208100000,,2600000,4110300000,-324000000.0,,-213200000,12700000.0,,267300000,-8700000,0.35,167300000,0.0,-76000000,49900000,15500000,273800000,506900000,,63400000.0,1840700000,972100000,2116800000,120800000,-700000.0,271900000,4474100000,13044800000,,904700000,206000000,145900000,414200000.0,14016900000,145900000,147100000,6314800000,115500000,55300000,88000000,655500000,341600000,283800000,8357500000.0,-2600000,-14800000,0.37,829300000,3424700000.0,,563100000,-66300000,-3700000.0,153800000,,,,,,
2017-11-30,426500000,96500000,133800000,790800000.0,133800000,397600000.0,8004400000,4700000,153800000,-8600000,-525100000.0,-401100000.0,-39200000.0,43300000,-68400000,576000000.0,172000000,-626400000.0,-149500000,4188300000,82200000.0,1157700000.0,-85000000,5500000.0,,242900000,-20000000,0.26,176100000,0.0,-1600000,53400000,-56700000,267900000,531300000,,58700000.0,1906100000,1015000000,2217600000,128100000,-3700000.0,288000000,4643900000,13539400000,,944700000,174500000,105700000,412900000.0,14554400000,105700000,105100000,6550000000,105900000,34200000,93000000,693500000,342100000,323000000,8778500000.0,3400000,-36900000,0.27,869800000,3617300000.0,,602600000,-458200000,-2500000.0,133800000,,,,,,
2018-02-28,422500000,94100000,156000000,919300000.0,156000000,398000000.0,8162300000,4700000,133800000,-146600000,-657000000.0,,-110600000.0,46300000,-58300000,90900000.0,-118900000,,-91300000,4128600000,-172500000.0,,-29700000,8500000.0,,202900000,22200000,0.59,166700000,0.0,-187900000,50100000,-42100000,271000000,539700000,,61900000.0,1480400000,1165800000,2464800000,130600000,-500000.0,290500000,5054000000,13530900000,,932100000,144600000,241300000,412100000.0,14696700000,241300000,240700000,6534400000,136900000,41100000,94700000,802700000,342900000,351900000,8810400000.0,100000,-27000000,0.61,691000000,4186100000.0,,589200000,-55100000,-1100000.0,156000000,,,,,,
2018-05-31,433500000,126200000,159000000,872000000.0,159000000,391800000.0,7768700000,4700000,156000000,12000000,-502900000.0,,62900000.0,55300000,-56400000,105800000.0,-275400000,,-10100000,3544800000,-500000000.0,,-143600000,13000000.0,,382700000,3000000,0.28,206400000,86500000.0,3700000,42100000,76600000,312500000,508900000,,57700000.0,1561700000,2207100000,2579500000,131000000,-800000.0,299500000,5135400000,12258700000,,1008300000,326300000,114700000,403600000.0,14465800000,114700000,114200000,6697100000,148500000,51800000,85200000,704200000,368400000,347100000,8142100000.0,-8000000,-25800000,0.29,594400000,4353700000.0,,639900000,-78300000,-9400000.0,159000000,,,,,,
2018-08-31,416200000,111600000,154400000,897000000.0,154400000,393000000.0,7891600000,4700000,159000000,7900000,-1561700000.0,-1872600000.0,75600000.0,56700000,-53800000,1166300000.0,1595300000,,-65800000,4434800000,0.0,,-220600000,10500000.0,,346400000,-4600000,0.26,209500000,,-19000000,39600000,83300000,302400000,591900000,,52500000.0,2563400000,1114100000,2684000000,134100000,-900000.0,280600000,5751300000,15092200000,,1001000000,292600000,104500000,405100000.0,16206300000,104500000,103500000,8314700000,162400000,51000000,109700000,760600000,375300000,294700000,10003400000.0,500000,-42100000,0.26,666000000,4893800000.0,,625700000,-1930800000,-2800000.0,154400000,,,,,,
2018-11-30,457900000,92400000,120000000,886800000.0,120000000,394500000.0,8020500000,4700000,154400000,11300000,-401000000.0,5200000.0,-39700000.0,67400000,-54200000,789900000.0,-328000000,-784600000.0,-11700000,4484800000,0.0,1364200000.0,-298900000,8000000.0,,357500000,-34400000,0.2,200800000,,-8500000,63800000,70300000,305300000,579600000,,69600000.0,2320300000,1099400000,2743100000,145500000,-400000.0,316600000,5721500000,14962900000,,1067800000,303300000,81800000,406700000.0,16062300000,81800000,80800000,8041800000,109100000,47900000,88400000,792900000,409100000,357700000,9836000000.0,1200000,-41600000,0.21,699900000,4889200000.0,,658700000,-47900000,24200000.0,120000000,,,,,,
2019-02-28,440300000,108200000,133200000,1026300000.0,133200000,398000000.0,8332300000,4800000,120000000,-900000,-392900000.0,,-155700000.0,66900000,-63200000,484900000.0,-111900000,,-51700000,4443000000,0.0,,-164700000,6000000.0,1400000.0,188000000,13200000,0.27,206300000,,-23400000,56400000,-99400000,317400000,596400000,,59700000.0,2087200000,1326200000,2906400000,142300000,-500000.0,300000000,5963900000,15057200000,-5100000.0,1046400000,124800000,109700000,408000000.0,16383400000,109700000,109000000,8051100000,116600000,86700000,109300000,980400000,399800000,417000000,9916500000.0,-1900000,-31000000,0.28,701000000,5111400000.0,,646600000,-68800000,4000000.0,133200000,,,,,,
2019-05-31,445700000,173300000,109500000,938700000.0,109500000,400500000.0,8386400000,4800000,133200000,24200000,-1370000000.0,,128100000.0,65800000,-66700000,364300000.0,-315500000,,-9600000,4267500000,0.0,,-342300000,23200000.0,,424700000,-23700000,0.37,261800000,25200000.0,-20000000,33600000,98200000,383100000,615100000,,53600000.0,1919700000,1261200000,3054800000,144000000,-400000.0,293300000,5727200000,14772100000,,1135500000,358000000,149800000,409300000.0,16033300000,149800000,148900000,7646900000,122500000,93900000,134900000,854000000,428000000,415000000,9781000000.0,-5500000,-23300000,0.37,677300000,4893500000.0,,707500000,-103300000,-15100000.0,109500000,,,,,,
2019-08-31,325300000,280000000,124100000,896500000.0,124100000,401200000.0,8235000000,4800000,109500000,240600000,-850100000.0,-95800000.0,10100000.0,63200000,-70000000,1200000.0,-334500000,,-6600000,4181600000,-200000000.0,,-458600000,133500000.0,,412900000,14600000,0.1,367300000,,153300000,27200000,134700000,487900000,623900000,,54000000.0,1663300000,1189000000,3094700000,144700000,-200000.0,295400000,6005300000,14714600000,,1112300000,342900000,40100000,410900000.0,15903600000,40100000,39200000,7668600000,150700000,89300000,112100000,862700000,419700000,437900000,9805200000.0,157300000,-24700000,0.1,770500000,5051200000.0,,692600000,-34400000,-3400000.0,124100000,,,,,,
2019-11-30,454900000,181400000,111500000,879700000.0,111500000,398200000.0,8415800000,4800000,124100000,-21300000,-575900000.0,-8100000.0,-50400000.0,63800000,-78200000,251100000.0,-196100000,-920800000.0,-10600000,4169000000,-300000000.0,1579000000.0,-261600000,58500000.0,,225700000,-12600000,0.5,256000000,25900000.0,-159500000,59700000,-14800000,387300000,658200000,,56500000.0,1969200000,1307800000,3295000000,142100000,-900000.0,308900000,5702200000,14779400000,,1120400000,147500000,203100000,408400000.0,16087200000,203100000,202300000,7671400000,145500000,98100000,118200000,890700000,409500000,479100000,9836300000.0,-4700000,-11100000,0.51,667200000,4874400000.0,,710900000,-65000000,45400000.0,111500000,,,,,,
