date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
1995-03-31,7867000000.0,2261000000.0,800000000.0,303000000.0,,7976000000.0,501000000.0,5750000000.0,300000000.0,16798000000.0,3532000000.0,8822000000.0,,174000000.0,13617000000.0,,,4877000000.0,1197000000.0,0.0,300000000,300000000.0,0.375,-260000000.0,35000000.0,2095000000.0,21000000.0,4314000000.0,,675000000.0,0.0,-230000000.0,,2716000000.0,-50000000.0,,419000000.0,,443000000.0,,3181000000.0,-134000000.0,800000000.0,,-4265000000.0,917000000.0,465000000.0,465000000.0,,1673000000.0,114000000.0,237000000.0,,-63000000.0,2835000000.0,,-57000000.0,296000000.0,,3913000000,420000000.0,-117000000.0,522000000,7973000000.0,143000000.0,46000000.0,1242000000.0,3708000000.0,8000000.0,0.375,696000000,-33000000.0,,,,,
1995-06-30,8580000000.0,2465000000.0,797530864.0,348000000.0,,8466000000.0,535000000.0,5920000000.0,323000000.0,17878000000.0,3517000000.0,9412000000.0,,174000000.0,14500000000.0,,,5536000000.0,1277000000.0,0.0,323000000,323000000.0,0.405,-116000000.0,31000000.0,2211000000.0,21000000.0,5042000000.0,,709000000.0,0.0,-1050000000.0,,2936000000.0,-50000000.0,,0.0,,479000000.0,,3378000000.0,-950000000.0,797530864.0,,-4395000000.0,922000000.0,696000000.0,696000000.0,,1861000000.0,120000000.0,236000000.0,,44000000.0,2828000000.0,,790000000.0,,,4213000000,468000000.0,-120000000.0,568000000,8035000000.0,156000000.0,231000000.0,1231000000.0,3640000000.0,-89000000.0,0.405,742000000,-79000000.0,,,,,
1995-09-30,8118000000.0,2677000000.0,788888889.0,545000000.0,,8304000000.0,498000000.0,5874000000.0,213000000.0,17486000000.0,3502000000.0,9182000000.0,,169000000.0,13992000000.0,,,5393000000.0,1024000000.0,0.0,213000000,213000000.0,0.27,32000000.0,53000000.0,2188000000.0,27000000.0,4589000000.0,,667000000.0,0.0,-27000000.0,,2709000000.0,-69000000.0,,0.0,,282000000.0,,3494000000.0,-33000000.0,788888889.0,,-4824000000.0,911000000.0,897000000.0,897000000.0,,2173000000.0,128000000.0,240000000.0,,224000000.0,2695000000.0,,-326000000.0,,,3733000000,564000000.0,-19000000.0,357000000,8373000000.0,69000000.0,201000000.0,1006000000.0,3549000000.0,-171000000.0,0.27,526000000,-114000000.0,,,,,
1995-12-31,7393000000.0,2840000000.0,,315000000.0,,7647000000.0,564000000.0,6049000000.0,300000000.0,16830000000.0,3393000000.0,9183000000.0,,165000000.0,13442000000.0,,,5369000000.0,1256000000.0,0.0,300000000,300000000.0,,267000000.0,28000000.0,1921000000.0,36000000.0,3964000000.0,,729000000.0,0.0,-442000000.0,,2957000000.0,-70000000.0,,0.0,,433000000.0,,3388000000.0,-72000000.0,,,-4659000000.0,803000000.0,638000000.0,638000000.0,,2436000000.0,122000000.0,170000000.0,,136000000.0,2579000000.0,,-615000000.0,,,4213000000,738000000.0,-423000000.0,527000000,8303000000.0,133000000.0,-259000000.0,1034000000.0,3644000000.0,-41000000.0,,692000000,-201000000.0,,,,,
1996-03-31,7473000000.0,3136000000.0,778947368.0,151000000.0,,7995000000.0,563000000.0,6298000000.0,296000000.0,17412000000.0,3378000000.0,9417000000.0,,174000000.0,13771000000.0,,,5590000000.0,1254000000.0,0.0,296000000,296000000.0,0.38,-197000000.0,44000000.0,2118000000.0,37000000.0,4058000000.0,,737000000.0,0.0,-357000000.0,,2590000000.0,-68000000.0,,638000000.0,,439000000.0,,3641000000.0,-260000000.0,778947368.0,,-4805000000.0,807000000.0,605000000.0,605000000.0,,2488000000.0,122000000.0,218000000.0,,-304000000.0,2734000000.0,,66000000.0,4000000.0,,3844000000,267000000.0,-116000000.0,517000000,8414000000.0,143000000.0,-33000000.0,1076000000.0,3609000000.0,77000000.0,0.38,691000000,-31000000.0,,,,,
1996-06-30,7439000000.0,3374000000.0,771134021.0,504000000.0,,8341000000.0,568000000.0,6898000000.0,374000000.0,18122000000.0,3360000000.0,9781000000.0,,174000000.0,14337000000.0,,,5992000000.0,1378000000.0,0.0,374000000,374000000.0,0.48,-80000000.0,44000000.0,2198000000.0,37000000.0,4042000000.0,,742000000.0,0.0,-788000000.0,,2802000000.0,-68000000.0,,0.0,,555000000.0,,3785000000.0,-763000000.0,779166667.0,,-4805000000.0,821000000.0,633000000.0,633000000.0,,2888000000.0,125000000.0,220000000.0,,-9000000.0,2814000000.0,,254000000.0,1000000.0,,4180000000,562000000.0,-58000000.0,636000000,8374000000.0,181000000.0,28000000.0,1196000000.0,3569000000.0,26000000.0,0.485,810000000,-72000000.0,,,,,
1996-09-30,7776000000.0,4067000000.0,765432099.0,155000000.0,,9430000000.0,596000000.0,7242000000.0,310000000.0,19744000000.0,3141000000.0,10314000000.0,,175000000.0,15018000000.0,,,6547000000.0,1303000000.0,0.0,310000000,310000000.0,0.4,16000000.0,47000000.0,2182000000.0,85000000.0,4550000000.0,,771000000.0,0.0,-663000000.0,,2730000000.0,-77000000.0,,0.0,,448000000.0,,4726000000.0,-396000000.0,775000000.0,,-4805000000.0,795000000.0,759000000.0,759000000.0,,2895000000.0,131000000.0,221000000.0,,106000000.0,1798000000.0,,333000000.0,3000000.0,,4033000000,459000000.0,-304000000.0,532000000,8351000000.0,138000000.0,126000000.0,2549000000.0,3546000000.0,-193000000.0,0.405,707000000,-111000000.0,,,,,
1996-12-31,7599000000.0,3904000000.0,,201000000.0,,8783000000.0,692000000.0,7013000000.0,381000000.0,18728000000.0,3019000000.0,9945000000.0,,173000000.0,14612000000.0,,,5945000000.0,1467000000.0,0.0,381000000,381000000.0,,150000000.0,62000000.0,2222000000.0,48000000.0,4532000000.0,,865000000.0,487000000.0,-576000000.0,5222000000.0,2998000000.0,-76000000.0,,0.0,,532000000.0,,4116000000.0,-329000000.0,,,-5050000000.0,852000000.0,487000000.0,487000000.0,,2927000000.0,132000000.0,233000000.0,,-89000000.0,2858000000.0,,-220000000.0,2000000.0,,4465000000,494000000.0,-293000000.0,602000000,8817000000.0,151000000.0,-272000000.0,1228000000.0,3767000000.0,-47000000.0,,775000000,-89000000.0,,,,,
1997-03-31,8637000000.0,4298000000.0,757692308.0,187000000.0,,9079000000.0,498000000.0,6289000000.0,394000000.0,19292000000.0,2981000000.0,10213000000.0,,189000000.0,14926000000.0,,,6219000000.0,1470000000.0,0.0,394000000,394000000.0,0.515,-250000000.0,55000000.0,2478000000.0,53000000.0,5603000000.0,,804000000.0,0.0,-500000000.0,,2792000000.0,-76000000.0,,487000000.0,,590000000.0,,4366000000.0,-382000000.0,765048544.0,,-5181000000.0,805000000.0,518000000.0,518000000.0,,2190000000.0,131000000.0,229000000.0,,-295000000.0,2904000000.0,,213000000.0,3000000.0,117000000.0,4262000000,340000000.0,-153000000.0,666000000,8946000000.0,196000000.0,31000000.0,1195000000.0,3765000000.0,32000000.0,0.52,855000000,-133000000.0,,,,,
1997-06-30,9183000000.0,4375000000.0,756521739.0,281000000.0,,9819000000.0,547000000.0,6498000000.0,435000000.0,20197000000.0,2856000000.0,10378000000.0,,187000000.0,15681000000.0,,,6369000000.0,1607000000.0,0.0,435000000,435000000.0,0.565,-48000000.0,57000000.0,2526000000.0,60000000.0,6267000000.0,,869000000.0,0.0,-941000000.0,,3263000000.0,-75000000.0,,0.0,,652000000.0,,4516000000.0,-750000000.0,769911504.0,,-5324000000.0,837000000.0,557000000.0,557000000.0,,2115000000.0,143000000.0,223000000.0,,65000000.0,3098000000.0,,467000000.0,4000000.0,135000000.0,4870000000,503000000.0,-222000000.0,738000000,9110000000.0,217000000.0,39000000.0,1285000000.0,3786000000.0,-99000000.0,0.575,925000000,-85000000.0,,,,,
1997-09-30,9534000000.0,4759000000.0,747572816.0,559000000.0,,10196000000.0,561000000.0,6538000000.0,385000000.0,20758000000.0,2832000000.0,10562000000.0,,189000000.0,16072000000.0,,,6519000000.0,1511000000.0,0.0,385000000,385000000.0,0.505,-95000000.0,71000000.0,2621000000.0,57000000.0,6645000000.0,,882000000.0,0.0,-726000000.0,,3089000000.0,-94000000.0,,0.0,,551000000.0,,4686000000.0,-500000000.0,762376238.0,,-7758000000.0,865000000.0,787000000.0,787000000.0,,2186000000.0,149000000.0,224000000.0,,190000000.0,3173000000.0,,141000000.0,3000000.0,132000000.0,4600000000,819000000.0,-260000000.0,629000000,11577000000.0,166000000.0,230000000.0,1179000000.0,3819000000.0,-32000000.0,0.515,818000000,-252000000.0,,,,,
1997-12-31,9698000000.0,5026000000.0,,-37000000.0,,9814000000.0,626000000.0,6379000000.0,451000000.0,20756000000.0,2698000000.0,10942000000.0,,173000000.0,16077000000.0,,,6656000000.0,1701000000.0,0.0,451000000,451000000.0,,18000000.0,67000000.0,2603000000.0,58000000.0,6942000000.0,,943000000.0,0.0,-374000000.0,,3492000000.0,-93000000.0,,0.0,,668000000.0,,4679000000.0,59000000.0,,,-5345000000.0,928000000.0,292000000.0,292000000.0,,1626000000.0,157000000.0,228000000.0,,-169000000.0,3358000000.0,,-549000000.0,1000000.0,144000000.0,5193000000,434000000.0,-471000000.0,758000000,9403000000.0,217000000.0,-495000000.0,1395000000.0,4058000000.0,-22000000.0,,931000000,-236000000.0,,,,,
1998-03-31,11131000000.0,5456000000.0,734200000.0,-1828000000.0,,10876000000.0,587000000.0,7437000000.0,430000000.0,23577000000.0,2698000000.0,12701000000.0,-1103000000.0,204000000.0,18568000000.0,,,7156000000.0,1664000000.0,0.0,430000000,430000000.0,0.575,-381000000.0,81000000.0,3091000000.0,117000000.0,8316000000.0,,946000000.0,306000000.0,-1765000000.0,6532000000.0,3130000000.0,-92000000.0,,292000000.0,,637000000.0,,5009000000.0,1242000000.0,745000000.0,,-7959000000.0,947000000.0,306000000.0,306000000.0,,2231000000.0,162000000.0,1169000000.0,,-428000000.0,3790000000.0,,1675000000.0,2000000.0,155000000.0,4794000000,108000000.0,-1936000000.0,718000000,12335000000.0,207000000.0,14000000.0,1416000000.0,4376000000.0,-94000000.0,0.585,922000000,-86000000.0,,,,,
1998-06-30,12294000000.0,5701000000.0,731147541.0,1724000000.0,,11686000000.0,634000000.0,7679000000.0,446000000.0,25106000000.0,2707000000.0,13420000000.0,-221000000.0,225000000.0,19973000000.0,,,7723000000.0,1851000000.0,0.0,446000000,446000000.0,0.6,-27000000.0,29000000.0,3132000000.0,123000000.0,9464000000.0,,1024000000.0,0.0,-1967000000.0,,3753000000.0,-91000000.0,,306000000.0,,666000000.0,,5133000000.0,-3236000000.0,743333333.0,,-8079000000.0,1010000000.0,221000000.0,221000000.0,,2787000000.0,190000000.0,1253000000.0,,-108000000.0,3587000000.0,,1634000000.0,2000000.0,165000000.0,5604000000,266000000.0,1458000000.0,827000000,12523000000.0,220000000.0,-85000000.0,1305000000.0,4444000000.0,-78000000.0,0.61,1052000000,-114000000.0,,,,,
1998-09-30,12559000000.0,6037000000.0,722580645.0,689000000.0,,11786000000.0,631000000.0,7405000000.0,336000000.0,25134000000.0,2714000000.0,13348000000.0,,223000000.0,19964000000.0,,,7595000000.0,1648000000.0,0.0,336000000,336000000.0,0.46,30000000.0,46000000.0,3116000000.0,119000000.0,9726000000.0,,1017000000.0,0.0,-467000000.0,,3525000000.0,-110000000.0,,0.0,,474000000.0,,5170000000.0,-1535000000.0,730434783.0,,-8196000000.0,968000000.0,235000000.0,235000000.0,,2505000000.0,203000000.0,1236000000.0,,26000000.0,3678000000.0,,-495000000.0,1000000.0,163000000.0,5173000000,970000000.0,-281000000.0,631000000,12713000000.0,138000000.0,14000000.0,1222000000.0,4517000000.0,,0.465,854000000,-291000000.0,,,,,
1998-12-31,12052000000.0,6123000000.0,,-76000000.0,,11459000000.0,709000000.0,7945000000.0,301000000.0,25128000000.0,2590000000.0,13669000000.0,,213000000.0,19997000000.0,,,7562000000.0,1648000000.0,0.0,301000000,301000000.0,,274000000.0,33000000.0,2842000000.0,58000000.0,9404000000.0,,1082000000.0,0.0,-381000000.0,,3758000000.0,-107000000.0,,0.0,,401000000.0,,5131000000.0,77000000.0,,,-5529000000.0,1081000000.0,360000000.0,360000000.0,,3048000000.0,198000000.0,1241000000.0,,310000000.0,3558000000.0,,50000000.0,1000000.0,160000000.0,5406000000,434000000.0,-510000000.0,566000000,10395000000.0,100000000.0,125000000.0,1339000000.0,4866000000.0,,,779000000,-76000000.0,,,,,
1999-03-31,12636000000.0,6328000000.0,734200000.0,-273000000.0,,11903000000.0,653000000.0,7770000000.0,205000000.0,25719000000.0,2698000000.0,13816000000.0,,232000000.0,20406000000.0,,,7729000000.0,1521000000.0,0.0,205000000,205000000.0,0.285,-50000000.0,16000000.0,2892000000.0,429000000.0,9509000000.0,,1040000000.0,244000000.0,-315000000.0,7631000000.0,3346000000.0,-107000000.0,,360000000.0,,301000000.0,,5313000000.0,-153000000.0,745000000.0,,-8213000000.0,1136000000.0,244000000.0,244000000.0,,3420000000.0,196000000.0,1235000000.0,,-494000000.0,2123000000.0,,287000000.0,,155000000.0,4867000000,-61000000.0,-212000000.0,481000000,13065000000.0,96000000.0,-116000000.0,2227000000.0,4852000000.0,-4000000.0,0.29,713000000,-78000000.0,,,,,
1999-06-30,13302000000.0,6389000000.0,734200000.0,437000000.0,,12252000000.0,632000000.0,8207000000.0,283000000.0,26755000000.0,2666000000.0,14503000000.0,,235000000.0,21509000000.0,,,8012000000.0,1593000000.0,0.0,283000000,283000000.0,0.39,184000000.0,46000000.0,2772000000.0,530000000.0,10106000000.0,,1019000000.0,325000000.0,-1513000000.0,7945000000.0,3508000000.0,-107000000.0,,244000000.0,,419000000.0,,5246000000.0,-1315000000.0,745000000.0,,-8356000000.0,1210000000.0,325000000.0,325000000.0,,3896000000.0,201000000.0,1578000000.0,,366000000.0,2060000000.0,,921000000.0,,152000000.0,5101000000,680000000.0,-243000000.0,574000000,13269000000.0,136000000.0,81000000.0,2251000000.0,4913000000.0,-204000000.0,0.4,809000000,-71000000.0,,,,,
1999-09-30,13461000000.0,6608000000.0,734200000.0,838000000.0,,11977000000.0,616000000.0,7600000000.0,219000000.0,26459000000.0,2620000000.0,14482000000.0,,235000000.0,21061000000.0,,,7983000000.0,1480000000.0,0.0,219000000,219000000.0,0.305,53000000.0,58000000.0,2719000000.0,494000000.0,10347000000.0,,1002000000.0,283000000.0,-483000000.0,7688000000.0,3235000000.0,-116000000.0,,325000000.0,1044000000.0,323000000.0,,5398000000.0,-255000000.0,745000000.0,,-8455000000.0,1287000000.0,283000000.0,283000000.0,,3248000000.0,213000000.0,1563000000.0,,623000000.0,2102000000.0,-19000000.0,-712000000.0,2000000.0,151000000.0,4715000000,1127000000.0,-289000000.0,478000000,13391000000.0,104000000.0,-42000000.0,2250000000.0,4936000000.0,50000000.0,0.31,713000000,-69000000.0,,,,,
1999-12-31,12992000000.0,6617000000.0,,288000000.0,,11734000000.0,640000000.0,8178000000.0,239000000.0,26635000000.0,2536000000.0,14901000000.0,,243000000.0,21170000000.0,,,8157000000.0,1572000000.0,0.0,239000000,239000000.0,,125000000.0,56000000.0,2594000000.0,528000000.0,9928000000.0,,1051000000.0,548000000.0,-709000000.0,7439000000.0,3447000000.0,-115000000.0,,283000000.0,1045000000.0,358000000.0,,5465000000.0,70000000.0,,,-5529000000.0,1153000000.0,548000000.0,548000000.0,,3874000000.0,219000000.0,1543000000.0,,384000000.0,2003000000.0,78000000.0,165000000.0,1000000.0,168000000.0,5019000000,824000000.0,-536000000.0,521000000,10730000000.0,119000000.0,265000000.0,2301000000.0,5201000000.0,-42000000.0,,764000000,-42000000.0,,,,,
2000-03-31,13305000000.0,6875000000.0,706849315.0,-322000000.0,,11970000000.0,637000000.0,8162000000.0,258000000.0,26963000000.0,2543000000.0,14993000000.0,,257000000.0,21467000000.0,,,8293000000.0,1618000000.0,0.0,258000000,258000000.0,0.365,-65000000.0,36000000.0,2659000000.0,544000000.0,10218000000.0,,1049000000.0,436000000.0,103000000.0,7689000000.0,3301000000.0,-115000000.0,,548000000.0,1049000000.0,381000000.0,,5496000000.0,272000000.0,706849315.0,,-5876000000.0,1186000000.0,436000000.0,436000000.0,,3705000000.0,224000000.0,1519000000.0,,-675000000.0,2192000000.0,52000000.0,-123000000.0,,155000000.0,4919000000,-95000000.0,-227000000.0,569000000,11057000000.0,123000000.0,-112000000.0,2265000000.0,5181000000.0,,0.365,826000000,-211000000.0,,,,,
2000-06-30,13931000000.0,6959000000.0,692307692.0,938000000.0,,12358000000.0,647000000.0,8495000000.0,315000000.0,27884000000.0,2534000000.0,15526000000.0,,257000000.0,22426000000.0,,,8765000000.0,1780000000.0,0.0,315000000,315000000.0,0.45,104000000.0,-9000000.0,2555000000.0,544000000.0,10853000000.0,,1061000000.0,469000000.0,-1867000000.0,8071000000.0,3583000000.0,-113000000.0,,436000000.0,1049000000.0,466000000.0,,5458000000.0,-1580000000.0,700000000.0,,-5876000000.0,1263000000.0,469000000.0,469000000.0,,3883000000.0,244000000.0,1508000000.0,,680000000.0,2266000000.0,42000000.0,638000000.0,,157000000.0,5363000000,1281000000.0,-343000000.0,719000000,11129000000.0,151000000.0,33000000.0,2346000000.0,5253000000.0,,0.455,976000000,-115000000.0,,,,,
2000-09-30,14188000000.0,7175000000.0,685714286.0,155000000.0,,12440000000.0,650000000.0,8107000000.0,216000000.0,27840000000.0,2537000000.0,15400000000.0,,255000000.0,22295000000.0,,,8639000000.0,1563000000.0,0.0,216000000,216000000.0,0.31,-71000000.0,21000000.0,2644000000.0,507000000.0,11144000000.0,,1066000000.0,398000000.0,-431000000.0,8091000000.0,3216000000.0,-117000000.0,,469000000.0,1049000000.0,261000000.0,,5545000000.0,-180000000.0,696774194.0,,-5876000000.0,1307000000.0,398000000.0,398000000.0,,3516000000.0,257000000.0,1488000000.0,,-34000000.0,2263000000.0,-16000000.0,-82000000.0,0.0,161000000.0,4779000000,457000000.0,-302000000.0,497000000,11149000000.0,45000000.0,-71000000.0,2328000000.0,5273000000.0,,0.315,752000000,-71000000.0,,,,,
2000-12-31,14296000000.0,7205000000.0,,-100000000.0,,12521000000.0,670000000.0,8568000000.0,264000000.0,28464000000.0,2514000000.0,15943000000.0,,253000000.0,22864000000.0,,,8848000000.0,717000000.0,0.0,264000000,264000000.0,,-22000000.0,7000000.0,2692000000.0,448000000.0,11334000000.0,,77000000.0,334000000.0,-558000000.0,8079000000.0,4397000000.0,-117000000.0,,398000000.0,1048000000.0,392000000.0,,5600000000.0,-140000000.0,,,-5850000000.0,1416000000.0,334000000.0,334000000.0,,3733000000.0,255000000.0,1507000000.0,,-107000000.0,2339000000.0,23000000.0,110000000.0,1000000.0,176000000.0,5114000000,416000000.0,-516000000.0,640000000,11438000000.0,128000000.0,-64000000.0,2496000000.0,5588000000.0,,,893000000,-15000000.0,,,,,
2001-03-31,14314000000.0,7367000000.0,689361702.0,-16000000.0,,13000000000.0,621000000.0,9236000000.0,162000000.0,29225000000.0,2515000000.0,16225000000.0,,289000000.0,23550000000.0,,,8750000000.0,1279000000.0,0.0,162000000,162000000.0,0.235,-250000000.0,6000000.0,2964000000.0,457000000.0,11342000000.0,,788000000.0,247000000.0,-1248000000.0,8445000000.0,3531000000.0,-117000000.0,,334000000.0,1051000000.0,237000000.0,,5675000000.0,-1006000000.0,689361702.0,,-5850000000.0,1344000000.0,247000000.0,247000000.0,,4694000000.0,260000000.0,1482000000.0,,-245000000.0,2234000000.0,-54000000.0,884000000.0,1000000.0,167000000.0,4810000000,316000000.0,-332000000.0,491000000,11843000000.0,75000000.0,-87000000.0,2308000000.0,5993000000.0,,0.235,780000000,-19000000.0,,,,,
2001-06-30,14987000000.0,7402000000.0,686600000.0,-9000000.0,,13744000000.0,655000000.0,9631000000.0,271000000.0,30277000000.0,2481000000.0,16533000000.0,,293000000.0,24618000000.0,,,7918000000.0,1460000000.0,0.0,271000000,271000000.0,0.39,118000000.0,16000000.0,2846000000.0,474000000.0,12032000000.0,,1002000000.0,272000000.0,-1060000000.0,9186000000.0,4028000000.0,-117000000.0,2431000000.0,247000000.0,1045000000.0,402000000.0,,5659000000.0,-678000000.0,695600000.0,,-5850000000.0,0.0,272000000.0,272000000.0,,4722000000.0,250000000.0,1502000000.0,,-133000000.0,2329000000.0,-97000000.0,648000000.0,3000000.0,172000000.0,5488000000,467000000.0,-476000000.0,458000000,12008000000.0,128000000.0,25000000.0,120000000.0,6158000000.0,,0.395,751000000,-14000000.0,,,,,
2001-09-30,14686000000.0,7606000000.0,686600000.0,-2203000000.0,,13435000000.0,638000000.0,9340000000.0,205000000.0,29903000000.0,2491000000.0,16468000000.0,,290000000.0,24026000000.0,,,7693000000.0,1307000000.0,0.0,205000000,205000000.0,0.295,-76000000.0,27000000.0,2922000000.0,496000000.0,11699000000.0,,966000000.0,232000000.0,42000000.0,8831000000.0,3749000000.0,-120000000.0,2644000000.0,272000000.0,1044000000.0,295000000.0,,5877000000.0,2885000000.0,695000000.0,,-5850000000.0,0.0,232000000.0,232000000.0,,1229000000.0,230000000.0,1485000000.0,,229000000.0,5405000000.0,-73000000.0,-873000000.0,1000000.0,167000000.0,5056000000,720000000.0,-2923000000.0,341000000,12161000000.0,94000000.0,-40000000.0,0.0,6311000000.0,,0.3,631000000,-10000000.0,,,,,
2001-12-31,14770000000.0,7533000000.0,,2247000000.0,,13400000000.0,653000000.0,10276000000.0,167000000.0,30657000000.0,3103000000.0,17257000000.0,,297000000.0,25046000000.0,,,8045000000.0,1185000000.0,0.0,167000000,167000000.0,,-3000000.0,97000000.0,2925000000.0,376000000.0,11291000000.0,,982000000.0,400000000.0,-661000000.0,8441000000.0,3911000000.0,-120000000.0,2711000000.0,232000000.0,1043000000.0,237000000.0,,5611000000.0,-2516000000.0,,,-6187000000.0,0.0,400000000.0,400000000.0,,5311000000.0,202000000.0,1671000000.0,,-335000000.0,2123000000.0,-269000000.0,359000000.0,1000000.0,190000000.0,5096000000,484000000.0,1763000000.0,203000000,12790000000.0,70000000.0,168000000.0,120000000.0,6603000000.0,,,500000000,0.0,,,,,
2002-03-31,15429000000.0,7613000000.0,687200000.0,-280000000.0,,13883000000.0,649000000.0,10045000000.0,80000000.0,31147000000.0,3120000000.0,17264000000.0,,296000000.0,25474000000.0,,,8060000000.0,1113000000.0,0.0,80000000,80000000.0,0.115,-289000000.0,15000000.0,3214000000.0,375000000.0,11934000000.0,,943000000.0,302000000.0,-699000000.0,2619000000.0,3296000000.0,-120000000.0,2624000000.0,400000000.0,1036000000.0,121000000.0,,5673000000.0,-436000000.0,695400000.0,,-6187000000.0,0.0,302000000.0,302000000.0,,5233000000.0,192000000.0,1683000000.0,,-330000000.0,2182000000.0,-294000000.0,505000000.0,6000000.0,171000000.0,4409000000,103000000.0,-383000000.0,170000000,12809000000.0,36000000.0,-98000000.0,0.0,6622000000.0,,0.115,466000000,,,,,,
2002-06-30,16447000000.0,7573000000.0,688000000.0,153000000.0,,14846000000.0,620000000.0,10529000000.0,200000000.0,32734000000.0,3079000000.0,17888000000.0,,302000000.0,26976000000.0,,,8535000000.0,1334000000.0,0.0,200000000,200000000.0,0.29,100000000.0,-33000000.0,3114000000.0,386000000.0,12982000000.0,,941000000.0,285000000.0,-1326000000.0,2854000000.0,3957000000.0,-121000000.0,2708000000.0,302000000.0,1026000000.0,295000000.0,,5758000000.0,-984000000.0,696400000.0,,-6187000000.0,0.0,285000000.0,285000000.0,,5291000000.0,206000000.0,1685000000.0,,76000000.0,2403000000.0,-168000000.0,676000000.0,2000000.0,186000000.0,5291000000,625000000.0,-472000000.0,393000000,12966000000.0,89000000.0,-17000000.0,120000000.0,6779000000.0,,0.29,695000000,,,,,,
2002-09-30,15892000000.0,7785000000.0,688400000.0,227000000.0,,14785000000.0,646000000.0,10504000000.0,213000000.0,32374000000.0,3065000000.0,17589000000.0,,312000000.0,26396000000.0,,,8239000000.0,1277000000.0,0.0,213000000,213000000.0,0.305,30000000.0,21000000.0,3084000000.0,392000000.0,12435000000.0,,948000000.0,445000000.0,118000000.0,2868000000.0,3798000000.0,-120000000.0,2763000000.0,285000000.0,1035000000.0,283000000.0,,5978000000.0,413000000.0,692400000.0,,-6187000000.0,0.0,445000000.0,445000000.0,,5324000000.0,201000000.0,1706000000.0,,80000000.0,2410000000.0,-170000000.0,-616000000.0,0.0,167000000.0,5075000000,632000000.0,-405000000.0,329000000,12997000000.0,71000000.0,160000000.0,0.0,6810000000.0,,0.31,641000000,,,,,,
2002-12-31,16035000000.0,7849000000.0,,493000000.0,,14628000000.0,616000000.0,11344000000.0,305000000.0,32851000000.0,4038000000.0,18223000000.0,,310000000.0,27379000000.0,,,8644000000.0,1303000000.0,0.0,305000000,305000000.0,,321000000.0,67000000.0,2763000000.0,401000000.0,11596000000.0,,876000000.0,309000000.0,-801000000.0,2838000000.0,4074000000.0,-120000000.0,1620000000.0,445000000.0,1034000000.0,415000000.0,,5472000000.0,-489000000.0,,,-6495000000.0,0.0,309000000.0,309000000.0,,6087000000.0,201000000.0,1683000000.0,,216000000.0,2269000000.0,-742000000.0,-340000000.0,2000000.0,132000000.0,5377000000,1006000000.0,-513000000.0,427000000,13541000000.0,116000000.0,-136000000.0,1298000000.0,7046000000.0,,,737000000,,,,,,
