date,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyAccountsReceivable,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCashDividendsPaid,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyDilutedAverageShares,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2004-12-31,58155000,-341804000,64449000,122733000,70857000,0.0,421669000.0,13178143000,0.1525,2210474000.0,30084000.0,,,1123966000,,43000,5185239000,-2628000.0,529539000,529539000,23471000,1130000.0,871343000,,,22076000.0,446428000.0,101395000.0,0,7097846000,64449000,2892689000.0,43551000,11310270000,3362848000,-3149000,,728781000.0,-253191000.0,6598000,18649000.0,0.0,5017561000,-13577000.0,0.15,,4212424000,19969000,160532000,,-55653000,529539000,323838000,-65813000,460899000,5915725000,,7947422000,422244000.0,302684000,1182121000,,470159000,,115028000,1411871000,44171000,13639042000,137061000,-79182000,-408884000,-258622000.0,,,,,
2005-03-31,61721000,623893000,99422000,1070273000,99972000,0.0,426681000.0,12689461000,0.2275,2450124000.0,23419000.0,,,856371000,,-4876000,4623581000,-2753000.0,1153432000,1153432000,23322000,1135000.0,529539000,,,14513000.0,440936000.0,101433000.0,0,7470819000,99422000,2892896000.0,1026209000,11632812000,3386911000,-366000,,764055000.0,-422791000.0,944128000,-1986000.0,0.0,5655556000,-13577000.0,0.225,,4161993000,4323000,199745000,,-43889000,1153432000,325692000,527775000,502115000,6552727000,,8245901000,438580000.0,299672000,918092000,,494015000,,162293000,1495031000,62321000,13191576000,176423000,-44064000,-402491000,-270040000.0,,,,,
2005-06-30,96193000,-159701000,94777000,57544000,99844000,0.0,410642000.0,13329897000,0.2275,2455124000.0,38270000.0,,,856068000,,-4038000,4533744000,-2611000.0,993731000,993731000,20779000,1142000.0,1153432000,,,11271000.0,417680000.0,1464000.0,0,7222596000,94777000,2892278000.0,17198000,11406961000,3405046000,-321000,,780964000.0,-110844000.0,-82829000,11023000.0,0.0,5467417000,-13595000.0,0.2275,,4184365000,-2081000,193134000,,-41739000,993731000,329714000,84733000,502069000,6270335000,,8001915000,415128000.0,310112000,952261000,,512768000,,157046000,1587197000,57202000,13831966000,172355000,-40346000,-175506000,-268196000.0,,,,,
2005-09-30,97242000,321952000,74055000,276088000,21343000,0.0,387743000.0,13396579000,,2640646000.0,82287000.0,,,951479000,,-100316000,4003690000,-2606000.0,1315683000,1315683000,23310000,1156000.0,993731000,,,9355000.0,,1232000.0,0,7100817000,74055000,2878724000.0,236304000,11381174000,3393482000,-15023000,,796194000.0,-931000.0,111807000,-10660000.0,0.0,5292253000,-24814000.0,,,4280357000,29045000,167591000,,-11024000,1315683000,377493000,525882000,521774000,6052096000,,7987692000,,356597000,1048721000,,514758000,,34610000,1604093000,13267000,13918353000,144281000,-39784000,56888000,-281436000.0,,,,,
2005-12-31,98625000,190405000,98685000,230507000,97976000,0.0,415804000.0,14124769000,0.235,2663779000.0,33607000.0,,,1051433000,,-783000,4972288000,-5210000.0,1506088000,1506088000,23694000,2323000.0,1315683000,,,6512000.0,420698000.0,1243000.0,0,8256165000,98685000,2911439000.0,202594000,12575878000,3409418000,-295000,,795014000.0,-88922000.0,81019000,12714000.0,0.0,6307065000,-24877000.0,0.23,,4319713000,28143000,190299000,,-79021000,1506088000,361773000,-930037000,528378000,7106107000,,9166460000,416500000.0,340686000,1150058000,,497979000,,159310000,1696148000,61334000,14653147000,166605000,-27913000,38919000,-297035000.0,,,,,
2006-03-31,104990000,-105233000,129001000,472131000,128590000,0.0,410449000.0,14659916000,0.31,2990279000.0,64197000.0,783945000.0,2565457000.0,1077533000,,2249000,4353870000,-5254000.0,1051725000,1835670000,23229000,2344000.0,1506088000,,,7344000.0,421542000.0,3043000.0,0,8314976000,129001000,486657000.0,439895000,12781568000,3576455000,-697000,,830884000.0,-44341000.0,289386000,21046000.0,0.0,6319118000,-25573000.0,0.305,,4466592000,0,224730000,,-616446000,1051725000,359262000,624870000,560763000,7132453000,,9205113000,416100000.0,339113000,1182523000,,524341000,,196406000,1819895000,67816000,15220679000,201501000,-32236000,39082000,-306543000.0,,,,,
2006-06-30,114556000,606615000,119468000,182037000,119468000,0.0,470766000.0,15129136000,0.29,3146606000.0,17910000.0,,2574021000.0,1082212000,,-1000,4471178000,-5106000.0,1658340000,1658340000,24956000,2348000.0,1051725000,-73415000.0,,,414670000.0,2545000.0,0,8636762000,119468000,475823000.0,153012000,12867042000,3562467000,-1618000,857360000.0,828699000.0,-373738000.0,28449000,15444000.0,0.0,6529909000,-25115000.0,0.29,,4230280000,0,213714000,,788229000,1658340000,368421000,-117770000,557179000,7439994000,,9304575000,409660000.0,346394000,1196768000,,512623000,,189341000,1934257000,69873000,15686315000,188758000,-29025000,-363651000,-316076000.0,,,,,
2006-09-30,89644000,-397072000,122078000,-77410000,121978000,0.0,478518000.0,15057509000,,3427139000.0,22332000.0,67840000.0,2588712000.0,1093931000,,11749000,4422055000,-5025000.0,1261268000,1329108000,25054000,2354000.0,1658340000,-284052000.0,,-808000.0,,1560000.0,0,8642763000,122078000,475055000.0,-101368000,12783920000,3573513000,-331000,216212000.0,823935000.0,-212245000.0,-280733000,42879000.0,0.0,6499264000,-15303000.0,,,4141157000,0,208069000,,-135464000,1261268000,402480000,73394000,585495000,7459188000,8845000.0,9210407000,,379734000,1183575000,,509746000,,195572000,2051212000,73594000,15643004000,183015000,-23958000,-184198000,-314189000.0,,,,,
2006-12-31,105387000,-462879000,122187000,287871000,122187000,0.0,528313000.0,16130750000,0.32,3422833000.0,11841000.0,445653000.0,2697466000.0,1210938000,,-66000,4628473000,-9659000.0,798389000,1244042000,26775000,2357000.0,1261268000,-1453403000.0,,8143000.0,389940000.0,1155000.0,0,9103647000,122187000,494887000.0,259736000,13042918000,3711037000,-1605000,1075590000.0,846611000.0,-325632000.0,109101000,17193000.0,0.0,6766052000,-16371000.0,0.315,,3939271000,0,235634000,,-547511000,798389000,385784000,-205735000,594643000,7787322000,12827000.0,9331881000,384782000.0,362984000,1316325000,,518684000,,200650000,2163741000,78463000,16725393000,208859000,-28135000,-203239000,-327927000.0,,,,,
2007-03-31,102007000,-20007000,129496000,422936000,129496000,0.0,388458000.0,15906098000,0.345,3633713000.0,65449000.0,830455000.0,2702747000.0,1199138000,,-511000,4602195000,-9534000.0,778382000,1608837000,24991000,2375000.0,798389000,-1330125000.0,,9889000.0,383594000.0,833000.0,0,9492088000,129496000,483643000.0,393674000,13586772000,3711962000,-315000,945323000.0,866309000.0,-71482000.0,243855000,12012000.0,0.0,7301994000,-16564000.0,0.34,,4094684000,0,246018000,,-413047000,778382000,385416000,30198000,606443000,8190943000,15102000.0,9874810000,377544000.0,363367000,1301145000,,525572000,,210627000,2283702000,81131000,16512541000,221027000,-29262000,-29896000,-340737000.0,,,,,
2007-06-30,101552000,-291373000,129908000,369520000,129908000,0.0,469497000.0,15848705000,0.35,3549026000.0,12668000.0,954200000.0,2738455000.0,1212935000,,-7012000,4129002000,-9322000.0,487009000,1441209000,27359000,2378000.0,778382000,-2335015000.0,,19196000.0,375902000.0,621000.0,0,9155381000,129908000,473597000.0,343217000,12891220000,3741039000,-237000,2211270000.0,885854000.0,-492197000.0,206245000,-18085000.0,0.0,6887324000,-9371000.0,0.345,,3735839000,4852000,240290000,,-167682000,487009000,384292000,475457000,597223000,7840894000,20147000.0,9150181000,370344000.0,359877000,1314487000,,528987000,,199730000,2404288000,69822000,16445928000,212931000,-26303000,-493211000,-356867000.0,,,,,
2007-09-30,126010000,153195000,87576000,127577000,112177000,0.0,370658000.0,15862020000,,3472358000.0,4662000.0,467419000.0,2611055000.0,1227298000,,8536000,4101502000,-8734000.0,640204000,1107623000,25219000,2379000.0,487009000,-2627129000.0,,-26407000.0,,476000.0,0,9210344000,87576000,477725000.0,93226000,12310064000,3595764000,-491000,3113910000.0,791462000.0,-546696000.0,-40796000,2065000.0,0.0,6988782000,-5247000.0,,,3099720000,353000,195693000,,453803000,640204000,357956000,-14177000,528430000,7857036000,27903000.0,8714300000,,332898000,1353308000,,506984000,,174043000,2286489000,61866000,16390450000,170474000,-34351000,-428185000,-284478000.0,,,,,
2007-12-31,164780000,-116065000,109820000,-101030000,109820000,0.0,387544000.0,16865455000,0.335,3461562000.0,,,2779504000.0,1250284000,,-737000,4822362000,-12498000.0,524139000,524139000,25557000,2381000.0,640204000,-909105000.0,,20245000.0,334124000.0,1487000.0,0,9726575000,109820000,469670000.0,-127961000,12611757000,3772921000,4097000,1376524000.0,827400000.0,-311442000.0,-235784000,-13495000.0,0.0,7414854000,-8035000.0,0.33,,2885182000,0,220547000,,278002000,524139000,312470000,-609876000,507460000,8311511000,12127000.0,8838836000,329810000.0,290117000,1415064000,,523747000,,177829000,2374515000,68009000,17372915000,194990000,-26931000,-293037000,-303653000.0,,,,,
2008-03-31,166444000,67221000,133852000,193313000,133852000,0.0,307275000.0,17287493000,0.415,3648094000.0,,,2746860000.0,1223768000,,-392000,4528110000,-12161000.0,591360000,591360000,26348000,2387000.0,524139000,0.0,,20372000.0,326536000.0,1616000.0,0,9625177000,133852000,488261000.0,165139000,12572976000,3764220000,-4530000,0.0,851516000.0,-84201000.0,-27089000,47687000.0,0.0,7396677000,-8064000.0,0.41,,2947799000,0,264454000,,-27667000,591360000,320647000,294082000,558753000,8234965000,13286000.0,8808756000,322436000.0,297607000,1390212000,,529099000,,218988000,2496207000,85136000,17846246000,238106000,-28174000,-98425000,-322417000.0,,,,,
2008-06-30,161674000,-8274000,-108020000,130672000,112765000,20773000.0,286875000.0,17498621000,-0.34,3667083000.0,50024000.0,,2548026000.0,1231199000,,-8633000,4116250000,-12089000.0,583086000,583086000,21709000,2402000.0,591360000,0.0,,18067000.0,322234000.0,1872000.0,0,9264375000,-108020000,471300000.0,105156000,11988340000,3540549000,-472000,0.0,805436000.0,-158500000.0,-17114000,-659000.0,53952000.0,7039074000,-8071000.0,-0.34,,2723965000,1176000,227099000,,-24437000,583086000,292655000,410687000,498045000,7871502000,6638000.0,8447791000,319064000.0,271098000,1392873000,,521223000,,180791000,2376097000,68026000,17996666000,205390000,-25516000,-114352000,-284213000.0,,,,,
2008-09-30,152740000,295028000,114907000,514114000,115062000,17759000.0,270823000.0,16630393000,,3480267000.0,12174000.0,,2875366000.0,1187412000,,-4465000,4211775000,-11926000.0,878114000,878114000,22268000,2406000.0,583086000,,,5848000.0,,1719000.0,120500000,9507741000,114907000,,457426000,12217786000,3548025000,-220000,-909105000.0,933201000.0,-126473000.0,317786000,28579000.0,43691000.0,7326580000,-16490000.0,,,2710045000,702000,227911000,,-62477000,878114000,321810000,-102906000,527453000,8167589000,38527000.0,8669761000,,303279000,1340152000,,552159000,,187763000,2479078000,72701000,17157846000,205643000,-56688000,-156603000,-381042000.0,,,,,
2008-12-31,153193000,-407197000,111056000,-304366000,112529000,0.0,291183000.0,16848529000,0.36,3537704000.0,1331000.0,,2852618000.0,1185339000,,-1458000,4963704000,-15571000.0,470917000,470917000,17813000,2406000.0,878114000,,,16363000.0,310178000.0,1310000.0,129015000,9845329000,111056000,,-346710000,12561146000,3554077000,788000,,961825000.0,-88352000.0,-464567000,9681000.0,0.0,7655869000,-26556000.0,0.36,,2715817000,0,217822000,,-28546000,470917000,290935000,-768924000,489848000,8506797000,20392000.0,9007069000,308594000.0,272026000,1338532000,,572444000,,183272000,2574563000,70743000,17338377000,198913000,-42344000,-74285000,-389381000.0,,,,,
2009-03-31,153563000,184412000,143387000,336784000,144042000,0.0,251591000.0,16759180000,0.475,3734251000.0,,,2517763000.0,1159351000,,504000,4578950000,-15227000.0,655329000,655329000,28030000,2409000.0,470917000,,,15900000.0,304584000.0,695000.0,122909000,9791020000,143387000,327020000.0,310541000,12549716000,3544337000,-3238000,,971108000.0,-91527000.0,134661000,16461000.0,0.0,7651455000,-27731000.0,0.47,,2758696000,-68587000,277171000,,-26243000,655329000,304205000,383682000,552471000,8478106000,-317000.0,9005379000,302446000.0,284771000,1312914000,,576645000,,233241000,2702724000,89199000,17311651000,248266000,-26243000,-126129000,-394463000.0,,,,,
2009-06-30,174234000,257595000,118807000,398041000,125134000,885748000.0,289732000.0,17874676000,0.4,3746643000.0,,,,1190225000,,-9086000,4424228000,-15126000.0,912924000,912924000,23551000,4821000.0,655329000,,-2528000.0,14652000.0,300592000.0,710000.0,3002326000,9951433000,118807000,,364407000,12735751000,3597371000,-981000,0.0,1010560000.0,-93945000.0,215624000,19693000.0,0.0,7700516000,-20983000.0,0.4,5785000.0,2784318000,0,232490000,,-47024000,912924000,297336000,162940000,519223000,8586974000,11481000.0,9138380000,298477000.0,277647000,1364459000,-290198000.0,595045000,,198149000,2806404000,73015000,18393899000,221887000,-33634000,-93422000,-415515000.0,,,,,
2009-09-30,199728000,96444000,130147000,353304000,130147000,0.0,315657000.0,18177530000,,3916509000.0,,,,1176933000,,-1821000,4972820000,-16772000.0,1009368000,1009368000,24922000,4829000.0,912924000,,-164998000.0,14951000.0,,1068000.0,140685000,10856271000,130147000,,309688000,13572740000,3618987000,-911000,0.0,1023123000.0,-176526000.0,139469000,38489000.0,0.0,8517162000,-46096000.0,,6754000.0,2716469000,0,249285000,,-46536000,1009368000,312349000,-542709000,538533000,9479610000,13305000.0,9953753000,,291473000,1376661000,-275807000.0,619238000,0.0,209412000,2919760000,79265000,18716063000,226184000,-43616000,-210324000,-403885000.0,,,,,
2009-12-31,196706000,-29801000,151307000,-41689000,151307000,1017298000.0,355830000.0,18772489000,0.53,3540919000.0,,,,1375256000,,-277000,5361851000,-23149000.0,979567000,979567000,25204000,4846000.0,1009368000,,371936000.0,17267000.0,291287000.0,593000.0,2998231000,10815410000,151307000,,-84263000,13556271000,3640140000,-3372000,,1058018000.0,-144626000.0,-254904000,17511000.0,0.0,8225557000,-42818000.0,0.52,7176000.0,2740861000,127000,282902000,,-42447000,979567000,300988000,-391153000,563370000,9243448000,61908000.0,9916131000,286955000.0,280191000,1571962000,-495076000.0,641909000,,244838000,3047918000,93531000,19335859000,262382000,-42574000,54335000,-416109000.0,,,,,
2010-03-31,205463000,220305000,181008000,388082000,181008000,990961000.0,312169000.0,18688559000,0.64,3948478000.0,,,2544413000.0,1358505000,,-268000,4980895000,-22605000.0,1199872000,1199872000,25188000,4867000.0,979567000,,-392942000.0,19279000.0,287162000.0,503000.0,2989457000,10990366000,181008000,310224000.0,342619000,13822288000,3655258000,-5675000,,1101766000.0,-110573000.0,140187000,23964000.0,0.0,8434934000,-38293000.0,0.63,9615000.0,2831922000,7000,331646000,,-45456000,1199872000,300841000,368210000,612068000,9426398000,66887000.0,10167030000,281926000.0,280154000,1563968000,-294608000.0,665801000,,291680000,3206322000,110672000,19300627000,311227000,-45463000,-122321000,-435965000.0,,,,,
2010-06-30,226226000,110844000,163205000,212998000,163205000,1034086000.0,331067000.0,19013750000,0.58,3887827000.0,,,2539889000.0,1359681000,,-488000,5096601000,-22552000.0,1310716000,1310716000,26009000,4894000.0,1199872000,,24459000.0,17901000.0,286693000.0,489000.0,2977598000,11072594000,163205000,306412000.0,168733000,14003785000,3665782000,9047000,,1142235000.0,-95063000.0,-16131000,19213000.0,0.0,8452112000,-50159000.0,0.57,7328000.0,2931191000,9000,302991000,,-44256000,1310716000,306516000,-104984000,588370000,9486687000,65924000.0,10338003000,281195000.0,284891000,1585907000,-217734000.0,688184000,,263465000,3346975000,100260000,19602120000,281854000,-44265000,-57898000,-454051000.0,,,,,
2010-09-30,231044000,347466000,141228000,549233000,141228000,0.0,369016000.0,19122539000,,3827484000.0,,,2544367000.0,1343158000,,-357000,5210098000,-22316000.0,1658182000,1658182000,27771000,4898000.0,1310716000,,57707000.0,18950000.0,,422000.0,129438000,11480546000,141228000,300976000.0,496900000,14434843000,3686493000,-10219000,,1185441000.0,-120094000.0,322756000,,0.0,8833285000,-42536000.0,,6725000.0,2954297000,121000,274507000,,-52212000,1658182000,346644000,-115040000,592834000,9906344000,-24542000.0,10748350000,,318810000,1574202000,-253977000.0,711712000,0.0,227786000,3465886000,86558000,19715373000,246190000,-52333000,-149555000,-473729000.0,,,,,
2010-12-31,241998000,-257287000,160500000,-99200000,160500000,1058522000.0,338461000.0,19308377000,0.58,3551315000.0,,,,1287410000,,1667000,5440751000,-27735000.0,1400895000,1400895000,29859000,4920000.0,1658182000,,275792000.0,19144000.0,280693000.0,115379000.0,2967334000,11170313000,160500000,,-149291000,14132319000,3704146000,-282000,,1234514000.0,-185362000.0,-320711000,20296000.0,0.0,8467004000,-35834000.0,0.57,6780000.0,2962006000,0,303866000,,-50091000,1400895000,303466000,-227739000,580232000,9640905000,61011000.0,10428173000,275605000.0,278033000,1529408000,-285012000.0,736812000,,259289000,3598651000,98789000,19888609000,276766000,-50091000,-107996000,-497702000.0,,,,,
2011-03-31,255233000,511541000,214381000,676404000,214381000,1040413000.0,300683000.0,19072921000,0.78,3802240000.0,,,2550287000.0,1342581000,,142000,5195946000,-27536000.0,1912436000,1912436000,30391000,4939000.0,1400895000,,-268973000.0,19056000.0,279766000.0,278000.0,2969615000,11547986000,214381000,295919000.0,632722000,14681016000,3724770000,-5968000,,1271978000.0,-69758000.0,381548000,30303000.0,0.0,8909481000,-26707000.0,0.77,5342000.0,3133030000,0,391346000,,-43682000,1912436000,322087000,258201000,687336000,9950172000,80475000.0,10956246000,274319000.0,296132000,1597814000,-223199000.0,755155000,,346335000,3786274000,131954000,19760257000,365249000,-43682000,-121181000,-516823000.0,,,,,
2011-06-30,282975000,88017000,184419000,230641000,184419000,1114278000.0,332426000.0,19507441000,0.67,3907112000.0,,,2551030000.0,1361889000,,62000,5157796000,-31649000.0,2000453000,2000453000,32012000,4958000.0,1912436000,,-100449000.0,19355000.0,279015000.0,175000.0,2972436000,11652649000,184419000,292901000.0,196941000,14855729000,3734424000,-885000,,1304103000.0,-145133000.0,-80455000,71634000.0,0.0,8893332000,-22488000.0,0.66,9486000.0,3203080000,876000,344775000,,-32824000,2000453000,336422000,25437000,653581000,10007785000,126677000.0,11121305000,273492000.0,308806000,1644864000,-158894000.0,761988000,,298492000,3939044000,114073000,20161022000,317159000,-33700000,-109800000,-542115000.0,,,,,
2011-09-30,287830000,-174463000,147324000,360103000,147324000,0.0,422917000.0,19789723000,,3837203000.0,,,2565227000.0,972863000,,-3636000,5466534000,-30704000.0,1825990000,1825990000,33679000,4965000.0,2000453000,,58173000.0,20184000.0,,392089000.0,129048000,12115813000,147324000,297857000.0,319622000,14982671000,3765048000,-344000,,1329517000.0,-440324000.0,86982000,72764000.0,0.0,9202115000,-50868000.0,,6757000.0,2866858000,-45340000,280388000,,-85821000,1825990000,367870000,-328193000,617947000,10855120000,742000.0,11217623000,,314998000,1260693000,-177099000.0,772916000,,226525000,4055664000,79201000,20407670000,250077000,-40481000,-448745000,-556601000.0,,,,,
2011-12-31,290351000,544345000,162116000,431703000,162116000,1265277000.0,418964000.0,19767552000,0.63,3724456000.0,,,2740507000.0,1536939000,,-3558000,5824358000,-33708000.0,2370335000,2370335000,35621000,2584000.0,1825990000,,243393000.0,22796000.0,263084000.0,392081000.0,3228882000,13073667000,162116000,362504000.0,383565000,15978266000,4022486000,-6535000,,1377946000.0,-128042000.0,212361000,6591000.0,0.0,9589019000,-44381000.0,0.62,6400000.0,2904599000,0,319228000,,-298639000,2370335000,304620000,-326715000,593093000,11246377000,219342000.0,11955780000,258461000.0,273865000,1827290000,-142638000.0,793604000,-250501000.0,262324000,812605000,100208000,20360645000,288473000,-48138000,411281000,-584342000.0,,,,,
2012-03-31,293590000,-43241000,212105000,236421000,212105000,1273070000.0,412599000.0,19376146000,0.82,3868647000.0,,,2750916000.0,1489971000,,-8896000,5354338000,-33721000.0,2327094000,2327094000,37852000,2608000.0,2370335000,,-138109000.0,24577000.0,262363000.0,392164000.0,129558000,12698561000,212105000,357502000.0,196361000,15645036000,4041395000,-20438000,,1394205000.0,-200462000.0,-48948000,19516000.0,0.0,9249766000,-37362000.0,0.81,6285000.0,2946475000,0,406755000,,-47217000,2327094000,317997000,462014000,695125000,10915000000,356000.0,11603641000,258162000.0,284638000,1783561000,-292406000.0,803419000,-7157000.0,344326000,990989000,132221000,20071271000,377128000,-40060000,-232445000,-590786000.0,,,,,
2012-06-30,382788000,-671346000,181271000,91931000,181271000,1388254000.0,482240000.0,19080234000,0.72,3943347000.0,,,2984981000.0,1483726000,,-59000,5447126000,-32652000.0,1655748000,1655748000,42852000,2616000.0,2327094000,,-4463000.0,25232000.0,255725000.0,392246000.0,125473000,12817877000,181271000,601670000.0,52526000,15747592000,4577170000,-5000,,1486574000.0,-185754000.0,-151933000,11842000.0,0.0,9170863000,-43253000.0,0.71,6258000.0,2929715000,33000,361878000,,-560469000,1655748000,370611000,-81871000,689150000,10951363000,-6551000.0,11170422000,252116000.0,332307000,1866514000,-294855000.0,865046000,-521097000.0,293794000,1139608000,112523000,19769384000,318539000,-39405000,-202808000,-621528000.0,,,,,
2012-09-30,326162000,-589140000,163494000,545394000,152694000,48838000.0,572453000.0,18596566000,,3938597000.0,,,2973097000.0,1446770000,,-27481000,5689147000,-32679000.0,1066608000,1066608000,30869000,2625000.0,1655748000,,-59155000.0,24620000.0,,0.0,123417000,12987414000,163494000,580448000.0,508956000,15444126000,4456975000,-130000,,1350618000.0,-647988000.0,289846000,22689000.0,218988000.0,9630110000,-30787000.0,,7177000.0,2456712000,-8271000,325943000,,-41624000,1066608000,377321000,-253538000,691730000,11214482000,5158000.0,10987151000,,338685000,1772932000,-761728000.0,780013000,3085000.0,262687000,1270423000,109993000,19288296000,314409000,-36438000,-1092910000,-570605000.0,,,,,
2012-12-31,326453000,-649204000,168611000,-241707000,162225000,51455000.0,522968000.0,20794390000,0.73,4361266000.0,,,2975298000.0,1396107000,,-1906000,5965563000,-49595000.0,417404000,417404000,43396000,2640000.0,1066608000,,-429765000.0,18909000.0,235992000.0,,124058000,13158297000,168611000,573637000.0,-298250000,15495532000,4473333000,-1090000,,1405562000.0,-284691000.0,-481659000,15727000.0,223648000.0,9879850000,-33890000.0,0.71,9419000.0,2337235000,23000,330889000,203741000.0,-61379000,417404000,382736000,-272420000,671924000,11435737000,6000.0,11022199000,232361000.0,342213000,1722560000,-1031148000.0,800340000,0.0,268584000,1389439000,106359000,21466314000,289188000,-56543000,-346118000,-605222000.0,,,,,
2013-03-31,326228000,929893000,45634000,985362000,204143000,212238000.0,463083000.0,19806679000,0.2,4180449000.0,,,2945245000.0,1396272000,,-4211000,5662556000,-48608000.0,1347297000,1347297000,40251000,2651000.0,417404000,,12119000.0,18647000.0,234587000.0,,112410000,13765151000,45634000,566755000.0,953528000,16111431000,4386647000,-4996000,,1383860000.0,0.0,659718000,20536000.0,461775000.0,10362227000,-56244000.0,0.19,9085000.0,2346280000,58000,389762000,562767000.0,-36560000,1347297000,363404000,97913000,716989000,12042651000,-5163000.0,11724784000,230422000.0,323536000,1722500000,-1293852000.0,762237000,0.0,330864000,1386465000,126721000,20523668000,353585000,-31834000,22988000,-621623000.0,,,,,
2013-06-30,323051000,220288000,168439000,75409000,64110000,1432424000.0,441017000.0,21344198000,0.73,4585488000.0,,,2944547000.0,1396439000,,-56018000,5895089000,-48802000.0,1567585000,1567585000,42998000,2671000.0,1347297000,,-418051000.0,18547000.0,235669000.0,,158365000,14161138000,168439000,560256000.0,25859000,16579332000,4440259000,-28687000,,1416651000.0,-116400000.0,-93454000,-23873000.0,0.0,11009224000,-55097000.0,0.71,8396000.0,2418194000,442000,177476000,613845000.0,280493000,1567585000,372311000,-224580000,562450000,12441648000,-716000.0,12139073000,231002000.0,331173000,1719490000,-5000000.0,777091000,0.0,115931000,1506102000,51821000,21906648000,190139000,-49550000,-126973000,-639560000.0,,,,,
2013-09-30,331652000,-336579000,51023000,-30939000,50561000,1534843000.0,532564000.0,23901488000,0.22,6051920000.0,,,2944970000.0,1396606000,,-51356000,6981494000,-48711000.0,1231006000,1231006000,44148000,2678000.0,1567585000,,-1476821000.0,19117000.0,235127000.0,,221713000,16598893000,51023000,554743000.0,-95462000,18918638000,4524987000,-131497000,,1471419000.0,-83085000.0,-222593000,13183000.0,0.0,13335792000,-35483000.0,0.22,9375000.0,2319745000,879000,159990000,2437935000.0,-65294000,1231006000,400799000,-1087485000,567552000,14870635000,7937000.0,14393651000,230478000.0,358303000,1728258000,0.0,803561000,0.0,96725000,1508414000,46164000,24469040000,166753000,-64523000,-240346000,-667858000.0,,,,,
2013-12-31,322619000,-883541000,41385000,-1003643000,48931000,1547239000.0,533090000.0,28488137000,0.18,6214193000.0,,,2949859000.0,1396776000,,-120002000,8602809000,-54367000.0,347465000,347465000,45710000,2686000.0,1231006000,,-159120000.0,19043000.0,237012000.0,423000000.0,242304000,17548293000,41385000,551482000.0,-1062826000,19796095000,4567750000,-193002000,,1527581000.0,-19652000.0,-1219670000,2396000.0,0.0,13858659000,-41076000.0,0.17,11226000.0,2247802000,83000,206134000,523117000.0,-68203000,347465000,408010000,-1626618000,688225000,15828898000,-2675000.0,15228345000,230277000.0,364060000,1719395000,-99500000.0,824105000,-9103000.0,141381000,1495432000,92450000,29176362000,280215000,-59183000,188305000,-703476000.0,,,,,
