date,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGrossProfit,quarterlyInventory,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyOtherShortTermInvestments,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyGoodwill
2007-08-31,,1132716000,214196000,11191000,423614000,143343000,8412000.0,703294000.0,0.0,0.29,845074000,2122530000,73998000,566957000,64995000,1977790000,21417000,64995000,64995000,0,115982000.0,71235000.0,215891000.0,1834336000,1410833000,7589000,-69941000,0.0,56165000.0,43340000.0,34152000,,288194000,820171000,27361000.0,214196000,107445000,,108940000.0,7589000,755276000,0.3,42450000,7589000,22029000,-71209000,88937000,950000.0,,47331000,2214000,-37125000,-137372000.0,,0.0,92626000,,892648000.0,,2940000,248762000,5162000.0,-14440000,6222000.0,-19303000.0,0.0,85189000,,220580000.0,,,,,,,,
2007-11-30,,1212237000,210508000,12142000,510088000,144975000,8112000.0,732752000.0,-6000000.0,0.14,897155000,1885300000,32375000,655063000,29846000,2109392000,-74456000,29846000,29846000,0,117695000.0,69345000.0,216301000.0,1642417000,1454329000,8380000,-60163000,0.0,52769000.0,-72057000.0,16347000,,242883000,892228000,27280000.0,210508000,48963000,,109153000.0,8380000,804545000,0.14,19117000,8380000,7589000,-60348000,158678000,44000.0,,47003000,2191000,75062000,-137372000.0,,6000000.0,-14108000,,941917000.0,,-62263000,265933000,-2008000.0,791000,3210000.0,-18755000.0,0.0,44517000,,220558000.0,,,,,,,,
2008-02-29,,1356925000,219854000,12447000,490024000,354211000,7611000.0,754580000.0,-16665000.0,,976236000,2044607000,37273000,844235000,21829000,2333161000,-135063000,21829000,21829000,0,127058000.0,65623000.0,,1787480000,1488926000,12965000,-66034000,-5000000.0,73228000.0,-83549000.0,-962000,,257127000,975777000,227153000.0,219854000,34824000,,109308000.0,12965000,862497000,,12995000,12965000,8380000,-60666000,100678000,1945000.0,,46673000,1571000,145016000,-175294000.0,,11665000.0,-74397000,,1037791000.0,,-96580000,306013000,-21073000.0,4585000,1573000.0,-16728000.0,0.0,49720000,,,,,,,,,,
2008-05-31,,1323187000,242984000,13248000,478091000,361141000,9921000.0,784138000.0,-863000.0,0.13,1052886000,2208763000,39730000,839232000,29558000,2376073000,3624000,29558000,29558000,0,134124000.0,99336000.0,217094000.0,1926049000,1536841000,11891000,-76370000,0.0,75393000.0,41820000.0,9819000,,282714000,933957000,227017000.0,242984000,47755000,,110147000.0,11891000,926348000,0.14,18197000,11891000,12965000,-75732000,88391000,2058000.0,,47186000,134000,-4060000,-175294000.0,,,79356000,,1101642000.0,,40400000,274560000,-14290000.0,-1074000,8229000.0,-16559000.0,0.0,52978000,,221346000.0,,,,,,,,
2008-08-31,,1163311000,225148000,14246000,392293000,310913000,9174000.0,798144000.0,-3146000.0,0.06,1100841000,1839054000,30765000,703206000,14006000,2264152000,77758000,14006000,14006000,0,134049000.0,85418000.0,217600000.0,1583141000,1560946000,10917000,-63904000,0.0,59149000.0,197826000.0,-7141000,,255913000,736131000,176864000.0,225148000,22501000,,110190000.0,10917000,960524000,0.06,8495000,10917000,11891000,-61787000,60829000,1477000.0,,50897000,229000,-76615000,-175294000.0,,,139545000,,1135818000.0,,109578000,228578000,-8487000.0,-974000,871000.0,-16347000.0,0.0,45011000,,220944000.0,,,,,,,,
2008-11-30,,1130256000,217482000,13885000,379493000,274986000,7943000.0,776270000.0,0.0,-0.1,1087926000,1455632000,-18246000,654479000,-21874000,2218182000,61282000,-21874000,-21874000,0,98303000.0,88455000.0,217712000.0,1256396000,1563703000,138144000,656000,0.0,45816000.0,134625000.0,-15360000,,199236000,601506000,176683000.0,217482000,-34396000,,110206000.0,138144000,948106000,-0.1,-12522000,138144000,10917000,-26445000,98968000,1525000.0,,50505000,24000,38844000,-175294000.0,,,87727000,,1123400000.0,,92884000,177144000,-11827000.0,127227000,862000.0,-337000.0,0.0,-4361000,,217712000.0,,,,,,,,
2009-02-28,,1287752000,196744000,13362000,490770000,295350000,8398000.0,813793000.0,22000.0,,1091435000,1470517000,33563000,786120000,37523000,2379187000,-63773000,37523000,37523000,0,0.0,55793000.0,,1240210000,1593067000,140597000,-15728000,-15750000.0,75876000.0,-101651000.0,27968000,,230307000,703157000,178062000.0,196744000,60938000,,110196000.0,140597000,938259000,,23415000,140597000,138144000,-21736000,158985000,1026000.0,,50013000,4000,60218000,-226168000.0,26551000.0,,-42037000,,1164427000.0,117288000.0,-96887000,237312000,-6898000.0,2453000,200000.0,-16860000.0,0.0,63997000,,,,,,,,,,
2009-05-31,,1453504000,206225000,15032000,640215000,283995000,12493000.0,842541000.0,,0.13,1097172000,1834300000,91282000,924210000,28748000,2550676000,-85079000,28748000,28748000,0,0.0,81841000.0,218004000.0,1558063000,1626466000,133580000,-5427000,50000.0,74692000.0,-77928000.0,21636000,,276237000,781085000,177889000.0,184955000,47493000,-175792000.0,110104000.0,133580000,922950000,0.13,18745000,133580000,140597000,-5662000,239683000,1066000.0,1184000.0,49403000,39000,77827000,,55159000.0,185000.0,-79417000,-2737000.0,,106106000.0,-112982000,252702000,-22949000.0,-7017000,,-16854000.0,0.0,63591000,12493000.0,218840000.0,,,,,,,,
2009-08-31,,1521582000,218122000,14547000,555735000,287338000,10161000.0,945512000.0,,0.46,1065718000,2076671000,23917000,843073000,102971000,2587300000,19462000,102971000,102971000,0,0.0,92925000.0,218747000.0,1762122000,1744227000,122347000,-8400000,0.0,79110000.0,-8996000.0,-72130000,,314549000,790081000,177716000.0,290632000,167399000,-168806000.0,110435000.0,122347000,916162000,0.47,64428000,122347000,133580000,-8666000,201792000,1348000.0,-4418000.0,48857000,547000,-30961000,,36183000.0,2015000.0,28128000,,,109622000.0,-104824000,224835000,5238000.0,-11233000,,-16854000.0,0.0,183294000,10161000.0,221334000.0,,,,,,,,
2009-11-30,,1392341000,192140000,14368000,427640000,136653000,8043000.0,1020101000.0,0.0,0.33,1017926000,1725977000,50633000,564293000,74589000,2410267000,103722000,74589000,74589000,0,0.0,100575000.0,220204000.0,1483114000,1845974000,15212000,-4015000,0.0,68314000.0,38784000.0,-65806000,,242863000,751297000,27533000.0,192230000,115900000,-286525000.0,111226000.0,15212000,905564000,0.34,41311000,15212000,122347000,-4044000,119391000,674000.0,10796000.0,48719000,2199000,-210886000,,16504000.0,0.0,107766000,,,109120000.0,-27340000,191170000,38023000.0,-107135000,19499000.0,-16854000.0,0.0,130942000,8043000.0,223879000.0,,,,,,,,
2010-02-28,,1556412000,202204000,14381000,477351000,145258000,7161000.0,1095461000.0,0.0,,999779000,1833245000,-113320000,622609000,75360000,2556191000,-10249000,75360000,75360000,0,0.0,94557000.0,,1568024000,1933582000,18278000,-3479000,583000.0,99434000.0,-91836000.0,121854000,,265221000,843133000,27371000.0,378541000,121704000,-162546000.0,111533000.0,18278000,893453000,,46344000,18278000,15212000,-4062000,123200000,372000.0,-31120000.0,49092000,1096000,12732000,-277921000.0,6327000.0,0.0,-6187000,,1171374000.0,117887000.0,-114606000,253267000,9449000.0,3066000,,-19546000.0,0.0,136457000,7161000.0,,,,,,,,,
2010-05-31,,1155758000,226692000,14432000,568446000,3845217000,880000.0,1103346000.0,,0.44,5216192000,2261912000,164351000,4413663000,101119000,6371950000,62096000,101119000,101119000,0,0.0,87872000.0,222221000.0,1928364000,1958287000,13708000,-11251000,-2098000.0,84898000.0,-51532000.0,57495000,,333548000,894665000,3727044000.0,169197000,164359000,-971462000.0,111857000.0,13708000,886652000,0.45,63240000,13708000,18278000,-9154000,177775000,72000.0,-5839000.0,97851000,2238000,-64569000,,51637000.0,1000.0,71250000,,,118173000.0,-74089000,251162000,15144000.0,-4570000,5355000.0,-20376000.0,0.0,178863000,13461000.0,226179000.0,,,,,,,,
2010-08-31,,1234572000,225236000,14616000,485838000,4022338000,9003000.0,1211231000.0,,0.48,5342607000,2341880000,123678000,4508176000,107885000,6577179000,-86794000,107885000,107885000,8854000,126546000.0,92144000.0,222857000.0,1992762000,2069003000,55163000,-9598000,-3520000.0,65982000.0,-34505000.0,52604000,,349118000,929170000,3895792000.0,225440000,175175000,-1086568000.0,111909000.0,55163000,880197000,0.48,67290000,55163000,13708000,-6078000,141198000,1413000.0,18916000.0,99266000,305000,131769000,,15499000.0,0.0,-80716000,,,,-215889000,236997000,-4840000.0,41455000,1032000.0,-25589000.0,0.0,191204000,8496000.0,226132000.0,,,,,,,,
2010-11-30,,1337500000,219707000,14609000,469254000,4042653000,8567000.0,1293595000.0,,0.36,5357892000,2119129000,78203000,4511907000,82364000,6695392000,-36326000,82364000,82364000,20031000,127257000.0,110436000.0,223953000.0,1821219000,2183485000,74391000,-16744000,2560000.0,66045000.0,-73812000.0,55745000,,297910000,1002982000,3915396000.0,219707000,133345000,-1055337000.0,112752000.0,74391000,893421000,0.37,50981000,74391000,55163000,-23304000,140257000,801000.0,-63000.0,94799000,4773000,48994000,,524000.0,4000000.0,-13022000,,,,-134380000,218037000,4048000.0,19228000,25558000.0,-29308000.0,0.0,148755000,11643000.0,228471000.0,,,,,,,,
2011-02-28,,1410098000,233456000,15764000,508217000,4040062000,10006000.0,1383105000.0,,,5429811000,2252633000,87196000,4548279000,89510000,6839909000,-32754000,89510000,89510000,33660000,130570000.0,103389000.0,,1931981000,2291630000,41121000,-34619000,3425000.0,119597000.0,-46495000.0,54139000,,320652000,1049477000,3909492000.0,233456000,140611000,-413193000.0,112943000.0,41121000,920045000,,51101000,41121000,74391000,-38044000,134293000,824000.0,-53552000.0,96913000,1595000,-3941000,-326825000.0,772000.0,0.0,5290000,,1246870000.0,,-125030000,269763000,5041000.0,-33270000,6332000.0,-25057000.0,0.0,157199000,10006000.0,,,,,,,,,
2011-05-31,,1540953000,248205000,15404000,563018000,4166587000,15010000.0,1509393000.0,,0.55,5619078000,2679417000,134890000,4729605000,126288000,7160031000,-8954000,126288000,126288000,9187000,137340000.0,93785000.0,225570000.0,2296322000,2430426000,156003000,-39479000,-8433000.0,85058000.0,-66864000.0,69661000,,383095000,1116341000,4029247000.0,248205000,203863000,-1105784000.0,113018000.0,156003000,949623000,0.56,77575000,156003000,41121000,-31046000,142924000,791000.0,34539000.0,99250000,6015000,132269000,,38236000.0,0.0,22092000,,,,-142592000,288073000,8838000.0,114882000,-2132000.0,-28007000.0,0.0,220058000,15010000.0,230278000.0,,,,,,,,
2011-08-31,,1495819000,236435000,15600000,490290000,4316463000,11293000.0,1621288000.0,,0.49,5863156000,2587819000,117840000,4806753000,111895000,7358975000,-152912000,111895000,111895000,21762000,119495000.0,107653000.0,226300000.0,2233544000,2552222000,181913000,-34658000,16685000.0,64849000.0,55032000.0,-63826000,,354275000,1061309000,4196968000.0,236435000,180989000,-478651000.0,113213000.0,181913000,976901000,0.49,69094000,181913000,156003000,-49179000,131713000,787000.0,20209000.0,98730000,1297000,164301000,,7451000.0,,-103733000,,,,-249925000,243473000,-4430000.0,25910000,6494000.0,-33416000.0,0.0,197376000,11293000.0,230681000.0,,,,,,,,
2011-11-30,,1648399000,232304000,17017000,531316000,4465233000,10845000.0,1704082000.0,-608000.0,0.36,5985002000,2260514000,70915000,4996549000,82794000,7633401000,53449000,82794000,82794000,9806000,119474000.0,123074000.0,226446000.0,1957295000,2636852000,383411000,-44398000,-18077000.0,54522000.0,48126000.0,-94000,,303219000,1013183000,4345759000.0,232304000,132666000,-1597811000.0,113237000.0,383411000,988300000,0.37,49872000,383411000,181913000,-25765000,148780000,780000.0,10327000.0,101193000,147000,166682000,,13069000.0,,79214000,,,,-38407000,246393000,-8266000.0,201498000,677000.0,-39257000.0,0.0,150463000,10845000.0,230632000.0,,,,,,,,
2012-02-29,,1853448000,223842000,34791000,646313000,5012118000,10941000.0,1744519000.0,-544000.0,,6478095000,2475849000,114330000,5658431000,92818000,8331543000,-126363000,92818000,92818000,17512000,148800000.0,128973000.0,,2137677000,2673112000,442658000,-100867000,-33697000.0,86434000.0,-79409000.0,66418000,,338172000,1092592000,4509752000.0,223842000,149392000,-1289886000.0,113559000.0,442658000,1278722000,,56574000,442658000,383411000,-66626000,175280000,31356000.0,-31912000.0,106392000,2258000,219851000,-576641000.0,3125000.0,0.0,-59737000,,1855363000.0,,-214320000,324827000,2986000.0,59247000,10538000.0,-62459000.0,0.0,215539000,10941000.0,,,,,,,,,
2012-05-31,,1931007000,253603000,22982000,618516000,5159299000,9176000.0,1865265000.0,-1096000.0,0.52,6667156000,2774420000,128312000,5777815000,120746000,8598163000,-163156000,120746000,120746000,10258000,136730000.0,108733000.0,227773000.0,2392505000,2820348000,456413000,-20419000,28144000.0,65705000.0,-117604000.0,75464000,,381915000,1210196000,4672921000.0,253603000,195633000,-560196000.0,114153000.0,456413000,1305462000,0.53,74887000,456413000,442658000,-47636000,167789000,8143000.0,20729000.0,98948000,9513000,149694000,,48070000.0,169000.0,-115520000,,,,-291719000,293924000,7511000.0,13755000,2529000.0,-60795000.0,0.0,226758000,15592000.0,231802000.0,,,,,,,,
2012-08-31,,1961548000,254674000,23460000,525839000,5396014000,14614000.0,1976901000.0,-2235000.0,0.48,6909892000,2758004000,113319000,5921853000,111636000,8871440000,-226694000,111636000,111636000,22106000,140684000.0,116167000.0,228366000.0,2390011000,2949587000,458567000,-82088000,-23720000.0,70426000.0,12183000.0,75935000,,367993000,1198013000,5255330000.0,254674000,181102000,-1394620000.0,114222000.0,458567000,1347313000,0.49,69466000,458567000,456413000,-56282000,187685000,8152000.0,-4721000.0,103593000,317000,254654000,,557000.0,149000.0,-170412000,,,,-325703000,221430000,-7587000.0,2154000,1680000.0,-53411000.0,0.0,212714000,14614000.0,231696000.0,,,,,,,,
2012-11-30,,2085364000,257282000,24279000,575692000,5698322000,16391000.0,2019289000.0,-282000.0,0.41,7212319000,2602446000,87937000,6274014000,94681000,9297683000,-294320000,94681000,94681000,24875000,145834000.0,116629000.0,228904000.0,2257227000,3023669000,445110000,-76708000,4598000.0,62660000.0,-141031000.0,139000,,345219000,1339044000,5211064000.0,257282000,152465000,-1369175000.0,114108000.0,445110000,1411588000,0.41,57784000,445110000,458567000,-81024000,170105000,8065000.0,7766000.0,101125000,6898000,276547000,,266000.0,0.0,-213296000,,,,-361326000,272807000,-6493000.0,-13457000,25277000.0,-51745000.0,0.0,184809000,16391000.0,232656000.0,,,,,,,,
2013-02-28,,2310131000,265475000,24562000,684173000,6185262000,15515000.0,1993772000.0,-30282000.0,0.46,7578471000,2827948000,103760000,6869435000,107221000,9888602000,-329978000,107221000,107221000,21513000,175635000.0,147821000.0,227329000.0,2458713000,3019167000,449364000,-76059000,-25012000.0,91961000.0,-178769000.0,430000,,369235000,1517813000,5672175000.0,265475000,172151000,-1370091000.0,112953000.0,449364000,1428970000,0.47,64930000,449364000,445110000,-50765000,183270000,7997000.0,-29301000.0,107708000,7372000,359526000,-648981000.0,222000.0,30000000.0,-279213000,-152314000.0,2073079000.0,,-453343000,336721000,10427000.0,4254000,33910000.0,-59808000.0,0.0,204710000,15515000.0,231136000.0,,,,,,,,
2013-05-31,,2454773000,290189000,24335000,710234000,6664838000,22941000.0,2030041000.0,-1161000.0,0.64,7995681000,3311057000,157907000,7375072000,146651000,10450454000,-119624000,146651000,146651000,15402000,171631000.0,109714000.0,224618000.0,2862961000,3075382000,725267000,-46512000,-4619000.0,70452000.0,119613000.0,241000,,448096000,1398200000,6160242000.0,290189000,237289000,-1265531000.0,112073000.0,725267000,1444128000,0.65,90638000,725267000,449364000,-42045000,208085000,7878000.0,21509000.0,102949000,9919000,399994000,,58965000.0,1313000.0,-77579000,-130215000.0,,,-289322000,316640000,6695000.0,275903000,11204000.0,-57510000.0,0.0,269502000,22941000.0,228552000.0,,,,,,,,
2013-08-31,,2481410000,283206000,24825000,729919000,7019076000,15061000.0,2126765000.0,-244000.0,0.62,8452364000,3245552000,151537000,7748995000,140274000,10933774000,-279996000,140274000,140274000,26173000,181256000.0,144949000.0,223610000.0,2810809000,3184779000,750032000,-102173000,-8020000.0,85549000.0,34184000.0,-1073000,,434743000,1364016000,6512328000.0,283206000,227125000,-1400059000.0,111665000.0,750032000,1535431000,0.63,86851000,750032000,725267000,-93966000,219843000,7761000.0,-15097000.0,104781000,1774000,312968000,,1808000.0,57000.0,-186030000,-49063000.0,,,-375422000,346152000,-9895000.0,24765000,3549000.0,-53909000.0,0.0,259711000,15061000.0,227634000.0,,,,,,,,
2013-11-30,,2558794000,284366000,24823000,748601000,7266905000,16946000.0,2219943000.0,-4296000.0,0.47,8745081000,2941407000,97355000,8015506000,106452000,11303875000,-306420000,106452000,106452000,20286000,190580000.0,138910000.0,223259000.0,2559686000,3288369000,664758000,-80014000,2470000.0,68027000.0,-192261000.0,-411000,,381721000,1556277000,6755534000.0,284366000,173200000,-1534394000.0,111614000.0,664758000,1588633000,0.48,66748000,664758000,750032000,-76889000,215822000,7649000.0,17522000.0,112856000,1373000,224271000,,8554000.0,-1299000.0,-229531000,-17470000.0,,,-396965000,367478000,-1376000.0,-85274000,5214000.0,-57127000.0,0.0,205672000,16946000.0,227417000.0,,,,,,,,
2014-02-28,,2643224000,297454000,27928000,875497000,7514663000,11532000.0,2214216000.0,-11000.0,0.44,9063933000,3076283000,86687000,8390160000,99209000,11707157000,-217440000,99209000,99209000,26811000,174232000.0,202588000.0,222850000.0,2692142000,3316997000,627901000,-107982000,-10949000.0,79923000.0,-85147000.0,-254000,,384141000,1641424000,7024506000.0,297454000,159708000,-1333258000.0,110843000.0,627901000,1652977000,0.45,60499000,627901000,664758000,-97417000,224520000,7546000.0,-11896000.0,110909000,9578000,191148000,-730556000.0,2438000.0,395000.0,-120023000,-110500000.0,2382483000.0,,-346911000,427492000,-12609000.0,-36857000,19033000.0,-46271000.0,0.0,195182000,11532000.0,226715000.0,,,,,,,,
2014-05-31,,2636736000,313446000,27343000,962158000,7857430000,15388000.0,2229709000.0,-5833000.0,0.76,9512224000,3750196000,188285000,8819588000,169653000,12148960000,-262789000,169653000,169653000,26202000,168665000.0,159298000.0,220268000.0,3248465000,3329372000,532191000,-94119000,-34609000.0,97810000.0,-40376000.0,-277000,,501731000,1681800000,7373003000.0,313446000,275022000,-1522673000.0,109242000.0,532191000,1696940000,0.77,105369000,532191000,627901000,-53709000,255214000,7601000.0,-17887000.0,116714000,4306000,207489000,,94816000.0,32000.0,-209080000,-171924000.0,,,-459624000,433115000,771000.0,-95710000,120000.0,-45776000.0,0.0,309966000,15388000.0,223632000.0,,,,,,,,
2014-08-31,,2516442000,297638000,28423000,906927000,8134999000,22390000.0,2204785000.0,-6027000.0,0.7,9883471000,3599194000,165701000,9041926000,154518000,12399913000,-309123000,154518000,154518000,38685000,176026000.0,205480000.0,218180000.0,3135855000,3357987000,354600000,-89674000,-2337000.0,108859000.0,-27155000.0,-283000,,463339000,1708955000,7648284000.0,297638000,250641000,-1628774000.0,108352000.0,354600000,1753992000,0.71,96123000,354600000,532191000,-81584000,262654000,7351000.0,-11049000.0,128036000,25484000,139622000,,244000.0,274000.0,-227539000,-201438000.0,,,-463768000,418269000,-7301000.0,-177591000,37363000.0,-44467000.0,0.0,286415000,22390000.0,221070000.0,,,,,,,,
2014-11-30,,2573252000,316632000,29228000,928182000,8733072000,19414000.0,2042284000.0,-212000.0,0.6,10270154000,3405234000,129988000,9661254000,130049000,12843406000,-451563000,130049000,130049000,48433000,182675000.0,202533000.0,214228000.0,2958614000,3182152000,189880000,-82375000,21377000.0,88180000.0,-255718000.0,-1536000,,446620000,1964673000,8238626000.0,316632000,210836000,-1811959000.0,105459000.0,189880000,1833600000,0.61,80787000,189880000,354600000,-103567000,244381000,7338000.0,20679000.0,131436000,3675000,265651000,,424000.0,27000.0,-347996000,-315257000.0,,,-560806000,459929000,-6817000.0,-164720000,9847000.0,-45858000.0,0.0,247402000,19414000.0,217025000.0,,,,,,,,
2015-02-28,,2599038000,330009000,30179000,997173000,9044243000,24688000.0,1994221000.0,-346000.0,0.67,10599163000,3514092000,145828000,10041416000,143138000,13198201000,-254472000,143138000,143138000,44646000,225493000.0,250307000.0,209655000.0,3038255000,3156785000,27606000,-94576000,-23595000.0,137690000.0,-122201000.0,-1196000,,475837000,2086874000,8512466000.0,330009000,232831000,-2290652000.0,104435000.0,27606000,1862538000,0.68,89693000,27606000,189880000,-70957000,268948000,2184000.0,-49510000.0,133483000,15487000,115817000,-822706000.0,1554000.0,322000.0,-183515000,-228362000.0,2684053000.0,,-431226000,454810000,9048000.0,-162274000,35133000.0,-65391000.0,0.0,265194000,24688000.0,212899000.0,,,,,,,,
2015-05-31,,2665825000,349779000,32066000,999573000,9396438000,23409000.0,2066753000.0,-3942000.0,0.86,11004852000,4014888000,194015000,10396011000,181974000,13670677000,58117000,181974000,181974000,29088000,220185000.0,184277000.0,208698000.0,3471094000,3274666000,351698000,-97077000,-33852000.0,103663000.0,242797000.0,-41000,,543794000,1844077000,8874773000.0,349779000,295979000,-2690963000.0,104341000.0,351698000,1896348000,0.87,114005000,351698000,27606000,-59437000,288131000,7103000.0,34027000.0,138895000,26680000,303615000,,59089000.0,154000.0,117554000,-117628000.0,,,-164375000,446453000,10475000.0,324092000,17725000.0,-66458000.0,0.0,335148000,23409000.0,211652000.0,,,,,,,,
2015-08-31,,2503725000,330784000,33122000,1001977000,9739604000,10097000.0,2012990000.0,-6539000.0,0.82,11448840000,3884913000,190586000,10741581000,172228000,13952565000,-288588000,172228000,172228000,45459000,225552000.0,226371000.0,207249000.0,3363543000,3210984000,100477000,-102405000,-9523000.0,100832000.0,-67472000.0,-1593000,,521370000,1911549000,9156227000.0,330784000,279822000,-1773118000.0,102465000.0,100477000,2016520000,0.83,107594000,100477000,351698000,-86290000,298989000,7450000.0,2831000.0,149139000,-1591000,53482000,,1169000.0,-53000.0,-202298000,-251582000.0,,,-456040000,453864000,-11213000.0,-251221000,19432000.0,-66149000.0,0.0,320394000,10097000.0,209648000.0,,,,,,,,
2015-11-30,,2634883000,337512000,35316000,923554000,10545856000,11778000.0,1743031000.0,-384000.0,0.63,11746282000,3544069000,126819000,11469410000,128199000,14381165000,-391943000,128199000,128199000,32673000,229910000.0,211833000.0,201291000.0,3079738000,2911755000,33346000,-75137000,20355000.0,88530000.0,-241721000.0,-1157000,,464331000,2153270000,9924090000.0,337512000,207957000,-2698045000.0,98781000.0,33346000,2105807000,0.64,79758000,33346000,100477000,-95108000,275864000,10021000.0,12302000.0,148103000,2945000,304841000,,328000.0,0.0,-296835000,-446971000.0,,,-515251000,420856000,-7584000.0,-67131000,7698000.0,-66664000.0,0.0,253294000,11778000.0,203383000.0,,,,,,,,
2016-02-29,,2471781000,333860000,36856000,1005193000,10571597000,5793000.0,1746804000.0,-598000.0,0.71,12009795000,3705805000,155405000,11576790000,141027000,14481576000,157937000,141027000,141027000,26358000,229274000.0,245909000.0,195764000.0,3216540000,2904786000,37394000,-104176000,-29052000.0,132171000.0,221241000.0,-9768000,,489265000,1932029000,9942000000.0,333860000,226186000,-3003075000.0,97356000.0,37394000,2161698000,0.72,85159000,37394000,33346000,-74749000,301178000,11784000.0,-43641000.0,149343000,998000,-124462000,-925319000.0,2029000.0,223000.0,232686000,-167760000.0,3087017000.0,,-33782000,441746000,25559000.0,4048000,2183000.0,-70196000.0,0.0,274826000,5793000.0,197383000.0,,,,,,,,
2016-05-31,,2416580000,380230000,40801000,1083374000,10734268000,268000.0,1806393000.0,-2644000.0,0.9,12373347000,4126386000,192407000,11817642000,175360000,14789927000,-12099000,175360000,175360000,32317000,222936000.0,205426000.0,193531000.0,3553749000,2972285000,52575000,-123250000,-23387000.0,102541000.0,67038000.0,616000,,572637000,1864991000,10091457000.0,380230000,282693000,-3164268000.0,96248000.0,52575000,2234385000,0.91,107333000,52575000,37394000,-97463000,321024000,11088000.0,29630000.0,133266000,-2437000,53067000,,89991000.0,244000.0,85364000,-137989000.0,,,-215159000,454522000,7374000.0,15181000,4134000.0,-66825000.0,0.0,334582000,31437000.0,195253000.0,,,,,,,,
2016-08-31,,2755347000,366126000,42212000,1084363000,11357624000,34000.0,1858221000.0,-3658000.0,0.84,12748985000,3997248000,179236000,12441987000,162362000,15504332000,-242329000,162362000,162362000,45273000,226978000.0,246053000.0,191539000.0,3451886000,3062345000,316031000,-138907000,-18125000.0,94577000.0,-53812000.0,435000,,545362000,1918803000,10703373000.0,366126000,261736000,-2174654000.0,95540000.0,316031000,2326178000,0.85,99374000,316031000,52575000,-117124000,338017000,13904000.0,7964000.0,138589000,260000,527568000,,205000.0,0.0,-125205000,-128036000.0,,,-411250000,486943000,-646000.0,263456000,28892000.0,-66582000.0,0.0,317852000,29124000.0,193623000.0,,,,,,,,
2016-11-30,,2684278000,356735000,42641000,1027717000,11716966000,1816000.0,1821359000.0,-622000.0,0.72,13075789000,3701524000,146400000,12744683000,136645000,15760067000,-404241000,136645000,136645000,41347000,232439000.0,224585000.0,189200000.0,3198389000,3015384000,23713000,-76055000,25449000.0,92003000.0,-251372000.0,-1027000,,503135000,2170175000,11017562000.0,356735000,219661000,-2454187000.0,93676000.0,23713000,2449343000,0.72,83016000,23713000,316031000,-100956000,313738000,15071000.0,2574000.0,137133000,-3311000,87022000,,2071000.0,74000.0,-303285000,-198327000.0,,,-546315000,476757000,-7312000.0,-292318000,1528000.0,-60135000.0,0.0,277373000,11465000.0,190818000.0,,,,,,,,
