date,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyBasicAverageShares,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyOtherNonCashItems,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyTaxProvision,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInInventory,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyResearchAndDevelopment
2004-03-31,24695000,464000,464000,,32780000,16270000.0,0.0,95476000,,130311000.0,,,-13606000,,,316837000.0,107020000,231144000,8873000,72000.0,262742000,262742000,229962000,,362325000,,,,519027000,69185000,912352000,464000,0.0,0.0,21690000,,133180000.0,-4000000.0,229821000.0,9615000.0,150802000.0,25210000.0,542000.0,,962000.0,15044000,,393325000,262742000,-3005000,0.0,,113191000,0.0,,3323000,,550027000,87634000,467639000,,51388000,61996000,174400000,,2859000,208667000,-3005000.0,6171000,-167825000.0,12270000,,,,,,
2004-06-30,16612000,11028000,11028000,,28255000,21582000.0,0.0,114386000,,132129000.0,,,-9367000,,,295109000.0,97685000,230149000,7034000,74000.0,290997000,290997000,262742000,,359589000,,,,489489000,68052000,915237000,11028000,0.0,0.08,10420000,,135335000.0,-2113000.0,229213000.0,-5196000.0,144141000.0,25720000.0,-134000.0,,-747000.0,22820000,,425748000,290997000,-6192000,0.0,,113471000,0.08,,15852000,,555648000,81588000,439250000,,50239000,61388000,185428000,,4824000,227857000,-6192000.0,15786000,-167825000.0,19469000,,,,,,
2004-09-30,4967000,160000,160000,50461000.0,-134356000,18620000.0,0.0,100196000,,121767000.0,,,-2373000,,160000000.0,299929000.0,96215000,229883000,6792000,75000.0,156641000,156641000,290997000,,363395000,40000000.0,602000.0,,690943000,68601000,794290000,160000,197179000.0,0.0,-4872000,,124318000.0,-346149000.0,232736000.0,-9443000.0,140553000.0,26967000.0,1000.0,,2025000.0,12269000,,103347000,156641000,-9839000,0.0,,101692000,0.0,,2502000,,430895000,89423000,480482000,,210461000,64911000,185588000,,2342000,201888000,-9839000.0,5477000,-167825000.0,-130350000,,,,,,
2004-12-31,1927000,5237000,5237000,51948000.0,3485000,11444000.0,0.0,124441000,,,,257689000.0,-1110000,,150000000.0,307696000.0,115743000,231897000,5638000,75000.0,160126000,160126000,156641000,,373349000,40000000.0,,,731146000,77957000,861194000,5237000,-343329000.0,,-4141000,,,346150000.0,242846000.0,8293000.0,181502000.0,32978000.0,-9022000.0,,5169000.0,20863000,,130048000,160126000,-9938000,-3870000.0,,130968000,,,12785000,,487845000,110105000,529198000,,201948000,63495000,190089000,,7548000,255409000,-6068000.0,15225000,-179351000.0,1442000,,,,,,
2005-03-31,14585000,-14707000,-14707000,51406000.0,-1405000,3604000.0,0.0,95278000,,111324000.0,,233284000.0,-23089000,,140000000.0,333704000.0,115332000,230251000,6329000,75000.0,158721000,158721000,160126000,,365252000,40000000.0,1345000.0,,713609000,73668000,829122000,-14707000,0.0,-0.13,10522000,,112416000.0,,240684000.0,17949000.0,148499000.0,32015000.0,-295000.0,,3336000.0,-4457000,,115513000,158721000,-6714000,-150000.0,,104546000,-0.13,,-17541000,,463870000,91546000,522203000,,191406000,61333000,175383000,,-2834000,199824000,-4063000.0,-10786000,-179351000.0,-6396000,,,,,,
2005-06-30,-614000,-819000,-819000,50909000.0,-88241000,5920000.0,0.0,140517000,,111880000.0,,236823000.0,-18715000,,190051000.0,318775000.0,128914000,435440000,9571000,75000.0,70480000,70480000,158721000,,570625000,60019000.0,3318000.0,,830079000,76444000,950045000,-819000,-1082000.0,-0.01,-3824000,,111880000.0,,238092000.0,-6264000.0,210325000.0,29603000.0,-5142000.0,,1819000.0,14931000,,119966000,70480000,-160424000,36000.0,,134052000,-0.01,,-501000,,379420000,102727000,589119000,,240960000,58741000,174564000,,318000,274569000,-3210000.0,5138000,-179351000.0,73955000,,,,,,
2005-09-30,13629000,-1721000,-1721000,28214000.0,9979000,4702000.0,0.0,112104000,,112542000.0,,,-2185000,,185000000.0,330095000.0,112021000,429840000,10893000,76000.0,80459000,80459000,70480000,,560661000,65000000.0,3120000.0,,837708000,74731000,961583000,-1721000,0.0,-0.02,9650000,,112542000.0,,235441000.0,-963000.0,229399000.0,28081000.0,-194000.0,,1706000.0,12079000,,123875000,80459000,-3523000,728000.0,,113207000,-0.02,,-2073000,,400922000,100310000,624494000,,213214000,56090000,172842000,,-352000,225311000,-3979000.0,1186000,-179351000.0,95000,,,,,,
2005-12-31,-478000,14810000,14810000,57261000.0,-10177000,16734000.0,66667000.0,138712000,,,,,-31414000,,180000000.0,333065000.0,120846000,419827000,10359000,77000.0,70282000,70282000,80459000,,564498000,,5431000.0,,880029000,82901000,1026617000,14810000,0.0,,-11582000,759000.0,,-11033000.0,224136000.0,-29994000.0,243036000.0,42804000.0,-13000.0,,-332000.0,40101000,,146588000,70282000,-10319000,26000.0,,150588000,,,25553000,,462119000,80169000,642768000,,237261000,61770000,187652000,,10743000,289300000,-11104000.0,29742000,-162366000.0,2368000,,,,,,
2006-03-31,6105000,7770000,7770000,54273000.0,-4642000,11894000.0,0.0,105349000,403999000.0,113769000.0,,,-2144000,,175000000.0,355222000.0,109960000,12641000,9244000,77000.0,65640000,65640000,70282000,,559705000,68333000.0,4363000.0,,824957000,85135000,979478000,7770000,1400000.0,0.07,2585000,,115798000.0,-17184000.0,220296000.0,-11576000.0,172129000.0,35580000.0,,,4093000.0,24864000,,154521000,65640000,-3495000,25000.0,,125580000,0.07,,10563000,,419773000,99467000,595684000,,229273000,57930000,195422000,,2793000,230929000,-3520000.0,15620000,-162366000.0,-7223000,,,,,,
2006-06-30,26874000,18244000,18244000,54008000.0,3427000,10179000.0,0.0,137283000,407608000.0,113525000.0,,285675000.0,173000,,170000000.0,339441000.0,116215000,9373000,9716000,78000.0,69067000,69067000,65640000,,562451000,60000000.0,4479000.0,,809517000,87803000,984754000,18244000,2253000.0,0.16,22152000,,115743000.0,-19841000.0,220033000.0,-1689000.0,186068000.0,31181000.0,,,8405000.0,40311000,,175237000,69067000,-4692000,30000.0,,146810000,0.16,,26289000,,422303000,106701000,585509000,,224008000,57667000,213666000,,8045000,284093000,-4722000.0,30595000,-162366000.0,-20742000,,,,,,
2006-09-30,41743000,9608000,9608000,53542000.0,23846000,10939000.0,0.0,116259000,408750000.0,113523000.0,,284879000.0,-541000,,160000000.0,361379000.0,109138000,6007000,9527000,78000.0,92913000,92913000,69067000,,560650000,60000000.0,3848000.0,,826925000,88411000,1013597000,9608000,2067000.0,0.08,36474000,,116255000.0,-16485000.0,219848000.0,21469000.0,192004000.0,31273000.0,-1537000.0,,9690000.0,25490000,,186672000,92913000,-5269000,0.0,,125101000,0.08,2676000.0,11574000,,452947000,99814000,613383000,,213542000,57482000,223274000,,1966000,241360000,-5269000.0,15963000,-162366000.0,-13479000,,,,,,
2006-12-31,31542000,22570000,22570000,59592000.0,-25112000,13720000.0,0.0,146439000,408545000.0,,194669000.0,,265000,,150000000.0,375881000.0,117878000,5978000,7337000,78000.0,67801000,67801000,92913000,,555760000,220000000.0,6408000.0,,1013475000,28203000,1039793000,22570000,3394000.0,,23940000,,,-217194000.0,224794000.0,-10512000.0,13333000.0,46822000.0,10669000.0,,10889000.0,46959000,,26318000,67801000,-8345000,-743000.0,,157500000,,1481000.0,37446000,,484033000,110112000,803883000,,209592000,59715000,249004000,,14876000,303939000,-7602000.0,39622000,-165079000.0,-50081000,,,,,,
2007-03-31,-222000,8192000,8192000,84392000.0,23293000,11984000.0,0.0,123713000,409161000.0,103521000.0,,,-38000,,171000000.0,390870000.0,122010000,5224000,6957000,78000.0,91094000,91094000,67801000,,557665000,234000000.0,6263000.0,,1022004000,84523000,1057432000,8192000,3445000.0,0.08,-4999000,,108263000.0,-23001000.0,223836000.0,-16285000.0,141742000.0,41841000.0,-1117000.0,,12150000.0,25431000,,35428000,91094000,-4777000,0.0,,140484000,0.08,2031000.0,12173000,,499767000,115746000,766612000,,255392000,58757000,257196000,,3981000,264197000,-4777000.0,18474000,-165079000.0,27428000,,,,,,
2007-06-30,43915000,14048000,14048000,83956000.0,11744000,15538000.0,0.0,144211000,410956000.0,104259000.0,,,-7270000,,166500000.0,377183000.0,136215000,4613000,6829000,78000.0,102838000,102838000,91094000,,563847000,193500000.0,5398000.0,,999044000,87625000,1079505000,14048000,10191000.0,0.13,36262000,,109571000.0,-6689000.0,225732000.0,24620000.0,177905000.0,43520000.0,768000.0,,17462000.0,29894000,,80461000,102838000,-7644000,9000.0,,159280000,0.13,-2350000.0,19481000,,515658000,120523000,748588000,,250456000,60653000,271244000,,5433000,303491000,-7653000.0,23065000,-165079000.0,-25960000,,,,,,
2007-09-30,38802000,12494000,12494000,86424000.0,14870000,4589000.0,0.0,127211000,414838000.0,104728000.0,,,303000,,162000000.0,402080000.0,122328000,4111000,7006000,78000.0,117708000,117708000,102838000,,575264000,205000000.0,5223000.0,,1034832000,89221000,1106082000,12494000,1333000.0,0.11,32647000,,109197000.0,-36035000.0,232173000.0,18060000.0,179328000.0,38697000.0,-3242000.0,,20195000.0,30586000,,71250000,117708000,-6152000,3000.0,,145908000,0.12,4484000.0,18660000,,530818000,115564000,786408000,,248424000,67094000,283739000,,6166000,273119000,-6155000.0,23580000,-165079000.0,-23113000,,,,,,
2007-12-31,65840000,38819000,38819000,82200000.0,-7763000,2347000.0,0.0,150140000,416181000.0,,204726000.0,354926000.0,1114000,,157500000.0,423522000.0,130248000,3645000,6960000,78000.0,109945000,109945000,117708000,,575420000,236500000.0,8182000.0,,1115712000,33198000,1133210000,38819000,957000.0,,60253000,,,-101097000.0,231715000.0,4413000.0,11264000.0,53537000.0,10331000.0,,23255000.0,74963000,,17498000,109945000,-5563000,24000.0,,198251000,,5317000.0,63847000,,557790000,123495000,876012000,,239700000,66551000,322557000,,25028000,348391000,-5587000.0,68003000,-165164000.0,-72050000,,,,,,
2008-03-31,14217000,14593000,14593000,88091000.0,-14010000,5368000.0,0.0,125960000,416565000.0,97790000.0,,327243000.0,523000,,153000000.0,450275000.0,137809000,3230000,7107000,78000.0,95935000,95935000,109945000,,574991000,268000000.0,4715000.0,,1113412000,90824000,1095801000,14593000,1076000.0,0.21,6707000,,101363000.0,-65270000.0,229536000.0,-12563000.0,154046000.0,51543000.0,-476000.0,,20489000.0,33437000,,-17611000,95935000,565000,0.0,,164139000,0.22,5556000.0,22138000,,520810000,130886000,872321000,,241091000,64372000,344102000,,7545000,290099000,-7510000.0,26330000,-165164000.0,-31826000,,,,,,
2008-06-30,67628000,30128000,29900000,84244000.0,40962000,13215000.0,0.0,152153000,417523000.0,94845000.0,,313259000.0,-150000,,271500000.0,428059000.0,144211000,2829000,6729000,78000.0,136897000,136897000,95935000,,580290000,198250000.0,4960000.0,,1162539000,93418000,1120925000,29900000,3768000.0,0.3,62164000,,98895000.0,-87697000.0,231684000.0,28171000.0,180486000.0,48829000.0,746000.0,,27249000.0,54304000,,-41614000,136897000,-5692000,7847000.0,,191786000,0.32,1854000.0,42465000,,540635000,137746000,806795000,,355744000,66520000,374002000,,12337000,343939000,-5464000.0,47575000,-165164000.0,-21964000,,,,,,
2008-09-30,55575000,18781000,18781000,78224000.0,8274000,24511000.0,0.0,124343000,411683000.0,94539000.0,,303662000.0,-860000,,255000000.0,433862000.0,138681000,2425000,7251000,78000.0,145171000,145171000,136897000,,571589000,169500000.0,4997000.0,,1130374000,93051000,1115416000,18781000,9243000.0,0.19,50269000,,98552000.0,-23341000.0,229594000.0,38001000.0,193788000.0,43905000.0,-4137000.0,,19395000.0,41933000,,-14958000,145171000,-5306000,0.0,,173363000,0.2,-3983000.0,28825000,,543827000,131854000,797150000,,333224000,64430000,392783000,,10044000,297706000,-5306000.0,34682000,-165164000.0,-34837000,,,,,,
2008-12-31,46930000,33646000,33646000,83472000.0,12834000,1608000.0,0.0,152381000,398737000.0,,85106000.0,,129000,,238500000.0,395278000.0,139159000,2015000,6408000,78000.0,140929000,140929000,145171000,,538541000,177750000.0,7718000.0,,1114381000,29542000,1093065000,33646000,744000.0,,40878000,,,-24509000.0,207300000.0,-3268000.0,12130000.0,0.0,6484000.0,,-1741000.0,65824000,,-21316000,140929000,-6022000,30000.0,,194940000,,3660000.0,51313000,,554524000,131879000,792409000,,321972000,61869000,426428000,,17672000,347321000,-6052000.0,55781000,-145431000.0,-31208000,,,,,,
2009-03-31,14827000,19996000,19996000,80670000.0,-69215000,887000.0,0.0,116644000,397458000.0,93898000.0,,,-1246000,,222000000.0,373761000.0,122438000,1616000,6874000,78000.0,70263000,70263000,140929000,,530481000,116000000.0,4180000.0,,944219000,73607000,948691000,19996000,7000.0,0.21,10291000,,95763000.0,-2150000.0,,-20351000.0,,0.0,1130000.0,,-25000.0,40079000,6824000.0,4472000,70263000,-4536000,0.0,-66595000.0,156889000,0.21,7178000.0,29025000,,418210000,115564000,641549000,-78250000.0,302670000,57800000,446424000,,9029000,273533000,-4536000.0,34451000,,-79506000,,,,,,
2009-06-30,47707000,17185000,17185000,76956000.0,24657000,3460000.0,0.0,117100000,401926000.0,94370000.0,,,-1132000,,197250000.0,378536000.0,122110000,1345000,6743000,78000.0,96964000,96964000,70263000,,536219000,119250000.0,4011000.0,,936097000,77324000,972208000,17185000,409000.0,0.18,43797000,,96523000.0,-1509000.0,,17958000.0,,0.0,-450000.0,,5912000.0,36372000,6327000.0,36111000,96964000,-3910000,0.0,7932000.0,152871000,0.18,6271000.0,25618000,,435989000,115367000,661891000,-21500000.0,274206000,55624000,463609000,,8433000,269971000,-3910000.0,30761000,,-19140000,,,,,,
2009-09-30,55106000,20067000,20067000,80807000.0,8786000,6664000.0,0.0,118120000,406333000.0,94872000.0,,,-127000,,145000000.0,401410000.0,121828000,930000,6779000,78000.0,112778000,112778000,96964000,,541133000,120000000.0,4914000.0,,922016000,81508000,996840000,20067000,1269000.0,0.21,52427000,,97657000.0,-74000.0,,22985000.0,,0.0,-229000.0,,10387000.0,34173000,6326000.0,74824000,112778000,-2679000,0.0,9733000.0,149349000,0.21,5504000.0,22480000,,455707000,115049000,696209000,-51500000.0,225807000,52362000,483676000,,2413000,267469000,-2679000.0,27521000,,-43641000,,,,,,
2009-12-31,44297000,25716000,25716000,80571000.0,4264000,3811000.0,0.0,146499000,513612000.0,,104155000.0,,-3348000,,124000000.0,437207000.0,137650000,24113000,6627000,78000.0,116574000,116574000,112778000,,657454000,205000000.0,3757000.0,,1102744000,67263000,1215279000,25716000,707000.0,,40280000,,,-11000.0,197615000.0,1201000.0,14312000.0,0.0,4552000.0,,11322000.0,48787000,6589000.0,112535000,116574000,-108540000,-104523000.0,,182328000,,5882000.0,38403000,,557825000,131023000,898173000,-14000000.0,204571000,52466000,509392000,,12687000,328827000,-4017000.0,44678000,-145149000.0,68507000,,,,,,
2010-03-31,-7966000,19403000,19403000,79421000.0,-8344000,6714000.0,0.0,123046000,509755000.0,95963000.0,,,-1759000,,103000000.0,463236000.0,140078000,21182000,9510000,78000.0,105913000,105913000,116574000,,646555000,264000000.0,3384000.0,,1064875000,67528000,1180827000,19403000,5188000.0,0.19,-11378000,,99649000.0,-35172000.0,,-40249000.0,,0.0,-873000.0,,9401000.0,40460000,9159000.0,115952000,105913000,-15108000,0.0,-76603000.0,172787000,0.2,4243000.0,27566000,-11696000.0,534272000,130568000,882454000,-14000000.0,182421000,48090000,528795000,,8163000,295833000,-3412000.0,32709000,,14730000,,,,,,
2010-06-30,69558000,20113000,20113000,97544000.0,21806000,4283000.0,0.0,138336000,503816000.0,95657000.0,,,-2973000,,77250000.0,450152000.0,139299000,18643000,8977000,78000.0,122364000,122364000,105913000,,656304000,279750000.0,3180000.0,,1067290000,88640000,1174271000,20113000,2633000.0,0.2,65277000,,98855000.0,-39932000.0,,35801000.0,,0.0,166000.0,,6463000.0,42564000,6875000.0,106981000,122364000,-4736000,0.0,,175859000,0.21,4501000.0,30407000,-455000.0,517967000,130322000,892496000,-21000000.0,174794000,45205000,548908000,,10294000,314195000,-4281000.0,36560000,,-43016000,,,,,,
2010-09-30,64783000,20075000,20075000,103273000.0,15030000,8383000.0,0.0,125897000,509652000.0,95473000.0,,,-1622000,,51500000.0,496348000.0,136213000,16116000,8725000,78000.0,148412000,148412000,122364000,,664525000,248500000.0,3005000.0,,1082150000,94485000,1236373000,20075000,4754000.0,0.2,60265000,,98797000.0,-1372000.0,,39211000.0,,0.0,-5992000.0,,14496000.0,41115000,7264000.0,154223000,148412000,-4518000,0.0,,170225000,0.21,2764000.0,29385000,0.0,571848000,127488000,927377000,-21000000.0,154773000,44272000,568983000,,9310000,296122000,-4518000.0,34012000,,-45235000,,,,,,
2010-12-31,79124000,36694000,36694000,107450000.0,-28394000,4147000.0,0.0,164959000,510265000.0,,93608000.0,,-1113000,,180000000.0,523263000.0,163458000,13584000,8662000,78000.0,120181000,120181000,148412000,,664556000,40156000.0,7203000.0,,1098602000,93093000,1285658000,36694000,5789000.0,,69641000,,,-23344000.0,202597000.0,25349000.0,17791000.0,0.0,4090000.0,,14638000.0,62592000,9336000.0,187056000,120181000,-9483000,0.0,,217345000,,3547000.0,46727000,0.0,621102000,154796000,811152000,-257627000.0,287450000,47614000,605677000,,10033000,382304000,-9483000.0,53887000,-154983000.0,-98035000,,,,,,
2011-03-31,-24663000,29191000,29191000,108626000.0,-10582000,14058000.0,0.0,133316000,514676000.0,96442000.0,,,-382000,,172500000.0,558034000.0,150470000,11059000,8798000,78000.0,109003000,109003000,120181000,,659134000,82667000.0,2784000.0,25744000.0,1065344000,87956000,1275374000,29191000,20613000.0,0.29,-28368000,,99451000.0,-51896000.0,,-40810000.0,,0.0,-10986000.0,,16288000.0,54197000,9162000.0,210030000,109003000,-3705000,0.0,,196251000,0.3,-10856000.0,42615000,0.0,616240000,141672000,784218000,-5000000.0,281126000,45443000,634868000,,13424000,329567000,-3705000.0,45781000,,17786000,,,,,,
2011-06-30,88576000,32223000,32223000,115786000.0,15307000,2289000.0,0.0,152461000,516027000.0,96886000.0,,,-571000,,165000000.0,572053000.0,161514000,8537000,8756000,78000.0,125341000,125341000,109003000,,670363000,55000000.0,2797000.0,,1080153000,92877000,1295972000,32223000,1327000.0,0.32,82821000,,99340000.0,-35963000.0,,30915000.0,,0.0,9591000.0,,14363000.0,59753000,7831000.0,215819000,125341000,-5755000,0.0,,213082000,0.33,7091000.0,48200000,0.0,625609000,152758000,799367000,-5156000.0,280786000,52922000,667091000,,15977000,365543000,-5755000.0,51568000,,-67514000,,,,,,
2011-09-30,112552000,30464000,30464000,118372000.0,36879000,1424000.0,0.0,142696000,510227000.0,96057000.0,,,-541000,,157500000.0,598393000.0,155838000,7798000,7377000,78000.0,156903000,156903000,125341000,,670745000,52500000.0,2282000.0,,1110364000,95611000,1304431000,30464000,518000.0,0.31,98292000,,98259000.0,-53355000.0,,61714000.0,,0.0,5207000.0,,5810000.0,54086000,7757000.0,194067000,156903000,-14260000,0.0,,203088000,0.32,30464000.0,44427000,0.0,633686000,148461000,834492000,-5000000.0,275872000,57109000,697555000,,13963000,345784000,-14260000.0,47250000,,-61413000,,,,,,
2011-12-31,79101000,45024000,45024000,126951000.0,-14551000,,2255000.0,180282000,508550000.0,94691000.0,36209000.0,421033000.0,-417000,,150000000.0,611647000.0,177949000,7060000,7133000,78000.0,142739000,142739000,156903000,,674087000,50000000.0,3353000.0,,1198088000,90345000,1379872000,45024000,23125000.0,0.46,60867000,,97037000.0,-70772000.0,229334000.0,26165000.0,27573000.0,0.0,-4777000.0,,5793000.0,77428000,8115000.0,181784000,142739000,-18234000,0.0,,247412000,0.48,45024000.0,66942000,0.0,705785000,170816000,921137000,-5000000.0,276951000,68132000,742579000,,21918000,427694000,-18234000.0,69463000,-161202000.0,-75418000,,,,,,
2012-03-31,18679000,34221000,34221000,127015000.0,-5995000,5524000.0,0.0,146463000,510933000.0,93416000.0,,,-978000,,140000000.0,650666000.0,169152000,6321000,6634000,78000.0,138985000,138985000,142739000,,673028000,100293000.0,2195000.0,,1178067000,86111000,1349848000,34221000,13784000.0,0.36,11561000,,96199000.0,-77157000.0,,-18176000.0,,0.0,-1664000.0,,8447000.0,59212000,10939000.0,171781000,138985000,-7118000,0.0,,222708000,0.37,34221000.0,50383000,,676820000,162518000,911052000,-7500000.0,267015000,69663000,776801000,,16162000,369171000,-7118000.0,53556000,,-17556000,,,,,,
2012-06-30,80773000,41484000,41484000,126767000.0,16188000,3227000.0,0.0,161247000,515002000.0,93350000.0,,,-1258000,,130000000.0,659741000.0,172331000,14052000,7110000,78000.0,150531000,150531000,138985000,,693765000,70088000.0,2153000.0,,1165124000,86916000,1380115000,41484000,2944000.0,0.43,67249000,,95423000.0,-7518000.0,,28498000.0,,0.0,-1737000.0,,3623000.0,69756000,7863000.0,214991000,150531000,-23033000,-9509000.0,,236235000,0.44,41484000.0,60493000,,686350000,165221000,908357000,-7500000.0,256767000,77795000,818284000,,19009000,397482000,-13524000.0,63904000,,-41552000,,,,,,
2012-09-30,109299000,31375000,31375000,128790000.0,99048000,1809000.0,0.0,151143000,519200000.0,93522000.0,,370951000.0,-1692000,,120000000.0,682603000.0,172551000,13142000,7663000,78000.0,255391000,255391000,150531000,,697170000,80000000.0,2209000.0,,1217683000,84484000,1479148000,31375000,3638000.0,0.33,99141000,,95611000.0,-4625000.0,,64043000.0,,0.0,133000.0,,8673000.0,58375000,9219000.0,261465000,255391000,-10985000,0.0,,223263000,0.34,31375000.0,46811000,-827000.0,781978000,164888000,968893000,-7500000.0,248790000,80344000,849659000,,15436000,374406000,-10158000.0,50712000,,734000,,,,,,
2012-12-31,71062000,58823000,58823000,22954000.0,43329000,1870000.0,0.0,200214000,519506000.0,93488000.0,123618000.0,463968000.0,256000,,115000000.0,692237000.0,194580000,11821000,8364000,78000.0,299852000,299852000,255391000,,693811000,90000000.0,2302000.0,,1314604000,6112000,1621277000,58823000,-105366000.0,0.61,57525000,,95716000.0,-22004000.0,229420000.0,-8281000.0,27344000.0,0.0,4241000.0,5508000.0,5968000.0,85693000,8357000.0,306673000,299852000,-13537000,0.0,,274535000,0.63,-9217000.0,77909000,0.0,927466000,186216000,1070000000,-7500000.0,244604000,89089000,908482000,,19086000,474749000,-13537000.0,79955000,-140331000.0,-47932000,,,,,,
2013-03-31,19693000,36675000,36675000,125646000.0,-26861000,1955000.0,0.0,163737000,516525000.0,93595000.0,,441405000.0,111000,,147500000.0,736696000.0,188912000,10477000,8434000,78000.0,269063000,269063000,299852000,,692355000,57500000.0,2436000.0,17851000.0,1248238000,76845000,1567395000,36675000,9666000.0,0.38,10045000,,95537000.0,-48527000.0,,-23525000.0,,0.0,-1872000.0,,2763000.0,62650000,12342000.0,319157000,269063000,-9648000,0.0,,243017000,0.39,858000.0,51780000,,875040000,180478000,975092000,-200000000.0,273146000,88508000,945157000,,15105000,406754000,-9648000.0,54105000,,-36906000,,,,,,
2013-06-30,120623000,46514000,46514000,126503000.0,66458000,1400000.0,0.0,177904000,516144000.0,93574000.0,,432011000.0,-386000,,143750000.0,749240000.0,194050000,8834000,8421000,78000.0,333363000,333363000,269063000,,690429000,61250000.0,2144000.0,9220000.0,1285093000,76036000,1613787000,46514000,3895000.0,0.49,110636000,,95188000.0,-49473000.0,,61612000.0,,0.0,125000.0,,2358000.0,82128000,7232000.0,328694000,333363000,-9987000,0.0,,268143000,0.5,614000.0,71563000,,923358000,185629000,1014840000,-1875000.0,270253000,89415000,991671000,,25049000,446047000,-9987000.0,74093000,,-44178000,,,,,,
2013-09-30,101753000,38194000,38194000,122770000.0,36847000,1184000.0,0.0,161735000,518555000.0,92689000.0,,392174000.0,-67000,,140000000.0,754120000.0,190155000,7535000,8609000,78000.0,374521000,374521000,333363000,,693243000,65000000.0,2124000.0,42661000.0,1306763000,76955000,1628398000,38194000,1298000.0,0.4,93616000,,94355000.0,-59251000.0,,41402000.0,,0.0,6736000.0,,6734000.0,67357000,7475000.0,321635000,374521000,-8137000,0.0,,248970000,0.41,635000.0,56624000,0.0,935155000,181546000,1043993000,-1875000.0,262770000,90198000,1029865000,,18430000,410705000,-8137000.0,58815000,,-56769000,,,,,,
2013-12-31,73585000,61418000,61418000,24912000.0,48857000,,0.0,210108000,519203000.0,,160160000.0,490923000.0,-211000,,136250000.0,766114000.0,221783000,6107000,8978000,78000.0,423990000,423990000,374521000,,698700000,68750000.0,3684000.0,-97829000.0,1422266000,9388000,1783582000,61418000,6980000.0,,64859000,,,-24485000.0,240925000.0,-9794000.0,17671000.0,0.0,11674000.0,8959000.0,8345000.0,99134000,7686000.0,361316000,423990000,-8726000,0.0,,310599000,,603000.0,86472000,0.0,1084882000,212805000,1159923000,-1875000.0,262343000,91759000,1091283000,,25054000,520707000,-8726000.0,88816000,-149166000.0,-16002000,,,,,,
2014-03-31,16470000,37736000,37736000,121869000.0,-140261000,2428000.0,0.0,170821000,589786000.0,91669000.0,,496997000.0,-3585000,,132500000.0,832555000.0,213355000,34537000,8738000,78000.0,283284000,283284000,423990000,,812045000,222500000.0,2250000.0,-4210000.0,1520990000,93514000,1757713000,37736000,11146000.0,0.4,7285000,,93209000.0,-195850000.0,,-40542000.0,,0.0,7351000.0,,8552000.0,67679000,13752000.0,236723000,283284000,-124455000,-13500000.0,,275881000,0.41,581000.0,56691000,-101770000.0,945668000,204617000,1266621000,-1875000.0,254369000,94208000,1129019000,,18955000,446702000,-9185000.0,62526000,,-32276000,,,,,,
