date,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyStockBasedCompensation,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyDilutedAverageShares,quarterlyCashDividendsPaid,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlyBasicEPS,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsPayable
2004-03-31,,,,,18702000.0,5133000,,2550000.0,,16416000,11520000.0,320928000.0,,,36208000.0,2141000.0,25588000.0,6182000.0,31075000.0,,,-766000.0,4236000.0,0.3,,-100497000.0,1006253000.0,,,-5428000.0,,49561000,-9379000.0,-19731000.0,,5570000,5570000,,1530000.0,19120000.0,,,,13353000.0,21109000.0,,1312000.0,,765946000.0,50460000.0,18864000.0,-13097000.0,25588000.0,11283000.0,25588000.0,192000.0,24058000.0,-4907000.0,,0.3,9265000.0,97000000.0,-3946000.0,796961000.0,9741000.0,1213731000.0,5570000,,,,,,,,,,
2004-06-30,,,,,18639000.0,-57285000,,-22902000.0,,-45836000,22774000.0,255289000.0,,,33582000.0,-58843000.0,106117000.0,-4808000.0,90867000.0,,,62220000.0,4271000.0,-2.57,,-160196000.0,1076884000.0,,,-516653000.0,,48787000,-81617000.0,136185000.0,,-47901000,-47901000,,80529000.0,3187000.0,,,,15205000.0,18599000.0,,6175000.0,,976816000.0,50160000.0,18639000.0,-13253000.0,106117000.0,11449000.0,106117000.0,195000.0,25588000.0,-6643000.0,,-2.57,10100000.0,,96051000.0,1003023000.0,-78430000.0,1345183000.0,-47901000,,,,,,,,,,
2004-09-30,,-27795000.0,,,18100000.0,14485000,,2102000.0,,26152000,-15466000.0,216239000.0,,,33578000.0,-30399000.0,69181000.0,3808000.0,19093000.0,,,-1724000.0,4586000.0,0.03,,-171214000.0,1088970000.0,,,792000.0,,48128000,-27396000.0,-19735000.0,,554000,554000,,-36936000.0,13198000.0,,,,14550000.0,21352000.0,-600000.0,440000.0,,999793000.0,50810000.0,18246000.0,-13053000.0,69181000.0,11667000.0,69181000.0,195000.0,106117000.0,-2757000.0,,0.03,11812000.0,,-2603000.0,1029808000.0,-14198000.0,1331358000.0,554000,,,,,,,,,,
2004-12-31,,-119000.0,,65064000.0,,-84725000,,19274000.0,,-69614000,-1825000.0,211746000.0,,,41283000.0,-65052000.0,52586000.0,1921000.0,126008000.0,,,-14134000.0,7546000.0,,,-181073000.0,1133873000.0,,,-3935000.0,,54377000,-29573000.0,26140000.0,,1309000,1309000,,-16595000.0,22317000.0,,,,13094000.0,25964000.0,5879000.0,-6894000.0,,1078442000.0,93335000.0,,-11717000.0,52586000.0,15111000.0,52586000.0,196000.0,69181000.0,7716000.0,,,17066000.0,,-98593000.0,1110378000.0,-7256000.0,1403167000.0,1309000,,,,,,,,,,
2005-03-31,,-4545000.0,,124850000.0,17848000.0,16085000,,14164000.0,,30375000,919000.0,188363000.0,,,37989000.0,9137000.0,12783000.0,-1650000.0,21904000.0,,,-6870000.0,5048000.0,0.04,,-203417000.0,1151677000.0,,,-4667000.0,,51463000,-31757000.0,-71709000.0,,687000,687000,,-39803000.0,22769000.0,,,,13474000.0,19954000.0,500000.0,,,1073822000.0,53243000.0,17950000.0,-12485000.0,12783000.0,14290000.0,12783000.0,196000.0,52586000.0,8732000.0,-84875000.0,0.04,14725000.0,,-50012000.0,1116134000.0,-8988000.0,1332547000.0,687000,,,,,,,,,,
2005-06-30,,-4639000.0,,5000000.0,17731000.0,12752000,,-10948000.0,,27488000,5104000.0,183392000.0,,,35067000.0,-12953000.0,3392000.0,218000.0,22315000.0,,,4382000.0,5109000.0,-0.042299,,-203635000.0,1159208000.0,,,-13584000.0,,50129000,-23057000.0,-4400000.0,,-1443000,-750000,,-9391000.0,7962000.0,,,,15062000.0,21480000.0,,,0.0,1086688000.0,1207173000.0,17731000.0,-12604000.0,3392000.0,14736000.0,3392000.0,196000.0,12783000.0,-5692000.0,0.0,-0.04,14617000.0,,-23923000.0,1117192000.0,-15095000.0,1326809000.0,-750000,,,,,,,,,,
2005-09-30,,-6895000.0,115000.0,0.0,17746000.0,12106000,,4850000.0,,26844000,4431000.0,165494000.0,,,34888000.0,-13798000.0,4284000.0,21000.0,22782000.0,,,-1773000.0,5456000.0,-0.21,,-218780000.0,1160270000.0,,,-15135000.0,,51394000,-18229000.0,151000.0,,-3725000,-3725000,,892000.0,14539000.0,,,,16506000.0,19947000.0,,,0.0,1104328000.0,1206788000.0,17746000.0,-10594000.0,4284000.0,14738000.0,4284000.0,198000.0,3392000.0,2404000.0,0.0,-0.21,15179000.0,,-29300000.0,1134853000.0,-3690000.0,1319745000.0,-3725000,,,,,,,,,,
2005-12-31,,-6232000.0,532000.0,0.0,,9134000,,11920000.0,,24643000,-8356000.0,143257000.0,,,44202000.0,-19436000.0,5880000.0,1742000.0,35068000.0,,,-5275000.0,5090000.0,,,-231827000.0,1161820000.0,,,-960000.0,,58216000,-14947000.0,92000.0,,-1664000,-1664000,,1596000.0,20940000.0,,,,14014000.0,17105000.0,,,0.0,1123468000.0,1208172000.0,,-12816000.0,5880000.0,15509000.0,5880000.0,198000.0,4284000.0,4218000.0,0.0,,15473000.0,,53200000.0,1155735000.0,5993000.0,1320536000.0,-1664000,,,,,,,,,,
2006-03-31,,0.0,1376000.0,0.0,17534000.0,13172000,,876000.0,,28926000,374000.0,134304000.0,,,42442000.0,-19052000.0,5608000.0,-1698000.0,29270000.0,,,-834000.0,6696000.0,-0.05,,-243964000.0,1171621000.0,,,-18013000.0,,56224000,-19426000.0,3398000.0,,-1157000,-868000,,-272000.0,15382000.0,,,,13782000.0,16400000.0,,1564000.0,,1144002000.0,1218253000.0,17534000.0,-12725000.0,5608000.0,15754000.0,5608000.0,199000.0,5880000.0,2136000.0,0.0,-0.05,15814000.0,,15572000.0,1174595000.0,-4044000.0,1327704000.0,-868000,,,,,,,,,,
2006-06-30,,0.0,1954000.0,0.0,17615000.0,12929000,,-2368000.0,,28500000,342000.0,122817000.0,,,41037000.0,-15703000.0,5156000.0,1718000.0,28108000.0,,,2739000.0,5869000.0,-0.1,,-256973000.0,1173752000.0,,,8354000.0,,58557000,-16045000.0,600000.0,,-1709000,-1709000,,-452000.0,14651000.0,,,,17520000.0,15076000.0,,66000.0,,1157446000.0,1220620000.0,17615000.0,-12752000.0,5156000.0,15571000.0,5156000.0,199000.0,5608000.0,-2902000.0,0.0,-0.1,16236000.0,,-25334000.0,1189903000.0,-1394000.0,1329794000.0,-1709000,,,,,,,,,,
2006-09-30,,-9510000.0,821000.0,4226000.0,17655000.0,10924000,,-120000.0,,26787000,-444000.0,108474000.0,,,38914000.0,-7077000.0,4047000.0,-2772000.0,27990000.0,,,-317000.0,4987000.0,-0.220278,,-272169000.0,1170426000.0,,,-212566000.0,,55012000,-10859000.0,-5982000.0,,-3889000,-3889000,,-1109000.0,11950000.0,,,,16098000.0,13065000.0,,521000.0,,1163191000.0,1217445000.0,17655000.0,-11815000.0,4047000.0,15863000.0,4047000.0,199000.0,5156000.0,2712000.0,0.0,-0.22,16558000.0,,9077000.0,1192915000.0,1091000.0,1316491000.0,-3889000,,,,,,,,,,
2006-12-31,,-94000.0,820000.0,0.0,,12226000,,8868000.0,,28485000,-170000.0,79197000.0,,,41885000.0,-5953000.0,3183000.0,1530000.0,29659000.0,,,7119000.0,-11241000.0,,,-302022000.0,1161649000.0,,,-111840000.0,,57101000,-5783000.0,-9029000.0,,-18502000,-18502000,,-864000.0,14118000.0,,,,15216000.0,12082000.0,,279000.0,29319000.0,1166850000.0,29319000.0,,-11783000.0,3183000.0,16259000.0,32502000.0,200000.0,4047000.0,2904000.0,0.0,,,,-604000.0,1198151000.0,8335000.0,1289739000.0,-18502000,,,,,,,,,,
2007-03-31,,-5713000.0,566000.0,,17841000.0,15831000,,-1878000.0,,31921000,13161000.0,70091000.0,,,44176000.0,6773000.0,4335000.0,-1233000.0,28345000.0,,,1444000.0,6068000.0,0.0,,-313379000.0,1153507000.0,,,-124428000.0,,60822000,-6388000.0,-21687000.0,,46000,46000,,1152000.0,16066000.0,,,,16646000.0,8830000.0,2000.0,38000.0,29626000.0,1157656000.0,29626000.0,17985000.0,-11116000.0,4335000.0,16090000.0,33961000.0,201000.0,3183000.0,294000.0,,0.0,16086000.0,,-156000.0,1187754000.0,9678000.0,1267785000.0,46000,,,,,,,,,,
2007-06-30,,-46000.0,1222000.0,,17923000.0,13122000,,-4506000.0,,29522000,-264000.0,59197000.0,,,40943000.0,-6133000.0,2814000.0,3349000.0,27821000.0,,,2952000.0,5107000.0,-0.12,,-326981000.0,1144745000.0,,,-31081000.0,,57468000,-5869000.0,-7707000.0,,-2163000,-2163000,,-1521000.0,12319000.0,,,,16525000.0,8330000.0,-471000.0,0.0,29667000.0,1161455000.0,29667000.0,17923000.0,-11275000.0,2814000.0,16400000.0,32481000.0,201000.0,4335000.0,-5602000.0,,-0.12,16104000.0,,-185000.0,1194930000.0,6450000.0,1262339000.0,-2163000,,,,,,,,,,
2007-09-30,,0.0,180000.0,,17962000.0,11668000,,-17036000.0,,28113000,180000.0,43236000.0,,,39646000.0,-6802000.0,3809000.0,-450000.0,27978000.0,,,8565000.0,5196000.0,-0.24,500000.0,-342818000.0,1137184000.0,-4428000.0,,-40171000.0,,56462000,-6982000.0,4191000.0,,-4368000,-4368000,,995000.0,3606000.0,,,,16816000.0,13230000.0,583000.0,0.0,29850000.0,1178596000.0,29850000.0,17962000.0,-12487000.0,3809000.0,16445000.0,33659000.0,201000.0,2814000.0,-8068000.0,,-0.24,16679000.0,,-463000.0,1211665000.0,-3376000.0,1261104000.0,-4368000,,,,,,,,,,
2007-12-31,,961000.0,-856000.0,0.0,,14884000,,4974000.0,,31958000,197000.0,21047000.0,,,44117000.0,-14638000.0,5415000.0,-1643000.0,29233000.0,,,-2201000.0,4332000.0,,-1268000.0,-364446000.0,1134204000.0,-12723000.0,,-54987000.0,,61204000,-14835000.0,-1414000.0,,-10158000,-10158000,,1606000.0,17658000.0,,,,17087000.0,12082000.0,63341000.0,0.0,20000000.0,1187675000.0,20000000.0,,-11459000.0,5415000.0,17074000.0,25415000.0,202000.0,3809000.0,4130000.0,,,-45268000.0,,5000.0,1219777000.0,2823000.0,1245823000.0,-10158000,,,,,,,,,,
2008-03-31,,-80000.0,-2272000.0,,18077000.0,17330000,,-13010000.0,,34705000,2539000.0,5423000.0,,-5521000.0,46754000.0,-3236000.0,4953000.0,-1488000.0,29424000.0,,,10686000.0,5784000.0,-0.17,-235000.0,-379069000.0,1125506000.0,-3724000.0,,-40451000.0,,64954000,-5775000.0,-9182000.0,,-3095000,-3095000,,-462000.0,11956000.0,,,,18200000.0,10259000.0,15989000.0,0.0,15170000.0,1191635000.0,15170000.0,18077000.0,-12999000.0,4953000.0,17375000.0,20123000.0,202000.0,5415000.0,-5017000.0,,-0.17,844000.0,,-16000.0,1224666000.0,6181000.0,1233197000.0,-3095000,,,,,,,,,,
2008-06-30,,-280000.0,-924000.0,,18162000.0,14960000,,5181000.0,,24248000,4806000.0,-11452000.0,,-3710000.0,45878000.0,-3940000.0,4313000.0,4073000.0,30918000.0,,,-2020000.0,6428000.0,-0.41,128000.0,-398017000.0,1116709000.0,-8174000.0,,-29410000.0,,65474000,-8746000.0,-10855000.0,,-8302000,-7368000,,-640000.0,14155000.0,,,,19596000.0,9252000.0,15542000.0,,,1118907000.0,16702000.0,18162000.0,-13053000.0,4313000.0,17008000.0,4313000.0,202000.0,4953000.0,-5397000.0,,-0.41,15414000.0,75498000.0,-292000.0,1231017000.0,5409000.0,1221013000.0,-7368000,,,,,,,,,,
2008-09-30,1552704000.0,-99000.0,-920000.0,,18213000.0,13068000,,-2083000.0,,29235000,-6458000.0,-28237000.0,342000.0,-2487000.0,42594000.0,-14161000.0,6824000.0,-3627000.0,29526000.0,,,-9270000.0,5380000.0,-0.3,141000.0,-415078000.0,1108079000.0,-3140000.0,,56323000.0,,61433000,-13711000.0,5331000.0,-444625000.0,-4767000,-5493000,,2511000.0,11341000.0,,,,18839000.0,10037000.0,-816000.0,,,1141030000.0,6464000.0,18213000.0,-13041000.0,6824000.0,17145000.0,6824000.0,202000.0,4313000.0,,,-0.3,16208000.0,71876000.0,-30000.0,1250092000.0,-2370000.0,1221855000.0,-5493000,,,,,,,,,,
2008-12-31,1539623000.0,-17000.0,-2851000.0,,,15195000,37206000.0,-12067000.0,,18495000,1172000.0,-59882000.0,265000.0,-5910000.0,25043000.0,-9951000.0,6162000.0,-453000.0,9848000.0,1266881000.0,117695000.0,1443000.0,5560000.0,,302000.0,-445147000.0,1089304000.0,-14287000.0,,-146950000.0,0.0,63186000,-11051000.0,3608000.0,-450319000.0,-17890000,-18492000,-1139152000.0,-662000.0,5681000.0,0.0,1176462000.0,,38143000.0,13058000.0,-33392000.0,,3772000.0,1139152000.0,,,-13040000.0,6162000.0,16002000.0,9934000.0,203000.0,6824000.0,,0.0,,16311000.0,90419000.0,0.0,1266881000.0,-5370000.0,1206999000.0,-18492000,,1089304000.0,,,,,,,,
2009-03-31,1548304000.0,-131000.0,-2855000.0,,18511000.0,16339000,0.0,-2871000.0,,33128000,3059000.0,-67471000.0,418000.0,-1599000.0,38535000.0,-2855000.0,6588000.0,-862000.0,22196000.0,88447000.0,76350000.0,104000.0,5992000.0,0.05,133000.0,-455957000.0,1084128000.0,1259000.0,,-46212000.0,1177893000.0,65284000,-5916000.0,-12394000.0,-464176000.0,1153000,877000,35982000.0,426000.0,15675000.0,33318000.0,0.0,,26749000.0,9674000.0,-1272000.0,,,1141911000.0,3799000.0,20698000.0,-13040000.0,6588000.0,16789000.0,6588000.0,204000.0,6162000.0,,,0.05,15080000.0,88447000.0,-10000.0,1266340000.0,9759000.0,1197595000.0,877000,,1121245000.0,,,,,,,,
2009-06-30,1558087000.0,-246000.0,-1666000.0,,18469000.0,13870000,0.0,3811000.0,,29785000,1240000.0,-78845000.0,1568000.0,1351000.0,36501000.0,-10969000.0,4625000.0,3766000.0,22631000.0,84322000.0,72869000.0,1969000.0,6716000.0,-0.12,146000.0,-469928000.0,1080973000.0,-1704000.0,,-60406000.0,1189552000.0,63272000,-12216000.0,-9660000.0,-477114000.0,-2367000,-2527000,39276000.0,-1963000.0,18666000.0,35125000.0,0.0,,26771000.0,3426000.0,-1368000.0,,,1150198000.0,3282000.0,18469000.0,-13109000.0,4625000.0,17530000.0,4625000.0,204000.0,6588000.0,,,-0.12,15574000.0,84322000.0,-467000.0,1273874000.0,6450000.0,1192249000.0,-2259000,,1119380000.0,,,,,,,,
2009-09-30,1562345000.0,,-2108000.0,,18513000.0,14167000,0.0,-4121000.0,,31190000,2631000.0,-90723000.0,349000.0,-3498000.0,36385000.0,-8940000.0,5079000.0,215000.0,22218000.0,88883000.0,78543000.0,781000.0,6377000.0,-0.11,103000.0,-483666000.0,1072850000.0,-1781000.0,,-24852000.0,1195779000.0,63392000,-12189000.0,-1205000.0,-489495000.0,-2738000,-2035000,40133000.0,454000.0,10599000.0,35384000.0,0.0,,27007000.0,3683000.0,-854000.0,,,1155646000.0,2428000.0,18513000.0,-13100000.0,5079000.0,17023000.0,5079000.0,206000.0,4625000.0,,,-0.11,15948000.0,88883000.0,0.0,1284662000.0,-1590000.0,1189205000.0,-2035000,,1110662000.0,,,,,,,,
2009-12-31,1565700000.0,,-1858000.0,,,13836000,32954000.0,21000.0,,30887000,-1673000.0,-104839000.0,231000.0,2865000.0,37701000.0,-16721000.0,4496000.0,-1162000.0,23865000.0,133231000.0,117060000.0,662000.0,6814000.0,,31000.0,-498370000.0,1064305000.0,-2341000.0,,-21094000.0,1159442000.0,64661000,-14819000.0,1317000.0,-501395000.0,-3204000,-2885000,0.0,-583000.0,14821000.0,0.0,38766000.0,,26960000.0,3934000.0,-1811000.0,-4000.0,1646000.0,1159442000.0,,,-13213000.0,4496000.0,16174000.0,6142000.0,206000.0,5079000.0,,-50000.0,,16177000.0,94465000.0,0.0,1292673000.0,2000.0,1181365000.0,-2885000,,1064305000.0,,,,,,,,
2010-03-31,1566995000.0,-925000.0,-2246000.0,,18842000.0,18334000,30832000.0,-2520000.0,,35540000,2035000.0,-110599000.0,289000.0,1866000.0,40330000.0,-6377000.0,8054000.0,-3005000.0,21996000.0,133703000.0,120356000.0,719000.0,5423000.0,0.07,132000.0,-508890000.0,1052973000.0,2412000.0,,-32883000.0,1157962000.0,67417000,-8745000.0,-6907000.0,-514022000.0,1461000,1337000,0.0,3558000.0,16842000.0,0.0,35178000.0,,27087000.0,2698000.0,-1796000.0,2311000.0,827000.0,1157962000.0,,20984000.0,-13213000.0,8054000.0,17206000.0,8881000.0,208000.0,4496000.0,,,0.07,15922000.0,98525000.0,-17000.0,1291665000.0,8097000.0,1173329000.0,1337000,,1052973000.0,,,,,,,,
2010-06-30,1568971000.0,,-2538000.0,,19031000.0,14314000,0.0,-915000.0,,30718000,596000.0,-113473000.0,1012000.0,-2284000.0,38198000.0,-11449000.0,5618000.0,2587000.0,23884000.0,85581000.0,90788000.0,1431000.0,7480000.0,-0.13,129000.0,-523292000.0,1043627000.0,-1960000.0,,-54592000.0,1204817000.0,66313000,-11907000.0,-5597000.0,-525344000.0,-2847000,-2449000,39081000.0,-2436000.0,14610000.0,32940000.0,0.0,,28115000.0,2457000.0,-758000.0,11484000.0,69000.0,1165736000.0,69000.0,19031000.0,-13306000.0,5618000.0,16981000.0,5687000.0,212000.0,8054000.0,,,-0.13,16274000.0,85581000.0,-151000.0,1290398000.0,2703000.0,1167424000.0,-2449000,,1076636000.0,,,,,,,,
2010-09-30,1573697000.0,,-2772000.0,,19323000.0,15057000,34346000.0,-5101000.0,,32118000,592000.0,-119937000.0,292000.0,-459000.0,36806000.0,-12515000.0,4706000.0,-3898000.0,21749000.0,130343000.0,126977000.0,3000.0,5281000.0,-0.07,143000.0,-536866000.0,1037085000.0,-1437000.0,,-30185000.0,1164759000.0,64045000,-13603000.0,1020000.0,-536612000.0,-1649000,-1403000,0.0,-912000.0,10583000.0,0.0,38433000.0,,27239000.0,2243000.0,-2036000.0,6891000.0,,1164759000.0,0.0,19323000.0,-13521000.0,4706000.0,17061000.0,4706000.0,214000.0,5618000.0,,,-0.07,16494000.0,91910000.0,0.0,1295102000.0,-3020000.0,1164062000.0,-1403000,,1037085000.0,,,,,,,,
2010-12-31,1580544000.0,,-2226000.0,,,15867000,0.0,-112000.0,,32975000,3744000.0,-119903000.0,0.0,-1998000.0,39086000.0,-13043000.0,8420000.0,2750000.0,23219000.0,131463000.0,99536000.0,400000.0,6626000.0,,108000.0,-549625000.0,1032326000.0,-870000.0,,-33451000.0,1163612000.0,65365000,-16608000.0,-329000.0,-548218000.0,-478000,-368000,0.0,3714000.0,17086000.0,30829000.0,36936000.0,,26279000.0,2309000.0,-2248000.0,9231000.0,,1163612000.0,0.0,,-13739000.0,8420000.0,17108000.0,8420000.0,217000.0,4706000.0,,,,16737000.0,94527000.0,-225000.0,1295075000.0,478000.0,1162691000.0,-368000,,1063155000.0,,,,,,,,
2011-03-31,1586766000.0,0.0,-1860000.0,,20808000.0,18847000,0.0,-2927000.0,,35629000,352000.0,-98131000.0,215000.0,-1259000.0,41855000.0,-14443000.0,4857000.0,-437000.0,23008000.0,98811000.0,102445000.0,2581000.0,6451000.0,0.11,131000.0,-560335000.0,1026767000.0,2366000.0,,-151445000.0,1172966000.0,69592000,-15200000.0,-5787000.0,-559999000.0,2585000,2400000,0.0,-3563000.0,16667000.0,30863000.0,35922000.0,,27737000.0,3140000.0,-249000.0,29799000.0,,1172966000.0,,22902000.0,-14435000.0,4857000.0,17031000.0,4857000.0,0.0,8420000.0,,,0.12,16232000.0,62889000.0,-1449000.0,1271777000.0,1467000.0,1160075000.0,2400000,,1057630000.0,,,,,,,,
2011-06-30,1738369000.0,,-1842000.0,,21090000.0,15109000,44532000.0,-3801000.0,,32663000,371000.0,-95969000.0,419000.0,-6600000.0,40015000.0,-74522000.0,4007000.0,4149000.0,24906000.0,133659000.0,155310000.0,-2586000.0,6785000.0,-0.04,-259000.0,-574417000.0,1167485000.0,-2096000.0,,-85378000.0,1254584000.0,68262000,-24307000.0,59686000.0,-570884000.0,-987000,-890000,0.0,-850000.0,13986000.0,0.0,45334000.0,,28247000.0,4389000.0,-1151000.0,17298000.0,,1254584000.0,,21090000.0,-14574000.0,4007000.0,18705000.0,4007000.0,233000.0,4857000.0,,,-0.04,16054000.0,88325000.0,-490000.0,1388243000.0,-10321000.0,1322795000.0,-890000,,1167485000.0,,,,,,,,
2011-09-30,1753874000.0,,-1641000.0,,21366000.0,17260000,0.0,-3864000.0,,35887000,509000.0,-101418000.0,639000.0,1217000.0,43255000.0,-22537000.0,4741000.0,-3786000.0,25995000.0,104333000.0,113668000.0,992000.0,7247000.0,-0.02,150000.0,-588338000.0,1169414000.0,-321000.0,-645000.0,-36873000.0,1296705000.0,74723000,-22218000.0,7565000.0,-584460000.0,-21000,-373000,44573000.0,734000.0,15706000.0,45541000.0,0.0,,31468000.0,3862000.0,-121000.0,7636000.0,,1252132000.0,,21366000.0,-15461000.0,4741000.0,17083000.0,4741000.0,235000.0,4007000.0,,,-0.02,17460000.0,104333000.0,-1357000.0,1401038000.0,-6512000.0,1328623000.0,-373000,,1214955000.0,,,,,,,,
2011-12-31,1794605000.0,0.0,-1273000.0,,,17591000,0.0,-1447000.0,,36424000,2021000.0,-126609000.0,336000.0,-11609000.0,45613000.0,-48036000.0,5857000.0,12154000.0,28022000.0,129034000.0,126573000.0,754000.0,7377000.0,,128000.0,-617953000.0,1196606000.0,-2434000.0,,-43758000.0,1339595000.0,76486000,-103166000.0,31990000.0,-597999000.0,-2112000,-2223000,71404000.0,1116000.0,17162000.0,30295000.0,0.0,,30873000.0,5832000.0,-1832000.0,3633000.0,,1268191000.0,,,-15564000.0,5857000.0,20665000.0,5857000.0,236000.0,4741000.0,,,,18193000.0,129034000.0,-215000.0,1468629000.0,-86004000.0,1367974000.0,-2223000,14500000.0,1241401000.0,,,,,,,,
2012-03-31,1842399000.0,,-1041000.0,,25587000.0,23498000,0.0,-4878000.0,,43202000,1620000.0,20266000.0,345000.0,4316000.0,55505000.0,-51740000.0,15975000.0,-7116000.0,32007000.0,5984000.0,134657000.0,782000.0,7267000.0,0.21,53000.0,-629230000.0,1229208000.0,5696000.0,-24482000.0,-159974000.0,1356656000.0,83128000,-28966000.0,40806000.0,-613191000.0,6393000,5377000,69085000.0,10118000.0,21052000.0,31151000.0,0.0,,27623000.0,5750000.0,-164000.0,157461000.0,,1287571000.0,,25605000.0,-15626000.0,15975000.0,19573000.0,15975000.0,283000.0,5857000.0,,,0.21,17638000.0,5984000.0,-538000.0,1362640000.0,-7914000.0,1408016000.0,5377000,13000000.0,1273359000.0,,,,,,,,
2012-06-30,1863048000.0,,-735000.0,,26469000.0,18669000,0.0,720000.0,,39313000,-4706000.0,5780000.0,343000.0,413000.0,47156000.0,-35375000.0,4499000.0,2664000.0,28487000.0,24631000.0,130803000.0,719000.0,7420000.0,0.06,53000.0,-644220000.0,1236337000.0,632000.0,0.0,-46585000.0,1357829000.0,82379000,-31964000.0,1467000.0,-626711000.0,2479000,1663000,71673000.0,-11476000.0,22432000.0,32879000.0,0.0,,35223000.0,4396000.0,-423000.0,-118000.0,,1286156000.0,,26485000.0,-18558000.0,4499000.0,20437000.0,4499000.0,283000.0,15975000.0,,,0.06,17614000.0,24631000.0,-140000.0,1382460000.0,-9532000.0,1412319000.0,1663000,12300000.0,1281516000.0,,,,,,,,
2012-09-30,1919579000.0,,-696000.0,,26938000.0,17947000,0.0,-6637000.0,,39192000,282000.0,130249000.0,382000.0,-2837000.0,47215000.0,-64227000.0,38724000.0,-1769000.0,29268000.0,2988000.0,172574000.0,821000.0,7176000.0,-0.02,84000.0,-663579000.0,1278127000.0,-791000.0,-35252000.0,-146802000.0,1345421000.0,83124000,-29401000.0,84009000.0,-641452000.0,-275000,-650000,76749000.0,34225000.0,14443000.0,37125000.0,0.0,,35909000.0,5672000.0,-847000.0,143450000.0,,1268672000.0,,26938000.0,-18744000.0,38724000.0,21134000.0,38724000.0,315000.0,4499000.0,,,-0.02,17891000.0,2988000.0,-631000.0,1348409000.0,-14958000.0,1501226000.0,-650000,13400000.0,1328652000.0,,,,,,,,
2012-12-31,2177305000.0,,-696000.0,,29444000.0,19619000,0.0,4485000.0,,44141000,-3031000.0,192522000.0,393000.0,-3103000.0,53420000.0,-223877000.0,29508000.0,9705000.0,33801000.0,29781000.0,176102000.0,760000.0,7154000.0,-0.05,59000.0,-683734000.0,1518136000.0,-543000.0,,-88091000.0,1541127000.0,90898000,-284061000.0,185337000.0,-659169000.0,-602000,-406000,87626000.0,-9216000.0,29324000.0,59879000.0,0.0,,37478000.0,7527000.0,-2125000.0,-159000.0,,1453501000.0,1518136000.0,29444000.0,-20443000.0,29508000.0,25343000.0,29508000.0,350000.0,38724000.0,,,-0.05,18037000.0,29781000.0,-722000.0,1541127000.0,119655000.0,1754117000.0,-1432000,23500000.0,1578015000.0,,,,,,,,
