date,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyDilutedAverageShares,quarterlyEndCashPosition,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2009-09-30,389000000,0.0,1422100000,709600000,441000000,297200000.0,116700000.0,0.54,118900000,58700000.0,21400000.0,719000000,49600000,49600000,159000000.0,56300000,4300000.0,49600000,-1200000,93900000.0,241000000.0,158200000,-3700000.0,,,40500000,15800000.0,241000000,241000000,8500000.0,0.0,66900000,1136300000,78600000.0,66700000.0,-7100000.0,15600000,,-10800000.0,0.0,182300000.0,0.53,,107300000,23100000.0,,260100000,56300000,0.0,285800000,-836800000.0,-20600000.0,-3100000,395600000,800000.0,70800000,,7800000.0,92400000.0,51000000,,0.0,46500000,600000.0,-500000.0,417300000,712500000,548300000,1232400000,-3700000.0,82300000.0,-20600000.0,,,,,
2009-12-31,389200000,0.0,1391900000,697200000,464800000,274400000.0,117000000.0,,98600000,-18300000.0,5800000.0,682600000,24000000,24000000,163500000.0,68700000,,24000000,-1100000,,222700000.0,159600000,-10300000.0,,,20400000,15000000.0,222700000,222700000,8200000.0,0.0,55700000,1058300000,-3000000.0,71700000.0,-800000.0,38000000,,21500000.0,0.0,241000000.0,,1200000.0,87700000,-21500000.0,-158500000.0,238300000,68700000,17000000.0,333600000,-841800000.0,-20200000.0,-7700000,392400000,400000.0,39500000,,-3700000.0,,19000000,-253600000.0,-11500000.0,16300000,-3500000.0,-21700000.0,375700000,694700000,552500000,1234200000,-15800000.0,12800000.0,-20200000.0,,,,,
2010-03-31,329500000,0.0,1466500000,682900000,526900000,340600000.0,100700000.0,0.2,101200000,-13200000.0,5200000.0,624100000,18400000,18400000,163800000.0,73900000,,18400000,-700000,95300000.0,209500000.0,205400000,3500000.0,,,60500000,14000000.0,209500000,209500000,8000000.0,0.0,57000000,1095400000,-1500000.0,70500000.0,-24300000.0,28100000,,-71300000.0,,222700000.0,0.19,,103500000,75200000.0,,310100000,75400000,0.0,371100000,-846700000.0,-20000000.0,4000000,379100000,900000.0,44400000,,1300000.0,92500000.0,28100000,,,22400000,0.0,-30900000.0,471300000,783600000,630400000,1225800000,-4300000.0,2800000.0,-19100000.0,,,,,
2010-06-30,329600000,0.0,1531000000,673500000,566200000,360800000.0,111700000.0,0.49,104600000,31600000.0,12000000.0,621800000,45700000,45700000,163700000.0,73000000,,45700000,-1200000,96300000.0,241100000.0,226900000,-6600000.0,,,60200000,13800000.0,241100000,241100000,7700000.0,0.0,57700000,1123500000,31800000.0,69500000.0,-24700000.0,28700000,,-28900000.0,,209500000.0,0.47,,126700000,25100000.0,,329800000,65200000,0.0,407500000,-849900000.0,0.0,6900000,363700000,1200000.0,74100000,,1200000.0,92800000.0,61500000,,,52600000,1900000.0,-18500000.0,501700000,857500000,692900000,1213600000,-6600000.0,38400000.0,700000.0,,,,,
2010-09-30,434000000,0.0,1615000000,695300000,569600000,349400000.0,135400000.0,0.01,110700000,66800000.0,12400000.0,726400000,1000000,1000000,163700000.0,77100000,,1000000,-29700000,96300000.0,307900000.0,234300000,-8000000.0,,,19900000,13700000.0,307900000,307900000,7500000.0,-27700000.0,75900000,1191900000,33200000.0,68700000.0,-2800000.0,28100000,,22200000.0,,241100000.0,0.01,,111200000,-27200000.0,,310200000,66600000,0.0,423100000,-870600000.0,-296400000.0,6400000,368100000,1100000.0,28600000,,27600000.0,93100000.0,44600000,,,7400000,2200000.0,-4000000.0,465500000,919700000,680800000,1238700000,-8000000.0,41200000.0,31800000.0,,,,,
2010-12-31,432900000,0.0,1671900000,732900000,530300000,294500000.0,145800000.0,,114300000,70200000.0,2700000.0,721100000,97500000,97500000,164100000.0,72600000,,97500000,-200000,,378100000.0,211300000,9400000.0,,,20000000,13700000.0,378100000,378100000,8300000.0,27700000.0,64200000,1155900000,37800000.0,67800000.0,22600000.0,55100000,,53100000.0,,307900000.0,,1200000.0,87500000,-41200000.0,-172100000.0,269000000,134400000,41100000.0,516000000,-868800000.0,-1100000.0,-68900000,374400000,1200000.0,50600000,,-41400000.0,,-46900000,-66900000.0,,28600000,-73500000.0,28500000.0,434800000,939000000,617800000,1243200000,-20600000.0,58400000.0,2300000.0,,,,,
2011-03-31,432900000,0.0,1828500000,737400000,595800000,382500000.0,153100000.0,1.17,111800000,34300000.0,0.0,718000000,110200000,110200000,170600000.0,76800000,,110200000,-200000,96400000.0,412400000.0,237900000,105100000.0,,,0,,412400000,412400000,8500000.0,0.0,75200000,1213300000,-47100000.0,69800000.0,-17400000.0,58300000,,-78100000.0,-13600000.0,378100000.0,1.14,,122700000,66800000.0,,342200000,76800000,0.0,615200000,-882900000.0,-20000000.0,60900000,379600000,1200000.0,193700000,,1200000.0,93900000.0,45900000,,-20000000.0,171100000,26700000.0,-58600000.0,495300000,1091100000,718500000,1262500000,-7700000.0,-39400000.0,-32500000.0,,,,,
2011-06-30,410000000,0.0,1864700000,753600000,639600000,397100000.0,161200000.0,0.31,110400000,4400000.0,0.0,685800000,28500000,28500000,171700000.0,78700000,,28500000,1600000,95500000.0,416800000.0,255500000,-11600000.0,,,22900000,,416800000,416800000,8400000.0,-3800000.0,85900000,1235100000,17700000.0,69000000.0,-16300000.0,41700000,,-12900000.0,-14400000.0,412400000.0,0.3,,129200000,21800000.0,,365200000,78700000,0.0,629600000,-894400000.0,0.0,15200000,379400000,1400000.0,66400000,,1400000.0,93100000.0,50500000,,-1800000.0,43700000,10100000.0,-30100000.0,549300000,1111100000,768800000,1273800000,-12800000.0,30500000.0,-15400000.0,,,,,
2011-09-30,410000000,0.0,1795100000,744100000,621800000,368100000.0,155900000.0,0.24,109600000,-7000000.0,0.0,675700000,21600000,21600000,170400000.0,71500000,,21600000,-900000,94000000.0,409800000.0,240200000,-7800000.0,-3700000.0,,22900000,,409800000,409800000,8300000.0,0.0,84700000,1186600000,16500000.0,67600000.0,11800000.0,32900000,,21400000.0,-24600000.0,416800000.0,0.23,,114000000,-29400000.0,,332100000,71500000,0.0,608500000,-873500000.0,0.0,11700000,365000000,1400000.0,55600000,,21600000.0,91800000.0,42500000,,0.0,33300000,-1300000.0,-8200000.0,510900000,1051000000,735800000,1238500000,-11600000.0,28100000.0,-25800000.0,,,,,
2011-12-31,704000000,0.0,2080500000,1237000000,543600000,321000000.0,144600000.0,,123300000,-217900000.0,0.0,1049800000,12300000,12300000,396700000.0,154700000,,12300000,-1100000,,191900000.0,245200000,-508200000.0,-3600000.0,,3000000,15100000.0,191900000,191900000,8500000.0,0.0,95400000,1492200000,31300000.0,342500000.0,26600000.0,85400000,,75000000.0,-21000000.0,409800000.0,,1200000.0,96800000,-45400000.0,-1300000.0,294800000,136600000,118000000.0,588300000,-874300000.0,-22900000.0,-61700000,393600000,1400000.0,-25800000,,12300000.0,,-39800000,-84900000.0,-486600000.0,-49400000,-31900000.0,73400000.0,442400000,843500000,640400000,1267900000,-22000000.0,53300000.0,237600000.0,,,,,
2012-03-31,703400000,0.0,2128600000,1230600000,640400000,403600000.0,107500000.0,0.23,121200000,-5600000.0,,1046400000,20200000,20200000,393300000.0,96100000,,20200000,-1100000,90700000.0,186300000.0,253600000,11000000.0,-3600000.0,,3000000,17700000.0,186300000,186300000,12300000.0,8100000.0,95400000,1514900000,-28000000.0,338700000.0,-7500000.0,54500000,,-80200000.0,-1400000.0,191900000.0,0.22,,140600000,61000000.0,,358000000,95700000,0.0,611300000,-889000000.0,-800000.0,11300000,393200000,2000000.0,61500000,,20200000.0,89100000.0,44900000,,0.0,31500000,900000.0,-61100000.0,468500000,898000000,781000000,1282200000,-7900000.0,-20100000.0,2300000.0,,,,,
2012-06-30,702800000,0.0,2144200000,1216500000,637300000,405700000.0,134700000.0,0.28,134200000,23000000.0,,1049800000,24600000,24600000,394200000.0,101600000,,24600000,-1200000,90700000.0,209300000.0,257300000,-8800000.0,-4400000.0,,3000000,17900000.0,209300000,209300000,12400000.0,-5700000.0,97600000,1537500000,43600000.0,335200000.0,-7900000.0,55400000,,-7900000.0,-14500000.0,186300000.0,0.27,,154700000,-4000000.0,,350000000,101600000,0.0,604300000,-895700000.0,-700000.0,14900000,379300000,3000000.0,69800000,,24600000.0,89100000.0,53100000,,0.0,39500000,10400000.0,-3600000.0,487700000,927700000,792000000,1275000000,-8800000.0,52400000.0,-18900000.0,,,,,
2012-09-30,702200000,0.0,2156100000,1225100000,597500000,374700000.0,141000000.0,0.27,148800000,39400000.0,,1056100000,24000000,24000000,398000000.0,92300000,,24000000,-400000,90200000.0,248700000.0,256200000,-16300000.0,-4500000.0,,3000000,17200000.0,248700000,248700000,12400000.0,0.0,114100000,1524400000,38300000.0,332300000.0,2100000.0,51400000,,33800000.0,0.0,209300000.0,0.27,,142700000,-27300000.0,,324300000,92300000,0.0,629300000,-908900000.0,-800000.0,13600000,380700000,2800000.0,67200000,,24000000.0,88800000.0,50400000,,0.0,37600000,3700000.0,6900000.0,468300000,931000000,740200000,1289600000,-16300000.0,54600000.0,0.0,,,,,
2012-12-31,703100000,18600000.0,2128000000,1261100000,553100000,322600000.0,8000000.0,0.03,14900000,-38700000.0,,1036800000,3000000,3100000,405500000.0,130500000,31700000.0,3100000,22800000,90500000.0,210000000.0,252600000,-58200000.0,-4400000.0,,3800000,17000000.0,210000000,210000000,13700000.0,0.0,108100000,1496600000,-4400000.0,340000000.0,10600000.0,81700000,,57700000.0,0.0,248700000.0,0.03,1200000.0,126200000,-15900000.0,-11100000.0,311400000,130900000,-24400000.0,629100000,-918600000.0,-700000.0,1400000,407500000,2600000.0,15000000,,2600000.0,89200000.0,-4700000,-13000000.0,-33800000.0,4400000,-1600000.0,22400000.0,459800000,866900000,679300000,1326100000,-24400000.0,20000000.0,-900000.0,,,,,
2013-03-31,1047600000,18600000.0,2903500000,1732700000,638800000,526100000.0,134300000.0,0.17,232600000,-41100000.0,,1425100000,11000000,15300000,544000000.0,121900000,,15300000,-9100000,92800000.0,168900000.0,353500000,-248700000.0,-4500000.0,,7900000,19900000.0,168900000,168900000,15600000.0,-13000000.0,136100000,2029600000,-104400000.0,381000000.0,11400000.0,80300000,,-76200000.0,-20800000.0,210000000.0,0.16,,162300000,49200000.0,,443700000,121900000,0.0,871800000,-745100000.0,-307000000.0,4700000,671600000,7000000.0,60300000,,7000000.0,91700000.0,40400000,,-259900000.0,15700000,,-144100000.0,604500000,1170800000,801100000,1416700000,-12900000.0,-91500000.0,299300000.0,,,,,
2013-06-30,1022500000,0.0,3073400000,1718000000,833900000,521500000.0,257500000.0,1.85,102200000,223500000.0,,1396100000,38300000,180900000,549500000.0,123000000,137300000.0,180900000,-1200000,99100000.0,392400000.0,367900000,236700000.0,-5400000.0,,8700000,25900000.0,392400000,392400000,,0.0,137700000,2077700000,52500000.0,376100000.0,-15300000.0,73600000,,5600000.0,-50400000.0,168900000.0,1.83,,203700000,-33700000.0,,415400000,123000000,-13800000.0,993900000,-763600000.0,-107500000.0,24600000,654700000,3100000.0,106600000,,3100000.0,97700000.0,80700000,,500000.0,62900000,,80300000.0,681600000,1355400000,1037600000,1418300000,-13800000.0,66300000.0,-79600000.0,,,,,
2013-09-30,977800000,0.0,2943100000,1710800000,827600000,505000000.0,185400000.0,0.24,109300000,-69600000.0,,1351300000,23000000,23000000,555600000.0,119700000,140700000.0,23000000,-6800000,98100000.0,322800000.0,341500000,-14500000.0,-5800000.0,,9900000,25500000.0,322800000,322800000,,-4600000.0,139600000,1946500000,5300000.0,371200000.0,25400000.0,63400000,,19800000.0,-24500000.0,392400000.0,0.24,,181300000,-18300000.0,,399900000,119700000,0.0,994600000,-789900000.0,-44700000.0,15800000,644400000,3100000.0,87100000,,3100000.0,96700000.0,61600000,,0.0,38800000,,-41400000.0,595200000,1232700000,1008900000,1434300000,-15100000.0,20400000.0,-76500000.0,,,,,
2013-12-31,976200000,12000000.0,2944100000,1690500000,808700000,428000000.0,16200000.0,0.26,36400000,42400000.0,,1356700000,20600000,24600000,559000000.0,93000000,133800000.0,24600000,27000000,97200000.0,365200000.0,342500000,-33600000.0,-5800000.0,,12700000,38500000.0,365200000,365200000,,0.0,119500000,1965600000,79200000.0,365800000.0,-1100000.0,117900000,,77700000.0,-35900000.0,322800000.0,0.25,1200000.0,114900000,-13800000.0,-14800000.0,386900000,93000000,0.0,976800000,-800900000.0,-1600000.0,13000000,646200000,3300000.0,60400000,,3300000.0,95700000.0,21900000,211600000.0,0.0,33600000,,66900000.0,608900000,1253600000,923600000,1447100000,-34600000.0,113800000.0,-38400000.0,,,,,
2014-03-31,968100000,0.0,2858200000,1688100000,814100000,507500000.0,131100000.0,0.31,181100000,-126900000.0,,1335100000,29200000,29400000,568700000.0,131800000,122100000.0,29400000,-1000000,95700000.0,238300000.0,333000000,9300000.0,-7600000.0,,12800000,32800000.0,238300000,238300000,,0.0,127200000,1909100000,-92400000.0,361000000.0,5900000.0,91300000,,-81700000.0,-51000000.0,365200000.0,0.31,,188200000,43200000.0,,430100000,131800000,0.0,947600000,-829300000.0,-28900000.0,10700000,631200000,3800000.0,89200000,,3800000.0,94500000.0,56400000,,0.0,39900000,,-140900000.0,574000000,1170100000,1002300000,1460500000,-17500000.0,-74900000.0,-61200000.0,,,,,
2014-06-30,967900000,0.0,2846700000,1667100000,821000000,501300000.0,170800000.0,0.34,182400000,23200000.0,,1327700000,30700000,31700000,568900000.0,135100000,113700000.0,31700000,-400000,94300000.0,261500000.0,315700000,-20000000.0,-7500000.0,,12700000,39400000.0,261500000,261500000,,0.0,132000000,1933700000,98200000.0,353900000.0,17500000.0,100500000,,7700000.0,-68900000.0,238300000.0,0.34,,184500000,-7300000.0,,422500000,135100000,0.0,911700000,-839600000.0,0.0,2600000,612300000,6300000.0,88800000,,6300000.0,93000000.0,49400000,,0.0,33300000,,42200000.0,606000000,1179000000,1005500000,1451900000,-20500000.0,118700000.0,-75500000.0,,,,,
2014-09-30,965800000,0.0,2755800000,1638900000,775800000,459000000.0,153800000.0,0.36,180800000,2100000.0,,1312900000,32300000,32700000,568400000.0,119000000,104200000.0,32700000,-1800000,93100000.0,263600000.0,305600000,-21800000.0,-7400000.0,,13100000,26700000.0,263600000,263600000,15400000.0,0.0,125100000,1887800000,65300000.0,349800000.0,6900000.0,88700000,,36100000.0,-55100000.0,261500000.0,0.35,,182600000,-9600000.0,,408000000,119000000,0.0,866700000,-835200000.0,0.0,14100000,595600000,1300000.0,90300000,,1300000.0,91800000.0,63600000,,0.0,46400000,,27800000.0,574900000,1116900000,958400000,1430800000,-22700000.0,88000000.0,-61200000.0,,,,,
2014-12-31,962000000,8900000.0,2711200000,1668500000,716700000,396800000.0,16100000.0,-0.16,45300000,-25000000.0,,1332800000,-15000000,-14600000,590600000.0,166900000,88800000.0,-14600000,-1300000,90100000.0,238600000.0,309000000,-79300000.0,-7400000.0,,61800000,25000000.0,238600000,238600000,,0.0,118500000,1934000000,44500000.0,362700000.0,-1900000.0,98300000,,62300000.0,-58200000.0,263600000.0,-0.16,1200000.0,152600000,-41500000.0,-42300000.0,365900000,166900000,0.0,776300000,-838900000.0,-101900000.0,-16200000,596700000,2800000.0,10700000,,2800000.0,90100000.0,-14300000,259700000.0,-47200000.0,-31200000,,108800000.0,601200000,1042700000,869300000,1435600000,-32100000.0,76600000.0,-20500000.0,,,,,
2015-03-31,1049200000,0.0,2688900000,1635800000,703300000,445000000.0,110800000.0,0.34,155100000,-12200000.0,,1375000000,30200000,30200000,591700000.0,99700000,92800000.0,30200000,-700000,90100000.0,226400000.0,297900000,-14000000.0,-9000000.0,,61900000,25100000.0,226400000,226400000,16100000.0,3800000.0,110200000,1929800000,-72900000.0,355800000.0,7400000.0,83800000,,-55800000.0,-19600000.0,238600000.0,0.34,,169800000,22200000.0,,382100000,99700000,0.0,758200000,-844300000.0,-187400000.0,23100000,578100000,1900000.0,95200000,,1900000.0,89200000.0,70100000,,,53300000,,-115000000.0,554800000,1053100000,873100000,1422400000,-15100000.0,-57800000.0,62500000.0,,,,,
2015-06-30,996400000,0.0,2692700000,1639800000,701400000,431700000.0,136500000.0,0.75,155600000,10400000.0,,1297600000,67000000,66800000,591800000.0,105400000,70900000.0,66800000,-700000,89800000.0,236800000.0,300900000,-23200000.0,-8900000.0,,61800000,25000000.0,236800000,236800000,16200000.0,0.0,115300000,1892800000,93700000.0,350900000.0,-2200000.0,83500000,,15000000.0,-23200000.0,226400000.0,0.74,,185700000,13300000.0,,396900000,105400000,0.0,798800000,-864900000.0,-293800000.0,-3600000,581800000,2300000.0,105300000,,2300000.0,88900000.0,80300000,,,63400000,,23400000.0,595200000,1052900000,887100000,1446700000,-24000000.0,117700000.0,-84600000.0,,,,,
2015-09-30,1038000000,0.0,2637400000,1625400000,672500000,407300000.0,125200000.0,0.51,150800000,-1100000.0,,1326800000,44500000,44500000,591000000.0,99900000,68400000.0,44500000,-1600000,88400000.0,235700000.0,285900000,-22500000.0,-8900000.0,,61800000,39800000.0,235700000,235700000,16200000.0,0.0,114300000,1888400000,46200000.0,345600000.0,13700000.0,82800000,,22300000.0,-75000000.0,236800000.0,0.5,,169100000,-20500000.0,,374600000,99900000,0.0,747900000,-882100000.0,-224500000.0,6900000,574500000,1800000.0,109000000,,1800000.0,87500000.0,69200000,,,51400000,,-17500000.0,561600000,1011700000,841600000,1456600000,-22500000.0,68700000.0,-42200000.0,,,,,
2015-12-31,1128000000,8600000.0,2595100000,1634300000,618900000,347000000.0,12100000.0,0.04,21100000,44100000.0,,1391800000,3000000,3100000,597700000.0,125600000,33800000.0,3100000,-16100000,86600000.0,279800000.0,287000000,-46800000.0,-8900000.0,,18600000,25800000.0,279800000,279800000,15600000.0,-19400000.0,108500000,1889900000,69000000.0,344600000.0,2500000.0,47000000,,61100000.0,-38300000.0,235700000.0,0.04,1200000.0,156900000,-23300000.0,-71300000.0,351600000,125600000,0.0,704200000,-886400000.0,-596400000.0,-3400000,583500000,3100000.0,57100000,,3100000.0,85800000.0,31300000,367100000.0,,-400000,,77800000.0,498100000,960800000,775800000,1469900000,-29600000.0,98600000.0,-6100000.0,,,,,
2016-03-31,1174300000,0.0,2624400000,1675500000,661500000,429200000.0,116400000.0,0.46,148500000,-124400000.0,,1412500000,39000000,39100000,634800000.0,114200000,34100000.0,39100000,300000,85500000.0,155400000.0,323500000,-92400000.0,-10400000.0,,18600000,27100000.0,155400000,155400000,,0.0,107700000,1930900000,-48800000.0,353100000.0,-13300000.0,40800000,,-79500000.0,-39600000.0,279800000.0,0.46,,185500000,29900000.0,,383400000,114200000,0.0,692600000,-909100000.0,-176000000.0,18000000,579900000,2200000.0,98400000,,2200000.0,84700000.0,71300000,,-72800000.0,57000000,,-97600000.0,518400000,948900000,847000000,1489000000,-19600000.0,-29200000.0,-3500000.0,,,,,
2016-06-30,1126200000,0.0,2619800000,1668600000,669200000,431300000.0,140200000.0,0.59,150600000,6000000.0,,1356300000,50000000,50000000,636000000.0,110800000,27500000.0,50000000,-300000,84700000.0,161400000.0,312100000,-11000000.0,-10300000.0,,18400000,26200000.0,161400000,161400000,,-600000.0,103300000,1888000000,58600000.0,347600000.0,9000000.0,46400000,,-4800000.0,0.0,155400000.0,0.59,,192300000,-8300000.0,,373100000,110800000,9000000.0,730900000,-921300000.0,-298200000.0,16600000,581700000,2100000.0,107700000,,2100000.0,84100000.0,81500000,,0.0,66600000,,-100000.0,531700000,951200000,861500000,1503000000,-20000000.0,78600000.0,-59600000.0,,,,,
2016-09-30,1240200000,0.0,2749800000,1748200000,670500000,418300000.0,124800000.0,0.5,146700000,50800000.0,,1466000000,42300000,42300000,672900000.0,101900000,30800000.0,42300000,-200000,84500000.0,212200000.0,325600000,-103100000.0,-9400000.0,,19300000,26000000.0,212200000,212200000,,-1300000.0,100100000,1993500000,59000000.0,370200000.0,-6100000.0,45500000,,16900000.0,-11100000.0,161400000.0,0.5,,173100000,8500000.0,,383400000,101900000,800000.0,755400000,-939800000.0,-336600000.0,13600000,605000000,2200000.0,97200000,,2200000.0,83900000.0,71200000,,-85500000.0,55900000,,6900000.0,527500000,1001600000,843600000,1544800000,-18400000.0,77400000.0,76500000.0,,,,,
2016-12-31,1239800000,9900000.0,2723300000,1773800000,632400000,363700000.0,12100000.0,0.41,12000000,14500000.0,,1488200000,33700000,33800000,677400000.0,97400000,43100000.0,33800000,400000,83700000.0,226700000.0,312400000,-28900000.0,-10100000.0,,18500000,26600000.0,226700000,226700000,,-100000.0,125200000,1997800000,68300000.0,363500000.0,11200000.0,46700000,,49800000.0,-35500000.0,212200000.0,0.4,1200000.0,155300000,-17700000.0,-94200000.0,361500000,97400000,3200000.0,724700000,-936700000.0,-227900000.0,9100000,607700000,1900000.0,84500000,,1900000.0,83100000.0,57900000,491200000.0,-5900000.0,42800000,,21900000.0,509600000,949500000,787700000,1544400000,-26200000.0,94500000.0,-47400000.0,,,,,
2017-03-31,1279200000,0.0,2776700000,1791700000,711400000,453500000.0,97600000.0,0.57,138600000,-69000000.0,,1524700000,46900000,46900000,686700000.0,106000000,43800000.0,46900000,-1100000,82700000.0,157700000.0,337200000,-35500000.0,-11300000.0,,17900000,26500000.0,157700000,157700000,,-4200000.0,132400000,2042300000,-39200000.0,367000000.0,-22400000.0,36600000,,-86700000.0,-34300000.0,226700000.0,0.57,,187400000,38500000.0,,402100000,106000000,900000.0,733600000,-955400000.0,-250000000.0,18800000,605600000,2400000.0,107900000,,2400000.0,82100000.0,81400000,,-20900000.0,65700000,,-99800000.0,517600000,985000000,898800000,1561000000,-15500000.0,-23700000.0,-11000000.0,,,,,
2017-06-30,1382500000,39500000.0,2712600000,1577300000,626100000,435700000.0,112300000.0,-2.22,162200000,33400000.0,,1608300000,49600000,-181400000,598500000.0,108000000,,-181400000,-1400000,82500000.0,191100000.0,296000000,-126700000.0,-10900000.0,,17600000,27000000.0,191100000,191100000,,-400000.0,139800000,2154500000,48800000.0,403400000.0,4600000.0,69900000,,-11800000.0,0.0,157700000.0,-2.22,,188000000,1000000.0,,376800000,108000000,8900000.0,557300000,-899300000.0,-308300000.0,13800000,435600000,3300000.0,107000000,,3300000.0,81800000.0,80000000,,-117000000.0,63400000,,-7700000.0,546200000,1135300000,814100000,1334900000,-18600000.0,67400000.0,91200000.0,,,,,
2017-09-30,1319500000,0.0,2649500000,1605500000,639000000,431100000.0,123200000.0,0.48,164000000,42400000.0,,1546900000,40200000,38800000,608900000.0,111800000,,38800000,-700000,82000000.0,233500000.0,308900000,69400000.0,-11000000.0,,32500000,23100000.0,233500000,233500000,,-800000.0,143100000,2080800000,49600000.0,405700000.0,-3900000.0,70500000,,14900000.0,-36400000.0,191100000.0,0.47,,179500000,3500000.0,,378200000,111800000,-9800000.0,567900000,-913000000.0,-459900000.0,11300000,447800000,2300000.0,90800000,,2300000.0,81200000.0,67700000,,-25900000.0,51500000,,4400000.0,533900000,1044000000,818500000,1360800000,-17900000.0,67500000.0,-96500000.0,,,,,
2017-12-31,1276400000,9700000.0,2705300000,1638700000,631400000,392400000.0,10100000.0,0.47,27500000,10100000.0,,1535300000,35500000,38000000,610500000.0,123400000,40300000.0,38000000,-900000,81800000.0,243600000.0,327800000,-26600000.0,-10900000.0,,32600000,21700000.0,243600000,243600000,,-1900000.0,166600000,2105900000,63600000.0,400000000.0,-19400000.0,102800000,,38900000.0,0.0,233500000.0,0.46,1200000.0,169200000,9200000.0,-53000000.0,388900000,123400000,0.0,598500000,-920600000.0,-405300000.0,-6100000,461600000,2200000.0,67500000,,2200000.0,80900000.0,45800000,387100000.0,0.0,29400000,,31600000.0,570600000,1066600000,800600000,1382200000,-27600000.0,91200000.0,-56400000.0,,,,,
2018-03-31,1318800000,,2743900000,1708600000,703100000,490800000.0,120600000.0,0.58,205700000,-78100000.0,,1586900000,47700000,46900000,635600000.0,119700000,,46900000,1100000,81300000.0,165500000.0,322000000,-85900000.0,-14200000.0,,35100000,22400000.0,165500000,165500000,,-1600000.0,159900000,2158800000,13800000.0,426600000.0,17000000.0,57000000,,-82400000.0,-42200000.0,243600000.0,0.58,,198500000,16600000.0,,416200000,119700000,,584200000,-976900000.0,-250700000.0,16700000,486500000,2700000.0,101200000,,,80400000.0,78800000,,-73000000.0,64400000,,-45300000.0,571900000,1035300000,901600000,1463400000,-12900000.0,26700000.0,-22100000.0,,,,,
2018-06-30,1296600000,,2768500000,1731300000,718300000,490000000.0,126700000.0,0.64,227500000,-6900000.0,,1585000000,51500000,51300000,651600000.0,119100000,,51300000,300000,80800000.0,158600000.0,321000000,-44200000.0,-14000000.0,,34600000,22600000.0,158600000,158600000,,-1300000.0,156400000,2173800000,63600000.0,437000000.0,-1500000.0,67600000,,-4600000.0,-3100000.0,165500000.0,0.63,,196500000,17400000.0,,427500000,119100000,,593900000,-945900000.0,-288500000.0,10100000,486300000,2800000.0,100000000,,,79900000.0,77400000,,-25600000.0,61600000,,5500000.0,588800000,1037200000,914800000,1432200000,-18600000.0,82200000.0,-40700000.0,,,,,
