date,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyEbitda,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyPurchaseOfBusiness,quarterlyChangeInInventory
2007-09-30,124541000,849179000,,19004000,-17185000,-20815457000,88796000,58868000,118421000.0,64505000.0,,61095000.0,29928000,62450000,373587000,,27911000.0,2490463000,-31912000,0.08,1536009000,1124713000.0,2353832000,84377000,220232000.0,228359000.0,1620314000,,1504653000,313541000.0,149984000,1061312000,223603000,0.08,1267967000.0,1650000,-14359000,16379000,19004000,1262608000.0,1122407000,13686000.0,525003000.0,,193675000,240054000.0,213246000.0,21718000.0,599202000,3501000.0,293000.0,1061312000,,5061000.0,-46756000,,39897000,,-525000.0,109206000,289306000,226783000,-525511000.0,385024000,0.0,,4026472000,-270000.0,,-103279000,245537000.0,676288000,9519000.0,,,,
2007-12-31,156650000,946142000,,-215542000,9903000,-21033452000,-260935000,55617000,0.0,148831000.0,,,-316552000,148252000,386436000,,-27484000.0,2273540000,119745000,,1749573000,1229735000.0,2440763000,91617000,208799000.0,226340000.0,1527865000,,1494621000,382365000.0,148057000,1376722000,238379000,,1082420000.0,-365000,-253218000,-215790000,-215542000,1265296000.0,1376722000,2985000.0,552070000.0,,554931000,,121792000.0,-222852000.0,621917000,-12791000.0,297000.0,1376722000,,10623000.0,-57970000,86982000.0,38873000,,13375000.0,206222000,98276000,216716000,-607818000.0,315409000,0.0,,4023113000,1975000.0,-1728000.0,61858000,,1061312000,9075000.0,,,,
2008-03-31,130898000,1065444000,,-18587000,-15682000,-21052769000,96998000,43772000,,73590000.0,,1485000.0,53226000,48364000,354281000,,-4045000.0,2137022000,-21548000,-0.09,929419000,1223736000.0,2563926000,242348000,174354000.0,235031000.0,440297000,,1498482000,324923000.0,124234000,483025000,230047000,-0.09,1020874000.0,-5289000,-24007000,12258000,-18587000,1263451000.0,484510000,,566564000.0,,176821000,206550000.0,68296000.0,28704000.0,606669000,13399000.0,299000.0,483025000,140000000.0,9875000.0,-25939000,46195000.0,38351000,,-279000.0,74303000,-960594000,214870000,-617067000.0,-893697000,21714000.0,,3066441000,18654000.0,-1146510000.0,100000,210471000.0,1376722000,12243000.0,,,,
2008-06-30,109776000,943372000,,-68043000,68743000,-21117891000,103809000,34764000,,88796000.0,,548000.0,69045000,135797000,303240000,,-15310000.0,1576203000,21261000,-0.35,1373110000,857837000.0,2446111000,466204000,125138000.0,239540000.0,444487000,,1502739000,227693000.0,86033000,621017000,217207000,-0.35,617524000.0,8414000,-133324000,-68608000,-68043000,1263199000.0,621565000,,581833000.0,,148162000,195515000.0,62386000.0,-73084000.0,435971000,-4293000.0,301000.0,621017000,,10425000.0,-33681000,46210000.0,32891000,,-310000.0,169478000,-95970000,215366000,-421866000.0,137992000,124538000.0,,2949313000,10776000.0,-1870000.0,0,195515000.0,483025000,9308000.0,,,,
2008-09-30,91194000,969147000,,-200034000,-239681000,-21317195000,103452000,29676000,,259901000.0,,248794000.0,73776000,95883000,246052000,,5975000.0,1182221000,56401000,-1.03,1507951000,630108000.0,2465321000,694284000,68189000.0,232561000.0,164901000,,1496174000,212406000.0,55880000,403525000,190172000,-1.03,355057000.0,50631000,-14873000,43720000,-200034000,1263613000.0,652319000,,591750000.0,,116396000,193853000.0,29305000.0,55115000.0,374097000,8071000.0,303000.0,403525000,,10278000.0,-19402000,28064000.0,22337000,,7076000.0,115285000,-93163000,177994000,-256011000.0,-217492000,152929000.0,,2690172000,10969000.0,-128303000.0,1340000,195930000.0,621017000,12062000.0,,,,
2008-12-31,85760000,976878000,,-100511000,265375000,-21439410000,12333000,19819000,256571000.0,298377000.0,,,-7486000,83000000,236743000,,,948397000,32738000,,1624835000,692977000.0,2473229000,486462000,83749000.0,218318000.0,50795000,,1496351000,28920000.0,58632000,789068000,178111000,,283109000.0,-251363000,-262000,44673000,-100511000,1261655000.0,789068000,16378000.0,629800000.0,,185597000,,35312000.0,62881000.0,382241000,36158000.0,304000.0,789068000,,10484000.0,-39977000,1958000.0,19419000,,34437000.0,122977000,-14300000,247735000,-310736000.0,385543000,49160000.0,,2573232000,17006000.0,-50695000.0,297557000,,403525000,263535000.0,,,,
2009-03-31,87175000,924091000,,65020000,78129000,-21374968000,102756000,20530000,-750000.0,329000.0,13928000.0,,79489000,17444000,254995000,219944000.0,,730807000,-54592000,0.34,1701836000,654592000.0,1806099000,505860000,80783000.0,15995000.0,582249000,,882008000,11190000.0,60308000,942386000,194687000,0.34,289448000.0,0,1294000,46889000,65020000,569044000.0,942386000,73259000.0,651647000.0,0.0,115198000,192311000.0,34302000.0,70421000.0,372723000,23532000.0,306000.0,942386000,,11805000.0,-20994000,,24802000,8464000.0,27293000.0,38438000,43065000,34334000,-281869000.0,153318000,60541000.0,,2432643000,11819000.0,-1361000.0,94222000,192804000.0,789068000,,,,,
2009-06-30,88238000,956440000,,34874000,230991000,-21340094000,106547000,20868000,-2716000.0,-2078000.0,14168000.0,,84610000,63006000,256619000,222106000.0,,733298000,83710000,0.18,1816875000,668391000.0,1829474000,263991000,77372000.0,16254000.0,674308000,6745000.0,873034000,152049000.0,57476000,1308352000,199143000,0.18,289681000.0,0,-57000,44304000,34874000,570707000.0,1308352000,60357000.0,655777000.0,0.0,114533000,192649000.0,37333000.0,73874000.0,370107000,29570000.0,306000.0,1308352000,,11805000.0,-19821000,,23234000,338000.0,67135000.0,82827000,49671000,14836000,-298284000.0,365966000,81734000.0,,2550173000,5853000.0,-21276000.0,23679000,193426000.0,942386000,27630000.0,,,,
2009-09-30,87649000,953490000,,53611000,21592000,-21286483000,88670000,20317000,,-37495000.0,11309000.0,,85558000,75525000,257995000,224541000.0,,724705000,15508000,0.28,1896758000,683507000.0,1839363000,240202000,73247000.0,86692000.0,732058000,,885873000,5980000.0,56736000,1432306000,201259000,0.28,290214000.0,-3300000,-19097000,48350000,53611000,571526000.0,1432306000,,656751000.0,0.0,115701000,192619000.0,24681000.0,66461000.0,372413000,18111000.0,307000.0,1432306000,,11867000.0,-25252000,,24940000,5717000.0,6042000.0,100777000,-11042000,37397000,-311094000.0,123954000,44167000.0,,2621463000,9039000.0,-29045000.0,0,193472000.0,1308352000,,,,,
2009-12-31,95959000,886474000,,92048000,153743000,-21194435000,106959000,24551000,,7357000.0,11761000.0,,80286000,122340000,261010000,245734000.0,,761086000,9180000,,1709058000,731195000.0,1871480000,1043000,63133000.0,16913000.0,549741000,7146000.0,985006000,156198000.0,71376000,1477166000,189634000,,289980000.0,3300000,1110000,61642000,92048000,574378000.0,1477166000,144777000.0,642507000.0,-1134000.0,109348000,,22420000.0,70534000.0,403821000,8892000.0,308000.0,1477166000,,11874000.0,-50809000,,10584000,11279000.0,-76168000.0,173149000,-279688000,14093000,-327374000.0,44860000,28500000.0,,2470144000,7659000.0,-208889000.0,11578000,,1432306000,34698000.0,,,,
2010-03-31,92454000,848841000,,51356000,-457493000,-21143079000,115695000,21905000,-549087000.0,6270000.0,12085000.0,460401000.0,89088000,81222000,264402000,255374000.0,,748748000,16517000,0.28,1743440000,,1859742000,0,58528000.0,179982000.0,583482000,,1010901000,111952000.0,59729000,1090030000,204673000,0.28,288399000.0,0,3408000,53994000,51356000,575545000.0,1550431000,,668582000.0,,115585000,183174000.0,19671000.0,81792000.0,398563000,27798000.0,309000.0,1090030000,,11998000.0,-19898000,17393000.0,20382000,4579000.0,7751000.0,101120000,-28609000,42115000,,-387136000,0.0,,2492188000,7038000.0,-53753000.0,95909000,184259000.0,1477166000,14862000.0,,,,
2010-06-30,56139000,942846000,,35213000,-39699000,-21107866000,58131000,17901000,-116961000.0,6679000.0,13225000.0,474356000.0,58131000,126326000,168684000,203911000.0,,271722000,79377000,0.19,2120243000,395636000.0,1915823000,681749000,16194000.0,193133000.0,423890000,,972977000,119433000.0,40590000,862923000,128094000,0.19,52527000.0,0,-15655000,26265000,35213000,575933000.0,1337279000,,437288000.0,,69963000,181120000.0,3266000.0,42476000.0,190807000,16211000.0,310000.0,862923000,,11966000.0,-22874000,10609000.0,13824000,5505000.0,3966000.0,149200000,-213615000,25122000,-204829000.0,-227107000,340515000.0,,2391965000,12404000.0,-228190000.0,100136000,182753000.0,1090030000,15623000.0,,,,
2010-09-30,52094000,611756000,,784903000,1113976000,-20322963000,79325000,13573000,-53232000.0,-4514000.0,16891000.0,488948000.0,65752000,-107715000,172649000,205003000.0,,267178000,-3104000,4.48,2656904000,410954000.0,1678626000,0,16826000.0,283605000.0,1245456000,,1066870000,100274000.0,40266000,2060195000,132383000,4.52,52527000.0,0,-13803000,44756000,784903000,578262000.0,2549143000,,448759000.0,,66631000,173572000.0,2943000.0,51949000.0,191426000,7193000.0,312000.0,2060195000,,12140000.0,-25874000,28440000.0,14537000,1070000.0,154741000.0,-81841000,30890000,20282000,-219528000.0,1197272000,0.0,,2924082000,1576000.0,-152291000.0,43635000,175034000.0,862923000,5975000.0,,,,
2010-12-31,56390000,652713000,,-40505000,-13694000,-20363468000,90306000,14276000,-68438000.0,1039000.0,9977000.0,501238000.0,71340000,34846000,176751000,205560000.0,,266049000,16435000,,2177957000,422610000.0,1767576000,0,14874000.0,17981000.0,676430000,,1114863000,57694000.0,36088000,1559628000,140663000,,52527000.0,-4788000,2085000,-30757000,-40505000,581626000.0,2060866000,309696000.0,476159000.0,,69323000,,2619000.0,-45533000.0,190319000,-14776000.0,313000.0,1559628000,,121563000.0,-11881000,36068000.0,12933000,1993000.0,-35272000.0,46727000,-533940000,20584000,-232291000.0,-500567000,0.0,,2444006000,-1334000.0,-15515000.0,74137000,,2060195000,13840000.0,,,,
2011-03-31,56020000,645089000,,40771000,-23516000,-20322697000,84956000,13968000,-19189000.0,2129000.0,14950000.0,506014000.0,71040000,74722000,181523000,213484000.0,,270505000,22084000,0.24,2060098000,,1785275000,0,15852000.0,608758000.0,545328000,,1140186000,45813000.0,40869000,1440826000,140654000,0.24,,-1181000,-52000,42293000,40771000,583852000.0,1946840000,317944000.0,485462000.0,,69614000,170193000.0,,59168000.0,193145000,16875000.0,315000.0,1440826000,,11820000.0,-15565000,16550000.0,13594000,-985000.0,3615000.0,90287000,-187263000,22537000,,-118802000,0.0,,2330603000,-1791000.0,-207428000.0,11238000,171979000.0,1559628000,15990000.0,,,,
2011-06-30,50385000,651764000,,-10610000,318402000,-20333307000,101882000,13674000,-24849000.0,-502000.0,14064000.0,174585000.0,85718000,-967000,189844000,219083000.0,,270461000,-6438000,-0.06,1525140000,,1799804000,0,14516000.0,17880000.0,-4203000,,1148040000,51990000.0,40667000,1220165000,149177000,-0.06,,0,2490000,-7681000,-10610000,584965000.0,1394750000,326112000.0,494769000.0,,63459000,167471000.0,,-23648000.0,194771000,-15967000.0,316000.0,1220165000,,111856000.0,-13916000,15895000.0,13074000,1339000.0,-2761000.0,12949000,-553607000,21195000,,-220661000,0.0,,1795601000,-2064000.0,-103243000.0,358348000,167471000.0,1440826000,13076000.0,,,,
2011-09-30,49865000,639231000,0.0,58916000,108289000,-20274391000,106351000,13813000,-31667000.0,5177000.0,7093000.0,32136000.0,91918000,74488000,196965000,221019000.0,,294019000,24449000,0.36,1363690000,,1824447000,0,14831000.0,40751000.0,-166738000,,1185216000,38324000.0,41694000,1202788000,155271000,0.36,,2000,620000,58615000,58916000,586566000.0,1234924000,336880000.0,501924000.0,,63353000,163046000.0,,80741000.0,205304000,22126000.0,316000.0,1202788000,,11797000.0,-33963000,9065000.0,13488000,-392000.0,-120000.0,108451000,-229187000,34543000,,-17377000,18353000.0,,1657709000,-3185000.0,-238132000.0,173917000,163902000.0,1220165000,16954000.0,,,,
2011-12-31,52284000,658923000,0.0,53814000,-129933000,-20220577000,103436000,14251000,-3270000.0,6161000.0,7165000.0,32860000.0,96225000,-5002000,203646000,226033000.0,,408398000,54392000,,1447781000,594232000.0,1944286000,0,14974000.0,43717000.0,-88107000,,1285363000,68180000.0,42016000,1313349000,161630000,,52527000.0,50000,7594000,45329000,53814000,690086000.0,1346209000,325527000.0,502538000.0,,65405000,,1321000.0,77326000.0,327136000,31997000.0,317000.0,1313349000,,11859000.0,-129216000,8473000.0,13121000,-213000.0,11747000.0,124214000,117859000,27414000,-267096000.0,110561000,0.0,,1856179000,-3084000.0,-1294000.0,2503000,,1202788000,19283000.0,,,,
2012-03-31,51323000,642616000,,68009000,-12939000,-20152568000,112478000,12741000,-5082000.0,69015000.0,8130000.0,32803000.0,98382000,97361000,205726000,240314000.0,,409077000,23959000,0.42,1473683000,,1954093000,0,13553000.0,45161000.0,-71333000,,1311477000,43042000.0,41256000,1353040000,164470000,0.43,,0,1355000,66105000,68009000,692821000.0,1385843000,333181000.0,542976000.0,,66088000,159344000.0,,87397000.0,328474000,21292000.0,318000.0,1353040000,,12340000.0,-12917000,11390000.0,14765000,1392000.0,3756000.0,110278000,-60003000,27078000,,39691000,0.0,,1882760000,-3094000.0,-75149000.0,5060000,162881000.0,1313349000,15693000.0,,,,
2012-06-30,49039000,672635000,,68472000,-1103391000,-20084096000,118415000,13532000,-1092587000.0,78413000.0,8454000.0,1122397000.0,106798000,121646000,214142000,243622000.0,,411413000,42643000,0.42,1530611000,,2001219000,0,12653000.0,45294000.0,-59195000,,1328584000,34644000.0,42844000,315621000,171298000,0.43,,-520000,-1915000,68472000,68472000,697935000.0,1438018000,341733000.0,560127000.0,,64500000,157599000.0,,92303000.0,329328000,23831000.0,318000.0,315621000,,12580000.0,-13325000,3958000.0,15461000,821000.0,8071000.0,134971000,-65547000,28883000,,-1037419000,0.0,,1942024000,-3082000.0,-77576000.0,3041000,164178000.0,1353040000,16019000.0,,,,
2012-09-30,50597000,1617360000,0.0,77910000,-109733000,-20006186000,127699000,13379000,-481565000.0,4703000.0,9807000.0,1221797000.0,116062000,107996000,223528000,244939000.0,,452775000,24950000,0.47,1530489000,,2009876000,0,11270000.0,44255000.0,-26612000,,392516000,42981000.0,41460000,270455000,182068000,0.5,,-118000,-2385000,76819000,77910000,100000000.0,1492252000,3322000.0,563706000.0,,66006000,156261000.0,,101701000.0,329358000,24882000.0,319000.0,270455000,603113000.0,12619000.0,-13626000,11225000.0,15409000,1389000.0,9127000.0,121622000,-58314000,15162000,,-45166000,0.0,,1983264000,-603000.0,-78666000.0,385576000,166575000.0,315621000,11135000.0,,,,
2012-12-31,36777000,695018000,0.0,105641000,-216290000,-19900545000,143951000,15167000,-1043664000.0,-4669000.0,6971000.0,1425700000.0,135320000,157604000,230196000,247955000.0,,419012000,-26480000,0.65,1681520000,333861000.0,2109855000,326000,11477000.0,44298000.0,-9323000,413000.0,1414837000,26855000.0,42040000,130736000,188156000,0.68,52527000.0,50000,8631000,101089000,105641000,697614000.0,1556436000,424970000.0,564627000.0,,52836000,154642000.0,,131294000.0,333861000,30205000.0,319000.0,130736000,,12657000.0,-13155000,2730000.0,16059000,-275000.0,-2329000.0,170759000,-93888000,25325000,-269141000.0,-139719000,0.0,,2100532000,-388000.0,-94289000.0,840479000,162034000.0,270455000,23519000.0,,,,
2013-03-31,37753000,1706407000,,84513000,-78565000,-19816032000,142605000,15118000,-764268000.0,10742000.0,7594000.0,1483827000.0,133264000,133522000,236447000,255438000.0,4787000.0,455914000,39691000,0.52,1615199000,333183000.0,2110249000,11346000,13617000.0,44747000.0,-39136000,413000.0,403842000,17783000.0,47254000,78620000,189193000,0.55,52527000.0,-3426000,-6420000,84513000,84513000,100000000.0,1562447000,3657000.0,608999000.0,,55929000,152543000.0,,114891000.0,333183000,30378000.0,320000.0,78620000,606142000.0,12596000.0,-17115000,8733000.0,18176000,-2280000.0,11808000.0,150637000,-122351000,8579000,,-52116000,0.0,,2071113000,-675000.0,-142892000.0,706244000,161346000.0,130736000,23410000.0,,,,
2013-06-30,43722000,1740634000,,86890000,44529000,-19729142000,153650000,15408000,-793456000.0,-678000.0,8835000.0,1419161000.0,132081000,126401000,239332000,259515000.0,11268000.0,471550000,30947000,0.55,2053291000,337879000.0,2798773000,11514000,13556000.0,44926000.0,-273932000,413000.0,1058139000,31951000.0,46630000,578301000,192702000,0.58,52527000.0,205000,5541000,86890000,86890000,750000000.0,1997462000,3698000.0,616221000.0,,60621000,148576000.0,,118433000.0,337879000,31543000.0,320000.0,578301000,606282000.0,19809000.0,-20435000,663000.0,16899000,17000.0,5834000.0,146836000,309972000,19600000,,499681000,0.0,,2524841000,-3293000.0,-335256000.0,858215000,158641000.0,78620000,26296000.0,,,,
2013-09-30,46955000,1764070000,,80898000,-283049000,-19648244000,128121000,14889000,-958990000.0,7513000.0,10577000.0,1689223000.0,132713000,121833000,243678000,260963000.0,12945000.0,468208000,20115000,0.53,1861743000,337785000.0,2823768000,11310000,14823000.0,44903000.0,-493817000,413000.0,1059698000,35796000.0,46554000,117591000,197124000,0.57,52527000.0,-725000,-4592000,80898000,80898000,750000000.0,1806814000,3832000.0,597033000.0,0.0,64411000,141701000.0,,107002000.0,337785000,26104000.0,320000.0,117591000,613751000.0,21119000.0,-12651000,7265000.0,17456000,-1262000.0,12453000.0,134484000,-312635000,29505000,,-460710000,0.0,,2329951000,-3207000.0,-331919000.0,689317000,152951000.0,578301000,23986000.0,,,,
2013-12-31,51115000,2029186000,,292149000,306023000,-19356095000,152922000,15240000,-933354000.0,-4217000.0,9643000.0,1384062000.0,130174000,132047000,245630000,260615000.0,-141688000.0,857568000,-33402000,,1803199000,339653000.0,3084325000,11154000,13631000.0,44524000.0,-423558000,,1055139000,33737000.0,46575000,339223000,199055000,,52527000.0,-23000,7508000,292149000,292149000,750000000.0,1723285000,0.0,595221000.0,0.0,68881000,,,116445000.0,339653000,-175704000.0,320000.0,339223000,624056000.0,21237000.0,-15393000,4006000.0,17766000,1025000.0,-10775000.0,147440000,-232319000,27745000,-316098000.0,221632000,0.0,,2660767000,-3085000.0,-225550000.0,1254793000,,117591000,24843000.0,,,,
2014-03-31,42746000,2043797000,,94423000,-77141000,-19261672000,162109000,16008000,-784090000.0,2371000.0,9993000.0,1450155000.0,139585000,130367000,248796000,265627000.0,22179000.0,819151000,1924000,0.64,1790198000,329711000.0,3066968000,11109000,15437000.0,7544000.0,-457619000,,1023171000,26648000.0,48026000,267053000,200770000,0.71,52527000.0,34000,6200000,94423000,94423000,750000000.0,1717208000,,642203000.0,,61185000,133417000.0,,124716000.0,329711000,30293000.0,321000.0,267053000,621061000.0,21385000.0,-11262000,8668000.0,18439000,-1806000.0,0.0,141629000,-136888000,27297000,,-72170000,0.0,8752000.0,2609349000,-3072000.0,-145556000.0,718177000,148600000.0,339223000,22688000.0,,,,
2014-06-30,45578000,1843070000,,100176000,134672000,-19161496000,148115000,16107000,-1258567000.0,2798000.0,9372000.0,1308110000.0,143121000,113624000,250382000,266591000.0,-44792000.0,725591000,58003000,0.71,1597043000,323782000.0,2955486000,37762000,13810000.0,95825000.0,-632852000,,1112416000,27815000.0,45989000,237361000,204393000,0.77,52527000.0,40000,4994000,100176000,100176000,750000000.0,1545471000,,623860000.0,,61272000,129350000.0,,126625000.0,323782000,26449000.0,321000.0,237361000,618136000.0,21490000.0,-7485000,302000.0,15694000,1573000.0,15309000.0,121109000,-285509000,26686000,,-29692000,0.0,19803000.0,2322634000,-3107000.0,-301120000.0,1400684000,141142000.0,267053000,26051000.0,,,,
2014-09-30,52269000,1849266000,,95189000,56498000,-19066307000,148836000,15809000,-238866000.0,3668000.0,14916000.0,1240769000.0,139500000,156427000,255022000,268066000.0,21282000.0,684435000,3569000,0.69,1522987000,318808000.0,2956176000,11109000,16081000.0,88844000.0,-748754000,,1106910000,28848000.0,46933000,233949000,208089000,0.77,52527000.0,277000,-6670000,95189000,95189000,750000000.0,1474718000,,651294000.0,0.0,68589000,124109000.0,,111494000.0,318808000,16305000.0,322000.0,233949000,627068000.0,21533000.0,-11311000,6846000.0,16320000,-2317000.0,-6743000.0,167738000,-226761000,26671000,,-3412000,26287000.0,18064000.0,2207422000,-3049000.0,-226864000.0,306398000,138112000.0,237361000,21314000.0,,,,
2014-12-31,48895000,1920556000,,65472000,-1341000,-19000835000,142062000,15766000,-995573000.0,2516000.0,9696000.0,1233076000.0,142221000,161204000,255917000,269047000.0,,664252000,71471000,0.48,1490607000,319028000.0,3038325000,52475000,13448000.0,98722000.0,-883466000,,1117769000,34291000.0,47477000,191608000,208440000,0.54,52527000.0,101000,-159000,65472000,65472000,750000000.0,1424684000,,621307000.0,0.0,66219000,120140000.0,,120476000.0,319028000,55004000.0,322000.0,191608000,631190000.0,21586000.0,-9269000,1781000.0,17324000,2477000.0,-2512000.0,170473000,-210594000,25743000,-375077000.0,-42341000,0.0,,2154859000,-2998000.0,-209863000.0,1003400000,135899000.0,233949000,29335000.0,,,,
2015-03-31,48680000,1922191000,,88238000,51155000,-18912597000,154429000,15747000,-257415000.0,-2524000.0,10128000.0,1165443000.0,144237000,119627000,258422000,276497000.0,,667726000,20054000,0.66,1939984000,311870000.0,3555587000,11514000,14656000.0,106899000.0,-947877000,,1633396000,37065000.0,48353000,705879000,210069000,0.75,52527000.0,-3787000,-5814000,88238000,88238000,1250000000.0,1871322000,,677093000.0,,65832000,117139000.0,,116665000.0,311870000,28427000.0,323000.0,705879000,635453000.0,22017000.0,-13042000,8776000.0,17152000,-1282000.0,5993000.0,132669000,330263000,29446000,,514271000,28654000.0,33792000.0,2607710000,-2915000.0,-178330000.0,325399000,133850000.0,191608000,22778000.0,,,,
2015-06-30,49006000,1945531000,,93011000,-540440000,-18819586000,168039000,15873000,-1489610000.0,2141000.0,12001000.0,1697523000.0,148965000,166107000,262539000,277828000.0,,640157000,60011000,0.7,1930507000,304360000.0,3564980000,0,14418000.0,107253000.0,-994316000,,1619449000,41886000.0,48221000,187286000,214318000,0.8,52527000.0,51000,2828000,93011000,93011000,1234368000.0,1884809000,,685858000.0,,65353000,115656000.0,,123663000.0,304360000,30652000.0,323000.0,187286000,624767000.0,28503000.0,-8849000,238000.0,16347000,264000.0,5373000.0,174956000,-153531000,11764000,,-518593000,32085000.0,33728000.0,2570664000,-3128000.0,-157555000.0,957968000,133251000.0,705879000,24140000.0,,,,
2015-09-30,49081000,1979892000,,92457000,-21138000,-18727129000,165421000,14934000,-696840000.0,-2215000.0,12222000.0,1713087000.0,154462000,148554000,265780000,279724000.0,,636165000,41231000,0.7,1941140000,297299000.0,3608715000,0,14714000.0,114209000.0,-1031410000,,1628823000,47902000.0,47218000,177871000,218562000,0.82,52527000.0,70000,-4614000,92457000,92457000,1234890000.0,1890958000,,694677000.0,,64100000,112955000.0,,121943000.0,297299000,29486000.0,323000.0,177871000,626590000.0,28544000.0,-6768000,5676000.0,15019000,-301000.0,8054000.0,155322000,-142960000,11694000,,-9415000,0.0,40623000.0,2577305000,-2589000.0,-156690000.0,682400000,131721000.0,187286000,18362000.0,,,,
2015-12-31,50147000,1502980000,,101530000,13524000,-18625599000,153946000,14937000,-775464000.0,2535000.0,11724000.0,1686771000.0,158282000,176538000,272625000,280859000.0,,389813000,51966000,,1967924000,295570000.0,3428184000,39856000,12638000.0,114797000.0,-1070447000,,1925204000,47772000.0,48996000,228659000,223629000,,52527000.0,-275000,-4336000,101530000,101530000,1235354000.0,1915430000,294194000.0,680483000.0,,65347000,,,125379000.0,295570000,23849000.0,323000.0,228659000,634326000.0,28567000.0,-11997000,0.0,15200000,1980000.0,-956000.0,188535000,-151550000,24355000,-425753000.0,50788000,0.0,,2357737000,-3993000.0,-150594000.0,801260000,,177871000,23298000.0,,,,
2016-03-31,47784000,1481713000,,107456000,19697000,-18518143000,184755000,14867000,-874031000.0,-4056000.0,11759000.0,1661804000.0,166767000,136544000,281876000,288741000.0,,377616000,20683000,0.82,1946057000,286202000.0,3431696000,4374000,16188000.0,114573000.0,-1108023000,,1949983000,48637000.0,50582000,234025000,231294000,0.98,52527000.0,0,2079000,107456000,107456000,1235813000.0,1895829000,310856000.0,748137000.0,,64527000,109592000.0,,141084000.0,286202000,33628000.0,324000.0,234025000,629437000.0,28804000.0,-7082000,8084000.0,16743000,-3779000.0,6018000.0,143626000,-158258000,23563000,,5366000,0.0,4137000.0,2323673000,-3124000.0,-172360000.0,900810000,131581000.0,228659000,19117000.0,,,,
2016-06-30,47158000,1476125000,,113210000,-78205000,-18404933000,177976000,14550000,-1227832000.0,2688000.0,11132000.0,1736030000.0,176267000,154289000,286466000,288232000.0,,369518000,25681000,0.87,1944655000,277942000.0,3441503000,22573000,15086000.0,114762000.0,-1127330000,,1965378000,42539000.0,48753000,170966000,237713000,1.05,52527000.0,206000,1709000,113210000,113210000,1236272000.0,1906996000,326112000.0,699456000.0,,61446000,108067000.0,,149117000.0,277942000,35907000.0,324000.0,170966000,632308000.0,28859000.0,-6376000,0.0,14288000,981000.0,6690000.0,160665000,-145185000,25844000,,-63059000,0.0,4485000.0,2314173000,-2189000.0,-151875000.0,1155797000,130588000.0,234025000,17661000.0,,,,
2016-09-30,48647000,1482426000,,114427000,7746000,-18290506000,192735000,14697000,-815880000.0,-4990000.0,12854000.0,1579926000.0,174776000,18755000,287554000,287214000.0,,503011000,35496000,0.9,1794968000,270165000.0,3467217000,1733000,15767000.0,116667000.0,-1169238000,,1984791000,46227000.0,49807000,177785000,237747000,1.08,52527000.0,-35000,1534000,114427000,114427000,1236731000.0,1757711000,344179000.0,731542000.0,,62971000,106307000.0,,149119000.0,270165000,34692000.0,324000.0,177785000,626862000.0,28919000.0,-149431000,5586000.0,14324000,-738000.0,2858000.0,168186000,-169255000,22500000,,6819000,0.0,16551000.0,2297979000,-2685000.0,-177699000.0,973092000,127750000.0,170966000,16028000.0,,,,
