date,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyBasicEPS,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyBasicAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyGrossProfit,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable
2011-09-30,7413000.0,47505000,34930000,78639000.0,582000.0,-1220956000.0,-182000.0,1968000.0,61363889.0,66505000.0,-187647000.0,32080000.0,32080000.0,894000.0,0.379275,-3978000.0,20924000,,-81877000.0,3374000.0,-2523000.0,54217000.0,-4716000.0,-80761000.0,40694000.0,4931000.0,376326000,55854000,277234000.0,12839000,55854000,89587000.0,,33389000.0,-10000.0,33389000.0,4259000.0,-46559000.0,-1219015000.0,6010000.0,47505000,1488605000.0,16666000.0,170576000.0,288756000.0,438225000.0,22091000,149469000.0,35978000.0,58198304.0,16392000.0,,103359000,22091000,,59882000.0,1659181000.0,22091000,-6398000.0,32080000.0,0.0,25734000.0,,1450668000.0,0.36,272967000,82076000.0,81146000.0,,,,,,,,,
2011-12-31,8176000.0,68725000,48066000,32080000.0,577000.0,-1209739000.0,-291000.0,-16105000.0,,0.0,-188610000.0,86573000.0,50292000.0,904000.0,,2070000.0,28150000,,-35817000.0,-3943000.0,-2401000.0,69714000.0,-11249000.0,-28371000.0,67967000.0,42154000.0,501748000,76133000,281010000.0,17155000,83180000,92400000.0,,46350000.0,-1000.0,36281000.0,95211000.0,18212000.0,-1207915000.0,6964000.0,68725000,1493107000.0,16649000.0,197175000.0,326843000.0,480543000.0,30911000,153700000.0,56718000.0,,21334000.0,,144858000,30911000,1538000.0,8958000.0,1690282000.0,30911000,-21323000.0,50292000.0,0.0,30702000.0,5021000.0,1450369000.0,,356890000,80207000.0,87200000.0,,,,,,,,,
2012-03-31,8629000.0,47754000,34799000,50292000.0,579000.0,-1365727000.0,-1447127000.0,45578000.0,59660962.0,0.0,-191217000.0,245381000.0,214730000.0,55162000.0,0.36,-26523000.0,32250000,,0.0,4821000.0,-2313000.0,62034000.0,-3634000.0,102552000.0,20217000.0,-17905000.0,384587000,66895000,280874000.0,14057000,72265000,89657000.0,,0.0,0.0,30651000.0,24835000.0,164438000.0,-1363993000.0,5216000.0,47754000,1597917000.0,16598000.0,369087000.0,427888000.0,601277000.0,20742000,173389000.0,16583000.0,56957875.0,0.0,,114649000,20742000,,15349000.0,1967004000.0,20742000,42452000.0,214730000.0,0.0,26769000.0,6331000.0,1554651000.0,0.35,269938000,64906000.0,80067000.0,,,,,,,,,
2012-06-30,8873000.0,48829000,45113000,214730000.0,568000.0,-1369110000.0,-6055000.0,-11440000.0,59449449.0,0.0,-195048000.0,46335000.0,10750000.0,60123000.0,0.5,179000.0,20717000,,-36867000.0,-781000.0,-2403000.0,59223000.0,-4391000.0,-226715000.0,37893000.0,1101000.0,376124000,65778000,282830000.0,17018000,71055000,87782000.0,,0.0,0.0,35585000.0,32522000.0,-203980000.0,-1367275000.0,5225000.0,48829000,1592133000.0,16598000.0,201596000.0,254502000.0,424619000.0,28095000,170117000.0,33502000.0,56724754.0,0.0,,114607000,28095000,,14537000.0,1793729000.0,28095000,-15167000.0,10750000.0,0.0,26585000.0,6719000.0,1548570000.0,0.47,261517000,82250000.0,85521000.0,,,,,,,,,
2012-09-30,10310000.0,49789000,40969000,10750000.0,568000.0,-1345531000.0,-6140000.0,-1289000.0,59036364.0,63135000.0,-193582000.0,34550000.0,34550000.0,24444000.0,0.456949,-1507000.0,20649000,,-5852000.0,1941000.0,-2425000.0,61875000.0,-6276000.0,-13141000.0,43142000.0,7077000.0,378077000,61618000,280120000.0,14993000,61618000,86538000.0,,35653000.0,0.0,35653000.0,29556000.0,23800000.0,-1344585000.0,5411000.0,49789000,1588332000.0,16598000.0,198151000.0,272127000.0,440952000.0,25976000,168825000.0,36866000.0,56846578.0,0.0,,111407000,25976000,,82287000.0,1786483000.0,25976000,-6475000.0,34550000.0,0.0,26762000.0,7589000.0,1542522000.0,0.44,266670000,76179000.0,86762000.0,-617000.0,,,,,,,,
2012-12-31,11387000.0,72636000,60306000,34550000.0,563000.0,-1335523000.0,-6187000.0,3766000.0,,37917000.0,-191713000.0,54813000.0,54813000.0,24349000.0,,5688000.0,27797000,,-45519000.0,-1788000.0,-2386000.0,77414000.0,-14966000.0,-40145000.0,75068000.0,29823000.0,539650000,88039000,283158000.0,22728000,95422000,91445000.0,,37917000.0,0.0,37917000.0,-72848000.0,20263000.0,-1335364000.0,7319000.0,72636000,1584222000.0,16598000.0,229498000.0,306267000.0,478197000.0,37578000,171930000.0,60102000.0,,0.0,,160675000,37578000,2097000.0,8635000.0,1813720000.0,37578000,-13462000.0,54813000.0,0.0,31061000.0,7001000.0,1536443000.0,,378975000,49986000.0,94103000.0,-9000.0,,,,,,,,
2013-03-31,11390000.0,54281000,54622000,54813000.0,563000.0,-1323372000.0,-6170000.0,750000.0,58224408.0,33284000.0,-194317000.0,75081000.0,75081000.0,24211000.0,0.62,-82000.0,20945000,,-18019000.0,4568000.0,-2437000.0,69087000.0,-5086000.0,-23070000.0,47649000.0,-396000.0,417617000,75525000,284093000.0,20202000,81198000,89776000.0,5616000.0,33284000.0,,33284000.0,472000.0,20268000.0,-1321498000.0,5631000.0,54281000,1576342000.0,16598000.0,223585000.0,308557000.0,476555000.0,34420000,167998000.0,42563000.0,55746790.0,0.0,,129806000,34420000,,13173000.0,1799927000.0,34420000,-4336000.0,75081000.0,0.0,29916000.0,4158000.0,1530411000.0,0.59,287811000,70719000.0,90156000.0,-327000.0,,,,,,,,
2013-06-30,12505000.0,52146000,53445000,75081000.0,558000.0,-1328791000.0,-6049000.0,2896000.0,57960232.0,48049000.0,-196024000.0,40838000.0,40838000.0,24153000.0,0.6,3280000.0,20426000,,-38038000.0,-2011000.0,-2393000.0,63875000.0,-6501000.0,-49724000.0,19191000.0,-20093000.0,414009000,73841000,284575000.0,20175000,79647000,88551000.0,4624000.0,48049000.0,,48049000.0,1291000.0,-34243000.0,-1327020000.0,5776000.0,52146000,1568778000.0,16598000.0,228812000.0,302536000.0,468799000.0,33270000,166263000.0,12690000.0,55468971.0,24949000.0,,125987000,33270000,,13115000.0,1797590000.0,33270000,-3605000.0,40838000.0,0.0,27996000.0,4291000.0,1524420000.0,0.57,288022000,66572000.0,93987000.0,-11127000.0,,,,,,,,
2013-09-30,13087000.0,53858000,46453000,40838000.0,557000.0,-1322175000.0,-6049000.0,-2196000.0,57345677.0,54068000.0,-199138000.0,32079000.0,32079000.0,24140000.0,0.56,939000.0,20347000,,-20835000.0,3474000.0,-2267000.0,63006000.0,-8699000.0,-35648000.0,37735000.0,-2520000.0,404050000,66776000,288468000.0,15821000,72873000,89330000.0,4626000.0,54068000.0,,,1218000.0,-8759000.0,-1321053000.0,6073000.0,53858000,1565223000.0,16598000.0,225476000.0,302410000.0,468524000.0,30632000,166114000.0,29036000.0,55065450.0,25449000.0,,120634000,30632000,,13121000.0,1790699000.0,30632000,-10895000.0,32079000.0,0.0,30282000.0,6740000.0,1518383000.0,0.53,283416000,58814000.0,92765000.0,-11769000.0,,,,,,,,
2013-12-31,14464000.0,74877000,70579000,32079000.0,558000.0,-1290202000.0,-6081000.0,-60796000.0,57412557.0,75604000.0,-199914000.0,14383000.0,14383000.0,24144000.0,0.800862,7330000.0,27091000,,-20240000.0,24000.0,-1984000.0,83408000.0,-20101000.0,-26362000.0,89414000.0,34482000.0,566547000,97670000,97584000.0,25916000,97670000,97584000.0,7121000.0,44695000.0,,,3113000.0,-17696000.0,-1289445000.0,8303000.0,74877000,1560846000.0,16598000.0,254611000.0,351540000.0,525255000.0,44663000,173715000.0,69313000.0,55768672.0,0.0,,172547000,44663000,3269000.0,76131000.0,1815457000.0,44663000,-80897000.0,14383000.0,0.0,30321000.0,7827000.0,1512299000.0,0.78,394000000,90515000.0,105779000.0,-11018000.0,,,,,,,,
2014-03-31,14743000.0,52867000,63880000,14383000.0,558000.0,-1268956000.0,-6032000.0,20454000.0,57372471.0,50185000.0,-200848000.0,38376000.0,38376000.0,24155000.0,0.73,3526000.0,20326000,,-15131000.0,700000.0,-2568000.0,73183000.0,-6561000.0,-26232000.0,36204000.0,-7891000.0,453852000,84175000,296565000.0,23406000,90627000,95717000.0,4455000.0,50185000.0,,,1435000.0,23993000.0,-1270117000.0,6421000.0,52867000,1552864000.0,16109000.0,240404000.0,353880000.0,524312000.0,40474000,170432000.0,29643000.0,55211837.0,0.0,,137042000,40474000,,13491000.0,1793268000.0,40474000,13893000.0,38376000.0,0.0,33578000.0,4572000.0,1506256000.0,0.71,316810000,64546000.0,103881000.0,-11053000.0,,,,,,,,
2014-06-30,17222000.0,53282000,61539000,38376000.0,551000.0,-1289682000.0,-5990000.0,34207000.0,57124457.0,51713000.0,-204519000.0,15304000.0,15304000.0,538000.0,0.7,430000.0,19851000,,-49875000.0,-2887000.0,-2358000.0,73184000.0,-12387000.0,-69322000.0,24586000.0,-21367000.0,450463000,81363000,302575000.0,23077000,88046000,98056000.0,3625000.0,51713000.0,,,713000.0,-23072000.0,-1287995000.0,6656000.0,53282000,1569346000.0,16109000.0,216007000.0,320980000.0,495671000.0,38462000,174691000.0,12199000.0,55015394.0,0.0,,134645000,38462000,,14392000.0,1785353000.0,38462000,21820000.0,15304000.0,0.0,33542000.0,3840000.0,1523882000.0,0.67,315818000,62447000.0,105970000.0,-14077000.0,,,,,,,,
2014-09-30,18700000.0,56573000,56989000,15304000.0,549000.0,-1281742000.0,-130000.0,1637000.0,56610608.0,60111000.0,-207411000.0,30936000.0,30936000.0,549000.0,0.65,-946000.0,19974000,,-17401000.0,3195000.0,-2334000.0,73942000.0,-12035000.0,-32109000.0,58095000.0,9782000.0,446568000,76941000,307902000.0,21371000,83910000,100491000.0,3817000.0,60111000.0,,,1010000.0,15632000.0,-1280993000.0,6947000.0,56573000,1572239000.0,16109000.0,220386000.0,333324000.0,510883000.0,35618000,177559000.0,46060000.0,54620539.0,26030000.0,,133514000,35618000,,14899000.0,1792625000.0,35618000,-10398000.0,30936000.0,0.0,35213000.0,5455000.0,1523740000.0,0.63,313054000,57793000.0,103540000.0,-14078000.0,,,,,,,,
2014-12-31,20562000.0,86683000,76215000,30936000.0,556000.0,-1219465000.0,-180000.0,-43648000.0,56777007.0,120213000.0,-196174000.0,30855000.0,30855000.0,565000.0,0.864631,16646000.0,26667000,,0.0,-1140000.0,-2661000.0,86552000.0,-39110000.0,8765000.0,73454000.0,19499000.0,642950000,102882000,114046000.0,28182000,102882000,114046000.0,5690000.0,72055000.0,,,2588000.0,-81000.0,-1246921000.0,15764000.0,86683000,1573137000.0,16297000.0,265608000.0,428361000.0,619280000.0,48033000,190919000.0,34344000.0,55553149.0,0.0,,189565000,48033000,4586000.0,76873000.0,1838745000.0,48033000,-82758000.0,30855000.0,0.0,37944000.0,5588000.0,1523546000.0,0.85,453385000,92085000.0,118395000.0,-13635000.0,,,,,,,,
2015-03-31,20805000.0,62813000,74182000,30855000.0,554000.0,-1213578000.0,-103000.0,7766000.0,57013552.0,93533000.0,-199801000.0,74991000.0,74991000.0,234000.0,0.836132,1045000.0,20071000,,-29512000.0,198000.0,-3090000.0,88323000.0,-7600000.0,-41339000.0,84745000.0,29624000.0,502027000,94253000,114744000.0,27893000,101600000,114744000.0,4466000.0,72555000.0,,,1348000.0,44136000.0,-1217800000.0,7347000.0,62813000,1575246000.0,16297000.0,275313000.0,446041000.0,636981000.0,46289000,190940000.0,77145000.0,55360858.0,0.0,,157066000,46289000,,76196000.0,1850559000.0,46289000,166000.0,74991000.0,0.0,37899000.0,3201000.0,1527202000.0,0.81,344961000,96622000.0,118085000.0,-13965000.0,,,,,,,,
2015-06-30,22111000.0,60441000,73278000,74991000.0,548000.0,-1245655000.0,-38000.0,26605000.0,56628237.0,90302000.0,-203488000.0,25891000.0,25891000.0,237000.0,0.84,2774000.0,19010000,,-68122000.0,-2162000.0,-2929000.0,76961000.0,-12638000.0,-81589000.0,18849000.0,-33065000.0,488622000,92231000,320684000.0,27369000,99969000,117196000.0,3310000.0,90302000.0,,,477000.0,-49100000.0,-1243353000.0,7681000.0,60441000,1574343000.0,16176000.0,269213000.0,404501000.0,597901000.0,45909000,193400000.0,6211000.0,54833094.0,26057000.0,,152672000,45909000,,15260000.0,1843556000.0,45909000,13967000.0,25891000.0,0.0,36283000.0,3457000.0,1527161000.0,0.81,335950000,69336000.0,113328000.0,-17074000.0,,,,,,,,
2015-09-30,24136000.0,61411000,60628000,25891000.0,546000.0,-1255949000.0,-5057000.0,7330000.0,56115670.0,96030000.0,-206373000.0,32506000.0,32506000.0,256000.0,0.69,4484000.0,19979000,,-40916000.0,2923000.0,-3481000.0,86423000.0,-13596000.0,-51199000.0,63714000.0,19086000.0,484696000,80543000,325825000.0,22796000,88274000,119452000.0,3412000.0,96030000.0,,,784000.0,6615000.0,-1254287000.0,7667000.0,61411000,1579854000.0,16176000.0,279291000.0,404432000.0,603196000.0,37832000,198764000.0,50118000.0,54463073.0,29357000.0,,141954000,37832000,,17859000.0,1859145000.0,37832000,-6266000.0,32506000.0,0.0,39826000.0,4523000.0,1527664000.0,0.67,342742000,62711000.0,112398000.0,-17102000.0,,,,,,,,
2015-12-31,28505000.0,93027000,98127000,32506000.0,498000.0,-1800251000.0,-559205000.0,-87711000.0,53351075.0,119805000.0,-204283000.0,133449000.0,133449000.0,59333000.0,1.148439,-15764000.0,40285000,,-600007000.0,754000.0,-3548000.0,106927000.0,-29448000.0,93191000.0,124478000.0,37732000.0,741183000,138412000,131890000.0,35368000,138412000,131890000.0,6435000.0,99159000.0,,,9784000.0,100943000.0,-1804143000.0,9739000.0,93027000,2224113000.0,16097000.0,375983000.0,602637000.0,799845000.0,62759000,197208000.0,95030000.0,49838221.0,0.0,,231439000,62759000,6054000.0,65318000.0,2600096000.0,62759000,-117159000.0,133449000.0,0.0,36861000.0,,2181460000.0,1.148439,509744000,110007000.0,131582000.0,-32188000.0,,,,,,,,
2016-03-31,29979000.0,68504000,72842000,133449000.0,501000.0,-1730279000.0,-27459000.0,27972000.0,51230604.0,90651000.0,-209070000.0,178252000.0,178252000.0,41593000.0,0.91,28860000.0,26146000,,,4397000.0,-2963000.0,86137000.0,-10486000.0,10419000.0,17148000.0,-15804000.0,539175000,98712000,340130000.0,27391000,107209000,131060000.0,4898000.0,90651000.0,,,1795000.0,44803000.0,-1777696000.0,8221000.0,68504000,2217312000.0,16097000.0,333726000.0,626486000.0,820759000.0,45451000,194273000.0,6662000.0,49697494.0,23081000.0,,167216000,45451000,,15514000.0,2551038000.0,45451000,17486000.0,178252000.0,0.0,39108000.0,,2173403000.0,0.89,371959000,77752000.0,130520000.0,-164000.0,,,,,,,,
2016-06-30,34426000.0,68137000,78692000,178252000.0,483000.0,-1914754000.0,-12419000.0,47394000.0,50459754.0,109025000.0,-213763000.0,22305000.0,22305000.0,48870000.0,1.019126,2956000.0,25009000,,,-2622000.0,-2575000.0,84902000.0,-14559000.0,-240871000.0,52305000.0,-5147000.0,547341000,103701000,131972000.0,29431000,103701000,131972000.0,3719000.0,109025000.0,,,1354000.0,-155947000.0,-1912755000.0,8535000.0,68137000,2210305000.0,16097000.0,356727000.0,450449000.0,652278000.0,49261000,201829000.0,37746000.0,48336512.0,0.0,,171838000,49261000,,69857000.0,2567032000.0,49261000,32835000.0,22305000.0,0.0,36473000.0,,2165177000.0,0.98,375503000,95115000.0,132533000.0,-18935000.0,,,,,,,,
2016-09-30,36028000.0,72992000,75814000,22305000.0,481000.0,-1936146000.0,-37714000.0,-15006000.0,49242182.0,115234000.0,-216913000.0,29981000.0,29981000.0,73877000.0,0.98,4058000.0,25180000,,-59719000.0,882000.0,-2588000.0,103994000.0,-13209000.0,-57348000.0,93164000.0,38012000.0,566677000,100911000,349514000.0,28582000,109698000,132601000.0,3727000.0,115234000.0,,,1007000.0,7676000.0,-1934177000.0,8704000.0,72992000,2202236000.0,16097000.0,410517000.0,472590000.0,676607000.0,47232000,204017000.0,79955000.0,48043379.0,24629000.0,,173903000,47232000,,16467000.0,2612753000.0,47232000,-28215000.0,29981000.0,0.0,38834000.0,,2156884000.0,0.96,392774000,80494000.0,138107000.0,-18449000.0,,,,,,,,
2016-12-31,40256000.0,104017000,117310000,29981000.0,481000.0,-1883143000.0,-44742000.0,-2641000.0,49090074.0,118377000.0,-220964000.0,42815000.0,42815000.0,38887000.0,1.509211,6609000.0,33407000,,-16392000.0,-5716000.0,-3110000.0,111510000.0,-20301000.0,-87992000.0,124656000.0,42961000.0,819435000,150717000,138534000.0,44576000,150717000,138534000.0,6220000.0,118377000.0,,,2262000.0,12834000.0,-1881520000.0,12680000.0,104017000,2195740000.0,16058000.0,403698000.0,495873000.0,716295000.0,72734000,220422000.0,104355000.0,48100143.0,0.0,,254734000,72734000,7260000.0,81888000.0,2599438000.0,72734000,-22942000.0,42815000.0,0.0,40181000.0,,2148990000.0,1.48,564701000,134924000.0,150369000.0,-36377000.0,,,,,,,,
2017-03-31,41231000.0,77782000,90514000,42815000.0,481000.0,-1853691000.0,-9718000.0,-37847000.0,49706023.0,105078000.0,-225350000.0,52094000.0,52094000.0,300000.0,1.31,-4896000.0,25631000,,-12721000.0,6232000.0,-3043000.0,110245000.0,-12444000.0,-26155000.0,85693000.0,7242000.0,624217000,116034000,363174000.0,28045000,125643000,137824000.0,5220000.0,105078000.0,,,1348000.0,9279000.0,-1852345000.0,9498000.0,77782000,2226713000.0,16058000.0,369440000.0,528636000.0,742462000.0,62469000,213826000.0,73249000.0,47839847.0,27868000.0,,193816000,62469000,,16010000.0,2596153000.0,62469000,-50291000.0,52094000.0,0.0,38326000.0,,2179258000.0,1.26,430401000,114123000.0,150931000.0,-253000.0,,,,,,,,
2017-06-30,45519000.0,79978000,88532000,52094000.0,482000.0,-1803071000.0,-48000.0,3177000.0,49776821.0,116158000.0,-230805000.0,52243000.0,52243000.0,305000.0,1.362588,-15000.0,24335000,,0.0,-2651000.0,-2828000.0,104620000.0,-12786000.0,-19639000.0,29393000.0,-39710000.0,628611000,112867000,137793000.0,22791000,112867000,137793000.0,4413000.0,116158000.0,,,1570000.0,149000.0,-1808789000.0,10275000.0,79978000,2233356000.0,16058000.0,351512000.0,560903000.0,781797000.0,65741000,220894000.0,16607000.0,48247144.0,0.0,,192845000,65741000,,83101000.0,2584868000.0,65741000,-9609000.0,52243000.0,0.0,37664000.0,,2180518000.0,1.32,435766000,107781000.0,151641000.0,-22027000.0,,,,,,,,
2017-09-30,48219000.0,81398000,84551000,52243000.0,437000.0,-2765344000.0,-910327000.0,-30508000.0,47715788.0,126340000.0,-236086000.0,61360000.0,61360000.0,32313000.0,1.22,-21526000.0,33141000,,-1000000000.0,2099000.0,-1422000.0,109756000.0,-13667000.0,-54073000.0,107052000.0,30147000.0,643642000,117080000,375763000.0,28183000,127973000,139677000.0,4638000.0,126340000.0,,,6740000.0,9117000.0,-2766231000.0,10281000.0,81398000,3183049000.0,16058000.0,398530000.0,592586000.0,816235000.0,56368000,223649000.0,93385000.0,46034807.0,34292000.0,,198478000,56368000,,16465000.0,3581579000.0,56368000,-44175000.0,61360000.0,0.0,37093000.0,,3128048000.0,1.18,445164000,92406000.0,154475000.0,-22350000.0,,,,,,,,
2017-12-31,52823000.0,105601000,136556000,61360000.0,429000.0,-2735384000.0,-8100000.0,6185000.0,44593094.0,120223000.0,-237279000.0,35768000.0,35768000.0,32324000.0,2.175539,-63000.0,38695000,,-51532000.0,480000.0,-2030000.0,106894000.0,-51114000.0,-97278000.0,116898000.0,11886000.0,891509000,175251000,169586000.0,43229000,175251000,169586000.0,6442000.0,120223000.0,,,1318000.0,-25592000.0,-2739437000.0,14315000.0,105601000,3173852000.0,15423000.0,398285000.0,579780000.0,836753000.0,93327000,256973000.0,65784000.0,42898329.0,0.0,,280852000,93327000,8119000.0,87387000.0,3572137000.0,93327000,-44929000.0,35768000.0,0.0,39961000.0,,3121490000.0,2.09,610657000,138844000.0,173677000.0,-39668000.0,,,,,,,,
2018-03-31,55976000.0,166389000,103670000,254846000.0,426000.0,-2770864000.0,-8078000.0,-499000.0,44413500.0,112265000.0,-243249000.0,44609000.0,44609000.0,32342000.0,2.083875,-2299000.0,29806000,4007000.0,-101084000.0,566000.0,-2836000.0,88979000.0,-13647000.0,-107822000.0,83676000.0,-15924000.0,785371000,133476000,169525000.0,14843000,144545000,169525000.0,6063000.0,105830000.0,,,1120000.0,-34237000.0,-2768591000.0,11069000.0,166389000,3184398000.0,15423000.0,384766000.0,536423000.0,798300000.0,88827000,261877000.0,70029000.0,42625881.0,,,299865000,88827000,,92352000.0,3569164000.0,88827000,-10139000.0,220609000.0,,41229000.0,,3117193000.0,2.0,485506000,157615000.0,174416000.0,-79000.0,,,,,,,,
2018-06-30,58893000.0,167435000,91197000,220609000.0,418000.0,-2929205000.0,-578055000.0,150000.0,43582996.0,123818000.0,-248362000.0,157788000.0,157788000.0,35598000.0,1.84,-8226000.0,36127000,25000000.0,-218983000.0,918000.0,-3439000.0,79417000.0,-23643000.0,77765000.0,71036000.0,-22617000.0,779396000,126145000,425553000.0,13789000,139565000,177191000.0,5380000.0,117360000.0,,,4460000.0,114976000.0,-2926921000.0,12241000.0,167435000,3506355000.0,15351000.0,377415000.0,682914000.0,954565000.0,77408000,271651000.0,47393000.0,42044035.0,,,293580000,77408000,,17058000.0,3883770000.0,77408000,-33645000.0,335585000.0,,40161000.0,,3436966000.0,1.78,485816000,100185000.0,182816000.0,-23459000.0,,,,,,,,
2018-08-31,,162847000,99248000,,,,,,43067191.0,,,,,,2.02,,33976000,,,,,,,,,,785965000,132432000,,15153000,133224000,,,,,,,,,,162847000,,,,,,84095000,,,41585933.0,,,295279000,84095000,,,,84095000,,,,,,,1.95,490686000,,,,,,,,,,,
2018-09-30,59840000.0,162847000,99248000,335585000.0,416000.0,-2973758000.0,-8934000.0,6205000.0,43067191.0,118833000.0,-247165000.0,84600000.0,84600000.0,35847000.0,2.02,-4531000.0,33976000,15000000.0,-109123000.0,253000.0,-3523000.0,87509000.0,-27784000.0,-142009000.0,107807000.0,18535000.0,785965000,132432000,454164000.0,15153000,145684000,206999000.0,4217000.0,112222000.0,,,1357000.0,-55884000.0,-2972565000.0,12460000.0,162847000,3509441000.0,14919000.0,376431000.0,605649000.0,912114000.0,84095000,306465000.0,80023000.0,41585933.0,,-15000000.0,295279000,84095000,,21793000.0,3885872000.0,84095000,-21579000.0,279701000.0,,41420000.0,,3437632000.0,1.95,490686000,95729000.0,170244000.0,-23182000.0,,,,,,,,
2018-12-31,63809000.0,234319000,134563000,279701000.0,410000.0,-3039921000.0,-9021000.0,1920000.0,42611450.0,112744000.0,-252182000.0,25438000.0,25438000.0,35893000.0,2.724467,-113000.0,45073000,50000000.0,-162022000.0,-2609000.0,-4429000.0,92546000.0,-54814000.0,-150737000.0,131652000.0,-3789000.0,1082135000,179636000,234939000.0,22921000,179636000,234939000.0,7132000.0,107150000.0,,,1096000.0,-42282000.0,-3036471000.0,17895000.0,234319000,3567563000.0,14919000.0,379743000.0,566951000.0,907385000.0,111642000,340434000.0,76838000.0,40977561.0,,-20000000.0,413955000,111642000,8718000.0,105495000.0,3947306000.0,111642000,-22894000.0,237419000.0,,45975000.0,,3495691000.0,2.62,668180000,144154000.0,190091000.0,-45446000.0,,,,,,,,
2019-03-31,66159000.0,178785000,109143000,237419000.0,411000.0,-2975165000.0,-48968000.0,262000.0,42202429.0,98098000.0,-260252000.0,83114000.0,83114000.0,35909000.0,2.27,-2467000.0,35054000,0.0,-8144000.0,1467000.0,-4192000.0,84888000.0,-12222000.0,-55132000.0,96998000.0,-8198000.0,835963000,143504000,710124000.0,16493000,157987000,449872000.0,4608000.0,93040000.0,,,1195000.0,30030000.0,-2976848000.0,13790000.0,178785000,3711427000.0,14919000.0,412013000.0,590543000.0,1148275000.0,92650000,557732000.0,84776000.0,40865532.0,198508000.0,,322289000,92650000,,22728000.0,4123440000.0,92650000,-11960000.0,267449000.0,,45668000.0,,3447819000.0,2.2,513674000,117233000.0,194064000.0,-90000.0,,,,,,,,
2019-06-30,69629000.0,177748000,105979000,267449000.0,412000.0,-2904286000.0,-33918000.0,7767000.0,42236507.0,117712000.0,-249184000.0,108259000.0,108259000.0,35919000.0,2.25,-100000.0,33866000,15152000.0,-3309000.0,809000.0,-4208000.0,82456000.0,-13486000.0,-59164000.0,104555000.0,-1104000.0,811647000,138923000,674523000.0,13620000,153905000,425339000.0,3981000.0,113416000.0,,,1553000.0,54811000.0,-2911278000.0,14060000.0,177748000,3668547000.0,13542000.0,412906000.0,643447000.0,1177167000.0,92359000,533720000.0,91069000.0,41023269.0,,,316671000,92359000,,21965000.0,4081453000.0,92359000,9433000.0,322260000.0,,44281000.0,,3414988000.0,2.19,494976000,101526000.0,182904000.0,-26590000.0,,,,,,,,
2019-08-31,71055000.0,173222000,110245000,,409000.0,-2935649000.0,,,42040291.0,109490000.0,-254669000.0,66706000.0,66706000.0,35935000.0,2.11,,33752000,,,,-3938000.0,95657000.0,,,,,820812000,143029000,698374000.0,23872000,143997000,443705000.0,,104945000.0,,,,,-2932195000.0,,173222000,3674676000.0,13542000.0,421245000.0,605339000.0,1160272000.0,86373000,554933000.0,,40954279.0,,,316251000,86373000,,22743000.0,4095921000.0,86373000,,,,51010000.0,,3407101000.0,2.05,504561000,103162000.0,185403000.0,,,,,,,,,
