date,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyInventory,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyBasicEPS,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2005-12-31,,163800000,,568200000,311500000,,-27400000.0,1167200000.0,,1377400000,2459800000,-118500000.0,-47900000.0,209400000.0,,192300000,,829900000,,,4194200000,1272600000,,147700000,1187200000,2998200000,,-10700000.0,,149800000,0.0,,63700000,0.0,,1198300000,101600000,101600000,1800000,101400000.0,-37200000.0,-1200000.0,21300000,-289600000.0,373300000.0,835600000,0,48700000,,1139200000.0,151400000,877600000,1065900000,613300000.0,4500000.0,47200000.0,1700000.0,64200000.0,162200000.0,2729200000.0,3680300000,101600000,6678500000,-38300000.0,,28500000.0,209400000,,13500000,209400000,5700000.0,,,,,,
2006-03-31,349200000.0,197800000,,605600000,349800000,,-68000000.0,1168000000.0,,1511800000,2628900000,-155200000.0,-51200000.0,263000000.0,,236200000,,950200000,,0.34,4355700000,1262300000,,152000000,1366600000,3318500000,2136600000.0,0.0,,152000000,0.0,,70300000,5200000.0,,1353500000,120300000,120300000,-3000000,86600000.0,-30200000.0,16300000.0,19800000,-289600000.0,357200000.0,834800000,0,61300000,353200000.0,1553200000.0,182900000,878400000,1162000000,756800000.0,13200000.0,53600000.0,1700000.0,56400000.0,209400000.0,603800000.0,3691000000,120300000,7009500000,-5700000.0,,38400000.0,263000000,0.345,13600000,263000000,4200000.0,,,,,,
2006-06-30,350400000.0,246600000,,789600000,400700000,,86200000.0,1198900000.0,,1657400000,2990900000,-182900000.0,-53800000.0,515700000.0,,285300000,,1098100000,,0.42,4580900000,1266500000,,154100000,1724400000,3868200000,2151700000.0,100000.0,,154100000,0.0,,63500000,5200000.0,,1536400000,147900000,147900000,-11000000,278800000.0,-52500000.0,19100000.0,20300000,-289600000.0,371600000.0,831400000,0,76300000,353200000.0,1645800000.0,225900000,909300000,1256700000,930300000.0,13800000.0,252700000.0,1800000.0,226300000.0,263000000.0,595900000.0,3730300000,147900000,7598500000,44100000.0,,38700000.0,515700000,0.42,13000000,515700000,4500000.0,,,,,,
2006-09-30,350800000.0,285500000,,868200000,442700000,,115500000.0,1213700000.0,,1777900000,3393400000,-176000000.0,-63200000.0,786700000.0,,327100000,,1274700000,-1100000.0,0.5,4767800000,1281300000,,157200000,2112100000,4445100000,2153900000.0,0.0,,157200000,0.0,,66200000,1100000.0,,1712400000,176600000,176600000,-9100000,329300000.0,-55900000.0,5500000.0,20100000,-289600000.0,385200000.0,829900000,0,90800000,353800000.0,1739900000.0,271100000,924100000,1335200000,1238100000.0,3700000.0,271000000.0,1800000.0,273400000.0,515700000.0,585600000.0,3746300000,176600000,8191400000,41700000.0,,41600000.0,786700000,0.505,10000000,786700000,5800000.0,,,,,,
2006-12-31,,381200000,,1069600000,567400000,,193500000.0,1396100000.0,,2078700000,3960300000,-105800000.0,-361900000.0,957400000.0,,423100000,,1513900000,-2000000.0,,5023500000,1295100000,,186200000,2665200000,4965600000,2244700000.0,-100000.0,,186200000,0.0,,71400000,2000000.0,,1828800000,239200000,239200000,-8200000,522000000.0,-61800000.0,200000.0,25600000,-374000000.0,389000000.0,834700000,0,127300000,,1923500000.0,369300000,1022100000,1511300000,1590000000.0,2000000.0,170700000.0,1800000.0,460200000.0,786700000.0,705200000.0,4053700000,239200000,9019300000,46100000.0,,41900000.0,957400000,,12100000,957400000,5600000.0,,,,,,
2007-03-31,351800000.0,427100000,,1305800000,615000000,,-61900000.0,1421500000.0,,2165700000,4262000000,-167900000.0,-85800000.0,1190200000.0,,474400000,,1784400000,-9100000.0,0.775,5368300000,1246900000,,187900000,3015100000,5533800000,2278100000.0,300000.0,,187900000,0.0,,71200000,9100000.0,,1993100000,275900000,275900000,-2900000,264200000.0,-48000000.0,50200000.0,25700000,-374000000.0,437900000.0,737800000,0,140700000,355200000.0,2056800000.0,421000000,1047500000,1550700000,1601500000.0,42200000.0,232800000.0,1800000.0,216200000.0,957400000.0,725700000.0,4136300000,275900000,9670100000,60200000.0,,47300000.0,1190200000,0.785,12300000,1190200000,107800000.0,,,,,,
2007-06-30,354400000.0,497200000,,1407100000,683800000,,-318200000.0,1507400000.0,,2384900000,4456600000,-242400000.0,-272600000.0,1032700000.0,,549100000,,2102900000,-7300000.0,0.895,5809500000,1236600000,,186600000,3220000000,5949300000,2373700000.0,300000.0,,186600000,0.0,,71700000,7300000.0,,2243200000,318500000,318500000,-800000,50900000.0,-73600000.0,36700000.0,28300000,-374000000.0,424200000.0,740700000,0,172000000,356400000.0,2326600000.0,493300000,1133400000,1701100000,1702900000.0,33100000.0,-157500000.0,1800000.0,-22700000.0,1190200000.0,785300000.0,4361000000,318500000,10310300000,130200000.0,,51900000.0,1032700000,0.9,13100000,1032700000,110000000.0,,,,,,
2007-09-30,355500000.0,545400000,,1708800000,740300000,,-49200000.0,1537800000.0,,2579500000,4949200000,-9600000.0,-104900000.0,1486000000.0,,601800000,,2468900000,-3600000.0,1.02,6346900000,1304300000,,194900000,3644900000,6832800000,2448500000.0,900000.0,,194900000,0.0,,71500000,3600000.0,,2252100000,366000000,366000000,1800000,413200000.0,-55800000.0,30000000.0,74700000,-374000000.0,495000000.0,737800000,0,177800000,357900000.0,2647600000.0,548300000,1163800000,1839200000,1827700000.0,29600000.0,453300000.0,3600000.0,357400000.0,1032700000.0,775200000.0,4513000000,366000000,11345800000,276500000.0,,56400000.0,1486000000,1.03,11500000,1486000000,108400000.0,,,,,,
2007-12-31,,574700000,,2000100000,791100000,,-17900000.0,1710100000.0,,2658900000,5390700000,-337700000.0,-111600000.0,1841800000.0,,633200000,,2845600000,40200000.0,,6661400000,1364000000,,216400000,4026700000,7593800000,2445100000.0,-700000.0,,216400000,0.0,,61800000,2900000.0,,2574700000,376700000,376700000,-15900000,459700000.0,-74400000.0,32700000.0,49000000,-512800000.0,564300000.0,737900000,0,185300000,,2743300000.0,566300000,1197300000,1867800000,1873800000.0,-13600000.0,355800000.0,3600000.0,385300000.0,1486000000.0,774100000.0,4521100000,376700000,12114900000,195000000.0,,58500000.0,1841800000,,13400000,1841800000,152800000.0,,,,,,
2008-03-31,356100000.0,568500000,,2269000000,796600000,,122500000.0,1775400000.0,,2685400000,5904700000,-224000000.0,-183400000.0,2139400000.0,,630000000,,3241700000,-2400000.0,1.11,7132200000,1406800000,,228100000,4497900000,8465100000,2525400000.0,0.0,,228100000,0.0,,65000000,2400000.0,,2821400000,397600000,397600000,13500000,603300000.0,-54300000.0,-133200000.0,18700000,-512800000.0,604400000.0,737400000,0,188100000,358600000.0,3024800000.0,587700000,1262600000,1888800000,2223300000.0,11200000.0,297600000.0,3600000.0,549000000.0,1841800000.0,761000000.0,4635400000,397600000,13100500000,242700000.0,,61500000.0,2139400000,1.12,10000000,2139400000,5600000.0,,,,,,
2008-06-30,401700000.0,691700000,,2724100000,981500000,,138200000.0,2263700000.0,,3324200000,9303000000,-73000000.0,-2138100000.0,1652400000.0,,798100000,,3663400000,-14700000.0,1.04,11875800000,3550700000,,289800000,5752300000,9402200000,5081300000.0,-500000.0,,273400000,0.0,,79400000,34000000.0,,3484100000,421700000,421700000,-13900000,753500000.0,-106100000.0,894700000.0,274800000,-512800000.0,2078600000.0,1392700000,0,254900000,404000000.0,3620000000.0,680500000,1750900000,2342700000,2707400000.0,65600000.0,-487000000.0,4200000.0,647400000.0,2139400000.0,4693300000.0,11869300000,421700000,21271500000,254000000.0,,106400000.0,1652400000,1.05,24200000,1652400000,320800000.0,,,,,,
2008-09-30,415700000.0,762300000,,3101200000,1100000000,,-178900000.0,2247800000.0,,3611600000,9354300000,-153400000.0,-17500000.0,1764900000.0,,878500000,,4211100000,27100000.0,1.31,12290300000,3693800000,,337700000,5660500000,9808600000,5339400000.0,112500000.0,,309700000,0.0,,72900000,400000.0,,3627400000,547700000,547700000,34500000,348900000.0,-103800000.0,-193300000.0,282900000,-512800000.0,2128200000.0,1492700000,0,263700000,418300000.0,3767400000.0,816600000,1735000000,2511600000,2540100000.0,7000000.0,112500000.0,4200000.0,245100000.0,1652400000.0,4339900000.0,11926300000,547700000,21734900000,97200000.0,,116200000.0,1764900000,1.32,18600000,1764900000,19200000.0,,,,,,
2008-12-31,,867000000,,851900000,1193400000,,-227200000.0,2329200000.0,,3810200000,8755200000,-192600000.0,-134300000.0,1542800000.0,,984500000,,4796100000,118300000.0,,12627600000,3131700000,,326400000,5623500000,9657200000,5225000000.0,200000.0,,326400000,618500000.0,,127700000,300000.0,,3806000000,585000000,585000000,16000000,588400000.0,-114300000.0,-642200000.0,493500000,-652500000.0,2134400000.0,869600000,2160700000,286100000,,3135900000.0,876500000,1676700000,2616800000,2606600000.0,-5800000.0,-222100000.0,4200000.0,474100000.0,1764900000.0,4300300000.0,11821500000,585000000,21478700000,-161800000.0,,117500000.0,1542800000,,14500000,1542800000,4300000.0,,,,,,
2009-03-31,416000000.0,720000000,,855000000,1039000000,-74000000.0,173000000.0,,358000000.0,3481000000,8907000000,-39000000.0,-79000000.0,2232000000.0,,830000000,,5266000000,51000000.0,1.13,13081000000,3139000000,0.0,319000000,5768000000,10190000000,5281000000.0,0.0,,319000000,0.0,0.0,127000000,0.0,451000000.0,3833000000,470000000,473000000,-8000000,785000000.0,-79000000.0,1000000.0,93000000,,2144000000.0,868000000,2083000000,228000000,418000000.0,616000000.0,701000000,1677000000,2442000000,2467000000.0,,689000000.0,4000000.0,706000000.0,1543000000.0,4241000000.0,11890000000,470000000,22080000000,-194000000.0,3000000.0,116000000.0,2232000000,1.13,13000000,2232000000,5000000.0,,,,,,
2009-06-30,416000000.0,533000000,,760000000,877000000,-158000000.0,-5000000.0,,236000000.0,3010000000,8334000000,114000000.0,-445000000.0,2286000000.0,,366000000,,5486000000,-56000000.0,0.53,13517000000,3167000000,-389000000.0,344000000,5167000000,9910000000,5466000000.0,8000000.0,,288000000,0.0,-34000000.0,144000000,0.0,387000000.0,3825000000,220000000,222000000,-169000000,500000000.0,-64000000.0,-34000000.0,89000000,,2150000000.0,873000000,2081000000,131000000,418000000.0,590000000.0,353000000,1758000000,2133000000,2082000000.0,,54000000.0,4000000.0,436000000.0,2232000000.0,4134000000.0,12029000000,220000000,21939000000,0.0,25000000.0,122000000.0,2286000000,0.53,13000000,2286000000,8000000.0,,,,,,
2009-09-30,416000000.0,618000000,,510000000,897000000,-697000000.0,220000000.0,,401000000.0,3087000000,8083000000,28000000.0,205000000.0,3192000000.0,,593000000,,5871000000,-48000000.0,0.92,14170000000,3094000000,-3000000.0,279000000,4989000000,10407000000,5405000000.0,0.0,,279000000,0.0,-1000000.0,121000000,0.0,389000000.0,3767000000,385000000,387000000,-29000000,684000000.0,-43000000.0,8000000.0,116000000,,2098000000.0,875000000,1615000000,192000000,418000000.0,612000000.0,579000000,1753000000,2190000000,2454000000.0,,906000000.0,4000000.0,641000000.0,2286000000.0,4103000000.0,11955000000,385000000,22362000000,92000000.0,-21000000.0,126000000.0,3192000000,0.93,14000000,3192000000,9000000.0,,,,,,
2009-12-31,,589000000,,1674000000,979000000,-503000000.0,-410000000.0,2701000000.0,226000000.0,3134000000,7304000000,365000000.0,-233000000.0,2622000000.0,,714000000,,5805000000,-46000000.0,,14113000000,3130000000,-181000000.0,390000000,4174000000,9598000000,5489000000.0,12000000.0,,390000000,0.0,-12000000.0,163000000,-459000000.0,393000000.0,3490000000,394000000,391000000,-2000000,126000000.0,-64000000.0,-466000000.0,72000000,-865000000.0,2091000000.0,876000000,0,184000000,,740000000.0,575000000,1836000000,2155000000,2267000000.0,,-570000000.0,4000000.0,62000000.0,3192000000.0,4052000000.0,11934000000,394000000,21532000000,90000000.0,-129000000.0,126000000.0,2622000000,,13000000,2622000000,7000000.0,,,,,,
2010-03-31,417000000.0,648000000,,1219000000,973000000,-455000000.0,-583000000.0,,124000000.0,3032000000,6886000000,67000000.0,-65000000.0,2608000000.0,,629000000,-42000000.0,6185000000,138000000.0,1.01,14467000000,3142000000,-46000000.0,325000000,3744000000,9545000000,5544000000.0,12000000.0,,325000000,0.0,-2000000.0,252000000,8000000.0,390000000.0,3423000000,422000000,419000000,-21000000,95000000.0,-31000000.0,-36000000.0,59000000,,2166000000.0,724000000,0,197000000,419000000.0,918000000.0,616000000,1810000000,2059000000,2245000000.0,,-6000000.0,4000000.0,64000000.0,2622000000.0,3987000000.0,11921000000,422000000,21466000000,50000000.0,-178000000.0,127000000.0,2608000000,1.01,13000000,2608000000,156000000.0,,,,,,
2010-06-30,417000000.0,590000000,,1052000000,932000000,-168000000.0,-212000000.0,,233000000.0,2941000000,6811000000,-38000000.0,-43000000.0,2688000000.0,,598000000,-42000000.0,6544000000,-133000000.0,0.96,14728000000,2874000000,-16000000.0,342000000,3937000000,9826000000,5532000000.0,20000000.0,,338000000,802000000.0,-7000000.0,264000000,3000000.0,358000000.0,3443000000,401000000,399000000,5000000,187000000.0,-47000000.0,-46000000.0,43000000,,2091000000.0,519000000,454000000,186000000,419000000.0,802000000.0,585000000,1792000000,2009000000,2300000000.0,,72000000.0,4000000.0,140000000.0,2608000000.0,3928000000.0,11822000000,401000000,21648000000,-67000000.0,116000000.0,124000000.0,2688000000,0.96,13000000,2688000000,352000000.0,,,,,,
2010-09-30,417000000.0,596000000,,585000000,947000000,-173000000.0,-94000000.0,,351000000.0,3011000000,6827000000,-130000000.0,-62000000.0,3070000000.0,,585000000,-42000000.0,6906000000,24000000.0,0.96,15286000000,2955000000,-7000000.0,351000000,3872000000,10326000000,5525000000.0,7000000.0,,351000000,769000000.0,-4000000.0,242000000,3000000.0,365000000.0,3562000000,404000000,404000000,-15000000,453000000.0,-62000000.0,-41000000.0,61000000,,2197000000.0,516000000,293000000,169000000,419000000.0,2408000000.0,573000000,1808000000,2064000000,2289000000.0,,382000000.0,4000000.0,391000000.0,2688000000.0,3877000000.0,11905000000,404000000,22231000000,109000000.0,33000000.0,127000000.0,3070000000,0.97,12000000,3070000000,354000000.0,,,,,,
2010-12-31,,624000000,,628000000,997000000,836000000.0,258000000.0,2903000000.0,468000000.0,3172000000,7188000000,140000000.0,-573000000.0,3333000000.0,,764000000,-46000000.0,7300000000,106000000.0,,15748000000,2652000000,-487000000.0,373000000,4536000000,10535000000,5790000000.0,-10000000.0,387000000.0,373000000,815000000.0,-3000000.0,253000000,-4000000.0,386000000.0,3388000000,440000000,437000000,7000000,807000000.0,-92000000.0,21000000.0,55000000,-1063000000.0,1885000000.0,514000000,533000000,186000000,,2425000000.0,623000000,1840000000,2175000000,1200000000.0,,263000000.0,4000000.0,715000000.0,3070000000.0,4103000000.0,12515000000,440000000,23050000000,91000000.0,,129000000.0,3333000000,,12000000,3333000000,373000000.0,,,,,,
2011-03-31,420000000.0,609000000,95000000.0,1227000000,994000000,15000000.0,-658000000.0,,284000000.0,3146000000,6755000000,-200000000.0,-123000000.0,3060000000.0,,607000000,-46000000.0,7661000000,12000000.0,0.96,16289000000,2623000000,-51000000.0,385000000,4132000000,10739000000,5908000000.0,7000000.0,491000000.0,366000000,0.0,-170000000.0,279000000,14000000.0,402000000.0,3570000000,407000000,404000000,-6000000,-25000000.0,-79000000.0,-144000000.0,62000000,,1832000000.0,512000000,593000000,189000000,423000000.0,744000000.0,593000000,1861000000,2152000000,1989000000.0,,-273000000.0,4000000.0,-104000000.0,3333000000.0,4026000000.0,12417000000,407000000,23156000000,192000000.0,,135000000.0,3060000000,0.97,14000000,3060000000,203000000.0,,,,,,
2011-06-30,422000000.0,712000000,-104000000.0,745000000,1087000000,73000000.0,342000000.0,,178000000.0,3513000000,6851000000,-163000000.0,-301000000.0,3440000000.0,,715000000,-47000000.0,8095000000,21000000.0,1.13,16790000000,2601000000,-208000000.0,375000000,4250000000,11226000000,5949000000.0,7000000.0,778000000.0,375000000,0.0,-202000000.0,275000000,2000000.0,361000000.0,3756000000,481000000,480000000,-1000000,912000000.0,-113000000.0,-234000000.0,57000000,,1815000000.0,511000000,797000000,226000000,425000000.0,2849000000.0,706000000,1921000000,2426000000,2179000000.0,,380000000.0,4000000.0,799000000.0,3060000000.0,4063000000.0,12530000000,481000000,23756000000,225000000.0,,138000000.0,3440000000,1.14,9000000,3440000000,2000000.0,,,,,,
2011-09-30,422000000.0,778000000,-170000000.0,1919000000,1170000000,58000000.0,110000000.0,,399000000.0,3740000000,7305000000,-167000000.0,-152000000.0,3870000000.0,,788000000,-47000000.0,8580000000,37000000.0,1.25,17134000000,2561000000,-56000000.0,392000000,4744000000,12038000000,5942000000.0,29000000.0,638000000.0,392000000,531000000.0,-2000000.0,275000000,100000000.0,371000000.0,3907000000,532000000,528000000,5000000,634000000.0,-125000000.0,-20000000.0,37000000,,1776000000.0,510000000,1164000000,252000000,425000000.0,3109000000.0,780000000,1967000000,2570000000,2154000000.0,,430000000.0,4000000.0,509000000.0,3440000000.0,3995000000.0,12506000000,532000000,24544000000,37000000.0,,140000000.0,3870000000,1.26,8000000,3870000000,2000000.0,,,,,,
2011-12-31,,848000000,-173000000.0,901000000,1275000000,59000000.0,42000000.0,3660000000.0,709000000.0,4259000000,7787000000,-61000000.0,-882000000.0,3535000000.0,,994000000,-51000000.0,9103000000,-1000000.0,,17619000000,2371000000,-723000000.0,427000000,5416000000,12110000000,6151000000.0,7000000.0,686000000.0,427000000,593000000.0,-17000000.0,360000000,-94000000.0,391000000.0,4030000000,574000000,573000000,-1000000,622000000.0,-166000000.0,-66000000.0,78000000,-1215000000.0,1852000000.0,159000000,1159000000,270000000,,3291000000.0,843000000,2445000000,2984000000,809000000.0,,-335000000.0,4000000.0,456000000.0,3870000000.0,4073000000.0,13405000000,574000000,25515000000,-23000000.0,,142000000.0,3535000000,,9000000,3535000000,351000000.0,,,,,,
2012-03-31,423000000.0,874000000,119000000.0,1009000000,1271000000,102000000.0,-918000000.0,,649000000.0,4303000000,7767000000,-492000000.0,-160000000.0,3390000000.0,,881000000,-51000000.0,9658000000,,1.42,18416000000,2322000000,-58000000.0,397000000,5445000000,12836000000,6206000000.0,11000000.0,632000000.0,397000000,810000000.0,-1000000.0,316000000,22000000.0,409000000.0,4528000000,606000000,604000000,4000000,-64000000.0,-113000000.0,58000000.0,97000000,,1847000000.0,159000000,965000000,269000000,426000000.0,3330000000.0,873000000,2531000000,3032000000,2172000000.0,,-145000000.0,4000000.0,-177000000.0,3535000000.0,4004000000.0,13451000000,606000000,26287000000,104000000.0,,148000000.0,3390000000,1.43,8000000,3390000000,351000000.0,,,,,,
2012-06-30,425000000.0,879000000,-68000000.0,2340000000,1321000000,5000000.0,-1029000000.0,,207000000.0,4734000000,8902000000,-293000000.0,-2090000000.0,1917000000.0,,896000000,-51000000.0,10212000000,,1.42,18820000000,2421000000,-1956000000.0,442000000,6481000000,13014000000,6917000000.0,6000000.0,755000000.0,414000000,0.0,-1000000.0,327000000,5000000.0,365000000.0,5501000000,605000000,602000000,14000000,-253000000.0,-140000000.0,897000000.0,87000000,,1935000000.0,159000000,1143000000,285000000,427000000.0,953000000.0,887000000,2700000000,3413000000,2421000000.0,,-1473000000.0,4000000.0,-393000000.0,3390000000.0,4512000000.0,14819000000,605000000,27833000000,-69000000.0,,157000000.0,1917000000,1.42,9000000,1917000000,1289000000.0,,,,,,
2012-09-30,425000000.0,889000000,-11000000.0,2402000000,1411000000,58000000.0,-644000000.0,,194000000.0,5319000000,8979000000,-367000000.0,-413000000.0,1702000000.0,,884000000,-51000000.0,10773000000,33000000.0,1.43,19574000000,3298000000,-291000000.0,522000000,5681000000,13667000000,6940000000.0,7000000.0,687000000.0,465000000,0.0,-1000000.0,321000000,4000000.0,370000000.0,5989000000,612000000,609000000,-7000000,137000000.0,-129000000.0,50000000.0,116000000,,1802000000.0,1175000000,1070000000,265000000,427000000.0,1065000000.0,874000000,2818000000,3908000000,2363000000.0,,-215000000.0,4000000.0,8000000.0,1917000000.0,4431000000.0,14995000000,612000000,28662000000,79000000.0,,157000000.0,1702000000,1.44,10000000,1702000000,354000000.0,,,,,,
2012-12-31,426000000.0,903000000,-137000000.0,1200000000,1410000000,-184000000.0,55000000.0,4523000000.0,355000000.0,5685000000,11128000000,91000000.0,-765000000.0,3319000000.0,,892000000,-56000000.0,11385000000,8000000.0,1.56,20239000000,5479000000,-575000000.0,507000000,5649000000,15678000000,7172000000.0,11000000.0,1189000000.0,456000000,1225000000.0,-2935000000.0,334000000,11000000.0,393000000.0,5891000000,668000000,668000000,-13000000,800000000.0,-201000000.0,1578000000.0,140000000,-1578000000.0,1997000000.0,3148000000,18000000,203000000,428000000.0,4320000000.0,871000000,2945000000,4275000000,2571000000.0,,1617000000.0,4000000.0,599000000.0,1702000000.0,4743000000.0,15806000000,668000000,31484000000,107000000.0,,166000000.0,3319000000,1.57,21000000,3319000000,1000000.0,,,,,,
2013-03-31,426000000.0,743000000,-33000000.0,1283000000,1287000000,-8000000.0,-134000000.0,,406000000.0,5307000000,12877000000,-13000000.0,-2535000000.0,2441000000.0,,752000000,-56000000.0,11831000000,18000000.0,1.17,20600000000,7239000000,-2375000000.0,544000000,5638000000,14994000000,9056000000.0,8000000.0,1093000000.0,471000000,0.0,-186000000.0,439000000,13000000.0,410000000.0,6135000000,502000000,500000000,6000000,506000000.0,-168000000.0,1162000000.0,138000000,,2451000000.0,4349000000,47000000,224000000,428000000.0,4279000000.0,724000000,3215000000,4020000000,2468000000.0,,-878000000.0,4000000.0,338000000.0,3319000000.0,5399000000.0,18613000000,502000000,33607000000,-7000000.0,208000000.0,174000000.0,2441000000,1.18,28000000,2441000000,0.0,,,,,,
2013-06-30,426000000.0,769000000,-82000000.0,1232000000,1320000000,-30000000.0,-345000000.0,,248000000.0,5601000000,12642000000,0.0,-129000000.0,2327000000.0,,800000000,-111000000.0,12251000000,19000000.0,1.24,20859000000,7023000000,-15000000.0,551000000,5619000000,15221000000,8997000000.0,38000000.0,1159000000.0,494000000,0.0,-400000000.0,445000000,0.0,357000000.0,6083000000,531000000,531000000,28000000,364000000.0,-152000000.0,-334000000.0,108000000,,2458000000.0,4120000000,59000000,239000000,428000000.0,4424000000.0,770000000,3210000000,4281000000,2681000000.0,,-114000000.0,4000000.0,212000000.0,2441000000.0,5305000000.0,18372000000,531000000,33593000000,-201000000.0,-204000000.0,190000000.0,2327000000,1.25,30000000,2327000000,0.0,,,,,,
2013-09-30,426000000.0,945000000,24000000.0,1312000000,1355000000,84000000.0,115000000.0,,260000000.0,5687000000,12948000000,-34000000.0,-148000000.0,2741000000.0,,945000000,-111000000.0,12776000000,56000000.0,1.49,21627000000,6631000000,-7000000.0,410000000,6317000000,16255000000,9036000000.0,23000000.0,1553000000.0,502000000,1640000000.0,-1172000000.0,439000000,4000000.0,373000000.0,6078000000,636000000,636000000,-2000000,1009000000.0,-164000000.0,-465000000.0,124000000,,2443000000.0,3749000000,0,283000000,428000000.0,4801000000.0,919000000,3333000000,4332000000,2857000000.0,,414000000.0,4000000.0,845000000.0,2327000000.0,5180000000.0,18418000000,636000000,34673000000,1000000.0,-393000000.0,191000000.0,2741000000,1.49,26000000,2741000000,0.0,,,,,,
2013-12-31,427000000.0,957000000,-242000000.0,1275000000,1500000000,-37000000.0,852000000.0,5212000000.0,556000000.0,6172000000,12482000000,443000000.0,-152000000.0,3436000000.0,,960000000,-111000000.0,13323000000,-9000000.0,1.53,22230000000,5804000000,0.0,543000000,6678000000,16423000000,9049000000.0,3000000.0,1771000000.0,527000000,1539000000.0,-852000000.0,363000000,10000000.0,390000000.0,5603000000,658000000,661000000,-1000000,1518000000.0,-185000000.0,-668000000.0,115000000,-1804000000.0,2292000000.0,3149000000,31000000,272000000,429000000.0,4896000000.0,933000000,3408000000,4672000000,2763000000.0,,695000000.0,4000000.0,1333000000.0,2741000000.0,5055000000.0,18389000000,658000000,34812000000,-4000000.0,-104000000.0,200000000.0,3436000000,1.54,27000000,3436000000,1000000.0,,,,,,
2014-03-31,428000000.0,861000000,38000000.0,1391000000,1400000000,116000000.0,-385000000.0,,484000000.0,5777000000,12688000000,-90000000.0,-126000000.0,3688000000.0,,875000000,-111000000.0,13801000000,61000000.0,1.37,22697000000,5590000000,-2000000.0,539000000,7098000000,17211000000,8875000000.0,7000000.0,2079000000.0,520000000,1520000000.0,-1000000.0,353000000,2000000.0,402000000.0,5659000000,589000000,589000000,10000000,488000000.0,-131000000.0,-105000000.0,123000000,,2088000000.0,3149000000,21000000,260000000,429000000.0,5310000000.0,849000000,3437000000,4377000000,2717000000.0,,252000000.0,4000000.0,357000000.0,3436000000.0,4953000000.0,18269000000,589000000,35480000000,-41000000.0,-418000000.0,195000000.0,3688000000,1.38,26000000,3688000000,0.0,,,,,,
2014-06-30,428000000.0,945000000,-95000000.0,1178000000,1456000000,-15000000.0,7000000.0,,260000000.0,5255000000,12409000000,-426000000.0,-528000000.0,3885000000.0,,920000000,-198000000.0,12281000000,66000000.0,1.44,21332000000,5494000000,-100000000.0,511000000,6915000000,16003000000,8640000000.0,-247000000.0,2176000000.0,511000000,1567000000.0,-150000000.0,344000000,10000000.0,351000000.0,5198000000,619000000,609000000,-30000000,871000000.0,-169000000.0,-158000000.0,113000000,,2002000000.0,3148000000,25000000,284000000,430000000.0,4427000000.0,893000000,3440000000,3799000000,2857000000.0,,197000000.0,4000000.0,702000000.0,3688000000.0,4808000000.0,17824000000,619000000,33827000000,48000000.0,295000000.0,186000000.0,3885000000,1.45,27000000,3885000000,0.0,,,,,,
