date,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyOperatingIncome,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyDilutedAverageShares,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments
2004-06-30,333711000,,,30305000,48761000,,1260941000.0,-13895000.0,10623000.0,9009000.0,160685000.0,,-2266000.0,,198272000.0,,149044000.0,859191000.0,7355000.0,,11801000.0,36589000.0,73064000.0,173026000.0,0.0,62475000.0,1.17,96804000.0,,9063000.0,744439000.0,130380000.0,-2762000.0,,111924000.0,122146000.0,10623000.0,10623000,20170000.0,1111897000.0,,-14610000.0,,1884000.0,-37681000.0,10676000.0,-432806000.0,105546000.0,54360000.0,165212000.0,399000.0,-1651000.0,49552000.0,-2024000.0,,17978000.0,0.0,426385000.0,7355000.0,,1360385000.0,630182000.0,1162113000.0,34942000.0,9009000.0,9009000.0,18120000.0,,74096000.0,12753000.0,-23868000.0,9063000.0,11033000.0,1.17,,,
2004-09-30,321336000,,,23191000,41752000,,1221975000.0,-12514000.0,6108000.0,7895000.0,151398000.0,,-2266000.0,,170845000.0,,159543000.0,869085000.0,4528000.0,,25438000.0,40431000.0,95815000.0,169938000.0,0.0,66317000.0,0.67,103277000.0,,9063000.0,703039000.0,128207000.0,,,109646000.0,118721000.0,6108000.0,6108000,0.0,1062432000.0,,-12734000.0,,1836000.0,-44748000.0,10838000.0,-447202000.0,104463000.0,51725000.0,161029000.0,-577000.0,-1346000.0,56148000.0,-1114000.0,,11007000.0,0.0,421883000.0,4899000.0,,1326607000.0,629416000.0,1155762000.0,43414000.0,7895000.0,7895000.0,18464000.0,,61892000.0,12753000.0,-23868000.0,9063000.0,9009000.0,0.67,,,
2004-12-31,318708000,,,15353000,33804000,,1210937000.0,15204000.0,2322000.0,8885000.0,147610000.0,,-2265000.0,,164428000.0,,138497000.0,859695000.0,411000.0,,-38995000.0,40488000.0,79459000.0,171098000.0,29049000.0,64439000.0,,89085000.0,,,700039000.0,132257000.0,,,113806000.0,122762000.0,2322000.0,2322000,0.0,1072440000.0,,-14230000.0,,9826000.0,3262000.0,12161000.0,-440842000.0,102127000.0,48886000.0,170437000.0,979000.0,-372000.0,-17476000.0,990000.0,,2820000.0,0.0,418853000.0,498000.0,,1314063000.0,628655000.0,1149635000.0,-31706000.0,8885000.0,8885000.0,18297000.0,,49212000.0,12753000.0,-25803000.0,,7895000.0,,,,
2005-03-31,306257000,,,13226000,30831000,,1219871000.0,-6394000.0,719000.0,9068000.0,139942000.0,,,,183375000.0,,140196000.0,863016000.0,489000.0,,-11162000.0,38936000.0,73084000.0,166315000.0,0.0,64028000.0,0.08,103138000.0,,9083000.0,709439000.0,126716000.0,,,109111000.0,123604000.0,719000.0,719000,0.0,1079675000.0,,-6701000.0,,1857000.0,-1606000.0,11498000.0,-454223000.0,102692000.0,54604000.0,167906000.0,-290000.0,-520000.0,8183000.0,183000.0,,1208000.0,0.0,408793000.0,489000.0,,1323106000.0,628246000.0,1139731000.0,1482000.0,9068000.0,9068000.0,17456000.0,,65255000.0,12773000.0,-25803000.0,9083000.0,8885000.0,0.08,,,
2005-06-30,357780000,,,34183000,51310000,,1218964000.0,-5517000.0,11519000.0,10155000.0,166552000.0,,,,191141000.0,,148329000.0,864236000.0,4175000.0,,-3558000.0,48185000.0,76345000.0,191228000.0,0.0,73277000.0,1.27,105966000.0,,9083000.0,702900000.0,132369000.0,,,115242000.0,120966000.0,11519000.0,11519000,0.0,1070635000.0,,-8180000.0,,1833000.0,-23901000.0,12893000.0,-465868000.0,115290000.0,55324000.0,168433000.0,875000.0,-1441000.0,30505000.0,1087000.0,,19849000.0,0.0,398368000.0,8330000.0,,1332889000.0,628090000.0,1141748000.0,22325000.0,10155000.0,10155000.0,17053000.0,,70151000.0,12773000.0,-25803000.0,9083000.0,9068000.0,1.27,,,
2005-09-30,358414000,,,28091000,45518000,,1234282000.0,-10307000.0,8792000.0,35838000.0,161185000.0,,3183000.0,,221992000.0,,158876000.0,871369000.0,5550000.0,,8092000.0,54705000.0,91781000.0,197229000.0,0.0,79797000.0,0.97,99759000.0,,9083000.0,700000000.0,133094000.0,,,115927000.0,122918000.0,8792000.0,8792000,0.0,1075406000.0,,-10651000.0,,1798000.0,-5843000.0,12005000.0,-479103000.0,113738000.0,56878000.0,174577000.0,-210000.0,-1201000.0,41833000.0,25683000.0,,14885000.0,0.0,392266000.0,6093000.0,,1355928000.0,627932000.0,1133936000.0,31182000.0,35838000.0,35838000.0,17427000.0,,65297000.0,12773000.0,-25803000.0,9083000.0,10155000.0,0.97,,,
2005-12-31,357721000,,,16628000,34082000,,1223921000.0,-13331000.0,1921000.0,39608000.0,160084000.0,,-7726000.0,,212386000.0,,147815000.0,866437000.0,-7109000.0,,8584000.0,54355000.0,79515000.0,197637000.0,0.0,75134000.0,,97295000.0,,,691450000.0,143456000.0,,,126253000.0,140032000.0,1921000.0,1921000,0.0,1076106000.0,,-14460000.0,,8248000.0,-4472000.0,12883000.0,-477238000.0,112479000.0,58233000.0,167131000.0,-15237000.0,-935000.0,21573000.0,3770000.0,,2810000.0,0.0,389199000.0,889000.0,,1341839000.0,627775000.0,1129453000.0,7113000.0,39608000.0,39608000.0,17454000.0,,60052000.0,12773000.0,-30116000.0,,35838000.0,,,,
2006-03-31,333179000,,,14150000,31221000,,1214482000.0,-15474000.0,815000.0,17914000.0,146026000.0,,-2275000.0,,202428000.0,,131932000.0,956096000.0,559000.0,,-17233000.0,52895000.0,71868000.0,187153000.0,0.0,74766000.0,0.09,109365000.0,102049000.0,9112000.0,691450000.0,131876000.0,,,131728000.0,146503000.0,815000.0,815000,0.0,1082550000.0,,-15564000.0,,1645000.0,-8650000.0,12220000.0,-495288000.0,41725000.0,62694000.0,167477000.0,601000.0,-556000.0,2430000.0,-21694000.0,,1374000.0,0.0,460808000.0,559000.0,,1332588000.0,525578000.0,1130160000.0,-13134000.0,17914000.0,17914000.0,17071000.0,,58419000.0,12793000.0,-30116000.0,9103000.0,39608000.0,0.09,,,
2006-06-30,386624000,,,29237000,46513000,,1238485000.0,-13744000.0,8887000.0,30971000.0,167689000.0,,-2277000.0,,238685000.0,,151972000.0,949781000.0,481000.0,,1470000.0,59505000.0,74793000.0,218935000.0,-222000.0,79634000.0,0.97,127934000.0,102049000.0,9123000.0,691450000.0,138452000.0,,,138310000.0,154685000.0,8887000.0,8887000,0.0,1086513000.0,,-14269000.0,,1594000.0,-2808000.0,12843000.0,-492457000.0,38892000.0,63932000.0,163650000.0,-88000.0,-1149000.0,29609000.0,13057000.0,,15245000.0,0.0,457324000.0,6358000.0,,1362608000.0,525658000.0,1123923000.0,15340000.0,30971000.0,30971000.0,17276000.0,,75585000.0,12793000.0,-32091000.0,9103000.0,17914000.0,0.98,,,
2006-09-30,370626000,,,21832000,39002000,,1233706000.0,-20817000.0,4941000.0,57420000.0,157389000.0,,-2275000.0,232000.0,236648000.0,,151845000.0,964543000.0,1021000.0,,24010000.0,62171000.0,92405000.0,213237000.0,-21000.0,82532000.0,0.54,107802000.0,102049000.0,9123000.0,691450000.0,135557000.0,,,135421000.0,155554000.0,4941000.0,4941000,0.0,1081861000.0,,-20909000.0,,1583000.0,-1733000.0,12745000.0,-504006000.0,36791000.0,56799000.0,158529000.0,953000.0,-841000.0,48999000.0,26449000.0,,8246000.0,0.0,460537000.0,3305000.0,,1361568000.0,525543000.0,1124920000.0,28090000.0,57420000.0,57420000.0,17170000.0,,57857000.0,12793000.0,-32091000.0,6643000.0,30971000.0,0.54,,,
2006-12-31,340576000,,,19445000,32594000,,1224512000.0,-13271000.0,8600000.0,61823000.0,151475000.0,,-2276000.0,2701000.0,247142000.0,,248942000.0,970078000.0,-9091000.0,,3937000.0,68495000.0,50543000.0,189101000.0,-2338000.0,93953000.0,,96214000.0,155487000.0,,591450000.0,132030000.0,,,131906000.0,19051000.0,8600000.0,8600000,0.0,975570000.0,,-12437000.0,,100000000.0,-4185000.0,12478000.0,-515763000.0,35542000.0,67055000.0,162694000.0,-1504000.0,-672000.0,21859000.0,4403000.0,,6295000.0,0.0,454315000.0,-2305000.0,,1364467000.0,471981000.0,1117325000.0,9422000.0,61823000.0,61823000.0,16367000.0,,65798000.0,12793000.0,-27226000.0,,57420000.0,,,,
2007-03-31,337556000,,,20549000,37948000,,1234228000.0,-8976000.0,4651000.0,55039000.0,151491000.0,,-2281000.0,293000.0,264209000.0,,252007000.0,964187000.0,754000.0,,-21945000.0,70865000.0,80805000.0,186065000.0,-758000.0,96910000.0,0.51,127881000.0,102049000.0,9131000.0,591450000.0,130942000.0,,,130831000.0,152998000.0,4651000.0,4651000,0.0,982221000.0,,-8415000.0,,105476000.0,-228000.0,12218000.0,-514040000.0,36108000.0,63746000.0,158192000.0,-354000.0,-681000.0,2420000.0,-6784000.0,,7650000.0,0.0,450147000.0,2999000.0,,1377821000.0,525308000.0,1113612000.0,-5995000.0,55039000.0,55039000.0,17399000.0,,65726000.0,12813000.0,-26932000.0,6643000.0,61823000.0,0.51,,,
2007-06-30,390443000,,,32494000,49454000,,1245223000.0,-4749000.0,11691000.0,71149000.0,169290000.0,,-2281000.0,293000.0,297873000.0,,263369000.0,951193000.0,1269000.0,,-3920000.0,80275000.0,83483000.0,221153000.0,-871000.0,106905000.0,1.28,142933000.0,102049000.0,9143000.0,591450000.0,136796000.0,,,136684000.0,154028000.0,11691000.0,11691000,0.0,981854000.0,,-10599000.0,,102517000.0,-5903000.0,12294000.0,-513097000.0,36767000.0,66347000.0,157440000.0,-18000.0,-1169000.0,26762000.0,16110000.0,,19031000.0,0.0,438096000.0,7340000.0,,1399981000.0,525196000.0,1102108000.0,16163000.0,71149000.0,71149000.0,16960000.0,,77369000.0,12813000.0,-26640000.0,6644000.0,55039000.0,1.28,,,
2007-09-30,367360000,,,20240000,37786000,,1228666000.0,-11450000.0,5273000.0,88400000.0,155212000.0,,-2281000.0,292000.0,294032000.0,,252305000.0,969946000.0,3069000.0,,4880000.0,83267000.0,89405000.0,212148000.0,-627000.0,110494000.0,0.58,126810000.0,102049000.0,9144000.0,591450000.0,134972000.0,3525000.0,,134861000.0,154239000.0,5273000.0,5273000,0.0,976361000.0,,-11589000.0,,102559000.0,-2895000.0,12135000.0,-538659000.0,34670000.0,62822000.0,152392000.0,0.0,-110000.0,31596000.0,17251000.0,,7995000.0,0.0,431287000.0,2722000.0,,1387123000.0,525085000.0,1093091000.0,20007000.0,88400000.0,88400000.0,17546000.0,,60341000.0,12813000.0,-26335000.0,6644000.0,71149000.0,0.58,,,
2007-12-31,340640000,,,8600000,23018000,,1123290000.0,-17862000.0,-1759000.0,9871000.0,145141000.0,,-2281000.0,1148000.0,198329000.0,,159297000.0,973000000.0,-9257000.0,,27844000.0,79227000.0,52493000.0,195499000.0,-1121000.0,120504000.0,,96299000.0,155487000.0,,591450000.0,136541000.0,-712000.0,,136430000.0,18194000.0,-1759000.0,-1759000,0.0,963993000.0,,-17623000.0,,7400000.0,-95387000.0,10994000.0,-542208000.0,35655000.0,63534000.0,168540000.0,118000.0,-43000.0,34720000.0,-78529000.0,,-2437000.0,0.0,430792000.0,-678000.0,,1291799000.0,471536000.0,1093470000.0,17097000.0,9871000.0,9871000.0,16421000.0,,62920000.0,12813000.0,-12751000.0,,88400000.0,,,,
2008-03-31,337674000,,,3675000,20603000,,1158117000.0,-15390000.0,-4335000.0,9930000.0,139918000.0,,-2286000.0,283000.0,228592000.0,,195054000.0,982691000.0,-2085000.0,,-26979000.0,72453000.0,82812000.0,197756000.0,-729000.0,113839000.0,-0.47,128225000.0,102049000.0,9144000.0,591450000.0,136243000.0,,,136243000.0,128690000.0,-4335000.0,-4335000,0.0,963063000.0,,-14835000.0,,44745000.0,31759000.0,10434000.0,-554236000.0,35662000.0,65556000.0,165988000.0,-20000.0,339000.0,-16310000.0,59000.0,,-6420000.0,0.0,428455000.0,-2085000.0,,1319622000.0,524864000.0,1091030000.0,-31145000.0,9930000.0,9930000.0,16928000.0,,67497000.0,12833000.0,-12925000.0,6644000.0,9871000.0,-0.47,,,
2008-06-30,396003000,,,36207000,53520000,,1165423000.0,-16882000.0,15155000.0,9323000.0,171880000.0,,-2286000.0,,248351000.0,,286553000.0,906208000.0,9743000.0,,-12567000.0,85322000.0,78271000.0,224123000.0,-239000.0,126359000.0,1.65,146916000.0,102049000.0,9164000.0,502197000.0,135673000.0,,,135673000.0,130763000.0,15155000.0,15155000,0.0,878870000.0,,-16735000.0,,121943000.0,-15080000.0,9949000.0,-547409000.0,106855000.0,69467000.0,169664000.0,-50000.0,-1360000.0,31355000.0,-607000.0,,24898000.0,0.0,358799000.0,9743000.0,,1340808000.0,524754000.0,1092457000.0,14620000.0,9323000.0,9323000.0,17313000.0,,86339000.0,12833000.0,-12991000.0,6644000.0,9930000.0,1.66,,,
2008-09-30,381563000,0.0,,6443000,23440000,,1147107000.0,-8745000.0,-3145000.0,20583000.0,155827000.0,,-2286000.0,,235292000.0,,349122000.0,910464000.0,-6614000.0,,25954000.0,79891000.0,94277000.0,225736000.0,0.0,120851000.0,-0.34,129780000.0,102049000.0,9144000.0,414757000.0,149384000.0,3872000.0,,149384000.0,144280000.0,-3145000.0,-3145000,0.0,797985000.0,,-9605000.0,,179428000.0,-27800000.0,9406000.0,-558889000.0,104128000.0,65595000.0,163403000.0,5142000.0,-705000.0,47805000.0,11260000.0,,-3668000.0,0.0,351575000.0,-523000.0,,1317689000.0,524645000.0,1082397000.0,38200000.0,20583000.0,20583000.0,16997000.0,,75417000.0,12833000.0,-13068000.0,6644000.0,9323000.0,-0.34,,,
2008-12-31,348375000,,,13153000,30477000,,1189066000.0,-5895000.0,1416000.0,45407000.0,147581000.0,,-2286000.0,1330000.0,248318000.0,,346096000.0,987449000.0,-485000.0,,14316000.0,79021000.0,88928000.0,200794000.0,-2309000.0,76309000.0,,116293000.0,102049000.0,,414757000.0,134428000.0,98000.0,,66155000.0,214042000.0,1416000.0,1416000,0.0,842970000.0,,-6691000.0,,179474000.0,-3060000.0,9812000.0,-582563000.0,33937000.0,65497000.0,139338000.0,-107000.0,-666000.0,33779000.0,24824000.0,,2675000.0,0.0,404886000.0,1259000.0,,1315772000.0,526582000.0,1067454000.0,27088000.0,45407000.0,45407000.0,17324000.0,,77694000.0,12833000.0,-57873000.0,,20583000.0,,,,
2009-03-31,336261000,,517000.0,21141000,35491000,,1183842000.0,-6114000.0,8531000.0,37996000.0,147129000.0,,-2291000.0,1120000.0,264654000.0,,244268000.0,953303000.0,-747000.0,,-21573000.0,85261000.0,99065000.0,189132000.0,0.0,134510000.0,0.74,130473000.0,102049000.0,11491000.0,524757000.0,125988000.0,,,125988000.0,106863000.0,8531000.0,8823000,0.0,939574000.0,-643000.0,-6249000.0,,66693000.0,-3020000.0,9258000.0,-568356000.0,40260000.0,72924000.0,140932000.0,-86000.0,0.0,1723000.0,-7411000.0,,11883000.0,0.0,384947000.0,3060000.0,,1318352000.0,526442000.0,1053698000.0,-4526000.0,37996000.0,37996000.0,14350000.0,0.0,74953000.0,12853000.0,-56601000.0,9163000.0,45407000.0,0.93,,,
2009-06-30,377749000,,647000.0,30678000,45555000,,1193470000.0,-15239000.0,12187000.0,33453000.0,160127000.0,,-2290000.0,1262000.0,290359000.0,,204189000.0,950525000.0,1387000.0,,-4653000.0,95158000.0,105178000.0,217622000.0,0.0,95000000.0,1.08,142268000.0,102049000.0,11265000.0,577848000.0,129449000.0,,,129449000.0,108098000.0,12187000.0,12918000,0.0,989281000.0,-120090000.0,-10975000.0,,2440000.0,-15700000.0,9935000.0,-570799000.0,41454000.0,77385000.0,139328000.0,-1382000.0,0.0,26396000.0,-4543000.0,,20743000.0,0.0,379726000.0,7825000.0,,1339890000.0,526302000.0,1049531000.0,15421000.0,33453000.0,33453000.0,14877000.0,,92897000.0,12853000.0,-55319000.0,9163000.0,37996000.0,1.33,,,
2009-09-30,374556000,-12000.0,300000.0,26296000,41246000,-16699000.0,1138069000.0,-7993000.0,15428000.0,25062000.0,157320000.0,,-2291000.0,893000.0,253472000.0,,179847000.0,941705000.0,5830000.0,,-8255000.0,108295000.0,99890000.0,217236000.0,0.0,109418000.0,1.68,130738000.0,102049000.0,9203000.0,552882000.0,131024000.0,9623000.0,,131024000.0,103788000.0,15428000.0,16387000,0.0,958222000.0,-58324000.0,-12552000.0,,0.0,-30615000.0,8866000.0,-569522000.0,46001000.0,67762000.0,142239000.0,0.0,0.0,30217000.0,-8391000.0,,17430000.0,0.0,372183000.0,1043000.0,11530000.0,1299866000.0,526161000.0,1046394000.0,17665000.0,25062000.0,25062000.0,14950000.0,,76198000.0,12853000.0,-54038000.0,7141000.0,33453000.0,1.68,,,
2009-12-31,354420000,4512000.0,697000.0,16388000,33579000,-23153000.0,1113982000.0,-10211000.0,1990000.0,17770000.0,155418000.0,,-2290000.0,-882000.0,230249000.0,,161982000.0,970861000.0,1163000.0,,778000.0,107995000.0,81039000.0,199002000.0,-4500000.0,116291000.0,,96836000.0,102049000.0,,537917000.0,139030000.0,8640000.0,,139030000.0,106968000.0,1990000.0,2415000,0.0,952000000.0,-899000.0,-13563000.0,,0.0,-18248000.0,,-592612000.0,46508000.0,59122000.0,158548000.0,-157000.0,0.0,21167000.0,-7292000.0,,7068000.0,0.0,378249000.0,4653000.0,16896000.0,1283077000.0,526022000.0,1052828000.0,7604000.0,17770000.0,17770000.0,17191000.0,,64674000.0,12853000.0,-46767000.0,,25062000.0,,,,
2010-03-31,347498000,,585000.0,17659000,32017000,,1161614000.0,-6915000.0,4660000.0,48325000.0,146703000.0,,-2291000.0,1167000.0,289580000.0,,192416000.0,943463000.0,1146000.0,,-16532000.0,110364000.0,88154000.0,200795000.0,0.0,121294000.0,0.41,139431000.0,102049000.0,11279000.0,552952000.0,129044000.0,,,129044000.0,108980000.0,4660000.0,5135000,0.0,969198000.0,-937000.0,-7977000.0,,20000000.0,31752000.0,8810000.0,-571600000.0,46796000.0,64734000.0,159591000.0,-20000.0,0.0,5718000.0,30555000.0,,8849000.0,0.0,371863000.0,3714000.0,,1336187000.0,525899000.0,1046607000.0,-2259000.0,48325000.0,48325000.0,14358000.0,,80411000.0,12875000.0,-45449000.0,9170000.0,17770000.0,0.51,,,
2010-06-30,417361000,,340000.0,29818000,44387000,,1141942000.0,-7269000.0,12043000.0,14301000.0,168008000.0,,-2296000.0,928000.0,293275000.0,,198502000.0,947949000.0,1157000.0,,-24882000.0,120111000.0,90129000.0,249353000.0,1000000.0,131895000.0,1.31,172786000.0,102049000.0,11309000.0,537988000.0,138190000.0,,,138190000.0,110004000.0,12043000.0,13404000,0.0,943440000.0,-953000.0,-8519000.0,,5000000.0,-33317000.0,8802000.0,-581607000.0,41034000.0,72105000.0,149622000.0,-68000.0,0.0,6562000.0,-34024000.0,,21016000.0,0.0,366342000.0,7612000.0,,1328477000.0,525777000.0,1035202000.0,-1957000.0,14301000.0,14301000.0,14569000.0,,99517000.0,12875000.0,-44595000.0,9185000.0,48325000.0,1.31,,,
2010-09-30,395364000,,663000.0,33662000,48358000,-15632000.0,1114400000.0,-12454000.0,15533000.0,30424000.0,173117000.0,,-2297000.0,1253000.0,287528000.0,,187192000.0,949939000.0,-115000.0,,18424000.0,133347000.0,101560000.0,222247000.0,0.0,145947000.0,1.37,159101000.0,102049000.0,11309000.0,523025000.0,139455000.0,9419000.0,,139455000.0,108417000.0,15533000.0,17211000,0.0,927208000.0,-970000.0,-12515000.0,,0.0,-23267000.0,8841000.0,-589151000.0,40645000.0,62686000.0,158359000.0,-15000000.0,0.0,51844000.0,16123000.0,,24821000.0,0.0,360788000.0,7610000.0,14328000.0,1316665000.0,525655000.0,1029137000.0,39329000.0,30424000.0,30424000.0,14696000.0,,81771000.0,12875000.0,-43779000.0,9185000.0,14301000.0,1.69,,,
2010-12-31,354376000,,635000.0,15179000,34382000,-24072000.0,1123205000.0,-15350000.0,3821000.0,45872000.0,152988000.0,4839000.0,-2296000.0,5242000.0,264699000.0,,176740000.0,993010000.0,-7094000.0,,14343000.0,134872000.0,58342000.0,201388000.0,0.0,127895000.0,,108868000.0,102049000.0,,523063000.0,137809000.0,-2873000.0,,137809000.0,18976000.0,3821000.0,3792000,0.0,946465000.0,-15986000.0,-15740000.0,,,-3205000.0,,-624011000.0,46332000.0,64870000.0,143962000.0,15077000.0,0.0,34003000.0,15448000.0,,6505000.0,0.0,368999000.0,2713000.0,31868000.0,1307622000.0,525543000.0,1042923000.0,18263000.0,45872000.0,45872000.0,19203000.0,,66936000.0,117710000.0,-63433000.0,,30424000.0,,,,
2011-03-31,359629000,,668000.0,19179000,34128000,-2333000.0,1140818000.0,-9047000.0,5913000.0,30382000.0,149161000.0,6925000.0,-2296000.0,-6000.0,268309000.0,,174287000.0,986052000.0,839000.0,,-26617000.0,138489000.0,60739000.0,210468000.0,0.0,133209000.0,0.64,119259000.0,102049000.0,9232000.0,523101000.0,129982000.0,-7736000.0,,129982000.0,112242000.0,5913000.0,6469000,0.0,966531000.0,-941000.0,-9069000.0,,0.0,-3363000.0,,-602182000.0,51457000.0,72606000.0,144972000.0,-126000.0,-17538000.0,-3080000.0,-15490000.0,,10410000.0,0.0,383870000.0,3941000.0,-6643000.0,1331105000.0,525420000.0,1062796000.0,-12149000.0,30382000.0,30382000.0,14949000.0,,41997000.0,12897000.0,-63063000.0,9192000.0,45872000.0,0.64,,,
2011-06-30,422893000,,679000.0,28420000,43793000,14314000.0,1152176000.0,-22587000.0,11101000.0,26169000.0,165573000.0,9922000.0,-2303000.0,-2000.0,290919000.0,,191682000.0,989869000.0,-679000.0,,-6080000.0,147287000.0,46921000.0,257320000.0,500000.0,142381000.0,1.2,135618000.0,102049000.0,9248000.0,523139000.0,137153000.0,-2551000.0,,137153000.0,112537000.0,11101000.0,11984000,0.0,960494000.0,-963000.0,-23118000.0,,0.0,-3266000.0,9042000.0,-607952000.0,52316000.0,75157000.0,141253000.0,0.0,0.0,21640000.0,-4213000.0,,19378000.0,0.0,381917000.0,7394000.0,-16359000.0,1352518000.0,525317000.0,1061599000.0,-1478000.0,26169000.0,26169000.0,15373000.0,,46546000.0,12897000.0,-62689000.0,7141000.0,30382000.0,1.21,,,
2011-09-30,405858000,,317000.0,24964000,40799000,-7747000.0,1148663000.0,-8706000.0,9768000.0,68549000.0,162716000.0,9000000.0,-2302000.0,10000.0,304194000.0,,194331000.0,992516000.0,188000.0,,27441000.0,154753000.0,69807000.0,243142000.0,0.0,150227000.0,1.06,119809000.0,102049000.0,9248000.0,523179000.0,137752000.0,784000.0,,137752000.0,111736000.0,9768000.0,10985000,0.0,954332000.0,-971000.0,-9205000.0,,,-3941000.0,9087000.0,-617711000.0,51806000.0,74373000.0,142226000.0,-668000.0,0.0,55027000.0,42380000.0,,15877000.0,0.0,374805000.0,4892000.0,15809000.0,1358068000.0,525214000.0,1053874000.0,45822000.0,68549000.0,68549000.0,15835000.0,,34518000.0,12897000.0,-62309000.0,7141000.0,26169000.0,1.06,,,
2011-12-31,372859000,,678000.0,14967000,30928000,,1169932000.0,-10544000.0,1826000.0,90758000.0,151793000.0,0.0,-2302000.0,958000.0,311813000.0,,302515000.0,984799000.0,7540000.0,,8879000.0,154277000.0,58386000.0,221066000.0,0.0,131301000.0,,121389000.0,102049000.0,,403219000.0,136826000.0,8215000.0,,136826000.0,114302000.0,1826000.0,2585000,0.0,867417000.0,-964000.0,-11764000.0,,120000000.0,-3310000.0,,-612206000.0,49604000.0,66158000.0,142260000.0,-44000.0,0.0,36063000.0,22209000.0,,5886000.0,0.0,372593000.0,3301000.0,,1361170000.0,525111000.0,1049357000.0,24299000.0,90758000.0,90758000.0,15961000.0,,42203000.0,12897000.0,-80820000.0,,68549000.0,,,,
2012-03-31,377185000,,627000.0,18633000,34282000,9781000.0,1162692000.0,-11833000.0,4565000.0,57649000.0,155594000.0,2856000.0,-2302000.0,-3000.0,311540000.0,,310440000.0,988129000.0,971000.0,,-40639000.0,156540000.0,67791000.0,221591000.0,3000000.0,135549000.0,0.49,136185000.0,102049000.0,9254000.0,403260000.0,136961000.0,-9737000.0,,136961000.0,116658000.0,4565000.0,5095000,0.0,852252000.0,-1042000.0,-14896000.0,,120000000.0,-3402000.0,,-620878000.0,52861000.0,75895000.0,139676000.0,-58000.0,0.0,-17874000.0,-33109000.0,,9562000.0,0.0,367251000.0,4467000.0,-14796000.0,1358708000.0,525007000.0,1047168000.0,-32770000.0,57649000.0,57649000.0,15649000.0,,47508000.0,12919000.0,-80256000.0,9214000.0,90758000.0,0.5,,,
2012-06-30,430693000,,659000.0,28549000,43949000,-4440000.0,1168561000.0,-10497000.0,10747000.0,78328000.0,173413000.0,5000000.0,-2308000.0,927000.0,331370000.0,,319400000.0,991524000.0,1225000.0,,5010000.0,164979000.0,60102000.0,257280000.0,0.0,144555000.0,1.16,132133000.0,102049000.0,9270000.0,403301000.0,144864000.0,-881000.0,,144864000.0,115143000.0,10747000.0,11900000,0.0,849161000.0,-1218000.0,-10587000.0,,120000000.0,-3526000.0,,-629130000.0,54020000.0,76776000.0,141436000.0,0.0,0.0,34702000.0,20679000.0,,19470000.0,0.0,362394000.0,7570000.0,4052000.0,1374736000.0,524903000.0,1043366000.0,24115000.0,78328000.0,78328000.0,15400000.0,,43039000.0,12919000.0,-79689000.0,9230000.0,57649000.0,1.16,,,
