date,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyDilutedEPS,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyStockBasedCompensation,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
1995-03-31,2266000000,,83000000.0,2902000000,312000000.0,-27000000.0,766000000.0,132000000.0,2078000000.0,9779000000.0,-0.33,11919000000.0,2811000000.0,-23000000.0,3211000000.0,2399000000,-410000000.0,,268000000.0,1719000000.0,,,,824000000.0,100000000.0,,,-188000000.0,2827000000.0,,4872000000.0,174000000.0,,222000000.0,62000000.0,-182000000.0,54000000.0,-157000000.0,-159000000.0,-10000000.0,-0.33,66000000.0,-11000000,-11000000,1869000000.0,-5559000000.0,,,297000000.0,1514000000.0,347000000.0,,,,6360000000.0,,761000000.0,190000000.0,0.0,458000000.0,8687000000.0,11498000000.0,1527000000.0,100000000.0,,-33000000,133000000.0,,156000000.0,1619000000.0,163000000.0,469000000.0,766000000.0,,,,
1995-06-30,-6331000000,,,3216000000,-49000000.0,134000000.0,1233000000.0,14000000.0,,10568000000.0,,12598000000.0,3014000000.0,-37000000.0,3441000000.0,-6132000000,-184000000.0,,-955000000.0,1575000000.0,167000000.0,7127000000.0,755000000.0,,,137000000.0,274000000.0,12149000000.0,2683000000.0,,767000000.0,1821000000.0,,302000000.0,95000000.0,-77000000.0,151000000.0,-258000000.0,-40000000.0,28000000.0,,,251000000,251000000,1256000000.0,-5662000000.0,663000000.0,,467000000.0,3062000000.0,530000000.0,,155000000.0,406000000.0,6936000000.0,,529000000.0,272000000.0,,,9129000000.0,12143000000.0,1762000000.0,,,229000000,199000000.0,83000000.0,234000000.0,,164000000.0,766000000.0,1233000000.0,,,,
1995-09-30,2486000000,,121000000.0,3188000000,-141000000.0,70000000.0,1129000000.0,-210000000.0,2314000000.0,10133000000.0,1.74,12827000000.0,3141000000.0,-22000000.0,3575000000.0,2632000000,-8000000.0,,243000000.0,2156000000.0,,,,874000000.0,51144098.0,,,-172000000.0,2624000000.0,,4827000000.0,177000000.0,,181000000.0,68000000.0,-93000000.0,206000000.0,-242000000.0,-71000000.0,-4000000.0,1.29,66000000.0,201000000,201000000,1677000000.0,-5800000000.0,,,-104000000.0,1572000000.0,199000000.0,,136000000.0,337000000.0,7027000000.0,,503000000.0,-43000000.0,-260000000.0,444000000.0,9148000000.0,12289000000.0,1632000000.0,51144098.0,26000000.0,179000000,146000000.0,,,1742000000.0,164000000.0,1233000000.0,1129000000.0,,,,
1995-12-31,2242000000,,9000000.0,2944000000,-103000000.0,-5000000.0,881000000.0,-255000000.0,2065000000.0,9776000000.0,0.47,13054000000.0,2747000000.0,-38000000.0,3333000000.0,2387000000,38000000.0,,280000000.0,2222000000.0,,,,879000000.0,102127660.0,,,-177000000.0,2577000000.0,,4696000000.0,154000000.0,,205000000.0,66000000.0,-107000000.0,208000000.0,-274000000.0,-69000000.0,-4000000.0,0.47,67000000.0,70000000,70000000,1692000000.0,-5932000000.0,,,-248000000.0,1373000000.0,114000000.0,,53000000.0,123000000.0,7122000000.0,,503000000.0,-160000000.0,170000000.0,437000000.0,9251000000.0,11998000000.0,1384000000.0,102127660.0,2000000.0,48000000,145000000.0,,,1751000000.0,164000000.0,1129000000.0,881000000.0,,,,
1996-03-31,2215000000,,-9000000.0,2964000000,210000000.0,-211000000.0,1056000000.0,-45000000.0,2067000000.0,10139000000.0,-2.89,11353000000.0,3132000000.0,-23000000.0,3736000000.0,2357000000,-263000000.0,,255000000.0,1972000000.0,,,,897000000.0,103114187.0,,,-148000000.0,2462000000.0,,4626000000.0,120000000.0,,244000000.0,50000000.0,-126000000.0,216000000.0,-42000000.0,-103000000.0,-583000000.0,-2.89,60000000.0,-276000000,-276000000,1981000000.0,-4768000000.0,,,175000000.0,1740000000.0,346000000.0,,-170000000.0,-446000000.0,6585000000.0,,504000000.0,304000000.0,-213000000.0,413000000.0,8979000000.0,12111000000.0,1560000000.0,103114187.0,-3000000.0,-298000000,142000000.0,,,1742000000.0,165000000.0,881000000.0,1056000000.0,,,,
1996-06-30,-5650000000,,,3360000000,7000000.0,89000000.0,1145000000.0,-378000000.0,5762000000.0,9686000000.0,,10899000000.0,3282000000.0,-37000000.0,3638000000.0,-5449000000,-119000000.0,,-93000000.0,2540000000.0,201000000.0,6048000000.0,968000000.0,-2402000000.0,,,265000000.0,11412000000.0,1799000000.0,,563000000.0,6095000000.0,,73000000.0,85000000.0,-265000000.0,40000000.0,-378000000.0,-228000000.0,-242000000.0,,,162000000,162000000,1866000000.0,-4767000000.0,266000000.0,,89000000.0,3339000000.0,732000000.0,,101000000.0,263000000.0,6132000000.0,,507000000.0,354000000.0,,,8944000000.0,12226000000.0,1652000000.0,,,146000000,201000000.0,,,,217000000.0,1056000000.0,1145000000.0,,,,
1996-09-30,2573000000,,120000000.0,3432000000,-58000000.0,77000000.0,882000000.0,-357000000.0,2439000000.0,9473000000.0,1.55,11964000000.0,3112000000.0,-4000000.0,3703000000.0,2725000000,113000000.0,,330000000.0,2666000000.0,,,,993000000.0,77045178.0,,,-134000000.0,1701000000.0,,3966000000.0,121000000.0,,247000000.0,46000000.0,-340000000.0,107000000.0,-360000000.0,-336000000.0,-13000000.0,1.49,68000000.0,238000000,238000000,1654000000.0,-4989000000.0,,,-263000000.0,1936000000.0,434000000.0,,160000000.0,398000000.0,6975000000.0,,505000000.0,74000000.0,-117000000.0,398000000.0,9027000000.0,12139000000.0,1387000000.0,77045178.0,3000000.0,236000000,152000000.0,,,1660000000.0,249000000.0,1145000000.0,882000000.0,,,,
1996-12-31,2306000000,,,3197000000,46000000.0,,526000000.0,-482000000.0,2199000000.0,9397000000.0,0.83,12417000000.0,2687000000.0,-18000000.0,3698000000.0,2494000000,232000000.0,,350000000.0,2629000000.0,,,,998000000.0,148192771.0,,,-107000000.0,1700000000.0,,3884000000.0,142000000.0,,266000000.0,44000000.0,-183000000.0,111000000.0,-488000000.0,-165000000.0,6000000.0,0.82,87000000.0,125000000,125000000,1662000000.0,-5132000000.0,,,-356000000.0,1778000000.0,309000000.0,,80000000.0,205000000.0,7285000000.0,,504000000.0,-179000000.0,,392000000.0,9339000000.0,12026000000.0,1030000000.0,150000000.0,2000000.0,123000000,188000000.0,,,1809000000.0,249000000.0,882000000.0,526000000.0,,,,
1997-03-31,2545000000,,,3420000000,216000000.0,,682000000.0,-415000000.0,2416000000.0,9686000000.0,1.28,12936000000.0,2871000000.0,-4000000.0,3966000000.0,2725000000,416000000.0,,360000000.0,2806000000.0,,,,1004000000.0,146093750.0,,,-129000000.0,1700000000.0,,3893000000.0,126000000.0,,291000000.0,43000000.0,-5000000.0,114000000.0,-517000000.0,-1000000.0,-50000000.0,1.24,92000000.0,189000000,189000000,1638000000.0,-5339000000.0,,,156000000.0,2095000000.0,576000000.0,,128000000.0,317000000.0,7597000000.0,,402000000.0,59000000.0,,386000000.0,9621000000.0,12492000000.0,1084000000.0,150806452.0,100000000.0,187000000,180000000.0,,,1757000000.0,250000000.0,526000000.0,682000000.0,,,,
1997-06-30,-5842000000,,,3541000000,-20000000.0,,662000000.0,-687000000.0,,9734000000.0,,13486000000.0,2867000000.0,-18000000.0,4083000000.0,-5652000000,711000000.0,,-989000000.0,3007000000.0,463000000.0,5651000000.0,943000000.0,,,,257000000.0,12378000000.0,1475000000.0,,562000000.0,6499000000.0,,413000000.0,74000000.0,-53000000.0,236000000.0,-583000000.0,-35000000.0,36000000.0,,,302000000,302000000,826000000.0,-5444000000.0,749000000.0,,-20000000.0,3322000000.0,720000000.0,,193000000.0,495000000.0,8042000000.0,,508000000.0,137000000.0,,,9874000000.0,12741000000.0,1170000000.0,,,299000000,190000000.0,,,,251000000.0,682000000.0,662000000.0,,,,
1997-09-30,2644000000,,,3552000000,451000000.0,,1151000000.0,-458000000.0,2541000000.0,10126000000.0,1.71,13914000000.0,3489000000.0,-4000000.0,4601000000.0,2842000000,958000000.0,,396000000.0,3409000000.0,,,,1011000000.0,73722230.0,,,-103000000.0,1473000000.0,,3674000000.0,140000000.0,,283000000.0,41000000.0,-31000000.0,286000000.0,-467000000.0,-27000000.0,11000000.0,1.63,85000000.0,254000000,254000000,1353000000.0,-5607000000.0,,,489000000.0,2008000000.0,978000000.0,,164000000.0,418000000.0,8307000000.0,,504000000.0,511000000.0,,386000000.0,10046000000.0,13535000000.0,1655000000.0,73722230.0,9000000.0,252000000,198000000.0,,,2307000000.0,251000000.0,662000000.0,1151000000.0,,,,
1997-12-31,2490000000,,,3433000000,-298000000.0,,850000000.0,-495000000.0,2411000000.0,9553000000.0,1.26,14364000000.0,2867000000.0,-17000000.0,4105000000.0,2701000000,1141000000.0,,422000000.0,3584000000.0,,,,1022000000.0,148412698.0,,,-79000000.0,1408000000.0,,3586000000.0,118000000.0,,210000000.0,39000000.0,-63000000.0,353000000.0,-496000000.0,-46000000.0,-3000000.0,1.2,90000000.0,190000000,190000000,1309000000.0,-5784000000.0,,,-301000000.0,1873000000.0,257000000.0,,123000000.0,313000000.0,8580000000.0,,503000000.0,-239000000.0,,381000000.0,10270000000.0,13137000000.0,1353000000.0,155833333.0,1000000.0,187000000,211000000.0,,,1879000000.0,259000000.0,1151000000.0,850000000.0,,,,
1998-03-31,2506000000,,,3389000000,375000000.0,,986000000.0,-493000000.0,2428000000.0,10008000000.0,1.29,14793000000.0,3251000000.0,-5000000.0,4477000000.0,2724000000,1327000000.0,,436000000.0,3862000000.0,,,,961000000.0,149612403.0,,,-78000000.0,1408000000.0,,3656000000.0,122000000.0,,221000000.0,34000000.0,-187000000.0,152000000.0,-500000000.0,-182000000.0,3000000.0,1.23,92000000.0,195000000,195000000,1393000000.0,-5943000000.0,,121000000.0,136000000.0,2223000000.0,816000000.0,,127000000.0,322000000.0,8850000000.0,,504000000.0,316000000.0,,376000000.0,10619000000.0,13870000000.0,1490000000.0,156910569.0,-1000000.0,193000000,218000000.0,,,2102000000.0,263000000.0,850000000.0,986000000.0,,,,
1998-06-30,-5945000000,,,3764000000,-178000000.0,,1077000000.0,-878000000.0,,10580000000.0,,9321000000.0,3362000000.0,-17000000.0,4577000000.0,-5711000000,1687000000.0,,-844000000.0,4023000000.0,202000000.0,6003000000.0,938000000.0,,,,265000000.0,12704000000.0,1533000000.0,,686000000.0,7474000000.0,,464000000.0,72000000.0,104000000.0,67000000.0,-828000000.0,339000000.0,50000000.0,,,362000000,362000000,1329000000.0,,326000000.0,262000000.0,91000000.0,4245000000.0,865000000.0,,233000000.0,595000000.0,9321000000.0,,557000000.0,37000000.0,,,11241000000.0,14603000000.0,1634000000.0,,,359000000,234000000.0,,,,740000000.0,986000000.0,1077000000.0,,,,
1998-09-30,2914000000,,,3802000000,-104000000.0,,534000000.0,-649000000.0,2779000000.0,10340000000.0,2.09,15872000000.0,2857000000.0,-4000000.0,4465000000.0,3132000000,2007000000.0,,436000000.0,4099000000.0,,,,1023000000.0,73482933.0,1000000.0,,-135000000.0,1524000000.0,,3991000000.0,128000000.0,,276000000.0,39000000.0,-431000000.0,138000000.0,-604000000.0,-427000000.0,3000000.0,2.08,,327000000,327000000,1458000000.0,-6146000000.0,,339000000.0,-543000000.0,2233000000.0,537000000.0,,211000000.0,538000000.0,9726000000.0,,603000000.0,-67000000.0,,398000000.0,11582000000.0,14439000000.0,1137000000.0,73482933.0,,324000000,218000000.0,,-46000000.0,2094000000.0,266000000.0,1077000000.0,534000000.0,,,,
1998-12-31,2540000000,,,3448000000,-93000000.0,,618000000.0,-371000000.0,2467000000.0,10449000000.0,1.34,16549000000.0,2466000000.0,-17000000.0,4456000000.0,2773000000,2196000000.0,,466000000.0,4278000000.0,,,,981000000.0,142537313.0,6000000.0,,-73000000.0,1524000000.0,,4098000000.0,131000000.0,,402000000.0,31000000.0,44000000.0,323000000.0,-792000000.0,61000000.0,19000000.0,1.29,,194000000,194000000,1592000000.0,-6272000000.0,,427000000.0,84000000.0,2116000000.0,411000000.0,,126000000.0,320000000.0,10277000000.0,,186000000.0,-381000000.0,,392000000.0,12261000000.0,14727000000.0,804000000.0,148062016.0,,191000000,233000000.0,,,2017000000.0,266000000.0,534000000.0,618000000.0,,,,
1999-03-31,2640000000,,,3504000000,294000000.0,,979000000.0,-1118000000.0,2570000000.0,11744000000.0,1.51,17783000000.0,2740000000.0,-4000000.0,5236000000.0,2881000000,2400000000.0,,482000000.0,4421000000.0,,,,934000000.0,141721854.0,7000000.0,,-70000000.0,1876000000.0,,4601000000.0,130000000.0,,339000000.0,35000000.0,632000000.0,723000000.0,-1310000000.0,636000000.0,29000000.0,1.42,,216000000,216000000,1494000000.0,-6658000000.0,,520000000.0,361000000.0,2419000000.0,847000000.0,,142000000.0,358000000.0,11125000000.0,,34000000.0,-463000000.0,,806000000.0,13425000000.0,16165000000.0,1013000000.0,150704225.0,185000000.0,214000000,241000000.0,,,2094000000.0,268000000.0,618000000.0,979000000.0,,,,
1999-06-30,-6225000000,,,3957000000,78000000.0,,1124000000.0,-653000000.0,,12096000000.0,,11467000000.0,2672000000.0,-18000000.0,5327000000.0,-5956000000,2756000000.0,,-1110000000.0,4448000000.0,195000000.0,6769000000.0,602000000.0,,,16000000.0,782000000.0,13121000000.0,1756000000.0,,1383000000.0,7704000000.0,,403000000.0,94000000.0,-336000000.0,660000000.0,-113000000.0,-236000000.0,51000000.0,,,364000000,364000000,1323000000.0,,300000000.0,820000000.0,145000000.0,4433000000.0,1134000000.0,,246000000.0,610000000.0,11467000000.0,,19000000.0,1021000000.0,,,13872000000.0,16544000000.0,1143000000.0,,,361000000,269000000.0,149000000.0,,,741000000.0,979000000.0,1124000000.0,,,,
1999-09-30,2745000000,,,3877000000,-280000000.0,,1511000000.0,-447000000.0,2799000000.0,12739000000.0,2.53,18743000000.0,3536000000.0,-4000000.0,5373000000.0,3141000000,3104000000.0,,792000000.0,4678000000.0,,,,1078000000.0,137944664.0,95000000.0,,54000000.0,2276000000.0,,5464000000.0,143000000.0,,532000000.0,53000000.0,463000000.0,701000000.0,-583000000.0,467000000.0,266000000.0,2.38,,352000000,352000000,1178000000.0,-6930000000.0,,986000000.0,387000000.0,2460000000.0,371000000.0,,231000000.0,583000000.0,11813000000.0,,93000000.0,-212000000.0,,890000000.0,13881000000.0,17417000000.0,1604000000.0,146638655.0,115000000.0,349000000,396000000.0,,-74000000.0,2212000000.0,270000000.0,1124000000.0,1511000000.0,,,,
1999-12-31,8000000,,,3713000000,,,1664000000.0,-1653000000.0,,14886000000.0,2.62,12571000000.0,3890000000.0,-18000000.0,5448000000.0,293000000,3454000000.0,,-852000000.0,4985000000.0,267000000.0,9438000000.0,492000000.0,,132870954.0,-1254000000.0,2060000000.0,3705000000.0,4144000000.0,,1551000000.0,2098000000.0,,455000000.0,77000000.0,1533000000.0,670000000.0,-1049000000.0,-466000000.0,612000000.0,2.5,,352000000,352000000,1238000000.0,,112000000.0,953000000.0,153000000.0,4469000000.0,273000000.0,,228000000.0,580000000.0,12571000000.0,,653000000.0,-776000000.0,,,15981000000.0,19871000000.0,2317000000.0,140022881.0,1052000000.0,349000000,,266000000.0,-402000000.0,,738000000.0,1511000000.0,1664000000.0,,,,
2000-03-31,355000000,,,3960000000,,,1190000000.0,-706000000.0,,15380000000.0,1.74,12649000000.0,3781000000.0,-3000000.0,5804000000.0,652000000,3666000000.0,-500000000.0,517000000.0,4804000000.0,196000000.0,9576000000.0,732000000.0,,126883323.0,-181000000.0,2230000000.0,3605000000.0,4141000000.0,,1529000000.0,2211000000.0,-10000000.0,485000000.0,106000000.0,-508000000.0,669000000.0,-434000000.0,0.0,102000000.0,1.67,,223000000,223000000,1375000000.0,,149000000.0,1089000000.0,-474000000.0,4897000000.0,740000000.0,,153000000.0,376000000.0,12649000000.0,5000000.0,817000000.0,306000000.0,,,16403000000.0,20184000000.0,2007000000.0,133587179.0,73000000.0,220000000,,366000000.0,-164000000.0,,736000000.0,1664000000.0,1190000000.0,,,,
2000-06-30,576000000,,,4338000000,,,1252000000.0,-1096000000.0,,15693000000.0,,21081000000.0,3346000000.0,-17000000.0,5940000000.0,877000000,4043000000.0,0.0,-750000000.0,4873000000.0,500000000.0,9753000000.0,739000000.0,,,1381000000.0,2183000000.0,3762000000.0,4378000000.0,,1609000000.0,2194000000.0,-200000000.0,356000000.0,,164000000.0,526000000.0,-1223000000.0,169000000.0,199000000.0,,,442000000,376000000,908000000.0,-7590000000.0,638000000.0,869000000.0,62000000.0,4871000000.0,994000000.0,,302000000.0,744000000.0,13491000000.0,12000000.0,493000000.0,-229000000.0,,,17220000000.0,20566000000.0,1745000000.0,,0.0,373000000,,40000000.0,330000000.0,,736000000.0,1190000000.0,1252000000.0,,,,
2000-09-30,510000000,,,4345000000,,,1387000000.0,-875000000.0,,16330000000.0,1.05,14017000000.0,3938000000.0,-3000000.0,6134000000.0,791000000,4168000000.0,-2000000.0,875000000.0,5475000000.0,944000000.0,10196000000.0,700000000.0,,122925632.0,203000000.0,2167000000.0,3835000000.0,4448000000.0,,1607000000.0,2306000000.0,-73000000.0,857000000.0,,2000000.0,526000000.0,-1093000000.0,-7000000.0,-54000000.0,1.01,,233000000,133000000,1464000000.0,,219000000.0,1236000000.0,135000000.0,4620000000.0,1008000000.0,,159000000.0,392000000.0,14017000000.0,14000000.0,478000000.0,-85000000.0,,,17867000000.0,21805000000.0,1865000000.0,130531655.0,15000000.0,129000000,,503000000.0,,,272000000.0,1252000000.0,1387000000.0,,,,
2001-03-31,-115000000,,,3842000000,,,1172000000.0,-578000000.0,,16514000000.0,-1.11,22659000000.0,2930000000.0,-3000000.0,5554000000.0,209000000,4037000000.0,0.0,429000000.0,5586000000.0,1306000000.0,10960000000.0,590000000.0,,123030903.0,3000000.0,2134000000.0,3957000000.0,5896000000.0,,977000000.0,781000000.0,-11000000.0,589000000.0,86000000.0,90000000.0,63000000.0,-820000000.0,-2000000.0,-21000000.0,-1.11,,-133000000,-133000000,1051000000.0,-7322000000.0,548000000.0,1226000000.0,-192000000.0,4145000000.0,296000000.0,,-89000000.0,-222000000.0,15337000000.0,1000000.0,5000000.0,-524000000.0,,100000000.0,19170000000.0,22100000000.0,1177000000.0,123030903.0,239000000.0,-136000000,,284000000.0,,,729000000.0,1364000000.0,1172000000.0,,,,
2001-06-30,-114000000,,,3776000000,,,1505000000.0,-666000000.0,,17851000000.0,-0.76,22894000000.0,3256000000.0,,6421000000.0,217000000,3941000000.0,0.0,345000000.0,5030000000.0,1574000000.0,11430000000.0,595000000.0,,123052899.0,10000000.0,2120000000.0,3890000000.0,5860000000.0,,1391000000.0,2325000000.0,-82000000.0,240000000.0,,744000000.0,851000000.0,-729000000.0,-24000000.0,106000000.0,-0.76,,-90000000,-90000000,1010000000.0,-7170000000.0,674000000.0,1235000000.0,333000000.0,3956000000.0,255000000.0,,-9000000.0,-99000000.0,15724000000.0,1000000.0,5000000.0,-474000000.0,,97000000.0,19625000000.0,22881000000.0,1510000000.0,123052899.0,53000000.0,-94000000,,279000000.0,,,727000000.0,1172000000.0,1505000000.0,,,,
2001-09-30,-251000000,,,3398000000,,,2786000000.0,-861000000.0,,19742000000.0,-2.13,23374000000.0,4290000000.0,,7229000000.0,67000000,3676000000.0,0.0,242000000.0,4635000000.0,1410000000.0,12513000000.0,428000000.0,,123144899.0,-345000000.0,2106000000.0,3649000000.0,7447000000.0,,1399000000.0,2282000000.0,-55000000.0,160000000.0,,2159000000.0,1506000000.0,-611000000.0,-14000000.0,-52000000.0,-2.13,,-259000000,-259000000,1503000000.0,-7359000000.0,367000000.0,746000000.0,1281000000.0,4271000000.0,-17000000.0,0.0,-149000000.0,-408000000.0,16015000000.0,0.0,5000000.0,-628000000.0,,96000000.0,20087000000.0,24377000000.0,2791000000.0,123144899.0,95000000.0,-262000000,,149000000.0,,,725000000.0,1505000000.0,2786000000.0,,,,
2001-12-31,-1122000000,,,2863000000,,,2210000000.0,-591000000.0,,19836000000.0,,24182000000.0,3567000000.0,,6403000000.0,-812000000,2930000000.0,0.0,-365000000.0,3769000000.0,1121000000.0,13433000000.0,368000000.0,,,-95000000.0,2092000000.0,3985000000.0,8279000000.0,,1548000000.0,-4050000000.0,-25000000.0,573000000.0,,313000000.0,1025000000.0,-633000000.0,23000000.0,115000000.0,,181000000.0,-734000000,-734000000,1479000000.0,-8085000000.0,276000000.0,465000000.0,-576000000.0,4226000000.0,-298000000.0,0.0,-401000000.0,-1135000000.0,16097000000.0,0.0,5000000.0,-931000000.0,,94000000.0,20038000000.0,23605000000.0,2215000000.0,,137000000.0,-738000000,,25000000.0,,,723000000.0,2786000000.0,2210000000.0,,,,
2002-03-31,-435000000,,,3103000000,,,1513000000.0,-718000000.0,,20294000000.0,-3.25,24928000000.0,3236000000.0,,5677000000.0,-154000000,2527000000.0,-8000000.0,435000000.0,3411000000.0,1358000000.0,14617000000.0,562000000.0,,123244160.0,4000000.0,2092000000.0,3538000000.0,9147000000.0,,1549000000.0,2219000000.0,-196000000.0,120000000.0,,-17000000.0,189000000.0,-763000000.0,-3000000.0,-26000000.0,-3.25,184000000.0,-397000000,-397000000,1437000000.0,-8340000000.0,260000000.0,788000000.0,-697000000.0,4098000000.0,38000000.0,,-205000000.0,-602000000.0,16588000000.0,,0.0,-725000000.0,,92000000.0,20469000000.0,23705000000.0,1513000000.0,123244160.0,41000000.0,-401000000,,71000000.0,,,715000000.0,2210000000.0,1513000000.0,,,,
2002-06-30,-127000000,,,3474000000,,,1747000000.0,-229000000.0,,20886000000.0,-1.54,25092000000.0,3513000000.0,,5918000000.0,164000000,2335000000.0,-3000000.0,223000000.0,3179000000.0,1377000000.0,14968000000.0,560000000.0,,123243476.0,6000000.0,2092000000.0,3601000000.0,9598000000.0,,1582000000.0,2244000000.0,-58000000.0,165000000.0,,426000000.0,341000000.0,-238000000.0,-641000000.0,-5000000.0,-1.54,181000000.0,-186000000,-186000000,1445000000.0,-8432000000.0,264000000.0,641000000.0,234000000.0,4167000000.0,37000000.0,,-101000000.0,-287000000.0,16660000000.0,,0.0,-201000000.0,,91000000.0,20552000000.0,24065000000.0,1747000000.0,123243476.0,3000000.0,-189000000,,31000000.0,,,712000000.0,1513000000.0,1747000000.0,,,,
2002-09-30,-385000000,,,3420000000,,,1657000000.0,-50000000.0,,21192000000.0,-2.67,25022000000.0,3844000000.0,,6586000000.0,-96000000,2002000000.0,-2000000.0,329000000.0,2845000000.0,1421000000.0,14606000000.0,530000000.0,,123285610.0,62000000.0,2092000000.0,3805000000.0,9163000000.0,,1482000000.0,2237000000.0,-164000000.0,191000000.0,165000000.0,-43000000.0,978000000.0,-97000000.0,623000000.0,14000000.0,-2.67,158000000.0,-326000000,-326000000,1405000000.0,-8654000000.0,225000000.0,827000000.0,-90000000.0,1544000000.0,3000000.0,,-201000000.0,-527000000.0,16368000000.0,,,-94000000.0,,103000000.0,20193000000.0,24037000000.0,1657000000.0,123285610.0,-15000000.0,-330000000,,32000000.0,,1740000000.0,710000000.0,1747000000.0,1657000000.0,,,,
2002-12-31,-362000000,,,3308000000,,,1969000000.0,-112000000.0,,23827000000.0,,24839000000.0,3902000000.0,,6455000000.0,-75000000,1639000000.0,-29000000.0,78000000.0,893000000.0,1365000000.0,17372000000.0,292000000.0,,,52000000.0,2092000000.0,3670000000.0,10074000000.0,,4177000000.0,2163000000.0,-316000000.0,802000000.0,165000000.0,217000000.0,666000000.0,-188000000.0,9000000.0,-66000000.0,,164000000.0,-363000000,-363000000,1893000000.0,-8315000000.0,207000000.0,0.0,312000000.0,1614000000.0,207000000.0,,-223000000.0,-586000000.0,16524000000.0,,,19000000.0,,102000000.0,20818000000.0,24720000000.0,1969000000.0,,58000000.0,-367000000,,-1562000000.0,,1921000000.0,708000000.0,1657000000.0,1969000000.0,,,,
2003-03-31,-535000000,,,3155000000,,,1857000000.0,-165000000.0,,23960000000.0,-3.81,25049000000.0,3716000000.0,,6730000000.0,-237000000,1166000000.0,-14000000.0,301000000.0,505000000.0,1452000000.0,17230000000.0,359000000.0,,123360418.0,2000000.0,2092000000.0,3690000000.0,10197000000.0,,3955000000.0,2254000000.0,-225000000.0,153000000.0,171000000.0,218000000.0,1093000000.0,-193000000.0,-83000000.0,-28000000.0,-3.81,177000000.0,-466000000,-466000000,1765000000.0,-8414000000.0,157000000.0,,-112000000.0,1404000000.0,-165000000.0,,-258000000.0,-724000000.0,16635000000.0,,,-358000000.0,,100000000.0,20749000000.0,24465000000.0,1857000000.0,123360418.0,26000000.0,-470000000,,-1474000000.0,,1862000000.0,703000000.0,1969000000.0,1857000000.0,,,,
2003-06-30,196000000,,,3307000000,,,2815000000.0,182000000.0,,24878000000.0,1.46,25375000000.0,5087000000.0,,6373000000.0,495000000,1343000000.0,5000000.0,151000000.0,679000000.0,1184000000.0,18505000000.0,770000000.0,,123362811.0,4000000.0,2092000000.0,3111000000.0,11343000000.0,,4072000000.0,605000000.0,-105000000.0,933000000.0,184000000.0,441000000.0,845000000.0,-111000000.0,-296000000.0,282000000.0,1.4,190000000.0,184000000,184000000,1684000000.0,-8779000000.0,0.0,,958000000.0,1694000000.0,335000000.0,,117000000.0,301000000.0,16596000000.0,,,224000000.0,,98000000.0,20470000000.0,25557000000.0,2815000000.0,130518617.0,289000000.0,180000000,,-1481000000.0,,1725000000.0,699000000.0,1857000000.0,2815000000.0,,,,
