date,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCashAndCashEquivalents,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyNetIncome,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2002-04-30,127789000.0,1719777000.0,21772000.0,,73802000.0,1712688000.0,1042455000.0,23764000.0,11097000.0,4790714000.0,50542000.0,0.0,256879000.0,,,20401000.0,-112826000.0,429387000.0,23761000.0,-1309099000.0,0.03,131444000.0,9857203000.0,,,-16781000.0,416608000.0,3748259000.0,-58980000.0,16451000.0,1101435000.0,1295016000.0,166499000.0,52030000.0,-103348000.0,1042455000.0,136205000,,5699545000.0,96843000.0,-381630000.0,,,-92425000.0,39362000,1643317000.0,3272000.0,-131744000.0,2142075000.0,3021787000.0,7715128000.0,1477002000.0,,1156472000,2182067000.0,577276000.0,73937000.0,221910000.0,693732000.0,,967316000.0,0.0,7675136000.0,,462740000.0,705065000.0,,1186110000.0,52030000.0,423378000.0,52030000,,0.0,0.0,0.03,,
2002-07-31,131891000.0,1703196000.0,48216000.0,,163443000.0,1799271000.0,1164613000.0,6531000.0,13080000.0,4852047000.0,49884000.0,0.0,275952000.0,,,182292000.0,-158707000.0,406849000.0,1252000.0,-1309099000.0,0.07,151720000.0,10209820000.0,,,43510000.0,609930000.0,3687434000.0,122158000.0,16480000.0,1042455000.0,1439752000.0,193778000.0,115227000.0,-67651000.0,1164613000.0,236109000,,5814772000.0,99696000.0,-518874000.0,,,23585000.0,136413000,1647181000.0,-5600000.0,-27031000.0,2206120000.0,3108370000.0,8003700000.0,1641356000.0,,1459682000,2352635000.0,579388000.0,-49711000.0,257578000.0,853539000.0,,1085214000.0,0.0,7857185000.0,,606143000.0,711279000.0,,1251260000.0,115227000.0,469730000.0,115227000,,0.0,0.0,0.07,,
2002-10-31,129807000.0,,20556000.0,,167798000.0,1764937000.0,1284791000.0,89865000.0,13189000.0,4929526000.0,49776000.0,0.0,272639000.0,202290000.0,,188337000.0,-58961000.0,184745000.0,-37575000.0,-1458196000.0,,103524000.0,10224765000.0,,,18609000.0,626382000.0,3644735000.0,120178000.0,16480000.0,1164613000.0,1348156000.0,194831000.0,147242000.0,-27794000.0,1284791000.0,233986000,,5962014000.0,99130000.0,-595215000.0,,,129376000.0,134856000,,-2174000.0,-131114000.0,2151972000.0,3223133000.0,8072793000.0,1501456000.0,,1445698000,2205116000.0,573853000.0,-26143000.0,257499000.0,843372000.0,,1046016000.0,0.0,8019649000.0,,602326000.0,703660000.0,,1273816000.0,147242000.0,467470000.0,147242000,,0.0,0.0,,,
2003-01-31,136282000.0,1650612000.0,-27479000.0,,-93149000.0,1755101000.0,1292948000.0,28329000.0,11342000.0,4988934000.0,49903000.0,0.0,243205000.0,311126000.0,,87451000.0,-76881000.0,79940000.0,25858000.0,-1458196000.0,-0.04,47887000.0,10024914000.0,,,52780000.0,707412000.0,3695986000.0,8157000.0,16552000.0,1284791000.0,1200618000.0,165018000.0,-65670000.0,-109672000.0,1292948000.0,85960000,,5896344000.0,103801000.0,-740203000.0,,,10570000.0,-17841000,1650612000.0,20320000.0,29000000.0,2146167000.0,3213297000.0,7878747000.0,1298408000.0,,1054209000,2008435000.0,573745000.0,62480000.0,221362000.0,663827000.0,,891297000.0,0.0,8016479000.0,,390382000.0,710027000.0,,1217107000.0,-65670000.0,408223000.0,-65670000,,0.0,-99338000.0,-0.04,,
2003-04-30,138906000.0,1655927000.0,-25996000.0,,-88122000.0,1661988000.0,1427621000.0,-9314000.0,12217000.0,5219744000.0,9821000.0,0.0,232438000.0,,,313412000.0,-24237000.0,402819000.0,-52988000.0,-1458196000.0,-0.04,10967000.0,9923895000.0,,,45663000.0,347665000.0,3792123000.0,134673000.0,16574000.0,1292948000.0,1256126000.0,161766000.0,-62126000.0,-122178000.0,1427621000.0,76520000,,5834218000.0,97950000.0,-445606000.0,,,289175000.0,-21430000,1655927000.0,-18077000.0,264821000.0,2064807000.0,3120184000.0,7859088000.0,1276914000.0,,1107177000,1985973000.0,570153000.0,103875000.0,204402000.0,734403000.0,,742063000.0,0.0,7937922000.0,,372774000.0,709059000.0,,1114726000.0,-62126000.0,394204000.0,-62126000,,0.0,-92731000.0,-0.04,,
2003-07-31,141521000.0,1659365000.0,-15399000.0,,-52201000.0,1608449000.0,1285045000.0,165744000.0,11626000.0,5232702000.0,4847000.0,0.0,217025000.0,223521000.0,,135640000.0,-92191000.0,183667000.0,-27160000.0,-1479519000.0,-0.02,0.0,9823379000.0,,,14705000.0,332703000.0,3947657000.0,-142576000.0,16631000.0,1427621000.0,1254757000.0,150428000.0,-36802000.0,-251032000.0,1285045000.0,73959000,,5797416000.0,94484000.0,-517320000.0,,,43449000.0,-20525000,1659365000.0,-51419000.0,103862000.0,2015637000.0,3087968000.0,7807742000.0,1259604000.0,,1094907000,1958286000.0,557161000.0,117640000.0,206551000.0,747979000.0,,741618000.0,0.0,7865093000.0,,346928000.0,698682000.0,,997277000.0,-36802000.0,367453000.0,-36802000,,25776000.0,-66181000.0,-0.02,,
2003-10-31,146289000.0,,6465000.0,,21916000.0,1559830000.0,1364857000.0,137962000.0,11690000.0,5493206000.0,105292000.0,0.0,227950000.0,316033000.0,,265251000.0,-71971000.0,64986000.0,62669000.0,-1534597000.0,,216114000.0,10311622000.0,-74999000.0,,14840000.0,553331000.0,4128349000.0,79812000.0,16774000.0,1285045000.0,1319471000.0,148653000.0,15451000.0,-248391000.0,1364857000.0,205924000,,5812867000.0,88156000.0,-743798000.0,,,193280000.0,117768000,,-159389000.0,164295000.0,1940849000.0,3094427000.0,8370773000.0,1640877000.0,,1220998000,2243588000.0,456422000.0,47166000.0,231177000.0,726627000.0,,912875000.0,0.0,8068034000.0,,494371000.0,602711000.0,,950692000.0,15451000.0,376603000.0,15451000,,14047000.0,-113504000.0,,,
2004-01-31,147230000.0,1735268000.0,34470000.0,,116846000.0,1473574000.0,1470471000.0,126641000.0,11800000.0,5697294000.0,105292000.0,0.0,242645000.0,303792000.0,,217293000.0,-76153000.0,73777000.0,51034000.0,-1415297000.0,0.05,237425000.0,10630979000.0,-75000000.0,,31703000.0,805422000.0,4226823000.0,105614000.0,16858000.0,1364857000.0,1466303000.0,168692000.0,82376000.0,-175548000.0,1470471000.0,353980000,,5895243000.0,89148000.0,-904817000.0,,,141140000.0,264832000,1682025000.0,81279000.0,-35510000.0,1851143000.0,2888871000.0,8779836000.0,1809020000.0,,1555448000,2412065000.0,455815000.0,-47230000.0,212679000.0,879279000.0,,1081142000.0,0.0,8218914000.0,,676169000.0,603045000.0,,999740000.0,82376000.0,411337000.0,82376000,,0.0,-167459000.0,0.05,,
2004-04-30,146788000.0,1729506000.0,156224000.0,,529572000.0,1426347000.0,1448078000.0,129928000.0,11682000.0,5906689000.0,104431000.0,0.0,244175000.0,305831000.0,,220268000.0,-36731000.0,81914000.0,52743000.0,-1475531000.0,0.22,1293318000.0,11207449000.0,-75000000.0,,20889000.0,789923000.0,4458611000.0,-22393000.0,16944000.0,1470471000.0,341546000.0,179432000.0,373348000.0,-273884000.0,1448078000.0,606504000,,6268591000.0,91470000.0,-1027076000.0,,,183537000.0,515034000,1690617000.0,-3175000.0,-334179000.0,1814092000.0,2901878000.0,9393357000.0,1969794000.0,,2018105000,2571073000.0,454491000.0,-111238000.0,266505000.0,1079464000.0,,1405067000.0,0.0,8636376000.0,,938641000.0,601279000.0,,1110731000.0,373348000.0,423607000.0,373348000,,0.0,0.0,0.22,230499000.0,
2004-07-31,153713000.0,1721690000.0,184353000.0,,624924000.0,1382604000.0,2047442000.0,34695000.0,13489000.0,6596087000.0,103829000.0,0.0,256781000.0,311573000.0,,682636000.0,-37389000.0,82849000.0,34093000.0,-1539487000.0,0.26,1499086000.0,11918469000.0,0.0,,12660000.0,791585000.0,4548645000.0,599364000.0,16982000.0,1448078000.0,354986000.0,188907000.0,440571000.0,-127816000.0,2047442000.0,701787000,,6709162000.0,88243000.0,-874612000.0,,,645247000.0,613544000,1696544000.0,135946000.0,11423000.0,1777026000.0,2922091000.0,10141443000.0,2206852000.0,,2236152000,2815056000.0,454491000.0,-41137000.0,292734000.0,1176920000.0,,1527603000.0,0.0,9103413000.0,,1059232000.0,608204000.0,,1152774000.0,440571000.0,445688000.0,440571000,,-7400000.0,0.0,0.26,248951000.0,
2004-10-31,133001000.0,,102900000.0,,557908000.0,1345528000.0,2281844000.0,105346000.0,15906000.0,6577996000.0,45864000.0,0.0,248272000.0,307612000.0,,507074000.0,-40304000.0,158786000.0,-496674000.0,-1607602000.0,,347056000.0,12093445000.0,-500000000.0,,10321000.0,993612000.0,4296152000.0,234402000.0,16803000.0,2047442000.0,1895061000.0,214590000.0,455008000.0,224486000.0,2281844000.0,625848000,,7164170000.0,88124000.0,-728822000.0,,,466770000.0,537724000,,-135123000.0,-2616000.0,1811926000.0,2953130000.0,10281519000.0,2287981000.0,,2203358000,2831418000.0,410436000.0,11680000.0,283907000.0,1176145000.0,,1670153000.0,0.0,9262027000.0,,1027213000.0,543437000.0,,1139368000.0,455008000.0,489489000.0,455008000,,0.0,-26627000.0,,,
2005-01-31,160112000.0,1687140000.0,120831000.0,,409596000.0,1329771000.0,1634484000.0,47757000.0,9272000.0,6398219000.0,46672000.0,0.0,241762000.0,420450000.0,,236984000.0,-32315000.0,0.0,-265996000.0,-1646967000.0,0.17,416173000.0,12098549000.0,-300000000.0,,11605000.0,814862000.0,4763735000.0,-58408000.0,16678000.0,1692892000.0,1759514000.0,166253000.0,288765000.0,-20483000.0,1634484000.0,461491000,,7452935000.0,79281000.0,-701237000.0,,,204669000.0,382210000,1672671000.0,-8767000.0,-126732000.0,1897950000.0,2976738000.0,10200599000.0,2222359000.0,,1780576000,2798715000.0,416244000.0,-34262000.0,236177000.0,990351000.0,,1740874000.0,0.0,9299834000.0,,790225000.0,576356000.0,,1204182000.0,288765000.0,408015000.0,288765000,,0.0,0.0,0.17,,
2005-04-30,157832000.0,1671822000.0,137322000.0,,442152000.0,1299784000.0,1663749000.0,82601000.0,9815000.0,6406863000.0,46466000.0,0.0,225589000.0,414085000.0,,475967000.0,-45415000.0,197347000.0,-419547000.0,-1673182000.0,0.18,358575000.0,11916158000.0,-500000000.0,,6284000.0,832818000.0,4743114000.0,228865000.0,16440000.0,1634484000.0,1757039000.0,181323000.0,304830000.0,172511000.0,1663749000.0,486126000,,7757765000.0,74608000.0,-614892000.0,,,430552000.0,411518000,1660584000.0,-74416000.0,163744000.0,1911216000.0,2972966000.0,10004942000.0,2162080000.0,,1861189000,2734214000.0,414302000.0,119860000.0,255263000.0,1042759000.0,,1595402000.0,0.0,9181944000.0,,818430000.0,572134000.0,,1085578000.0,304830000.0,406912000.0,304830000,,0.0,0.0,0.18,,
2005-07-31,155395000.0,1641818000.0,-30284000.0,,339307000.0,1283598000.0,1255746000.0,35394000.0,9338000.0,6228443000.0,46165000.0,-49330000.0,236448000.0,426426000.0,,336411000.0,-59036000.0,0.0,-464249000.0,-1709558000.0,0.23,227614000.0,11618649000.0,-450000000.0,,-9670000.0,849997000.0,4972697000.0,-408003000.0,16225000.0,1663749000.0,1703540000.0,177944000.0,369591000.0,-289343000.0,1255746000.0,375024000,,8078026000.0,72327000.0,-1080304000.0,,,277375000.0,302697000,1630895000.0,61484000.0,-173204000.0,1874180000.0,2993156000.0,9744469000.0,1977319000.0,,1631938000,2547004000.0,414290000.0,5428000.0,289805000.0,914849000.0,,1525133000.0,0.0,9071645000.0,,717089000.0,569685000.0,,1073722000.0,369591000.0,414392000.0,369591000,,0.0,0.0,0.23,,
2005-10-31,167814000.0,,143800000.0,,390514000.0,1275024000.0,990342000.0,100363000.0,9394000.0,5935341000.0,7574000.0,0.0,236708000.0,420075000.0,,197778000.0,-62884000.0,125375000.0,-421359000.0,-1736086000.0,,1092175000.0,11269157000.0,-427511000.0,,-37248000.0,748009000.0,4944999000.0,-265404000.0,16067000.0,1255746000.0,347559000.0,171882000.0,246714000.0,-41808000.0,990342000.0,425908000,-48710000.0,8227793000.0,74368000.0,-726933000.0,,,134894000.0,351540000,,42009000.0,-254309000.0,1820474000.0,3011110000.0,9448683000.0,1765414000.0,,1718120000,2340608000.0,407380000.0,39898000.0,271003000.0,957990000.0,,1615504000.0,0.0,8928549000.0,,760130000.0,575194000.0,,1034093000.0,246714000.0,408590000.0,246714000,,0.0,0.0,,318106000.0,
2006-01-31,,1608165000.0,41145000.0,,183925000.0,1083250000.0,1107299000.0,88324000.0,8705000.0,5808136000.0,2567000.0,9187000.0,272877000.0,427890000.0,,411738000.0,-48821000.0,0.0,-478001000.0,-1667248000.0,0.09,271973000.0,11209908000.0,-522269000.0,,-43084000.0,594377000.0,4700837000.0,116957000.0,15866000.0,990342000.0,1603963000.0,206036000.0,142780000.0,183216000.0,1107299000.0,428462000,-48236000.0,8322978000.0,69676000.0,-344083000.0,,,362917000.0,358786000,1598260000.0,-74722000.0,4667000.0,1668513000.0,2750498000.0,9541395000.0,1878503000.0,,1857592000,2542329000.0,407380000.0,10918000.0,287906000.0,1019893000.0,,1754545000.0,256446000.0,8667579000.0,,837699000.0,663826000.0,,1023175000.0,142780000.0,478913000.0,142780000,,0.0,-214847000.0,0.09,,
2006-04-30,,1586404000.0,187652000.0,,600466000.0,1040493000.0,1376680000.0,73496000.0,9235000.0,3328777000.0,2542000.0,9512000.0,275883000.0,75169000.0,,502954000.0,-31731000.0,2500972000.0,-465047000.0,-1681891000.0,0.26,1378979000.0,11451756000.0,-500000000.0,,-64678000.0,544936000.0,1952097000.0,269381000.0,15638000.0,1107299000.0,445542000.0,209249000.0,412814000.0,231474000.0,1376680000.0,625331000,-47625000.0,8657575000.0,65838000.0,-280095000.0,,,471223000.0,559493000,1576548000.0,-34485000.0,10245000.0,4116133000.0,2722384000.0,7335623000.0,2187529000.0,,2247686000,2833086000.0,406905000.0,-60197000.0,325743000.0,1203061000.0,,1948873000.0,238652000.0,8618670000.0,,1044625000.0,645557000.0,,1083372000.0,412814000.0,485132000.0,412814000,347677000.0,0.0,1578000.0,0.26,360466000.0,
2006-07-31,,1562615000.0,210471000.0,,722511000.0,1030667000.0,1308457000.0,10256000.0,8848000.0,2832776000.0,2550000.0,6404000.0,304326000.0,210790000.0,,361940000.0,-39551000.0,2471785000.0,-561346000.0,-1711035000.0,0.33,968106000.0,11773857000.0,-499836000.0,,-41530000.0,661282000.0,1524319000.0,-68223000.0,15339000.0,1376680000.0,505222000.0,240893000.0,512040000.0,131177000.0,1308457000.0,740006000,-78208000.0,8692135000.0,61871000.0,-197327000.0,132967000.0,,322389000.0,678135000,1550744000.0,63322000.0,-343831000.0,4366178000.0,2741702000.0,7407679000.0,2431807000.0,,2543443000,3107913000.0,406970000.0,-105695000.0,327910000.0,1320089000.0,516721000.0,2294318000.0,269136000.0,8665944000.0,,1223354000.0,676106000.0,,1341918000.0,512040000.0,545219000.0,512040000,548848000.0,16206000.0,2646000.0,0.33,439208000.0,
2006-10-31,,,211040000.0,,660069000.0,1024294000.0,861463000.0,165030000.0,9308000.0,1897338000.0,202535000.0,-1439000.0,299240000.0,201066000.0,,659095000.0,-59379000.0,1459292000.0,-2551053000.0,-1729589000.0,,209859000.0,9480837000.0,-2635620000.0,,-19010000.0,1511793000.0,1035875000.0,-446994000.0,13917000.0,1308457000.0,2023651000.0,250564000.0,449029000.0,1444510000.0,861463000.0,136692000,-76713000.0,9472303000.0,73028000.0,0.0,58482000.0,,599716000.0,63664000,,71208000.0,2315000.0,3399818000.0,2753883000.0,6081019000.0,2436045000.0,,2518293000,2829437000.0,204708000.0,-67361000.0,295232000.0,1332169000.0,,2026199000.0,188684000.0,6651400000.0,,1186124000.0,393392000.0,,1406777000.0,449029000.0,1122460000.0,449029000,572558000.0,0.0,-4339000.0,,,
2007-01-31,,1409014000.0,161748000.0,,565224000.0,1028938000.0,1068615000.0,75094000.0,10468000.0,2082820000.0,202521000.0,0.0,287567000.0,191646000.0,,381197000.0,-58901000.0,1468439000.0,-126537000.0,-1712136000.0,0.29,785144000.0,9808003000.0,-132017000.0,,-15296000.0,730009000.0,1014205000.0,207152000.0,13969000.0,861463000.0,486586000.0,228723000.0,403476000.0,-47928000.0,1068615000.0,607152000,-69614000.0,9805927000.0,60904000.0,-728520000.0,31623000.0,,322296000.0,546248000,1394710000.0,-2457000.0,-121175000.0,3402418000.0,2741074000.0,6405585000.0,2444196000.0,,2277267000,2841292000.0,204692000.0,-110695000.0,291135000.0,1214729000.0,637030000.0,2051606000.0,192404000.0,6966711000.0,,1062538000.0,397096000.0,,1518882000.0,403476000.0,516290000.0,403476000,572558000.0,9484000.0,-659000.0,0.29,332915000.0,
2007-04-30,,1407255000.0,196833000.0,,608277000.0,1030161000.0,932044000.0,94790000.0,8845000.0,2017793000.0,202535000.0,2941000.0,291044000.0,232105000.0,,513134000.0,-72365000.0,1484251000.0,-372142000.0,-1700379000.0,0.3,218350000.0,9896223000.0,-399998000.0,,-11474000.0,670567000.0,1085749000.0,-136571000.0,13820000.0,1068615000.0,491776000.0,231498000.0,411444000.0,-277581000.0,932044000.0,677142000,-69875000.0,10134422000.0,63074000.0,-756349000.0,69723000.0,,440769000.0,614068000,1391076000.0,-5096000.0,-47551000.0,3537231000.0,2730540000.0,6358992000.0,2458054000.0,,2529561000,2858483000.0,204341000.0,48253000.0,275493000.0,1392951000.0,1151517000.0,2121817000.0,196088000.0,7037740000.0,,1136610000.0,400429000.0,,1470601000.0,411444000.0,522542000.0,411444000,652723000.0,8243000.0,-30968000.0,0.29,393876000.0,
2007-07-31,,1407264000.0,213392000.0,,686907000.0,1046471000.0,1112675000.0,266559000.0,10075000.0,2407936000.0,202528000.0,13747000.0,292584000.0,221977000.0,,637567000.0,-72970000.0,1476434000.0,-202671000.0,-1736039000.0,0.34,143012000.0,10365383000.0,-399981000.0,,11759000.0,714026000.0,1295261000.0,180631000.0,13781000.0,932044000.0,479467000.0,250328000.0,473515000.0,-254386000.0,1112675000.0,736810000,-83048000.0,10525120000.0,63332000.0,-891922000.0,40254000.0,,564597000.0,673478000,1385519000.0,1319000.0,51246000.0,3553948000.0,2782510000.0,6811435000.0,2548763000.0,,2560984000,2977246000.0,204354000.0,108773000.0,320315000.0,1344594000.0,1255122000.0,2240290000.0,224129000.0,7388137000.0,,1216390000.0,428483000.0,,1361875000.0,473515000.0,542912000.0,473515000,652900000.0,5631000.0,-8964000.0,0.34,468634000.0,
2007-10-31,,,157484000.0,,579245000.0,1051242000.0,1202722000.0,461582000.0,9243000.0,2369579000.0,2561000.0,32804000.0,270878000.0,373178000.0,,677398000.0,-60548000.0,1477485000.0,-190639000.0,-1730962000.0,,545041000.0,10654075000.0,-400001000.0,,11353000.0,939038000.0,1166857000.0,90047000.0,13857000.0,1112675000.0,455894000.0,241894000.0,421761000.0,-396718000.0,1202722000.0,645157000,-83135000.0,10863291000.0,81024000.0,-826636000.0,1124000.0,,616850000.0,564133000,,37876000.0,117648000.0,4048451000.0,2782204000.0,6605624000.0,2373423000.0,,2367044000,2832666000.0,202281000.0,94602000.0,448879000.0,1290139000.0,924452000.0,2049427000.0,256962000.0,7821409000.0,,1076905000.0,459243000.0,,1313237000.0,421761000.0,512772000.0,421761000,1000176000.0,14253000.0,-15201000.0,,445475000.0,
2008-01-31,,1383886000.0,126946000.0,,389322000.0,1065087000.0,1215649000.0,15681000.0,4545000.0,1905556000.0,2674000.0,0.0,273219000.0,354450000.0,,389731000.0,-74144000.0,1563299000.0,-667044000.0,-1750773000.0,0.19,176113000.0,10352488000.0,-600000000.0,,17264000.0,806776000.0,689907000.0,12927000.0,13536000.0,1202722000.0,462116000.0,239893000.0,262376000.0,290019000.0,1215649000.0,500343000,-83068000.0,11044518000.0,78474000.0,-423529000.0,87708000.0,,315587000.0,421869000,1371245000.0,3417000.0,-63680000.0,4160682000.0,2815860000.0,6191806000.0,2353470000.0,,2087397000,2893757000.0,202476000.0,-73937000.0,474464000.0,1152416000.0,1372358000.0,2014501000.0,337811000.0,7458731000.0,,934981000.0,540287000.0,,1387512000.0,262376000.0,513112000.0,262376000,1017705000.0,0.0,-58572000.0,0.19,340209000.0,
2008-04-30,,1373314000.0,151636000.0,,454143000.0,1073802000.0,1098259000.0,292782000.0,6256000.0,2455356000.0,2749000.0,5406000.0,287122000.0,456920000.0,,874002000.0,-63555000.0,1488212000.0,-83357000.0,-1692513000.0,0.22,105785000.0,10970950000.0,-299984000.0,,2564000.0,478589000.0,1357097000.0,-117390000.0,13554000.0,1215649000.0,568284000.0,241445000.0,302507000.0,-907965000.0,1098259000.0,514108000,-81206000.0,11265710000.0,75847000.0,-1106759000.0,45426000.0,,810447000.0,438261000,1356705000.0,-41955000.0,476294000.0,4364012000.0,2766315000.0,6606938000.0,2707425000.0,,2149998000,3260146000.0,202000000.0,-203541000.0,345669000.0,1183170000.0,1607914000.0,1729487000.0,350721000.0,7710804000.0,,966828000.0,552721000.0,,1626239000.0,302507000.0,528567000.0,302507000,1176122000.0,0.0,-10276000.0,0.22,422693000.0,
2008-07-31,,1367557000.0,77796000.0,,242564000.0,1090462000.0,1140532000.0,26112000.0,4859000.0,2297675000.0,981000.0,0.0,268559000.0,419756000.0,,320418000.0,-71813000.0,1516031000.0,-357015000.0,-1714280000.0,0.12,119411000.0,10998441000.0,-300000000.0,,-8422000.0,877535000.0,1157143000.0,42273000.0,13417000.0,1098259000.0,568405000.0,245285000.0,164768000.0,78913000.0,1140532000.0,314188000,-81285000.0,11350019000.0,85718000.0,-726809000.0,46259000.0,,248605000.0,228470000,1350526000.0,-22348000.0,31044000.0,4374566000.0,2804742000.0,6623875000.0,2911376000.0,,1848168000,3457646000.0,201926000.0,-227077000.0,380787000.0,1105854000.0,1773252000.0,1581213000.0,344344000.0,7540795000.0,,742314000.0,546270000.0,,1853316000.0,164768000.0,513844000.0,164768000,1175777000.0,0.0,-6446000.0,0.12,449327000.0,
2008-10-31,,,91594000.0,,322689000.0,1094200000.0,1411624000.0,59403000.0,4846000.0,2100668000.0,1068000.0,2085000.0,275222000.0,388429000.0,,126317000.0,-78394000.0,1446589000.0,-318621000.0,-1737752000.0,,173394000.0,10906318000.0,-300000000.0,,-26570000.0,3776609000.0,689044000.0,271092000.0,13308000.0,1140532000.0,2771090000.0,238541000.0,231095000.0,463047000.0,1411624000.0,364954000,-79846000.0,11501288000.0,80012000.0,-3277378000.0,32007000.0,,47923000.0,284942000,,2627000.0,-213873000.0,4242161000.0,2831952000.0,6664157000.0,2945552000.0,,2043677000,3457360000.0,201576000.0,-133701000.0,371033000.0,1244972000.0,,1691027000.0,310232000.0,7448958000.0,,798705000.0,511808000.0,,1987017000.0,231095000.0,513763000.0,231095000,1174673000.0,0.0,21656000.0,,,
2009-01-31,,1329223000.0,-69725000.0,,-202659000.0,1108186000.0,1366196000.0,182000.0,5994000.0,1917392000.0,1259000.0,0.0,229540000.0,366980000.0,,-185217000.0,-73318000.0,1274722000.0,-101976000.0,-1780081000.0,-0.1,1993262000.0,10427603000.0,-22906000.0,,-11504000.0,541689000.0,551196000.0,-45428000.0,13293000.0,1411624000.0,447712000.0,225356000.0,-132934000.0,241023000.0,1366196000.0,7908000,-79762000.0,11386759000.0,71228000.0,-227348000.0,219304000.0,,-258535000.0,-63320000,1329223000.0,-13054000.0,-349016000.0,4147935000.0,2888267000.0,6279668000.0,2529731000.0,,1333396000,3070932000.0,201895000.0,-144075000.0,366428000.0,941820000.0,87498000.0,1274853000.0,339306000.0,7356671000.0,,391576000.0,541201000.0,,2131092000.0,-132934000.0,454896000.0,-132934000,1171740000.0,0.0,-148580000.0,-0.1,,
2009-04-30,,1331729000.0,-127418000.0,,-382808000.0,1090123000.0,1466976000.0,27451000.0,5058000.0,2064365000.0,1156000.0,0.0,236335000.0,347117000.0,,84300000.0,-54781000.0,0.0,-53356000.0,-1774273000.0,-0.19,0.0,9749099000.0,0.0,,-3528000.0,383796000.0,597389000.0,100780000.0,13330000.0,1366196000.0,354197000.0,185758000.0,-255390000.0,69836000.0,1466976000.0,-302870000,-79974000.0,11031711000.0,74880000.0,-259179000.0,-149763000.0,,29519000.0,-266574000,1331729000.0,48981000.0,29607000.0,3834293000.0,2864396000.0,5914806000.0,2132833000.0,120787000.0,1020077000,2653200000.0,201165000.0,230068000.0,344599000.0,864558000.0,441513000.0,914392000.0,319202000.0,7095899000.0,1000705000.0,155519000.0,520367000.0,,1901024000.0,-255390000.0,422093000.0,-255390000,1171740000.0,-54781000.0,-122965000.0,-0.19,,
2009-07-31,,1333278000.0,-19319000.0,82000.0,-74184000.0,1088058000.0,1555470000.0,1773000.0,4893000.0,2138658000.0,1203000.0,0.0,234052000.0,327351000.0,,193713000.0,-59705000.0,0.0,-78165000.0,-1788673000.0,-0.04,0.0,9580281000.0,0.0,72223000.0,5748000.0,195541000.0,583188000.0,88494000.0,13337000.0,1466976000.0,1056532000.0,168005000.0,-54865000.0,-27054000.0,1555470000.0,-69291000,-80020000.0,10896826000.0,73501000.0,-162890000.0,9163000.0,43334000.0,134008000.0,-77183000,1333278000.0,60190000.0,57881000.0,3815489000.0,2876731000.0,5764792000.0,2038983000.0,69763000.0,1133740000,2566672000.0,201200000.0,152517000.0,308817000.0,808866000.0,407963000.0,842169000.0,326489000.0,7013609000.0,990167000.0,324874000.0,527689000.0,,1748507000.0,-54865000.0,402057000.0,-54865000,1171740000.0,0.0,2341000.0,-0.04,,
