date,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOperatingExpense,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
1995-09-30,103700000.0,113200000.0,234800000.0,825000000.0,,,,82300000.0,8300000.0,24500000.0,0.055,128200000.0,,20100000.0,,20100000,72300000.0,20100000.0,,1400000.0,128700000.0,0.0,-27900000.0,365454545.0,74300000.0,0.0,,74300000.0,400000.0,6500000.0,-22000000.0,287800000.0,47000000.0,32300000.0,,-800000.0,-2500000.0,229100000.0,,,,0.055,,0.0,,123100000.0,,46000000.0,88500000.0,428800000.0,0.0,,-90500000.0,14400000.0,187800000.0,,1000000.0,-100000.0,41100000,365454545.0,,9700000.0,11700000.0,,34500000.0,398200000.0,,205400000,278300000.0,590200000.0,159600000.0,34600000,-1600000.0,-5900000.0,38200000.0,,
1995-12-31,97000000.0,122300000.0,231600000.0,854900000.0,,,,86100000.0,-5200000.0,24200000.0,,121200000.0,,25700000.0,,25700000,75100000.0,25700000.0,,2100000.0,133600000.0,0.0,-53900000.0,,69000000.0,0.0,,69000000.0,3100000.0,9400000.0,-33800000.0,295600000.0,30800000.0,44700000.0,18200000.0,1000000.0,6600000.0,257100000.0,,,,,,0.0,,138000000.0,,49000000.0,96000000.0,454300000.0,-17800000.0,,-102900000.0,17600000.0,182600000.0,,1100000.0,-3300000.0,51400000,,,11500000.0,2100000.0,,43300000.0,419500000.0,,224100000,285500000.0,623300000.0,174400000.0,42000000,1700000.0,-2300000.0,47000000.0,,
1996-03-31,93500000.0,123800000.0,231700000.0,872000000.0,,,,82300000.0,-5100000.0,23000000.0,0.065,116500000.0,,25000000.0,,25000000,76200000.0,25000000.0,,1900000.0,138900000.0,0.0,-23500000.0,384615385.0,63900000.0,-4400000.0,,63900000.0,2600000.0,7000000.0,-11000000.0,293300000.0,49000000.0,12000000.0,,0.0,-8800000.0,272700000.0,,,-2400000.0,0.065,,69000000.0,,135300000.0,,50400000.0,95500000.0,476700000.0,-1300000.0,,-102900000.0,15900000.0,182700000.0,,2300000.0,-3900000.0,46800000,384615385.0,,12300000.0,-4900000.0,,40900000.0,444600000.0,,217600000,285600000.0,640300000.0,176800000.0,39800000,-4900000.0,-11200000.0,23200000.0,,
1996-06-30,91400000.0,120900000.0,229200000.0,866400000.0,,,,85300000.0,19200000.0,21400000.0,0.065,112800000.0,,24500000.0,,24500000,80600000.0,24500000.0,,2500000.0,140400000.0,0.0,16700000.0,376923077.0,83100000.0,0.0,,83100000.0,1400000.0,7100000.0,,281000000.0,47900000.0,9300000.0,,-2100000.0,-5500000.0,244000000.0,,,-12500000.0,0.065,,0.0,,140100000.0,,45900000.0,101500000.0,485500000.0,1300000.0,,-102900000.0,15600000.0,181300000.0,,900000.0,5500000.0,45700000,376923077.0,,13800000.0,-19500000.0,,40100000.0,469000000.0,,225400000,284200000.0,637200000.0,168200000.0,38600000,-14900000.0,-8300000.0,17600000.0,,
1996-09-30,96600000.0,136200000.0,274700000.0,910500000.0,,,,86900000.0,31100000.0,22400000.0,0.065,119000000.0,,24200000.0,,24200000,78200000.0,24200000.0,,2200000.0,152100000.0,0.0,-1800000.0,372307692.0,114300000.0,0.0,,114300000.0,1300000.0,7500000.0,,301800000.0,86200000.0,36900000.0,,-2900000.0,-3300000.0,200600000.0,47000000.0,,0.0,0.065,,0.0,,136700000.0,,45300000.0,100000000.0,510200000.0,-48000000.0,,-110200000.0,14800000.0,188500000.0,,200000.0,900000.0,44200000,372307692.0,,14300000.0,3200000.0,,39000000.0,493200000.0,,223600000,298700000.0,635800000.0,182800000.0,36700000,-4400000.0,-800000.0,37700000.0,,
1996-12-31,89500000.0,184900000.0,240000000.0,993500000.0,,,,103200000.0,61400000.0,36000000.0,,125500000.0,,30800000.0,,30800000,91600000.0,30800000.0,,19600000.0,127400000.0,0.0,-65700000.0,,175700000.0,0.0,,175700000.0,4400000.0,13100000.0,,377200000.0,22300000.0,119400000.0,45400000.0,2300000.0,21100000.0,284300000.0,-56000000.0,,-200000.0,,,0.0,,140300000.0,,62400000.0,121200000.0,530400000.0,-3300000.0,,-117900000.0,15400000.0,172300000.0,,700000.0,20500000.0,32200000,,,16500000.0,56800000.0,,46200000.0,514300000.0,,243500000,290200000.0,753500000.0,251700000.0,19100000,2800000.0,-6400000.0,125800000.0,,
1997-03-31,84600000.0,149200000.0,236800000.0,931800000.0,,,,88000000.0,-32100000.0,34600000.0,0.08,119200000.0,,30000000.0,,30000000,84000000.0,30000000.0,,4000000.0,126400000.0,0.0,18100000.0,400000000.0,143600000.0,-9700000.0,,143600000.0,2000000.0,9700000.0,,319100000.0,69100000.0,-30000000.0,,4900000.0,-5900000.0,249700000.0,30200000.0,,-23300000.0,0.075,,175700000.0,,151500000.0,,48700000.0,107400000.0,534700000.0,-5000000.0,,-120600000.0,17800000.0,167700000.0,,3300000.0,-200000.0,53800000,375000000.0,,13700000.0,-62700000.0,,47800000.0,530300000.0,,239500000,288300000.0,695000000.0,199900000.0,44100000,-26100000.0,-7100000.0,-22900000.0,,
1997-06-30,90400000.0,149000000.0,237000000.0,938800000.0,,,,92800000.0,36100000.0,29900000.0,0.08,120300000.0,,29400000.0,,29400000,88100000.0,29400000.0,,1800000.0,128100000.0,0.0,35100000.0,392000000.0,179700000.0,0.0,,179700000.0,2600000.0,7700000.0,,323500000.0,71100000.0,18300000.0,,-24400000.0,-3800000.0,211700000.0,38600000.0,,-2300000.0,0.075,,0.0,,155200000.0,,51600000.0,110200000.0,560600000.0,5000000.0,,-128000000.0,17300000.0,165900000.0,,300000.0,-5000000.0,52700000,367500000.0,,14400000.0,-5400000.0,,46700000.0,557600000.0,,248000000,293900000.0,701800000.0,203200000.0,45000000,-26400000.0,-8500000.0,26800000.0,,
1997-09-30,82100000.0,157000000.0,239200000.0,963800000.0,,,,90000000.0,-25900000.0,30500000.0,0.075,112600000.0,,29000000.0,,29000000,82600000.0,29000000.0,,1900000.0,132000000.0,0.0,-94500000.0,386666667.0,153700000.0,0.0,,153700000.0,2600000.0,7800000.0,,323400000.0,71500000.0,8200000.0,,25900000.0,-5400000.0,265200000.0,-55800000.0,,0.0,0.075,,0.0,,148100000.0,,51200000.0,104700000.0,589400000.0,0.0,,-132100000.0,16800000.0,167700000.0,,500000.0,5100000.0,51200000,386666667.0,,14300000.0,5300000.0,,45800000.0,586600000.0,,238100000,299800000.0,724600000.0,210800000.0,43400000,22300000.0,-38700000.0,46900000.0,,
1997-12-31,4400000.0,174400000.0,228500000.0,985100000.0,,,,93700000.0,300000.0,29200000.0,,33600000.0,,36900000.0,,36900000,86800000.0,36900000.0,,2800000.0,136200000.0,0.0,-38400000.0,,154000000.0,0.0,,154000000.0,73600000.0,8100000.0,,336600000.0,18500000.0,60200000.0,46100000.0,-200000.0,-3100000.0,290200000.0,,,0.0,,,0.0,,160700000.0,,55000000.0,109500000.0,612800000.0,-39400000.0,,-136600000.0,18000000.0,163900000.0,,1300000.0,3200000.0,59300000,,,14600000.0,-10300000.0,,54900000.0,612900000.0,,254400000,300500000.0,756600000.0,303000000.0,51200000,-200000.0,19100000.0,41100000.0,,
1998-03-31,3800000.0,152000000.0,227800000.0,997300000.0,,,,93500000.0,-83300000.0,28800000.0,0.095,32600000.0,,36000000.0,,36000000,86900000.0,36000000.0,,3100000.0,152100000.0,0.0,-88400000.0,378947368.0,70700000.0,-10600000.0,,70700000.0,72200000.0,7900000.0,-67700000.0,315400000.0,63400000.0,4300000.0,,-200000.0,-15800000.0,362100000.0,,,,0.095,,154000000.0,,160100000.0,,58600000.0,107800000.0,647300000.0,-12700000.0,,-141600000.0,19400000.0,164400000.0,,3600000.0,,60200000,378947368.0,,13000000.0,-31200000.0,,55400000.0,648900000.0,,253600000,306000000.0,769500000.0,282800000.0,52300000,-7600000.0,-8000000.0,12300000.0,,
1998-06-30,4400000.0,143800000.0,242700000.0,1015500000.0,,,,103600000.0,-15400000.0,28600000.0,0.095,33000000.0,,35300000.0,,35300000,89400000.0,35300000.0,,3300000.0,157900000.0,0.0,-30800000.0,392222222.0,55400000.0,0.0,,55400000.0,70000000.0,7900000.0,-6700000.0,303100000.0,71900000.0,-21600000.0,,-300000.0,-5700000.0,366000000.0,,,,0.09,,0.0,,163700000.0,,56300000.0,112700000.0,678300000.0,12700000.0,,-148700000.0,19000000.0,170800000.0,,1600000.0,,58900000,371578947.0,,15400000.0,-20600000.0,,54300000.0,684200000.0,,267300000,319500000.0,772800000.0,270100000.0,51000000,1200000.0,-36800000.0,15200000.0,,
1998-09-30,3900000.0,161300000.0,252900000.0,1071700000.0,,,,103500000.0,167700000.0,28500000.0,0.09,32400000.0,,34800000.0,,34800000,87100000.0,34800000.0,,4400000.0,166000000.0,0.0,117500000.0,386666667.0,223100000.0,0.0,,223100000.0,71300000.0,8300000.0,,316700000.0,69900000.0,30500000.0,,1100000.0,-2200000.0,238500000.0,,,,0.09,,0.0,,157500000.0,,51700000.0,108400000.0,725800000.0,0.0,,-156900000.0,18700000.0,183000000.0,,1700000.0,7100000.0,57400000,386666667.0,,13000000.0,-900000.0,,53500000.0,718900000.0,,261000000,339900000.0,818800000.0,284300000.0,49100000,2000000.0,-18200000.0,48700000.0,,
1998-12-31,1488000000.0,522100000.0,1574100000.0,2885900000.0,,,,133900000.0,-98100000.0,29600000.0,,1517600000.0,,-66400000.0,,-66400000,117700000.0,-66400000.0,,-139700000.0,554000000.0,0.0,-1564500000.0,,125000000.0,0.0,,125000000.0,15000000.0,13500000.0,,2217100000.0,246700000.0,-1604600000.0,897900000.0,6800000.0,-6500000.0,207200000.0,118500000.0,,,,,0.0,,187500000.0,,162400000.0,150900000.0,652100000.0,-100000.0,,-167700000.0,-36700000.0,429500000.0,,-200000.0,-200000.0,50100000,,,19700000.0,36800000.0,,-103100000.0,640900000.0,,321400000,597200000.0,1311800000.0,699500000.0,36600000,1391200000.0,-1682900000.0,78300000.0,,
1999-03-31,1478800000.0,217700000.0,1484300000.0,2774300000.0,213400000.0,435600000.0,11400000.0,185800000.0,-22300000.0,45500000.0,-0.055,1524300000.0,,-20800000.0,,-20800000,202300000.0,-20800000.0,,-81900000.0,534700000.0,102600000.0,-5300000.0,395200000.0,102600000.0,-11600000.0,31900000.0,114000000.0,32800000.0,41000000.0,,2173400000.0,188600000.0,-28100000.0,904400000.0,-7900000.0,5400000.0,0.0,5900000.0,,,-0.055,9700000.0,124900000.0,,336600000.0,-52900000.0,128700000.0,254300000.0,600900000.0,0.0,,-167000000.0,-10700000.0,391300000.0,,3800000.0,,123300000,387200000.0,,25200000.0,-97100000.0,,-31500000.0,620100000.0,,522400000,558300000.0,1290000000.0,649100000.0,82300000,11600000.0,-9200000.0,-18900000.0,,
1999-06-30,1400300000.0,188200000.0,1457000000.0,2655700000.0,244900000.0,455800000.0,11400000.0,181800000.0,-34400000.0,53500000.0,-0.01,1453800000.0,,-3700000.0,,-3700000,201600000.0,-3700000.0,,-63400000.0,473500000.0,68200000.0,-26000000.0,397200000.0,68200000.0,0.0,32000000.0,79600000.0,50200000.0,38600000.0,,2072900000.0,207800000.0,18500000.0,862400000.0,-400000.0,-16300000.0,0.0,0.0,,,-0.01,9700000.0,102600000.0,,341500000.0,-68500000.0,98700000.0,252300000.0,582800000.0,0.0,,-194500000.0,-2500000.0,386800000.0,,1200000.0,,127800000,387600000.0,,26300000.0,-55700000.0,,-6200000.0,616400000.0,,523300000,581300000.0,1198700000.0,619100000.0,89200000,-55300000.0,-20300000.0,38800000.0,,
1999-09-30,1347600000.0,181300000.0,1508600000.0,2702200000.0,258700000.0,447500000.0,11400000.0,170100000.0,22900000.0,54500000.0,0.000258,1402100000.0,,100000.0,,100000,191100000.0,100000.0,,-57200000.0,430900000.0,91100000.0,-19600000.0,397600000.0,91100000.0,0.0,29400000.0,102500000.0,76400000.0,38800000.0,,2076600000.0,221800000.0,68900000.0,889600000.0,4500000.0,-800000.0,0.0,2500000.0,,,0.000252,9700000.0,68200000.0,,328800000.0,-26300000.0,117800000.0,242000000.0,625600000.0,0.0,,-213500000.0,100000.0,397200000.0,,500000.0,,125600000,387600000.0,,26900000.0,-25900000.0,,200000.0,616500000.0,,498900000,610700000.0,1193600000.0,674500000.0,86800000,-39000000.0,-14700000.0,83600000.0,,
1999-12-31,1181100000.0,138000000.0,1470100000.0,2580500000.0,267800000.0,377700000.0,3500000.0,186000000.0,-7500000.0,58300000.0,,1239400000.0,,43800000.0,,43800000,213400000.0,43800000.0,,-9800000.0,386100000.0,80000000.0,-28500000.0,,80000000.0,0.0,29300000.0,83500000.0,106300000.0,44400000.0,-2500000.0,1909000000.0,179700000.0,148500000.0,898900000.0,0.0,26400000.0,0.0,8000000.0,,,,9700000.0,91100000.0,,373100000.0,-43100000.0,110400000.0,266700000.0,671500000.0,0.0,,-221600000.0,23500000.0,391500000.0,,1700000.0,,150800000,,,26800000.0,112700000.0,,67300000.0,668100000.0,,559100000,613100000.0,1110400000.0,669600000.0,106400000,-147900000.0,-32000000.0,180500000.0,,
2000-03-31,1140100000.0,127400000.0,1456100000.0,2562200000.0,235800000.0,368000000.0,,182400000.0,-15300000.0,77400000.0,0.135,1217500000.0,,51800000.0,,51800000,218600000.0,51800000.0,,-400000.0,396400000.0,64700000.0,-15100000.0,399200000.0,64700000.0,-12600000.0,26200000.0,64700000.0,121500000.0,40400000.0,,1860000000.0,193100000.0,12900000.0,888800000.0,-2200000.0,-16000000.0,0.0,7100000.0,,,0.13,19500000.0,80000000.0,,379700000.0,-71500000.0,99100000.0,274600000.0,702200000.0,0.0,,-235200000.0,26700000.0,374200000.0,,3900000.0,,145500000,389000000.0,,28600000.0,-60400000.0,,78500000.0,719900000.0,,562100000,609400000.0,1106100000.0,642500000.0,105100000,-26900000.0,-15400000.0,28300000.0,,
2000-06-30,1072300000.0,118100000.0,1449700000.0,2582700000.0,259400000.0,360300000.0,,183400000.0,-12000000.0,80300000.0,0.135,1152600000.0,,52700000.0,,52700000,220000000.0,52700000.0,,2600000.0,427600000.0,52700000.0,-23900000.0,401000000.0,52700000.0,0.0,26000000.0,52700000.0,117300000.0,44400000.0,,1833000000.0,192400000.0,60000000.0,883700000.0,-4500000.0,-32300000.0,0.0,0.0,,,0.13,19500000.0,64700000.0,,383100000.0,-86900000.0,119500000.0,279900000.0,749700000.0,0.0,,-251600000.0,27100000.0,373600000.0,,2400000.0,,147600000,389800000.0,,30800000.0,-19500000.0,,79800000.0,772600000.0,,566500000,625200000.0,1133000000.0,680400000.0,103200000,-71700000.0,-21200000.0,81200000.0,,
2000-09-30,992400000.0,94000000.0,1423300000.0,2538400000.0,281900000.0,340600000.0,,177500000.0,11000000.0,81000000.0,0.13,1073400000.0,,50000000.0,,50000000,214800000.0,50000000.0,,-1400000.0,412700000.0,63700000.0,-21900000.0,403800000.0,63700000.0,0.0,23700000.0,63700000.0,122300000.0,39800000.0,,1746400000.0,201000000.0,81900000.0,852900000.0,-4600000.0,3900000.0,0.0,0.0,,,0.125,19600000.0,52700000.0,,370900000.0,-108300000.0,89700000.0,270000000.0,792000000.0,0.0,,-263700000.0,25800000.0,369400000.0,,1800000.0,,140700000,390600000.0,,29400000.0,14600000.0,,75800000.0,822600000.0,,548400000,633100000.0,1115100000.0,673000000.0,100900000,-68400000.0,-21900000.0,103800000.0,,
2000-12-31,876500000.0,56800000.0,1433800000.0,2430800000.0,296900000.0,343700000.0,,197200000.0,-9700000.0,82000000.0,,958500000.0,,66500000.0,,66500000,232200000.0,66500000.0,,-1000000.0,392100000.0,54000000.0,-32400000.0,,54000000.0,-100000.0,20700000.0,54000000.0,136000000.0,44000000.0,,1575900000.0,132400000.0,96300000.0,839300000.0,4500000.0,24200000.0,0.0,0.0,,,,19600000.0,63700000.0,,415200000.0,-102400000.0,94100000.0,292700000.0,854900000.0,0.0,,-277800000.0,34300000.0,378100000.0,,6100000.0,,166500000,,,33400000.0,-28100000.0,,100800000.0,873400000.0,,612400000,655900000.0,997000000.0,617400000.0,122500000,-91700000.0,-22200000.0,118500000.0,,
2001-03-31,831200000.0,50400000.0,1390300000.0,2405000000.0,248200000.0,331500000.0,,214100000.0,7100000.0,87100000.0,0.165,918300000.0,,64100000.0,,64100000,243400000.0,64100000.0,,2000000.0,409500000.0,61100000.0,-17000000.0,405200000.0,61100000.0,-15700000.0,19500000.0,61100000.0,128900000.0,42400000.0,,1517900000.0,210700000.0,57900000.0,814400000.0,-100000.0,-27200000.0,0.0,,,,0.16,19600000.0,54000000.0,,420100000.0,-138600000.0,107400000.0,306900000.0,887100000.0,0.0,,-287400000.0,31600000.0,365200000.0,,1000000.0,,155600000,392000000.0,,35400000.0,-31700000.0,,95700000.0,937500000.0,,634200000,652600000.0,1014700000.0,599600000.0,113200000,-55400000.0,-16700000.0,74600000.0,,
2001-06-30,745200000.0,84100000.0,1367600000.0,2390300000.0,284300000.0,339100000.0,,237300000.0,-18500000.0,88100000.0,0.165,833300000.0,,65700000.0,,65700000,242000000.0,65700000.0,,-100000.0,420400000.0,42600000.0,-23700000.0,406200000.0,42600000.0,0.0,16800000.0,42600000.0,138400000.0,40300000.0,,1446700000.0,211800000.0,54900000.0,791300000.0,500000.0,-12800000.0,0.0,,,,0.16,19600000.0,61100000.0,,401700000.0,-150600000.0,106600000.0,286700000.0,943600000.0,0.0,,-277800000.0,32400000.0,364500000.0,,2700000.0,,155300000,392400000.0,,35400000.0,-28800000.0,,98100000.0,1003200000.0,,639000000,642300000.0,1022700000.0,613400000.0,115000000,-68800000.0,-22500000.0,77400000.0,,
2001-09-30,672000000.0,125000000.0,1371000000.0,2413000000.0,181000000.0,328000000.0,,229000000.0,21400000.0,100000000.0,0.155,772000000.0,,61000000.0,,61000000,239000000.0,61000000.0,,-1000000.0,432000000.0,74000000.0,-39300000.0,406000000.0,64000000.0,-300000.0,17000000.0,64000000.0,136000000.0,43300000.0,,1381000000.0,98000000.0,115200000.0,905000000.0,600000.0,-2000000.0,-1000000.0,,,,0.15,20000000.0,42600000.0,,390000000.0,-132000000.0,95000000.0,283000000.0,1032000000.0,0.0,,-309000000.0,30000000.0,368000000.0,,9300000.0,,150300000,392600000.0,,35000000.0,26500000.0,,90000000.0,1064000000.0,,619000000,677000000.0,1042000000.0,609000000.0,107000000,-75800000.0,-17800000.0,133000000.0,,
2001-12-31,720900000.0,213100000.0,1430500000.0,2423600000.0,210100000.0,332100000.0,,265800000.0,-13900000.0,113100000.0,,834000000.0,,77000000.0,,81800000,261400000.0,77000000.0,,2000000.0,399800000.0,50100000.0,-115900000.0,,50100000.0,300000.0,14900000.0,50100000.0,1700000.0,46000000.0,,1367400000.0,123800000.0,78400000.0,802300000.0,-2000000.0,31800000.0,0.0,,,,,19700000.0,74000000.0,,443500000.0,-167400000.0,108500000.0,306900000.0,1056200000.0,0.0,,-312900000.0,39900000.0,444000000.0,,1700000.0,,182600000,,,36100000.0,4100000.0,,121700000.0,1120700000.0,,709300000,756900000.0,993100000.0,533400000.0,136600000,-77600000.0,-104900000.0,183300000.0,,
2002-03-31,703300000.0,96500000.0,1415000000.0,2454800000.0,288000000.0,339000000.0,,254900000.0,10800000.0,106600000.0,0.205,809900000.0,,81100000.0,,81100000,277200000.0,81100000.0,,400000.0,407600000.0,60900000.0,-26500000.0,407600000.0,60900000.0,-19700000.0,10600000.0,60900000.0,2100000.0,40200000.0,,1314000000.0,183100000.0,41100000.0,790000000.0,-100000.0,-11300000.0,0.0,,,,0.2,19700000.0,50100000.0,,448000000.0,-181600000.0,117500000.0,316800000.0,1140800000.0,0.0,,-329500000.0,39900000.0,441900000.0,,13700000.0,,171400000,394000000.0,,33600000.0,-57000000.0,,121000000.0,1201800000.0,,702900000,771400000.0,1039800000.0,504100000.0,131200000,-21600000.0,-21600000.0,62700000.0,,
2002-06-30,596300000.0,213500000.0,1489700000.0,2599600000.0,218300000.0,379500000.0,,267100000.0,-8700000.0,114200000.0,0.22,710500000.0,,85900000.0,,85900000,287900000.0,85900000.0,,-500000.0,435300000.0,52200000.0,-37900000.0,407200000.0,52200000.0,0.0,10000000.0,52200000.0,21300000.0,45200000.0,,1279700000.0,188200000.0,78400000.0,826500000.0,300000.0,-7800000.0,0.0,,,,0.21,19700000.0,60900000.0,,466800000.0,-93900000.0,116100000.0,328100000.0,1319900000.0,0.0,,-354900000.0,42300000.0,475000000.0,,5100000.0,,183900000,394800000.0,,34400000.0,-20500000.0,,128200000.0,1287700000.0,,733900000,829900000.0,1109900000.0,569200000.0,138700000,-90300000.0,-31700000.0,110100000.0,,
2002-09-30,595100000.0,141600000.0,1590700000.0,2723100000.0,370900000.0,380300000.0,,279900000.0,-13500000.0,106000000.0,0.185,701100000.0,,72500000.0,,72500000,284300000.0,72500000.0,,-17900000.0,435300000.0,38700000.0,-169700000.0,406800000.0,38700000.0,0.0,10900000.0,38700000.0,21700000.0,49100000.0,,1344300000.0,214600000.0,113400000.0,892800000.0,-100000.0,8600000.0,0.0,,,,0.18,19800000.0,52200000.0,,465700000.0,-115100000.0,109000000.0,328700000.0,1378800000.0,0.0,,-372800000.0,35700000.0,483300000.0,,7200000.0,,186100000,395400000.0,,35900000.0,9600000.0,,108200000.0,1360200000.0,,745600000,856100000.0,1132400000.0,643200000.0,137000000,9900000.0,-34600000.0,148000000.0,,
2002-12-31,491000000.0,158700000.0,1664200000.0,2815500000.0,432100000.0,406700000.0,,309300000.0,-900000.0,118800000.0,,609800000.0,,106100000.0,460000000.0,106100000,316000000.0,106100000.0,,300000.0,426500000.0,37800000.0,-77700000.0,,37800000.0,0.0,8800000.0,37800000.0,10700000.0,51600000.0,,1317300000.0,148100000.0,132000000.0,475100000.0,0.0,17500000.0,0.0,,,,,19800000.0,38700000.0,,519900000.0,-84900000.0,106000000.0,362100000.0,1498200000.0,0.0,,-405500000.0,43200000.0,519200000.0,,6000000.0,,209400000,,,37500000.0,11700000.0,,149300000.0,1442600000.0,,829200000,924700000.0,1151300000.0,707500000.0,157800000,-110600000.0,-51100000.0,183100000.0,,
2003-03-31,441400000.0,196300000.0,1690400000.0,2915300000.0,376100000.0,427600000.0,,300800000.0,1800000.0,118000000.0,0.26,559400000.0,,104100000.0,,104100000,337500000.0,104100000.0,,1500000.0,455200000.0,39600000.0,-33400000.0,405600000.0,39600000.0,-23800000.0,7000000.0,39600000.0,7500000.0,52700000.0,,1268300000.0,213300000.0,75000000.0,942700000.0,100000.0,-23300000.0,0.0,,,,0.255,19900000.0,37800000.0,,546100000.0,-53500000.0,129000000.0,389700000.0,1647000000.0,0.0,,-424000000.0,46800000.0,534400000.0,,6100000.0,,209100000,396600000.0,,43200000.0,-54400000.0,,150900000.0,1546700000.0,,846900000,958400000.0,1224900000.0,708900000.0,156400000,-70600000.0,-29200000.0,104200000.0,,
2003-06-30,358900000.0,126000000.0,1727100000.0,3006000000.0,438000000.0,446700000.0,,326900000.0,7500000.0,120300000.0,0.27,479200000.0,,107500000.0,,107500000,348400000.0,107500000.0,,800000.0,460400000.0,47100000.0,-35300000.0,406200000.0,47100000.0,0.0,6400000.0,47100000.0,6500000.0,53700000.0,,1187400000.0,218500000.0,90200000.0,953400000.0,200000.0,7700000.0,0.0,,,,0.265,19900000.0,39600000.0,,564800000.0,-500000.0,137700000.0,403400000.0,1818600000.0,0.0,,-446900000.0,48300000.0,555200000.0,,7500000.0,,215100000,397200000.0,,44900000.0,-38500000.0,,155800000.0,1654200000.0,,891700000,1002100000.0,1278900000.0,708200000.0,161400000,-76800000.0,-30900000.0,121100000.0,,
2003-09-30,163600000.0,124100000.0,1730800000.0,2979500000.0,473600000.0,433500000.0,,328800000.0,-1800000.0,128700000.0,0.27,292300000.0,,107800000.0,,107800000,343400000.0,107800000.0,,-400000.0,459000000.0,45300000.0,-32500000.0,407200000.0,45300000.0,0.0,5800000.0,45300000.0,8700000.0,55100000.0,,1026500000.0,207000000.0,182300000.0,954500000.0,1400000.0,2100000.0,0.0,,,,0.265,19900000.0,47100000.0,,556600000.0,11700000.0,127800000.0,397500000.0,1953000000.0,0.0,,-449300000.0,45100000.0,569300000.0,,5400000.0,,214200000,398200000.0,,44100000.0,37600000.0,,152900000.0,1762000000.0,,885400000,1018600000.0,1248700000.0,734200000.0,159100000,-188800000.0,-38200000.0,220500000.0,,
2003-12-31,18800000.0,146900000.0,1761500000.0,3159100000.0,558500000.0,498600000.0,,355900000.0,20600000.0,135000000.0,,153800000.0,,134100000.0,,134100000,386700000.0,134100000.0,,1900000.0,467900000.0,65900000.0,-50400000.0,,65900000.0,100000.0,3400000.0,65900000.0,7300000.0,68200000.0,,1004300000.0,165200000.0,156500000.0,965500000.0,-1100000.0,7700000.0,0.0,,,,,20000000.0,45300000.0,,645400000.0,96600000.0,137800000.0,451000000.0,2154800000.0,0.0,,-475400000.0,58800000.0,604700000.0,,7900000.0,,262600000,,,48000000.0,98600000.0,,192900000.0,1868100000.0,,1001300000,1080100000.0,1397600000.0,850500000.0,194400000,-140100000.0,-46200000.0,202700000.0,,
