date,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyIncomeTaxPayable
2016-12-31,10130338000.0,390749000.0,0.0,0.0,207861000.0,126657000.0,173190000.0,,9946650000.0,297935000.0,145166000.0,111741000.0,390749000.0,413739000,689207000.0,20148000.0,415681000,174600000.0,352812000,38685000.0,183688000.0,183688000.0,,,900000.0,131889000.0,38119000.0,183688000.0,-261167000.0,-406995000.0,-3438000.0,2.03,122148000.0,688684000.0,0.0,,,,506261000.0,-95106000.0,57213000.0,4384829000.0,173812000.0,9411910000.0,-3732000.0,-16464000.0,230310000.0,528322000.0,-5270963000.0,,-72860000.0,2.04,-487581000.0,0.0,2421000.0,-77472000.0,11350000.0,,-257435000.0,651427000.0,465296000.0,297935000.0,230310000.0,415681000.0,374372000.0,,,183688000.0,,,,,,,,,
2017-03-31,10083911000.0,395862000.0,0.0,0.0,340962000.0,-62846000.0,173364000.0,,9963052000.0,294542000.0,182902000.0,110929000.0,395862000.0,342442000,698696000.0,25028000.0,344021000,174600000.0,281131000,14383000.0,120859000.0,120859000.0,,,1048000.0,135957000.0,34993000.0,120859000.0,-118141000.0,-408334000.0,-13068000.0,1.62,125066000.0,690404000.0,0.0,,,,462645000.0,-92225000.0,183688000.0,4384854000.0,174069000.0,9363514000.0,-20000.0,-420000.0,205253000.0,455998000.0,-5376215000.0,8319000.0,-3055000.0,1.62,-553473000.0,,3277000.0,-403788000.0,18034000.0,,-118121000.0,645547000.0,459083000.0,294542000.0,205253000.0,344021000.0,326688000.0,,,120859000.0,,,,,,,,,
2017-06-30,10365727000.0,420778000.0,0.0,0.0,373319000.0,237528000.0,173602000.0,,10007461000.0,322923000.0,182578000.0,110177000.0,880778000.0,353702000,715268000.0,14992000.0,355207000,174600000.0,276681000,-4397000.0,358266000.0,358266000.0,,,1116000.0,125169000.0,32603000.0,358266000.0,-127281000.0,-409653000.0,-16286000.0,1.59,125348000.0,1203701000.0,0.0,,,,481734000.0,-82143000.0,120859000.0,4204870000.0,174075000.0,9139087000.0,48000.0,-421000.0,282374000.0,466500000.0,-5482071000.0,4244000.0,18946000.0,1.59,-609424000.0,,1912000.0,-141435000.0,13868000.0,,-132925000.0,664312000.0,506244000.0,322923000.0,282374000.0,355207000.0,356565000.0,,,358266000.0,,,,,,,,,
2017-09-30,10765694000.0,1425854000.0,0.0,0.0,381283000.0,336028000.0,173715000.0,,10071461000.0,380420000.0,190619000.0,113320000.0,1425854000.0,356674000,726168000.0,22311000.0,358274000,174600000.0,279717000,-4017000.0,694233000.0,694233000.0,,,2389000.0,135631000.0,31268000.0,694233000.0,-151775000.0,-409610000.0,-1954000.0,1.61,133377000.0,1806274000.0,0.0,,,,495742000.0,-74873000.0,358266000.0,4042374000.0,174240000.0,8936190000.0,4134000.0,-426000.0,221970000.0,473983000.0,-5585825000.0,12942000.0,43066000.0,1.61,-662360000.0,-922500000.0,1655000.0,-49389000.0,2852000.0,,-155909000.0,686361000.0,537192000.0,380420000.0,221970000.0,358274000.0,360111000.0,,,694233000.0,,,,,,,,,
2017-12-31,10732892000.0,1431322000.0,0.0,0.0,134158000.0,-267104000.0,173771000.0,,10299516000.0,337201000.0,151879000.0,120100000.0,1431322000.0,389399000,724173000.0,20551000.0,390963000,174600000.0,334080000,13273000.0,433376000.0,433376000.0,,,8137000.0,140651000.0,40357000.0,456053000.0,-342657000.0,-402750000.0,-2117000.0,1.92,130287000.0,1768523000.0,0.0,,,,520429000.0,-75064000.0,694233000.0,4042385000.0,174218000.0,8940009000.0,-4162000.0,-434000.0,264441000.0,519200000.0,-5700331000.0,12043000.0,-50535000.0,1.92,-675711000.0,0.0,1349000.0,-397607000.0,7746000.0,,-339002000.0,672308000.0,473160000.0,337201000.0,264441000.0,390963000.0,379778000.0,,,433376000.0,,,,,,,,,
2018-03-31,10685520000.0,1442911000.0,,,341672000.0,-70027000.0,173892000.0,,10322490000.0,326819000.0,192827000.0,117979000.0,1442911000.0,342997000,746254000.0,31520000.0,344436000,174600000.0,287819000,19401000.0,363030000.0,363030000.0,,,8107000.0,149499000.0,36133000.0,386001000.0,-114900000.0,-403092000.0,-11081000.0,1.65,130481000.0,1769730000.0,,,,,477097000.0,-70851000.0,456053000.0,4042393000.0,174148000.0,8891003000.0,,-440000.0,279624000.0,470522000.0,,16910000.0,-14054000.0,1.66,-735806000.0,,2333000.0,-413646000.0,967000.0,,-116847000.0,669924000.0,458519000.0,326819000.0,279624000.0,344436000.0,327598000.0,,,363030000.0,,,,,,,,,
2018-06-30,10692962000.0,1420834000.0,,,379626000.0,-24609000.0,173932000.0,,10354543000.0,351336000.0,190977000.0,119777000.0,1420834000.0,403802000,762247000.0,29003000.0,405292000,174600000.0,348300000,63907000.0,338419000.0,338419000.0,,,8400000.0,151106000.0,32790000.0,361430000.0,-139765000.0,-403061000.0,-1464000.0,2.0,129917000.0,1772170000.0,,,,,494551000.0,-84601000.0,386001000.0,4042394000.0,174224000.0,8895806000.0,,-442000.0,234044000.0,533457000.0,,17278000.0,28312000.0,2.0,-735065000.0,,1208000.0,-404235000.0,732000.0,,-139765000.0,685528000.0,519391000.0,351336000.0,234044000.0,405280000.0,343445000.0,,,338419000.0,,,,,,,,,
2018-09-30,10747940000.0,1417945000.0,,,400141000.0,93838000.0,173975000.0,,10315415000.0,409973000.0,195544000.0,124516000.0,1417945000.0,378027000,619405000.0,25458000.0,379589000,174600000.0,322679000,21784000.0,432525000.0,432525000.0,,,8100000.0,151945000.0,34717000.0,455112000.0,-106915000.0,-403246000.0,-2224000.0,1.85,138343000.0,1827918000.0,,,,,510824000.0,-84339000.0,361430000.0,4042406000.0,174348000.0,8895091000.0,,-447000.0,253719000.0,512199000.0,,17648000.0,31420000.0,1.85,-760284000.0,,1139000.0,-399673000.0,6244000.0,,-200285000.0,706368000.0,600426000.0,409973000.0,253719000.0,379583000.0,358879000.0,,,432525000.0,,,,,,,,,
2018-12-31,10928270000.0,1412283000.0,,,280175000.0,-71065000.0,174075000.0,,10567052000.0,371259000.0,160374000.0,121374000.0,1412283000.0,586205000,783988000.0,28442000.0,587906000,,530102000,206039000.0,361218000.0,361218000.0,,,7953000.0,149816000.0,,384019000.0,-152198000.0,-403281000.0,-2880000.0,3.04,131097000.0,1783542000.0,,,,,532086000.0,-64060000.0,455112000.0,4042413000.0,174466000.0,9119478000.0,,-455000.0,285339000.0,717233000.0,,18100000.0,-205219000.0,3.05,-577360000.0,0.0,761000.0,-402034000.0,4582000.0,,-202992000.0,692460000.0,483167000.0,371259000.0,285339000.0,587906000.0,382270000.0,,,361218000.0,,,,,,,,,
2019-03-31,10875016000.0,1406150000.0,,,360484000.0,-142666000.0,174177000.0,,10657043000.0,374245000.0,204201000.0,121941000.0,1406150000.0,366521000,784314000.0,16003000.0,367721000,174600000.0,301743000,25463000.0,217973000.0,217973000.0,,,8100000.0,141444000.0,35859000.0,241403000.0,-193245000.0,-404490000.0,-11364000.0,1.73,166600000.0,1780395000.0,,,,,484837000.0,-65971000.0,384019000.0,4042422000.0,174376000.0,9069821000.0,,-467000.0,213785000.0,497762000.0,,6664000.0,-12671000.0,1.73,-615329000.0,-285000000.0,2067000.0,-423005000.0,1593000.0,,-113100000.0,689038000.0,473584000.0,374245000.0,213785000.0,367721000.0,343393000.0,,,217973000.0,,,,,,,,,
2019-06-30,11113291000.0,1908110000.0,,,387504000.0,142432000.0,174253000.0,,10752960000.0,410671000.0,207736000.0,126859000.0,1908110000.0,370056000,778523000.0,12256000.0,371456000,,306411000,14037000.0,360331000.0,360331000.0,,,12254000.0,142123000.0,,383831000.0,-219898000.0,-403118000.0,-878000.0,1.76,165772000.0,2318781000.0,,,,,503214000.0,-67549000.0,241403000.0,3754929000.0,174542000.0,8768934000.0,,-481000.0,191874000.0,510569000.0,,5710000.0,28495000.0,1.76,-648391000.0,-287500000.0,1723000.0,-179280000.0,15797000.0,,-154106000.0,710950000.0,541610000.0,410671000.0,191874000.0,371456000.0,361091000.0,,,360331000.0,,,,,,,,,
2019-09-30,11413861000.0,1892435000.0,,,372881000.0,180816000.0,174334000.0,,10872504000.0,444962000.0,212262000.0,129233000.0,2179935000.0,397942000,771167000.0,14326000.0,399420000,,337362000,34619000.0,541357000.0,541357000.0,,,12600000.0,146141000.0,,564692000.0,-257544000.0,-399773000.0,-36810000.0,1.93,171345000.0,2624897000.0,,,,,517074000.0,-78513000.0,383831000.0,3783688000.0,174611000.0,8774135000.0,,-484000.0,184033000.0,541250000.0,,7114000.0,35875000.0,1.94,-650222000.0,0.0,1312000.0,-114100000.0,15619000.0,,-179579000.0,729336000.0,552460000.0,444962000.0,184033000.0,399417000.0,370933000.0,,,541357000.0,,,,,,,,,
