date,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyTotalNonCurrentAssets,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment
1999-03-31,,,17210300000.0,715400000.0,-123200000.0,325200000.0,-19700000.0,-311100000.0,55200000,-161400000.0,3970700000.0,83800000.0,17600000.0,117500000.0,,897000000.0,3791100000.0,-266200000.0,,1558600000.0,,,130500000.0,-56500000.0,1128400000.0,11548800000.0,,-179000000.0,-141200000,2642900000,-5661500000.0,13300000.0,202200000.0,-209700000.0,-209700000,10800800000.0,54100000.0,,2113500000.0,1745900000.0,851100000.0,,778400000.0,,11000000.0,266900000.0,,2473300000.0,7691000000.0,-106800000.0,1038200000.0,,,3155800000.0,83800000.0,83800000.0,29700000.0,,2113500000.0,17327900000.0,137000000.0,,2718300000.0,371400000.0,14915800000.0,-209800000.0,18886500000.0,23200000.0,,,,,,,,,
1999-06-30,,,17458000000.0,774800000.0,-28200000.0,604100000.0,-52300000.0,-298300000.0,474700000,-292400000.0,3965100000.0,66600000.0,-30100000.0,-126200000.0,,1112000000.0,4282400000.0,126300000.0,,1891100000.0,,,370400000.0,51500000.0,1096100000.0,10816000000.0,,-262300000.0,254600000,3657700000,-6642000000.0,-78600000.0,353800000.0,74800000.0,74800000,10934800000.0,-17100000.0,,100000.0,2545700000.0,1047500000.0,,755900000.0,,11800000.0,393900000.0,,2342100000.0,7651400000.0,-106800000.0,857400000.0,,,3169700000.0,66600000.0,66600000.0,83800000.0,,2460000000.0,17569300000.0,141700000.0,,4663700000.0,-223000000.0,15495300000.0,74700000.0,19460400000.0,91500000.0,,,,,,,,,
1999-09-30,,,17730800000.0,899400000.0,758200000.0,3983900000.0,138700000.0,-319400000.0,2974500000,-853500000.0,5499100000.0,489900000.0,-586300000.0,-3300000.0,,1321000000.0,8063800000.0,2567500000.0,,5862800000.0,,,209100000.0,877400000.0,2679000000.0,10958800000.0,,-267200000.0,2685700000,4947200000,-6772000000.0,706400000.0,570400000.0,1690100000.0,1690100000,8766800000.0,423200000.0,,5674700000.0,3626200000.0,1489700000.0,,880200000.0,,12700000.0,395800000.0,,3143100000.0,4768300000.0,-106900000.0,-1364700000.0,,,3180700000.0,489900000.0,489900000.0,66600000.0,,5674700000.0,16741300000.0,130800000.0,,3720800000.0,-213500000.0,17105000000.0,1690000000.0,22604100000.0,303200000.0,,,,,,,,,
1999-12-31,,-51900000.0,20133700000.0,1036800000.0,-5200000.0,4546500000.0,-229800000.0,-293000000.0,473300000,-1589600000.0,5306300000.0,89100000.0,478500000.0,63600000.0,,1116100000.0,10383900000.0,137300000.0,,6253300000.0,,,,26800000.0,2500200000.0,13267400000.0,,-471000000.0,267500000,4054900000,-6866300000.0,1153500000.0,35300000.0,293800000.0,110500000,9555200000.0,-400800000.0,,100000.0,2938800000.0,1974900000.0,,1104600000.0,,-25800000.0,340500000.0,,2721800000.0,4961300000.0,-106800000.0,848600000.0,,,3192500000.0,89100000.0,89100000.0,489900000.0,,7261300000.0,19967600000.0,104300000.0,,2910300000.0,458300000.0,20914600000.0,293700000.0,26220900000.0,-435700000.0,,,,,,,,,
2000-03-31,,-27306000.0,20392526000.0,1033915000.0,6334000.0,6104651000.0,115285000.0,-264558000.0,2051279000,-1360596000.0,5350344000.0,95032000.0,29551000.0,54581000.0,,1108978000.0,12003726000.0,189089000.0,,7769218000.0,,,-9003000.0,55936000.0,2527758000.0,13431095000.0,,-403608000.0,1869778000,4234103000,-6961431000.0,914351000.0,449952000.0,133153000.0,133153000,10437019000.0,5954000.0,,9197831000.0,3125125000.0,1661848000.0,,1115305000.0,,-1503812000.0,303303000.0,,2739258000.0,6220121000.0,-105890000.0,-760800000.0,,,3207746000.0,95032000.0,95032000.0,89078000.0,,9197831000.0,20291351000.0,176877000.0,,3877561000.0,15565000.0,22710225000.0,133056000.0,28060569000.0,46344000.0,,,,,,,,,
2000-06-30,,0.0,22751998000.0,1590470000.0,-21373000.0,4862636000.0,-301310000.0,-281013000.0,-584368000,-2445943000.0,5462414000.0,105314000.0,-30281000.0,-63250000.0,,1427871000.0,14249363000.0,323893000.0,,7192828000.0,,,,107407000.0,2644888000.0,15695529000.0,,-423528000.0,-820337000,5770452000,-7056469000.0,2355297000.0,93656000.0,223931000.0,216486000,9564636000.0,10282000.0,,10666333000.0,4342581000.0,1882177000.0,,1674871000.0,,1344548000.0,421775000.0,,2667497000.0,5167122000.0,-106533000.0,2248208000.0,,,3219141000.0,105314000.0,105314000.0,95032000.0,,10666333000.0,23063653000.0,187506000.0,,3413263000.0,11713000.0,24794067000.0,223833000.0,30256481000.0,-329872000.0,,,,,,,,,
2000-09-30,0.0,-255000.0,21953430000.0,1647083000.0,-116641000.0,3532427000.0,498145000.0,-285463000.0,1072153000,628675000.0,5766599000.0,246186000.0,44985000.0,-93065000.0,,1812474000.0,11959298000.0,614698000.0,,6255860000.0,,,,225635000.0,2926569000.0,14824388000.0,,-416955000.0,776979000,9522727000,-7129042000.0,-896046000.0,408081000.0,389063000.0,389063000,9937615000.0,140872000.0,,6743995000.0,7710253000.0,3457544000.0,,1742306000.0,,37762000.0,517309000.0,,2517050000.0,5461073000.0,-107044000.0,1035495000.0,,,3246349000.0,246186000.0,246186000.0,105314000.0,,6743995000.0,22383215000.0,186289000.0,,4431933000.0,14454000.0,22872476000.0,388966000.0,28639075000.0,-8874000.0,,,,,,,,,
2000-12-31,,255000.0,22392155000.0,3077926000.0,89788000.0,6132006000.0,-558962000.0,-184364000.0,455234000,-109954000.0,5482060000.0,175972000.0,631793000.0,27131000.0,,1296373000.0,15739254000.0,20520000.0,,10007301000.0,,,334334000.0,-11914000.0,2520350000.0,15260155000.0,,-598294000.0,261550000,9818068000,-7132000000.0,-341291000.0,393935000.0,-298647000.0,32434000,9884340000.0,-61903000.0,,6627696000.0,8521695000.0,5922739000.0,,2623492000.0,,-63827000.0,483213000.0,,2814628000.0,4996095000.0,-107392000.0,1034823000.0,,,3266930000.0,175972000.0,175972000.0,246186000.0,,6627696000.0,22069445000.0,217661000.0,,3728583000.0,-193043000.0,26594686000.0,-298744000.0,32076746000.0,-204359000.0,,,,,,,,,
2001-03-31,,,22708162000.0,2299913000.0,53809000.0,5585694000.0,-414036000.0,-235290000.0,654857000,-489705000.0,5644849000.0,63572000.0,1853000.0,61264000.0,,1509559000.0,14257417000.0,318372000.0,,9139582000.0,,,,110150000.0,2674164000.0,15482122000.0,,-491558000.0,459803000,13284321000,-7226040000.0,277134000.0,108411000.0,262594000.0,208222000,11599484000.0,-112400000.0,36895000.0,5458334000.0,11774762000.0,6387578000.0,,2653633000.0,,50421000.0,431302000.0,,2881145000.0,5539184000.0,-107597000.0,1049756000.0,,,3319311000.0,63572000.0,63572000.0,175972000.0,,5458334000.0,23328780000.0,191852000.0,,4848625000.0,-1338000.0,26823513000.0,262497000.0,32468362000.0,-383147000.0,,,,,,,,,
2001-06-30,,,23136189000.0,2366241000.0,1750000.0,6393032000.0,415821000.0,130843000.0,747102000,-565875000.0,6735401000.0,107705000.0,-20174000.0,-160818000.0,,1508810000.0,13248908000.0,422508000.0,,9986882000.0,,,,148767000.0,2838903000.0,15826419000.0,,-545701000.0,522391000,11974351000,-7309770000.0,-370577000.0,977190000.0,273694000.0,273741000,11070741000.0,44133000.0,1743176000.0,3516747000.0,10465541000.0,7253971000.0,,2622813000.0,,87791000.0,589215000.0,,2950521000.0,5448676000.0,-108573000.0,986419000.0,,,3878991000.0,107705000.0,107705000.0,63572000.0,,3516747000.0,23251531000.0,150293000.0,,4427589000.0,-8529000.0,25281790000.0,273596000.0,33238413000.0,431489000.0,,,,,,,,,
2001-09-30,,,23732570000.0,1518245000.0,-225457000.0,4930229000.0,438496000.0,-96541000.0,932240000,-536127000.0,6707385000.0,294816000.0,-30193000.0,-2542000.0,,1753809000.0,11677979000.0,487163000.0,,7922477000.0,,,56737000.0,196863000.0,3020515000.0,16342755000.0,,-505934000.0,645765000,12466991000,-7389815000.0,-158589000.0,882847000.0,290300000.0,290300000,10939316000.0,187111000.0,9575000.0,3586569000.0,10713182000.0,6461108000.0,,1840682000.0,,19290000.0,592026000.0,,2749167000.0,5400854000.0,-108786000.0,1108044000.0,,,3896747000.0,294816000.0,294816000.0,107705000.0,,3586569000.0,23586716000.0,138275000.0,,4257199000.0,1526000.0,23574964000.0,290203000.0,31509193000.0,376913000.0,,,,,,,,,
2001-12-31,,-179267000.0,24214170000.0,1439840000.0,59619000.0,3384252000.0,-805097000.0,-215661000.0,566369000,-493254000.0,6858173000.0,135674000.0,16936000.0,27393000.0,,1405399000.0,9656782000.0,190742000.0,,6248735000.0,,,-80213000.0,44065000.0,3176533000.0,15857170000.0,,-510190000.0,361159000,8500174000,-8357000000.0,589380000.0,-255381000.0,153971000.0,146677000,10805189000.0,-159142000.0,6858000.0,4096104000.0,7094775000.0,4120829000.0,,1922708000.0,,11543000.0,579673000.0,,2593294000.0,5741944000.0,-108962000.0,1044240000.0,,,3897301000.0,135674000.0,135674000.0,294816000.0,,4096104000.0,24431809000.0,191168000.0,,5670780000.0,3438000.0,22775005000.0,153405000.0,30680544000.0,-765571000.0,,,,,,,,,
2002-03-31,,,28305935000.0,1692725000.0,72207000.0,3241865000.0,-305205000.0,-36809000.0,736214000,-3324011000.0,7166020000.0,295995000.0,17484000.0,107244000.0,,1516696000.0,15386277000.0,339173000.0,,6794317000.0,,,,113821000.0,3290869000.0,19914615000.0,,-392674000.0,516524000,8655733000,-8391320000.0,3230778000.0,235942000.0,225352000.0,225352000,11510215000.0,142043000.0,4076000.0,9774341000.0,7139037000.0,3918845000.0,,2245432000.0,,7037000.0,534302000.0,,2812921000.0,5986240000.0,-110936000.0,1000172000.0,,,3911960000.0,295995000.0,295995000.0,153952000.0,,9774341000.0,30197123000.0,154056000.0,,5997848000.0,-5115000.0,28750474000.0,225352000.0,36991440000.0,-156732000.0,,,,,,,,,
2002-06-30,,,28802444000.0,2031903000.0,109902000.0,3373459000.0,-570144000.0,-57536000.0,879415000,-370656000.0,7270101000.0,721069000.0,43588000.0,-125631000.0,,1776127000.0,16642642000.0,384045000.0,,7497420000.0,,,,148400000.0,3414894000.0,20201494000.0,,-414244000.0,621599000,9790443000,-8600950000.0,847220000.0,-53935000.0,235645000.0,235645000,11369018000.0,425074000.0,2727000.0,10961926000.0,8014316000.0,3648437000.0,,2478092000.0,,12129000.0,315616000.0,,2887824000.0,5843058000.0,-111602000.0,1154528000.0,,,3912743000.0,721069000.0,721069000.0,295995000.0,,10961926000.0,30706250000.0,205239000.0,,5911686000.0,9007000.0,29821335000.0,235645000.0,38203670000.0,-468179000.0,,,,,,,,,
2002-09-30,,,19724376000.0,502918000.0,6944000.0,362201000.0,-72207000.0,-192430000.0,591611000,3151320000.0,1906604000.0,123784000.0,54929000.0,57435000.0,,1074720000.0,5709005000.0,254659000.0,,1556367000.0,,,31857000.0,93208000.0,-949781000.0,11358370000.0,,147570000.0,431138000,1922872000,-8366006000.0,-3585679000.0,-42695000.0,-4124493000.0,161451000,9525945000.0,-478833000.0,-1690000.0,3978853000.0,848152000.0,1227234000.0,,578238000.0,,7653000.0,366590000.0,,2886762000.0,5882059000.0,-53472000.0,643582000.0,,,3043000.0,123784000.0,123784000.0,721069000.0,,3978853000.0,17431695000.0,170234000.0,,4269606000.0,-49662000.0,17081458000.0,-4124493000.0,18988062000.0,104875000.0,,,,,,,,,
2002-12-31,,,19901369000.0,623457000.0,128003000.0,382128000.0,-111602000.0,-565060000.0,427030000,-211615000.0,1421950000.0,311710000.0,-16587000.0,14774000.0,,933596000.0,3089988000.0,-7287000.0,,1963128000.0,,,6078000.0,681000.0,-1062083000.0,11409369000.0,,-195028000.0,259206000,2116932000,-8492000000.0,230444000.0,169097000.0,-62990000.0,-7968000,13226743000.0,187926000.0,7881000.0,1157325000.0,1183336000.0,1309206000.0,,562977000.0,,2235000.0,351816000.0,,2679243000.0,9194320000.0,-48672000.0,674390000.0,,,3050000.0,311710000.0,311710000.0,123784000.0,,1157325000.0,17671151000.0,310375000.0,,4455392000.0,-167585000.0,18212329000.0,-62990000.0,19634279000.0,-25931000.0,,,,,,,,,
2003-03-31,,,19725739000.0,838450000.0,102542000.0,412560000.0,-339949000.0,-546626000.0,519225000,-146641000.0,1415541000.0,305290000.0,-6831000.0,59473000.0,,1031163000.0,2325581000.0,121198000.0,,2217020000.0,,,6410000.0,40260000.0,-927556000.0,11185342000.0,,-139810000.0,360038000,2902302000,-8540397000.0,114759000.0,31752000.0,168432000.0,80938000,14476304000.0,-130000.0,,402146000.0,1871139000.0,1084985000.0,,868369000.0,,-2584000.0,292343000.0,,2831299000.0,10223299000.0,-34316000.0,671125000.0,,,3054000.0,305290000.0,305290000.0,305420000.0,,402146000.0,18020380000.0,238322000.0,,5028588000.0,-130617000.0,18658532000.0,168432000.0,20237400000.0,-108058000.0,,,,,,,,,
2003-06-30,,,19757347000.0,558730000.0,93666000.0,534194000.0,-100281000.0,-493117000.0,506112000,-154069000.0,1450754000.0,50164000.0,2682000.0,-75015000.0,,987069000.0,2244064000.0,127303000.0,,1831161000.0,,,11125000.0,44346000.0,-929129000.0,11140203000.0,,-156751000.0,346030000,2090900000,-8617144000.0,-325394000.0,225476000.0,63225000.0,82957000,14367076000.0,-253987000.0,,295541000.0,1103831000.0,1389793000.0,,659134000.0,,16554000.0,367358000.0,,2886029000.0,10085949000.0,-34345000.0,641039000.0,,,3057000.0,50164000.0,50164000.0,305290000.0,,295541000.0,18058314000.0,228986000.0,,5111658000.0,-54873000.0,18269099000.0,63225000.0,19889475000.0,68725000.0,,,,,,,,,
2003-09-30,,,19863869000.0,470202000.0,105660000.0,560591000.0,-284512000.0,-506898000.0,715169000,-180878000.0,1613512000.0,34785000.0,-22620000.0,-77142000.0,,1196358000.0,2078628000.0,293833000.0,,1762401000.0,,,5408000.0,110799000.0,-751135000.0,11137741000.0,,-158258000.0,548724000,2250218000,-8726128000.0,-32091000.0,197590000.0,181725000.0,183034000,15299914000.0,-15379000.0,2393000.0,223837000.0,1053860000.0,1384589000.0,,497750000.0,,-2248000.0,444500000.0,,3006333000.0,10890928000.0,-34375000.0,647634000.0,,,3060000.0,34785000.0,34785000.0,50164000.0,,223837000.0,18296127000.0,236957000.0,,5337790000.0,-6485000.0,18259708000.0,181725000.0,20058528000.0,39332000.0,,,,,,,,,
2003-12-31,,,20005536000.0,694558000.0,215574000.0,696302000.0,-146784000.0,-410889000.0,662592000,-185293000.0,1760557000.0,131480000.0,7638000.0,31574000.0,,1107762000.0,2518336000.0,92287000.0,,2272705000.0,,,6262000.0,20047000.0,-700033000.0,11811536000.0,,-192931000.0,348383000,2518838000,-8194000000.0,-196622000.0,478610000.0,70287000.0,72240000,15349100000.0,96695000.0,2452000.0,225423000.0,1411076000.0,1598355000.0,,636646000.0,,-17273000.0,412926000.0,,3222308000.0,10783064000.0,-34404000.0,759379000.0,,,3063000.0,131480000.0,131480000.0,34785000.0,,225423000.0,19103959000.0,229985000.0,,5471977000.0,-31743000.0,19437197000.0,70287000.0,21376664000.0,285679000.0,,,,,,,,,
2004-03-31,,,20097386000.0,624782000.0,17061000.0,616473000.0,90419000.0,-398596000.0,521564000,-127598000.0,1829880000.0,206467000.0,-4745000.0,94558000.0,,1008659000.0,2204612000.0,123584000.0,,1950332000.0,,,21136000.0,49997000.0,-657012000.0,11790051000.0,,-122853000.0,335215000,2959187000,-8307335000.0,-190235000.0,392820000.0,73587000.0,73587000,15300037000.0,74987000.0,3658000.0,165207000.0,1950528000.0,1414623000.0,,566440000.0,,4385000.0,318368000.0,,3250062000.0,10706013000.0,-34465000.0,673444000.0,,,3071000.0,206467000.0,206467000.0,131480000.0,,165207000.0,19109212000.0,204426000.0,,5499540000.0,-13122000.0,19042973000.0,73587000.0,21059544000.0,269967000.0,,,,,,,,,
2004-06-30,,,20212237000.0,606446000.0,34278000.0,670016000.0,5545000.0,-391076000.0,497984000,-129079000.0,1867507000.0,280912000.0,-5081000.0,-59539000.0,,958424000.0,2374956000.0,95895000.0,,2030111000.0,,,-2644000.0,38243000.0,-630084000.0,11795502000.0,,-123998000.0,308073000,2241177000,-8416735000.0,-94016000.0,297540000.0,57652000.0,57652000,15255243000.0,74445000.0,3221000.0,207768000.0,1282753000.0,1560742000.0,,508689000.0,,13421000.0,377907000.0,,3272231000.0,10601087000.0,-34516000.0,650351000.0,,,3074000.0,280912000.0,280912000.0,206467000.0,,207768000.0,19122253000.0,210350000.0,,5507402000.0,-385000.0,19086726000.0,57652000.0,21152364000.0,173542000.0,,,,,,,,,
2004-09-30,,,10830910000.0,445183000.0,53847000.0,1387025000.0,-338075000.0,-454936000.0,332263000,-96187000.0,639586000.0,20202000.0,15719000.0,-110092000.0,,738900000.0,2772712000.0,18805000.0,,2514304000.0,,,-1224000.0,2174000.0,-1797041000.0,8122791000.0,,-111906000.0,206735000,1667089000,-2708119000.0,170440000.0,-290405000.0,-1136198000.0,16631000,14787710000.0,-216152000.0,2877000.0,537220000.0,928189000.0,1790309000.0,,600523000.0,,4266000.0,318308000.0,,1907237000.0,10455683000.0,-23129000.0,532165000.0,,,3078000.0,20202000.0,20202000.0,280912000.0,,537220000.0,17071739000.0,192196000.0,,7150172000.0,66000.0,18730504000.0,-1136198000.0,19586043000.0,-402311000.0,,,,,,,,,
2004-12-31,,,10963393000.0,868023000.0,159728000.0,1101778000.0,45188000.0,-61342000.0,614713000,2062056000.0,1105502000.0,164645000.0,2526000.0,66174000.0,,793777000.0,5187200000.0,276436000.0,,2836524000.0,,,-473221000.0,113525000.0,-1727571000.0,8186393000.0,,-171470000.0,457610000,2617549000,-2777000000.0,-1993236000.0,75623000.0,100255000.0,162911000,10734195000.0,144443000.0,2455000.0,1835988000.0,1823772000.0,2483189000.0,,741715000.0,,12752000.0,252134000.0,,2468833000.0,7193016000.0,-30771000.0,336167000.0,,,3080000.0,164645000.0,164645000.0,20202000.0,,1835988000.0,15325433000.0,193926000.0,,5340462000.0,-441000.0,17056455000.0,100255000.0,18161957000.0,-95847000.0,,,,,,,,,
2005-03-31,,,11037100000.0,696707000.0,49500000.0,664952000.0,-395357000.0,-46535000.0,459946000,-120204000.0,1135134000.0,305293000.0,1465000.0,100966000.0,,813472000.0,4202181000.0,129716000.0,,2235250000.0,,,4875000.0,63064000.0,-1722214000.0,8201013000.0,,-121669000.0,310049000,2761808000,-2836087000.0,385577000.0,-124725000.0,67088000.0,66652000,11123380000.0,140648000.0,4466000.0,1834124000.0,1948336000.0,1671350000.0,,732977000.0,,2227000.0,151168000.0,,2491368000.0,7643188000.0,-61704000.0,503423000.0,,,3090000.0,305293000.0,305293000.0,164645000.0,,1834124000.0,15319839000.0,182560000.0,,5320751000.0,-5605000.0,16419955000.0,67088000.0,17555089000.0,-246394000.0,,,,,,,,,
2005-06-30,,,11182282000.0,546262000.0,-1426000.0,547822000.0,55586000.0,-40068000.0,382663000,517753000.0,1180818000.0,408162000.0,-2571000.0,-91922000.0,,739630000.0,3637659000.0,45636000.0,,1984797000.0,,,1291000.0,17931000.0,-1689435000.0,8273291000.0,,-179676000.0,227429000,1932256000,-2908991000.0,-645756000.0,230872000.0,54423000.0,27705000,10277017000.0,102869000.0,3726000.0,1797435000.0,1192626000.0,1293962000.0,,511846000.0,,6936000.0,245188000.0,,2522664000.0,7051218000.0,-21634000.0,512201000.0,,,3094000.0,408162000.0,408162000.0,305293000.0,,1797435000.0,13904894000.0,188729000.0,,3830289000.0,875000.0,14708873000.0,54423000.0,15889691000.0,51196000.0,,,,,,,,,
2005-09-30,,,11323000000.0,845000000.0,113926000.0,845000000.0,-68229000.0,-41000000.0,424869000,180451000.0,1218000000.0,162000000.0,376106000.0,-143044000.0,,796000000.0,4674000000.0,91000000.0,,2462000000.0,,,834000.0,41000000.0,-1661000000.0,8361000000.0,,-195655000.0,260000000,2218000000,-2962000000.0,-618821000.0,191853000.0,50000000.0,50000000,9823000000.0,-246517000.0,5808000.0,2058000000.0,1422000000.0,1771000000.0,,745000000.0,,8000000.0,397000000.0,,2528000000.0,6494000000.0,-21662000.0,536000000.0,,,3000000.0,162000000.0,162000000.0,408162000.0,,2058000000.0,14050000000.0,177000000.0,,3889000000.0,-307270000.0,15294000000.0,50000000.0,16512000000.0,-3802000.0,,,,,,,,,
2005-12-31,,,11558000000.0,1161000000.0,70000000.0,729000000.0,-571000000.0,-38000000.0,417000000,-561000000.0,1296000000.0,74000000.0,-365000000.0,19000000.0,,864000000.0,3014000000.0,112000000.0,,2891000000.0,,,11000000.0,31000000.0,-1600000000.0,8492000000.0,,-196000000.0,269000000,2810000000,-3066000000.0,708000000.0,-235000000.0,81000000.0,81000000,12032000000.0,-88000000.0,3000000.0,339000000.0,1946000000.0,1514000000.0,,1098000000.0,,5000000.0,382000000.0,,2520000000.0,8568000000.0,-19000000.0,595000000.0,,,3000000.0,74000000.0,74000000.0,162000000.0,,339000000.0,14225000000.0,162000000.0,,3968000000.0,293000000.0,15820000000.0,81000000.0,17116000000.0,-431000000.0,,,,,,,,,
2006-03-31,,,11664000000.0,606000000.0,6000000.0,628000000.0,65000000.0,-44000000.0,460000000,-201000000.0,1345000000.0,113000000.0,-15000000.0,129000000.0,,884000000.0,2665000000.0,160000000.0,,2188000000.0,,,,72000000.0,-1558000000.0,8571000000.0,,-186000000.0,306000000,3077000000,-3093000000.0,-75000000.0,315000000.0,88000000.0,88000000,11577000000.0,39000000.0,3000000.0,645000000.0,2193000000.0,1414000000.0,,924000000.0,,2000000.0,194000000.0,,2484000000.0,8231000000.0,-47000000.0,578000000.0,,,3000000.0,113000000.0,113000000.0,74000000.0,,645000000.0,14228000000.0,148000000.0,,3892000000.0,-1000000.0,15071000000.0,88000000.0,16416000000.0,129000000.0,,,,,,,,,
2006-06-30,,,11862000000.0,466000000.0,-111000000.0,720000000.0,28000000.0,-37000000.0,387000000,-195000000.0,1504000000.0,397000000.0,0.0,-67000000.0,,808000000.0,2576000000.0,78000000.0,,2397000000.0,,,,-116000000.0,-1411000000.0,8675000000.0,,-195000000.0,220000000,1843000000,-3187000000.0,277000000.0,202000000.0,194000000.0,194000000,11765000000.0,284000000.0,3000000.0,645000000.0,1035000000.0,1465000000.0,,765000000.0,,9000000.0,298000000.0,,2442000000.0,8555000000.0,-46000000.0,588000000.0,,,3000000.0,397000000.0,397000000.0,113000000.0,,645000000.0,14312000000.0,151000000.0,,3873000000.0,-3000000.0,15205000000.0,194000000.0,16709000000.0,7000000.0,,,,,,,,,
2006-09-30,,,12106000000.0,547000000.0,24000000.0,957000000.0,-72000000.0,-20000000.0,452000000,-230000000.0,1567000000.0,285000000.0,30000000.0,-114000000.0,,877000000.0,3376000000.0,152000000.0,,2566000000.0,,,8000000.0,69000000.0,-1375000000.0,8842000000.0,,-260000000.0,284000000,1935000000,-3264000000.0,-93000000.0,211000000.0,83000000.0,83000000,11163000000.0,-112000000.0,6000000.0,1240000000.0,1058000000.0,1589000000.0,,716000000.0,,20000000.0,382000000.0,,2444000000.0,7905000000.0,-47000000.0,593000000.0,,,3000000.0,285000000.0,285000000.0,397000000.0,,1240000000.0,14407000000.0,152000000.0,,3811000000.0,3000000.0,15406000000.0,83000000.0,16973000000.0,-49000000.0,,,,,,,,,
2006-12-31,,,12567000000.0,1010000000.0,-153000000.0,1001000000.0,179000000.0,-69000000.0,401000000,-430000000.0,1556000000.0,127000000.0,-64000000.0,-30000000.0,,841000000.0,4221000000.0,104000000.0,,2995000000.0,,,4000000.0,37000000.0,-1355000000.0,9204000000.0,,-366000000.0,235000000,2464000000,-3363000000.0,9000000.0,263000000.0,67000000.0,67000000,11025000000.0,-158000000.0,15000000.0,1385000000.0,1623000000.0,1826000000.0,,1017000000.0,,18000000.0,399000000.0,,2362000000.0,7802000000.0,-47000000.0,606000000.0,,,3000000.0,127000000.0,127000000.0,285000000.0,,1385000000.0,14638000000.0,149000000.0,,3725000000.0,0.0,16077000000.0,67000000.0,17633000000.0,-103000000.0,,,,,,,,,
2007-03-31,,,12822000000.0,724000000.0,-11000000.0,739000000.0,-37000000.0,-89000000.0,517000000,-403000000.0,1647000000.0,60000000.0,-4000000.0,217000000.0,,956000000.0,3766000000.0,202000000.0,,2433000000.0,,,1000000.0,72000000.0,-1277000000.0,9424000000.0,,-399000000.0,353000000,3106000000,-3398000000.0,72000000.0,264000000.0,130000000.0,130000000,10947000000.0,-67000000.0,13000000.0,1482000000.0,2150000000.0,1560000000.0,,1116000000.0,,3000000.0,182000000.0,,2271000000.0,7818000000.0,-54000000.0,603000000.0,,,3000000.0,60000000.0,60000000.0,127000000.0,,1482000000.0,14773000000.0,154000000.0,,3640000000.0,-3000000.0,15559000000.0,130000000.0,17206000000.0,-135000000.0,,,,,,,,,
