date,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOperatingCashFlow,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyTotalRevenue,quarterlyEbitda,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyDilutedEPS,quarterlyGrossProfit,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyStockBasedCompensation,quarterlyDepreciationAndAmortization,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2010-12-31,102268000000.0,-101898000000.0,,-22492000000.0,1433000000.0,-740809000000.0,39643000000.0,21515000000.0,66116000000.0,-4224000000.0,1114000000.0,134888000000.0,66839000000.0,,-58930000000.0,-591000000.0,1238599000000.0,0.0,54347000000.0,11609000000.0,3013000000.0,,1656487000000.0,25453000000.0,1370095000000.0,-35059000000.0,,45709000000.0,48722000000.0,-1000000.0,97361000000.0,183021000000.0,,104639000000.0,417316000000,86349000000,54104000000,-4186000000.0,,646358000000.0,-103338000000.0,39962000000,45709000000.0,,187440000000.0,22169000000.0,-32354000000.0,-29294000000.0,286392000000.0,429736000000.0,1979408000000.0,,-16175000000.0,499288000000.0,8573000000.0,229876000000.0,8352000000.0,,938926000000.0,45005000000.0,,131352000000.0,133336000000.0,-21003000000.0,29099000000.0,47830000000.0,3391000000.0,39962000000,42738000000,0.0,216622000000.0,-64152000000.0,,,,,
2011-03-31,183078000000.0,-53811000000.0,,54582000000.0,2344000000.0,,40091000000.0,19474000000.0,68495000000.0,176000000.0,1937000000.0,158123000000.0,65940000000.0,20.0,69293000000.0,,1224982000000.0,0.0,53506000000.0,12898000000.0,711000000.0,,1770687000000.0,27067000000.0,1360924000000.0,12129000000.0,1850150000.0,115002000000.0,115713000000.0,4000000.0,274441000000.0,183021000000.0,257916000000.0,45709000000.0,445980000000,87115000000,53486000000,-469000000.0,,718650000000.0,-51253000000.0,37003000000,115002000000.0,20.0,194183000000.0,27969000000.0,0.0,19176000000.0,409763000000.0,527252000000.0,,,-10714000000.0,536370000000.0,,251797000000.0,2111000000.0,1850150000.0,977307000000.0,57726000000.0,,107368000000.0,140697000000.0,-23254000000.0,,39820000000.0,3372000000.0,37003000000,40608000000,0.0,191398000000.0,-77068000000.0,,,,,
2011-06-30,187573000000.0,-47207000000.0,,-13518000000.0,3079000000.0,-802355000000.0,40824000000.0,17588000000.0,71387000000.0,-5841000000.0,3084000000.0,174718000000.0,63079000000.0,,1123000000.0,,1234391000000.0,0.0,44745000000.0,11656000000.0,1036000000.0,,1809375000000.0,30686000000.0,1377676000000.0,15872000000.0,,116125000000.0,117161000000.0,-3000000.0,112730000000.0,183021000000.0,,115002000000.0,506267000000,83061000000,43972000000,-387000000.0,,758890000000.0,-49026000000.0,29004000000,116125000000.0,,201469000000.0,22319000000.0,-36128000000.0,-8568000000.0,431699000000.0,546573000000.0,2036746000000.0,,-6812000000.0,531812000000.0,21042000000.0,304798000000.0,-954000000.0,,974142000000.0,58033000000.0,,128228000000.0,157497000000.0,-16940000000.0,26563000000.0,39258000000.0,3529000000.0,29004000000,33089000000,0.0,212317000000.0,-60199000000.0,,,,,
2011-09-30,184423000000.0,-62643000000.0,,-2151000000.0,2706000000.0,,42540000000.0,17297000000.0,72103000000.0,5062000000.0,1700000000.0,183763000000.0,86496000000.0,20.0,16224000000.0,-2768000000.0,1256492000000.0,0.0,44654000000.0,3954000000.0,596000000.0,,1873069000000.0,36925000000.0,1408543000000.0,23853000000.0,1869950000.0,132349000000.0,132945000000.0,20000000.0,345906000000.0,183021000000.0,255370000000.0,116125000000.0,530661000000,83572000000,44933000000,-4072000000.0,,812614000000.0,-67442000000.0,37399000000,132349000000.0,20.0,192549000000.0,16330000000.0,2531000000.0,36519000000.0,464526000000.0,597469000000.0,,,12616000000.0,539626000000.0,,338112000000.0,-4486000000.0,1869950000.0,978017000000.0,59251000000.0,,129923000000.0,147616000000.0,-1204000000.0,,39586000000.0,3749000000.0,37399000000,40700000000,0.0,215145000000.0,-70790000000.0,,,,,
2011-12-31,137698000000.0,-109882000000.0,,-29654000000.0,2757000000.0,-862852000000.0,50938000000.0,20749000000.0,72571000000.0,-1576000000.0,4851000000.0,182253000000.0,74640000000.0,,-71177000000.0,-201000000.0,1372007000000.0,0.0,41310000000.0,9748000000.0,418000000.0,,1917586000000.0,38854000000.0,1534875000000.0,-35242000000.0,,61172000000.0,61590000000.0,45000000.0,113411000000.0,183021000000.0,263007000000.0,132349000000.0,520935000000,79426000000,38464000000,-1080000000.0,,835040000000.0,-115917000000.0,29555000000,61172000000.0,,188109000000.0,18310000000.0,-29703000000.0,11643000000.0,382711000000.0,560038000000.0,2234859000000.0,,6287000000.0,556717000000.0,2940000000.0,332826000000.0,-9080000000.0,,1002745000000.0,53822000000.0,,180675000000.0,149645000000.0,1456000000.0,34130000000.0,48467000000.0,68702000000.0,29555000000,31562000000,0.0,275002000000.0,-176780000000.0,,,,,
2012-03-31,173170000000.0,-71433000000.0,,89902000000.0,3952000000.0,,51262000000.0,20897000000.0,75644000000.0,395000000.0,4333000000.0,213615000000.0,21844000000.0,21.0,38069000000.0,-14000000.0,1378896000000.0,0.0,54077000000.0,10271000000.0,450000000.0,,2034273000000.0,35372000000.0,1542279000000.0,-49589000000.0,1864428571.0,99241000000.0,99691000000.0,0.0,303877000000.0,183021000000.0,265134000000.0,61172000000.0,525647000000,96970000000,53241000000,-2023000000.0,,905601000000.0,-73246000000.0,39153000000,99241000000.0,21.0,204128000000.0,15928000000.0,0.0,18847000000.0,491994000000.0,570781000000.0,,,-63915000000.0,595908000000.0,,321519000000.0,-1268000000.0,1864428571.0,1044063000000.0,73330000000.0,,238988000000.0,150887000000.0,-31413000000.0,,40698000000.0,5021000000.0,39153000000,43806000000,0.0,334820000000.0,-95593000000.0,,,,,
2012-06-30,164322000000.0,-57349000000.0,,21406000000.0,4613000000.0,,3985000000.0,19370000000.0,78621000000.0,-5664000000.0,213000000.0,214603000000.0,26162000000.0,,-25890000000.0,-9000000.0,1404928000000.0,0.0,33515000000.0,7492000000.0,15468000000.0,,2051494000000.0,36103000000.0,1575077000000.0,-31187000000.0,,73351000000.0,88819000000.0,,108980000000.0,183021000000.0,,99241000000.0,521014000000,73233000000,37378000000,-3430000000.0,,920352000000.0,-74565000000.0,22873000000,73351000000.0,,184422000000.0,809000000.0,,-27291000000.0,476417000000.0,552690000000.0,,,-27108000000.0,588657000000.0,18375000000.0,336592000000.0,-17150000000.0,,1040833000000.0,62304000000.0,,270781000000.0,147044000000.0,-1481000000.0,30641000000.0,42559000000.0,0.0,22873000000,26023000000,0.0,367662000000.0,-79678000000.0,,,,,
2012-09-30,145712000000.0,-63819000000.0,,-22086000000.0,4778000000.0,,55620000000.0,19378000000.0,79657000000.0,14168000000.0,2175000000.0,195028000000.0,119948000000.0,14.0,32185000000.0,-23000000.0,1431778000000.0,0.0,37309000000.0,8066000000.0,15700000000.0,,2109665000000.0,37516000000.0,1605992000000.0,56129000000.0,1830210000.0,105536000000.0,121236000000.0,,357465000000.0,183021000000.0,271527000000.0,73351000000.0,551608000000,81373000000,39327000000,-102000000.0,,972459000000.0,-65656000000.0,24930000000,105536000000.0,14.0,190548000000.0,13707000000.0,,61584000000.0,503673000000.0,573551000000.0,,,29723000000.0,585679000000.0,,361060000000.0,-4098000000.0,1830210000.0,1040227000000.0,72684000000.0,,298844000000.0,151221000000.0,19605000000.0,,46622000000.0,6704000000.0,24930000000,29243000000,0.0,398908000000.0,-110935000000.0,,,,,
2012-12-31,151247000000.0,-126526000000.0,,-13866000000.0,584000000.0,-995113000000.0,17379000000.0,22286000000.0,85550000000.0,17137000000.0,1672000000.0,214117000000.0,71334000000.0,,-62141000000.0,-7429000000.0,1609581000000.0,0.0,41910000000.0,10362000000.0,2850000000.0,,2168896000000.0,16560000000.0,1754564000000.0,-55192000000.0,,43395000000.0,46245000000.0,,131928000000.0,183021000000.0,277181000000.0,105536000000.0,597027000000,81137000000,40336000000,2090000000.0,,988148000000.0,-118759000000.0,28370000000,43395000000.0,,53187000000.0,12708000000.0,-27912000000.0,-25122000000.0,414332000000.0,574748000000.0,2604694000000.0,,-3626000000.0,603808000000.0,2140000000.0,543840000000.0,10918000000.0,,1064010000000.0,64450000000.0,7582000000.0,293774000000.0,12851000000.0,-19297000000.0,38131000000.0,51002000000.0,13412000000.0,28370000000,31548000000,1775000000.0,413400000000.0,-162725000000.0,,,,,
2013-03-31,213004000000.0,-66131000000.0,,119768000000.0,5719000000.0,,5337000000.0,22571000000.0,90277000000.0,-900000000.0,1995000000.0,241732000000.0,17093000000.0,20.0,70061000000.0,-445000000.0,1562302000000.0,0.0,49668000000.0,9309000000.0,1934000000.0,-27443000000.0,2297181000000.0,39687000000.0,1750604000000.0,-49038000000.0,1800850000.0,113456000000.0,115390000000.0,6000000.0,322529000000.0,183021000000.0,278122000000.0,43395000000.0,540263000000,95009000000,53079000000,-712000000.0,-9089000000.0,1075551000000.0,-67305000000.0,36017000000,113456000000.0,20.0,165973000000.0,6401000000.0,0.0,8625000000.0,546577000000.0,596521000000.0,,9309000000.0,-64147000000.0,639828000000.0,,374290000000.0,-1292000000.0,1800850000.0,1100971000000.0,75344000000.0,,357010000000.0,112894000000.0,-27615000000.0,,44167000000.0,14181000000.0,36017000000,40359000000,0.0,479030000000.0,-105398000000.0,,,,,
2013-06-30,184197000000.0,,,,5016000000.0,,62444000000.0,20736000000.0,121992000000.0,,1924000000.0,211999000000.0,84964000000.0,,,,1531825000000.0,23681000000.0,44093000000.0,11895000000.0,2698000000.0,,2341474000000.0,40118000000.0,1752579000000.0,151095000000.0,,150092000000.0,152790000000.0,,136934000000.0,183021000000.0,272742000000.0,113456000000.0,560833000000,49109000000,46781000000,,,1107962000000.0,-31498000000.0,29505000000,150092000000.0,,136310000000.0,4013000000.0,,,588895000000.0,619384000000.0,,,,645365000000.0,25552000000.0,424523000000.0,,,1101128000000.0,89718000000.0,,366398000000.0,89529000000.0,,42504000000.0,48037000000.0,14147000000.0,29505000000,32198000000,0.0,488578000000.0,,,,,,
2013-09-30,203125000000.0,,,,6984000000.0,,5234000000.0,19234000000.0,125511000000.0,,3425000000.0,216651000000.0,103614000000.0,16.0,,,1553363000000.0,0.0,40935000000.0,7938000000.0,3359000000.0,,2379017000000.0,44056000000.0,1783277000000.0,-100851000000.0,1860375000.0,156686000000.0,160045000000.0,,410424000000.0,183021000000.0,274723000000.0,150092000000.0,581688000000,47919000000,43948000000,,,1140095000000.0,-71582000000.0,29766000000,156686000000.0,16.0,156214000000.0,3176000000.0,,,595740000000.0,666635000000.0,,,,645669000000.0,,425474000000.0,,1860375000.0,1103413000000.0,79172000000.0,,350850000000.0,112266000000.0,,,50426000000.0,14149000000.0,29766000000,32997000000,0.0,473460000000.0,,,,,,
2013-12-31,192767000000.0,-102586000000.0,,-91675000000.0,672000000.0,-1117360000000.0,42816000000.0,15166000000.0,121389000000.0,-69000000.0,2936000000.0,227017000000.0,82858000000.0,,-105279000000.0,-635000000.0,1694017000000.0,0.0,43367000000.0,6647000000.0,5843000000.0,44931000000.0,2342110000000.0,17229000000.0,1911157000000.0,-19728000000.0,,51407000000.0,57250000000.0,,130353000000.0,183021000000.0,280414000000.0,156686000000.0,575340000000,88866000000,40144000000,-519000000.0,,1072175000000.0,-96125000000.0,34311000000,51407000000.0,,171457000000.0,16013000000.0,-29485000000.0,6988000000.0,430953000000.0,645489000000.0,2811377000000.0,6647000000.0,-14584000000.0,669300000000.0,2998000000.0,403883000000.0,2246000000.0,,1132735000000.0,64027000000.0,7225000000.0,302862000000.0,131313000000.0,-10499000000.0,46804000000.0,52813000000.0,14127000000.0,34311000000,36720000000,4623000000.0,426686000000.0,-189020000000.0,,,,,
2014-03-31,218187000000.0,-75495000000.0,,50052000000.0,5899000000.0,,3077000000.0,13463000000.0,125643000000.0,720000000.0,372000000.0,248170000000.0,20561000000.0,19.0,1044000000.0,-1085000000.0,1629198000000.0,0.0,47235000000.0,9964000000.0,390000000.0,-28308000000.0,2382476000000.0,68439000000.0,1897556000000.0,-54934000000.0,1802526316.0,52451000000.0,52841000000.0,5463000000.0,340889000000.0,183021000000.0,280764000000.0,51407000000.0,528947000000,95070000000,52163000000,-310000000.0,,1076235000000.0,-70692000000.0,34248000000,52451000000.0,19.0,161222000000.0,13257000000.0,0.0,8149000000.0,484920000000.0,619298000000.0,,9964000000.0,-60456000000.0,703567000000.0,,367725000000.0,-545000000.0,1802526316.0,1167352000000.0,78029000000.0,,333807000000.0,109059000000.0,-21182000000.0,,46068000000.0,13775000000.0,34248000000,37271000000,0.0,456937000000.0,-137932000000.0,,,,,
2014-06-30,203707000000.0,,,,6655000000.0,,65796000000.0,13369000000.0,125615000000.0,,3779000000.0,233193000000.0,112923000000.0,,,,1645267000000.0,0.0,48482000000.0,11698000000.0,2738000000.0,,2426390000000.0,68286000000.0,1916998000000.0,188418000000.0,,89475000000.0,92213000000.0,,120588000000.0,183021000000.0,283828000000.0,52451000000.0,625021000000,55137000000,50917000000,,,1113266000000.0,-47214000000.0,33876000000,89475000000.0,,166368000000.0,12474000000.0,,,509392000000.0,655802000000.0,,,,708602000000.0,23083000000.0,458653000000.0,,,1175451000000.0,83371000000.0,,332304000000.0,115451000000.0,,44918000000.0,47764000000.0,13739000000.0,33876000000,36784000000,2738000000.0,457464000000.0,,,,,,
2014-09-30,182685000000.0,,,,5519000000.0,,66747000000.0,12366000000.0,126059000000.0,,2681000000.0,209051000000.0,121226000000.0,15.0,,,1654147000000.0,0.0,40580000000.0,8611000000.0,2510000000.0,,2392099000000.0,70815000000.0,1926292000000.0,-69318000000.0,1861533333.0,71764000000.0,74274000000.0,,375785000000.0,183021000000.0,282848000000.0,89475000000.0,600580000000,46099000000,42455000000,,,1078782000000.0,-59498000000.0,27923000000,71764000000.0,15.0,153870000000.0,9224000000.0,,,465807000000.0,613745000000.0,,,,705887000000.0,,446710000000.0,,1861533333.0,1171756000000.0,78295000000.0,,338532000000.0,111415000000.0,,,47750000000.0,14553000000.0,27923000000,31969000000,0.0,465037000000.0,,,,,,
2014-12-31,169128000000.0,-119078000000.0,,14081000000.0,-160000000.0,-1276220000000.0,37107000000.0,15900000000.0,122176000000.0,-2992000000.0,1817000000.0,165977000000.0,101767000000.0,,2014000000.0,-1333000000.0,1796393000000.0,0.0,20462000000.0,7458000000.0,2243000000.0,38382000000.0,2405473000000.0,18622000000.0,2014165000000.0,-17311000000.0,,73778000000.0,76021000000.0,265000000.0,84929000000.0,183021000000.0,285570000000.0,71764000000.0,528414000000,66502000000,18892000000,102000000.0,,1087692000000.0,-113434000000.0,11125000000,73778000000.0,,137814000000.0,6917000000.0,-30000000.0,7623000000.0,391308000000.0,579829000000.0,3072613000000.0,7458000000.0,35957000000.0,707303000000.0,2785000000.0,390600000000.0,1207000000.0,,1175894000000.0,53104000000.0,7233000000.0,370301000000.0,118922000000.0,41284000000.0,54007000000.0,52653000000.0,12508000000.0,11125000000,13004000000,4852000000.0,507863000000.0,-212066000000.0,,,,,
2015-03-31,184136000000.0,-54430000000.0,,30218000000.0,6036000000.0,,3072000000.0,16606000000.0,122898000000.0,8000000.0,1445000000.0,157446000000.0,29398000000.0,3.0,7835000000.0,-601000000.0,1718942000000.0,0.0,10013000000.0,2287000000.0,283000000.0,-15074000000.0,2394256000000.0,62662000000.0,1989067000000.0,-25032000000.0,2050000000.0,81613000000.0,81896000000.0,1960000000.0,334214000000.0,183021000000.0,282306000000.0,73778000000.0,410336000000,62885000000,13891000000,-72000000.0,,1072099000000.0,-52122000000.0,6150000000,81613000000.0,3.0,116732000000.0,5894000000.0,0.0,7729000000.0,405189000000.0,555080000000.0,,2287000000.0,-29559000000.0,713451000000.0,,293604000000.0,-362000000.0,2050000000.0,1178778000000.0,60393000000.0,,376857000000.0,102841000000.0,8534000000.0,,46687000000.0,12886000000.0,6150000000,7726000000,283000000.0,517019000000.0,-143476000000.0,,,,,
2015-06-30,178591000000.0,-50898000000.0,,-48286000000.0,6529000000.0,-1361635000000.0,32795000000.0,15920000000.0,121129000000.0,-5641000000.0,1567000000.0,172925000000.0,81538000000.0,,-15500000000.0,-346000000.0,1710408000000.0,20907000000.0,28424000000.0,7559000000.0,1331000000.0,-2234000000.0,2385332000000.0,67976000000.0,1979011000000.0,30640000000.0,,66113000000.0,67444000000.0,-1048000000.0,80294000000.0,183021000000.0,283858000000.0,81613000000.0,467288000000,80000000000,33224000000,-200000000.0,,1062293000000.0,-48290000000.0,19256000000,66113000000.0,,140987000000.0,5810000000.0,0.0,10231000000.0,406321000000.0,560920000000.0,3072043000000.0,7559000000.0,3111000000.0,715132000000.0,24834000000.0,326301000000.0,78000000.0,,1182011000000.0,59211000000.0,7237000000.0,359830000000.0,107763000000.0,-15594000000.0,50861000000.0,48095000000.0,12127000000.0,19256000000,20865000000,47029000000.0,501373000000.0,-233126000000.0,,,,,
2015-09-30,167272000000.0,-43893000000.0,,-19575000000.0,5787000000.0,,67615000000.0,13120000000.0,114460000000.0,-1446000000.0,-1338000000.0,140785000000.0,88405000000.0,3.0,29328000000.0,-270000000.0,1699221000000.0,0.0,9425000000.0,2124000000.0,1332000000.0,-2577000000.0,2372443000000.0,66786000000.0,1962609000000.0,44512000000.0,1731666667.0,95441000000.0,96773000000.0,3337000000.0,327347000000.0,183021000000.0,277438000000.0,66113000000.0,427481000000,60876000000,16206000000,0.0,,1061335000000.0,-38858000000.0,5195000000,95441000000.0,3.0,116111000000.0,5386000000.0,-27452000000.0,9028000000.0,409834000000.0,531153000000.0,,2124000000.0,22845000000.0,708894000000.0,,311370000000.0,-1414000000.0,1731666667.0,1169353000000.0,68548000000.0,,391078000000.0,99905000000.0,32134000000.0,,45513000000.0,10795000000.0,5195000000,7301000000,1332000000.0,530182000000.0,-180626000000.0,,,,,
2015-12-31,106226000000.0,-72115000000.0,,-7796000000.0,26000000.0,-1460925000000.0,34504000000.0,13120000000.0,73845000000.0,-596000000.0,-802000000.0,126877000000.0,61971000000.0,,-22668000000.0,-24771000000.0,1837615000000.0,0.0,9953000000.0,3756000000.0,919000000.0,25466000000.0,2393844000000.0,18179000000.0,2044500000000.0,-10144000000.0,,72773000000.0,73692000000.0,233000000.0,69496000000.0,183021000000.0,284940000000.0,95441000000.0,420323000000,75307000000,9981000000,-353000000.0,,1049810000000.0,-76609000000.0,4916000000,72773000000.0,,91928000000.0,7879000000.0,-1553000000.0,-17878000000.0,349344000000.0,471407000000.0,3298540000000.0,3756000000.0,17277000000.0,711755000000.0,3099000000.0,328395000000.0,16161000000.0,,1179716000000.0,52262000000.0,45589000000.0,434475000000.0,81947000000.0,11182000000.0,50930000000.0,49057000000.0,12812000000.0,4916000000,6197000000,4582000000.0,578403000000.0,-224325000000.0,,,,,
2016-03-31,138538000000.0,-51530000000.0,,17261000000.0,6260000000.0,,70298000000.0,11768000000.0,76159000000.0,-158000000.0,192000000.0,119186000000.0,61032000000.0,-8.0,26837000000.0,-397000000.0,1752908000000.0,0.0,-8244000000.0,2696000000.0,840000000.0,-8468000000.0,2393227000000.0,98723000000.0,2015200000000.0,9502000000.0,1723125000.0,99610000000.0,100450000000.0,79000000.0,309442000000.0,183021000000.0,288144000000.0,72773000000.0,352830000000,50165000000,-2673000000,-51000000.0,,1057201000000.0,-51436000000.0,-13785000000,99610000000.0,-8.0,95704000000.0,13600000000.0,0.0,7376000000.0,378027000000.0,488734000000.0,,2696000000.0,9658000000.0,697972000000.0,,257126000000.0,-545000000.0,1723125000.0,1169137000000.0,57807000000.0,,424830000000.0,98377000000.0,7701000000.0,,46653000000.0,12485000000.0,-13785000000,-10940000000,840000000.0,568467000000.0,-189788000000.0,,,,,
2016-06-30,136543000000.0,-32531000000.0,,-18424000000.0,5671000000.0,-1565381000000.0,29597000000.0,12840000000.0,88887000000.0,-542000000.0,3041000000.0,144482000000.0,50810000000.0,,1712000000.0,-707000000.0,1735832000000.0,0.0,34844000000.0,6999000000.0,832000000.0,-7142000000.0,2418243000000.0,70604000000.0,2011820000000.0,18279000000.0,,101322000000.0,102154000000.0,9000000.0,77148000000.0,183021000000.0,291666000000.0,99610000000.0,386237000000,94351000000,37213000000,-134000000.0,,1056392000000.0,-31795000000.0,14316000000,101322000000.0,,109444000000.0,8969000000.0,-97000000.0,8495000000.0,406423000000.0,494474000000.0,3301213000000.0,6999000000.0,-12959000000.0,707732000000.0,26118000000.0,276793000000.0,-320000000.0,,1182419000000.0,62675000000.0,,414932000000.0,72231000000.0,-25295000000.0,55340000000.0,45423000000.0,12365000000.0,14316000000,27845000000,832000000.0,561918000000.0,-214157000000.0,,,,,
2016-09-30,141016000000.0,-32980000000.0,,-35934000000.0,6245000000.0,,0.0,12073000000.0,84276000000.0,-818000000.0,1032000000.0,131784000000.0,79075000000.0,1.0,18625000000.0,-459000000.0,1719739000000.0,0.0,6837000000.0,2948000000.0,875000000.0,-3460000000.0,2405704000000.0,99812000000.0,1990602000000.0,46095000000.0,1830210000.0,119947000000.0,120822000000.0,-41000000.0,331602000000.0,183021000000.0,293859000000.0,101322000000.0,411370000000,63657000000,10975000000,-210000000.0,,1041383000000.0,-24754000000.0,1200000000,119947000000.0,1.0,108256000000.0,9242000000.0,-4551000000.0,8870000000.0,415102000000.0,509007000000.0,,2948000000.0,17695000000.0,705030000000.0,,303114000000.0,-131000000.0,1830210000.0,1181910000000.0,61933000000.0,,383941000000.0,97281000000.0,12680000000.0,,46015000000.0,12177000000.0,1200000000,3889000000,875000000.0,532376000000.0,-169298000000.0,,,,,
2016-12-31,143384000000.0,-69794000000.0,,-29910000000.0,46000000.0,-1656076000000.0,38971000000.0,13640000000.0,80978000000.0,-1371000000.0,1097000000.0,146865000000.0,74262000000.0,,-22016000000.0,-445000000.0,1793198000000.0,0.0,11703000000.0,3125000000.0,686000000.0,24351000000.0,2396651000000.0,17682000000.0,2014986000000.0,4468000000.0,,97931000000.0,98617000000.0,193000000.0,80606000000.0,183021000000.0,294806000000.0,119947000000.0,466466000000,73336000000,9994000000,-5000000.0,,1023916000000.0,-67902000000.0,6126000000,97931000000.0,,125712000000.0,8743000000.0,-3802000000.0,5805000000.0,381665000000.0,499263000000.0,3449274000000.0,3125000000.0,-14926000000.0,711197000000.0,4659000000.0,340754000000.0,-599000000.0,,1189024000000.0,47315000000.0,46097000000.0,372887000000.0,115718000000.0,-17724000000.0,60590000000.0,53826000000.0,12734000000.0,6126000000,8578000000,7888000000.0,524653000000.0,-171056000000.0,,,,,
2017-03-31,198618000000.0,-41195000000.0,,-29019000000.0,5852000000.0,,0.0,12278000000.0,82915000000.0,-37000000.0,733000000.0,147855000000.0,72988000000.0,3.0,-1613000000.0,-107000000.0,1700630000000.0,0.0,15075000000.0,4456000000.0,4719000000.0,-26920000000.0,2389851000000.0,101875000000.0,1977967000000.0,31793000000.0,1900333333.0,96318000000.0,101037000000.0,,318174000000.0,183021000000.0,297650000000.0,97931000000.0,493559000000,79197000000,19682000000,-4038000000.0,,1003760000000.0,-45284000000.0,5701000000,96318000000.0,3.0,119088000000.0,8022000000.0,0.0,6541000000.0,411884000000.0,557540000000.0,,4456000000.0,1795000000.0,716898000000.0,,374471000000.0,-563000000.0,1900333333.0,1197569000000.0,62465000000.0,,294343000000.0,99406000000.0,-1163000000.0,,45992000000.0,12607000000.0,5701000000,10619000000,4719000000.0,446220000000.0,-243727000000.0,,,,,
2017-06-30,192858000000.0,,,,5480000000.0,,0.0,11531000000.0,83751000000.0,,758000000.0,139230000000.0,71845000000.0,,,,1686890000000.0,0.0,12756000000.0,2412000000.0,6514000000.0,,2399683000000.0,102729000000.0,1968919000000.0,113040000000.0,,114538000000.0,121052000000.0,,91881000000.0,183021000000.0,297755000000.0,,482350000000,18236000000,16801000000,,,1015793000000.0,-41969000000.0,6975000000,114538000000.0,,110155000000.0,6781000000.0,,,430764000000.0,561914000000.0,,,,716908000000.0,29285000000.0,372195000000.0,,,1197684000000.0,62529000000.0,,300191000000.0,93354000000.0,,58995000000.0,44134000000.0,12594000000.0,6975000000,10344000000,6514000000.0,453879000000.0,,,,,,
2017-09-30,197936000000.0,,,,5517000000.0,,0.0,11096000000.0,85091000000.0,,595000000.0,136057000000.0,99462000000.0,3.0,,,1681790000000.0,0.0,12613000000.0,3682000000.0,4318000000.0,,2445812000000.0,102982000000.0,1965403000000.0,-26340000000.0,1563333333.0,165151000000.0,169469000000.0,,372696000000.0,183021000000.0,301023000000.0,,481795000000,18130000000,16877000000,,,1066205000000.0,-42435000000.0,4690000000,165151000000.0,3.0,125651000000.0,6777000000.0,,,480409000000.0,610394000000.0,,,,708922000000.0,,356144000000.0,,1563333333.0,1192966000000.0,63786000000.0,,299925000000.0,108774000000.0,,,48646000000.0,13106000000.0,4690000000,8931000000,4318000000.0,455811000000.0,,,,,,
2017-12-31,175417000000.0,-107274000000.0,,-49839000000.0,106000000.0,-1854128000000.0,33341000000.0,12660000000.0,83076000000.0,-1872000000.0,2788000000.0,144669000000.0,122360000000.0,,-42374000000.0,-3707000000.0,1702813000000.0,0.0,12645000000.0,5746000000.0,13344000000.0,34266000000.0,2404612000000.0,17666000000.0,1979450000000.0,15086000000.0,,122777000000.0,136121000000.0,,103201000000.0,183021000000.0,298062000000.0,165151000000.0,558186000000,84951000000,8909000000,-9125000000.0,,1023293000000.0,-113858000000.0,5432000000,122777000000.0,,137905000000.0,9533000000.0,-12187000000.0,4832000000.0,425162000000.0,576667000000.0,3556941000000.0,5746000000.0,24064000000.0,712437000000.0,4123000000.0,420281000000.0,-835000000.0,,1193520000000.0,53143000000.0,41934000000.0,289858000000.0,128996000000.0,-9389000000.0,67176000000.0,63654000000.0,12562000000.0,5432000000,6899000000,7765000000.0,446626000000.0,-169701000000.0,,,,,
