date,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalAssets,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2006-06-30,1395562611.739365,,-0.214756,,1471.497451,120134515.347334,41038601.048016,84094159.93538,,-202226433.315383,481539179.680488,1001120.983665,38399846.0,30033628.612457,84135363.698748,84094159.93538,-32025569.200125,40044837.551607,-15040849.539002,1040164672.410698,28048063.941892,-2887232834.320589,-3009739.725878,-31034257.953266,29032507.628792,45056820.14232,,5961675287.20158,964079479.447137,567635581.583199,-48053805.42093,,490.785077,-11001048.728282,111091070.145531,-9010088.852989,-12013451.803985,3074442452.880991,,1000630.198588,13031250.942195,2454748581.942201,,82091917.968049,253283601.687309,879985319.511757,4417946775.264764,38399846.0,3453867294.920122,1951184741.518578,282316109.316101,50056047.388261,-3003362.950996,-8008967.869323,71046232.593924,-0.214756,,37041475.498115,57063894.273919,0.0,,-31023467.504085,84094159.93538,-17019055.824807,561628855.681206,160179352.898941,-8008967.869323,297332924.071082,,3022384163.525399,221247731.107521,,,,,,
2006-09-30,1429397922.264016,,0.858198,,425.462191,123120409.278166,-14021658.298313,55053841.124843,,-201196766.075587,503492405.516747,1000979.759986,38433179.0,30029367.723446,84094159.93538,55053841.124843,-31022820.540199,87085167.472685,-75078248.674649,1054030821.243059,-26024600.445849,-2880817381.336199,-29029810.051592,33036850.339774,38037199.534301,73066918.243425,,5904774751.029912,977956422.174458,599586383.664696,-13012726.132903,,-1000836.745154,4008744.823673,157153693.354827,12011747.268494,46045031.345155,3023957369.693713,,1000694.625899,42044097.703227,2342290713.773957,,76074399.068601,282276060.361813,843825244.492208,4371275019.702669,38433179.0,3393318597.528211,1870829633.709475,256250608.096006,53051883.396024,34033284.076661,34033284.076661,69047805.882559,0.858198,,35034262.941071,58056778.613649,0.0,,-27018762.963304,55053841.124843,-7006852.946445,566554078.452445,210205576.750851,34033284.076661,293286828.765896,,2941877096.543077,215210471.968476,142.119256,,,,,
2006-12-31,1665082472.546328,,,,5001835.910219,-89513904.598091,-3062594.058515,556693239.533288,,-172904722.889499,457747762.525738,0.857927,,26985130.404942,55053841.124843,556693239.533288,-8866550.863853,107749311.956638,-56905891.669313,263024752.242812,-52921860.851884,-2183796640.356898,504750942.356325,-1000978.902058,16990638.297872,107779904.210417,,4795357566.060398,1378240534.488675,529708109.986273,263854605.353466,,-996389.903301,51017802.006219,143411313.216007,38005075.873316,79963589.414705,2611560925.7035,,-4588.961109,98913353.346565,2055867135.38092,,4997246.053535,261855706.932052,244789344.884264,4250657717.913521,,2872417183.424846,1621106705.559369,189895360.329444,29743319.342496,41958512.683462,275840348.471362,35662001.259369,,,22825187.356989,54969709.162663,997919.557004,,10118396.894325,556693239.533288,148959240.841953,493727935.827042,18235407.358548,275840348.471362,253860113.246397,,2585575244.509266,244865069.492107,1529.653703,,,,,
2007-03-31,1632343928.571429,,-0.312224,29987947.295423,-571770194.174757,132946566.400832,3998392.857143,50979510.228849,,999598.647712,391842510.402219,999597.78086,38457837.0,23990358.009709,562773809.81276,50979510.228849,-17992768.723994,12994777.21914,2998795.076283,840662121.185853,37984733.009709,-2207112916.955617,-511794299.583911,,45981519.590846,74969868.238558,,4972001653.085992,796679798.023578,499799121.012483,14993973.647712,,-2998795.076283,1999196.428571,64973886.0957,2998795.076283,-10995580.790569,2764888736.130374,,1999196.428571,56977099.514563,2253094436.546463,,140943352.115118,173930093.619972,694720777.565881,4385237485.263523,38457837.0,3588557687.239945,1662331875.866852,311874651.525659,80967457.524272,-12994777.21914,-13994375.0,51979108.87656,-0.312224,,23990358.009709,61975091.019417,-1999195.56172,,-589762962.898752,50979510.228849,0.0,503797513.869626,145941343.619972,-13994375.0,652737651.699029,,2752893556.692094,278887909.153953,,,,,,
2007-06-30,3088766085.486144,,0.119944,28950943.165806,567776960.731826,233604157.820573,12972849.040462,79864668.858619,,573029002.34852,706802323.156411,0.0,85866323.0,4991541.568812,50979510.228849,79864668.858619,-27929416.339416,68883277.595115,-745740220.158481,1617259553.781118,-13027024.226242,-3850475369.657116,590660660.31665,,36937410.051667,204556474.645426,,9734504882.104275,1706108998.590888,836582411.46078,36937409.112259,,,-16973822.074415,225550617.755661,10981392.202912,21962784.405824,5884029512.447158,,,176627058.30601,3926346805.072804,,133773320.807891,527106817.28511,1314772118.36543,7875654702.677313,86049655.0,6169545705.025834,2420897788.633161,414297971.817755,102825761.390324,10981392.202912,10981392.202912,156667340.160546,0.119944,,46920493.189291,92842678.252701,-1455531019.562752,,1133841023.020875,79864668.858619,0.0,1002301599.812118,302487435.415688,10981392.202912,94839294.504462,,4762929216.533584,1091151044.621888,,,,,,
2007-09-30,3215039369.460113,,0.420388,30028387.389202,2992287.6331,254240348.509267,5049575.991195,136128690.572119,,637602763.900081,750709690.77357,1.007252,85899656.0,5004731.063658,79864668.858619,136128690.572119,-19139321.785905,123116390.008058,-83039234.668003,1661570782.634972,-10944461.402322,-4075853148.670427,56261384.02955,,79074754.230459,144874868.840433,,10016469169.016922,1846745840.048348,923873393.432716,73069076.349718,,,-10049030.679701,251788828.964505,39036903.706688,75070968.976632,5940616020.346495,,,125735547.054528,3929714994.963739,,141133421.635778,595563021.756648,1284214044.117647,8068627757.856567,86299654.0,6221881917.808219,2358229375.503626,426403104.35133,126119228.444803,36034065.269944,36034065.269944,128672438.956447,0.420388,,48045420.024174,94088948.428687,-3851315.898897,,-13576545.21479,136128690.572119,0.0,1018963286.663981,377356738.517325,36034065.269944,83078539.484287,,4853588388.396454,1145082515.108783,,,,,,
2007-12-31,3197000000.0,,,111000000.0,945.809831,292419945.60838,15979182.111201,71000000.0,,572000000.0,460000000.0,0.0,,5000000.0,136128690.572119,71000000.0,-50938493.150685,20751135.173247,-199219340.249799,1648936782.836422,-9013247.381144,-4323000000.0,-65127744.762288,,169000000.0,181598788.275584,,9685000000.0,1798000000.0,895000000.0,47000000.0,,,-47976343.674456,154432247.179694,-32057721.595488,-58148561.643836,5362000000.0,,,130660295.124899,3656000000.0,186000000.0,372000000.0,542000000.0,1335765702.054795,7748000000.0,,5950000000.0,2213000000.0,440000000.0,131738833.601934,-26090840.048348,-26090840.048348,133681112.006446,,,64899696.817083,80000000.0,-102618468.976632,,-45501514.907333,71000000.0,0.0,936000000.0,313171080.781628,-26090840.048348,78000000.0,,4551000000.0,1003000000.0,,,,,,
2008-03-31,3170153290.585835,,0.418655,104938870.105897,0.0,227867260.273973,-10993595.647527,56966815.311377,,502707158.262897,742567432.2355,0.0,85916323.0,4997089.283979,70958664.140678,56966815.311377,-28983116.68124,94944691.537938,-32980787.914116,1664030651.899349,-141917329.25289,-4470395860.293403,-13991849.800836,4997089.283979,32980787.914116,26984280.579034,,9646380693.675314,1849922364.713883,878488254.153308,82951677.839308,,,11993013.69863,210877157.291363,18988938.113281,54967979.209171,5175984833.38191,,,-1998836.102205,3545934386.476246,,356792157.77713,597651849.800836,1341218700.087438,7594575931.215389,85982989.0,5744653566.501506,2153745378.412513,401765959.389877,111934794.520548,35979041.09589,35979041.09589,115932465.753425,0.418655,,38977294.277664,102940034.003692,0.0,,-7995342.465753,56966815.311377,-999418.051103,935455069.464685,322811951.811911,35979041.09589,106937705.236569,,4424422640.629554,990423048.673856,,,,,,
2008-06-30,3217000000.0,,0.300001,104000000.0,0.0,212000000.0,,61000000.0,,390000000.0,743000000.0,0.0,85916323.0,5000000.0,56966815.311377,61000000.0,-36016883.31876,91000000.0,-80019212.085884,1639000000.0,-31082670.74711,-4562000000.0,3991849.800836,4002910.716021,37000000.0,113015719.420966,,9680000000.0,1842000000.0,837000000.0,107000000.0,,,1006986.30137,209067534.246575,19000000.0,43000000.0,5118000000.0,,,76998836.102205,3482000000.0,,363000000.0,560000000.0,1336000000.0,7536000000.0,85966322.0,5694000000.0,2122000000.0,361000000.0,94000000.0,24000000.0,24000000.0,118067534.246575,0.300001,,37000000.0,57000000.0,0.0,,-29004657.534247,61000000.0,-11000000.0,926000000.0,303000000.0,24000000.0,109000000.0,,4319000000.0,999000000.0,,,,,,
2008-09-30,3194000000.0,,0.480002,98000000.0,-12000000.0,221000000.0,,127000000.0,,315000000.0,760000000.0,0.0,85916323.0,5000000.0,61000000.0,127000000.0,-49000000.0,111000000.0,-5000000.0,1625000000.0,-70000000.0,-4595000000.0,66000000.0,4000000.0,38000000.0,131000000.0,,9586000000.0,1992000000.0,853000000.0,150000000.0,,,33000000.0,230000000.0,30000000.0,73000000.0,4991000000.0,,,82000000.0,3487000000.0,,351000000.0,582000000.0,1293000000.0,7534000000.0,85949656.0,5542000000.0,2118000000.0,359000000.0,102000000.0,43000000.0,43000000.0,119000000.0,0.480002,,35000000.0,55000000.0,0.0,,-59000000.0,127000000.0,-3000000.0,985000000.0,332000000.0,43000000.0,102000000.0,,4340000000.0,1010000000.0,,,,,,
2008-12-31,2143000000.0,,,81000000.0,0.0,194000000.0,-17000000.0,16000000.0,,-217000000.0,350000000.0,0.0,,5000000.0,127000000.0,16000000.0,-49000000.0,17000000.0,9000000.0,1465000000.0,-124000000.0,-4662000000.0,-108000000.0,-1000000.0,241000000.0,-74000000.0,,8963000000.0,1655000000.0,743000000.0,-526000000.0,,,-88000000.0,-624000000.0,-65000000.0,-741000000.0,4301000000.0,,,-123000000.0,3218000000.0,28000000.0,0.0,477000000.0,1254000000.0,6104000000.0,,4449000000.0,2110000000.0,23000000.0,99000000.0,-676000000.0,-676000000.0,110000000.0,,,22000000.0,61000000.0,0.0,,-44000000.0,16000000.0,-736000000.0,963000000.0,211000000.0,-676000000.0,20000000.0,8000000.0,3961000000.0,824000000.0,,,,,,
2009-03-31,2073000000.0,,-0.540002,76000000.0,0.0,142000000.0,34000000.0,145000000.0,-3000000.0,-246000000.0,576000000.0,0.0,85916323.0,5000000.0,16000000.0,145000000.0,-24000000.0,37000000.0,96000000.0,1302000000.0,-24000000.0,-4734000000.0,129000000.0,35000000.0,0.0,57000000.0,,8888000000.0,1760000000.0,692000000.0,-571000000.0,,,-15000000.0,77000000.0,-8000000.0,-53000000.0,4154000000.0,4000000.0,,33000000.0,3297000000.0,,,506000000.0,1123000000.0,6062000000.0,85916323.0,4302000000.0,2195000000.0,293000000.0,83000000.0,-45000000.0,-45000000.0,99000000.0,-0.540002,,31000000.0,70000000.0,0.0,,-24000000.0,145000000.0,-59000000.0,922000000.0,179000000.0,-45000000.0,72000000.0,,3989000000.0,809000000.0,,,,,,
2009-06-30,2264000000.0,,0.56,80000000.0,0.0,58000000.0,137000000.0,381000000.0,-425000000.0,-104000000.0,591000000.0,0.0,86000000.0,0.0,145000000.0,381000000.0,-18000000.0,145000000.0,-62000000.0,1319000000.0,89000000.0,-4981000000.0,227000000.0,0.0,0.0,306000000.0,,9143000000.0,1971000000.0,670000000.0,-523000000.0,,,74000000.0,243000000.0,68000000.0,116000000.0,4162000000.0,1000000.0,,288000000.0,3352000000.0,,,591000000.0,1116000000.0,6286000000.0,86000000.0,4315000000.0,2162000000.0,309000000.0,86000000.0,48000000.0,48000000.0,104000000.0,0.56,,23000000.0,37000000.0,-13000000.0,,-17000000.0,381000000.0,-6000000.0,805000000.0,203000000.0,48000000.0,73000000.0,,4022000000.0,881000000.0,,,,,,
2009-09-30,2580000000.0,,2.12,83000000.0,0.0,17000000.0,63000000.0,433000000.0,-96000000.0,28000000.0,653000000.0,0.0,86000000.0,85000000.0,381000000.0,433000000.0,-24000000.0,299000000.0,-187000000.0,1440000000.0,-95000000.0,-5267000000.0,48000000.0,0.0,0.0,244000000.0,,9459000000.0,2221000000.0,731000000.0,-340000000.0,,,63000000.0,396000000.0,78000000.0,261000000.0,4192000000.0,1000000.0,,220000000.0,3249000000.0,,,620000000.0,1124000000.0,6560000000.0,86400000.0,4339000000.0,1971000000.0,337000000.0,85000000.0,183000000.0,183000000.0,101000000.0,2.13,,34000000.0,43000000.0,-1000000.0,,-9000000.0,433000000.0,-4000000.0,765000000.0,316000000.0,183000000.0,64000000.0,,3980000000.0,941000000.0,,,,,,
2009-12-31,2662000000.0,,,85000000.0,0.0,36000000.0,27000000.0,324000000.0,-275000000.0,-16000000.0,686000000.0,0.0,,0.0,433000000.0,324000000.0,-40000000.0,259000000.0,-261000000.0,1404000000.0,-117000000.0,-5446000000.0,-111000000.0,122000000.0,0.0,185000000.0,,9575000000.0,2202000000.0,771000000.0,-216000000.0,0.0,,,304000000.0,42000000.0,166000000.0,4129000000.0,2000000.0,,145000000.0,3086000000.0,,,536000000.0,1109000000.0,6519000000.0,,4317000000.0,1701000000.0,0.0,91000000.0,124000000.0,124000000.0,101000000.0,,,37000000.0,54000000.0,14000000.0,,-35000000.0,324000000.0,-56000000.0,745000000.0,295000000.0,124000000.0,103000000.0,,3857000000.0,1019000000.0,,,,,,
2010-03-31,2748000000.0,,0.67,86000000.0,0.0,157000000.0,10000000.0,314000000.0,-126000000.0,13000000.0,668000000.0,0.0,86000000.0,78000000.0,324000000.0,314000000.0,-31000000.0,158000000.0,-109000000.0,1457000000.0,-73000000.0,-5548000000.0,-10000000.0,23000000.0,0.0,123000000.0,,9618000000.0,2270000000.0,754000000.0,-158000000.0,,,15000000.0,218000000.0,26000000.0,84000000.0,4070000000.0,1000000.0,,92000000.0,3026000000.0,,,628000000.0,1142000000.0,6528000000.0,86600000.0,4258000000.0,1600000000.0,0.0,84000000.0,58000000.0,58000000.0,102000000.0,0.675,,32000000.0,50000000.0,-3000000.0,,-24000000.0,314000000.0,-42000000.0,743000000.0,315000000.0,58000000.0,102000000.0,,3780000000.0,1038000000.0,,,,,,
2010-06-30,2642000000.0,,0.355,62000000.0,97000000.0,225000000.0,69000000.0,514000000.0,-417000000.0,-85000000.0,678000000.0,0.0,86000000.0,73000000.0,314000000.0,514000000.0,-43000000.0,115000000.0,-472000000.0,1547000000.0,392000000.0,-5401000000.0,199000000.0,15000000.0,0.0,610000000.0,,9269000000.0,2001000000.0,779000000.0,-138000000.0,,,-12000000.0,197000000.0,-5000000.0,26000000.0,3868000000.0,1000000.0,,567000000.0,2630000000.0,,,659000000.0,1207000000.0,6051000000.0,86800000.0,4050000000.0,1186000000.0,0.0,69000000.0,31000000.0,31000000.0,101000000.0,0.36,,70000000.0,60000000.0,-26000000.0,,61000000.0,514000000.0,-19000000.0,616000000.0,340000000.0,31000000.0,120000000.0,,3409000000.0,1033000000.0,,,,,,
2010-09-30,2811000000.0,,2.22,56000000.0,0.0,174000000.0,-39000000.0,537000000.0,-236000000.0,-64000000.0,662000000.0,0.0,85400000.0,66000000.0,514000000.0,537000000.0,-38000000.0,251000000.0,-281000000.0,1473000000.0,-26000000.0,-5555000000.0,24000000.0,0.0,0.0,267000000.0,,9335000000.0,2039000000.0,740000000.0,43000000.0,,-15000000.0,4000000.0,333000000.0,21000000.0,212000000.0,3780000000.0,1000000.0,,229000000.0,2438000000.0,,,653000000.0,1048000000.0,5989000000.0,86000000.0,3950000000.0,961000000.0,0.0,91000000.0,191000000.0,191000000.0,97000000.0,2.235,,24000000.0,48000000.0,-19000000.0,,38000000.0,537000000.0,-15000000.0,639000000.0,425000000.0,191000000.0,114000000.0,,3178000000.0,1033000000.0,,,,,,
2010-12-31,3202000000.0,,,56000000.0,0.0,197000000.0,-1000000.0,530000000.0,-138000000.0,-10000000.0,678000000.0,0.0,,0.0,537000000.0,530000000.0,-41000000.0,156000000.0,-156000000.0,1373000000.0,-86000000.0,-5488000000.0,-7000000.0,4000000.0,0.0,166000000.0,,9255000000.0,2000000000.0,725000000.0,357000000.0,,0.0,-181000000.0,251000000.0,-199000000.0,126000000.0,3767000000.0,2000000.0,,125000000.0,2099000000.0,,,601000000.0,1020000000.0,6026000000.0,,4026000000.0,825000000.0,0.0,94000000.0,325000000.0,325000000.0,95000000.0,,,30000000.0,25000000.0,12000000.0,,-17000000.0,530000000.0,-1000000.0,648000000.0,353000000.0,325000000.0,203000000.0,,2824000000.0,924000000.0,-10000000.0,,,,,
2011-03-31,3288000000.0,,1.57,57000000.0,,177000000.0,1000000.0,604000000.0,2000000.0,18000000.0,661000000.0,0.0,84200000.0,0.0,530000000.0,604000000.0,-4000000.0,225000000.0,-74000000.0,1423000000.0,-105000000.0,-5625000000.0,74000000.0,1000000.0,0.0,148000000.0,,9336000000.0,2170000000.0,709000000.0,480000000.0,,-69000000.0,29000000.0,304000000.0,57000000.0,190000000.0,3711000000.0,1000000.0,,144000000.0,2144000000.0,,,721000000.0,1021000000.0,6141000000.0,84800000.0,3971000000.0,825000000.0,364000000.0,90000000.0,133000000.0,133000000.0,93000000.0,1.58,,21000000.0,27000000.0,4000000.0,,0.0,604000000.0,-14000000.0,643000000.0,402000000.0,133000000.0,203000000.0,,2853000000.0,955000000.0,-11000000.0,,,,,
2011-06-30,3194000000.0,,0.65,56000000.0,0.0,188000000.0,33000000.0,742000000.0,-1000000.0,42000000.0,676000000.0,0.0,82200000.0,54000000.0,604000000.0,742000000.0,-29000000.0,159000000.0,-174000000.0,1403000000.0,87000000.0,-4980000000.0,137000000.0,0.0,0.0,306000000.0,,8553000000.0,2247000000.0,732000000.0,519000000.0,,-165000000.0,1000000.0,190000000.0,20000000.0,74000000.0,3573000000.0,1000000.0,,277000000.0,2152000000.0,,,668000000.0,1056000000.0,6078000000.0,82800000.0,3831000000.0,824000000.0,366000000.0,88000000.0,54000000.0,54000000.0,95000000.0,0.655,,21000000.0,27000000.0,2000000.0,,5000000.0,742000000.0,-64000000.0,612000000.0,347000000.0,54000000.0,202000000.0,,2884000000.0,962000000.0,-10000000.0,,,,,
2011-09-30,2999000000.0,,1.475,205000000.0,0.0,166000000.0,-14000000.0,461000000.0,-25000000.0,-65000000.0,753000000.0,0.0,79000000.0,53000000.0,742000000.0,461000000.0,-31000000.0,196000000.0,-224000000.0,1417000000.0,13000000.0,-4934000000.0,-280000000.0,307000000.0,0.0,257000000.0,,8424000000.0,1960000000.0,804000000.0,623000000.0,,-181000000.0,26000000.0,280000000.0,45000000.0,162000000.0,3490000000.0,1000000.0,,226000000.0,2217000000.0,,163000000.0,679000000.0,1055000000.0,6020000000.0,79400000.0,4060000000.0,837000000.0,328000000.0,75000000.0,117000000.0,117000000.0,93000000.0,1.48,,25000000.0,22000000.0,-3000000.0,,-313000000.0,461000000.0,-9000000.0,630000000.0,362000000.0,117000000.0,202000000.0,,3021000000.0,1052000000.0,-15000000.0,,,,,
2011-12-31,2972000000.0,,,204000000.0,-7000000.0,228000000.0,-18000000.0,444000000.0,-10000000.0,-74000000.0,688000000.0,0.0,,0.0,461000000.0,444000000.0,-80000000.0,102000000.0,-102000000.0,1369000000.0,14000000.0,-4989000000.0,-17000000.0,61000000.0,0.0,172000000.0,17000000.0,8448000000.0,1934000000.0,716000000.0,671000000.0,0.0,-79000000.0,-16000000.0,183000000.0,11000000.0,79000000.0,3459000000.0,0.0,,92000000.0,2181000000.0,,163000000.0,644000000.0,1039000000.0,5869000000.0,,3935000000.0,837000000.0,417000000.0,87000000.0,61000000.0,61000000.0,95000000.0,,,9000000.0,11000000.0,0.0,,-87000000.0,444000000.0,-15000000.0,652000000.0,330000000.0,61000000.0,109000000.0,,2897000000.0,927000000.0,-13000000.0,,,,,
2012-03-31,3009000000.0,,0.38,328000000.0,-2000000.0,198000000.0,1000000.0,315000000.0,-181000000.0,-52000000.0,637000000.0,0.0,73400000.0,49000000.0,444000000.0,315000000.0,-29000000.0,112000000.0,104000000.0,1398000000.0,-100000000.0,-5129000000.0,-129000000.0,25000000.0,0.0,30000000.0,,8613000000.0,1884000000.0,675000000.0,686000000.0,-232000000.0,-4000000.0,3000000.0,206000000.0,8000000.0,38000000.0,3484000000.0,1000000.0,,1000000.0,2354000000.0,,234000000.0,702000000.0,1088000000.0,6038000000.0,74000000.0,4154000000.0,952000000.0,434000000.0,99000000.0,28000000.0,28000000.0,97000000.0,0.38,,71000000.0,19000000.0,2000000.0,,-263000000.0,315000000.0,-3000000.0,676000000.0,310000000.0,28000000.0,108000000.0,,3029000000.0,968000000.0,-13000000.0,,,,,
2012-06-30,2948000000.0,,0.805,346000000.0,-2000000.0,187000000.0,2000000.0,276000000.0,-7000000.0,-84000000.0,639000000.0,0.0,72800000.0,49000000.0,315000000.0,276000000.0,-76000000.0,106000000.0,-75000000.0,1368000000.0,13000000.0,-5174000000.0,-39000000.0,58000000.0,0.0,175000000.0,,8624000000.0,1809000000.0,690000000.0,729000000.0,-61000000.0,-69000000.0,5000000.0,202000000.0,27000000.0,88000000.0,3450000000.0,1000000.0,,99000000.0,2335000000.0,,260000000.0,642000000.0,1075000000.0,5973000000.0,73200000.0,4164000000.0,950000000.0,395000000.0,89000000.0,59000000.0,59000000.0,96000000.0,0.81,,18000000.0,28000000.0,-1000000.0,,-139000000.0,276000000.0,0.0,673000000.0,293000000.0,59000000.0,108000000.0,,3025000000.0,990000000.0,-13000000.0,,,,,
2012-09-30,3004000000.0,,0.92,347000000.0,-1000000.0,178000000.0,17000000.0,593000000.0,-2000000.0,-34000000.0,682000000.0,0.0,71400000.0,49000000.0,276000000.0,593000000.0,-66000000.0,111000000.0,178000000.0,1389000000.0,44000000.0,-5330000000.0,317000000.0,59000000.0,0.0,206000000.0,,8794000000.0,2132000000.0,720000000.0,779000000.0,0.0,-43000000.0,5000000.0,205000000.0,22000000.0,89000000.0,3464000000.0,1000000.0,,140000000.0,2595000000.0,,261000000.0,674000000.0,1100000000.0,6319000000.0,71600000.0,4187000000.0,1196000000.0,402000000.0,80000000.0,66000000.0,66000000.0,96000000.0,0.925,,20000000.0,22000000.0,-2000000.0,,-67000000.0,593000000.0,-2000000.0,663000000.0,289000000.0,66000000.0,115000000.0,,3315000000.0,997000000.0,-16000000.0,,,,,
2012-12-31,2877000000.0,,0.27,309000000.0,5000000.0,187000000.0,-15000000.0,661000000.0,-2000000.0,-128000000.0,646000000.0,0.0,70200000.0,0.0,593000000.0,661000000.0,-65000000.0,82000000.0,-55000000.0,1327000000.0,24000000.0,-5392000000.0,68000000.0,-155000000.0,9000000.0,140000000.0,,8793000000.0,2015000000.0,758000000.0,782000000.0,-6000000.0,-41000000.0,-14000000.0,178000000.0,1000000.0,21000000.0,3401000000.0,2000000.0,,75000000.0,2488000000.0,223000000.0,263000000.0,562000000.0,1058000000.0,6123000000.0,70400000.0,4108000000.0,1128000000.0,457000000.0,90000000.0,19000000.0,19000000.0,96000000.0,0.27,,-34000000.0,97000000.0,1000000.0,,-17000000.0,661000000.0,-39000000.0,675000000.0,269000000.0,19000000.0,135000000.0,7000000.0,3246000000.0,903000000.0,-16000000.0,,,,,
2013-03-31,2842000000.0,-53000000.0,0.645,304000000.0,0.0,204000000.0,-1000000.0,513000000.0,-95000000.0,-148000000.0,645000000.0,31000000.0,69600000.0,0.0,661000000.0,513000000.0,-56000000.0,59000000.0,-162000000.0,1345000000.0,-79000000.0,-5454000000.0,-147000000.0,-1000000.0,0.0,63000000.0,,8782000000.0,1933000000.0,681000000.0,812000000.0,-1000000.0,-47000000.0,1000000.0,154000000.0,-22000000.0,24000000.0,3328000000.0,1000000.0,,7000000.0,2437000000.0,,261000000.0,612000000.0,1082000000.0,5960000000.0,69800000.0,4027000000.0,1104000000.0,433000000.0,91000000.0,45000000.0,45000000.0,95000000.0,0.645,-1000000.0,25000000.0,21000000.0,1000000.0,-8000000.0,-48000000.0,513000000.0,-10000000.0,671000000.0,263000000.0,45000000.0,134000000.0,,3118000000.0,900000000.0,-16000000.0,,,,,
2013-06-30,2652000000.0,23000000.0,-0.69,310000000.0,0.0,237000000.0,-9000000.0,432000000.0,-2000000.0,-174000000.0,683000000.0,0.0,66800000.0,0.0,513000000.0,432000000.0,-62000000.0,-7000000.0,-129000000.0,1312000000.0,68000000.0,-5454000000.0,-81000000.0,-1000000.0,0.0,120000000.0,,8710000000.0,1835000000.0,711000000.0,747000000.0,-11000000.0,-100000000.0,-1000000.0,86000000.0,-5000000.0,-51000000.0,3256000000.0,2000000.0,,58000000.0,2438000000.0,,262000000.0,586000000.0,1082000000.0,5801000000.0,66800000.0,3966000000.0,1102000000.0,432000000.0,95000000.0,-46000000.0,-46000000.0,93000000.0,-0.69,0.0,21000000.0,9000000.0,0.0,27000000.0,-72000000.0,432000000.0,-23000000.0,678000000.0,230000000.0,-46000000.0,138000000.0,,3149000000.0,904000000.0,-15000000.0,,,,,
2013-09-30,2681000000.0,-16000000.0,0.41,409000000.0,0.0,210000000.0,-9000000.0,191000000.0,-2000000.0,-119000000.0,693000000.0,0.0,65400000.0,0.0,432000000.0,191000000.0,-62000000.0,49000000.0,-52000000.0,1375000000.0,-25000000.0,-5576000000.0,-241000000.0,-2000000.0,0.0,104000000.0,,8928000000.0,1614000000.0,721000000.0,756000000.0,-276000000.0,-36000000.0,-9000000.0,142000000.0,1000000.0,28000000.0,3352000000.0,1000000.0,,42000000.0,2483000000.0,,367000000.0,583000000.0,1116000000.0,5885000000.0,65600000.0,4271000000.0,1102000000.0,435000000.0,95000000.0,27000000.0,27000000.0,93000000.0,0.415,0.0,21000000.0,12000000.0,1000000.0,-4000000.0,-293000000.0,191000000.0,-20000000.0,703000000.0,259000000.0,27000000.0,143000000.0,,3204000000.0,946000000.0,-19000000.0,,,,,
