date,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyInventory,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyTotalAssets,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment
2010-09-30,143000000,143000000,2257000000.0,-83000000.0,-680000000.0,210000000.0,3901000000.0,15296000000.0,-10000000.0,,575000000.0,0.0,,9010000000.0,4355000000.0,,5000000.0,1573000000.0,2042000000.0,,967000000.0,,339000000.0,197000000.0,4557000000.0,145291500.0,202000000.0,18520000000.0,533000000.0,197000000.0,-763000000.0,1669000000.0,901000000.0,,25357000000.0,,143000000,,-2540000000.0,4269000000.0,29000000000.0,124375500.0,1348000000,1.151272,,5842000000,1220000000.0,,,15296000000.0,202000000.0,0.0,614000000,,,,-122000000.0,,6837000000.0,143000000.0,2921000000.0,-5509000000.0,,,-3643000000.0,1988000000.0,-406000000.0,20061000000.0,8939000000.0,369000000.0,,1.044177,0.0,,,,
2010-12-31,-98000000,-98000000,2236000000.0,151000000.0,-550000000.0,349000000.0,3656000000.0,15082000000.0,-13000000.0,,594000000.0,-35000000.0,0.0,8756000000.0,4328000000.0,,-34000000.0,1568000000.0,2085000000.0,,932000000.0,,339000000.0,202000000.0,4496000000.0,,168000000.0,18250000000.0,27000000.0,226000000.0,-399000000.0,1776000000.0,513000000.0,-3000000.0,25088000000.0,,-98000000,,-2755000000.0,4018000000.0,29033000000.0,,1102000000,,,5586000000,1156000000.0,,270000000.0,26717000000.0,168000000.0,1412000000.0,378000000,,,,-534000000.0,,6838000000.0,-133000000.0,2916000000.0,-5607000000.0,,,-3945000000.0,1936000000.0,-281000000.0,20253000000.0,8780000000.0,560000000.0,-11635000000.0,,2853000000.0,,,,
2011-03-31,-436000000,-436000000,2955000000.0,708000000.0,-365000000.0,965000000.0,0.0,15116000000.0,-18000000.0,,595000000.0,0.0,0.0,9568000000.0,5513000000.0,,118000000.0,2659000000.0,2334000000.0,,217000000.0,,339000000.0,168000000.0,5799000000.0,124375500.0,286000000.0,18288000000.0,-1190000000.0,193000000.0,343000000.0,6152000000.0,124000000.0,,27113000000.0,,-436000000,,-2333000000.0,2874000000.0,31062000000.0,124375500.0,-232000000,-3.507363,,5533000000,1267000000.0,,,15116000000.0,286000000.0,0.0,33000000,,,,-1555000000.0,,8825000000.0,-436000000.0,3106000000.0,-6043000000.0,,,-3949000000.0,2099000000.0,-323000000.0,21209000000.0,9853000000.0,1054000000.0,,-3.507363,0.0,,,,
2011-06-30,-286000000,-286000000,2424000000.0,-55000000.0,-396000000.0,-170000000.0,4634000000.0,15155000000.0,-10000000.0,,641000000.0,0.0,,9428000000.0,4858000000.0,,32000000.0,3049000000.0,2011000000.0,,211000000.0,,341000000.0,286000000.0,5176000000.0,125122500.0,318000000.0,17790000000.0,653000000.0,205000000.0,-451000000.0,1741000000.0,138000000.0,,25787000000.0,,-286000000,,-2613000000.0,3065000000.0,30296000000.0,125122500.0,-78000000,-2.27577,,6114000000,1291000000.0,,,15155000000.0,318000000.0,-748000000.0,185000000,,,,257000000.0,,7997000000.0,-286000000.0,3143000000.0,-6329000000.0,,,-4509000000.0,2165000000.0,-861000000.0,20530000000.0,9766000000.0,778000000.0,,-2.27577,0.0,,,,
2011-09-30,-162000000,-162000000,2535000000.0,-307000000.0,-481000000.0,-75000000.0,4392000000.0,15142000000.0,-7000000.0,,631000000.0,0.0,,9552000000.0,3992000000.0,,-14000000.0,3128000000.0,1928000000.0,,204000000.0,,341000000.0,318000000.0,4296000000.0,125122500.0,304000000.0,17881000000.0,,200000000.0,-788000000.0,1374000000.0,201000000.0,,24719000000.0,,-162000000,,-2783000000.0,3248000000.0,29552000000.0,125122500.0,39000000,-1.285141,,6376000000,1150000000.0,,,15142000000.0,304000000.0,0.0,311000000,,,,368000000.0,,6838000000.0,-162000000.0,3209000000.0,-6491000000.0,,,-4833000000.0,2198000000.0,-343000000.0,20629000000.0,8923000000.0,512000000.0,,-1.285141,0.0,,,,
2011-12-31,-1095000000,-1095000000,2599000000.0,334000000.0,-372000000.0,7000000.0,0.0,14306000000.0,-854000000.0,,617000000.0,0.0,,6702000000.0,3718000000.0,,-21000000.0,2847000000.0,5581000000.0,902000000.0,186000000.0,,341000000.0,304000000.0,4001000000.0,,283000000.0,17091000000.0,,188000000.0,-38000000.0,1518000000.0,240000000.0,,23848000000.0,,-1095000000,,-3964000000.0,3109000000.0,30959000000.0,,-59000000,,,5956000000,1007000000.0,,110000000.0,24854000000.0,283000000.0,-288000000.0,-636000000,,,,-362000000.0,,6757000000.0,-1095000000.0,3168000000.0,-7586000000.0,,,-7111000000.0,2172000000.0,-1018000000.0,22329000000.0,8630000000.0,402000000.0,-10548000000.0,,4843000000.0,,,,
2012-03-31,-1660000000,-1660000000,1928000000.0,1067000000.0,-238000000.0,10000000.0,0.0,13918000000.0,-1422000000.0,,619000000.0,0.0,,6575000000.0,4444000000.0,,92000000.0,2979000000.0,1700000000.0,,887000000.0,,341000000.0,283000000.0,4819000000.0,125122500.0,375000000.0,16733000000.0,-759000000.0,166000000.0,829000000.0,6441000000.0,324000000.0,,24511000000.0,,-1660000000,,-3884000000.0,3058000000.0,33197000000.0,125122500.0,-78000000,-13.253012,,6037000000,1336000000.0,,,13918000000.0,375000000.0,0.0,-1234000000,,,,-985000000.0,,7778000000.0,-1660000000.0,3136000000.0,-9246000000.0,,,-8686000000.0,2173000000.0,-314000000.0,23654000000.0,9543000000.0,389000000.0,,-13.253012,15001000000.0,,,,
2012-06-30,-241000000,-241000000,2077000000.0,655000000.0,-495000000.0,-44000000.0,5151000000.0,13784000000.0,-344000000.0,,593000000.0,0.0,,6323000000.0,4609000000.0,,-4000000.0,3029000000.0,1899000000.0,,881000000.0,,341000000.0,375000000.0,4980000000.0,125122500.0,371000000.0,16742000000.0,-165000000.0,152000000.0,160000000.0,1598000000.0,244000000.0,,24726000000.0,,-241000000,,-3930000000.0,3423000000.0,33694000000.0,125122500.0,248000000,-1.927711,,6452000000,1362000000.0,,,13981000000.0,371000000.0,0.0,172000000,,,,-615000000.0,,7984000000.0,-241000000.0,3175000000.0,-9487000000.0,,,-8968000000.0,2171000000.0,-288000000.0,23628000000.0,10066000000.0,486000000.0,-197000000.0,-1.927711,15148000000.0,,,,
2012-09-30,-238000000,-238000000,2129000000.0,-155000000.0,-420000000.0,-104000000.0,4730000000.0,13620000000.0,-346000000.0,,596000000.0,0.0,,6097000000.0,3718000000.0,,137000000.0,2993000000.0,2029000000.0,,875000000.0,,341000000.0,371000000.0,4226000000.0,125122500.0,508000000.0,16624000000.0,815000000.0,161000000.0,-575000000.0,1508000000.0,285000000.0,,23927000000.0,,-238000000,,-2101000000.0,3436000000.0,31302000000.0,125122500.0,262000000,-1.900937,,6429000000,1283000000.0,,,13818000000.0,508000000.0,0.0,179000000,,,,396000000.0,,7303000000.0,-238000000.0,3174000000.0,-9725000000.0,,,-7375000000.0,2199000000.0,-389000000.0,21716000000.0,9586000000.0,376000000.0,-198000000.0,-1.900937,13493000000.0,,,,
2012-12-31,263000000,263000000,2167000000.0,-288000000.0,-735000000.0,627000000.0,4524000000.0,13402000000.0,-264000000.0,,580000000.0,-569000000.0,,6735000000.0,3412000000.0,,-28000000.0,11417000000.0,2117000000.0,1124000000.0,869000000.0,,341000000.0,508000000.0,3892000000.0,,480000000.0,16438000000.0,,109000000.0,-1023000000.0,1388000000.0,656000000.0,306000000.0,23510000000.0,,263000000,,-2980000000.0,-5480000000.0,31497000000.0,,61000000,,,5937000000,1244000000.0,,223000000.0,24233000000.0,480000000.0,-112000000.0,-197000000,,,,-367000000.0,,7072000000.0,-306000000.0,-5541000000.0,-9462000000.0,,,-7987000000.0,1941000000.0,-297000000.0,22193000000.0,9304000000.0,561000000.0,-10831000000.0,,8074000000.0,,,,
2013-03-31,-341000000,-341000000,2159000000.0,683000000.0,-885000000.0,531000000.0,5180000000.0,13305000000.0,-197000000.0,,595000000.0,-22000000.0,,6646000000.0,3638000000.0,,126000000.0,4962000000.0,2084000000.0,1243000000.0,863000000.0,,341000000.0,480000000.0,4244000000.0,125122500.0,606000000.0,16327000000.0,-226000000.0,250000000.0,-202000000.0,1256000000.0,764000000.0,,23852000000.0,,-341000000,,-3030000000.0,1136000000.0,32228000000.0,125122500.0,80000000,-2.730924,,6098000000,1440000000.0,,,13305000000.0,606000000.0,-3000000.0,-113000000,,,,-1088000000.0,,7525000000.0,-363000000.0,1056000000.0,-9803000000.0,,,-8376000000.0,1899000000.0,-394000000.0,22238000000.0,9990000000.0,524000000.0,-219000000.0,-2.730924,8487000000.0,,,,
2013-06-30,220000000,220000000,2172000000.0,1157000000.0,-919000000.0,1738000000.0,5665000000.0,13550000000.0,-131000000.0,,589000000.0,0.0,,7987000000.0,5606000000.0,,-2000000.0,4883000000.0,2170000000.0,1376000000.0,859000000.0,,341000000.0,606000000.0,6210000000.0,144918000.0,604000000.0,16581000000.0,-1968000000.0,156000000.0,238000000.0,1298000000.0,372000000.0,,26216000000.0,,220000000,,-3090000000.0,1566000000.0,34432000000.0,125122500.0,502000000,1.740295,,6449000000,1507000000.0,,,13550000000.0,604000000.0,-10000000.0,376000000,,,,-2897000000.0,,9635000000.0,220000000.0,1064000000.0,-9584000000.0,,,-8216000000.0,1856000000.0,-157000000.0,23763000000.0,10669000000.0,576000000.0,-243000000.0,1.579652,8707000000.0,,,,
2013-09-30,289000000,289000000,2214000000.0,-37000000.0,-596000000.0,1257000000.0,5293000000.0,13472000000.0,-233000000.0,,681000000.0,0.0,,8863000000.0,6046000000.0,,113000000.0,5039000000.0,2139000000.0,1340000000.0,853000000.0,,342000000.0,604000000.0,6763000000.0,144918000.0,717000000.0,16539000000.0,-440000000.0,196000000.0,-633000000.0,1335000000.0,360000000.0,,26780000000.0,,289000000,,-3090000000.0,1789000000.0,34702000000.0,125496000.0,713000000,2.302544,,6828000000,1307000000.0,,,13472000000.0,717000000.0,-72000000.0,485000000,,,,-1107000000.0,,10241000000.0,289000000.0,1076000000.0,-9295000000.0,,,-7922000000.0,2166000000.0,-1501000000.0,24604000000.0,10098000000.0,464000000.0,-11042000000.0,2.034806,8755000000.0,,,,
2013-12-31,-2001000000,-2001000000,2299000000.0,-1128000000.0,-714000000.0,273000000.0,7385000000.0,19259000000.0,-2749000000.0,4086000000.0,1012000000.0,-324000000.0,,15353000000.0,8111000000.0,,423000000.0,5611000000.0,3607000000.0,1560000000.0,2311000000.0,,3000000.0,717000000.0,9251000000.0,,1140000000.0,27955000000.0,-708000000.0,254000000.0,-1842000000.0,1446000000.0,95000000.0,,42278000000.0,,-2001000000,,-2032000000.0,1757000000.0,45009000000.0,,672000000,,,7368000000,1368000000.0,,935000000.0,30392000000.0,1140000000.0,232000000.0,-2071000000,,,,1278000000.0,,14323000000.0,-2325000000.0,1085000000.0,-11296000000.0,,,-2731000000.0,301000000.0,-874000000.0,31203000000.0,13806000000.0,0.0,-11133000000.0,,9087000000.0,,,,
2014-03-31,480000000,480000000,2192000000.0,1256000000.0,-1047000000.0,-194000000.0,8637000000.0,19944000000.0,136000000.0,4089000000.0,1052000000.0,13000000.0,,15244000000.0,8405000000.0,,119000000.0,7960000000.0,3355000000.0,2008000000.0,2319000000.0,,6000000.0,1140000000.0,9664000000.0,741335000.0,1259000000.0,28544000000.0,-294000000.0,243000000.0,209000000.0,1441000000.0,-91000000.0,,43737000000.0,,480000000,,-2135000000.0,2035000000.0,42642000000.0,723971000.0,593000000,0.66,,9995000000,1646000000.0,,990000000.0,31395000000.0,1259000000.0,88000000.0,736000000,,,,-943000000.0,,15193000000.0,493000000.0,1442000000.0,-10816000000.0,,,1095000000.0,401000000.0,-501000000.0,27563000000.0,15079000000.0,0.0,-11451000000.0,0.65,5563000000.0,,,,
2014-06-30,864000000,864000000,2190000000.0,1381000000.0,-1631000000.0,-26000000.0,8562000000.0,21236000000.0,-242000000.0,4089000000.0,1093000000.0,340000000.0,,15205000000.0,8249000000.0,,-49000000.0,8147000000.0,3350000000.0,1981000000.0,2330000000.0,,7000000.0,1259000000.0,9459000000.0,734767000.0,1210000000.0,29845000000.0,156000000.0,214000000.0,-250000000.0,1523000000.0,90000000.0,,44811000000.0,,864000000,,-1846000000.0,3208000000.0,40725000000.0,720600000.0,1652000000,1.2,,11355000000,1653000000.0,,905000000.0,32868000000.0,1210000000.0,65000000.0,1418000000,,,,-1404000000.0,,14966000000.0,1204000000.0,1556000000.0,-9953000000.0,,,4086000000.0,489000000.0,-644000000.0,25637000000.0,15088000000.0,0.0,-11632000000.0,1.17,3823000000.0,,,,
2014-09-30,942000000,942000000,2166000000.0,-361000000.0,-1328000000.0,107000000.0,7823000000.0,22163000000.0,-331000000.0,4089000000.0,1182000000.0,7000000.0,,15651000000.0,6721000000.0,,-32000000.0,8153000000.0,3128000000.0,1961000000.0,2305000000.0,,7000000.0,1210000000.0,7899000000.0,735196000.0,1178000000.0,30723000000.0,,210000000.0,-1689000000.0,1439000000.0,-13000000.0,,44173000000.0,,942000000,-127000000.0,-1893000000.0,2986000000.0,39202000000.0,719067000.0,1483000000,1.31,,11139000000,1498000000.0,,871000000.0,34196000000.0,1178000000.0,7000000.0,1159000000,,,,222000000.0,,13450000000.0,949000000.0,1503000000.0,-9086000000.0,,,4971000000.0,472000000.0,-1674000000.0,25314000000.0,13888000000.0,0.0,-12033000000.0,1.28,3828000000.0,,,,
2014-12-31,597000000,597000000,2244000000.0,804000000.0,-1305000000.0,-202000000.0,7059000000.0,23084000000.0,-564000000.0,4091000000.0,1004000000.0,-30000000.0,,16196000000.0,6309000000.0,,-184000000.0,7423000000.0,3291000000.0,1771000000.0,2240000000.0,,7000000.0,1178000000.0,7303000000.0,,994000000.0,31659000000.0,,220000000.0,-501000000.0,1708000000.0,-86000000.0,5789000000.0,43771000000.0,,597000000,-907000000.0,-4559000000.0,2737000000.0,41750000000.0,,1342000000,,,10160000000,1377000000.0,,829000000.0,35343000000.0,994000000.0,101000000.0,787000000,,,-72000000.0,-786000000.0,,12112000000.0,567000000.0,1395000000.0,-8562000000.0,,,2021000000.0,417000000.0,-313000000.0,28315000000.0,13435000000.0,0.0,-12259000000.0,,3728000000.0,,,,
2015-03-31,932000000,932000000,2211000000.0,2494000000.0,-1409000000.0,762000000.0,8191000000.0,24042000000.0,-383000000.0,4091000000.0,995000000.0,11000000.0,,17638000000.0,8125000000.0,,54000000.0,6850000000.0,3171000000.0,1826000000.0,2281000000.0,,7000000.0,994000000.0,9173000000.0,716930000.0,1048000000.0,32625000000.0,-3474000000.0,210000000.0,1085000000.0,1284000000.0,-7000000.0,1660000000.0,46754000000.0,,932000000,-181000000.0,-4590000000.0,2977000000.0,43990000000.0,696415000.0,1526000000,1.34,,9827000000,1587000000.0,,788000000.0,36551000000.0,1048000000.0,17000000.0,1153000000,,,-70000000.0,-3202000000.0,,14129000000.0,943000000.0,1451000000.0,-7702000000.0,,,2764000000.0,413000000.0,-746000000.0,29757000000.0,14233000000.0,0.0,-12509000000.0,1.3,3814000000.0,,,,
2015-06-30,1704000000,1704000000,2106000000.0,2347000000.0,-1730000000.0,-950000000.0,8409000000.0,25288000000.0,-143000000.0,4091000000.0,1069000000.0,15000000.0,,17152000000.0,7967000000.0,,-96000000.0,7205000000.0,3311000000.0,1892000000.0,2274000000.0,,7000000.0,1048000000.0,8919000000.0,707611000.0,952000000.0,33759000000.0,-1619000000.0,223000000.0,617000000.0,1642000000.0,1000000.0,1828000000.0,47868000000.0,,1704000000,-750000000.0,-4620000000.0,3622000000.0,44232000000.0,688727000.0,2075000000,2.47,,10827000000,1683000000.0,,746000000.0,38085000000.0,952000000.0,10000000.0,1942000000,,,-70000000.0,-1493000000.0,,14109000000.0,1719000000.0,1547000000.0,-6070000000.0,,,3636000000.0,439000000.0,-361000000.0,29187000000.0,15045000000.0,0.0,-12797000000.0,2.41,3812000000.0,,,,
2015-09-30,1693000000,1693000000,2365000000.0,1180000000.0,-1482000000.0,221000000.0,7460000000.0,26292000000.0,-246000000.0,4091000000.0,1010000000.0,16000000.0,,18849000000.0,7857000000.0,,64000000.0,6958000000.0,3464000000.0,1828000000.0,2261000000.0,,6000000.0,952000000.0,8873000000.0,680739000.0,1016000000.0,35009000000.0,-2624000000.0,219000000.0,-302000000.0,1712000000.0,-29000000.0,2731000000.0,48715000000.0,,1693000000,-1480000000.0,-4651000000.0,3748000000.0,44953000000.0,661869000.0,2164000000,2.56,,10706000000,1525000000.0,,709000000.0,39207000000.0,1016000000.0,37000000.0,1928000000,,,-66000000.0,-1337000000.0,,13706000000.0,1709000000.0,1584000000.0,-4445000000.0,,,3762000000.0,453000000.0,-714000000.0,30792000000.0,14161000000.0,0.0,-12915000000.0,2.49,3801000000.0,,,,
2015-12-31,3281000000,3281000000,2103000000.0,228000000.0,-1530000000.0,-1292000000.0,3747000000.0,27510000000.0,-1054000000.0,4091000000.0,863000000.0,-3036000000.0,,18330000000.0,5864000000.0,,-626000000.0,6592000000.0,3539000000.0,1425000000.0,2249000000.0,,6000000.0,1016000000.0,6254000000.0,,390000000.0,38430000000.0,-409000000.0,229000000.0,-1302000000.0,2231000000.0,1000000.0,2350000000.0,48415000000.0,,3281000000,-1435000000.0,-4732000000.0,3038000000.0,42780000000.0,,1518000000,,,9630000000,1563000000.0,,667000000.0,40654000000.0,390000000.0,15000000.0,474000000,,,-72000000.0,438000000.0,,9985000000.0,245000000.0,1520000000.0,-1230000000.0,,2525000000.0,5635000000.0,424000000.0,-332000000.0,29175000000.0,13605000000.0,0.0,-13144000000.0,,2728000000.0,,,,
2016-03-31,700000000,700000000,2075000000.0,2620000000.0,-1557000000.0,-401000000.0,4692000000.0,28633000000.0,-96000000.0,4091000000.0,886000000.0,417000000.0,,19134000000.0,6435000000.0,,105000000.0,6532000000.0,3527000000.0,1450000000.0,2236000000.0,,6000000.0,390000000.0,6930000000.0,611488000.0,495000000.0,39107000000.0,-1715000000.0,239000000.0,1063000000.0,2610000000.0,-5000000.0,1150000000.0,49909000000.0,,700000000,-1525000000.0,-4749000000.0,2903000000.0,45199000000.0,606245000.0,1439000000,1.15,,9435000000,1913000000.0,,625000000.0,42026000000.0,495000000.0,4000000.0,1356000000,,,-61000000.0,-2114000000.0,,10802000000.0,1117000000.0,1464000000.0,-591000000.0,,2535000000.0,4710000000.0,386000000.0,-310000000.0,29922000000.0,15277000000.0,0.0,-13393000000.0,1.14,2723000000.0,,,,
2016-06-30,950000000,950000000,1987000000.0,2213000000.0,-1506000000.0,-605000000.0,4984000000.0,29611000000.0,-90000000.0,4091000000.0,999000000.0,543000000.0,,21131000000.0,6672000000.0,,-49000000.0,6998000000.0,3763000000.0,1593000000.0,2213000000.0,,5000000.0,495000000.0,7118000000.0,566040000.0,446000000.0,39867000000.0,-1890000000.0,249000000.0,707000000.0,1715000000.0,-5000000.0,1660000000.0,51051000000.0,,950000000,-1711000000.0,-4763000000.0,3365000000.0,46739000000.0,563000000.0,1816000000,1.69,,10363000000,1944000000.0,,590000000.0,43415000000.0,446000000.0,53000000.0,1742000000,,,-58000000.0,-1657000000.0,,11184000000.0,1493000000.0,1549000000.0,719000000.0,,2511000000.0,4312000000.0,422000000.0,-1853000000.0,31822000000.0,14917000000.0,0.0,-13804000000.0,1.68,2675000000.0,,,,
2016-09-30,737000000,737000000,1952000000.0,1064000000.0,-1208000000.0,-258000000.0,4513000000.0,30304000000.0,-302000000.0,4091000000.0,1100000000.0,452000000.0,,21545000000.0,6374000000.0,,-65000000.0,7250000000.0,3599000000.0,1703000000.0,2189000000.0,,5000000.0,446000000.0,6755000000.0,528510000.0,381000000.0,40060000000.0,-1473000000.0,250000000.0,-144000000.0,1798000000.0,-9000000.0,1777000000.0,51108000000.0,,737000000,-695000000.0,-4778000000.0,3344000000.0,46717000000.0,525415000.0,1725000000,1.4,,10594000000,1673000000.0,,554000000.0,44323000000.0,381000000.0,5000000.0,1439000000,,,-53000000.0,-871000000.0,,11048000000.0,1189000000.0,1619000000.0,1403000000.0,,2950000000.0,4391000000.0,437000000.0,-371000000.0,32184000000.0,14533000000.0,0.0,-14019000000.0,1.4,2698000000.0,,,,
2016-12-31,289000000,289000000,2029000000.0,627000000.0,-1460000000.0,370000000.0,3912000000.0,31159000000.0,-292000000.0,4091000000.0,1094000000.0,211000000.0,,22489000000.0,6037000000.0,,-59000000.0,7199000000.0,3724000000.0,1594000000.0,2173000000.0,,5000000.0,381000000.0,6359000000.0,,322000000.0,40950000000.0,-1163000000.0,253000000.0,-833000000.0,1855000000.0,-30000000.0,1505000000.0,51274000000.0,,289000000,-569000000.0,-5083000000.0,2590000000.0,47489000000.0,,1027000000,,,9789000000,1592000000.0,,526000000.0,45353000000.0,322000000.0,-3000000.0,753000000,,,-52000000.0,-1056000000.0,,10324000000.0,500000000.0,1563000000.0,1640000000.0,,2789000000.0,3785000000.0,424000000.0,-1293000000.0,33617000000.0,13872000000.0,0.0,-14194000000.0,,2760000000.0,,,,
2017-03-31,234000000,234000000,2004000000.0,2250000000.0,-1714000000.0,-349000000.0,5298000000.0,32291000000.0,-121000000.0,4091000000.0,1154000000.0,131000000.0,,22829000000.0,6302000000.0,,52000000.0,7350000000.0,3336000000.0,1397000000.0,2236000000.0,,5000000.0,322000000.0,6676000000.0,507797000.0,374000000.0,42001000000.0,-1922000000.0,257000000.0,536000000.0,1714000000.0,-27000000.0,1660000000.0,52627000000.0,,234000000,-484000000.0,-5097000000.0,2274000000.0,49170000000.0,503902000.0,722000000,0.46,,9624000000,1882000000.0,,494000000.0,46931000000.0,374000000.0,95000000.0,622000000,,,-51000000.0,-1849000000.0,,10626000000.0,365000000.0,1552000000.0,1823000000.0,,3056000000.0,3457000000.0,398000000.0,-686000000.0,33884000000.0,15286000000.0,0.0,-14640000000.0,0.46,2753000000.0,,,,
2017-06-30,803000000,803000000,2107000000.0,1688000000.0,-1480000000.0,-272000000.0,5222000000.0,32993000000.0,-160000000.0,4091000000.0,1206000000.0,488000000.0,,22525000000.0,6500000000.0,,12000000.0,7697000000.0,3618000000.0,1543000000.0,2224000000.0,,5000000.0,374000000.0,6886000000.0,492965000.0,386000000.0,42320000000.0,-1907000000.0,263000000.0,208000000.0,2334000000.0,-3000000.0,1713000000.0,53336000000.0,,803000000,-529000000.0,-5112000000.0,3408000000.0,49621000000.0,490818000.0,1690000000,1.64,,11105000000,1924000000.0,,,48121000000.0,386000000.0,-11000000.0,1554000000,,,-51000000.0,-1404000000.0,,11016000000.0,1291000000.0,1718000000.0,2577000000.0,,3014000000.0,3715000000.0,470000000.0,-415000000.0,33509000000.0,16112000000.0,0.0,-15128000000.0,1.63,3484000000.0,,,,
2017-09-30,624000000,624000000,2245000000.0,369000000.0,-1369000000.0,-599000000.0,4653000000.0,33311000000.0,-94000000.0,4091000000.0,1315000000.0,380000000.0,,22217000000.0,5428000000.0,,-46000000.0,7824000000.0,3656000000.0,1700000000.0,2214000000.0,,5000000.0,386000000.0,5768000000.0,486625000.0,340000000.0,42399000000.0,-264000000.0,266000000.0,-1000000000.0,2467000000.0,-15000000.0,1341000000.0,52401000000.0,,624000000,-359000000.0,-5127000000.0,3054000000.0,48453000000.0,484772000.0,1339000000,1.29,,10878000000,1638000000.0,,,48727000000.0,340000000.0,161000000.0,1270000000,,,-48000000.0,184000000.0,,10002000000.0,1004000000.0,1715000000.0,3152000000.0,,2893000000.0,3948000000.0,495000000.0,-712000000.0,33146000000.0,15307000000.0,0.0,-15416000000.0,1.28,3462000000.0,,,,
2017-12-31,258000000,258000000,1373000000.0,437000000.0,-1408000000.0,75000000.0,3978000000.0,34156000000.0,-205000000.0,4091000000.0,1359000000.0,167000000.0,,22511000000.0,4771000000.0,,-45000000.0,7902000000.0,3953000000.0,1752000000.0,2203000000.0,,5000000.0,340000000.0,5066000000.0,,295000000.0,42250000000.0,-540000000.0,266000000.0,-971000000.0,2554000000.0,-13000000.0,1201000000.0,51396000000.0,,258000000,-243000000.0,-5154000000.0,2699000000.0,47470000000.0,,872000000,,,10601000000,1688000000.0,,,49802000000.0,295000000.0,74000000.0,691000000,,,-48000000.0,-557000000.0,0.0,9146000000.0,425000000.0,1827000000.0,3361000000.0,,2791000000.0,3926000000.0,475000000.0,-519000000.0,32506000000.0,14964000000.0,0.0,-15646000000.0,,2498000000.0,,,,
2018-03-31,186000000,186000000,1409000000.0,1799000000.0,-779000000.0,-841000000.0,5549000000.0,34333000000.0,-59000000.0,4091000000.0,1455000000.0,87000000.0,,21946000000.0,4994000000.0,,2000000.0,8073000000.0,3537000000.0,1809000000.0,2193000000.0,,5000000.0,398000000.0,5291000000.0,474598000.0,297000000.0,43607000000.0,-1252000000.0,265000000.0,1020000000.0,2793000000.0,1000000.0,1053000000.0,53280000000.0,,186000000,-461000000.0,-5172000000.0,2328000000.0,54298000000.0,472297000.0,572000000,0.39,,10401000000,1953000000.0,,5610000000.0,50492000000.0,400000000.0,24000000.0,538000000,,,-48000000.0,-956000000.0,,9673000000.0,273000000.0,1756000000.0,-1130000000.0,,3176000000.0,-1018000000.0,441000000.0,-569000000.0,37290000000.0,17008000000.0,,-16159000000.0,0.39,2475000000.0,,,,
