date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyDilutedEPS,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyAccountsReceivable,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2003-01-31,8112000.0,437626000.0,,71885000.0,309563000.0,175094000.0,-53695000.0,1152299000,0.085,0.0,-668596000.0,,13809000.0,133082000.0,133082000.0,7047000.0,,,170879000.0,-278000.0,-44050000.0,-26793000.0,559000000.0,23720000.0,1018450000,,-13378000.0,-15946000.0,1350066000.0,77071000,681470000.0,107101000.0,24945000.0,,,,-2571000.0,97577000,-176481000.0,697133000.0,1171096000.0,10342000.0,811664000,175975000.0,381517000,,0.085,2230949000,46940000,1419285000.0,288406000.0,,20506000.0,,1078650000.0,300189000.0,,1041000.0,252165000,46940000,46940000,553556000.0,-184255000.0,133082000.0,369534000.0,,408727000.0,-42457000.0,881000.0,89728000.0,766285000.0,-13484000.0,251096000.0,,,,
2003-04-30,8112000.0,455302000.0,,52281000.0,133082000.0,178764000.0,5065000.0,1178392000,0.06,0.0,-683839000.0,,13812000.0,156979000.0,156979000.0,8097000.0,,,154757000.0,-7864000.0,11995000.0,-18032000.0,558132000.0,58707000.0,1002602000,,-16820000.0,-16947000.0,1360559000.0,59684000,676720000.0,122720000.0,18480000.0,,,,-2237000.0,82001000,23897000.0,703238000.0,1190146000.0,41887000.0,831637000,180393000.0,385775000,,0.06,2267405000,33801000,1435768000.0,288262000.0,,22317000.0,,1089013000.0,303746000.0,,528000.0,238448000,33801000,33801000,553520000.0,-17863000.0,156979000.0,382103000.0,6957000.0,408019000.0,-2419000.0,1629000.0,94486000.0,764154000.0,-14533000.0,242779000.0,,,,
2003-07-31,8118000.0,445770000.0,,53548000.0,156979000.0,171794000.0,-52916000.0,1201512000,0.0625,0.0,-694854000.0,,13786000.0,138785000.0,138785000.0,8253000.0,,,171084000.0,,2333000.0,-17988000.0,559260000.0,59824000.0,1009395000,,-15408000.0,-12682000.0,1365074000.0,55393000,670220000.0,109172000.0,18875000.0,,,,0.0,77224000,-18194000.0,697928000.0,1209876000.0,44416000.0,827381000,172996000.0,399493000,,0.0625,2298933000,34673000,1471552000.0,288729000.0,,21831000.0,,1097421000.0,355562000.0,,2858000.0,227187000,34673000,34673000,553752000.0,-65336000.0,138785000.0,391115000.0,2168000.0,407031000.0,7871000.0,1202000.0,105451000.0,782208000.0,-14526000.0,264485000.0,,,,
2003-10-31,8122000.0,509986000.0,,111617000.0,138785000.0,177091000.0,10255000.0,1252735000,,0.0,-710184000.0,,14295000.0,97976000.0,97976000.0,8467000.0,,,195826000.0,,16246000.0,-25144000.0,,110999000.0,1169881000,,-195364000.0,-24982000.0,1411526000.0,118262000,701342000.0,135074000.0,41252000.0,,,,-1311000.0,141628000,-40809000.0,698396000.0,1265684000.0,-84365000.0,823974000,179265000.0,441990000,,,2393121000,70365000,1569147000.0,292161000.0,,23366000.0,,1140386000.0,357819000.0,,2127000.0,295353000,70365000,70365000,,-126826000.0,97976000.0,403213000.0,10962000.0,395273000.0,12702000.0,2174000.0,96795000.0,874528000.0,-14549000.0,291481000.0,,,,
2004-01-31,8128000.0,511667000.0,,81616000.0,97976000.0,186552000.0,-3161000.0,1299179000,0.0925,0.0,-727859000.0,,11961000.0,85188000.0,81938000.0,6810000.0,,,202581000.0,-2597000.0,-39746000.0,-9010000.0,560408000.0,31150000.0,1135533000,,-15830000.0,-23481000.0,1423152000.0,85224000,695293000.0,94514000.0,29790000.0,,3250000.0,,-8711000.0,108249000,-16038000.0,697551000.0,1301906000.0,15320000.0,827212000,188258000.0,419654000,,0.0925,2416384000,51826000,1589172000.0,291953000.0,-3250000.0,23025000.0,,1117205000.0,382212000.0,,2131000.0,271776000,51826000,51826000,554448000.0,-23707000.0,81938000.0,404086000.0,10342000.0,395256000.0,-44384000.0,1706000.0,106786000.0,863757000.0,-14550000.0,266369000.0,,,,
2004-04-30,8133000.0,509944000.0,,84227000.0,81938000.0,191949000.0,-26377000.0,1333831000,0.0975,0.0,-746218000.0,,11060000.0,195486000.0,192236000.0,6623000.0,,,194367000.0,-3681000.0,34877000.0,-19046000.0,561168000.0,99942000.0,1143127000,,-18457000.0,-29144000.0,1438216000.0,81470000,691998000.0,102354000.0,30576000.0,,3250000.0,,0.0,104845000,110298000.0,677463000.0,1339978000.0,81485000.0,949588000,194388000.0,452782000,,0.095,2464076000,53651000,1514488000.0,292881000.0,0.0,23375000.0,,1130245000.0,312546000.0,,5632000.0,273419000,53651000,53651000,554504000.0,39500000.0,192236000.0,434593000.0,7629000.0,376953000.0,-15239000.0,2439000.0,101654000.0,869708000.0,-15572000.0,253163000.0,,,,
2004-07-31,8131000.0,508197000.0,,88731000.0,192236000.0,161467000.0,29538000.0,1369573000,0.1025,0.0,-756542000.0,,15760000.0,243605000.0,240355000.0,6645000.0,,,192242000.0,-3075000.0,-21640000.0,-22158000.0,562392000.0,39668000.0,1155999000,,-22947000.0,-18829000.0,1447993000.0,95461000,691451000.0,137608000.0,32388000.0,,3250000.0,,-4430000.0,118889000,48119000.0,679090000.0,1380716000.0,16721000.0,997807000,180561000.0,454617000,,0.1,2503280000,56343000,1505473000.0,302993000.0,-21947000.0,23428000.0,,1133707000.0,305825000.0,,1222000.0,256928000,56343000,56343000,555304000.0,27280000.0,240355000.0,448400000.0,3858000.0,372239000.0,-8713000.0,19094000.0,109007000.0,899071000.0,-15607000.0,258229000.0,,,,
2004-10-31,8079000.0,512942000.0,,109991000.0,240355000.0,203693000.0,0.0,1399248000,,0.0,-770405000.0,,15760000.0,288881000.0,288881000.0,7064000.0,,,203563000.0,-6301000.0,41086000.0,-23534000.0,,123970000.0,1345216000,,-23129000.0,-50690000.0,1474642000.0,115189000,704237000.0,141753000.0,40148000.0,,,,-24384000.0,140106000,48526000.0,670354000.0,1414703000.0,100841000.0,1029403000,204975000.0,464366000,,,2533968000,69843000,1504565000.0,304520000.0,12534000.0,24917000.0,,1134720000.0,287386000.0,,37000.0,318882000,69843000,69843000,,-24754000.0,288881000.0,425655000.0,4324000.0,361510000.0,39372000.0,1282000.0,103290000.0,1026334000.0,-15614000.0,272738000.0,,,,
2005-01-31,8100000.0,552231000.0,,102432000.0,288881000.0,207212000.0,952000.0,1450561000,0.1175,0.0,-785282000.0,,15760000.0,145205000.0,145205000.0,6774000.0,,,219599000.0,-5885000.0,-2254000.0,-23242000.0,558504000.0,79937000.0,1271431000,,-24761000.0,-12075000.0,1603035000.0,104601000,817753000.0,127777000.0,37958000.0,,,,-1229000.0,130761000,-143676000.0,666419000.0,1461111000.0,55176000.0,943332000,210139000.0,488424000,,0.115,2605404000,64474000,1662072000.0,304924000.0,,26160000.0,,1154843000.0,289115000.0,,4685000.0,311813000,64474000,64474000,552144000.0,-211538000.0,145205000.0,472865000.0,,361495000.0,-16921000.0,2927000.0,125288000.0,959618000.0,-15516000.0,282359000.0,,,,
2005-04-30,8100000.0,615026000.0,,88961000.0,145205000.0,-64512000.0,3951000.0,1493580000,0.1,0.0,-802572000.0,,105775000.0,92155000.0,92155000.0,6706000.0,,,209331000.0,-98000.0,-45131000.0,-19355000.0,559448000.0,39011000.0,1309637000,,-25174000.0,70813000.0,1685516000.0,367203000,882944000.0,38256000.0,33142000.0,,,,-4887000.0,396772000,-53050000.0,668654000.0,1499171000.0,13837000.0,939821000,208910000.0,562679000,,0.1,2724913000,55819000,1785092000.0,305628000.0,,29569000.0,,1231333000.0,287122000.0,,3968000.0,302691000,55819000,55819000,553320000.0,-162874000.0,92155000.0,510409000.0,1850000.0,361176000.0,-14908000.0,1000000.0,209317000.0,1006946000.0,-17964000.0,288227000.0,,,,
2005-07-31,8070000.0,611594000.0,,81532000.0,92155000.0,214787000.0,6446000.0,1516208000,0.0925,0.0,-824518000.0,,71075000.0,134893000.0,134893000.0,7323000.0,,,214683000.0,1857000.0,53449000.0,-16129000.0,558032000.0,142141000.0,1355021000,,-28277000.0,-68727000.0,1706910000.0,85957000,882392000.0,133938000.0,30099000.0,,,,-16476000.0,116819000,42738000.0,673136000.0,1524267000.0,113864000.0,958997000,215686000.0,545431000,,0.0925,2734775000,51433000,1775778000.0,306017000.0,,30862000.0,,1218567000.0,281792000.0,,454000.0,300744000,51433000,51433000,552108000.0,-30676000.0,134893000.0,508737000.0,5959000.0,361160000.0,8623000.0,899000.0,125735000.0,1054277000.0,-17989000.0,268084000.0,,,,
2005-10-31,8078000.0,641686000.0,,131961000.0,134893000.0,10228600000.0,-10574000.0,1574576000,,0.0,-845303000.0,,11075000.0,169546000.0,131046000.0,6941000.0,,,255144000.0,-26708000.0,90617000.0,-24923000.0,,167758000.0,1477908000,,-28882000.0,-86734000.0,1722979000.0,-9861240000,877676000.0,194424000.0,50228000.0,,38500000.0,,-385000.0,-9832642000,105153000.0,664658000.0,1588161000.0,138876000.0,1041084000,229299000.0,583172000,,,2822406000,81733000,1781322000.0,314228000.0,,28598000.0,,1247830000.0,260707000.0,,2283000.0,367360000,81733000,81733000,,24129000.0,131046000.0,495978000.0,,350430000.0,9866000.0,699000.0,122529000.0,1110548000.0,-17902000.0,301001000.0,,,,
2006-01-31,8082000.0,639288000.0,,100300000.0,131046000.0,247347000.0,0.0,1654501000,0.125,0.0,-868895000.0,,11086000.0,130473000.0,111673000.0,6232000.0,,114415000.0,241752000.0,-4841000.0,-87325000.0,-25621000.0,557356000.0,5063000.0,1415933000,,-25434000.0,-23075000.0,1743059000.0,105648000,874164000.0,138354000.0,31024000.0,,18800000.0,,-8441000.0,135708000,-19373000.0,665721000.0,1662277000.0,-20371000.0,1045061000,249745000.0,516548000,,0.125,2836770000,69276000,1791709000.0,315318000.0,-93075000.0,30060000.0,,1182269000.0,270955000.0,,3296000.0,352995000,69276000,69276000,551592000.0,-1361000.0,111673000.0,534885000.0,,350403000.0,-49794000.0,2398000.0,125356000.0,1062938000.0,-17914000.0,273787000.0,,,,
2006-04-30,8078000.0,134630000.0,,101598000.0,111673000.0,226486000.0,0.0,1702474000,0.1225,0.0,-892467000.0,,46077000.0,120641000.0,120641000.0,6404000.0,,30710000.0,220947000.0,1881000.0,-14396000.0,-25248000.0,558236000.0,97225000.0,1365345000,,-38212000.0,9677000.0,1785681000.0,104993000,893214000.0,159819000.0,34290000.0,,,,-4282000.0,134636000,8968000.0,665297000.0,1710274000.0,59013000.0,1063358000,227788000.0,563848000,563282000.0,0.12,2931619000,67308000,1868261000.0,315206000.0,-15123000.0,29643000.0,,1229145000.0,271057000.0,,-1419000.0,331479000,67308000,67308000,551624000.0,-97934000.0,120641000.0,580695000.0,,350091000.0,-17861000.0,1302000.0,137005000.0,1033866000.0,-19301000.0,275634000.0,,,,
2006-07-31,8085000.0,152511000.0,,87533000.0,120641000.0,227405000.0,811000.0,1743473000,0.1075,0.0,-913398000.0,,51079000.0,139299000.0,132189000.0,7216000.0,,9067000.0,232444000.0,-2103000.0,-18087000.0,-27892000.0,558736000.0,66092000.0,1406894000,,-44032000.0,-8605000.0,1822143000.0,94749000,908745000.0,152078000.0,27982000.0,,7110000.0,-2268000.0,-86000.0,124742000,11548000.0,663133000.0,1750530000.0,22060000.0,1082787000,227415000.0,572575000,541546000.0,0.1075,2979181000,59551000,1896394000.0,313060000.0,-14062000.0,29993000.0,,1235708000.0,291132000.0,,5797000.0,322154000,59551000,59551000,551652000.0,-45939000.0,132189000.0,579900000.0,,350073000.0,20087000.0,10000.0,136974000.0,1084740000.0,-19300000.0,291066000.0,,,,
2006-10-31,8066000.0,147975000.0,,141112000.0,132189000.0,231243000.0,0.0,1802912000,,0.0,-932916000.0,,366000.0,172485000.0,172485000.0,6445000.0,,22685000.0,271358000.0,-21673000.0,52593000.0,-17996000.0,,158194000.0,1557309000,,-33838000.0,-92608000.0,1843726000.0,145319000,910810000.0,189789000.0,51108000.0,,,,-24169000.0,176724000,40296000.0,672380000.0,1821202000.0,124356000.0,1141671000,232086000.0,585014000,550706000.0,,3060306000,90004000,1918635000.0,322326000.0,-14200000.0,31405000.0,,1257394000.0,301757000.0,,1618000.0,376562000,90004000,90004000,,-25290000.0,172485000.0,570932000.0,,350054000.0,25846000.0,843000.0,123501000.0,1180747000.0,-19325000.0,341916000.0,,,,
2007-01-31,8078000.0,149605000.0,,115508000.0,172485000.0,239651000.0,0.0,1881410000,0.1375,0.0,-956600000.0,,6342000.0,138827000.0,115003000.0,6358000.0,,192800000.0,237272000.0,-2664000.0,-47947000.0,-15222000.0,558268000.0,54472000.0,1504083000,,-35593000.0,-15823000.0,1894023000.0,119786000,937423000.0,143401000.0,40183000.0,,23824000.0,,,150895000,-57482000.0,675787000.0,1876014000.0,18879000.0,1109110000,240554000.0,526397000,550637000.0,0.135,3083594000,75325000,1974484000.0,325752000.0,-242518000.0,31109000.0,,1202184000.0,328054000.0,,5994000.0,359437000,75325000,75325000,550132000.0,-96131000.0,115003000.0,584113000.0,,350035000.0,-2144000.0,903000.0,139382000.0,1144646000.0,-19223000.0,327606000.0,,,,
2007-04-30,8064000.0,145059000.0,,108542000.0,115003000.0,232971000.0,0.0,1917689000,0.1225,0.0,-980728000.0,,71000.0,107773000.0,93998000.0,6998000.0,,92050000.0,234475000.0,-349000.0,-70389000.0,-19696000.0,558844000.0,34314000.0,1504597000,,-34368000.0,-35786000.0,1924550000.0,112915000,943822000.0,137444000.0,40541000.0,,13775000.0,,,144448000,-21005000.0,676101000.0,1923284000.0,-54000.0,1138866000,232940000.0,515646000,550060000.0,0.1225,3109436000,68001000,1970570000.0,326081000.0,-77241000.0,31533000.0,,1191747000.0,320905000.0,,2864000.0,345886000,68001000,68001000,550972000.0,-19533000.0,93998000.0,637425000.0,,350020000.0,-71204000.0,-31000.0,143656000.0,1158711000.0,-20658000.0,322634000.0,,,,
2007-07-31,8011000.0,142211000.0,,90279000.0,93998000.0,227842000.0,730000.0,1923588000,0.105,4141000.0,-987495000.0,,10060000.0,104504000.0,104504000.0,6633000.0,,243007000.0,261800000.0,-226000.0,-21019000.0,-17910000.0,557656000.0,67811000.0,1520005000,,-26641000.0,-44592000.0,1924298000.0,95539000,936803000.0,116923000.0,32905000.0,,,,-36276000.0,126624000,10506000.0,672402000.0,1933487000.0,41170000.0,1157642000,229054000.0,528204000,550060000.0,0.1025,3124194000,57374000,1966552000.0,322389000.0,-232849000.0,31085000.0,,1200606000.0,326002000.0,,2345000.0,323381000,57374000,57374000,549788000.0,-12713000.0,104504000.0,659223000.0,,350013000.0,-23804000.0,1212000.0,136799000.0,1196624000.0,-20643000.0,323522000.0,,,,
2007-10-31,7951000.0,162237000.0,,155508000.0,104504000.0,233613000.0,0.0,1884783000,,0.0,-1004203000.0,,70049000.0,149749000.0,149749000.0,7718000.0,,48599000.0,290919000.0,-3290000.0,54641000.0,-101811000.0,,180332000.0,1664347000,5927000.0,-29193000.0,2393000.0,1970804000.0,152210000,966601000.0,0.0,54316000.0,,,,-38812000.0,202315000,45245000.0,844090000.0,1978643000.0,151139000.0,1231725000,231529000.0,664777000,595756000.0,,3393650000,101192000,2161925000.0,53275000.0,-51228000.0,33011000.0,,1508867000.0,170048000.0,102060000.0,1792000.0,385823000,101192000,101192000,,-137480000.0,149749000.0,646968000.0,,350005000.0,38083000.0,1386000.0,133260000.0,1278524000.0,-20568000.0,366621000.0,,,,
2008-01-31,7954000.0,156179000.0,-1013000.0,139311000.0,149749000.0,253419000.0,0.0,1968851000,0.1625,0.0,-1028475000.0,-70054000.0,0.0,192033000.0,144234000.0,11658000.0,21138000.0,121741000.0,265428000.0,-7885000.0,38520000.0,-72798000.0,550664000.0,150513000.0,1621165000,32477000.0,-31895000.0,-90351000.0,1995932000.0,148600000,967457000.0,0.0,51130000.0,,47799000.0,1107000.0,-14162000.0,184029000,-5515000.0,879829000.0,2033083000.0,118618000.0,1279357000,253419000.0,582578000,599418000.0,0.16,3431258000,88181000,2151901000.0,89093000.0,-155208000.0,33060000.0,,1462407000.0,164841000.0,100222000.0,14211000.0,402019000,88181000,88181000,542824000.0,-65677000.0,144234000.0,669594000.0,,350000000.0,9119000.0,2369000.0,146829000.0,1219146000.0,-20346000.0,345483000.0,,,,
2008-04-30,7956000.0,153378000.0,,121377000.0,144234000.0,252086000.0,0.0,2028786000,0.1425,15686000.0,-1051915000.0,,25000000.0,107156000.0,107156000.0,6429000.0,,36867000.0,252250000.0,-607000.0,-141599000.0,-63817000.0,550480000.0,-35338000.0,1594084000,,-36046000.0,-561000.0,2023374000.0,124553000,971459000.0,118678000.0,43816000.0,,,,-7765000.0,155464000,-37078000.0,889247000.0,2084647000.0,-71384000.0,1300968000,252907000.0,553115000,604504000.0,0.14,3471148000,77561000,2170180000.0,539247000.0,1000.0,30911000.0,,1442362000.0,377065000.0,,7327000.0,376639000,77561000,77561000,542608000.0,-1179000.0,107156000.0,750483000.0,,350000000.0,-94511000.0,821000.0,157187000.0,1217445000.0,-25123000.0,351564000.0,,,,
2008-07-31,7903000.0,150494000.0,,80127000.0,107156000.0,251663000.0,5872000.0,2022865000,0.095,9514000.0,-1077301000.0,,75000000.0,109987000.0,109987000.0,13904000.0,,-12300000.0,297628000.0,-5409000.0,-20742000.0,-65321000.0,548220000.0,68256000.0,1678142000,,-28352000.0,-8052000.0,2050684000.0,94031000,973383000.0,123441000.0,28180000.0,,,,-34545000.0,125174000,2831000.0,898055000.0,2080283000.0,39904000.0,1381210000,251904000.0,637201000,621020000.0,0.095,3558121000,51947000,2176911000.0,548055000.0,0.0,31143000.0,,1535256000.0,369923000.0,,1609000.0,345694000,51947000,51947000,541564000.0,-57373000.0,109987000.0,794318000.0,,350000000.0,-44257000.0,241000.0,141132000.0,1332448000.0,-25116000.0,377929000.0,,,,
2008-10-31,7883000.0,151219000.0,,116721000.0,109987000.0,257522000.0,-4902000.0,2007572000,,0.0,-1091060000.0,,100000000.0,154778000.0,154778000.0,-715000.0,,5000000.0,378520000.0,4188000.0,-38348000.0,-113184000.0,,88191000.0,1861512000,5323000.0,-29597000.0,-13404000.0,2068717000.0,139873000,977657000.0,0.0,48910000.0,,,-7904000.0,-13079000.0,175183000,44791000.0,827666000.0,2112873000.0,58594000.0,1438178000,254091000.0,781233000,619325000.0,,3616471000,67811000,2178293000.0,91076000.0,-1366000.0,31075000.0,,1608899000.0,155453000.0,93617000.0,-379000.0,397395000,67811000,67811000,,-29996000.0,154778000.0,784542000.0,,350000000.0,-100785000.0,804000.0,132415000.0,1464117000.0,-24946000.0,411010000.0,,,,
2009-01-31,7866000.0,768035000.0,-543000.0,124630000.0,154778000.0,142621000.0,-22391000.0,2047535000,0.1525,0.0,-1115966000.0,0.0,100000000.0,267108000.0,264737000.0,7455000.0,40880000.0,3899000.0,310242000.0,-4478000.0,61713000.0,-112791000.0,540652000.0,171390000.0,1689086000,37458000.0,-25525000.0,-34422000.0,2088903000.0,129694000,972937000.0,0.0,43247000.0,,2371000.0,58974000.0,-10375000.0,163118000,109959000.0,830988000.0,2152460000.0,171390000.0,1466960000,142525000.0,752508000,619401000.0,0.15,3631031000,81383000,2164071000.0,480988000.0,-6446000.0,31033000.0,-24393000.0,1583496000.0,423099000.0,90100000.0,830000.0,272315000,81383000,81383000,537508000.0,-27009000.0,264737000.0,741944000.0,,350000000.0,44012000.0,2391000.0,172005000.0,1416771000.0,-24877000.0,370130000.0,,,,
2009-04-30,7869000.0,146047000.0,-37000.0,124628000.0,264737000.0,140616000.0,0.0,2105516000,0.15,0.0,-1141750000.0,,100000000.0,312331000.0,312331000.0,6918000.0,34054000.0,2371000.0,276744000.0,61000.0,-18731000.0,-112931000.0,541492000.0,87562000.0,1595043000,4554000.0,-20296000.0,-24911000.0,2105729000.0,121422000,963979000.0,84092000.0,44243000.0,,,-1763000.0,0.0,163007000,47594000.0,832592000.0,2206722000.0,67266000.0,1486296000,139846000.0,695660000,619705000.0,0.1475,3633768000,80385000,2147472000.0,87388000.0,2494000.0,31461000.0,-71340000.0,1528252000.0,165577000.0,80590000.0,-871000.0,262038000,80385000,80385000,537088000.0,-15057000.0,312331000.0,748178000.0,,350000000.0,16741000.0,0.0,195214000.0,1333005000.0,-25499000.0,344925000.0,,,,
2009-07-31,7865000.0,763254000.0,-121000.0,118051000.0,312331000.0,142300000.0,0.0,2166403000,0.1425,0.0,-1166885000.0,,60000000.0,295100000.0,295100000.0,6963000.0,-19332000.0,4283000.0,297334000.0,-40000.0,-36303000.0,-103121000.0,542880000.0,68172000.0,1574440000,0.0,-25208000.0,-67229000.0,2125582000.0,118024000,958697000.0,0.0,40882000.0,,,7053000.0,-3501000.0,125014000,-17231000.0,830492000.0,2258368000.0,42964000.0,1480451000,142010000.0,679835000,619771000.0,0.1425,3676730000,77169000,2196279000.0,480492000.0,1581000.0,31580000.0,28274000.0,1510327000.0,474328000.0,87017000.0,3235000.0,260324000,77169000,77169000,537020000.0,-18174000.0,295100000.0,744667000.0,,350000000.0,7836000.0,290000.0,158488000.0,1314116000.0,-25504000.0,355408000.0,,,,
2009-10-31,7828000.0,140854000.0,0.0,157673000.0,295100000.0,142704000.0,0.0,2123452000,,19253000.0,-1183359000.0,-60000000.0,0.0,385252000.0,385252000.0,6659000.0,-16884000.0,-751000.0,313258000.0,4146000.0,75520000.0,-202766000.0,,223645000.0,1675102000,,-25932000.0,-108505000.0,2136072000.0,161490000,952713000.0,0.0,53797000.0,,,17482000.0,-24271000.0,197396000,90152000.0,883574000.0,2318390000.0,197713000.0,1574733000,142704000.0,685029000,620155000.0,,3692055000,103876000,2117322000.0,103774000.0,0.0,33064000.0,,1568603000.0,165331000.0,86599000.0,-1125000.0,304194000,103876000,103876000,,-24988000.0,385252000.0,722371000.0,,350000000.0,-6473000.0,664000.0,145692000.0,1370908000.0,-25496000.0,372292000.0,,,,
2010-01-31,7823000.0,741915000.0,-384000.0,169558000.0,385252000.0,145532000.0,0.0,2212715000,0.2075,19483000.0,-1206945000.0,,,449092000.0,449092000.0,6561000.0,23597000.0,0.0,289045000.0,4841000.0,-33222000.0,-197680000.0,541424000.0,113935000.0,1727447000,,-17652000.0,-31494000.0,2148848000.0,172855000,941903000.0,0.0,57289000.0,5362000.0,,4038000.0,-16081000.0,206969000,63840000.0,862523000.0,2399803000.0,96283000.0,1620589000,145532000.0,655454000,620155000.0,0.205,3730692000,111207000,2110103000.0,512523000.0,-565000.0,30850000.0,,1517977000.0,426285000.0,110158000.0,9960000.0,318387000,111207000,112269000,534356000.0,-18601000.0,449092000.0,729231000.0,,350000000.0,-10356000.0,2821000.0,166246000.0,1409060000.0,-25373000.0,348695000.0,,,,
2010-04-30,7825000.0,775609000.0,-27760000.0,132486000.0,449092000.0,146782000.0,-50000000.0,2265853000,0.145,19167000.0,-1230119000.0,,,405204000.0,355181000.0,6574000.0,-7665000.0,0.0,281054000.0,-954000.0,-45713000.0,-192667000.0,542316000.0,65403000.0,1699782000,,-20103000.0,-30871000.0,2164474000.0,133685000,934355000.0,0.0,53951000.0,3824000.0,50023000.0,1960000.0,-13745000.0,169681000,-93911000.0,867254000.0,2447247000.0,45300000.0,1636390000,146782000.0,651027000,628764000.0,0.1425,3784134000,77862000,2147744000.0,517254000.0,-30580000.0,30621000.0,,1518281000.0,437780000.0,130869000.0,10901000.0,280467000,77862000,78535000,534372000.0,-128443000.0,355181000.0,767191000.0,,350000000.0,-36974000.0,-3952000.0,163444000.0,1419315000.0,-28027000.0,356524000.0,,,,
2010-07-31,7798000.0,773088000.0,166000.0,134431000.0,355181000.0,144301000.0,50000000.0,2307722000,0.16,17420000.0,-1252476000.0,,350000000.0,427131000.0,376917000.0,6493000.0,-27532000.0,0.0,297110000.0,-2602000.0,-22882000.0,-188175000.0,540652000.0,92284000.0,1730451000,,-22799000.0,-48090000.0,2180639000.0,140614000,928163000.0,0.0,48067000.0,2682000.0,50214000.0,-1845000.0,-23345000.0,171571000,21736000.0,521193000.0,2483635000.0,69485000.0,1710582000,146523000.0,1016111000,628820000.0,0.1575,3845026000,85370000,2134444000.0,521193000.0,-49825000.0,30647000.0,,1537304000.0,433193000.0,132433000.0,3284000.0,284915000,85370000,86364000,532804000.0,-22458000.0,376917000.0,790875000.0,,0.0,-23683000.0,2222000.0,162649000.0,1445536000.0,-28029000.0,383892000.0,,,,
2010-10-31,7793000.0,141522000.0,-126000.0,188076000.0,376917000.0,166456000.0,0.0,2400657000,,23635000.0,-1265152000.0,0.0,350000000.0,518440000.0,467845000.0,6961000.0,-47047000.0,0.0,361287000.0,28144000.0,36134000.0,-175910000.0,,213910000.0,2063039000,,-26069000.0,-34008000.0,2187255000.0,188517000,922103000.0,0.0,65468000.0,2534000.0,50595000.0,0.0,-16403000.0,228510000,90928000.0,546066000.0,2568774000.0,187841000.0,1858166000,166456000.0,1101213000,629023000.0,,4053918000,121148000,2195752000.0,91068000.0,-64494000.0,33473000.0,,1647279000.0,155017000.0,214389000.0,4236000.0,354973000,121148000,122608000,,-88974000.0,467845000.0,793771000.0,,0.0,-2896000.0,4131000.0,160449000.0,1708066000.0,-27945000.0,430939000.0,,,,
