date,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDilutedEPS,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyChangeInWorkingCapital,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangesInAccountReceivables,quarterlyGoodwill,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax,quarterlyPurchaseOfBusiness,quarterlyCurrentDeferredRevenue
2010-09-30,167000000.0,5076000000.0,,-4339000000.0,34998000000.0,,0.0,12259000000.0,145031000000.0,12244000000.0,13252000000.0,-1874000000.0,48251000000.0,5828000000.0,5297000000.0,195440000000.0,16756000000,,-7801000000.0,62633000000.0,291861000000.0,1.44,,13077000000.0,-3272000000.0,-7697000000.0,18000000.0,15000000.0,158000000.0,10469000000,0.0,92855000000,10443000000.0,61740000000.0,12858000000.0,1654000000.0,,5089000000.0,19090000000.0,-1008000000.0,5276000000.0,15248000000.0,,57857000000.0,237361000000.0,299994000000.0,,7350000000.0,7561000000,3707000000.0,87654000000.0,-6879000000.0,2443000000.0,12244000000.0,14302000000.0,,3046000000.0,54000000.0,35304000000.0,33173000000.0,24529000000.0,-226000000.0,-2095000000.0,1.44,7350000000.0,8748000000.0,149394000000.0,,,,,,,,,,
2010-12-31,505000000.0,,,-4823000000.0,9357000000.0,,0.0,7827000000.0,146839000000.0,7825000000.0,12244000000.0,-6073000000.0,30780000000.0,5269000000.0,5811000000.0,199548000000.0,19707000000,-174390000000.0,-7670000000.0,58984000000.0,298899000000.0,,373938000000.0,13055000000.0,-5758000000.0,-10430000000.0,578000000.0,2000000.0,774000000.0,11984000000,0.0,101733000000,9812000000.0,62633000000.0,15327000000.0,123000000.0,,,20454000000.0,-4419000000.0,5385000000.0,12227000000.0,,92376000000.0,243526000000.0,302510000000.0,,9250000000.0,9516000000,3855000000.0,87198000000.0,-7080000000.0,3453000000.0,7825000000.0,12976000000.0,,2787000000.0,110000000.0,35150000000.0,35338000000.0,-2627000000.0,34000000.0,-2212000000.0,,9250000000.0,8640000000.0,149831000000.0,,,,,,,,,,
2011-03-31,0.0,4963000000.0,,-3656000000.0,32244000000.0,,0.0,12833000000.0,151480000000.0,12833000000.0,7825000000.0,-29000000.0,57700000000.0,7380000000.0,8004000000.0,203726000000.0,22707000000,,-7051000000.0,72022000000.0,307361000000.0,2.14,,16856000000.0,-5653000000.0,-6749000000.0,-705000000.0,,384000000.0,15119000000,0.0,110177000000,12316000000.0,73576000000.0,18917000000.0,2887000000.0,35146000000.0,4971000000.0,19913000000.0,5008000000.0,9805000000.0,12316000000.0,,77933000000.0,247511000000.0,319533000000.0,,10650000000.0,10913000000,3627000000.0,88426000000.0,-5353000000.0,3827000000.0,12833000000.0,16262000000.0,,3560000000.0,29000000.0,36121000000.0,35207000000.0,17125000000.0,-104000000.0,-2188000000.0,2.14,10650000000.0,8578000000.0,162002000000.0,,,,,,,,,,
2011-06-30,-1341000000.0,4906000000.0,,-2799000000.0,33384000000.0,,0.0,10041000000.0,155551000000.0,8287000000.0,12833000000.0,-14000000.0,57853000000.0,7639000000.0,7721000000.0,209807000000.0,22545000000,,-7812000000.0,72305000000.0,315733000000.0,2.18,,12889000000.0,-5512000000.0,-7065000000.0,-81000000.0,1754000000.0,68000000.0,14944000000,0.0,121766000000,12315000000.0,74533000000.0,18619000000.0,-1809000000.0,35331000000.0,4912000000.0,20263000000.0,-4546000000.0,5077000000.0,12123000000.0,,88382000000.0,253899000000.0,326204000000.0,,10680000000.0,10898000000,3681000000.0,89836000000.0,-10504000000.0,3720000000.0,8287000000.0,19048000000.0,,4365000000.0,45000000.0,37193000000.0,35241000000.0,18440000000.0,111000000.0,-2308000000.0,2.19,10680000000.0,8851000000.0,164369000000.0,,,,,,,,,,
2011-09-30,4246000000.0,4849765258.0,,-5328000000.0,33443000000.0,1947000000.0,0.0,11022000000.0,155939000000.0,11022000000.0,8287000000.0,-193000000.0,54572000000.0,7023000000.0,8009000000.0,209194000000.0,22644000000,,-7478000000.0,69376000000.0,323786000000.0,2.13,,14849000000.0,-5468000000.0,-7397000000.0,-764000000.0,,164000000.0,14863000000,0.0,121415000000,12968000000.0,74971000000.0,18680000000.0,1076000000.0,34368000000.0,4849765258.0,20265000000.0,2735000000.0,7371000000.0,9331000000.0,,87972000000.0,253851000000.0,323227000000.0,,10330000000.0,10671000000,3764000000.0,86044000000.0,-4296000000.0,3915000000.0,11022000000.0,16730000000.0,-173000000.0,7431000000.0,98000000.0,36891000000.0,35342000000.0,18580000000.0,-63000000.0,-2277000000.0,2.13,10330000000.0,9315000000.0,161015000000.0,,,,,,,,,,
2011-12-31,1343000000.0,4771573604.0,,-9123000000.0,31764000000.0,-1144000000.0,0.0,12664000000.0,154396000000.0,12664000000.0,11022000000.0,-1133000000.0,33969000000.0,6229000000.0,7317000000.0,214664000000.0,21191000000,-179331000000.0,-8634000000.0,72963000000.0,330939000000.0,1.97,393995000000.0,10751000000.0,-5422000000.0,-7045000000.0,2547000000.0,,308000000.0,13289000000,0.0,117782000000,12727000000.0,77505000000.0,17041000000.0,-3166000000.0,38642000000.0,4775000000.0,21869000000.0,1642000000.0,2117000000.0,9322000000.0,,86018000000.0,258089000000.0,331052000000.0,,9400000000.0,9724000000,3911000000.0,92803000000.0,-2012000000.0,3827000000.0,12664000000.0,15024000000.0,-464000000.0,6474000000.0,75000000.0,36618000000.0,34333000000.0,18475000000.0,-6000000.0,-2247000000.0,1.97,9400000000.0,9092000000.0,170308000000.0,,,,,,,,,,
2012-03-31,0.0,4725000000.0,,-7998000000.0,31675000000.0,,0.0,18670000000.0,157012000000.0,18670000000.0,12664000000.0,-5000000.0,59084000000.0,6420000000.0,7716000000.0,214602000000.0,21464000000,,-7843000000.0,76160000000.0,338168000000.0,2.0,,19287000000.0,-5704000000.0,-8130000000.0,-146000000.0,,82000000.0,13412000000,0.0,119843000000,14491000000.0,79994000000.0,17515000000.0,5792000000.0,35844000000.0,4725000000.0,31965000000.0,6006000000.0,11444000000.0,9231000000.0,,88168000000.0,268992000000.0,345152000000.0,,9450000000.0,9799000000,3601000000.0,101041000000.0,-5351000000.0,4210000000.0,18670000000.0,14749000000.0,,6419000000.0,107000000.0,36286000000.0,34527000000.0,18263000000.0,116000000.0,-2221000000.0,2.0,9450000000.0,19863000000.0,181035000000.0,,,,,,,,,,
2012-06-30,-2513000000.0,4665689150.0,,-10659000000.0,47581000000.0,,0.0,17802000000.0,162811000000.0,17802000000.0,18670000000.0,-6000000.0,51322000000.0,5881000000.0,8537000000.0,214940000000.0,30140000000,,-8345000000.0,72797000000.0,351421000000.0,3.41,,10217000000.0,-5012000000.0,-7153000000.0,2157000000.0,,4000000.0,30617000000,0.0,123712000000,12110000000.0,70136000000.0,26191000000.0,-2384000000.0,33741000000.0,4665689150.0,23679000000.0,-868000000.0,1872000000.0,8877000000.0,,76131000000.0,256848000000.0,329645000000.0,,15910000000.0,17654000000,3486000000.0,91524000000.0,-3756000000.0,3651000000.0,17802000000.0,15158000000.0,,6704000000.0,50000000.0,36851000000.0,33921000000.0,16964000000.0,-55000000.0,-2657000000.0,3.41,15910000000.0,7987000000.0,161660000000.0,,,,,,,,,,
2012-09-30,6850000000.0,4578947368.0,,-9113000000.0,29875000000.0,298000000.0,0.0,13055000000.0,166713000000.0,13055000000.0,17802000000.0,-4000000.0,53516000000.0,5667000000.0,7394000000.0,220330000000.0,21416000000,,-8026000000.0,72138000000.0,358369000000.0,2.09,,13442000000.0,-5098000000.0,-10860000000.0,352000000.0,,98000000.0,13993000000,0.0,112320000000,13049000000.0,70061000000.0,17320000000.0,-289000000.0,36635000000.0,4597000000.0,24553000000.0,-4747000000.0,5416000000.0,8928000000.0,,82445000000.0,263053000000.0,335191000000.0,,9570000000.0,9926000000,3468000000.0,92775000000.0,-7492000000.0,3386000000.0,13055000000.0,16575000000.0,-371000000.0,3496000000.0,59000000.0,37642000000.0,35105000000.0,15882000000.0,-150000000.0,-2622000000.0,2.09,9570000000.0,7618000000.0,162836000000.0,,,,,,,,,,
2012-12-31,1987000000.0,4522727273.0,,-12184000000.0,52000000.0,-1533000000.0,0.0,9582000000.0,165863000000.0,9582000000.0,13055000000.0,-4846000000.0,33789000000.0,5008000000.0,7398000000.0,226949000000.0,21921000000,-182365000000.0,-10057000000.0,64460000000.0,365727000000.0,2.2,409314000000.0,13224000000.0,-5254000000.0,-7725000000.0,-684000000.0,,9000000.0,-114000000,0.0,97248000000,9758000000.0,64139000000.0,17700000000.0,-2492000000.0,28373000000.0,4522727273.0,23676000000.0,-3473000000.0,3167000000.0,7497000000.0,,97196000000.0,269335000000.0,333795000000.0,,9950000000.0,10302000000,3322000000.0,97996000000.0,-9002000000.0,17925000000.0,9582000000.0,14542000000.0,-204000000.0,3653000000.0,111000000.0,37570000000.0,34718000000.0,166000000.0,96000000.0,-2592000000.0,2.2,9950000000.0,7668000000.0,162135000000.0,,,,,,,,,,
2013-03-31,112000000.0,4481132075.0,,-12767000000.0,22591000000.0,,0.0,6214000000.0,167001000000.0,6214000000.0,9582000000.0,0.0,53978000000.0,5482000000.0,6277000000.0,233728000000.0,20172000000,,-7494000000.0,62594000000.0,372666000000.0,2.12,,13592000000.0,-5621000000.0,-6694000000.0,-2600000000.0,,2000000.0,11083000000,0.0,103828000000,10169000000.0,70084000000.0,16038000000.0,2321000000.0,34291000000.0,4481132075.0,21257000000.0,-3368000000.0,6098000000.0,7475000000.0,,81237000000.0,277045000000.0,339639000000.0,4110000000.0,9500000000.0,9761000000,3118000000.0,96478000000.0,-10054000000.0,4979000000.0,6214000000.0,16231000000.0,-3032000000.0,5937000000.0,24000000.0,38712000000.0,35641000000.0,11508000000.0,-106000000.0,-2561000000.0,2.12,9500000000.0,7676000000.0,166562000000.0,,,,,,,,,,
2013-06-30,285000000.0,4425806452.0,,-14381000000.0,21137000000.0,,0.0,4609000000.0,165647000000.0,4609000000.0,6214000000.0,0.0,52619000000.0,5295000000.0,5793000000.0,235240000000.0,17258000000,,-8651000000.0,62844000000.0,376732000000.0,1.55,,7683000000.0,-4031000000.0,-715000000.0,1944000000.0,,7000000.0,9237000000,0.0,102853000000,8208000000.0,72688000000.0,12768000000.0,-5283000000.0,35340000000.0,4425806452.0,21570000000.0,-1605000000.0,-968000000.0,7496000000.0,,81716000000.0,278771000000.0,341615000000.0,4405000000.0,6860000000.0,6975000000,3268000000.0,97339000000.0,-8493000000.0,3616000000.0,4609000000.0,17197000000.0,-432000000.0,11861000000.0,85000000.0,38947000000.0,35643000000.0,11900000000.0,-73000000.0,-2794000000.0,1.55,6860000000.0,7888000000.0,170027000000.0,,,,,,,,,,
2013-09-30,130000000.0,4396648045.0,,-13051000000.0,22418000000.0,,0.0,5310000000.0,169245000000.0,5310000000.0,4609000000.0,0.0,51260000000.0,5457000000.0,6120000000.0,240981000000.0,18528000000,,-9098000000.0,61303000000.0,381832000000.0,1.79,,13431000000.0,-3044000000.0,-3889000000.0,942000000.0,,37000000.0,10259000000,0.0,108390000000,7600000000.0,72749000000.0,14189000000.0,286000000.0,33230000000.0,4396648045.0,22472000000.0,701000000.0,4333000000.0,7404000000.0,,85972000000.0,286261000000.0,347564000000.0,4287000000.0,7870000000.0,8069000000,3150000000.0,99337000000.0,-8942000000.0,3982000000.0,5310000000.0,16867000000.0,-180000000.0,13889000000.0,52000000.0,39506000000.0,37048000000.0,12159000000.0,-33000000.0,-2770000000.0,1.79,7870000000.0,8232000000.0,172086000000.0,,,,,,,,,,
2013-12-31,669000000.0,4371727749.0,,-10725000000.0,22238000000.0,,0.0,4644000000.0,174003000000.0,4644000000.0,5310000000.0,-769000000.0,30920000000.0,5108000000.0,6073000000.0,243650000000.0,18944000000,-190867000000.0,-8426000000.0,59308000000.0,387432000000.0,1.91,434517000000.0,10208000000.0,-3302000000.0,-4178000000.0,64000000.0,,4000000.0,9722000000,0.0,106018000000,7831000000.0,71724000000.0,14716000000.0,-2044000000.0,25993000000.0,4371727749.0,21780000000.0,-666000000.0,1782000000.0,6516000000.0,,83780000000.0,287500000000.0,346808000000.0,4380000000.0,8350000000.0,8643000000,3341000000.0,94589000000.0,-6712000000.0,4842000000.0,4644000000.0,16135000000.0,-791000000.0,15808000000.0,-152000000.0,40530000000.0,36328000000.0,12516000000.0,-45000000.0,-2750000000.0,1.91,8350000000.0,7522000000.0,166313000000.0,,,,,,,,,,
2014-03-31,368000000.0,4333333333.0,,-11040000000.0,21750000000.0,,0.0,5601000000.0,176398000000.0,5601000000.0,4644000000.0,-6668000000.0,52109000000.0,5011000000.0,5857000000.0,245897000000.0,19485000000,,-7328000000.0,61864000000.0,393800000000.0,2.1,,15103000000.0,-3860000000.0,-7816000000.0,-911000000.0,,2000000.0,10280000000,0.0,101760000000,8776000000.0,70108000000.0,15227000000.0,2452000000.0,32480000000.0,4333333333.0,22015000000.0,957000000.0,7775000000.0,12144000000.0,,80010000000.0,291169000000.0,353033000000.0,4192000000.0,9100000000.0,9370000000,3132000000.0,100034000000.0,-6306000000.0,5013000000.0,5601000000.0,18568000000.0,-457000000.0,9223000000.0,66000000.0,40783000000.0,37169000000.0,11470000000.0,-58000000.0,-2732000000.0,2.1,9100000000.0,8103000000.0,170142000000.0,,,,,,,,,,
2014-06-30,2030000000.0,4282926829.0,,-9311000000.0,20875000000.0,,0.0,6083000000.0,181155000000.0,6083000000.0,5601000000.0,432000000.0,52363000000.0,5373000000.0,5034000000.0,251353000000.0,18500000000,,-8542000000.0,64013000000.0,399614000000.0,2.05,,10202000000.0,-3003000000.0,-5596000000.0,-751000000.0,,7000000.0,8726000000,0.0,106158000000,7218000000.0,69529000000.0,14151000000.0,-2449000000.0,34182000000.0,4282926829.0,22907000000.0,482000000.0,1660000000.0,11817000000.0,,85283000000.0,294573000000.0,358586000000.0,4285000000.0,8780000000.0,9117000000,3169000000.0,100926000000.0,-4177000000.0,5489000000.0,6083000000.0,18177000000.0,-221000000.0,9948000000.0,64000000.0,41000000000.0,35110000000.0,12149000000.0,-66000000.0,-2966000000.0,2.05,8780000000.0,8110000000.0,170455000000.0,,,,,,,,,,
2014-09-30,1017000000.0,4267000000.0,,-12196000000.0,21306000000.0,,0.0,4962000000.0,180587000000.0,4962000000.0,6083000000.0,309000000.0,49272000000.0,4857000000.0,5064000000.0,251406000000.0,17860000000,,-8198000000.0,58595000000.0,404738000000.0,1.89,,12396000000.0,-3002000000.0,-5673000000.0,151000000.0,,1000000.0,9574000000,0.0,103566000000,6469000000.0,65984000000.0,13410000000.0,-463000000.0,30963000000.0,4267000000.0,22162000000.0,-1121000000.0,4198000000.0,11591000000.0,,82260000000.0,294169000000.0,352764000000.0,4362000000.0,8070000000.0,8346000000,3169000000.0,99285000000.0,-7645000000.0,3924000000.0,4962000000.0,17761000000.0,-591000000.0,10243000000.0,88000000.0,41132000000.0,35012000000.0,11732000000.0,-38000000.0,-2946000000.0,1.89,8070000000.0,7751000000.0,165269000000.0,,,,,,,,,,
2014-12-31,158000000.0,4211538462.0,,-18957000000.0,16704000000.0,,0.0,4616000000.0,174399000000.0,4616000000.0,4962000000.0,5113000000.0,25286000000.0,3565000000.0,2060000000.0,252668000000.0,13368000000,-194121000000.0,-8884000000.0,52910000000.0,408384000000.0,1.56,446789000000.0,7415000000.0,-3318000000.0,1197000000.0,688000000.0,,20000000.0,5502000000,0.0,82621000000,4938000000.0,64633000000.0,8842000000.0,-4472000000.0,18541000000.0,4211538462.0,21786000000.0,-346000000.0,-1469000000.0,11278000000.0,,65917000000.0,296583000000.0,349493000000.0,4458000000.0,6570000000.0,6782000000,3128000000.0,103796000000.0,-8847000000.0,3408000000.0,4616000000.0,16678000000.0,-362000000.0,17468000000.0,68000000.0,39230000000.0,35239000000.0,11202000000.0,29000000.0,-2924000000.0,1.56,6570000000.0,8676000000.0,168429000000.0,,,,,,,,,,
2015-03-31,290000000.0,4222222222.0,,-22595000000.0,13500000000.0,,0.0,5184000000.0,171227000000.0,5184000000.0,4616000000.0,-4123000000.0,38144000000.0,4298000000.0,1560000000.0,249497000000.0,11023000000,,-6844000000.0,50658000000.0,410414000000.0,1.17,,7998000000.0,-1781000000.0,-854000000.0,-868000000.0,,0.0,3863000000,0.0,64758000000,4512000000.0,55933000000.0,6635000000.0,-509000000.0,25031000000.0,4222222222.0,21002000000.0,568000000.0,1154000000.0,19494000000.0,,51258000000.0,292303000000.0,342961000000.0,4300000000.0,4940000000.0,5075000000,2713000000.0,109582000000.0,-6352000000.0,2860000000.0,5184000000.0,16102000000.0,-282000000.0,13277000000.0,88000000.0,38935000000.0,34471000000.0,9637000000.0,-40000000.0,-2910000000.0,1.17,4940000000.0,8335000000.0,165515000000.0,,,,,,,,,,
2015-06-30,70000000.0,4190000000.0,,-21493000000.0,14397000000.0,,0.0,4343000000.0,172668000000.0,4343000000.0,5184000000.0,923000000.0,39914000000.0,4649000000.0,2692000000.0,253653000000.0,11490000000,,-7109000000.0,51647000000.0,411538000000.0,1.0,,8792000000.0,-1003000000.0,-3194000000.0,1103000000.0,,0.0,4286000000,0.0,71360000000,4049000000.0,58372000000.0,6954000000.0,-1024000000.0,25957000000.0,4190000000.0,21514000000.0,-841000000.0,1683000000.0,19431000000.0,,56963000000.0,296613000000.0,348260000000.0,4451000000.0,4190000000.0,4262000000,2831000000.0,110890000000.0,-6491000000.0,2753000000.0,4343000000.0,16663000000.0,-81000000.0,14409000000.0,85000000.0,39419000000.0,34162000000.0,10111000000.0,-48000000.0,-3066000000.0,1.0,4190000000.0,8798000000.0,169262000000.0,,,,,,,,,,
2015-09-30,302000000.0,4198019802.0,,-24336000000.0,14434000000.0,,0.0,4296000000.0,170723000000.0,4296000000.0,4343000000.0,170000000.0,36681000000.0,4197000000.0,1365000000.0,250583000000.0,10369000000,,-6401000000.0,47234000000.0,412718000000.0,1.01,,9174000000.0,-501000000.0,-3402000000.0,-248000000.0,,0.0,4162000000,0.0,65679000000,3674000000.0,54828000000.0,5749000000.0,496000000.0,22157000000.0,4198019802.0,21000000000.0,-47000000.0,2773000000.0,19839000000.0,,51245000000.0,293428000000.0,340662000000.0,4542000000.0,4240000000.0,4384000000,2967000000.0,108995000000.0,-5657000000.0,1665000000.0,4296000000.0,16584000000.0,-49000000.0,14473000000.0,78000000.0,38210000000.0,34315000000.0,10272000000.0,-39000000.0,-3060000000.0,1.01,4240000000.0,8530000000.0,163823000000.0,,,,,,,,,,
2015-12-31,222000000.0,4149253731.0,,-23511000000.0,10841000000.0,,0.0,3705000000.0,170811000000.0,3705000000.0,4296000000.0,2498000000.0,18074000000.0,2798000000.0,-202000000.0,251605000000.0,7443000000,-195732000000.0,-6136000000.0,42623000000.0,412444000000.0,0.67,447337000000.0,4380000000.0,-754000000.0,413000000.0,-153000000.0,,5000000.0,572000000,0.0,57691000000,2802000000.0,53976000000.0,2628000000.0,-2076000000.0,13243000000.0,4149253731.0,21165000000.0,-591000000.0,-1756000000.0,18687000000.0,6762000000.0,46850000000.0,294135000000.0,336758000000.0,4755000000.0,2780000000.0,2830000000,2990000000.0,105972000000.0,-5324000000.0,2116000000.0,3705000000.0,16245000000.0,-195000000.0,18762000000.0,60000000.0,36818000000.0,34245000000.0,10269000000.0,-41000000.0,-3054000000.0,0.67,2780000000.0,8285000000.0,159948000000.0,,,,,,,,,,
2016-03-31,309000000.0,4178000000.0,,-20384000000.0,9257000000.0,,0.0,4846000000.0,172187000000.0,4846000000.0,3705000000.0,-7622000000.0,32294000000.0,3368000000.0,-51000000.0,255257000000.0,6572000000,,-4601000000.0,44251000000.0,411200000000.0,0.43,,4812000000.0,-726000000.0,524000000.0,-1335000000.0,,5000000.0,205000000,0.0,47105000000,2892000000.0,48726000000.0,1730000000.0,-399000000.0,19814000000.0,4178000000.0,21846000000.0,1141000000.0,211000000.0,29568000000.0,,37848000000.0,298538000000.0,342789000000.0,4765000000.0,1810000000.0,1781000000,2593000000.0,115565000000.0,-4349000000.0,1602000000.0,4846000000.0,16223000000.0,-234000000.0,13540000000.0,77000000.0,36293000000.0,34915000000.0,9052000000.0,-42000000.0,-3054000000.0,0.43,1810000000.0,8366000000.0,164291000000.0,,,,,,,,,,
2016-06-30,172000000.0,4146341463.0,,-20744000000.0,10898000000.0,,0.0,4358000000.0,170591000000.0,4358000000.0,4846000000.0,1399000000.0,33801000000.0,3768000000.0,715000000.0,254062000000.0,7292000000,,-4271000000.0,45828000000.0,409767000000.0,0.41,,4519000000.0,-1000000.0,-1775000000.0,-657000000.0,,2000000.0,1137000000,0.0,56360000000,2731000000.0,51504000000.0,2396000000.0,-1326000000.0,21827000000.0,4146341463.0,21680000000.0,-488000000.0,248000000.0,29499000000.0,,45462000000.0,296645000000.0,342473000000.0,4821000000.0,1700000000.0,1681000000,2646000000.0,114094000000.0,-3147000000.0,1334000000.0,4358000000.0,15875000000.0,-77000000.0,14972000000.0,75000000.0,36012000000.0,34182000000.0,9761000000.0,-43000000.0,-3133000000.0,0.41,1700000000.0,8401000000.0,165598000000.0,,,,,,,,,,
2016-09-30,280000000.0,4206349206.0,,-20466000000.0,10981000000.0,,0.0,5093000000.0,170597000000.0,5093000000.0,4358000000.0,1875000000.0,30027000000.0,2122000000.0,337000000.0,251923000000.0,7937000000,,-3404000000.0,42945000000.0,409284000000.0,0.63,,5355000000.0,0.0,-1296000000.0,-1478000000.0,,-1000000.0,1422000000,0.0,56767000000,2755000000.0,50021000000.0,3226000000.0,-661000000.0,20388000000.0,4206349206.0,22223000000.0,735000000.0,1951000000.0,28916000000.0,,45786000000.0,296441000000.0,339386000000.0,4605000000.0,2650000000.0,2889000000,2736000000.0,112355000000.0,-3235000000.0,1910000000.0,5093000000.0,15342000000.0,-1087000000.0,17239000000.0,106000000.0,34857000000.0,35553000000.0,9559000000.0,-37000000.0,-3133000000.0,0.63,2650000000.0,8965000000.0,162376000000.0,,,,,,,,,,
2016-12-31,141000000.0,4097560976.0,,-22239000000.0,7976000000.0,,0.0,3657000000.0,167325000000.0,3657000000.0,5093000000.0,-3425000000.0,17801000000.0,1285000000.0,-1407000000.0,244224000000.0,8929000000,-209691000000.0,-3887000000.0,41416000000.0,407831000000.0,0.41,453915000000.0,7396000000.0,-250000000.0,-6746000000.0,3256000000.0,,0.0,-1828000000,0.0,58376000000,2615000000.0,47638000000.0,617000000.0,994000000.0,16033000000.0,4097560976.0,20069000000.0,-1436000000.0,3509000000.0,27707000000.0,,50400000000.0,288898000000.0,330314000000.0,8117000000.0,1680000000.0,2024000000,2824000000.0,108846000000.0,-1672000000.0,2640000000.0,3657000000.0,15080000000.0,-19000000.0,13830000000.0,195000000.0,34041000000.0,35102000000.0,9804000000.0,-40000000.0,-3133000000.0,0.41,1680000000.0,9572000000.0,156484000000.0,,,,,,,,,,
2017-03-31,180000000.0,4221052632.0,,-20679000000.0,13025000000.0,,0.0,4897000000.0,177151000000.0,4897000000.0,3657000000.0,-1361000000.0,32069000000.0,1519000000.0,1828000000.0,253147000000.0,10583000000,,-2890000000.0,43131000000.0,408707000000.0,0.95,,8173000000.0,-501000000.0,-3246000000.0,-1229000000.0,,0.0,3867000000,0.0,61090000000,2822000000.0,53374000000.0,5918000000.0,793000000.0,21842000000.0,4221052632.0,21409000000.0,1240000000.0,5283000000.0,25124000000.0,,48065000000.0,301078000000.0,344209000000.0,4519000000.0,4010000000.0,4090000000,2599000000.0,107064000000.0,-3761000000.0,2197000000.0,4897000000.0,14873000000.0,-1738000000.0,18483000000.0,146000000.0,34772000000.0,38268000000.0,9158000000.0,-44000000.0,-3134000000.0,0.95,4010000000.0,9663000000.0,160438000000.0,,,,,,,,,,
2017-06-30,121000000.0,4294871795.0,,-18902000000.0,11983000000.0,,0.0,4042000000.0,179178000000.0,4042000000.0,4897000000.0,-1682000000.0,31100000000.0,1544000000.0,892000000.0,252987000000.0,8966000000,,-3098000000.0,42180000000.0,408768000000.0,0.78,,6947000000.0,-13000000.0,-5059000000.0,52000000.0,,0.0,2263000000,0.0,60825000000,2664000000.0,50949000000.0,4156000000.0,-1021000000.0,21289000000.0,4294871795.0,21158000000.0,-855000000.0,3849000000.0,24750000000.0,,48842000000.0,300832000000.0,343012000000.0,4652000000.0,3350000000.0,3264000000,2628000000.0,106225000000.0,-2878000000.0,2051000000.0,4042000000.0,15305000000.0,-55000000.0,17185000000.0,158000000.0,34585000000.0,37719000000.0,9720000000.0,-76000000.0,-3289000000.0,0.78,3350000000.0,10126000000.0,157174000000.0,,,,,,,,,,
2017-09-30,1661000000.0,4271000000.0,,-16651000000.0,13905000000.0,,0.0,4266000000.0,182276000000.0,4266000000.0,4042000000.0,-1589000000.0,34698000000.0,1480000000.0,1498000000.0,255556000000.0,10574000000,,-4913000000.0,45752000000.0,409449000000.0,0.93,,7535000000.0,-1000000.0,-4988000000.0,-1111000000.0,,0.0,3944000000,0.0,64415000000,3338000000.0,53777000000.0,5583000000.0,-319000000.0,23263000000.0,4271000000.0,21276000000.0,224000000.0,2622000000.0,24869000000.0,,50510000000.0,303675000000.0,349427000000.0,4880000000.0,3970000000.0,4085000000,2725000000.0,106452000000.0,-2555000000.0,1750000000.0,4266000000.0,16743000000.0,-157000000.0,15741000000.0,111000000.0,34430000000.0,37649000000.0,9961000000.0,-109000000.0,-3289000000.0,0.93,3970000000.0,10470000000.0,160229000000.0,,,,,,,,,,
