date,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyInventory,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyDilutedEPS,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1995-06-30,26500000.0,-200000.0,491600000.0,607500000.0,-367800000.0,16200000.0,11700000.0,16200000.0,151700000.0,1100000.0,237900000.0,,66000000.0,-100000.0,0.39,95400000.0,79400000.0,101282051.0,700000.0,-30400000.0,-45600000.0,,1680600000.0,139700000.0,-76000000.0,2100000.0,,,587000000.0,18800000.0,249200000.0,,0.0,,101282051.0,39500000.0,86100000,,0.39,300000.0,,0.0,-31700000.0,-11600000.0,-1100000.0,990200000.0,,582100000.0,,813500000,540600000.0,859400000.0,67300000,-100300000.0,,1093600000.0,81700000.0,-71900000.0,1000000.0,28800000.0,,,508300000.0,,41500000.0,305200000.0,39500000.0,,1098500000.0,219100000.0,39500000,,-1300000.0,,,,
1995-09-30,33000000.0,-400000.0,503700000.0,597900000.0,-366000000.0,22900000.0,9100000.0,22900000.0,133400000.0,1600000.0,233400000.0,,82100000.0,0.0,0.48,92200000.0,-26200000.0,102291667.0,300000.0,-26300000.0,58000000.0,,1694600000.0,172700000.0,31700000.0,6700000.0,,,595900000.0,16500000.0,208900000.0,,0.0,,102291667.0,49100000.0,100600000,,0.48,,,0.0,-25200000.0,-11700000.0,-3100000.0,1027700000.0,,558400000.0,,850000000,515000000.0,869700000.0,84100000,-13300000.0,,1098700000.0,83500000.0,9600000.0,4400000.0,29900000.0,,,532500000.0,,43400000.0,317500000.0,49100000.0,,1136200000.0,216900000.0,49100000,,1100000.0,,,,
1995-12-31,34400000.0,400000.0,518400000.0,602600000.0,-379300000.0,11500000.0,8500000.0,11500000.0,46800000.0,1600000.0,232100000.0,,85600000.0,2700000.0,,88100000.0,-90600000.0,,700000.0,-33000000.0,106700000.0,,1669200000.0,192400000.0,73700000.0,-11400000.0,,,606500000.0,16500000.0,204900000.0,,0.0,,,51200000.0,103100000,,,300000.0,,0.0,-27500000.0,-11700000.0,500000.0,1067100000.0,,490100000.0,,806600000,444100000.0,897700000.0,86600000,39300000.0,,1062700000.0,79000000.0,-4800000.0,8700000.0,28800000.0,,,487900000.0,,46000000.0,318700000.0,51200000.0,,1179100000.0,215600000.0,51200000,,600000.0,,,,
1996-03-31,33700000.0,100000.0,513200000.0,559000000.0,-394700000.0,43600000.0,6400000.0,43600000.0,26300000.0,300000.0,236300000.0,,83800000.0,0.0,0.49,84300000.0,-31400000.0,102244898.0,1400000.0,-11300000.0,74800000.0,,1674500000.0,178900000.0,63500000.0,32100000.0,,,597500000.0,19800000.0,206000000.0,,11500000.0,,102244898.0,50100000.0,103700000,,0.49,600000.0,,0.0,-11300000.0,-11700000.0,-1300000.0,1105600000.0,,455500000.0,,842600000,411200000.0,907900000.0,83900000,2600000.0,,1077000000.0,85800000.0,43700000.0,8200000.0,29700000.0,,,522400000.0,,44300000.0,320200000.0,50100000.0,,1219000000.0,216500000.0,50100000,,0.0,,,,
1996-06-30,33300000.0,700000.0,510400000.0,545800000.0,-407500000.0,94400000.0,4300000.0,94400000.0,28000000.0,300000.0,245600000.0,,82800000.0,100000.0,0.49,80400000.0,-11200000.0,101020408.0,800000.0,-12500000.0,75100000.0,,1745300000.0,159000000.0,62600000.0,50800000.0,,,590800000.0,18400000.0,259400000.0,,0.0,,103125000.0,49500000.0,100800000,,0.48,1600000.0,,0.0,-13100000.0,-12800000.0,-100000.0,1142300000.0,,488500000.0,,888600000,446400000.0,917900000.0,82400000,2900000.0,,1154500000.0,82100000.0,13100000.0,7200000.0,30600000.0,,,560600000.0,,42100000.0,328000000.0,49500000.0,,1256800000.0,227200000.0,49500000,,-600000.0,,,,
1996-09-30,35100000.0,1700000.0,507100000.0,565900000.0,-421300000.0,131600000.0,1900000.0,131600000.0,27800000.0,100000.0,250800000.0,,87400000.0,-100000.0,0.51,77000000.0,-13500000.0,102549020.0,0.0,-10500000.0,61800000.0,,1774100000.0,176600000.0,51300000.0,37200000.0,,,584100000.0,17100000.0,233900000.0,,0.0,,102549020.0,52300000.0,103000000,,0.51,100000.0,,0.0,-11200000.0,-12700000.0,800000.0,1181800000.0,,478400000.0,,901900000,438300000.0,928400000.0,85900000,-10700000.0,,1190000000.0,73500000.0,-20000000.0,6700000.0,31500000.0,,,565200000.0,,40100000.0,336700000.0,52300000.0,,1295700000.0,233700000.0,52300000,,-700000.0,,,,
1996-12-31,38300000.0,2000000.0,551000000.0,686900000.0,-434700000.0,126900000.0,2200000.0,126900000.0,160000000.0,500000.0,263300000.0,229900000.0,94900000.0,3600000.0,,17900000.0,91200000.0,,700000.0,-27800000.0,59700000.0,,2119000000.0,215300000.0,31900000.0,-4600000.0,,,798800000.0,19000000.0,240800000.0,,0.0,,,56600000.0,112300000,,,0.0,,0.0,-155500000.0,-12800000.0,700000.0,1225600000.0,,656300000.0,,904100000,616100000.0,985700000.0,93300000,-17700000.0,,1320200000.0,72800000.0,-44200000.0,6200000.0,31800000.0,,,547500000.0,,40200000.0,356600000.0,56600000.0,,1462700000.0,244300000.0,56600000,,-136700000.0,,,,
1997-03-31,37200000.0,1000000.0,552100000.0,627700000.0,-450600000.0,101700000.0,100000.0,101700000.0,158100000.0,1100000.0,282200000.0,,91800000.0,-100000.0,0.53,238900000.0,-111300000.0,103018868.0,200000.0,-17800000.0,101500000.0,,2065300000.0,207800000.0,83700000.0,-25300000.0,,,791000000.0,20900000.0,253900000.0,,126900000.0,,105000000.0,54600000.0,112900000,,0.52,700000.0,,0.0,-15500000.0,-13200000.0,-2600000.0,1267000000.0,-95700000.0,658600000.0,,985600000,619800000.0,1002700000.0,92000000,24900000.0,,1274300000.0,79100000.0,59200000.0,5600000.0,33100000.0,,,611400000.0,,38800000.0,374200000.0,54600000.0,,1406700000.0,261300000.0,54600000,,2300000.0,,,,
1997-06-30,39200000.0,200000.0,561500000.0,587400000.0,-465000000.0,31700000.0,3300000.0,31700000.0,233900000.0,1400000.0,293000000.0,,96800000.0,0.0,0.57,236300000.0,-107600000.0,101052632.0,1000000.0,-25100000.0,63900000.0,,1993700000.0,191500000.0,38800000.0,-69900000.0,,,797800000.0,20000000.0,243100000.0,,0.0,,101052632.0,57600000.0,118000000,,0.57,500000.0,,0.0,-26300000.0,-14000000.0,3300000.0,1310600000.0,-170000000.0,711200000.0,,1051200000,668500000.0,1026500000.0,98000000,-20500000.0,,1195900000.0,79000000.0,40300000.0,5100000.0,34300000.0,,,660200000.0,,42700000.0,391000000.0,57600000.0,,1282500000.0,273000000.0,57600000,,-1200000.0,,,,
1997-09-30,38400000.0,500000.0,574300000.0,576500000.0,-479600000.0,57500000.0,3700000.0,57500000.0,157300000.0,1400000.0,296800000.0,,94900000.0,100000.0,0.57,231500000.0,-94000000.0,99122807.0,700000.0,-28000000.0,146900000.0,,2008600000.0,216000000.0,118900000.0,25800000.0,,,805800000.0,19500000.0,269100000.0,,0.0,,100892857.0,56500000.0,115300000,,0.56,200000.0,,0.0,-27100000.0,-13400000.0,1700000.0,1353700000.0,-4700000.0,686500000.0,,1066900000,642400000.0,1053900000.0,95800000,65800000.0,,1202800000.0,75200000.0,10900000.0,5100000.0,35300000.0,,,674300000.0,,44100000.0,392600000.0,56500000.0,,1322100000.0,277300000.0,56500000,,900000.0,,,,
1997-12-31,43000000.0,200000.0,592900000.0,612100000.0,-494200000.0,46900000.0,2900000.0,46900000.0,26800000.0,1500000.0,308800000.0,206800000.0,106200000.0,3800000.0,,15100000.0,-90000000.0,,300000.0,-37400000.0,113800000.0,,1997800000.0,245300000.0,76400000.0,-10600000.0,,,814800000.0,19300000.0,261800000.0,,0.0,,,63200000.0,126600000,,,1000000.0,,0.0,-34200000.0,-13300000.0,-200000.0,1403500000.0,-76400000.0,703100000.0,,1032900000,533900000.0,1087100000.0,107300000,29800000.0,,1183000000.0,68500000.0,-35600000.0,131200000.0,35100000.0,,,616800000.0,,169200000.0,416100000.0,63200000.0,,1294700000.0,289500000.0,63200000,,100000.0,,,,
1998-03-31,38900000.0,200000.0,601900000.0,606200000.0,-509600000.0,36000000.0,2500000.0,36000000.0,30600000.0,1700000.0,307400000.0,,96100000.0,0.0,0.59,237900000.0,-17900000.0,96949153.0,,-44100000.0,50200000.0,,2037800000.0,229500000.0,6100000.0,-10900000.0,,,839800000.0,19800000.0,274900000.0,,46900000.0,,98620690.0,57200000.0,117300000,,0.58,900000.0,,0.0,-43200000.0,-13200000.0,-500000.0,1447500000.0,-8500000.0,706000000.0,,1057100000,535000000.0,1111500000.0,97500000,-30300000.0,,1198000000.0,73300000.0,6000000.0,132100000.0,36400000.0,,,652200000.0,,171000000.0,404900000.0,57200000.0,,1331800000.0,287600000.0,57200000,,900000.0,,,,
1998-06-30,40300000.0,400000.0,616800000.0,584100000.0,-524800000.0,49000000.0,700000.0,49000000.0,28900000.0,1600000.0,325600000.0,,99600000.0,-100000.0,0.61,230500000.0,-18500000.0,97213115.0,,-11200000.0,72100000.0,,2071600000.0,223400000.0,60900000.0,13000000.0,,,847300000.0,24400000.0,282900000.0,,0.0,,98833333.0,59300000.0,125200000,,0.6,-100000.0,,0.0,-40600000.0,-14600000.0,-2200000.0,1492100000.0,-4100000.0,702000000.0,,1119000000,535200000.0,1141600000.0,100800000,-12600000.0,,1224300000.0,75400000.0,22100000.0,128000000.0,38100000.0,,,692600000.0,,166800000.0,426400000.0,59300000.0,,1369600000.0,301200000.0,59300000,,-29400000.0,,,,
1998-09-30,38200000.0,-400000.0,634600000.0,570300000.0,-538500000.0,46100000.0,300000.0,46100000.0,67800000.0,1600000.0,330100000.0,,94300000.0,200000.0,0.58,230200000.0,-78200000.0,96724138.0,2200000.0,-32600000.0,125000000.0,,2051600000.0,239800000.0,92400000.0,-3000000.0,,,864800000.0,21000000.0,279300000.0,,0.0,,98421053.0,56100000.0,117200000,,0.57,200000.0,,0.0,-49700000.0,-14700000.0,-1000000.0,1533600000.0,-104700000.0,749100000.0,,1120000000,586900000.0,1173100000.0,96200000,45400000.0,,1186800000.0,73800000.0,13700000.0,122800000.0,39100000.0,,,693700000.0,,162200000.0,426300000.0,56100000.0,,1302500000.0,309100000.0,56100000,,-17100000.0,,,,
1998-12-31,44900000.0,-700000.0,660500000.0,626700000.0,-548600000.0,43100000.0,,43100000.0,110900000.0,1900000.0,305600000.0,180600000.0,110900000.0,-100000.0,,56400000.0,-47500000.0,,400000.0,-42300000.0,87300000.0,,2103900000.0,266500000.0,45000000.0,-2900000.0,,,897500000.0,13700000.0,287100000.0,,0.0,,,66000000.0,127100000,,,300000.0,,43100000.0,-42800000.0,-14200000.0,-4200000.0,1585300000.0,-76700000.0,825200000.0,,1045200000,664500000.0,1209100000.0,113400000,11000000.0,,1206400000.0,73200000.0,-56400000.0,122900000.0,37800000.0,463400000.0,,626200000.0,,160700000.0,419000000.0,66000000.0,,1278700000.0,291900000.0,66000000,,-4800000.0,,,,
1999-03-31,38300000.0,100000.0,680600000.0,646600000.0,-565400000.0,36900000.0,,36900000.0,176800000.0,1700000.0,330800000.0,,94600000.0,-100000.0,0.61,240700000.0,39500000.0,92295082.0,900000.0,-38000000.0,-3300000.0,,2202100000.0,243300000.0,-41300000.0,-6200000.0,,,921300000.0,24200000.0,307400000.0,,43100000.0,,93833333.0,56300000.0,120400000,,0.6,100000.0,,0.0,-42500000.0,-14000000.0,-600000.0,1627600000.0,-13200000.0,890600000.0,,1090800000,727500000.0,1246000000.0,96200000,-86300000.0,,1280800000.0,89200000.0,-19800000.0,124600000.0,38500000.0,,,663800000.0,,163100000.0,427000000.0,56300000.0,,1311500000.0,306600000.0,56300000,,-4500000.0,,,,
1999-06-30,34400000.0,400000.0,693500000.0,691500000.0,-583200000.0,45500000.0,,45500000.0,270200000.0,2900000.0,353100000.0,,85000000.0,100000.0,0.54,263100000.0,79300000.0,93703704.0,2000000.0,-31100000.0,-18400000.0,,2341400000.0,221200000.0,-49500000.0,8500000.0,,,956600000.0,24600000.0,331400000.0,,0.0,,95471698.0,50600000.0,112100000,,0.53,800000.0,,0.0,-52200000.0,-14900000.0,-4500000.0,1663200000.0,-1300000.0,990000000.0,,1146200000,822800000.0,1276700000.0,87500000,-93500000.0,,1384800000.0,85200000.0,-45000000.0,127400000.0,39800000.0,,,705600000.0,,167200000.0,440600000.0,50600000.0,,1351400000.0,328500000.0,50600000,,-21100000.0,,,,
1999-09-30,31100000.0,1400000.0,685500000.0,699300000.0,-585300000.0,47600000.0,,47600000.0,244700000.0,5300000.0,368300000.0,,76900000.0,-100000.0,0.49,271100000.0,-40700000.0,93469388.0,200000.0,-11400000.0,63300000.0,,2349400000.0,243800000.0,51900000.0,2200000.0,,,956600000.0,25900000.0,306100000.0,-29700000.0,0.0,53700000.0,93469388.0,45800000.0,106200000,,0.49,,,47600000.0,-20500000.0,-15000000.0,-100000.0,1694000000.0,-400000.0,963800000.0,,1175400000,794600000.0,1270800000.0,80300000,-11000000.0,,1392800000.0,80400000.0,-7800000.0,127800000.0,41400000.0,,,726800000.0,,169200000.0,448600000.0,45800000.0,,1385600000.0,342400000.0,45800000,,-9100000.0,,,,
1999-12-31,19100000.0,-600000.0,697800000.0,762500000.0,-604300000.0,62700000.0,48100000.0,62700000.0,324500000.0,5600000.0,381400000.0,173300000.0,47200000.0,3500000.0,,222600000.0,61100000.0,,-1900000.0,-33600000.0,-11900000.0,,2564800000.0,285900000.0,-45500000.0,15000000.0,,,1093700000.0,23500000.0,260100000.0,52200000.0,47600000.0,53700000.0,,28100000.0,76700000,,,,,62700000.0,-34200000.0,-14900000.0,-100000.0,1707300000.0,-400000.0,1084300000.0,,1121500000,870500000.0,1302100000.0,53200000,-66700000.0,,1471100000.0,84100000.0,-63200000.0,124900000.0,40800000.0,561800000.0,,686900000.0,,213800000.0,434600000.0,28100000.0,,1480500000.0,357900000.0,28100000,,13500000.0,,,,
2000-03-31,28052000.0,91000.0,688004000.0,773214000.0,-613772000.0,64685000.0,41419000.0,64685000.0,311237000.0,6102000.0,375722000.0,,69263000.0,0.0,0.44,380809000.0,-21739000.0,92917780.0,6896000.0,-21346000.0,46580000.0,,2612475000.0,296402000.0,25234000.0,2002000.0,,,1068813000.0,28952000.0,295153000.0,39301000.0,62683000.0,53866000.0,94416374.0,41211000.0,103729000,,0.44,481000.0,,64685000.0,-22839000.0,-14955000.0,-1594000.0,1733514000.0,-346000.0,1110093000.0,,1195194000,902792000.0,1301776000.0,74777000,-26023000.0,,1543662000.0,104789000.0,-10719000.0,124457000.0,41425000.0,,,744695000.0,,207301000.0,450499000.0,41211000.0,,1502382000.0,346770000.0,41211000,,-1493000.0,,,,
2000-06-30,37887000.0,26793000.0,679718000.0,771080000.0,-612601000.0,57139000.0,5956000.0,57139000.0,303839000.0,6585000.0,388520000.0,,93549000.0,0.0,0.6,303382000.0,-22691000.0,93054100.0,783000.0,-2891000.0,38631000.0,,2572930000.0,277963000.0,35740000.0,-7546000.0,,,983100000.0,26958000.0,334739000.0,-27193000.0,64685000.0,53998000.0,94447965.0,55662000.0,99859000,,0.59,1058000.0,,57139000.0,-23486000.0,-15964000.0,-7699000.0,1773212000.0,-112000.0,1086530000.0,,1242022000,916541000.0,1292319000.0,72901000,-14747000.0,,1589830000.0,106988000.0,2134000.0,121933000.0,42100000.0,,,780601000.0,,169989000.0,461421000.0,55662000.0,,1486400000.0,361562000.0,55662000,,-29130000.0,,,,
2000-09-30,35876000.0,-1639000.0,668652000.0,754509000.0,-620479000.0,72264000.0,40000.0,72264000.0,281577000.0,6398000.0,382743000.0,,83983000.0,100000.0,0.52,305583000.0,-39639000.0,93097895.0,-1505000.0,-11153000.0,79365000.0,,2555039000.0,329558000.0,68212000.0,15125000.0,17305000.0,,974235000.0,26706000.0,271734000.0,-38590000.0,57139000.0,54025000.0,94074751.0,48107000.0,118284000,,0.51,4264000.0,-100000.0,72264000.0,-24601000.0,-15972000.0,-2396000.0,1805347000.0,0.0,1045128000.0,,1241730000,882869000.0,1289131000.0,91578000,-2593000.0,,1580804000.0,102292000.0,16571000.0,120051000.0,42168000.0,,,767409000.0,,162259000.0,474321000.0,48107000.0,,1509813000.0,356037000.0,48107000,,-30653000.0,,,,
2000-12-31,36877000.0,-6258000.0,676397000.0,704071000.0,-631630000.0,63384000.0,,63384000.0,196308000.0,5318000.0,210125000.0,159161000.0,84800000.0,0.0,,141041000.0,-96998000.0,,-163000.0,-59523000.0,113181000.0,,2459601000.0,330092000.0,53658000.0,-8880000.0,925000.0,,976599000.0,24277000.0,220924000.0,-41552000.0,72264000.0,54017000.0,,47923000.0,120141000,,,-3481000.0,0.0,63384000.0,-23257000.0,-15972000.0,-9388000.0,1837298000.0,-489000.0,922119000.0,,1298098000,747324000.0,1308027000.0,95864000,37967000.0,,1483002000.0,107250000.0,46482000.0,125258000.0,49537000.0,,,992109000.0,,174795000.0,305989000.0,47923000.0,,1537386000.0,185848000.0,47923000,,33640000.0,,,,
2001-03-31,32630000.0,-5428000.0,673472000.0,685823000.0,-648149000.0,68974000.0,,68974000.0,138065000.0,4001000.0,311222000.0,,74805000.0,0.0,0.45,283020000.0,-49810000.0,93026308.0,25505000.0,-15305000.0,93813000.0,,2452363000.0,46199000.0,78508000.0,5590000.0,,,963840000.0,25472000.0,255664000.0,-63833000.0,63384000.0,54129000.0,94297365.0,42175000.0,109161000,,0.45,,,68974000.0,-36352000.0,-16000000.0,444000.0,1855062000.0,-1072000.0,881682000.0,,1219420000,711584000.0,1321621000.0,83689000,15331000.0,,1488523000.0,0.0,16297000.0,119355000.0,50743000.0,595105000.0,271656000.0,824509000.0,,170098000.0,394911000.0,42175000.0,,1570587000.0,311222000.0,42175000,,-7797000.0,,,,
2001-06-30,8342000.0,-68114000.0,676087000.0,665156000.0,-667615000.0,66281000.0,,66281000.0,119303000.0,2967000.0,301228000.0,,23162000.0,0.0,0.16,265242000.0,-56709000.0,93757352.0,3188000.0,-21522000.0,75284000.0,,2437820000.0,0.0,53762000.0,-2693000.0,,,946381000.0,25786000.0,299331000.0,-43809000.0,68974000.0,54199000.0,95252754.0,14820000.0,119474000,,0.15,,,66281000.0,-23061000.0,-16573000.0,-15036000.0,1853309000.0,-24562000.0,868676000.0,,1225040000,692459000.0,1343702000.0,93688000,8019000.0,,1491439000.0,0.0,23881000.0,124002000.0,52215000.0,606384000.0,279950000.0,830124000.0,,176217000.0,394916000.0,14820000.0,,1569051000.0,301228000.0,14820000,,-382000.0,,,,
2001-09-30,38374000.0,475000.0,672108000.0,630437000.0,-682461000.0,138516000.0,,138516000.0,26924000.0,2169000.0,300474000.0,,94396000.0,0.0,0.6,243543000.0,-132900000.0,93360391.0,1686000.0,-22541000.0,225977000.0,,2379666000.0,21662000.0,203436000.0,72235000.0,,,921625000.0,24841000.0,284998000.0,-60978000.0,66281000.0,54228000.0,94905733.0,56022000.0,120218000,,0.59,524000.0,,138516000.0,-18596000.0,-16526000.0,4016000.0,1892805000.0,-25681000.0,811652000.0,,1199358000,638935000.0,1354569000.0,95377000,130605000.0,,1458041000.0,0.0,31388000.0,119116000.0,53601000.0,548288000.0,305351000.0,803507000.0,,172717000.0,395851000.0,56022000.0,,1567926000.0,300474000.0,56022000,,3472000.0,,,,
2001-12-31,43404000.0,551000.0,689718000.0,634654000.0,-696706000.0,168846000.0,1239000.0,168846000.0,17046000.0,1537000.0,298720000.0,,104917000.0,-91000.0,,93434000.0,-47663000.0,,1968000.0,-41083000.0,115720000.0,,2331246000.0,9112000.0,74637000.0,30330000.0,542000.0,,938635000.0,27110000.0,275893000.0,-47275000.0,138516000.0,54237000.0,,61513000.0,131999000,,,-744000.0,,168846000.0,-37668000.0,-16346000.0,3723000.0,1937972000.0,-23316000.0,727918000.0,,1110499000,553811000.0,1386424000.0,104889000,14200000.0,,1392611000.0,0.0,-5120000.0,118219000.0,54649000.0,454180000.0,251760000.0,706890000.0,,174107000.0,403609000.0,61513000.0,,1603189000.0,298720000.0,61513000,155483000.0,-7594000.0,,,,
2002-03-31,40280000.0,9333000.0,687960000.0,649472000.0,-712965000.0,221590000.0,,221590000.0,14499000.0,1534000.0,293069000.0,,98738000.0,0.0,0.63,245957000.0,-8378000.0,92618855.0,10541000.0,-18090000.0,69019000.0,,2431298000.0,34705000.0,50929000.0,52744000.0,15957000.0,,934671000.0,24184000.0,342855000.0,-56936000.0,168846000.0,54453000.0,95428131.0,58458000.0,114144000,,0.61,3112000.0,,221590000.0,-7625000.0,-16372000.0,,1980058000.0,,779980000.0,,1125265000,603981000.0,1400925000.0,89960000,-14776000.0,,1496627000.0,0.0,-25384000.0,117956000.0,58043000.0,484085000.0,211922000.0,742236000.0,,175999000.0,383029000.0,58458000.0,,1651180000.0,293069000.0,58458000,,-5492000.0,,,,
2002-06-30,37466000.0,-1809000.0,700573000.0,643173000.0,-731490000.0,199289000.0,,199289000.0,14187000.0,1407000.0,305298000.0,122313000.0,91965000.0,0.0,0.59,90621000.0,-31900000.0,92751999.0,2680000.0,-31261000.0,39435000.0,,2415249000.0,18091000.0,8174000.0,-22301000.0,0.0,,929985000.0,23596000.0,306597000.0,-48890000.0,221590000.0,54438000.0,95384343.0,54499000.0,117860000,,0.57,,,199289000.0,-32646000.0,-16872000.0,,1993764000.0,,755280000.0,,1194792000,570342000.0,1432063000.0,94264000,-42455000.0,,1485264000.0,0.0,10479000.0,123830000.0,61108000.0,500725000.0,231467000.0,795230000.0,,184938000.0,399562000.0,54499000.0,,1659949000.0,305298000.0,54499000,,-1385000.0,,,,
2002-09-30,41337000.0,1351000.0,723830000.0,646452000.0,-745487000.0,218470000.0,,218470000.0,13965000.0,1363000.0,302370000.0,118020000.0,101290000.0,0.0,0.65,84370000.0,-100109000.0,91871851.0,306000.0,-43298000.0,166337000.0,,2417006000.0,25830000.0,123039000.0,19181000.0,0.0,,937720000.0,23186000.0,333210000.0,-57404000.0,199289000.0,54440000.0,93589859.0,59953000.0,123376000,,0.64,,,218470000.0,-44620000.0,-16746000.0,,2036971000.0,-83448000.0,805536000.0,,1203400000,623705000.0,1469317000.0,100190000,81059000.0,,1479286000.0,0.0,-6956000.0,118641000.0,63190000.0,479742000.0,250700000.0,800840000.0,,181831000.0,402560000.0,59953000.0,,1611470000.0,302370000.0,59953000,,-1322000.0,,,,
2002-12-31,43266000.0,-664000.0,736807000.0,721178000.0,-756051000.0,208528000.0,,208528000.0,9472000.0,1859000.0,306259000.0,118695000.0,105844000.0,0.0,,76458000.0,-17666000.0,,3549000.0,-41329000.0,28679000.0,,2437448000.0,37902000.0,-12650000.0,-9942000.0,0.0,,952501000.0,22522000.0,290807000.0,-52886000.0,218470000.0,54509000.0,,62578000.0,129324000,,,,,208528000.0,-20867000.0,-16477000.0,-3090000.0,2083072000.0,-309000.0,769750000.0,,1120441000,586266000.0,1492858000.0,106802000,-57839000.0,,1484947000.0,0.0,-75436000.0,119693000.0,63791000.0,423240000.0,248085000.0,707380000.0,,183484000.0,413061000.0,62578000.0,,1667698000.0,306259000.0,62578000,,4304000.0,,,,
2003-03-31,35640000.0,-2701000.0,738666000.0,706016000.0,-776960000.0,218585000.0,,218585000.0,9298000.0,1435000.0,302449000.0,120650000.0,88044000.0,0.0,0.58,79415000.0,-15729000.0,90865346.0,1574000.0,-19709000.0,49654000.0,,2492743000.0,65273000.0,29945000.0,10057000.0,,,962427000.0,24896000.0,301276000.0,-39005000.0,208528000.0,54517000.0,92584753.0,52404000.0,116303000,,0.57,,-3564000.0,218585000.0,-25098000.0,-16504000.0,-2490000.0,2118972000.0,-502000.0,775100000.0,,1139269000,579985000.0,1515626000.0,91407000,-31589000.0,,1530316000.0,0.0,21693000.0,127564000.0,67551000.0,454981000.0,204138000.0,745413000.0,,195115000.0,393856000.0,52404000.0,,1717643000.0,302449000.0,52404000,,-1825000.0,,,,
2003-06-30,37841000.0,1899000.0,731118000.0,747116000.0,-794910000.0,186698000.0,,186698000.0,6455000.0,1574000.0,311292000.0,218109000.0,93834000.0,0.0,0.61,19762000.0,-35491000.0,90834004.0,4434000.0,-6339000.0,45043000.0,,2543845000.0,34819000.0,38704000.0,-31887000.0,,,993726000.0,24577000.0,314542000.0,-22659000.0,218585000.0,54576000.0,92369529.0,55993000.0,117357000,,0.6,,,186698000.0,-44018000.0,-16965000.0,-139000.0,2158000000.0,-20569000.0,786722000.0,,1172661000,576585000.0,1526028000.0,92780000,-33348000.0,,1550119000.0,0.0,-29614000.0,139163000.0,70974000.0,464462000.0,220769000.0,768589000.0,,210137000.0,404072000.0,55993000.0,,1757123000.0,311292000.0,55993000,,-5193000.0,,,,
2003-09-30,37927000.0,1217000.0,731266000.0,705807000.0,-810831000.0,293638000.0,,293638000.0,4999000.0,1523000.0,319818000.0,214113000.0,94763000.0,0.0,0.63,24251000.0,-10709000.0,90650797.0,7912000.0,-19527000.0,138400000.0,,2597677000.0,44386000.0,118873000.0,106940000.0,5440000.0,,992963000.0,22182000.0,288908000.0,-20782000.0,186698000.0,54679000.0,92524441.0,56836000.0,116503000,,0.62,,,293638000.0,-20397000.0,-16912000.0,1422000.0,2197924000.0,-231000.0,790185000.0,,1200669000,576505000.0,1542097000.0,94321000,54971000.0,,1604714000.0,0.0,40743000.0,138963000.0,74717000.0,462040000.0,238212000.0,786530000.0,,213680000.0,414139000.0,56836000.0,,1807492000.0,319818000.0,56836000,,-6326000.0,,,,
