date,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyTotalRevenue,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyChangeInWorkingCapital,quarterlyNetPPE,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyPretaxIncome,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment
2009-12-31,165588000.0,-6902000.0,5780537000.0,389698000.0,94116000.0,39755000.0,112259000.0,85127000.0,112259000.0,144366000.0,-27893000.0,578721000.0,,-2134000.0,0.0,,3320000.0,180918000,383427000,6777000.0,-38900000.0,-165269000.0,-1061103000.0,394723000.0,188985000.0,9646448000.0,,-13062000.0,125914000.0,0.0,-32107000.0,243225000,0.0,-515450000.0,-7927000.0,518000.0,-17973000.0,8585345000.0,,,30809000.0,46086000.0,,43726000.0,,,5456143000.0,87014000.0,12209735000.0,12020750000.0,31809000,31679000,75418000.0,16851000.0,400260000.0,5856403000.0,,-165494000.0,,72844000.0,0.0,868055000.0,504714000.0,6251126000.0,337341000.0,26397000,-46545000.0,112259000.0,7248000.0,,,-144153000.0,,,,,
2010-03-31,-4149000.0,4265000.0,5724554000.0,373001000.0,103071000.0,1251000.0,44604000.0,85315000.0,44604000.0,112259000.0,-208842000.0,579139000.0,0.25,-406000.0,0.0,,3506000.0,237129000,295914000,8395000.0,-35661000.0,-138404000.0,-1091615000.0,379247000.0,122018000.0,9634177000.0,293223000.0,-14503000.0,109459000.0,-1546000.0,-67655000.0,146726000,0.0,-577006000.0,-151000.0,387000.0,-19539000.0,8542562000.0,,,83026000.0,46117000.0,50346000.0,39461000.0,,0.26,5658999000.0,73798000.0,12139570000.0,12017552000.0,84022000,81036000,77067000.0,24924000.0,193153000.0,5852152000.0,294087000.0,0.0,210000000.0,75956000.0,8395000.0,1055657000.0,292512000.0,6231399000.0,249797000.0,74836000,12256000.0,44604000.0,-38710000.0,,,-146411000.0,,,,,
2010-06-30,-2668000.0,191000.0,6112203000.0,356387000.0,98438000.0,24577000.0,96260000.0,81898000.0,96260000.0,44604000.0,-78878000.0,593212000.0,0.27,-4552000.0,0.0,,4182000.0,237266000,303019000,432194000.0,-138060000.0,7640000.0,-1147237000.0,394673000.0,173127000.0,9769650000.0,294880000.0,154435000.0,166638000.0,1546000.0,51656000.0,159130000,0.0,-634066000.0,-113000.0,577000.0,22730000.0,8622413000.0,,,86607000.0,45451000.0,,37050000.0,,0.27,5370498000.0,28578000.0,12244643000.0,12071516000.0,88516000,85101000,76108000.0,20526000.0,186152000.0,5556650000.0,296037000.0,-8081000.0,0.0,72747000.0,-8395000.0,869818000.0,515289000.0,5951323000.0,257568000.0,79465000,224000.0,96260000.0,-122622000.0,,,-145617000.0,,,,,
2010-09-30,5594000.0,-2469000.0,6064881000.0,325859000.0,97924000.0,75415000.0,52635000.0,79482000.0,52635000.0,96260000.0,-274903000.0,595680000.0,0.05,-7426000.0,0.0,,3618000.0,243755000,317149000,78255000.0,-119759000.0,-32623000.0,-1189998000.0,418288000.0,125272000.0,9819167000.0,309448000.0,-189174000.0,154631000.0,,-43625000.0,158764000,0.0,-761036000.0,-6181000.0,867000.0,10250000.0,8629169000.0,,,93821000.0,60461000.0,50346000.0,38414000.0,,0.05,5419705000.0,34872000.0,12245299000.0,12120027000.0,21470000,22655000,76878000.0,19590000.0,153522000.0,5573227000.0,311092000.0,-123411000.0,,71600000.0,0.0,805089000.0,457043000.0,5991515000.0,256688000.0,16995000,6657000.0,52635000.0,-165633000.0,,,-153975000.0,,,,,
2010-12-31,-36073000.0,7235000.0,7957367000.0,316375000.0,107853000.0,77972000.0,1036701000.0,77653000.0,1036701000.0,52635000.0,-479895000.0,656098000.0,,-13237000.0,0.0,,3618000.0,273484000,341073000,1908056000.0,-11367000.0,938260000.0,-1251142000.0,391459000.0,1107524000.0,9927906000.0,,-71630000.0,149770000.0,,984066000.0,174972000,0.0,-775476000.0,-120000.0,-1397000.0,-15491000.0,8676764000.0,,,127193000.0,58248000.0,50346000.0,34504000.0,,,4646345000.0,138403000.0,13331923000.0,12224399000.0,129282000,141917000,77016000.0,18009000.0,148072000.0,4794417000.0,,-166593000.0,,68347000.0,-27169000.0,805508000.0,348999000.0,5185876000.0,282825000.0,136202000,20568000.0,1036701000.0,-103964000.0,,,-144732000.0,,,,,
2011-03-31,-14944000.0,4416000.0,9077533000.0,389716000.0,113372000.0,0.0,3988622000.0,70414000.0,3988622000.0,1036701000.0,-21137000.0,691182000.0,0.17,-14008000.0,0.0,,5102000.0,273219000,331705000,,-65453000.0,3377597000.0,-1325352000.0,391972000.0,4060951000.0,10798679000.0,372116000.0,-36163000.0,149827000.0,,2951921000.0,171487000,0.0,-889592000.0,-136060000.0,37000.0,12060000.0,9473327000.0,,,73223000.0,46846000.0,50346000.0,30272000.0,,0.17,7697302000.0,84374000.0,17499652000.0,13438701000.0,73984000,70093000,90514000.0,21952000.0,142930000.0,7840232000.0,373960000.0,-359683000.0,,108576000.0,-65106000.0,742430000.0,361595000.0,8232204000.0,284859000.0,63875000,10312000.0,3988622000.0,-575503000.0,,,-184209000.0,,,,,
2011-06-30,291431000.0,4406000.0,9145528000.0,400438000.0,124924000.0,0.0,276205000.0,66995000.0,276205000.0,3988622000.0,-120547000.0,692293000.0,0.55,-13833000.0,0.0,,5103000.0,414731000,488706000,,-82579000.0,-306257000.0,-1392002000.0,656813000.0,344648000.0,10874667000.0,406193000.0,-39684000.0,282988000.0,,-3712417000.0,317161000,0.0,-861539000.0,-3801114000.0,248000.0,28448000.0,9482665000.0,,,219550000.0,46621000.0,50346000.0,24273000.0,,0.55,7577129000.0,200409000.0,17693058000.0,17348410000.0,234252000,228759000,88865000.0,34872000.0,137848000.0,7714977000.0,411710000.0,-96249000.0,,105129000.0,-18530000.0,6898257000.0,366074000.0,8371790000.0,442085000.0,222993000,7518000.0,276205000.0,-3689148000.0,,,-200706000.0,,,,,
2011-09-30,-13988000.0,-5616000.0,9127777000.0,389518000.0,108204000.0,0.0,44860000.0,69729000.0,44860000.0,276205000.0,-303098000.0,692952000.0,0.41,-28483000.0,0.0,,5081000.0,351180000,444672000,21308000.0,-22597000.0,-99080000.0,-1465165000.0,330075000.0,117497000.0,10912075000.0,407081000.0,-38346000.0,154106000.0,,-231345000.0,278796000,0.0,-890477000.0,-319932000.0,5000.0,-80519000.0,9446910000.0,,,158426000.0,57672000.0,50346000.0,24786000.0,,0.41,7659462000.0,131509000.0,17439377000.0,17321880000.0,175471000,172195000,87378000.0,19648000.0,132788000.0,7792250000.0,408646000.0,70146000.0,,104198000.0,8843000.0,6926088000.0,367768000.0,8122325000.0,387000000.0,166367000,-16172000.0,44860000.0,-286371000.0,,,-201133000.0,,,,,
2011-12-31,-16695000.0,-616000.0,9033482000.0,373763000.0,106484000.0,0.0,33506000.0,65614000.0,33506000.0,44860000.0,-17266000.0,693802000.0,,-19582000.0,0.0,,,241872000,460303000,24930000.0,-27756000.0,-119132000.0,-1473977000.0,341092000.0,101740000.0,10859409000.0,,-40302000.0,137240000.0,,-11354000.0,284786000,0.0,-1024274000.0,0.0,959000.0,23080000.0,9385432000.0,,,53632000.0,69033000.0,50346000.0,26681000.0,,,7722619000.0,109484000.0,17408475000.0,17306735000.0,66625000,67844000,86128000.0,19678000.0,124142000.0,7846761000.0,,-6602000.0,,101434000.0,-4155000.0,6968882000.0,382410000.0,8187853000.0,391270000.0,61996000,-129720000.0,33506000.0,-29462000.0,,,-201641000.0,,,,,
2012-03-31,-6105000.0,2300000.0,9124791000.0,360140000.0,108343000.0,,347425000.0,68527000.0,347425000.0,33506000.0,-464057000.0,419433000.0,0.43,-17666000.0,0.0,,,371996000,459011000,397569000.0,-22340000.0,158597000.0,-1540809000.0,588019000.0,417264000.0,10876166000.0,410018000.0,-33966000.0,186468000.0,,313919000.0,283319000,0.0,-1053684000.0,0.0,-709000.0,-58196000.0,9335357000.0,,,179187000.0,67349000.0,50346000.0,24381000.0,,0.43,7707926000.0,164128000.0,17725319000.0,17308055000.0,193571000,193380000,87579000.0,20102000.0,119412000.0,7827338000.0,411661000.0,-9939000.0,,104568000.0,-13848000.0,7006779000.0,401162000.0,8415357000.0,391662000.0,175257000,436000.0,347425000.0,-31146000.0,,,-211067000.0,,,,,
2012-06-30,-16199000.0,-1592000.0,9507230000.0,347670000.0,102736000.0,,169636000.0,68548000.0,169636000.0,347425000.0,-67466000.0,429402000.0,0.48,-19703000.0,0.0,,,380568000,464439000,385568000.0,-40520000.0,-192476000.0,-1614148000.0,341892000.0,238392000.0,10932535000.0,420468000.0,-34811000.0,297083000.0,,-177789000.0,291616000,0.0,-1062049000.0,0.0,176000.0,44678000.0,9318387000.0,,,189419000.0,70087000.0,50346000.0,25974000.0,,0.48,7641998000.0,256563000.0,17789768000.0,17551376000.0,204975000,202024000,87299000.0,14812000.0,114939000.0,7756937000.0,421671000.0,-225677000.0,,103225000.0,-3293000.0,7257062000.0,414251000.0,8098829000.0,394352000.0,201467000,1028000.0,169636000.0,-282396000.0,,,-211785000.0,,,,,
2012-09-30,22480000.0,-5790000.0,9517999000.0,382321000.0,108129000.0,,96476000.0,65802000.0,96476000.0,169636000.0,-282046000.0,429980000.0,0.45,-16646000.0,0.0,,,377184000,475482000,21275000.0,-239456000.0,26594000.0,-1662116000.0,336645000.0,171667000.0,11023526000.0,429557000.0,36270000.0,237402000.0,0.0,-73160000.0,294686000,0.0,-1081317000.0,0.0,-598000.0,-20564000.0,9361410000.0,,,184065000.0,72667000.0,50346000.0,31763000.0,,0.46,7903998000.0,-2054000.0,18079336000.0,17907669000.0,198059000,196108000,89606000.0,19443000.0,105191000.0,8014838000.0,430778000.0,-124840000.0,,103513000.0,-12048000.0,7304128000.0,527753000.0,8351483000.0,402815000.0,195629000,-7108000.0,96476000.0,-337156000.0,,,-215376000.0,,,,,
2012-12-31,-231843000.0,-2387000.0,10551237000.0,552701000.0,124304000.0,-4660000.0,247673000.0,68055000.0,247673000.0,96476000.0,-45996000.0,453191000.0,,-14653000.0,0.0,,,409046000,-139093000,988374000.0,-1594130000.0,1500734000.0,-1739718000.0,293994000.0,901995000.0,12624745000.0,,-93747000.0,313917000.0,0.0,151197000.0,-337312000,0.0,-1067367000.0,-186478000.0,-505000.0,37066000.0,10885027000.0,,68055000.0,202585000.0,73915000.0,50346000.0,340444000.0,,,8693820000.0,616233000.0,19915555000.0,19013560000.0,214742000,241028000,91529000.0,25098000.0,105909000.0,8867784000.0,,-1555813000.0,,107255000.0,-14566000.0,7341244000.0,138752000.0,9161778000.0,-213008000.0,239937000,543000.0,247673000.0,-1663454000.0,,,-227078000.0,,,,,
