date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,quarterlySaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyIncomeTaxPayable,quarterlyStockBasedCompensation,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment
2014-07-31,353630000.0,1127693000.0,126792000.0,31899000.0,,42110000.0,,474894000.0,652119000.0,0.94,4544000.0,,6440000.0,157768000.0,60794000,1779812000.0,,522000.0,-20689000.0,0.0,,,60794000,60794000,363058000.0,259342000.0,541508000.0,418000.0,653771000.0,-10081000.0,-155137000.0,64636000.0,650000.0,1126041000.0,0.94,-15388000.0,161363000.0,,,65842000.0,,64349000.0,,-100146000.0,363058000.0,463204000.0,0.0,,456709000.0,163459000.0,-36936000.0,-948000.0,,1951000.0,-54991000.0,97979000,734236000,59535000.0,,-93651000.0,9890000.0,3540000.0,300141000.0,,-83000.0,129878000,98188000.0,,37394000.0,3018000.0,646890000.0,573125000.0,100146000.0,,0.0,,
2014-10-31,366715000.0,1230742000.0,128465000.0,33683000.0,,49399000.0,,463967000.0,692017000.0,0.91,-65479000.0,,6940000.0,181093000.0,59124000,1922759000.0,146000.0,1867000.0,72870000.0,0.0,,,59124000,59124000,295060000.0,281755000.0,709667000.0,0.0,736426000.0,-168159000.0,-78255000.0,64738000.0,650000.0,1186333000.0,0.92,-7289000.0,187667000.0,,,65880000.0,,64419000.0,,0.0,295060000.0,395060000.0,0.0,,363058000.0,236329000.0,-88555000.0,6341000.0,,-2665000.0,-78401000.0,94088000,745722000,12922000.0,,-67998000.0,4917000.0,3833000.0,369711000.0,,-10224000.0,127771000,94342000.0,,35218000.0,1966000.0,686898000.0,622278000.0,100000000.0,,0.0,,
2015-01-31,376067000.0,1260355000.0,149412000.0,35709000.0,,52440000.0,,697904000.0,722815000.0,1.35,173873000.0,,7442000.0,210702000.0,87264000,1983170000.0,-100209000.0,-61000.0,-45551000.0,0.0,,,87264000,87264000,389149000.0,349737000.0,581229000.0,462000.0,735661000.0,128438000.0,-126778000.0,64657000.0,647000.0,1247509000.0,1.36,-3041000.0,212270000.0,,,74498000.0,,64300000.0,,0.0,389149000.0,539358000.0,0.0,,295060000.0,190778000.0,118851000.0,3547000.0,,-29575000.0,-76569000.0,137467000,1047641000,250442000.0,-526090000.0,94089000.0,19404000.0,3487000.0,359594000.0,1243249000.0,-29951000.0,137467000,137698000.0,,50434000.0,3548000.0,717159000.0,679593000.0,150209000.0,,0.0,,
2015-04-30,391302000.0,1325201000.0,139284000.0,37967000.0,,43558000.0,,564938000.0,752750000.0,1.04,11670000.0,,10812000.0,192485000.0,66946000,2077951000.0,,4003000.0,18731000.0,0.0,,,66946000,66946000,386007000.0,303184000.0,662936000.0,622000.0,774966000.0,-81707000.0,-56622000.0,64555000.0,647000.0,1302985000.0,1.04,8882000.0,195602000.0,,,75135000.0,,64180000.0,,0.0,386007000.0,536216000.0,0.0,,389149000.0,209509000.0,-37732000.0,651000.0,,-14812000.0,-56622000.0,107582000,868122000,68292000.0,,-3142000.0,34871000.0,3342000.0,383664000.0,,-28969000.0,145549000,107893000.0,,40947000.0,-661000.0,744665000.0,718585000.0,150209000.0,,0.0,,
2015-07-31,401907000.0,1316085000.0,154494000.0,38771000.0,,45277000.0,,570524000.0,799825000.0,1.15,-23192000.0,,10809000.0,183937000.0,74169000,2115910000.0,,3254000.0,6211000.0,0.0,,,74169000,74169000,325214000.0,306475000.0,705660000.0,0.0,772121000.0,-42724000.0,-80596000.0,64410000.0,646000.0,1343789000.0,1.16,-1719000.0,188015000.0,,,75167000.0,,64087000.0,,0.0,325214000.0,475423000.0,0.0,,386007000.0,215720000.0,-57058000.0,32000.0,,-37601000.0,-80596000.0,118460000,876999000,57404000.0,,-60793000.0,0.0,4236000.0,370214000.0,,-46262000.0,157231000,118736000.0,,44567000.0,982000.0,791904000.0,746959000.0,150209000.0,,0.0,,
2015-10-31,407863000.0,1388190000.0,166707000.0,42313000.0,,50939000.0,,575062000.0,851808000.0,1.11,-71414000.0,,10903000.0,218763000.0,71070000,2239998000.0,0.0,1351000.0,75549000.0,0.0,,,71070000,71070000,209552000.0,335638000.0,884407000.0,0.0,865839000.0,-178747000.0,-94691000.0,64196000.0,643000.0,1374159000.0,1.11,-5662000.0,224869000.0,,,72646000.0,,63882000.0,0.0,0.0,209552000.0,359761000.0,0.0,,325214000.0,291269000.0,-91083000.0,-2238000.0,,-44248000.0,-94691000.0,110769000,910700000,23277000.0,,-115662000.0,0.0,3548000.0,457976000.0,,-47915000.0,153082000,111052000.0,,39982000.0,2197000.0,844238000.0,770514000.0,150209000.0,,0.0,,
2016-01-31,391805000.0,1375173000.0,187351000.0,45998000.0,,64992000.0,,829259000.0,855745000.0,1.69,159643000.0,,10489000.0,268169000.0,107823000,2230918000.0,-80000000.0,889000.0,-95095000.0,0.0,,,107823000,107823000,345840000.0,439036000.0,761793000.0,546000.0,788032000.0,122614000.0,-47049000.0,63967000.0,641000.0,1442886000.0,1.69,-14053000.0,269550000.0,,,59527000.0,,63646000.0,100209000.0,0.0,345840000.0,475840000.0,0.0,,209552000.0,196174000.0,61094000.0,7364000.0,,-43564000.0,-67258000.0,169486000,1268295000,226901000.0,-654355000.0,136288000.0,12702000.0,4468000.0,396227000.0,1501955000.0,-46222000.0,169486000,169759000.0,,61936000.0,3579000.0,847600000.0,832215000.0,130000000.0,,0.0,,
2016-04-30,403528000.0,1338417000.0,179300000.0,47887000.0,,54112000.0,,683286000.0,880533000.0,1.45,112610000.0,,13430000.0,240724000.0,91976000,2218950000.0,,3203000.0,70104000.0,0.0,,,91976000,91976000,239254000.0,390430000.0,843490000.0,0.0,899262000.0,-81697000.0,-54321000.0,63335000.0,632000.0,1319688000.0,1.46,10880000.0,243266000.0,,,59977000.0,,63031000.0,,0.0,239254000.0,369254000.0,0.0,,345840000.0,266278000.0,24987000.0,450000.0,,-219196000.0,-54321000.0,147164000,1073716000,166931000.0,,-106586000.0,50156000.0,4022000.0,495734000.0,,-228608000.0,195051000,147479000.0,,55503000.0,819000.0,870835000.0,737535000.0,130000000.0,,0.0,,
2016-07-31,421606000.0,1376082000.0,205918000.0,49665000.0,,55998000.0,,684377000.0,929706000.0,1.43,-42575000.0,,17688000.0,236380000.0,90004000,2305788000.0,,1482000.0,18960000.0,0.0,,,90004000,90004000,194084000.0,384838000.0,930205000.0,0.0,913851000.0,-86715000.0,-75274000.0,62813000.0,630000.0,1391937000.0,1.44,-1886000.0,241069000.0,,,58477000.0,,62475000.0,,20000000.0,194084000.0,304084000.0,0.0,,239254000.0,285238000.0,-91728000.0,-1500000.0,,-22595000.0,-95274000.0,143769000,1069215000,52699000.0,,-45170000.0,1089000.0,4840000.0,492245000.0,,-26259000.0,193434000,144017000.0,,54013000.0,3358000.0,919597000.0,769827000.0,110000000.0,,0.0,,
2016-10-31,444477000.0,1538465000.0,229569000.0,53462000.0,,65708000.0,,704179000.0,1012736000.0,1.4,-28220000.0,,20141000.0,280464000.0,87562000,2551201000.0,0.0,4316000.0,139833000.0,0.0,,,87562000,87562000,133108000.0,427053000.0,1137023000.0,0.0,1099117000.0,-206818000.0,-131608000.0,62692000.0,629000.0,1452084000.0,1.4,-9710000.0,287392000.0,,,62669000.0,,62371000.0,0.0,0.0,133108000.0,243108000.0,0.0,,194084000.0,425071000.0,-45963000.0,4192000.0,,-32756000.0,-131608000.0,139661000,1131232000,103388000.0,,-60976000.0,0.0,5341000.0,654640000.0,,-44869000.0,193123000,139872000.0,,52310000.0,1025000.0,1001938000.0,812846000.0,110000000.0,,0.0,,
2017-01-31,472317000.0,1536237000.0,260854000.0,59281000.0,,88631000.0,,1035666000.0,1015641000.0,2.24,219123000.0,,19628000.0,316266000.0,140218000,2551878000.0,-30000000.0,52000.0,-165553000.0,0.0,,,140218000,140218000,385010000.0,544908000.0,943975000.0,0.0,1001660000.0,193048000.0,-12544000.0,62544000.0,627000.0,1550218000.0,2.25,-22923000.0,320678000.0,,,86498000.0,,62201000.0,110000000.0,0.0,385010000.0,415010000.0,0.0,,133108000.0,259518000.0,80936000.0,23829000.0,,-47221000.0,-92544000.0,224230000,1580574000,311667000.0,-798759000.0,251902000.0,8971000.0,5137000.0,529343000.0,1803117000.0,-47378000.0,224230000,224346000.0,,84128000.0,5085000.0,1004358000.0,905785000.0,30000000.0,,0.0,,
2017-04-30,481692000.0,1672972000.0,210379000.0,62476000.0,,62936000.0,,838871000.0,1034629000.0,2.05,98990000.0,,22448000.0,283445000.0,128223000,2707601000.0,-120000000.0,0.0,59834000.0,0.0,,,128223000,128223000,321725000.0,476008000.0,1048431000.0,0.0,1065944000.0,-104456000.0,-196754000.0,62594000.0,627000.0,1641657000.0,2.06,25695000.0,287603000.0,,,86766000.0,,62101000.0,,0.0,321725000.0,471725000.0,0.0,,385010000.0,319352000.0,-22351000.0,268000.0,,-42275000.0,-76754000.0,188405000,1314879000,175744000.0,,-63285000.0,54521000.0,5491000.0,584252000.0,,-54106000.0,250881000,188743000.0,,60520000.0,5491000.0,1020853000.0,982413000.0,150000000.0,,0.0,,
2017-07-31,496590000.0,1592494000.0,256794000.0,63106000.0,,67593000.0,,820528000.0,1109723000.0,1.83,-72207000.0,,23739000.0,283427000.0,114193000,2702217000.0,-120000000.0,0.0,-5869000.0,0.0,,,114193000,114193000,92860000.0,469326000.0,1144702000.0,0.0,1066867000.0,-96271000.0,-146456000.0,62379000.0,623000.0,1635350000.0,1.84,-4657000.0,289526000.0,,,85181000.0,,61935000.0,,0.0,92860000.0,272860000.0,0.0,,321725000.0,313483000.0,-138334000.0,-1585000.0,,-126658000.0,-116456000.0,179800000,1289854000,44249000.0,,-228865000.0,0.0,6158000.0,570277000.0,,-128006000.0,242906000,180355000.0,,66162000.0,6158000.0,1095135000.0,970122000.0,180000000.0,,0.0,,
2017-10-31,504110000.0,1646288000.0,266435000.0,62128000.0,,82934000.0,,849053000.0,1188585000.0,1.7,-35329000.0,,24986000.0,320729000.0,104645000,2834873000.0,0.0,-551000.0,133810000.0,0.0,,,104645000,104645000,46787000.0,493128000.0,1349714000.0,632000.0,1218822000.0,-205012000.0,-24429000.0,61630000.0,617000.0,1616051000.0,1.71,-15341000.0,330461000.0,,,78647000.0,,61299000.0,120000000.0,0.0,46787000.0,106787000.0,0.0,,92860000.0,447293000.0,-60747000.0,-6534000.0,,-130744000.0,-144429000.0,162667000,1342181000,109100000.0,,-46073000.0,984000.0,6249000.0,714712000.0,,-131863000.0,224795000,162983000.0,,58338000.0,6249000.0,1172682000.0,943091000.0,60000000.0,,0.0,,
2018-01-31,492304000.0,1693743000.0,302307000.0,65003000.0,,99719000.0,,1279245000.0,1214944000.0,3.4,347198000.0,,24985000.0,399631000.0,208173000,2908687000.0,-90000000.0,-32000.0,-121535000.0,8664000.0,,,208173000,208173000,277445000.0,658347000.0,1096424000.0,0.0,1134470000.0,253290000.0,-163075000.0,61293000.0,614000.0,1774217000.0,3.42,-16785000.0,403928000.0,,,59403000.0,,60938000.0,30000000.0,0.0,277445000.0,397445000.0,0.0,,46787000.0,325758000.0,188029000.0,-19244000.0,,-56540000.0,-103075000.0,254419000,1937592000,450273000.0,-959208000.0,230658000.0,14101000.0,6501000.0,642166000.0,2148661000.0,-57849000.0,254419000,254778000.0,,46605000.0,6501000.0,1189453000.0,1093453000.0,120000000.0,,0.0,,
2018-04-30,493724000.0,1802699000.0,320423000.0,68789000.0,,100274000.0,,982954000.0,1219550000.0,2.7,203004000.0,,28944000.0,345624000.0,164396000,3022249000.0,-237193000.0,,46906000.0,10087000.0,,,164396000,164396000,231886000.0,560713000.0,1136816000.0,,1238816000.0,-40392000.0,-191452000.0,60909000.0,610000.0,1783433000.0,2.71,-555000.0,350871000.0,,,50561000.0,,60610000.0,120000000.0,,231886000.0,469079000.0,,,277445000.0,372664000.0,35637000.0,1473000.0,,-131370000.0,-74259000.0,209842000,1543667000,277263000.0,,-45559000.0,52005000.0,6170000.0,745092000.0,,-137882000.0,278631000,211167000.0,,46771000.0,,1190969000.0,1094824000.0,237193000.0,,,,
2018-07-31,502116000.0,1830158000.0,348906000.0,69026000.0,,103666000.0,,952760000.0,1243191000.0,2.46,43308000.0,,29961000.0,337142000.0,148323000,3073349000.0,-320970000.0,,37185000.0,10628000.0,,,148323000,148323000,237107000.0,535461000.0,1219685000.0,,1260871000.0,-82869000.0,20761000.0,60375000.0,605000.0,1812478000.0,2.47,-3392000.0,341646000.0,,,49700000.0,,60070000.0,409163000.0,,237107000.0,386107000.0,,,231886000.0,409849000.0,-112451000.0,-861000.0,,-126280000.0,-67432000.0,193815000,1488221000,110740000.0,,5221000.0,0.0,7002000.0,758755000.0,,-128216000.0,262841000,194958000.0,,46635000.0,,1212978000.0,1115751000.0,149000000.0,,,,
2018-10-31,512872000.0,2025973000.0,409603000.0,69837000.0,9084000.0,102353000.0,,987733000.0,1306718000.0,2.18,39487000.0,,30775000.0,395453000.0,131166000,3332691000.0,171970000.0,,164628000.0,11477000.0,,,131166000,131166000,296944000.0,572278000.0,1484565000.0,,1496955000.0,-264880000.0,20670000.0,60062000.0,601000.0,1835736000.0,2.2,1353000.0,403065000.0,6985000.0,,50045000.0,,59724000.0,-22970000.0,,296944000.0,296944000.0,,,237107000.0,574480000.0,-53748000.0,-1020000.0,,-115044000.0,-114724000.0,169213000,1560011000,154211000.0,,59837000.0,0.0,7136000.0,984083000.0,,-119264000.0,239050000,170531000.0,,39365000.0,,1257775000.0,1127951000.0,0.0,,,,
2019-01-31,547218000.0,1914861000.0,188581000.0,71820000.0,10870000.0,136168000.0,,1383857000.0,1276311000.0,,350928000.0,,28374000.0,457245000.0,214674000,3191172000.0,0.0,,-170463000.0,14584000.0,,,214674000,214674000,409251000.0,740859000.0,1214329000.0,,1370954000.0,266122000.0,-65086000.0,,592000.0,1820218000.0,,-33793000.0,459649000.0,4317000.0,199054000.0,83864000.0,,,0.0,,409251000.0,409251000.0,,,296944000.0,404016000.0,85057000.0,34488000.0,,-236520000.0,-62985000.0,281210000,2124716000,413913000.0,-1149107000.0,112307000.0,0.0,6328000.0,823736000.0,2375136000.0,-236973000.0,353030000,282485000.0,0.0,67811000.0,,1226029000.0,1105863000.0,0.0,,,,
2019-04-30,1779180000.0,2019332000.0,227156000.0,71810000.0,10870000.0,110046000.0,,1098182000.0,2747021000.0,3.26,199842000.0,,34395000.0,403133000.0,192221000,4766353000.0,-195000000.0,,3329000.0,23105000.0,,,192221000,192221000,326831000.0,644847000.0,1250037000.0,,2824785000.0,-35708000.0,-279572000.0,58993000.0,593000.0,1941568000.0,3.28,,407307000.0,4085000.0,182993000.0,90384000.0,,58631000.0,0.0,,326831000.0,521831000.0,,,409251000.0,407345000.0,-81499000.0,6520000.0,,-74526000.0,-71836000.0,237540000,1743029000,271678000.0,,-82420000.0,16679000.0,6030000.0,1045605000.0,2685051000.0,-116582000.0,309350000,239586000.0,,47365000.0,75231000.0,2685051000.0,1188313000.0,195000000.0,,211432000.0,,
2019-07-31,1805990000.0,1920600000.0,224202000.0,73141000.0,10870000.0,107263000.0,,1060708000.0,2789775000.0,2.76,96281000.0,,35649000.0,392843000.0,161258000,4710375000.0,-50000000.0,,42772000.0,30882000.0,,,161258000,161258000,177398000.0,605899000.0,1315999000.0,,2870924000.0,-65962000.0,-54980000.0,58446000.0,585000.0,1839451000.0,2.77,,397881000.0,3854000.0,182354000.0,86598000.0,,58171000.0,95000000.0,,177398000.0,327398000.0,,,326831000.0,450117000.0,-140444000.0,-3786000.0,,-270111000.0,-79377000.0,208018000,1666607000,175658000.0,,-149433000.0,,6736000.0,1064934000.0,2719504000.0,-270990000.0,281159000,209689000.0,,48431000.0,76903000.0,2719504000.0,1078678000.0,150000000.0,,,,
2019-10-31,1824772000.0,2097468000.0,249112000.0,74256000.0,10870000.0,112888000.0,,1059081000.0,2831380000.0,2.25,20247000.0,,34110000.0,449198000.0,129747000,4928848000.0,0.0,,144876000.0,27683000.0,,,129747000,129747000,208843000.0,623433000.0,1616920000.0,,3081692000.0,-300921000.0,49659000.0,57763000.0,580000.0,1847156000.0,2.25,,455653000.0,3622000.0,190188000.0,83856000.0,,57568000.0,150000000.0,,208843000.0,208843000.0,,,177398000.0,594993000.0,-166125000.0,-2742000.0,,-128384000.0,-89923000.0,167780000,1682514000,110170000.0,,31445000.0,,6342000.0,1256920000.0,2762936000.0,-128660000.0,242036000,168680000.0,,38933000.0,67086000.0,2762936000.0,1079862000.0,,,,,
