date,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyCommonStockIssuance,quarterlyIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyCurrentAssets,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyCurrentDebt,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment,quarterlyAccountsReceivable,quarterlyGrossProfit,quarterlyEbitda,quarterlyAccumulatedDepreciation
2010-12-31,1676500214.79,,16922021.73,,8234009304.54,12561311198.16,1134248541.75,2943872923.69,-2021437578.36,,932640163.45,115413097453.01,69796350116.9,979738941.71,932640163.45,32938286.78,44467362905.0,,76551624840.3,-785852384.88,22485147176.08,,,,1830409716.04,81200274325.59,988314020.2,1240721323.62,,8227821180.0,,72545758414.11,260982381.91,,-113417897.0,,301275503.97,-1118996069.54,4005866426.19,1316064803.7,12674729095.16,988314020.2,,898423.3,39275490.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,977085757.73,,-8400047.84,8465325131.0,9419154822.91,-4991426137.88,1593701423.24,2650635788.69,-3172963358.62,,1185145518.37,111749368929.47,64750979963.55,1221414764.99,1185145518.37,7316027.13,45795961657.61,,70961056396.57,-1253377617.68,24196918962.71,,8465325131.0,0.14,1075099908.07,77140626870.33,977956835.71,1608166493.36,,8227821180.0,,76551624840.3,386751728.37,,-53484593.34,0.14,296726176.97,221489210.41,-5590568443.73,1965754307.15,-4937941544.54,977956835.71,,908115.35,24500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,992756322.05,,-1244678791.28,,9234616685.69,-15187270962.29,1458183701.63,2561828643.94,-1535756516.31,,1049635039.78,105967789993.22,59668034833.96,1117711164.45,1049635039.78,4869139.05,45153495197.78,,53450092731.98,-573473212.28,26444950098.93,,,,1120504908.57,58005577647.17,965028552.09,1454953770.97,,8227821180.0,,70961056396.57,337242606.52,,-87334196.35,,315147279.65,-525314303.08,-17510963664.59,1044748361.33,-15099936765.94,965028552.09,,2565865.14,1251371.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,927460290.48,,18905662.12,8230264111.0,9728432532.35,3907529887.37,649243696.94,1686389900.75,-2295117978.78,,493815846.66,100866577658.13,54851735082.98,548455989.27,493815846.66,14985095.15,44801717340.78,,54590466363.7,-2009883671.43,29766119520.37,,8230264111.0,0.06,1010233187.28,58753935796.11,956266444.9,666701768.02,,8227821180.0,,53450092731.98,118245778.75,,-58861366.42,0.06,312642653.55,-7328185.33,1140373631.72,329110578.62,3966391253.79,956266444.9,,1024500.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,1331141725.51,,-28108301.32,,9187634586.54,-1846369526.43,466545828.89,2320963136.47,-309689052.16,,374437778.86,98876376715.93,52265735173.03,394414902.03,374437778.86,1061421.19,45042374727.04,,53053972074.41,-24775301.56,30184471202.53,,,,1411580902.37,57088953370.22,955001063.22,570341886.99,,8227821180.0,-199937706.2,54590466363.7,175926984.96,,-166626796.32,,319916657.6,347130664.82,-1536494289.29,450479125.73,-1679742730.11,955001063.22,,531547245.76,342606342.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,901294161.7,,-7072198.89,8069942649.0,10236727130.93,9580746739.91,1430446357.95,2412976640.38,-1576224509.11,,1049092544.39,108236944383.19,60381402758.18,1097145592.43,1049092544.39,1185881.28,46282810642.05,,61911146455.54,-1065039383.89,30776552498.73,,8069942649.0,0.13,976028791.31,65777740331.68,931797099.5,1432503003.19,,8227821180.0,-215298057.5,53053972074.41,335357410.76,,-44498926.36,0.13,318277192.49,519116411.21,8857174381.13,554498170.3,9625245666.27,931797099.5,,6214913.14,37769079.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,1079554232.61,,-7154924.1,,9978977272.51,-8092254761.69,1362717372.52,2619880188.34,-1207485718.12,,976423318.58,115357507710.09,56450974645.87,1047794760.7,976423318.58,6365718.04,57254886756.26,,64257021368.11,-692128328.22,33984706892.84,,,,1158835753.13,67889615176.44,937810970.16,1368127136.75,,9584721180.0,-602437140.0,61911146455.54,320332376.05,,-78996563.86,,313282968.09,11613686518.4,2345874912.57,587067654.96,-8013258197.83,937810970.16,,4508435.73,11289905798.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,923198532.94,,-1310731206.66,10370219837.0,10393786066.0,442210392.59,486118590.73,1813653077.48,-5291557141.02,,414808793.49,116828678047.02,57601673294.07,454627101.28,414808793.49,1310200.57,57557099711.41,,61253817982.14,-2528428785.98,35671984206.85,,10370219837.0,0.04,991458488.18,65745151658.33,911717311.28,564584161.16,,9584721180.0,325762497.98,64257021368.11,109957059.88,,-40466307.92,0.04,303421476.71,-746725.86,-3003203385.98,2802281526.36,482676700.51,911717311.28,,4584164.33,365713.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,1107343437.06,,64659624.28,,10162729167.31,-11317845671.36,707505140.33,2228317399.51,-3236471338.31,,579451728.33,126346265486.29,65915668958.51,634925036.08,579451728.33,3848054.53,58679683158.2,,55036794196.66,-2084380385.2,45361198349.04,,,,1186366946.48,59422769859.34,928702751.68,744257663.4,,9584721180.0,,61253817982.14,109332627.32,,-66334203.32,,304219086.03,651003167.06,-6217023785.47,1214584972.72,-11251511468.04,928702751.68,,921515669.16,30682298.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,932193268.07,,-18407070.42,9559408198.0,11596640396.99,2212221708.02,1921713272.03,2910412525.19,-4710822324.16,,1433911229.68,131338657738.05,69414341416.48,1491541078.45,1433911229.68,2409593.76,60165811019.56,,57751659431.98,165747972.57,43402525353.94,,9559408198.0,0.15,1027060294.05,61643250218.73,1036804764.58,1927408887.5,,9584721180.0,,55036794196.65,435867809.05,,-27699519.69,0.15,296789667.71,-26405967.15,2714865235.33,4901860222.66,2239921227.71,1036804764.58,,24412174.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,1007668412.76,,-11083549.61,,11677915267.19,3470951608.58,1623086201.31,2718832476.77,-4956290148.65,,1231441411.8,139424513494.72,77356298267.22,1290281656.63,1231441411.8,849137.79,60080004044.12,,59515914026.12,-2629792379.39,41989959411.51,,,,1109885758.55,62518743358.1,1022245657.48,1682034805.67,,9584721180.0,,57751659431.98,391753149.04,,-183438519.8,,285517716.29,276511372.14,1764254594.14,2518599294.88,3654390128.38,1022245657.48,,1199015353.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,1121948487.66,,-1192767713.39,9324840553.0,12703647728.07,-9584297267.97,1405934998.14,2607563899.11,-2297531736.63,,1025732460.88,135990670558.83,72410366949.35,1088041738.95,1025732460.88,1619921.1,61266267234.53,,48657318929.29,196192506.19,41918701185.94,,9324840553.0,0.11,1233043918.36,52605363287.96,1021508499.88,1367421238.47,43945.37,9584721180.0,,59515914026.12,279379499.52,,-51163815.07,0.11,274907877.63,308848498.14,-10858595096.83,2543224191.42,-9533133452.9,1021508499.88,,63533737.39,313673808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,1490560756.93,,-37618835.1,,12009887336.98,-10946930189.66,388945855.52,2101205410.22,925960140.13,,343938945.82,169123603723.92,105018444803.34,411129252.13,343938945.82,3642616.17,61506991499.42,623071965.37,58338044527.57,2826949002.66,60129056975.2,,,,1763170347.51,62422348265.08,1013414944.24,477882815.96,,9584721180.0,0.0,48657318929.29,66753563.83,,-66173084.89,,271279857.6,-135368842.02,9667173619.81,1954051133.01,-10880757104.77,1013414944.24,,1513361064.27,70967938.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,1228092702.15,,-224361871.29,9310326885.0,13220229832.0,-1268129497.32,1651446615.9,3003908380.62,-7050545854.84,,1210342495.02,189345568251.31,123936472611.77,1263981926.97,1210342495.02,2130282.62,62751616596.53,2614364209.28,55505976072.81,-5729347503.13,58444057363.06,,9310326885.0,0.13,1365697873.05,9852977712.56,1013019929.95,1650521796.12,,9584721180.0,-1711316248.74,58338044527.57,386539869.15,,-42306491.78,0.13,269642073.78,-17330280.56,-2832068454.76,1361374560.87,-1225823005.54,1013019929.95,,2440881490.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,1339660174.44,,-1507700682.67,,13737238549.08,-126698031.17,2084344282.0,3673257288.89,-1116307376.85,,1667175258.68,215711160671.23,148916838275.78,1752944563.25,1667175258.68,443914.9,63346892201.42,2616666620.76,63346286214.48,97551856.59,64040606147.21,,,,1537657895.47,68689739040.5,1000818762.85,2209195843.87,,9584721180.0,-4952546816.06,55505976072.81,456251280.62,,-71669890.28,,269841925.43,815566634.04,7840310141.67,5069123283.09,-55028140.89,1000818762.85,,3877466127.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,1419070761.78,,207161527.15,9416087401.0,15808777777.43,3459889164.32,2720630419.36,4441331003.2,-9031877485.59,,2071539228.27,243150289608.65,173945311222.57,2170842651.84,2071539228.27,4402395.0,65662865101.62,2612423605.32,76399265454.65,-46610272.84,61724432043.07,,9416087401.0,0.22,1718073871.03,11392715037.0,1076190888.32,2731113808.63,0.0,9584721180.0,-11351918901.68,63346286214.48,560271156.79,,-37573012.68,0.22,261895532.56,862770413.01,13052979240.17,9018437830.43,3497462177.0,1076190888.32,,4937798878.78,1266594.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,2311950059.53,,-1582963754.19,,16557451328.1,6470515820.77,3761371944.8,6692643823.25,-26409084712.8,,2761566615.63,352622148668.9,280357946063.62,2931253943.61,2761566615.63,-2293752.63,68364431086.21,2600615523.61,100469264938.38,-6615878336.48,76504795625.13,,,,2715909572.23,108447408332.92,1073663584.26,3829562839.55,538.8,9584721180.0,-13625594849.45,76399265454.65,898308895.94,,-96819451.78,,268429474.78,-932030614.3,24069999483.73,19892319041.93,6567335272.55,1073663584.26,,5320958178.03,789812.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,1660640008.16,,-268877792.23,9538740254.0,20659109070.48,-7830251764.03,5516885832.69,7899922327.74,-7471642956.8,,4101658309.08,409071550528.86,331910883920.35,4358038531.79,4101658309.08,617323.24,72835008002.1,2611206616.4,115134412707.24,-294028875.56,79756473242.18,,9538740254.0,0.43,2289527977.51,22405558141.63,1088344381.6,5519433244.16,,9584721180.0,-31338770611.11,100469264938.38,1161394712.37,,-92486817.82,0.43,278592499.44,3186457.67,14665147768.86,7269483575.82,-7737764946.21,1088344381.6,,9664789352.07,3186457.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,3728116357.64,,-3941992650.68,,23830943844.33,65676189109.24,8241452441.05,13980571449.8,-12415901556.68,,6053055403.16,629749407207.85,518268570068.53,6570616332.34,6053055403.16,-191452.44,102537938882.2,2748579277.98,261498252257.68,-2486443421.33,90562425015.52,,,,5457888760.51,269921529300.37,1089669929.61,8433427541.71,,11501700000.0,-42239215370.62,115134412707.24,1862811209.37,,-79981095.34,,273789830.75,28778931318.46,146363839550.44,10147220219.18,65756170204.58,1089669929.61,,9099852837.72,28938032496.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,2219708571.67,,-1152946673.71,22755209760.0,24731171598.74,-14036897893.85,1055243392.31,4579880484.7,-19608867849.1,,910208390.39,578107563927.42,466261560990.93,763060960.96,910208390.39,-25684.5,103207500025.93,3660987808.51,233917830641.78,-8987023129.65,110066494748.13,,30340279680.0,0.03,3318542375.18,46474023494.37,1139591466.99,1062369085.31,-1904051414.48,11501700000.0,-39551930061.37,261498252257.68,299308124.35,,-89786200.34,0.03,380057899.39,335985837.29,-27580421615.9,12600074739.55,-13947111693.51,1139591466.99,,12989248180.52,892500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,3605592423.03,,-2865193759.3,,25319984185.0,-28565113613.64,6138895737.15,11144448807.98,-36400046284.59,,4773928794.98,576448892328.27,459521221374.63,5149599829.99,4773928794.98,55258813.2,107694544738.79,3757596959.29,178023172588.34,-24198897699.42,163578263369.24,,,,4977017659.1,188502615765.44,1204209343.85,6103638587.92,0.0,11501700000.0,-23005469738.98,233917830641.78,954038757.93,,-76818348.86,,419074742.13,-573382204.9,-55894658053.44,12104797883.28,-28488295264.78,1204209343.85,,8109450709.44,-308090097.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,1897091584.11,,-375949430.21,11694509987.0,27070804252.03,-3620972356.48,2341834406.99,5237613621.09,-11170072233.06,,1754176498.12,564771049089.16,445924306969.43,1944677893.92,1754176498.12,556741.0,108340927257.31,3725861113.04,180803577609.47,-1033644675.79,151907200345.69,,11694509987.0,0.15,2774435249.56,20097562886.59,1210472131.54,2333779972.64,,11501700000.0,-18011986418.35,178023172588.34,389102078.72,,-89258532.5,0.15,427430502.43,1191015722.25,2780405021.13,10225129348.77,-3531713823.98,1210472131.54,,16782030194.38,1197800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,2502027654.77,,-4323633369.4,,24402176222.07,-34005653943.24,2788434509.17,6709752673.47,-27905453657.83,,2510123928.55,542331928827.78,426383428403.96,2721031338.79,2510123928.55,12737441.31,105086847034.73,3797085747.21,150674281018.26,-9245951627.55,151792671003.79,,,,3792594428.64,161821006700.66,1183882198.58,3161035789.16,,11501700000.0,-32072834873.1,180803577609.47,440004450.37,,-160726033.99,,419670818.64,-1140946967.58,-30129296591.21,18807490622.96,-33844927909.25,1183882198.58,,8672813445.29,-1122556610.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,2409427446.11,,-4789388480.38,11667256821.0,26493717405.1,-20969504506.18,2915232772.95,7653598324.92,-21532643248.84,,2100106227.85,523770800299.9,404341115840.91,2321625151.21,2100106227.85,992000.99,108169747058.53,3810796557.66,128704830301.44,-4194236126.5,149725313739.57,,11667256821.0,0.18,4711163710.72,17643311901.45,1209444761.22,2984498329.67,,11501700000.0,-22107857555.08,150674281018.26,662873178.46,,16645166.08,0.18,426768908.72,635713.68,-21969450716.82,17320769955.27,-20986149672.26,1209444761.22,,11692601450.03,635713.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,2754995642.79,,-3849304175.11,,26331639342.89,7966018645.9,2603514733.73,8210265796.12,-32019925211.3,,1678927864.78,560865846150.32,438907444778.41,1943183870.49,1678927864.78,17249790.58,110130127286.66,4118734158.06,131153159354.26,-17103965477.56,163144503463.02,,,,4664962773.83,142874530097.35,1468318205.4,2682412902.83,,11501700000.0,-19568112086.83,128704830301.44,739229032.34,,-219091291.09,,468009610.75,909864955.86,2448329052.82,15117801234.25,8185109936.99,1468318205.4,,12476165392.67,1202846512.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,2268524056.16,,-404630569.91,11790339238.0,28567466623.08,-22710107207.95,2872637531.81,6262644089.38,-16787670666.73,,2240164455.28,559054421640.26,434504411324.88,2590686686.73,2240164455.28,26179484.49,112536642667.82,4092422429.19,119836889806.88,11135981462.67,172674345349.15,,11790339238.0,0.19,3322092373.42,16391323964.7,1526402979.19,3275649903.4,-754199896.63,11501700000.0,-33031387930.08,131153159354.26,684963216.67,,-132273581.83,0.19,1287823184.17,1659995.19,-11316269547.38,28783946123.37,-22577833626.12,1526402979.19,,13809800088.99,1659995.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,2704216730.24,,-5235548259.27,,27815464764.97,13203097680.81,2501354077.34,6291256826.56,-10980909405.77,,1783313257.44,534894317348.66,410773016344.36,1926247459.71,1783313257.44,-18263415.04,112465674669.28,4007777616.7,122062211542.3,13604422722.68,167248371937.51,,,,3411178458.56,132366920402.72,1550060375.59,2534753486.81,7234049.12,11501700000.0,-64312723188.81,119836889806.88,608506027.1,,-103715450.76,,1280076107.26,-51998042.54,2225321735.42,24700076945.13,13306813131.57,1550060375.59,,12014441365.24,6443771.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,2027581232.84,,-1252906636.69,11787702137.0,29928354075.93,-26733613302.65,3148609748.26,6186882987.36,-10934814449.66,,2121786384.61,529460807144.15,401269875315.44,2423135388.62,2121786384.61,-2873563.41,116116508378.62,3925916669.59,107074500502.05,803939241.5,165955995741.21,,11787702137.0,0.18,2988307517.5,19085676678.7,2851930693.25,3177134741.49,0.0,11501700000.0,-24402374884.78,122062211542.3,753999352.87,,-1336494084.56,0.18,1278842386.72,162006.68,-14987711040.25,13078121339.13,-25397119218.09,2851930693.25,,10761550659.27,162006.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,2754794985.49,,-3984138780.15,,30297545652.24,-24401422867.33,3764483084.44,8779179078.8,-11660707396.97,,2473159195.73,534706332789.81,405012028902.49,2935533335.2,2473159195.73,-101465.34,117755478685.09,3863520199.48,109642289836.26,9349609162.0,153837151653.05,,,,4526346082.09,120986222660.84,2705850562.8,3901858871.95,0.0,11501700000.0,-7703598494.25,107074500502.05,966325536.75,,-252961034.07,,1316011591.12,-32276049.88,2567789334.21,21263379058.38,-24148461833.26,2705850562.8,,9818646835.3,20045448.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,2135816326.28,,-1131117435.55,11547364312.0,32283260126.34,-4914001674.32,,5647474210.29,-13503593518.19,,1732104646.77,572970782481.13,442274290468.82,1991894846.31,1732104646.77,9484673.3,119092932025.05,3706121791.95,122767521097.95,-3095033655.03,144959216023.45,,11547364312.0,0.15,3219974020.1,16715425991.07,3007868672.22,2601802485.85,-361382036.9,11501700000.0,-22460691538.49,109318648245.78,609907639.54,,-71632084.44,0.15,1309604429.26,1780186.27,13448872852.17,10832089311.2,-4842369589.88,3007868672.22,,15306749216.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,1934802304.28,,-4088852269.25,,30928590297.99,-7324000779.4,,5334290141.53,-4786134180.91,,1298821708.69,573220488083.88,444247698053.48,1467474098.49,1298821708.69,41256.41,116999076196.97,3894553075.74,109307085573.88,1096754794.36,187457523981.57,,,,2959517980.75,119377028530.41,2831853590.01,1899583410.27,,11501700000.0,-65657298258.18,122767521097.95,432109311.78,,-573637763.87,,1326809949.28,-46422898.3,-13784077114.55,6095103445.83,-6750363015.53,2831853590.01,,9939436950.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,2248374843.07,,-3709632065.11,11135528865.0,31448962588.22,8322182581.86,,5123900806.48,-15320271144.98,,556776443.24,556485339106.7,426249167509.66,633062946.26,556776443.24,1441425.64,117742015243.23,4066042883.5,109503639044.29,-2506716184.32,192383622473.9,,11135528865.0,0.05,3764752203.46,17641188729.83,3244616432.42,950511193.08,,11501700000.0,-24251599871.47,109307085573.88,317448246.82,8571941868.29,-410913703.61,0.05,1310406581.03,-794625.64,196553470.41,13223027238.63,8733096285.47,3244616432.42,,11861803092.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,3063872682.18,,-4397797707.46,,31335629353.6,-5058183633.86,,7631628836.38,-1256651432.71,,1623390400.17,574623634094.4,444437714999.05,1678276597.42,1623390400.17,1560377314.22,117858574664.96,4046190104.43,106544822601.7,-2266230860.15,215341869148.82,,,,5063728687.7,115503050330.08,5899303121.9,2118469797.09,,11501700000.0,-36932081145.9,109503639044.29,440193199.67,-1888568484.16,-2902262419.73,,1316862649.04,-170746553.95,-2958816442.59,1892635413.36,-2155921214.13,5899303121.9,,5129235940.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,2673361320.96,,-2080194099.04,11424312655.0,35071753940.4,18859523509.04,,9915405155.81,-6928727546.14,,3770023176.2,612032576764.25,477045627067.13,4099170745.11,3770023176.2,333845289.3,122648659995.44,3960098844.39,125564304748.58,-1570540111.28,234581847548.64,,11424312655.0,0.33,4682803989.29,19393077272.37,6392631095.81,5318462184.01,,11501700000.0,-31991585778.33,106544822601.7,1219291438.9,3175984398.18,-543893549.06,0.33,1271684331.82,-28271270.21,19019482146.88,5899941768.07,19403417058.1,6392631095.81,,8170618144.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,2410014769.57,,-2918850485.04,,35048843771.24,-7003614783.17,,7692284185.77,-2741791299.31,,1756482088.59,622907268902.4,485779722581.22,1968978432.02,1756482088.59,508391493.18,122395334417.14,4061540550.52,131668085714.31,798717363.88,235622860394.3,,,,4351710313.84,142809683377.34,7322971081.63,2685295362.16,,11501700000.0,-37909967214.35,125564304748.58,716316930.14,3585381956.53,-363367517.28,,1299245314.71,1602881269.79,6103780965.73,3903896568.15,-6640247265.89,7322971081.63,,4642872233.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,2653449092.25,,-3755256856.09,11619644453.0,36868907241.57,2034986339.19,,7395377564.65,-8442730396.11,,1859143112.46,635444066679.05,496142525883.42,2006660209.73,1859143112.46,,124038767746.7,4162003631.36,123546237721.04,-672270989.22,262404550609.14,,11619644453.0,0.16,4139767322.26,17364260743.78,7536070319.45,2651773750.19,,11501700000.0,-47299883419.65,131668085714.31,645113540.46,3684097193.43,-212788123.9,0.16,1289247752.34,-47401020.44,-8121847993.27,7977573460.82,2247774463.09,7536070319.45,,8485328155.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
