date,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyAccumulatedDepreciation,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyOperatingExpense,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyPretaxIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlySaleOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyEbitda,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyTotalRevenue,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyDilutedAverageShares,quarterlyChangeInInventory,quarterlyCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCurrentAccruedExpenses
2008-09-30,-578459000,,,29169000.0,,285932000.0,,0.24,285932000.0,80624000,32319000.0,,227732000.0,3519000,,70445000,,0.0,112435000,-265812000.0,-66500000.0,7317818000,0.0,97149079.0,76121000.0,6823492000.0,-53823000,-10000.0,26474000.0,297178000.0,10704000.0,339755000,224392000,24199000,5118000.0,7258000,-18118000.0,285932000,84699000,-243376000,44021000,-74541000,4169273000,48630000,,,0.25,,228233000.0,-153377000,162495000,494326000.0,353561000.0,,,37714000,0.0,57489000.0,3758223000,44157000.0,163118000.0,22156000.0,118338000.0,3815712000.0,6595760000.0,27986000,28151000,30933000.0,2696287000,34727000,,98952245.0,,,,,
2008-12-31,-470402000,,,-201770000.0,,223936000.0,,,223936000.0,82878000,32578000.0,,191148000.0,-1114000,,126795000,,0.0,60989000,-262780000.0,0.0,7301648000,0.0,,18010000.0,6864612000.0,-61996000,0.0,42186000.0,282771000.0,22043000.0,285932000,224393000,-201362000,4726000.0,-1774000,-666000.0,223936000,77585000,-241407000,38153000,-59839000,4335444000,27567000,,,,,26869000.0,-201791000,167136000,437036000.0,286166000.0,,,37933000,0.0,59093000.0,3990185000,46325000.0,160528000.0,-14619000.0,120811000.0,4049278000.0,6673464000.0,-194641000,-197412000,4029000.0,2515107000,40780000,,,,,,,
2009-03-31,-706524000,,-986541000.0,-139130000.0,4963368000.0,263003000.0,,-1.24,263003000.0,73611000,32521000.0,,1068337000.0,-3354000,-129301000.0,-45632000,,552501000.0,61825000,-142819000.0,,6912935000,0.0,98915587.0,,6485371000.0,39067000,0.0,4577000.0,280666000.0,-15265000.0,223936000,224871000,-122350000,7304000.0,-30194000,,263003000,-54679000,15245000,38709000,-2475000,3607622000,-512000,,,-1.24,,-95481000.0,-80994000,165529000,427564000.0,325967000.0,,5949909000.0,42350000,0.0,48941000.0,3232714000,49568000.0,145266000.0,-5089000.0,115961000.0,3281655000.0,432503000.0,-129301000,-118398000,158064000.0,2885060000,31510000,,98915587.0,,,,,
2009-06-30,-336963000,,-1014490000.0,9055000.0,6327854000.0,185906000.0,,0.12,185906000.0,70093000,29329000.0,,186711000.0,6857000,,-71679000,,-243000.0,59303000,-127982000.0,,6885248000,0.0,145380000.0,,6514565000.0,-77097000,0.0,2647000.0,255004000.0,-10503000.0,263003000,224871000,17162000,4645000.0,-267000,,185906000,73488000,-18873000,36817000,-56630000,3593335000,-3311000,,,0.12,,-78059000.0,-68679000,147370000,370683000.0,300208000.0,,7342344000.0,34764000,0.0,50841000.0,3242286000,42513000.0,142288000.0,-5958000.0,104857000.0,3293127000.0,6327854000.0,14490000,21374000,-156343000.0,2871302000,25685000,,145380000.0,,,,,
2009-09-30,-266420000,,-1062681000.0,9418000.0,6330117000.0,174651000.0,,0.43,174651000.0,77611000,28855000.0,,188671000.0,1009000,,-171884000,,67000.0,87111000,-66436000.0,-357000.0,6873266000,0.0,145659000.0,171123000.0,6518788000.0,-11255000,-323000.0,10255000.0,253311000.0,15334000.0,185906000,224871000,62790000,4540000.0,20690000,-891000.0,174651000,80469000,101800000,45704000,-50219000,3523086000,18494000,,,0.43,,-14871000.0,20675000,157535000,354478000.0,298509000.0,,7392798000.0,33303000,0.0,52576000.0,3172001000,46621000.0,135164000.0,8239000.0,110914000.0,3224577000.0,6330117000.0,13866000,67140000,-5270000.0,2925043000,27396000,,145659000.0,,,,,
2009-12-31,-935785000,,,-9833000.0,,187169000.0,,,187169000.0,85593000,30616000.0,,183632000.0,-14582000,,646000,,-6000.0,34037000,-65112000.0,0.0,6841958000,0.0,,32812000.0,6455040000.0,12518000,1000.0,-168000.0,238718000.0,3816000.0,174651000,224901000,-7564000,6560000.0,19135000,-2396000.0,187169000,79164000,-23043000,48133000,-48962000,3550638000,-21451000,,,,,-29008000.0,-31075000,162614000,386918000.0,284759000.0,,,27403000,0.0,53283000.0,3212596000,49618000.0,155958000.0,-21283000.0,112996000.0,3265879000.0,6271408000.0,-13046000,-13117000,10694000.0,2940016000,31655000,,,,,,,
2010-03-31,-205696000,,-1156998000.0,4803000.0,5623945000.0,153389000.0,,-0.03,153389000.0,80899000,32613000.0,,338603000.0,-283000,-466000.0,67380000,,0.0,70065000,-53521000.0,,6909471000,0.0,148666000.0,,6591740000.0,-33780000,,-1369000.0,246159000.0,2709000.0,187169000,224908000,-4447000,6812000.0,-1462000,,153389000,80781000,-183252000,44345000,-45644000,3658376000,16686000,,,-0.03,,-33111000.0,16544000,157952000,317731000.0,292393000.0,,6780943000.0,27344000,388457000.0,52263000.0,3313720000,49709000.0,142393000.0,18055000.0,108243000.0,3365983000.0,606838000.0,-466000,-151000,-129731000.0,2899610000,32265000,,148666000.0,,,,,
2010-06-30,-378652000,,,4389000.0,,214539000.0,,0.02,214539000.0,77253000,32626000.0,,183905000.0,16785000,,121506000,,478850000.0,44683000,-104809000.0,,7059992000,0.0,165658000.0,,6662643000.0,61150000,,-8698000.0,241133000.0,13336000.0,153389000,225092000,2897000,5729000.0,-2272000,,214539000,81169000,-148620000,43515000,-52121000,3340682000,-10490000,,,0.02,,-29872000.0,-60126000,158618000,397349000.0,292472000.0,,,32891000,0.0,53555000.0,2994655000,48474000.0,156655000.0,-1792000.0,110144000.0,3048210000.0,6456771000.0,4654000,7191000,123045000.0,3351338000,30246000,,165658000.0,,,,,
2010-09-30,-569291000,,,2368000.0,,176436000.0,,0.04,176436000.0,80781000,32125000.0,,164891000.0,-39068000,,-50149000,,-3000.0,96088000,-67596000.0,0.0,7123726000,0.0,166997000.0,40226000.0,6759042000.0,-38103000,,8254000.0,249386000.0,28352000.0,214539000,225092000,6635000,5581000.0,-8785000,-10817000.0,176436000,81702000,-40241000,46525000,-24626000,3424707000,33223000,,,0.04,,-22897000.0,28492000,158696000,364684000.0,300711000.0,,,31112000,205591000.0,57089000.0,3066907000,46803000.0,159093000.0,24969000.0,111893000.0,3123996000.0,6570392000.0,1355000,10927000,-2054000.0,3331283000,28861000,,166997000.0,,,,,
2010-12-31,-362657000,,,7138000.0,,198424000.0,,,198424000.0,86929000,32974000.0,,175244000.0,-29284000,,190997000,,0.0,41924000,-46993000.0,0.0,7372895000,0.0,,22714000.0,6976745000.0,21988000,0.0,-16515000.0,230519000.0,42188000.0,176436000,225096000,4877000,5819000.0,18775000,-191969000.0,198424000,82552000,-214515000,45946000,-33421000,3670773000,-30705000,,,,,-17695000.0,-5069000,164512000,396150000.0,281919000.0,,,31353000,0.0,57555000.0,3331299000,46230000.0,167735000.0,-14190000.0,118282000.0,3388854000.0,6763422000.0,5517000,9152000,1733000.0,3320723000,33784000,,,,,,,
2011-03-31,-193793000,,-1313547000.0,4395000.0,5527742000.0,203626000.0,,0.05,203626000.0,85888000,34942000.0,,540932000.0,10886000,-2729000.0,7625000,,,61727000,-111927000.0,,7420763000,0.0,168100000.0,,7014608000.0,5202000,,1240000.0,234869000.0,52554000.0,198424000,225104000,7821000,6621000.0,-12294000,,203626000,87199000,-45885000,49042000,-99304000,3720670000,3070000,,,0.05,,-9519000.0,-50200000,165768000,406155000.0,238199000.0,,6841289000.0,27818000,0.0,56420000.0,3426051000,52062000.0,170867000.0,1830000.0,113706000.0,3482471000.0,911003000.0,-2729000,12128000,66042000.0,3302732000,30902000,,168100000.0,,,,,
2011-06-30,-753535000,6429000.0,-1764289000.0,-108789000.0,23984465000.0,260893000.0,,-0.49,260893000.0,174919000,113059000.0,,1251911000.0,-78372000,-148325000.0,877769000,,,-78954000,-377048000.0,,29134506000,0.0,307756000.0,,28607748000.0,218057000,,,,225364000.0,203626000,586789000,-151471000,-1582000.0,4100000,,260893000,121911000,-600645000,157177000,-42434000,14064261000,-53987000,,,-0.49,,-2842842000.0,-456002000,335901000,526758000.0,702378000.0,,25748754000.0,68246000,0.0,1239922000.0,12119952000,92736000.0,197475000.0,,243165000.0,13361883000.0,3012144000.0,-154754000,-143829000,-56347000.0,14353540000,51840000,,307756000.0,,,,,
2011-09-30,-234252000,-2838000.0,-1908152000.0,78915000.0,23684202000.0,351194000.0,52750000.0,0.12,216749000.0,253870000,136064000.0,330151000.0,89519000.0,-16234000,50943000.0,-11375000,,0.0,122174000,-386682000.0,0.0,28586304000,264764000.0,458256000.0,45790000.0,27384052000.0,-44144000,,,,-102546000.0,260893000,586791000,55436000,17369000.0,26017000,-9671000.0,216749000,386368000,-151993000,199361000,-139035000,13984338000,-68900000,1773000.0,,0.12,134445000.0,-2916997000.0,-264508000,501393000,1202252000.0,1673670000.0,,25592354000.0,103449000,323963000.0,160998000.0,12147277000,144074000.0,216423000.0,,357319000.0,12310668000.0,2900646000.0,53781000,65845000,-3245000.0,13932830000,53341000,25280000.0,462408000.0,,,,,
2011-12-31,-725693000,-8184000.0,-2157907000.0,-63579000.0,22629630000.0,176072000.0,,,176072000.0,242882000,129159000.0,,1517630000.0,113025000,-102971000.0,-710701000,,0.0,102117000,-205839000.0,0.0,27723912000,0.0,,55783000.0,27327849000.0,-40677000,,,,-182321000.0,216749000,586794000,-45459000,6512000.0,-56917000,-28084000.0,176072000,224492000,565458000,198304000,-133325000,13268438000,-67189000,-22558000.0,52045000.0,,,-3092162000.0,-103722000,457608000,396063000.0,639490000.0,,24787537000.0,85100000,0.0,538713000.0,11382408000,129626000.0,147999000.0,,327982000.0,12628948000.0,2857755000.0,-94787000,-35183000,145677000.0,13661639000,50797000,,,,,,,
2012-03-31,-979321000,12124000.0,-2256901000.0,230362000.0,24321584000.0,343736000.0,,0.44,343736000.0,253295000,133447000.0,,1246817000.0,4016000,206808000.0,-80218000,,18591000.0,71435000,-221922000.0,-317328000.0,28867953000,0.0,459203000.0,34571000.0,28268581000.0,167664000,,,,-219574000.0,176072000,586804000,202412000,12223000.0,-16069000,-31724000.0,343736000,532080000,176561000,191825000,-146171000,14317293000,-84805000,1051000.0,47186000.0,0.44,,-3019829000.0,-150487000,500064000,599372000.0,674084000.0,,26578485000.0,104792000,1144634000.0,1096619000.0,12380921000,141977000.0,163679000.0,,358087000.0,13643209000.0,2452939000.0,194684000,212979000,0.0,13717655000,60159000,,476107000.0,,,,,
2012-06-30,-487497000,8075000.0,-2256101000.0,-11751000.0,24166196000.0,293631000.0,,-0.02,293631000.0,238185000,127946000.0,,1170718000.0,-111035000,1672000.0,-159150000,,4473000.0,88670000,-257304000.0,0.0,28415563000,0.0,459878000.0,,27802740000.0,-50105000,,,,-333811000.0,343736000,586806000,-8120000,9046000.0,-13757000,-18642000.0,293631000,317395000,13265000,187777000,-141285000,14245996000,-79457000,-9920000.0,48198000.0,-0.02,,-3159462000.0,-168634000,520748000,612823000.0,600019000.0,,26422297000.0,135457000,0.0,519563000.0,12433585000,147106000.0,168008000.0,,373642000.0,13645977000.0,2220172000.0,-6403000,1929000,148012000.0,13466971000,51415000,,459878000.0,,,,,
2012-09-30,-13767000,-19983000.0,-2389214000.0,-21105000.0,24071852000.0,158188000.0,,-0.1,158188000.0,256088000,123161000.0,,1505958000.0,-22150000,-26041000.0,-106510000,,6378000.0,213243000,-335237000.0,0.0,28576422000,0.0,460079000.0,,28063864000.0,-135443000,,,,-165100000.0,293631000,586809000,-46526000,2785000.0,-2707000,-19841000.0,158188000,295416000,-237703000,198296000,-138972000,14401901000,-2262000,-1884000.0,48897000.0,-0.1,,-3335757000.0,-121994000,512105000,512558000.0,625873000.0,,26461066000.0,109467000,0.0,428264000.0,12578060000,146550000.0,181855000.0,,365555000.0,13776028000.0,2242075000.0,-6058000,-36221000,-239932000.0,13481749000,55886000,,460079000.0,,,,,
2012-12-31,-370114000,3364000.0,-2480660000.0,-234194000.0,90177000.0,100810000.0,165045000.0,,100810000.0,267039000,106214000.0,,751462000.0,2892000,-265152000.0,-725633000,,1539000.0,90144000,-313912000.0,-212839000.0,27310145000,18334000.0,,108895000.0,26397617000.0,-57378000,,,611770000.0,-233563000.0,158188000,586818000,-228713000,8084000.0,8832000,70207000.0,100810000,30623000,577492000,189561000,-141406000,13536809000,-17786000,-11214000.0,165045000.0,,,-3696093000.0,823995000,494916000,912528000.0,1124605000.0,463102000.0,25809123000.0,88923000,0.0,456365000.0,11790794000,138954000.0,171084000.0,,355962000.0,12412204000.0,2195782000.0,-268516000,-218408000,146920000.0,13069017000,78207000,,,,,,,
2013-03-31,-2127583000,51866000.0,-2292946000.0,347146000.0,18302862000.0,785359000.0,104373000.0,0.57,785359000.0,237816000,111740000.0,,950177000.0,1044000,342717000.0,-2261865000,,5202000.0,129140000,-13012000.0,-258414000.0,24075299000,17686000.0,461468000.0,82847000.0,22888253000.0,684549000,,32936000.0,589034000.0,-503786000.0,100810000,104624000,265416000,9755000.0,-14169000,-258414000.0,785359000,631888000,2814582000,177431000,-140528000,10864766000,-8055000,-3640000.0,104373000.0,0.58,,-3561429000.0,116128000,490616000,1187046000.0,842536000.0,189547000.0,20595808000.0,98972000,0.0,361234000.0,9074123000,153828000.0,139691000.0,,336788000.0,10022230000.0,3635214000.0,290851000,284829000,-29950000.0,12500895000,56197000,,477059000.0,,,,,
2013-06-30,-926433000,20488000.0,-2422909000.0,29104000.0,18475956000.0,385424000.0,105435000.0,0.0,385424000.0,220645000,92508000.0,,924834000.0,-221282000,2330000.0,-23912000,,1497140000.0,74428000,-17097000.0,-339957000.0,24037568000,18057000.0,486032000.0,64814000.0,23285556000.0,-399935000,,22043000.0,651081000.0,-541355000.0,785359000,104986000,-1517000,12235000.0,-8637000,-339957000.0,385424000,254250000,-396730000,159412000,-147662000,9715066000,-63184000,-4351000.0,105435000.0,0.0,,-3704034000.0,57331000,419474000,752012000.0,847720000.0,173652000.0,20898865000.0,61242000,0.0,344601000.0,8417310000,137587000.0,124980000.0,,281887000.0,8867346000.0,3884766000.0,-18158000,2299000,-40728000.0,13799426000,54909000,,486032000.0,,,,,
2013-09-30,-931765000,12180000.0,-2540370000.0,-34882000.0,19059538000.0,121693000.0,114073000.0,-0.02,121693000.0,220293000,84885000.0,,1024019000.0,-36366000,-35157000.0,356667000,,52000.0,128680000,-26269000.0,-899862000.0,24789543000,1394000.0,497989000.0,209308000.0,24293862000.0,-263731000,0.0,-92705000.0,692241000.0,-451658000.0,385424000,104986000,-7534000,12263000.0,-8036000,-438039000.0,121693000,208970000,-751184000,159242000,-142898000,10526021000,-40316000,1168000.0,114073000.0,-0.02,,-3852846000.0,102411000,430185000,495681000.0,892347000.0,168876000.0,21599908000.0,78957000,0.0,400284000.0,9119317000,130935000.0,137879000.0,,299250000.0,9633674000.0,4210305000.0,-47337000,-5399000,-34646000.0,13753093000,55034000,,499848000.0,,,,,
2013-12-31,-2119727000,22199000.0,-2568998000.0,42861000.0,85389000.0,491129000.0,103721000.0,,491129000.0,228533000,83036000.0,,674940000.0,-41630000,28299000.0,-436512000,,3397000.0,152741000,-26232000.0,-401564000.0,24572307000,1436000.0,,54884000.0,23465067000.0,369436000,0.0,24814000.0,641011000.0,-435675000.0,121693000,104988000,59057000,14986000.0,-5879000,-184745000.0,491129000,279257000,667254000,167922000,-142766000,10395854000,18523000,-13244000.0,103721000.0,,,-3932664000.0,126509000,416746000,1107240000.0,884595000.0,184888000.0,20824477000.0,67206000,0.0,396322000.0,9011216000,121007000.0,128196000.0,,295739000.0,9511259000.0,4430239000.0,6100000,61192000,-40100000.0,13711158000,63067000,,,,,,,
2014-03-31,-1317896000,6880000.0,-2698043000.0,18890000.0,18340747000.0,188886000.0,,0.01,188886000.0,228536000,82056000.0,,1121260000.0,445497000,18883000.0,132184000,,7465000.0,72243000,-7576000.0,-328321000.0,24655148000,0.0,498696000.0,92460000.0,24149929000.0,-302243000,,-54819000.0,,-444594000.0,491129000,104997000,4666000,15238000.0,-7740000,,188886000,261219000,-517127000,160280000,-168241000,10161905000,-115349000,1032000.0,,0.01,,-4094689000.0,64667000,434682000,505219000.0,572754000.0,,21038790000.0,71466000,0.0,718516000.0,8870635000,134680000.0,114880000.0,,300002000.0,9589151000.0,4687922000.0,12003000,6801000,-33346000.0,13571035000,63203000,,504373000.0,,,,,
2014-06-30,-2352715000,-8918000.0,-2648866000.0,123306000.0,17133057000.0,267427000.0,,0.13,267427000.0,227402000,80184000.0,,1031694000.0,-259257000,143512000.0,-483078000,,4036000.0,233623000,-12090000.0,-328031000.0,24131562000,0.0,499112000.0,,23740174000.0,78541000,,19585000.0,,-385248000.0,188886000,83233000,72715000,13748000.0,-4618000,,267427000,385273000,327513000,161577000,-168004000,9854712000,97673000,-51968000.0,,0.15,,-4188611000.0,221533000,460089000,391388000.0,615849000.0,,19781923000.0,95274000,0.0,709410000.0,8529453000,137413000.0,123961000.0,,322676000.0,9238863000.0,5575423000.0,152430000,81180000,285585000.0,13571744000,60375000,,516619000.0,,,,,
2014-09-30,-60433000,-23264000.0,-2695745000.0,114287000.0,16770837000.0,311879000.0,,0.23,311879000.0,212273000,69086000.0,,1042867000.0,-10382000,123863000.0,327752000,,3584000.0,144921000,-28249000.0,-668178000.0,24072103000,0.0,499292000.0,,23627760000.0,44452000,0.0,14546000.0,,-510661000.0,267427000,83235000,136245000,14056000.0,-946000,,311879000,342151000,-413841000,149202000,-166014000,9935354000,-86250000,-33658000.0,,0.27,,-4214224000.0,116672000,415151000,444343000.0,556965000.0,,19466582000.0,78112000,0.0,555437000.0,8822952000,124766000.0,132464000.0,,290385000.0,9378389000.0,5814056000.0,147127000,137915000,0.0,13440101000,58203000,,516088000.0,,,,,
2014-12-31,-1192131000,-354000.0,-2790781000.0,420454000.0,86927000.0,350692000.0,,,350692000.0,245485000,70423000.0,,656592000.0,-48864000,427370000.0,-314675000,,363162000.0,253744000,-30695000.0,-5495000.0,25818223000,0.0,,,25082158000.0,38813000,0.0,20595000.0,627999000.0,-600337000.0,311879000,83330000,408609000,14436000.0,-8412000,,350692000,669195000,115146000,171402000,-169931000,10634624000,39962000,-2646000.0,91199000.0,,,-3974493000.0,223049000,450865000,736065000.0,726557000.0,85200000.0,22190145000.0,74956000,0.0,383929000.0,9380199000,130424000.0,103445000.0,,320441000.0,9908067000.0,4824724000.0,427724000,410287000,0.0,13975509000,65987000,,,,,,,
2015-03-31,-313005000,1891000.0,-2877478000.0,327034000.0,18923021000.0,192013000.0,,0.65,192013000.0,231671000,65400000.0,,1251337000.0,-24920000,353203000.0,-31953000,,82068000.0,81532000,-11602000.0,-123689000.0,25460821000,0.0,514022000.0,34849000.0,24734079000.0,-158679000,,-28673000.0,,-701713000.0,350692000,83475000,345206000,13234000.0,-11251000,,192013000,588411000,-200349000,169808000,-190585000,9668014000,-142011000,1052000.0,,0.67,,-3819351000.0,69930000,462847000,726742000.0,459845000.0,,21800499000.0,83881000,0.0,566748000.0,8641421000,147295000.0,,,315552000.0,9208169000.0,4559721000.0,351312000,346876000,9866000.0,14614973000,56288000,,529022000.0,,,,,
2015-06-30,-595469000,4851000.0,-3075438000.0,124818000.0,24387611000.0,351025000.0,,0.27,351025000.0,277342000,68902000.0,,1240004000.0,2327663000,145111000.0,4763383000,,1294000.0,274357000,-14487000.0,-217152000.0,31602397000,0.0,523476000.0,,30539120000.0,159012000,,14044000.0,,-631265000.0,192013000,83476000,140240000,13484000.0,-18494000,,351025000,404201000,-4880271000,190188000,-190604000,13248373000,43904000,145000.0,,0.27,,-3870808000.0,259870000,510404000,1063277000.0,537432000.0,,27463049000.0,87348000,0.0,589636000.0,12121305000,145714000.0,,,364690000.0,12710941000.0,4911505000.0,140260000,141918000,0.0,14710751000,57027000,,530640000.0,,,,,
2015-09-30,-4704000,14328000.0,-3156445000.0,292920000.0,24112913000.0,310433000.0,,0.49,310433000.0,315611000,81035000.0,,1587901000.0,-126828000,321514000.0,-538157000,,750000.0,293926000,-25285000.0,-98123000.0,31419354000,0.0,523528000.0,0.0,30542039000.0,-40592000,0.0,-53614000.0,,-776570000.0,351025000,83477000,258979000,13406000.0,-30063000,0.0,310433000,650020000,205835000,247471000,-211606000,13234383000,10026000,-2955000.0,,0.49,,-3825673000.0,268641000,580622000,877315000.0,697860000.0,,27269358000.0,103392000,0.0,602168000.0,11934355000,161619000.0,,,419003000.0,12536523000.0,4841225000.0,307186000,260650000,0.0,14631570000,59375000,,532073000.0,,,,,
2015-12-31,-2251086000,2020000.0,-3274284000.0,99540000.0,94178000.0,264080000.0,,,264080000.0,360646000,79151000.0,,1028115000.0,-70860000,128777000.0,-585059000,,6146000.0,313595000,-31977000.0,-35456000.0,31394767000,0.0,,6644000.0,30193226000.0,-46353000,0.0,3494000.0,712725000.0,-791429000.0,310433000,83480000,118363000,13541000.0,-31652000,0.0,264080000,480834000,226172000,272906000,-211902000,12973931000,-22725000,-3299000.0,106927000.0,,,-3926483000.0,281618000,643201000,1201541000.0,804122000.0,81125000.0,27521368000.0,105551000,0.0,422322000.0,11626831000,177004000.0,89611000.0,,466197000.0,12169809000.0,4755620000.0,126757000,119995000,0.0,14667935000,65509000,,,,,,,
2016-03-31,-809309000,15537000.0,-3424143000.0,187365000.0,24204537000.0,369737000.0,,0.39,369737000.0,305228000,77000000.0,,1465928000.0,-81075000,238342000.0,-509271000,,1192000.0,266270000,-10721000.0,-117017000.0,31375748000,0.0,524205000.0,869000.0,30537129000.0,105657000,,11455000.0,,-813900000.0,264080000,83486000,208041000,12465000.0,-25674000,,369737000,565342000,342627000,250000000,-222559000,13035124000,-75960000,-619000.0,,0.4,,-3939312000.0,255549000,606300000,838619000.0,698678000.0,,27628680000.0,129198000,0.0,649275000.0,11687171000,171874000.0,,,434426000.0,12336446000.0,4866664000.0,222805000,209730000,197500000.0,14632661000,50543000,,543562000.0,,,,,
2016-06-30,-471517000,5142000.0,-3521198000.0,233513000.0,24035212000.0,332221000.0,,0.52,332221000.0,291216000,76455000.0,,1467463000.0,-150207000,300933000.0,-920781000,,9162000.0,311821000,-19375000.0,-28270000.0,30745934000,0.0,524842000.0,15899000.0,29986479000.0,-37516000,,2872000.0,,-848079000.0,369737000,83500000,275383000,16747000.0,-27055000,,332221000,607770000,565424000,230382000,-222784000,12462900000,6343000,-3983000.0,,0.52,,-3885017000.0,292446000,602155000,759455000.0,627441000.0,,27556410000.0,142348000,0.0,696044000.0,11139415000,168591000.0,,,433564000.0,11835459000.0,4483804000.0,295791000,277079000,3750000.0,14712191000,56934000,,545388000.0,,,,,
2016-09-30,-398537000,15919000.0,-3638688000.0,162915000.0,23932016000.0,375120000.0,,0.52,375120000.0,286803000,75310000.0,,1516340000.0,-99066000,323161000.0,-198611000,,27747000.0,418920000,-36202000.0,-83301000.0,30888209000,0.0,527288000.0,0.0,30028940000.0,42899000,,-62558000.0,,-889223000.0,332221000,83521000,279255000,14446000.0,-34982000,0.0,375120000,623338000,-177919000,224867000,-224041000,12604939000,-40305000,2865000.0,,0.53,,-3828132000.0,382718000,704565000,859269000.0,672111000.0,,27570704000.0,232624000,0.0,675831000.0,11256997000,185138000.0,,,519427000.0,11932828000.0,4580584000.0,307242000,280926000,0.0,14799167000,58157000,,547200000.0,,,,,
2016-12-31,-622284000,17966000.0,-3758372000.0,389581000.0,102830000.0,807316000.0,,,807316000.0,284134000,65687000.0,267907000.0,703271000.0,-42810000,484668000.0,-496802000,,1369000.0,419994000,-35379000.0,-37363000.0,30249932000,0.0,,62999000.0,28726561000.0,432196000,,-58106000.0,556179000.0,-937473000.0,375120000,83522000,440539000,16683000.0,-21034000,0.0,807316000,776091000,521906000,225736000,-224071000,11791792000,44921000,-3788000.0,111862000.0,,,-3610007000.0,384615000,620115000,1523371000.0,640733000.0,68666000.0,27222160000.0,164208000,0.0,429635000.0,10608294000,171773000.0,110918000.0,,448342000.0,11151059000.0,4230429000.0,466702000,442197000,1700000.0,14991081000,56433000,,,,,,,
2017-03-31,-235545000,9600000.0,-3914817000.0,138530000.0,23216412000.0,395829000.0,,0.38,395829000.0,282814000,73000000.0,,1440087000.0,-845706000,230289000.0,-828928000,,1899000.0,352794000,-10851000.0,-106658000.0,29814958000,0.0,528721000.0,1789000.0,28962380000.0,-411487000,,33470000.0,549836000.0,-943282000.0,807316000,83537000,203255000,18380000.0,-28402000,,395829000,529880000,56487000,226591000,-235072000,12146537000,-30398000,2439000.0,,0.38,,-3640150000.0,341943000,629155000,852578000.0,549836000.0,,27131229000.0,161886000,0.0,629769000.0,10966932000,184455000.0,,-67748000.0,444700000.0,11596701000.0,4305881000.0,220689000,204929000,15094000.0,14746867000,53617000,,550010000.0,,,,,
2017-06-30,-1800719000,14781000.0,-4026369000.0,100951000.0,23474915000.0,271354000.0,,0.5,271354000.0,291131000,75354000.0,,1415879000.0,66996000,302761000.0,-297423000,,23475000.0,392366000,-26402000.0,-38236000.0,30150395000,0.0,530040000.0,5752000.0,29508518000.0,-124475000,,27982000.0,554775000.0,-934196000.0,395829000,83548000,266943000,19224000.0,-24963000,,271354000,606260000,-226991000,228145000,-235720000,12290157000,-83940000,-171000.0,,0.5,,-3607253000.0,365964000,766183000,641877000.0,554775000.0,,27501284000.0,275272000,0.0,653460000.0,11081922000,199780000.0,,,566403000.0,11735382000.0,4617724000.0,287980000,268617000,17006000.0,14847296000,60077000,,552114000.0,,,,,
