date,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable
1998-12-31,23200000.0,64800000.0,,131500000.0,201200000.0,1469000000.0,1736200000.0,,676400000.0,852300000.0,,10200000.0,,,,11100000.0,31700000.0,-30300000.0,,-4500000.0,72800000.0,30900000.0,322100000.0,10300000.0,10300000,1061600000.0,208700000.0,74100000.0,14600000.0,-265000000.0,-6000000.0,,285900000.0,,38000000.0,284700000.0,,30900000.0,,,,32000000.0,113000000.0,2200000.0,44100000.0,11200000.0,30900000.0,37400000,250000000.0,-11500000.0,-2200000.0,,3400000.0,523300000,-196600000.0,19700000.0,-100000.0,34700000.0,209400000.0,825900000.0,267200000.0,629300000.0,17900000.0,,7600000.0,81100000.0,,54000000,,214800000.0,19300000.0,,,,,,
1999-03-31,22800000.0,55100000.0,,136600000.0,296500000.0,1536800000.0,1805600000.0,,718800000.0,921200000.0,87100000.0,13200000.0,23157895.0,,,11900000.0,21400000.0,-10800000.0,,3300000.0,70500000.0,26100000.0,212800000.0,13200000.0,13200000,1113700000.0,254400000.0,74000000.0,13700000.0,-44700000.0,-6000000.0,0.56,294600000.0,,-6200000.0,170700000.0,23571429.0,26100000.0,,,0.57,35600000.0,116100000.0,2500000.0,44200000.0,30900000.0,26100000.0,42100000,10700000.0,-6500000.0,-11800000.0,,-100000.0,509300000,-200800000.0,-4800000.0,21400000.0,29300000.0,192600000.0,838100000.0,268800000.0,637300000.0,20700000.0,,7500000.0,88300000.0,,57300000,,1100000.0,15200000.0,,,,,,
1999-06-30,14800000.0,53400000.0,,129700000.0,398600000.0,1506200000.0,1780600000.0,,756300000.0,911600000.0,85600000.0,5100000.0,23181818.0,,,13700000.0,31800000.0,-11000000.0,,2500000.0,75100000.0,38900000.0,197300000.0,5100000.0,5100000,1098700000.0,209300000.0,70500000.0,-2900000.0,-33800000.0,-6000000.0,0.22,295500000.0,,46700000.0,185700000.0,23181818.0,38900000.0,,,0.22,30700000.0,102100000.0,3700000.0,44200000.0,26100000.0,38900000.0,11600000,26100000.0,-5700000.0,15500000.0,,-3300000.0,595900000,-209000000.0,12900000.0,-100000.0,20500000.0,187200000.0,858700000.0,274400000.0,649700000.0,8500000.0,,3400000.0,87500000.0,,27500000,,600000.0,11600000.0,,,,,,
1999-09-30,-8600000.0,71100000.0,,180500000.0,530600000.0,1548000000.0,1903700000.0,,818800000.0,966200000.0,97000000.0,7200000.0,23225806.0,,,13500000.0,45700000.0,-10900000.0,,1100000.0,100300000.0,38500000.0,222700000.0,7200000.0,7200000,1236300000.0,205300000.0,75700000.0,-17600000.0,-63200000.0,-6000000.0,0.31,296000000.0,,-11900000.0,213100000.0,23225806.0,38500000.0,,,0.31,36400000.0,153400000.0,3000000.0,44200000.0,38900000.0,38500000.0,9600000,64000000.0,-7300000.0,-9600000.0,,-2900000.0,753300000,-216900000.0,-400000.0,45700000.0,-1300000.0,270200000.0,879900000.0,355700000.0,663000000.0,10400000.0,,3200000.0,88700000.0,,26400000,,0.0,17400000.0,,,,,,
1999-12-31,10100000.0,61200000.0,,205400000.0,1242000000.0,1573200000.0,1956800000.0,,783200000.0,1022400000.0,119100000.0,19000000.0,,,,14100000.0,49900000.0,-18100000.0,,3000000.0,104100000.0,29700000.0,-96200000.0,19100000.0,19100000,1291300000.0,149500000.0,64900000.0,-27900000.0,-65800000.0,-6400000.0,,304000000.0,,0.0,-112400000.0,,29700000.0,,5600000.0,,44400000.0,158000000.0,5000000.0,44200000.0,38500000.0,29700000.0,16200000,33800000.0,-13100000.0,-1000000.0,,-3200000.0,1145800000,-236400000.0,-8900000.0,-100000.0,23200000.0,269000000.0,918100000.0,383600000.0,681700000.0,19500000.0,,400000.0,94700000.0,,36600000,,0.0,22700000.0,,,,,,
2000-03-31,13835000.0,114099000.0,,188983000.0,1162751000.0,1857926000.0,2254523000.0,,949993000.0,1074774000.0,112037000.0,16191000.0,23109000.0,,,16524000.0,52477000.0,-17093000.0,,0.0,107307000.0,42874000.0,168193000.0,16239000.0,16239000,1437961000.0,146426000.0,62523000.0,-1448000.0,-100166000.0,-6461000.0,0.62,310471000.0,,-4954000.0,132204000.0,26114516.0,42874000.0,,,0.63,57433000.0,109111000.0,3412000.0,44188000.0,29677000.0,42874000.0,35989000,93655000.0,-5873000.0,-14288000.0,,-4319000.0,1330944000,-239051000.0,13197000.0,52477000.0,19708000.0,275687000.0,921894000.0,396597000.0,682843000.0,21050000.0,,4811000.0,102843000.0,,56156000,,345000.0,691000.0,,,,,,
2000-06-30,25984000.0,128741000.0,,284173000.0,1399715000.0,1851754000.0,2383567000.0,,958801000.0,1086462000.0,176524000.0,7654000.0,23117000.0,,,19431000.0,83515000.0,-16152000.0,,0.0,125158000.0,77466000.0,196684000.0,7702000.0,7702000,1613900000.0,146071000.0,64101000.0,-16606000.0,-18772000.0,-6463000.0,0.26,309766000.0,,1484000.0,204955000.0,23117000.0,77466000.0,,,0.26,45016000.0,227682000.0,2936000.0,44206000.0,42874000.0,77466000.0,-8271000,18094000.0,-9286000.0,37849000.0,,-610000.0,1596399000,-244099000.0,34592000.0,83515000.0,35270000.0,439938000.0,931908000.0,531813000.0,687809000.0,6607000.0,,-1095000.0,102432000.0,,20170000,,-163000.0,-6547000.0,,,,,,
2000-09-30,49771000.0,180168000.0,,358162000.0,1390953000.0,1880922000.0,2537465000.0,,1014687000.0,1141057000.0,191138000.0,9899000.0,23119000.0,,,19197000.0,53147000.0,-23958000.0,,-1046000.0,136254000.0,115339000.0,222620000.0,9947000.0,10993000,1799640000.0,167346000.0,62839000.0,-10829000.0,-11887000.0,-6463000.0,0.35,312614000.0,,0.0,219869000.0,28282857.0,115339000.0,,,0.36,46788000.0,337768000.0,3950000.0,44206000.0,77466000.0,115339000.0,2751000,-6467000.0,-6456000.0,41037000.0,,1172000.0,1613573000,-251515000.0,37873000.0,53147000.0,56227000.0,571083000.0,934683000.0,656543000.0,683168000.0,12727000.0,,1734000.0,104266000.0,,31482000,,22000.0,-2971000.0,,,,,,
2000-12-31,-44962000.0,194896000.0,,710440000.0,2308383000.0,1897079000.0,2898070000.0,,1083565000.0,1198638000.0,207115000.0,15618000.0,,,,22055000.0,57263000.0,-7113000.0,,8981000.0,143870000.0,91601000.0,241475000.0,15665000.0,15665000,2177115000.0,168079000.0,55549000.0,-12568000.0,-48284000.0,-6925000.0,,322951000.0,,0.0,238115000.0,,91601000.0,,-1142000.0,,55080000.0,638818000.0,946000.0,44718000.0,115339000.0,91601000.0,3360000,59026000.0,-10482000.0,-62601000.0,,-5736000.0,2549858000,-284113000.0,-23738000.0,57263000.0,-34480000.0,890977000.0,980078000.0,1000991000.0,695965000.0,3547000.0,,-12118000.0,111355000.0,,34360000,,-183000.0,,,,,,,
2001-03-31,-532000.0,212618000.0,,530284000.0,1258331000.0,1892417000.0,2647988000.0,,1100961000.0,1215395000.0,213945000.0,18341000.0,23433000.0,,,22523000.0,56236000.0,-11154000.0,,0.0,93774000.0,71273000.0,238358000.0,18389000.0,18389000,1972995000.0,169458000.0,54059000.0,50166000.0,-26864000.0,-7013000.0,0.7,331451000.0,,-773000.0,243110000.0,26201429.0,71273000.0,,,0.71,60240000.0,401246000.0,-280000.0,44824000.0,91601000.0,71273000.0,-4752000,-4125000.0,-11193000.0,-3308000.0,,-881000.0,1496689000,-284113000.0,-20328000.0,56236000.0,10661000.0,670100000.0,990387000.0,755571000.0,706274000.0,6379000.0,,-12010000.0,119576000.0,,24413000,,3000.0,,,,,,,
2001-06-30,72442000.0,203516000.0,,,803523000.0,1915355000.0,2548083000.0,,884035000.0,1002213000.0,206141000.0,10732000.0,23669000.0,,,21236000.0,342309000.0,-23753000.0,,1675000.0,86131000.0,76616000.0,228063000.0,10780000.0,10780000,1921590000.0,1007467000.0,54244000.0,7802000.0,-40658000.0,-7095000.0,0.38,334655000.0,,1159000.0,238892000.0,23669000.0,76616000.0,,,0.38,66961000.0,286052000.0,889000.0,45193000.0,71273000.0,76616000.0,-10829000,-37052000.0,-10611000.0,83082000.0,,-304000.0,1031586000,-1014885000.0,5343000.0,342309000.0,83053000.0,831877000.0,1745657000.0,632728000.0,730772000.0,13422000.0,,2642000.0,116321000.0,,21922000,,7000.0,,,,,,,
2001-09-30,9537000.0,226195000.0,,388243000.0,722225000.0,1977699000.0,2623284000.0,,1078115000.0,1183247000.0,187510000.0,10224000.0,23706000.0,,,22494000.0,287245000.0,-9990000.0,,1277000.0,89290000.0,84496000.0,189836000.0,10272000.0,10272000,2053189000.0,176742000.0,46663000.0,-3166000.0,-30619000.0,-7105000.0,0.36,335543000.0,,0.0,216894000.0,23706000.0,84496000.0,,1101000.0,0.36,83556000.0,269002000.0,-501000.0,45252000.0,76616000.0,84496000.0,-27058000,12089000.0,-16873000.0,44574000.0,,-6857000.0,912061000,-1014885000.0,7880000.0,287245000.0,26410000.0,782442000.0,1821121000.0,645585000.0,806236000.0,2393000.0,,-7879000.0,117838000.0,,2326000,,0.0,,,,,,,
2001-12-31,4686000.0,259959000.0,,382329000.0,596109000.0,1988815000.0,2617361000.0,,835873000.0,917283000.0,183340000.0,5044000.0,,,,24112000.0,404297000.0,-47062000.0,,3893000.0,106228000.0,53528000.0,201310000.0,5091000.0,5091000,2033883000.0,190800000.0,5934000.0,-16895000.0,-92716000.0,-8743000.0,,400166000.0,,0.0,242721000.0,,53528000.0,,5566000.0,,86461000.0,264844000.0,-949000.0,51692000.0,84496000.0,53528000.0,-41411000,54871000.0,-2191000.0,44000000.0,,-40487000.0,797419000,-350542000.0,-30968000.0,404297000.0,6877000.0,929100000.0,1168909000.0,628546000.0,818367000.0,-25042000.0,,-30133000.0,112307000.0,,-6946000,,171701000.0,,,,,,,
2002-03-31,-34230000.0,543338000.0,,394922000.0,269691000.0,3453051000.0,4221460000.0,,1438030000.0,2484087000.0,148150000.0,-29536000.0,27397000.0,,,21686000.0,319279000.0,-43072000.0,,694000.0,69342000.0,120518000.0,210422000.0,-29488000.0,23959000,3845457000.0,878323000.0,,27134000.0,-501427000.0,-8746000.0,-1.3,361147000.0,,-8013000.0,175774000.0,27397000.0,120518000.0,,,-1.3,183627000.0,128503000.0,4308000.0,51692000.0,37158000.0,120518000.0,34648000,608585000.0,-10432000.0,-58181000.0,,291000.0,480113000,-350542000.0,83360000.0,319279000.0,-23798000.0,991120000.0,1945472000.0,768409000.0,1594930000.0,28570000.0,,4611000.0,67848000.0,,62272000,,117750000.0,-2577000.0,,,,,,
2002-06-30,67097000.0,501169000.0,,379121000.0,261740000.0,3422090000.0,4089525000.0,,1433847000.0,2435460000.0,172831000.0,15756000.0,27397000.0,,,31063000.0,311408000.0,-12603000.0,,-2497000.0,75058000.0,79717000.0,253912000.0,15804000.0,20890000,3717335000.0,871796000.0,,-5401000.0,-70431000.0,-8746000.0,0.3,361084000.0,,-4628000.0,205096000.0,27397000.0,79717000.0,,,0.3,133539000.0,99048000.0,4569000.0,51692000.0,120518000.0,79717000.0,48816000,-48784000.0,-11317000.0,19526000.0,,1637000.0,515652000,-350542000.0,-40801000.0,311408000.0,78414000.0,911625000.0,2133218000.0,667435000.0,1782676000.0,23356000.0,,2466000.0,67432000.0,,81081000,,0.0,14850000.0,,,,,,
2002-09-30,-15709000.0,1014345000.0,,359002000.0,260696000.0,3378478000.0,4066354000.0,,1665789000.0,2192975000.0,170950000.0,-41612000.0,27397000.0,,,34715000.0,99086000.0,42901000.0,,982000.0,85791000.0,75214000.0,248604000.0,-41317000.0,14620000,3757083000.0,808895000.0,,-10521000.0,-32382000.0,-8714000.0,-1.79,298938000.0,,11913000.0,203055000.0,27397000.0,75214000.0,,,-1.79,167869000.0,80427000.0,3861000.0,47942000.0,79717000.0,75214000.0,45549000,24757000.0,-18831000.0,16671000.0,,-10900000.0,509300000,-350542000.0,-4503000.0,99086000.0,3122000.0,1193858000.0,2148876000.0,687876000.0,1798334000.0,11816000.0,,-2804000.0,9650000.0,,77654000,,0.0,-315000.0,,,,,,
2002-12-31,-99054000.0,377838000.0,,281447000.0,303282000.0,2116567000.0,2672925000.0,,1704016000.0,2210916000.0,279695000.0,-808941000.0,,,,42072000.0,57878000.0,-21337000.0,,-4561000.0,86650000.0,45569000.0,183162000.0,-808941000.0,-808309000,3118661000.0,143507000.0,173000.0,-5281000.0,-50062000.0,-11875000.0,,-456076000.0,,2927000.0,941809000.0,,45569000.0,,,,142692000.0,101779000.0,-4137000.0,65444000.0,75214000.0,45569000.0,-758647000,46481000.0,-75359000.0,-2961000.0,,44615000.0,486444000,-853189000.0,-27276000.0,57878000.0,-23695000.0,537495000.0,2106935000.0,556358000.0,1253746000.0,-813380000.0,,-5071000.0,-818604000.0,-278000.0,-722656000,,81152000.0,18642000.0,,,,,,
2003-03-31,-33546000.0,329792000.0,,269158000.0,315365000.0,2115905000.0,2755595000.0,,1807331000.0,2338480000.0,183188000.0,9919000.0,37397000.0,,-36126000.0,44297000.0,42427000.0,-33181000.0,,27355000.0,75466000.0,96714000.0,247827000.0,9919000.0,12510000,3193032000.0,156134000.0,,8575000.0,-7144000.0,,0.26,-446477000.0,,0.0,210570000.0,37397000.0,96714000.0,,44960000.0,0.26,198352000.0,112083000.0,-4538000.0,65444000.0,45263000.0,96714000.0,37257000,75583000.0,-16558000.0,-32145000.0,,-3173000.0,563192000,-853189000.0,51451000.0,42427000.0,-16988000.0,484302000.0,2101574000.0,639690000.0,1248385000.0,12842000.0,,332000.0,-808686000.0,,64639000,,,,,,,,,
2003-06-30,-88113000.0,386839000.0,,105215000.0,129298000.0,2047786000.0,2624886000.0,,526555000.0,1029593000.0,75058000.0,-57809000.0,37397000.0,,-6522000.0,39584000.0,1260655000.0,790000.0,,1380000.0,26733000.0,50489000.0,106231000.0,-57809000.0,-44798000,3128828000.0,239722000.0,,-9401000.0,34699000.0,,-1.55,-503942000.0,,6600000.0,104889000.0,37397000.0,106223000.0,,49694000.0,-1.55,338929000.0,47644000.0,-4560000.0,65940000.0,96714000.0,106223000.0,1342000,10630000.0,-15268000.0,-27193000.0,,2971000.0,235529000,-853189000.0,-27516000.0,1260655000.0,-72845000.0,1695138000.0,2087701000.0,577100000.0,1234512000.0,-44334000.0,,464000.0,-866495000.0,,18774000,,,,,,,,,
2003-09-30,-37077000.0,339175000.0,,90753000.0,,1987997000.0,2543570000.0,,,1773789000.0,78653000.0,-52740000.0,37397000.0,,-652000.0,44854000.0,920890000.0,4966000.0,,-7306000.0,35866000.0,28196000.0,235388000.0,-52740000.0,-29687000,3100209000.0,175825000.0,8601000.0,-9133000.0,324000.0,,-1.41,-556639000.0,,200000.0,214561000.0,37397000.0,74869000.0,,20584000.0,-1.41,354085000.0,34713000.0,-4692000.0,65940000.0,50489000.0,74869000.0,20827000,-6407000.0,-20867000.0,-8610000.0,,8601000.0,235388000,-853189000.0,-22293000.0,920890000.0,-16210000.0,1294778000.0,2090742000.0,555573000.0,1237553000.0,-31333000.0,,-1646000.0,-919235000.0,,38775000,,,-12443000.0,,,,,,
2003-12-31,-5861000.0,149792000.0,,106443000.0,,2014033000.0,2444511000.0,,,1375275000.0,80432000.0,-42985000.0,,,,21591000.0,919392000.0,-519000.0,,174000.0,26521000.0,15183000.0,267797000.0,-42985000.0,-20681000,3030462000.0,73312000.0,10536000.0,9345000.0,-22947000.0,,,-585951000.0,,-6800000.0,251019000.0,,15183000.0,,-42312000.0,,282331000.0,67602000.0,-6072000.0,65940000.0,28196000.0,15183000.0,16778000,-2249000.0,-18044000.0,-5433000.0,,1935000.0,267797000,-733676000.0,-13013000.0,919392000.0,12183000.0,1136786000.0,2096425000.0,430478000.0,1362749000.0,-19584000.0,,1097000.0,-947274000.0,1000.0,48162000,,,-21615000.0,,,,,,
2004-03-31,84348000.0,154630000.0,,112811000.0,,2010832000.0,2467782000.0,,,1376137000.0,74708000.0,16981000.0,37397000.0,,,21775000.0,915256000.0,0.0,,701000.0,26528000.0,96050000.0,339610000.0,16981000.0,12059000,3036665000.0,70352000.0,9620000.0,-7000.0,-12899000.0,,0.45,-568883000.0,,0.0,306630000.0,37397000.0,96050000.0,,39000.0,0.45,221561000.0,68784000.0,-6092000.0,65940000.0,15183000.0,96050000.0,32980000,-4215000.0,-13633000.0,65599000.0,,-916000.0,339610000,-733676000.0,80867000.0,915256000.0,97981000.0,1138670000.0,2094242000.0,456950000.0,1360566000.0,11921000.0,,-138000.0,-930293000.0,,54185000,,,36000.0,,,,,,
2004-06-30,8253000.0,123001000.0,,79632000.0,129628000.0,2007266000.0,2422343000.0,,,1378000000.0,70313000.0,-4800000.0,37397000.0,,,22129000.0,912384000.0,0.0,,503000.0,27009000.0,101557000.0,103333000.0,-4800000.0,-14346000,2995954000.0,65172000.0,9936000.0,-481000.0,-17495000.0,,-0.13,-573611000.0,,0.0,96315000.0,37397000.0,101557000.0,,0.0,-0.13,206879000.0,58162000.0,-6126000.0,65940000.0,96050000.0,101557000.0,7018000,-2147000.0,-16896000.0,24484000.0,,316000.0,232961000,-733676000.0,5507000.0,912384000.0,25149000.0,1093547000.0,2098308000.0,415077000.0,1364632000.0,-14479000.0,,-133000.0,-935093000.0,,28289000,,,-6579000.0,,,,,,
2004-09-30,13152000.0,141413000.0,,90138000.0,,2013495000.0,2444722000.0,,,1398802000.0,70186000.0,-29567000.0,37397000.0,,,21551000.0,909713000.0,-115000.0,,1280000.0,31328000.0,111170000.0,248922000.0,-29567000.0,-25150000,3047703000.0,62016000.0,9944000.0,-4319000.0,-23589000.0,,-0.79,-602981000.0,,0.0,254073000.0,37397000.0,111170000.0,,51000.0,-0.79,198591000.0,72054000.0,-6036000.0,65940000.0,101557000.0,111170000.0,-5151000,-3593000.0,-23643000.0,7993000.0,,8000.0,248922000,-733676000.0,9613000.0,909713000.0,36795000.0,1123180000.0,2108779000.0,431227000.0,1375103000.0,-25245000.0,,-95000.0,-964660000.0,,15700000,,,14223000.0,,,,,,
2004-12-31,-133241000.0,169568000.0,,141350000.0,,2065838000.0,2413516000.0,,763566000.0,1215363000.0,-179249000.0,10442000.0,,,,-54434000.0,73380000.0,-11230000.0,,-22755000.0,28033000.0,17058000.0,-612560000.0,10442000.0,20917000,1704181000.0,27510000.0,41354000.0,8637000.0,61596000.0,,,709335000.0,,10000000.0,-597555000.0,,17058000.0,,-15000.0,,161237000.0,85120000.0,-2070000.0,355000.0,111170000.0,17058000.0,-15005000,-74664000.0,36449000.0,-137410000.0,,-3346000.0,-612560000,-784853000.0,-182758000.0,73380000.0,-169690000.0,328068000.0,2163913000.0,347678000.0,1379060000.0,16353000.0,,-4564000.0,-6944000.0,,-57442000,,,-11656000.0,,,,,,
2005-03-31,80556000.0,207403000.0,,123378000.0,,2061934000.0,2433766000.0,,757354000.0,1210850000.0,56655000.0,18918000.0,35611000.0,,,16342000.0,67665000.0,-351000.0,,607000.0,22672000.0,77314000.0,335093000.0,18918000.0,18394000,1713201000.0,29426000.0,54741000.0,5361000.0,-13395000.0,-7834000.0,0.53,720565000.0,,0.0,287294000.0,35611000.0,77314000.0,,,0.53,148468000.0,62858000.0,-1640000.0,355000.0,17058000.0,77314000.0,47799000,-20305000.0,-13400000.0,58043000.0,,13387000.0,335093000,-784853000.0,60256000.0,67665000.0,93956000.0,337926000.0,2163321000.0,371832000.0,1378468000.0,32064000.0,,13670000.0,4140000.0,-81000.0,67322000,,,-10495000.0,,,,,,
2005-06-30,11648000.0,192215000.0,,90993000.0,,2059046000.0,2379589000.0,,732982000.0,1192945000.0,57431000.0,-3931000.0,35607000.0,,,15758000.0,66600000.0,-1814000.0,,1590000.0,26412000.0,49674000.0,249387000.0,-3931000.0,6373000,1672483000.0,30328000.0,57294000.0,-3740000.0,-20885000.0,,-0.11,707106000.0,,-2679000.0,225597000.0,35607000.0,49674000.0,,,-0.11,153464000.0,53296000.0,-2273000.0,357000.0,77314000.0,49674000.0,23790000,-36620000.0,-18217000.0,-11161000.0,,3498000.0,249387000,-784853000.0,-27640000.0,66600000.0,29865000.0,312111000.0,2166411000.0,320543000.0,1381558000.0,9622000.0,,3249000.0,-7628000.0,-17181000.0,44589000,,,,,,,,,
2005-09-30,-10368000.0,215896000.0,,94128000.0,,2080801000.0,2360361000.0,,730839000.0,1188456000.0,59311000.0,8836000.0,35643000.0,,0.0,14924000.0,6556000.0,11153000.0,,5365000.0,48027000.0,20268000.0,239123000.0,8836000.0,9299000,1645390000.0,34445000.0,63481000.0,-21615000.0,19942000.0,,0.24,714971000.0,,33205000.0,216854000.0,36816667.0,20268000.0,,3758000.0,0.25,117137000.0,66192000.0,3453000.0,358000.0,49674000.0,20268000.0,22269000,-60956000.0,-21976000.0,-10025000.0,,3150000.0,239123000,-784853000.0,-29406000.0,6556000.0,11608000.0,288644000.0,2177089000.0,279560000.0,1392236000.0,12710000.0,,3411000.0,-7714000.0,14677000.0,44428000,,71000.0,,,,,,,
2005-12-31,-12203000.0,168785000.0,,160856000.0,,2086910000.0,2400403000.0,,586515000.0,1067505000.0,52736000.0,35644000.0,,,0.0,14271000.0,156455000.0,-8910000.0,,9338000.0,40925000.0,691000.0,342147000.0,35644000.0,27481000,1662908000.0,38163000.0,100192000.0,16218000.0,-58211000.0,-11041000.0,,737495000.0,,-33461000.0,291553000.0,,2691000.0,,0.0,,109021000.0,99419000.0,4581000.0,358000.0,20268000.0,2691000.0,50594000,-17401000.0,-27284000.0,-22878000.0,,20711000.0,342147000,-827969000.0,-60531000.0,156455000.0,15081000.0,424659000.0,2237174000.0,313493000.0,1409205000.0,45661000.0,,18180000.0,16889000.0,-2988000.0,69626000,,40000.0,,,,,,,
2006-03-31,58560000.0,184911000.0,,134926000.0,,2099309000.0,2359443000.0,,536964000.0,1032852000.0,61327000.0,21025000.0,35584000.0,,,14436000.0,156934000.0,-11718000.0,,5270000.0,31713000.0,11961000.0,361482000.0,21025000.0,20975000,1608518000.0,0.0,121115000.0,9212000.0,2345000.0,-11029000.0,0.58,750925000.0,,3246000.0,319293000.0,36250000.0,11961000.0,,,0.59,81534000.0,59345000.0,8768000.0,358000.0,2691000.0,11961000.0,42189000,-72809000.0,-21174000.0,29410000.0,,13174000.0,361482000,-827969000.0,9270000.0,156934000.0,79734000.0,401190000.0,2242123000.0,260134000.0,1414154000.0,33023000.0,,12048000.0,26885000.0,-1103000.0,61932000,,190000.0,,,,,,,
2006-06-30,-2638000.0,151168000.0,,89229000.0,,2095743000.0,2329847000.0,,546441000.0,1049085000.0,68645000.0,-2446000.0,35511000.0,,,14622000.0,156784000.0,-5746000.0,,3147000.0,53597000.0,3005000.0,232186000.0,-2446000.0,-2814000,1590055000.0,37549000.0,124585000.0,-21884000.0,-18692000.0,-11004000.0,-0.07,739792000.0,,2438000.0,223835000.0,35511000.0,3005000.0,,,-0.07,88273000.0,55337000.0,13681000.0,358000.0,11961000.0,3005000.0,8351000,-11787000.0,-24161000.0,-2062000.0,,-157000.0,232186000,-827969000.0,-8956000.0,156784000.0,21523000.0,363289000.0,2253602000.0,234104000.0,1425633000.0,-3124000.0,,-310000.0,13435000.0,-2627000.0,27818000,,31000.0,,,,,,,
2006-09-30,8989000.0,181910000.0,,89212000.0,,2148314000.0,2396831000.0,,694030000.0,1230743000.0,52412000.0,11398000.0,35510000.0,,,13777000.0,7809000.0,-1128000.0,,-397000.0,75265000.0,1685000.0,234637000.0,11398000.0,11398000,1655243000.0,40195000.0,132199000.0,-21668000.0,-27508000.0,-11010000.0,0.31,741588000.0,,2543000.0,201147000.0,36767742.0,1685000.0,,,0.32,82355000.0,55576000.0,11874000.0,358000.0,3005000.0,1685000.0,33490000,-12865000.0,-30064000.0,-9919000.0,,7914000.0,234637000,-827969000.0,-1320000.0,7809000.0,39053000.0,245295000.0,2310179000.0,248517000.0,1482210000.0,19316000.0,,7918000.0,13823000.0,-378000.0,54365000,,119000.0,,,,,,,
2006-12-31,3944000.0,192504000.0,,149793000.0,,2127463000.0,2395937000.0,,699041000.0,1192127000.0,57831000.0,7923000.0,,,,13181000.0,7693000.0,-364000.0,,1045000.0,60543000.0,1930000.0,304348000.0,7923000.0,7923000,1653166000.0,40817000.0,113355000.0,14722000.0,-24795000.0,-11048000.0,,742771000.0,,0.0,278014000.0,,1930000.0,,,,56208000.0,78739000.0,205000.0,360000.0,1685000.0,1930000.0,26334000,-4551000.0,-25647000.0,-4550000.0,,5780000.0,304348000,-875492000.0,245000.0,7693000.0,29591000.0,278936000.0,2367347000.0,268474000.0,1491855000.0,14198000.0,,6275000.0,10698000.0,-204000.0,47266000,,2556000.0,,,,,,,
2007-03-31,83619000.0,210668000.0,,140029000.0,,2111613000.0,2340499000.0,,678057000.0,1114568000.0,62448000.0,19142000.0,35720000.0,,,13220000.0,11725000.0,-227000.0,,378000.0,28911000.0,1546000.0,366565000.0,19142000.0,19142000,1582699000.0,35150000.0,56446000.0,31632000.0,-60608000.0,-11112000.0,0.51,757800000.0,,0.0,322212000.0,37533333.0,1546000.0,,,0.54,58400000.0,59177000.0,13993000.0,362000.0,1930000.0,1546000.0,44353000,-43865000.0,-20470000.0,50922000.0,,11685000.0,366565000,-875492000.0,-384000.0,11725000.0,104089000.0,281570000.0,2442195000.0,228886000.0,1566703000.0,31511000.0,,12369000.0,18728000.0,-1000.0,66823000,,5102000.0,-68000.0,,,,,,
