date,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCommonStockIssuance,quarterlyDilutedEPS,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments
1999-03-31,1200000.0,303000000.0,9600000.0,3000000.0,3000000,600000.0,18200000.0,9600000.0,12400000.0,,0.07337,,,160500000.0,50600000.0,600000.0,1100000.0,1800000.0,-2900000.0,1800000.0,,2000000.0,600000.0,26874000.0,,,3000000.0,600000.0,700000.0,336400000.0,3000000.0,700000.0,452600000.0,492800000.0,1700000.0,,563600000.0,,,0.07337,2900000.0,800000.0,9600000.0,,15800000.0,,156400000.0,0.0,11400000,,-8900000.0,1800000.0,18800000.0,26600000.0,,2900000.0,40200000.0,28400000.0,,6400000.0,,,,5300000.0,2300000.0,,421700000.0,36200000,500000.0,7800000,-8900000.0,-141900000.0,26874000.0,,,,
1999-06-30,-200000.0,304000000.0,7900000.0,4400000.0,4400000,6500000.0,19900000.0,11300000.0,15300000.0,,0.108943,,,160500000.0,50900000.0,-200000.0,1200000.0,1700000.0,-2900000.0,1700000.0,,2000000.0,1800000.0,26874000.0,,,3000000.0,6500000.0,900000.0,349700000.0,4400000.0,-4300000.0,462500000.0,507600000.0,800000.0,,577100000.0,,,0.108943,1700000.0,0.0,14300000.0,,15800000.0,,157900000.0,0.0,14300000,,-12200000.0,1700000.0,19900000.0,30800000.0,,1800000.0,45100000.0,40700000.0,,7400000.0,,,,7800000.0,3400000.0,,431800000.0,42100000,4200000.0,10900000,-12200000.0,-145300000.0,26874000.0,,,,
1999-09-30,1900000.0,304300000.0,11800000.0,6700000.0,6700000,11500000.0,24500000.0,16400000.0,16600000.0,,0.164527,,,160200000.0,51200000.0,500000.0,1200000.0,3500000.0,-2900000.0,3500000.0,,2000000.0,1700000.0,26874000.0,,,3700000.0,11500000.0,800000.0,358900000.0,6700000.0,300000.0,470600000.0,520600000.0,-300000.0,,589100000.0,,,0.164527,600000.0,900000.0,13500000.0,,15600000.0,,161700000.0,0.0,19300000,,-11500000.0,3500000.0,19600000.0,35200000.0,,3600000.0,50000000.0,49500000.0,,6800000.0,,,,12400000.0,5700000.0,,440600000.0,51600000,1500000.0,15600000,-11500000.0,-148500000.0,26874000.0,,,,
1999-12-31,-1300000.0,312500000.0,9700000.0,2000000.0,2000000,100000.0,19800000.0,13500000.0,14500000.0,,,,,167400000.0,51400000.0,-400000.0,1200000.0,2200000.0,-2900000.0,2200000.0,,24400000.0,3500000.0,,,,3200000.0,21300000.0,10700000.0,372400000.0,2000000.0,-15500000.0,488900000.0,533200000.0,200000.0,,601300000.0,,,,-200000.0,700000.0,13800000.0,,15100000.0,,160800000.0,0.0,11100000,,-25200000.0,2200000.0,22700000.0,30100000.0,,6100000.0,44300000.0,55000000.0,,8100000.0,,,,3900000.0,1900000.0,61500000.0,449600000.0,43600000,14200000.0,7400000,-25200000.0,-151700000.0,,,,,
2000-03-31,-195000.0,314370000.0,5861000.0,2895000.0,2895000,25340000.0,22856000.0,10991000.0,12105000.0,,0.106667,,,167332000.0,51736000.0,13000.0,1165000.0,1994000.0,-2888000.0,1994000.0,,24354000.0,2189000.0,26874000.0,,,3320000.0,25340000.0,11486000.0,377052000.0,2873000.0,-3989000.0,495907000.0,537864000.0,2714000.0,,611643000.0,,,0.106667,1635000.0,127000.0,9594000.0,,16580000.0,,160812000.0,0.0,12562000,,-9850000.0,1994000.0,19144000.0,27758000.0,,,41957000.0,57790000.0,,5913000.0,,,,5307000.0,2412000.0,61521000.0,455643000.0,38749000,3794000.0,8614000,-9850000.0,-156000000.0,26874000.0,,,,
2000-06-30,-389000.0,313151000.0,3687000.0,3919000.0,3919000,37260000.0,21227000.0,14516000.0,13964000.0,,0.143333,,,167192000.0,52029000.0,-54000.0,7538000.0,1605000.0,-2888000.0,1605000.0,,24360000.0,1994000.0,26874000.0,,,3552000.0,37260000.0,11496000.0,388399000.0,3897000.0,-7893000.0,503673000.0,550249000.0,-1388000.0,,622967000.0,,,0.146667,-3969000.0,429000.0,11903000.0,,11082000.0,,161850000.0,0.0,14633000,,-11580000.0,1605000.0,20086000.0,30912000.0,,,46576000.0,70390000.0,,5999000.0,,,,7220000.0,3301000.0,62600000.0,463415000.0,45428000,7504000.0,10826000,-11580000.0,-159552000.0,26958000.0,,,,
2000-09-30,2600000.0,314156000.0,14935000.0,8218000.0,8218000,14260000.0,24854000.0,19316000.0,17245000.0,,0.286667,,,167163000.0,52408000.0,108000.0,1268000.0,4205000.0,-3242000.0,4205000.0,,1960000.0,1605000.0,28548000.0,,,3681000.0,14260000.0,11418000.0,371294000.0,8196000.0,3090000.0,511690000.0,566171000.0,-2277000.0,,634089000.0,,,0.286667,-1860000.0,2452000.0,13200000.0,192917000.0,17603000.0,,194877000.0,0.0,22329000,,-11845000.0,4205000.0,17850000.0,35932000.0,,,54481000.0,52314000.0,,6210000.0,,,,14509000.0,6291000.0,,471013000.0,55248000,-490000.0,18082000,-11845000.0,-163076000.0,28686000.0,,,,
2000-12-31,1603000.0,336813000.0,6304000.0,3053000.0,3053000,45735000.0,22625000.0,14942000.0,15714000.0,,,,,176452000.0,54287000.0,-166000.0,1116000.0,5808000.0,-3297000.0,5808000.0,,27119000.0,4205000.0,,,,3569000.0,45735000.0,25222000.0,422003000.0,3031000.0,-6179000.0,564166000.0,616646000.0,28609000.0,,682463000.0,,,,-3249000.0,2840000.0,11857000.0,,18479000.0,,194643000.0,-20137000.0,13975000,,-32620000.0,5808000.0,19682000.0,29593000.0,,,52480000.0,80217000.0,,8013000.0,,,,6176000.0,3123000.0,67285000.0,509096000.0,44535000,27919000.0,9911000,-12483000.0,-173367000.0,,,,,
2001-03-31,1865000.0,358476000.0,6629000.0,3117000.0,3117000,35735000.0,20074000.0,16755000.0,13081000.0,,0.1,,,196294000.0,54598000.0,7081000.0,1157000.0,7673000.0,-3296000.0,7673000.0,,194463000.0,5808000.0,30240000.0,,,3920000.0,35735000.0,24894000.0,429909000.0,3096000.0,-4607000.0,570989000.0,624372000.0,19926000.0,,693881000.0,,,0.103333,-3926000.0,3730000.0,10688000.0,,21486000.0,,194463000.0,0.0,7153000,,-11236000.0,7673000.0,20867000.0,23536000.0,,,53383000.0,66497000.0,,6580000.0,,,,5830000.0,2713000.0,,515930000.0,40291000,6472000.0,2669000,-11236000.0,-177951000.0,30513000.0,,,,
2001-06-30,-572000.0,358991000.0,7176000.0,5053000.0,5053000,42735000.0,21383000.0,15169000.0,16497000.0,,0.163333,,,196164000.0,55225000.0,16000.0,1240000.0,7101000.0,-3298000.0,7101000.0,,196221000.0,7673000.0,30240000.0,,,3976000.0,42735000.0,24792000.0,442759000.0,5032000.0,-3995000.0,577835000.0,638980000.0,-20150000.0,,705006000.0,,,0.166667,-3301000.0,1352000.0,14750000.0,,23177000.0,,196221000.0,0.0,17631000,,-11171000.0,7101000.0,21563000.0,34701000.0,,,61145000.0,78868000.0,,8938000.0,,,,9178000.0,4125000.0,,522692000.0,49870000,3423000.0,13138000,-11171000.0,-182314000.0,30513000.0,,,,
2001-09-30,830000.0,359939000.0,19985000.0,9454000.0,9454000,38735000.0,29889000.0,20916000.0,18522000.0,0.0,0.31,,,195994000.0,55374000.0,-53000.0,1295000.0,7931000.0,-3296000.0,7931000.0,,202385000.0,7101000.0,30240000.0,,,3865000.0,38735000.0,24710000.0,451699000.0,9433000.0,8593000.0,585391000.0,654084000.0,-305000.0,,716649000.0,,,0.313333,5310000.0,654000.0,18272000.0,,25818000.0,,202385000.0,0.0,24597000,,-11392000.0,7931000.0,18383000.0,38494000.0,,,68693000.0,86896000.0,,6956000.0,,,,16193000.0,6739000.0,,529679000.0,59410000,-7763000.0,20111000,-11392000.0,-186970000.0,30513000.0,,,,
2001-12-31,22565000.0,413611000.0,5815000.0,2823000.0,2823000,20800000.0,28905000.0,15023000.0,15863000.0,50000000.0,,,,245692000.0,56326000.0,-287000.0,970000.0,30496000.0,-3298000.0,30496000.0,,27079000.0,7931000.0,,,,3974000.0,20800000.0,24104000.0,481902000.0,2802000.0,-8535000.0,595975000.0,683764000.0,2684000.0,,730498000.0,,,,-3599000.0,1370000.0,13931000.0,,28319000.0,,201862000.0,0.0,13374000,,-14350000.0,30496000.0,24034000.0,32920000.0,,,87789000.0,63636000.0,,12634000.0,,,,4625000.0,1802000.0,74544000.0,539842000.0,47943000,31100000.0,8886000,-14350000.0,-190656000.0,,,,,
2002-03-31,-18044000.0,416712000.0,13055000.0,3807000.0,3807000,800000.0,31040000.0,14363000.0,14903000.0,58000.0,0.123333,,,245505000.0,58559000.0,256000.0,1060000.0,12452000.0,-3296000.0,12452000.0,,202431000.0,30496000.0,30240000.0,,,4367000.0,800000.0,24284000.0,467687000.0,3786000.0,4896000.0,600078000.0,670118000.0,525000.0,,738764000.0,,,0.126667,-747000.0,2286000.0,14514000.0,,30280000.0,,202431000.0,0.0,15499000,,-8159000.0,12452000.0,19191000.0,30122000.0,,3211000.0,70040000.0,46354000.0,,7564000.0,,,,6820000.0,3013000.0,,543184000.0,44485000,-22940000.0,10931000,-8159000.0,-195580000.0,30513000.0,,,,
2002-06-30,-983000.0,417657000.0,4147000.0,5435000.0,5435000,13760000.0,29685000.0,18723000.0,16800000.0,507000.0,0.175,,,245372000.0,60345000.0,-87000.0,1052000.0,11469000.0,-3287000.0,11469000.0,,203206000.0,12452000.0,30262000.0,,,4364000.0,13760000.0,24063000.0,482526000.0,5427000.0,-8371000.0,608534000.0,685732000.0,-819000.0,,751147000.0,,,0.18,-4002000.0,2072000.0,16837000.0,,33893000.0,,203206000.0,0.0,18559000,,-12518000.0,11469000.0,20058000.0,34079000.0,,,77198000.0,60282000.0,,8879000.0,,,,9570000.0,4135000.0,,550754000.0,52802000,7388000.0,14021000,-12518000.0,-200393000.0,30772000.0,,,,
2002-09-30,204000.0,420274000.0,11979000.0,7639000.0,7639000,14760000.0,31937000.0,21177000.0,19782000.0,535000.0,0.25,,,245190000.0,60232000.0,157000.0,1098000.0,11673000.0,-3286000.0,11673000.0,,208095000.0,11469000.0,30308000.0,,,4382000.0,14760000.0,25347000.0,489663000.0,7639000.0,344000.0,642461000.0,697758000.0,1793000.0,,787348000.0,,,0.25,-1774000.0,399000.0,18139000.0,,7521000.0,,208095000.0,0.0,21693000,,-11635000.0,11673000.0,23364000.0,40435000.0,,,55297000.0,64836000.0,,7848000.0,,,,12846000.0,5207000.0,,582393000.0,61612000,-140000.0,17071000,-11635000.0,-204955000.0,30340000.0,,,,
2002-12-31,6724000.0,404049000.0,-3400000.0,3458000.0,3458000,48305000.0,19615000.0,17520000.0,13244000.0,409000.0,,,,231089000.0,56608000.0,64000.0,936000.0,18397000.0,-3354000.0,18397000.0,,25341000.0,11673000.0,,,,4586000.0,48305000.0,28618000.0,488371000.0,3458000.0,-11743000.0,627134000.0,701650000.0,1968000.0,,770184000.0,,,,-11865000.0,-1535000.0,11600000.0,,29662000.0,,213279000.0,0.0,13148000,,-8343000.0,18397000.0,24212000.0,32786000.0,,,74516000.0,79520000.0,,5719000.0,,,,4052000.0,594000.0,86332000.0,563311000.0,50306000,18467000.0,8574000,-8343000.0,-206873000.0,,,,,
2003-03-31,-1982000.0,410679000.0,13236000.0,2990000.0,2990000,43305000.0,23092000.0,13983000.0,12393000.0,402000.0,0.1,,,230887000.0,59144000.0,0.0,1007000.0,16415000.0,-3356000.0,16415000.0,,,18397000.0,30376000.0,,,4565000.0,43305000.0,27959000.0,490235000.0,2990000.0,4827000.0,634211000.0,703550000.0,1347000.0,,779520000.0,,,0.1,2729000.0,2330000.0,8385000.0,213315000.0,28458000.0,,213315000.0,0.0,14497000,,-8409000.0,16415000.0,23143000.0,32693000.0,703000.0,,69339000.0,74782000.0,,7524000.0,,,,4985000.0,1995000.0,,567149000.0,46676000,-6809000.0,9550000,-8409000.0,-212371000.0,30388000.0,,,,
2003-06-30,-10758000.0,410232000.0,-695000.0,2911000.0,2911000,46305000.0,16998000.0,15694000.0,10499000.0,102000.0,0.095,,,230776000.0,59453000.0,31000.0,1443000.0,5657000.0,-3359000.0,5657000.0,,,16415000.0,30402000.0,,,4539000.0,46305000.0,29322000.0,486877000.0,2911000.0,-9741000.0,657930000.0,699847000.0,-650000.0,,810789000.0,,,0.095,-8824000.0,71000.0,8598000.0,212970000.0,11152000.0,,212970000.0,0.0,14154000,,-9046000.0,5657000.0,26914000.0,36123000.0,,,41917000.0,71901000.0,,11890000.0,,,,4701000.0,1790000.0,,593651000.0,51817000,-1017000.0,9209000,-9046000.0,-217138000.0,30494000.0,,,,
2003-09-30,5711000.0,419033000.0,20812000.0,7796000.0,7796000,46305000.0,24242000.0,20872000.0,14925000.0,1000.0,0.255,,,230121000.0,63105000.0,128000.0,1525000.0,11368000.0,-3361000.0,11368000.0,,,5657000.0,30404000.0,,,4511000.0,46305000.0,22035000.0,505804000.0,7796000.0,4363000.0,673286000.0,723208000.0,5364000.0,,804667000.0,,,0.255,5102000.0,2984000.0,11514000.0,217404000.0,6645000.0,,217404000.0,0.0,21038000,,-16449000.0,11368000.0,26759000.0,42853000.0,,,49922000.0,82061000.0,,10058000.0,,,,11711000.0,3915000.0,,584372000.0,63725000,1348000.0,16094000,-16449000.0,-220295000.0,30488000.0,,,,
2003-12-31,1407000.0,436743000.0,13405000.0,-1805000.0,-1805000,56820000.0,20304000.0,15007000.0,11758000.0,247000.0,,,,229799000.0,55943000.0,-3802000.0,1346000.0,12775000.0,-3360000.0,12775000.0,,127699000.0,11368000.0,,,,4455000.0,56820000.0,16994000.0,544988000.0,-1805000.0,-9902000.0,699116000.0,757475000.0,4229000.0,,846985000.0,,,,8825000.0,-2189000.0,18774000.0,,19766000.0,,212487000.0,0.0,12875000,,-23307000.0,12775000.0,27525000.0,35444000.0,,,58359000.0,95898000.0,,6254000.0,,,,-338000.0,1467000.0,84788000.0,624418000.0,50451000,11309000.0,7919000,-23307000.0,-222567000.0,,,,,
2004-03-31,-3764000.0,441082000.0,19118000.0,1146000.0,1146000,47820000.0,21212000.0,14870000.0,10069000.0,609000.0,0.04,,,229590000.0,56685000.0,-83000.0,1438000.0,9011000.0,-3362000.0,9011000.0,,128308000.0,12775000.0,30448000.0,,,4321000.0,47820000.0,16904000.0,536085000.0,1146000.0,5719000.0,707420000.0,746965000.0,2479000.0,,860391000.0,,,0.04,12150000.0,1018000.0,13382000.0,,7939000.0,,210880000.0,0.0,11669000,,-13399000.0,9011000.0,25289000.0,31781000.0,-92000.0,,39545000.0,82414000.0,,9079000.0,,,,2088000.0,942000.0,82572000.0,632277000.0,46651000,-9483000.0,6492000,-13399000.0,-228114000.0,30510000.0,,,,
2004-06-30,-2062000.0,439032000.0,9961000.0,6710000.0,6710000,54820000.0,22405000.0,17755000.0,14347000.0,595000.0,0.22,,,229468000.0,56537000.0,538000.0,1453000.0,6949000.0,-3370000.0,6949000.0,,129681000.0,9011000.0,30496000.0,,,4427000.0,54820000.0,16731000.0,545833000.0,6710000.0,-7232000.0,717356000.0,761426000.0,1067000.0,,864830000.0,,,0.22,-3577000.0,-367000.0,15527000.0,,6548000.0,,215593000.0,0.0,20758000,,-17193000.0,6949000.0,25904000.0,41589000.0,-15000.0,,44070000.0,92752000.0,,11497000.0,,,,11796000.0,5086000.0,85912000.0,631757000.0,59344000,5170000.0,15685000,-17193000.0,-233073000.0,30538000.0,,,,
2004-09-30,-347000.0,443789000.0,18972000.0,8018000.0,8018000,28820000.0,26832000.0,21641000.0,16548000.0,34052000.0,0.26,,,229258000.0,56964000.0,-160000.0,1485000.0,6602000.0,-3376000.0,6602000.0,,163749000.0,6949000.0,30636000.0,,,4564000.0,28820000.0,16560000.0,532578000.0,8018000.0,-7967000.0,739372000.0,786881000.0,3154000.0,,892135000.0,,,0.26,4962000.0,-43000.0,18965000.0,,6399000.0,,254303000.0,0.0,23948000,,-26939000.0,6602000.0,28962000.0,47320000.0,-32000.0,,47509000.0,74617000.0,,10591000.0,,,,13634000.0,5616000.0,90554000.0,653332000.0,68961000,7620000.0,18358000,-26939000.0,-238803000.0,30676000.0,,,,
2004-12-31,-2299000.0,460136000.0,2286000.0,2667000.0,2667000,45880000.0,22250000.0,15302000.0,14354000.0,1516000.0,,,,228902000.0,62448000.0,-269000.0,1496000.0,4303000.0,-3767000.0,4303000.0,,165270000.0,6602000.0,,,,4538000.0,45880000.0,38684000.0,558812000.0,2667000.0,-24399000.0,757253000.0,810277000.0,7647000.0,,905882000.0,,,,-11247000.0,4843000.0,18206000.0,-3259000.0,19128000.0,,251465000.0,0.0,14065000,,-26685000.0,4303000.0,28666000.0,37747000.0,-11000.0,,53024000.0,86336000.0,,10643000.0,,,,4274000.0,1607000.0,89454000.0,664165000.0,53049000,22100000.0,9081000,-26685000.0,-241717000.0,,,,,
2005-03-31,1522000.0,465648000.0,17809000.0,3764000.0,3764000,47658000.0,23031000.0,13310000.0,15434000.0,318000.0,0.11,,,228902000.0,62416000.0,-49000.0,1451000.0,5825000.0,-3771000.0,5825000.0,,165596000.0,4303000.0,33522000.0,,,4660000.0,47658000.0,26809000.0,564468000.0,3764000.0,-1017000.0,769253000.0,816252000.0,4214000.0,,924517000.0,,,0.11,9173000.0,1554000.0,14460000.0,-3259000.0,11429000.0,,251784000.0,0.0,17324000,,-18826000.0,5825000.0,24795000.0,36484000.0,45000.0,,46999000.0,85149000.0,,10129000.0,,,,6980000.0,3216000.0,89447000.0,676739000.0,49794000,2539000.0,11689000,-18826000.0,-247778000.0,33610000.0,,,,
2005-06-30,-721000.0,470243000.0,15080000.0,5735000.0,5735000,49658000.0,23937000.0,17171000.0,15042000.0,237000.0,0.17,,,228892000.0,63557000.0,-52000.0,1436000.0,5104000.0,-3774000.0,5104000.0,,165922000.0,5825000.0,33546000.0,,,4744000.0,49658000.0,27129000.0,575729000.0,5735000.0,-1928000.0,780057000.0,829800000.0,2875000.0,,940530000.0,,,0.17,2916000.0,1665000.0,18782000.0,-3259000.0,10528000.0,,254071000.0,0.0,21035000,,-17008000.0,5104000.0,27986000.0,43325000.0,15000.0,,49743000.0,92377000.0,,11495000.0,,,,10543000.0,4808000.0,91408000.0,687424000.0,60496000,1207000.0,15339000,-17008000.0,-253106000.0,33668000.0,,,,
2005-09-30,587000.0,472896000.0,12298000.0,12234000.0,12234000,55658000.0,29798000.0,18088000.0,18823000.0,275000.0,0.36,,,228685000.0,67587000.0,-148000.0,1435000.0,5691000.0,-3776000.0,5691000.0,,166206000.0,5104000.0,33564000.0,,,959000.0,55658000.0,27223000.0,581544000.0,12234000.0,-3826000.0,787902000.0,844357000.0,2121000.0,,955852000.0,,,0.36,-7083000.0,6234000.0,18471000.0,-3259000.0,13106000.0,,262813000.0,0.0,26686000,,-16124000.0,5691000.0,28002000.0,49983000.0,1000.0,,56455000.0,103927000.0,,10074000.0,,,,22792000.0,10558000.0,99866000.0,698230000.0,68071000,4413000.0,21981000,-16124000.0,-257622000.0,33774000.0,,,,
2005-12-31,7341000.0,530757000.0,9418000.0,5033000.0,5033000,27635000.0,30297000.0,22957000.0,13341000.0,40139000.0,,,,268405000.0,72187000.0,5961000.0,1421000.0,13032000.0,-3778000.0,13032000.0,,166529000.0,5691000.0,,,,5154000.0,27635000.0,26979000.0,612683000.0,5033000.0,-9808000.0,807911000.0,876777000.0,-30758000.0,,973140000.0,,,,-9748000.0,4728000.0,19653000.0,-3556000.0,25877000.0,,264094000.0,0.0,13399000,,-19226000.0,13032000.0,27290000.0,34879000.0,14000.0,,68866000.0,77585000.0,,20753000.0,,,,8396000.0,3363000.0,101121000.0,713225000.0,57836000,17149000.0,7589000,-19226000.0,-259915000.0,,,,,
2006-03-31,1368000.0,537271000.0,16772000.0,5899000.0,5899000,31635000.0,28741000.0,14511000.0,24168000.0,719000.0,0.175,,,268266000.0,73689000.0,0.0,1409000.0,14400000.0,-3781000.0,14400000.0,,167388000.0,13032000.0,33612000.0,,,5256000.0,31635000.0,26776000.0,620899000.0,5899000.0,-2627000.0,820189000.0,887970000.0,3196000.0,,990902000.0,,,0.175,1448000.0,220000.0,19996000.0,-3556000.0,12082000.0,,267071000.0,0.0,20543000,,-19399000.0,14400000.0,32042000.0,46102000.0,12000.0,323000.0,67781000.0,80372000.0,,10832000.0,,,,9703000.0,3804000.0,103239000.0,723804000.0,60613000,3995000.0,14060000,-19399000.0,-267098000.0,33818000.0,,,,
2006-06-30,-4966000.0,544742000.0,10284000.0,6269000.0,6269000,28571000.0,27221000.0,5664000.0,23551000.0,3725000.0,0.18,,,268209000.0,77906000.0,0.0,1550000.0,9434000.0,-3786000.0,9434000.0,,0.0,14400000.0,33762000.0,,,5347000.0,28571000.0,27054000.0,624642000.0,6269000.0,-4439000.0,830329000.0,899057000.0,2655000.0,,1005575000.0,,,0.18,-7446000.0,3484000.0,20875000.0,-3556000.0,15268000.0,,274415000.0,0.0,20712000,,-14723000.0,9434000.0,42372000.0,56474000.0,-141000.0,266000.0,68728000.0,76667000.0,,10902000.0,,,,9718000.0,3449000.0,105613000.0,731402000.0,62138000,-527000.0,14102000,-14723000.0,-274173000.0,33894000.0,,,,
2006-09-30,-2843000.0,542912000.0,18593000.0,5573000.0,5573000,25575000.0,35831000.0,18666000.0,27725000.0,1564000.0,0.16,,,268181000.0,78492000.0,-5342000.0,1545000.0,6591000.0,-3821000.0,6591000.0,,0.0,9434000.0,34006000.0,,,5349000.0,25575000.0,27018000.0,630623000.0,5573000.0,1646000.0,842487000.0,908708000.0,837000.0,,1023275000.0,,,0.16,3982000.0,-943000.0,23284000.0,-3556000.0,11598000.0,,278085000.0,0.0,27012000,,-16947000.0,6591000.0,34697000.0,55075000.0,5000.0,376000.0,66221000.0,84690000.0,,12614000.0,,,,10382000.0,4809000.0,107311000.0,742369000.0,73741000,-4489000.0,20378000,-16947000.0,-280906000.0,34114000.0,,,,
2006-12-31,-3368000.0,564303000.0,5910000.0,5339000.0,5339000,32603000.0,27278000.0,27085000.0,31067000.0,528000.0,,,,267833000.0,83154000.0,2689000.0,1565000.0,3223000.0,-4004000.0,3223000.0,,0.0,6591000.0,,,,5084000.0,32603000.0,25618000.0,653221000.0,5339000.0,-9620000.0,872519000.0,936955000.0,2657000.0,,1037552000.0,,,,-9570000.0,1954000.0,26022000.0,,12885000.0,,283734000.0,0.0,17725000,,-15139000.0,3223000.0,33879000.0,45058000.0,-20000.0,7806000.0,64436000.0,85903000.0,,21515000.0,,,,8959000.0,3620000.0,108599000.0,750601000.0,72143000,5861000.0,11179000,-15530000.0,-286951000.0,,,,,
2007-03-31,5829000.0,571062000.0,14193000.0,6984000.0,6984000,36593000.0,27002000.0,15272000.0,32985000.0,284000.0,0.2,,,267776000.0,86399000.0,3146000.0,1667000.0,9052000.0,-4008000.0,9052000.0,,0.0,3223000.0,34110000.0,,,5496000.0,36593000.0,28213000.0,662460000.0,6984000.0,4228000.0,878067000.0,949779000.0,1057000.0,,1048024000.0,,,0.2,735000.0,2072000.0,24793000.0,,11954000.0,,287319000.0,0.0,29932000,,-9585000.0,9052000.0,34155000.0,56998000.0,-102000.0,-2512000.0,71712000.0,88388000.0,,13007000.0,,,,11990000.0,5006000.0,111716000.0,753513000.0,72270000,1221000.0,22843000,-9965000.0,-294511000.0,34228000.0,,,,
2007-06-30,-3778000.0,576594000.0,16154000.0,7322000.0,7322000,29096000.0,28000000.0,14750000.0,31841000.0,1350000.0,0.21,,,267628000.0,87882000.0,65000.0,1649000.0,5274000.0,-4009000.0,5274000.0,,0.0,9052000.0,34188000.0,,,5570000.0,29096000.0,28094000.0,663403000.0,7322000.0,6239000.0,885631000.0,955841000.0,-1000.0,,1059178000.0,,,0.21,-284000.0,1176000.0,26759000.0,,11128000.0,,292438000.0,0.0,32803000,,-9672000.0,5274000.0,38781000.0,64496000.0,18000.0,3236000.0,70210000.0,83855000.0,,13664000.0,,,,12536000.0,5214000.0,114996000.0,757125000.0,79246000,-10260000.0,25715000,-9915000.0,-302053000.0,34292000.0,,,,
2007-09-30,-1640000.0,574711000.0,11876000.0,7629000.0,7629000,29587000.0,31527000.0,18257000.0,33654000.0,2153000.0,0.22,,,267576000.0,87351000.0,-805000.0,1792000.0,3634000.0,-4023000.0,3634000.0,,0.0,5274000.0,34394000.0,,,5347000.0,29587000.0,30415000.0,666648000.0,7629000.0,-1076000.0,896397000.0,965595000.0,878000.0,,1071903000.0,,,0.22,-3236000.0,-1158000.0,27898000.0,,11419000.0,,298947000.0,0.0,27774000,,-12963000.0,3634000.0,37250000.0,57585000.0,-143000.0,-1066000.0,69198000.0,89012000.0,,11789000.0,,,,12870000.0,5241000.0,118568000.0,762050000.0,75842000,-553000.0,20335000,-12952000.0,-309853000.0,34478000.0,,,,
2007-12-31,-1936000.0,564625000.0,8799000.0,6095000.0,6095000,37809000.0,24710000.0,12032000.0,27865000.0,1000000.0,,,,267226000.0,84816000.0,577000.0,1576000.0,1698000.0,-4299000.0,1698000.0,,0.0,3634000.0,,,,5169000.0,37809000.0,30611000.0,661769000.0,6095000.0,-8236000.0,900883000.0,963898000.0,1730000.0,,1092417000.0,,,,-4643000.0,-628000.0,31732000.0,,15841000.0,,302129000.0,0.0,25605000,,-17038000.0,1698000.0,43700000.0,61980000.0,216000.0,2062000.0,63015000.0,94251000.0,,14177000.0,,,,11424000.0,5329000.0,120333000.0,776379000.0,74012000,6303000.0,18280000,-17035000.0,-316038000.0,,,,,
