date,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyChangeInAccountPayable,quarterlyResearchAndDevelopment
2011-06-30,,1106200000.0,2100000.0,6100000.0,1200000.0,57100000.0,-12100000.0,63500000.0,1600000.0,-100000.0,38900000,412600000.0,-28400000.0,158000000.0,0.42,22200000.0,-40200000.0,44300000,,72400000.0,118100000.0,447300000.0,22200000.0,599100000.0,-1300000.0,-1000000.0,17300000,566800000.0,324000000.0,3300000,-27000000.0,-14700000.0,32889000.0,22100000,179900000,-539400000.0,0.42,23300000.0,44900000.0,-19600000.0,14000000,14000000,0.0,,135600000,105600000.0,38400000.0,,73700000.0,168800000.0,480500000.0,,400000,32922000.0,158000000.0,158000000.0,-15000000.0,,400000.0,177600000.0,,4200000.0,,5200000,717200000.0,1129800000.0,14000000,59900000.0,55800000.0,682500000.0,500000.0,-3700000.0,,,,,
2011-09-30,,1051400000.0,2400000.0,5100000.0,900000.0,60500000.0,-47000000.0,38300000.0,1500000.0,3800000.0,66300000,408700000.0,-19000000.0,123400000.0,1.03,22400000.0,-20500000.0,71000000,,30800000.0,126800000.0,458400000.0,22400000.0,589600000.0,0.0,-1100000.0,45300000,551300000.0,343600000.0,10700000,-22800000.0,-15800000.0,32906000.0,48600000,229100000,-500100000.0,1.04,6700000.0,39400000.0,-34600000.0,34600000,34600000,0.0,,158100000,136400000.0,44900000.0,,70700000.0,185800000.0,479500000.0,,1700000,32931000.0,123400000.0,123400000.0,-15000000.0,,400000.0,158000000.0,,4200000.0,,5000000,716400000.0,1125100000.0,34600000,57400000.0,58000000.0,666700000.0,300000.0,-16100000.0,,,,,
2011-12-31,,1082200000.0,6600000.0,12300000.0,-900000.0,86800000.0,-14900000.0,40800000.0,1700000.0,8300000.0,77400000,446600000.0,-32600000.0,130300000.0,,26900000.0,-21400000.0,86900000,,48600000.0,326800000.0,515800000.0,26900000.0,432100000.0,0.0,-1000000.0,56400000,573400000.0,372500000.0,12500000,-40900000.0,-11200000.0,,60000000,306100000,-508800000.0,,51500000.0,34700000.0,6900000.0,43900000,43900000,0.0,,219200000,158800000.0,60100000.0,,70700000.0,207200000.0,326700000.0,,1500000,,130300000.0,130300000.0,-15000000.0,,400000.0,123400000.0,,156000000.0,,5100000,758900000.0,1205500000.0,43900000,58800000.0,57500000.0,689700000.0,1600000.0,10600000.0,,,,,
2012-03-31,,1138400000.0,5400000.0,10400000.0,300000.0,61200000.0,19400000.0,58400000.0,1700000.0,-300000.0,75500000,489600000.0,-30300000.0,183600000.0,1.19,21400000.0,22100000.0,82800000,,59400000.0,305400000.0,509000000.0,21400000.0,435300000.0,0.0,-1000000.0,54800000,599200000.0,395800000.0,14900000,-30000000.0,-17200000.0,33035000.0,61400000,315300000,-539200000.0,1.19,96900000.0,36200000.0,53300000.0,39900000,39900000,149900000.0,,232500000,120600000.0,69900000.0,,72900000.0,187200000.0,326200000.0,,-1600000,33058000.0,183600000.0,183600000.0,-16600000.0,,400000.0,130300000.0,,155500000.0,,5000000,740700000.0,1230300000.0,39900000,63700000.0,58400000.0,721300000.0,300000.0,66900000.0,,,,,
2012-06-30,,1149900000.0,800000.0,8900000.0,100000.0,43200000.0,-11100000.0,45500000.0,1900000.0,-400000.0,28200000,473400000.0,-34800000.0,147600000.0,0.28,23000000.0,-29800000.0,38500000,,8800000.0,135100000.0,462700000.0,23000000.0,583500000.0,0.0,-384700000.0,7900000,606500000.0,388700000.0,-1600000,-34400000.0,-16200000.0,33093000.0,15500000,178500000,-543400000.0,0.28,18600000.0,32700000.0,-36000000.0,9500000,9500000,0.0,,140000000,85000000.0,71300000.0,,70600000.0,215200000.0,480200000.0,,-3100000,33118000.0,147600000.0,147600000.0,-16600000.0,,400000.0,183600000.0,,3900000.0,,4500000,718600000.0,1192000000.0,9500000,64000000.0,58800000.0,729300000.0,-3300000.0,-15800000.0,,,,,
2012-09-30,,1208500000.0,800000.0,10200000.0,-2400000.0,62800000.0,-6600000.0,66800000.0,1800000.0,-300000.0,30100000,489600000.0,-34800000.0,116400000.0,0.28,22100000.0,-8800000.0,36200000,,7900000.0,161800000.0,470900000.0,22100000.0,586600000.0,0.0,-1000000.0,10200000,640300000.0,381600000.0,800000,-34500000.0,-17500000.0,33110000.0,14100000,181000000,-568200000.0,0.28,16700000.0,34900000.0,-31200000.0,9400000,9400000,0.0,,144800000,110000000.0,79400000.0,,72400000.0,227300000.0,479300000.0,,300000,33138000.0,116400000.0,116400000.0,-16500000.0,,400000.0,147600000.0,,3900000.0,,4200000,748400000.0,1238000000.0,9400000,66600000.0,60200000.0,767100000.0,-100000.0,-17800000.0,,,,,
2012-12-31,,1213700000.0,1000000.0,26000000.0,2400000.0,85400000.0,-36900000.0,57600000.0,3100000.0,8300000.0,60200000,503500000.0,-23700000.0,100100000.0,0.9,27400000.0,-7300000.0,69600000,,-46700000.0,199300000.0,506900000.0,27400000.0,597800000.0,0.0,-1000000.0,38400000,645200000.0,395000000.0,8300000,-32000000.0,-11000000.0,33195000.0,42200000,267100000,-568500000.0,0.9,19500000.0,41500000.0,-16300000.0,30100000,30100000,195400000.0,,197500000,143700000.0,109000000.0,21400000.0,77900000.0,229700000.0,478400000.0,,700000,33225000.0,100100000.0,100100000.0,-16600000.0,,400000.0,116400000.0,,3900000.0,,4500000,797100000.0,1300600000.0,29000000,73800000.0,74700000.0,793700000.0,800000.0,-12500000.0,,,,,
2013-03-31,,1230400000.0,3100000.0,16800000.0,600000.0,55300000.0,59800000.0,45200000.0,1500000.0,5100000.0,85200000,521100000.0,-31400000.0,175500000.0,1.38,23800000.0,93000000.0,91300000,,3200000.0,171600000.0,484100000.0,23800000.0,597200000.0,,-1000000.0,63500000,656000000.0,423100000.0,17100000,-36500000.0,-18900000.0,33282000.0,67500000,383700000,-574400000.0,1.38,128800000.0,41500000.0,75400000.0,46400000,46400000,0.0,,292400000,149300000.0,109300000.0,,78300000.0,135000000.0,477400000.0,,400000,33309000.0,175500000.0,175500000.0,-18300000.0,,400000.0,100100000.0,,3900000.0,-8200000.0,4400000,768800000.0,1289900000.0,45900000,76300000.0,73500000.0,805800000.0,100000.0,92300000.0,,,,,
2013-06-30,,1236200000.0,2400000.0,18600000.0,800000.0,48100000.0,15900000.0,29800000.0,1100000.0,9200000.0,35500000,507000000.0,-9800000.0,196400000.0,0.32,27200000.0,-51700000.0,41900000,,500000.0,179600000.0,481100000.0,27200000.0,598300000.0,,-900000.0,13000000,654600000.0,415500000.0,2400000,-19000000.0,-11300000.0,33380000.0,14700000,173800000,-581600000.0,0.32,47000000.0,41500000.0,20900000.0,10600000,10600000,175700000.0,,131900000,72900000.0,125200000.0,,80200000.0,184900000.0,476600000.0,,2700000,33411000.0,196400000.0,196400000.0,-18200000.0,,400000.0,175500000.0,,3900000.0,76300000.0,4400000,777900000.0,1284900000.0,10500000,75400000.0,73800000.0,803800000.0,500000.0,28000000.0,,,,,
2013-09-30,,1279200000.0,1400000.0,24400000.0,1800000.0,59300000.0,-72800000.0,46500000.0,1500000.0,100000.0,41200000,525300000.0,-27500000.0,123900000.0,0.46,22700000.0,-49300000.0,45800000,,2400000.0,190600000.0,489400000.0,22700000.0,596400000.0,,-1000000.0,18800000,670700000.0,412500000.0,3400000,-27600000.0,-16300000.0,33469000.0,23100000,184700000,-608500000.0,0.46,-33700000.0,38600000.0,-72500000.0,15400000,15400000,0.0,,138900000,96900000.0,126000000.0,,82200000.0,236300000.0,475600000.0,,100000,33484000.0,123900000.0,123900000.0,-18400000.0,,400000.0,196400000.0,,3900000.0,-22900000.0,4400000,787000000.0,1312300000.0,15300000,78000000.0,74200000.0,822900000.0,100000.0,-61300000.0,,,,,
2013-12-31,,1287000000.0,11000000.0,17300000.0,-3400000.0,109400000.0,18100000.0,34500000.0,1000000.0,2200000.0,103100000,554200000.0,-37400000.0,159600000.0,1.73,26700000.0,53700000.0,107000000,56500000.0,2300000.0,257600000.0,577400000.0,26700000.0,593000000.0,,-1000000.0,78800000,677300000.0,452500000.0,20400000,-39600000.0,-19900000.0,33477000.0,80300000,387400000,-609700000.0,1.73,96200000.0,39900000.0,35700000.0,58400000,58400000,253700000.0,,280400000,211900000.0,76800000.0,23600000.0,78400000.0,180700000.0,474700000.0,,3200000,33487000.0,159600000.0,159600000.0,-18200000.0,,400000.0,123900000.0,,3900000.0,-116900000.0,4700000,850600000.0,1404800000.0,58000000,77600000.0,72500000.0,827400000.0,-700000.0,56600000.0,,,,,
2014-03-31,,1293800000.0,6400000.0,13700000.0,3000000.0,69500000.0,84200000.0,19500000.0,1200000.0,11600000.0,88500000,572300000.0,-13400000.0,283400000.0,1.49,25300000.0,85000000.0,92300000,68000000.0,3700000.0,218200000.0,556200000.0,25300000.0,588700000.0,,-900000.0,65700000,676200000.0,482500000.0,15500000,-25000000.0,-19200000.0,33502000.0,67000000,422000000,-617600000.0,1.49,160700000.0,37100000.0,123800000.0,50200000,50200000,214300000.0,,329700000,158400000.0,70400000.0,,77800000.0,94100000.0,473800000.0,,3100000,33520000.0,283400000.0,283400000.0,-20200000.0,,400000.0,159600000.0,,3900000.0,47200000.0,4400000,806900000.0,1379200000.0,49800000,76100000.0,70700000.0,823000000.0,-200000.0,135700000.0,,,,,
2014-06-30,,1332500000.0,700000.0,27900000.0,-700000.0,66300000.0,-25800000.0,38600000.0,1500000.0,200000.0,25100000,574200000.0,-109900000.0,304000000.0,-0.02,24100000.0,-62200000.0,37500000,70400000.0,1100000.0,212400000.0,599000000.0,24100000.0,754600000.0,,-99500000.0,1800000,691900000.0,461600000.0,2500000,-24000000.0,123900000.0,33549000.0,13400000,186600000,-640600000.0,-0.02,1100000.0,38700000.0,20600000.0,-700000,-700000,208500000.0,,149100000,100700000.0,71100000.0,73800000.0,91500000.0,159800000.0,624400000.0,,-7100000,33549000.0,304000000.0,304000000.0,-20200000.0,,400000.0,283400000.0,,3900000.0,60700000.0,4500000,967000000.0,1541200000.0,-700000,61600000.0,114900000.0,942200000.0,-8700000.0,-22900000.0,,,,,
2014-09-30,,1332700000.0,12300000.0,19600000.0,10700000.0,75900000.0,-76100000.0,10000000.0,1000000.0,10700000.0,146100000,616000000.0,-24200000.0,220000000.0,2.6,26800000.0,-60900000.0,149800000,0.0,7700000.0,170200000.0,610900000.0,26800000.0,760300000.0,-400000.0,-1000000.0,120600000,691300000.0,529200000.0,32700000,-34500000.0,-20400000.0,33575000.0,123000000,240500000,-641400000.0,2.6,-32100000.0,36200000.0,-84000000.0,87900000,87900000,166300000.0,,90700000,145300000.0,78100000.0,71000000.0,100600000.0,217800000.0,623500000.0,,3100000,33601000.0,220000000.0,220000000.0,-20200000.0,,400000.0,304000000.0,,3900000.0,-43900000.0,5500000,930500000.0,1546500000.0,87400000,63300000.0,110000000.0,935600000.0,-900000.0,-66600000.0,,,,,
2014-12-31,,1327300000.0,44400000.0,14200000.0,-9400000.0,97600000.0,18700000.0,-15500000.0,1200000.0,0.0,130200000,653600000.0,-41700000.0,266800000.0,2.38,34200000.0,16200000.0,141800000,0.0,1400000.0,237700000.0,702700000.0,34200000.0,745900000.0,0.0,-1000000.0,103700000,700900000.0,589500000.0,23200000,-41700000.0,-19700000.0,33600000.0,107600000,433400000,-626400000.0,2.38,113200000.0,34500000.0,46800000.0,80500000,80500000,233800000.0,,291600000,213000000.0,91800000.0,68500000.0,88900000.0,199000000.0,622500000.0,,1800000,33617000.0,266800000.0,266800000.0,-20100000.0,,400000.0,220000000.0,,3900000.0,-68400000.0,5700000,983600000.0,1637200000.0,79800000,58900000.0,106100000.0,934400000.0,0.0,71500000.0,,,,,
2015-03-31,,1318000000.0,11200000.0,13100000.0,4500000.0,70500000.0,35200000.0,-65000000.0,1600000.0,0.0,107300000,646100000.0,-41700000.0,313800000.0,1.79,28500000.0,42400000.0,113200000,,1400000.0,165400000.0,630600000.0,28500000.0,740000000.0,,-900000.0,82800000,699600000.0,627700000.0,22200000,-41700000.0,-21100000.0,33626000.0,84700000,393000000,-618400000.0,1.79,122400000.0,33400000.0,47000000.0,60600000,60600000,161500000.0,,279800000,143600000.0,79800000.0,63100000.0,85100000.0,151400000.0,621500000.0,,3500000,33649000.0,313800000.0,313800000.0,-22400000.0,,400000.0,266800000.0,,3900000.0,65000000.0,5400000,905400000.0,1551500000.0,60300000,59100000.0,99100000.0,920900000.0,100000.0,80700000.0,,,,,
2015-06-30,,1378700000.0,800000.0,15600000.0,-1800000.0,63600000.0,-43600000.0,-53000000.0,1700000.0,-500000.0,44300000,650800000.0,-48600000.0,233700000.0,0.39,26600000.0,-71700000.0,50600000,,1200000.0,140100000.0,571000000.0,26600000.0,739400000.0,,-1000000.0,19900000,736500000.0,618500000.0,6700000,-48100000.0,-23200000.0,33682000.0,24000000,183700000,-642200000.0,0.39,-10200000.0,33300000.0,-80100000.0,13200000,13200000,136200000.0,,133100000,90500000.0,71800000.0,64100000.0,85500000.0,224300000.0,620600000.0,,1200000,33701000.0,233700000.0,233700000.0,-22200000.0,,400000.0,313800000.0,,3900000.0,53800000.0,5300000,879500000.0,1530300000.0,13000000,59800000.0,98900000.0,959300000.0,0.0,-58300000.0,,,,,
2015-09-30,,1399500000.0,5500000.0,19900000.0,-1500000.0,77900000.0,-64700000.0,-90200000.0,1600000.0,-400000.0,64700000,620000000.0,-65000000.0,119100000.0,0.8,27200000.0,-48900000.0,68000000,,900000.0,176000000.0,554200000.0,27200000.0,732700000.0,0.0,-1000000.0,39700000,762900000.0,623100000.0,12700000,-64600000.0,-23200000.0,33696000.0,40800000,232700000,-636600000.0,0.8,-17100000.0,31400000.0,-114600000.0,27000000,27000000,172100000.0,,164700000,138100000.0,88700000.0,60000000.0,81700000.0,268700000.0,619600000.0,,4300000,33708000.0,119100000.0,119100000.0,-22400000.0,,400000.0,233700000.0,,3900000.0,-48700000.0,5400000,908700000.0,1528700000.0,26900000,58000000.0,93600000.0,974500000.0,0.0,-81700000.0,,,,,
2015-12-31,,1435300000.0,14800000.0,30800000.0,-1300000.0,80700000.0,-37900000.0,-108300000.0,1200000.0,-500000.0,98000000,639700000.0,-180100000.0,58400000.0,1.72,26400000.0,-12300000.0,98300000,,1900000.0,170800000.0,512300000.0,26400000.0,818400000.0,-116400000.0,-46500000.0,72100000,800700000.0,659100000.0,13700000,-63200000.0,81700000.0,33701000.0,71900000,289300000,-634600000.0,1.72,42800000.0,25000000.0,-60700000.0,58400000,58400000,165900000.0,,191000000,147800000.0,70400000.0,58100000.0,71300000.0,275300000.0,722100000.0,116400000.0,5600000,33714000.0,58400000.0,58400000.0,-22400000.0,,400000.0,119100000.0,,4900000.0,-11100000.0,5400000,989200000.0,1628900000.0,58000000,56100000.0,85300000.0,1116600000.0,400000.0,-20400000.0,,,,,
2016-03-31,,1525200000.0,10500000.0,28700000.0,-1100000.0,48700000.0,25300000.0,-73600000.0,1100000.0,-700000.0,95400000,702200000.0,-44500000.0,85200000.0,1.46,28300000.0,66700000.0,102600000,,-1900000.0,136100000.0,459800000.0,28300000.0,813600000.0,,-36700000.0,69700000,865100000.0,685200000.0,20000000,-43800000.0,-28700000.0,33746000.0,74300000,345700000,-660100000.0,1.47,92600000.0,27400000.0,26800000.0,49700000,49700000,131200000.0,,243100000,134800000.0,72000000.0,61800000.0,73700000.0,211100000.0,712500000.0,121400000.0,1200000,33748000.0,85200000.0,85200000.0,-23500000.0,,400000.0,58400000.0,,4900000.0,15000000.0,5800000,949700000.0,1651900000.0,49500000,55500000.0,88300000.0,1192100000.0,-100000.0,48800000.0,,,,,
2016-06-30,,1560900000.0,0.0,30900000.0,-3000000.0,54500000.0,27800000.0,-75600000.0,1500000.0,-800000.0,33900000,684400000.0,-56500000.0,92700000.0,0.18,25800000.0,-30900000.0,41300000,,1600000.0,128100000.0,436400000.0,25800000.0,844100000.0,,-517200000.0,7300000,890500000.0,667900000.0,1000000,-51000000.0,6700000.0,33784000.0,15500000,169500000,-670400000.0,0.18,57300000.0,26700000.0,7500000.0,6300000,6300000,124100000.0,,128200000,71900000.0,69600000.0,61400000.0,71200000.0,240900000.0,746200000.0,124100000.0,-2600000,33787000.0,92700000.0,92700000.0,-23600000.0,,400000.0,85200000.0,,4000000.0,63200000.0,5600000,972200000.0,1656600000.0,6200000,57200000.0,87000000.0,1220200000.0,-5100000.0,6300000.0,,,,,
2016-09-30,,1592100000.0,,40900000.0,-400000.0,52200000.0,-76400000.0,-79600000.0,1200000.0,-1400000.0,39400000,667300000.0,-55300000.0,432200000.0,0.27,25700000.0,-32700000.0,45200000,,1100000.0,134300000.0,860800000.0,25700000.0,1300800000.0,0.0,-68000000.0,12200000,907600000.0,653500000.0,3100000,-53900000.0,437700000.0,33786000.0,19500000,179600000,-684500000.0,0.27,-42800000.0,26600000.0,339500000.0,9100000,9100000,125800000.0,,134400000,115100000.0,73600000.0,60600000.0,70100000.0,272600000.0,1204100000.0,127500000.0,-1900000,33789000.0,432200000.0,432200000.0,-23400000.0,,400000.0,92700000.0,0.0,8500000.0,-44600000.0,5400000,1435100000.0,2102400000.0,9000000,60700000.0,85200000.0,1241600000.0,-2300000.0,-96700000.0,,,,,
2016-12-31,,1768700000.0,4400000.0,36100000.0,-6800000.0,100800000.0,-8400000.0,-104900000.0,1100000.0,-300000.0,153000000,717100000.0,-311500000.0,77400000.0,2.87,45100000.0,62000000.0,110400000,,5000000.0,372000000.0,715000000.0,45100000.0,1377400000.0,-277700000.0,-196600000.0,108100000,1092300000.0,727500000.0,10500000,-33500000.0,-101100000.0,33788000.0,65300000,443200000,-676400000.0,2.88,60200000.0,51800000.0,-354800000.0,97600000,97600000,230600000.0,,332800000,320900000.0,136600000.0,412200000.0,130800000.0,280600000.0,1194800000.0,24900000.0,60100000,33793000.0,77400000.0,77400000.0,-23600000.0,,400000.0,432200000.0,0.0,130200000.0,-110500000.0,17300000,1749400000.0,2466500000.0,97100000,64500000.0,157600000.0,1751500000.0,-1200000.0,26700000.0,,,,,
2017-03-31,,1811000000.0,2300000.0,35200000.0,-1200000.0,74300000.0,77200000.0,-90500000.0,1300000.0,-1300000.0,69900000,730100000.0,-22300000.0,48900000.0,0.63,40200000.0,44400000.0,81600000,,-3900000.0,297100000.0,548100000.0,40200000.0,1296100000.0,,-123000000.0,27800000,1109400000.0,724600000.0,6300000,-21000000.0,-130100000.0,33802000.0,41400000,387800000,-701600000.0,0.63,123300000.0,49400000.0,-28500000.0,21500000,21500000,180600000.0,,306200000,226300000.0,104000000.0,417200000.0,131800000.0,237700000.0,1114900000.0,24100000.0,100000,33803000.0,48900000.0,48900000.0,-24400000.0,,400000.0,77400000.0,,116500000.0,97900000.0,13700000,1593200000.0,2323300000.0,21400000,69100000.0,155400000.0,1775200000.0,-12100000.0,102300000.0,,,,,
2017-06-30,,1851300000.0,200000.0,41400000.0,600000.0,80700000.0,-7800000.0,-97400000.0,1200000.0,-1400000.0,32400000,693700000.0,-36000000.0,33900000.0,-0.19,38900000.0,-51300000.0,44900000,,4500000.0,254000000.0,539500000.0,38900000.0,1350200000.0,,-58800000.0,-7900000,1116800000.0,693700000.0,-1500000,-34600000.0,-400000.0,33823000.0,6000000,228000000,-734500000.0,-0.19,19900000.0,47000000.0,-15000000.0,-6400000,-6400000,171200000.0,,183100000,176300000.0,90300000.0,403200000.0,130400000.0,287900000.0,1172800000.0,24100000.0,-1600000,33823000.0,33900000.0,33900000.0,-24500000.0,,400000.0,48900000.0,,82800000.0,47200000.0,12300000,1604200000.0,2297900000.0,-6500000,64500000.0,149800000.0,1758400000.0,100000.0,-14700000.0,,,,,
2017-09-30,,1914300000.0,0.0,47400000.0,-11300000.0,94600000.0,-68300000.0,-52000000.0,1300000.0,-1100000.0,65700000,748000000.0,-26500000.0,39100000.0,0.94,44700000.0,-42100000.0,76100000,,-2500000.0,251000000.0,632100000.0,44700000.0,1447800000.0,0.0,-51700000.0,19500000,1140000000.0,701300000.0,-12500000,-25400000.0,47800000.0,33825000.0,31400000,290700000,-774300000.0,0.94,-16500000.0,49900000.0,5200000.0,32000000,32000000,195600000.0,,214600000,209600000.0,101000000.0,421600000.0,123700000.0,336000000.0,1274200000.0,24700000.0,1600000,33825000.0,39100000.0,39100000.0,-24400000.0,,400000.0,33900000.0,0.0,55400000.0,-28500000.0,13500000,1698800000.0,2446800000.0,31800000,77500000.0,150900000.0,1814700000.0,-600000.0,-41900000.0,,,,,
2017-12-31,,1934400000.0,25900000.0,66500000.0,-4600000.0,123500000.0,-8000000.0,-77900000.0,1200000.0,-1100000.0,109800000,694600000.0,-34200000.0,36600000.0,-0.13,43600000.0,43100000.0,124000000,,3100000.0,268000000.0,737500000.0,43600000.0,1608400000.0,,-122300000.0,63300000,1138100000.0,672500000.0,67700000,-33100000.0,9300000.0,33828000.0,80400000,457900000,-796300000.0,-0.13,20200000.0,151000000.0,-2500000.0,-4400000,-4400000,235900000.0,,333900000,344500000.0,86500000.0,405000000.0,127000000.0,289900000.0,1330400000.0,24600000.0,-3700000,33828000.0,36600000.0,36600000.0,-24200000.0,,400000.0,39100000.0,,32100000.0,-139300000.0,13400000,1876400000.0,2571000000.0,-4600000,122200000.0,143600000.0,1833500000.0,-2300000.0,-12900000.0,,,,,
2018-03-31,,1925500000.0,21100000.0,59800000.0,300000.0,109000000.0,123700000.0,-92900000.0,1100000.0,-600000.0,65000000,669100000.0,-23600000.0,44500000.0,0.37,38800000.0,71300000.0,65400000,,1000000.0,251100000.0,596500000.0,38800000.0,1492600000.0,,-191800000.0,17000000,1124800000.0,660800000.0,4400000,-23000000.0,-136800000.0,33836000.0,26600000,437900000,-800700000.0,0.37,173000000.0,149400000.0,7900000.0,12600000,12600000,,,372500000,275000000.0,88700000.0,402800000.0,125000000.0,217200000.0,1218200000.0,24600000.0,4100000,33836000.0,44500000.0,44500000.0,-24500000.0,,400000.0,36600000.0,,32300000.0,68900000.0,13700000,1743700000.0,2412800000.0,12500000,126100000.0,138000000.0,1816300000.0,-300000.0,150000000.0,,,,,
2018-06-30,,1895500000.0,1800000.0,83700000.0,1500000.0,96500000.0,-31000000.0,-180900000.0,1600000.0,-900000.0,37500000,550500000.0,-30000000.0,40800000.0,-0.23,39700000.0,-66100000.0,42500000,,1600000.0,205500000.0,546800000.0,39700000.0,1518300000.0,,-141600000.0,-12700000,1077500000.0,628600000.0,-5100000,-29100000.0,19700000.0,33850000.0,2800000,246700000,-818000000.0,-0.23,8600000.0,145200000.0,-3700000.0,-7600000,-7600000,175600000.0,,204200000,174600000.0,77300000.0,355000000.0,118000000.0,247700000.0,1255100000.0,24000000.0,-600000,33850000.0,40800000.0,40800000.0,-24500000.0,,400000.0,44500000.0,,29900000.0,86800000.0,14900000,1723800000.0,2274300000.0,-7700000,146000000.0,125000000.0,1727500000.0,-500000.0,-20500000.0,,,,,
2018-09-30,,1918000000.0,7000000.0,84000000.0,-2100000.0,137300000.0,-65400000.0,-189500000.0,900000.0,-800000.0,64400000,531200000.0,-20900000.0,36100000.0,0.37,38800000.0,-66300000.0,71400000,,2200000.0,252900000.0,645100000.0,38800000.0,1568900000.0,,-62500000.0,14500000,1067100000.0,616900000.0,1700000,-20100000.0,31400000.0,33851000.0,32600000,322500000,-850900000.0,0.37,-16200000.0,144700000.0,-4700000.0,12800000,12800000,224700000.0,,251100000,213000000.0,80400000.0,345200000.0,112200000.0,312000000.0,1312000000.0,24300000.0,-2200000,33851000.0,36100000.0,36100000.0,-24400000.0,,400000.0,40800000.0,,28200000.0,-39500000.0,15900000,1821800000.0,2353000000.0,12700000,150900000.0,120400000.0,1707900000.0,-200000.0,-36300000.0,,,,,
2018-12-31,,1904700000.0,32100000.0,116000000.0,-16400000.0,111300000.0,-47200000.0,-210900000.0,4200000.0,-500000.0,110100000,540200000.0,-25100000.0,27000000.0,1.5,46300000.0,44300000.0,114600000,,1500000.0,283300000.0,721200000.0,46300000.0,1544400000.0,,-101300000.0,58800000,1052000000.0,643500000.0,7800000,-24600000.0,-200000.0,33853000.0,68300000,486500000,-852700000.0,1.5,25300000.0,122400000.0,-9100000.0,51000000,51000000,239800000.0,,371900000,311600000.0,96400000.0,350800000.0,100800000.0,266600000.0,1321200000.0,24500000.0,8500000,33853000.0,27000000.0,27000000.0,-24300000.0,,400000.0,36100000.0,,43500000.0,-99800000.0,18000000,1827700000.0,2367900000.0,50800000,103500000.0,115900000.0,1646700000.0,-1700000.0,700000.0,,,,,
2019-03-31,-200000.0,1933100000.0,21000000.0,108000000.0,-100000.0,90500000.0,77500000.0,-196200000.0,1100000.0,-300000.0,63700000,538800000.0,-21800000.0,43800000.0,0.22,39400000.0,41000000.0,72600000,,2100000.0,286000000.0,619200000.0,39400000.0,1483800000.0,,-145100000.0,12500000,1048200000.0,626400000.0,4900000,-21500000.0,-90000000.0,33874000.0,33200000,403700000,-884900000.0,0.22,123500000.0,155600000.0,16800000.0,7600000,7600000,,,331100000,241300000.0,100300000.0,350900000.0,102600000.0,226100000.0,1225600000.0,24300000.0,-4500000,33874000.0,43800000.0,43800000.0,-24600000.0,,400000.0,27000000.0,,74200000.0,72000000.0,16200000,1769800000.0,2308600000.0,7400000,152800000.0,113200000.0,1689400000.0,-300000.0,102000000.0,,,,,
