date,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyTaxProvision,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccountsReceivable,quarterlyOperatingExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyGrossProfit,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2016-09-30,512700000.0,83300000,-99200000.0,462000000.0,,-120100000.0,95300000.0,230900000.0,93100000,48800000.0,0.39,-101300000.0,687200000.0,2518500000.0,2089900000.0,23700000.0,,1764000000.0,207100000.0,1743100000.0,,97800000.0,495000000.0,2500000.0,518700000.0,9007300000.0,,213766000.0,518700000.0,525400000.0,110800000.0,22400000.0,,5718100000.0,6700000.0,-53100000.0,83300000,494700000.0,471100000.0,-22800000.0,-571000000.0,1763200000.0,-66200000.0,5216600000.0,2214200000,264000000,3678300000.0,,61200000.0,-54900000.0,0.39,1200000.0,-31400000.0,7000000.0,262100000,2200000.0,-27600000.0,40300000.0,518700000.0,-113500000.0,212872000.0,4538100000.0,,3709900000.0,209700000.0,1730200000.0,2445100000.0,141900000.0,2771500000.0,0.0,3289200000.0,-7300000.0,171800000.0,-1159800000.0,387900000.0,,
2016-12-31,218900000.0,-293300000,-423700000.0,329400000.0,,-145800000.0,16700000.0,442600000.0,-281500000,-183100000.0,,-730300000.0,641200000.0,2501800000.0,2043600000.0,-75000000.0,54200000.0,1448300000.0,217400000.0,1758000000.0,203200000.0,100200000.0,518700000.0,2500000.0,443700000.0,8834700000.0,,,443700000.0,175900000.0,296800000.0,19500000.0,,5923100000.0,-4200000.0,38700000.0,-293300000,463500000.0,501000000.0,-269600000.0,-722100000.0,1323300000.0,-38000000.0,5532800000.0,2259000000,283600000,3639300000.0,33500000.0,68600000.0,147700000.0,,3600000.0,9000000.0,16300000.0,-344900000,703600000.0,-29600000.0,148900000.0,443700000.0,-61800000.0,,4215200000.0,,3218300000.0,217100000.0,1702200000.0,2091800000.0,-464600000.0,3441000000.0,0.0,2911600000.0,-306100000.0,51900000.0,-1137500000.0,984200000.0,,
2017-03-31,530000000.0,189200000,-15800000.0,729500000.0,,-130900000.0,0.0,60300000.0,199600000,86300000.0,0.89,4400000.0,656900000.0,2553100000.0,2040300000.0,-85300000.0,,1934300000.0,219300000.0,1889700000.0,,97300000.0,443700000.0,2500000.0,358400000.0,9083700000.0,-1500000.0,212236000.0,358400000.0,255100000.0,-70600000.0,18000000.0,,5976400000.0,-21800000.0,-215400000.0,189200000,455700000.0,517300000.0,20600000.0,-674200000.0,1841300000.0,-31000000.0,5604000000.0,2407000000,298000000,3789800000.0,,54800000.0,-260800000.0,0.89,-300000.0,-5500000.0,13100000.0,401200000,13100000.0,-29700000.0,-16300000.0,358400000.0,-132700000.0,211596000.0,4374700000.0,,3403400000.0,218800000.0,1708100000.0,2151200000.0,285900000.0,3452800000.0,,3107300000.0,-6400000.0,0.0,-1236700000.0,1120500000.0,,
2017-06-30,528600000.0,212000000,-198500000.0,714400000.0,,-123300000.0,0.0,338900000.0,221100000,76200000.0,1.01,14400000.0,701400000.0,2663800000.0,2077900000.0,28700000.0,,1939300000.0,214700000.0,1875500000.0,,99800000.0,358400000.0,2500000.0,387100000.0,9288500000.0,-500000.0,211478000.0,387100000.0,141800000.0,215600000.0,18000000.0,,6095300000.0,-2300000.0,41400000.0,212000000,453800000.0,514200000.0,18200000.0,-606400000.0,1904700000.0,-53700000.0,5596600000.0,2389700000,299500000,3956900000.0,,59600000.0,-10500000.0,1.0,1300000.0,-25700000.0,11200000.0,415100000,11200000.0,-29400000.0,15600000.0,387100000.0,-122500000.0,210572000.0,4557300000.0,,3612000000.0,215000000.0,1734700000.0,2106100000.0,297300000.0,3490500000.0,,3193200000.0,-38100000.0,0.0,-1293100000.0,1121800000.0,,
2017-09-30,559500000.0,184900000,108100000.0,710400000.0,,-135500000.0,0.0,224700000.0,194600000,79400000.0,0.88,-5300000.0,773400000.0,2753700000.0,2091900000.0,27200000.0,,2046100000.0,227100000.0,1893500000.0,,104900000.0,387100000.0,2500000.0,414300000.0,9816200000.0,0.0,211013000.0,414300000.0,303200000.0,89200000.0,17600000.0,,6415100000.0,-1900000.0,-58000000.0,184900000,509400000.0,522700000.0,700000.0,-545700000.0,2015000000.0,-15300000.0,5899900000.0,2416200000,295600000,4105000000.0,,63000000.0,-76900000.0,0.88,-180000000.0,-39600000.0,11200000.0,396500000,11200000.0,-29400000.0,50500000.0,414300000.0,-315500000.0,209803000.0,4712800000.0,,3825700000.0,224800000.0,1882100000.0,2381200000.0,274000000.0,3518700000.0,,3401100000.0,30000000.0,0.0,-1351300000.0,1125100000.0,,
2017-12-31,239600000.0,-146200000,-256300000.0,337500000.0,,-170300000.0,35300000.0,556400000.0,-132000000,338400000.0,,-107100000.0,766300000.0,2863800000.0,2103700000.0,131000000.0,61400000.0,1735700000.0,237300000.0,2020500000.0,264300000.0,105800000.0,414300000.0,2500000.0,545300000.0,9787600000.0,-9100000.0,,545300000.0,84600000.0,386100000.0,16900000.0,,6244400000.0,-5700000.0,64100000.0,-146200000,492700000.0,565900000.0,275800000.0,-490000000.0,1545600000.0,0.0,5961700000.0,2586400000,328600000,4255500000.0,52400000.0,40800000.0,203400000.0,,-5600000.0,-13700000.0,17200000.0,329100000,23500000.0,-35600000.0,183000000.0,545300000.0,-181600000.0,,4531000000.0,,3716800000.0,239900000.0,1881800000.0,2425200000.0,206400000.0,3536500000.0,-5100000.0,3543200000.0,-93100000.0,58200000.0,-1391700000.0,974900000.0,,
2018-03-31,581800000.0,225100000,-3500000.0,455600000.0,,-160400000.0,37800000.0,34700000.0,236800000,94900000.0,1.07,3100000.0,800400000.0,2923800000.0,2131500000.0,-135600000.0,,2247100000.0,248600000.0,2192500000.0,,109200000.0,545300000.0,2500000.0,409700000.0,10034800000.0,-600000.0,210766000.0,409700000.0,194000000.0,-125700000.0,16100000.0,,6337000000.0,-17800000.0,-187100000.0,225100000,485200000.0,591800000.0,8200000.0,-430300000.0,2160400000.0,-55200000.0,6019000000.0,2784300000,343200000,4351000000.0,,44400000.0,-330100000.0,1.07,,-27500000.0,14700000.0,457000000,6900000.0,-35600000.0,-109100000.0,409700000.0,-160900000.0,209475000.0,4722400000.0,,3910700000.0,253400000.0,1890600000.0,2436600000.0,331700000.0,3582400000.0,,3697800000.0,-10000000.0,,-1427200000.0,1150700000.0,,
2018-06-30,610500000.0,271800000,-212200000.0,477300000.0,,-108300000.0,31300000.0,270500000.0,284300000,30400000.0,1.3,-16800000.0,800200000.0,2825700000.0,2102500000.0,-47800000.0,,2131000000.0,234200000.0,2114800000.0,,109100000.0,409700000.0,2500000.0,361900000.0,9777200000.0,-2400000.0,209857000.0,361900000.0,70500000.0,162200000.0,14900000.0,,6233500000.0,-7100000.0,28500000.0,271800000,461900000.0,579200000.0,-42700000.0,-567600000.0,2122100000.0,-55300000.0,5723200000.0,2694000000,345000000,4232600000.0,,12400000.0,-95400000.0,1.3,,-34100000.0,7200000.0,438700000,23900000.0,-35500000.0,2900000.0,361900000.0,-105700000.0,208570000.0,4958800000.0,,3960300000.0,236000000.0,1858100000.0,2236300000.0,314700000.0,3486900000.0,,3543700000.0,-4300000.0,,-1406900000.0,1100000000.0,,
2018-09-30,610300000.0,203800000,-107700000.0,481100000.0,,-125600000.0,29900000.0,251100000.0,215900000,66800000.0,0.98,10300000.0,810300000.0,2827800000.0,2085600000.0,-100000.0,,2061100000.0,230300000.0,1962900000.0,,107500000.0,361900000.0,2500000.0,361800000.0,9716400000.0,-1200000.0,208738000.0,361800000.0,50700000.0,125500000.0,14400000.0,,6225800000.0,-2600000.0,47800000.0,203800000,450100000.0,515600000.0,-2100000.0,-609200000.0,2009200000.0,-39500000.0,5546200000.0,2478500000,285300000,4261400000.0,,9800000.0,-95100000.0,0.98,,-18800000.0,15700000.0,404600000,3900000.0,-35200000.0,-95200000.0,361800000.0,-126400000.0,207471000.0,5127300000.0,,4066400000.0,230500000.0,1856500000.0,2099600000.0,282700000.0,3446600000.0,,3490600000.0,-30500000.0,,-1433600000.0,1091600000.0,,
2018-12-31,243500000.0,230000000,-60000000.0,221500000.0,,-152300000.0,24900000.0,570200000.0,247600000,19200000.0,,-40200000.0,780800000.0,2903800000.0,1940700000.0,377600000.0,51400000.0,1727700000.0,224500000.0,2030000000.0,262300000.0,105500000.0,361800000.0,2500000.0,739400000.0,10095300000.0,-1800000.0,,739400000.0,172600000.0,417900000.0,13300000.0,,6290700000.0,-8000000.0,67900000.0,230000000,439500000.0,542800000.0,-33200000.0,-674100000.0,1485400000.0,0.0,5750500000.0,2572800000,318300000,4377300000.0,,58900000.0,201100000.0,,,27100000.0,15300000.0,385600000,21100000.0,-35200000.0,125300000.0,739400000.0,-121500000.0,,5336100000.0,,4225500000.0,225800000.0,1853400000.0,2398900000.0,266800000.0,3351600000.0,0.0,3804600000.0,-55100000.0,82700000.0,-1473500000.0,1014200000.0,,
2019-03-31,617000000.0,160000000,-153000000.0,592000000.0,,-117000000.0,22000000.0,40000000.0,171000000,91000000.0,0.77,-6000000.0,807000000.0,2895000000.0,1923000000.0,-222000000.0,,2065000000.0,240000000.0,2047000000.0,,107000000.0,739000000.0,3000000.0,494000000.0,10104000000.0,-1000000.0,207100000.0,494000000.0,164000000.0,-77000000.0,14000000.0,,6385000000.0,-22000000.0,-95000000.0,160000000,433000000.0,519000000.0,20000000.0,-675000000.0,2056000000.0,-67000000.0,5719000000.0,2566000000,279000000,4395000000.0,,57000000.0,-279000000.0,0.77,,-31000000.0,8000000.0,383000000,7000000.0,-35000000.0,,517000000.0,-104000000.0,206500000.0,5461000000.0,,4274000000.0,226000000.0,1848000000.0,2299000000.0,262000000.0,3420000000.0,-10000000.0,3719000000.0,-26000000.0,,-1500000000.0,1205000000.0,,
2019-06-30,690000000.0,172000000,-65000000.0,535000000.0,,-127000000.0,,427000000.0,182000000,73000000.0,0.84,-36000000.0,817000000.0,2891000000.0,1929000000.0,193000000.0,,2063000000.0,210000000.0,2038000000.0,,107000000.0,517000000.0,3000000.0,710000000.0,10231000000.0,-47000000.0,206800000.0,710000000.0,171000000.0,300000000.0,14000000.0,,6382000000.0,-2000000.0,5000000.0,172000000,421000000.0,513000000.0,31000000.0,-670000000.0,2089000000.0,-33000000.0,5729000000.0,2551000000,303000000,4410000000.0,,53000000.0,77000000.0,0.83,,-9000000.0,9000000.0,376000000,5000000.0,-35000000.0,,710000000.0,-173000000.0,205700000.0,5598000000.0,,4394000000.0,212000000.0,1845000000.0,2313000000.0,255000000.0,3416000000.0,0.0,3849000000.0,-13000000.0,,-1519000000.0,1204000000.0,,
2019-09-30,694000000.0,194000000,-30000000.0,484000000.0,,-102000000.0,,357000000.0,207000000,66000000.0,0.94,-10000000.0,810000000.0,2812000000.0,1656000000.0,206000000.0,,1983000000.0,230000000.0,1968000000.0,,110000000.0,710000000.0,3000000.0,916000000.0,10199000000.0,-4000000.0,206300000.0,916000000.0,419000000.0,255000000.0,15000000.0,,6212000000.0,5000000.0,,194000000,404000000.0,524000000.0,-7000000.0,-779000000.0,2048000000.0,0.0,5621000000.0,2492000000,294000000,4292000000.0,,58000000.0,19000000.0,0.94,,-16000000.0,13000000.0,398000000,2000000.0,-35000000.0,,916000000.0,-103000000.0,205300000.0,5757000000.0,,4457000000.0,230000000.0,1818000000.0,2525000000.0,273000000.0,3096000000.0,0.0,3987000000.0,-15000000.0,,-1480000000.0,1167000000.0,,
