date,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyCommonStockIssuance,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2002-03-31,13950000.0,,279263000.0,27471000.0,-344000.0,4775000.0,-31068000.0,17272000.0,-15666000.0,560271000.0,137420000,114316000.0,-5226000.0,-17713000.0,41600000.0,,,11663000,2608000.0,41600000.0,7755000,179000.0,-10207000.0,-567000.0,309427000.0,201991000.0,342370000.0,139354000.0,595000.0,212721000.0,,47884000.0,138369000,-13487000.0,-0.01,130614000,16640000.0,-66542000.0,531000,13429000.0,-416000,12122000.0,87259000.0,15298000.0,-0.01,8628000.0,333517000.0,87640000.0,126706000,54541000.0,36051000.0,7349000.0,-1726000,124056000.0,,,-118951000,9503000.0,,6806000.0,102194000.0,398000.0,162200000.0,114316000.0,15448000.0,-2743000.0,2003000,654997000.0,,-416000,964424000.0,-4412000.0,49072000.0,-58000.0,341345000.0,,
2002-06-30,21469000.0,,293585000.0,19408000.0,2290000.0,-6287000.0,-20413000.0,16169000.0,-16544000.0,498521000.0,142023000,140799000.0,11649000.0,-3897000.0,39100000.0,,,22479000,103689000.0,39100000.0,7885000,-6667000.0,-11633000.0,-2960000.0,312661000.0,197002000.0,261144000.0,139218000.0,-1584000.0,223179000.0,,35370000.0,159422000,-12445000.0,-0.13,134293000,4370000.0,-70406000.0,-3792000,26196000.0,-5083000,26483000.0,75318000.0,15070000.0,-0.13,5873000.0,265169000.0,76856000.0,136943000,69594000.0,28531000.0,7340000.0,-1641000,124148000.0,,,-111814000,5888000.0,,7730000.0,114316000.0,403000.0,176169000.0,140799000.0,16513000.0,-12937000.0,2376000,590286000.0,,-5083000,902947000.0,1469000.0,48492000.0,13751000.0,336220000.0,,
2002-09-30,11255000.0,,362744000.0,21776000.0,63000.0,780000.0,-26754000.0,27298000.0,-12512000.0,484439000.0,129183000,104985000.0,-13987000.0,-42148000.0,40650000.0,,,10417000,13860000.0,40650000.0,6551000,-7525000.0,-16601000.0,-13121000.0,273459000.0,221971000.0,252962000.0,171175000.0,-1834000.0,286604000.0,,39221000.0,131463000,-20903000.0,-0.14,121912000,-5285000.0,-76140000.0,-5904000,13792000.0,-5691000,-35814000.0,94914000.0,18595000.0,-0.14,193000.0,281197000.0,75264000.0,121046000,60922000.0,30337000.0,6981000.0,-6324000,144643000.0,7937000.0,,-111495000,5717000.0,,7271000.0,140799000.0,402000.0,144206000.0,104985000.0,17061000.0,-1912000.0,2067000,673073000.0,,-5691000,946532000.0,1136000.0,46298000.0,-7111000.0,393146000.0,,
2002-12-31,15536000.0,,389324000.0,14758000.0,-11117000.0,15087000.0,-19244000.0,29323000.0,-12951000.0,485928000.0,-812285000,104685000.0,2883000.0,-33750000.0,,,,20731000,18193000.0,,6480000,-4352000.0,-17766000.0,-3494000.0,269974000.0,224643000.0,246843000.0,180691000.0,-667000.0,309451000.0,,22546000.0,174745000,-22920000.0,,-821515000,6072000.0,-79873000.0,-3685000,27708000.0,-6119000,-300000.0,100344000.0,26636000.0,,984000.0,272520000.0,98156000.0,154014000,68853000.0,21105000.0,6223000.0,-16658000,154055000.0,,,842246000,38064000.0,,9230000.0,104985000.0,403000.0,127231000.0,104685000.0,11365000.0,-11483000.0,1945000,695301000.0,,-6119000,965275000.0,7252000.0,42143000.0,4788000.0,405334000.0,,
2003-03-31,8287000.0,,345732000.0,1130000.0,-2422000.0,-3408000.0,-18236000.0,26016000.0,78774000.0,476864000.0,7227000,99040000.0,-4532000.0,-17223000.0,40951282.0,,,4905000,18678000.0,40951282.0,6771000,-21154000.0,-1714000.0,-2626000.0,330086000.0,238552000.0,230872000.0,178461000.0,-8012000.0,289691000.0,,23726000.0,108721000,-9414000.0,-0.39,-1866000,-1201000.0,-56041000.0,-13142000,11187000.0,-15971000,-7003000.0,141643000.0,26546000.0,-0.39,90000.0,194526000.0,80595000.0,103816000,57664000.0,5705000.0,4702000.0,-16886000,151915000.0,,,6771000,36157000.0,,9093000.0,106043000.0,410000.0,115586000.0,91860000.0,12099000.0,-9850000.0,2402000,637407000.0,,-15971000,967493000.0,771000.0,83511000.0,1773000.0,417013000.0,,
2003-06-30,26422000.0,,356764000.0,64368000.0,-3307000.0,9208000.0,2436000.0,33857000.0,61027000.0,557120000.0,-3718000,184949000.0,95021000.0,57842000.0,41134667.0,,,17719000,29699000.0,41134667.0,6680000,-16454000.0,-37319000.0,-4584000.0,368000000.0,311124000.0,261727000.0,167015000.0,-3222000.0,307482000.0,,9957000.0,116242000,-18070000.0,0.75,-11119000,209000.0,-49282000.0,-13232000,29217000.0,30851000,87267000.0,115004000.0,49443000.0,0.75,1395000.0,215412000.0,55425000.0,98523000,79287000.0,4435000.0,3503000.0,-2177000,117572000.0,,,28838000,66885000.0,,7401000.0,99040000.0,413000.0,190526000.0,180569000.0,18608000.0,-8212000.0,3158000,701166000.0,,30851000,1069166000.0,986000.0,73161000.0,11147000.0,478139000.0,,
2003-09-30,2150000.0,,394010000.0,35532000.0,-118000.0,-38125000.0,5248000.0,33513000.0,61053000.0,606004000.0,17947000,90960000.0,-993000.0,-72063000.0,45208333.0,,,13853000,2641000.0,41730769.0,2592000,9468000.0,-3816000.0,-4823000.0,304570000.0,270152000.0,267152000.0,135435000.0,3698000.0,338543000.0,,42044000.0,106327000,-37685000.0,0.13,10906000,5751000.0,-55467000.0,5770000,-23136000.0,5425000,-93989000.0,109955000.0,48446000.0,0.12,8647000.0,223630000.0,44168000.0,92474000,70994000.0,3758000.0,4054000.0,420000,86989000.0,,,2947000,67268000.0,,7041000.0,184949000.0,438000.0,129071000.0,87027000.0,20158000.0,-32837000.0,1858000,745963000.0,,5425000,1050533000.0,-423000.0,78645000.0,-60821000.0,405587000.0,,
2003-12-31,30209000.0,,429606000.0,20346000.0,-624000.0,7677000.0,22200000.0,33992000.0,-29760000.0,669150000.0,37247000,98388000.0,-97523000.0,-11423000.0,,,,39545000,9704000.0,,3488000,51509000.0,-19040000.0,-27449000.0,269857000.0,312967000.0,292978000.0,121806000.0,10467000.0,365850000.0,,16765000.0,154913000,-15909000.0,,35695000,-7546000.0,-63756000.0,28581000,41627000.0,25825000,7428000.0,160691000.0,46706000.0,,4892000.0,233561000.0,90636000.0,115368000,76080000.0,3759000.0,3375000.0,17264000,75100000.0,,,3850000,88634000.0,,1552000.0,90960000.0,450000.0,108910000.0,92145000.0,21654000.0,-4413000.0,1450000,880057000.0,,25825000,1149914000.0,-1753000.0,145098000.0,25718000.0,434773000.0,,
2004-03-31,18621000.0,,433947000.0,18968000.0,-660000.0,10664000.0,16332000.0,38098000.0,930000.0,668784000.0,12118000,122467000.0,-1355000.0,-1506000.0,38400000.0,,,9593000,3153000.0,38400000.0,5289000,5696000.0,-6133000.0,-22606000.0,323481000.0,386042000.0,292594000.0,113440000.0,707000.0,364324000.0,,337000.0,132156000,-12631000.0,-0.01,3592000,3075000.0,-69623000.0,2507000,21299000.0,-384000,24079000.0,218610000.0,45302000.0,-0.01,3547000.0,246033000.0,104389000.0,122563000,85801000.0,,4084000.0,3662000,68138000.0,,,6001000,89030000.0,,8526000.0,98388000.0,453000.0,114631000.0,114294000.0,24565000.0,-8000.0,1558000,892780000.0,,-384000,1216261000.0,1647000.0,120202000.0,8668000.0,499482000.0,,
2004-06-30,54992000.0,,451483000.0,11930000.0,8763000.0,-7430000.0,8114000.0,31657000.0,890000.0,693038000.0,31203000,132000000.0,-1070000.0,-22312000.0,48395349.0,,,29875000,-4240000.0,45239130.0,5431000,36312000.0,-3517000.0,-8474000.0,326170000.0,321907000.0,313405000.0,109885000.0,6409000.0,375573000.0,,37370000.0,158251000,-35458000.0,0.46,22161000,5926000.0,-75910000.0,23837000,26945000.0,20810000,9533000.0,171228000.0,39892000.0,0.43,5627000.0,244678000.0,67398000.0,128376000,86893000.0,,3888000.0,15746000,69993000.0,,,7714000,90152000.0,,9042000.0,122467000.0,458000.0,161644000.0,124274000.0,20199000.0,-37259000.0,1595000,853431000.0,,20810000,1179601000.0,1857000.0,119440000.0,-8513000.0,431792000.0,,
2004-09-30,-19356000.0,,496918000.0,1077000.0,1363000.0,-11921000.0,16206000.0,37190000.0,0.0,804096000.0,22314000,99405000.0,24886000.0,-46936000.0,49126316.0,,,24047000,12832000.0,46670000.0,5450000,16290000.0,-11655000.0,-5895000.0,288098000.0,342963000.0,322738000.0,117703000.0,2795000.0,415015000.0,,30667000.0,146110000,-25949000.0,0.2,17706000,1629000.0,-81903000.0,9303000,16216000.0,9334000,-32595000.0,187001000.0,44622000.0,0.19,2431000.0,345426000.0,71695000.0,122063000,86205000.0,,4074000.0,651000,73081000.0,,,6341000,113808000.0,,4608000.0,132000000.0,486000.0,121417000.0,90750000.0,31490000.0,-14862000.0,2067000,1029884000.0,,9334000,1317982000.0,915000.0,110944000.0,-9733000.0,460666000.0,,
2004-12-31,19694000.0,,582772000.0,16628000.0,-7474000.0,2334000.0,47230000.0,20824000.0,20000000.0,878635000.0,55929000,116261000.0,-3503000.0,-57419000.0,,,,54830000,12998000.0,,5210000,52502000.0,-54457000.0,-29964000.0,380897000.0,456094000.0,355989000.0,158443000.0,-3113000.0,485592000.0,,4515000.0,211502000,-26741000.0,,47788000,21197000.0,-97180000.0,47011000,59882000.0,33251000,16856000.0,263090000.0,71838000.0,,8049000.0,364973000.0,128523000.0,156672000,108542000.0,,4647000.0,-12462000,86605000.0,,,7042000,186141000.0,,8141000.0,99405000.0,488000.0,110144000.0,105629000.0,47010000.0,-5519000.0,2450000,1149813000.0,,33251000,1530710000.0,-3084000.0,59388000.0,33141000.0,614537000.0,,
2005-03-31,897000.0,,580630000.0,14369000.0,-1570000.0,29839000.0,30719000.0,23862000.0,6521000.0,873853000.0,16854000,104812000.0,8188000.0,-40801000.0,51066667.0,,,12230000,636000.0,51066667.0,6214000,5527000.0,-26269000.0,-48939000.0,363376000.0,438339000.0,360585000.0,151329000.0,691000.0,477730000.0,,11816000.0,184114000,-14358000.0,0.09,5236000,-14817000.0,-102900000.0,3854000,45119000.0,4596000,-11449000.0,276348000.0,48142000.0,0.09,5542000.0,360921000.0,114252000.0,171884000,97971000.0,,4855000.0,249000,81208000.0,21979000.0,,6994000,184572000.0,,11618000.0,116261000.0,493000.0,116628000.0,104812000.0,25292000.0,-9259000.0,2374000,1138116000.0,,4596000,1501492000.0,-20359000.0,39715000.0,30761000.0,589668000.0,,
2005-06-30,10743000.0,,598768000.0,2185000.0,385000.0,-17755000.0,24711000.0,29751000.0,18523000.0,898224000.0,46450000,85766000.0,-30450000.0,-45087000.0,52121053.0,,,39717000,6307000.0,49515000.0,5687000,33249000.0,20273000.0,-20103000.0,307440000.0,369422000.0,380391000.0,139240000.0,4738000.0,488411000.0,,17905000.0,217789000,-29768000.0,0.4,33616000,2086000.0,-110357000.0,22157000,23928000.0,19806000,-19046000.0,210407000.0,40617000.0,0.38,2994000.0,359333000.0,80887000.0,178072000,99374000.0,,4613000.0,-936000,78105000.0,20518000.0,,6101000,181627000.0,,12834000.0,104812000.0,496000.0,103671000.0,85766000.0,27323000.0,-15885000.0,2704000,1144765000.0,,19806000,1452205000.0,-908000.0,36761000.0,-5840000.0,508662000.0,,
2005-09-30,-8690000.0,,658693000.0,1774000.0,519000.0,-5155000.0,37405000.0,24334000.0,20533000.0,927139000.0,33692000,99453000.0,-3241000.0,-33404000.0,51382609.0,,,29352000,6852000.0,49241667.0,7173000,21019000.0,-3489000.0,-12263000.0,297769000.0,375524000.0,392209000.0,152250000.0,2977000.0,537452000.0,,4699000.0,199204000,-38735000.0,0.24,20844000,14678000.0,-121241000.0,12047000,26882000.0,11818000,12430000.0,208457000.0,55335000.0,0.23,2671000.0,360667000.0,90209000.0,169852000,96875000.0,,4721000.0,-90000,76196000.0,20719000.0,,8508000,191593000.0,,12848000.0,85766000.0,498000.0,104152000.0,99453000.0,43453000.0,20751000.0,2611000,1209812000.0,,11818000,1507581000.0,12007000.0,39995000.0,-11853000.0,527774000.0,,
2005-12-31,2447000.0,,704269000.0,31615000.0,12165000.0,-6929000.0,38865000.0,30078000.0,-39006000.0,978709000.0,83946000,105106000.0,7692000.0,-78751000.0,,,,78926000,-10182000.0,,6386000,70226000.0,-60296000.0,-78578000.0,410520000.0,561413000.0,435554000.0,170142000.0,11261000.0,573937000.0,,4768000.0,277770000,-26283000.0,,70481000,38859000.0,-130332000.0,47561000,45131000.0,38963000,5653000.0,301569000.0,69562000.0,,3104000.0,412114000.0,181211000.0,198844000,106463000.0,,5282000.0,1741000,99997000.0,583000.0,,8445000,222275000.0,,13465000.0,99453000.0,499000.0,109874000.0,105106000.0,63044000.0,-2311000.0,2753000,1372423000.0,,38963000,1782943000.0,35755000.0,44493000.0,18848000.0,731555000.0,,
2006-03-31,3651000.0,,733229000.0,31106000.0,-1524000.0,48915000.0,39658000.0,32444000.0,18627000.0,999648000.0,14834000,141634000.0,-667000.0,-30799000.0,49901220.0,,,9878000,2836000.0,49901220.0,9851000,32000.0,0.0,-41756000.0,450836000.0,600373000.0,434737000.0,168330000.0,233000.0,591116000.0,,2974000.0,235110000,-31984000.0,-0.01,27000,4449000.0,-142113000.0,-767000,64098000.0,-675000,36528000.0,345086000.0,68243000.0,-0.01,17534000.0,413450000.0,167326000.0,225232000,112099000.0,,6002000.0,-111000,98323000.0,1764000.0,,9851000,222594000.0,,14807000.0,105106000.0,513000.0,144608000.0,141634000.0,50741000.0,-1799000.0,3606000,1391560000.0,,-675000,1842396000.0,1564000.0,44838000.0,32114000.0,768703000.0,,
2006-06-30,1122000.0,,803250000.0,27041000.0,-3034000.0,-26850000.0,39698000.0,37681000.0,-45186000.0,1041602000.0,71949000,113859000.0,-14393000.0,-70298000.0,52740278.0,,,68401000,7490000.0,51314865.0,11420000,67240000.0,0.0,-27287000.0,388465000.0,533515000.0,473033000.0,170769000.0,12134000.0,648515000.0,,5274000.0,303119000,-53883000.0,0.74,56981000,9486000.0,-154735000.0,40659000,31729000.0,37973000,-27775000.0,259086000.0,53300000.0,0.72,328000.0,416899000.0,143740000.0,234718000,121367000.0,,5448000.0,9119000,114710000.0,2759000.0,,11420000,221602000.0,,14968000.0,141634000.0,514000.0,119133000.0,113859000.0,59460000.0,-3144000.0,3142000,1446701000.0,,37973000,1835166000.0,312000.0,43989000.0,-22154000.0,704284000.0,,
2006-09-30,3243000.0,,865872000.0,21772000.0,1938000.0,3450000.0,43966000.0,38758000.0,-43088000.0,1062366000.0,19290000,168260000.0,-165047000.0,-219390000.0,52121739.0,,,24656000,17691000.0,52121739.0,11154000,13997000.0,,-174012000.0,413516000.0,553628000.0,485021000.0,380713000.0,591000.0,698525000.0,,5308000.0,260906000,-57513000.0,0.23,13502000,239907000.0,-167347000.0,9884000,38638000.0,11988000,54401000.0,249399000.0,54976000.0,0.23,554000.0,511339000.0,144418000.0,236250000,124835000.0,,5808000.0,854000,320946000.0,4791000.0,,11154000,271475000.0,,5788000.0,113859000.0,514000.0,173568000.0,168260000.0,89927000.0,-73000.0,4886000,1644897000.0,,11988000,2058413000.0,1177000.0,46105000.0,-18875000.0,934341000.0,,
2006-12-31,1429000.0,,914560000.0,23141000.0,4291000.0,-9294000.0,54496000.0,40788000.0,-17858000.0,1130695000.0,91184000,96987000.0,-64919000.0,-128493000.0,,,,91543000,18094000.0,,13654000,63225000.0,,-325040000.0,435387000.0,609354000.0,541358000.0,417540000.0,11150000.0,729312000.0,,,346626000,-31352000.0,,77889000,-35317000.0,-185248000.0,58635000,82351000.0,56337000,-71273000.0,318702000.0,61647000.0,,693000.0,579811000.0,188567000.0,255083000,129484000.0,,5803000.0,3272000,327734000.0,28159000.0,,13654000,265218000.0,,13295000.0,168260000.0,514000.0,96987000.0,96987000.0,95668000.0,-33651000.0,25430000,1767626000.0,,52123000,2203013000.0,-431000.0,61457000.0,50999000.0,1026894000.0,,
2007-03-31,34592000.0,,949873000.0,88529000.0,-9579000.0,47391000.0,51041000.0,55287000.0,-24097000.0,1082921000.0,3128000,113493000.0,-53028000.0,-49739000.0,51892000.0,,,10593000,15864000.0,51892000.0,11036000,-11581000.0,,-97044000.0,494254000.0,630458000.0,488822000.0,626775000.0,1646000.0,750476000.0,,1081000.0,283524000,-30230000.0,-0.5,-9746000,8686000.0,-199397000.0,-11616000,54925000.0,-11185000,16506000.0,323500000.0,194813000.0,-0.5,1269000.0,561982000.0,218686000.0,272931000,126156000.0,,6888000.0,-332000,399341000.0,32621000.0,,20339000,309956000.0,,12874000.0,96987000.0,516000.0,114574000.0,113493000.0,34798000.0,-1073000.0,7598000,1845900000.0,,-25946000,2340154000.0,-512000.0,63367000.0,24695000.0,1257233000.0,,
2007-06-30,-800000.0,,1020018000.0,11455000.0,2539000.0,-54935000.0,71909000.0,51263000.0,7381000.0,1161948000.0,81035000,138229000.0,35233000.0,-69693000.0,53826531.0,,,80335000,19103000.0,51715686.0,10330000,63950000.0,,-28266000.0,467780000.0,561218000.0,541572000.0,592344000.0,389000.0,803825000.0,,277000.0,375776000,-55949000.0,1.02,66459000,44426000.0,-216193000.0,59037000,40312000.0,58926000,14837000.0,300878000.0,138561000.0,0.98,3631000.0,588032000.0,181364000.0,295441000,135596000.0,,6479000.0,519000,419901000.0,33882000.0,,13876000,319734000.0,,14576000.0,113493000.0,517000.0,138506000.0,138229000.0,62026000.0,883000.0,7903000,1920774000.0,,52750000,2388554000.0,-508000.0,74979000.0,-15637000.0,1153562000.0,,
2014-06-30,,,,,,,,,,,247673000,,,,134973000.0,,,270910000,,133307000.0,33394000,155325000.0,,,,,,,46845000.0,,,,1238530000,,0.793469,237516000,,,109049000,,108209000,,,,0.783675,,,,967620000,,,,3333000,,,,33394000,,,,,,,,,,92348000,,,105775000,,,,,,,
2014-09-30,4693000.0,,,,1032000.0,184800000.0,,,,,-24312000,526514000.0,221249000.0,-149034000.0,,,6247000.0,19293000,9147000.0,,38530000,-194604000.0,-277017000.0,-111599000.0,,,,,1034000.0,,13023000.0,,968859000,-98395000.0,,-19237000,108095000.0,,-195700000,168297000.0,-193430000,92434000.0,,,,,,,949566000,,,,-83384000,,,,38530000,,,73101000.0,434080000.0,,,,,,97191000,,-126797000.0,-196062000,,-15330000.0,,69902000.0,,,
2014-12-31,-1245000.0,,3486631000.0,41998000.0,-183477000.0,-108050000.0,-579041000.0,107385000.0,0.0,1017068000.0,137896000,461584000.0,6108000.0,-137626000.0,,,6926000.0,280499000,-7657000.0,,50269000,-46115000.0,-10331000.0,-59406000.0,1153438000.0,1669315000.0,-1093300000.0,5712355000.0,-93462000.0,2514319000.0,12389000.0,,1329209000,-135634000.0,,230230000,47420000.0,-972312000.0,47632000,39053000.0,46962000,-64930000.0,40489000.0,329128000.0,,,2469795000.0,452509000.0,1048710000,392088000.0,,1828000.0,-172187000,4333581000.0,570364000.0,471755000.0,50269000,1608818000.0,-6082000.0,77375000.0,526514000.0,532000.0,461584000.0,461584000.0,233286000.0,,106636000,7284780000.0,171154000.0,46186000,8438218000.0,-18654000.0,450791000.0,-96581000.0,7381670000.0,,
2015-03-31,1386000.0,,,,-34922000.0,-31272000.0,,,,,-68857000,429795000.0,-3404000.0,115524000.0,134973000.0,,-29833000.0,-14031000,21875000.0,133307000.0,39902000,-236366000.0,-7059000.0,-119907000.0,,,,,-8280000.0,,10382000.0,,885584000,-62189000.0,-1.694052,-53933000,-47384000.0,,-226240000,-87647000.0,-226030000,-31789000.0,,,-1.694052,,,,899615000,,,,-87697000,,,,39902000,,,69318000.0,461584000.0,,,,,,98191000,,-303927000.0,-225829000,,-9453000.0,,-149836000.0,,,
2015-06-30,0.0,,3440010000.0,57739000.0,374000.0,-157673000.0,-692631000.0,100230000.0,0.0,736045000.0,309532000,370800000.0,-5517000.0,-79382000.0,134973000.0,,4485000.0,280556000,3827000.0,133307000.0,47916000,140634000.0,818000.0,-103646000.0,1236378000.0,1689920000.0,-1264269000.0,5574946000.0,83999000.0,2409383000.0,8577000.0,,1270177000,-80216000.0,0.391915,232640000,7674000.0,-1030627000.0,56932000,9831000.0,55061000,-58995000.0,45584000.0,333800000.0,0.387077,,2334505000.0,638146000.0,989621000,391015000.0,,1169000.0,4394000,4231292000.0,519272000.0,492086000.0,47916000,1549037000.0,,69843000.0,429795000.0,532000.0,370800000.0,370800000.0,243495000.0,,99055000,6801145000.0,36329000.0,52245000,8037523000.0,-6461000.0,267064000.0,-70385000.0,7264866000.0,,
2015-09-30,0.0,,3288059000.0,48751000.0,-10650000.0,275963000.0,-935497000.0,104959000.0,0.0,369376000.0,48636000,618390000.0,-3235000.0,-77466000.0,,,333000.0,79605000,16638000.0,,46286000,-124492000.0,-464000.0,-59463000.0,1498556000.0,1911870000.0,-1392881000.0,5535400000.0,5868000.0,2271027000.0,8263000.0,,985395000,-75391000.0,,33319000,51766000.0,-1017032000.0,-130397000,298111000.0,-128612000,247590000.0,42184000.0,300406000.0,,,2125846000.0,661851000.0,905790000,347868000.0,,1370000.0,-58726000,4325564000.0,483958000.0,813071000.0,46286000,1472558000.0,,70229000.0,370800000.0,532000.0,618390000.0,618390000.0,153098000.0,,102899000,6347431000.0,-92974000.0,-122910000,7845987000.0,-25199000.0,234959000.0,222720000.0,7447270000.0,,
2015-12-31,92000.0,,3334331000.0,48369000.0,29635000.0,-194469000.0,-952677000.0,111749000.0,0.0,324759000.0,191067000,458673000.0,-20051000.0,-132318000.0,,,9482000.0,185514000,16211000.0,,60583000,19614000.0,-1275000.0,-245009000.0,1135684000.0,1548183000.0,-1409548000.0,5535507000.0,36143000.0,2290900000.0,11799000.0,,1150503000,-126260000.0,,124931000,22368000.0,-1043431000.0,-16140000,-49809000.0,-16667000,-159717000.0,55885000.0,287524000.0,,,2115897000.0,441051000.0,964989000,371621000.0,,,-10824000,4318934000.0,507477000.0,482723000.0,60583000,1463658000.0,-20022000.0,73556000.0,618390000.0,533000.0,458673000.0,458673000.0,192354000.0,,97897000,6303432000.0,135545000.0,-19875000,7439116000.0,-6518000.0,234782000.0,-176069000.0,7083690000.0,,
2016-03-31,0.0,,3286688000.0,29728000.0,-19977000.0,-73706000.0,-922949000.0,101208000.0,28105000.0,254834000.0,77747000,364598000.0,-3290000.0,-35339000.0,134973000.0,,-27784000.0,36711000,22735000.0,133307000.0,47868000,-92229000.0,0.0,-133079000.0,1322514000.0,1846576000.0,-1512715000.0,5563132000.0,9958000.0,2225350000.0,7164000.0,,906534000,-39763000.0,-0.762548,-11157000,29130000.0,-1061338000.0,-102446000,-89299000.0,-103167000,-94075000.0,197528000.0,275605000.0,-0.762548,,2033239000.0,676729000.0,869823000,356576000.0,,,16891000,4344608000.0,489662000.0,676301000.0,47868000,1430425000.0,,66207000.0,458673000.0,533000.0,364598000.0,364598000.0,221962000.0,,103769000,6374456000.0,-244587000.0,-101653000,7696970000.0,-10180000.0,492031000.0,-129062000.0,7409708000.0,,
2016-06-30,,,,,7442000.0,-111185000.0,,,,,552889000,384768000.0,-12616000.0,263008000.0,134197000.0,,,268116000,-56095000.0,133291000.0,57548000,377352000.0,0.0,-343929000.0,,,,,28393000.0,,13745000.0,,1231910000,-46461000.0,2.6,210568000,-280403000.0,,349238000,25886000.0,347389000,20170000.0,,,2.59,,,,963794000,,,,268555000,,,,57548000,,,69704000.0,364598000.0,,,,,,105833000,,96389000.0,346951000,,-27026000.0,,-20575000.0,,,
2016-09-30,,,3315520000.0,24120000.0,226000.0,160717000.0,-984225000.0,86866000.0,0.0,651530000.0,249430000,481471000.0,-7057000.0,164661000.0,134229000.0,,,65652000,77842000.0,133303000.0,53150000,77825000.0,0.0,-560583000.0,1494526000.0,1916656000.0,-1079009000.0,4911577000.0,-3105000.0,2177596000.0,8030000.0,,929855000,-46680000.0,0.66,12502000,-321411000.0,-1137924000.0,80930000,259383000.0,86317000,96703000.0,60119000.0,280986000.0,0.66,,2009278000.0,769495000.0,864203000,363327000.0,,,166667000,3852824000.0,486319000.0,813322000.0,53150000,1424528000.0,,66824000.0,384768000.0,533000.0,481471000.0,481471000.0,168689000.0,4634000.0,104781000,6013931000.0,-201880000.0,88477000,7508457000.0,-11153000.0,219115000.0,212703000.0,6828233000.0,,
2016-12-31,0.0,,3279714000.0,30371000.0,-17841000.0,-177430000.0,-1052055000.0,695200000.0,426000000.0,664400000.0,175700000,464965000.0,-16323000.0,-123096000.0,133376000.0,,,258400000,25022000.0,133376000.0,63900000,68100000.0,0.0,-383788000.0,1225800000.0,1058100000.0,-1037701000.0,5380500000.0,29800000.0,2151600000.0,9870000.0,,1175900000,-107354000.0,0.309651,194500000,126962000.0,-1128081000.0,38400000,-11400000.0,41300000,-16506000.0,54135000.0,1004300000.0,0.309651,,1934464000.0,334800000.0,917500000,368973000.0,,,-24100000,3808400000.0,486817000.0,362900000.0,63900000,1399608000.0,,62144000.0,481471000.0,534000.0,465000000.0,465000000.0,178989000.0,0.0,107600000,5877200000.0,239385000.0,41300000,7103000000.0,-12701000.0,436800000.0,-118754000.0,6438600000.0,,
