date,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyChangesInAccountReceivables,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2004-06-30,551000.0,45337000,,52127000,,135193000,858145000,0.295,-107000,,-196512000,7084000,,88117000.0,,88117000.0,,776000.0,258987000,46214000.0,,109868000.0,,435167000,78866000,,704045000,52565000,-41669000,5278000,38822000,507533000,19475000,,,,5542000.0,42780000,,52565000,143707000,37197000,540825000,350863000,792763000,135193000,,1352715000,32652000,559952000,0.295,7691000,,,494570000,52419000,,0,187758000,32652000,32652000,100616000,-41364000,35400000.0,111440000.0,88117000,-438000,,582993000,52278000.0,60573000.0,247409000,,,,,
2004-09-30,552000.0,88117000,,53018000,,142039000,894670000,0.3,2325000,,-208080000,6143000,,83619000.0,,83619000.0,,592000.0,268153000,2155000.0,,110280000.0,,455162000,35398000,,747749000,53809000,-44473000,2083000,43160000,539669000,19775000,,,,2414000.0,-4498000,,53809000,146359000,-9075000,574068000,364299000,814084000,142039000,,1405328000,33243000,591244000,0.3,7770000,,,510658000,51575000,,0,195848000,33243000,33243000,100469000,-41979000,38120000.0,111556000.0,83619000,-791000,,612699000,52394000.0,61493000.0,259314000,,,,,
2004-12-31,554000.0,83619000,,39266000,,149909000,947817000,,-1879000,,-224301000,5225000,,69028000.0,,69028000.0,,592000.0,240548000,-74064000.0,,,,427618000,30260000,,791794000,40312000,-47266000,3889000,59727000,567493000,14613000,,,,4037000.0,-14591000,,40312000,150725000,-17006000,620613000,333815000,813477000,149909000,,1432357000,46545000,618880000,,11963000,,,484540000,51387000,,0,190221000,46545000,24653000,100322000,-48740000,38440000.0,,69028000,2753000,,625320000,25750000.0,60928000.0,237397000,,,,,
2005-03-31,556000.0,69028000,,52913000,,142588000,989016000,0.295,-4159000,,-235962000,5763000,,89270000.0,,89270000.0,,591000.0,258470000,31146000.0,,110896000.0,,466239000,64359000,,835860000,53581000,-45570000,5262000,39160000,599898000,19700000,,,,5411000.0,20242000,,53581000,150522000,18789000,653826000,365529000,850141000,142588000,,1505067000,33213000,654926000,0.3,12184000,,,516051000,55028000,,0,196169000,33213000,33213000,100173000,-49379000,38165000.0,112510000.0,89270000,-668000,,649297000,55938000.0,63180000.0,270070000,,,,,
2005-06-30,1118000.0,89270000,,68322000,,160843000,1043586000,0.38,623000,,-248527000,13093000,,36452000.0,,36452000.0,,75587000.0,272100000,18107000.0,,111448000.0,,521209000,61030000,,895448000,68127000,-56924000,5047000,81325000,646921000,25399000,,,,5204000.0,-52818000,,68127000,69822000,4106000,696190000,494701000,868172000,160843000,,1608109000,42923000,739937000,0.39,12998000,,,564523000,93016000,,0,228970000,42923000,42923000,25471000,-118895000,31353000.0,113138000.0,36452000,195000,,695842000,60480000.0,75481000.0,292239000,,,,,
2005-09-30,1121000.0,36452000,,67024000,,168331000,1097678000,0.42,739000,,-262011000,12533000,,51591000.0,,51591000.0,,75444000.0,287851000,9095000.0,,111911000.0,,542906000,57718000,,941043000,67585000,-47107000,3661000,57322000,679032000,18401000,,,,3806000.0,15139000,,67585000,78928000,10611000,744813000,485404000,895413000,168331000,,1662010000,48623000,766597000,0.43,13943000,,,564332000,87565000,,0,235916000,48623000,48623000,25468000,-46240000,39517000.0,113830000.0,51591000,-561000,,715257000,64787000.0,72791000.0,306990000,,,,,
2005-12-31,1124000.0,51591000,,62810000,,168217000,1145769000,,93000,,-274533000,21808000,,31384000.0,,31384000.0,,75313000.0,292667000,-86321000.0,,,,514964000,30215000,,992899000,63231000,-55558000,4137000,80897000,718366000,23303000,,,,4288000.0,-20207000,,63231000,82449000,-25343000,784320000,485681000,910655000,168217000,,1713899000,39507000,803244000,,14472000,,,568130000,84878000,,0,231448000,39507000,39507000,25461000,-54559000,42516000.0,,31384000,3059000,,726390000,34353000.0,73849000.0,283516000,,,,,
2006-03-31,1132000.0,31384000,,64514000,,168462000,1206472000,0.35,0,,-287576000,17739000,,55290000.0,,55290000.0,,75154000.0,312509000,16368000.0,,112523000.0,,536547000,56932000,,1038221000,64966000,-47450000,13680000,43514000,750645000,23950000,,,,8724000.0,23906000,,64966000,87955000,9482000,824884000,508567000,963002000,168462000,,1802994000,40564000,839992000,0.36,19637000,,,596522000,89347000,,5141000,233428000,40564000,40564000,25436000,-46706000,42882000.0,114615000.0,55290000,-452000,,755026000,66522000.0,134947000.0,303119000,,,,,
2006-06-30,1134000.0,55290000,,78398000,,182692000,1261702000,0.43,1533000,,-300867000,15211000,,55247000.0,,55247000.0,,265000.0,358090000,17555000.0,,113253000.0,,591199000,66868000,,1108717000,78236000,-71986000,3821000,57734000,807850000,29085000,,,,3526000.0,-43000,,78236000,167806000,-5118000,874197000,486818000,1015863000,182692000,,1916326000,49313000,900463000,0.44,22319000,,,654624000,92613000,,885000,260928000,49313000,49313000,100678000,-70732000,44809000.0,115196000.0,55247000,162000,,800459000,67610000.0,144946000.0,330271000,,,,,
2006-09-30,1136000.0,55247000,,75356000,,188242000,1316079000,0.42,159000,,-316000000,17253000,,40823000.0,,40823000.0,,307000.0,341375000,-11861000.0,,113464000.0,,597144000,35995000,,1162664000,75084000,-55431000,4709000,49072000,846664000,27500000,,,,3807000.0,-14424000,,75084000,173600000,-19436000,922053000,456189000,1006204000,188242000,,1945868000,47856000,939664000,0.42,31353000,,,629789000,93000000,,990000,263326000,47856000,47856000,100548000,-55128000,41699000.0,115026000.0,40823000,272000,,816661000,65435000.0,130629000.0,333818000,,,,,
2006-12-31,1139000.0,40823000,,63997000,,185000000,1364096000,,1103000,,-331759000,28997000,,29903000.0,,29903000.0,,309000.0,318404000,-90981000.0,,,,558332000,26133000,,1214854000,64029000,-54004000,15582000,75173000,883095000,23645000,,,,4436000.0,-10920000,,64029000,179616000,-27871000,962405000,433784000,1000676000,185000000,,1977496000,40352000,976820000,,31275000,,,613400000,93725000,,1522000,249029000,40352000,40352000,110170000,-52635000,38171000.0,,29903000,2717000,,812938000,34119000.0,128838000.0,309303000,,,,,
2007-03-31,1141000.0,29903000,,77182000,,192089000,1420485000,0.42,0,,-345319000,21129000,,90217000.0,,90217000.0,,312000.0,372061000,80224000.0,,113936000.0,,613145000,128631000,,1276410000,77192000,-64089000,-4181000,44996000,931091000,28775000,,,,4177000.0,60314000,,77192000,175628000,64542000,1010812000,497515000,1070689000,192089000,,2093628000,48407000,1022939000,0.42,42941000,,,673143000,91848000,,1418000,269281000,48407000,48407000,100390000,-64136000,32297000.0,115537000.0,90217000,-10000,,825206000,70035000.0,134137000.0,343864000,,,,,
2007-06-30,1148000.0,90217000,,82339000,,205627000,1492563000,0.45,465000,,-361391000,19971000,,92484000.0,,92484000.0,,25315000.0,393916000,11400000.0,,114533000.0,,643108000,63299000,,1349332000,81558000,-76533000,13536000,47475000,987941000,30440000,,,,9652000.0,2267000,,81558000,150934000,-13234000,1062711000,541207000,1106623000,205627000,49499000.0,2184704000,51899000,1078081000,0.45,49957000,,,692141000,40641000,,3961000,287185000,51899000,51899000,75311000,-74568000,25666000.0,116111000.0,92484000,781000,,853127000,69721000.0,141041000.0,355923000,,,,,
2007-09-30,1151000.0,92484000,,83472000,,210985000,1553171000,0.46,856000,,-370630000,22478000,,109783000.0,,109783000.0,,25317000.0,401308000,36891000.0,,114946000.0,,661778000,89978000,,1416573000,82716000,-79008000,5092000,48074000,1045943000,30385000,,,,4380000.0,17299000,,82716000,153427000,10970000,1115798000,553952000,1125835000,210985000,49857000.0,2260550000,53087000,1134715000,0.46,52301000,,,707379000,38915000,,791000,293701000,53087000,53087000,75230000,-77771000,25896000.0,116306000.0,109783000,756000,,856586000,69954000.0,136988000.0,368077000,,,,,
2007-12-31,1153000.0,109783000,,64495000,,206608000,1592477000,,413000,,-389619000,40483000,,47555000.0,,47555000.0,,25320000.0,380683000,-113471000.0,,,-6800000.0,604288000,17510000,,1479779000,63685000,-63025000,4105000,79503000,1090160000,23900000,,,,3518000.0,-62228000,,63685000,158284000,-45515000,1156393000,528976000,1102304000,206608000,50447000.0,2279737000,40595000,1177433000,,55894000,,,687260000,36826000,,665000,270293000,40595000,40595000,75149000,-83843000,27241000.0,,47555000,456000,,881761000,37235000.0,84242000.0,333995000,,,,,
2008-03-31,1155000.0,47555000,,73706000,,214338000,1651013000,0.4,1241000,,-408856000,20331000,,113287000.0,,113287000.0,,25323000.0,417128000,72523000.0,,115386000.0,-1039000.0,646220000,118854000,,1534819000,74156000,-59186000,3456000,61530000,1125963000,27375000,,,,2986000.0,65732000,,74156000,158397000,59668000,1202724000,588326000,1166617000,214338000,50583000.0,2397736000,46331000,1231119000,0.4,56678000,,,746723000,54573000,,549000,288494000,46331000,46331000,75068000,-56578000,26651000.0,116291000.0,113287000,-450000,,892583000,73981000.0,93123000.0,357726000,,,,,
2008-06-30,1158000.0,113287000,,89063000,,228709000,1717239000,0.48,-3367000,,-429403000,20182000,,117214000.0,,117214000.0,,311000.0,446013000,,,115696000.0,528000.0,704430000,96614000,,1601180000,88388000,-66166000,-23352000,55909000,1171777000,33275000,,,,1705000.0,3927000,,88388000,162618000,30448000,1258512000,582910000,1181305000,228709000,51145000.0,2462767000,55788000,1281462000,0.48,60026000,,,745528000,58540000,,23000,317097000,55788000,55788000,75000000,-69335000,27592000.0,116509000.0,117214000,675000,,904152000,69912000.0,97186000.0,387333000,,,,,
2008-09-30,1345000.0,117214000,,71149000,,414735000,2190493000,0.31,4442000,,-455813000,41848000,,26410000.0,,26410000.0,10860000.0,8257000.0,757080000,,,132196000.0,-984000.0,1111272000,73829000,,1860550000,92471000,-134872000,-1784000,183763000,1404737000,29750000,,,,11750000.0,-90804000,,92471000,781451000,-61043000,1299911000,1053203000,1802349000,414735000,655886000.0,4025147000,41399000,2222798000,0.31,124320000,,,1834654000,131442000,,-50563000,507206000,41399000,41399000,657131000,-162849000,,133081000.0,26410000,-10462000,,1517744000,104103000.0,108661000.0,604066000,,,,,
2008-12-31,1348000.0,26410000,,68614000,,434527000,2282218000,,4287000,,-489639000,108177000,,31301000.0,,31301000.0,13068000.0,8131000.0,736986000,-183010000.0,,,-11513000.0,1114631000,9245000,,1939532000,80602000,-81455000,74481000,209185000,1449893000,25900000,,,,6554000.0,4891000,,73655000,857598000,-72210000,1342625000,1053501000,1875433000,434527000,720508000.0,4193317000,42714000,2317884000,,133034000,,,1911099000,125935000,,50937000,515129000,42714000,42714000,724564000,-78835000,0.0,,31301000,-2105000,,1570144000,99199000.0,165811000.0,599502000,,,,,
2009-03-31,1354000.0,31301000,,102185000,,429334000,2365476000,0.46,-495000,-3512000.0,-522809000,54927000,,37404000.0,,37404000.0,12060000.0,8310000.0,760613000,,,135043000.0,-11432000.0,1163749000,86550000,26579000.0,2095397000,113336000,-151262000,70145000,206514000,1572588000,39350000,,,,10356000.0,6103000,,114245000,915469000,-64712000,1405460000,1096849000,1956569000,429334000,722306000.0,4377794000,62835000,2421225000,0.47,132811000,,,2012318000,90895000,,2025000,542670000,62835000,62835000,782658000,-150592000,,136234000.0,37404000,483000,,1626199000,94833000.0,162435000.0,621079000,,,,,
2009-06-30,1361000.0,37404000,,139465000,,454094000,2477440000,0.62,-898000,-2219000.0,-556837000,32721000,,41024000.0,,41024000.0,10961000.0,10752000.0,818873000,,,135773000.0,-9685000.0,1251377000,66213000,6901000.0,2180931000,149675000,-79910000,18015000,223669000,1624094000,53950000,,,,16061000.0,3620000,,150426000,939657000,-13697000,1490975000,1150385000,2085770000,454094000,744749000.0,4567482000,85515000,2481712000,0.63,153789000,,,2090042000,81658000,,3273000,603769000,85515000,85515000,785868000,-80608000,0.0,137548000.0,41024000,390000,,1736140000,90190000.0,183266000.0,647608000,,,,,
2009-09-30,1371000.0,41024000,,139275000,,461359000,2599247000,0.63,1171000,-30581000.0,-591637000,34082000,,29535000.0,,29535000.0,11086000.0,10157000.0,889030000,,,136774000.0,-9339000.0,1258239000,136217000,0.0,2263873000,149196000,-86023000,-64075000,218792000,1672236000,52050000,,,,24587000.0,-11489000,,150361000,864553000,50194000,1578200000,1217311000,2174660000,461359000,744375000.0,4681111000,87225000,2506451000,0.64,166109000,,,2081864000,76558000,,4095000,610555000,87225000,87225000,693516000,-83631000,4928000.0,138704000.0,29535000,825000,,1856049000,99332000.0,178650000.0,647684000,,,,,
2009-12-31,1375000.0,29535000,,115973000,,444122000,2685865000,,52000,-577286000.0,-626861000,29635000,,26935000.0,,26935000.0,11069000.0,106708000.0,818153000,,,,-7962000.0,1173697000,-3780000,8068000.0,2353240000,125412000,-97584000,97010000,211361000,1726379000,44050000,,,,8504000.0,-2600000,,127042000,864231000,-101364000,1650123000,1231375000,2226719000,444122000,744313000.0,4781471000,71923000,2554752000,,161870000,,,2095606000,71579000,,-8973000,569534000,71923000,71923000,684040000,-95830000,18321000.0,,26935000,1214000,,1913218000,87085000.0,170997000.0,604163000,,,,,
2010-03-31,1379000.0,26935000,,158476000,,449902000,2800318000,0.7,-1186000,-210763000.0,-663988000,37331000,1272000.0,29872000.0,-17424000.0,29872000.0,10879000.0,105790000.0,794676000,7324000.0,18287000.0,137583000.0,-7067000.0,1280067000,170646000,35060000.0,2448289000,168445000,-90725000,-77452000,216965000,1784301000,61000000,4114000.0,1558000.0,,8836000.0,2937000,,209290000,782743000,79921000,1747599000,1254804000,2231558000,449902000,743824000.0,4837865000,97476000,2606307000,0.71,162307000,39935000.0,,2037547000,66974000,-23509000.0,1775000,618347000,97476000,97476000,596710000,-90257000,23726000.0,139612000.0,29872000,514000,10110000.0,1903108000,102313000.0,187191000.0,661720000,,,,,
2010-06-30,1387000.0,29872000,,171445000,,491469000,2930452000,0.71,-1518000,-272230000.0,-701597000,34227000,1404000.0,31611000.0,-8252000.0,31611000.0,11146000.0,105150000.0,854659000,22758000.0,14961000.0,138230000.0,-5466000.0,1381241000,185097000,23635000.0,2532342000,181164000,-91547000,-93021000,156844000,1830745000,71850000,4324000.0,1503000.0,,18921000.0,1739000,,222593000,676963000,93550000,1847194000,1309104000,2257497000,476469000,743780000.0,4916519000,99595000,2659022000,0.72,171148000,40002000.0,,1986067000,63413000,59807000.0,5988000,672633000,99595000,99595000,479233000,-90337000,26582000.0,141117000.0,31611000,924000,-29371000.0,1932479000,98592000.0,196592000.0,708608000,,,,,
2010-09-30,1393000.0,31611000,,190192000,,494384000,3074271000,0.82,-2024000,-194141000.0,-738275000,32530000,1934000.0,43193000.0,1927000.0,43193000.0,9756000.0,104698000.0,943147000,18709000.0,52575000.0,138831000.0,-4095000.0,1425887000,236820000,0.0,2629835000,199031000,-94191000,-131117000,244313000,1891560000,73650000,4354000.0,1895000.0,,17832000.0,11582000,,240742000,565886000,142629000,1963736000,1383262000,2309596000,494384000,743921000.0,5023419000,116542000,2713823000,0.84,181886000,40794000.0,,1949148000,59191000,88611000.0,3992000,693415000,116542000,116542000,326554000,-94121000,57446000.0,141706000.0,43193000,407000,-65239000.0,1997718000,91104000.0,194159000.0,732472000,,,,,
2010-12-31,1410000.0,43193000,,169260000,,472461000,3209685000,,-618000,-302893000.0,-775339000,30514000,12754000.0,29721000.0,2001000.0,29721000.0,7492000.0,1431000.0,895736000,-26668000.0,13434000.0,,-2970000.0,1310330000,111124000,4827000.0,2705434000,164136000,-88956000,-48034000,177505000,1930095000,63500000,4181000.0,1937000.0,,17527000.0,-13472000,,217463000,609184000,22168000,2069496000,1228958000,2301252000,472461000,743975000.0,5047827000,105760000,2746575000,,183175000,40711000.0,,1838142000,54458000,-42335000.0,6832000,636597000,105760000,105760000,357273000,-76562000,68736000.0,,29721000,12084000,-25771000.0,2023488000,98267000.0,183652000.0,673733000,,,,,
2011-03-31,1387000.0,29721000,,166174000,,473344000,3187850000,0.72,227000,-406194000.0,-812612000,29166000,1679000.0,230048000.0,-9503000.0,230048000.0,5237000.0,1208000.0,977627000,108506000.0,16331000.0,140579000.0,0.0,1382738000,294113000,30870000.0,2785032000,196437000,-94404000,-1540000,171564000,1972420000,63700000,5136000.0,24684000.0,,8685000.0,200327000,-145064000.0,210202000,742262000,199709000,2048214000,1317974000,2467411000,473344000,743895000.0,5248086000,102474000,2780675000,0.73,181538000,38791000.0,,2060236000,47981000,81907000.0,2148000,669781000,102474000,102474000,497641000,-92246000,63083000.0,142866000.0,230048000,-21331000,22175000.0,2001314000,82853000.0,196865000.0,712957000,,,,,
2011-06-30,1360000.0,230048000,,216982000,,496293000,3153385000,0.96,-1000,7000000.0,-852001000,29881000,1343000.0,268792000.0,-10332000.0,268792000.0,6257000.0,1005000.0,1115252000,84964000.0,4398000.0,137399000.0,0.0,1479318000,267355000,25432000.0,2860595000,222368000,-56245000,-174077000,232941000,2008594000,83210000,5397000.0,238627000.0,,14041000.0,38744000,-192966000.0,264562000,754274000,211110000,2016290000,1458243000,2554184000,496293000,744028000.0,5365902000,133772000,2811718000,0.97,183026000,41323000.0,,2212517000,45804000,137639000.0,-2152000,718661000,133772000,133772000,497547000,-54534000,73701000.0,139716000.0,268792000,309000,-33968000.0,2035282000,83613000.0,203991000.0,760657000,,,,,
2011-09-30,1284000.0,268792000,,235029000,,513160000,2830548000,1.1,4363000,-354000.0,-893492000,28012000,1341000.0,276717000.0,-2282000.0,276717000.0,7212000.0,804000.0,1190842000,88649000.0,-1367000.0,132777000.0,0.0,1535453000,278681000,12126000.0,2951367000,241050000,-92662000,-179564000,212783000,2057875000,86590000,5352000.0,150064000.0,,18771000.0,7925000,-502226000.0,284868000,1060188000,186019000,1731247000,1506047000,2536514000,513160000,743943000.0,5396783000,148439000,2860269000,1.12,186307000,42627000.0,,2566235000,46490000,75605000.0,4767000,754210000,148439000,148439000,796962000,-91192000,76919000.0,135033000.0,276717000,675000,25875000.0,2009407000,89492000.0,201555000.0,781243000,,,,,
2011-12-31,1272000.0,276717000,,197588000,,487786000,2844851000,0.94,1362000,-295000.0,-933229000,56557000,,361552000.0,898000.0,361552000.0,9459000.0,662000.0,1279294000,79890000.0,34758000.0,128087000.0,0.0,1391307000,278842000,0.0,3026996000,206911000,-85008000,-112326000,204087000,2093767000,74600000,4694000.0,124216000.0,,16065000.0,84835000,-136376000.0,250186000,1075640000,193834000,1733474000,1580010000,2607610000,490584000,743907000.0,5500501000,122988000,2892891000,0.96,189864000,43139000.0,,2655650000,44328000,88481000.0,8280000,694697000,122988000,122988000,796912000,-81681000,88864000.0,130405000.0,361552000,-489000,23658000.0,1985748000,93977000.0,203753000.0,696610000,,,,,
2012-03-31,1260000.0,361552000,,239792000,,514179000,2871847000,1.14,1071000,-185000.0,-975121000,37071000,1071000.0,575196000.0,-11360000.0,575196000.0,9131000.0,625000.0,1469310000,221924000.0,5132000.0,126970000.0,,1529392000,414528000,37146000.0,3101720000,247501000,-75457000,-126985000,143811000,2126599000,92300000,5224000.0,148782000.0,,16429000.0,213644000,-154013000.0,292756000,1080622000,339071000,1742640000,1801656000,2830382000,514179000,744031000.0,5754125000,147492000,2923743000,1.16,191443000,43833000.0,,2882278000,43296000,190034000.0,10784000,761680000,147492000,147492000,796863000,-73899000,92316000.0,129327000.0,575196000,795000,-19169000.0,2004917000,92988000.0,213198000.0,767712000,,,,,
2012-06-30,1220000.0,575196000,,235070000,25424000.0,536258000,2612652000,1.15,1029000,-182000.0,-1013604000,37291000,1029000.0,367717000.0,-9442000.0,367717000.0,9140000.0,522000.0,1699817000,91206000.0,-757000.0,124870000.0,,1562849000,276930000,0.0,3166389000,243603000,-75870000,-411152000,157625000,2152785000,88950000,5667000.0,148905000.0,,16559000.0,-207479000,-440437000.0,288607000,1084542000,201060000,1489418000,2012898000,2763992000,536258000,744131000.0,5710092000,146120000,2946100000,1.17,193945000,44397000.0,,3097440000,16356000,230520000.0,12908000,779861000,146120000,146120000,796884000,-73257000,93713000.0,127188000.0,367717000,-51000,-140422000.0,2145339000,97227000.0,213645000.0,782988000,,,,,
2012-09-30,1161000.0,367717000,,253982000,,542175000,2258523000,1.32,0,-375000.0,-1016237000,29945000,1015000.0,422705000.0,-1946000.0,422705000.0,10451000.0,353000.0,1863353000,123009000.0,14037000.0,118546000.0,,1601558000,341668000,11702000.0,3190321000,263318000,-66014000,-222210000,164256000,2174084000,94650000,5685000.0,160659000.0,,14135000.0,54988000,-539068000.0,308699000,1395424000,275654000,1168560000,2195409000,2882850000,542175000,744153000.0,5849356000,159332000,2966506000,1.34,191765000,44266000.0,,3590833000,41879000,163535000.0,4217000,805493000,159332000,159332000,1095672000,-64470000,107987000.0,120539000.0,422705000,550000,-62115000.0,2207454000,97896000.0,222746000.0,796065000,,,,,
2012-12-31,1130000.0,422705000,,212677000,22614000.0,527413000,2108307000,1.14,-23889000,-193000.0,-1057980000,27315000,1042000.0,248128000.0,27152000.0,248128000.0,11478000.0,222000.0,1929112000,51755000.0,-10250000.0,114439000.0,,1488385000,218429000,5932000.0,3269570000,222971000,-83378000,-287225000,161400000,2211590000,79875000,5450000.0,-449094000.0,,16391000.0,-174577000,-311769000.0,268765000,1368015000,135051000,1023267000,2272865000,2732948000,527413000,758410000.0,5749187000,132802000,3016239000,1.16,192737000,44610000.0,,3640880000,40892000,61617000.0,8346000,750384000,132802000,132802000,1095734000,-105781000,79544000.0,116308000.0,248128000,593000,-55198000.0,2276331000,60120000.0,122989000.0,738001000,,,,,
2013-03-31,1110000.0,248128000,,240629000,21540000.0,547579000,2072525000,1.36,1029000,-145000.0,-1098297000,35048000,1029000.0,205410000.0,-31844000.0,205410000.0,11400000.0,83000.0,1967000000,33760000.0,-2691000.0,111557000.0,,1585009000,226344000,56004000.0,3342371000,251084000,-73484000,-196962000,160949000,2244074000,86300000,5597000.0,1958000.0,,20325000.0,-42718000,-227930000.0,296208000,1367994000,152860000,973487000,2349022000,2741188000,547579000,758578000.0,5789541000,154329000,3048353000,1.38,189012000,44179000.0,,3717016000,41383000,37888000.0,10788000,798663000,154329000,154329000,1095852000,-72100000,83130000.0,113396000.0,205410000,468000,-19515000.0,2295846000,58958000.0,153189000.0,786346000,,,,,
2013-06-30,1089000.0,205410000,,286127000,20505000.0,575614000,2006143000,1.58,1137000,-44000.0,-1129485000,35738000,1137000.0,365930000.0,-24837000.0,365930000.0,11467000.0,69000.0,2058859000,-12016000.0,2611000.0,110278000.0,,1714969000,213068000,11075000.0,3431756000,296261000,-103093000,49085000,189527000,2302271000,109000000,5577000.0,2159000.0,,17123000.0,160520000,-273984000.0,343097000,1687205000,109975000,902154000,2430298000,3005157000,575614000,758537000.0,6123646000,177127000,3118489000,1.61,204429000,45503000.0,,4117503000,41386000,91859000.0,6014000,871875000,177127000,177127000,1395922000,-101633000,86854000.0,112079000.0,365930000,864000,-49531000.0,2345377000,60687000.0,175877000.0,843094000,,,,,
2013-09-30,1077000.0,365930000,,288289000,19548000.0,578783000,2035887000,1.69,1739000,-18000.0,-1146364000,33933000,1739000.0,363008000.0,32192000.0,363008000.0,13295000.0,68000.0,2075525000,38136000.0,8581000.0,108307000.0,,1728025000,280436000,0.0,3524762000,300380000,-122934000,-162586000,190220000,2378398000,101800000,5311000.0,2044000.0,,17254000.0,-2922000,-185248000.0,347973000,1692233000,157502000,919100000,2439056000,2975773000,578783000,758523000.0,6167176000,186489000,3191403000,1.72,199653000,46389000.0,,4131289000,39926000,16666000.0,5426000,879163000,186489000,186489000,1396031000,-120772000,96549000.0,110193000.0,363008000,690000,-19160000.0,2364538000,61135000.0,141928000.0,848862000,,,,,
2013-12-31,1059000.0,363008000,,243897000,18666000.0,563540000,1966321000,1.4,1491000,-17000.0,-1181734000,30713000,,231318000.0,7552000.0,231318000.0,12912000.0,67000.0,2056521000,-7615000.0,-6582000.0,106898000.0,,1621234000,188178000,0.0,3606837000,255760000,-96370000,-225619000,181718000,2425103000,91550000,5237000.0,3298000.0,,14648000.0,-131690000,-245866000.0,303918000,1677877000,91808000,846333000,2423010000,2835201000,563540000,756225000.0,6067208000,152347000,3232007000,1.43,201023000,47109000.0,,4100887000,37613000,-19235000.0,5616000,819300000,152347000,152347000,1396141000,-94249000,80713000.0,108738000.0,231318000,517000,-8670000.0,2375047000,65520000.0,131504000.0,801934000,,,,,
2014-03-31,1063000.0,231318000,,274960000,37011000.0,590596000,2163224000,1.61,900000,-18000.0,-1212962000,40663000,,511831000.0,-13016000.0,511831000.0,13409000.0,74000.0,2160897000,138716000.0,-3796000.0,106191000.0,,1727943000,345549000,51971000.0,3676061000,287120000,-83085000,16862000,187428000,2463099000,101100000,5096000.0,2046000.0,,21097000.0,280513000,-22067000.0,335846000,1668699000,262464000,999748000,2597850000,3161273000,590596000,756225000.0,6429773000,173860000,3268500000,1.64,197295000,47477000.0,,4266549000,37011000,104376000.0,17850000,877716000,173860000,173860000,1396242000,-81898000,75162000.0,108070000.0,511831000,618000,-21994000.0,2397042000,64473000.0,142703000.0,850227000,,,,,
2014-06-30,1047000.0,511831000,,324798000,35406000.0,614403000,2117581000,1.91,935000,-18000.0,-1255805000,38535000,,453431000.0,-15406000.0,453431000.0,12819000.0,62000.0,2302282000,62937000.0,-8890000.0,105772000.0,,1847088000,309976000,15460000.0,3784741000,336474000,-111844000,-257969000,200498000,2528936000,119151000,7041000.0,1713000.0,,13638000.0,-58400000,-277588000.0,385144000,1663178000,198132000,948518000,2727117000,3171967000,614403000,756349000.0,6507876000,205647000,3335909000,1.94,200751000,47527000.0,,4390295000,35406000,141385000.0,5999000,950877000,205647000,205647000,1396362000,-110407000,66065000.0,107556000.0,453431000,637000,-65740000.0,2462781000,67678000.0,156605000.0,896211000,,,,,
