date,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1995-03-31,320200000.0,,320200000.0,24000000.0,,,63100000.0,1054400000.0,,428100000.0,0.085,12800000.0,-44100000.0,21200000.0,-48000000.0,,212000000.0,549000000.0,-2298800000.0,300000.0,-15100000.0,-107900000.0,3353200000.0,,15100000.0,,302500000.0,-98900000.0,6000000.0,,1604200000.0,,,460000000.0,121700000,-20700000.0,0.085,3288700000.0,41100000.0,-28500000.0,1927900000.0,59400000.0,1647900000.0,1213200000.0,-26900000.0,62300000,1322100000,39100000.0,1815400000.0,5104100000.0,-63100000.0,3141100000.0,569600000.0,460000000.0,39100000,39100000.0,1231200000.0,1962300000.0,,,1159300000.0,,-1800000.0,162800000.0,-49300000.0,0.0,,643600000.0,,283600000.0,-14400000.0,100500000.0,13700000.0,,,,
1995-06-30,353700000.0,,353700000.0,34900000.0,,,91100000.0,1073500000.0,,0.0,0.125,12300000.0,-27900000.0,26800000.0,-79100000.0,,210500000.0,573600000.0,-2324700000.0,0.0,134000000.0,33500000.0,3398200000.0,,9700000.0,,303500000.0,13800000.0,-2400000.0,,1632000000.0,,,449600000.0,160900000,5200000.0,0.125,3340400000.0,44500000.0,-28600000.0,1962300000.0,61200000.0,1675600000.0,1231000000.0,-7300000.0,99700000,1444500000,56200000.0,1857600000.0,5198000000.0,54900000.0,3193300000.0,586900000.0,449600000.0,56200000,56200000.0,1220500000.0,2003200000.0,,,1239100000.0,,-2500000.0,205400000.0,-71500000.0,0.0,,644100000.0,,263500000.0,20200000.0,105700000.0,4400000.0,,,,
1995-09-30,70800000.0,,70800000.0,34900000.0,,,103700000.0,1074500000.0,,0.0,0.0,15000000.0,-426100000.0,44700000.0,-59700000.0,,,789700000.0,-2254200000.0,700000.0,234100000.0,-230100000.0,3328700000.0,,,,319100000.0,138900000.0,4100000.0,,638600000.0,,,453809524.0,173200000,-14800000.0,0.0,1894000000.0,8300000.0,-28600000.0,1002400000.0,62100000.0,1653000000.0,787200000.0,,111100000,1489800000,1100000.0,1864200000.0,3758200000.0,174400000.0,1789600000.0,555700000.0,453809524.0,68800000,1100000.0,198200000.0,1968600000.0,,,1308300000.0,,-4500000.0,181500000.0,-37300000.0,0.0,,231500000.0,,277400000.0,-14000000.0,70400000.0,7800000.0,,,,
1995-12-31,174900000.0,,174900000.0,39800000.0,,,111700000.0,1111200000.0,,0.0,,6100000.0,-93200000.0,10000000.0,-103300000.0,,207500000.0,278000000.0,-2225800000.0,1900000.0,279000000.0,104100000.0,3337000000.0,,,,357300000.0,-50000000.0,40200000.0,,788800000.0,,,,174800000,149700000.0,,2049900000.0,11600000.0,-28600000.0,1156100000.0,61400000.0,1431400000.0,740700000.0,,113400000,1537400000,71900000.0,1596700000.0,3646600000.0,175700000.0,1896800000.0,540700000.0,,71900000,71900000.0,232500000.0,1749800000.0,,,1351000000.0,,-1300000.0,186400000.0,-80200000.0,0.0,,200000000.0,,251500000.0,25900000.0,73000000.0,4300000.0,,,,
1996-03-31,99000000.0,,99000000.0,29000000.0,,,80500000.0,1093400000.0,,174900000.0,0.09,4900000.0,118700000.0,145100000.0,-41600000.0,,206000000.0,283700000.0,-2241000000.0,1300000.0,-164600000.0,-75900000.0,3334400000.0,,,,347000000.0,-225000000.0,3000000.0,,807300000.0,,10800000.0,572222222.0,139900000,-32900000.0,0.09,2234500000.0,8800000.0,-28700000.0,1299400000.0,59100000.0,1454200000.0,733800000.0,,80800000,1661400000,51500000.0,1583100000.0,3817600000.0,-206200000.0,2033200000.0,533800000.0,572222222.0,51500000,51500000.0,233500000.0,1784400000.0,,,1512700000.0,,-800000.0,148700000.0,-29000000.0,0.0,,200000000.0,,303000000.0,-51600000.0,67900000.0,4500000.0,,,,
1996-06-30,14200000.0,,14200000.0,36100000.0,,,103200000.0,1124700000.0,,0.0,0.145,5800000.0,-124300000.0,49500000.0,-94100000.0,,204500000.0,352400000.0,-2234800000.0,-2600000.0,167300000.0,-84800000.0,3359500000.0,,,,403700000.0,54400000.0,10100000.0,,854300000.0,,2800000.0,462758621.0,170600000,-15900000.0,0.145,2196400000.0,8400000.0,-28700000.0,1307500000.0,60500000.0,1492600000.0,739600000.0,,110100000,1776800000,67100000.0,1681600000.0,3878000000.0,73200000.0,2047100000.0,539600000.0,462758621.0,67100000,67100000.0,228100000.0,1830900000.0,,,1597800000.0,,-42000000.0,179000000.0,-127700000.0,0.0,,200000000.0,,306300000.0,-3200000.0,68900000.0,-1100000.0,,,,
1996-09-30,35100000.0,,35100000.0,-21300000.0,,,61300000.0,1176000000.0,,0.0,0.15,6800000.0,-17600000.0,60400000.0,-107000000.0,,213700000.0,428500000.0,-2230700000.0,-500000.0,146300000.0,20900000.0,3406700000.0,,,,472400000.0,80300000.0,-40300000.0,,919700000.0,,800000.0,550666667.0,194300000,-4100000.0,0.15,2268500000.0,9200000.0,-28800000.0,1452500000.0,64200000.0,1546400000.0,744700000.0,,130100000,1813300000,82600000.0,1818200000.0,4086700000.0,39300000.0,2197200000.0,544700000.0,550666667.0,82600000,82600000.0,242600000.0,1889500000.0,,,1609800000.0,,-8900000.0,203500000.0,-107400000.0,0.0,,200000000.0,,312300000.0,-6000000.0,73400000.0,-62000000.0,,,,
1996-12-31,213600000.0,,213600000.0,59500000.0,,,158700000.0,1291600000.0,,0.0,,6600000.0,-42600000.0,46400000.0,-153000000.0,,233900000.0,513100000.0,-2269200000.0,1800000.0,303000000.0,113800000.0,3560800000.0,,,,452100000.0,-110200000.0,3400000.0,,1006200000.0,,11200000.0,,266800000,217900000.0,,2398000000.0,210200000.0,-31300000.0,1504700000.0,84100000.0,1656300000.0,772700000.0,,182700000,2133600000,99200000.0,2038600000.0,4436600000.0,150000000.0,2277400000.0,572700000.0,,99200000,99200000.0,189900000.0,2159200000.0,,,1656600000.0,,-11800000.0,477000000.0,-145300000.0,0.0,,200000000.0,,292200000.0,14800000.0,294300000.0,-16900000.0,,,,
1997-03-31,85400000.0,,85400000.0,52700000.0,,,135700000.0,1387900000.0,,213600000.0,0.16,6100000.0,96900000.0,21800000.0,-112200000.0,,232000000.0,574400000.0,-2280100000.0,3600000.0,-88000000.0,-128200000.0,3668000000.0,-600000.0,,,323200000.0,-167400000.0,,,919400000.0,,34500000.0,503030303.0,208300000,-46000000.0,0.165,2286400000.0,7900000.0,-31500000.0,1264400000.0,69600000.0,1707800000.0,967600000.0,,138700000,1897500000,83000000.0,2194300000.0,4480700000.0,-200200000.0,2232000000.0,594300000.0,518750000.0,83000000,83000000.0,182400000.0,2248700000.0,,,1681300000.0,,-34900000.0,216200000.0,-135200000.0,0.0,,373300000.0,,320600000.0,-28800000.0,77500000.0,6000000.0,,,,
1997-06-30,50400000.0,,50400000.0,68500000.0,,,170400000.0,1487700000.0,,0.0,0.2,9700000.0,157400000.0,166600000.0,-147000000.0,,303600000.0,635200000.0,-2328400000.0,-800000.0,64200000.0,-35000000.0,3816100000.0,,,,533000000.0,-173700000.0,,,1077200000.0,,4300000.0,509500000.0,260500000,76800000.0,0.2,2736400000.0,8100000.0,-31800000.0,1776800000.0,78500000.0,1777900000.0,1046600000.0,,182000000,2231100000,101900000.0,2426500000.0,5162900000.0,-82800000.0,2823400000.0,621600000.0,509500000.0,101900000,101900000.0,215900000.0,2339500000.0,,,1962500000.0,,-125700000.0,268600000.0,-256800000.0,0.0,,425000000.0,,350200000.0,-8300000.0,86600000.0,1600000.0,,,,
1997-09-30,85700000.0,,85700000.0,81200000.0,,,202300000.0,1566400000.0,,0.0,0.235,13400000.0,-55600000.0,24900000.0,-141500000.0,,324100000.0,660700000.0,-2336900000.0,-1400000.0,243600000.0,35300000.0,3903300000.0,,,,610600000.0,104300000.0,1000000.0,,1217300000.0,,5800000.0,504583333.0,304900000,-17200000.0,0.24,2930900000.0,8100000.0,-31500000.0,1852800000.0,79300000.0,1831700000.0,1189000000.0,,225600000,2304700000,121100000.0,2551200000.0,5482100000.0,102100000.0,3041800000.0,648600000.0,515319149.0,121100000,121100000.0,230200000.0,2440300000.0,,,1991700000.0,,-17300000.0,313000000.0,-151700000.0,0.0,,540400000.0,,345500000.0,3700000.0,87400000.0,-6200000.0,,,,
1997-12-31,221300000.0,,221300000.0,97600000.0,,,246000000.0,1662700000.0,,0.0,,13500000.0,-47100000.0,9800000.0,-176400000.0,,323100000.0,645600000.0,-2325300000.0,1000000.0,328400000.0,135600000.0,3988000000.0,,,,586500000.0,-26100000.0,15500000.0,,1176600000.0,,4900000.0,,342500000,88900000.0,,2971600000.0,9500000.0,-32500000.0,1772900000.0,82100000.0,1947600000.0,1225700000.0,,260400000,2385300000,148400000.0,2631400000.0,5603000000.0,152000000.0,2998600000.0,686800000.0,,148400000,148400000.0,217600000.0,2584700000.0,,,2033300000.0,,23400000.0,352000000.0,-143000000.0,0.0,,538900000.0,,326900000.0,19300000.0,91600000.0,900000.0,,,,
1998-03-31,93400000.0,,93400000.0,77000000.0,,,194800000.0,1735700000.0,,221300000.0,0.22,11300000.0,43900000.0,83700000.0,-156300000.0,,318100000.0,689900000.0,-2355300000.0,-5200000.0,-26000000.0,-127900000.0,4091000000.0,-900000.0,,,676800000.0,-198400000.0,-4000000.0,,1111100000.0,,10300000.0,523555556.0,289400000,2300000.0,0.225,3060800000.0,9800000.0,-33200000.0,1871600000.0,85400000.0,2032200000.0,1227400000.0,,204000000,2355300000,117800000.0,2743700000.0,5804500000.0,-182300000.0,3099000000.0,689100000.0,535454545.0,117800000,117800000.0,225800000.0,2688900000.0,,,2056100000.0,,-2900000.0,299200000.0,-144600000.0,0.0,,538300000.0,,375700000.0,-48400000.0,95200000.0,5700000.0,,,,
1998-06-30,145400000.0,,145400000.0,88300000.0,,,224800000.0,1814200000.0,,0.0,0.255,12700000.0,202600000.0,327200000.0,-169800000.0,,312200000.0,726300000.0,-2372500000.0,400000.0,3800000.0,52000000.0,4186700000.0,-500000.0,,,694800000.0,-168000000.0,-4200000.0,,1123300000.0,,4800000.0,525000000.0,320400000,10000000.0,0.26,3333300000.0,9800000.0,-32900000.0,2145300000.0,82000000.0,2135800000.0,1225300000.0,,238400000,2475600000,136500000.0,2852700000.0,6186000000.0,-166000000.0,3370600000.0,699900000.0,535294118.0,136500000,136500000.0,250900000.0,2796100000.0,,,2145400000.0,,1400000.0,330200000.0,-152500000.0,0.0,,525400000.0,,394100000.0,-18900000.0,91800000.0,3000000.0,,,,
1998-09-30,228500000.0,,228500000.0,-96600000.0,,,-623600000.0,2971600000.0,,0.0,-0.6,34600000.0,-10700000.0,580700000.0,-393100000.0,,1131200000.0,1242200000.0,-3995200000.0,-1600000.0,335800000.0,-41900000.0,6966800000.0,-17100000.0,,,1122600000.0,-368000000.0,-193600000.0,,2996400000.0,,29900000.0,878333333.0,587000000,30800000.0,-0.6,6297000000.0,110000000.0,-133200000.0,4699700000.0,274100000.0,3183600000.0,2720300000.0,,312900000,4169500000,-527000000.0,5345000000.0,11642000000.0,-57300000.0,7420000000.0,1435400000.0,878333333.0,-527000000,-527000000.0,636300000.0,4048100000.0,,,3472500000.0,,-2100000.0,697000000.0,-364300000.0,0.0,,1284900000.0,,1437100000.0,-57800000.0,384100000.0,-888000000.0,,,,
1998-12-31,202600000.0,,202600000.0,60300000.0,,,126000000.0,2921600000.0,,0.0,,40900000.0,17900000.0,573500000.0,-235500000.0,,770200000.0,1337100000.0,-3928500000.0,-7500000.0,140500000.0,-25900000.0,6850100000.0,-1400000.0,,,1008500000.0,200400000.0,-91600000.0,,2421700000.0,,4100000.0,,524600000,275300000.0,,6083100000.0,164700000.0,-54900000.0,4003700000.0,145500000.0,3236000000.0,2876900000.0,,379100000,4456400000,65700000.0,5028900000.0,11112000000.0,-95000000.0,6880600000.0,1507200000.0,,65700000,65700000.0,718300000.0,4061200000.0,,,3767100000.0,,4500000.0,689300000.0,-184700000.0,0.0,,1369700000.0,,1301800000.0,58800000.0,310200000.0,-197600000.0,,,,
1999-03-31,419000000.0,,419000000.0,60000000.0,,,141000000.0,2891000000.0,,203000000.0,0.07,36000000.0,147000000.0,768000000.0,-143000000.0,,762000000.0,1214000000.0,-3931000000.0,1000000.0,174000000.0,216000000.0,6822000000.0,-3000000.0,,,1070000000.0,-45000000.0,77000000.0,,1866000000.0,,14000000.0,885714286.0,268000000,-1000000.0,0.07,5953000000.0,107000000.0,-55000000.0,3704000000.0,144000000.0,3243000000.0,2878000000.0,,124000000,3896000000,62000000.0,4867000000.0,10820000000.0,31000000.0,6582000000.0,1513000000.0,885714286.0,81000000,62000000.0,617000000.0,4054000000.0,,,3521000000.0,,-2000000.0,375000000.0,-87000000.0,0.0,,1365000000.0,,1274000000.0,37000000.0,251000000.0,61000000.0,,,,
1999-06-30,336000000.0,,336000000.0,53000000.0,,,136000000.0,2847000000.0,,0.0,0.095,34000000.0,-116000000.0,989000000.0,-124000000.0,,760000000.0,1289000000.0,-3956000000.0,-1000000.0,-181000000.0,-83000000.0,6803000000.0,0.0,,,1179000000.0,-155000000.0,5000000.0,,1528000000.0,,19000000.0,873684211.0,295000000,-160000000.0,0.095,5591000000.0,130000000.0,-55000000.0,3696000000.0,146000000.0,3271000000.0,2539000000.0,,149000000,3670000000,83000000.0,4896000000.0,10487000000.0,-305000000.0,6235000000.0,1475000000.0,873684211.0,83000000,83000000.0,555000000.0,4090000000.0,,,3247000000.0,,-1000000.0,423000000.0,190000000.0,0.0,,1064000000.0,,1223000000.0,41000000.0,274000000.0,31000000.0,,,,
1999-09-30,295000000.0,,295000000.0,40000000.0,,,98000000.0,2818000000.0,1119000000.0,0.0,0.065,38000000.0,203000000.0,1250000000.0,-166000000.0,,778000000.0,1228000000.0,-4047000000.0,-7000000.0,-109000000.0,-41000000.0,6865000000.0,-1000000.0,,,1039000000.0,-350000000.0,22000000.0,-232000000.0,1433000000.0,,11000000.0,892307692.0,252000000,94000000.0,0.065,5761000000.0,136000000.0,-56000000.0,3722000000.0,157000000.0,3273000000.0,2602000000.0,,95000000,3514000000,58000000.0,4824000000.0,10585000000.0,-275000000.0,6324000000.0,1543000000.0,892307692.0,58000000,58000000.0,509000000.0,4122000000.0,,,3126000000.0,,7000000.0,388000000.0,-138000000.0,295000000.0,,1059000000.0,,1251000000.0,-24000000.0,293000000.0,14000000.0,,,,
1999-12-31,466000000.0,,466000000.0,61000000.0,,,137000000.0,2791000000.0,1120000000.0,295000000.0,,36000000.0,-50000000.0,1257000000.0,-173000000.0,,768000000.0,1147000000.0,-3994000000.0,1000000.0,349000000.0,171000000.0,6785000000.0,-6000000.0,,,932000000.0,199000000.0,84000000.0,-255000000.0,1504000000.0,,5000000.0,,431000000,-207000000.0,,6022000000.0,141000000.0,-55000000.0,3693000000.0,152000000.0,3453000000.0,2595000000.0,,279000000,3862000000,235000000.0,4706000000.0,10728000000.0,176000000.0,6288000000.0,1539000000.0,,76000000,235000000.0,439000000.0,4287000000.0,,,3290000000.0,,6000000.0,572000000.0,-124000000.0,466000000.0,,1056000000.0,,1238000000.0,11000000.0,293000000.0,-92000000.0,,,,
2000-03-31,369000000.0,,369000000.0,20000000.0,,,47000000.0,2357000000.0,1124000000.0,466000000.0,0.295,33000000.0,-749000000.0,539000000.0,-79000000.0,,638000000.0,1483000000.0,-3165000000.0,0.0,721000000.0,-97000000.0,5522000000.0,-4000000.0,,,736000000.0,-244000000.0,49000000.0,-257000000.0,1306000000.0,,18000000.0,884000000.0,183000000,-88000000.0,0.3,5002000000.0,83000000.0,-55000000.0,2581000000.0,122000000.0,3662000000.0,2296000000.0,,61000000,2839000000,264000000.0,4478000000.0,9480000000.0,642000000.0,4877000000.0,1240000000.0,888000000.0,27000000,264000000.0,571000000.0,4562000000.0,,,2573000000.0,,1000000.0,266000000.0,-67000000.0,369000000.0,,1056000000.0,,762000000.0,-24000000.0,205000000.0,16000000.0,,,,
2000-06-30,363000000.0,,363000000.0,36000000.0,,,88000000.0,2353000000.0,1128000000.0,369000000.0,0.085,33000000.0,318000000.0,882000000.0,-111000000.0,,627000000.0,1459000000.0,-3189000000.0,0.0,-192000000.0,-6000000.0,5542000000.0,-2000000.0,,,720000000.0,-386000000.0,-11000000.0,-305000000.0,1210000000.0,,39000000.0,888000000.0,239000000,36000000.0,0.085,5367000000.0,77000000.0,-56000000.0,2812000000.0,127000000.0,3681000000.0,2354000000.0,,112000000,2854000000,75000000.0,4439000000.0,9806000000.0,-303000000.0,5166000000.0,1302000000.0,898000000.0,52000000,75000000.0,650000000.0,4595000000.0,,,2538000000.0,,-22000000.0,316000000.0,-120000000.0,363000000.0,,1052000000.0,,770000000.0,-9000000.0,204000000.0,11000000.0,,,,
2000-09-30,310000000.0,,310000000.0,84000000.0,,,214000000.0,2327000000.0,1132000000.0,363000000.0,0.175,38000000.0,-141000000.0,777000000.0,-177000000.0,,610000000.0,1583000000.0,-3155000000.0,-5000000.0,108000000.0,-53000000.0,5482000000.0,-18000000.0,,,655000000.0,132000000.0,-73000000.0,-381000000.0,1371000000.0,,45000000.0,890000000.0,277000000,-110000000.0,0.175,5377000000.0,92000000.0,-56000000.0,2803000000.0,139000000.0,3782000000.0,2374000000.0,,138000000,3002000000,157000000.0,4520000000.0,9897000000.0,-69000000.0,5177000000.0,1325000000.0,902000000.0,130000000,157000000.0,699000000.0,4675000000.0,3594000000.0,,2772000000.0,,-6000000.0,230000000.0,-20000000.0,310000000.0,,1049000000.0,,774000000.0,-14000000.0,92000000.0,113000000.0,,,,
2000-12-31,231000000.0,98000000.0,231000000.0,-11000000.0,,,-14000000.0,2410000000.0,1132000000.0,310000000.0,,42000000.0,-12000000.0,1578000000.0,-211000000.0,,,1188000000.0,-3150000000.0,-15000000.0,132000000.0,-79000000.0,5560000000.0,-745000000.0,,,782000000.0,-65000000.0,29000000.0,-351000000.0,1095000000.0,,3000000.0,,266000000,110000000.0,,5568000000.0,100000000.0,-54000000.0,3826000000.0,115000000.0,3733000000.0,2311000000.0,,151000000,3249000000,5000000.0,4535000000.0,10103000000.0,-79000000.0,6137000000.0,1262000000.0,,-21000000,5000000.0,534000000.0,3928000000.0,3029000000.0,597000000.0,3086000000.0,273000000.0,-24000000.0,163000000.0,-204000000.0,231000000.0,,1049000000.0,,723000000.0,55000000.0,12000000.0,30000000.0,,,,
2001-03-31,278000000.0,115000000.0,278000000.0,61000000.0,,,147000000.0,2415000000.0,1136000000.0,231000000.0,0.125,47000000.0,219000000.0,1848000000.0,-145000000.0,,,1208000000.0,-3178000000.0,-2000000.0,142000000.0,47000000.0,5593000000.0,-4000000.0,,,737000000.0,-90000000.0,13000000.0,-410000000.0,1094000000.0,,19000000.0,852000000.0,332000000,21000000.0,0.125,5720000000.0,91000000.0,-54000000.0,4045000000.0,134000000.0,3788000000.0,2325000000.0,,198000000,3144000000,109000000.0,4698000000.0,10418000000.0,-3000000.0,6370000000.0,1285000000.0,860000000.0,86000000,109000000.0,571000000.0,4006000000.0,3823000000.0,740000000.0,2855000000.0,251000000.0,-2000000.0,289000000.0,-300000000.0,278000000.0,,1040000000.0,,821000000.0,-99000000.0,91000000.0,15000000.0,,,,
2001-06-30,328000000.0,105000000.0,328000000.0,98000000.0,,,241000000.0,2483000000.0,1138000000.0,278000000.0,0.445,34000000.0,-1176000000.0,724000000.0,-199000000.0,,,1410000000.0,-3202000000.0,-1000000.0,1376000000.0,50000000.0,5685000000.0,-4000000.0,,,832000000.0,-280000000.0,37000000.0,-288000000.0,1378000000.0,,5000000.0,854000000.0,396000000,136000000.0,0.45,5860000000.0,101000000.0,-53000000.0,3357000000.0,124000000.0,4117000000.0,2780000000.0,,272000000,3339000000,382000000.0,4801000000.0,10661000000.0,1177000000.0,6137000000.0,1741000000.0,860000000.0,143000000,382000000.0,242000000.0,4480000000.0,3249000000.0,608000000.0,2966000000.0,318000000.0,-6000000.0,373000000.0,-152000000.0,328000000.0,,1039000000.0,,855000000.0,-46000000.0,101000000.0,28000000.0,,,,
2001-09-30,227000000.0,64000000.0,227000000.0,126000000.0,,,307000000.0,2569000000.0,1138000000.0,328000000.0,0.21,34000000.0,-165000000.0,217000000.0,-224000000.0,,,1440000000.0,-3276000000.0,-3000000.0,239000000.0,-101000000.0,5845000000.0,-25000000.0,,,899000000.0,-124000000.0,-27000000.0,-274000000.0,1284000000.0,,1000000.0,856000000.0,474000000,37000000.0,0.21,5787000000.0,94000000.0,-54000000.0,2777000000.0,132000000.0,4242000000.0,3267000000.0,,342000000,3391000000,179000000.0,4905000000.0,10692000000.0,15000000.0,6044000000.0,1797000000.0,858000000.0,181000000,179000000.0,265000000.0,4597000000.0,3244000000.0,592000000.0,2955000000.0,313000000.0,-6000000.0,436000000.0,-168000000.0,227000000.0,,1470000000.0,,831000000.0,10000000.0,94000000.0,24000000.0,,,,
2001-12-31,290000000.0,99000000.0,290000000.0,99000000.0,,,259000000.0,2669000000.0,1138000000.0,227000000.0,,32000000.0,-233000000.0,125000000.0,-229000000.0,,720000000.0,1594000000.0,-3281000000.0,-11000000.0,535000000.0,63000000.0,5950000000.0,-1000000.0,,,917000000.0,444000000.0,3000000.0,-323000000.0,1410000000.0,,2000000.0,,413000000,-225000000.0,,5573000000.0,101000000.0,-54000000.0,2908000000.0,141000000.0,4327000000.0,3265000000.0,,272000000,3172000000,139000000.0,5393000000.0,10966000000.0,306000000.0,6173000000.0,1862000000.0,,141000000,139000000.0,247000000.0,4752000000.0,3015000000.0,,2799000000.0,357000000.0,-8000000.0,373000000.0,-238000000.0,290000000.0,,1403000000.0,,787000000.0,44000000.0,101000000.0,30000000.0,,,,
2002-03-31,266000000.0,91000000.0,266000000.0,36000000.0,,,91000000.0,2757000000.0,1141000000.0,290000000.0,0.025,32000000.0,-93000000.0,87000000.0,-235000000.0,,,1560000000.0,-3313000000.0,1000000.0,155000000.0,-24000000.0,6070000000.0,-1000000.0,,,1026000000.0,-46000000.0,7000000.0,-319000000.0,1200000000.0,,,864000000.0,255000000,78000000.0,0.025,5438000000.0,53000000.0,-54000000.0,2710000000.0,132000000.0,4294000000.0,3357000000.0,,123000000,3007000000,22000000.0,5442000000.0,10880000000.0,-80000000.0,6067000000.0,1955000000.0,866000000.0,50000000,22000000.0,258000000.0,4767000000.0,2856000000.0,720000000.0,2939000000.0,306000000.0,-4000000.0,68000000.0,-77000000.0,266000000.0,,1402000000.0,,814000000.0,-28000000.0,-55000000.0,122000000.0,,,,
2002-06-30,383000000.0,88000000.0,383000000.0,-77000000.0,,,-435000000.0,2692000000.0,1141000000.0,266000000.0,-0.575,30000000.0,-8000000.0,281000000.0,-169000000.0,,725000000.0,2882000000.0,-3329000000.0,-1000000.0,465000000.0,117000000.0,6021000000.0,-1000000.0,,,1140000000.0,379000000.0,-80000000.0,-289000000.0,1224000000.0,,,864000000.0,-271000000,-117000000.0,-0.575,5176000000.0,97000000.0,-55000000.0,2987000000.0,134000000.0,3742000000.0,4694000000.0,,-405000000,3235000000,-498000000.0,6811000000.0,11987000000.0,296000000.0,7681000000.0,3430000000.0,864000000.0,-358000000,-498000000.0,253000000.0,4255000000.0,2606000000.0,,3482000000.0,254000000.0,-60000000.0,-247000000.0,-337000000.0,383000000.0,,1264000000.0,,808000000.0,4000000.0,158000000.0,-68000000.0,,,,
2002-09-30,586000000.0,66000000.0,586000000.0,72000000.0,,,166000000.0,2591000000.0,1141000000.0,383000000.0,0.11,29000000.0,-171000000.0,319000000.0,-160000000.0,,719000000.0,2830000000.0,-3305000000.0,-4000000.0,380000000.0,203000000.0,5896000000.0,-1000000.0,,,1046000000.0,68000000.0,76000000.0,-262000000.0,1146000000.0,,,864000000.0,327000000,12000000.0,0.11,5180000000.0,89000000.0,-55000000.0,2853000000.0,136000000.0,3781000000.0,4486000000.0,,191000000,2982000000,94000000.0,6531000000.0,11711000000.0,220000000.0,7339000000.0,3366000000.0,868000000.0,94000000,94000000.0,256000000.0,4321000000.0,2494000000.0,,2685000000.0,276000000.0,-138000000.0,297000000.0,-3000000.0,586000000.0,,1120000000.0,,769000000.0,40000000.0,106000000.0,1000000.0,,,,
2002-12-31,1107000000.0,100000000.0,1107000000.0,49000000.0,,,-45000000.0,2629000000.0,1141000000.0,586000000.0,,22000000.0,24000000.0,344000000.0,-200000000.0,,723000000.0,3325000000.0,-3323000000.0,-4000000.0,562000000.0,521000000.0,5952000000.0,-1000000.0,,,1077000000.0,509000000.0,-154000000.0,-356000000.0,1381000000.0,,,,82000000,105000000.0,,5560000000.0,96000000.0,-55000000.0,3272000000.0,103000000.0,3110000000.0,5943000000.0,,-21000000,3348000000,-616000000.0,7284000000.0,12844000000.0,362000000.0,9215000000.0,4762000000.0,,-132000000,-616000000.0,262000000.0,3558000000.0,2533000000.0,,3273000000.0,370000000.0,182000000.0,75000000.0,-56000000.0,1107000000.0,,1181000000.0,,734000000.0,46000000.0,96000000.0,-14000000.0,,,,
