date,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyAccountsReceivable,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2014-09-30,-20000000.0,18366000000.0,446000000.0,,,14674000000.0,236000000,1430000000,613000000.0,2204000000.0,-294000000.0,41000000.0,493000000.0,-76000000.0,275000000.0,242000000,-269000000.0,-16000000.0,-74000000.0,-564000000.0,2734000000.0,141000000.0,1194000000.0,-1080000000.0,26000000.0,3670000000.0,13716000000.0,958000000.0,-202000000.0,-5321000000.0,0.34,5294000000.0,94000000.0,94000000,25000000.0,274000000.0,2602000000.0,191000000.0,674000000.0,-488000000.0,1043000000.0,6000000.0,13045000000.0,694000000.0,47000000.0,8422000000.0,3000000.0,1787000000.0,135000000.0,61000000.0,65000000.0,984000000.0,153000000.0,3000000.0,493000000.0,493000000.0,358000000.0,0.34,15647000000.0,,690000000.0,101000000.0,-463000000.0,-15000000.0,125000000.0,18381000000.0,94000000.0,,,,,,,,,,
2014-12-31,-49000000.0,18827000000.0,519000000.0,,,15478000000.0,273000000,1758000000,688000000.0,2353000000.0,145000000.0,49000000.0,207000000.0,-98000000.0,275000000.0,256000000,125000000.0,64000000.0,-75000000.0,-563000000.0,2597000000.0,152000000.0,1485000000.0,-1058000000.0,-47000000.0,3670000000.0,14064000000.0,1414000000.0,-282000000.0,-5415000000.0,0.35,5752000000.0,96000000.0,97000000,485000000.0,274000000.0,3176000000.0,230000000.0,-208000000.0,-465000000.0,918000000.0,-17000000.0,13412000000.0,892000000.0,55000000.0,8312000000.0,3000000.0,1719000000.0,-286000000.0,61000000.0,114000000.0,1239000000.0,182000000.0,3000000.0,207000000.0,207000000.0,493000000.0,0.35,16588000000.0,-91000000.0,600000000.0,104000000.0,485000000.0,-20000000.0,-142000000.0,19185000000.0,96000000.0,,,,,,,,,,
2015-03-31,-48000000.0,19071000000.0,700000000.0,-80000000.0,,15359000000.0,397000000,2111000000,521000000.0,57000000.0,226000000.0,99000000.0,522000000.0,-64000000.0,275700000.0,625000000,378000000.0,-36000000.0,-80000000.0,-422000000.0,2501000000.0,302000000.0,303000000.0,-936000000.0,19000000.0,3802000000.0,13760000000.0,1599000000.0,-27000000.0,-5545000000.0,0.73,304000000.0,202000000.0,202000000,760000000.0,274800000.0,354000000.0,185000000.0,-23000000.0,-358000000.0,540000000.0,5000000.0,13526000000.0,919000000.0,100000000.0,8143000000.0,4000000.0,1869000000.0,315000000.0,62000000.0,90000000.0,1411000000.0,222000000.0,3000000.0,522000000.0,522000000.0,207000000.0,0.73,16697000000.0,-29000000.0,543000000.0,101000000.0,402000000.0,-16000000.0,-48000000.0,19198000000.0,202000000.0,,,,,,,,,,
2015-06-30,-48000000.0,19408000000.0,433000000.0,,,15383000000.0,204000000,1350000000,564000000.0,31000000.0,189000000.0,36000000.0,477000000.0,-17000000.0,276200000.0,376000000,-143000000.0,1000000.0,-81000000.0,-360000000.0,2291000000.0,104000000.0,229000000.0,-949000000.0,20000000.0,3818000000.0,13743000000.0,1640000000.0,-128000000.0,-5633000000.0,0.25,304000000.0,67000000.0,68000000,502000000.0,275400000.0,319000000.0,192000000.0,-187000000.0,-343000000.0,683000000.0,2000000.0,13775000000.0,681000000.0,36000000.0,8040000000.0,23000000.0,1956000000.0,-45000000.0,61000000.0,130000000.0,917000000.0,169000000.0,3000000.0,477000000.0,477000000.0,522000000.0,0.25,16947000000.0,-70000000.0,519000000.0,103000000.0,159000000.0,-2000000.0,242000000.0,19238000000.0,67000000.0,,,,,,,,,,
2015-09-30,-49000000.0,19857000000.0,549000000.0,,0.0,15513000000.0,317000000,1486000000,594000000.0,20000000.0,-276000000.0,75000000.0,150000000.0,-97000000.0,276900000.0,497000000,-181000000.0,1000000.0,-80000000.0,-558000000.0,2123000000.0,223000000.0,232000000.0,-881000000.0,17000000.0,3902000000.0,13725000000.0,1788000000.0,-24000000.0,-5697000000.0,0.53,299000000.0,148000000.0,148000000,158000000.0,276000000.0,288000000.0,211000000.0,73000000.0,-461000000.0,863000000.0,6000000.0,14160000000.0,652000000.0,75000000.0,7903000000.0,13000000.0,2036000000.0,-327000000.0,61000000.0,84000000.0,937000000.0,173000000.0,3000000.0,150000000.0,150000000.0,477000000.0,0.53,17329000000.0,-87000000.0,809000000.0,101000000.0,-303000000.0,122000000.0,25000000.0,19452000000.0,148000000.0,,,,,,,,,,
2015-12-31,-47000000.0,20452000000.0,493000000.0,,0.0,16365000000.0,245000000,1509000000,642000000.0,2035000000.0,83000000.0,37000000.0,266000000.0,-59000000.0,277000000.0,258000000,93000000.0,8000000.0,-81000000.0,-704000000.0,2320000000.0,167000000.0,1264000000.0,-855000000.0,-47000000.0,3938000000.0,15018000000.0,1347000000.0,-81000000.0,-5747000000.0,0.39,5857000000.0,106000000.0,107000000,220000000.0,276000000.0,3315000000.0,224000000.0,600000000.0,-491000000.0,778000000.0,13000000.0,14705000000.0,785000000.0,60000000.0,9161000000.0,3000000.0,2073000000.0,116000000.0,64000000.0,132000000.0,1016000000.0,186000000.0,3000000.0,266000000.0,266000000.0,150000000.0,0.38,18020000000.0,-93000000.0,955000000.0,91000000.0,-271000000.0,74000000.0,-99000000.0,20340000000.0,106000000.0,,,,,,,,,,
2016-03-31,-47000000.0,20785000000.0,661000000.0,-86000000.0,,15891000000.0,336000000,1801000000,543000000.0,11000000.0,141000000.0,68000000.0,177000000.0,-16000000.0,277900000.0,582000000,274000000.0,-48000000.0,-86000000.0,-451000000.0,1890000000.0,238000000.0,325000000.0,-744000000.0,21000000.0,4109000000.0,13844000000.0,2047000000.0,-291000000.0,-5878000000.0,0.59,314000000.0,164000000.0,164000000,632000000.0,276700000.0,315000000.0,194000000.0,-270000000.0,-435000000.0,498000000.0,7000000.0,14907000000.0,741000000.0,74000000.0,8170000000.0,63000000.0,2133000000.0,-89000000.0,64000000.0,106000000.0,1140000000.0,238000000.0,3000000.0,177000000.0,177000000.0,266000000.0,0.59,18147000000.0,-16000000.0,950000000.0,106000000.0,197000000.0,-12000000.0,16000000.0,20037000000.0,164000000.0,,,,,,,,,,
2016-06-30,-47000000.0,21109000000.0,521000000.0,,,16270000000.0,285000000,1371000000,568000000.0,7000000.0,97000000.0,59000000.0,385000000.0,-27000000.0,279300000.0,467000000,-76000000.0,27000000.0,-87000000.0,-459000000.0,2031000000.0,183000000.0,236000000.0,-706000000.0,12000000.0,4156000000.0,14179000000.0,2091000000.0,234000000.0,-5922000000.0,0.45,301000000.0,124000000.0,125000000,469000000.0,278200000.0,285000000.0,205000000.0,198000000.0,-432000000.0,573000000.0,4000000.0,15187000000.0,615000000.0,58000000.0,8486000000.0,3000000.0,2200000000.0,208000000.0,66000000.0,148000000.0,850000000.0,176000000.0,3000000.0,385000000.0,385000000.0,177000000.0,0.45,18432000000.0,-27000000.0,918000000.0,108000000.0,37000000.0,-3000000.0,81000000.0,20463000000.0,124000000.0,,,,,,,,,,
2016-09-30,-45000000.0,21396000000.0,631000000.0,,,16546000000.0,386000000,1587000000,548000000.0,16000000.0,-342000000.0,92000000.0,339000000.0,-44000000.0,279200000.0,574000000,-163000000.0,-3000000.0,-87000000.0,-495000000.0,2198000000.0,281000000.0,245000000.0,-607000000.0,21000000.0,4259000000.0,14477000000.0,2069000000.0,-180000000.0,-5953000000.0,0.67,283000000.0,186000000.0,186000000,140000000.0,278200000.0,258000000.0,239000000.0,309000000.0,-451000000.0,736000000.0,4000000.0,15443000000.0,646000000.0,95000000.0,8722000000.0,3000000.0,2304000000.0,-46000000.0,68000000.0,109000000.0,956000000.0,183000000.0,3000000.0,339000000.0,339000000.0,385000000.0,0.67,18644000000.0,-44000000.0,1080000000.0,110000000.0,-311000000.0,-7000000.0,-46000000.0,20842000000.0,186000000.0,,,,,,,,,,
2016-12-31,-50000000.0,21771000000.0,576000000.0,,,17332000000.0,290000000,1640000000,610000000.0,2026000000.0,111000000.0,45000000.0,257000000.0,-49000000.0,279000000.0,235000000,111000000.0,83000000.0,-87000000.0,-510000000.0,2280000000.0,124000000.0,1350000000.0,-616000000.0,-2000000.0,4253000000.0,15961000000.0,1371000000.0,-513000000.0,-6056000000.0,0.28,6255000000.0,77000000.0,78000000,388000000.0,278000000.0,3627000000.0,294000000.0,18000000.0,-461000000.0,626000000.0,-55000000.0,15715000000.0,833000000.0,46000000.0,9706000000.0,3000000.0,2360000000.0,-104000000.0,65000000.0,119000000.0,1064000000.0,214000000.0,3000000.0,235000000.0,235000000.0,339000000.0,0.28,19342000000.0,-49000000.0,1284000000.0,111000000.0,-73000000.0,82000000.0,-206000000.0,21622000000.0,77000000.0,,,,,,,,,,
2017-03-31,-49000000.0,22063000000.0,731000000.0,-94000000.0,19000000.0,17216000000.0,388000000,1829000000,488000000.0,12000000.0,74000000.0,90000000.0,463000000.0,33000000.0,279900000.0,664000000,201000000.0,-40000000.0,-94000000.0,-346000000.0,2215000000.0,295000000.0,343000000.0,-511000000.0,21000000.0,4370000000.0,15290000000.0,1926000000.0,-926000000.0,-6206000000.0,0.71,295000000.0,199000000.0,199000000,646000000.0,278900000.0,321000000.0,220000000.0,-94000000.0,-379000000.0,425000000.0,9000000.0,15857000000.0,787000000.0,96000000.0,9129000000.0,3000000.0,2462000000.0,206000000.0,66000000.0,146000000.0,1098000000.0,262000000.0,3000000.0,433000000.0,433000000.0,257000000.0,0.71,19408000000.0,14000000.0,812000000.0,107000000.0,267000000.0,-53000000.0,37000000.0,21623000000.0,199000000.0,,,,,,,,,,
2017-06-30,-48000000.0,22430000000.0,504000000.0,,0.0,17381000000.0,241000000,1449000000,608000000.0,9000000.0,115000000.0,42000000.0,441000000.0,-39000000.0,280300000.0,447000000,-157000000.0,77000000.0,-94000000.0,-460000000.0,2211000000.0,140000000.0,263000000.0,-512000000.0,26000000.0,4449000000.0,15266000000.0,2115000000.0,411000000.0,-6311000000.0,0.33,289000000.0,92000000.0,93000000,473000000.0,279500000.0,294000000.0,230000000.0,-35000000.0,-421000000.0,582000000.0,7000000.0,16119000000.0,678000000.0,47000000.0,9091000000.0,73000000.0,2511000000.0,-22000000.0,68000000.0,181000000.0,945000000.0,197000000.0,3000000.0,418000000.0,418000000.0,463000000.0,0.33,19656000000.0,-39000000.0,840000000.0,110000000.0,52000000.0,-1000000.0,117000000.0,21867000000.0,92000000.0,,,,,,,,,,
2017-09-30,-47000000.0,22847000000.0,585000000.0,,0.0,17548000000.0,330000000,1527000000,632000000.0,19000000.0,-382000000.0,66000000.0,173000000.0,-62000000.0,281600000.0,533000000,-205000000.0,-43000000.0,-94000000.0,-548000000.0,2121000000.0,229000000.0,255000000.0,-434000000.0,31000000.0,4535000000.0,15287000000.0,2261000000.0,-192000000.0,-6403000000.0,0.61,308000000.0,172000000.0,172000000,80000000.0,280800000.0,269000000.0,215000000.0,200000000.0,-486000000.0,787000000.0,7000000.0,16444000000.0,643000000.0,57000000.0,9024000000.0,4000000.0,2589000000.0,-268000000.0,71000000.0,114000000.0,942000000.0,193000000.0,3000000.0,142000000.0,142000000.0,441000000.0,0.61,19999000000.0,-62000000.0,1210000000.0,111000000.0,-406000000.0,55000000.0,31000000.0,22120000000.0,172000000.0,,,,,,,,,,
2017-12-31,-50000000.0,23271000000.0,683000000.0,,31000000.0,18572000000.0,379000000,1778000000,725000000.0,2276000000.0,19000000.0,219000000.0,204000000.0,-20000000.0,280800000.0,332000000,115000000.0,55000000.0,-95000000.0,-514000000.0,2475000000.0,222000000.0,1399000000.0,-531000000.0,4000000.0,4441000000.0,17061000000.0,1511000000.0,-547000000.0,-6510000000.0,-0.01,6876000000.0,-3000000.0,-2000000,506000000.0,280800000.0,3814000000.0,275000000.0,39000000.0,-494000000.0,672000000.0,-47000000.0,16761000000.0,1032000000.0,224000000.0,10185000000.0,3000000.0,1356000000.0,31000000.0,64000000.0,136000000.0,1095000000.0,229000000.0,3000000.0,182000000.0,182000000.0,173000000.0,-0.01,20575000000.0,-51000000.0,1273000000.0,110000000.0,12000000.0,-69000000.0,,23050000000.0,-3000000.0,,,,,,,,,,
2018-03-31,-61000000.0,23586000000.0,729000000.0,-101000000.0,0.0,18235000000.0,363000000,1953000000,540000000.0,1986000000.0,141000000.0,37000000.0,227000000.0,-5000000.0,282200000.0,392000000,228000000.0,-92000000.0,-101000000.0,-456000000.0,2207000000.0,281000000.0,1590000000.0,-383000000.0,10000000.0,4596000000.0,17039000000.0,1196000000.0,-202000000.0,-6682000000.0,0.86,6973000000.0,241000000.0,241000000,708000000.0,281500000.0,3757000000.0,268000000.0,-229000000.0,-451000000.0,445000000.0,29000000.0,16904000000.0,1015000000.0,40000000.0,10066000000.0,3000000.0,1412000000.0,23000000.0,67000000.0,123000000.0,1224000000.0,279000000.0,3000000.0,195000000.0,195000000.0,204000000.0,0.86,20661000000.0,-5000000.0,1286000000.0,111000000.0,708000000.0,,7000000.0,22868000000.0,241000000.0,,,,,,,,,,
2018-06-30,-61000000.0,24045000000.0,527000000.0,,,18603000000.0,255000000,1492000000,629000000.0,14000000.0,329000000.0,23000000.0,501000000.0,-75000000.0,282600000.0,481000000,-127000000.0,51000000.0,-103000000.0,-552000000.0,2286000000.0,165000000.0,272000000.0,-346000000.0,12000000.0,4672000000.0,16068000000.0,2535000000.0,-501000000.0,-6808000000.0,0.49,305000000.0,139000000.0,140000000,708000000.0,282100000.0,779000000.0,276000000.0,118000000.0,-477000000.0,570000000.0,18000000.0,17237000000.0,722000000.0,25000000.0,9272000000.0,33000000.0,1446000000.0,274000000.0,74000000.0,147000000.0,965000000.0,204000000.0,3000000.0,477000000.0,477000000.0,227000000.0,0.49,21026000000.0,,1216000000.0,112000000.0,231000000.0,,291000000.0,23312000000.0,139000000.0,,,,,,,,,,
2018-09-30,-59000000.0,24699000000.0,567000000.0,,,19127000000.0,294000000,1599000000,689000000.0,10000000.0,-281000000.0,30000000.0,366000000.0,-207000000.0,283200000.0,522000000,-177000000.0,-5000000.0,-101000000.0,-807000000.0,2374000000.0,202000000.0,273000000.0,-278000000.0,25000000.0,4749000000.0,15685000000.0,3442000000.0,-61000000.0,-6909000000.0,0.6,295000000.0,169000000.0,169000000,149000000.0,282500000.0,629000000.0,299000000.0,523000000.0,-746000000.0,741000000.0,20000000.0,17790000000.0,725000000.0,33000000.0,8869000000.0,3000000.0,1483000000.0,-135000000.0,72000000.0,97000000.0,1032000000.0,206000000.0,3000000.0,323000000.0,323000000.0,501000000.0,0.59,21539000000.0,,2250000000.0,114000000.0,-597000000.0,,1000000.0,23913000000.0,169000000.0,,,,,,,,,,
2018-12-31,-65000000.0,25163000000.0,575000000.0,,0.0,19737000000.0,250000000,1829000000,733000000.0,2294000000.0,-84000000.0,92000000.0,175000000.0,-245000000.0,283300000.0,247000000,90000000.0,68000000.0,-102000000.0,-791000000.0,2468000000.0,126000000.0,1579000000.0,-271000000.0,-25000000.0,4755000000.0,18206000000.0,1531000000.0,-1240000000.0,-7037000000.0,0.38,6706000000.0,108000000.0,109000000,138000000.0,282600000.0,3935000000.0,302000000.0,462000000.0,-546000000.0,650000000.0,-3000000.0,18126000000.0,978000000.0,17000000.0,11500000000.0,2000000.0,1586000000.0,-191000000.0,69000000.0,98000000.0,1254000000.0,244000000.0,3000000.0,153000000.0,153000000.0,366000000.0,0.38,22061000000.0,,1093000000.0,121000000.0,-408000000.0,,-284000000.0,24529000000.0,108000000.0,,,,,,,,,,
2019-03-31,-66000000.0,25551000000.0,763000000.0,,,19898000000.0,359000000,2059000000,550000000.0,2109000000.0,47000000.0,43000000.0,267000000.0,-167000000.0,283600000.0,382000000,209000000.0,-89000000.0,-108000000.0,-675000000.0,2376000000.0,261000000.0,1700000000.0,-166000000.0,16000000.0,4858000000.0,18664000000.0,1234000000.0,-889000000.0,-7236000000.0,0.75,6873000000.0,213000000.0,213000000,617000000.0,282800000.0,4102000000.0,255000000.0,150000000.0,-508000000.0,442000000.0,23000000.0,18315000000.0,1011000000.0,48000000.0,11791000000.0,3000000.0,1642000000.0,92000000.0,62000000.0,134000000.0,1296000000.0,298000000.0,3000000.0,234000000.0,234000000.0,175000000.0,0.75,22417000000.0,,872000000.0,121000000.0,617000000.0,,-61000000.0,24793000000.0,213000000.0,,,,,,,,,,
2019-06-30,-67000000.0,25236000000.0,505000000.0,,,20404000000.0,218000000,1445000000,636000000.0,18000000.0,248000000.0,17000000.0,334000000.0,-223000000.0,284000000.0,461000000,-111000000.0,41000000.0,-110000000.0,-735000000.0,2254000000.0,114000000.0,287000000.0,-182000000.0,-7000000.0,4851000000.0,18018000000.0,2386000000.0,-341000000.0,-7130000000.0,0.33,364000000.0,93000000.0,94000000,568000000.0,282900000.0,519000000.0,249000000.0,234000000.0,-512000000.0,552000000.0,25000000.0,18106000000.0,764000000.0,20000000.0,11236000000.0,3000000.0,1665000000.0,67000000.0,64000000.0,129000000.0,940000000.0,216000000.0,3000000.0,312000000.0,312000000.0,267000000.0,0.33,23038000000.0,,1077000000.0,131000000.0,56000000.0,,,25292000000.0,93000000.0,,,,,,,,,,
2019-09-30,-67000000.0,25788000000.0,636000000.0,,,21015000000.0,351000000,1546000000,607000000.0,7000000.0,-221000000.0,29000000.0,433000000.0,-245000000.0,284600000.0,597000000,-147000000.0,-34000000.0,-108000000.0,-802000000.0,2305000000.0,249000000.0,285000000.0,-83000000.0,-20000000.0,4957000000.0,18850000000.0,2165000000.0,60000000.0,-7264000000.0,0.73,373000000.0,207000000.0,207000000,210000000.0,283000000.0,492000000.0,242000000.0,691000000.0,-653000000.0,699000000.0,29000000.0,18524000000.0,657000000.0,42000000.0,12040000000.0,3000000.0,1704000000.0,99000000.0,68000000.0,117000000.0,910000000.0,215000000.0,3000000.0,403000000.0,403000000.0,334000000.0,0.73,23704000000.0,,1074000000.0,133000000.0,-443000000.0,,,26009000000.0,207000000.0,,,,,,,,,,
2019-12-31,,,,,,21782000000.0,311000000,1795000000,,2174000000.0,,,157000000.0,,284800000.0,339000000,,,,-604000000.0,2331000000.0,205000000.0,1484000000.0,,,5018000000.0,20298000000.0,1484000000.0,,,0.59,7302000000.0,167000000.0,168000000,395000000.0,283000000.0,5580000000.0,,,,,28000000.0,18926000000.0,,37000000.0,12996000000.0,,,-276000000.0,,,,,,140000000.0,140000000.0,433000000.0,0.58,24506000000.0,,,134000000.0,2068000000.0,,,26837000000.0,167000000.0,,,,,,,,,,
