date,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyCashAndCashEquivalents,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyDilutedAverageShares,quarterlyResearchAndDevelopment
1998-09-30,167900000.0,292200000.0,3704800000.0,2973800000.0,-65900000.0,,,2948400000.0,,1901000000,-54300000.0,14760100000.0,231600000,0.07,17733900000.0,30200000.0,-417400000.0,13127700000.0,32100000,32100000.0,691400000.0,3099500000.0,4321600000.0,13500000.0,91600000.0,,,-505400000.0,1710800000.0,1755900000.0,,47200000.0,1901000000.0,2072200000.0,434900000.0,-57000000.0,,,6323400000.0,91600000.0,1669400000.0,,588800000.0,0.07,23700000.0,,12388000000.0,55800000.0,91600000.0,135500000.0,533900000.0,-509200000.0,942700000.0,118900000.0,431428571.0,,1783300000.0,94900000.0,369700000.0,-3441900000.0,,-43900000.0,91800000.0,,,15829900000.0,7100000.0,-143200000.0,,1051300000.0,-85700000.0,4300000.0,942700000.0,,397600000,431428571.0,
1998-12-31,196500000.0,374400000.0,4439200000.0,3532100000.0,-65600000.0,,,2849500000.0,,2016900000,-122400000.0,15115200000.0,169500000,,18647300000.0,-34800000.0,-195600000.0,13881600000.0,-19100000,-33400000.0,806700000.0,3076000000.0,4257400000.0,89900000.0,503300000.0,,,-422300000.0,1837700000.0,1724600000.0,,-60900000.0,2016900000.0,2060800000.0,497500000.0,-67700000.0,,,6366400000.0,503300000.0,1847400000.0,,583600000.0,,-1100000.0,,12604600000.0,-20200000.0,503300000.0,91600000.0,534500000.0,-363700000.0,1443300000.0,137100000.0,,,1927000000.0,185000000.0,665900000.0,-3621000000.0,,411700000.0,168100000.0,,,16225600000.0,-24200000.0,-110300000.0,,1158200000.0,-61800000.0,11000000.0,1443300000.0,,344000000,,
1999-03-31,289400000.0,321600000.0,4932700000.0,3305800000.0,-66300000.0,,,2833500000.0,,1984000000,-353200000.0,15866400000.0,219800000,0.12,19172200000.0,48700000.0,-339900000.0,14337200000.0,55900000,50300000.0,787400000.0,3212100000.0,4330500000.0,-93500000.0,330100000.0,,,-986100000.0,1578800000.0,1654400000.0,,-19400000.0,1984000000.0,2132100000.0,533900000.0,10500000.0,,,6192400000.0,330100000.0,1764200000.0,,635000000.0,0.12,39900000.0,,12910500000.0,95800000.0,330100000.0,503300000.0,515400000.0,-376500000.0,2375600000.0,133900000.0,405833333.0,,2320900000.0,4800000.0,776300000.0,-3704200000.0,,-173200000.0,36600000.0,,,16614700000.0,27900000.0,-337200000.0,,978300000.0,-11100000.0,82100000.0,2375600000.0,,392700000,405833333.0,
1999-06-30,186700000.0,340400000.0,5387500000.0,3563600000.0,-65800000.0,,,2784700000.0,,1986300000,-51300000.0,16448900000.0,214900000,0.04,20012500000.0,16100000.0,-159600000.0,15165700000.0,17000000,17000000.0,883900000.0,3588500000.0,4332500000.0,14100000.0,200100000.0,,,-777900000.0,1768300000.0,1910500000.0,,-33100000.0,1986300000.0,2489300000.0,569100000.0,-28600000.0,,,6189700000.0,200100000.0,1771400000.0,,558400000.0,0.04,48800000.0,,13438900000.0,65800000.0,200100000.0,330100000.0,509600000.0,-791700000.0,2405000000.0,117100000.0,402500000.0,,2451600000.0,4500000.0,15800000.0,-3806000000.0,,-130000000.0,632100000.0,,,17244900000.0,350700000.0,43600000.0,,1214200000.0,-5800000.0,42700000.0,2405000000.0,,393000000,402500000.0,
1999-09-30,200300000.0,323900000.0,5302000000.0,4256900000.0,-66300000.0,,,2734100000.0,,2212700000,-53900000.0,17110700000.0,196400000,0.03,21367600000.0,14600000.0,-869900000.0,16604800000.0,15700000,15700000.0,913300000.0,3530000000.0,4230400000.0,14700000.0,287900000.0,,,-871100000.0,1809000000.0,2400000000.0,,-87900000.0,2212700000.0,2468400000.0,655700000.0,13000000.0,,,7772800000.0,287900000.0,2016300000.0,,548900000.0,0.03,32800000.0,,14102800000.0,48500000.0,287900000.0,200100000.0,507500000.0,-903000000.0,1828200000.0,158000000.0,486666667.0,,2459000000.0,-14600000.0,925800000.0,-3971700000.0,,87800000.0,33100000.0,,,18074500000.0,25200000.0,-214400000.0,,1664800000.0,-70000000.0,8100000.0,1828200000.0,,390500000,486666667.0,
1999-12-31,65600000.0,386700000.0,5772200000.0,6516600000.0,-65300000.0,,,2807200000.0,,2410100000,-1575800000.0,18771900000.0,231400000,,25288500000.0,138000000.0,-656000000.0,19141800000.0,73200000,138400000.0,2284900000.0,4134300000.0,5585200000.0,-175900000.0,1092000000.0,,,-2640900000.0,2147500000.0,2508200000.0,,21700000.0,2410100000.0,2581900000.0,631500000.0,56600000.0,,,9235300000.0,1092000000.0,2178700000.0,,435600000.0,,39700000.0,,15155500000.0,112900000.0,1092000000.0,287900000.0,444500000.0,-1441900000.0,1574800000.0,189200000.0,,,3180800000.0,151100000.0,2659100000.0,-4094300000.0,,804100000.0,785900000.0,,,19249800000.0,51300000.0,591900000.0,,2049900000.0,21900000.0,1476500000.0,1574800000.0,,428300000,,
2000-03-31,,357300000.0,6322400000.0,5993700000.0,-66300000.0,,,2840600000.0,,2394300000,-233700000.0,19806200000.0,234400000,0.22,25799900000.0,99700000.0,-936600000.0,19575100000.0,121300000,99700000.0,2088200000.0,4307400000.0,5706900000.0,-12600000.0,626100000.0,,,-511700000.0,2217800000.0,2572000000.0,,-76200000.0,2394300000.0,2511600000.0,707400000.0,37300000.0,,,8945300000.0,626100000.0,2159900000.0,,424200000.0,0.22,74200000.0,,15869400000.0,195500000.0,626100000.0,1092000000.0,445300000.0,-940300000.0,1932600000.0,190500000.0,442884000.0,,3512600000.0,-8400000.0,42100000.0,-4242100000.0,674900000.0,-465900000.0,3700000.0,,,20111500000.0,-23400000.0,-229500000.0,,2172000000.0,73600000.0,27000000.0,1932600000.0,,434100000,448105000.0,
2000-06-30,,414700000.0,7741000000.0,6870100000.0,-66300000.0,,,3126100000.0,,2859100000,-102800000.0,21527000000.0,473900000,0.78,28397100000.0,351800000.0,-1103700000.0,21886300000.0,351800000,351800000.0,2862500000.0,4806200000.0,5992400000.0,12300000.0,427400000.0,,,-405900000.0,3634600000.0,2769000000.0,,-102500000.0,2859100000.0,2773500000.0,811200000.0,281600000.0,,,9339100000.0,427400000.0,2385200000.0,,410000000.0,0.79,237300000.0,,17022200000.0,589100000.0,427400000.0,626100000.0,446300000.0,-1221800000.0,1652000000.0,165600000.0,443778000.0,,4094800000.0,9700000.0,89100000.0,-4625700000.0,1014200000.0,-198700000.0,118100000.0,,,21647900000.0,226900000.0,-422400000.0,,2454400000.0,41800000.0,20400000.0,1652000000.0,,684000000,448617000.0,
2000-09-30,,361000000.0,9994500000.0,8868200000.0,-66500000.0,,,3180700000.0,,2858800000,-804100000.0,23360100000.0,327600000,0.27,32228300000.0,121100000.0,-1186400000.0,25518200000.0,121100000,121100000.0,3872500000.0,5510000000.0,6195400000.0,-32700000.0,1027500000.0,,,-2441800000.0,3820500000.0,3024500000.0,,-132500000.0,2858800000.0,2965800000.0,943700000.0,35300000.0,,,10013700000.0,1027500000.0,2531200000.0,,393900000.0,0.27,62900000.0,,18261500000.0,184000000.0,1027500000.0,427400000.0,447500000.0,-1577100000.0,3468600000.0,196800000.0,445066000.0,,4704700000.0,211400000.0,2651200000.0,-4771200000.0,-34700000.0,600100000.0,390700000.0,,,23032700000.0,12700000.0,19600000.0,,2705400000.0,149600000.0,18000000.0,3468600000.0,,549300000,450294000.0,
2000-12-31,,5300000.0,16803500000.0,15476700000.0,-66700000.0,,,3065700000.0,,2252400000,-515100000.0,24720300000.0,687100000,,40197000000.0,-48300000.0,-1171000000.0,32674700000.0,279000000,-48300000.0,9837000000.0,5528800000.0,5892000000.0,123200000.0,1210700000.0,,,-805900000.0,9654100000.0,3580500000.0,,17800000.0,2252400000.0,2828100000.0,848500000.0,247100000.0,,,10342400000.0,1210700000.0,1565300000.0,,,,179600000.0,,19667800000.0,458600000.0,1210700000.0,1027500000.0,447900000.0,-1164300000.0,3710000000.0,456700000.0,,,5052500000.0,500200000.0,1006200000.0,-4921700000.0,1302700000.0,193600000.0,-6700000.0,,,24589500000.0,135300000.0,-303000000.0,,3439400000.0,-53000000.0,14000000.0,3710000000.0,,887500000,,
2001-03-31,,255500000.0,14460400000.0,13718800000.0,-72500000.0,,,3192400000.0,,3088000000,,22773800000.0,791100000,0.41,36492600000.0,199200000.0,-505800000.0,28358400000.0,378300000,199200000.0,9557500000.0,7046300000.0,7065100000.0,-91600000.0,237800000.0,,,-386500000.0,9069500000.0,3250700000.0,,175300000.0,3088000000.0,2869800000.0,672800000.0,31300000.0,,,6851700000.0,237800000.0,2296900000.0,,,0.42,239600000.0,,14546900000.0,617900000.0,237800000.0,996800000.0,487500000.0,-309500000.0,2097800000.0,180300000.0,479090000.0,,8226900000.0,65000000.0,-176200000.0,-4689600000.0,,-759000000.0,-196300000.0,,,19236500000.0,129700000.0,-941000000.0,,3293100000.0,-222600000.0,1362400000.0,2097800000.0,,969700000,483310000.0,
2001-06-30,,223200000.0,13006900000.0,11243000000.0,-72800000.0,,,1635200000.0,,2820600000,,22382700000.0,708900000,0.69,33625700000.0,339500000.0,786500000.0,26649700000.0,339500000,339500000.0,5621500000.0,6659600000.0,5901600000.0,-2147800000.0,1014600000.0,,,-2814000000.0,6154600000.0,3855600000.0,,-78100000.0,2820600000.0,3101300000.0,751300000.0,27800000.0,,,6983200000.0,1014600000.0,2111700000.0,,,0.7,217000000.0,,14813200000.0,556500000.0,1014600000.0,237800000.0,488100000.0,-440800000.0,3138200000.0,159800000.0,487211000.0,,7569500000.0,1126500000.0,2246100000.0,-4871500000.0,,562900000.0,1227300000.0,,,19684700000.0,91500000.0,677700000.0,,3714100000.0,144000000.0,18400000.0,3138200000.0,,888400000,491698000.0,
2001-09-30,,276100000.0,13498300000.0,12576700000.0,-92600000.0,,,1763800000.0,,2810400000,-185800000.0,25636400000.0,703300000,0.44,38213100000.0,221300000.0,-738500000.0,29683100000.0,221300000,221300000.0,7111600000.0,7363400000.0,7455000000.0,961300000.0,413900000.0,,,-1094000000.0,7670500000.0,4189600000.0,,-105400000.0,2810400000.0,3826800000.0,861600000.0,-82200000.0,,,8821400000.0,413900000.0,2107100000.0,,1142400000.0,0.44,197700000.0,,17697200000.0,419000000.0,413900000.0,1014600000.0,518400000.0,-557100000.0,2456400000.0,181700000.0,502877000.0,,6796800000.0,-84100000.0,674700000.0,-5057500000.0,,-600700000.0,-181400000.0,,,22754700000.0,168700000.0,-906100000.0,,3371400000.0,311400000.0,16400000.0,2456400000.0,,907400000,506165000.0,
2001-12-31,,180100000.0,13494500000.0,12938000000.0,-162600000.0,,,199600000.0,,2315700000,-156200000.0,25968200000.0,228800000,,38906200000.0,-1237700000.0,122000000.0,32661200000.0,-103700000,-1237700000.0,7689200000.0,8689600000.0,6044000000.0,1166500000.0,1301100000.0,,,751200000.0,8136500000.0,3133900000.0,,51300000.0,2315700000.0,3689900000.0,813800000.0,-129100000.0,,,9500700000.0,1301100000.0,2086900000.0,,1180600000.0,,-24100000.0,,17719200000.0,-127800000.0,1301100000.0,413900000.0,518900000.0,-614800000.0,2461300000.0,225000000.0,,,7068400000.0,-1353000000.0,-697300000.0,-5556200000.0,,887200000.0,736800000.0,,,23275400000.0,-43700000.0,434800000.0,,2896700000.0,280100000.0,201500000.0,2461300000.0,,464300000,,
2002-03-31,,196500000.0,13443700000.0,13991800000.0,-117500000.0,,,134400000.0,,2184800000,-151000000.0,26125700000.0,451100000,0.07,40117500000.0,38000000.0,-1441600000.0,33873700000.0,123200000,107700000.0,8148000000.0,7767700000.0,6042500000.0,-56900000.0,1703000000.0,,,-129600000.0,7979000000.0,3232500000.0,,-95000000.0,2184800000.0,3541700000.0,908300000.0,-22500000.0,,,12233500000.0,1703000000.0,1733700000.0,,1164300000.0,0.07,87100000.0,,17048100000.0,210300000.0,1703000000.0,1301100000.0,791800000.0,-431400000.0,2617000000.0,211700000.0,519224000.0,,7913300000.0,-101300000.0,1541700000.0,-5270000000.0,,401900000.0,-1010200000.0,,,22318100000.0,73300000.0,-943700000.0,,2847700000.0,69300000.0,291500000.0,2617000000.0,,662700000,521240000.0,
2002-06-30,,267400000.0,12492800000.0,12373800000.0,-128200000.0,,,-345200000.0,,2155600000,-139400000.0,25191800000.0,22100000,-0.68,37565600000.0,-355900000.0,-366400000.0,31504100000.0,-349100000,-349100000.0,6952300000.0,6609800000.0,5618300000.0,16000000.0,773300000.0,,,-587200000.0,6721700000.0,3679000000.0,,-64700000.0,2155600000.0,3420900000.0,969200000.0,-242700000.0,,,11972000000.0,773300000.0,2133500000.0,,1106800000.0,-0.68,-164600000.0,,17456500000.0,-513700000.0,773300000.0,1703000000.0,791900000.0,-504200000.0,2347500000.0,278000000.0,520427000.0,,6628500000.0,272300000.0,-480300000.0,-5411700000.0,,-929700000.0,137800000.0,,,22868200000.0,-187500000.0,265100000.0,,3423600000.0,70000000.0,5300000.0,2347500000.0,,250100000,520427000.0,
2002-09-30,,262800000.0,11674400000.0,12759900000.0,-31100000.0,,,-653200000.0,,2103900000,6100000.0,23107800000.0,-3800000,-0.58,35867700000.0,-300900000.0,-910700000.0,30079200000.0,-408700000,-294100000.0,7209500000.0,6111200000.0,5369000000.0,2059000000.0,1292700000.0,,,1544800000.0,6606900000.0,3437500000.0,,131600000.0,2103900000.0,3188900000.0,820200000.0,-246700000.0,,,12293600000.0,1292700000.0,2107700000.0,,1087300000.0,-0.58,-231800000.0,,15386900000.0,-640500000.0,1292700000.0,773300000.0,791000000.0,-447900000.0,2322000000.0,366300000.0,516901000.0,,6633600000.0,-538100000.0,-562600000.0,-5056700000.0,,519400000.0,-462800000.0,,,20443600000.0,-155900000.0,-520100000.0,,2745500000.0,100800000.0,-400000.0,2322000000.0,,164400000,516901000.0,
2002-12-31,,109900000.0,11308500000.0,12886100000.0,-24800000.0,,,-884300000.0,,-909800000,-24400000.0,22102400000.0,330600000,,34988500000.0,-226000000.0,23800000.0,29515800000.0,132500000,-219200000.0,8190300000.0,6310900000.0,5049000000.0,-1736200000.0,1736000000.0,,,461400000.0,7263400000.0,2524400000.0,,110000000.0,-909800000.0,3353600000.0,443100000.0,290300000.0,,,11896400000.0,1728300000.0,-1240400000.0,,1082500000.0,,118000000.0,,14717700000.0,250500000.0,1728300000.0,1292700000.0,791200000.0,-440300000.0,2017600000.0,351700000.0,,,5362900000.0,2000000.0,-482200000.0,-4322000000.0,,443300000.0,464100000.0,,,19039700000.0,148000000.0,206400000.0,,2027500000.0,3500000.0,259400000.0,2017600000.0,,608800000,,
2003-03-31,,172300000.0,14508600000.0,14612400000.0,-21500000.0,,,-1710800000.0,,5360200000,-5700000.0,20829900000.0,227100000,-1.59,35442300000.0,-60000000.0,-341100000.0,30859100000.0,-57700000,-53200000.0,10138500000.0,5859400000.0,4152900000.0,-1100000.0,1501600000.0,,,428600000.0,9309200000.0,2589400000.0,,18800000.0,5360200000.0,2799500000.0,383400000.0,67700000.0,,,10491100000.0,1501100000.0,5133100000.0,,1082500000.0,-1.59,-24300000.0,,14677100000.0,-82000000.0,1501100000.0,1736000000.0,792100000.0,-244400000.0,3272100000.0,372800000.0,517652000.0,,4142700000.0,-360700000.0,-566300000.0,-4359500000.0,,-234400000.0,-96700000.0,,,19036600000.0,-35200000.0,-468200000.0,,1927300000.0,-76400000.0,,3272100000.0,,500900000,517652000.0,
2003-06-30,,138600000.0,11398900000.0,14283300000.0,-22100000.0,,,-1469000000.0,,3763800000,-7600000.0,19569700000.0,681400000,0.46,33853000000.0,247000000.0,357900000.0,29759100000.0,118000000,269700000.0,9003700000.0,7150500000.0,4001500000.0,9000000.0,3229700000.0,,,1062100000.0,9148200000.0,1696500000.0,,21100000.0,3763800000.0,2842800000.0,299500000.0,-35200000.0,,,11209700000.0,3283600000.0,3082400000.0,,1059500000.0,0.48,127400000.0,,12188800000.0,245400000.0,3283600000.0,1501600000.0,520900000.0,-207700000.0,1816300000.0,406000000.0,518090000.0,,5568300000.0,250000000.0,100400000.0,-3796000000.0,,1728100000.0,565600000.0,,,15984800000.0,116000000.0,265800000.0,,434400000.0,-202800000.0,,1816300000.0,,916400000,534839000.0,
2003-09-30,,115100000.0,8084700000.0,11330000000.0,-4500000.0,,,-1367800000.0,,4795300000,-584600000.0,18971700000.0,245500000,0.2,30301700000.0,106300000.0,-56200000.0,26007700000.0,22800000,106300000.0,5940600000.0,6932900000.0,4195400000.0,44500000.0,3430900000.0,,,106800000.0,4766900000.0,1691400000.0,,16900000.0,4795300000.0,3127200000.0,270000000.0,69100000.0,,,10990100000.0,3428000000.0,4549800000.0,,1059500000.0,0.21,23800000.0,,12125300000.0,46600000.0,3428000000.0,3229700000.0,521200000.0,-282100000.0,1919900000.0,264900000.0,518292000.0,,5043600000.0,-10900000.0,-131500000.0,-3923000000.0,613300000.0,201200000.0,225900000.0,0.0,,16048300000.0,45200000.0,-45400000.0,,1397900000.0,-112200000.0,300000.0,1919900000.0,,245500000,524711000.0,
2003-12-31,,115100000.0,6270100000.0,8795000000.0,-25000000.0,,,-1426800000.0,,3549200000,447500000.0,18226800000.0,250400000,,27021800000.0,-53700000.0,-147300000.0,22835600000.0,-84500000,-53700000.0,4595100000.0,5525700000.0,4102100000.0,-432100000.0,2318200000.0,,,-101400000.0,4092100000.0,1638400000.0,,31300000.0,3549200000.0,2453400000.0,245800000.0,-190400000.0,,,11039800000.0,2315700000.0,3298800000.0,,1014500000.0,,-102400000.0,,12079100000.0,-186900000.0,2315700000.0,3430900000.0,521400000.0,-222600000.0,939700000.0,242600000.0,,,5133200000.0,64400000.0,-1086600000.0,-4026400000.0,-21400000.0,-1112700000.0,75300000.0,0.0,,16105500000.0,-59400000.0,269100000.0,,1238300000.0,-149000000.0,800000.0,939700000.0,,590000000,,
2004-03-31,122900000.0,117400000.0,6381800000.0,9124000000.0,-6400000.0,,,-1422000000.0,,3114200000,-400000.0,18666200000.0,261300000,0.02,27790200000.0,9900000.0,-25000000.0,23668400000.0,5400000,9900000.0,5408300000.0,6461800000.0,4034100000.0,85100000.0,1998700000.0,,,312500000.0,4941100000.0,1511000000.0,,38900000.0,3114200000.0,2405000000.0,206900000.0,11300000.0,,,10824800000.0,1997800000.0,2852900000.0,,1014500000.0,0.02,15000000.0,,12033700000.0,20400000.0,1997800000.0,2318200000.0,523000000.0,-127800000.0,443400000.0,251400000.0,519485000.0,,5618000000.0,-21600000.0,-734800000.0,-4160400000.0,74800000.0,-319500000.0,102800000.0,,,16194100000.0,7400000.0,-137400000.0,,997300000.0,-234100000.0,4800000.0,443400000.0,,429000000,525752000.0,
2004-06-30,61700000.0,110200000.0,6184800000.0,7762000000.0,-9200000.0,,,-1445500000.0,,3048700000,-1200000.0,18406400000.0,280200000,-0.03,26168400000.0,-18200000.0,311100000.0,22079800000.0,-18000000,-18200000.0,5015400000.0,6412000000.0,3998900000.0,287000000.0,1030300000.0,,,123200000.0,4863400000.0,1461000000.0,,-51400000.0,3048700000.0,2326300000.0,255300000.0,-99600000.0,,,9483000000.0,1030300000.0,2768500000.0,,1014500000.0,-0.03,-17300000.0,,11770100000.0,-35300000.0,1030300000.0,1998700000.0,525600000.0,-201200000.0,276600000.0,221600000.0,521698000.0,,5621800000.0,-93100000.0,-1603900000.0,-4273300000.0,10400000.0,-968400000.0,512300000.0,,,16043400000.0,-26900000.0,225400000.0,,1044800000.0,-259600000.0,7100000.0,276600000.0,,448500000,521698000.0,
2004-09-30,-114800000.0,112100000.0,6306800000.0,7120400000.0,0.0,,,-1352100000.0,,3372800000,0.0,18438700000.0,406200000,0.19,25559100000.0,98600000.0,263600000.0,21456200000.0,16100000,98600000.0,4615400000.0,6482300000.0,4008700000.0,69300000.0,976700000.0,,,409700000.0,5109500000.0,1266600000.0,,-6300000.0,3372800000.0,2302600000.0,261700000.0,-136200000.0,,,8667100000.0,976700000.0,2966600000.0,,1014500000.0,0.19,48400000.0,,11816900000.0,64500000.0,976700000.0,1030300000.0,526300000.0,-209500000.0,276600000.0,200300000.0,523111000.0,,5607300000.0,116300000.0,-936400000.0,-4436100000.0,1100000.0,-53600000.0,473100000.0,,,16253000000.0,49400000.0,65200000.0,,920700000.0,-348400000.0,2800000.0,276600000.0,,574500000,529525000.0,
2004-12-31,-143700000.0,136600000.0,5145900000.0,6043600000.0,-33700000.0,,,-1306500000.0,,2974300000,-472300000.0,17949400000.0,288700000,,23993000000.0,73400000.0,150800000.0,18937400000.0,96600000,73400000.0,3429700000.0,6079600000.0,4955900000.0,-386000000.0,930000000.0,,,-216000000.0,3852600000.0,1422800000.0,,500000.0,2974300000.0,2470100000.0,261100000.0,72400000.0,,,7711900000.0,930000000.0,2685600000.0,,1014500000.0,,88900000.0,,11886800000.0,185500000.0,930000000.0,976700000.0,561200000.0,-248900000.0,250100000.0,170200000.0,,,5048100000.0,-286900000.0,-230400000.0,-4566000000.0,859200000.0,-46700000.0,399700000.0,,,16452800000.0,93100000.0,127300000.0,,1043200000.0,-266100000.0,5900000.0,250100000.0,,462400000,,
2005-03-31,-129400000.0,101500000.0,6255200000.0,7431000000.0,-28500000.0,,,-1134000000.0,,2954000000,-26300000.0,19003100000.0,462200000,0.34,26434100000.0,201100000.0,81500000.0,21080700000.0,202200000,201100000.0,4754800000.0,7175100000.0,5261100000.0,150400000.0,1210000000.0,,,-83200000.0,5200800000.0,1243400000.0,,38300000.0,2954000000.0,2515300000.0,222800000.0,38300000.0,,,7650400000.0,1210000000.0,2491800000.0,,1014500000.0,0.36,129500000.0,,11852300000.0,331700000.0,1210000000.0,930000000.0,573700000.0,-222900000.0,99500000.0,163600000.0,564437000.0,,6136300000.0,14800000.0,58800000.0,-4686400000.0,8600000.0,280000000.0,304400000.0,,,16538700000.0,118900000.0,-57400000.0,,954900000.0,-422600000.0,288000000.0,99500000.0,,640400000,599422000.0,
2005-06-30,,98200000.0,5722500000.0,6772600000.0,-42900000.0,,,-1121100000.0,,2871200000,-210900000.0,19627100000.0,281400000,0.07,26399700000.0,41300000.0,195200000.0,20950700000.0,40700000,41300000.0,3988600000.0,7582500000.0,5353600000.0,-2500000.0,1297200000.0,,,-376100000.0,4679100000.0,1227300000.0,,-36700000.0,2871200000.0,2377400000.0,259500000.0,-13800000.0,,,7645700000.0,1297200000.0,2589800000.0,,1014500000.0,0.07,41700000.0,,11979100000.0,82400000.0,1297200000.0,1210000000.0,577200000.0,-293700000.0,98600000.0,163200000.0,571208000.0,,6633500000.0,13900000.0,-25600000.0,-4858500000.0,26800000.0,87200000.0,488900000.0,,,16837600000.0,30700000.0,59100000.0,,944800000.0,-357100000.0,8600000.0,98600000.0,,459500000,578902000.0,
2005-09-30,,133400000.0,11834300000.0,12628800000.0,-48400000.0,,,-1159700000.0,,3082300000,-32300000.0,21027000000.0,122700000,0.01,33655800000.0,4400000.0,-80300000.0,28295300000.0,5700000,4400000.0,9475400000.0,8862300000.0,5154400000.0,1200000.0,1360500000.0,,,-309800000.0,10494900000.0,1490100000.0,,-41500000.0,3082300000.0,2268400000.0,302800000.0,51400000.0,,,7598700000.0,1360500000.0,2959600000.0,,1014500000.0,0.01,-2600000.0,,12203000000.0,3100000.0,1360500000.0,1297200000.0,578600000.0,-369300000.0,122400000.0,164200000.0,572543000.0,,7809500000.0,-21100000.0,84100000.0,-4988300000.0,131400000.0,63300000.0,289000000.0,,,17191300000.0,-212700000.0,323100000.0,,1217000000.0,-541000000.0,117800000.0,122400000.0,,312300000,580735000.0,
2005-12-31,,147200000.0,8450200000.0,9697300000.0,-43900000.0,,,-1135900000.0,,3676100000,-70600000.0,19745300000.0,366000000,,29442600000.0,66800000.0,-45500000.0,23801000000.0,68800000,66800000.0,6213700000.0,7760300000.0,5427500000.0,437300000.0,1597200000.0,,,-50100000.0,6967000000.0,1613800000.0,,30200000.0,3676100000.0,2508900000.0,272600000.0,-93200000.0,,,7590500000.0,1597200000.0,3310100000.0,,1014500000.0,,45300000.0,,12409200000.0,114100000.0,1597200000.0,1360500000.0,579100000.0,-413100000.0,122600000.0,173500000.0,,,6321600000.0,-40300000.0,-80800000.0,-5162600000.0,35300000.0,236700000.0,367600000.0,,,17571800000.0,17800000.0,13800000.0,,1360600000.0,-302300000.0,6500000.0,122600000.0,,572800000,,
2006-03-31,,80500000.0,5555500000.0,6764800000.0,-51200000.0,,,-1048600000.0,,3027500000,-105000000.0,19264200000.0,358300000,0.22,26029000000.0,131900000.0,-303600000.0,19890000000.0,131100000,131900000.0,4198300000.0,7081700000.0,5925500000.0,18900000.0,1115000000.0,,,-491100000.0,4385400000.0,1173700000.0,,-5200000.0,3027500000.0,2662900000.0,277800000.0,28000000.0,,,7252800000.0,1115000000.0,2669200000.0,,1014500000.0,0.22,88300000.0,,12682500000.0,219400000.0,1115000000.0,1597200000.0,600700000.0,-468300000.0,175700000.0,162800000.0,591407000.0,,5567200000.0,-50700000.0,-155800000.0,-5162600000.0,50800000.0,-482200000.0,164700000.0,,,17845100000.0,74600000.0,-274700000.0,,994400000.0,-121100000.0,10200000.0,175700000.0,,555300000,607073000.0,
