date,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances
2002-12-31,74000000.0,,-86000000.0,-497000000.0,25000000.0,2405000000.0,24000000.0,-2188000000.0,398000000.0,1611000000.0,11000000.0,104000000.0,508000000.0,-11000000.0,1981000000.0,127000000.0,,0.0,,,15505000000.0,83000000.0,6018000000.0,422000000.0,,307000000.0,307000000.0,,101000000.0,877000000.0,-225000000.0,36000000.0,203000000.0,,,163000000.0,190000000.0,2862000000.0,676000000.0,93000000.0,307000000.0,,131000000.0,12099000000.0,,2239000000.0,4169000000.0,-45000000.0,-44000000.0,9487000000.0,,,5526000000.0,-128000000.0,280000000.0,3406000000.0,1180000000.0,1549000000.0,2186000000.0,1337000000.0,527000000.0,486000000.0,6526000000.0,164000000.0,,,1813000000.0,353000000.0,131000000.0,131000000.0,563000000.0,,9860000000.0,,,,
2003-03-31,70000000.0,2000000.0,-49000000.0,550000000.0,230000000.0,2389000000.0,0.0,-2245000000.0,418000000.0,1755000000.0,-13000000.0,150000000.0,3000000.0,32000000.0,1937000000.0,98000000.0,,0.0,,,16279000000.0,1635000000.0,5961000000.0,-46000000.0,0.24,457000000.0,457000000.0,,91000000.0,880000000.0,-211000000.0,36000000.0,307000000.0,,,278000000.0,187000000.0,2457000000.0,552000000.0,-403000000.0,457000000.0,,66000000.0,12354000000.0,16000000.0,2459000000.0,4182000000.0,-45000000.0,-44000000.0,10318000000.0,274118000.0,,5547000000.0,-231000000.0,18000000.0,3413000000.0,7551000000.0,,1905000000.0,1349000000.0,-363000000.0,365000000.0,7064000000.0,-136000000.0,0.24,,2413000000.0,365000000.0,66000000.0,66000000.0,555000000.0,,9895000000.0,271982000.0,,,
2003-06-30,70000000.0,1000000.0,-74000000.0,-700000000.0,512000000.0,2511000000.0,0.0,-2328000000.0,434000000.0,1626000000.0,-54000000.0,-86000000.0,233000000.0,35000000.0,1961000000.0,105000000.0,,0.0,,,15926000000.0,1640000000.0,6112000000.0,159000000.0,0.23,371000000.0,371000000.0,,87000000.0,795000000.0,-90000000.0,36000000.0,457000000.0,,,316000000.0,229000000.0,2599000000.0,591000000.0,365000000.0,371000000.0,,63000000.0,12383000000.0,-6000000.0,2638000000.0,4289000000.0,-44000000.0,-21000000.0,9814000000.0,272514000.0,,5566000000.0,4000000.0,110000000.0,3543000000.0,7239000000.0,,2008000000.0,1331000000.0,245000000.0,362000000.0,6740000000.0,151000000.0,0.23,,2544000000.0,362000000.0,63000000.0,63000000.0,526000000.0,,9745000000.0,270760000.0,,,
2003-09-30,71000000.0,9000000.0,-77000000.0,-165000000.0,313000000.0,2474000000.0,-8000000.0,-2345000000.0,455000000.0,1525000000.0,-67000000.0,-139000000.0,219000000.0,23000000.0,1905000000.0,70000000.0,,0.0,,,15550000000.0,1606000000.0,5985000000.0,142000000.0,0.17,232000000.0,232000000.0,,82000000.0,770000000.0,-111000000.0,36000000.0,371000000.0,,,290000000.0,208000000.0,2243000000.0,525000000.0,-374000000.0,232000000.0,,47000000.0,12010000000.0,15000000.0,2437000000.0,4250000000.0,-44000000.0,1000000.0,9565000000.0,273656000.0,,5569000000.0,-10000000.0,-86000000.0,3540000000.0,7177000000.0,,1718000000.0,1354000000.0,-216000000.0,317000000.0,6577000000.0,51000000.0,0.175,,2514000000.0,317000000.0,47000000.0,47000000.0,631000000.0,,9573000000.0,271254000.0,,,
2003-12-31,59000000.0,55000000.0,-101000000.0,-433000000.0,316000000.0,2571000000.0,0.0,-2448000000.0,390000000.0,1439000000.0,6000000.0,611000000.0,393000000.0,12000000.0,1925000000.0,93000000.0,,0.0,,,15090000000.0,40000000.0,6125000000.0,292000000.0,,843000000.0,843000000.0,,96000000.0,702000000.0,-64000000.0,35000000.0,232000000.0,,,83000000.0,146000000.0,2663000000.0,533000000.0,470000000.0,843000000.0,,83000000.0,11400000000.0,163000000.0,2256000000.0,4373000000.0,-89000000.0,0.0,8965000000.0,,,5606000000.0,235000000.0,-83000000.0,3690000000.0,1135000000.0,1589000000.0,2130000000.0,1238000000.0,493000000.0,387000000.0,6118000000.0,106000000.0,,,2020000000.0,321000000.0,81000000.0,83000000.0,532000000.0,,9144000000.0,,,,
2004-03-31,64000000.0,50000000.0,-65000000.0,-315000000.0,700000000.0,2553000000.0,0.0,-2499000000.0,386000000.0,1567000000.0,-57000000.0,-154000000.0,117000000.0,18000000.0,1904000000.0,55000000.0,,0.0,,,15061000000.0,1626000000.0,6083000000.0,52000000.0,0.135,689000000.0,689000000.0,38000000.0,85000000.0,874000000.0,-80000000.0,35000000.0,843000000.0,,,261000000.0,176000000.0,2354000000.0,519000000.0,45000000.0,689000000.0,,37000000.0,11377000000.0,7000000.0,2822000000.0,4403000000.0,-45000000.0,-70000000.0,8978000000.0,280458000.0,,5601000000.0,-99000000.0,-1000000.0,3658000000.0,6278000000.0,,1835000000.0,1248000000.0,60000000.0,343000000.0,5570000000.0,-129000000.0,0.135,,2599000000.0,343000000.0,37000000.0,37000000.0,444000000.0,,8555000000.0,274760000.0,,,
2004-06-30,59000000.0,42000000.0,-65000000.0,85000000.0,688000000.0,2481000000.0,0.0,-2549000000.0,406000000.0,1648000000.0,-21000000.0,184000000.0,292000000.0,54000000.0,1875000000.0,154000000.0,,0.0,,,15436000000.0,1619000000.0,5975000000.0,227000000.0,0.355,873000000.0,873000000.0,0.0,86000000.0,926000000.0,-99000000.0,35000000.0,689000000.0,,,320000000.0,234000000.0,2547000000.0,590000000.0,-191000000.0,873000000.0,,100000000.0,11685000000.0,3000000.0,2978000000.0,4424000000.0,-45000000.0,-1000000.0,9461000000.0,280574000.0,,5656000000.0,49000000.0,20000000.0,3751000000.0,1247000000.0,,1957000000.0,1364000000.0,-162000000.0,356000000.0,5665000000.0,-54000000.0,0.36,,2636000000.0,356000000.0,100000000.0,100000000.0,443000000.0,,8707000000.0,275498000.0,,,
2004-09-30,61000000.0,53000000.0,-68000000.0,31000000.0,395000000.0,2487000000.0,0.0,-2594000000.0,450000000.0,1663000000.0,-32000000.0,-63000000.0,451000000.0,40000000.0,1878000000.0,143000000.0,,0.0,,,15552000000.0,1623000000.0,5988000000.0,383000000.0,0.365,810000000.0,810000000.0,0.0,86000000.0,877000000.0,-65000000.0,35000000.0,873000000.0,,,322000000.0,236000000.0,2569000000.0,578000000.0,-555000000.0,810000000.0,,103000000.0,11781000000.0,8000000.0,2733000000.0,4472000000.0,-45000000.0,-120000000.0,9564000000.0,281236000.0,,5714000000.0,215000000.0,5000000.0,3771000000.0,1143000000.0,,1991000000.0,1461000000.0,-476000000.0,342000000.0,1342000000.0,-12000000.0,0.375,,7256000000.0,342000000.0,103000000.0,103000000.0,429000000.0,,9048000000.0,275792000.0,,,
2004-12-31,64000000.0,42000000.0,-104000000.0,-77000000.0,433000000.0,2268000000.0,0.0,-2652000000.0,453000000.0,1742000000.0,13000000.0,-73000000.0,89000000.0,43000000.0,1922000000.0,176000000.0,,5000000.0,,,15875000000.0,44000000.0,5842000000.0,-15000000.0,,732000000.0,732000000.0,9026000000.0,96000000.0,719000000.0,-97000000.0,35000000.0,810000000.0,,,192000000.0,227000000.0,2772000000.0,661000000.0,-143000000.0,732000000.0,,125000000.0,12223000000.0,115000000.0,2975000000.0,4574000000.0,0.0,-224000000.0,10033000000.0,,,5792000000.0,-162000000.0,5000000.0,3652000000.0,1211000000.0,1608000000.0,2111000000.0,1818000000.0,675000000.0,434000000.0,6141000000.0,-27000000.0,,,2090000000.0,376000000.0,133000000.0,125000000.0,581000000.0,,9248000000.0,,,,
2005-03-31,69000000.0,47000000.0,-65000000.0,183000000.0,24000000.0,2129000000.0,0.0,-2684000000.0,449000000.0,1833000000.0,-72000000.0,-172000000.0,57000000.0,40000000.0,1873000000.0,119000000.0,,0.0,,,16085000000.0,1636000000.0,5638000000.0,-8000000.0,0.455,560000000.0,560000000.0,,90000000.0,885000000.0,-135000000.0,36000000.0,732000000.0,,,350000000.0,260000000.0,2791000000.0,645000000.0,-403000000.0,560000000.0,,126000000.0,12444000000.0,18000000.0,2545000000.0,4557000000.0,-95000000.0,-117000000.0,10447000000.0,276566000.0,,5870000000.0,-214000000.0,-1000000.0,3641000000.0,1327000000.0,,2146000000.0,1636000000.0,-338000000.0,385000000.0,6827000000.0,-109000000.0,0.465,,2623000000.0,385000000.0,79000000.0,126000000.0,626000000.0,,9899000000.0,270254000.0,,,
2005-06-30,72000000.0,21000000.0,-80000000.0,-331000000.0,24000000.0,8145000000.0,9000000.0,-2708000000.0,457000000.0,1846000000.0,-45000000.0,101000000.0,434000000.0,70000000.0,1842000000.0,200000000.0,,0.0,,,15921000000.0,1608000000.0,11595000000.0,354000000.0,0.445,584000000.0,584000000.0,,93000000.0,941000000.0,-173000000.0,36000000.0,560000000.0,,,410000000.0,317000000.0,3188000000.0,693000000.0,12000000.0,661000000.0,,123000000.0,12317000000.0,15000000.0,2585000000.0,4550000000.0,-47000000.0,-127000000.0,4326000000.0,275164000.0,,5946000000.0,128000000.0,6000000.0,3604000000.0,1315000000.0,,2495000000.0,1620000000.0,114000000.0,376000000.0,6646000000.0,-15000000.0,0.46,,2629000000.0,376000000.0,130000000.0,123000000.0,581000000.0,,9732000000.0,269206000.0,,,
2005-09-30,64000000.0,12000000.0,-78000000.0,65000000.0,23000000.0,2047000000.0,0.0,-2759000000.0,474000000.0,1947000000.0,-339000000.0,-60000000.0,271000000.0,19000000.0,1841000000.0,-148000000.0,,0.0,,,15901000000.0,1273000000.0,5161000000.0,193000000.0,-0.615,601000000.0,601000000.0,,93000000.0,944000000.0,-151000000.0,36000000.0,661000000.0,,,348000000.0,255000000.0,2862000000.0,653000000.0,-397000000.0,601000000.0,,-164000000.0,12616000000.0,19000000.0,2624000000.0,4600000000.0,-47000000.0,-166000000.0,10740000000.0,265820000.0,,5736000000.0,-43000000.0,12000000.0,3285000000.0,1290000000.0,,2209000000.0,1657000000.0,-324000000.0,398000000.0,6854000000.0,-111000000.0,-0.615,,2664000000.0,398000000.0,-167000000.0,-164000000.0,561000000.0,,9992000000.0,265820000.0,,,
2005-12-31,85000000.0,26000000.0,-142000000.0,367000000.0,275000000.0,2093000000.0,5000000.0,-1999000000.0,461000000.0,1712000000.0,325000000.0,230000000.0,274000000.0,94000000.0,1574000000.0,568000000.0,,446000000.0,,,16499000000.0,32000000.0,4847000000.0,132000000.0,,796000000.0,796000000.0,,27000000.0,677000000.0,-78000000.0,36000000.0,601000000.0,,,237000000.0,328000000.0,1202000000.0,591000000.0,-407000000.0,796000000.0,,118000000.0,13223000000.0,134000000.0,3147000000.0,3573000000.0,0.0,-187000000.0,11652000000.0,,,5808000000.0,30000000.0,0.0,3276000000.0,891000000.0,1148000000.0,611000000.0,1749000000.0,610000000.0,263000000.0,7079000000.0,47000000.0,,,2021000000.0,234000000.0,474000000.0,118000000.0,464000000.0,,10076000000.0,,,,
2006-03-31,94000000.0,107000000.0,-60000000.0,157000000.0,202000000.0,2105000000.0,0.0,-2032000000.0,460000000.0,1925000000.0,-9000000.0,-251000000.0,69000000.0,55000000.0,1577000000.0,213000000.0,,495000000.0,,,17050000000.0,31000000.0,4862000000.0,9000000.0,0.63,545000000.0,545000000.0,,66000000.0,854000000.0,-77000000.0,36000000.0,796000000.0,,,382000000.0,316000000.0,2632000000.0,677000000.0,-478000000.0,545000000.0,,168000000.0,13723000000.0,,3150000000.0,3609000000.0,-97000000.0,-226000000.0,12188000000.0,265712000.0,,5924000000.0,-154000000.0,-5000000.0,3327000000.0,8111000000.0,1149000000.0,1955000000.0,1599000000.0,-400000000.0,361000000.0,7505000000.0,-233000000.0,0.645,,2608000000.0,361000000.0,158000000.0,168000000.0,1607000000.0,,10573000000.0,260186000.0,,,
2006-06-30,109000000.0,36000000.0,-74000000.0,27000000.0,164000000.0,2144000000.0,18000000.0,-2096000000.0,465000000.0,2072000000.0,0.0,-220000000.0,156000000.0,78000000.0,1597000000.0,255000000.0,,492000000.0,,,17350000000.0,30000000.0,4931000000.0,82000000.0,0.265,325000000.0,325000000.0,,72000000.0,943000000.0,-69000000.0,36000000.0,545000000.0,,,436000000.0,364000000.0,2820000000.0,739000000.0,-403000000.0,325000000.0,,69000000.0,14328000000.0,,3291000000.0,3693000000.0,-50000000.0,-372000000.0,12419000000.0,262588000.0,,5944000000.0,-190000000.0,7000000.0,3022000000.0,8564000000.0,1160000000.0,2081000000.0,1692000000.0,-329000000.0,375000000.0,7952000000.0,-165000000.0,0.27,,2620000000.0,375000000.0,177000000.0,69000000.0,1458000000.0,,11037000000.0,256906000.0,,,
2006-09-30,117000000.0,10000000.0,-90000000.0,56000000.0,6000000.0,10207000000.0,9000000.0,-2124000000.0,478000000.0,2128000000.0,0.0,497000000.0,302000000.0,67000000.0,1630000000.0,242000000.0,,160000000.0,,,17442000000.0,38000000.0,13038000000.0,212000000.0,0.66,771000000.0,771000000.0,,72000000.0,860000000.0,-82000000.0,36000000.0,325000000.0,,,431000000.0,359000000.0,2837000000.0,738000000.0,121000000.0,822000000.0,,169000000.0,14401000000.0,11000000.0,2826000000.0,3754000000.0,-48000000.0,-151000000.0,4404000000.0,256758000.0,,6065000000.0,107000000.0,10000000.0,3041000000.0,962000000.0,1163000000.0,2099000000.0,1800000000.0,-435000000.0,379000000.0,8406000000.0,-58000000.0,0.67,,2691000000.0,379000000.0,175000000.0,169000000.0,543000000.0,,11575000000.0,251618000.0,,,
2006-12-31,118000000.0,20000000.0,-207000000.0,159000000.0,80000000.0,1800000000.0,4000000.0,-2147000000.0,497000000.0,2069000000.0,438000000.0,-42000000.0,442000000.0,69000000.0,1773000000.0,265000000.0,,2391000000.0,,,17550000000.0,,4999000000.0,235000000.0,,780000000.0,780000000.0,,80000000.0,814000000.0,-644000000.0,36000000.0,822000000.0,,,463000000.0,383000000.0,3201000000.0,808000000.0,-649000000.0,780000000.0,,195000000.0,14901000000.0,30000000.0,5243000000.0,3920000000.0,-49000000.0,-12000000.0,12551000000.0,,,6211000000.0,95000000.0,25000000.0,2649000000.0,964000000.0,1426000000.0,2393000000.0,1958000000.0,1218000000.0,425000000.0,8582000000.0,29000000.0,,,579000000.0,399000000.0,196000000.0,195000000.0,448000000.0,,9658000000.0,,,,
2007-03-31,123000000.0,26000000.0,-61000000.0,-142000000.0,83000000.0,1864000000.0,0.0,-2198000000.0,481000000.0,2342000000.0,-5000000.0,-195000000.0,-70000000.0,86000000.0,1776000000.0,284000000.0,,0.0,,,17702000000.0,,5066000000.0,-131000000.0,0.765,585000000.0,585000000.0,,74000000.0,897000000.0,-631000000.0,36000000.0,780000000.0,,,486000000.0,412000000.0,2964000000.0,784000000.0,16000000.0,585000000.0,,196000000.0,15024000000.0,15000000.0,3082000000.0,3974000000.0,-49000000.0,-171000000.0,12636000000.0,256209150.0,,6347000000.0,-350000000.0,,2678000000.0,9247000000.0,1426000000.0,2180000000.0,2102000000.0,59000000.0,372000000.0,8677000000.0,-288000000.0,0.78,,2784000000.0,372000000.0,198000000.0,196000000.0,462000000.0,,11942000000.0,251282051.0,,,
2007-06-30,124000000.0,43000000.0,-81000000.0,-162000000.0,86000000.0,10085000000.0,12000000.0,-2258000000.0,492000000.0,2518000000.0,0.0,112000000.0,190000000.0,82000000.0,1807000000.0,297000000.0,,0.0,,,18123000000.0,,13323000000.0,109000000.0,0.83,697000000.0,697000000.0,,79000000.0,936000000.0,-564000000.0,36000000.0,585000000.0,,,500000000.0,421000000.0,3235000000.0,861000000.0,77000000.0,697000000.0,,210000000.0,15190000000.0,19000000.0,3157000000.0,4065000000.0,-48000000.0,-50000000.0,4800000000.0,253012048.0,,6509000000.0,-137000000.0,,2933000000.0,1075000000.0,1431000000.0,2374000000.0,2135000000.0,141000000.0,440000000.0,8646000000.0,-159000000.0,0.845,,2895000000.0,440000000.0,215000000.0,210000000.0,510000000.0,,12033000000.0,248520710.0,,,
2007-09-30,117000000.0,12000000.0,-88000000.0,-383000000.0,93000000.0,1853000000.0,4000000.0,-2335000000.0,495000000.0,2634000000.0,0.0,245000000.0,484000000.0,111000000.0,1832000000.0,353000000.0,,0.0,,,18436000000.0,,5127000000.0,396000000.0,1.0,942000000.0,942000000.0,,85000000.0,998000000.0,-511000000.0,18000000.0,697000000.0,,,555000000.0,470000000.0,3263000000.0,873000000.0,132000000.0,942000000.0,,255000000.0,15291000000.0,16000000.0,3427000000.0,4167000000.0,0.0,-83000000.0,13309000000.0,255000000.0,,2584000000.0,129000000.0,2000000.0,3145000000.0,9166000000.0,1442000000.0,2390000000.0,2336000000.0,184000000.0,403000000.0,8451000000.0,-110000000.0,1.02,,2918000000.0,403000000.0,242000000.0,255000000.0,567000000.0,,11864000000.0,250000000.0,,,
2007-12-31,120000000.0,,-171000000.0,774000000.0,355000000.0,2236000000.0,8000000.0,-2388000000.0,472000000.0,2724000000.0,484000000.0,-411000000.0,445000000.0,106000000.0,1999000000.0,366000000.0,,2423000000.0,,,19956000000.0,,6536000000.0,274000000.0,,531000000.0,531000000.0,,98000000.0,927000000.0,-400000000.0,34000000.0,942000000.0,,,584000000.0,486000000.0,3763000000.0,992000000.0,-1631000000.0,531000000.0,,256000000.0,16449000000.0,-13000000.0,6411000000.0,4387000000.0,-57000000.0,0.0,13420000000.0,,,2766000000.0,36000000.0,-25000000.0,3507000000.0,1083000000.0,2301000000.0,2771000000.0,2706000000.0,-381000000.0,506000000.0,9104000000.0,67000000.0,,,462000000.0,473000000.0,260000000.0,256000000.0,560000000.0,,10038000000.0,,,,
2008-03-31,115000000.0,6000000.0,-84000000.0,434000000.0,385000000.0,2711000000.0,0.0,-2475000000.0,474000000.0,3074000000.0,0.0,-170000000.0,105000000.0,117000000.0,2001000000.0,353000000.0,,0.0,,,20766000000.0,,7033000000.0,21000000.0,0.91,361000000.0,361000000.0,,103000000.0,1082000000.0,-424000000.0,34000000.0,531000000.0,,,571000000.0,468000000.0,3518000000.0,924000000.0,-716000000.0,361000000.0,,231000000.0,17172000000.0,40000000.0,4256000000.0,4476000000.0,-57000000.0,-96000000.0,13733000000.0,254348000.0,,2940000000.0,-256000000.0,2000000.0,3594000000.0,1181000000.0,2321000000.0,2594000000.0,2789000000.0,-533000000.0,456000000.0,9737000000.0,-349000000.0,0.93,,2705000000.0,456000000.0,236000000.0,231000000.0,483000000.0,,12916000000.0,249158000.0,,,
2008-06-30,101000000.0,32000000.0,-116000000.0,-415000000.0,394000000.0,2444000000.0,9000000.0,-2257000000.0,431000000.0,3291000000.0,0.0,119000000.0,258000000.0,130000000.0,2040000000.0,391000000.0,,0.0,,,20696000000.0,,6760000000.0,142000000.0,1.02,480000000.0,480000000.0,,103000000.0,1159000000.0,-403000000.0,34000000.0,361000000.0,,,595000000.0,492000000.0,3919000000.0,971000000.0,271000000.0,480000000.0,,258000000.0,16908000000.0,69000000.0,4447000000.0,4297000000.0,-58000000.0,-38000000.0,13936000000.0,252941176.0,,3140000000.0,-135000000.0,-35000000.0,3788000000.0,1209000000.0,2276000000.0,2948000000.0,2894000000.0,387000000.0,479000000.0,1805000000.0,-319000000.0,1.03,,10225000000.0,479000000.0,261000000.0,258000000.0,482000000.0,,12461000000.0,250485437.0,,,
2008-09-30,102000000.0,,-120000000.0,-188000000.0,550000000.0,2503000000.0,1000000.0,-2449000000.0,445000000.0,3276000000.0,102000000.0,-123000000.0,269000000.0,119000000.0,1979000000.0,329000000.0,,440000000.0,,,20686000000.0,,6520000000.0,149000000.0,0.84,357000000.0,357000000.0,,89000000.0,1062000000.0,-487000000.0,34000000.0,480000000.0,,-8766000000.0,520000000.0,431000000.0,3533000000.0,892000000.0,-191000000.0,357000000.0,,206000000.0,17147000000.0,-81000000.0,4765000000.0,4428000000.0,-57000000.0,-399000000.0,14166000000.0,246524000.0,,3291000000.0,-98000000.0,17000000.0,3539000000.0,1045000000.0,2038000000.0,2641000000.0,2713000000.0,176000000.0,461000000.0,9384000000.0,-124000000.0,0.85,,2553000000.0,427000000.0,210000000.0,206000000.0,427000000.0,,12382000000.0,243083000.0,,,
2008-12-31,114000000.0,,-230000000.0,-619000000.0,876000000.0,2400000000.0,0.0,-2479000000.0,337000000.0,3159000000.0,114000000.0,190000000.0,118000000.0,-48000000.0,2115000000.0,-396000000.0,0.0,151000000.0,,105000000.0,20020000000.0,,6380000000.0,-112000000.0,,547000000.0,547000000.0,2515000000.0,108000000.0,1117000000.0,-1422000000.0,34000000.0,357000000.0,10000000.0,-2094000000.0,-174000000.0,244000000.0,3606000000.0,789000000.0,699000000.0,547000000.0,56000000.0,-209000000.0,17654000000.0,579000000.0,4766000000.0,4594000000.0,-112000000.0,0.0,13640000000.0,,,3025000000.0,-332000000.0,-27000000.0,2366000000.0,924000000.0,1865000000.0,2817000000.0,2622000000.0,19000000.0,545000000.0,9081000000.0,121000000.0,,,3470000000.0,412000000.0,-348000000.0,-209000000.0,592000000.0,-677000000.0,12888000000.0,,,,
2009-03-31,82000000.0,,-69000000.0,791000000.0,5000000.0,1460000000.0,0.0,-2473000000.0,212000000.0,3323000000.0,18000000.0,1144000000.0,-169000000.0,-2000000.0,2068000000.0,41000000.0,0.0,130000000.0,,41000000.0,20516000000.0,,5216000000.0,-238000000.0,0.35,1691000000.0,1691000000.0,1413000000.0,96000000.0,999000000.0,-1423000000.0,34000000.0,547000000.0,9000000.0,-1205000000.0,219000000.0,105000000.0,2526000000.0,527000000.0,522000000.0,1691000000.0,,86000000.0,18048000000.0,49000000.0,3605000000.0,4541000000.0,-5000000.0,0.0,15300000000.0,244956000.0,,3106000000.0,-321000000.0,-113000000.0,2468000000.0,854000000.0,1688000000.0,1999000000.0,2471000000.0,80000000.0,422000000.0,10824000000.0,-248000000.0,0.35,,3407000000.0,422000000.0,43000000.0,86000000.0,1440000000.0,-2190000000.0,14443000000.0,243988000.0,,,
2009-06-30,34000000.0,333000000.0,-44000000.0,-541000000.0,6000000.0,12132000000.0,0.0,-2574000000.0,206000000.0,3001000000.0,-174000000.0,194000000.0,169000000.0,-58000000.0,2005000000.0,-120000000.0,0.0,2914000000.0,,29000000.0,19844000000.0,,14137000000.0,125000000.0,-0.22,1396000000.0,1396000000.0,1276000000.0,101000000.0,721000000.0,-1258000000.0,37000000.0,1691000000.0,9000000.0,-745000000.0,15000000.0,88000000.0,2612000000.0,2612000000.0,599000000.0,1885000000.0,,-58000000.0,16924000000.0,125000000.0,2920000000.0,4579000000.0,-5000000.0,0.0,5707000000.0,264091000.0,,3043000000.0,-69000000.0,-13000000.0,2920000000.0,839000000.0,1697000000.0,0.0,2193000000.0,53000000.0,2524000000.0,3354000000.0,323000000.0,-0.22,,10650000000.0,340000000.0,-62000000.0,-58000000.0,471000000.0,-1451000000.0,14004000000.0,264091000.0,,,
2009-09-30,40000000.0,0.0,-52000000.0,-21000000.0,134000000.0,1901000000.0,0.0,-2627000000.0,226000000.0,2716000000.0,-42000000.0,691000000.0,547000000.0,-11000000.0,1988000000.0,-5000000.0,0.0,122000000.0,,-84000000.0,19958000000.0,,5592000000.0,495000000.0,0.01,2037000000.0,2037000000.0,763000000.0,100000000.0,664000000.0,-1232000000.0,37000000.0,1885000000.0,6000000.0,-663000000.0,135000000.0,77000000.0,2549000000.0,121000000.0,183000000.0,2576000000.0,,4000000.0,16996000000.0,66000000.0,3125000000.0,4615000000.0,-6000000.0,0.0,14366000000.0,278429000.0,,3042000000.0,329000000.0,-12000000.0,2962000000.0,926000000.0,1703000000.0,2428000000.0,2205000000.0,86000000.0,44000000.0,3624000000.0,293000000.0,0.01,,3353000000.0,348000000.0,6000000.0,4000000.0,1294000000.0,-640000000.0,13871000000.0,278429000.0,,,
2009-12-31,79000000.0,0.0,-73000000.0,-1862000000.0,134000000.0,1905000000.0,-552000000.0,-2666000000.0,136000000.0,2273000000.0,-114000000.0,-684000000.0,477000000.0,-5000000.0,1968000000.0,-65000000.0,0.0,138000000.0,,31000000.0,18940000000.0,,5495000000.0,404000000.0,,1892000000.0,1892000000.0,-2858000000.0,112000000.0,569000000.0,-1321000000.0,35000000.0,2576000000.0,,-392000000.0,126000000.0,122000000.0,2813000000.0,493000000.0,698000000.0,1892000000.0,,-63000000.0,16114000000.0,449000000.0,2868000000.0,4634000000.0,-5000000.0,0.0,13445000000.0,,,2973000000.0,319000000.0,-127000000.0,2826000000.0,894000000.0,1622000000.0,2320000000.0,2027000000.0,3992000000.0,371000000.0,9117000000.0,435000000.0,,,3993000000.0,310000000.0,-60000000.0,-63000000.0,1644000000.0,-1582000000.0,13246000000.0,,,,
2010-03-31,36000000.0,,-38000000.0,-921000000.0,124000000.0,10151000000.0,0.0,-2693000000.0,105000000.0,2475000000.0,-12000000.0,-383000000.0,-89000000.0,15000000.0,1940000000.0,11000000.0,,2595000000.0,,-76000000.0,18110000000.0,,12091000000.0,-127000000.0,-0.03,1430000000.0,1430000000.0,778000000.0,90000000.0,747000000.0,-1313000000.0,35000000.0,1892000000.0,,-145000000.0,137000000.0,59000000.0,2210000000.0,96000000.0,639000000.0,1509000000.0,,-8000000.0,15269000000.0,102000000.0,2719000000.0,4633000000.0,-5000000.0,,6019000000.0,273174000.0,,2960000000.0,-277000000.0,-13000000.0,2841000000.0,959000000.0,1612000000.0,2114000000.0,1848000000.0,12000000.0,37000000.0,3422000000.0,-211000000.0,-0.03,,9128000000.0,37000000.0,-4000000.0,-8000000.0,1155000000.0,-936000000.0,12550000000.0,273174000.0,,,
