date,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyCommonStockIssuance,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
1998-09-30,85300000.0,-4200000.0,2664200000.0,43100000.0,43100000,383800000.0,119722222.0,192500000.0,231800000.0,,295400000.0,2600000.0,,,1669900000.0,729000000.0,151200000.0,2900000.0,32500000.0,-28900000.0,32500000.0,,1013500000.0,36700000.0,0.35,,34000000.0,383800000.0,,3559900000.0,557500000.0,4837200000.0,43100000.0,,21400000.0,4355000000.0,0.0,,6645100000.0,123142857.0,-85100000.0,189900000.0,-7300000.0,-6900000.0,,66700000.0,-2500000.0,,1277300000.0,-22500000.0,160200000,,-86400000.0,32500000.0,356600000.0,-36600000.0,452400000.0,57700000.0,,795700000.0,,482200000.0,,,,3731700000.0,64600000.0,0.36,21500000.0,713600000.0,747800000,95800000,-63900000.0,-3100000.0,-2913400000.0,,
1998-12-31,107500000.0,28400000.0,2710600000.0,60600000.0,60600000,100000.0,,185700000.0,293800000.0,,219500000.0,1000000.0,,,1668000000.0,765400000.0,164800000.0,200000.0,60800000.0,-28200000.0,60800000.0,,1012900000.0,32500000.0,,,35200000.0,417800000.0,,3694800000.0,565900000.0,4986500000.0,60600000.0,,37900000.0,4379600000.0,0.0,,6716800000.0,,-22000000.0,251400000.0,-50400000.0,27700000.0,,87500000.0,-700000.0,,1291700000.0,5900000.0,192700000,,-61500000.0,60800000.0,406300000.0,-10900000.0,533800000.0,71100000.0,,886100000.0,,606900000.0,,,,3748700000.0,92200000.0,,31600000.0,744300000.0,753300000,127500000,-69600000.0,-17700000.0,-2968100000.0,,
1999-03-31,287200000.0,3600000.0,3364000000.0,76600000.0,76600000,289100000.0,123548387.0,325600000.0,412200000.0,,460000000.0,652100000.0,,,1967400000.0,1050500000.0,138200000.0,7100000.0,64500000.0,-30000000.0,64500000.0,,1012900000.0,60800000.0,0.62,,38800000.0,289100000.0,,4367800000.0,641100000.0,6226400000.0,76600000.0,,229100000.0,5564500000.0,0.0,,8105600000.0,123548387.0,-107700000.0,255000000.0,151700000.0,-26900000.0,,47000000.0,100000.0,,1513600000.0,-16200000.0,228800000,,-611200000.0,64500000.0,275600000.0,51600000.0,431500000.0,94100000.0,,902900000.0,,661900000.0,,,,4842800000.0,121500000.0,0.62,44900000.0,788600000.0,891500000,155900000,-58100000.0,327600000.0,-3262800000.0,,
1999-06-30,24000000.0,-14600000.0,3283900000.0,22900000.0,22900000,100000.0,127222222.0,230400000.0,345400000.0,,309100000.0,6100000.0,,,1844400000.0,1086600000.0,172200000.0,800000.0,49800000.0,-31800000.0,49800000.0,,1011700000.0,64500000.0,0.18,,42400000.0,657400000.0,,4547000000.0,783100000.0,6401900000.0,22900000.0,,-54000000.0,5791800000.0,200000.0,,8203500000.0,127222222.0,-2200000.0,243500000.0,-58000000.0,-3900000.0,,42700000.0,2300000.0,,1509900000.0,-26500000.0,159100000,,-256000000.0,49800000.0,289900000.0,-21300000.0,371500000.0,61500000.0,,1164300000.0,,610100000.0,,,,4885300000.0,34600000.0,0.18,11700000.0,779100000.0,680600000,81600000,-78000000.0,217400000.0,-3318200000.0,,
1999-09-30,48700000.0,-26100000.0,3281300000.0,28000000.0,28000000,738800000.0,127272727.0,242100000.0,363300000.0,,308300000.0,1000000.0,,,1842400000.0,1076900000.0,208100000.0,-9900000.0,23700000.0,-31900000.0,23700000.0,,1011000000.0,49800000.0,0.22,,44500000.0,738800000.0,,4657400000.0,807700000.0,6507300000.0,28000000.0,,-43600000.0,5829000000.0,300000.0,,8283800000.0,127272727.0,-1000000.0,265300000.0,-55800000.0,4000000.0,,83200000.0,1800000.0,,1504900000.0,-31000000.0,179500000,,-122400000.0,23700000.0,278200000.0,-38800000.0,379700000.0,71600000.0,,1279100000.0,,678300000.0,,,,4899600000.0,41800000.0,0.22,13800000.0,775000000.0,688000000,101500000,-92300000.0,47600000.0,-3384200000.0,,
1999-12-31,93100000.0,19800000.0,3428500000.0,32900000.0,32900000,853000000.0,,308800000.0,397600000.0,,573700000.0,-334300000.0,,,1975200000.0,1091100000.0,160300000.0,-24200000.0,43500000.0,-31900000.0,43500000.0,,1010500000.0,23700000.0,,,40900000.0,853000000.0,,5342100000.0,704600000.0,6835200000.0,32900000.0,,-757700000.0,6063600000.0,334700000.0,,8674700000.0,,-18000000.0,277400000.0,-31000000.0,18900000.0,,170200000.0,6300000.0,,1493100000.0,12700000.0,205400000,,-120800000.0,43500000.0,188100000.0,55400000.0,310600000.0,51600000.0,,1473700000.0,,771600000.0,,,,5230400000.0,52900000.0,,20000000.0,774400000.0,884300000,122500000,-850800000.0,47500000.0,-3444300000.0,,
2000-03-31,235439000.0,34618000.0,3402340000.0,79616000.0,79616000,813062000.0,124304000.0,496259000.0,462430000.0,,584638000.0,1475000.0,,,1927408000.0,1083114000.0,144688000.0,3277000.0,78151000.0,-33305000.0,78151000.0,,1007341000.0,43533000.0,0.62,,49644000.0,813062000.0,,5451895000.0,696004000.0,6955567000.0,79616000.0,,183959000.0,6040296000.0,114000.0,,8774808000.0,124304000.0,-37672000.0,268054000.0,81572000.0,-23384000.0,,230002000.0,-6321000.0,,1503672000.0,-7673000.0,263387000,,-43563000.0,78151000.0,304003000.0,20044000.0,482911000.0,11873000.0,,1611519000.0,,915271000.0,,,,5207498000.0,127500000.0,0.64,47884000.0,819589000.0,1067549000,178908000,-51480000.0,-157258000.0,-3567310000.0,,
2000-06-30,-4926000.0,-27246000.0,3398541000.0,23413000.0,23413000,944677000.0,120570000.0,564160000.0,479450000.0,,529701000.0,4204000.0,,,1915820000.0,1074048000.0,193466000.0,2510000.0,50905000.0,-32699000.0,50905000.0,,1007041000.0,78151000.0,0.18,,50541000.0,944677000.0,,5727005000.0,727944000.0,7193675000.0,23413000.0,,-78682000.0,6080594000.0,99000.0,,8780270000.0,120570000.0,-31650000.0,349860000.0,-67966000.0,-9970000.0,,389260000.0,-4892000.0,,1466670000.0,-8437000.0,173937000,,-82201000.0,50905000.0,303923000.0,-47611000.0,393270000.0,-29969000.0,,1892337000.0,,1113081000.0,,,,5218464000.0,36316000.0,0.19,12903000.0,809543000.0,922971000,89347000,-73756000.0,59881000.0,-3561806000.0,,
2000-09-30,-965000.0,124000.0,3194500000.0,52000000.0,52000000,838028000.0,120559039.0,727847000.0,425216000.0,,598225000.0,2612000.0,,,1737291000.0,1021139000.0,281201000.0,54074000.0,51029000.0,-32725000.0,51029000.0,,1006741000.0,50905000.0,0.42,,50161000.0,838028000.0,,5596291000.0,762755000.0,7084167000.0,52000000.0,,-75934000.0,5739448000.0,73000.0,,8594808000.0,120559039.0,-360000.0,368020000.0,-50070000.0,1466000.0,,587273000.0,-3511000.0,,1487876000.0,1823000.0,191420000,,165369000.0,51029000.0,300001000.0,-99611000.0,407321000.0,-22379000.0,,1967574000.0,,1344719000.0,,,,4901510000.0,104005000.0,0.43,52005000.0,828062000.0,1005546000,107320000,-74969000.0,-164280000.0,-3693298000.0,,
2000-12-31,-236448000.0,144004000.0,8796200000.0,1871000.0,-7929000,2561500000.0,,3213800000.0,1513700000.0,,,2033809000.0,,,5802700000.0,1920500000.0,802900000.0,-17761000.0,193000000.0,-33071000.0,193000000.0,,134700000.0,51029000.0,,,158196000.0,2561500000.0,,16148900000.0,1261200000.0,19696800000.0,1871000.0,,-401843000.0,14779200000.0,-286000.0,,16855200000.0,,-3118000.0,1117100000.0,-444136000.0,66588000.0,,2408000000.0,-1700000.0,,3547900000.0,23487000.0,313256000,,-5515305000.0,193000000.0,4554973000.0,140178000.0,4747198000.0,,,6893400000.0,,4917600000.0,,,,9546700000.0,9379000.0,,17308000.0,829800000.0,3034634000,192225000,-165395000.0,5895757000.0,-7308500000.0,,
2001-03-31,411700000.0,-81200000.0,8980900000.0,188800000.0,184200000,2266500000.0,205000000.0,2336300000.0,2492800000.0,,,5100000.0,,,5799400000.0,1978300000.0,212100000.0,4500000.0,111800000.0,-59300000.0,111800000.0,,134800000.0,193000000.0,0.9,,163200000.0,2266500000.0,,14843900000.0,1272700000.0,18495300000.0,188800000.0,,289600000.0,14847100000.0,0.0,,16955100000.0,209400000.0,,741800000.0,142400000.0,-64000000.0,,831500000.0,10100000.0,,3651400000.0,-11100000.0,633400000,,-133200000.0,111800000.0,3325900000.0,194700000.0,3798100000.0,,,5406000000.0,,3648200000.0,,,,9513800000.0,306500000.0,0.92,122300000.0,898700000.0,3798100000,472200000,-122100000.0,-359700000.0,-7441300000.0,,
2001-06-30,120500000.0,29700000.0,9232900000.0,-8000000.0,-6300000,2034600000.0,205300000.0,1788100000.0,1489600000.0,,,8400000.0,,,6125800000.0,1956900000.0,290900000.0,4900000.0,142700000.0,-60900000.0,142700000.0,,134500000.0,111800000.0,-0.04,,149300000.0,2034600000.0,,14063200000.0,1364700000.0,17695200000.0,-8000000.0,,47100000.0,14925400000.0,0.0,,16929600000.0,205300000.0,,492000000.0,175800000.0,-35400000.0,,846600000.0,49000000.0,,3632000000.0,26400000.0,303000000,,-47000000.0,141500000.0,1726800000.0,-78800000.0,1874800000.0,,,4375500000.0,,2769800000.0,,,,9385100000.0,-1500000.0,-0.04,4800000.0,830600000.0,1874800000,148000000,-73400000.0,-43800000.0,-7544500000.0,,
2001-09-30,161300000.0,-23800000.0,8983600000.0,-20100000.0,-19700000,1951000000.0,205400000.0,1794300000.0,786700000.0,,,,,,6112800000.0,1848900000.0,602900000.0,-10600000.0,117700000.0,-52600000.0,117700000.0,,132200000.0,141500000.0,-0.1,,146100000.0,1951000000.0,,13777900000.0,1111500000.0,17322000000.0,-20100000.0,,-33300000.0,14687600000.0,0.0,,17116900000.0,205400000.0,-300000.0,531700000.0,-234800000.0,10700000.0,,1127100000.0,3411900000.0,,3544100000.0,-6600000.0,326000000,,-22300000.0,117700000.0,1610000000.0,-312000000.0,1756400000.0,,,4341700000.0,,2634400000.0,,,,9448700000.0,-15400000.0,-0.1,4300000.0,,1756400000,146400000,-194600000.0,-162800000.0,-7668200000.0,,
2001-12-31,349100000.0,10200000.0,8637300000.0,55500000.0,53900000,2252500000.0,,1827700000.0,1134600000.0,,,,,,5780800000.0,1831500000.0,231900000.0,15000000.0,127900000.0,-66200000.0,127900000.0,,90700000.0,117700000.0,,,139000000.0,2252500000.0,,13816100000.0,1083800000.0,17374100000.0,55500000.0,,71100000.0,14807400000.0,0.0,,17245700000.0,,-500000.0,646600000.0,611900000.0,45600000.0,,1072300000.0,63000000.0,,3558000000.0,-15700000.0,418200000,,-244700000.0,127900000.0,1787200000.0,122800000.0,2029400000.0,,,4728600000.0,,2566700000.0,,,,9554700000.0,105600000.0,,51700000.0,792700000.0,2029400000,242200000,-278000000.0,-94200000.0,-7691000000.0,,
2002-03-31,800100000.0,-58000000.0,8651000000.0,242200000.0,242000000,1116800000.0,205500000.0,2270700000.0,1036000000.0,,,,,,5749300000.0,1879700000.0,202200000.0,26000000.0,69900000.0,-60200000.0,69900000.0,,88600000.0,127900000.0,1.16,,128200000.0,1116800000.0,,13001000000.0,1137900000.0,16670900000.0,242200000.0,,709800000.0,14725100000.0,0.0,,17299900000.0,208200000.0,,452600000.0,389400000.0,17700000.0,,637700000.0,2606600000.0,,3669900000.0,0.0,644800000,,-52400000.0,69900000.0,1711400000.0,288100000.0,2206400000.0,,,3902000000.0,,1945800000.0,,,,9466600000.0,385900000.0,1.18,143900000.0,974700000.0,2206400000,495000000,-90300000.0,-805700000.0,-7833300000.0,,
2002-06-30,76000000.0,-15100000.0,9028600000.0,25000000.0,20700000,1693500000.0,205600000.0,1470100000.0,556500000.0,,,,,,5930500000.0,1975900000.0,295700000.0,3200000.0,54800000.0,-60100000.0,54800000.0,,86100000.0,69900000.0,0.12,,123700000.0,1693500000.0,,13091400000.0,997500000.0,16757200000.0,25000000.0,,-83500000.0,15173100000.0,400000.0,,17899800000.0,208200000.0,,391400000.0,-18200000.0,26800000.0,,677100000.0,3579700000.0,,3665800000.0,0.0,293900000,,228600000.0,54800000.0,1213300000.0,-168600000.0,1375600000.0,,,3617000000.0,,1584100000.0,,,,10073600000.0,34800000.0,0.12,14100000.0,,1375600000,162300000,-159500000.0,-319700000.0,-7826200000.0,,
2002-09-30,24400000.0,10100000.0,8756000000.0,23200000.0,23200000,2025300000.0,205700000.0,1579900000.0,478700000.0,,,1200000.0,,,5792900000.0,1915500000.0,681600000.0,5900000.0,64900000.0,-60300000.0,64900000.0,,85500000.0,54800000.0,0.11,,139900000.0,2025300000.0,,13198600000.0,894600000.0,16627100000.0,23200000.0,,-99500000.0,14996200000.0,0.0,,19121600000.0,208100000.0,0.0,331900000.0,-185600000.0,36200000.0,,405700000.0,3343000000.0,,3428500000.0,0.0,323500000,,-117100000.0,64900000.0,887700000.0,-212400000.0,1066100000.0,,,3999100000.0,,1630900000.0,,,,10085800000.0,37400000.0,0.11,14200000.0,,1066100000,178400000,-123900000.0,102800000.0,-9035800000.0,,
2002-12-31,271900000.0,-800000.0,8018400000.0,82100000.0,139800000,2145700000.0,,1509000000.0,580100000.0,,,730800000.0,,,5018000000.0,1958000000.0,510100000.0,-4500000.0,54300000.0,-60900000.0,54300000.0,,87400000.0,64900000.0,,,134300000.0,2145700000.0,,12637100000.0,883600000.0,16896900000.0,82100000.0,,23700000.0,15028400000.0,0.0,,18188900000.0,,-51100000.0,521600000.0,-20000000.0,33400000.0,,418800000.0,-141100000.0,,4259800000.0,0.0,492400000,,-261800000.0,54300000.0,1504400000.0,159700000.0,1844200000.0,,,4177400000.0,,1868500000.0,,,,10068000000.0,201500000.0,,61700000.0,930900000.0,1844200000,339800000,-248200000.0,-10900000.0,-8120900000.0,,
2003-03-31,597500000.0,15200000.0,8345900000.0,254900000.0,266100000,1376200000.0,253800000.0,1923600000.0,1287000000.0,,,345200000.0,,,5294300000.0,1977200000.0,333900000.0,69000000.0,69600000.0,-72000000.0,69600000.0,,84900000.0,54300000.0,0.99,,126000000.0,1376200000.0,,12533000000.0,1002200000.0,17252400000.0,254900000.0,,492800000.0,14994600000.0,0.0,,18296300000.0,256200000.0,-345000000.0,715900000.0,233900000.0,23100000.0,,337800000.0,4634500000.0,,4719400000.0,0.0,631000000,,-8900000.0,69500000.0,2096600000.0,194800000.0,2579300000.0,,,4093000000.0,,2257800000.0,,,,10049300000.0,423100000.0,1.0,157000000.0,,2579300000,482700000,-104700000.0,-573400000.0,-8247000000.0,,
2003-06-30,-161000000.0,-35800000.0,8341300000.0,-324900000.0,39300000,1786200000.0,261300000.0,1396400000.0,542100000.0,,,3700000.0,,,5041700000.0,1669800000.0,327800000.0,4600000.0,34700000.0,-75900000.0,34700000.0,,84900000.0,69500000.0,-1.24,,114900000.0,1786200000.0,,12179900000.0,2274600000.0,16522100000.0,-324900000.0,,-294100000.0,14864300000.0,0.0,,16750500000.0,263100000.0,-1000000.0,486600000.0,-204200000.0,-7400000.0,,627900000.0,4257300000.0,,4342200000.0,0.0,300900000,,-129000000.0,34700000.0,967200000.0,-162800000.0,1143200000.0,,,3746800000.0,,1657800000.0,,,,8706800000.0,65700000.0,-1.24,26400000.0,,1143200000,176000000,-133100000.0,254200000.0,-8043700000.0,,
2003-09-30,-112400000.0,19300000.0,8082500000.0,15400000.0,23500000,1317300000.0,261400000.0,1328000000.0,370700000.0,,,1900000.0,,,5513300000.0,1686300000.0,661700000.0,2400000.0,71000000.0,-76000000.0,71000000.0,,81100000.0,34700000.0,0.06,,113600000.0,1317300000.0,,11369300000.0,1237400000.0,15704100000.0,15400000.0,,-240500000.0,13828000000.0,0.0,,16853100000.0,263400000.0,-800000.0,397500000.0,-274300000.0,-20500000.0,,646200000.0,4253700000.0,,4334800000.0,0.0,276600000,,209700000.0,29800000.0,749400000.0,-333900000.0,898300000.0,,,3104800000.0,,1876100000.0,,,,8731700000.0,36600000.0,0.06,13100000.0,,898300000,148900000,-128100000.0,-78000000.0,-8121400000.0,,
2003-12-31,148800000.0,-2500000.0,8368900000.0,140300000.0,140600000,803800000.0,,1306800000.0,511100000.0,,,3900000.0,,,5993400000.0,1683200000.0,100500000.0,27800000.0,27300000.0,-60100000.0,27300000.0,,83700000.0,29800000.0,,,117700000.0,803800000.0,,12126800000.0,877000000.0,16623800000.0,140300000.0,,-59900000.0,14560900000.0,0.0,,9714200000.0,,-1900000.0,496600000.0,-151800000.0,82700000.0,,994600000.0,-74600000.0,,4497000000.0,-17600000.0,430300000,,-77500000.0,27300000.0,1388200000.0,135000000.0,1682600000.0,,,2609000000.0,,2062900000.0,,,,9304900000.0,207900000.0,,67300000.0,731300000.0,1682600000,294400000,-208700000.0,-73800000.0,-409300000.0,,
2004-03-31,772400000.0,17200000.0,8352600000.0,213500000.0,216500000,339700000.0,262300000.0,1520800000.0,731000000.0,,,7300000.0,,,5945100000.0,1697600000.0,102000000.0,1500000.0,44500000.0,-61200000.0,44500000.0,,81100000.0,27300000.0,0.81,,102700000.0,339700000.0,,11867900000.0,909800000.0,16475400000.0,213500000.0,,662100000.0,14642800000.0,0.0,,16519900000.0,264300000.0,-3700000.0,426200000.0,452200000.0,-13400000.0,,724600000.0,,,4607500000.0,-3200000.0,568700000,,-113500000.0,44500000.0,2029900000.0,498600000.0,2473200000.0,,,2348400000.0,,1832600000.0,,,,9357000000.0,342100000.0,0.81,125600000.0,,2473200000,443300000,-110300000.0,-641700000.0,-7162900000.0,,
2004-06-30,320600000.0,-28100000.0,7966400000.0,34600000.0,35300000,509600000.0,262500000.0,1228200000.0,311100000.0,,,1400000.0,,,5573100000.0,1695200000.0,333100000.0,300000.0,16400000.0,-60600000.0,16400000.0,,81100000.0,44500000.0,0.13,,99600000.0,509600000.0,,11421300000.0,879200000.0,16003200000.0,34600000.0,,193200000.0,14613800000.0,0.0,,16504300000.0,264500000.0,0.0,482800000.0,129600000.0,1500000.0,,608000000.0,4500800000.0,,4581900000.0,-3300000.0,299200000,,-129100000.0,16400000.0,1087200000.0,-301900000.0,1245000000.0,,,2282300000.0,,1389400000.0,,,,9357700000.0,57400000.0,0.13,22100000.0,,1245000000,157800000,-127400000.0,-219600000.0,-7146600000.0,,
2004-09-30,-278600000.0,24000000.0,8036800000.0,28800000.0,21500000,1046400000.0,262700000.0,1181800000.0,318300000.0,,,2400000.0,,,5589200000.0,1719700000.0,653500000.0,1600000.0,40400000.0,-60700000.0,40400000.0,,81100000.0,16400000.0,0.11,,100000000.0,1046400000.0,,11878400000.0,932800000.0,16462800000.0,28800000.0,,-423200000.0,14701400000.0,0.0,,16582500000.0,264600000.0,-1200000.0,295100000.0,-439400000.0,6000000.0,,672600000.0,4503300000.0,,4584400000.0,800000.0,260600000,,-139500000.0,40400000.0,852100000.0,-320400000.0,979800000.0,2500000.0,,2585000000.0,,1761400000.0,,,,9378900000.0,28200000.0,0.11,6700000.0,,979800000,127700000,-144600000.0,442100000.0,-7203600000.0,,
2004-12-31,208400000.0,-10300000.0,7270600000.0,159400000.0,156900000,1607500000.0,,1345200000.0,536700000.0,,,149700000.0,,,4835900000.0,1744300000.0,100000000.0,6000000.0,30100000.0,-60600000.0,30100000.0,,83800000.0,40400000.0,,,106000000.0,1607500000.0,,12119800000.0,920700000.0,16988000000.0,159400000.0,,73700000.0,14702400000.0,0.0,,16632300000.0,,800000.0,648400000.0,-142800000.0,103400000.0,,1266100000.0,-65000000.0,,4868200000.0,-3500000.0,471700000,,-137000000.0,30100000.0,1628100000.0,100600000.0,1968200000.0,-59200000.0,,3602200000.0,,2285600000.0,,,,9384700000.0,243400000.0,,86500000.0,925400000.0,1968200000,340100000,-134700000.0,-81700000.0,-7247600000.0,,
2005-03-31,1021600000.0,558500000.0,7269100000.0,206300000.0,208700000,1299600000.0,270300000.0,1679800000.0,610000000.0,,,18700000.0,,,4809700000.0,1771900000.0,173800000.0,-2400000.0,588000000.0,-62300000.0,588000000.0,,83800000.0,29500000.0,0.76,,104000000.0,1299600000.0,,12079600000.0,952900000.0,17103700000.0,206300000.0,,917500000.0,14699400000.0,0.0,,16698400000.0,272100000.0,-1400000.0,502300000.0,743300000.0,-29800000.0,,749700000.0,-10400000.0,,5024100000.0,-11900000.0,578600000,,-110200000.0,588000000.0,2244300000.0,615500000.0,2681500000.0,,,3545300000.0,,2404300000.0,,,,9357500000.0,332100000.0,0.76,123400000.0,1006800000.0,2681500000,437200000,-104100000.0,-352900000.0,-7340900000.0,,
2005-06-30,-83900000.0,-329800000.0,7200300000.0,39000000.0,7900000,1260100000.0,271200000.0,1288500000.0,474300000.0,,,13400000.0,,,4807300000.0,1698600000.0,405700000.0,3600000.0,258200000.0,-62600000.0,258200000.0,,83800000.0,588000000.0,0.14,,101700000.0,1260100000.0,,11482900000.0,978100000.0,16458900000.0,39000000.0,,-222900000.0,14728400000.0,0.0,,16790100000.0,273100000.0,-200000.0,390900000.0,-206100000.0,-51800000.0,,592300000.0,-49800000.0,,4976000000.0,21600000.0,263900000,,-115800000.0,258200000.0,1235800000.0,-373800000.0,1355200000.0,,,3003200000.0,,1730500000.0,,,,9374100000.0,20200000.0,0.15,12300000.0,983200000.0,1355200000,119400000,-139000000.0,-130100000.0,-7416000000.0,,
2005-09-30,-180800000.0,674300000.0,7292100000.0,-6800000.0,-5800000,2212900000.0,271700000.0,1542200000.0,438600000.0,,,7200000.0,,,4778800000.0,1757800000.0,1038700000.0,3300000.0,932500000.0,-62700000.0,932500000.0,,83800000.0,258200000.0,-0.03,,107100000.0,2212900000.0,,12994500000.0,986000000.0,17982100000.0,-6800000.0,,-344600000.0,14769000000.0,0.0,,16921600000.0,273700000.0,-100000.0,535200000.0,-245900000.0,24800000.0,,803300000.0,21700000.0,,4987600000.0,109400000.0,236100000,,-54400000.0,932500000.0,1070600000.0,-454300000.0,1163800000.0,,,4354100000.0,,3213100000.0,,,,9425800000.0,-11600000.0,-0.03,-5800000.0,913600000.0,1163800000,93200000,-163800000.0,909500000.0,-7495800000.0,,
2005-12-31,-44600000.0,-863100000.0,7835100000.0,68000000.0,72800000,1338700000.0,,1636700000.0,1254600000.0,,,700000.0,,,5271200000.0,1661800000.0,623800000.0,-123200000.0,69400000.0,-62700000.0,69400000.0,,83800000.0,932500000.0,,,112400000.0,1338700000.0,,12944400000.0,1003000000.0,17958500000.0,68000000.0,,-228100000.0,14897800000.0,-14200000.0,,17111100000.0,,100000.0,866700000.0,-473300000.0,40100000.0,,1112900000.0,-9200000.0,,5014100000.0,-108300000.0,462300000,,-291700000.0,69400000.0,2373900000.0,141500000.0,2698600000.0,,,3843200000.0,,3060700000.0,,,,9554300000.0,92300000.0,,19500000.0,981600000.0,2698600000,324700000,-183500000.0,-526800000.0,-7556800000.0,,
2006-03-31,726300000.0,14000000.0,7754500000.0,173900000.0,172800000,821900000.0,272300000.0,2084300000.0,1161800000.0,,,1000000.0,,,5229600000.0,1610600000.0,283500000.0,-3400000.0,141300000.0,-62700000.0,141300000.0,,83800000.0,69400000.0,0.63,,95800000.0,821900000.0,,12556000000.0,972900000.0,17561600000.0,172900000.0,,604700000.0,14818500000.0,0.0,,17134400000.0,273100000.0,-5900000.0,538700000.0,473300000.0,-40500000.0,,1156500000.0,-77900000.0,,5005600000.0,-7800000.0,507400000,,-125500000.0,83400000.0,2604300000.0,442100000.0,2972800000.0,,,3508700000.0,,2743100000.0,,,,9497200000.0,269300000.0,0.63,96500000.0,1029100000.0,2972800000,368500000,-121600000.0,-586800000.0,-7637200000.0,,
2006-06-30,294400000.0,-25500000.0,7676600000.0,21000000.0,21500000,861800000.0,272400000.0,1983000000.0,472100000.0,,,1100000.0,,,5163500000.0,1563400000.0,458500000.0,-2700000.0,129600000.0,-63700000.0,129600000.0,,2700000.0,83400000.0,0.08,,93300000.0,861800000.0,,12217000000.0,939300000.0,17088700000.0,21000000.0,,148400000.0,14799700000.0,0.0,,17212600000.0,273200000.0,-81100000.0,329800000.0,195300000.0,-67800000.0,,1228800000.0,-91200000.0,,4871700000.0,-32600000.0,270800000,,-174900000.0,57900000.0,1181000000.0,-182500000.0,1311900000.0,,,3237400000.0,,2289000000.0,,,,9502000000.0,34900000.0,0.08,13400000.0,987400000.0,1311900000,130900000,-146000000.0,-145000000.0,-7710600000.0,,
2006-09-30,-155400000.0,-35100000.0,7608700000.0,25800000.0,25900000,1322800000.0,272500000.0,1741800000.0,478300000.0,,,3500000.0,,,5173400000.0,1548800000.0,821300000.0,-800000.0,225800000.0,-62800000.0,225800000.0,,2700000.0,57900000.0,0.1,,96200000.0,1322800000.0,,12511300000.0,899100000.0,17316700000.0,25800000.0,,-286100000.0,14793900000.0,0.0,,17340000000.0,273300000.0,-100000.0,461000000.0,-329700000.0,-21100000.0,,997400000.0,-106300000.0,,4805400000.0,-138900000.0,274800000,,-260000000.0,22800000.0,1020100000.0,-449300000.0,1156500000.0,-6300000.0,,3588400000.0,,2522800000.0,,,,9551600000.0,39400000.0,0.1,13500000.0,950400000.0,1156500000,136400000,-130700000.0,380300000.0,-7788400000.0,,
