date,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalAssets,quarterlyBasicEPS,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyInventory,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,quarterlyGoodwill
1999-03-31,900000.0,,-1600000.0,26700000.0,26400000.0,37500000.0,,,4482759.0,42400000,5900000,375800000.0,0.58,349400000.0,2600000.0,296100000.0,6900000.0,,4482759.0,2700000,2700000.0,2600000.0,79700000.0,22900000.0,-3000000.0,7100000.0,18200000.0,-5800000.0,0.0,19500000.0,2300000.0,3300000.0,,700000.0,13600000.0,42500000.0,85100000.0,3300000.0,3300000.0,,0.58,,1400000.0,4100000.0,146700000.0,4100000.0,41700000.0,-2800000.0,1800000.0,-4600000.0,5500000.0,,0.0,40200000.0,-63900000.0,9700000.0,-700000.0,,210600000.0,,-400000.0,12400000.0,,6500000.0,,-200000.0,2700000.0,8800000,,,,,,,,,
1999-06-30,2600000.0,,-1700000.0,22200000.0,24400000.0,37400000.0,,,4687500.0,42800000,4100000,371700000.0,0.32,347300000.0,1500000.0,291900000.0,-400000.0,,4687500.0,1600000,1600000.0,5500000.0,79800000.0,26000000.0,-300000.0,4500000.0,15400000.0,1800000.0,-100000.0,16800000.0,2200000.0,1300000.0,,100000.0,12700000.0,43200000.0,85100000.0,1300000.0,1300000.0,,0.32,,600000.0,2200000.0,150500000.0,3300000.0,41900000.0,-3200000.0,1800000.0,-6700000.0,2000000.0,,0.0,35000000.0,-66000000.0,2800000.0,-2100000.0,,216500000.0,,600000.0,13700000.0,,-2000000.0,,100000.0,-1100000.0,6900000,,,,,,,,,
1999-09-30,5500000.0,,-1700000.0,25900000.0,27400000.0,37400000.0,,,4571429.0,42700000,4100000,375300000.0,0.35,347900000.0,1600000.0,295300000.0,1200000.0,,4571429.0,1700000,1700000.0,5900000.0,80000000.0,26600000.0,0.0,4700000.0,15500000.0,-5900000.0,100000.0,16100000.0,2800000.0,3200000.0,,-700000.0,12000000.0,43300000.0,85000000.0,3200000.0,3200000.0,,0.35,,800000.0,2500000.0,152200000.0,1300000.0,42100000.0,-5900000.0,1700000.0,700000.0,4500000.0,,0.0,34000000.0,-67400000.0,7100000.0,1900000.0,,219600000.0,,300000.0,14800000.0,0.0,-500000.0,,100000.0,200000.0,6600000,,,,,,,,,
1999-12-31,-3000000.0,,-1700000.0,34900000.0,26400000.0,38100000.0,,,,44600000,5300000,363500000.0,,337100000.0,2200000.0,281000000.0,-4800000.0,,,2300000,2300000.0,4500000.0,82500000.0,26700000.0,-1700000.0,5600000.0,16600000.0,-5200000.0,-100000.0,17900000.0,2500000.0,2800000.0,,400000.0,12600000.0,42600000.0,85000000.0,2800000.0,2800000.0,,,,1200000.0,3500000.0,153400000.0,3200000.0,44200000.0,-3500000.0,1700000.0,6200000.0,12600000.0,,100000.0,40200000.0,-153400000.0,-1300000.0,-300000.0,,306800000.0,,-400000.0,16500000.0,0.0,-200000.0,,12600000.0,100000.0,8300000,,,,,,,,,
2000-03-31,-919000.0,,-1704000.0,39589000.0,23968000.0,,,,4714540.0,46317000,5826000,361911000.0,0.55,337943000.0,2597000.0,279931000.0,1209000.0,,4714540.0,2664000,2664000.0,743000.0,81980000.0,25853000.0,-226000.0,7238000.0,18421000.0,-4534000.0,-49000.0,20464000.0,2074000.0,2730000.0,,429000.0,14638000.0,42352000.0,81915000.0,2730000.0,2730000.0,,0.55,,1368000.0,4032000.0,155415000.0,2847000.0,3757000.0,-4308000.0,1745000.0,-1100000.0,16294000.0,,0.0,40590000.0,-68107000.0,5517000.0,-117000.0,,223522000.0,78223000.0,-99000.0,14222000.0,,880000.0,,16294000.0,160000.0,8817000,,,,,,,,,
2000-06-30,2368000.0,,-1690000.0,45495000.0,26361000.0,,,,4837500.0,42908000,3578000,365378000.0,0.25,339017000.0,1161000.0,283715000.0,7526000.0,,4720178.0,1227000,1227000.0,3764000.0,81663000.0,26785000.0,226000.0,9134000.0,17274000.0,-5547000.0,-84000.0,16123000.0,2321000.0,3002000.0,,-247000.0,12545000.0,42883000.0,81864000.0,3002000.0,3002000.0,,0.24,,548000.0,1775000.0,163923000.0,2730000.0,3690000.0,,1719000.0,2601000.0,20749000.0,,0.0,35295000.0,-68518000.0,3218000.0,272000.0,,232441000.0,77973000.0,529000.0,13771000.0,,-3878000.0,,20749000.0,162000.0,6550000,,,,,,,,,
2000-09-30,-706000.0,,-1691000.0,52161000.0,29165000.0,,,,4725989.0,44464000,3240000,370733000.0,0.23,341568000.0,1067000.0,289428000.0,-12381000.0,,4725989.0,1131000,1131000.0,6174000.0,81305000.0,28489000.0,-14870000.0,9916000.0,17593000.0,-6046000.0,-61000.0,15975000.0,3228000.0,2170000.0,,-907000.0,12735000.0,44534000.0,81811000.0,2170000.0,2170000.0,,0.23,,361000.0,1492000.0,160079000.0,3002000.0,3690000.0,,1687000.0,2725000.0,25259000.0,,0.0,43098000.0,-69831000.0,2489000.0,-832000.0,,229910000.0,77615000.0,1721000.0,15138000.0,0.0,-2473000.0,,25259000.0,162000.0,6105000,,,,,,,,,
2000-12-31,-4105000.0,,-1702000.0,64169000.0,37870000.0,38568000.0,,,,49252000,4805000,382967000.0,,345097000.0,2128000.0,299342000.0,-6049000.0,,,2194000,2194000.0,11899000.0,83625000.0,42645000.0,-2433000.0,8779000.0,20057000.0,-6122000.0,194000.0,6607000.0,2854000.0,3060000.0,,374000.0,1802000.0,45859000.0,81695000.0,3060000.0,3060000.0,,,,1136000.0,3330000.0,163289000.0,2170000.0,44681000.0,-3689000.0,1669000.0,9372000.0,36642000.0,,0.0,44338000.0,-71036000.0,-2360000.0,890000.0,,234325000.0,376000.0,1371000.0,18539000.0,-931000.0,-4810000.0,,36642000.0,155000.0,7843000,,,,,,,,,
2001-03-31,,,-1767000.0,58552000.0,38764000.0,,,,4737713.0,64490000,4734000,382819000.0,0.41,344055000.0,1939000.0,300451000.0,-694000.0,,4737713.0,2006000,2006000.0,9806000.0,82368000.0,40171000.0,-162000.0,9790000.0,25542000.0,-6156000.0,-46000.0,24319000.0,2026000.0,1390000.0,,828000.0,19585000.0,44133000.0,93640000.0,1390000.0,1390000.0,,0.41,,1003000.0,3009000.0,156587000.0,3060000.0,3690000.0,-6336000.0,1679000.0,-1156000.0,25399000.0,,0.0,43658000.0,-68911000.0,5642000.0,-1670000.0,,225498000.0,78678000.0,1035000.0,21587000.0,,-742000.0,,25399000.0,138000.0,8100000,,,,,,,,,
2001-06-30,,,-1660000.0,42848000.0,33205000.0,,,,4743415.0,45619000,3894000,384609000.0,0.29,351404000.0,1388000.0,302131000.0,6407000.0,,4743415.0,1452000,1452000.0,3671000.0,82478000.0,29567000.0,162000.0,9456000.0,21535000.0,-3047000.0,-42000.0,16052000.0,2803000.0,5196000.0,,-777000.0,12158000.0,49854000.0,107568000.0,5196000.0,5196000.0,,0.29,,678000.0,2130000.0,166674000.0,1390000.0,3690000.0,-3209000.0,1722000.0,-2763000.0,10453000.0,,0.0,51215000.0,-74880000.0,9616000.0,3806000.0,,241554000.0,78788000.0,-247000.0,21120000.0,,5230000.0,,10453000.0,143000.0,7097000,,,,,,,,,
2001-09-30,,,-1736000.0,41515000.0,29637000.0,,,,4760744.0,49484000,3813000,375597000.0,-0.54,345960000.0,-2583000.0,297308000.0,1372000.0,,4746196.0,1418000,-2519000.0,1149000.0,78289000.0,33722000.0,-535000.0,11205000.0,22346000.0,-4660000.0,-54000.0,15762000.0,3476000.0,2666000.0,,-673000.0,11949000.0,48187000.0,107528000.0,2666000.0,2666000.0,,-0.54,,494000.0,1912000.0,170346000.0,5196000.0,3690000.0,-4125000.0,1847000.0,-3367000.0,9140000.0,,0.0,25082000.0,-76377000.0,5497000.0,-2530000.0,,246723000.0,74599000.0,288000.0,19386000.0,,4274000.0,,9140000.0,-47000.0,7286000,,,,,,,,,
2001-12-31,,,-1739000.0,47301000.0,31664000.0,,,,,47429000,2804000,376762000.0,,345098000.0,89000.0,298407000.0,-3767000.0,,,151000,151000.0,5651000.0,78355000.0,43314000.0,0.0,9096000.0,17133000.0,-5715000.0,142000.0,4115000.0,2804000.0,6076000.0,,,1311000.0,47113000.0,107470000.0,6076000.0,6076000.0,,,,1246000.0,1397000.0,178288000.0,2666000.0,3609000.0,-6220000.0,1549000.0,6672000.0,18012000.0,,0.0,17138000.0,-77210000.0,2453000.0,3410000.0,,255498000.0,74746000.0,-1683000.0,20084000.0,,2356000.0,,18012000.0,-5000.0,5529000,,,,,,,,,
2002-03-31,,,-1721000.0,46597000.0,23508000.0,,,,4760516.0,44289000,4715000,368096000.0,0.36,344588000.0,1695000.0,291224000.0,3273000.0,,4743696.0,1759000,1759000.0,-1022000.0,76872000.0,28858000.0,0.0,7628000.0,17709000.0,-3374000.0,-31000.0,15431000.0,1706000.0,5115000.0,,,10716000.0,45737000.0,104411000.0,5115000.0,5115000.0,,0.36,,1030000.0,2789000.0,179077000.0,6076000.0,3602000.0,-3374000.0,1895000.0,-4234000.0,18775000.0,,0.0,17545000.0,-79220000.0,6647000.0,-961000.0,,258297000.0,73270000.0,-2364000.0,18469000.0,-7000.0,3714000.0,,18775000.0,,8253000,,,,,,,,,
2002-06-30,,,-1699000.0,48356000.0,23017000.0,,,,4774047.0,45517000,4008000,368569000.0,0.27,345552000.0,1290000.0,291994000.0,-5876000.0,,4743696.0,1353000,1353000.0,1797000.0,76575000.0,30650000.0,1535000.0,6284000.0,15395000.0,-3847000.0,-60000.0,14867000.0,2182000.0,3643000.0,,,10859000.0,46434000.0,104350000.0,3643000.0,3643000.0,,0.27,,764000.0,2117000.0,181842000.0,5115000.0,3575000.0,-5382000.0,1831000.0,2869000.0,23597000.0,,0.0,17778000.0,-81187000.0,-494000.0,-1472000.0,,263029000.0,73000000.0,2395000.0,16750000.0,-27000.0,-3749000.0,,23597000.0,,7626000,,,,,,,,,
2002-09-30,-45000.0,,-1702000.0,56145000.0,28552000.0,,,,4768825.0,48007000,3767000,375290000.0,0.29,346738000.0,1378000.0,298935000.0,-4051000.0,,4768825.0,1441000,1441000.0,1258000.0,76355000.0,33150000.0,0.0,10324000.0,20583000.0,-5632000.0,-44000.0,14857000.0,2710000.0,4001000.0,,,11090000.0,46552000.0,104289000.0,4001000.0,4001000.0,,0.29,,457000.0,1898000.0,184604000.0,3643000.0,3574000.0,-5632000.0,1825000.0,4409000.0,29826000.0,,0.0,18478000.0,-81931000.0,1581000.0,358000.0,0.0,266535000.0,72781000.0,-58000.0,14234000.0,-1000.0,-3699000.0,,29826000.0,,7721000,,,,,,,,,
2002-12-31,,,-1709000.0,66040000.0,40424000.0,32140000.0,,,,50573000,3248000,480783000.0,,440359000.0,1472000.0,403111000.0,-4603000.0,,,1535000,1535000.0,11428000.0,77672000.0,21940000.0,0.0,11709000.0,19513000.0,-6437000.0,32000.0,28633000.0,2323000.0,7160000.0,,,25385000.0,47332000.0,104226000.0,7160000.0,7160000.0,,,,239000.0,1774000.0,188592000.0,4001000.0,44542000.0,-6437000.0,1506000.0,7762000.0,40033000.0,,0.0,7756000.0,-82587000.0,1834000.0,3159000.0,0.0,271179000.0,990000.0,883000.0,14221000.0,-258000.0,-8792000.0,,40033000.0,,7087000,,,,,,,,,
2003-03-31,,,-1703000.0,69988000.0,41071000.0,,,,4763229.0,64807000,5951000,494968000.0,0.52,453897000.0,2479000.0,418062000.0,929000.0,,4743696.0,2539000,2539000.0,13721000.0,76906000.0,45190000.0,-5000.0,9766000.0,22645000.0,-5974000.0,-51000.0,19617000.0,2124000.0,2581000.0,,,13666000.0,49226000.0,101162000.0,2581000.0,2581000.0,,0.52,,1279000.0,3818000.0,190776000.0,7160000.0,3293000.0,-5969000.0,2082000.0,-5503000.0,39466000.0,,0.0,7368000.0,-84627000.0,6898000.0,-4579000.0,,275403000.0,,1745000.0,19049000.0,-29000.0,-2334000.0,,39466000.0,,10899000,,,,,,,,,
2003-06-30,,,-1695000.0,70751000.0,39149000.0,,,,4764537.0,49624000,4034000,488130000.0,0.3,448981000.0,1418000.0,411543000.0,-4978000.0,,4748619.0,1476000,1476000.0,15312000.0,76587000.0,33157000.0,5000.0,7238000.0,18214000.0,-5647000.0,-51000.0,16467000.0,2856000.0,2767000.0,,,12433000.0,47555000.0,101096000.0,2767000.0,2767000.0,,0.297615,,662000.0,2138000.0,193358000.0,2581000.0,3269000.0,-5652000.0,1845000.0,5159000.0,46410000.0,,0.0,6251000.0,-88315000.0,674000.0,186000.0,,281673000.0,,-477000.0,15397000.0,-24000.0,-4079000.0,,46410000.0,,8350000,,,,,,,,,
2003-09-30,-1148000.0,,-1704000.0,69043000.0,35510000.0,,,,4783642.0,52892000,4156000,476599000.0,0.3,441089000.0,1438000.0,399860000.0,1130000.0,,4758295.0,1497000,1497000.0,12379000.0,76739000.0,35128000.0,0.0,7330000.0,17276000.0,-5041000.0,71000.0,17764000.0,3664000.0,2191000.0,,,13608000.0,51660000.0,101029000.0,2191000.0,2191000.0,,0.3,,804000.0,2301000.0,193117000.0,2767000.0,76739000.0,-5041000.0,1926000.0,-1706000.0,46163000.0,,0.0,6124000.0,-91122000.0,6171000.0,-576000.0,,284239000.0,,-258000.0,13834000.0,0.0,1592000.0,,46163000.0,320000.0,8644000,,,,,,,,,
2003-12-31,2824000.0,,-1954000.0,48373000.0,44079000.0,33049000.0,,,,53331000,4859000,483877000.0,,439798000.0,2387000.0,387803000.0,-3399000.0,,,2446000,2446000.0,19991000.0,96074000.0,38521000.0,0.0,7039000.0,17461000.0,-5277000.0,71000.0,14810000.0,2861000.0,3766000.0,,,9951000.0,56900000.0,110961000.0,3766000.0,3766000.0,,,,806000.0,3252000.0,195065000.0,2191000.0,62117000.0,-5277000.0,1678000.0,4974000.0,26240000.0,,0.0,17205000.0,-93592000.0,1878000.0,1575000.0,,288657000.0,908000.0,5365000.0,15024000.0,0.0,-13761000.0,,26240000.0,17152000.0,9863000,,,,,,,,,
2004-03-31,,,-1957000.0,42362000.0,33966000.0,35796000.0,,,5517351.0,59493000,5964000,467895000.0,0.5,433929000.0,2747000.0,372591000.0,10699000.0,,5494255.0,2806000,2806000.0,10063000.0,95304000.0,40517000.0,0.0,8012000.0,19159000.0,-4367000.0,-42000.0,18976000.0,2184000.0,2560000.0,,677000.0,13012000.0,56152000.0,110892000.0,2560000.0,2560000.0,,0.5,,1338000.0,4144000.0,196015000.0,3766000.0,3269000.0,-4367000.0,1778000.0,-11905000.0,16223000.0,,0.0,17799000.0,-95306000.0,15066000.0,-1206000.0,,291321000.0,56239000.0,-1409000.0,16156000.0,,8905000.0,,16223000.0,244000.0,10728000,,,,,,,,,
2004-06-30,,,-1964000.0,43553000.0,32583000.0,,,,5519913.0,48606000,4164000,461844000.0,0.28,429261000.0,1546000.0,366666000.0,-571000.0,,5504882.0,1604000,1604000.0,10486000.0,95178000.0,32113000.0,0.0,7540000.0,15659000.0,-6269000.0,-67000.0,16493000.0,3047000.0,3391000.0,,-863000.0,12329000.0,56206000.0,110821000.0,3391000.0,3391000.0,,0.28,,861000.0,2465000.0,199046000.0,2560000.0,3242000.0,-6269000.0,1632000.0,1402000.0,19620000.0,,0.0,17117000.0,-98257000.0,5698000.0,831000.0,,297303000.0,91936000.0,328000.0,14416000.0,,-1560000.0,,19620000.0,237000.0,8557000,,,,,,,,,
2004-09-30,-3044000.0,,-1966000.0,45144000.0,27361000.0,,,,5529433.0,50049000,3449000,451924000.0,0.22,424563000.0,1207000.0,357167000.0,1462000.0,,5514611.0,1266000,1266000.0,4309000.0,94757000.0,33737000.0,0.0,9205000.0,15712000.0,-6438000.0,-41000.0,16312000.0,3519000.0,3821000.0,,-472000.0,12863000.0,51540000.0,110749000.0,3821000.0,3821000.0,,0.22,,493000.0,1759000.0,202107000.0,3391000.0,3242000.0,-6438000.0,1648000.0,-1032000.0,20514000.0,,0.0,16012000.0,-100947000.0,7900000.0,430000.0,,303054000.0,91515000.0,-1316000.0,13444000.0,0.0,6330000.0,,20514000.0,237000.0,8113000,,,,,,,,,
2004-12-31,-6741000.0,,-1970000.0,51152000.0,36733000.0,33437000.0,,,,55989000,5823000,457010000.0,,420277000.0,2511000.0,360381000.0,-3864000.0,,,2550000,2550000.0,12502000.0,96629000.0,37059000.0,0.0,8480000.0,18119000.0,-5848000.0,-43000.0,18930000.0,3080000.0,3032000.0,,439000.0,13107000.0,56156000.0,110675000.0,3032000.0,3032000.0,,,,1514000.0,4064000.0,204003000.0,3821000.0,62133000.0,-5848000.0,1716000.0,3075000.0,26373000.0,,0.0,16666000.0,-104051000.0,1984000.0,-789000.0,,308054000.0,1059000.0,5563000.0,16249000.0,-904000.0,-4397000.0,,26373000.0,229000.0,10832000,,,,,,,,,
2005-03-31,-2664000.0,,-1953000.0,51883000.0,32837000.0,,,,5549223.0,60000000,5909000,448314000.0,0.48,415477000.0,2671000.0,352480000.0,4381000.0,,5533123.0,2710000,2710000.0,4887000.0,95834000.0,40750000.0,0.0,9802000.0,21834000.0,-4444000.0,-39000.0,19250000.0,1952000.0,4164000.0,,1128000.0,13341000.0,54042000.0,110600000.0,4164000.0,4164000.0,,0.48,,1405000.0,4115000.0,204773000.0,3032000.0,2338000.0,-4444000.0,1755000.0,-3249000.0,24890000.0,,0.0,17323000.0,-105697000.0,8825000.0,1132000.0,,310470000.0,,-1772000.0,15224000.0,,5325000.0,,24890000.0,299000.0,11135000,,,,,,,,,
2005-06-30,2567000.0,,-1960000.0,49249000.0,33037000.0,,,,5563115.0,51439000,4106000,442970000.0,0.27,409933000.0,1497000.0,347266000.0,-130000.0,,5547269.0,1536000,1536000.0,8695000.0,95704000.0,33795000.0,0.0,7890000.0,18050000.0,-5054000.0,-43000.0,17644000.0,2957000.0,3335000.0,,-1005000.0,13538000.0,52596000.0,110523000.0,3335000.0,3335000.0,,0.27,,795000.0,2331000.0,206127000.0,4164000.0,95704000.0,-5054000.0,1732000.0,-699000.0,25490000.0,,0.0,17262000.0,-108807000.0,4924000.0,-829000.0,,314934000.0,,-881000.0,13894000.0,,-3374000.0,,25490000.0,247000.0,9182000,,,,,,,,,
2005-09-30,2954000.0,,-1964000.0,51311000.0,33398000.0,,,,5577051.0,56654000,3888000,436799000.0,0.28,403401000.0,1562000.0,341135000.0,69000.0,,5558238.0,1601000,1601000.0,6481000.0,95664000.0,38904000.0,0.0,8170000.0,19648000.0,-7182000.0,-46000.0,17750000.0,3709000.0,3560000.0,,-752000.0,13862000.0,50359000.0,110445000.0,3560000.0,3560000.0,,0.28,,648000.0,2249000.0,209633000.0,3335000.0,95664000.0,-7182000.0,1593000.0,156000.0,27996000.0,,0.0,13723000.0,-111654000.0,7251000.0,225000.0,,321287000.0,,11000.0,13167000.0,0.0,-2322000.0,,27996000.0,260000.0,8895000,,,,,,,,,
2005-12-31,-7917000.0,,-1966000.0,45980000.0,41381000.0,34147000.0,,,,64052000,5913000,450081000.0,,408700000.0,2667000.0,351471000.0,-4611000.0,,,2706000,2706000.0,10868000.0,98610000.0,45910000.0,0.0,6061000.0,23631000.0,-7687000.0,-19000.0,18142000.0,3675000.0,3207000.0,,34000.0,12229000.0,52297000.0,125365000.0,3207000.0,3207000.0,,,,1427000.0,4133000.0,213321000.0,3560000.0,63153000.0,-7687000.0,4389000.0,4258000.0,19269000.0,,0.0,15660000.0,-111646000.0,3076000.0,-353000.0,,324967000.0,1310000.0,2402000.0,20600000.0,0.0,2071000.0,,19269000.0,225000.0,9727000,,,,,,,,,
2006-03-31,,,-1966000.0,50015000.0,38921000.0,,,,5590904.0,70703000,5040000,443850000.0,0.36,404929000.0,2013000.0,346978000.0,-4932000.0,,5576551.0,2043000,2043000.0,7684000.0,96872000.0,53098000.0,0.0,8048000.0,26424000.0,-5626000.0,21000.0,17605000.0,2600000.0,2213000.0,,1075000.0,12565000.0,50754000.0,125282000.0,2213000.0,2213000.0,,0.36,,1105000.0,3148000.0,215291000.0,3207000.0,2105000.0,-5626000.0,1913000.0,3938000.0,25290000.0,,0.0,15999000.0,-113825000.0,694000.0,-994000.0,,329116000.0,94767000.0,-1352000.0,14692000.0,-222000.0,-4176000.0,,25290000.0,245000.0,9219000,,,,,,,,,
2006-06-30,,,-1973000.0,55086000.0,40989000.0,,,,5606609.0,60226000,4068000,444434000.0,0.25,403445000.0,1401000.0,347769000.0,1465000.0,,5592616.0,1435000,1435000.0,10607000.0,96665000.0,42159000.0,0.0,6142000.0,23038000.0,-8812000.0,72000.0,18067000.0,3490000.0,3854000.0,,-890000.0,13999000.0,50951000.0,125199000.0,3854000.0,3854000.0,,0.25,,739000.0,2174000.0,220252000.0,2213000.0,2083000.0,-8812000.0,1966000.0,176000.0,27251000.0,,0.0,15566000.0,-116794000.0,10277000.0,1641000.0,,337046000.0,94582000.0,388000.0,19705000.0,,2925000.0,,27251000.0,268000.0,8409000,,,,,,,,,
2006-09-30,2364000.0,,-1977000.0,44523000.0,41458000.0,,,,5619082.0,66287000,4816000,444540000.0,0.32,403082000.0,1792000.0,347696000.0,-4043000.0,,5605208.0,1827000,1827000.0,10792000.0,96844000.0,49210000.0,0.0,8282000.0,22616000.0,-10215000.0,-38000.0,17077000.0,4229000.0,3821000.0,,-739000.0,12261000.0,50540000.0,140114000.0,3821000.0,3821000.0,,0.32,,1004000.0,2831000.0,227475000.0,3854000.0,2083000.0,-10215000.0,1947000.0,4010000.0,18165000.0,,0.0,14081000.0,-118367000.0,6172000.0,-33000.0,,345842000.0,94761000.0,-221000.0,16085000.0,,-1250000.0,,18165000.0,244000.0,8268000,,,,,,,,,
2006-12-31,,,-1992000.0,53470000.0,46697000.0,34287000.0,,,,63645000,6197000,483427000.0,,436730000.0,2694000.0,383569000.0,-5759000.0,,,2728000,2728000.0,15059000.0,99858000.0,45687000.0,0.0,7088000.0,22546000.0,-8989000.0,-36000.0,17958000.0,4536000.0,4556000.0,,,11761000.0,34526000.0,140028000.0,4556000.0,4556000.0,,,,1418000.0,4146000.0,231808000.0,3821000.0,63910000.0,-8989000.0,2015000.0,6494000.0,26569000.0,,0.0,6094000.0,-121191000.0,3230000.0,735000.0,,352999000.0,1661000.0,1666000.0,19813000.0,1000.0,-131000.0,,26569000.0,244000.0,10294000,,,,,,,,,
2007-03-31,,,-2000000.0,58600000.0,46800000.0,,,,5644000.0,77800000,6300000,483100000.0,0.46,436300000.0,2600000.0,384200000.0,-3500000.0,,5627000.0,2600000,2600000.0,13100000.0,98900000.0,58000000.0,0.0,10700000.0,28400000.0,-9600000.0,0.0,19800000.0,2500000.0,2800000.0,,,13500000.0,33800000.0,140000000.0,2800000.0,2800000.0,,0.46,,1600000.0,4200000.0,237700000.0,4600000.0,2100000.0,-9600000.0,2100000.0,1700000.0,30000000.0,,-300000.0,5300000.0,-124000000.0,6100000.0,-1800000.0,,361700000.0,96800000.0,-500000.0,17900000.0,,-2400000.0,,30000000.0,300000.0,10800000,,,,,,,,,
2007-06-30,,1100000.0,-2000000.0,35500000.0,38000000.0,,,,5663000.0,59000000,5100000,473800000.0,0.3,435800000.0,1700000.0,374900000.0,900000.0,,5642000.0,1800000,1800000.0,10800000.0,98900000.0,40200000.0,0.0,10600000.0,21700000.0,-10000000.0,-100000.0,18800000.0,3300000.0,2200000.0,,,13700000.0,31900000.0,160000000.0,2200000.0,2200000.0,,0.3,,800000.0,2600000.0,243800000.0,2800000.0,2000000.0,-10000000.0,2400000.0,-1500000.0,9800000.0,,600000.0,4700000.0,-127100000.0,10900000.0,-600000.0,,370900000.0,96900000.0,-1800000.0,15100000.0,,5300000.0,,9800000.0,200000.0,9500000,,,,,,,,,
2007-09-30,100000.0,800000.0,-2000000.0,41800000.0,42100000.0,,,,5668000.0,61800000,4700000,474500000.0,0.28,432400000.0,1600000.0,375100000.0,300000.0,,5659000.0,1600000,1600000.0,10700000.0,99400000.0,44000000.0,0.0,13400000.0,22800000.0,-6300000.0,0.0,17800000.0,4400000.0,4200000.0,,,13100000.0,31400000.0,159800000.0,4200000.0,4200000.0,,0.28,,800000.0,2400000.0,246600000.0,2200000.0,2000000.0,-6300000.0,2300000.0,1700000.0,13400000.0,,-500000.0,5000000.0,-129400000.0,6600000.0,2000000.0,,376000000.0,97400000.0,-200000.0,15000000.0,0.0,600000.0,,13400000.0,800000.0,9200000,,,,,,,,,
2007-12-31,300000.0,,-1900000.0,44100000.0,48900000.0,,,,,64300000,10500000,474600000.0,,425700000.0,2700000.0,372100000.0,-3400000.0,,,2700000,2700000.0,14900000.0,102500000.0,44500000.0,0.0,7300000.0,24900000.0,-6600000.0,-3800000.0,19800000.0,4500000.0,4600000.0,,,9300000.0,33400000.0,159600000.0,4600000.0,4600000.0,,,,1300000.0,4000000.0,248900000.0,4200000.0,2100000.0,-6600000.0,2700000.0,3800000.0,19200000.0,,-200000.0,6300000.0,-131600000.0,3200000.0,400000.0,,380500000.0,100400000.0,1600000.0,17600000.0,,-8100000.0,,19200000.0,200000.0,14900000,,,,,,,,,
