date,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue
2006-12-31,3391046000.0,4470464000,618275000.0,774414000.0,919414000,1239105000,5661482000,246189000,149286000,,49390000,372726000,151275000,1491441000,252336000,149640000,-63141000,316874000,,23605000.0,-6388000,,2642311000,133715000,,149286000,,23109000,78564000,629856000,,350754000,-19740000.0,,0.0,,3019171000,193346000,1919000.0,105115000,2138000.0,,149640000,149640000,215721000.0,0.0,-65000.0,328492000,,,-59901000,1549270000,-1014042000.0,-198424000,1150870000,1766399000.0,247949000,,,1191018000,59350000.0,44525000,306090000,-196399000.0,279102000,0.0,32180000,10645000.0,-5452000,752357000,96674000,1800255000,,,,,
2007-03-31,3724768000.0,4939593000,,810576000.0,931785000,1238265000,6186542000,111427000,105893000,193379000.0,50335000,389093000,107515000,1589571000,351306000,158397000,-345947000,767041000,-1119000.0,28090000.0,-11657000,,3157310000,141931000,,105893000,,8912000,87717000,594423000,0.54,393553000,-19401000.0,,0.0,195263000.0,3029232000,312037000,,149640000,2137000.0,,158397000,158397000,800698000.0,0.0,593000.0,251205000,,0.55,-40126000,1526208000,-1014042000.0,203151000,1567739000,1774899000.0,177125000,,,1246949000,79391000.0,8757000,151553000,-105000000.0,200870000,0.0,-82786000,17552000.0,-8758000,760857000,69610000,1881749000,,,,,
2007-06-30,5127982000.0,7078832000,,973068000.0,968742000,3545043000,8494033000,79588000,141332000,192651000.0,54898000,395105000,141979000,4145154000,600111000,122298000,-1229312000,367103000,-5369000.0,40683000.0,-27527000,,5304706000,160466000,,141332000,,7384000,96839000,672414000,0.73,400005000,-19261000.0,,-1000.0,194476000.0,3189327000,901510000,,158397000,2137000.0,,122298000,122298000,792449000.0,0.0,5114000.0,327307000,,0.74,-49205000,1641156000,-1014042000.0,1064420000,1159552000,1902916000.0,233832000,,,1415201000,85366000.0,-36099000,128793000,0.0,272409000,0.0,-174785000,9708000.0,16438000,888874000,91853000,2003795000,,,,,
2007-09-30,5180918000.0,7133385000,,962864000.0,1026598000,3471755000,8582631000,237608000,97965000,193377000.0,64024000,424334000,150325000,4051586000,579831000,164623000,-74828000,292382000,2725000.0,61263000.0,13416000,,5254561000,169268000,,97965000,,5834000,92447000,740472000,0.5,434480000,-19305000.0,,1000.0,195589000.0,3328070000,891659000,,122298000,2138000.0,,164623000,164623000,910593000.0,0.0,34332000.0,370016000,,0.51,-53594000,1767070000,-1014042000.0,-174049000,1202975000,1905582000.0,247725000,,,1449246000,143750000.0,42325000,291202000,-40660000.0,305992000,0.0,-14012000,42134000.0,-3598000,891540000,97400000,2082401000,,,,,
2007-12-31,5220104000.0,7191336000,919649000.0,881967000.0,1042723000,3377212000,8565693000,279200000,-5251000,,68622000,408626000,154009000,3953154000,575942000,167594000,-109106000,163581000,-503000.0,56293000.0,-31071000,,5241451000,172499000,,-5251000,,5099000,95234000,727750000,,415685000,-19360000.0,,0.0,,3324242000,886733000,,164623000,2137000.0,,167594000,167594000,205067000.0,0.0,25279000.0,380687000,,,-76176000,1770473000,-1194484000.0,-243299000,1288297000,2106484000.0,253720000,,,1374357000,273372000.0,2971000,355376000,0.0,312065000,0.0,5565000,11534000.0,-5657000,912000000,99711000,2057744000,,,,,
2008-03-31,5229664000.0,7181699000,,947738000.0,1058627000,3378715000,8646334000,110984000,139607000,194143000.0,65259000,436485000,140694000,3951578000,572863000,170022000,-17220000,48792000,,49645000.0,-9831000,,5144307000,161851000,,139607000,,6962000,97363000,726010000,0.71,445749000,-19408000.0,,0.0,195783000.0,3502027000,884087000,6465000.0,167594000,2141000.0,,170022000,170022000,1143937000.0,0.0,51638000.0,345520000,,0.72,-46923000,1784637000,-1194484000.0,-138259000,1192729000,2100581000.0,232552000,,,1464635000,106653000.0,2428000,157907000,,280261000,0.0,-154680000,6447000.0,-2585000,906097000,91858000,2177908000,,,,,
2008-06-30,5219770000.0,7149945000,,922513000.0,1083481000,3209298000,8567033000,165405000,161328000,194527000.0,67425000,438037000,162218000,3768779000,559481000,143398000,-51749000,50364000,,46876000.0,-1069000,,4899379000,163469000,,161328000,,9796000,98331000,754420000,0.82,446297000,-19481000.0,,0.0,196119000.0,3667654000,873633000,-500000.0,170022000,2141000.0,,143398000,143398000,1080236000.0,0.0,46951000.0,375548000,,0.83,-47898000,1837901000,-1194484000.0,-188178000,1130600000,2087557000.0,263005000,,,1417088000,96533000.0,-26624000,213303000,,308123000,0.0,-114923000,5115000.0,-3476000,893073000,100787000,2319730000,,,,,
2008-09-30,5133732000.0,7017189000,,888115000.0,1073123000,3078421000,8568756000,283577000,110742000,194971000.0,66144000,428179000,159676000,3595939000,517518000,286679000,-47514000,49919000,,44379000.0,-9782000,,4836772000,163995000,,110742000,,-4455000,98818000,753480000,0.56,436545000,-19513000.0,,0.0,197190000.0,3731984000,846028000,-1620000.0,143398000,2141000.0,,286679000,286679000,1190914000.0,0.0,-14503000.0,383079000,,0.57,-45340000,1826603000,-1194484000.0,-138122000,1240833000,2067918000.0,260318000,,,1551567000,164948000.0,143281000,328917000,,316935000,0.0,-13291000,16386000.0,-15087000,873434000,100642000,2410907000,,,,,
2008-12-31,5054926000.0,6907011000,1028400000.0,832873000.0,1040925000,3078089000,8403830000,290402000,169813000,,65765000,435640000,169596000,3574173000,306510000,253946000,-82400000,5142000,,44577000.0,21989000,,4798934000,144995000,189574000.0,169813000,,-2851000,102125000,759381000,,442324000,-52493000.0,,-72520000.0,,3604896000,827403000,1387000.0,286679000,2141000.0,,253946000,253946000,191219000.0,0.0,-68068000.0,364874000,,,-72520000,1800306000,-1370106000.0,-313255000,1224761000,2249793000.0,263077000,,,1496819000,76221000.0,-32733000,362922000,,317057000,0.0,-13205000,,21697000,879687000,93481000,2561679000,,,,,
2009-03-31,5042675000.0,6862076000,,888253000.0,1053489000,3077171000,8346633000,233153000,175656000,189370000.0,64860000,424301000,177327000,3547952000,470781000,204221000,-41365000,5014000,-326000.0,39844000.0,-16494000,,4814302000,143692000,,175656000,,5861000,86501000,754517000,0.88,433454000,-24048000.0,-136106000.0,0.0,190698000.0,3532331000,813811000,,253946000,2141000.0,-50597000.0,204221000,204221000,,0.0,-87542000.0,392220000,14091000.0,0.88,-39610000,1808006000,,-281123000,1266350000,,287516000,,-1429000.0,1484557000,79024000.0,-49725000,272763000,-250000000.0,321063000,0.0,-72867000,,13061000,861898000,110189000,2710170000,,,,,
2009-06-30,5067267000.0,6872337000,,896535000.0,1100212000,2877767000,8211435000,-45593000,188200000,185266000.0,65187000,448756000,198281000,3421917000,544150000,119294000,-52711000,204969000,-5702000.0,36961000.0,18144000,,4445793000,141993000,,188200000,,-713000,79715000,801606000,1.0,442231000,-28031000.0,-92279000.0,0.0,187003000.0,3741144000,819320000,,204221000,2141000.0,-480331000.0,119294000,119294000,,0.0,-55589000.0,423964000,19075000.0,1.01,-36386000,1901818000,,-23009000,1023876000,,321816000,,-10623000.0,1339098000,95925000.0,-84927000,-9207000,0.0,359375000,0.0,-430995000,,43960000,843757000,123535000,2879722000,,,,,
2009-09-30,5090800000.0,6895000000,,888300000.0,1097500000,2877700000,8365700000,332506000,192200000,185100000.0,63615000,441600000,201100000,3436700000,559000000,247033000,-46117000,103900000,-529000.0,33000000.0,1400000,,4427600000,142600000,,192200000,,11000000,80900000,799700000,1.02,451400000,-27183000.0,-75661000.0,0.0,187200000.0,3912800000,829700000,,119294000,2100000.0,-103264000.0,247000000,247000000,,0.0,-13900000.0,368500000,20164000.0,1.03,-41037000,1897200000,,-199687000,990900000,,326300000,,-4551000.0,1470700000,74383000.0,127739000,373543000,-99991000.0,348300000,0.0,2320000,,1927000,831900000,125200000,3053400000,,,,,
2009-12-31,5083944000.0,6884218000,681378000.0,827343000.0,1070239000,2936792000,8563643000,310424000,181590000,,63025000,432992000,190758000,3492967000,556175000,534256000,-55711000,170507000,-4124000.0,35024000.0,-16004000,,4552179000,150663000,,181590000,,-3281000,91386000,778034000,,447641000,-31010000.0,-10056000.0,0.0,,3989639000,823665000,,247033000,2141000.0,-596440000.0,534256000,534256000,207327000.0,0.0,-20961000.0,390412000,21729000.0,,-49895000,1848273000,-1513436000.0,-17385000,1059212000,2339382000.0,292363000,,-1692000.0,1679425000,101341000.0,287223000,360319000,-150000000.0,330393000,0.0,-27261000,,24172000,825946000,101605000,3216639000,,,,,
2010-03-31,5082300000.0,6870900000,,865200000.0,1066400000,2944800000,8516200000,199400000,162400000,180200000.0,63300000,430700000,171200000,3510600000,565800000,463200000,-42600000,170400000,-2800000.0,36000000.0,-17600000,,4587100000,159200000,,162400000,,14000000,79500000,739100000,0.89,440500000,-18400000.0,-115300000.0,0.0,182400000.0,3904100000,817500000,,534300000,2100000.0,-700000.0,463200000,463200000,,0.0,-22600000.0,375900000,11600000.0,0.9,-39800000,1805500000,,-267700000,1076500000,,276600000,,0.0,1645300000,76300000.0,-71100000,239200000,-250700000.0,298600000,0.0,-95400000,,3600000,811900000,105400000,3361000000,,,,,
2010-06-30,5063200000.0,6850500000,,869600000.0,1078900000,2973800000,8481800000,160100000,194700000,178900000.0,63000000,419400000,204200000,3539400000,565600000,447900000,-49400000,171100000,-400000.0,36640000.0,-1600000,,4534900000,183300000,,194700000,,200000,78400000,795800000,1.07,429900000,-18000000.0,-77900000.0,0.0,180800000.0,3924300000,799800000,,463200000,2100000.0,-800000.0,447900000,447900000,,0.0,-48200000.0,428900000,17000000.0,1.08,-49000000,1874700000,,-175000000,995500000,,329800000,,0.0,1631300000,83300000.0,-15300000,209100000,-175100000.0,365900000,0.0,-142200000,,-7300000,804200000,125600000,3537900000,,,,,
2010-09-30,5100400000.0,6906500000,,884100000.0,1091500000,2835900000,8459300000,282700000,198000000,173200000.0,64100000,426600000,208100000,3430300000,594400000,369300000,-47800000,331500000,-300000.0,36472000.0,7100000,,4578600000,187600000,,198000000,,10400000,73200000,773200000,1.13,436400000,-43400000.0,-86700000.0,-347000.0,174300000.0,3857400000,806100000,,447900000,2100000.0,-1100000.0,369300000,369300000,,0.0,6300000.0,400900000,16400000.0,1.14,-47500000,1864700000,,-361000000,1148300000,,311000000,,0.0,1552800000,77600000.0,-78600000,330200000,-324200000.0,336800000,0.0,-34600000,,-1000000,812400000,102900000,3718900000,,,,,
2010-12-31,5101938000.0,6922213000,652778000.0,845299000.0,1080438000,2641160000,8527630000,270480000,165756000,,63520000,430966000,175341000,3259237000,618077000,449301000,-76676000,348996000,,37860000.0,4567000,,4473505000,189494000,,165756000,,10295000,76572000,743602000,,449390000,-28275000.0,-30053000.0,-7567000.0,,4033480000,796405000,,369261000,2142000.0,-166913000.0,449301000,449301000,212494000.0,0.0,10626000.0,368321000,8885000.0,,-69109000,1824040000,-1652815000.0,-182873000,1214268000,2487191000.0,266941000,,0.0,1605417000,68855000.0,80040000,339589000,0.0,294212000,0.0,30517000,,-14205000,834376000,91600000,3867420000,,,,,
2011-03-31,5118900000.0,6924800000,,940400000.0,1097000000,3594600000,9183400000,121600000,140800000,161500000.0,63400000,447900000,148400000,4220200000,625600000,994200000,-40800000,629200000,-1800000.0,38280000.0,-12700000,,5750800000,189000000,,140800000,,9900000,71700000,724600000,0.86,457600000,-22400000.0,-171300000.0,0.0,163200000.0,3409200000,795400000,,449300000,2100000.0,-576900000.0,994200000,994200000,,0.0,32300000.0,330400000,18900000.0,0.87,-39000000,1821600000,,425100000,1530600000,,239000000,,,2258600000,80900000.0,544900000,160600000,-835000000.0,267000000,0.0,-148500000,,2600000,821500000,90600000,3992400000,,,,,
2011-06-30,5817000000.0,7953200000,,929400000.0,1104400000,3332900000,9431200000,19900000,163100000,157600000.0,72700000,462800000,172000000,3987200000,654300000,184200000,-967200000,994700000,-4700000.0,46600000.0,-18300000,,5980600000,233400000,,163100000,,7600000,88000000,798800000,1.02,482000000,-10500000.0,-22800000.0,-1136400000.0,159400000.0,3429200000,1082200000,,994200000,2100000.0,-531900000.0,184200000,184200000,,0.0,34000000.0,397100000,16300000.0,1.03,-39600000,1903200000,,97700000,1993400000,,277800000,,,1478000000,161500000.0,-810000000,59500000,0.0,316800000,0.0,-320100000,,6300000,820600000,105800000,3945100000,,,,,
2011-09-30,5796200000.0,7930200000,,936300000.0,1116600000,3367800000,9326500000,298300000,171800000,157800000.0,73300000,446500000,182100000,4017400000,649600000,110800000,-194100000,835900000,,44059000.0,3500000,,5781500000,273400000,,171800000,,4500000,85000000,789800000,1.07,467700000,-15900000.0,-77000000.0,0.0,159000000.0,3522400000,1054600000,800000.0,184200000,2100000.0,-386300000.0,110800000,110800000,,0.0,-5400000.0,395400000,15600000.0,1.08,-39300000,1906400000,,-216900000,1764100000,,283200000,,-162100000.0,1396300000,-700000.0,-73400000,337600000,-50000000.0,322100000,0.0,4600000,,-5600000,806000000,101100000,4101100000,,,,,
2011-12-31,5795765000.0,7912119000,351656000.0,906455000.0,1077367000,3370522000,9313379000,294069000,189437000,,71671000,457073000,199343000,4037221000,666699000,164886000,-41377000,654395000,,43779000.0,-25122000,,5598380000,280971000,,189437000,,9713000,89132000,801940000,,476759000,-15832000.0,-35539000.0,0.0,,3692872000,1035612000,2406000.0,110825000,2146000.0,-215246000.0,164886000,164886000,215340000.0,0.0,-8067000.0,407679000,21117000.0,,-43677000,1879307000,-1743518000.0,-242308000,1561159000,2543289000.0,292229000,,-106000.0,1401260000,2895000.0,54061000,337746000,-49999000.0,325181000,0.0,-47526000,,25369000,799771000,92886000,4263599000,,,,,
2012-03-31,5835100000.0,7932800000,,973900000.0,1116500000,3365300000,9451400000,131300000,159100000,158300000.0,72200000,500600000,168200000,4029900000,664600000,145400000,-83300000,554300000,-2700000.0,42300000.0,17300000,,5555300000,274800000,,159100000,,12300000,88300000,820000000,0.99,520400000,-26900000.0,-147200000.0,0.0,159700000.0,3869300000,1041500000,,164900000,2200000.0,-467300000.0,145400000,145400000,,0.0,10500000.0,384100000,20100000.0,1.0,-30000000,1936500000,,-97500000,1525400000,,269600000,,-50600000.0,1518600000,-200000.0,-19500000,161300000,-50000000.0,299600000,0.0,-161300000,,-15400000,781400000,101400000,4395600000,,,,,
2012-06-30,5822600000.0,7915600000,,941500000.0,1110500000,3378200000,9392800000,203400000,177700000,158500000.0,71800000,440800000,186500000,4047000000,668800000,173700000,-47300000,444500000,100000.0,41900000.0,-12000000,,5371700000,288100000,,177700000,,6100000,90100000,796300000,1.11,461600000,-27100000.0,-34700000.0,0.0,159800000.0,3995200000,1016300000,,145400000,2200000.0,-432300000.0,173700000,173700000,,0.0,-8400000.0,412600000,14100000.0,1.12,-47400000,1906800000,,-175200000,1324700000,,298900000,,0.0,1477200000,500000.0,28300000,250800000,-50000000.0,334700000,0.0,-92000000,,4100000,788600000,112400000,4546300000,,,,,
2012-09-30,5837200000.0,7846400000,,930700000.0,1089700000,3375700000,9318700000,349800000,163100000,158800000.0,71300000,432600000,171600000,4050500000,674800000,191800000,-44400000,154600000,500000.0,41685000.0,-16100000,,5121100000,223900000,,163100000,,7200000,94500000,761700000,1.01,453000000,-27000000.0,-49500000.0,0.0,160700000.0,4171300000,1002500000,0.0,173700000,2100000.0,-322400000.0,191800000,191800000,,0.0,14000000.0,380000000,8900000.0,1.02,-44900000,1851400000,,-332200000,1070600000,,274900000,,0.0,1472300000,-5600000.0,18100000,394700000,-50000000.0,308700000,0.0,75800000,,11400000,782800000,103300000,4682300000,,,,,
2012-12-31,5535800000.0,7722800000,734798000.0,867000000.0,1072600000,3354200000,9283900000,320400000,55800000,158700000.0,71300000,421000000,150000000,4050500000,635500000,295600000,-42100000,9400000,,40377000.0,-10900000,,5098100000,559000000,,55200000,,6600000,93100000,701200000,0.34,436200000,-27100000.0,-11600000.0,0.0,160100000.0,4163100000,872200000,15700000.0,191800000,2200000.0,-147400000.0,295600000,295600000,203547000.0,40192000.0,14300000.0,336300000,7200000.0,0.35,-59900000,1773800000,-1868337000.0,-217200000,1047600000,2624168000.0,231600000,77846000.0,0.0,1561100000,-2400000.0,121000000,380300000,-50000000.0,265000000,22000000.0,85900000,,6400000,755800000,81600000,4690400000,,,,,
2013-03-31,5630100000.0,7849000000,,930000000.0,1091800000,3146800000,9306200000,-1900000,135800000,158100000.0,70200000,447900000,123300000,3870600000,663400000,133600000,-140100000,254400000,-600000.0,40486000.0,-8700000,,5078800000,565600000,,135400000,-77100000.0,9500000,89800000,694800000,0.85,467800000,-47700000.0,-131700000.0,0.0,159400000.0,4200000000,899400000,,295600000,2200000.0,-132400000.0,133600000,133600000,,47300000.0,10100000.0,297200000,5000000.0,0.86,-49100000,1786600000,,-59700000,1208200000,,196600000,,-90400000.0,1457200000,-600000.0,-152600000,47200000,-61600000.0,227000000,18800000.0,-241800000,,-200000,753900000,73300000,4778600000,,,,,
2013-06-30,5665800000.0,7566400000,,946800000.0,1093700000,3121600000,9036100000,152500000,165500000,152700000.0,71800000,418500000,161900000,3806900000,685300000,148300000,120700000,374800000,-200000.0,40579000.0,-11400000,,5097600000,219400000,,164900000,8900000.0,7600000,89400000,722000000,1.07,433300000,-47600000.0,-81600000.0,0.0,154100000.0,3911900000,929400000,,133600000,2200000.0,-282400000.0,148300000,148300000,,0.0,-12800000.0,360500000,11500000.0,1.07,-55600000,1815700000,,-340700000,1290700000,,256400000,,-89500000.0,1469700000,-22900000.0,-11900000,208100000,-450000000.0,288700000,0.0,-81800000,,-10800000,751800000,94500000,4898300000,,,,,
2013-09-30,5628800000.0,7501900000,,920800000.0,1088500000,3122200000,8927500000,135600000,405100000,149600000.0,69000000,423000000,411500000,3816900000,694700000,158300000,453000000,244700000,-800000.0,40657000.0,-5100000,,5055900000,219800000,,403600000,-8600000.0,482000000,85200000,698600000,2.68,483200000,-45700000.0,-39100000.0,474300000.0,150900000.0,3842700000,903900000,,148300000,2200000.0,-342400000.0,158300000,158300000,,0.0,-8000000.0,284400000,7600000.0,2.7,-50800000,1787100000,,-629400000,1239000000,,657400000,,0.0,1425600000,22800000.0,10000000,186400000,-482500000.0,215400000,0.0,58100000,,7900000,749400000,245900000,5259700000,,,,,
2013-12-31,5649000000.0,7565000000,655000000.0,852000000.0,1051000000,3120000000,8948000000,134800000,143000000,146000000.0,72000000,415000000,151000000,3843000000,723000000,187000000,-105600000,212000000,,40278000.0,7200000,,4975000000,215000000,,142000000,55800000.0,7000000,91000000,705000000,0.97,435000000,-44000000.0,5400000.0,-300000.0,146000000.0,3948000000,896000000,,158300000,2000000.0,-142800000.0,187000000,187000000,258000000.0,0.0,-8000000.0,342000000,3900000.0,0.97,-75500000,1756000000,-2001000000.0,-76200000,1132000000,2806000000.0,238000000,7000000.0,-33100000.0,1383000000,2700000.0,28500000,210300000,-42900000.0,270000000,0.0,-106500000,,22100000,805000000,87000000,5358000000,,,,,
2014-03-31,5920000000.0,8062000000,,977000000.0,1101000000,3724000000,9550000000,16000000,104000000,144000000.0,75000000,415000000,111000000,4338000000,614000000,144000000,-636000000,223000000,-1000000.0,40000000.0,-18000000,,5530000000,213000000,,103000000,-86000000.0,7000000,99000000,645000000,0.71,437000000,-43000000.0,-152000000.0,0.0,145000000.0,3992000000,1078000000,,187000000,2000000.0,-923000000.0,144000000,144000000,,0.0,-11000000.0,283000000,12000000.0,0.72,-68000000,1746000000,,509000000,1192000000,,176000000,,-567000000.0,1488000000,-2000000.0,-43000000,84000000,-32000000.0,208000000,0.0,-177000000,,-10000000,851000000,65000000,5415000000,,,,,
2014-06-30,6024000000.0,8252000000,,963000000.0,1174000000,3738000000,9757000000,231000000,133000000,144000000.0,81000000,440000000,142000000,4380000000,642000000,144000000,-205000000,220000000,0.0,42000000.0,-9000000,,5638000000,227000000,,133000000,47000000.0,9000000,109000000,728000000,0.92,466000000,-48000000.0,-39000000.0,0.0,145000000.0,4092000000,1117000000,,144000000,2000000.0,-236000000.0,144000000,144000000,,0.0,-8000000.0,343000000,13000000.0,0.92,-49000000,1902000000,,-75000000,1258000000,,229000000,,-156000000.0,1505000000,0.0,0,280000000,-25000000.0,262000000,0.0,-13000000,,-16000000,884000000,87000000,5500000000,,,,,
2014-09-30,6026000000.0,8238000000,,953000000.0,1178000000,3732000000,9801000000,169000000,129000000,145000000.0,79000000,446000000,139000000,4401000000,669000000,170000000,-93000000,132000000,,42000000.0,-12000000,,5591000000,229000000,,128000000,59000000.0,6000000,111000000,726000000,0.88,470000000,-48000000.0,-69000000.0,0.0,145000000.0,4182000000,1095000000,,144000000,2000000.0,-307000000.0,170000000,170000000,,0.0,-15000000.0,335000000,13000000.0,0.89,-102000000,1904000000,,-152000000,1190000000,,221000000,,-2000000.0,1563000000,-3000000.0,26000000,271000000,-25000000.0,256000000,0.0,-38000000,,5000000,888000000,82000000,5581000000,,,,,
2014-12-31,6032000000.0,8274000000,767000000.0,932000000.0,1184000000,3244000000,9877000000,214000000,190000000,145000000.0,79000000,427000000,195000000,3838000000,594000000,192000000,-91000000,518000000,,43000000.0,1000000,,5547000000,238000000,,190000000,48000000.0,8000000,110000000,699000000,1.29,442000000,-48000000.0,-52000000.0,0.0,146000000.0,4301000000,1071000000,1000000.0,170000000,2000000.0,-181000000.0,192000000,192000000,257000000.0,0.0,-27000000.0,336000000,13000000.0,1.3,-89000000,1883000000,-2193000000.0,-190000000,1709000000,3126000000.0,223000000,63000000.0,-3000000.0,1603000000,-7000000.0,22000000,303000000,-50000000.0,257000000,0.0,-98000000,,44000000,933000000,28000000,5723000000,,,,,
2015-03-31,5986000000.0,8238000000,,949000000.0,1163000000,3688000000,10613000000,-4000000,61000000,144000000.0,78000000,419000000,70000000,4253000000,565000000,974000000,-55000000,1043000000,,45000000.0,-41000000,,6342000000,309000000,,61000000,-120000000.0,-71000000,106000000,676000000,0.42,448000000,-48000000.0,-97000000.0,0.0,146000000.0,4243000000,1041000000,1000000.0,192000000,2000000.0,-440000000.0,974000000,974000000,,0.0,-30000000.0,306000000,12000000.0,0.42,-56000000,1839000000,,785000000,2089000000,,112000000,,0.0,2375000000,6000000.0,782000000,52000000,-110000000.0,228000000,0.0,-206000000,,14000000,902000000,42000000,5729000000,,,,,
2015-06-30,5987000000.0,8190000000,,937000000.0,1182000000,3568000000,9720000000,214000000,118000000,144000000.0,75000000,429000000,129000000,4134000000,566000000,150000000,-68000000,168000000,,37000000.0,-16000000,,5376000000,275000000,,117000000,71000000.0,-57000000,109000000,743000000,0.81,442000000,-55000000.0,-66000000.0,0.0,145000000.0,4314000000,1022000000,,974000000,2000000.0,-1381000000.0,150000000,150000000,,0.0,-25000000.0,376000000,15000000.0,0.82,-61000000,1925000000,,-1031000000,1242000000,,207000000,,-6000000.0,1530000000,-11000000.0,-824000000,275000000,-39000000.0,301000000,0.0,9000000,,-19000000,906000000,78000000,5793000000,,,,,
2015-09-30,5895000000.0,8426000000,,914000000.0,1162000000,3571000000,10074000000,160000000,342000000,144000000.0,77000000,402000000,354000000,4320000000,680000000,123000000,-114000000,160000000,-37000000.0,35000000.0,-19000000,478000000.0,5453000000,163000000,,340000000,8000000.0,330000000,86000000,718000000,2.35,421000000,-55000000.0,-51000000.0,0.0,145000000.0,4589000000,1004000000,,150000000,2000000.0,-414000000.0,123000000,123000000,,166000000.0,-31000000.0,374000000,12000000.0,2.37,-52000000,1880000000,,-125000000,1133000000,,592000000,,-72000000.0,1648000000,1000000.0,-27000000,212000000,-25000000.0,297000000,0.0,-114000000,,143000000,886000000,239000000,6066000000,,,,,
2015-12-31,5905000000.0,8461000000,674000000.0,901000000.0,1150000000,3492000000,9962000000,177000000,188000000,143000000.0,74000000,429000000,200000000,4076000000,514000000,133000000,-125000000,159000000,4000000.0,36000000.0,29000000,473000000.0,5249000000,174000000,,188000000,10000000.0,3000000,84000000,699000000,1.29,460000000,-54000000.0,-48000000.0,0.0,144000000.0,4684000000,984000000,-9000000.0,123000000,2000000.0,-302000000.0,133000000,133000000,279000000.0,176000000.0,-38000000.0,313000000,13000000.0,1.31,-94000000,1849000000,-2307000000.0,-136000000,1173000000,3232000000.0,206000000,4000000.0,-22000000.0,1501000000,10000000.0,10000000,271000000,-50000000.0,239000000,0.0,-64000000,,-26000000,925000000,14000000,6199000000,,,,,
2016-03-31,5996000000.0,8604000000,,952000000.0,1144000000,3740000000,10097000000,96000000,102000000,143000000.0,62000000,442000000,114000000,4341000000,529000000,128000000,-190000000,158000000,-8000000.0,36000000.0,-7000000,471000000.0,5431000000,204000000,,102000000,-77000000.0,-49000000,82000000,719000000,0.7,462000000,-55000000.0,-145000000.0,0.0,144000000.0,4636000000,1008000000,,133000000,2000000.0,-453000000.0,128000000,128000000,,193000000.0,-40000000.0,319000000,18000000.0,0.71,-47000000,1863000000,,42000000,1090000000,,172000000,,-135000000.0,1493000000,1000000.0,-5000000,143000000,-115000000.0,257000000,0.0,-144000000,,8000000,925000000,68000000,6244000000,,,,,
2016-06-30,5996000000.0,8599000000,,975000000.0,1155000000,3835000000,10109000000,264000000,195000000,140000000.0,61000000,430000000,209000000,4429000000,520000000,283000000,217000000,7000000,-1000000.0,35000000.0,-20000000,453000000.0,5540000000,223000000,,194000000,100000000.0,113000000,80000000,751000000,1.37,447000000,-56000000.0,-104000000.0,0.0,142000000.0,4537000000,990000000,,128000000,2000000.0,-1267000000.0,283000000,283000000,,9000000.0,-56000000.0,365000000,18000000.0,1.38,-57000000,1906000000,,-383000000,1111000000,,383000000,,0.0,1510000000,8000000.0,155000000,321000000,-275000000.0,304000000,0.0,71000000,,-12000000,937000000,183000000,6384000000,,,,,
