date,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyPretaxIncome,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyTaxProvision,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyIncomeTaxPayable
2010-03-31,5276500000,,12300000.0,-8500000.0,91400000.0,342400000,54200000,1249600000,183800000,708000000.0,5400000.0,332600000,-32200000.0,16000000.0,2500000.0,463900000.0,-19500000.0,0.25,4017800000,1209500000.0,44000000.0,8221000000.0,150200000,379900000.0,8352700000,-50000000.0,158600000,1593200000,1258700000,110700000.0,-2042000000.0,0.0,-339100000.0,234900000,117900000,-100000.0,-239000000.0,,,271600000.0,94600000,93600000,-58200000.0,33000000.0,-5300000,368900000,875900000,,55600000,299400000.0,2815600000.0,0.0,907200000,158600000,717500000,,3800000.0,430900000.0,213400000.0,93600000,13834000000,463900000,507900000,12240800000,236900000.0,3283700000,29600000.0,152800000.0,0.25,373300000.0,45700000.0,,,,,,
2010-06-30,5087800000,,-44500000.0,-36400000.0,89200000.0,373900000,16100000,1286100000,176900000,728700000.0,6100000.0,317700000,0.0,10400000.0,-75800000.0,502000000.0,-19800000.0,0.23,3875600000,1280400000.0,43500000.0,8207000000.0,145000000,384600000.0,8476100000,3400000.0,197000000,1618200000,1212200000,-74700000.0,-2520000000.0,0.0,-360400000.0,232800000,131800000,8700000.0,-49500000.0,,,173600000.0,91400000,89900000,-76000000.0,38100000.0,-12600000,368300000,856400000,,53600000,279200000.0,2697200000.0,0.0,912200000,197000000,737000000,,3800000.0,463900000.0,97600000.0,89900000,13766300000,502000000,545500000,12148100000,263700000.0,3201300000,20400000.0,152300000.0,0.24,376500000.0,3100000.0,,,,,,
2010-09-30,7134800000,,26500000.0,-62900000.0,92900000.0,469900000,70200000,1367200000,331000000,751400000.0,-17300000.0,485700000,-2507200000.0,14300000.0,-147600000.0,389400000.0,-15800000.0,0.33,5947800000,1375800000.0,48500000.0,8222500000.0,133100000,339200000.0,6260700000,-20000000.0,138900000,1483500000,1187000000,-34500000.0,-1737800000.0,15000000.0,-379500000.0,225900000,208500000,-39600000.0,-315900000.0,,,340700000.0,84900000,110400000,-93100000.0,-112600000.0,-137000000,371900000,800200000,,48200000,248400000.0,4828800000.0,28800000.0,897300000,138900000,736600000,,3800000.0,502000000.0,247600000.0,110400000,13555700000,389400000,437900000,12072200000,267500000.0,3016800000,60900000.0,154700000.0,0.33,332200000.0,-15100000.0,,,,,,
2010-12-31,7600200000,,-71000000.0,52100000.0,86300000.0,439500000,87900000,1396300000,253500000,787600000.0,24900000.0,408100000,-6100000.0,18000000.0,-423300000.0,338000000.0,-20900000.0,,6314300000,1471200000.0,35900000.0,8550000000.0,177100000,,6403200000,-336600000.0,186000000,1673000000,1285900000,0.0,-2923900000.0,17400000.0,-397600000.0,433500000,182700000,71800000.0,85400000.0,,,285400000.0,123000000,110600000,-86700000.0,-51400000.0,-11500000,390000000,859300000,,54100000,268600000.0,4935200000.0,42500000.0,956800000,186000000,856100000,,3800000.0,389400000.0,198700000.0,110600000,14161800000,338000000,373900000,12488800000,256900000.0,3111900000,71300000.0,159700000.0,,,-55000000.0,,,,,,
2011-03-31,7383800000,,-18800000.0,21400000.0,81500000.0,387400000,105000000,1383400000,213900000,798200000.0,89100000.0,368300000,0.0,15400000.0,-78500000.0,384100000.0,-16000000.0,0.3,5813500000,1548800000.0,32900000.0,8568400000.0,149200000,308700000.0,6569700000,,173500000,1644700000,1570300000,0.0,-2912700000.0,0.0,-414300000.0,362000000,189800000,4900000.0,-140100000.0,,,260200000.0,96900000,92800000,-71600000.0,46100000.0,3300000,383900000,884900000,,52300000,282700000.0,4485100000.0,0.0,996000000,173500000,864100000,,3800000.0,338000000.0,188600000.0,92800000,14114300000,384100000,417000000,12469600000,577000000.0,3067700000,68000000.0,154400000.0,0.31,301500000.0,0.0,,,,,,
2011-06-30,7267200000,734500000.0,-15300000.0,-26400000.0,70100000.0,434200000,120700000,1441700000,258900000,849200000.0,-93600000.0,414500000,0.0,15700000.0,-67900000.0,427300000.0,-16100000.0,0.4,5651700000,1657100000.0,43800000.0,8571300000.0,192900000,310900000.0,6726300000,,175300000,1705600000,1615500000,0.0,-2588200000.0,0.0,-440300000.0,332200000,193800000,3400000.0,-157300000.0,,,263300000.0,131100000,123500000,-68000000.0,43200000.0,-200000,408900000,874600000,,61800000,276600000.0,4320000000.0,0.0,1007500000,175300000,865100000,,3800000.0,384100000.0,195300000.0,123500000,14161600000,427300000,471100000,12456000000,564400000.0,3020200000,65800000.0,155600000.0,0.41,303600000.0,12500000.0,,,,,,
2011-09-30,7134600000,686900000.0,-29200000.0,-15400000.0,60700000.0,441900000,39800000,1426200000,276400000,862700000.0,0.0,437300000,-188500000.0,14900000.0,-82200000.0,386800000.0,-15900000.0,0.44,5618700000,1778400000.0,41800000.0,8562200000.0,215200000,306800000.0,6599000000,0.0,165500000,1604200000,1515900000,5900000.0,-1765600000.0,0.0,-452000000.0,335000000,181000000,400000.0,-216000000.0,,,275600000.0,149300000,136300000,-82200000.0,-40500000.0,-700000,410700000,845400000,,65900000,256600000.0,4327700000.0,0.0,984300000,165500000,808300000,,3800000.0,427300000.0,193400000.0,136300000,13885500000,386800000,428600000,12281300000,538300000.0,2872000000,60500000.0,161600000.0,0.45,300900000.0,18900000.0,,,,,,
2011-12-31,7197100000,782700000.0,-27000000.0,14100000.0,55900000.0,484200000,36300000,1494400000,326700000,882700000.0,8300000.0,423100000,-175700000.0,18700000.0,-70600000.0,415500000.0,-12400000.0,,5842200000,1880400000.0,43900000.0,8542800000.0,187000000,,6503000000,-7500000.0,157500000,1682700000,1354900000,15400000.0,-2694700000.0,0.0,-468200000.0,312600000,177100000,-24100000.0,-271300000.0,,,372400000.0,128000000,117000000,-78500000.0,28700000.0,-75200000,414500000,872500000,,59000000,276500000.0,4550600000.0,0.0,1010200000,157500000,858500000,,3800000.0,386800000.0,293900000.0,117000000,13848300000,415500000,459400000,12165600000,259200000.0,2784800000,70500000.0,165600000.0,,,-62400000.0,,,,,,
2012-03-31,7137300000,664200000.0,-104100000.0,12000000.0,51000000.0,436600000,63000000,1446900000,229500000,912800000.0,40700000.0,366700000,-136000000.0,26300000.0,-65000000.0,481700000.0,-58800000.0,0.29,6032700000,1908700000.0,31700000.0,8545500000.0,149200000,295400000.0,6615000000,0.0,207100000,1767600000,1104600000,0.0,-4598500000.0,0.0,-498400000.0,324800000,207000000,-38900000.0,-75800000.0,,,203800000.0,98800000,87100000,-65000000.0,66200000.0,-20900000,414400000,878200000,,50400000,287000000.0,4728400000.0,0.0,1010300000,207100000,889300000,,3800000.0,415500000.0,138800000.0,87100000,13904400000,481700000,513400000,12136800000,115700000.0,2720700000,59400000.0,158100000.0,0.3,289700000.0,-21100000.0,,,,,,
2012-06-30,7137900000,693500000.0,-57300000.0,-16500000.0,46100000.0,476100000,20100000,1457200000,282700000,932600000.0,16500000.0,440000000,-50000000.0,16600000.0,-132400000.0,533800000.0,-58900000.0,0.5,6016600000,2000400000.0,19500000.0,8368800000.0,224300000,298300000.0,6662100000,-41700000.0,193400000,2157600000,1121300000,0.0,-2832300000.0,310800000.0,-510800000.0,331900000,213700000,-3000000.0,-64400000.0,,,258900000.0,159000000,150600000,-90700000.0,52100000.0,-1800000,421800000,863500000,,65300000,272200000.0,4735600000.0,9000000.0,981100000,193400000,892900000,,3800000.0,481700000.0,168200000.0,150600000,13943000000,533800000,553300000,11785400000,127900000.0,2554300000,56600000.0,159100000.0,0.51,292700000.0,-34500000.0,,,,,,
2012-09-30,6849300000,810500000.0,42600000.0,-35800000.0,43700000.0,468100000,35400000,1436900000,287900000,963300000.0,18900000.0,442400000,-99800000.0,17600000.0,264600000.0,576600000.0,-58700000.0,0.29,5638500000,2028500000.0,28800000.0,8377300000.0,232400000,297900000.0,6631600000,,180200000,1875400000,1210800000,-3000000.0,-1734600000.0,0.0,-538900000.0,343400000,229600000,-100000.0,-483100000.0,,,255300000.0,153400000,86800000,-70600000.0,42800000.0,-1500000,424400000,819600000,,79000000,241300000.0,4391700000.0,0.0,968800000,180200000,886000000,,3800000.0,533800000.0,184700000.0,86800000,13626000000,576600000,605400000,11750600000,140300000.0,2494000000,54000000.0,156000000.0,0.3,292400000.0,14900000.0,,,,,,
2012-12-31,6756100000,624600000.0,33400000.0,-600000.0,42200000.0,492600000,30000000,1500100000,286100000,975500000.0,27300000.0,445700000,-225500000.0,23300000.0,-90400000.0,517600000.0,-58400000.0,0.46,5499300000,2105800000.0,32600000.0,8381500000.0,232300000,297800000.0,6640900000,,206500000,1844200000,1256800000,339500000.0,-2422000000.0,0.0,-556000000.0,363200000,270100000,17800000.0,-297500000.0,,,328700000.0,153400000,136700000,-69800000.0,-59000000.0,-1100000,419500000,821800000,,78900000,287300000.0,4231600000.0,0.0,1007500000,206500000,925700000,401900000.0,3800000.0,576600000.0,258900000.0,136700000,13549700000,517600000,517600000,11705500000,153900000.0,2423200000,61300000.0,159600000.0,0.47,292300000.0,-27300000.0,,,,,,
2013-03-31,6900700000,685900000.0,-82500000.0,-15400000.0,38700000.0,470000000,21000000,1478000000,275100000,1008000000.0,-6400000.0,428300000,-105300000.0,13200000.0,-195700000.0,590600000.0,-64800000.0,0.49,5622300000,2185700000.0,30300000.0,8487200000.0,228500000,295500000.0,6639700000,-115000000.0,194900000,1923100000,1278400000,-7000000.0,-1990100000.0,0.0,-585700000.0,296000000,256900000,3300000.0,68200000.0,,,207500000.0,153300000,144100000,-73700000.0,73000000.0,5100000,422300000,809900000,,75200000,281400000.0,4436200000.0,0.0,1008000000,194900000,936200000,,3800000.0,517600000.0,133800000.0,144100000,13699200000,590600000,590600000,11776100000,166800000.0,2396600000,51700000.0,153200000.0,0.5,291000000.0,-12000000.0,,,,,,
2013-06-30,6999900000,657100000.0,-84100000.0,-9300000.0,35600000.0,484300000,-10300000,1512500000,247600000,1016000000.0,-15000000.0,399900000,-125500000.0,13200000.0,-87400000.0,653100000.0,-63100000.0,0.36,5857000000,2226100000.0,28000000.0,8487400000.0,136300000,294300000.0,6598600000,-15100000.0,236700000,2051300000,1142900000,-15800000.0,-4785900000.0,0.0,-600200000.0,313000000,267800000,-17600000.0,7300000.0,,,157300000.0,95400000,104800000,-83300000.0,62500000.0,-61900000,415800000,801200000,,40900000,266700000.0,4672700000.0,0.0,1028200000,236700000,948500000,,3800000.0,590600000.0,74000000.0,104800000,13750100000,653100000,653100000,11698800000,83700000.0,2314600000,49400000.0,152300000.0,0.36,289900000.0,-14100000.0,,,,,,
2013-09-30,7687000000,672100000.0,-21200000.0,2400000.0,34000000.0,507100000,-1200000,1501700000,318100000,1057800000.0,2600000.0,470000000,-129100000.0,12400000.0,-62500000.0,811600000.0,-63800000.0,0.59,5889500000,2334400000.0,568700000.0,8490900000.0,280300000,293200000.0,6647500000,-7500000.0,189000000,2834100000,1797500000,26600000.0,-1591800000.0,568700000.0,-629500000.0,317000000,260400000,9100000.0,-97700000.0,,,311100000.0,182400000,172300000,-81600000.0,158500000.0,5900000,428300000,799500000,,97900000,233500000.0,4704100000.0,0.0,994600000,189000000,992800000,,3900000.0,653100000.0,229500000.0,172300000,14490700000,811600000,811600000,11656600000,117100000.0,2259200000,,151900000.0,0.6,289200000.0,-29600000.0,,,,,,
2013-12-31,7222800000,768000000.0,122200000.0,23800000.0,27200000.0,523700000,-9900000,1578500000,223600000,1077400000.0,2700000.0,380800000,-116000000.0,14600000.0,-119100000.0,547500000.0,-64600000.0,0.25,5550100000,2341900000.0,,8500000000.0,179900000,293000000.0,6580500000,-12900000.0,300100000,2351900000,1672700000,-8600000.0,-2054000000.0,327400000.0,-638400000.0,325000000,266600000,-24200000.0,-523800000.0,,,384400000.0,84700000,71900000,-97600000.0,-264100000.0,-300000,439000000,823600000,,95200000,243600000.0,4339800000.0,69400000.0,1054800000,300100000,987900000,516700000.0,3900000.0,811600000.0,286800000.0,71900000,13960100000,547500000,547500000,11608200000,128800000.0,2195800000,,157200000.0,0.25,288700000.0,-400000.0,,,,,,
2014-03-31,7568500000,653200000.0,-91200000.0,-6700000.0,26700000.0,470300000,3200000,1520300000,283700000,1112600000.0,2600000.0,436300000,-203100000.0,13300000.0,-81400000.0,737700000.0,-69500000.0,0.53,5864100000,2427600000.0,444700000.0,8500000000.0,242100000,291900000.0,6534100000,0.0,186600000,2688300000,1704400000,8500000.0,-1529600000.0,444700000.0,-663400000.0,261600000,277400000,-7200000.0,42400000.0,,,222600000.0,161500000,154500000,-89900000.0,190200000.0,-500000,449200000,810700000,,80600000,270100000.0,4728900000.0,0.0,1050000000,186600000,987900000,,3900000.0,547500000.0,132700000.0,154500000,14270900000,737700000,737700000,11582600000,49700000.0,2149100000,,152600000.0,0.54,288000000.0,15300000.0,,,,,,
2014-06-30,7740700000,648500000.0,-87500000.0,-12300000.0,28200000.0,506300000,12900000,1599100000,309700000,1163500000.0,4100000.0,466200000,-152500000.0,13300000.0,-124900000.0,793700000.0,-68400000.0,0.62,6039400000,2538000000.0,439500000.0,8517700000.0,266600000,289200000.0,6522100000,-29000000.0,196600000,2834900000,1701300000,800000.0,-2447000000.0,439500000.0,-704500000.0,261600000,300800000,-7600000.0,-81700000.0,,,256500000.0,186200000,178800000,-96700000.0,56000000.0,-1200000,459000000,816400000,,80400000,276000000.0,4900500000.0,3000000.0,1092800000,196600000,1018200000,,3900000.0,737700000.0,159800000.0,178800000,14440800000,793700000,793700000,11605900000,23000000.0,2116200000,,156500000.0,0.63,285500000.0,-37700000.0,,,,,,
2014-09-30,7580600000,656500000.0,-137600000.0,4800000.0,25600000.0,530200000,-40500000,1605300000,323700000,1151400000.0,8500000.0,480700000,-150600000.0,13900000.0,-192400000.0,611800000.0,-67800000.0,0.52,6110900000,2620000000.0,294000000.0,8564700000.0,231200000,287000000.0,6454500000,-104600000.0,206500000,2562900000,1469700000,-1800000.0,-1609700000.0,294000000.0,-695100000.0,247300000,296300000,-25500000.0,-168800000.0,,,208000000.0,159100000,150500000,-86000000.0,-181900000.0,-54800000,456300000,840600000,,72100000,260300000.0,4966800000.0,3500000.0,1075100000,206500000,1050500000,,3900000.0,793700000.0,122000000.0,150500000,14172100000,611800000,611800000,11609200000,6300000.0,2078400000,,157000000.0,0.53,283100000.0,-30700000.0,,,,,,
2014-12-31,7833500000,735600000.0,96700000.0,8700000.0,26100000.0,571900000,-107200000,1689100000,351100000,1204400000.0,4500000.0,511300000,-15700000.0,15200000.0,-585900000.0,492800000.0,-69400000.0,0.68,6230100000,2746800000.0,,8877600000.0,311100000,286500000.0,6556700000,-461600000.0,220800000,2477600000,1603400000,-25700000.0,-1777900000.0,393900000.0,-721100000.0,245400000,311900000,6200000.0,10000000.0,,,477800000.0,209700000,195300000,-98600000.0,-119000000.0,-3200000,483300000,874400000,,101400000,283900000.0,5054600000.0,4400000.0,1117200000,220800000,1130900000,442100000.0,3900000.0,611800000.0,379200000.0,195300000,14525000000,492800000,492800000,12047400000,13100000.0,2161400000,,160200000.0,0.69,282800000.0,-62100000.0,,,,,,
2015-03-31,8017600000,798400000.0,-30800000.0,-21700000.0,26700000.0,484500000,-227800000,1554800000,215100000,1210300000.0,2200000.0,368500000,-155900000.0,19400000.0,-101900000.0,489000000.0,-73700000.0,0.39,6256500000,2784300000.0,,8834800000.0,176300000,286800000.0,6361500000,,269400000,2597000000,1761100000,-700000.0,-1558700000.0,300400000.0,-720300000.0,172700000,304100000,-9000000.0,-98000000.0,,,231100000.0,118500000,110900000,-101200000.0,-3800000.0,-1400000,490000000,847000000,,57800000,334400000.0,5182800000.0,0.0,1070300000,269400000,1130700000,,3900000.0,492800000.0,129900000.0,110900000,14500000000,489000000,489000000,11903000000,13600000.0,2051700000,,153400000.0,0.39,283000000.0,-21700000.0,,,,,,
2015-06-30,7772200000,794600000.0,-36300000.0,-15800000.0,28100000.0,517800000,-198100000,1586800000,287000000,1236500000.0,2200000.0,441500000,-151400000.0,16400000.0,125000000.0,446400000.0,-72800000.0,0.84,6094900000,2950900000.0,239200000.0,8751800000.0,403300000,284400000.0,6440500000,,230800000,2482600000,1677300000,242400000.0,-1961100000.0,239200000.0,-741500000.0,173000000,312900000,-21200000.0,-385800000.0,,,211400000.0,246900000,240200000,-117400000.0,-42600000.0,152100000,495000000,837700000,,156400000,318900000.0,5029800000.0,0.0,1069000000,230800000,1127300000,,3900000.0,489000000.0,94000000.0,240200000,14303500000,446400000,446400000,11820900000,13500000.0,2028900000,,154500000.0,0.85,281000000.0,-4300000.0,,,,,,
2015-09-30,7591500000,722300000.0,-97100000.0,-3700000.0,27900000.0,557500000,-261400000,1578800000,338300000,1242300000.0,2300000.0,494700000,-400000.0,23000000.0,-105400000.0,441500000.0,-73000000.0,0.62,6017400000,3053100000.0,309200000.0,8761500000.0,281500000,283800000.0,6520800000,-16800000.0,219200000,2436300000,1574100000,-1500000.0,-1242600000.0,0.0,-761300000.0,165500000,314600000,1000000.0,-127500000.0,,,255000000.0,181500000,175200000,-87100000.0,-4900000.0,-21200000,481000000,843900000,,100000000,273500000.0,4957000000.0,0.0,1021300000,219200000,1125100000,,3900000.0,446400000.0,167900000.0,175200000,14187800000,441500000,441500000,11751500000,13400000.0,1956000000,,156400000.0,0.62,280400000.0,-8000000.0,,,,,,
2015-12-31,16862000000,1186400000.0,-7200000.0,94700000.0,30400000.0,642200000,-279400000,1874800000,258800000,1395800000.0,4100000.0,464000000,-12700000.0,39100000.0,-1815700000.0,687600000.0,-85200000.0,0.35,14498100000,3072900000.0,,14744700000.0,175800000,299200000.0,9321000000,-1703600000.0,383400000,3511400000,2363900000,-2500000.0,-6798200000.0,370900000.0,-785100000.0,287500000,406200000,-43900000.0,1626000000.0,,,439400000.0,111200000,105200000,-109600000.0,246100000.0,-8400000,610700000,2658400000,,64600000,615300000.0,11497800000.0,66200000.0,1232600000,383400000,1701200000,472400000.0,4300000.0,441500000.0,329800000.0,105200000,26268800000,687600000,687600000,22757400000,15300000.0,6742800000,,205200000.0,0.36,295700000.0,-68800000.0,,,,,,
2016-03-31,16941000000,1194000000.0,71000000.0,-64000000.0,19000000.0,628000000,-232000000,2181000000,184000000,1426000000.0,5000000.0,477000000,-18000000.0,30000000.0,-146000000.0,702000000.0,-85000000.0,0.17,13619000000,3043000000.0,,14576000000.0,90000000,327000000.0,9393000000,,444000000,3629000000,3322000000,-1000000.0,-1791000000.0,299000000.0,-815000000.0,324000000,355000000,-10000000.0,-239000000.0,,,385000000.0,59000000,55000000,-145000000.0,20000000.0,-1000000,611000000,2743000000,,31000000,790000000.0,10533000000.0,0.0,1553000000,444000000,1727000000,,4000000.0,682000000.0,240000000.0,55000000,26430000000,702000000,702000000,22801000000,764000000.0,6995000000,,293000000.0,0.17,324000000.0,21000000.0,,,,,,
2016-06-30,16777000000,1157000000.0,8000000.0,-18000000.0,21000000.0,705000000,-246000000,2305000000,283000000,1443000000.0,4000000.0,574000000,-8000000.0,38000000.0,-150000000.0,765000000.0,-86000000.0,0.37,13281000000,3078000000.0,,14565000000.0,189000000,329000000.0,9497000000,,422000000,3678000000,3496000000,-2000000.0,-1269000000.0,437000000.0,-848000000.0,323000000,363000000,11000000.0,-222000000.0,,,435000000.0,123000000,121000000,-148000000.0,63000000.0,-1000000,595000000,2729000000,,66000000,757000000.0,10208000000.0,0.0,1600000000,422000000,1646000000,,4000000.0,702000000.0,287000000.0,121000000,26384000000,765000000,765000000,22706000000,913000000.0,6898000000,,291000000.0,0.37,325000000.0,97000000.0,,,,,,
2016-09-30,16378000000,1169000000.0,49000000.0,-43000000.0,17000000.0,782000000,-240000000,2309000000,398000000,1490000000.0,5000000.0,690000000,-1000000.0,33000000.0,-154000000.0,701000000.0,-84000000.0,0.56,13441000000,3177000000.0,,14569000000.0,294000000,330000000.0,9661000000,,384000000,3523000000,2937000000,-1000000.0,-3369000000.0,467000000.0,-886000000.0,325000000,360000000,-32000000.0,-430000000.0,,,522000000.0,191000000,185000000,-153000000.0,-64000000.0,-6000000,604000000,2629000000,,103000000,752000000.0,10470000000.0,0.0,1527000000,384000000,1649000000,,4000000.0,765000000.0,369000000.0,185000000,26134000000,701000000,701000000,22611000000,317000000.0,6785000000,,292000000.0,0.57,326000000.0,8000000.0,,,,,,
2016-12-31,16186000000,1146000000.0,75000000.0,-39000000.0,19000000.0,892000000,-331000000,2445000000,432000000,1488000000.0,5000000.0,730000000,-13000000.0,36000000.0,-169000000.0,683000000.0,-86000000.0,0.63,13035000000,3299000000.0,,14178000000.0,333000000,331000000.0,9741000000,0.0,460000000,4282000000,3151000000,1000000.0,-2320000000.0,520000000.0,-862000000.0,386000000,363000000,-5000000.0,-418000000.0,,,583000000.0,216000000,207000000,-170000000.0,-18000000.0,-1000000,626000000,2484000000,,117000000,680000000.0,10146000000.0,279000000.0,1553000000,460000000,1639000000,474000000.0,4000000.0,701000000.0,413000000.0,207000000,26031000000,683000000,683000000,21749000000,332000000.0,6272000000,,298000000.0,0.63,327000000.0,-69000000.0,,,,,,
2017-03-31,15096000000,1269000000.0,168000000.0,-150000000.0,21000000.0,673000000,-298000000,2255000000,260000000,1520000000.0,12000000.0,599000000,-17000000.0,26000000.0,671000000.0,705000000.0,-95000000.0,0.41,11958000000,3341000000.0,,14184000000.0,223000000,333000000.0,9878000000,,413000000,3409000000,3138000000,-1000000.0,-2443000000.0,507000000.0,-910000000.0,394000000,378000000,-4000000.0,-1114000000.0,,,454000000.0,144000000,138000000,-155000000.0,22000000.0,56000000,610000000,2389000000,,79000000,760000000.0,9154000000.0,0.0,1582000000,413000000,1596000000,,4000000.0,683000000.0,299000000.0,138000000,25086000000,705000000,705000000,21677000000,351000000.0,6180000000,,339000000.0,0.42,328000000.0,67000000.0,,,,,,
2017-06-30,14965000000,969000000.0,-467000000.0,18000000.0,22000000.0,729000000,-385000000,2341000000,359000000,1521000000.0,5000000.0,705000000,-26000000.0,35000000.0,-125000000.0,786000000.0,-97000000.0,0.4,12236000000,3377000000.0,,13645000000.0,272000000,334000000.0,9891000000,,370000000,4062000000,2729000000,-2000000.0,-2114000000.0,433000000.0,-937000000.0,427000000,394000000,-1000000.0,124000000.0,,,74000000.0,140000000,132000000,-142000000.0,81000000.0,4000000,584000000,2372000000,,132000000,707000000.0,9415000000.0,124000000.0,1612000000,370000000,1456000000,,4000000.0,705000000.0,-68000000.0,132000000,24970000000,786000000,786000000,20908000000,297000000.0,5956000000,,346000000.0,0.4,330000000.0,-22000000.0,,,,,,
2017-09-30,14205000000,1064000000.0,-51000000.0,-65000000.0,22000000.0,715000000,-340000000,2198000000,388000000,1620000000.0,-2000000.0,736000000,-3000000.0,25000000.0,310000000.0,720000000.0,-97000000.0,0.18,11547000000,3341000000.0,,13699000000.0,122000000,336000000.0,9985000000,,327000000,3324000000,2658000000,0.0,-5037000000.0,479000000.0,-1044000000.0,407000000,550000000,-67000000.0,-943000000.0,,,551000000.0,71000000,61000000,-151000000.0,-66000000.0,-182000000,576000000,2305000000,,51000000,627000000.0,8813000000.0,0.0,1483000000,327000000,1598000000,,4000000.0,786000000.0,400000000.0,61000000,24294000000,720000000,720000000,20970000000,296000000.0,5795000000,,348000000.0,0.18,331000000.0,-150000000.0,,,,,,
2017-12-31,13706000000,776000000.0,156000000.0,-788000000.0,106000000.0,825000000,-332000000,2329000000,485000000,1657000000.0,4000000.0,818000000,-107000000.0,21000000.0,-166000000.0,665000000.0,-96000000.0,2.93,9695000000,4109000000.0,,13730000000.0,419000000,337000000.0,10711000000,,340000000,3688000000,4011000000,1306000000.0,-2095000000.0,108000000.0,-1047000000.0,403000000,531000000,-4000000.0,-547000000.0,,,662000000.0,998000000,988000000,-165000000.0,-55000000.0,4000000,610000000,1468000000,,-581000000,776000000.0,7718000000.0,0.0,1504000000,340000000,1624000000,335000000.0,4000000.0,720000000.0,497000000.0,988000000,24526000000,665000000,665000000,20838000000,1045000000.0,5613000000,,333000000.0,2.98,332000000.0,-127000000.0,,,,,,
2018-03-31,13794000000,1018000000.0,-192000000.0,-14000000.0,105000000.0,652000000,-318000000,2066000000,294000000,1672000000.0,5000000.0,646000000,-424000000.0,20000000.0,-127000000.0,725000000.0,-106000000.0,0.54,9978000000,4186000000.0,,13747000000.0,225000000,334000000.0,10495000000,,358000000,3735000000,3816000000,-4000000.0,-1711000000.0,107000000.0,-1091000000.0,390000000,504000000,-1000000.0,-173000000.0,,,354000000.0,190000000,182000000,-172000000.0,60000000.0,3000000,581000000,1443000000,,34000000,842000000.0,8040000000.0,,1414000000,358000000,1562000000,,4000000.0,665000000.0,182000000.0,182000000,24405000000,725000000,725000000,20670000000,1036000000.0,5446000000,,352000000.0,0.55,330000000.0,44000000.0,,,,,,
2018-06-30,13324000000,934000000.0,-124000000.0,-10000000.0,103000000.0,692000000,-403000000,2106000000,353000000,1675000000.0,4000000.0,707000000,-213000000.0,25000000.0,-146000000.0,683000000.0,-105000000.0,0.64,10790000000,4291000000.0,,13666000000.0,276000000,333000000.0,10439000000,,339000000,3494000000,2534000000,-2000000.0,-3810000000.0,109000000.0,-1118000000.0,378000000,492000000,-25000000.0,-316000000.0,,,469000000.0,218000000,212000000,-144000000.0,-42000000.0,-4000000,557000000,1455000000,,51000000,766000000.0,8854000000.0,,1414000000,339000000,1408000000,,4000000.0,725000000.0,325000000.0,212000000,23868000000,683000000,683000000,20374000000,38000000.0,5247000000,,354000000.0,0.64,329000000.0,145000000.0,,,,,,
