date,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyAccountsReceivable,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1998-12-31,12200000.0,125500000.0,,,63200000.0,98800000.0,,655600000.0,10300000.0,556800000.0,,,,299300000.0,,24500000.0,-200000.0,391700000.0,94000000.0,,10900000.0,10900000,1600000.0,181000000.0,,108500000.0,-8400000.0,26500000.0,3900000.0,21100000.0,-6300000.0,24200000.0,,48100000.0,3800000.0,,98200000.0,,17000000.0,,74800000.0,-600000.0,,263900000.0,-370300000.0,,20300000.0,,,6600000.0,3900000.0,3900000.0,3700000.0,19200000,,32400000.0,300000.0,8200000.0,-3500000.0,115100000,,870500000.0,-13400000.0,21800000.0,-9600000.0,6600000.0,6100000.0,500200000.0,,27600000,,8600000.0,1400000.0,100000.0,,,
1999-03-31,15600000.0,128200000.0,,,71300000.0,113200000.0,,667900000.0,8600000.0,554700000.0,23834000.0,,,,,28000000.0,0.0,399700000.0,89600000.0,,9200000.0,9200000,300000.0,181000000.0,,107900000.0,-7000000.0,31400000.0,19300000.0,21700000.0,-6500000.0,27500000.0,0.185,44600000.0,3900000.0,23834000.0,98400000.0,20700000.0,14400000.0,,72100000.0,-2300000.0,,268200000.0,-372400000.0,,17900000.0,,,13500000.0,19300000.0,19300000.0,3600000.0,17500000,0.185,30300000.0,400000.0,2200000.0,-500000.0,111300000,,869000000.0,1800000.0,20500000.0,-4900000.0,13500000.0,5200000.0,496600000.0,,26400000,,8900000.0,1400000.0,15300000.0,,,
1999-06-30,7200000.0,128900000.0,,,70900000.0,106100000.0,,663400000.0,6500000.0,557300000.0,23848000.0,,,300300000.0,,30700000.0,0.0,399400000.0,90600000.0,,7100000.0,7100000,1100000.0,181300000.0,,106700000.0,-11500000.0,30400000.0,14700000.0,21000000.0,-6500000.0,25700000.0,0.14,44200000.0,19300000.0,23848000.0,93100000.0,,11100000.0,,76700000.0,-2100000.0,,264000000.0,-379600000.0,,16800000.0,,,15100000.0,14700000.0,14700000.0,3700000.0,13900000,0.14,30100000.0,600000.0,800000.0,-1300000.0,111600000,,877400000.0,-9700000.0,16700000.0,-9500000.0,15100000.0,4000000.0,497800000.0,,22700000,,8800000.0,300000.0,-4600000.0,,,
1999-09-30,-400000.0,132800000.0,,,68200000.0,102100000.0,,672800000.0,9800000.0,570700000.0,23850000.0,,,309300000.0,,25800000.0,-100000.0,405500000.0,102000000.0,,10400000.0,10400000,500000.0,189900000.0,,105900000.0,-23400000.0,28000000.0,12700000.0,21800000.0,-6400000.0,28500000.0,0.205,46300000.0,14700000.0,23850000.0,93100000.0,,15800000.0,,83000000.0,3600000.0,,267300000.0,-383200000.0,,15100000.0,,,6900000.0,12700000.0,12700000.0,3700000.0,19000000,0.205,32800000.0,,7600000.0,-100000.0,123800000,,891800000.0,-6100000.0,27400000.0,-27800000.0,6900000.0,5400000.0,508600000.0,,27900000,,8800000.0,0.0,-1900000.0,,,
1999-12-31,23200000.0,126700000.0,,,77300000.0,119900000.0,,680800000.0,17800000.0,560900000.0,,,,296600000.0,,25700000.0,0.0,401600000.0,100100000.0,,18200000.0,18200000,15300000.0,176400000.0,,104300000.0,19200000.0,30100000.0,24800000.0,16600000.0,-6400000.0,32100000.0,,46300000.0,12700000.0,,152800000.0,,27500000.0,,84300000.0,-15200000.0,,279200000.0,-386600000.0,,18700000.0,,,5900000.0,24800000.0,24800000.0,3700000.0,15800000,,39300000.0,-300000.0,3200000.0,-1900000.0,116700000,,889600000.0,-20800000.0,13700000.0,9500000.0,5900000.0,9300000.0,503000000.0,,24000000,0.0,8300000.0,100000.0,12000000.0,,,
2000-03-31,-40767000.0,130527000.0,,,95254000.0,130868000.0,,716101000.0,9947000.0,585233000.0,23849974.0,-768000.0,,,,27522000.0,0.0,433050000.0,112413000.0,,10417000.0,10417000,684000.0,190691000.0,,103309000.0,-40712000.0,39892000.0,15126000.0,22342000.0,-6633000.0,29691000.0,0.42,56531000.0,24762000.0,23849974.0,152750000.0,44419000.0,16500000.0,,92642000.0,360000.0,,283051000.0,-393178000.0,,19319000.0,,1979000.0,27914000.0,15126000.0,15126000.0,3955000.0,19771000,0.42,37649000.0,-226000.0,-18352000.0,-800000.0,134755000,,902400000.0,29560000.0,1516000.0,-42283000.0,27914000.0,6083000.0,509222000.0,,29097000,,,,-9636000.0,,,
2000-06-30,36145000.0,133136000.0,,,102399000.0,132845000.0,,723565000.0,8691000.0,590720000.0,23849974.0,,,308776000.0,,25792000.0,0.0,437905000.0,111879000.0,,9160000.0,9160000,523000.0,188875000.0,,103021000.0,-13572000.0,37212000.0,11071000.0,21850000.0,-6551000.0,38777000.0,0.36,65754000.0,15126000.0,23849974.0,152750000.0,,13963000.0,,94150000.0,870000.0,,285660000.0,-400088000.0,,18808000.0,,,21137000.0,11071000.0,11071000.0,4289000.0,17729000,0.36,42485000.0,-226000.0,-952000.0,-99000.0,133729000,,911787000.0,-6663000.0,16180000.0,19965000.0,21137000.0,4803000.0,511699000.0,,27237000,,,,-4055000.0,,,
2000-09-30,7881000.0,137019000.0,,,96952000.0,127959000.0,,721601000.0,10132000.0,593642000.0,23849974.0,,,308830000.0,,26921000.0,0.0,432058000.0,118193000.0,,10602000.0,10602000,358000.0,187251000.0,,102336000.0,-10499000.0,39322000.0,4796000.0,25441000.0,-6719000.0,29062000.0,0.42,66671000.0,11071000.0,23923312.0,152750000.0,,15287000.0,,98999000.0,-376000.0,,289543000.0,-405140000.0,,17170000.0,,,23849000.0,4796000.0,4796000.0,4265000.0,19194000,0.42,44041000.0,-226000.0,-1092000.0,-473000.0,143634000,,919077000.0,-14165000.0,18389000.0,-10508000.0,23849000.0,4685000.0,513937000.0,,27957000,,,,-6275000.0,,,
2000-12-31,12986000.0,140512000.0,,,88827000.0,124217000.0,,722115000.0,9576000.0,597898000.0,,,,314679000.0,,29199000.0,14000.0,429236000.0,112293000.0,,10045000.0,10045000,267000.0,191493000.0,,101272000.0,-11823000.0,38517000.0,1259000.0,35034000.0,-6552000.0,29753000.0,,62828000.0,4796000.0,,152764000.0,,11989000.0,,96497000.0,-940000.0,,292879000.0,-410188000.0,,21613000.0,,,10266000.0,1259000.0,1259000.0,4074000.0,15796000,,48808000.0,-397000.0,6350000.0,-3158000.0,147327000,,926117000.0,-15909000.0,24195000.0,-11209000.0,10266000.0,1944000.0,515929000.0,,26448000,,,,-3537000.0,,,
2001-03-31,-1745000.0,143908000.0,,,114021000.0,152807000.0,,756910000.0,11002000.0,604103000.0,24306438.0,,,,,31023000.0,0.0,458302000.0,117613000.0,,11471000.0,11471000,318000.0,193381000.0,,101023000.0,-9542000.0,45740000.0,9173000.0,37896000.0,-6840000.0,40128000.0,0.45,77656000.0,1259000.0,24505664.0,155044000.0,42724000.0,17772000.0,,96074000.0,-521000.0,,298608000.0,-421113000.0,,20238000.0,,,20680000.0,9173000.0,9173000.0,4085000.0,21539000,0.45,53213000.0,-344000.0,-14239000.0,-93000.0,155509000,,942015000.0,9847000.0,7609000.0,-9354000.0,20680000.0,6301000.0,520902000.0,,31645000,,,2000.0,7914000.0,,,
2001-06-30,8766000.0,145890000.0,,,105584000.0,135201000.0,,746656000.0,8305000.0,611455000.0,24315207.0,,,315321000.0,,33306000.0,0.0,445885000.0,121279000.0,,8775000.0,8775000,876000.0,191179000.0,,100357000.0,-13955000.0,41082000.0,4641000.0,31617000.0,-6792000.0,28821000.0,0.34,68123000.0,9173000.0,24528719.0,155088000.0,,11872000.0,,106211000.0,-639000.0,,300771000.0,-426857000.0,,21355000.0,,,27565000.0,4641000.0,4641000.0,4072000.0,15068000,0.34,49198000.0,-207000.0,8585000.0,-369000.0,152896000,,952226000.0,-12823000.0,22246000.0,-13480000.0,27565000.0,3097000.0,525369000.0,,25356000,,,162000.0,-4532000.0,,,
2001-09-30,6095000.0,152601000.0,,,139332000.0,144483000.0,,774252000.0,10607000.0,629769000.0,24606043.0,,,301041000.0,,34251000.0,-1276000.0,464978000.0,134766000.0,,11077000.0,11077000,332000.0,175952000.0,,99819000.0,-19231000.0,41134000.0,2311000.0,42906000.0,-6968000.0,56922000.0,0.43,81450000.0,4641000.0,24881379.0,156593000.0,,16782000.0,,114456000.0,13000.0,,309274000.0,-434708000.0,,19588000.0,,,28093000.0,2311000.0,2311000.0,3860000.0,20310000,0.43,54317000.0,80000.0,-3702000.0,-189000.0,177672000,,968545000.0,-889000.0,17790000.0,-11695000.0,28093000.0,5705000.0,533837000.0,,31064000,,,569000.0,-2330000.0,,,
2001-12-31,10817000.0,156641000.0,,,110792000.0,143894000.0,,782541000.0,10785000.0,638647000.0,,,,353092000.0,,33696000.0,1276000.0,487733000.0,130624000.0,,11369000.0,11369000,666000.0,227360000.0,,99526000.0,-18402000.0,39301000.0,11378000.0,28848000.0,-6744000.0,27069000.0,,69262000.0,2311000.0,,138767000.0,,15741000.0,,111608000.0,-737000.0,,294808000.0,-441863000.0,,23953000.0,,,28946000.0,11378000.0,11378000.0,3941000.0,19016000,,54777000.0,-600000.0,10794000.0,-790000.0,159472000,,984840000.0,-2415000.0,29884000.0,-19067000.0,28946000.0,4372000.0,542977000.0,,29968000,,,614000.0,9067000.0,,,
2002-03-31,-9495000.0,159953000.0,,,114903000.0,138553000.0,,789359000.0,9848000.0,650806000.0,24667956.0,,,,,35673000.0,0.0,490508000.0,127282000.0,,10032000.0,10032000,51000.0,224824000.0,,99297000.0,-19159000.0,42216000.0,0.0,30451000.0,-6720000.0,33386000.0,0.4,68417000.0,11378000.0,24919068.0,138968000.0,49678000.0,14662000.0,,108347000.0,0.0,,298851000.0,-450113000.0,,27920000.0,,1016000.0,34034000.0,,,4324000.0,18935000,0.4,47483000.0,-70000.0,-8295000.0,-471000.0,157733000,,1003926000.0,-3707000.0,11488000.0,-20983000.0,34034000.0,4630000.0,553813000.0,,29119000,,,485000.0,-11378000.0,,,
2002-06-30,4987000.0,163657000.0,,,140921000.0,153841000.0,,837189000.0,10403000.0,683348000.0,25117325.0,,,354217000.0,,36216000.0,0.0,518083000.0,142002000.0,,10587000.0,10587000,358000.0,225587000.0,,99649000.0,-23266000.0,42074000.0,998000.0,34570000.0,-6883000.0,67471000.0,0.41,82140000.0,0.0,25411877.0,142109000.0,,15859000.0,,126501000.0,-3348000.0,,319106000.0,-457414000.0,,28629000.0,,69000.0,20000000.0,998000.0,998000.0,4347000.0,15501000,0.41,53450000.0,13340000.0,3723000.0,63000.0,176572000,,1029455000.0,98000.0,24166000.0,-19179000.0,20000000.0,5272000.0,572041000.0,,26007000,,,1756000.0,998000.0,,,
2002-09-30,833000.0,169642000.0,,,123349000.0,168768000.0,,862086000.0,12698000.0,693318000.0,25327522.0,,,390745000.0,,36929000.0,0.0,536587000.0,146940000.0,,12882000.0,12882000,746000.0,261512000.0,,99139000.0,-19127000.0,45550000.0,16736000.0,38810000.0,-6896000.0,35854000.0,0.5,75614000.0,998000.0,25496519.0,142153000.0,,19236000.0,,123932000.0,-31000.0,,325499000.0,-464589000.0,,30868000.0,,,38080000.0,16736000.0,16736000.0,4518000.0,23008000,0.5,49415000.0,13704000.0,-4992000.0,-800000.0,185750000,,1040775000.0,19836000.0,15029000.0,-14196000.0,38080000.0,6354000.0,576186000.0,,33888000,,,52000.0,15738000.0,,,
2002-12-31,4939000.0,175304000.0,,,124224000.0,164213000.0,,878736000.0,12443000.0,714523000.0,,,,403632000.0,,36135000.0,-2677000.0,549771000.0,155076000.0,,12627000.0,12627000,902000.0,258229000.0,,106929000.0,-18105000.0,44154000.0,9937000.0,34985000.0,-6966000.0,34104000.0,,83136000.0,16736000.0,,143461000.0,,16432000.0,,134885000.0,-879000.0,,328965000.0,-467759000.0,,26986000.0,,,37690000.0,9937000.0,9937000.0,4661000.0,20191000,,52430000.0,10200000.0,576000.0,3877000.0,190061000,,1055645000.0,-14808000.0,26114000.0,-21175000.0,37690000.0,3805000.0,587886000.0,,31234000,,,798000.0,-6799000.0,,,
2003-03-31,-8396000.0,178072000.0,,,130488000.0,172663000.0,,892369000.0,9678000.0,719706000.0,25592361.0,-815000.0,,,,36962000.0,0.0,560838000.0,149560000.0,,9862000.0,9862000,330000.0,258263000.0,,107767000.0,-14252000.0,53691000.0,884000.0,48560000.0,-7255000.0,30923000.0,0.38,88140000.0,9937000.0,25729714.0,143442000.0,70456000.0,14240000.0,,131258000.0,154000.0,,331531000.0,-475675000.0,,29948000.0,,,44919000.0,884000.0,884000.0,4392000.0,18302000,0.38,54646000.0,-13860000.0,-18667000.0,502000.0,198120000,,1066998000.0,4000.0,5195000.0,-13591000.0,44919000.0,4378000.0,591323000.0,,29458000,,,31000.0,-9053000.0,,,
2003-06-30,-4062000.0,179387000.0,,,142282000.0,195339000.0,,933789000.0,8250000.0,738450000.0,25672592.0,210000.0,,423381000.0,,36901000.0,0.0,600294000.0,159660000.0,,8434000.0,8434000,933000.0,270293000.0,,108480000.0,-14739000.0,62560000.0,0.0,38888000.0,-7194000.0,30585000.0,0.32,93410000.0,884000.0,25854898.0,143978000.0,,11429000.0,,144740000.0,-1441000.0,,333495000.0,-468298000.0,,39369000.0,,,43936000.0,,,4424000.0,14920000,0.32,67761000.0,10130000.0,-10758000.0,377000.0,198548000,,1077824000.0,4008000.0,9847000.0,-13909000.0,43936000.0,2995000.0,609526000.0,,26254000,,,379000.0,-884000.0,,,
2003-09-30,4429000.0,184223000.0,,,152191000.0,221102000.0,,956240000.0,11777000.0,735138000.0,25708199.0,,,427384000.0,,36875000.0,-98000.0,617332000.0,181292000.0,,11961000.0,11961000,25000.0,268436000.0,,112564000.0,-6591000.0,56158000.0,0.0,59410000.0,-7291000.0,39162000.0,0.46,117561000.0,0.0,25868975.0,144085000.0,,17791000.0,,158998000.0,1734000.0,,338908000.0,-584051000.0,,47383000.0,,,46598000.0,,,4528000.0,22294000,0.46,66431000.0,10600000.0,-11031000.0,3749000.0,240702000,,1189678000.0,-6165000.0,12756000.0,-8327000.0,46598000.0,5830000.0,605627000.0,,34012000,,,419000.0,0.0,,,
2003-12-31,34250000.0,186495000.0,,,162379000.0,213109000.0,,986423000.0,9216000.0,773314000.0,,,,420101000.0,,35987000.0,0.0,637036000.0,175562000.0,,9399000.0,9399000,4000.0,265193000.0,,113226000.0,-24826000.0,56966000.0,7305000.0,-59693000.0,-7197000.0,39323000.0,,115464000.0,0.0,,144119000.0,,11126000.0,,159918000.0,472000.0,,349387000.0,-453791000.0,,33374000.0,,,39718000.0,7305000.0,7305000.0,4522000.0,15644000,,83338000.0,18773000.0,26948000.0,-1550000.0,115869000,,1087116000.0,-17026000.0,49157000.0,-14907000.0,39718000.0,1727000.0,633325000.0,,27398000,,,243000.0,7305000.0,,,
2004-03-31,-7453000.0,187316000.0,,,157032000.0,216039000.0,,984441000.0,7911000.0,768402000.0,25793041.0,,,,,35587000.0,0.0,630932000.0,181066000.0,,8095000.0,8095000,37000.0,262975000.0,,113932000.0,-6232000.0,60518000.0,0.0,25519000.0,-7274000.0,36401000.0,0.31,122446000.0,7305000.0,25936219.0,144737000.0,79686000.0,11669000.0,,165005000.0,0.0,,353509000.0,-455500000.0,,33075000.0,,53000.0,44450000.0,,,4429000.0,16061000,0.31,76181000.0,21456000.0,-19845000.0,293000.0,206585000,,1086212000.0,-1857000.0,784000.0,-8237000.0,44450000.0,3574000.0,630712000.0,,27234000,,,2928000.0,-7305000.0,,,
2004-06-30,9948000.0,187881000.0,,,158305000.0,216012000.0,,989298000.0,7683000.0,773286000.0,25891440.0,,,421294000.0,,38027000.0,0.0,632953000.0,190112000.0,,7867000.0,7867000,781000.0,261336000.0,,114700000.0,-15051000.0,65229000.0,0.0,21096000.0,-7302000.0,38009000.0,0.3,110959000.0,0.0,26013519.0,145228000.0,,11710000.0,,174813000.0,-2230000.0,,356345000.0,-461720000.0,,39824000.0,,,43107000.0,,,4370000.0,15299000,0.3,77189000.0,23236000.0,3940000.0,901000.0,211208000,,1094548000.0,-8438000.0,23489000.0,-13541000.0,43107000.0,3843000.0,632828000.0,,26531000,,,2301000.0,0.0,,,
2004-09-30,-268000.0,191902000.0,,,244264000.0,240994000.0,,1115021000.0,10842000.0,874027000.0,26010252.0,,,439060000.0,,45452000.0,0.0,753404000.0,199736000.0,,11026000.0,11026000,125000.0,261271000.0,,131391000.0,-87638000.0,78187000.0,0.0,22527000.0,-7334000.0,43395000.0,0.42,119384000.0,0.0,26121911.0,145778000.0,,16196000.0,,179025000.0,-6483000.0,,361617000.0,-454413000.0,,43423000.0,,,124480000.0,,,4640000.0,20711000,0.42,76389000.0,23937000.0,-12687000.0,1368000.0,222263000,,1142410000.0,74602000.0,12957000.0,-13225000.0,124480000.0,5170000.0,687997000.0,,32296000,-4000.0,419000.0,2567000.0,0.0,,,
2004-12-31,7905000.0,199427000.0,,,181513000.0,273524000.0,,1134148000.0,14694000.0,860624000.0,,,,440539000.0,,42655000.0,-1126000.0,689438000.0,219256000.0,,14878000.0,12663000,-124000.0,263642000.0,,132082000.0,-10197000.0,77296000.0,0.0,23012000.0,-7353000.0,48877000.0,,131214000.0,0.0,,160385000.0,,17080000.0,,197219000.0,8010000.0,,444710000.0,-440650000.0,,65014000.0,,,46005000.0,,,4833000.0,22037000,,86631000.0,-2967000.0,-1139000.0,1292000.0,242268000,,1122748000.0,-11630000.0,22694000.0,-14789000.0,46005000.0,4417000.0,682098000.0,,32391000,0.0,,70984000.0,-6000.0,,,
2005-03-31,-11652000.0,201055000.0,,,210770000.0,303356000.0,,1168019000.0,9787000.0,864663000.0,29126096.0,,,,,42853000.0,7892000.0,717645000.0,207123000.0,,9971000.0,11016000,194000.0,262166000.0,-24298000.0,130713000.0,-18578000.0,99664000.0,0.0,26715000.0,-8342000.0,53364000.0,0.33,129807000.0,0.0,29230188.0,161228000.0,115976000.0,16639000.0,,186093000.0,831000.0,,450374000.0,-443387000.0,,73885000.0,,,61519000.0,,,4585000.0,21030000,0.34,95887000.0,-2747000.0,-22745000.0,-1549000.0,233838000,,1126363000.0,17425000.0,1092000.0,-12744000.0,61519000.0,5623000.0,682976000.0,,32465000,-6000.0,,4241000.0,0.0,,,
2005-06-30,-13081000.0,215011000.0,,,216668000.0,318030000.0,,1191531000.0,22121000.0,873501000.0,29158140.0,,,441614000.0,,45985000.0,-14002000.0,728202000.0,225925000.0,,22304000.0,10967000,215000.0,259615000.0,3884000.0,128985000.0,16249000.0,95808000.0,16179000.0,30453000.0,-8349000.0,58540000.0,0.76,129866000.0,0.0,29263643.0,161354000.0,,16242000.0,,205057000.0,33412000.0,,463329000.0,-449240000.0,,76177000.0,,,82834000.0,16179000.0,16179000.0,4841000.0,20868000,0.76,75294000.0,-4269000.0,-19607000.0,-2436000.0,256378000,,1133363000.0,-1512000.0,1320000.0,-14401000.0,82834000.0,5275000.0,684123000.0,,32421000,-359000.0,,579000.0,16179000.0,,,
2005-09-30,24825000.0,129464000.0,,,165081000.0,284722000.0,,1158642000.0,17418000.0,873920000.0,29245640.0,,,445707000.0,,38406000.0,3114000.0,680734000.0,244878000.0,,17603000.0,18080000,1073000.0,258981000.0,12732000.0,131989000.0,-9508000.0,83361000.0,0.0,27780000.0,-8369000.0,53264000.0,0.59,132612000.0,16179000.0,29441410.0,162151000.0,,28772000.0,,212522000.0,3370000.0,,477908000.0,-456005000.0,,50646000.0,,,37493000.0,,,4657000.0,32356000,0.6,74324000.0,91514000.0,5418000.0,2131000.0,272658000,,1147056000.0,-46013000.0,39830000.0,-15005000.0,37493000.0,10692000.0,691051000.0,,44076000,0.0,1409000.0,3446000.0,-16179000.0,,,
2005-12-31,35739000.0,228515000.0,,,186979000.0,305175000.0,,1181496000.0,12490000.0,876321000.0,,,,440878000.0,,33824000.0,-3329000.0,700308000.0,255432000.0,,12673000.0,12758000,304000.0,258260000.0,-4818000.0,123064000.0,-16204000.0,88677000.0,5430000.0,29807000.0,-8403000.0,61069000.0,,140145000.0,0.0,,162506000.0,,19113000.0,,232129000.0,1367000.0,,481188000.0,-459438000.0,,49381000.0,,,19340000.0,5430000.0,5430000.0,4494000.0,23303000,,106570000.0,-6601000.0,30835000.0,-7369000.0,285239000,,1156529000.0,-31891000.0,53558000.0,-17819000.0,19340000.0,6355000.0,697091000.0,,35103000,-574000.0,,1424000.0,5430000.0,,,
2006-03-31,-38671000.0,234832000.0,,,218210000.0,328280000.0,,1214967000.0,14776000.0,886687000.0,29325986.0,,,,,35972000.0,12842000.0,726941000.0,245236000.0,,14960000.0,14960000,429000.0,257553000.0,-17811000.0,122223000.0,-15810000.0,106458000.0,0.0,33542000.0,-8643000.0,57945000.0,0.5,138363000.0,5430000.0,29676117.0,162735000.0,119001000.0,23532000.0,,217639000.0,-337000.0,,488026000.0,-466476000.0,,47841000.0,,,48535000.0,,,4494000.0,27597000,0.5,111730000.0,-4943000.0,-50128000.0,-866000.0,278778000,,1172326000.0,33531000.0,-23198000.0,-15473000.0,48535000.0,8572000.0,705850000.0,,39821000,-2000.0,,869000.0,-5430000.0,,,
2006-06-30,3372000.0,237571000.0,,,230923000.0,343933000.0,,1233101000.0,11210000.0,889168000.0,29392963.0,,,439687000.0,,34825000.0,-13135000.0,739924000.0,250784000.0,,11394000.0,11137000,659000.0,256850000.0,-193000.0,122675000.0,-16415000.0,106989000.0,0.0,29120000.0,-8655000.0,62362000.0,0.38,145728000.0,0.0,29766040.0,162826000.0,,17695000.0,,228648000.0,1013000.0,,493177000.0,-473884000.0,,49390000.0,,,62264000.0,,,5100000.0,22136000,0.38,106297000.0,-4329000.0,-5655000.0,2000000.0,279904000,,1185909000.0,-4936000.0,21848000.0,-18476000.0,62264000.0,6558000.0,712025000.0,,34515000,-461000.0,,148000.0,0.0,,,
2006-09-30,25754000.0,242392000.0,,,226477000.0,338180000.0,,1238795000.0,13293000.0,900615000.0,29412526.0,,,439571000.0,,36992000.0,-20000.0,739858000.0,256106000.0,,13476000.0,13476000,1060000.0,256223000.0,341000.0,120818000.0,-19085000.0,106601000.0,7999000.0,24436000.0,-8656000.0,54235000.0,0.45,181753000.0,0.0,29805897.0,162995000.0,,20152000.0,,231936000.0,-2318000.0,,498937000.0,-472876000.0,,41827000.0,,,57124000.0,7999000.0,7999000.0,5078000.0,24170000,0.45,115118000.0,-4574000.0,18214000.0,-1082000.0,280542000,,1194577000.0,-18035000.0,45096000.0,-19342000.0,57124000.0,6676000.0,721701000.0,,36722000,0.0,3396000.0,617000.0,7999000.0,,,
2006-12-31,20343000.0,245005000.0,,,215457000.0,335353000.0,,1258650000.0,11097000.0,923297000.0,,,,463612000.0,,29946000.0,-156000.0,751125000.0,256789000.0,,11282000.0,11282000,-2587000.0,255436000.0,3318000.0,120921000.0,-14271000.0,103002000.0,6791000.0,29912000.0,-8667000.0,53237000.0,,145276000.0,7999000.0,,163109000.0,,16651000.0,,232672000.0,8835000.0,,507525000.0,-479557000.0,,41900000.0,,,42025000.0,6791000.0,6791000.0,4879000.0,24117000,,120195000.0,188000.0,52512000.0,-1310000.0,286701000,,1198166000.0,-23907000.0,36500000.0,-16157000.0,42025000.0,5369000.0,718609000.0,,36945000,0.0,1181000.0,810000.0,-1208000.0,,,
2007-03-31,-39477000.0,246467000.0,,,251081000.0,364903000.0,,1298437000.0,10224000.0,933534000.0,29503252.0,,,,,31241000.0,5552000.0,785917000.0,258685000.0,,10408000.0,10408000,273000.0,254804000.0,2812000.0,120032000.0,-25541000.0,100570000.0,0.0,42436000.0,-8828000.0,51648000.0,0.34,162033000.0,6791000.0,29756904.0,163751000.0,118968000.0,16179000.0,,237911000.0,-5449000.0,,512520000.0,-488769000.0,,54073000.0,,,77214000.0,,,4868000.0,20774000,0.35,122219000.0,317000.0,-36550000.0,-742000.0,301121000,,1216923000.0,34051000.0,-15611000.0,-23866000.0,77214000.0,5771000.0,728154000.0,,33867000,-2000.0,-1711000.0,2787000.0,-6791000.0,,,
2007-06-30,-7022000.0,253686000.0,,,263350000.0,359091000.0,,1326741000.0,15919000.0,967650000.0,29685745.0,,,466807000.0,,31113000.0,-1026000.0,801924000.0,280746000.0,,16103000.0,16103000,340000.0,254140000.0,3511000.0,120518000.0,-46220000.0,98791000.0,0.0,25098000.0,-8883000.0,61042000.0,0.53,171875000.0,0.0,29940868.0,164300000.0,,25585000.0,,250475000.0,219000.0,,524817000.0,-496841000.0,,46870000.0,,,97052000.0,,,5026000.0,30271000,0.54,105256000.0,1306000.0,6789000.0,1758000.0,305844000,,1260532000.0,11911000.0,35936000.0,-42958000.0,97052000.0,9482000.0,763691000.0,,43218000,-293000.0,-1380000.0,3018000.0,0.0,,,
2007-09-30,4407000.0,258129000.0,,,248236000.0,351464000.0,,1343024000.0,13148000.0,991560000.0,29745600.0,,,490652000.0,,32959000.0,-4854000.0,810830000.0,278742000.0,,13332000.0,13332000,619000.0,278378000.0,1456000.0,122171000.0,-31949000.0,97757000.0,704000.0,23493000.0,-8890000.0,54886000.0,0.44,174397000.0,0.0,29995660.0,164639000.0,,21239000.0,,253195000.0,-594000.0,,532194000.0,-503295000.0,,34551000.0,,,81800000.0,704000.0,704000.0,4927000.0,25547000,0.44,111550000.0,1924000.0,3407000.0,1690000.0,302235000,,1289261000.0,-2999000.0,37016000.0,-32609000.0,81800000.0,7907000.0,785966000.0,,38913000,-10000.0,5300000.0,1828000.0,704000.0,,,
