date,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyEbitda,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyChangeInInventory
2011-12-31,,,9107112000.0,,-83624000.0,901735000.0,21572000.0,,10506227000,-11254000.0,813196000.0,6572000.0,1027657000,,342906000,55564000.0,-23747000.0,-89088000,-238151000.0,6393221000,2403699000,8799581000.0,,728252000,134994000,561327000,4053653000,-188728000.0,684751000,-389973000.0,,2750551000,-156683000.0,-5053459000.0,72843000.0,44883000,79391000,456244000.0,426333000,,430776000.0,207371000.0,1286993000,2146243000.0,1900591000,1722894000,2806409000,-84221000,399574000,672791000.0,828545000,149675000,1254519000,399574000,-153470000.0,153880000.0,,1180537000.0,754116000.0,823743000,13045000,267516000.0,780941000,-11023000.0,14863635000,1229687000.0,8470414000,133280000.0,3690692000,,,,,,,,
2012-03-31,,10583000.0,,,,911488000.0,21572000.0,0.76,10985560000,0.0,1060559000.0,-685637000.0,1006252000,590268500.0,440051000,156888000.0,55601000.0,326310000,-237103000.0,6762208000,2628770000,9243421000.0,-504597000.0,746186000,144674000,598102000,4184142000,-196395000.0,566201000,307759000.0,590268500.0,2617349000,-5036000.0,,226819000.0,232736000,336782000,604697000.0,453428000,0.76,420193000.0,,1529552000,,1957577000,1611097000,2864315000,32243000,443840000,1182559000.0,797324000,425139000,1496996000,443840000,,138159000.0,,1180537000.0,815032000.0,1076803000,9925000,408302000.0,813255000,-917000.0,15832992000,3330778000.0,9070784000,137042000.0,4158322000,,,,,,,,
2012-06-30,,,,-155274000.0,272761000.0,1008893000.0,21572000.0,0.78,10699313000,18702000.0,693712000.0,-183662000.0,1106780000,590268500.0,486655000,163883000.0,37000.0,486655000,-202013000.0,6566056000,2911307000,9409376000.0,0.0,758897000,148325000,608484000,4215747000,-203148000.0,620125000,-587219000.0,590268500.0,2801492000,53139000.0,,-356381000.0,204156000,689551000,414500000.0,460159000,0.78,419409000.0,,1740274000,,1952603000,1694712000,2985056000,-4659000,461089000,1098313000.0,791006000,676077000,1162027000,461089000,-295134000.0,137725000.0,,1180537000.0,1060559000.0,742618000,12688000,211352000.0,1026468000,-758527000.0,15529259000,3286788000.0,8963203000,135614000.0,4651581000,,,,,,,,
2012-09-30,,,,,-463712000.0,922289000.0,21572000.0,0.739377,11172365000,6000.0,774995000.0,-664894000.0,998102000,590268415.0,414542000,160188000.0,-6126000.0,458716000,-243114000.0,7067002000,3089188000,9845807000.0,-6228000.0,592225000,136491000,573978000,4327490000,-186964000.0,583560000,247991000.0,590268415.0,2657069000,-103811000.0,,77716000.0,207562000,385860000,494619000.0,437487000,0.739377,888760000.0,,1655702000,,1919482000,1658967000,2988690000,-748000,436431000,1107003000.0,781588000,599053000,1676300000,436431000,0.0,144713000.0,,1180537000.0,693712000.0,787540000,18247000,307655000.0,1343059000,-38000.0,16096796000,3242640000.0,9029794000,129903000.0,4744890000,,,,,,,,
2012-12-31,129419000.0,,9776191000.0,-34755000.0,-452278000.0,883190000.0,21572000.0,0.605972,11388016000,0.0,772656000.0,49864000.0,1085603000,590268415.0,499643000,134010000.0,-923000.0,494275000,-589307000.0,6987116000,2829374000,10050024000.0,0.0,624109000,112068000,462405000,4434970000,-197627000.0,585960000,-394070000.0,590268415.0,2758120000,-247304000.0,-5341221000.0,2391000.0,174112000,53582000,346597000.0,350337000,0.605972,665981000.0,261223000.0,1574225000,1806945000.0,2077117000,1672517000,2985805000,-108158000,357686000,985664000.0,749235000,530860000,1494439000,357686000,-153470000.0,147057000.0,,1180537000.0,774995000.0,828458000,14647000,148970000.0,1211155000,-6000.0,15963925000,1392971000.0,8976809000,142060000.0,4403599000,,,,,,,,
2013-03-31,,,4490305000.0,15213000.0,-529250000.0,817016000.0,21572000.0,0.72,11735821000,1196000.0,925554000.0,-336885000.0,1032873000,590268500.0,479288000,92409000.0,-30725000.0,363082000,-677045000.0,7141826000,2650866000,10474801000.0,0.0,715852000,133856000,556573000,4490305000,-179499000.0,553585000,-68522000.0,590268500.0,2678305000,16321000.0,-90335000.0,158004000.0,308084000,333917000,563411000.0,422717000,0.72,824563000.0,,1568089000,,2332671000,1645432000,2894456000,12968000,424777000,987762000.0,696401000,491049000,1773340000,424777000,,145370000.0,,1180537000.0,772656000.0,948777000,13909000,383912000.0,1139799000,-17209000.0,16111424000,3161011000.0,8969598000,128921000.0,4218955000,,,,,,,,
2013-06-30,,,4536995000.0,9808000.0,,820055000.0,21572000.0,0.7,11724417000,14931000.0,606026000.0,-472457000.0,1114827000,596897143.0,536631000,34342000.0,-4296000.0,529329000,-677727000.0,7028869000,2591325000,,0.0,747582000,149795000,579360000,4536995000,-177314000.0,578196000,-446318000.0,596897143.0,2829270000,56136000.0,,-307721000.0,292715000,369299000,611054000.0,429565000,0.7,1134637000.0,,1462454000,,2425799000,1714443000,2697932000,11869000,417828000,931803000.0,672918000,423442000,1753072000,417828000,-354161000.0,151602000.0,,,925554000.0,618435000,16620000,433740000.0,1093810000,-9088000.0,15943632000,3131767000.0,8914763000,121765000.0,4053779000,,,,,,,,
2013-09-30,,,4631933000.0,39591000.0,-580610000.0,804272000.0,21572000.0,0.5,12048287000,0.0,586153000.0,-519997000.0,907355000,590268500.0,443675000,26837000.0,5119000.0,439191000,-787227000.0,7045118000,2394797000,10838627000.0,0.0,633468000,142404000,456692000,4631933000,-193645000.0,463680000,-250039000.0,590268500.0,2415061000,239248000.0,,-16867000.0,307392000,366067000,753169000.0,314288000,0.5,1460989000.0,,1416627000,,2156658000,1507706000,2674532000,9884000,300159000,933489000.0,717706000,319501000,2064130000,300159000,0.0,157931000.0,,1180537000.0,606026000.0,603141000,18845000,559524000.0,937575000,-113000.0,16039377000,3095411000.0,8994259000,120639000.0,3811424000,,,,,,,,
2013-12-31,149154000.0,,10390571000.0,60804000.0,-594448000.0,834629000.0,30845000.0,,12290420000,207000.0,598145000.0,42440000.0,1084940000,,499026000,56911000.0,179000.0,38372000,-1001242000.0,6925472000,2119729000,11094598000.0,0.0,785851000,201822000,609624000,4673767000,-169854000.0,585914000,-451994000.0,,2674145000,-122925000.0,-5716804000.0,17930000.0,25603000,43550000,427484000.0,407802000,,1248902000.0,207425000.0,1341375000,1806754000.0,2005209000,1589205000,2702647000,57196000,408630000,915256000.0,751105000,244747000,1863431000,408630000,-153470000.0,155151000.0,,1180537000.0,586153000.0,614529000,21076000,257630000.0,684142000,0.0,15930970000,1260482000.0,9005498000,152080000.0,3461104000,,,,,,,,
2014-03-31,,,4754390000.0,70790000.0,-583060000.0,820025000.0,21572000.0,0.72,12724313000,-18748000.0,649689000.0,-538243000.0,1052910000,590268500.0,487140000,102592000.0,-8099000.0,366035000,-468670000.0,7317622000,2311306000,11517103000.0,-1380000.0,792751000,199065000,627084000,4754390000,-213669000.0,565770000,-22242000.0,590268500.0,2579944000,16660000.0,,51359000.0,281510000,305367000,611844000.0,428019000,0.72,1553348000.0,,1272533000,,2264167000,1527034000,2705667000,65542000,422505000,934638000.0,744204000,175894000,2213113000,422505000,,152664000.0,-305826000.0,1180537000.0,598145000.0,659765000,13003000,398175000.0,736213000,-47979000.0,16445144000,3027964000.0,9127522000,209129000.0,3583839000,,,,,,,,
2014-06-30,,,4856796000.0,-12379000.0,-567557000.0,880589000.0,21572000.0,0.7,12793540000,-9900000.0,639824000.0,-404896000.0,1069994000,590268500.0,520712000,92041000.0,-9957000.0,518237000,-531530000.0,7523834000,2574946000,11570827000.0,0.0,727816000,144219000,564119000,4856796000,-216796000.0,549282000,-173334000.0,590268500.0,2660882000,16702000.0,,-11744000.0,284168000,342022000,566486000.0,419900000,0.7,1748977000.0,,1240055000,,2195100000,1590888000,2774035000,14367000,407885000,943314000.0,710151000,173083000,2391359000,407885000,,153079000.0,-195629000.0,1180537000.0,649689000.0,642382000,10618000,349690000.0,913125000,-450000.0,16757024000,2993696000.0,9233190000,219824000.0,3815001000,,,,,,,,
2014-09-30,,,4963906000.0,19735000.0,-755940000.0,894804000.0,148775000.0,0.14,12686366000,17923000.0,583184000.0,-768088000.0,910465000,590268500.0,476860000,139711000.0,-13149000.0,480103000,-817681000.0,7709392000,2873490000,11652036000.0,-27157000.0,370022000,116614000,203629000,4963906000,-326331000.0,433605000,63317000.0,590268500.0,2420631000,234621000.0,,-45325000.0,285993000,363355000,659446000.0,87015000,0.14,2181500000.0,,1081099000,,1969739000,1510166000,2825108000,-226412000,81209000,658162000.0,700336000,21673000,2765770000,81209000,0.0,153515000.0,-432523000.0,1180537000.0,639824000.0,584270000,12878000,333115000.0,1105519000,0.0,16794928000,2973912000.0,9085536000,249099000.0,3954589000,,,,,,,,
2014-12-31,239468000.0,,11111866000.0,916000.0,-858029000.0,831803000.0,25588000.0,,12654114000,-10725000.0,416445000.0,-74584000.0,1017133000,,464963000,133609000.0,-5987000.0,369350000,-1072836000.0,7396322000,2602829000,11721873000.0,-903000.0,536707000,126163000,372405000,5159557000,-384811000.0,552170000,-291347000.0,,2676505000,-340049000.0,-5952309000.0,-159640000.0,23579000,86414000,206291000.0,246242000,,1838379000.0,204558000.0,1101535000,1745379000.0,2002867000,1659372000,2779869000,-175093000,246918000,666741000.0,714123000,30104000,2256024000,246918000,-177081000.0,156371000.0,321549000.0,1180537000.0,583184000.0,417645000,7931000,-178520000.0,967921000,-55000.0,16510678000,1012251000.0,9114356000,21572000.0,3704364000,,,,,,,,
2015-03-31,,,5192692000.0,14137000.0,-1075429000.0,652554000.0,129657000.0,0.44,12691796000,-6288000.0,671817000.0,-801430000.0,812863000,590268500.0,433490000,188704000.0,-4451000.0,327640000,-418195000.0,7543862000,2633762000,11976955000.0,0.0,539260000,131925000,385868000,5192692000,-260705000.0,379373000,189115000.0,590268500.0,2253555000,515636000.0,,265578000.0,284201000,321970000,877893000.0,253943000,0.44,2375110000.0,,1095954000,,1925224000,1440692000,2438252000,-129000,255082000,638156000.0,721893000,27494000,3050729000,255082000,,147737000.0,-536731000.0,1180537000.0,416445000.0,675619000,5655000,617188000.0,1154642000,0.0,16572329000,2709467000.0,9028467000,21572000.0,3729716000,,,,,,,,
2015-06-30,,,5367107000.0,-101751000.0,-1022826000.0,573679000.0,0.0,0.12,12456552000,-3461000.0,516724000.0,-423747000.0,543701000,590268500.0,432579000,213670000.0,1838000.0,437620000,-441268000.0,7165471000,2594635000,11689108000.0,0.0,270115000,34965000,107288000,5367107000,-260609000.0,111122000,-279699000.0,590268500.0,1868078000,396846000.0,,-155357000.0,269925000,374119000,548089000.0,72323000,0.12,2569066000.0,,1075037000,,1768786000,1324377000,2142391000,4269000,66314000,619694000.0,712447000,25557000,3088296000,66314000,,153464000.0,-193956000.0,1180537000.0,671817000.0,519230000,9363000,287480000.0,1235138000,-355015000.0,16281674000,2674520000.0,9116203000,21572000.0,3669672000,,,,,,,,
2015-09-30,,,5507972000.0,-24388000.0,-1156983000.0,590235000.0,189159000.0,-0.6,11967491000,-6922000.0,496472000.0,-348737000.0,462655000,590268500.0,782114000,188162000.0,5616000.0,381582000,-577340000.0,6484042000,2284350000,11334204000.0,0.0,-156311000,35420000,-320247000,5507972000,-299874000.0,-319459000,-246424000.0,590268500.0,1559194000,437624000.0,,-8828000.0,261158000,385035000,586333000.0,-355667000,-0.6,2338772000.0,,1098900000,,1434732000,1096539000,2023626000,-5375000,-354904000,858079000.0,745803000,24106000,2836525000,-354904000,0.0,159215000.0,-49358000.0,1180537000.0,516724000.0,497753000,4721000,286459000.0,974792000,-23000.0,15505408000,2219960000.0,9021366000,21572000.0,3383250000,,,,,,,,
2015-12-31,46600000.0,84479000.0,5672258000.0,20922000.0,-1187395000.0,503845000.0,188180000.0,-0.079039,11713344000,-5651000.0,286198000.0,-199668000.0,396456000,590268415.0,372064000,134780000.0,-4978000.0,368966000,-627189000.0,5743031000,1754775000,11110469000.0,-4400000.0,198250000,42195000,-2829000,5672258000,-300241000.0,24392000,-198026000.0,590268415.0,1419926000,23879000.0,-6130942000.0,-195005000.0,231176000,222842000,202689000.0,-45024000,-0.079039,2140862000.0,173528000.0,1266143000,1333770000.0,1283975000,1023470000,1843467000,-46367000,-46654000,906963000.0,750325000,223221000,2427409000,-46654000,-177081000.0,198362000.0,-4400000.0,1180537000.0,496472000.0,286547000,2717000,-97552000.0,748295000,-3141000.0,14886974000,809682000.0,9143943000,21572000.0,3020918000,,,,,,,,
2016-03-31,,,5840103000.0,-16171000.0,-1110207000.0,450397000.0,0.0,0.04,11808693000,-10384000.0,530743000.0,-94724000.0,329861000,590268500.0,287697000,90495000.0,-19399000.0,220944000,-220833000.0,5657972000,1900276000,11128630000.0,,206783000,11374000,39324000,5840103000,-228526000.0,42164000,27961000.0,590268500.0,1257254000,102915000.0,,242384000.0,233450000,218580000,309147000.0,27950000,0.04,2036183000.0,,1012465000,,1307485000,927393000,1604225000,-22122000,18161000,886402000.0,681655000,33649000,2567945000,18161000,,163155000.0,,1180537000.0,286198000.0,531762000,4304000,80621000.0,965973000,-4677000.0,14879531000,2087412000.0,9221559000,21572000.0,2912741000,,,,,,,,
2016-06-30,,195754000.0,5945317000.0,-52560000.0,-1082907000.0,506589000.0,0.0,-0.02,11468566000,-13464000.0,392643000.0,-2968000.0,305826000,590268500.0,345640000,68939000.0,-227000.0,341996000,-407071000.0,5115446000,1752032000,10761203000.0,-17108000.0,157197000,-2403000,-11580000,5945317000,-208918000.0,-39814000,-518872000.0,590268500.0,1120673000,307317000.0,,-142112000.0,228634000,250208000,379728000.0,-9177000,-0.022475,1879082000.0,,987161000,,1146159000,814847000,1533666000,18612000,-13266000,877053000.0,661377000,32859000,2273433000,-13266000,-354161000.0,163963000.0,0.0,1180537000.0,530743000.0,394351000,4814000,170810000.0,787187000,-111000.0,14369681000,2032412000.0,9254235000,21572000.0,2739193000,,,,,,,,
2016-09-30,,93841000.0,6026707000.0,-47047000.0,-1083727000.0,550925000.0,0.0,0.0002,11484349000,-11550000.0,468123000.0,-79210000.0,281953000,590268500.0,295764000,40904000.0,-8165000.0,312481000,-373324000.0,4990247000,1652273000,10777806000.0,0.0,191065000,1144000,16632000,6026707000,-169123000.0,-13811000,-97604000.0,590268500.0,1048527000,148955000.0,,76697000.0,228339000,231744000,253511000.0,15488000,0.0002,1830590000.0,,954593000,,1035230000,766574000,1498624000,26586000,16603000,855962000.0,629828000,32737000,2299203000,16603000,0.0,167520000.0,0.0,1180537000.0,392643000.0,468613000,6913000,84388000.0,713222000,-24309000.0,14227746000,1970995000.0,9237499000,21572000.0,2606866000,,,,,,,,
2016-12-31,55841000.0,233232000.0,6001939000.0,-12301000.0,-1160989000.0,556834000.0,151417000.0,0.057262,11287417000,-6996000.0,398580000.0,78554000.0,288251000,590268415.0,282431000,39668000.0,-2054000.0,280452000,-294332000.0,4968571000,1731130000,10658136000.0,0.0,217507000,26809000,43435000,6001939000,-156697000.0,5820000,-64109000.0,590268415.0,1045800000,-210988000.0,-6425376000.0,-64376000.0,213617000,201981000,-78821000.0,16626000,0.057262,1633142000.0,125991000.0,859073000,1292665000.0,1079400000,757549000,1563889000,14608000,33800000,828322000.0,550657000,31542000,2032879000,33800000,-153470000.0,167774000.0,0.0,1180537000.0,468123000.0,399737000,6298000,-235518000.0,808694000,-1063000.0,14003275000,570162000.0,9034704000,21572000.0,2590203000,,,,,,,,
2017-03-31,,,6048740000.0,-92930000.0,-1122918000.0,642093000.0,0.0,0.347515,11530615000,-9006000.0,426741000.0,137006000.0,330004000,590268415.0,293990000,62265000.0,-8555000.0,221888000,-762670000.0,5049782000,1711800000,10863263000.0,,234944000,-47245000,66788000,6048740000,-136653000.0,36014000,-138505000.0,590268415.0,1153860000,-104937000.0,,24635000.0,215272000,202133000,26134000.0,114033000,0.347515,1613665000.0,,846903000,,1183774000,823856000,1673034000,20311000,205127000,937784000.0,557764000,31587000,2041284000,205127000,,162218000.0,,1180537000.0,398580000.0,427619000,5938000,-110519000.0,676644000,-18000.0,14196248000,1804676000.0,9146466000,21572000.0,2558703000,,,,,,,,
2017-06-30,,,6124342000.0,-36888000.0,-1056353000.0,709745000.0,0.0,0.126254,11341154000,826000.0,270837000.0,84381000.0,377075000,590268500.0,325585000,80334000.0,7349000.0,327132000,-297816000.0,5083952000,1947513000,10607237000.0,-3681000.0,220931000,-7357000,66063000,6124342000,-154275000.0,51490000,-209391000.0,590268500.0,1242804000,-247336000.0,,-157840000.0,220176000,215587000,-32830000.0,73420000,0.126254,1431881000.0,,831262000,,1211403000,865729000,1988820000,30201000,74524000,908022000.0,536157000,32015000,1703105000,74524000,-330550000.0,148848000.0,,1180537000.0,426741000.0,271224000,6020000,-187105000.0,820850000,-19213000.0,14226084000,1761686000.0,9142132000,21572000.0,2778775000,,,,,,,,
2017-09-30,,341975000.0,6192271000.0,-30804000.0,-1006628000.0,721808000.0,0.0,0.18,11495733000,1950000.0,434778000.0,193551000.0,384586000,590268500.0,305531000,85818000.0,2683000.0,304723000,-370665000.0,5224428000,1964905000,10712091000.0,-10418000.0,249327000,1307000,96533000,6192271000,-141836000.0,79055000,-28440000.0,590268500.0,1302924000,-240003000.0,,162681000.0,222315000,228221000,-2430000.0,95226000,0.18,1146153000.0,,802976000,,1248814000,918338000,2204815000,24752000,104854000,874604000.0,507612000,34977000,1582512000,104854000,0.0,146293000.0,0.0,1180537000.0,270837000.0,436359000,6501000,-144266000.0,796556000,-3000.0,14360324000,1729391000.0,9135896000,21572000.0,2767881000,,,,,,,,
2017-12-31,35210000.0,53341000.0,13246680000.0,-33367000.0,-1026938000.0,750739000.0,0.0,0.271456,11482185000,0.0,330090000.0,-65820000.0,511782000,590268415.0,343753000,56707000.0,3978000.0,343730000,-201459000.0,5381154000,2070899000,10718853000.0,0.0,358221000,36159000,198327000,6229143000,-120029000.0,168029000,-25081000.0,590268415.0,1588916000,-274134000.0,-7017537000.0,-103800000.0,24040000,55567000,-12899000.0,162168000,0.271456,1192306000.0,141886000.0,746349000,1292481000.0,1240769000,1077134000,2368304000,25987000,160232000,790201000.0,457970000,34586000,1522527000,160232000,-153470000.0,151281000.0,0.0,1180537000.0,434778000.0,330221000,8613000,-132928000.0,931076000,-4815000.0,14398218000,368378000.0,9017064000,21572000.0,2817248000,,,,,,,,
2018-03-31,,,6218278000.0,-24816000.0,-998706000.0,810259000.0,,0.4,11750621000,-250000.0,324741000.0,-6502000.0,560729000,590268500.0,348532000,37424000.0,620000.0,301920000,-248041000.0,5584167000,2167086000,10959056000.0,,402332000,15122000,250356000,6218278000,-90868000.0,212197000,29670000.0,590268500.0,1866235000,-363552000.0,,-6399000.0,220085000,208645000,-29567000.0,235234000,0.4,999576000.0,,707199000,,1731999000,1305506000,2384411000,39265000,234983000,942495000.0,413135000,34948000,1328251000,234983000,,141802000.0,,1180537000.0,330090000.0,328675000,10174000,-120435000.0,970647000,,14724097000,,9139930000,21572000.0,2874285000,,,,,,,,
2018-06-30,,,6139845000.0,92667000.0,-1155529000.0,812972000.0,,0.285172,11431575000,2200000.0,427256000.0,241447000.0,561927000,590268500.0,339491000,89566000.0,6155000.0,337574000,-448811000.0,5521319000,2208128000,10796834000.0,0.0,452749000,135454000,301926000,6139845000,-102569000.0,222436000,-482174000.0,590268500.0,1788484000,-28220000.0,,110515000.0,214599000,311505000,351242000.0,166472000,0.285172,730240000.0,,755356000,,1678599000,1226557000,2530072000,40920000,168328000,881991000.0,472965000,31826000,1158200000,168328000,-330550000.0,140401000.0,,1180537000.0,324741000.0,427960000,10422000,248673000.0,808669000,-1109000.0,14490198000,,8968879000,,2963484000,,,,,,,,
2018-09-30,,,6092025000.0,36987000.0,,762736000.0,,0.41833,11691657000,-7320000.0,236030000.0,-130703000.0,593660000,590268415.0,335163000,60577000.0,-811000.0,335714000,-251584000.0,5671407000,2075228000,,0.0,471114000,80355000,327484000,6092025000,-76447000.0,258497000,-104873000.0,590268415.0,1898892000,-301306000.0,,-185731000.0,215586000,317815000,49845000.0,247129000,0.41833,794330000.0,,758399000,,1822629000,1305232000,2664573000,55930000,246927000,945940000.0,474135000,31553000,1030633000,246927000,0.0,135044000.0,,,427256000.0,236303000,8586000,-26602000.0,702577000,-585000.0,14620624000,,8949217000,,2833627000,,,,,,,,
2018-12-31,182711000.0,,13421982000.0,-46344000.0,-1123504000.0,693673000.0,,0.38258,11782882000,0.0,426717000.0,294866000.0,662972000,590268415.0,484289000,62683000.0,187000.0,487054000,-483766000.0,5464192000,1718363000,11116116000.0,0.0,478211000,-1724000,223341000,6063908000,-74079000.0,178683000,-343065000.0,590268415.0,2104977000,-78991000.0,-7358074000.0,191083000.0,19550000,29602000,239282000.0,225065000,0.38258,487734000.0,,657444000,1288344000.0,1778796000,1442005000,2524341000,51118000,225825000,923723000.0,379039000,29187000,916095000,225825000,-153470000.0,247110000.0,,1180537000.0,236030000.0,428361000,7760000,165203000.0,509776000,-1828000.0,14251299000,177621000.0,8787107000,,2375807000,,,,,,,,
2019-03-31,,,6431411000.0,,,596532000.0,,0.411472,12005132000,,,,599960000,590268415.0,340944000,57234000.0,,345366000,,5593157000,1786097000,,,319527000,69956000,312545000,6431411000,,259016000,,590268415.0,1871759000,,,,228306000,205519000,,242589000,0.411472,432604000.0,,881480000,,1670452000,1271799000,2462762000,29135000,242879000,962561000.0,364938000,56980000,1330371000,242879000,,,,,,897767000,6982000,,622735000,,14883750000,,9290593000,233899000.0,2667577000,,,,,,,,
2019-06-30,,,6403661000.0,,-1118703000.0,636720000.0,,0.4,11941498000,,,,575146000,590268500.0,340658000,44075000.0,,338608000,,5752400000,1956940000,11269931000.0,,265928000,14942000,254641000,6403661000,,234488000,,590268500.0,1917965000,,,,240749000,243664000,,239699000,0.4,360694000.0,,876311000,,1614954000,1342819000,2432657000,26289000,241486000,889846000.0,355302000,49375000,1562681000,241486000,,,,1180537000.0,,1201987000,11287000,,844926000,,14983447000,,9231047000,,2833251000,,,,,,,,
2019-09-30,,,6352157000.0,9015000.0,,551859000.0,,0.18,11955266000,0.0,1535529000.0,-70394000.0,515092000,590268500.0,327972000,79581000.0,-3411000.0,333111000,-330131000.0,5830774000,1953851000,,-9800000.0,356334000,107741000,208256000,6352157000,-86206000.0,187120000,55669000.0,590268500.0,1763783000,157313000.0,,359025000.0,239921000,251926000,373750000.0,100515000,0.18,322763000.0,,910221000,,1421886000,1248691000,2387367000,13235000,106548000,899129000.0,380809000,49050000,1859768000,106548000,0.0,134624000.0,,,1183017000.0,1537005000,13454000,287544000.0,873822000,-1200000.0,15020277000,,9189503000,,2864072000,,,,,,,,
